MAT.1.2	Abraham Aisak tegi, Aisak Zekop tegi. Zekop Zuda gum ntogi tegi. 
1JN.2.16	Nza vhɨra khueŋ kaŋgi, kha nuianan tɨvi mbatɨgi, zam nta zɨn vui gumgi, mbe mbui tɨvi khare. Mbe kha nuiana bigi garav, nta nzuav, ndavi khavav, nta nzuav rɨmgi phara tuav, rɨɨrɨɨv wari zɨri ndi vun kuamkuagi. Mba tɨvi, nta nzan Ndia Fhe Bakɨme han Hevenan kega zergi fhuvara. Nta kha nuianan tɨvi ma. 
1JN.2.17	Kha nuian zumgum vhɨzgirga. Kha nuiana bigi garav, nta nzuav ndavi khavav, rɨmgi phara tui tɨvi, nta vhɨra ana phorgɨp vhɨzgirga. Maaŋ muuŋgiap, Fhe Bakɨme nzuai tɨvi zɨn vui guma, ana kha nuiana phorgɨp vhɨzgirga tuktɨgi fhuvara, ana zazera mbara muuŋgip kɨrga.
1JN.2.19	Nde ganɨ, mba fharav nza phorga kegi gumgi, mbe guigira nza phorgap nza bɨna bavira ki gumgi fhuvara. Mbe maaŋ muuŋgiap nza thav, vegi. Mbe guigira nza phorgap nza bɨnan ki ntɨɨri fhuvara. Mbe maaŋ muuŋgiap nza bɨna guara ntɨɨri kake, mbe nza phorgap nza bɨnara kae. Mbe nza thav, vegim, nza maaŋ muuŋgiap tuituigiap kaŋgi, mbe guigira nza bɨna ntɨɨri fhuvara.
1JN.2.21	Gu maaŋ muuŋgiap kha ndɨkndɨgar nde mbui fhu, nde Fhe Bakɨme buna guareŋ kakagi. Gu mba ndɨkndɨgar nde mbuav, kha buni khergiap, nde ndi mbai fhuvara. Gu khaŋ muuŋgi ne nzuav kha buni khergi. Nde Fhe Bakɨme buna guareŋ, nde ne kaŋgi. Fhe Bakɨme buna guareŋ, ne guigi buna thueŋ suaŋgirga tuktɨgi fhuvara. 
1JN.2.22	The mba bigi guiguigi guma? Mba bigi guiguigi guma, ana khaŋ nzuai ne ma, “Zisas, ana Fhe Bakɨme taagiap wo gumgi gu mbigi ndir zav suaŋgiap farasarigi guma fhuvara.” Mba khesharigi buni nzuai guma, ana kɨr nzan Ndia Fhe Bakɨme sav, vhɨra kɨr anan Kama segap, khaŋ ana nzuai, “Ana Fhe Bakɨmen Kam fhuvara.” Ana maaŋ mbuav ana Kraisan pana guma ga gegi. 
1JN.2.23	Guma kɨr Kama segi, ana Fhe Bakɨme phorgɨp ndava bavira kegɨrga tuktɨgi fhu. Guma Kama khothɨgi, ana Fhe Bakɨme phorgɨp ndava bavira kɨrga.
1JN.2.25	Maaŋ muuŋgiap, Zisas kha kama havharen nza suaŋgi. Ana zazera mbara muuŋgiap ki bɨɨŋbɨɨn nzan nɨɨŋgirga.
1JN.2.26	Gu kha buni kherav, nde guiguigiap, nde ndi pham tuavar mbai gumgi bun nde nzuai. 
1JN.2.27	Gu nde kaŋgi, nde Krais han Fhe Bakɨme Ŋina Ŋaara ndigim, ana nde phorga ki. Maaŋ muuŋgiap, nde bigɨn the kakagirim, guma the buni tharir nde suaŋv nde khɨvɨrie? Fhuvara. Fhe Bakɨme Ŋina Ŋaar za mba bigir nde khɨvigi. Ana buni, nta guigira buni guari ma. Nta guiguigi buni fhuvara. Maaŋ muuŋgiap, Fhe Bakɨme Ŋina Ŋaar mba bigi nde khɨvim, nde nta zɨn ŋgɨp, nde guigira Krais phorgɨ havhargiri.
1JN.2.29	Nde maaŋ muuŋgiap khueŋ kaŋgi, Zisas tɨvir vhuuiŋra mbui guma ma. Nde vhɨra khueŋ kaŋgiri, tɨvir vhuuiaŋ mbui gumgi, mbe Fhe Bakɨmen tari ma.
1JN.3.2	Nde nan kɨvntogi, nza ntige Fhe Bakɨmen tari ki. Nza zumgum ramgi kɨrɨ tɨvar muuŋrie? Nza tuituigiap ne kaŋgi fhuvara, ne ntigar kɨrar hɨrga. Nza khueŋ kaŋgi, Zisas Krais, ana zumgum guigira kɨrar hɨgɨrga, nza guigira ana ganɨp, nza guigira ana kaŋgip, nza ara farar muuŋgirga. 
1JN.3.3	Ntigem ana rarga ki gumgi, mbe nduarira wari won kɨrɨ tɨvi garav, mbe zazera Fhe Bakɨme nɨman ŋgaravra wari ki. Mbe ŋgarav, Kraisra fara muuŋgiap wari kɨri.
1JN.3.5	Nde kaŋgi, Zisas ana tɨvi mbatɨgi vhɨzɨ zav zergi. Ana tɨva mbatɨga thueŋ anan ki fhuvara. 
1JN.3.6	Krais phorga ki guma, ana tɨvi mbatɨgi ga mbui fhu. Guma tɨvi mbatɨgi ga mbui, mba guma, ana Krais gangi fhu, ana vhɨra, ana kaŋgi fhu.
1JN.3.8	Fhum fhara guarara Fhe Bakɨme kha nuian gu bigi ga muuŋgi, Satan hɨgap, tɨva mbatɨga ndi kha nuiana khɨngiap, zazera tɨvi mbatɨgi ga mbui. Maaŋ muuŋgiap guma tɨvi mbatɨgi ga mbui, ana Satan guma ma. Satan maaŋ mbuim, Fhe Bakɨmen Kam, anan ŋaara farfav, ana vharvhara zav zergi. 
1JN.3.9	Maaŋ muuŋgiap, guma Fhe Bakɨmen kama gegi, ana tɨvi mbatɨgi ga mbui fhu. Fhe Bakɨmen tɨvi mba guman ki. Maaŋ muuŋgiap, mba guma tɨvi mbatɨgir muuŋgirga tuktɨgi fhu. Ana Fhe Bakɨmen kam ma. 
1JN.3.10	The Fhe Bakɨmen kam, the Satanan kam? Nza maaŋ muuŋgip kaŋgi saŋv, nza khaŋ muuŋgip, gangip, kaŋgirga. Guma tɨvir vhuuiaŋ mbui fhu, ana Fhe Bakɨmen kam fhuvara. Guma wo phorgap guigira Zisas khothɨgi gumgi, ana guigira won ndavar mbe ndɨɨv, tɨvir vhuuin mbe mbui fhu, ana vhɨra Fhe Bakɨmen kam fhuvara.
1JN.3.12	Nza Kein farar muuŋgip kɨ thari. Ana Satan guma ma, ana maaŋ muuŋgiap, nduara won ŋguga shogim, ana rimgi. Ana ram muuŋgi ne nzuav won ŋguga shogim, ana rimgi? Ana khueŋ nzuav ana shogim, ana rimgi. Ana ŋguk tɨv nzerigi, anan tɨv mbatɨgi. Ana ne nzuav ana shogim, ana rimgi.
1JN.3.14	Nza khueŋ kaŋgi, nza won ndavir wo phorgap Zisas khothɨgi gumgi ga ndɨɨav, nza kaŋgi, nza vhɨzgi tuav thagi. Nza zazera mbara muuŋgip kɨrga bɨɨŋbɨɨŋ ndirga tuav, nza anan ki. Guma ndavar wo phorga guigira Zisas khothɨgi gumgi ga ndɨɨi fhu, ana rɨɨv, za rimgiap, za vhɨzi tuavar ki. 
1JN.3.15	Guma wo phorgap ana Zisas khothɨgi guma, ana guigira won ndavar ana nɨɨŋgi fhu, ne khaŋ muuŋgi, ana mba guma shogim, ana rimgi. Nde khueŋ kaŋgi, harigi guma shogim, ana rimgi guma, ana zazera mbara muuŋgia ki bɨɨŋbɨɨŋ ndi tuavar ki fhuvara. 
1JN.3.16	Zisas, ana nduara won tuma fekhɨngiap, nzan kurkura zav nza nzuav rimgi. Ana mba tɨva muuŋgiap, ana guigira won ndavar harigi gumgi ga ndɨɨi tɨvar nza khɨvigi. Nza maaŋ muuŋgiap mba tɨva kaŋgi. Nza vhɨra wari wo ntuua fusuv, nza phorgap guigira Zisas khothɨgi gumgi, nza mben kurkurarga. 
1JN.3.17	Maaŋ muuŋgip, guma the kha nuiana bigi kɨv, ana wo phorgap guigira Zisas khothɨgi guma the ganɨrim, ana kha nuianan bigi sosuagirga, ana ana gangip, ana korar muuŋgirga fhu, mba guma Fhe Bakɨme guigira won ndavar gumgi ga nɨɨŋgi tɨv anan ki fhu. 
1JN.3.18	Nde nan tari, nde thɨn kumanin wari won ndavir harigi gumgi ga ndɨɨi ne suaŋ thari. Fhuvara! Nza guigira wari won ndavir mben nɨɨŋv, guigira mben kurkurari.
1JN.3.21	Nde nan kɨvntogi, nzan ndavi vheri bigɨn mbatɨga thueŋ muuŋgi ne nzuav nza nzuai fhu. Nza Fhe Bakɨme nɨman, nza thivgia havhargi. 
1JN.3.22	Nza maaŋ muuŋgip bigɨn the suaŋv ana phorgɨ suanga, ana mba bigɨnan nzan nɨɨnga. Ana khaŋ muuŋgiap, nza ana nzuai tɨvi, nza nta zɨn vuav, nza ana vuzvugi tɨvi, nza nta mbui. 
1JN.3.23	Ana nzuai tɨvi khare. Nza ana Kam Zisas Krais khothɨgɨp, ana suaŋgi tɨvi, nza za nta zɨn ŋgɨp, nza guigira wari won ndavir warir nɨɨnga. 
1JN.3.24	Maaŋ muuŋgip, guma the Fhe Bakɨme suaŋgi tɨvi zɨn vui, mba guma, ana Fhe Bakɨme phorga havhargi. Fhe Bakɨme vhɨra mba guma phorga ki. Fhe Bakɨme won Ŋina Ŋaar nza nɨɨŋgi. Nza maaŋ muuŋgiap kaŋgi, Fhe Bakɨme ana nza phorga ki.
1JN.4.2	Nde Fhe Bakɨme Ŋina Ŋaar gangip, ana hiarga, ne khaŋ muuŋgi. Nde mbarararga khaŋ nzuai guma, “Zisas Krais, ana guigira kha nuianan zergap, guma guara gegi.” Maaŋ nzuai guma, Fhe Bakɨmen Ŋina Ŋaar mba guman vhen ki. 
1JN.4.3	Nde maaŋ muuŋgip mbarararga, guma mba khesharigi kamen Zisas ga nzuai fhu, mba guma, ana harigi ŋina ana vhen ki. Mba ŋina, ana Fhe Bakɨme han kega zɨgi fhuvara. Mba ŋina, ana Kraisan pana guman ŋina ma. Nde fhum mba guma zɨrga kameŋ mbararagi. Ana ŋina ntige zɨgap, kha nuianan ki. 
1JN.4.4	Nde nan tari, nde Fhe Bakɨme ntɨɨri ma. Nde Fhe Bakɨme kamthooŋ gumgir wari guiguigi gumgi, nde mbe daaŋgia mbur khɨngi. Nde khaŋ muuŋgiap, nden vhen ki Ŋina Ŋaar, ana kha nuiana gumgir vhen ki ŋina, ana ana kambarigi. 
1JN.4.5	Mba gumgi, kha nuiana gumgi ma. Maaŋ muuŋgiap, mbe buni kha nuiana buni ma. Maaŋ muuŋgiap, kha nuiana gumgi, mbe buni mbararagi. 
1JN.4.6	Nza fhuvara, nza Fhe Bakɨme ntɨɨri ma. Fhe Bakɨme kaŋgi gumgi, mbe nza nzuai buni mbararagi. Guma, ana Fhe Bakɨme guma fhu, ana nza nzuai buni mbararagi fhu. Nza maaŋ muuŋgip mba tɨva ganɨv, nza buna guareŋ nzuai Ŋina Ŋaar, nza ana hiarga. Nza vhɨra mba bigi guiguigi ŋina, nza vhɨra ana hiarga.
1JN.4.8	Fhe Bakɨme nduara, ana guigira ndavar harigi gumgi ga ndɨɨi tɨvar nɨɨŋge ma. Maaŋ muuŋgiap, guma guigira won ndavar harigi gumgi ga ndɨɨi fhu, ana vhɨra Fhe Bakɨme kaŋgi fhu. 
1JN.4.9	Fhe Bakɨme, ana Kama bavira ki, ana mba Kama bavira, ana ana sarigim, ana kha nuianan zergi. Nza anan panan zazera mbara muuŋgiap ki bɨɨŋbɨɨŋ ndirga. Fhe Bakɨme mba tɨvar nza muuŋgiap, ana khuen nza khɨvigi, ana guigira won ndavar nza nɨɨŋgi. 
1JN.4.10	Guma guigira won ndavar harigi gumgi ga ndɨɨi tɨv, ana Fhe Bakɨmen tɨv ma. Nza khueŋ ndɨkndɨgɨ thari, nza fharav wari won ndavir Fhe Bakɨme nɨɨŋgi. Fhuvara! Fhe Bakɨme fharav guigira won ndavar nza nɨɨŋgi. Ana fharav guigira won ndavar nza nɨɨŋgiap, maaŋ muuŋgiap, ana won Kama sarigim, ana nza muuŋgi tɨvi mbatɨgi ga nzuav rɨmɨn zav kha nuianan zergi. Ana zerav, rimgiap, nza muuŋgim, nza Fhe Bakɨme phorgap ndava bavira ki.
1JN.4.12	Nza guma the Fhe Bakɨme gangi fhuvara. Nza guigira wari won ndavir warir nɨɨnga, Fhe Bakɨme nza phorga ki. Fhe Bakɨme nza phorga ki, ana ndavar harigi gumgi ga ndɨɨi tɨv, ana khaŋ tɨgɨp havhargip nza ndavi vherir kɨrga.
1JN.4.14	Nza Fhe Bakɨme muuŋgi bigeŋ gangi gumgi, nza ntige mba bigeŋ bun nzuai. Ana taagia kha nuianan ki gumgi gu mbigi ndir zav won Kama sarigim, ana kha nuianan zergi. 
1JN.4.15	Guma the maaŋ muuŋgip khaŋ suanga, “Zisas, ana Fhe Bakɨmen Kam ma.” Maaŋ nzuai guma, Fhe Bakɨme ana phorga kim, ana Fhe Bakɨme phorga ki. 
1JN.4.16	Nza maaŋ muuŋgiap ne khothɨgap, havhargi, Fhe Bakɨme guigira won ndavar nza nɨɨŋgim, anan tɨv guigira nza phorga ki.
1JN.4.16	Fhe Bakɨme nduara guigira won ndavar harigi ntɨɨri ga ndɨɨi tɨva nɨɨŋge ma. Guma guigira won ndavar harigi ntɨɨri ga ndɨɨi tɨva zɨn vov, ana Fhe Bakɨme phorga kim, Fhe Bakɨme ana phorga ki. 
1JN.4.17	Nza khueŋ khothɨgi, Fhe Bakɨme guigira won ndavar gumgi gu mbigi ga ndɨɨv, guigira nza vuzvugi. Maaŋ muuŋgiap, mba tɨv vhɨra guigira havhargip nzan ki. Nza zumgum Fhe Bakɨme kha nuianan ki gumgi mbui tɨvi ga suaŋv mbe suanga tugar, nza Fhe Bakɨme nɨman rɨvɨrga fhu. Nza guigira kha nuianan ki. Nza anan kav, nza Krais ki kɨrɨ tɨvara muuŋgiap wari ki. Nza maaŋ muuŋgiap rɨvi fhu. 
1JN.4.18	Fhe Bakɨme guigira won ndavar nza nɨɨŋgiap, nza vuzvugi. Nza ne khothɨgap, nza rɨvi fhu. Guma maaŋ muuŋgip Fhe Bakɨme guigira wo ndavar gumgi ga ndɨɨi tɨv guigira havhargip, ana kɨrga, mba tɨv mba rɨvi tɨva vhararim, ana sarga. Guma rɨvi, ne nɨɨeŋ khaŋ muuŋgi. Guma ana wo kaŋgi, ana zumgum vheza mbatɨga ndirga. Mba ndɨkndɨk ana muuŋgim, ana rivgi. Maaŋ muuŋgip, guma the rɨvɨrga, nza kaŋgi, mba guma Fhe Bakɨme guigira won ndavar gumgi ga ndɨɨi tɨv guigira havhargiap, mba guman ki fhuvara.
1JN.4.19	Nza guigira wari won ndavi harigi gumgi ga ndɨɨi, ne khaŋ muuŋgi, Fhe Bakɨme fharav won ndavar nza nɨɨŋgi. 
1JN.4.20	Maaŋ muuŋgip, guma the khaŋ suanga, “Gu guigira won ndavar Fhe Bakɨme ga nɨɨŋgi.” Ana maaŋ suaŋv, ana guigira won ndavar guigira Zisas khothɨgi guma gu mbiga the ndɨɨi fhu, mba guma, ana bigi guiguigi guma ma. Guma the Fhe Bakɨme gangi fhu. Maaŋ muuŋgip, guma the kha won rɨmanin gari gumgi gu mbigi, ana won ndavar mbe ndɨɨi fhu, ana ram muuŋgip, won rɨmanin gangi fhup Fhe Bakɨme, ana guigira won ndavar ana nɨɨŋgirie? 
1JN.4.21	Nza Fhe Bakɨme han ndigi tɨv khaŋ nzuai, guma guigira won ndavar Fhe Bakɨme nɨɨŋgi, ana vhɨra guigira won ndavar guigira Zisas khothɨgi gumgi gu mbigi nɨɨŋri.
1JN.5.2	Nza maaŋ muuŋgip guigira wari won ndavir Fhe Bakɨme ga nɨɨŋgiap, ana nzuai tɨvi zɨn vui. Nza nta zɨn vov, nza kaŋgi, nza vhɨra guigira wari won ndavir anan tari ga ndɨɨi. 
1JN.5.3	Nza guigira warir won ndavir Fhe Bakɨme ga ndɨɨi tɨv khaŋ muuŋgi, nza ana suaŋgi tɨvi zɨn vuim, ana suaŋgi tɨvi simgi fhuvara. 
1JN.5.4	Fhe Bakɨmen tari ga gega ki gumgi, mbe za kha nuiana tɨvi mbatɨgi ŋkasŋka, mbe nta daasui. Nza guigira Fhe Bakɨme khothɨvi tɨv, mba tɨv nza kha nuiana tɨvi mbatɨgi ŋkasŋka phorga shogav, nza nta daasui.
1JN.5.6	Kha guma Zisas Krais, ana mbɨ ruav, ana vhɨra rimgip, wo vɨzɨna siv khanarareŋ ga sur zav zergi. Ana mbɨra ruar zav zergi fhuvara. Ana mbɨ ruav, ana vhɨra rimgip, wo vɨzɨna sisur zav zergi. Fhe Bakɨme Ŋina Ŋaar ana buni guari nɨɨŋge ma, ana Zisas muuŋgi bigi bun nza nzuai. 
1JN.5.7	Kha bigɨna phuni khegene ana bun nzuai. 
1JN.5.8	Mba bigɨna phuni khegene khare, Fhe Bakɨmen Ŋina Ŋaar, mbɨ gum vɨzɨn. Mba bigɨna phuni khegene mbe wari tɨgɨra mba bigɨna bavira bun nzuai.
1JN.5.10	Guma guigira Fhe Bakɨme Kama khothɨgi, ana Fhe Bakɨme suaŋgi buneŋ, ana ne ndigi, ne ana ndava vhen ki. Guma Fhe Bakɨme nzuai buneŋ khothɨgi fhu, mba guma ana khaŋ Fhe Bakɨme nzuai, ana bigi guiguigi guma ma. Ana maaŋ nzuav, ana Fhe Bakɨme won Kama bun nzuaim, ana ana khothɨgi fhu. 
1JN.5.11	Fhe Bakɨme won Kama bun nzuai, ne khaŋ muuŋgi, Fhe Bakɨme zazera mbara muuŋgip kɨrga bɨɨŋbɨɨn nza nɨɨŋgi. Anan Kam, ana mba bɨɨŋbɨɨŋ nɨɨŋge ma. 
1JN.5.12	Guma Fhe Bakɨmen Kama phorga ki, mba guma ana mba bɨɨŋbɨɨŋ ndigi. Guma Fhe Bakɨmen Kama phorga ki fhu, mba guma mba bɨɨŋbɨɨŋ ki fhu.
1JN.5.14	Nza maaŋ muuŋgip Fhe Bakɨme vuzvuk zɨn ŋgɨp, nza maaŋ muuŋgip, bigɨn the suaŋv ana phorgɨ suaŋ anan nzanga, ana nza nzai nzambareŋ mbarararga. Nza maaŋ muunga, nza Fhe Bakɨmen rivgirga fhu, nza ana han vui. 
1JN.5.15	Maaŋ muuŋgiap, nza kaŋgi, nza nzai nzambari, ana za nta mbararagi. Nza guigira kaŋgi, nza anan nzai bigi, ana guigira ntan nza ndɨɨi.
1JN.5.17	Nza kha mbui tɨvi mbatɨgi, nta za tɨvi mbatɨgi ma. Guma tuma shogim, ana za vhɨzi fhuv tɨvi mbatɨgi vhɨra ki.
1JN.5.19	Nza khueŋ kaŋgi, nza Fhe Bakɨmen tari ma. Nza Fhe Bakɨmen tari kim, kha nuian, ana za Satan ana gari, ana Satanan ŋkasŋka piin ki.
2JN.1.2	Kha buni guari nta nzan ki. Mba buni nta zazera mbara muuŋgip nzan kɨrga. Nza maaŋ muuŋgiap nza guigira wari won ndavir nde nɨɨŋgi. 
2JN.1.3	Nza kha buni guari zɨn vui tɨv gum nza guigira ndavir harigi ntɨɨri ga ndɨɨi tɨv, Fhe Bakɨme gum Zisas Krais, ana Fhe Bakɨmen Kam, mani fhura nzan kora mbuav, nzan kurkurigi tɨv gum manin ndava mɨɨtɨk, guigira khaŋ tɨgɨp havhargip nza ndavi vherir kɨv, kɨrar hɨri.
2JN.1.5	Ndu Fhe Bakɨme farasarigi mbik, gu buna mueŋ ndun ki. Gu khueŋ vuzvugi, nde mba buneŋ zɨn ŋgɨri. Mba buneŋ khare, nza guigira wari won ndavir zam harigi ntɨɨri nɨɨnga. Gu khar tɨvar kameŋ khergiap, ndu ndi mbav, ne zɨn ŋgɨr zav ndu nzuai fhuvara. Nza fhum kha tɨva kaŋgi. 
2JN.1.6	Guigira won ndavar harigi ntɨɨri ga ndɨɨi tɨv, ana khaŋ muuŋgi. Nza guigira Fhe Bakɨme suaŋgi tɨvi zɨn vui. Maaŋ muuŋgiap, nde fhum mbararagi tɨv khaŋ nzuai, nde guigira wari won ndavir harigi ntɨɨri ga ndɨɨi tɨv, nde mba tɨva zɨn ŋgɨri.
2JN.1.8	Maaŋ muuŋgiap, nde tuituigia wari ganɨri. Nde muuŋv kɨv, nza mba ŋaara mbatɨga mbuav ndigi bigɨn, ana fhura mbar ŋgɨgɨ rivgi. Nde khaŋ tɨgɨp thɨgɨ havhargirga, nde za ana ndigirga. 
2JN.1.9	Maaŋ muuŋgip, guma the Krais buni suirav havharɨ thav, fegɨp harigi bunin mbarav, nta zɨn ŋgɨrga, Fhe Bakɨme mba guma phorgɨ kegɨrga tuktɨgi fhuvara. Guma Krais buni suirav havhargirga, Fhe Bakɨme won Kaman kov, mani mba guma phorga ki. 
2JN.1.10	Nde maaŋ muuŋgip kɨrim, guma the nde han zɨv, ana Krais nza khɨvigi buni ndiga nde han zi fhu, nde raar vhuun ana nɨɨŋ thari, nde vhɨra ana ndigip, wari wo phenin ŋgɨ thari. 
2JN.1.11	Guma mba khesharigi guma, ana raar vhuun ana ndɨɨi, ana anan ŋaara mbatɨgar kurkurigi.
2JN.1.13	Ndun mbiga hɨrɨɨŋ, Fhe Bakɨme ana won mbuiav, ana farasarigi, anan tari raar vhuun ndu ndɨɨi. 
3JN.1.2	Ndu nan kɨvntoga vhuuŋ ma, gu ndu nzuav Fhe Bakɨme phorga nzuai, ndu mbui bigi, nta hɨrɨ tɨvar vhuun muunga, ndu vhɨra nzerara kɨrga. Gu kaŋgi, ndun vhen ki guma, ana nzerara ki. 
3JN.1.3	Fhum Zisas khothɨgap ana zɨn vui gumgi mbari, mbe zav, na garav, khaŋ na suaŋgi, ndu guigira buna guareŋ zɨn vui guma ma. Gu mba kameŋ mbararagiap, gu guigira ndikndigi. Gu kaŋgi, ndu zazera buna guareŋra zɨn vui. 
3JN.1.4	Gu kav, mbararagi, nan tari buna guareŋ zɨn vui, gu guigira ndikndigi. Gu nen ndikndigi ndikndik, ana guigira gu mba harigi bigi ga nzuav ndikndigi ndikndik kambarigi.
3JN.1.5	Ndu nan kɨvntoga vhuuŋ, ndu buni guari, ndu zaaŋtuigira nta zɨn vuav, ndu tɨvar vhuuŋra Zisas khothɨgap ana zɨn vui gumgi gu mbigi, ndu kurkurar vhuun mbe mbui. Ndu maaŋ mbe mbuav, ndu vhɨra, kakagi gumgi, ndu vhɨra tɨvar vhuun mbe mbui. 
3JN.1.6	Mba guigira Zisas khothɨgap ana zɨn vui gumgi, ndu mba tɨvara vhuuaŋ mbe muuŋgim, mbe zav khaŋ Zisas khothɨgap, ana zɨn vui gumgi gu mbigi phorga nzuav, ndu guigira won ndavar mbe nɨɨŋgiap, mbe muuŋgi tɨvi, mbe nta bun mbe suaŋgi. Ne tɨvar vhuuŋ ma. Mbe taagip mba tuavar ŋgɨrim, ndu taagip mbe ndigi mba tuavar ŋgɨrga bigira mben kurarim, mbe ŋgɨri. Ndu Fhe Bakɨme vuzvuga zɨn ŋgɨp, ana mben kurkurargane vuzvugi bigira mben kurari. 
3JN.1.7	Mbe Zisas ŋaarar muungeŋ ndɨkndɨga vov, mba ŋaara mbui. Mbe mba ŋaara mbuav, mbe Zisas khothɨgap, ana zɨn ŋgɨ thagi gumgi, mbe mben han bigi ndi fhuvara. 
3JN.1.8	Nza mba khesharigi gumgi, nza mben kurkurarga. Nza mba tɨva mbui, nza mbe phorgap nza wari tɨgap mba ŋaara mbuav, nza Fhe Bakɨme buna guareŋ, nza wari tɨgap ne havhari.
3JN.1.9	Gu buni mbari khergiap, guigira Zisas khothɨgap ana zɨn vui gumgi gu mbigi mbari ndi mbarigi. Diotrefes, ana mbe gari guma bakɨme kɨr za mbuav, ana nza nzuai buni mbararagi fhu. 
3JN.1.10	Gu maaŋ muuŋgip, gu nde han ŋgɨp, gu ana mbui tɨvir nde neŋgɨrga. Ana mbarkɨrga buni mbatɨgira nza nzuai. Ana mba tɨvara nza mbui fhuvara. Ana vhɨra kha tɨva mbui, ana fegutari ndiav, wo phena vui fhu. Ana vhɨra gari, harigi gumgi mbe ndiav, wari wo phenin ŋgɨr za mbuim, ana mbe thɨvav, mbe vharvharav, ana vhɨra guigira Zisas khothɨgap ana zɨn vui gumgi gu mbigi, ana mbe shɨgi.
3JN.1.14	Gu kaŋgi, tugar mpeeŋ fhuvara. Gu nduara ndun han mbar ŋgɨp, ŋka wani khomani ganɨv, mba buni suanga.
3JN.1.15	Ndu ntigem ndav mbɨrav, kɨri. Khe ndun kɨvntogi ndu ndi mbai raar vhuuŋ khare, “Raar vhuuŋ”. Ndu na raar vhuuŋ ndiv, maaŋ ki kɨvntogi, ndu zam mben nɨɨŋgiri.
JUD.1.2	Fhe Bakɨme nden kurarim, nde Fhe Bakɨme harigi gumgi kora mbui tɨv gum, ndava mɨɨtɨk gum, ana guigira won ndavar gumgi ga ndɨɨi tɨv, mba tɨvi, nta guigira havhargip nden kɨrim, nde mba tɨvir muuŋri.
JUD.1.4	Gumgi mbari, mbe wari vhaav zav, guigira Zisas khothɨgi gumgi gu mbigir vhen vergi. Mbe fhum guarara kha buni khergim, nta Fhe Bakɨme buni vhuuiŋ ki gavar ki. Mba khesharigi gumgi, mbe zumgum Fhe Bakɨme nɨman thivgirga, ana mbe suaŋv suaŋgirga, mbe fhɨri regɨrga. Mbe kɨr Fhe Bakɨme si gumgi ma. Mbe kɨr Fhe Bakɨme sav, anan kora muumbar mbe ana domdora suav, ana mbuim, mbarkɨrga tɨvi mbatɨgi anan hi. Mba khesharigi gumgi, mbe nzan Guman Pana bavira, Zisas Krais, ana nza Bakɨme ma, mbe kɨr ana segi.
JUD.1.6	Nde mba Fhe Bakɨme enseri ga ndɨkndɨgɨ. Mbe Fhe Bakɨme mbe nɨɨŋgi ŋaari, mbe tuituigip ntan kɨ thav, mbe Fhe Bakɨme ŋgu thagi. Maaŋ muuŋgiap, Guma Bakɨme zazera mbara muuŋgiap ki shenin mbe kegap, mbe ndim guigira gɨngɨna mbatɨga muuŋgi ŋgun phena tɨvaneŋ khɨngim, mbe mba ŋgun ki. Mbe kav, Fhe Bakɨme kha nuianan ki gumgi gu mbigi muuŋgi tɨvi mbatɨgi ga suaŋv mbe suanga tuga bakɨmen rarga mbur ki. 
JUD.1.7	Fhum Sodom gu Gomora ŋgu bakɨni, manin han ki ŋgui bakɨvi, ntan ki gumgi gu mbigi, mbe mbe muuŋgi tɨvara muuŋgi. Mbe tɨvi mbatɨgi ga mbuav, mbe mbarkɨrga tɨvi mbatɨgi guarira, mbe nta mbuav ruarir wari kɨɨi. Maaŋ muuŋgiap mbe zazera mbara muuŋgiap ki zaa vhavar kav zaa ndi.
JUD.1.7	Khe fhum hegi bigi ma. Nza mba bigi ga ndɨkndɨgɨp, nza mbe muuŋgi tɨvi mbatɨgi, nza nta zɨn ŋgɨ tharga. 
JUD.1.8	Mba zav nden vhen zergi gumgi, mbe nde ndɨkndɨgi ŋgɨr zav zegi. Mbe kha khesharigi tɨvi zɨn vui ntɨɨri ma. Mbe mbarkɨrga rɨɨa kuim, nta mbe ndɨkndɨgi khavim, mbe tɨvi mbatɨgi guarira wari won fhavi ga mbui. Mbe maaŋ mbuav, vhɨra nza Guma Bakɨme ga rɨɨrɨɨv, mbe vhɨra Fhe Bakɨmen enserir, mbe buni mbatɨgir mbe nzuai. 
JUD.1.9	Mba Fhe Bakɨme enserir vhari Maiker, ana kamthoon Moses khuma nzuav Satan phorga shogap, ana dav, anan ndav shigi fhu. Ana vhɨra buna mbatɨga thuen Satan ga suaŋgi fhu. Zakɨra fhuvara! Ana fhura khaŋ ana nzuai, “Guma Bakɨme nduara ndu vhegɨp, kama havharar thini pɨnɨ saŋv ndu suanga.” 
JUD.1.10	Mba buni mbatɨgi nzuai gumgi, mbe mba bigi nɨɨŋge kaŋgiap, buni mbatɨgi nzuai fhuvara. Mba buni mbatɨgi nzuai gumgi, mbe kha nuianan ki sɨgi fara muuŋgi, mbe ndɨkndɨgi ki fhuvara, mbe fhura rui. Mbe maaŋ mbuim, mben tɨvi guigira mben farfagi. 
