MAT.1.1	E̱i̱ tjít'a ntje̱he̱ Jesucristo̱. Ntje̱he̱ David nibaha̱ ra̱ ko̱ ntje̱he̱ Abraham nibaha̱ ra̱.
COL.4.1	Ko̱ jun xi tí'minu̱u já nti̱a̱, nda ko̱ kixi̱ n'e̱ko̱o xu̱ta̱ musu̱ xi kich'atso. A̱t'aha̱ yo nga ta̱ tíjñanu̱u ko̱ jun nku Nda̱ Nti̱a̱ ndji̱o̱jmi ján.
COL.4.2	N'e̱kjas'oho̱on yjonu̱u nk'ie nga chu̱bako̱o Nti̱a̱ná. Najmi tu̱ n'ekjentoho̱o yjonu̱u nga tjoho̱on máb'a̱chjíhi̱ nga̱t'a ts'e̱ ni nda xi tsjánu̱u. 
COL.4.3	Ko̱ ta̱ chu̱bantjaini̱ tu̱ xi Nti̱a̱ná tsjánteni̱ má nga k'úéni̱jmíi̱ éhe̱n, tu̱ xi ku̱i̱xínyaha̱ni̱ ni xi kis'ejña 'ma ni̱stjin nk'ie ko̱ tís'ejña chji nd'a̱i̱ nga̱t'aha̱ Cristo. A̱t'aha̱ kui kju̱a̱ha kjíi̱ya'yúhunna e̱i̱. 
COL.4.4	Chu̱bantjainú tu̱ xi ka̱ma kuakuchjí sisihinna éhe̱n ko̱ xi nkú ts'ín tjíhin nga kuinchja.
COL.4.5	Na̱nka̱ n'e̱kjínk'un xi nkú ts'ín ku̱i̱ntsu̱ba̱jihu̱un xu̱ta̱ xi najmi s'ejihi̱n Nti̱a̱ná. Xki̱ ni̱stjin xi kju̱a̱ cha̱se̱ sisihu̱un ni xi n'o̱o. 
COL.4.6	Tehe̱nte tsjo ts'ín chu̱bo ko̱ kas'ehe̱ sin ni xi chu̱bo. B'a̱ ts'ín cha̱hanu xi nkú k'úíhu̱un nga nkúnkú xu̱ta̱.
COL.4.7	Xi nkú ts'ín tíi̱jña e̱i̱ ku̱i̱tsu̱yayjenu̱u nda̱ Tiki̱ko̱, nda̱ nts'eé xi tjona, xi kixi̱ títs'íntjusun xáha̱, xi ta̱ títs'ínxát'aha̱ Nda̱ Nti̱a̱ná xi nkúhu an. 
COL.4.8	Kui xi títs'inkjísenu̱u tu̱ xi cha̱hanu xi nkú n'e tintsu̱ba̱i̱ e̱i̱ ko̱ tu̱ xi sa̱kú nga'yúhu̱nnu̱u. 
COL.4.9	Ko̱ títs'inkjíka̱ Onesi̱mo̱, nda̱ nts'eé xi tjona̱ xi ta̱ kixi̱ títs'íntjusun xáha̱ ko̱ xi nda̱ nankinu̱u maha. I̱ncha ku̱i̱tsu̱yanu̱u ngatentee̱ ni xi tíma e̱i̱.
COL.4.10	Títs'ínkjinu̱u kju̱a̱suniña Aristarko̱, nda̱ xi kjiya'yúnko̱na nu̱ba̱yá e̱i̱, ko̱ Marko̱ xi nts'e̱sti maha Bernabe. Ja ta̱ tsichunu̱u éhe̱n Marko̱. Nda n'e̱kjóho̱on tsa ku̱i̱chúsenu̱u yo̱. 
COL.4.11	Ko̱ títs'ínkjinu̱u kju̱a̱suniña Jesu, kui ndo̱ xi ta̱ 'mi ya Justo̱. Tu̱ kuihí já judio̱ xu'bi̱ xi y'anjiko̱na xá xi títs'ian nga tíb'eni̱jmíá xi nkú ts'ín batéxuma Nti̱a̱ná. Kui jóo̱ xi tsjá nga'yúnna.
COL.4.12	Ta̱ títs'ínkjinu̱u kju̱a̱suniña Epa̱fra̱, xi nda̱ nankinu̱u maha. Kui xi ta̱ títs'ínxát'aha̱ Cristo̱ Jesu ko̱ tehe̱nte ngayjehe k'un tíbankintjáínu̱u nga tínchja̱ko̱ Nti̱a̱ná, tu̱ xi ndjá ku̱i̱nchahanu ko̱ ka̱ma je kikjiun ko̱ ka̱mo xi nkú ts'ín mjehe̱ Nti̱a̱ná. 
COL.4.13	An be sisian xi nkú ts'ín Epa̱fra̱ kjinta̱ha̱ ra̱ jun ko̱ ta̱ kjinta̱ha̱ ra̱ xu̱ta̱ xi tjín nanki Laodicea̱ ko̱ xi tjín nanki Hierapo̱li̱.
COL.4.14	Ta̱ títs'ínkjinu̱u kju̱a̱suniña Luca̱, nda̱ chji̱ne̱nki xi tjona, ko̱ Dema̱.
COL.4.15	Tjoho̱on kju̱a̱suniñana̱ já nts'eé xi tjín nanki Laodicea̱ ko̱ tjoho̱on kju̱a̱suniñana̱ ta̱chju̱ún Ninfa̱ ko̱ xu̱ta̱ ni̱nku̱ xi ma ñjakú ni'yaha̱. 
COL.4.16	Nga ja ka̱manu̱u nga n'e̱yo xu̱ju̱i̱n, ta̱ n'e̱kjíhu̱u nga kats'ínya xu̱ta̱ ni̱nku̱ Laodicea̱. Ko̱ jun ta̱ n'e̱yo xu̱ju̱n xi ni̱baha Laodicea̱.
COL.4.17	B'a̱ t'ihu̱un Arkipo̱: “N'e̱nkjíntak'uin nga nda n'e̱tjusuin xáha̱ Nda̱ Nti̱a̱ná xi kik'a̱i̱hi.”
COL.4.18	An Pablo̱ ntuna̱ tíb'et'áha̱nu̱u kju̱a̱suniñana̱. N'e̱kj'áítsjon nga kjíi̱ya'yán.
COL.4.18	Kas'enu̱u kju̱a̱ndaha̱ Nti̱a̱ná.
1TH.1.1	An Pablo̱, Silbano̱ ko̱ Timoteo̱ tísuniñai̱hi̱, jun xu̱ta̱ ni̱nku̱ nanki Tesaloni̱ka̱, xi kikj'áts'e̱nu̱u Nti̱a̱ Na̱'miná ko̱ Nda̱ Nti̱a̱ná Jesucristo̱.
1TH.1.1	Kas'enu̱u kju̱a̱nda ko̱ kju̱a̱jyu.
1TH.1.2	Tehe̱nte nk'ie nga chubako̱i̱ Nti̱a̱ná chubantjái̱hi̱ ko̱ 'ba̱i̱hi̱ máb'a̱chjíhi̱ Nti̱a̱ná a̱t'aha̱ kichubó éhe̱n. 
1TH.1.3	Nginku̱n Nti̱a̱ Na̱'miná f'áítsjen tehe̱nteni̱ xi nkú ts'ín s'ejinnu̱u Nti̱a̱ná ko̱ tín'o xá xi mjehe̱, xi nkú ts'ín tjonu̱u ko̱ tíbisinko̱o xinki̱u, ko̱ xi nkú ts'ín tín'echjúkjo̱o kju̱a̱ni̱ma̱ xi tíbitjajíún nga tíchuyóho̱o nga kj'u̱a̱í ngáha Nda̱ Nti̱a̱ná Jesucristo̱.
1TH.1.4	Jun já nts'e, tjoho̱ Nti̱a̱ná jun ko̱ yai̱ nga j'ájinnu̱u. 
1TH.1.5	A̱t'aha̱ nk'ie nga kik'ieni̱jmíi̱ én nda tsuhu̱ Jesucristo̱ a̱jinnu̱u, najmi tu̱ suba én kichubai̱. Kis'ejña chji ní nga'yúhu̱n Nti̱a̱ná. Espiri̱tu̱hu̱ Nti̱a̱ná kits'ínxá ko̱ ndaha̱chí najmi jo jan kamani̱ nga kichubai̱. Yo xi nkú n'e tintsu̱ba̱i̱ a̱jinnu̱u nga ngandanu̱u ni xi kin'ei̱.
1TH.1.6	Nk'ie nga kichaseni̱ ta̱ kichasoo̱hó Nda̱ Nti̱a̱ná, b'a̱ ts'ín tsinchiyó xi nkú ts'ín ku̱i̱ntsu̱bo̱o. A̱t'aha̱ nk'ie nga ja kin'ekjóho̱on éhe̱n Nti̱a̱ná, ta̱ kisakúnu̱u nkjin tíkjá kju̱a̱ni̱ma̱, tu̱nga Espiri̱tu̱hu̱ ní Nti̱a̱ná kitsjánu̱u kju̱a̱tsjo. 
1TH.1.7	B'a̱ ts'ín y'ejña chjihi̱ ru̱u ngatentee̱ xu̱ta̱ xi s'ejihi̱n Nti̱a̱ná xi tjín nga ngúsuhu̱n a̱nte Macedoni̱a̱ ko̱ a̱nte Akaya̱ xi nkú ts'ín tsjenkíaá Nda̱ Nti̱a̱ná.
1TH.1.8	A̱t'aha̱ jun tjun kichjubó éhe̱n Nti̱a̱ná ko̱ tífindju ée̱n najmi tu̱ suba a̱nte Macedoni̱a̱ ko̱ a̱nte Akaya̱. Tu̱ má níhi tíya xi nkú ts'ín tís'ejinnu̱u Nti̱a̱ná. Kui nga najmi ta̱ machjéhe̱n ra̱ tsa nkú ku̱i̱xín saha̱ni̱ ji̱n. 
1TH.1.9	A̱t'aha̱ xu̱ta̱ tíi̱ncha nchja̱ni̱jmíyaha xi nkú ts'ín jun kin'ekjáínni̱ nk'ie nga tsichusei̱hi̱, ko̱ xi nkú ts'ín kin'ekjí t'axíún nti̱a̱ xi ntsja xu̱ta̱ ts'ínndaha nga kin'ekjóho̱on Nti̱a̱ná. Nd'a̱i̱ yjankiu Nti̱a̱ xi tíjña tík'uu̱n. Kju̱axi̱ nga kui xi Nti̱a̱ná. 
1TH.1.10	Nd'a̱i̱ tíchuyóho̱o Ntíhi̱ Nti̱a̱ná xi nibá ngáha ndji̱o̱jmi ján. Kui xi Jesu xi Nti̱a̱ná kits'ínkj'áíya ngáha̱ ra̱ ngabayoo̱ ko̱ xi ts'i̱ínk'ankiná ni̱stjin nga nibánehe̱ kju̱a̱kjaha̱n Nti̱a̱ná a̱sunntee̱.
1TH.2.1	A̱t'aha̱ ja yo jun, já nts'e, nk'ie nga najmi xá tiya kama nk'ie nga tsichii̱ a̱jinnu̱u. 
1TH.2.2	Yo nga un kikieni̱ ko̱ ch'on kamat'ai̱n nanki Filipo̱ kintehe̱ ni nga tsichii̱ a̱jinnu̱u. Tu̱nga Nti̱a̱náhá kitsjá nga'yúnni̱, kui nga ndjá kin'esjehe̱ni̱ yjoni̱ nga y'eni̱jmíi̱ én nda tsuhu̱ Nti̱a̱ná a̱jinnu̱u. B'a̱ kin'ei̱ ndaha tsa nkjin maha xi ngji kontra̱ni̱.
1TH.2.3	Najmi ni xi ngasten ko̱ tsa ni xi ch'onk'un nibáha̱ ra̱ ni xi b'eni̱jmíi̱ ko̱ ta̱ ndaha najmi ch'ana̱cha̱i̱hi̱ xu̱ta̱. 
1TH.2.4	Nda ní tsaseni̱ Nti̱a̱ná ko̱ kin'ekjas'enni̱ nga k'úéni̱jmíi̱ én nda tsuhu̱, ko̱ b'a̱ n'e tíchubai̱. Najmi xu̱ta̱ tí'ba̱i̱hi̱ kju̱a̱tsjo. Nti̱a̱ níná tí'ba̱i̱hi̱ kju̱a̱tsjo, kui xi be xi nkú ts'ín tjíntuyáni̱.
1TH.2.5	Xi nkú n'e ja yo, najmi kichuba un ui̱n ko̱ ta̱ ndaha najmi kich'ana̱cha̱i̱hi̱, tsa tu̱ xi b'a̱ ts'ín kju̱a̱i̱hi̱ni̱ to̱on. Nti̱a̱ná be nga b'a̱ tjín ni xi tíxian. 
1TH.2.6	Najmi tsinchisjái̱ tsa kju̱a̱chánka sa̱kúni̱ a̱jinnu̱u ko̱ ta̱ ndaha a̱jihi̱n xu̱ta̱ xingisoo̱, 
1TH.2.7	ndaha tsa ji̱n xi já postru̱hu̱ Cristo̱ kama kai tsinchii̱hi̱ ni xi machjénni̱. Kichase sisii̱hi̱n. B'a̱ kin'ei̱ xi nkú ts'ín nku ta̱chju̱ún xi basehe̱ ntíhi̱.
1TH.2.8	'Yún ṉkjún tjoni̱ jun, kui nga santaha najmi tu̱ nku én nda tsuhu̱ Nti̱a̱ná kin'ekjas'ehe̱n ri̱. Tsa ni xi ku̱a̱yántjaihi̱ ri̱ kai, tsayantjáíhi̱ ri̱. 'Yún ṉkjún kisasíni̱ jun. 
1TH.2.9	¿A f'áítsjennu̱u, já nts'e, xi nkú ts'ín kin'exái̱ ko̱ kiyai̱ kju̱a̱ni̱ma̱ a̱jinnu̱u? Ni̱stjin ni̱stje̱n kin'exái̱ tu̱ xi najmi ch'á ka̱maha̱ni̱ nk'ie nga y'eni̱jmíi̱hi̱ én nda tsuhu̱ Nti̱a̱ná.
1TH.2.10	Jun ko̱ Nti̱a̱ná be xi nkú ts'ín je ko̱ na̱xu̱ tintsu̱ba̱i̱ a̱jinnu̱u jun xi s'ejinnu̱u Nti̱a̱ná, ko̱ nga najmi tjín xi kja̱níneni̱ tsa mí nihi. 
1TH.2.11	Yo xi nkú ts'ín kichii̱hi̱n nga nkúnkú jun, xi nkú ts'ín kuhu̱n xi tí'mi na̱'mi ntíhi̱. 
1TH.2.12	Kik'a̱i̱ ni̱yái̱hi̱ ko̱ kik'a̱i̱ nga'yíi̱hi̱n. Kik'inyai̱hi̱ nga ku̱i̱ntsu̱bo̱o xi nkú ts'ín tjíhin nga k'úéntu xu̱ta̱ xi ts'e̱ Nti̱a̱ná. A̱t'aha̱ jun j'ájinnu̱u Nti̱a̱ná nga ku̱i̱tjás'e̱njiun nga Nti̱a̱ná ku̱a̱téxumanu̱u ko̱ nga sa̱kúnu̱u kju̱a̱chánkaha̱.
1TH.2.13	Kui kju̱a̱ha nga najmi n'ekj'áíyai̱ nga tehe̱nte 'ba̱i̱hi̱ máb'a̱chjíhi̱ Nti̱a̱ná, a̱t'aha̱ kichjubó éhe̱n Nti̱a̱ná xi kik'ieni̱jmíi̱. Najmi kin'ekjóho̱on xi nkúhu tsa éhe̱n xu̱ta̱. Kju̱axi̱ kjáíhin nga kui xi éhe̱n Nti̱a̱ná ko̱ títs'ínxájinnu̱u nd'a̱i̱ jun xi s'ejinnu̱u Nti̱a̱ná. 
1TH.2.14	Jun já nts'e, b'a̱ ta̱ kamat'on xi nkú kamat'ain xu̱ta̱ ni̱nku̱hu̱ Nti̱a̱ná xi tjín a̱nte Judea̱ xi ta̱ s'ejihi̱n Cristo̱ Jesu. Un kikienu̱u a̱ya ntsja xu̱ta̱ nankinu̱u xi nkú ts'ín ta̱ un kikiehe̱ xu̱ta̱ ni̱nku̱ xu'bo̱ a̱ya ntsja xu̱ta̱ judio̱ xinkjín.
1TH.2.15	Kui xi ta̱ i̱ncha kits'ínk'ien Nda̱ Nti̱a̱ná Jesu ko̱ já profeta̱, ko̱ ji̱n i̱ncha kikatje̱nnkini̱. Najmi maha̱ i̱ncha ts'ín ni xi sasíhi̱n Nti̱a̱ná ko̱ fi kontra̱ha̱ ngatentee̱ xu̱ta̱. 
1TH.2.16	B'éch'oni̱ nga b'eni̱jmíi̱hi̱ xu̱ta̱ xi najmi ntje̱ judio̱ tje̱he̱n ra̱ én xi ts'ínk'ankihi̱ xu̱ta̱. Tehe̱nte títs'íntsené jé yjoho̱ nga b'a̱ tíi̱ncha ts'ín, tu̱nga nd'a̱i̱ ja j'aik'úhu̱n xu̱ta̱ xu'bo̱ kju̱a̱kjaha̱n Nti̱a̱ná.
1TH.2.17	Jun já nts'e, kama mje ṉkjúnni̱ ko̱ tu̱ ni xí tsinchisjáí ni̱yá níi̱ nga kuankíi̱nse̱ ngáha̱ ri̱ nk'ie nga ja j'a chuba ni̱stjin nga tsankin t'axíi̱n má nga tintsu̱bo̱o, ndaha tsa najmi ngji t'axíhi̱n xinkjín ani̱ma̱ná. 
1TH.2.18	Kui nga kama mjehe̱ni̱ nga kuankíi̱nse̱ ngáha̱ ri̱. An Pablo̱ nku jo ni̱yá kama mjena nga kfínse ngáha̱nu̱u kai, tu̱nga nda̱nindoo̱hó y'échjani̱. 
1TH.2.19	A̱t'aha̱, ¿mí nihi xi tíchuyái̱hi̱ ko̱ mí nihi xi ka̱ma kju̱a̱tsjoni̱ ko̱ mí nihi xi ka̱ma chánka n'e̱sjeko̱ho̱ni̱ yjoni̱ nginku̱n Nda̱ Nti̱a̱ná Jesucristo̱ nk'ie nga kj'u̱a̱í ngáha? ¿A najmi juhún? 
1TH.2.20	Kju̱axi̱ nga jun xi kju̱a̱chánkani̱ ko̱ kju̱a̱tsjoni̱.
1TH.3.1	Kui b'a̱ maha nk'ie nga najmi ta̱ kama 'yún saha̱ni̱, tu̱ xi b'a̱ ts'ín cha̱ha̱ni̱ ni xi tímat'on y'endai̱ nga ku̱i̱ntsu̱ba̱ su̱ba̱i̱ nanki Atena̱ 
1TH.3.2	ko̱ kin'ekjíi̱ nda̱ nts'eé Timoteo̱, nga kui xi ngju̱a̱i̱senu̱u. Kui xi ta̱ títs'ínxát'aha̱ Nti̱a̱ná nga tíb'éni̱jmí én nda tsuhu̱ Cristo̱. Kin'ekjíi̱ tu̱ xi tsjá nga'yúhu̱nnu̱u nga ku̱a̱si̱nko̱ho̱nu̱u ko̱ ndjá ku̱i̱nchajiun xi s'ejinná. 
1TH.3.3	Najmi mjeni̱ tsa tjín xi tjín a̱jinnu̱u kfe̱he̱ k'un tu̱ nga̱t'aha̱ ni xi tíf'ajin. Ja yo nga tjíhin nga b'a̱ ka̱mat'aán.
1TH.3.4	A̱t'aha̱ nk'ie nga tintsu̱ba̱ sai̱ a̱jinnu̱u, tsixínya títjui̱hi̱n nga sa̱kúná kju̱a̱'un, xi nkú nga ja kama ko̱ yo. 
1TH.3.5	Kui kju̱a̱ha tu̱ xí kis'enta̱hána. Kui nga kits'inkjísehe̱nu̱u Timoteo̱ tu̱ xi skuehena tsa tu̱ b'a̱ ts'ín ndjáhá s'ejin sanu̱u. Najmi mjena tsa nda̱nindoo̱ kjút'ayák'unnu̱u, tsa b'a̱ ts'ínndyja̱ha xá xi kin'ei̱ a̱jinnu̱u.
1TH.3.6	Ja kik'óya ngáha Timoteo̱ nga ngjisenu̱u. Én nda tsu j'aiko̱ni̱. B'a̱ títsu nga tu̱ nkú b'a̱há ts'ín s'ejinnu̱u Nti̱a̱ná ko̱ nga tu̱ b'a̱ ts'ín tjíhínnu̱u kju̱a̱tjo. Kitsúyani̱ nga tsjo ma tehe̱ntenu̱u nga f'áítsjennu̱u ji̱n ko̱ nga tu̱ xí mjehénu̱u cha̱ ngáha̱ni̱ xi nkú ta̱ ts'ín ji̱n 'yún mjeni̱ nga cha̱i̱hi̱ jun.
1TH.3.7	Kui kju̱a̱ha, já nts'e, a̱jihi̱n kju̱a̱nusin xi tjínni̱ ko̱ kju̱a̱'un xi tíbeni̱, tísakú nga'yúnni̱ nga tínu'yái̱ nga tu̱ nku b'a̱há ts'ín ndjá s'ejinnu̱u Nti̱a̱ná. 
1TH.3.8	Títsjá nga'yúnni̱ nga yai̱ nga ndjá tinchajiun Nda̱ Nti̱a̱ná. 
1TH.3.9	Najmi tísakújinni̱ én xi nkú ts'ín k'u̱a̱i̱hi̱ ri̱ máb'a̱chjíhi̱ Nti̱a̱ná a̱t'aha̱ ndjá tinchajihu̱un Nda̱ Nti̱a̱ná ko̱ tí'ba̱i̱ni̱ kju̱a̱tsjo nginku̱n Nti̱a̱ná. 
1TH.3.10	Ni̱stjin ni̱stje̱n 'yún ṉkjún binchii̱hi̱ Nti̱a̱ná tu̱ xi katsjántehe̱ni̱ nga cha̱se̱'a ngáhaná xinki̱á ko̱ nga n'e̱ndju̱út'ai̱ ni xi s'ejinnu̱u, tsa tu̱ aha tjín ni xi ndyjat'a sa.
1TH.3.11	Katsjáni̱yáni̱ Nti̱a̱ Na̱'miná ko̱ Nda̱ Nti̱a̱ná Jesu tu̱ xi ka̱ma kuankíhi̱nse̱ ngáha̱ ri̱. 
1TH.3.12	Ko̱ 'yún katsjá sanu̱u kju̱a̱tjo Nda̱ Nti̱a̱ná tu̱ xi b'i̱ ngján n'etjóhonu xinki̱u ko̱ xu̱ta̱ xingisoo̱ xi nkú ts'ín tjoni̱ jun. 
1TH.3.13	Katsjá nga'yúhu̱n ani̱ma̱nu̱u tu̱ xi najmi chumi ni sa̱kújihi̱nnu̱u ko̱ je s'e̱yaha̱nu̱u nginku̱n Nti̱a̱ Na̱'miná ni̱stjin nga kj'u̱a̱íko̱ Nda̱ Nti̱a̱ná Jesu ngayjee̱ xu̱ta̱ xi kikj'áts'e̱.
1TH.4.1	Nd'a̱i̱ já nts'e, ngajoho̱ Nda̱ Nti̱a̱ná Jesu tíbinchii̱hi̱ ko̱ tí'ba̱i̱ ni̱yái̱hi̱ nga n'e̱henu xi nkú ts'ín kisakúyanu̱u ko̱ xi nkú tín'o tu̱ nkú b'a̱há n'e̱ so. A̱t'aha̱ ja y'ejña chjii̱hi̱ xi nkú ts'ín tjíhin nga ku̱i̱ntsu̱bo̱o ko̱ nga k'u̱o̱ho̱o kju̱a̱tsjo Nti̱a̱ná. 
1TH.4.2	Yo kju̱a̱téxuma xi kin'ekjas'ei̱hi̱n, kui kju̱a̱téxumaha xi y'éjña Nda̱ Nti̱a̱ná Jesu.
1TH.4.3	Ni xi mjehe̱ Nti̱a̱ná, mjehe̱ nga xu̱ta̱ je ka̱mo nginku̱n. N'e̱ t'axíhu̱un yjonu̱u nga chu̱ba̱ súntuko̱nú xinki̱u. 
1TH.4.4	Nga nkúnkú xi tjín a̱jinnu̱u katumankjihi̱n xi nkú ts'ín je ko̱ kixi̱ ts'i̱ínchjén yjonintehe̱. 
1TH.4.5	Najmi tu̱ nku ni xi fásihi̱n yjonintenu̱u n'esihu̱un, xi nkú nga ts'ín xu̱ta̱ xi tjín a̱sunntee̱ xi najmi be Nti̱a̱ná.
1TH.4.6	Ndaha nku najmi tu̱ ch'a xi ku̱a̱nkikju̱a̱ha̱ nda̱ nts'e̱ ko̱ tsa k'u̱a̱na̱cha̱ha̱. Xi nkú ts'ín kik'inyai̱hi̱ ko̱ y'ejña chjii̱hi̱, Nti̱a̱ná ts'i̱ínnijéhe̱ ra̱ xu̱ta̱ xi ts'i̱ín kui nii̱. 
1TH.4.7	A̱t'aha̱ najmi j'ájinná Nti̱a̱ná tsa tu̱ xi ni xi chu̱ntí ku̱i̱ntsu̱ba̱jihinná. J'ájin níná tu̱ xi ni xi je ku̱i̱ntsu̱ba̱jihinná nginku̱n. 
1TH.4.8	Kui b'a̱ maha, xi ts'i̱ín t'axíhin kju̱a̱téxuma xu'bi̱, kui xi najmi ku̱a̱téxumaha̱ xu̱ta̱ títs'ín t'axín. Kju̱a̱téxumaha̱ ní Nti̱a̱ná xi kitsjánu̱u Espiri̱tu̱ Santo̱ títs'ín t'axín.
1TH.4.9	Nga̱t'a ts'e̱ kju̱a̱tjo xi tíjñajinná ñá xi nts'eé mahaná, najmi machjén tsa k'uet'á xu̱ju̱nnu̱u. A̱t'aha̱ Nti̱a̱ná ja tsakúyanu̱u nga b'i̱ ngján tjíhin nga n'e̱tjó xinki̱u. 
1TH.4.10	B'a̱ ts'ín kjáíhin tín'etjó ngayjee̱ já nts'eé xi tjín nga ngúsuhu̱n a̱nte Macedoni̱a̱. Tu̱nga ji̱n tíbinchii̱hi̱, já nts'e, nga 'yún ṉkjún kas'e sanu̱u kju̱a̱tjo. 
1TH.4.11	Ti̱nchísjo nga kas'enu̱u ku̱a̱jyu nga ti̱ntsu̱bo̱o, ko̱ n'o̱o ni xi ts'a̱jun, ko̱ ntso̱o n'e̱xáko̱honu. B'a̱ n'o̱ xi nkú tsixíi̱n nga n'o̱o, 
1TH.4.12	tu̱ xi nda ts'ín ku̱i̱nimahanu a̱jihi̱n xu̱ta̱ xi najmi s'ejihi̱n Nti̱a̱ná ko̱ tu̱ xi najmi chumi nihi xi ndyja̱t'aha̱nu̱u.
1TH.4.13	Jun já nts'e, mjeni̱ nga cho̱o ni xi ka̱maha̱ xu̱ta̱ xi ja k'ien, tu̱ xi najmi k'úé babaha̱ ra̱ yjonu̱u xi nkú ts'ín 'be babaha̱ xu̱ta̱ xingisoo̱, xu̱ta̱ xi najmi chumi nihi xi tíkuyáha̱. 
1TH.4.14	Xi nkú ts'ín s'ejinná nga k'ien Jesu ko̱ j'áíya ngáha̱ ra̱ ngabayoo̱, b'a̱ ta̱ ts'ín s'ejinná nga Nti̱a̱ná ts'i̱ínkj'áíyako̱ ngáha̱ ra̱ Jesu xu̱ta̱ k'ie̱n, kui xu̱ta̱ xi kis'ejihi̱n Jesu.
1TH.4.15	Éhe̱n Nda̱ Nti̱a̱ná ni xi tíbixínyai̱ nga ñá xi tintsu̱ba̱á ni̱stjin nga kj'u̱a̱í ngáha Nda̱ Nti̱a̱ná najmi ku̱i̱tjá títjuhu̱ún xu̱ta̱ xi ja k'ie̱n. 
1TH.4.16	A̱t'aha̱ nk'a ján ni̱baha Nda̱ Nti̱a̱ná. Ku̱i̱nú'yá nku nta̱ xi k'u̱éxá ngajoho̱ Nti̱a̱ná, kui xi nta̱ha̱ ntítsje k'aku̱, ko̱ kju̱a̱ne̱ tjioho̱ Nti̱a̱ná. Tjun xu̱ta̱ xi kis'ejihi̱n Cristo̱ kintehe̱ ni nga ku̱a̱yá kj'u̱a̱íyaha̱ ngabayo. 
1TH.4.17	Ko̱ a̱skahan ñá xi tintsu̱ba̱ tík'un saá kui ni̱stjiu̱n n'e̱kjínjiko̱ná xu̱ta̱ xu'bo̱ a̱jin ni̱nti̱u̱ xi má nga n'e̱kjáíhi̱ín Nda̱ Nti̱a̱ná nk'a ján. Yo̱hó ni̱ ma ku̱i̱ntsu̱ba̱ka̱ síha̱án Nda̱ Nti̱a̱ná. 
1TH.4.18	Kui én xu'bi̱ tjen nga'yúnko̱ho̱ ru̱u xinki̱u.
1TH.5.1	Jun já nts'e, nga̱t'a ts'e̱ ni̱stjin xi nibá ko̱ nkjé ku̱i̱tjusun niu̱, najmi machjéhe̱n tsa k'uet'á xu̱ju̱nnu̱u. 
1TH.5.2	A̱t'aha̱ jun ja ya sisiun ni̱stjin nga kj'u̱a̱í ngáha Nda̱ Nti̱a̱ná, kj'u̱a̱í ni̱stjin nga najmi ch'a xi tíkuyáha̱, xi nkú ts'ín f'ai nku nda̱ ndyjé nga jyuu̱n. 
1TH.5.3	Nk'ie nga: “Tjínná kju̱a̱jyu nd'a̱i̱ ko̱ ja nda n'e tintsu̱ba̱á”, ku̱i̱tsu̱ xu̱ta̱, nk'ie tje̱n'yún ni̱banehé ra̱ ni xi ts'i̱ínkjehe̱ xi nkú ts'ín nibánehe̱ chji̱nti̱ nku ta̱chju̱ún xi ja tsíhi̱n ntí. Najmi s'e̱ má ku̱a̱nka 'ma xu̱ta̱ kui ni̱stjin xu'bo̱.
1TH.5.4	Tu̱nga máha jun, já nts'e, najmi má jyuu̱n tintsu̱bo̱o, tsa tu̱ ndyjahánu̱u nga kj'u̱a̱í ni̱stjin xu'bo̱ xi nkú joyaha nku nda̱ ndyjé. 
1TH.5.5	Ngatentoo̱ tintsu̱bo̱o má ndzjee̱n ko̱ má ni̱stjiu̱n. Najmi má ni̱stje̱n ko̱ tsa má jyuu̱n ts'e̱ná. 
1TH.5.6	Kui nga najmi tu̱ sufehená xi nkúhu xu̱ta̱ xingisoo̱. Ti̱ntsu̱ba̱ tík'un nínáá ko̱ cha̱se̱éhe̱ ni xi n'e̱é.
1TH.5.7	A̱t'aha̱ xi fantufé, nga jyuu̱n fantufé, ko̱ xi ma ch'i̱, nga jyuu̱n ma ch'i̱. 
1TH.5.8	Tu̱nga ñá xi má ndzjee̱n ts'e̱ná tjíhin nga n'e̱nkjín sisihi̱ín tak'aán ko̱ k'úéndaá yjoná xi nkú joyaha já jun xi kja̱án. N'e̱ s'ejián Nti̱a̱ná, kas'ená kju̱a̱tjo, ko̱ chúyaha̱á nga k'u̱a̱nkiá. B'a̱ ts'ín chjúhu̱n ra̱á yjoná xi nkú ts'ín kuhu̱n yjoho̱ já jun xi kján.
1TH.5.9	A̱t'aha̱ najmi b'a̱ ts'ín y'énda Nti̱a̱ná tsa ñá sa̱kúná kju̱a̱kjaha̱n. Y'éjña ní nga Nda̱ Nti̱a̱ná Jesucristo̱ ts'i̱ínk'ankiná. 
1TH.5.10	Kui xi k'ienntjáíhiná tu̱ xi ku̱i̱ntsu̱ba̱ tík'unko̱honá, ndaha tsa ja tsayaá ko̱ ndaha tsa tintsu̱ba̱ tík'un saá e̱i̱ a̱sunntei̱. 
1TH.5.11	Kui b'a̱ maha, b'i̱ ngján tjen nga'yúhu̱nru̱ú xinki̱u ko̱ ti̱si̱nko̱o tu̱ xi ndjá ku̱i̱nchunjíhinnu xi s'ejinná. B'a̱ n'o̱o xi nkú nga tín'o santaha ni̱stjin nd'a̱i̱.
