GEN.1.1	Me'ttia'ye Chigaja sefacco, andeve'qque agattoen. 
PHM.1.24	Toya'caen Marcos, Aristarco, Demas, Lucas'qque tsu quema chigambian'fa. Tsendeccuja ñama fuitesundeccu tsu.
PHM.1.25	In'jan gi cuintsu Na'su Jesucristo que'ima in'jamba coiraye.
PHM.1.25	Tsangaeyi.
HEB.1.1	Tayopi Chigaja ccushaya'chone ingi tayopi'su israe'su coenzandeccunga condase'ñacca. Nane Chiga Aya'fama afasundeccuma in'jaensi tsendeccu tsu condase'fa. Cca'i Chiga Aya'fama afasundeccuma'qque ccaningae in'jaensi tsendeccu'qque tsane ti'tsse condase'fa. 
HEB.1.2	Chigaja tayopi tsendeccui'ccu condasepa ja'ñojan Tise Dutssi'yema moen cuintsu inginga condaseye. Tseyi me'ttia'ye Chigaja Dutssi'yema oshaensi tsu osha'cho andeni, sefacconi jinqque'suve agattoen. Toya'caen Chigaja pa'cco agattoen'choma Dutssi'yenga afesi tise tsu pa'ccone na'su. 
HEB.1.3	Dutssi'yeja tsa'caen an'biamba tise joccapitssia aya'fai'ccu tsu osha'choma tansintsse manda'je. Chigaja a'tatssipa joccapitssiasi tise'qque tsa'caen joccapitssia tsu. Ma'caen Chiga jincho'nijan tise'qque tsa'caeñi tsu jincho. A'i egae tsincon'chone ccushaeña'choma nanimba tsu tiseja Chiga sefacconi ansundepa Chiga tansinfanga dyaipa Chigai'ccu manda'je.
HEB.1.4	Tiseja Chigama sefacconi'su shondosundeccuma ti'tsse'tssia've dapa can'jen. Nane tise inise Chigama sefacconi'su shondosundeccu inisema ti'tsse'tssia'caen tsu tiseja tsendeccuma ti'tsse'tssia. Tiseja Chiga Dutssi'ye tsu, Chiga Quitsa tisema tsa'caen inisiansi. 
HEB.1.5	Nane Chigaja Tisema sefacconi'su shondosundeccuma qquen afambipa Dutssi'yema tsu afa:
HEB.1.5	Que qui ña Dutssi'ye.
HEB.1.5	Ja'ño gi quema atte.
HEB.1.5	Toya'caen Tisema sefacconi'su shondosundeccuma qquen afambi:
HEB.1.5	Ña gi tise yaya.
HEB.1.5	Tiseja ña Dutssi'ye tsu.
HEB.1.6	Tsa'ma Chiga Quitsaja Tise Dutssi'yeveyi va andeni moemba attepa su:
HEB.1.6	In'jan gi cuintsu poiyi'cco ñama sefacconi'su shondosundeccu tisema ñotsse afa'faye.
HEB.1.7	Chigaja Tisema sefacconi'su shondosundeccune qquen afa:
HEB.1.7	Ñama sefacconi'su shondosundeccuja fingiancan'fa tsu.
HEB.1.7	Ña manda moensi quia'me ja'fa.
HEB.1.7	Ñama fuitesundeccuja si'ngia'can'fa tsu.
HEB.1.7	Ña mandasi dyo'tsse tson'fa.
HEB.1.8	Tsa'ma Dutssi'yene tsu Chigaja qquen su:
HEB.1.8	Que qui Chiga.
HEB.1.8	Tsangae joccapitssia na'suve dapa qui manda'je.
HEB.1.8	Quini'ccopave dapa qui
HEB.1.8	ñotsse tansintsse manda'je.
HEB.1.9	Ñotssiaveyi in'jamba qui egama chi'ga.
HEB.1.9	Tsa'cansi Chiga Quitsa, que Chigaja, quema na'suve ccutsiansi qui
HEB.1.9	queja poiyi'cco nasundeccuma ti'tsse avujatssi.
HEB.1.10	Toya'caen tsu su:
HEB.1.10	Na'su, me'ttia'ye ñotsse ñoñamba qui va andeve agattoen.
HEB.1.10	Sefacconi jincho'cho'qque que tivei'ccu agattoen'cho tsu.
HEB.1.11	Ande, sefacco'qque tsu pasaya.
HEB.1.11	Tsa'ma queja tsangae qui jinchoya.
HEB.1.11	Nane ondiccu'je tssoruve daqquia'caen tsu
HEB.1.11	sefacco ande'qque pasa'faya.
HEB.1.12	A'i tssoru sarupama ompangoemba joqquitssianqquia'caen qui
HEB.1.12	que agattoen'choma pasaeña.
HEB.1.12	Ondiccu'jema cambianqquia'caen qui
HEB.1.12	tayo'suma pansaemba cuna agattoen'chove cambiaña.
HEB.1.12	Tsa'ma Queja ccaningae daya'bi.
HEB.1.12	A'ija coenza ccashe'yeve dapa pa'fa.
HEB.1.12	Tsa'ma Queja tsa'caen dambipa tsangae qui canse.
HEB.1.13	Toya'caen ni fae'ccoeyi'qque Chigaja Tisema sefacconi'su shondosundeccunga qquen afambi:
HEB.1.13	Ñai'ccu fae'ngae na'suve dapa
HEB.1.13	ña tansinfanga dyaija
HEB.1.13	ñajan quema iyiccayesundeccuma patsusi
HEB.1.13	que tsu'tte tsosiccunga ccuiqquia'caen oshambipa quema paña'faya'ngae.
HEB.1.14	Nane poiyi'cco Chigama sefacconi'su shondosundeccuja Chigama fuitesundeccu tsu. Chigaja tise'pama ttu'sepa qquendya'pama moenqquia'caen a'ima fuite'faye moen. Majan Chiga ccushaeña'chove isuya'chondeccuma fuite'faye tsu manda.
HEB.2.1	Tsa'caen Chiga Dutssi'yeja sefacconi'su shondosundeccuma ti'tsse'tssiasi gi tise inginga condase'choma ti'tsse paña'faya'cho. Ñotsse tsu paña'faya'cho, shavo ñotsse tandambisi ai jaqquia'caen injanga pañamba aqque'pasa'ne. 
HEB.2.2	Nane Chigama sefacconi'su shondosundeccu tayopi Moisésnga condase'choja ñoa'me su'cho tsu. Tsa'cansi poiyi'cco egae tsinconsundeccu, majan pañambindeqquia'qque shacapapa tsu Chiga suqquia'caen ccushambe'yi vana'jen'fa. 
HEB.2.3	Tsa'cansi ingija va ti'tssetssia ccushaeña'choma pañamba chi'ga'ta ¿ma'caen gi ccusha'faya? Ñoa'me gi ccusha'faya'bi. Tseyi Na'suja va ccushaeña'chone a'inga condasesi Tisema pañasundeccuja inginga condase'fa, ñoa'me su'chove canjaeñe. 
HEB.2.4	Tsa'caen canjaeñe, Chiga tise'pama fuitesi, sefacconi'su canjaen'choma, ccushaen'choma, agattoen'choma'qque canjaensi a'ija can'boemba in'jan'fa. Toya'caen ma'caen Chigaja in'jamba Tise Qquendya'pai'ccu Tisema in'jan'chondeccuma in'jaen. Nane ma'caen in'jaen'nijan Chiga tson'chove tson'fa tansintsse condase'chove canjaeñe.
HEB.2.5	Cuna andeve agattoña'chone gi que'inga condase'je. Tsa cuna andema mandasundeccuta Chigama sefacconi'su shondosundeccuya'bi tsu. 
HEB.2.6	Nane Chiga Tevaen'jeni qquen tsu tayopi'su David Chiganga su:
HEB.2.6	¿Jongoesu tsu va ande'su a'ija?
HEB.2.6	¿Jongoesune qui tisema injan'jen?
HEB.2.6	¿Jongoesu tsu va ande'su tsandieja?
HEB.2.6	¿Jongoesune qui tisema in'jamba coira'je?
HEB.2.7	Nane re'riccone qui
HEB.2.7	Quema sefacconi'su shondosundeccuma utu'ccoa've a'ima tson.
HEB.2.7	Tsa'ma tsa'caen tsomba qui
HEB.2.7	tisenga otifaenqquia'caen ñotsse afapa ti'tsse'tssia na'suve tson.
HEB.2.7	Toya'caen Qui tisema ccutsian
HEB.2.7	pa'tssi que agattoen'choma mandaye.
HEB.2.8	Nane tiseja osha'chone na'su tsu.
HEB.2.8	Tevaen'su suqquia'caen Chigaja a'ima tsa'caen osha'chone na'suve ccutsiamba ñoa'me pa'tssima tisenga afe na'suve dapa mandaye. Tsa'ma ja'ñomatsse tsu a'ija toya pa'cco Chiga agattoen'choma manda'je'fambi. 
HEB.2.9	Manda'je'fambi'a'qque gi in'jan'fa Jesúsma. Nane Jesúsja sefaccone jipa re'riccone Chigama sefacconi'su shondosundeccuma utu'ccoa've dapa paqque'su a'ive da. Chiga a'ima in'jamba mandasi Tiseja poi a'i egae tsincon'choma joqquitssiañe pa. Tsa'caen pasi tsu Tisenga otifaenqquia'caen ñotsse afapa joccapitssia Na'suve tson.
HEB.2.10	Nane osha'cho jinchoja Chiga Quitsa in'jamba agattoensi jincho tsu. Tiseja in'jan poiyi'cco Tise dutssiyendeccuve da'chondeccu Tise ñotssiama isu'faye. Tsa'caen in'jamba Chigaja antte Tise moen'cho Na'suja vana'jemba tsangae ñotssia Ccushaen'suve daye. 
HEB.2.11	Nane Jesúsja ingima ccushaemba ño'ame tson'su tsu. Ingija ccushapa ño'ame da'chondeccu gi. Jesucristoi'ccu gi fae yaya'su'fa. Chiga Quitsa ingi yayasi Chiga Dutssi'yeja ansangembi tsu ingima afaye: “Ña quinshingendeccu.” 
HEB.2.12	Nane cca'tti Chiga Tevaen'jenga Dutssi'yeja Chiganga qquen su:
HEB.2.12	Quene gi ña quinshingendeccunga condaya.
HEB.2.12	Poiyi'cco bo'fasi ña'qque gi Quene avujatsse settapoeña.
HEB.2.13	Toya'caen cca'ttinga tsu su:
HEB.2.13	Ñajan Chigave in'jamba gi
HEB.2.13	Tisenga tisuma antte.
HEB.2.13	Toya'caen tsu su:
HEB.2.13	¡Ñama camba Chiga ñanga afe'cho dushundeccuma'qque canjan!
HEB.2.14	Poiyi'cco ingi Tise dushundeccu gi fae naccu'fa. Papa congonqque'su'fa gi. Tsa'cansi Jesús'qque papa congonqque'su a'ive dapa pa ingima fi'tti'suma tsangae patsuye. Nane tsa fi'tti'suja cocoya na'su Satana tsu. 
HEB.2.15	Aindeccu paye dyojosi Satanajan pa'cco a'i canseite tise'pama an'biamba manda'je. Tsa'ma Jesús Satanama patsusi tiseja a'ima ti'tsse dañoñe oshambi. Tsa'cansi aindeccuja ccushapa dyombi'tsse canse'fa. 
HEB.2.16	Ñoa'me Jesúsja Chigama sefacconi'su shondo'suve dambi tsendeccuma fuiteye. Tsa'ma Abraham dutssiyendeccu'suve da a'ima fuiteye. 
HEB.2.17	Nane ingima ccushaeñe tsu Jesúsja ñoa'me a'i'ccu fae'ngatssia've da. Tsa'cambiecan'da tsu a'ima ccushaeñe oshambiye'can. Tsa'ma tsa'caen dapa tsu ñoa'me a'ima mende'yeye osha. Tsa'caen a'ima mende'yepa tise'pane tansintsse Chiganga afa'su na'su tsu. Toya'caen a'i'ccu fae'ngatssia've dapa tsu papa pa'cco Chiga a'ine in'jan'chove tson a'i egae tsincon'choma tsangae joqquitssiañe. 
HEB.2.18	Nane Jesús a'ive dasi Satanajan tisema qqueña qquen tson'ma oshambi. Jesúsja tsa'caen vana'jemba patsupa cca'i tsa'caen vanasundeccuma'qque fuiteye osha.
HEB.3.1	Tsa'cansi faenga'su Chigave in'jan'chondeccu, Chiga Quitsaja que'ima'qque Tisunga ttu'se. Tsa'caen ingima ttu'sesi gi ti'tsse Jesúsne asi'ttaemba atesu'faya'cho. Tise've in'jamba gi atesu'fa: Tiseja Chigane inginga afa'su tsu. Toya'caen Chiganga ingine afa'su tsu. 
HEB.3.2	Nane Chiga tsa'caen tisema ccutsiansi tsu Jesúsja Chiga in'janqquia'caen tson. Tayopi Chiga mandasi Moisésja Chiga aindeccunga tansintsse manda. Moisés ñotsse pañamba tsonqquia'caen tsu Jesús'qque Chigama ñotsse pañamba tson. 
HEB.3.3	Tsa'ma Jesúsja Moisésma ti'tsse'tssiasi tisene tsu bove ñotsse afa'faya'cho. 
HEB.3.4	Nane a'i tsu tsao'ña'fa. Tsa'o ñotssisi cca'indeccuja tsane ñotsse afapa tsaoña'sune bove ñotsse afa'je'fa. Tiseja na'su tsu. Tsa'cansi Jesúsja Moisésma ti'tsse'tssia tsu. Moisésja aqquia a'i tsu. Tsa'ma Jesúsja a'ive agattoen'su tsu. Toya'caen Chigaja pa'tssine Na'su tsu. 
HEB.3.5	Chiga mandasi Moisésja Chiga aindeccui'ccu can'jemba Chiga in'janqquia'caen tson. Chiga jai'ngae a'inga ñotsse condaseya'chone atesiamba canjaen. Tsa'camba tsu Moisésja ñotssia shondo'su. 
HEB.3.6	Tsa'ma Cristoja Na'su Chiga Dutssi'ye tsu. Chiga tisema na'suve tsonsi tsu poiyi'cco Chiga aindeccuma tansintsse manda. Nane ingija tise've in'jan'da tise a'i'fa gi. Tsa'camba jinge Jesús jiya'ngae dyombi'tsse ingi ccushaya'chove ron'dapa avujatsse can'jen'faye.
HEB.3.7+HEB.3.8	Tsa'cansi ñoa'me Chiga Qquendya'pa suqquia'caen tsu. Qquen tsu Chiga Tevaen'jenga su:
HEB.3.7+HEB.3.8	Tayopi'su israendeccuja ñama patsu qquen tsincomba pañañe chi'ga'fa.
HEB.3.7+HEB.3.8	Ja'ño a'ta Chiga Aya'fama paña'da que'i injama'choma tsendeqquia'caen se'pi'fajama ñoa'me pañañe.
HEB.3.7+HEB.3.8	Nane tayopi'su israendeccuja a'i menia can'jemba toequi Egiptoni shandaye in'jan'fa.
HEB.3.7+HEB.3.8	Tsa'caen in'jamba Chigama pañambipa injanga Tisema patsu qquen tsincon'fa.
HEB.3.9	Que'i tayopi'su coenzandeccuja tsa'caen a'i menia can'jemba Ñama pañambipa
HEB.3.9	injanga Ñama patsu qquen tsincon'fa.
HEB.3.9	Ñajan cuarenta canqque'fave tise'pama ñotsse tsonsi tsu atte'fa.
HEB.3.9	Atte'ma toya in'jambipa Ñama patsu qquen tsincon'fa.
HEB.3.10	Patsu qquen tsincon'fasi gi Ñajan tsendeccuma iyicca'yepa chi'gapa su:
HEB.3.10	“Poi a'ta tsu tise'pa injama'choi'ccu Ñame in'jambipa egae tsincon'fa.
HEB.3.10	Toya'caen ma'caen canseya'chone Ña condase'choma'qque atesu'fambi.”
HEB.3.11	Tsa'cansi Ñajan tise'pama iyicca'yepa quia'me su:
HEB.3.11	“Tsendeccuja Ñai'ccu ca'ni'faya'bi tsu tsangae opatsse caseye.”
HEB.3.12	Chiga tsa'caen susi, faengasundeccu, injama'tse que'i'su majandeccu tise'pa injama'cho egasi Cansia Chigama catipa in'jan'fambisa'ne. 
HEB.3.13	Tsa'ma “ja'ño a'ta” Chiga toya iyicca'yembi'te poi a'ta tisupapora candusiamba fae'ngae fuitecco'faja. Fuiteccopa egae tsincon'choma antte'faja, tisuma afopoenqquia'caen “Ñotssi tsu” qquen in'jan'fasa'ne. Nane tsa'caen in'jan'da injama'choni qquepa Chigama pañañe osha'faya'bi. 
HEB.3.14	Tsa'ma me'ttia'ye Cristone pañamba tise've in'jamba canseqquia'caen tsu ja'ño canse'faya'cho. Nane paya'ngae tise've tsa'caen in'jamba canse'faya'cho. Tsa'caen cansepa gi Chiga dutssiyendeccuve dapa Cristoi'ccu fae'ngae jincho'faya.
HEB.3.15	Qquen tsu Chiga Aya'faja su:
HEB.3.15	Tayopi'su israendeccuja Chigama patsu qquen tsincomba chi'ga'fa.
HEB.3.15	Ja'ño a'ta, Chiga Aya'fama paña'da que'i injama'choma tsendeqquia'caen se'pi'fajama ñoa'me pañañe.
HEB.3.16	Tsa'caen susi ¿majan tsu tsa'caen Chiga Aya'fama paña'ma in'jambipa Chigama patsu qquen tsincon'fa? Ju, poiyi'cco Moisés angacansi Egipto andene sombopa jacansundeccu tsu tsa'caen tsincon'fa. 
HEB.3.17	Toya'caen ¿majama tsu Chigaja cuarenta canqque'fa pa'cco iyicca'yepa ñombi'ye? Ju, poiyi'cco egae tsincomba a'i menia pa'fa'chondeccuma tsu Chigaja tsa'caen iyicca'ye. 
HEB.3.18	Toya'caen ¿majanga tsu Chigata qquenjan ñoa'me su: “Tsendeccuja ñai'ccu ca'ni'faya'bi tsangae opatsse can'jeñe”? Nane toe israendeccuyi tsu. Chigama pañañe in'jambisi Chigaja tsa'caen ca'niñe se'pi. 
HEB.3.19	Tsa'cansi gi in'jan'fa tsendeccuja Chigama pañañe chi'gapa Chigai'ccu tsangae opatsse can'jeña'chonga ca'ni'faya'bi.
HEB.4.1	Tsa'ma Chiga Tisei'ccu ca'nimba tsangae opatsse can'jeñe ñoa'me su'cho toya pasambi'te jinge dyoe'sui'ccu Tise've in'jan'faye. Injama'tse, majan que'i'su shacasi israendeccuma se'piqquia'caen Chiga que'ima'qque ca'niñe se'pisa'ne. 
HEB.4.2	Nane Jesucristone ñotsse condase'choma candusiansi ingi'qque paña'fa. Tayopi'su a'i'qque tsa'caen Chiga Aya'fama paña'ma chi'gasi tsa Aya'faja tise'pama fuitembi opatsse can'jeña'chonga ca'ni'faye. 
HEB.4.3	Tsa'ma ingija pañamba gi ca'ni'faya Chigai'ccu tsangae opatsse canseye. Nane Chigaja in'jambindeqquiane qquen su:
HEB.4.3	In'jambisi Ñajan tise'pama iyicca'yepa ñoa'me su'choi'ccu su:
HEB.4.3	“Tsendeccuja Ñai'ccu ca'ni'faya'bi tsu tsangae opatsse canseye.”
HEB.4.3	Qquen supa tsu opatsse can'jeña'chone conda. Nane me'ttia'ye andeve agattointe Chigaja tsa'caen antte cuintsu aindeccu ca'ni'faye. 
HEB.4.4	Tsane tsu cca'tti Chiga Tevaen'jenga qquen su:
HEB.4.4	Seis a'tangae Chigaja pa'tssi Tise in'jan'chove agattoen nanimba
HEB.4.4	ccaqui a'ta opatsse can'jemba dyai.
HEB.4.4	Qquen susi gi in'jan'fa Chigaja antte a'i Tisei'ccu tsangae opatsse can'jen'faye. 
HEB.4.5	Tsa'ma toya'caen tsu su:
HEB.4.5	Tsendeccuja Ñai'ccu ca'ni'faya'bi tsu
HEB.4.5	tsangae opatsse canseye.
HEB.4.6	Tsa'caen tayopi'su israendeccuja Moisési'ccu jacamba Chiga Aya'fama paña'ma chi'gapa ca'ni'fambi Chigai'ccu tsangae opatsse canseye. Tsa'ma Chiga ñoa'me su'cho toya pasambisi majan pañasundeccuja toya tsu ca'niña'cho. 
HEB.4.7	Tsa'cansi ccase tsu Chigaja ca'niña'cho a'tane condase, “Ja'ño a'ta” qquen supa. Nane omboe tsa tayopi'su Davidma in'jaensi tsu tayo conda'cho Chiga Tevaen'jeni qquen su:
HEB.4.7	Ja'ño a'ta Chiga Aya'fama paña'da
HEB.4.7	que'i injama'choma se'pi'fajama ñoa'me pañañe.
HEB.4.8	Nane Josuéja tayopi majan israendeccuma Canaán andenga ca'niansi tsendeccuja Chigai'ccu tsangae opatsse canseya'chonga ñoa'me ca'ni'fambi. Ñoa'me tseni Chigai'ccu ca'nimba tsangae opatsse can'jen'fa'choecan'da tsu Chigaja omboe ccase: “Ja'ño a'ta ca'niña'cho” qquen condambiye'can. 
HEB.4.9	Tsa'cansi ja'ño toya tsu Chigaja in'jan cuintsu Tise aindeccuja Tisei'ccu tsangae opatsse canse'faye. 
HEB.4.10	Chigaja osha'chove agattoen nanimba opatsse can'jemba dyai. Tsa'cansi ingi'qque Tisenga ca'nimba can'jemba Tisia'caen semañe antte'fa. 
HEB.4.11	Tsa'camba jinge Chiga in'janqquia'caen tson'faye Tisei'ccu tsangae opatsse canseye. Nane tayopi'su a'ija Chiga su'choma paña'ma Chiga in'jambi'choa've tson'fa. Tsa'caen tsomba Chigama cati'fa. Que'i'qque tsa'caen tson'fajama, tise'pa'caen egae tsincomba Chigama catisa'ne.
HEB.4.12	Nane Chiga Aya'faja quinsetssipa tsu osha'choma oshacho. Matichi ñoa'me tsuintssiai'ccu nama, tsu'ttama'qque doñamba attianqquia'caen tsu Chiga Aya'faja ingi injama'chonga ca'nimba ti'tsse pa'ccoma attian. Nane pa'cco ingi injama'cho in'jan'choma in'jamba tsu attian. Ñoa'me ingi injama'cho tsosipie asi'ttaen'choma'qque tsu a'tatsse attian. 
HEB.4.13	Nane Tisenga gi pa'cco ingi tson'chone tansintsse condase'faya'cho. Tiseja poiyi'cco Tise agattoensi jincho'choma atesuchopa caña'jen'nijan ¿ma'caen gi a'tu'faya? Nane Tisenejan osha'cho tsu chu'cco ccuiqquia'caen a'tatsse attian'fa.
HEB.4.14	Jesúsja Chiga Dutssi'yepa joccapitssia ingine Chigama afa'su tsu. Tiseja sefacconi ansundepa tansintsse Chiga Quitsanga ja. Tsa'cansi ingija Jesúsnga ca'ni'fa qquen su'ta jinge anttembe'yi tise've in'jamba canse'faye. 
HEB.4.15	Nane ingine Chigama afa'su tsu ingi qque'choma atesupa ingima mende'yeye osha. Tise'qque ingia'caen a'ive dapa can'jensi Satanajan tisema'qque qqueña qquen tson. Tsa'camba Jesúsja egae tsincon'choma patsu'a'qque tsu ingi qque'choma injan'jen. 
HEB.4.16	Tsa'caen Jesús ingima mende'ye'ninda jinge dyombi'tsse Chigama iñajan'faye. Nane Chigaja ingima ñotsse tsoñe in'jamba tsu ingima mende'yeya. Tsa'cansi gi Tisema dyombi'tsse iñajan'faya'cho. Nane maqui ingi vana'jen'ninda tse'faei'ccuyi tsu Tiseja ingima ñotsse tsomba fuiteya.
HEB.5.1	Nane poiyi'cco israe'su Chigama afa'su nasundeccuja aqquia a'i'fa tsu. Chiga in'jaensi Moisésja tise quindya Aarónma o'tie ttu'se Chigama afa'suve. Omboe tise dushundeccu'qque aindeccune Chigama afa'je'fa. A'i egae tsincomba Chigama ñoquiañe in'jansi tsu Chigama afa'suja a'i afe'choma oque o'raen cuintsu tsa'caen Chiganga afeye. 
HEB.5.2	Tise'qque ingia'caen a'ipa egae tsincon'choi'ccu vana'jen. Tsa'camba tiseja atesumbindeqquiama, injanga egae tsinconsundeccuma'qque iyicca'yembe'yi mende'yeye osha. 
HEB.5.3	Toya'caen tise'qque egae tsincon'chopa a'i egae tsincon'chone afe'choma fi'ttipa oque o'raen'da tsu tisu egae tsincon'chone'qque fi'ttipa oque o'raeña'cho.
HEB.5.4	Toya'caen a'ija Chigama afa'su na'suve daye in'jamba injanga tisuma na'suve ccutsiañe oshambi. Tsa'ma Chiga Quitsaja tayopi Aarónma ttu'sepa Chigama afa'su na'suve ccutsianqquia'caen tsu ja'ño'su Chigama afa'su na'suma'qque ttu'sepa ccutsian. 
HEB.5.5	Tsa'caeñi Cristo'qque tisuma joccapitssia've ccutsiambi Chigama afa'su na'suve daye. Tsa'ma Chiga Quitsa tsu tisema na'suve ccutsiamba qquen su:
HEB.5.5	Que qui ña Dutssi'ye.
HEB.5.5	Ja'ño gi quema atte.
HEB.5.6	Tsa'caen Chiga Dutssi'yesi cca'tti Chiga Tevaen'jenga tsu tisema su:
HEB.5.6	Que qui a'ine Ñama afa'suve
HEB.5.6	dapa tsangae canseya.
HEB.5.6	Aarón'cambipa qui Melquisedec'caen tsangae canseya.
HEB.5.7	Tsa'cansi Cristoja a'ive dapa va andeni can'jemba ina'jemba fundondo'e Chiga Quitsama quia'me iñajan. Nane Chiga Quitsayi tsangae paya'cho'ye tisema ccushaeñe oshasi tsu Tisema iñajan. Tsa'caen dyoe'sui'ccu Chigave in'jamba iñajansi Chigaja tisema paña. 
HEB.5.8	Nane Jesúsja Chiga Dutssi'ye'a'qque toya tsa'caen vana, pa'tssi Chiga in'jan'chove pañamba tsoña'chove atesuye. 
HEB.5.9	Nane tsa'caen pa'tssi Chiga in'jan'choma vanamba nanimba tsu tsangae ñotssia ccushaen'suve da. Poiyi'cco majan tisema paña'chondeccuma tsu ccushaeñe osha. 
HEB.5.10	Tsa'cansi tsu Chigaja su: “Jesúsja Melquisedec'caen tsangae a'ine ñama afa'suve dapa canseya.”
HEB.5.11	Jesúsja Melquisedec'can qquen supa gi osha'choma que'inga condaseye in'jan. Tsa'ma que'ija injama'choni pañañe in'jambisi aiye'pa tsu que'ima ti'tsse atesiañe. 
HEB.5.12	Que'ija ja'ño bo'tssingae Chiga Aya'fama paña'da atesiansundeccuve tsu da'faya'cho. Tsa'ma ¿ma'caen qui atesiaña? Nane toya shacasi tsu cca'indeccu que'ima atesiaña'cho. Ccase tsu Chiga Aya'fa nafattian'choi'ccu ashaemba que'ima tsa'caen nafattiaña'cho. Nane du'shuja toya aña'choma añe oshambi'ta chochoveyi tsu chochoya'cho. Que'i'qque tsa'can'fa qui. 
HEB.5.13	Du'shu toya chocho'je'cho atesumbiqquia'caen que'ija injama'choni toya chu'apa qui ñotsse canseya'chove paña'ma toya tsa'caen tson'fambi. 
HEB.5.14	Tsa'ma coenzandeccuja aña'choma añe osha'fa. Tsa'can'fa tsu Cristove in'jamba injama'choni tayo coenqquia'caen ñotsse canse'chondeccuja. Nane tsendeccuja ega've atesupa chi'gapa ñotssiama atesupa tsomba tise'pa injama'choma tsa'caen ñoña'fa.
HEB.6.1	Da'su, jinge toe ashaembani'su Cristone atesian'jen'choma ccase afambipa, ti'tsse joccaninga ja'cca'faya. Pa'cco ashaembane injienge'cho, osha'cho tsa ingima fi'ttiya'cho egae tsincon'choma catipa Chigave in'jaña'cho qui tayo in'jan'fa. 
HEB.6.2	Toya'caen Cristove in'jamba fetiyeya'cho, tivei'ccu pporaensi Chiga Quendya'pa in'jan'chone, pa'chondeccu ccase qquendyaya'cho, jain'gae Chiga injama'choma somboeña'chone qui tayo atesu'fa. 
HEB.6.3	Tsa'ma ja'ño jinge'su Chiga fuite'choi'ccu ja'ñaccaye cuna atesian'choma.
HEB.6.4	Nane a'ija Chiga Aya'fama pañamba Cristove in'jan'da Cristoi'ccu canseye atesu'fa. Ñoa'me Chiga Qquendya'pa tise'pama in'jaemba fae'ngae tise'pa injama'choni can'jen. 
HEB.6.5	Chiga Aya'fa ñotsse condase'choma pañamba “Ñotssi tsu” qquen in'jan'fa. Chiga tsangae osha'choma oshachopa jai'ngae mandaya'chove tsu atesu'fa. 
HEB.6.6	Tsa'ma tsa'caen in'jamba Jesúsma cati'ta ñoa'me tsu ccase tisu ccushaye oshambi. Poiyi'cco a'i caña'jen'fa'ni Jesúsma avuja'cconga otiqquia'caen tisema tsa'caen chi'ga'ta tisuma tsu Cristone tsangae joqquitssian.
HEB.6.7	Nane tsa'candeqquiaja a'i nasipoen'cho andecan'fa tsu. Unjin tsa andenga tui'ñaccasi sho'yopa ñotsse na'ninda tsu na'suja pi'shopa aña. Nane Chiga mende'yepa afesi tsu ñotsse naña. 
HEB.6.8	Tsa'ma tsa ande aqquia nopa'siveyi sho'yo'ninda a'ija tsa andema ti'tssecan'ñi catipa tsu ñoa'me oqueya.
HEB.6.9	Tsa'ma ñotsse in'jan'chondeccu, tsa'caen catiyeya'chone condasepa gi que'ine tsa'caen in'jambi. ¡Que'ine gi bove ñotsse in'jan! Que'ija tayo ccushapa que'i ñotsse tson'choi'ccu tsane canjaen'fa. 
HEB.6.10	Nane Chiga Quitsaja egambi tsu. Aqque'paya'bi tsu que'i Tise've in'jamba cca'ima fuite'je'choma. Que'ija tayo Tise aindeccuma in'jamba fuitepa toya qui tsa'caen tson'jen'fa. 
HEB.6.11	Toya'caen gi in'jan'fa que'i poiyi'cco tsa'caen in'jamba canjaenqquia'caen Cristo ccase jiya'chove ronda'jepa tise jiya'ngae tsa'caen avujatsse canjaen'jen'faye 
HEB.6.12	noe'sie dasa'ne. Nane Chiga ñotssiama isu'je'chondeccunga ma'de'faja. Tsendeccuja Chigave in'jamba Tise tsoñe su'choma in'jamba anttembe'yi opatsse ronda'jepa tsu Chiga ñotssiama isu'je'fa.
HEB.6.13	Tayopi Chiga Quitsaja Abrahamnga ñoa'me tsoña'chone condase. Tise su'choja ñoa'me su'cho qquen canjaeñe in'jansi faesu Tisema ti'tsse'tssia've me'i'on tsu, Tise su'choja ñoa'me su'cho qquen suye. Tsa'caen me'i'onsi Chiga Quitsaja tisuma iñajanqquia'caen qquen 
HEB.6.14	ñoa'me su: “Ñoa'me gi ñajan quema ñotsse tsoña.” Toya'caen: “Ñoa'me gi ñajan quenga dutssi'yeve afesi qui tsain'bitssia a'ive atapaya.” 
HEB.6.15	Tsama pañamba Abrahamjan in'jan. Ccashe'yeve da'a'qque toya tsu opatsse ronda'jepa Chiga suqquia'caen tise dutssi'ye Isaacve isu.
HEB.6.16	Nane a'ija tise su'cho ñoa'me su'cho tsu, qquen canjaeñe in'jamba tisema ti'tsse joccapitssia'ma iñajan'fa cuintsu tsaja “Ju, tsa'caen tsu” qquen suye. Majan ti'tsse joccapitssia tsa'caen su'nijan poiyi'cco tsu ñoa'me su'choma in'jan'fa. Tsangae tsu afacco'fa'choja pasaya. 
