MAT.1.1	Ujawawu wata situuba Yéesu 
REV.7.5	Li butoŋabu bata 
REV.7.5	li butoŋabu bata Lúben, bukan koono sínjunne kuŋen lí síl̥uba;
REV.7.5	li butoŋabu bata Gad, bukan koono sínjunne kuŋen lí síl̥uba;
REV.7.6	li butoŋabu bata Aseel, bukan koono sínjunne kuŋen lí síl̥uba;
REV.7.6	li butoŋabu bata Nefitali, bukan koono sínjunne kuŋen lí síl̥uba;
REV.7.6	li butoŋabu bata Manase, bukan koono sínjunne kuŋen lí síl̥uba;
REV.7.7	Li butoŋabu bata Simiyoŋ, bukan koono sínjunne kuŋen lí síl̥uba;
REV.7.7	li butoŋabu bata Lebi, bukan koono sínjunne kuŋen lí síl̥uba;
REV.7.7	li butoŋabu bata Isakaal, bukan koono sínjunne kuŋen lí síl̥uba;
REV.7.8	li butoŋabu bata Sabuloŋ, bukan koono sínjunne kuŋen lí síl̥uba;
REV.7.8	li butoŋabu bata Suseef, bukan koono sínjunne kuŋen li síl̥uba;
REV.7.8	li butoŋabu bata Bayiseme, bukan koono sínjunne kuŋen lí síl̥uba.
REV.7.9	Fúlum tó, li ijuke li ijuk búsuk báamak bata bukan ban an ayilaat acob. Kukankaan bukan kata sihetasu feh, kata utoŋawu feh, kata etaam yanooyan, li kata silobasu feh. Li kuyito hákil efenjeŋayi yata jáyiiyaju li hákil Agálalaanawu. Ujúfo wahiite kukaanowe, ban li kooken úkunt li kuŋeniil. 
REV.7.10	Li kulob butiya koon:
REV.7.10	«Ateemit oololaal abahumuu li efenjeŋayi yata jáyiiyaju, okila li Agálalaanawu kufakenolaalumuu!»
REV.7.12	koon:
REV.7.12	«
REV.7.12	Ateemit oololaal laate amaneni,
REV.7.12	Okila akilumuu máyiineniyamu li bújallowabu.
REV.7.12	Usalaalool ban li úbinkenaalool.
REV.7.12	Lababbaj sembaasu ban li akaan Ateemit ata sembe boot nanoonan.
REV.7.12	Aameen!»
REV.7.13	Akee li kunahaanaku kahallenumuu li agel̥l̥enom aanom:
REV.7.13	— Bukanabuku umbuku kakaanomuu újufowawu wahiitaawu buko kommuu bukay, bay kúfulumulo?
REV.7.14	Li eenool:
REV.7.14	— Awu baleyi uhaase, 
REV.7.14	Muñeˈe li aanom:
REV.7.14	— Buko kommuu bukanabuku kálaamumuu sílaamasu sáamakasu. Kufoffos újufowawu wooliil, ban li kuŋa’ húsimahu hata Agálalaanawu min kukaan wo uhiit. 
REV.7.15	Mó mújimuu, li kuyito hákil efenjeŋayi yata Ateemit min kunaak kumanenool etihunaka kuban ehuka li Eluufayi yoola. Anawu abahumuu li efenjeŋayi yata jáyiiyaju fan afooyiil. 
REV.7.16	Bucaa li bahob let bulaañen bujokiil. Banakabu let bulaañen busowiil, ésufa let elaañen eyokeniil. 
REV.7.17	Mata Agálalaanawu ammuu li tut efenjeŋayi yata jáyiiyaju, fan alako amataawu ooliil. Fan ajow li buko boot bata uhuwenawu wata malamu masenemuu buloŋ. Ban Ateemit fan átil̥ muhuuwamu mata kúkilaku kooliil.
REV.8.1	Nan Agálalaanawu áfulenumuu bálikaañabu butoken li búl̥ubutabu, li lu sub li emitayi jow yili baj húkej ewaatu. 
REV.8.2	Muñeˈe li ijuk 
REV.8.3	Amalaka akee li abil akooj 
REV.8.4	Hakoolahu hata ecuulaayayi li hata ul̥awawu wata bukanabuku kata Ateemit, li húfulumul li kaŋenaku kata amalakaawu hákil Ateemit. 
REV.8.5	Fúlum tó, amalakaawu li aŋa’ ateefaayawu dán kúsulemuu ecuulaay, min áŋalul sambunasu sata husilaahu min ameeŋen yo aban, li abeten yo li etaamayi. Nan abeten yomuu li etaamayi, li yaan baj kufalajaj, li kulim, li kawiwijen. Etaamayi li egoloo.
REV.8.7	Amalakaawu átinaalawu li al̥ok kasiinaku koola. Kuteyisa li sambun ságinnoole li húsim li siyaan sílowul li etaamayi. Bugeb bano li úhaajiyawu wata etaamayi li búsulo. Bugeb bano li úhaajiyawu wata unuunukawu li búsulo. Mahosamu feh maloŋumuu li músulo foof.
REV.8.8	Fúlum tó, amalakaawu ál̥ubutawu li al̥ok kasiinaku koola. Li kubeten li husamuwahu wah ukee wanokoole li huyuuy háamak hátife sambun. Bugeb bano li úhaajiyawu wata husamuwahu li bulaañ húsim. 
REV.8.9	Bugeb bano li úhaajiyawu wata wahawu feh wammuu li husamuwahu li buket. Bugeb bano li úhaajiyawu wata síbatowasu, li bukajen.
REV.8.10	Amalakaawu áhaajutawu li al̥ok kasiinaku koola. Ewuut yáamak yátife loon húlaañaañ hata sambun, li élowumul li emitayi. Nan éliiŋulumuu, li elo li bugeb bano li ugebawu úhaaji wata utunkawu li uhuwenawu. ( 
REV.8.11	Ewuutayi inyu kajaw yo «Busik Bátaliye».) Bano li ugebawu úhaaji wata malamu li bútali mátali, ban kameeŋe li bukanabuku kahobumuu malamu ummu li kuket mata mútalitali ŋáa’.
REV.8.12	Amalakaawu abakiilenawu li al̥ok kasiinaku koola. Bano li ugebawu úhaaji wata banakabu, li bano li úhaajiyawu wata hul̥eeñahu li bano foof li úhaajiyawu wata bawuutabu li bugoli gay bugeb bano li úhaajiyawu wata mawuŋaamu mata bo li múyaakulo. Bano li ugebawu úhaaji wata etihunakaayi li wata ehukaayi li búlimen.
REV.8.13	Muñeˈe li ijuke, li ijuk huwaalu halakowe jíyit haatiya tiya, li ijam ho li hunaak hul̥ok butiya hoon: «Iyéno, íyeno, íyeno bukanabuku kakinumuu li etaamayi, mata kumalaka kaabuku kúhaajiyaku kúji, kammuu li kumit kul̥ok usiinawu!»
REV.9.1	Muñeˈe 
REV.9.2	Ewuutayi li ébabul ekoloŋayi. Hakoo li húfulumul ló hanokoole li hakoo hata bambun báamak. Hakoolahu unhu hata ekoloŋayi li humeeŋen élusayi gay banakabu li búlimen. 
REV.9.3	Bábanguu li búfulumul li hakoolahu unhu, min buyiisoo buban etaamayi feh. Li kusen bo sembe loon sata sil̥anguu. 
REV.9.4	Li koon bábanguulabu jakum bukajen mahosamu mata etaamayi, li unuunukenawu, li banuunuk baabu, bale bukaan majakut bukanabuku kabajutumuu húlangumaasowahu hata Ateemit li síjontumasu sooliil. 
REV.9.5	Konsoon bo jakum bumuk bukanabuku umbuku, bale bukaaniil kúlaam kul̥eeñ koono hutok. Sílaamasu san bommuu li búlaameeniil fan sinokoo li sata an an el̥anguu etahe. 
REV.9.6	No unnu, bukanabuku fan kuŋes eket, bale let kuket. Fan síibiil kuket, bale eketayi fan éloyiyiil.
REV.9.7	Bábanguulabu umbu bunokoonokoo li sifilinjebe san kufaleˈe boot ejow hutiik. Li baj li kúkowaku kata bo wah ukee wanokoole li síjambi sata éwulus. Wuulawu wata bo li unokoo li wuul wata bukan. 
REV.9.8	Walawu wata bo li unokoo li wal wata anaale. Uŋíiŋawu wata bo li unokoo li wata éŋaŋ. 
REV.9.9	Li bukaano li ugiŋawu wata bo wah ukee wanokoole loon sibangal sata mañ, ban kawelaku kata ubeyawu wata bo li kunokoo loon kawel kata sifilinjebe sameeŋe sañake sisaalet sata hutiik min sitey boot hutiik. 
REV.9.10	Bábanguulabu umbu bubabbaj kuwet kabaje utah loon wata sil̥anguu. Li kuwetaku kata bo búbajummuu sembe sata kálaamen bukan kul̥eeñ koono hutok. 
REV.9.11	Ayíiyawu ata bo akila ammuu amalakaawu ata buwokaayabu básenkiyaabu. Amalakaawu ummu laaneyi li elobayi yata éebulo «Abadoŋ
REV.9.12	Sílaamasu sátinaalasu li siban. Fúlum tó, li lako sílaam sakee síl̥uba sunsu li simit sibil.
REV.9.14	Hulimahu li hoon amalakaawu atoken li anolawu aakenumuu kasiinaku: «Ukátenul kumalakaaku kubakiilaku kakokimuu tin katunkaku káamakaku kan koonemuu Ofúlat.» 
REV.9.15	Li kúkatenul kumalakaaku kubakiilaku kafaleyimuu kat to boot li ewaatuwayi inyu, li hunakahu unhu, li hul̥eeñahu unhu li kajaañaku unku, nan kommuu li kumuk bugeb bano li ugebawu úhaaji wata bukanabuku feh. 
REV.9.16	Li ijam li kulob kusollaali koono keem kulemboomuu li sifilinjebaasu: koono símiliyoŋ soono síteemeel síl̥uba. 
REV.9.17	Kahimmowaku unke lijukumuu li sifilinjebaasu li bukanabuku kalemboomuu li so. Sibangal sájunke loon sambun kookene, ban li síbuloo loon ayitik akee an koone safiil, li síniyoket loon efo’ yata éniyok yásufe. Kúkowaku kata sifilinjebaasu li kunokoo li kúkow kata síŋaŋ. Sambun li sinaak sífulumul li utumawu wata so, li hakoo, li batolok básoyiye. 
REV.9.18	Wahawu unwe úhaaji wanaake úfulumulumuu li utumawu wata sifilinjebaasu, wammuu sambunasu, hakoolahu li batolokabu básoyiyaabu, li umuk bano li ugebawu úhaaji wata bukanabuku kammuu li etaamayi. 
REV.9.19	Mata sembaasu sata sifilinjebaasu li utumawu wata so silakowe li kuwetaku kata so foof. Kuwetaku kata so kunokoonokoo li sinuukayila, ban li kubaj kúkow kan kunaake kuŋammuu min kukaan majakut bukanabuku.
REV.9.20	Bukanabuku kasaŋomuu, kaketutumuu li utekawu unwu, kubetut búsol wahawu wan buko humumiil kukaanumuu li kuŋeniil. Kukatut foof kamanen uyinumawu wajakutaawu, sibaŋootasu sata éwulusayi, li sata ehaaliisayi, li sata fálamayi, sata kugisaaku li sayijimuu li simin sata unuunuken. Li kuŋa’ so kukaan úciin, ban siyilaat sijuk, siyilaat sijam, siyilaat foof sijow. 
REV.9.21	Bukanabuku umbuku kujokut foof li ehaaseen min kukat jamuk bukan, kukatut kakaan jángafayinde, kukatut húfulo li alet alet, kukatut ékuwet.
REV.10.1	Fúlum tó, li ijuk 
REV.10.2	Alíibal ábabuli laakene li kaŋenool. Li aŋa’ kaataku koola kálilaku akak li husamuwahu, kamayaku li aŋa’ ko akak li etaamayi. 
REV.10.3	Li akaaw butiya loon éŋaŋ el̥okemuu. Nan akaawumuu butiya loon muñaˈa, kufalajaj hutok li kúl̥uba li kuwel. 
REV.10.4	Nan kufalajajaku kuwelumuu loon muñaˈa, li ilako li ikiic wahawu wan kulobumuu, bale li ijam hulim habilumulo li emitayi haanom:
REV.10.4	— Ulu li hulimahu han kufalajajaku hutok li kúl̥ubaaku kulobumuu. Jakum ukiic ho.
REV.10.5	Muñeˈe amalakaawu an ijukumuu li ayito li husamuwahu li etaamayi, li ateb kaŋenool káli ajooŋoo li emitayi, 
REV.10.6	ban li anuulum li kajaw kata Ateemit aloŋumuu boot nanoonan, áwuwenumuu emitayi li wahawu feh wáami dómuu, li etaamayi li wahawu feh wáami dómuu, li husamuwahu li wahawu feh wáami dómuu. Amalakaawu li aan: «Muñeˈe let laañen kob boot nakee. 
REV.10.7	Bale nan amalakaawu atoken li ál̥ubutawu ammuu li al̥ok kasiinaku koola, wahawu wahaasutimuu wan Ateemit alobumuu kakaan, fan ubaj loon akila humumool alob womuu kulokaabuku koola kammuu 
REV.10.8	Fúlum tó, hulimahu han ijamumuu habilummuu li emitayi, li hulaañen hoonom: «Ujow uŋa’ éliibalayi yábabulimuu yammuu li kaŋenaku kata amalakaawu ayitomuu li husamuwahu li etaamayi.» 
REV.10.9	Li ijow ikooj amalakaawu min ilobool eenool asenom áliibalawu. Li aanom: «Uŋalool ban li utokoñool. Fan ásuum li butumabu booli loon múkum, bale nan ommuu umelool fan átali li halahu hooli.» 
REV.10.10	Li iŋa’ áliibalawu li kaŋenaku kata amalakaawu, itokoñ. Nan ilakowoolumuu bútokoñabu, li ásuum li butumabu búmbaam loon múkum, bale nan imeloolumuu, li átali li halahu húmbaam. 
REV.10.11	Muñeˈe li koonom:
REV.10.11	— Loote ulaañen uyiiŋen wahawu wan Ateemit alobumuu kakaan boot li bukan, li sitaam, li silob li kúyii kameeŋe.
REV.11.1	Muñeˈe li kusenom kacaac kanokoole li hunuk boot naak kaliik, ban li koonom:
REV.11.1	— Uyito ujow uliik Eluufayi yata Ateemit li 
REV.11.2	Bale jakum uliik ekaakayi yammuu tíyaŋ Eluufayi yata Ateemit, mata ekatikat bo boot li bukanabuku kákaanumutumuu li Ateemit balewool, kammuu li kúkakul ésukayi yanabaayi kul̥eeñ koono kúyii kúl̥uba li kúl̥uba. 
REV.11.3	Fan íboñul bukan kúl̥uba káami li kúlobul li kajaw kúmbaam. Fan kukaano wañ wata ñikul, ban li kulob bukanabuku hulimahu hata Ateemit jow baj kunak koono énjunne li síteemeel síl̥uba li kúyii kúhaaji.
REV.11.4	Bukanabuku umbuku kúl̥uba kammuu li kúlobul li kajawaku kúmbaam buko kommuu unuunukenawu úl̥ubaawu wan koonemuu óliibiye, li sihiitumasu síl̥ubaasu. Buko kuyitomuu hákil 
REV.11.5	An afañumuu min akaaniil majakut, sambun fan sífulumul li utumawu wooliil min simuk kulatoolaaku kooliil. Muñowu anoowan afañe kakaaniil majakut áatimuu aket. 
REV.11.6	Bukanabuku umbuku kúl̥uba kubaje sembe sata kabab emitayi, min kúhi’ yo élaalum buko baloŋe li kulob bukanabuku hulimahu han kúyabummuu li Ateemit. Li kubaj foof sembe sata kulaañen malamu mulako húsim. Kubaje foof sembe sata kakaan adunaayi feh élaam sílaam sanoosan loon súumiilumuu.
REV.11.7	Bale nan kommuu li kuban elob bukanabuku hulimahu han Ateemit aseniilumuu, énuukuleŋayi yákoyileniyaayi yammuu li éfulumul li buwokaayabu básenkimuu fan etiikeniil. Fan eheekiil ban li emukiil. 
REV.11.8	Sihuluŋasu sooliil fan sikaani li kaayeenaku kata ésukayi yáamakayi, tan Amaaŋenawu ooliil abaaŋimuu li ekuluwa. Kajawaku kan kunaake kúsalummuu ésukayi inyu, kooneyi 
REV.11.9	Bukanabuku kata het yanooyan li kata ésukoosuk, kata elob yanooyan li kata etaam yanooyan, fan kubil kúnand sihuluŋasu sata bukanabuku umbuku kunak koono kúhaaji li húkej etihunaka, ban let kukat min sihuluŋasu sihoki. 
REV.11.10	Bukanabuku feh kakinumuu li etaamayi fan súumiil buko bajame eketayi yata bukanabuku umbuku kúl̥uba. Fan kubaj ésuumahukow, ban li kunaak kusenoo bagam, mata bukanabuku umbuku kúl̥uba kammuu 
REV.11.11	Bale, kunakaku unku kúhaaji li húkej etihunaka kúfu’ tómuu, huyih hata buloŋ habilumulo li Ateemit, li hunoken li bukanabuku umbuku kúl̥uba, ban fan kuyito. Nan kuyitomuu, ekole yáamak li ejok bukanabuku kalako tomuu bajukabu booliil. 
REV.11.12	Bukanabuku kúl̥uba li kujam hulim habaje sembe háfulumulo li emitayi li hooniil: «Jiŋitowul boot haatiya!» Li kuŋitowum li kafaal boot li emitayi hákil kulatoolaaku kooliil. 
REV.11.13	No unnu, etaamayi li egoloo ŋáa’. Bugebabu buŋenenabu bata ésukayi li buhumo, min bukan koono sínjunne hutok li síl̥uba kuket li kagoloolaku unku kata etaamayi. Bukanabuku kasaŋomuu li kúkoli ŋáa’, li kúbinken Ateemit ammuu haatiya emitayi.
REV.11.14	Búyiikabu búl̥ubutabu buwuje. Muñeˈe, búyiikabu búhaajutabu bumbu li bubaj.
REV.11.15	Fúlum tó, 
REV.11.16	Kunahaanaku áyii li kubakiilaku kahallenumuu, ban li kubah li sifenjeŋasu sooliil sata jáyiiyaju hákil Ateemit, li kuŋa’ wuuliil kuya teetaam min kumanen Ateemit 
REV.11.17	koon:
REV.11.17	«Amaaŋen Ateemit ata sembe,
REV.11.17	Awu áami tomuu,
REV.11.17	awu alakoween tomuu,
REV.11.17	jisali,
REV.11.17	mata luŋaŋŋa’ sembaasu sooli sáamakasu,
REV.11.17	min uyiten jáyiiyaju jooli.
REV.11.18	Bukanabuku kata sihetasu feh etindihuuñ ejokiil,
REV.11.18	bale muñeˈe hunakahu húliiŋulo,
REV.11.18	nan etindihuuñayi yooli yommuu li ejuki.
REV.11.18	Hunakahu hata batiibabu bata bukanabuku kaketumuu húliiŋe.
REV.11.18	Hunakahu húliiŋe nan ommuu usuuhen kulokaabuku kooli,
REV.11.18	kammuu 
REV.11.18	li bukanabuku feh kammuu kooli,
REV.11.18	katitabuku li káamakabuku,
REV.11.18	kákolimuu kajawaku kooli.
REV.11.18	Hunakahu foof húliiŋe nan ommuu uniilen,
REV.11.18	bukanabuku feh kakajenumuu etaamayi.»
REV.11.19	Muñeˈe Eluufayi yata Ateemit yammuu li emitayi li ébabulo. 
REV.12.1	Fúlum tó, búhiisenum báamak li búfulumul li emitayi. Búhiisenumabu umbu li bulako anaale aŋale banakabu min águuyoo loon kañ. Hul̥eeñahu li hulako kata láala kootaku koola, ban li aaken li húkowool éjambi yata siwuut soono kuŋen li síl̥uba. 
REV.12.2	Anaalaawu ummu ha’ laakene ban okila báliiŋene. Nan alakomuu li anoken li éluŋun, jilumaju jata kanokenaku li jíjiwool li anaak áluulen.
REV.12.3	Búhiisenum bakee li bulaañen búfulumul li emitayi. Li kaan éjunfuu yáamak yájunke, yabaje kúkow hutok li kúl̥uba li usiin woono kuŋen. Li baj éjambi li húkowoohukow. 
REV.12.4	Ejúnfuulayi li eŋa’ huwetahu hata yo min ewuuwul bano li ugebawu úhaaji wata bawuutabu bammuu li emitayi, ébetenul li etaam. Li ejow eyito tan anaalaawu ajowemuu boot kanokenaku alakomuu, bánum li eyaan ejok añiilawu oola eme’ nan ammuu abuki. 
REV.12.5	Muñeˈe anaalaawu li abuk añiil áyine, ammuu li aŋa’ hunuk hata mañ min amat bukanabuku kata sihetasu feh. Bale nan añiilawu abukimuu, li kuyaan kújowetumool boot bata Ateemit, li efenjeŋayi yoola yata jáyiiyaju. 
REV.12.6	Anaalaawu okila li atey boot bata kayiinaayaku, ban Ateemit akaanoolumuu hulako, bánum li kúkuumenool bo kunak koono énjunne li síteemeel síl̥uba li kúyii kúhaaji.
REV.12.7	Muñeˈe hutiik li hubaj li emitayi. Miseel li 
REV.12.8	Bale li kuheek éjunfuulayi, ban li kúhi’ yo élakowum li emitayi boot li kumalakaaku kata yo ló. 
REV.12.9	Li kúbetenul hújunfuulahu unhu háamakahu tíyaŋ. Yo yommuu enuukayilaayi ehaanayi yan koonemuu foof Ammalawu mantee foof 
REV.12.10	Muñeˈe li ijam li emitayi hulim li hulob butiya hoon:
REV.12.10	«Muñeˈe taŋayi yata kafakaku éliiŋe!
REV.12.10	Muñeˈe Ateemitawu oololaal láhiise sembaasu soola li jáyiiyaju joola!
REV.12.10	Muñeˈe huhaanaahu hunhu li kuŋenaku kata 
REV.12.10	Mata anawu anaake ámalumuu akaan kutuyolaal kubetenoobeten tíyaŋ emitayi,
REV.12.10	akila anaake ayitomuu hákil Ateemit oololaal min ámal akaaniil etihunaka aban ehuka.
REV.12.11	Li húsimahu hata Agálalaanawu kutuyolaal kúheekumoolumuu,
REV.12.11	li hulimahu foof hata Ateemit han kulobumuu ésukayi.
REV.12.11	Li koon éehe’ min kusen buloŋabu booliil mata min kuket.
REV.12.12	Mó mújimuu, ésuumahukow ejow elako li emitayi li bukanabuku kakin dómuu!
REV.12.12	Bale búyiik bujow bulako li etaamayi li halahu!
REV.12.12	Mata Sayitaane láwalowulo boot li bukuluul, mawuñete ŋáa’.
REV.12.12	Lahaase aan taŋayi yasaŋowoolumuu efamut.»
REV.12.13	Nan éjunfuulayi ehaasumuu yoon ébetenulibeten li etaam, li eteyoo anaalaawu abukumuu añiilawu áyinaawu. 
REV.12.14	Li kusen anaalaawu ubey úl̥uba wata huwaaluwahu háamakahu min áyit boot li hulakowahu hoola hammuu li kayiinaayaku, bájum li kúkuumenool bó simit síhaaji li húkej, min áloyi enuukayilaayi. 
REV.12.15	Muñeˈe enuukayilaayi li émasul kata búsol anaalaawu mal nokoo loon husamu, mantee li muñakool muwujetum. 
REV.12.16	Bale etaamayi li elamben anaalaawu. Li eŋaben min eme’ malamu mata husamuwahu man éjunfuulayi émasulumuu li butumabu bata yo. 
REV.12.17	Muñeˈe éjunfuulayi li el̥eet anaalaawu bil gay, li ejow etiik bubukoolumabu boola basaŋomuu. Bubukoolumabu umbu bo bommuu bukanabuku kátuulumuu siluwaasu sata Ateemit, ban li bunab li kulimaku kan Yéesu alobumuu. 
REV.12.18	Fúlum tó, éjunfuulayi li ejow elako bata katantaku kata halahu.
REV.13.1	Nan fú’ tómuu, li ijuk énuukuleŋ yákoyileniye li éfulumul li halahu. Enúukuleŋayi inyu ebaje usiin woono kuŋen li kúkow koono hutok li kúl̥uba. Li baj éjambi li kasiin kanookan. Li kukiic kajaw kata kúgel Ateemit li húkow hanoohan. 
REV.13.2	Enúukuleŋayi yákoyilenimuu yan ijukumuu enokoonokoo li esaamaay. Kootaku kata yo li kunokoo li kata húnuukuleŋ háamak hanokoole li etameel. Butumabu bata yo li bunokoo li bata éŋaŋ. Ejúnfuulayi li eŋa’ sembaasu sata yo, efenjeŋayi yata yo li kayile káamak, esen énuukuleŋayi yákoyileniyaayi. 
REV.13.3	Húkow hakee hata énuukuleŋayi yákoyileniyaayi, ujukumuu loon hucokocoko kacok kata min huket, bale kacokaku unku li kufak. Bukanabuku feh kammuu li etaamayi li kujuk li kusego ŋáa’. Li kunab li énuukuleŋayi. 
REV.13.4	Muñeˈe ésukayi feh li emanen éjunfuulayi, mata esensen kayile énuukuleŋayi. Bukanabuku feh li kunaak kumanen énuukuleŋayi koon: «Ayi anokoole li énuukuleŋayi? Ayi ayilo atiik li yo?»
REV.13.5	Li kukat énuukuleŋayi min elob kulim kata kasaloolo li kata kagel Ateemit. Li kusen yo sembe min ekaan loon muñaˈa jow baj kul̥eeñ koono kúyii kúl̥uba li kúl̥uba. 
REV.13.6	Enúukuleŋayi li elako elob kulim kajakut eya li Ateemit, ban li egel kajawaku koola éginnoo ló tan akinumuu. Li egel foof bukanabuku feh kakinumuu li emitayi. 
REV.13.7	Li kusen énuukuleŋayi kakaañen min etiik li bukanabuku kata Ateemit, ban li eheekiil. Li kukaan yo min ebaj sembe li utoŋawu feh, li bukanabuku feh, li silobasu feh li sihetasu feh. 
REV.13.8	Bukanabuku feh kammuu li etaamayi fan kumanenool. Bukanabuku umbuku buko kommuu kan ujawawu wooliil ukiicutimuu li éliibalayi yata buloŋabu yaan no li húkitumahu hata adunaayi. Elíibalayi inyu yata Agálalaanawu amukimuu.
REV.13.9	An áakimuu sijan, li ajanten jak! 
REV.13.10	An áami tómuu boot bil jajok, fan abil ajoki kul̥. An áami tómuu boot min abil amukumi li ékundu, manooman ékundu fan emukool. Wahawu unwu újimuu bukanabuku kata Ateemit koote kútuk tó lit, ban li kubaj káyinen.
REV.13.11	Fúlum tó, li ijuk énuukuleŋ yakee yákoyileniye li éfulumul li etaamayi. Li ebaj usiin woono úl̥uba wanookoole li wata húgalalaan háyine hañiilowe, ban li enaak elob loon éjunfuu. 
REV.13.12	Enúukuleŋayi inyu li eŋa’ sembaasu feh sata énuukuleŋayi étinaalayi yooken hákil yo. Li etuuŋ etaamayi li bukanabuku feh kakinumuu li yo, kumanen énuukuleŋayi étinaalayi, yafakumuu li kacokaku kata yo kaateenumuu kumuk yo. 
REV.13.13	Enúukuleŋayi inyu yál̥ubutayi li enaak ekaan 
REV.13.14	Li enaak eŋa’ búhiisenumabu bájaahaleniyaabu ban eyilimuu ekaan hákil énuukuleŋayi yátinaalayi, min éjimen bukanabuku kakinumuu li etaamayi. Li yoon bukanabuku kukaan ebaaŋoot yata énuukuleŋayi yátinaalayi, yan ékunduwayi ecokumuu ban lí yóomi li buloŋ. 
REV.13.15	Li kusen énuukuleŋayi yál̥ubutayi sembe min ekaan ebaaŋootayi yata énuukuleŋayi yátinaalayi eloŋ min enaak egoloo. Ebaaŋootayi li eyili elob, ban li eyili foof emuk bukanabuku feh kafañutumuu kumanen yo. 
REV.13.16	Enúukuleŋayi li etuuŋ bukanabuku feh, katitabuku li káamakabuku, kusaanumaku li kusukateenabuku, emiikeelayi li kaletumuu emiikeel, kukaaniil húlangumaaso li kaŋen káli mantee foof li éjontum. 
REV.13.17	Anoowan ayilaat anoom wah mantee foof li ájula wah, akila babajut húlanguumaasowahu unhu, hammuu kajawaku kata énuukuleŋayi mantee ecobayi yanaboomuu li kajawaku unku.
REV.13.18	To untu, bújallo bugel̥l̥eni tó. An atuukomuu fan ayili ahaas ecobayi inyu yata énuukuleŋayi yákoyileniyaayi yo yomuu waa, mata ecobayi inyu kajaw kata an. Ecobayi yata énuukuleŋayi inyu yo yommuu síteemeel hutok li yano li kúyii kúhaaji li hutok li yano (666).
REV.14.1	Muñeˈe li ijuke, li ijuk Agálalaanawu mayitowe li huyuuyahu han koonemuu 
REV.14.2	Li ijam hulim habilumulo li emitayi, ban li hunokoo li kácololen kata mal máamak. Li hunokoo foof loon kawel káamak kata hufalajaj. Hulimahu han ijamumuu hunokoonokoo li kawel kata sikontiñ. 
REV.14.3	Bukanabuku umbuku li kukijen kakijen kawunkul hákil efenjeŋayi yata jáyiiyaju, hákil wahawu ubakiilawu waloŋumuu li kunahaanabuku kahallenumuu. Ban anoowan ayilaat aliiken kakijenaku unku ábuti li bukanabuku sínjunne téemeel li kúyii kúl̥uba li kubakiilaku kan Ateemit áfakenumulomuu li etaamayi feh.
REV.14.4	Bukanabuku umbuku buko kuhintowutumuu li kanaale, min kulako bukan kanabe. Li kunaak kunab li Agálalaanawu tanootan tan ajowe. Li bukanabuku feh, umbuku kufakenimuu min kulako bukanabuku kútinaalabuku kan kusenumuu Ateemit li Agálalaanawu. 
REV.14.5	Kulim kata émalimiñ kúfulumuloot li utumiil. Kubajut butila banooban.
REV.14.6	Fúlum tó, li ijuk 
REV.14.7	Amalakaawu li anaak alob butiya aan: «Jíkoli Ateemit ban li jisalool, mata ewaatuwayi nan ammuu li atiib bukanabuku éliiŋe. Jimanenool. Akila áwuwenumuu emitayi li etaamayi, husamuwahu li úbulenawu wata malamu.»
REV.14.8	Nan átinaalawu alobumuu aban, amalaka akee ál̥ubut li áfulul ban li aan: «Babiloon eyiisoole, Babiloon yáamakayi eyiisoole, yo yakaanumuu bukanabuku kata sihetasu feh, kuhob bunukabu bata bucagayetabu, bakaanemuu Ateemit etindihuuñ
REV.14.9	Fúlum tó, amalaka akee áhaajut li áfulul ban li aan: «Bukanabuku kamanenumuu énuukuleŋayi yákoyileniyaayi li kambuwaku kata yo, ban li kukaaniil húlangumaasowahu hata yo li bájontum li kaŋen, 
REV.14.10	fan kuhob foof bunukabu bata etindihuuñayi yata Ateemit. Bunukabu umbu búsinfuti, ban li buyoŋeni li ejunkayi yata etindihuuñayi yáamakayi yata Ateemit. Bukanabuku umbuku kahobumuu bunukabu fan kúlaam ŋáa’ li hásufaahu hata sambunasu li hata batolokabu básoyiyaabu, hákil kumalakaaku kanabaaku li Agálalaanawu. 
REV.14.11	Hakoolahu hata sambunasu sálaameneyiilumuu fan hukoolet boot nanoonan. Bukanabuku kamanenemuu énuukuleŋayi yákoyileniyaayi li kambuwaku kata yo, li an ammuu li aŋa’ húlangumaasowahu hata kajawaku kata yo, let kubaj kayool̥o etihunaka kuban ehuka.»
REV.14.12	Wahawu unwu újimuu bukanabuku kata Ateemit, kátuulumuu siluwaasu soola ban li kúyinen li Yéesu, koote kuhanken min kúmuñ.
REV.14.13	Muñeˈe li ijam hulim habilumulo li emitayi haanom:
REV.14.13	— Ukiic kulimaku unke: «Awólo, bukanabuku kaketumuu muñeˈe buko li bulok boot li 
REV.14.14	Li ilaañen ijuke, li ijuk kafaal kahiite. Li kafaalaku unku li baj búnokoo bata an, bábah ló. Li bukaano éjambi li húkowahu hata bo, ban li bútuk li kaŋenool ékaawum yañeke. 
REV.14.15	 akee li áfulumul li eluufayi yata Ateemit, min alob butiya amalaka aahu abahumuu li kafaalaku aanool: «Uŋa’ ékaawumayi yooli min ukaaw mata taŋayi yata kakaawaku éliiŋe: emaanaayi yammuu li etaamayi yaale boot mata ecac!» 
