MAT.1.1	Jesucristowa kwal an ñamin kwal uztuza wian kit ka munara: Davidpa kwalkas Abrahampa kwalkas.
HEB.5.4	Sun Judío pariyane usmin nasachi, katsa pariya namna. Diosmin ussa akwat kit katsa pariya Aarón namtakana namnintu. An ñamin Diosne Aarónta nara, katsa pariya namna. 
HEB.5.5	Cristokas usmin katsa pariyara namna narachi. Dios ussa narawane, usne ussa katsa pariyara namninta. Suasne Diosne, paiña papihshne, sunkana kaizta:
HEB.5.5	“Nane nua ap painkulta namnintau.
HEB.5.5	Nakas up papihsh namtɨrau.”
HEB.5.6	Dioskas mamaz pɨnkɨhta ka panintɨt:
HEB.5.6	“Nune minpa payukima katsa pariyakana uznazi.
HEB.5.6	Nune pariya Melquisedec kal kirɨtkana kinazi.”
HEB.5.7	Cristo an sukin uzasmin, usne Diosta tɨnta paikwara, ussa kiwainnapa. Diosta paikumtuasmin, usne tɨnta akwat kit azta, ishitchi akwa. Cristo paiña papihshta wakpuj wainta akwa, Dios kishit aizpa kit akwa, Diosne us paikwat aizpa mɨt kit ussa irɨttas kakulninta. 
HEB.5.8	Us Dios painkul atkas, usne Dios ɨninta aizpa tɨnta tailchat kit us kaizta aizpa mɨt kit piankamta. 
HEB.5.9	An sukin uzasmin, Cristone Dios kaizta aizpa mɨt kit Dios ɨninta aizpa kapal kira. Sun akwa, usne au katsa mikwa namta, ussa mɨmturuza chiyura nuninnanapa, pailta payukima usparuza watsat mɨlnanapa. 
HEB.5.10	Sun akwa, Diosne Cristora katsa pariya namninta, pariya Melquisedec kal kitkanain kinpa.
HEB.5.11	Nane uruza akkwan pit paranashimtus, u Melquisedec katsa pariyawa piankamanapa. Suasne une Cristowa, au katsa pariyawa, piankamanazi. U Dios pit mɨashimtuchi akwa, nane uruza wat kamtanasachish. Une piankamasachi. 
HEB.5.12	U akkwan añokima Jesucristowa mɨarɨtkas, une kamtamtuz namarachi. Dios pit we piankamarɨt akwa, une an katsa kawiarachi. Une sun an ñancha pit kamtarɨt aizpa kiarawa. Une sun pit uruza kamtanarɨt aizpa mɨarawa, Cristo uruza watsat mɨlnamtu akwa. Cristora an nɨjkularawa, Dios pit an wat piankamanapa. 
HEB.5.13	Dios pit we piantuzne chiwazha kwail aizpakas wat aizpakas naasachi. Une Dios watcha pit kamtasachi, wat pianchi akwa. 
HEB.5.14	Cristora an wat piantuzne an tɨnta namat kit Diospa an piankamamtu. Diospa an piankamturuzne wat aizpa naamtu. Uspane chiwazha kwail aizpa naamtuchi.
HEB.6.1	Sun akwa an ñancha Cristowa kamtarɨt aizpa piankamarawane, aune an tɨnta namat kit Cristowa kamtarɨt aizpa an kammɨznachain. Nane uruza an ñancha kamtanarɨt aizpa mamasa kamtanashitchish. Sun payuin nane uruza u kwail minñarɨt aizpa chɨhkanapa kamtanarau, Dios kwail kimtuza ilnamtu akwa. Sun payukas nane uruza Diosta nɨjkulana kamtanarau, Cristo uruza kwailtas watsat mɨlnanapa. 
HEB.6.2	Nane uruza an kamtanamanash, awaruza kwazikasa munnanapa. Nane Cristora nɨjkulturuza kɨzpukin chihtɨkasa pana uruza an kamtanamanash, Sɨnam Izpul sappanapa. Nane irɨttuz piltas kuhsanazi uruza an kamtanamanash. Nane Dios Cristora pianchiruza pailta payurakima naizninnanazi kamtanamanash. Ñamin nane uruza sunpa kamtanarau. 
HEB.6.3	Dios aumɨza kiwainashimtu akwa, aune an tɨnta nampuspas. Chiwazha aumɨza an ñamin kamtanarɨt aizpa piankamarawane, aune katsa pariya Cristowa an kamanawas.
HEB.6.4	Mɨnpazha awa Cristowa piankamarakas, awa Cristora nɨjkultawane, Cristora we mɨmturuzne wan kamarɨt aizpa kaarɨshina, Cristowa kamtɨt aizpa kwairane. Dios kamtamtu aizpa kwairɨttuzne mamasa Cristora kaiyasachi, uspa minñamtu aizpa maizasachi akwa. Chiyuras Dios sun awaruza wat kiwainarakas, ussa kwairane, uspane Diosta kaiyasachi. Diospa Sɨnam Izpul usparuza chiwazha Diosta mɨlanamtukas, Diosta kwairane, uspane Diosta kaiyasachi, usparuza maizanapa. 
HEB.6.5	Sun Dios pit mɨraruzne Dios paiña kwaltuza wat kin namtɨt aizpa piankamamtu. Cristo kailnakima uspane Dios kwaltuza tɨnta kiwainamtu piankamara. 
HEB.6.6	Sun Diospa pianturuz an mɨashimtukine, Cristora an nɨjkulashimtukine, uspane Cristora kwait kit wan kaarɨnazi. Cristora kwaimturuzne “Jesús Dios painkulchi” kizanazi. Uspane Diosta mamasa kaiyasachi, Cristo uspa kwail kiarɨt aizpa sɨnam sanapa. Sunkana kizmuruzne Jesústa piantararuzkana mai. Cristowa kwail minñamtu akwa, uspane Cristowa kwail kizanazi, ussa ishanamtu akwa. 
HEB.6.7	Aluwa kwinta kinash. Alu kikane, alu pilta taiz kit pulishtɨm. Pilta naptu. Alu pilta naptu akwa, pippa warɨt aizpa chikkamtu. Kwiztane pippa waramikane Dios mɨlat aizpa sapnazi. Sunkana Diosne paina pit mɨraruza wat kinashimtu. 
HEB.6.8	Sun pilta pumin chiktane, sun sune kainsɨh, palichi. Kainsɨh akwa awane pu tizpiannazi. Tizpiantawane, awane pu pulchaknin kit ĩnta impaktanazi. Diosne sunkana us kaizta aizpa mɨshimtuchiruza naizninnanazi.
HEB.6.9	Ap izmuruz, mɨzhain, na uruza pashinamtu akwa. Na uruza sunkana kurunnarakas, nane u Cristora kwayarɨt kaiznamtuchish. Nane Dios uruza watsat mɨlnamtu pianish, paiña wat kal kianapa. 
HEB.6.10	Dios wat akwa, us kimtu aizpa nil i. Sun akwa Diosne u izmuruz kal kiamtu aizpa mainmanazi. U usparuza pashiamtu akwa, une mama Diosta piantuza wat kiwainashimtu. 
HEB.6.11	U Diosta piantuza kiwainamtuasmin, nane uruza paikwashimtus, sunmin kal kiamɨznapa, Cristo kailnakima. Suasne Diosne u tɨriztu aizpa uruza mɨlananazi. 
HEB.6.12	An sukin uzamtuasmin, une arakan awakanain uzman. An ñamin Diosta mɨraruz uzarasmin, uspane wenamtachin Diosta nɨjkulamɨzta, Dios usparuza kin namtɨt aizpa sappanakima.
HEB.6.13	Dios Abraham akwa chiwazha kin namtane, usne us kaizta aizpa kira. Dioskin anza katsa iztamika wachi akwa, Diosne ussa watcha parat kit 
HEB.6.14	mamasa ka kaizta: “Watcha. Nane Dios muntɨtmika ish. Katmizna nane nua kwisha wat kinash. Nane nua akkwan pashapara mɨlnapa kiwainnash,”
HEB.6.15	Abraham Diosta tɨrɨzta akwa, Diosta maintachin nɨjkulta akwa, Diosne us mɨlam namtɨt aizpa ussa mɨlara. 
HEB.6.16	Izmuruz mamazta pit parakane, izwainmumikara sayarawa, wat mɨnapa, watmin chaanpa. Maza awa “Dios ap izwainmumika i” kizkane, mamaz izmumikane “us kaizta aizpa watcha i” kizshina. 
HEB.6.17	Dios “nawa mɨmturuza ap kwal namninnanash” kizta akwa, usne usparuza paiña uzmukin mɨlana namta. Kwiztane mamasa usne an kishit aizpa kin namta, wan awa piankamanapa. Dios maiztuchi akwa, usne paiña kwaltuza kin namtɨt aizpa kinazi. 
HEB.6.18	Dios paiña kwaltuza kin namnarakas, kwiztane usne mamasa kishit aizpa tɨnta kin namta, wan awa watcha piankamanapa. Dios pa piji us kishit aizpa kin namtɨt akwa, aune Dios pɨrail apmanazi piammakpas. Katmizna aune au izmumikasha, au Diosta, ɨrɨtmakpas, us aumɨza kwira kinanapa. Usne aumɨza an tɨnta namninnanazi, Dios aumɨza mɨlana namtɨt aizpa sappanapa. 
HEB.6.19	An sukin uztuasmin, aune Diosta tɨriztumakpas, us aumɨza mɨlan namtɨt aizpa sapnakima. Aune Cristo watcha i pianmakpas, us au katsa pariyakana Dios watsal uzkin naptɨt akwa. Jesucristo akwa aune Diosta paikumtumakpas, us mɨlan namtɨt aizpa tɨrizana. 
HEB.6.20	Jesús chiyura an ñancha naptɨt akwa, usne aumɨza sua mɨlana namtu, us au katsa pariya namtɨt akwa. Sua au akwa pailta payukima Diosta paikumtu akwa, mane usne pariya Melquisedec kal kirɨtkana kimtu.
HEB.7.1	An Melquisedecne Salem pɨpulu katsa mikwa munazi. Uskas katsa Diospa pariya munazi. Abraham cinco katsa mikwaruza anupparawane, Melquisedecne ussa wanmal kit us akwa Diosta paikwara, ussa tɨnta kiwainnapa. 
HEB.7.2	Katsa mikwaruza anuppanarɨt akwa, Abrahamne uspa mɨjat aizpa ukkat kit Melquisedecta akkwan mɨlara. Chiwazha diez mɨjne, maza ukkat kit Melquisedecta mɨlara. Melquisedecpa munne “ap katsa mikwa wat kimtu” kiztu. Salem pɨpulura ɨnintɨt akwa, awane “an katsa mikwa awaruza kalpain uzninnamtu”
HEB.7.3	Mɨnminkas Melquisedecpa papihshpakas paiña akkuhshpakas pɨnkɨhta parachi. Mɨnminkas paiña kwal an ñamin uzturuza pianchi. Us kawira payukas us irɨt payukas mɨnminkas pianchi. Melquisedecne Dios Painkulkana i. Dios painkulne katsa pariya nam kit Dioskasa pailta payukima nukkultu.
HEB.7.4	Sun Melquisedec katsa mikwa azi piankamtain. Melquisedecne Abrahamkin an katsa mikwa azi. Abrahamne an ñancha Israel kwalpa papihsh azi. Katmizna cinco mikwaruza anupparawane, usne Melquisedecta chiwazha kana kirɨt aizpa mɨlara. Mɨnmika diez mɨjne, usne maza ukkat kit ussa mɨlara. 
HEB.7.5	Ñamin Moisés uztasmin, Diosne Israel awaruztas Levíwa kwalta namninnara, pariyawa kal kianapa. Moisésne Israel awaruza ɨninnara, chiwazha kana kirɨt aizpa pariyaruza mɨlananapa. Mɨnmika diez mɨjne, usne maza ukkat kit pariyaruza mɨlanarawa. Israel awaruz Abrahampa kwalpakis puzarakas, uspane pariyaruza, uspa kwaltuza, Dios ɨnintɨt aizpa mɨlanarawa. 
HEB.7.6	Melquisedec Levíwa kwalchikas, usne Abraham mɨlat aizpa sapta. Kwiztane Melquisedecne Diosta paikwara, Abrahamta, Dios kin namtɨtmikasha, wat kiwainapa. 
HEB.7.7	Melquisedecne Diosta paikwara, Abrahamta wat kiwainnapa. Katmizna aune Melquisedec Abrahamkin an tɨntamika i pianmakpas. 
HEB.7.8	An sukin uzamtuasmin, apas awaruzne pariya irɨmtuza chiwazha mɨlanamtu. Apas pariya imtukane, mamazne ussa maiz kit paiña kal kinazi. Izwainmuruzne Melquisedec mizurainkas irachi kizamtu. 
HEB.7.9	Ankas ma pitchin kaiznash. Levíne an sukin paiña paimpa sapta. Leví an kwizta kawirarakas, Abrahamne Melquisedecta paiña paimpa mɨlara, paiña pashpa Levíwa akwa. Sunkana wan Israel pariyaruzne Melquisedecta uspa paimpa mɨlaarɨt, Abraham akwa. Sun akwa Melquisedec pariyane Levíwa pariyakin an tɨnta i pianmakpas. 
HEB.7.10	Melquisedec Abrahamta wanmaltawane, Abrahamne mama pashpa mɨjchi azi. Abraham mama pashpa mɨjchikas, usne Melquisedecta paiña Israel kwal akwa, kwizta uzturuz akwa, paiña paimpa mɨlara.
HEB.7.11	Levíwa pariyaruzne Judío awaruza kurunamtu, Moisés parɨt aizpa mɨanapa. Uspane an ñancha pariya, Aarón muntɨtmika, kal kitkana, kiamɨzta. Moisés parɨt aizpa mɨarakas, sun pitne awaruza an wat namninnarachi, Dios usparuza wat kulninnanapa. Akkwan pariya Aarónta kanpaarakas, uspa us kal kitkana kal kiarakas, mamaz tuntu pariya atpa, awaruza wat namninnanapa. Sun masas pariyane pianashina, Melquisedec kal kirɨtkana kinpa. 
HEB.7.12	Katmizna Diosne mamaz tuntu pariya nara, awa sɨnam sarɨttuza sapnanapa. Diosne pariya Aarónta kanparuza kwaiyat kit wanta maizninnara. Pariya Aarónkana kal kirɨttuza pailnintawane, Dioskas Moisés Judío awaruza ɨnintɨt aizpa maizninnara. Dios Moisés ɨnintɨt aizpa kwairɨt akwa, awaruzmin mamaz tuntuwara Dios uzkin piannashina. 
HEB.7.13	Jesúsne sun masas pariya azi. Us pariya kwalkis puztachi akwa, paiña kwaltuzne mizurainkas Diospa yalta kal kiarachi. 
HEB.7.14	Wanne Cristo Judá kwalkis puzta pianmai. Moisés Israel awaruza pariya Leví kwalpa panarɨtkas, usne mizurainkas pariyaruz Judá kwalkis puznazi pɨnkɨhta parachi.
HEB.7.15	Aune Dios kishimtu aizpa an wat piankamshimtumakpas. Dios Moisés ɨnintɨt aizpa maizta akwa, uskas Levíwa pariyaruza maiznara. An masas pariyane, Cristone, Melquisedec kal kirɨtkana ara. 
HEB.7.16	Moisés Levíwa kwal pariyaruza namnashina kaiztakas, Diosne Moisés kaizta aizpa maiz kit Cristora pariya namninta, pailta payukima uztu akwa. 
HEB.7.17	Sunkana us akwa Dios pɨnkɨhta ka parɨt:
HEB.7.17	“Nune minpa payurakima pariya tuanazi.
HEB.7.17	Nune pariya Melquisedec kal kirɨtkana kinazi.”
HEB.7.18	Katmizna Diosne Moisés Judío awaruza pɨnkɨh pat ɨnintɨt aizpa kwairɨt, sun ñamin pit uspa kwail kiarɨt aizpa sɨnam sanasachi akwa, awaruza watsat mɨlnasachi akwa. 
HEB.7.19	Moisés pat ɨnintɨt aizpa awaruza wat namninnarachi akwa, Diosne masas watsal pit awaruza ɨninta, awa Jesústa tɨrizanapa, usparuza watsat mɨlnanapa. Us akwa awane Diosta kasha pianaashina.
HEB.7.20	Levíwa kwaltuzne pariya namara, Moisés sun ɨnintɨt akwa. Diosne Jesucristora au katsa pariya namninna namta, wan awa sun piankamanapa. 
HEB.7.21	Levíwa kwaltas pariyaruz kawiamtu akwa, uspane pariyaruz namamtu, pariyawa kal kianapa. Diosne wan awaruza us kaiztɨt aizpa piankamninnat kit Jesucristora au katsa pariya namninna namta. Paiña pɨnkɨhtakas Cristowa ka parɨt:
HEB.7.21	“Nane up Dios ish. Nane nua katsa pariya namnintus, ap kal pailta payukima kinpa.
HEB.7.21	Na pɨrail kaiztuchi akwa, nane nua kaiztɨt aizpa maizmanash.
HEB.7.21	Nune pailta payukima Melquisedec kal kirɨtkana kinazi.”
HEB.7.22	Dios Jesucristora sunkana narɨt akwa, aune Jesúspa pit Moisés ɨninta pitkin anza wari piankamtumakpas. 
HEB.7.23	An ñamin pariya uzmuruzne akkwan mazi. Uspane uspa pariya kal kiamɨzsachi, iarɨt akwa. Iarawane, mamaz pariyaruzne uspa kal kiara. 
HEB.7.24	Jesúsne manaz pariyaruzkana chi. Us imtuchi akwa, usne pailta payurakima nukkulnazi. Au katsa pariyane mizurainkas maizmanazi. 
HEB.7.25	Katmizna Jesúsne Diosta aashimturuza pailta payukima watsat mɨlnanamtu. Mane Jesúsne uspa pariyane, chiyura uz kit Diosta uspa akwa pailtachin paikumtu.
HEB.7.26	Aune maza pariya Jesúskanain pashiamtanash. Usne Dioskana wat i. Usne mizurainkas kwail kin mintachi. Us sɨnam awa akwa, usne apas kwail kimtuzkana uztachi. Mane usne Diospa chiyura uztu, Dios paiñawa wat mintu akwa. 
HEB.7.27	Sun Judíowa katsa pariyaruzne, an ñamin an sukin uzturuzne, payu aizpa piantarɨt aizpa Diosta mɨlanara, pariyaruzpa kwail kiarɨt akwa. Kwiztane uspane piantarɨt aizpa Diosta mɨlanara, awaruzpa kwail kiarɨt akwa. Jesús wan awa akwa maza piji irɨt akwa, usne pailta payukima au kwail kiarɨt akwa sɨnam sanashinai. 
HEB.7.28	Moisés sun pit Judío awaruza panat kit Leví kwaltuza katsa pariyaruz munnanapa ɨninnara. Sun pariyaruzne wan awakanain kwail kiara. Moisés an ñamin sun ɨnintɨt aizpa parakas, kwiztane Diosne parat kit paiña painkulta nat kit Jesústa katsa pariya namninta, au akwa pailta payukima Diosta paikwanpa.
HEB.8.1	Na sun pit uruza kainammtu aizpa mɨrain. Mamaz pitne an pitkin anza watsal wachi. Jesucristo au katsa pariya namtawane, usne chiyura, Dios uzmukin nura, Dioskasa wantuza ɨninnanapa. Suane Diosne ussa an tɨnta namninta. 
HEB.8.2	Us au katsa pariya namtɨt akwa, usne Dios uztukin paiña kal mɨj. Awane Diospa uztukin sarachi.
HEB.8.3	Moisés Judío awaruza uspa pariyaruza namninnanapa ɨninnara, chiwazha piantarɨt aizpa Diosta mɨlananapa. Uspane mɨlamkas Diosta mɨlaara. Sunkana Jesúsne, au katsa pariyane, Dios pashit aizpa kit kit au kwail akwa irɨt. 
HEB.8.4	Jesús an sukin uzaratne, usne pariya tuamanazi, apain akkwan pariya pura akwa. Apas pariyaruzne Diosta chiwazha mɨlaamtu, Moisés usparuza ɨninnarɨt akwa. 
HEB.8.5	Au sukis pariyaruz Dios yalkin kal kiamtuasmin, Dios uzmukin chiyura anza watsal i. Apas pariyaruz Dios yalkin uspa kal kiamtuasmin, uspa kalne izpulkana iztɨt, Jesús chiyura, Dios uzmukin, paiña kal kimtu akwa. Moisés an sukin Dios yal sarachasmin, Diosne sun yal miza sana ussa kamtara. Moisés Dioskasa Sinaí ɨnkalta chamtuasmin, ka kaizta: “Na nua an yal antu aizpa izti, an sukin ap yalta sanapa. Izpulkana iztɨt. An yalne Dios uzmukana iztuchi.”
HEB.8.6	Mane, Jesúsne, au katsa pariyane, an sukin pariyaruzkin anza wat kal chiyura sapta, Diosta au akwa paikwan. Au sukin pariyaruzne Moisés ñamin ɨninta aizpa kiamtu. Uspa kalne an we tɨnta i. Sun masas contrato akwa, Jesúsne awaruza Dioskasa wanmaknashina, awa Dios uzkin nappanapa. Jesúsne an wat contrato sat kit aumɨza kiwaina namta, us parat aizpa piankamnanapa, au kwail kiarɨt aizpa kihananapa.
HEB.8.7	Awa Moisés an ñamin ɨnintɨt aizpa mɨasachi akwa, Diosne masas contrato chɨhkat kit Moisés an ñamin ɨnintɨt aizpa maizninta. An ñamin contrato awaruza wat namnasachi akwa, Diosne masas contrato aumɨza chɨhkanara, awaruza wat namninnanapa. 
HEB.8.8	Diosne Israel awaruza kwail kiarɨt kaiznara, Moisés ɨnintɨt aizpa mɨashitchi akwa. Sun akwa Diosne paiña pɨnkɨhta patnin kit ka kaiznara:
HEB.8.8	“Mɨzhain. Mamaz payura nane masas contrato ɨninnanash,
HEB.8.8	an Israel awaruzkas,
HEB.8.8	wan Judá awaruzkas, ap masas ɨninta pit nɨjkulanapa,
HEB.8.8	nakasa contrato nappanapa.
HEB.8.9	Judío awaruzne an kwizta nakasa masas contrato nappanazi.
HEB.8.9	Judío awa Egipto suras puzarawane, uspa papihshtuzne nakasa nɨjkulat kit an ñancha contrato sappara.
HEB.8.9	Suasne nane papihshkanain usparuza Egipto suras mɨlnarau.
HEB.8.9	An ñancha contrato sapparakas, uspane ap contrato kwayarɨt.
HEB.8.9	Ap contrato kwayarɨt akwa,
HEB.8.9	nane usparuza mɨshimat kit kwainarɨt.
HEB.8.10	Nane mamaz payura masas contrato usparuza chɨhkananazi,
HEB.8.10	Israel awaruz masas contrato nappanapa. Diosne sun masas contratokin ka parɨt:
HEB.8.10	Nane na ɨnintɨt aizpa usparuza piankamninnanash.
HEB.8.10	Nane uspa kaijchukin ap pit nɨjkulninnanash.
HEB.8.10	Nane uspa Dioskanain tuanash, usparuza kiwainana.
HEB.8.10	Uspane ap kwalkanain puranazi.
HEB.8.11	Wan awa Diosta piankamamtu akwa, mɨnminkas paiña izmuruza Diospa kamtanamanazi.
HEB.8.11	Mɨnminkas paiña kwaltuza Diospa kamtanamanazi.
HEB.8.11	Awane mamaztuza ‘Diosta piankamtain’ kaizamanazi, wan awa nawa me piankamamtu akwa.
HEB.8.11	Katsa mikwaruzkas katsachiruzkas Diosta piankamanazi.
HEB.8.12	Na awaruza pashinamtu akwa, nane uspa kwail kiarɨt aizpa wat kulnanash.
HEB.8.12	Nane uspa kwail kiarɨt aizpa sɨnam sananash. Uspa kwail kiamtu aizpa pailta payurakima mainnanash.”
HEB.8.13	Dios masas contrato chɨhkarawawne, usne an ñancha contrato kiakpɨnta, wat chi akwa. Sun contrato wat chi akwa, tailchamai. Pailnapain azi.
HEB.9.1	Diosne an ñancha contrato Israel awaruza chɨhkanat kit au sukin Dios yal sanapa ɨninnara. Usne usparuza akkwan ɨninmu chɨhkanat kit Diosta pashianapa kamtanara, Diosta wakpuj wainñanapa. 
HEB.9.2	An sukin Dios yalne pakwa mɨjazi. An ñancha putnakin uru ɨlampara paizkakin kunarɨt. Mamin maza misharɨ ayukta uzta. Pariyaruzne pan sun misharɨra Diosta taarɨt. Awane an ñancha putnakin sɨnam putnakin muntɨt. 
HEB.9.3	Dios yalkin, paizkakin, pĩn kantɨtkasa nailtɨt. Ayukta putnakin anza sɨnam putnakin muntɨt. 
HEB.9.4	Pĩn kantɨtkin misharɨ uzta, incienso impaktana. Sun misharɨ tɨkasa sara. Sun misharɨ urukasa pianamal appaltɨt. Pĩn kantɨt naptawane, mamaz katsa kaja unara. Sun katsa kaja urukasa pianmal appaltɨt. Sun kaja ayukta maza uru ulmune wa. “Maná” muntɨt panne uru ulmura wintɨt. Sun kaja ayukta Aarónpa chiktɨt tɨwilkas warɨt. Sun kaja ayukta paas alpara uktakas wintɨt. Diosne diez ɨninmu an paas alpara ukta para.
HEB.9.5	Ɨsal kajara paas uru ángeltuza unarɨt. Uspane Dios iztakin kunat kit uspa itsɨh ɨsal kajara appalmura asuztu. Diosne sun kaja appalmukin awa kwail kiarɨt aizpa sɨnam kwizninnamtu. Mane nane uruza sunpa an kwinta kisachish.
HEB.9.6	Dios yal kapal sarawane, pariyaruzne an ñancha putnakin nappamɨz kit puzamɨzta, pariyawa kal kianapa. 
HEB.9.7	Katsa pariyain anza sɨnam putnakin maza pijin año aizpa naptu, Dios iztakin tuanpa. Anza sɨnam putnakin kwizta naptuasmin, katsa pariyane ainki wakarawa aimpi ayukta mɨlta, kaja appalmukin parannapa. Usne sun aimpi ayukta mɨlta, Dios paiña kwail kirɨt aizpa kwizninnapa. Sua tuasmin, katsa pariyane an aimpi mɨlta, Dios anpa awa kwail kiarɨt aizpa kwizninnanapa. 
HEB.9.8	Pariyaruz payu aizpa an sukin Dios yal uspa kal kiana nappamtuasmin, Sɨnam Izpulne awa Dios iztakin chiyura nappasachi aumɨza kamtanamtu. An ñancha Dios yal an sukin nukkultuasmin, pariyaruz paiña kal kiarasmin, mɨnminkas chiyura Dios tukin naptachi, Dioskasa kwinta kin. 
HEB.9.9	Awa chiwazha piantarɨt aizpa an ñancha Dios yalta mɨlarakas, sun kalparuzne awaruzpa kwail kiarɨt aizpa kwizninnasachi. Mane uruza kamtananash, Dios wan chiwal maizshimtu akwa, awa Dioskasa kalpain puranapa, Dios uspa kwail kiarɨt wat kulnanapa. 
HEB.9.10	Dios an ñancha contrato Judío awaruza chɨhkanarawane, usne akkwan tuntu ɨnimmu usparuza ɨninnara. Usne chiwazha kwanpa kamtanara. Usne usparuza kwazikasa kitnapa kamtanara, Dios yalta napparachasmin, us iztakin wakpuj wainñarachasmin. Judío awaruzne wan ɨninmu mɨarawa, Jesús au katsa pariya narakima, Dios wanta masas maiznakima.
HEB.9.11	Cristo au sukin atpane, usne au katsa pariya nam kit chiyura napta, aumɨza wat kiwainanapa. Usne Dios iztakin napta, sua paiña wat kal au akwa kinpa. Awa Dios uzmu chiyura sarachi akwa, Diospa uzmune apas Dios yalkin anza watsal i. 
HEB.9.12	Cristo Dios anza sɨnam uzmukin naptawane, usne chivowa aimpikas ternerowa aimpikas chiyura mɨltachi. Apas pariyaruzne pailta payukima sunkana kiara. Cristo au akwa irɨt akwa, usne, au katsa pariyane, Dios sɨnam uzmukin napta, awa kwail kiarɨt aizpa kwizninnanapa. Usne Dios anza sɨnam uzmukin maza piji napta, au kwail kiarɨt aizpa sɨnam sananapa, aumɨza pailta payukima watsat mɨlnanapa. 
HEB.9.13	Apas pariyaruzne chivowa aimpikas torowa aimpikas impa kirɨttuza parannara, uspa ña pianamal mamasa sɨnam sanapa, mamaztuzkasa tuanpa. Ternera impaktawane, uspane ternerawa imjal kwazikasa nat kit impa kirɨttuza parannara, uspa ña pianamal mamasa sɨnam sanapa, mamaztuzkasa tuanpa. 
HEB.9.14	Cristowa aimpine ternerowa aimpikinkas anza wari, Cristowa aimpi au ayukta kwail kiarɨt aizpa sɨnam sanamtu akwa. Paiña Izpulne, Cristokasa pailta payu uztumikane, Cristora kiwainta, au akwa inapa. Cristo ussain Diosta chɨhkarawane, usne au akwa piantarɨtmika namtɨt. Us chinkas kwail kirɨtkas, usne au akwa irɨt, paiña aimpi au kwail minñarɨt aizpa kwizninnanapa. Us au akwa irɨt akwa, usne au chiwazha kwail kiarɨt aizpa sɨnam sanarɨt, au Dios chiyura uztumikakasa tuanpa.
HEB.9.15	Katmizna, Cristone masas contrato awaruza chɨhkanarɨt, awaruz Dioskasa wanmakkanapa. Diosne awaruza akwanamtu, Dios mɨlan namtɨt aizpa sappanapa, pailta payukima chiyura uskasa uzanapa. Cristo Judío awaruz akwa, an ñancha contrato saptaruz akwa, irɨt, uspa kwail kiarɨt aizpa sɨnam sananapa, Dios usparuza chiyura pailta payukima uskasa uzninnanapa. 
HEB.9.16	Awa irachasmin, mɨnpazha awane pɨnkɨhta pam kit us mɨj aizpa mamazta mɨlan namtu, irɨka. Awa sun mɨlan namtɨtmika irɨt piankamtawane, pa kimmikane ussa mɨlan namtɨt aizpa sapshina. 
HEB.9.17	Sun pɨnkɨhta us mɨj aizpa pamtumika uztuasmin, mamazne ussa mɨlam namtɨt aizpa sapsachi, namtɨtmika mama uztu akwa. Namtɨtmika irawane, saptumikane ussa mɨlan namtɨt aizpa pa kishina. 
HEB.9.18	Dios paiña kwaltuza an ñancha contrato chɨhkarawane, pariyane torora piantat kit torowa aimpi parantawa, awa sun contrato sappanapa. 
HEB.9.19	Moisés wan Dios ɨnintɨt aizpa wan Judío awaruza kainanarawane, usne kwanam pɨriku ash tɨt kit hisopo tɨra ipta. Suasne usne ternerowa aimpikas cabrawa aimpikas kwazikasa narɨt. Usne hisopo tɨ kwazikas aimpikas ulmukin pain kit Dios contratora, Dios ɨnintɨt aizpa pɨnkɨhta ɨsalta tɨlpalta. Kwizta us wan Judío awaruza tɨtpalnarawane, 
HEB.9.20	usne usparuza ka kaiznara: “Diosne ukasa an contrato chɨhkanara, us uruza ɨnintɨt aizpa sappanapa. Sun contratora aimpikasa tɨlpalta akwa, Diosne uruza contrato pɨnkɨhta parɨt aizpa kin namtɨt,”
HEB.9.21	Dios yal sarawane, sunkana Moisésne Dios yaltakas wan ayukta pura aizpakas aimpikasa tɨlpalnapa ɨninta, chiwazha impa aizpa sɨnam sanapa, awa Dioskasa wanmakkanapa. 
HEB.9.22	Moisésne wanpazhara aimpikasa tɨlpalnapa ɨninta, chiwazha impa aizpa sɨnam sanapa, Dioskasa wanmakkanapa. Aimpi akwa tɨlpalnamtukine, Diosne mizurainkas awawa kwail kiarɨt aizpa kaninnasachi.
HEB.9.23	An sukin uzasmin, Dios iztakin pianchasmin, awane chiwazha piantarawa, wan impa aizpa sɨnam sanapa, Dioskasa wanmakkanapa. Pariyaruzne Dios yalkin pura aizpa aimpikasa sɨnam sanarɨt. Chiyura pura aizpa an sura pura aizpakinkas anza wari. Katmizna Diosne chiyura pura aizpa aimpikasakas sɨnam sanarawa. Cristo au akwa irɨt akwa, paiña aimpine ternerowa aimpikinkas anza wari, paiña aimpi aumɨza sɨnam sanarɨt akwa, awa Dios iztakin aanapa. 
HEB.9.24	Cristone, au katsa pariyane, apain Dios yalta, awa sarɨt yalta, naptachi. Cristone chiyura Dios iztukin napta, au akwa paikwanpa, aumɨza kiwainanapa, au Dios iztakin puranpa. 
