MAT.1.1	Yiesu 
TIT.3.15	Bin nbɑ be n buol ni nɑ kul ɑ fuont’ɑ. A fuont bin nbɑ tien Klistu yɑdɑ k luon’t b yɑdɑ pɑɑk nɑ.
TIT.3.15	Yennu ninkpɑbɑɔnŋ ii be nɑn i kul ɑ.
PHM.1.1	Min Pɔul wun nbɑ be dɑnsɑlk Yiesu 
PHM.1.2	nɑn Yiesu mɔtɑɑɔk niib nbɑ lɑki lieb ɑ ŋɑɑk ni nɑ; k biɑ tien t niipuo Apiɑ
PHM.1.3	T Bɑɑ Yennu nɑn Yonmdɑɑnɔ Yiesu Klistu n yɑt yetŋɑnm i pɑɑk k biɑ tul’i mɑnu.
PHM.1.4	N nɑɑ bik, yuo kul, n Yenmiɑlu kul ni n tiɑn ɑ po k tien Yennu niipuouk, 
PHM.1.5	k mɑɑn n ponŋ gbiɑ fɑɑ tien Yonmdɑɑnɔ Yiesu yɑdɑ k luon u yɑb kul biɑnŋ nbɑ. 
PHM.1.6	N mei Yennu ɑ tinm nɑn fin nbɑ tɑɑn k tien Klistu yɑdɑ nɑ pɑɑk sɑɑ te k tin bɑnn fɑnu piisn nbɑ k t mɔk tɑɑ tɑɑ Klistu po nɑ pɑɑk. 
PHM.1.7	N nɑɑ bik, ɑ lonm mɑnŋ tul’n pɑlpienn nɑn pɑlcienn k ŋɑnm cie n pɑl bonciɑnn, k mɑɑn ɑ cie Yennu niib kul pɑlɑ.
PHM.1.8	L pɑɑk, Klistu pɑɑk n bo kii mɔk jɑŋmɑɑni nɑn mɑn yet’ɑ fɑɑ sɑɑ tun lin nbɑ tuok, 
PHM.1.9	ŋɑɑn lonm pɑɑk k n bɑln’mɑ, min Pɔul nbɑ tie sɑɑkuɑ k biɑ be dɑnsɑlk ni mɔtɑɑnɑ Yiesu Klistu pɑɑk nɑ, 
PHM.1.10	n bɑln’mɑ k jiin Onesiinm po. U ji kpɑnt k tie n bik Klistu ni tɑɑ be dɑnsɑlk ni nɑ. 
PHM.1.11	Sinsinn nɑ, u dɑɑn tuu k mɔk nyuɑt k tul’ɑ ni, ŋɑɑn mɔtɑɑnɑ u ji mɔk nyuɑt bonciɑnn k tien min nɑn fin kul ɑ.
PHM.1.12	Mɔtɑɑnɑ, n tuun’ɔ ɑ wun ŋmɑt ɑ buol ni; k n pɑl lonm kul ɑ be u ni. 
PHM.1.13	N bo sii luon k mii diɑ’u n buol ni nnɑ nɑ k wuu tuun ɑ sienu ni kii sonmt’n mɑɑ be dɑnsɑlk ni Klistu lɑbɑmɑnn pɑɑk nɑ. 
PHM.1.14	Ŋɑɑn n dɑɑn k luon k n tun siɑl k ɑ k tɑɑ n po. N k luon k n mɑb’ɑ kɑɑ, ŋɑɑn n luon k lin nbɑ kul k ɑ sɑɑ tun n nyi ɑ mɔnŋ lonm ni e.
PHM.1.15	Pɑsiɑl, Onesiinm siet ɑ buol yuo wɑɑnm-nnɑ e, ŋɑɑn ɑ sɑɑ lɑ’u k wuu be ɑ buol yuo kul. 
PHM.1.16	K mɑɑn mɔtɑɑnɑ u ji k tie dɑɑbl kɑɑ, ŋɑɑn u gɑl dɑɑbl ɑ, u tie t nɑɑ bilonkɑk e. N luon’ɔ bonciɑnn, ŋɑɑn ɑ sii luon’ɔ k gɑl nnɑ, k mɑɑn u tie nisɑɑlk e k biɑ tie Klistuyuɑ. 
PHM.1.17	L pɑɑk, l i tie k ɑ duki ɑ n tie ɑ yuɑk i e, fɑn gɑɑl’ɔ nɑn fɑɑ bo sɑɑ gɑɑl’n biɑnŋ nbɑ nɑ. 
PHM.1.18	L i tie k u biil ɑ siɑl ɑmi u diɑ ɑ pɑnsiɑl i e, fɑn te k mɑn pɑ l pɑnn. 
PHM.1.19	Nɑnn nɑ, n dɑ nɑn n mɔnŋ mɔnŋ nuu e; min Pɔul sɑɑ pɑ’ɑ. Ŋɑɑn min kɑɑ sɑɑ yet’ɑ, ɑ mɔnŋ mi nɑn ɑ diɑ n pɑnn ɑ mɑnfuol pɑɑk. 
PHM.1.20	L pɑɑk, n ninjɑ, tun nnɑ Yonmdɑɑnɔ pɑɑk, k duɑn n pɑl, k mɑɑn t set tie wei-nɑn-lieb e Klistu ni.
PHM.1.21	Mɑɑ dɑ kɑdɑɑɔk mɑnŋ k tien’ɑ nɑ, n k mɔk bilsuk nɑn ɑ sɑɑ sɑk tun k lin gɑl mɑɑ bɑln’mɑ lin nbɑ nɑ kul nɑ. 
PHM.1.22	A biɑ sɑɑ tien dieok siil k guun’n, k mɑɑn i Yenmiɑlu pɑɑk, n mɔk dindɑnn nɑn Yennu sɑɑ te k n bɑɑl fuont’i.
PHM.1.23	Epɑɑflɑɑs wun nbɑ k min nɑn ŋuɑ be dɑnsɑlk Yiesu Klistu pɑɑk nɑ tien’ɑ u fuonti, 
PHM.1.24	k n tuontunlieb, Mɑɑlk, nɑn Aliistɑɑlk, nɑn Demɑɑs, nɑn Luk, mun biɑ tien’ɑ b fuonti.
PHM.1.25	Yonmdɑɑnɔ Yiesu Klistu n yɑt yetŋɑnm i pɑɑk.
HEB.1.1	Siɑn-yuo, Yennu din jii sɔni bonciɑnn k te k sɔkniinbɑ pɑk tul t yejɑnm k l tien tɑɑl munŋɑ wɑɑ, 
HEB.1.2	ŋɑɑn mɔtɑɑnɑ u jii mɑɑn k tul u Bijɑ e k u pɑk nɑn tinm. Yennu din lukt’ɔ ɑ wuu yen bonsiɑl kul k biɑ din te k u nɑn 
HEB.1.3	Bijɑ mɑnŋ ni e k t lɑ yentsɑɑkɑl nbɑ nyii Yennu 
HEB.1.4	Bijɑ mɑnŋ nbɑ din cie mɑlɑkɑɑnbɑ nɑ, Yennu din pul’ɔ sɑnn nbɑ gbenŋ bonciɑnn k cie b yɑl. 
HEB.1.5	Setk nɑn mɔni Yennu k mi yet mɑlɑksuɑ ɑ:
HEB.1.5	«Fin e tie n Bijɑ,
HEB.1.5	k lɑɑ nyii dinnɑ min e tie ɑ Bɑɑ.»
HEB.1.5	Yennu biɑ k mi yet mɑlɑksuɑ po ɑ:
HEB.1.5	«N tɑn sii tie ɑ Bɑɑ,
HEB.1.5	k ɑ mun tie n Bijɑ.»
HEB.1.6	K Yennu nbɑ din tɑn yɑɑ wun tun u Bijɑkpel
HEB.1.6	«L kpɑɑ tɑlɑs k Yennu mɑlɑkɑɑnbɑ kul ɑ n jiɑnt’ɔ.»
HEB.1.7	Mɑlɑkɑɑnbɑ po, Yennu din yet ɑ:
HEB.1.7	«U te k u mɑlɑkɑɑnbɑ tie wounŋ,
HEB.1.7	k biɑ te k u tuontunnɑ tie mupienu.»
HEB.1.8	Ŋɑɑn l yet u Bijɑ nɑ po ŋɑnin ɑ:
HEB.1.8	«Yennu, ɑ nɑɑn nɑ sii be nɑn yuo nbɑ kɑɑ gbennu.
HEB.1.8	K ɑ nɑɑn dɑnml nɑ tie bɑlmɔni dɑnml e.
HEB.1.9	A luon lin nbɑ tuok, ŋɑɑn nɑn biit,
HEB.1.9	l pɑɑk te k Yennu, wunbɑ tie ɑ Yennu, nɑ lukt’ɑ,
HEB.1.9	k muɑn pɑlpienn kpɑn ɑ yul pɑɑk,
HEB.1.9	k nyik ɑ tɔk-nɑn-lieb ŋɑɑn lukt’ɑ.»
HEB.1.10	U biɑ yet ɑ:
HEB.1.10	«N Yonmdɑɑnɔ, fin e din nɑn tingbounŋ nɑ pinpiik ni wɑɑ,
HEB.1.10	k nɑn sɑnpɑɑk nɑn ɑ mɔnŋ nii.
HEB.1.11	Lin nbɑ nɑ kul tɑn sɑɑ gɑl ɑ, ŋɑɑn fin lek sii tun be e.
HEB.1.11	Sɑnpɑɑk nɑn tinŋ tɑn sɑɑ kpet e k cɑt cɑt nɑn cincenn nɑ.
HEB.1.12	A tɑn sɑɑ pɔbn’m nɑn bɑɑɔnŋ nɑ e,
HEB.1.12	k b tɑn sɑɑ lebt nɑɑn nɑn tiɑt nɑ.
HEB.1.12	Ŋɑɑn fin ŋɑnin kpɑn sii tun tie yonm e
HEB.1.12	k ɑ mɑnfuol nɑ kɑɑ juontu.»
HEB.1.13	Tɔn, Yennu dɑɑ k mi yet mɑlɑksuɑ ɑ:
HEB.1.13	«Kɑln n niidiitu po nnɑ nɑ mɔkmɔk
HEB.1.13	k mɑn tɑn jii ɑ dɑtɑi nɑ k tien’m ɑ tɑɑkpɑktɑ.»
HEB.1.14	L pɑɑk, mɑlɑkɑɑnbɑ tie bee? B kul tie sei nbɑ jiɑntl Yennu e, k ŋuɑ Yennu tuun’m ɑ bii sonmt niib nbɑ sɑɑ lɑ fielu nɑ.
HEB.2.1	L pɑɑk, l kpɑɑ tɑlɑs e k tin gbiint bɑlmɔni nbɑ k t din gbɑt nɑ fɑnu k tɑn dɑɑ buol. 
HEB.2.2	Lɑbɑɑl nbɑ k mɑlɑkɑɑnbɑ din muɑnt k tul t yejɑnm nɑ din tie bɑlmɔni e, k wun nbɑ din tuu k sɑk k wei’l din tuu lɑ tubdɑtu nbɑ jɑnŋ’ɔ e. 
HEB.2.3	L pɑɑk, t i kii sɑk k gbiint fieljɑɑnn mɑnŋ lɑbɑɑl fɑnu, t sɑɑ tien nlee k nyi tubdɑtu ni? Yonmdɑɑnɔ tiɑɔnŋ o din dɔnŋ muɑnt fielu mɑnŋ lɑbɑɑl nɑ po, k bin nbɑ din gbɑt nɑ din wɑnn’t ɑ l set tie bɑlmɔni e. 
HEB.2.4	Yennu tiɑɔnŋ din wɑnn nɑn mɑɑn mɑnŋ tie bɑlmɔni e, k din tuun bɑktnɔunŋ nɑn yɑɑl-lituk tuonɑ, k biɑ tien’m Foŋɑnm piini nɑn wɑɑ luon biɑnŋ nbɑ nɑ.
HEB.2.6	L diɑn siɑl po Yennu lolkpel kɑdɑɑɔk ni ɑ:
HEB.2.6	«Yennu, nisɑɑlk tie bee k ɑ duki u po,
HEB.2.6	k nilɔ bik tie bee k ɑ bɑkɑ be u ni?
HEB.2.7	A din sikn’ɔ yuo wɑɑnm-nnɑ mɑlɑkɑɑnbɑ buol,
HEB.2.7	k biɑ te k u lɑ dontl nɑn pɑku,
HEB.2.8	k ɑ te k u mɔk yiikuo bonsiɑl kul pɑɑk.»
HEB.2.8	L i tie k b yet ɑ Yennu tul nilɔ yiikuo «bonsiɑl kul pɑɑk,» l wɑnt nɑn u set mɔk yiikuo bonsiɑl kul pɑɑk k siɑl k tenn. Ŋɑɑn mɔtɑɑnɑ t dɑɑ k lɑ nɑn u mɔk yiikuo bonsiɑl kul pɑɑk. 
HEB.2.9	Ŋɑɑn t lɑ nɑn Yennu din sikn Yiesu yuo wɑɑnm-nnɑ mɑlɑkɑɑnbɑ buol, ɑ k Yennu ninkpɑbɑɔnŋ pɑɑk, wun kpo niib kul pɑɑk, k mɔtɑɑnɑ k t lɑ k u mɔk 
HEB.2.10	K mɑɑn Yennu nbɑ din nɑn bonsiɑl kul k biɑ diɑ l kul nɑ, wɑɑ jii u wɑɑs bonciɑnn k kuɑn’m u nɑɑn ni nɑ, l din tokn u buol ni, ɑ wun te k b fielu dɑɑnɔ Yiesu n tien b Fietuɑ nɑn bɑlmɔni u fɑlɑ dinu ni.
HEB.2.11	Yiesu, wun nbɑ wu nisɑɑli biit nɑ, nɑn bin nbɑ kul k u wuul b biit nɑ tɑɑ Bɑɑ e. L pɑɑk e k Yiesu k tiin fei nɑn wun yiin’m u nɑɑ wɑɑs. 
HEB.2.12	U yet Yennu ɑ:
HEB.2.12	«N tɑn sɑɑ muɑnt ɑ sɑnn n nɑɑ wɑɑs buol ni;
HEB.2.12	n tɑn sɑɑ pɑk’ɑ ɑ niib tintɑɑnu ni.»
HEB.2.13	U biɑ yet ɑ: «N tɑn sii duu Yennu pɑɑk,» k biɑ yet ɑ: «Min nɑn wɑɑs nbɑ k Yennu din tul’n nɑ e be nɑ.»
HEB.2.14	Tɔn, wɑɑs mɑnŋ nbɑ tie nisɑɑli nɑ pɑɑk, Yiesu mun din tie nisɑɑlk e nɑn ŋɑnm nɑ, ɑ u kuun ni wun tɑn biil 
HEB.2.15	k biɑ fɑt bin nbɑ be dɑɑbs ni b mɑnfuol kul ni, bɑɑ tiin kuun jɑŋmɑɑni nɑ pɑɑk nɑ. 
HEB.2.16	Bɑlmɔni e, l k tie mɑlɑkɑɑnbɑ kɑɑ k u sonmt, ŋɑɑn Ablɑɑhɑɑnm yɑɑbuonɑ e k u sonmt. 
HEB.2.17	Ŋɑnn e l din kpɑɑ tɑlɑs nɑn wuu tie wɑɑs mɑnŋ ninnɑɔnŋ dede, k fit tien b 
HEB.2.18	K mɔtɑɑnɑ, u sɑɑ fit k sonm bin nbɑ lɑ jinjɑnmi, k mɑɑn u tiɑɔnŋ din lɑ jinjɑnmi k biɑ dii fɑlɑ wɑɑ.
HEB.3.1	N nɑɑ wɑɑs nbɑ tie Yennu yɑb k biɑ be bin nbɑ k Yennu lukt’b nɑ ni, ii goli mɑn Yiesu, wun nbɑ k Yennu din tun’ɔ ɑ wun tɑn tien 
HEB.3.2	Muois nbɑ din tie kɑn ŋmɑt puol, k tul Yennu ŋɑɑtieb biɑnŋ nbɑ nɑ, nnɑ e mun k Yiesu din tie kɑn ŋmɑt puol k tul Yennu nbɑ din lukt’ɔ nɑ. 
HEB.3.3	Setk nɑn mɔni, Yiesu jɑnŋ nɑn 
HEB.3.4	Ŋɑɑk i tɑnŋ i sie, suɑ e senn’l, k Yennu e mɑɑ bonsiɑl kul. 
HEB.3.5	Muois din tie tuontunnɔ nbɑ kɑn ŋmɑt puol e Yennu ŋɑɑtieb sinsuuk ni, k din wɑnn lin nbɑ po k Yennu din yɑɑ wun tɑn pɑk siɑn-yuo nɑ. 
HEB.3.6	 nbɑ tie Yennu Bijɑ nɑ, u tie wun nbɑ kɑn ŋmɑt puol e k yen Yennu ŋɑɑtieb. L i tie k t mɔk pɑlcienn nɑn yugontl t dindɑnn pɑɑk, l wɑnn nɑn tinm e tie Yennu ŋɑɑtieb mɑnŋ.
HEB.3.7	L pɑɑk, Foŋɑnm nbɑ yet biɑnŋ nbɑ nɑ:
HEB.3.7	«I i gbɑt Yennu kunkɔl dinnɑ,
HEB.3.8	i dɑɑ nyɑl i tubɑ nɑn yɑɑ din kɔn nɑn’ɔ
HEB.3.8	dɑɑl nbɑ k i din bikn’ɔ pɑɑnpieonŋ ni nɑ.
HEB.3.9	Yennu yet ɑ: ‹B din lɑ
HEB.3.9	mɑɑ din tun lin nbɑ kul
HEB.3.9	k sɑɑ jɑnŋ binɑ piinnɑ nɑ,
HEB.3.9	ŋɑɑn lenŋ e k b din bikn’n.
HEB.3.10	Ŋɑnn e te k n donn wutuol niib mɑnŋ pɑɑk,›
HEB.3.10	k din yet ɑ: ‹B bot b dudukt ni wɑɑ,
HEB.3.10	k k mi mɑɑ luon bii tuun lin nbɑ.›
HEB.3.11	‹N din donn wutuol k pol’b mɔb ɑ
HEB.3.11	B kɑn mi bɑɑl mɑɑ bo yɑɑ n tul’b fuon tinŋ nbɑ nɑ ni.› »
HEB.3.12	Tɔn, n nɑɑ wɑɑs, i mi k i suɑ n tien biitdɑɑnɔ k kɔnŋ yɑdɑ u pɑl ni k tɑn ŋmɑt puol k nyik Yennu nbɑ fo nɑ. 
HEB.3.13	Ŋɑɑn ii cien i lieb pɑlɑ dɑɑl n tuu dɑɑl, yuo kul nbɑ k Yennu mɑɑn be i sinsuuk ni k «dinnɑ» i suɑ dɑɑ nyɑl u tubɑ biit nbɑ tuu kpɑnn nilɔ nɑ pɑɑk. 
HEB.3.14	K mɑɑn t tie Klistu tɔk-nɑn-lieb e, l i tie k t duu u pɑɑk nɑn tɑɑ din duu u pɑɑk sinsinn biɑnŋ nbɑ nɑ.
HEB.3.15	Nnɑ e k b din diɑn Yennu lolkpel kɑdɑɑɔk ni ɑ:
HEB.3.15	«I i gbɑt Yennu kunkɔl dinnɑ,
HEB.3.15	i dɑɑ nyɑl i tubɑ nɑn yɑɑ din yet u mɔb yuo nbɑ nɑ.
HEB.3.16	K lɑnm e din gbɑt u kunkɔl ŋɑɑn yet u mɔb i? Ŋɑnm kɑɑ din tie bin nbɑ nyii Ejipt k Muois din tie tuɑnndɑɑnɔ nɑ ɑɑ? 
HEB.3.17	K lɑnm e biɑk k Yennu wutuol din duo b pɑɑk k sɑɑ jɑnŋ binɑ piinnɑ nɑ? L k tie bin nbɑ din tun biit, k b gbɑnɑnt tɑn biɑl pɑɑnpieonŋ ni nɑ kɑɑ ɑɑ? 
HEB.3.18	Yennu dɑɑ din pol lɑnm e mɔb ɑ: «B kɑn mi bɑɑl mɑɑ bo yɑɑ n tul’b fuon tinŋ nbɑ nɑ ni.» L din tie bin nbɑ din kɔn nɑn’ɔ nɑ e. 
HEB.3.19	Ŋɑnn t lɑ nɑn b din k fit kuɑ k mɑɑn b yɑdɑkɑɑln pɑɑk.
HEB.4.1	Yennu din senn mɔsonn k tul’t, ɑ t sɑɑ fit k kuɑ siɑn nbɑ k u tien t fuon siil nɑ wɑɑ. Ŋɑnn ii mi k i suɑ tɑn sɑɑ kɔnŋ fuon mɑnŋ. 
HEB.4.2	K mɑɑn t gbɑt lɑbɑmɑnn nɑn bɑɑ mun din gbɑt’l biɑnŋ nbɑ pɑɑnpieonŋ ni, ŋɑɑn l din k tul’b nyuɑt, k mɑɑn bɑɑ din gbɑt lɑbɑmɑnn mɑnŋ, b din k gɑɑl’l nɑn yɑdɑ. 
HEB.4.3	L pɑɑk, tinm nbɑ tien yɑdɑ nɑ, t sɑɑ lɑɑ fuon mɑnŋ nbɑ k Yennu din pɑk l po k yet ɑ:
HEB.4.3	«N wutuol e duo, k n pol mɔb ɑ:
HEB.4.3	‹B kɑn mi bɑɑl mɑɑ bo yɑɑ n tul’b
HEB.4.3	fuon tinŋ nbɑ nɑ ni.› »
HEB.4.3	U din tɑn yet lin nbɑ nɑ nɑ, k suɑ k u ponŋ tun u nɑɑmi tuonɑ gbenn pinpiik ni wɑɑ. 
HEB.4.4	K mɑɑn Yennu lolkpel kɑdɑɑɔk ni siɑl po l yet l dɑɑŋɑnlole dɑɑl mɑnŋ po ɑ: «K Yennu din nyik u tuonɑ kul ɑ k foi dɑɑŋɑnlole dɑɑl.» 
HEB.4.5	U biɑ yet diɑni nbɑ gɑl nɑ ni ɑ: «B kɑn mi bɑɑl mɑɑ bo yɑɑ n tul’b fuon tinŋ nbɑ nɑ ni.» 
HEB.4.6	Bin nbɑ din gbɑt lɑbɑmɑnn nɑ sinsinn nɑ din k lɑ l fuon mɑnŋ, k mɑɑn b din yet Yennu mɔb. L pɑɑk, nisiɑb be k tɑn sɑɑ lɑ fuon mɑnŋ. 
HEB.4.7	L pɑɑk, k Yennu biɑ senn dɑliel k yi dɑɑl mɑnŋ «dinnɑ.» K binɑ bonciɑnn din gɑl, k Yennu din te k Dɑɑfiid yet l po nɑn tɑɑ ponŋ piɑk biɑnŋ nbɑ nɑ ɑ:
HEB.4.7	«I i gbɑt Yennu kunkɔl dinnɑ,
HEB.4.7	i dɑɑ nyɑl i tubɑ.»
HEB.4.8	K mɑɑn Suosue i bo ii dinŋ ii tul’b fuon mɑnŋ, l puolpo Yennu ji din bo kɑn pɑk dɑliel po. 
HEB.4.9	L pɑɑk, fuondɑsiɑl biɑ dɑɑ be k tie Yennu niib yɑl, k nɑɑn wɑɑ din foi dɑɑŋɑnlole dɑɑl biɑnŋ nbɑ nɑ. 
HEB.4.10	K mɑɑn wun nbɑ lɑ Yennu fuon mɑnŋ nɑ, mun nyik u tuonɑ e k foi nɑn Yennu nbɑ din nyik u tuonɑ k foi biɑnŋ nbɑ nɑ. 
HEB.4.11	L pɑɑk, ŋɑɑnt mɑn k tin yɑbl t mɔnŋ k lɑ fuon mɑnŋ, k t suɑ tɑn dɑɑ bɑɑ nɑn bɑɑ din yet Yennu mɔb k tɑn bɑɑ biɑnŋ nbɑ nɑ. 
HEB.4.12	K mɑɑn Yennu mɑɑn mɑnŋ tie mɑɑn nbɑ fo e, k mɔk pɑnŋ k tuun tuonn, k biɑ di k gɑl juk-bɑnjiɑk nbɑ di mɔliemi nɑ. Yennu mɑɑn fit ŋmɑ k kuɑ bɑɑt nisɑɑlk siek nɑn u mɑnfuol buol ni, k kuɑ bɑɑt u tuktɑ nɑn u kpɑbɑ biesn ni, k kuɑ bɔktl u dudukt nɑn u pɑl ni bibikt. 
HEB.4.13	Bonnɑnkɑl kul ni siɑl kɑɑ k Yennu k lɑɑt. Bonsiɑl kul duɑ yienin ni e Yennu tuɑnn k ŋuɑ e tie wun nbɑ k t tɑn sɑɑ wɑnn tɑɑ biil lin nbɑ.
HEB.4.14	L pɑɑk, ŋɑɑnt mɑn k tii diɑ t yɑdɑ nbɑ k t fiit wɑnn nɑ kenken, k mɑɑn t mɔk mɑnntɔ-yudɑɑn-jɑɑnn, k ŋuɑ e tie Yennu Bijɑ Yiesu, wun nbɑ ponŋ gɑl sɑɑn Yennu tiɑɔnŋ buol ni nɑ. 
HEB.4.15	T mɑnntɔyudɑɑnɔ mɑnŋ k tie wun nbɑ kɑn fit di fɑlɑ nɑn tinm t butunŋ ni kɑɑ, ŋɑɑn u mɔnŋ din lɑ biknu sɔni buolu kul ni nɑn tɑɑ mun lɑɑt biɑnŋ nbɑ nɑ, ŋɑɑn u lek din k tun biit. 
HEB.4.16	L pɑɑk, ŋɑɑnt mɑn k tii mɔk pɑlpɑɑll k bɑɑl Yennu nbɑ mɔk ninkpɑbɑɔnŋ nɑ nɑɑngbounŋ buol ni. Lenŋ e k t sɑɑ lɑ nyikcɑbu nɑn ninbɑtinu yuo nbɑ k l sɑɑ sonmt’t nɑ.
HEB.5.1	Tɔn, b lukt 
HEB.5.2	Wɑɑ mun tie butmɔ nɑ, u fit gbiɑ bin nbɑ puɑl yɑn nɑn bin nbɑ kpet sɔnu ni nɑ dudukt pɑɑk, 
HEB.5.3	k u mɔnŋ nbɑ tie butmɔ nɑ pɑɑk, l kpɑɑ tɑlɑs k wun mɑnn mɑlunŋ u mɔnŋ biit pɑɑk nɑn wɑɑ mɑnn mɑlunŋ niib nɑ biit pɑɑk biɑnŋ nbɑ nɑ. 
HEB.5.4	Suɑ kɑn fit pɑk u mɔnŋ k yet, ɑ u tie mɑnntɔyudɑɑnɔ k k gɑɑl l nibɑɑkl, sie k Yennu n lukt’ɔ nɑn wɑɑ din lukt 
HEB.5.5	Nnɑ e mun k 
HEB.5.5	«A tie n Bijɑ e,
HEB.5.5	k dinnɑ n tie ɑ Bɑɑ.»
HEB.5.6	K biɑ yet siɑl buol ɑ:
HEB.5.6	«A sii tie mɑnntuɑ nɑn yuo nbɑ kɑɑ gbennu,
HEB.5.6	kii tie Melkiisedek pɑɑbu ni mɑnntuɑ.»
HEB.5.7	Tɔn, Yiesu nbɑ din be tingbounŋ nɑ ni yuo nbɑ nɑ u din mei Yennu k bɑln’mɔ, k bui nɑn nyin-nyuut Yennu nbɑ sɑɑ fit fɑt’ɔ kuun ni nɑ buol ni. K wɑɑ din bɑɑkt Yennu nɑ pɑɑk k Yennu din gbɑt u miɑlu mɑnŋ. 
HEB.5.8	Wɑɑ lek din tie Yennu Bijɑ nɑ, ŋɑɑn u tumi cɔlnt u fɑldinu ni. 
HEB.5.9	Wɑɑ din tɑn dii fɑlɑ gbenn yuo nbɑ, bin nbɑ kul cɔln’mɔ ji din fit lɑ fielu nbɑ kɑɑ gbennu u buol ni, 
HEB.5.10	k Yennu yiin’ɔ mɑnntɔyudɑɑnɔ, Melkiisedek pɑɑbu ni.
HEB.5.11	T bo sɑɑ pɑk bonciɑnn lin nbɑ nɑ po, ŋɑɑn l pɑɑl nɑn k t wɑnn’i, k mɑɑn i k bɑnt l pɑɑk yiɑn. 
HEB.5.12	Nnɑ yuo l ji bo kpɑɑ tɑlɑs e k yii tie wɑntieb, ŋɑɑn i biɑ luon k suɑ n wɑnn’i Yennu mɑɑn pinpiik ni sɔni nɑ. I luon biin e, k k luon jeŋmɑnkɑt. 
HEB.5.13	Wun nbɑ dɑɑ muɑl biin tie bibunn e, k dɑɑ k mi fɑnu lin nbɑ ŋɑn nɑn lin nbɑ bi. 
HEB.5.14	Ŋɑɑn jeŋmɑnkɑt tie sɑɑkɑb yɑl e, k ŋɑnm e fit bɑnt lin nbɑ tie bonbiil nɑn lin nbɑ tie bonŋɑnn, bɑɑ tuu dukn l po b pɑlɑ ni nɑ.
HEB.6.1	L pɑɑk, ŋɑɑnt mɑn k tin tumi lin nbɑ tie sɑɑkɑb yɑl 
HEB.6.2	L ji k kpɑɑ tɑlɑs k tin ŋɑnm tumi Yennu nyunwulu po, nɑn niiyiinu niib pɑɑk, nɑn kpienm fiilu po, nɑn tubdɑtu nbɑ kɑɑ gbennu nɑ po kɑɑ. 
HEB.6.3	Yennu i sɑk, t sɑɑ sɑɑn tuɑnn e.
HEB.6.4	Ŋɑɑnt mɑn k tin got bin nbɑ ŋmɑt bɑɑ binbenbiik ni nɑ: b din lɑ Yennu yentu nɑ wɑɑ. B din lenm 
HEB.6.5	B din luon Yennu mɑɑn nbɑ ŋɑn nɑ, k din mi 
HEB.6.6	Ŋɑɑn nɑn lin nbɑ nɑ kul, k b lek tɑn ŋmɑt bɑɑ binbenbiik ninŋ. L nibuolu, suɑ ji kɑn fit te k bin ŋɑnm k mɔ kuɑŋɑɑn k lebt binbenŋ. Bɑlmɔni, b ŋɑnmt kpɑɑn Yennu Bijɑ dɑpunpunn pɑɑk e, k tien lieb yɑɑk nbɑ k b sii suki’ɔ.
HEB.6.7	Tɔn, tinŋ nbɑ k sɑɑk tuu bɑɑ l pɑɑk k l mɑɑkt k tie jiet k tien bin nbɑ ŋɑnmt’l nɑ, Yennu e yɑt yetŋɑnm tinŋ mɑnŋ pɑɑk. 
HEB.6.8	Ŋɑɑn tinŋ mɑnŋ i tie kunkoni nɑn mɔbiit, l k mɔk nyuɑt, l kɑn wei k Yennu tɑn sɑɑ pol’l mɔb. K juontu ni lin di muu.
HEB.6.9	T yɔnimɔni, tɑɑ lek piɑk lin nbɑ nɑ, ŋɑɑn t k mɔk bilsuk i po. T mi nɑn i tɔk sɔnŋɑnu e, fielu sɔnu. 
HEB.6.10	Yennu k tuun lin nbɑ k ŋɑn. U kɑn tɑnm i tuonn po, k biɑ kɑn tɑnm yɑɑ luon’ɔ biɑnŋ nbɑ tuonɑ nbɑ k i tun k tul’ɔ nɑn tuonɑ nbɑ k i tuun i nɑɑ wɑɑs Klistuyɑb nɑ ni. 
HEB.6.11	T luon k i suɑ kul n yɑbl u mɔnŋ pɑɑk nɑn ninmɔnn e nɑn yɑɑ tuu tuun bɑnnu nbɑ mɔkmɔk nɑn l juontu, k yɑɑ mɔk dindɑnn biɑnŋ nbɑ nɑ, l set sɑɑ tien mɔni k tul’i. 
HEB.6.12	T k luon k yii tie gbɑn-nyɑkdɑnm kɑɑ, ŋɑɑn t luon k yii wɑɑ bin nbɑ mɔk yɑdɑ nɑn suklu e. Ŋɑnm e gɑɑn bonŋɑnɑ nbɑ k Yennu din senn mɔsonn nɑ.
HEB.6.13	Yennu nbɑ din senn u mɔsonn tul Ablɑɑhɑɑnm yuo nbɑ nɑ, u din lol 
HEB.6.14	U din yet’ɔ ɑ: «L tie bɑlmɔni e, n yɑt yetŋɑnm ɑ pɑɑk k biɑ sɑɑ tul’ɑ yɑɑbuonɑ bonciɑnn.» 
HEB.6.15	K Ablɑɑhɑɑnm din mɔk suklu e, k tɑn gɑɑl lin nbɑ k Yennu din senn mɔsonn ɑ u sɑɑ tul’ɔ nɑ. 
HEB.6.16	Nilɔ i lol lol, u tuu jii wun nbɑ gɑl’ɔ sɑnn e k lol, k lol mɑnŋ tie nyinn nbɑ kpi mɔniɑɔk kul ɑ. 
