MAT.1.1	Inu nərgɨ tɨpɨ Iesu Kristo rat mɨn, kit in Kig Tefɨt, kən kit mɨn in Epraham.
HEB.9.13	E nolən rəha nəniəkɨsən rəha nasituən aupən, kəmorautin-pən nɨta nəni ne kau, o nəmtapi kau itəm kəmuwaan ətɨp e olta, korautin-pən e suah kit itəm tamkɨmɨk e nɨganəmtɨ Uhgɨn məmə nɨpətɨn otaruətuəh, namkɨmɨkən tɨkə lan. 
HEB.9.14	Məto nɨta Iesu
HEB.9.15	O natɨmnat mɨn u itəm Iesu təmol, in suatɨp o nosən nəniəkɨsən wi rəha nasituən.
HEB.9.16	Okəmə Iesus təsɨmɨsən nəhlan, kən rəhan netəmim okəsotosən natɨmnat wɨr mɨn itəm in təmən-iəkɨs mə rəhalat. Məto-inu okəmə suah kit tol nəniəkɨsən kit məmə nian in otɨmɨs, kən rəhan natɨmnat otuwɨn o suah pɨsɨn kit, kən suah u in otəkəike mɨmɨs pitən, kənu nəniəkɨsən rəhan in otətatɨg matəmegəh. 
HEB.9.17	Nəniəkɨsən kit tol nəhlan, təsatɨgən məsəmegəhən nian etəm təmən tətatɨg əh. Rəhan nəniəkɨsən in otətatɨg matəmegəh əm nian in tɨnɨmɨs rəkɨs. 
HEB.9.18	O natɨmnat mɨn u, e nəniəkɨsən rəha nasituən aupən, nɨta nat megəh kit təike maiəh, təgətun məmə nat kit təmɨmɨs, kən otol məmə nəniəkɨsən in tatəmegəh mətatɨg. 
HEB.9.19	Tol nəhlan, nian Moses in təmatən-iarəp rəkɨs nəghatən mɨn rafin rəha Lou kəm netəmim, kən uarisɨg lan, in təmos nɨməme sipsip kəmol tasiə, ne nelmɨ nɨg u hisop, meer-pən e nɨta nətɨ kau ne nɨta nəni ne nəhau, kən təmorautin-pən nɨta e naoa rəha Lou ne netəmim mɨn.
HEB.9.20	Kən in təmən-ipən kəm ilat məmə, “Inu nɨta nat megəh kit itəm tatɨmɨs o nolən nəniəkɨsən rəha nasituən rəha Uhgɨn tətatɨg matəmegəh. Kən itəmat nəkotəkəike moatɨsiai-in, moatol nəwian.”
HEB.9.21	E nolən kitiəh əm, Moses təmorautin-pən nɨta e Nimə Tapolən Asim ne natɨmnat mɨn itəm kəmos o nəfakən. 
HEB.9.22	Lou tatən məmə pris otəkəike matol-pən nɨta e natɨmnat tepət, iuəhkɨr natɨmnat rafin, məmə ilat okotasim. Kən okəmə nɨta təsaiuən ron, kən Uhgɨn okol təsafələn təfagə rat.
HEB.9.23	Tol nəhlan, nɨta rəha nolən sakrifais, in təmaiəh o nolən natɨmnat mɨn u, kotasim. Məto Nimə Tapolən Asim ne natɨmnat mɨn rəhan əh-ikɨn, ilat narmɨ natɨmnat mɨn əm
HEB.9.24	Iesu in təsuwɨnən imə e Ikɨn Tasim Ikɨn rəha nətueintən u, itəm netəmim əm kəmotol. Nimə əh, in narmɨ nat əm rəha Ikɨn Tasim Ikɨn pahrien əpəh ilɨs e nego e neai. Məto Iesu təmuwɨn e nego e neai, kən roiu əh in tatən-ipən natɨmnat rəhatat lan kəm Uhgɨn e nɨganəmtɨn.
HEB.9.25	Kən nian Iesu təmol atɨp sakrifais e rəhan nəmegəhən, in rəhan nolən tol pɨsɨn e pris asol agɨn u aupən. E nəniəkɨsən rəha nasituən u aupən, pris asol agɨn otəkəike muwɨn imə e Ikɨn Tasim Agɨn Ikɨn kən mos nɨta nat megəh, sənəmə nɨtan atɨp, mol sakrifais lan. Təike matol nəhlan e nup mɨn rafin. Məto Kristo təmuwɨn e Ikɨn Tasim Agɨn Ikɨn e nego e neai, təmos atɨp nɨtan kən mol sakrifais lan mau kitiəh əm kən tɨnahmen. 
HEB.9.26	Okəmə Kristo təmatol sakrifais nəhlan e nup mɨn rafin, tahmen e pris mɨn u aupən, in otəkəike məto nahməən nian tepət tətuoun e nian Uhgɨn təmol nətueintən. Məto roiu, kitat kɨnotatɨg e namnun nian, in təmiet-arəpa mau kitiəh əm,
HEB.9.27	Kitat netəmim, Uhgɨn tɨnələhəu nian ətuatɨp rəhatat kitiəh kitiəh məmə okotɨmɨs lan, mau kitiəh əm. Kən uarisɨg lan un, in otakil rəhatat nolən mɨn.
HEB.9.28	E nolən kitiəh əm, Kristo təmol atɨp sakrifais lan, mau kitiəh əm,
HEB.10.1	Natɨmnat mɨn rəha Lou, ilat kotahmen e narmɨ nat
HEB.10.2	Okəmə sakrifais mɨn ilat kotahmen, motɨtun nolən netəmim kotətuatɨp. Kən iəfak mɨn kotɨtun nələhəuən motapəs nolən rəha sakrifais, məto-inun nɨkilat tɨnəruən rəkɨs mau kitiəh əm. Kən okəmə tɨnafəl rəkɨs nɨkilat nəhlan, kən ilat kəsotəto mɨnən tərat o rəhalat nolən rat. Məto, kəpə, ilat koatəto əh tərat. 
HEB.10.3	Tol nəhlan, e nup mɨn rafin, ilat koatol pap sakrifais, məto nat u tatol əm məmə ilat okol kəsotaluinən nolən rat mɨn rəhalat, 
HEB.10.4	məto-inu nɨta nəni ne kau in təruru agɨn nos-irəkɨsən təfagə rat.
HEB.10.5	Tol nəhlan, nian Kristo tɨnatɨmnə e nətueintən, in təmən-ipən kəm Uhgɨn məmə,
HEB.10.5	“Ik nakapəs sakrifais mɨn ne natɨmnat mɨn koatos-ipən kəm ik.
HEB.10.5	Məto ik nəmol-pən nɨpətɨk kit məmə ekuwɨn lan.”
HEB.10.6	Kəmotuwaan ətɨp natɨmnat e olta tahmen e nəfakən rəhalat otɨmnə ron ik,
HEB.10.6	kən moatol sakrifais o nafəl rəkɨsən təfagə.
HEB.10.6	Məto nat əpnapɨn koatol nəhlan,
HEB.10.6	məto kəsotolən məmə nɨkim tagien elat.
HEB.10.7	Kən io iatən məmə,
HEB.10.7	“Kəməte nəghatən kit tətatɨg e Naoa Rəha Uhgɨn itəm tatəghat-in io məmə,
HEB.10.7	‘Uhgɨn, io u, emuwa o nolən rəham nətəlɨgən.’”
HEB.10.8	Kristo təmən aupən məmə,
HEB.10.8	“Ik nakapəs sakrifais mɨn
HEB.10.8	ne natɨmnat mɨn itəm koatos-ipɨnə kəm ik,
HEB.10.8	ne natɨmnat mɨn itəm katuwaan ətɨp e olta,
HEB.10.8	ne sakrifais mɨn itəm katol o nafəl rəkɨsən təfagə.
HEB.10.8	Natɨmnat mɨn u, ik nakapəs,
HEB.10.8	kən kəsotolən məmə nɨkim tagien elat,”
HEB.10.8	(nat əpnapɨn məmə ilat koatətəu-pən suatɨp itəm Lou təmən.) 
HEB.10.9	Məto Kristo tatən mɨn məmə, “Io u, emuwa məmə ekol nətəlɨgən rəham.” E nəghatən u rəhan, in tatoh-irəkɨs nəniəkɨsən oas rəha nasituən, məmə in otələhəu nəniəkɨsən wi rəha nasituən kit. 
HEB.10.10	Kən Iesu Kristo təmol nətəlɨgən rəha Uhgɨn tol nulan. In təmol sakrifais atɨp e nɨpətɨn,
HEB.10.11	Nian rafin, pris mɨn ilat koatətul moatol wək rəha nəfakən, moatol sakrifais, moatol nat kitiəh əm nian rafin, o nafəl rəkɨsən nolən rat. Məto sakrifais mɨn u, ilat kəsotahmen agɨn-əhən o nos-irəkɨsən təfagə rat nian kit. 
HEB.10.12	Məto pris u rəhatat, tɨnol rəkɨs rəhan sakrifais mau kitiəh əm, kən sakrifais əh in tahmen mahgoau o nafəl rəkɨsən nolən rat rəha netəmim tatuwɨn matuwɨn namnun tɨkə. Kən nian tɨnələhəu rəkɨs nəhlan rəhan sakrifais, kən in tɨnatəpələh
HEB.10.13	Kən ikɨn əh, in tatəsahgin əm məmə Uhgɨn otol rəhan tɨkɨmɨr mɨn kotahmen e nɨməhan itəm tateguafəl nelkɨn lan,
HEB.10.14	məto-inu e nolən sakrifais mau kitiəh əm əh, Kristo təmol rəhan netəmim kɨnotətuatɨp e nɨganəmtɨn, matuwɨn matuwɨn, namnun tɨkə. Netəm mɨn u, ilat un, itəm in tatol ilat koatuwa motasim.
HEB.10.15	Kən Narmɨn Rəha Uhgɨn, in mɨn tatən wɨr natɨmnat mɨn u kəm itat. In təmən məmə,
HEB.10.16	“Iərəmərə tatən məmə,
HEB.10.16	‘Nian itəm otəpanuwa,
HEB.10.16	oekol nəniəkɨsən wi rəha nasituən kəm rəhak netəmim tol nulan.
HEB.10.16	Io oekos-ipən lou mɨn rəhak e nɨkilat,
HEB.10.16	kən oekəte rəkɨs-pən e rəhalat-kapə.’”
HEB.10.17	Kən in tatən mɨn məmə,
HEB.10.17	“Io oekaluin rəhalat nolən rat mɨn,
HEB.10.17	kən nɨkik otəsəht mɨnən nolən mɨn rəhalat itəm koatətgəhl Lou.”
HEB.10.18	Nian Uhgɨn təmafəl rəkɨs nolən rat rəhalat, kən tol məmə ilat okəsotol mɨnən sakrifais tuwɨn kəm Uhgɨn ron.
HEB.10.19	Piak mɨn ne wɨnɨk mɨn. Tol nulan, kən nɨta Iesu təmol məmə kitat kotɨtun nuwɨnən imə Ikɨn Tasim Agɨn Ikɨn, kən məsotəgɨnən. 
HEB.10.20	Roiu əh, Iesu in təməte suatɨp wi kit, itəm tatəmegəh. In təməhap nɨməhan itəm tatəkulosɨg Ikɨn Tasim Agɨn Ikɨn, tatəpsen-pən nɨpətɨn. Kən mol suatɨp wi u rəhatat məmə kitat kotɨtun nuwɨn-pənən ikɨn, motuwɨn o Uhgɨn.
HEB.10.21	Kən pris asol agɨn rəhatat, in etəm-iasol itəm tatərəmərə
HEB.10.22	Tol nulan, pəs kotuwɨn iuəhkɨr e nɨganəmtɨ Uhgɨn,
HEB.10.23	Kitat kotəmə kəmotələhəu-pən nətəlɨgən rəhatat e Kristo. Tol nəhlan, pəs kotətul tɨmtɨm lan, məsotəloal-əloalən, məto-inu kitat kotɨtun nagɨleən e rəhan nəghatən mɨn itəm tɨnəmən-iəkɨs rəkɨs kəm itat. 
HEB.10.24	Pəs kotahluiə-ahluiə e nətəlɨgən rəhatat mɨn, məmə kitat okotolkeike kitat mɨn, kən moatol təwɨr təwɨr kəm kitat mɨn tatuwɨn təhmɨn mɨn nəhlan. 
HEB.10.25	Təsəwɨrən məmə okotəhlman nolən rəha nuəfɨmɨnən kitat mɨn. Netəmim neen ilat koatol nəhlan, məto pəs kitat koatem məha-məha kitat mɨn nian rafin.
HEB.10.26	Təwɨr məmə koatem əskasɨk itat mɨn nəhlan, məto-inu okəmə kitat kɨnotɨtun rəkɨs nɨpahrienən, məto kəsotolən nat agɨn lan, kən kitat moatəkəike e nolən rat, kən tatol məmə sakrifais kit mɨn tɨkə agɨn o nos-irəkɨsən təfagə rat rəhatat.
HEB.10.27	Kən okəmə sakrifais kit mɨn tɨkə mə otos-irəkɨs təfagə rat rəhatat nəhlan, kən nat kitiəh əm əh-ikɨn tətatɨg. Inun, kitat koatəgɨn, moatasiəp, məto-inun kitat kotɨtun wɨr məmə kitat koatəsahgin əm nalpɨnən əskasɨk, ne nɨgəm asol rəha neməha rəha Uhgɨn itəm otəkəike mus rəhan tɨkɨmɨr mɨn.
HEB.10.28	E Lou oas rəha Moses aupən, okəmə suah kit tatol nat əpnapɨn e Lou, kən etəmim kəiu o kɨsɨl okəhalən-iarəp in, kən suah u təike mɨmɨs. Okol kəsotasəkitunən.
HEB.10.29	?Məto təhrol e netəm mɨn un itəm koteguafəl-eguafəl Nətɨ Uhgɨn?
HEB.10.30	Məto-inu kitat kɨnotɨtun rəkɨs Uhgɨn u itəm təmən məmə,
HEB.10.30	“Nalpɨnən nɨtai nat, inu wək rəhak əm.
HEB.10.30	Kən io oekalpɨn nɨtai nolən rəhalat tahmen ahmen əm.”
HEB.10.30	Kən in təmən mɨn məmə
HEB.10.30	“Iərəmərə in otakil nolən rəha netəmim rəhan.”
HEB.10.31	Uhgɨn u itəm tatəmegəh, tətatɨg tətatɨg. Kən okəmə kitat kotatɨg əh e təfagə rat, kən motəməhl e nelmɨn nəhlan, nat u in nat kit rəha nəgɨnən.
HEB.10.32	Təwɨr məmə nɨkitəmat tatuəh nian u aupən, nian nəhag-əhagən təmatasiəgəpɨn itəmat aupən. E nian u, itəmat nəmotatɨg e nəluagɨnən asol e nəmegəhən, kən in nian iəkɨs kit, itəm nəmotatɨg e nahməən asol.
HEB.10.33	Nian neen netəmim koatən rat itəmat e nɨganəmtɨ netəmim,
HEB.10.34	Itəmat nəmotos moatətul-pən olat nəhlan, kən nian kəmotuwɨn e kalapus, kən itəmat nəmotatɨg e nəratən məsɨn rəhalat.
HEB.10.35	Inəh, in nətouən asol rəhatəmat itəm Uhgɨn otəpanos-ipɨnə kəm itəmat. Kən məto-inun o nat wɨr mɨn əh itəm koatəməhl aupən-in itəmat, təsəwɨrən məmə onəkotəmkarəpən-in nahatətəən əskasɨk rəhatəmat. 
HEB.10.36	Itəmat nəkotəkəike motol rəhatəmat nətəlɨgən təfəməh,
HEB.10.37	Məto tol nulan, inun Uhgɨn təmən mihin məmə,
HEB.10.37	“Otəsuwəhən, kən suah u itəm tatuwa,
HEB.10.37	in otiet-arəpa, otəsolən kəmɨn.
HEB.10.38	Məto rəhak etəmim itəm tətuatɨp e nɨganəmtək,
HEB.10.38	in otatəkəike e rəhan nahatətəən.
HEB.10.38	Məto okəmə ekəplan məmə tapəs io,
HEB.10.38	mɨnətan təlɨg-təlɨg,
HEB.10.38	kən nɨkik otəsagienən ron.”
HEB.10.39	Məto kitat u, kəsotolən nəhlan. Kitat okol kəsotan təlɨg-təlɨgən məmə Uhgɨn otərəkɨn kitat. Kəpə. Kitat netəm rəha nahatətəən e Uhgɨn, məmə kitat koatos nəmegəhən.
HEB.11.1	?Nat naka u, in nahatətəən? Kitat kotələhəu-pən rəhatat nətəlɨgən e natɨmnat mɨn u, itəm otəpanuwa, kənu nahatətəən rəhatat in tatol məmə kitat okotɨtun wɨr məmə natɨmnat mɨn u, ilat nɨpahrienən. Nat əpnapɨn məmə kəsotehmən
HEB.11.2	Kən Uhgɨn təmənuwi netəm mɨn u aupən o rəhalat nahatətəən.
HEB.11.3	Nahatətəən tatol məmə kitat kotɨtun wɨr məmə natɨmnat rəha nətueintən u, Uhgɨn təməghat əm, kən ilat kəmotatɨg.
HEB.11.4	Epel in təmahatətə əskasɨk e Uhgɨn, tol nəhlan in təmos-ipən nat kit kəm Uhgɨn itəm təwɨr maprəkɨs-in rəha Ken.
HEB.11.5	Kən Inok təmahatətə əskasɨk e Uhgɨn, tol nəhlan in təsɨmɨsən. Uhgɨn təmos-irəkɨs in e nətueintən u, məmə otuwɨn əpəh ilɨs e nego e neai. Netəmim kəsotəplan mɨnən, məto-inu Uhgɨn təmɨləs-irəkɨs.
HEB.11.6	Məto okəmə etəmim təsahatətəən e Uhgɨn, in təsolən Uhgɨn nɨkin tagien ron, məto-inu nian suah kit tolkeike məmə otuwa o Uhgɨn,
HEB.11.7	Noah in təmahatətə əskasɨk e Uhgɨn. Tol nəhlan, nian Uhgɨn təmatən-ipən natɨmnat mɨn kəm in aupən, itəm netəmim kəsotəplanən əh,
HEB.11.8	Epraham in təmahatətə əskasɨk e Uhgɨn. Tol nəhlan, e nian Uhgɨn təmaun-in rəkɨs məmə otuwɨn e nəptən pɨsɨn kit, in təmatol nəwia Uhgɨn. Nəptən əh, Uhgɨn təmən-iəkɨs rəkɨs kəm in məmə otos-ipən kəm in. Kən Epraham təmiet, məto in təruru məmə tatuwɨn hiə ne. 
HEB.11.9	Təmahatətə əskasɨk e Uhgɨn nəhlan, kən mətatɨg e nəptən u itəm Uhgɨn təmən-iəkɨs aupən məmə otos-ipən kəm in.
HEB.11.10	Epraham təmol nulan, məto-inu in tatəsahgin məmə otuwɨn e taon kit
HEB.11.11	Sera tətahatətə əskasɨk e Uhgɨn, nat əpnapɨn məmə in tɨnɨpɨtaguɨhl agɨn, məto Uhgɨn təmos-ipən nəsanənən kəm in məmə in otemək. In təmɨləs nətɨn u, məto-inun in təmahatətə lan məmə otol nəniəkɨsən rəhan tuwa miet-arəp.
HEB.11.12	Epraham tɨnaguɨhl rəkɨs, otəsuwəhən tɨmɨs,
HEB.11.13	Netəm mɨn u, ilat kəmotahatətə əskasɨk e Uhgɨn, məto nian kəmotɨmɨs, ilat kəməsotosən əh natɨmnat mɨn u itəm Uhgɨn təmən-iəkɨs məmə otos-ipən kəm ilat.
HEB.11.14	Nian netəmim koatəghat nəhlan, in tatəgətun əsas əm, məmə ilat koategəs-in iməlat ətuatɨp ikɨn. 
HEB.11.15	Rəhalat nətəlɨgən təsɨtəlɨg-pənən e nəptən rəhalat aupən, itəm kɨnotapəs rəkɨs. Okəmə nɨkilat tatəht nəhlan, kotɨtun nɨtəlɨgən matuwɨn, məto təsolən mihin.
HEB.11.16	Ilat kotolkeike iməlat ik pɨsɨn kit itəm təwɨr maprəkɨs, inun e nego e neai.
HEB.11.17+HEB.11.18	Epraham təmahatətə e nəniəkɨsən mɨn itəm Uhgɨn təmən-ipən kəm in. Kən nəghatən kit itəm Uhgɨn təmən-iəkɨs kəm in tol nulan, “Kən okən Aisak u məmə in noanol ətuatɨp rəham,
HEB.11.19	Məto-inu Epraham nɨkin tatəht məmə Uhgɨn tɨtun nolən etəmim təmegəh mɨn e nɨmɨsən.
HEB.11.20	Aisak təmahatətə əskasɨk e Uhgɨn, kən tol nəhlan, təməfak məmə Uhgɨn otəhlman nəwɨrən rəhan tuwɨn kəm Jekop ne Esao, matən-iarəp natɨmnat mɨn itəm otəpanuwa nian kit.
HEB.11.21	Jekop təmahatətə əskasɨk e Uhgɨn. Tol nəhlan, nian iuəhkɨr əm in tɨmɨs, in təməfak məmə Uhgɨn otəhlman nəwɨrən kəm nətɨ Josep mil.
HEB.11.22	Josep təmahatətə əskasɨk e Uhgɨn. Tol nəhlan, iuəhkɨr əm in tɨmɨs, kən in təmatəghat-in nian noanol mɨn rəha Isrel okəpanotiet Ijip. Kən in təmatən rəkɨs əm kəm ilat məmə okotəhrol e nɨkɨlkɨlin.
HEB.11.23	Tata ne mama rəha Moses kəmuahatətə əskasɨk e Uhgɨn. Tol nəhlan, nian Moses təmaiir,
HEB.11.24	Moses təmahatətə əskasɨk e Uhgɨn. Tol nəhlan, nian in təmol iahgin, kən təməsolkeikeən məmə okən məmə in nətɨ pətan əkəku rəha Fero, kig rəha Ijip.
HEB.11.25	In təməsolkeikeən məmə otətatɨg e nagienən e nolən rəha təfagə rat məto-inu nagienən rəha təfagə, in tətatɨg o nian əkuəkɨr əm. In nɨkin təmagien məmə otuwɨn moatatɨg ilat netəmim rəha Uhgɨn, moatəto tərat ilat min ilat. 
HEB.11.26	Nɨkin təmatəht məmə okəmə netəmim okotalah-əmnu
HEB.11.27	Moses in təmahatətə əskasɨk nəhlan e Uhgɨn, kən təmagɨm Ijip
HEB.11.28	Təmahatətə əskasɨk e Uhgɨn nəhlan, kən in təmətuoun nolən lafet rəha Nuhagego-inən. In təmən-iarəp kəm noanol mɨn rəha Isrel məmə okotəkəike motorautin-pən nɨta sipsip e toa e nimə mɨn rəhalat. Okotol nəhlan məmə nagelo itəm Uhgɨn otahl-ipa o nohamnuən itəm,
HEB.11.29	Noanol mɨn rəha Isrel kəmotahatətə əskasɨk e Uhgɨn. Tol nəhlan, ilat kotɨtun neguəfɨmɨnən e Nɨtəhəi Asiə itəm təmoor, kən kotaliwək lan tahmen əm e nɨtən iasək. Məto nian netəm Ijip kəmotalkut o nətəu-pənən ilat, kən nɨtəhəi təməmɨk ilat, kən kotamnɨm.
HEB.11.30	Noanol mɨn rəha Isrel kəmotahatətə əskasɨk e Uhgɨn, kən tol nəhlan, ilat kotaliwək motɨtəlau e fenɨs rəha Jeriko. Fenɨs u, kəmol e kəpiel. Ilat koatɨtəlau, moatɨtəlau e fenɨs əh, mətoarus-pən nian sepɨn, kən əmun, fenɨs asol un, təmɨtəgɨt mɨsas.
HEB.11.31	Rehap u, pətan e suatɨp, təmahatətə əskasɨk e Uhgɨn. Kən tol nəhlan, nɨkin təmagien məmə otos suah mil un noanol rəha Isrel mil, itəm kəmueia anion məmə okuəplan kən miatun wɨr natɨmnat ikɨn. Ilau kəmuea e rəhan nimə.
HEB.11.32	Məto okol esənən tuwɨn təhmɨn mɨn. Okol esəghatən təfəməh mən Kiteon,
HEB.11.33	Ilat u kəmotahatətə əskasɨk e Uhgɨn, kən tol nəhlan, ilat kəmotol natɨmnat tepət. Ilat kəmotit noanol mɨn rəha Isrel motuwɨn motəluagɨn ilat netəm ik pɨsɨn pɨsɨn mɨn, kən moatol win elat.
HEB.11.34	kən ilat kəmotohamɨs nɨgəm asol itəm tatuəp,
HEB.11.35	Nɨpɨtan neen əh-ikɨn itəm kotahatətə əskasɨk e Uhgɨn, kən tol nəhlan Uhgɨn tatol nenətɨlat kotaiir-pa mɨn e nɨmɨsən.
HEB.11.36	Kən ilat neen, netəmim koatalah əsan elat, kən koatalis-alis ilat.
HEB.11.37	Ilat neen, kəmahtɨmnu ilat e kəpiel apɨn,
HEB.11.38	Ilat, netəm wɨr mɨn. Nətueintən u, təsahmenən məmə ilat okotatɨg ikɨn. Məto ilat kəmoatatɨg əpnapɨn əm, əpəh ikɨn taruən-aruən ikɨn, ne e nɨtot mɨn, ne e nɨpəg kəpiel mɨn,
HEB.11.39	Netəm mɨn u, ilat rafin kəmotahatətə əskasɨk nulan e Uhgɨn, kən in təmos-ipən nərɨg wɨr kəm ilat.
HEB.11.40	məto-inu in tɨnol rəkɨs nalpəkauən kit rəhan, məmə in otol təwɨr maprəkɨs kəm kitat. Kən e nətəlɨgən rəhan, in tolkeike məmə otɨlpɨn kitat min ilat u aupən, məmə kitat min ilat əm, okotətoarus ahmen ahmen əm mak e namnun naiuən.
HEB.12.1	Kən netəm mɨn u, ilat tepət tepət, koatatɨg kɨtəlau e kitat, koatətul-arəp o Uhgɨn, moatahatətə əskasɨk lan, kən rəhalat nəmegəhən in tatɨləs-ipər nahatətəən rəhatat. O nat u, pəs kotəlɨn rafin nat fɨgəm itəm otaskəlɨm ətain itat məmə kəsotaiu pɨkən, ne təfagə rat itəm tatəper-ipən e kitat. Kən pəs kitat kotaiu
HEB.12.2	Kotɨtun nolən nian nɨganəmtɨtat otatətul-pən əm o Iesu,
HEB.12.3	Təwɨr məmə nɨkitəmat otatəht Iesu, ne rəhan nətul əskasɨkən e nian iol təfagə mɨn kəmotərakin-pən nəghatən rat mɨn kəm in, məmə nɨkitəmat otəsəpouən
HEB.12.4	Ekɨtun məmə itəmat, noatəluagɨn o noh rəkɨsən təfagə rat e nəmegəhən rəhatəmat, məto itəmat kit tɨkə itəm nɨtan təmaiəh o nəluagɨnən u.
HEB.12.5	Itəmat nɨnotaluin rəkɨs nəghatən itəm tatɨləs-ipər nətəlɨgən rəhatəmat. E nəghatən u, Uhgɨn təməghat nulan kəm itəmat, tahmen e nenətɨn ətuatɨp mɨn, matən məmə,
HEB.12.5	“Nətɨk, nian Iərəmərə tətəg-ətuatɨp-in ik,
HEB.12.5	solən nat əpnapɨn lan.
HEB.12.5	Əsolən nɨkim təpou nian in tətagət pɨk lam.
HEB.12.6	Məto-inu okəmə Iərəmərə tolkeike pɨk suah kit,
HEB.12.6	kən in təike məg-ətuatɨp-in suah un.
HEB.12.6	Kən okəmə in tos suah kit məmə nətɨn,
HEB.12.6	kən in təike malis-alis.”
HEB.12.7	Tol nəhlan, otətul məha-məha e nian iəkɨs mɨn. Uhgɨn tatos-ipa nian iəkɨs mɨn u o nəg-ətuatɨp-inən itəmat. Itəmat nenətɨ Uhgɨn mɨn, mol məmə in tatəg-ətuatɨp-in nulan itəmat.
HEB.12.8	Uhgɨn tatəg-ətuatɨp-in rafin nenətɨn ətuatɨp mɨn.
HEB.12.9	Rəhatat tata mɨn e nətueintən u, koatəg-ətuatɨp-in itat. Kən kitat, koatɨsiai-in ilat. ?Kən okotəhrol nulan e tata rəha narmɨtat
HEB.12.10	Rəhatat mɨn tata, kotəg-ətuatɨp-in itat o nian əkuəkɨr əm, e rəhalat əm nətəlɨgən. Məto Uhgɨn tətəg-ətuatɨp-in itat məmə otasitu etat, kənu otol kitat kotasim tahmen lan.
HEB.12.11	Okəmə Uhgɨn tətəg-ətuatɨp-in kitat, in tahmen e nat kit itəm nian kitat kəmotun, məto tɨsiu, kən marəp. Məto uarisɨg, okəmə kotegəhan-in məmə nəg-ətuatɨp-inən əh otiuw asɨlə e rəhatat nətəlɨgən, kən in otoe noan təwɨr, inun nəməlinuən
HEB.12.12	Tol nəhlan, nat əpnapɨn məmə itəmat noatatɨg e nian iəkɨs, məto otɨləs-ipər nelmɨtəmat itəm təpou, məmə otəsanən. Ne nulɨtəmat itəm kətuawig-awig, motol məmə kuəskasɨk o naiuən.
HEB.12.13	“Otol suatɨp rəhatəmat tətuatɨp wɨr,
HEB.12.13	məmə pah un itəm noataliwək kələh, nelkɨn təmɨmɨs,
HEB.12.13	nelkɨn okol təsərat agɨn-əhən, miet rəkɨs,
HEB.12.13	məto in otəpanəwɨr mɨn.”
HEB.12.14	Otalkut məmə onakatɨg wɨr itəmat netəmim rafin e nəməlinuən.
HEB.12.15	Otəto wɨr itəmat məmə itəmat kit itəm tətaiu matuwɨn otəpou e nəlugɨ suatɨp, kən məsosən nəwɨrən rəha Uhgɨn.
HEB.12.16	Oatəto wɨr itəmat məmə suah kit təsit əpnapɨnən iərman o pətan.
HEB.12.17	Itəmat nəkotɨtun məmə uarisɨg, nɨkin otəpanuwɨn mɨn e nepətən rəha nəmtɨ-nɨpɨn. Kən təmalkut pɨk məmə rəhan tata otəfak məhlman nəwɨrən kit kəm in. Məto nat əpnapɨn məmə təmətasək pɨk pap ron,
HEB.12.18+HEB.12.19+HEB.12.20+HEB.12.21	Aupən ikɨn, noanol mɨn rəha Isrel, kəmotuwɨn e nɨtot asol u Sinae, e nətueintən u. Kən ikɨn əh, kəmotəplan nɨgəm itəm tatuəp, kən napinəpən asol təmeiuaiu mɨrəfin nat, kən kəmotəto nɨmətag asol ne təwi tətagət əfəməh,
HEB.12.18+HEB.12.19+HEB.12.20+HEB.12.21	Məto itəmat nəsotuwamən ikɨn-u.
HEB.12.22	Itəmat nəmotuwa e nɨtot u Saeon,
HEB.12.23	Kən itəmat nəmotuwa e nuəfɨmɨnən asol rəha netəmim rəha Uhgɨn, itəm kotahmen e netəm kəmotaupən kaiir u rəhan mɨn,
HEB.12.24	Itəmat nəmotuwa o Iesu u, in suatɨp rəha nəniəkɨsən wi rəha nasituən u itəm Uhgɨn təmol kəm itat. Kən nəmotuwa o nɨta Iesu, itəm in təmorautin-pən
HEB.12.25	O natɨmnat mɨn u, oatəto wɨr itəmat, məmə itəmat onəsotəuhlinən məntaatəmat o Uhgɨn
HEB.12.26	Nian aupən, nəwia Uhgɨn təməloal e nəptən.
HEB.12.27	Nian Uhgɨn tatəghat-in məmə, “Nian kit mɨn əh-ikɨn,” nɨpətɨn un məmə in otatɨgtɨg
HEB.12.28	O nat u, təwɨr məmə kitat kotən tagkiu o Uhgɨn, məto-inu kitat koatos nego rəha Uhgɨn u, kəruru nəloal-əloalən lan, kən okol təsietən nian kit.
HEB.12.29	məto-inun Uhgɨn rəhatat, in tahmen e nɨgəm asol kit itəm tatuwaan ətɨp natɨmnat rafin.
HEB.13.1	Təwɨr məmə nəkotəkəike əh moatol nolkeikeən kəm itəmat mɨn tahmen e piatəmat mɨn.
HEB.13.2	Sotaluinən nehmən iapɨspɨs mɨn itəm koatuwa imatəmat ikɨn.
HEB.13.3	Sotaluinən netəm kotatɨg e kalapus.
HEB.13.4	Pəs netəmim rafin kotɨsiai-in natɨgən rəha marɨt, məmə in tasim nian rafin.
HEB.13.5	Ətul-pən isəu o nolkeikeən rəha məni.
HEB.13.5	“Okol esapəsən ik,
HEB.13.5	məsəhlmanən ik nian kit”
HEB.13.6	Kən tol nəhlan kitat kotɨtun əsas, kən moatən məmə,
