MAT.1.1	Ginn kaw lə Jeju Kirisitɨ kɨ ngonnkaw *Dabidɨ, kɨ ngonnkaw *Abiraham ə to kin: 
PHP.1.23	Nan nya’gɨ joo isɨ ndɔri’m’in yanan: m’ndigɨ kadɨ m’tusɨ dɔnangɨ kin m’inyə, ə m’aw m’njɨ kadɨ Kirisitɨ’tɨ. In kin ə in nya kɨ to sotɨ ngayn. 
PHP.1.24	Ningə kisɨ’m dɔnangɨ’tɨ ne, maj’a to’tɨ ngayn tadɔ lə’se. 
PHP.1.25	Nga ningə, m’gər majɨ, ujə’m roy kadɨ m’a m’njɨ dɔnangɨ’tɨ ne ɓay, m’a m’in kadɨ’se’tɨ ne pətɨ ɓay tadɔ kaw kete lə’se, tadɔ rɔnel lə’se me kunme’tɨ. 
PHP.1.26	Lo kin’tɨ, lokɨ m’təl m’te dann’se’tɨ ə, kɨ takul’m, a gəri row tɔjɨ kɨ isɨ me tɔ Kirisitɨ’tɨ kin ar njay.
PHP.1.27	Nan k’in ə, kadɨ panjiyə’se in kigo Poyta’tɨ kɨ majɨ lə Kirisitɨ, kadɨ re m’re dann’se’tɨ, eke m’in sanyi sese kaa, m’oo ta kɨ dɔ’se’tɨ majɨ. Kadɨ m’oo poy’se tokɨ uwəi tɔgɨ’se ba me ndil’tɨ kɨ kare, indəi rɔ’se nan’tɨ, rɔi kɨ me kɨ kare kigo me’se’tɨ kɨ uni adi dɔ Poyta’tɨ kɨ majɨ. 
PHP.1.28	Ningə inyəi tarow adi njeta’gɨ lə’se uləi ɓol kare me’se’tɨ el. Lokɨ inyəi tarow adɨ uləi ɓol me’se’tɨ el, a to taga kadɨ in de’gɨ kɨ uni row kɨ kaw tujɨ’tɨ, ə ingɨ, uni row kajɨ tɔ. Ningə pətɨ, in ndigɨ lə Luwə kadɨ to to be. 
PHP.1.29	Tadɔ kɨ ɔjidɔ Kirisitɨ, Luwə ra sese majɨ adɨ uni me’se adi’ə par el, nan adɨ ingəi kon tadɔ li’ə tɔ. 
PHP.1.30	Ningə kɨ ngɔsine kin, ingɨ uləi rɔ’se me rɔ’tɨ kɨ kete m’njɨ m’rɔ kakin tɔ. Rɔ kin, ɓone ge kin kaa m’njɨ ta’tɨ ne m’njɨ m’rɔ tokɨ in gəri
PHP.2.1	Tokɨ ka kɨ Kirisitɨ ulə’n dingəm me’se’tɨ, tokɨ ingəi tɔgɨ me ndigɨ nan’tɨ, tokɨ Ndil dɔ’n’se nan’tɨ, tokɨ me’se to’n dɔ nan’tɨ, isɨ ɔji k’oo kumtondoo lə’se kɨ rɔ nan’tɨ, 
PHP.2.2	m’dəjɨ’se kadɨ adi’m’in rɔnel me kuwə nan me’se’tɨ lə’se kin. Adi ndiginan kɨ kare inɓe kin ə uwə me’se, adi me’se in kare, indəi rɔ’se nan’tɨ. 
PHP.2.3	Rai nya madɨ kare kɨ hal ni kɨ ra el, taa hal kɔjɨ rɔ el tɔ. Nan kɨ dɔ kɨ sɔl lɔm, kadɨ de kɨ nungɨ oo madɨ’ne to kibo dɔ’ne’tɨ. 
PHP.2.4	Kadɨ de madɨ sangɨ majɨ lə rɔ’ne inɓe par el, nan kadɨ sangɨ majɨ lə ndəgə’gɨ tɔ taa. 
PHP.2.5	Kadɨ panjiyə’se kɨ rɔ nan’tɨ in panjiyə de’gɨ kɨ nje kində rɔ’de nan’tɨ me tɔ Kirisitɨ.
PHP.2.6	Kirisitɨ kɨ, lo kulə ngirə’tɨ nu, re oo nya’gɨ kɨ rɔ’a’tɨ pətɨ ə, in Luwə inɓe par, nan sangɨ kadɨ n’uwə majirɔ’ne kɨ ji kasɨ kɨ asɨ nan kɨ Luwə kin el.
PHP.2.7	Ɔr tɔɓar kin dɔ’ne’tɨ kɔ to k’ɔr yo,
PHP.2.7	Ra rɔ’ne njekuləɓər’tɨ,
PHP.2.7	Təl rɔ’ne to de’tɨ,
PHP.2.7	Adɨ de’gɨ gəri’ə me nya’gɨ’tɨ pətɨ tokɨ in de.
PHP.2.8	Sɔl dɔ’ne,
PHP.2.8	Təl rɔ’ne go ta’tɨ bitɨ oy’n,
PHP.2.8	Koy kɨ dɔ kagidəsɨ’tɨ.
PHP.2.9	In tadɔ kin ə, Luwə un dɔ’a taa ad’a ra ngaw,
PHP.2.9	Ad’a tɔ kɨ in dɔ tɔ’gɨ’tɨ pətɨ.
PHP.2.10	Tadɔ kunme me tɔ Jeju’tɨ,
PHP.2.10	Nyakində’gɨ pətɨ kɨ dɔran’tɨ,
PHP.2.10	Dɔnangɨ’tɨ kɨ ginn dɔnangɨ’tɨ
PHP.2.10	Ɔsi məkəsɨ’de nanga non’a’tɨ,
PHP.2.11	Ə kadɨ ta te ta de’gɨ’tɨ pətɨ tokɨ Jeju Kirisitɨ in Burəɓe,
PHP.2.11	Kadɨ tɔ Luwə kɨ Baw’je ɓarɨ’n
PHP.2.12	Njendigɨ’m’gɨ kɨ majɨ, to kɨ ka kɨ rai go ndu’m’tɨ kɨ ndɔ’gɨ ndɔ’gɨ, dɔkagilo kɨ m’in’n dann’se’tɨ, kadɨ rai kɨ dɔkagilo kɨ oyi m’in dann’se’tɨ par el, nan dɔkagilo kɨ m’goto’n dann’se’tɨ ne inɓe kin kaa, kadɨ rai kulə dɔ kajɨ’tɨ lə’se kɨ ɓol Luwə, kɨ dɔ kɨ sɔl. 
PHP.2.13	Tadɔ Luwə inɓe ə ində ndigira me’se’tɨ num, ɔsɨ’se adɨ rai num, kigo kɔjira’tɨ li’ə. 
PHP.2.14	Rai nya’gɨ pətɨ kɨ kanjɨ ɓarta kɨ kanjɨ kɔl, 
PHP.2.15	kadɨ ta madɨ goto dɔ’se’tɨ, kadɨ in de’gɨ kɨ kar njay, kadɨ in ngann’gɨ lə Luwə kɨ inyəi adɨ nya kɨ majel kare be ka ratɨ rɔ’je’tɨ el, dann de’gɨ’tɨ kɨ uri mu sulə kɨ, de’gɨ kɨ ndigi kuləra kɨ majel par, kɨ me dɔnangɨ’tɨ ne. Kadɨ unji dann’de’tɨ to por kɨ unjɨ dɔ dɔnangɨ’tɨ
PHP.2.16	lokɨ a iləi’de mbər ta kajɨ. Lo kin’tɨ, m’a m’un’se kadɨ m’ində’n gu’m, ndɔ təl Kirisitɨ’tɨ. Tadɔ m’anyi ngodɨ kɨ rɔ’m to’m kɨ ndangɨ kare el. 
PHP.2.17	Re kadɨ mosɨ’m osɨ nanga dɔ kulə’tɨ kɨ m’ra, kadɨ kɨ m’un’n kunme lə’se to kadikare m’adɨ Luwə ə, m’ra rɔnel, ningə kadɨ rɔnel lə’m kin in rɔnel lə’se pətɨ. 
PHP.2.18	Ningə ingɨ kaa, kadɨ rai rɔnel tɔ, ə adi rɔnel lə’se in rɔnel lə’m tɔ.
PHP.2.19	M’gər dɔ’m’tɨ majɨ kadɨ me tɔ Burəɓe Jeju’tɨ, nanyi ngayn el kadɨ m’a m’ulə kɨ Timote rɔ’se’tɨ non kadɨ re kɨ poy’se adɨ’m kadɨ m’in kaa m’ingə’n tɔgɨ tɔ. 
PHP.2.20	Timote kɨ kar’ne ba ə kanyi sə’m ta kɨ uwə me’m, adɨ ta on me’ə ə isɨ mərta dɔ’se’tɨ. 
PHP.2.21	Ndəgə’gɨ pətɨ, kanyi ngodɨ tadɔ majɨ lə rɔ’de inɓe par ə uwə me’de, um ngodɨ lə Jeju Kirisitɨ el. 
PHP.2.22	Nan in, tɔjɨ kɨ taga adɨ de’gɨ gəri’ə to ngonn kɨ nje njiyə nja baw’ne’tɨ. Ində rɔ’ne ta kulə kiləmbər Poyta’tɨ kɨ majɨ sə’m. 
PHP.2.23	M’gər kadɨ in ə m’a m’ulə kɨ rɔ’se’tɨ lokɨ m’a m’oo ta kɨ dɔ’m’tɨ ar njay. 
PHP.2.24	Taa m’gər dɔ’m’tɨ majɨ, kadɨ me tɔ Burəɓe’tɨ, dɔkagilo ngayn el ə, darɔ’m m’inɓe, m’a m’re kadɨ m’oo’se.
PHP.2.25	Ningə kɨ ngɔsine kin, m’oo majɨ ngayn kadɨ m’təl m’ulə ngonnkon’je Epapiroditɨ, kɨ in madikulə’m kɨ madɨ rɔ lə’m rɔ’se’tɨ gogɨ. In kɨ uləi’ə kadɨ re kɨ nya’gɨ kɨ m’aw ndoo’ə, kadɨ ra sə’m
PHP.2.26	Epapiroditɨ ndigɨ ngayn kadɨ n’oo’se pətɨ, ningə sangɨ kɨ rɔ tinyi’ne, tadɔ monyi ra’a, adɨ oyi ta’a. 
PHP.2.27	Monyi ra’a, kɨ koy’o in ndəkba, nan Luwə oo kumtondoo li’ə. Ningə in kumtondoo li’ə par el, nan in kumtondoo lə’m tɔ ə Luwə oo, kadɨ m’ingə metujɨ kɨ rangɨ dɔ mad’a’tɨ ɓay el. 
PHP.2.28	M’sangɨ kadɨ m’ulə rɔ’se’tɨ gogɨ kalangɨ, kadɨ re oyi’ə ə, ingəi rɔnel, ə kadɨ m’in kaa me’m osɨ’n kɨ nanga tɔ. 
PHP.2.29	Lo kin’tɨ, majɨ kadɨ uwəi’ə kɨ rɔ’se’tɨ kɨ rɔnel ngayn, me tɔ Burəɓe’tɨ. Ko de’gɨ kɨ to in be kin, majɨ kadɨ ɔsigonn’de. 
PHP.2.30	Tadɔ nanyi nden ba kadɨ ingə koy tadɔ kulə lə Kirisitɨ. Un rɔ’ne ilə kɔ, kadɨ re ra sə’m tor’se’tɨ, me nya’tɨ kɨ inɓe’gɨ asi kadɨ rai adi’m’in el.
PHP.3.1	Kɨ ngɔsine kin ngannkon’m’gɨ, majɨ kadɨ rai rɔnel me kində rɔ nan’tɨ kɨ Burəɓe. Nya kɨ a ɔgɨ’m kadɨ m’təl m’el’se ko ta kɨ kare kɨ m’el’se kete nga kin goto. Ningə kɨ rɔ’se’tɨ ə, in nya kɨ majɨ sese to majɨ yo. 
PHP.3.2	Majɨ kadɨ indəi kumkədɨ dɔ rɔ’se’tɨ kɨ rɔ de’gɨ’tɨ kɨ rai rɔ’de to busɨ’gɨ be kam, kɨ rɔ de’gɨ’tɨ kɨ in nje ra kulə kɨ me’de kɨ majel, kɨ rɔ de’gɨ’tɨ kɨ nje k’oo mɔtɨ kɨ kujə to nya kɨ ngayn. 
PHP.3.3	Njekujəmɔtɨ’de’gɨ kɨ rɔta’tɨ in j’ingi, tadɔ j’isɨ jɨ gosi Luwə kɨ row lə Ndil’ə, rɔ’je nəl’je ngayn kadɨ j’ində rɔ’je nan’tɨ kɨ Jeju Kirisitɨ, ningə j’uwəi kul rɔ’je el tɔ. 
PHP.3.4	Nan kɨ rɔta’tɨ, m’aw kɨ ta kɨ asɨ kadɨ m’uwə’n kul rɔ’m. Kin ə de madɨ oo kadɨ n’asɨ kuwə kul rɔ’ne ə, m’in m’asɨ kuwə kul rɔ’m m’utə de’ə kin. 
PHP.3.5	Ujəi mɔtɨ’m ndɔ kɨ kon jijoo lə ndɔ kojɨ’m, m’in ngonn *Isirayel, ginn kojɨ’tɨ lə Benjamen, m’in Ebirə kɨ me mosɨ’tɨ, ningə kɨ ɔjidɔ ndukun, m’in me kutɨ’tɨ lə *Parisɨ’gɨ. 
PHP.3.6	Kɨ ɔjidɔ tingəbil, m’in njekində kum njekawnan’gɨ ndoo, kɨ ɔjidɔ təl rɔ go ndukun’tɨ, m’in kɨ kanjɨ ta madɨ dɔ’tɨ
PHP.3.7	Nga ningə, nya’gɨ kin kɨ kete m’oo’de to nya kɨ ngayn, ngɔsine m’oo’de to nya kɨ kɔ kare tadɔ lə Kirisitɨ. 
PHP.3.8	M’oo’de to nya kɨ kɔ kare, lokɨ m’un’de m’ɔjɨ kadɨ nyamajɨ’tɨ kɨ ətɨ ɓol kɨ in gər kɨ m’gər Jeju Kirisitɨ kɨ Burəɓe lə’m. Tadɔ lə Kirisitɨ, m’inyə nya’gɨ pətɨ kɔ, m’oo’de to nya kɨ dɔ yiwi be. M’ra be kadɨ m’in’n nan’tɨ kɨ Kirisitɨ, 
PHP.3.9	kadɨ m’in me ji’ə’tɨ. Ningə kadɨ in kɨ takul kɨ ra wa m’ra dana me ndukun’tɨ el, nan kadɨ in kɨ takul kuləra Kirisitɨ. Kadɨ in kɨ takul kɔrtadɔtɨ kɨ Luwə ɔr kɨ gorow kunme kadɨ Kirisitɨ. 
PHP.3.10	Nya kɨ uwə me’m, ində’n ta kadɨ m’gər Kirisitɨ, taa kadɨ m’gər tɔgɨ kin kɨ ində’n taa lo koy’tɨ. Ningə kadɨ m’ingə ko kon li’ə kin, ə kadɨ m’oy ko koy li’ə kin tɔ. 
PHP.3.11	Be kadɨ to re to bann ə, m’ində taa lo koy’tɨ, dann njekoy’gɨ’tɨ.
PHP.3.12	Tokɨ rɔta’tɨ, nya kɨ m’njɨ m’anyi ngodɨ tadɔ’a kin, m’ində ji’m dɔ’tɨ el ɓay, taa m’in de kɨ gəsirə gəsirə el ɓay tɔ. M’nanyi kɨ lo kanyi ngodɨ’tɨ kadɨ m’ində ji’m dɔ’tɨ, tadɔ m’inɓe kɨ dɔ’m, Jeju Kirisitɨ ində ji’ne dɔ’m’tɨ. 
PHP.3.13	Ngannkon’m’gɨ, m’gər kadɨ m’ində ji’m dɔ nya’tɨ kɨ m’njɨ m’anyi ngod’o kakin el ɓay, ningə nya kare kɨ m’ra, me’m oy dɔ nya’gɨ kɨ go’m’tɨ, m’ində tɔgɨ dɔ rɔ’m’tɨ kadɨ ji’m ɔdɨ nya kɨ in non’m’tɨ kin yo. 
PHP.3.14	M’anyi ngodɨ sɔw dɔ nya kɨ in non’m’tɨ, kadɨ m’ingə nya kugəgojɨ kɨ Luwə ɓar’je kadɨ adɨ’je dɔran’tɨ kɨ gorow lə Kirisitɨ. 
PHP.3.15	J’in kɨ jɨ tɔgi gangɨ me ndil’tɨ, majɨ kadɨ mərta lə’je ra nanga dɔ lokɨ m’el ta’tɨ kin. Nga ningə, kin ə re nya madɨ to, ə ndu’se asɨ nan dɔ’tɨ el ningə, Luwə a te kum’se dɔ’tɨ. 
PHP.3.16	Re in ri ə ra nya kaa, adɨ jɨ njiyəi nan’tɨ tokɨ j’in nu bitɨ jɨ tei ne kin. 
PHP.3.17	Ngannkon’m’gɨ, majɨ kadɨ ndaji’m’in, ə kadɨ kum’se in go nja de’gɨ’tɨ kɨ isɨ njiyəi kigo lo njiyə’gɨ’tɨ tokɨ in gəri. 
PHP.3.18	Tadɔ ngayn’gɨ, njiyə’de ɔsɨ ta koy Kirisitɨ dɔ kagidəsɨ’tɨ. Ningə in ta kɨ m’el’se kɨ dɔkagilo’gɨ pətɨ, nan m’təl m’el’se ɓone ɓay, kɨ mann non kum’tɨ. 
PHP.3.19	In de’gɨ kɨ ta tɔlta’de in tujɨ, tadɔ luwə lə’de in kanda’de, taa tɔɓar lə’de in me nya’tɨ kɨ to rɔsɔl’tɨ tɔ, ningə nya kɨ uwə me’de, in nya kɨ dɔnangɨ’tɨ ne par. 
PHP.3.20	Nan j’in ə, j’in ngannjeɓe’gɨ kɨ dɔran’tɨ. Dɔran kɨ in lo kɨ j’isɨ jɨ nginə njekajɨ’je, Burəɓe lə’je Jeju Kirisitɨ kadɨ ində’tɨ to re ingə’je. 
PHP.3.21	Jeju a mbəl darɔ’je kɨ tɔg’ɔ goto, kɨ a oy kin, kadɨ təl to to darɔ’a kɨ aw kɨ tɔjɨ kɨ ətɨ ɓol kin be. A ra kulə kin kɨ tɔgɨ kɨ awɨ’n kadɨ uwə’n nya’gɨ pətɨ ginn tɔgɨ’ne’tɨ.
PHP.4.1	Ngannkon’m’gɨ kɨ njendigɨ lə’m, m’ndigɨ ngayn kadɨ m’təl m’oo’se. Ingɨ, in nya rɔnel lə’m, in jɔgɨ kɔsikurə kɨ isɨ dɔ’m’tɨ. Lo kin’tɨ, njendigɨ lə’m, majɨ kadɨ uwəi tɔgɨ’se ba to kin be, njiyəi nan’tɨ kɨ Burəɓe.
PHP.4.2	M’uwə nja Ebodi in kɨ Sentisɨ, m’dəjɨ’de kadɨ adi me’de in kare me kində rɔ nan’tɨ kɨ Burəɓe. 
PHP.4.3	Nga ningə in madikulə’m kɨ majɨ, m’dəj’i kadɨ ra se’de adɨ ndu’de osɨ go nan’tɨ, tadɔ in dene’gɨ kɨ indəi rɔ’de nan’tɨ sə’m, rɔi tadɔ Poyta kɨ majɨ. Rɔi, nan’tɨ kɨ Kileman ge kɨ ndəgɨ madikulə’m’gɨ kɨ rangɨ pətɨ kɨ Luwə ində tɔ’de me makitu kajɨ’tɨ.
PHP.4.4	Rai rɔnel kɨ dɔkagilo’gɨ pətɨ me njiyə nan’tɨ kɨ Burəɓe. M’təl m’el’se ɓay, rai rɔnel! 
PHP.4.5	Majɨ kadɨ de’gɨ pətɨ gəri ra majɨ lə’se. Burəɓe a re ngɔsine. 
PHP.4.6	Ningə, kadɨ adi me’se ra sururu dɔ nya madɨ’tɨ el. Me nya’gɨ pətɨ kɨ to rɔ’se, majɨ kadɨ indəi non Luwə’tɨ, eli si’ə ta, nonyi dɔ’a’tɨ, ə rai’ə oyo tɔ. 
PHP.4.7	Nga ningə, lapiya lə Luwə kɨ utə nyagər lə de, a ngəm ngarme’se kɨ mərta’gɨ lə’se me kində rɔ nan’tɨ kɨ Jeju Kirisitɨ.
PHP.4.8	Kɨ ngɔsine kin ngannkon’m’gɨ, majɨ kadɨ nya’gɨ pətɨ kɨ in nya kɨ rɔta’tɨ, nya kɨ de’gɨ piti, nya kɨ in nya kɨ dana, nya kɨ ar njay, nya kɨ de’gɨ ndigɨ, nya kɨ de’gɨ ɔsikurə, nya kɨ tɔ’a ɓar, nya kɨ de’gɨ uləi tɔjɨ dɔ’tɨ, ə kadɨ uwə me’se. 
PHP.4.9	Nya kɨ m’ndo’se, nya kɨ ingəi rɔ’m’tɨ, nya kɨ oyi ta’m’tɨ, kɨ nya kɨ oyi rɔ’m’tɨ, majɨ kadɨ uni rai kulə. Ningə Luwə kɨ nje kadɨ lapiya a in nan’tɨ sese.
PHP.4.10	Rɔ’m nəl’m ngayn me kində rɔ nan’tɨ kɨ Burəɓe, lokɨ m’oo tɔji kɨ taga ɓone tokɨ me’se to dɔ’m’tɨ. Me’se kin to dɔ’m’tɨ be mayinu, nan tarow kɨ kadɨ tɔji’m’in adɨ m’gər ə ingəi el. 
PHP.4.11	Nga ningə, m’elta kin be tadɔ nya kɨ to rɔ’m, el jagɨ. Tadɔ m’in de kɨ m’gər lo ra rɔnel dɔ nya’tɨ kɨ to ji’m’tɨ. 
PHP.4.12	M’gər kisɨ me ndoo’tɨ, taa m’gər kisɨ me nyakingə’tɨ tɔ. Me nya’gɨ’tɨ pətɨ, kɨ lo’gɨ pətɨ, m’gər kisɨ me ndann’tɨ kɨ me ɓo’tɨ, me nya tombar’tɨ kɨ me nya torɔ’tɨ. 
PHP.4.13	M’asɨ kadɨ m’dɔɔ me’m me nya’gɨ’tɨ pətɨ kɨ takul Kirisitɨ kɨ nje kadɨ’m tɔgɨ. 
PHP.4.14	Nga ningə, in nya kɨ majɨ ə rai kadɨ indəi rɔ’se nan’tɨ sə’m dɔ kon’tɨ lə’m. 
PHP.4.15	In Pilipɨ’gɨ, inɓe’gɨ gəri majɨ tokɨ, lo kulə ngirə kiləmbər Poyta’tɨ kɨ majɨ, lokɨ m’aw kadɨ m’inyə dɔnangɨ kɨ Maseduwann’tɨ
PHP.4.16	Lokɨ m’in Tesalonikɨ’tɨ, uləi kɨ nya kɨ m’aw ndoo’ə asɨ nja joo kare, rai sə’m
PHP.4.17	Ningə in kadikare ə m’njɨ m’sangɨ ji’se’tɨ el, nan m’njɨ m’sangɨ kadɨ kɔr ramajɨ lə’se aw kɨ dɔ mad’a’tɨ dɔ mad’a’tɨ. 
PHP.4.18	Kɨ ngɔsine kin, nya’gɨ kɨ m’aw ndoo’ə ka m’ingə pətɨ tɔ nga. M’ingə kɨ to mbar mbar rɔ’m’tɨ, nya kɨ nal’m goto, lokɨ Epapiroditɨ adɨ’m nya kɨ adi’ə kadɨ adɨ’m kin. Nya kɨ adi’m’in kin to to kadikare kɨ banyinan ətɨ majɨ, kɨ Luwə taa, kadikare kɨ nəl’ə. 
PHP.4.19	Lo kin’tɨ, Luwə a adɨ’se nya’gɨ pətɨ kɨ ai ndoo’ə, kigo nyakingə’tɨ li’ə kɨ ətɨ ɓol kɨ gorow lə Jeju Kirisitɨ. 
PHP.4.20	Ningə kadɨ kɔsikurə in kɨ dɔ tɔ Luwə’tɨ kɨ Baw’je kɨ dɔkagilo’gɨ kɨ dɔkagilo’gɨ. *Amen!
PHP.4.21	Uwəi ji njekunme’gɨ pətɨ me tɔ Jeju Kirisitɨ’tɨ adi’m’in. Ngannkon’m’gɨ kɨ in sə’m ne uwəi ji’se. 
PHP.4.22	Taa njekunme’gɨ pətɨ uwəi ji’se tɔ. Kibo ngayn in nje kɨ isɨ rai kulə me kəy’tɨ lə nje konɓe kɨ boi Sejar.
PHP.4.23	Kadɨ memajɨ lə Burəɓe Jeju Kirisitɨ in nan’tɨ sese pətɨ. Ta goto nga.
COL.1.1	M’in Pol kɨ njekawkulə lə Jeju Kirisitɨ kigo ndigɨ’tɨ lə Luwə, nan’tɨ kɨ ngonnkon’je Timote ə jɨ ndangɨ makitu kin, 
COL.1.2	j’adɨ’se in de’gɨ lə Luwə kɨ sii me ɓe’tɨ kɨ Kolosɨ, in ngannkon’je’gɨ kɨ nje ra nya kɨ low’ə’tɨ me tɔ Kirisitɨ’tɨ. Kadɨ Luwə kɨ Baw’je adɨ’se ramajɨ kɨ lapiya.
COL.1.3	Jɨ ra oyo Luwə kɨ Baw Burəɓe lə’je Jeju Kirisitɨ, dɔkagilo’gɨ pətɨ kɨ j’isɨ j’el si’ə ta tadɔ lə’se. 
COL.1.4	Jɨ ra’a oyo tadɔ j’oo poy kunme lə’se kɨ uni adi Jeju Kirisitɨ, kɨ ndigɨ kɨ in ndigi de’gɨ pətɨ kɨ in de’gɨ lə Luwə. 
COL.1.5	Kunme kɨ ndiginan kin, ginn’de in dɔ nya kindəmedɔtɨ lə’se kɨ Luwə isɨ ngəm me dɔran’tɨ adɨ’se. In gəri nya kindəmedɔtɨ kin kɨ takul kiləmbər Poyta kɨ majɨ kɨ in ta kɨ rɔta’tɨ kin. 
COL.1.6	Poyta kɨ majɨ kin aw bitɨ te rɔ’se’tɨ. Ningə asɨ dɔnangɨ ba pətɨ, te kɨ kandɨ nya, ə aw kɨ kete kete tokɨ to’n dann’se’tɨ kin be tɔ, ulə ngirə me ndɔ’tɨ inɓe kɨ oyi poyta kɨ ɔjidɔ memajɨ lə Luwə, taa gəri memajɨ kin tokɨ nya kɨ rɔta’tɨ. 
COL.1.7	In Epapirasɨ, kɨ in madɨ’je kɨ ngayn me kulə’tɨ ə ndo’se nya’gɨ kin. In de kɨ nje ra nya kɨ low’ə’tɨ me k’in ə njekuləɓər lə Kirisitɨ dann’se’tɨ. 
COL.1.8	Ningə in ə el’je ta dɔ ndigɨ nan’tɨ kɨ Ndil Luwə adɨ’se.
COL.1.9	Be ə, j’in kaa, ndɔ’tɨ inɓe kɨ j’oo’n poyta lə’se kin, j’inyə ta kelta kɨ Luwə tadɔ lə’se el. Jɨ dəj’ə kadɨ adɨ’se gəri ndigɨ li’ə majɨ kɨ takul gosɨ kɨ nyagər kɨ Ndil’ə adɨ’se. 
COL.1.10	Lo kin’tɨ, panjiyə’se a in panjiyə de’gɨ lə Burəɓe kɨ nəl’ə me nya’gɨ’tɨ pətɨ, a in panjiyə kɨ aw kɨ kete kete me kuləra kɨ majɨ’tɨ, ə a tɔgi me gər Luwə’tɨ par par tɔ. 
COL.1.11	Jɨ dəjɨ Luwə kadɨ adɨ’se tɔgɨ me nya’gɨ’tɨ pətɨ kɨ takul tɔg’ɔ kɨ ətɨ ɓol, kadɨ uwəi tɔgɨ’se ba me nya’gɨ’tɨ pətɨ, kɨ kisidɔtɨ kɨ koreme tɔ. 
COL.1.12	Rai oyo Luwə kɨ Baw’je kɨ rɔnel tokɨ adɨ’se asi kingə nya nduwə kɨ isɨ ngəm me ɓekon’tɨ li’ə kɨ ndolo, tadɔ de’gɨ kɨ in yan’a’gɨ. 
COL.1.13	In ə, ɔr’je ginn tɔgɨ’tɨ lə lo kɨ diw, re se’je me Konɓe’tɨ lə Ngonn’o kɨ njendigɨ li’ə. 
COL.1.14	Kɨ takul Ngonn’o kin ə, j’in’n kɨ taa k’ilə taa, ningə majel’gɨ lə’je in kɨ k’inyə go kɔ tɔ. 
COL.1.15	Ngonn kin, in banakum Luwə kɨ de asɨ k’oo’ə el. In Ngonn dər nyakində’gɨ pətɨ. 
COL.1.16	Tokɨ rɔta’tɨ, in kɨ takul’ə ə Luwə ra’n nya’gɨ pətɨ kɨ me dɔran’tɨ num, kɨ dɔnangɨ’tɨ ne num tɔ. Nya’gɨ kɨ de oo’de kɨ kum’ne, kɨ nya’gɨ kɨ de oo’de kɨ kum’ne el, re in ngar’gɨ, eke nje konɓe’gɨ ba pətɨ kaa, kɨ tɔgɨ kɨ utə, in kɨ takul’ə ə Luwə ra’n nya’gɨ kin pətɨ num, taa in kɨ tadɔ li’ə num tɔ. 
COL.1.17	Kirisitɨ in non nyakində’gɨ’tɨ pətɨ. Ningə in kɨ takul’ə ə, nya’gɨ pətɨ kɨ Luwə ra’de, rai kɨ dɔ’de taa tɔ. 
COL.1.18	Kirisitɨ inɓe in kibo dɔ Njekawnan’gɨ’tɨ, kɨ in darɔ’a. Inɓe ə in kulə ngirə nya, in de kɨ dɔkete kɨ te dann nje koy’gɨ’tɨ. Be tadɔ me nya’gɨ’tɨ pətɨ, in kɨ dɔkete. 
COL.1.19	Tadɔ Luwə ge kadɨ nya’gɨ pətɨ kɨ rɔ’ne’tɨ asɨ nan berere rɔ Kirisitɨ’tɨ. 
COL.1.20	Ningə in kɨ takul Kirisitɨ ə Luwə ndigɨ kadɨ de’gɨ pətɨ kɨ dɔnangɨ’tɨ ne uləi nojɨ nan’tɨ sə’ne. In kɨ takul mosɨ Ngonn’o kɨ anyi dɔ kagidəsɨ’tɨ kin ə, Luwə adɨ lapiya re’n dɔnangɨ’tɨ ne eke dɔran’tɨ. 
COL.1.21	Ningə ingɨ kɨ kete in mbah’gɨ takum Luwə’tɨ, in njeban’gɨ li’ə tadɔ ta mərta’gɨ lə’se, kɨ nya ra’se’gɨ kɨ majel. 
COL.1.22	Nan ngɔsine Luwə ulə nojɨ nan’tɨ sese kɨ takul darɔ Kirisitɨ kɨ gorow koy’o, kadɨ ra adɨ tei takum Burəɓe’tɨ to de’gɨ kɨ ar njay num, kɨ kanjɨ yoro num, ta kɨ kanjɨ ta madɨ dɔ’se’tɨ num tɔ. 
COL.1.23	Ningə, majɨ kadɨ rai dɔ nja’se’tɨ me kunme’tɨ. Kunme kin ə in ginn kəy kɨ ngan kɨ rai dɔ’tɨ, kɨ kanjɨ kadɨ nya madɨ ɔr’se aw sese sanyi kɨ nya kindəmedɔtɨ lə’se kɨ Poyta kɨ majɨ adɨ’se kin. Poyta kɨ majɨ kɨ in kɨ kiləmbər’ə kadɨ de’gɨ pətɨ kɨ dɔnangɨ’tɨ ne kin. Ningə in ə m’in Pol m’in njerakulə.
COL.1.24	Ngɔsine, rɔ’m nəl’m tadɔ kon’gɨ kɨ m’njɨ m’ingə tadɔ lə’se. Tokɨ rɔta’tɨ, me rɔ’m’tɨ, kɨ tadɔ majɨ lə *Njekawnan’gɨ kɨ in darɔ Kirisitɨ, m’tɔlta kon’gɨ kɨ nanyi kadɨ Kirisitɨ ingə. 
