MAT.1.1	Akko kitawu
JHN.2.11	Adǝma awo Isa bǝla Kana cidi Galileyelan cǝdǝnadǝ, tima alamanju ajabba burwoye wo. Adǝgainin darajanjua fǝlejiye fuwurawanju tia kasatkera.
JHN.2.12	Ngawo adǝyen ti-a yanju-a yanjugǝnaso-a fuwurawanju-a rokko bǝrni Kafarnaambero lejane kawu ganaro nadǝn napkera.
JHN.2.13	Sala yaudiyaye Laya Njǝkkayirambe sanju karǝngenniya, Isa Jerujalembo leyeno. 
JHN.2.14	Curo Fado Alayen am dalo so, ngǝlaro so, tattawar so caladi ye, canjimaso napkada yea nayeyeno. 
JHN.2.15	Daji Isa jelan kirwo catte tayi sammaa ngǝlaro-a dalo-a kundenno Fado Alayedǝn duyeno. Koro wuɍi canjimasoyedǝa cidiro fije tewurnjadǝa tǝmbalje 
JHN.2.16	tattawar ladomasodǝro: «Ngonowo ani ngaa na adǝn tuluwowo! Bare Fado Bawaniyedǝa kasuwuro kalanguwwi!» yeno. 
JHN.2.17	Daji fuwurawanjudǝ awo kitawulan ruwuwada adǝa takkera: «Kǝla fannǝmba raakkǝnayen kuttuye wua sesi.»
JHN.2.18	Daji yaudiyadǝye
JHN.2.19	Isaye tayiro: «Fado Alaye adǝa wurnowo, wu ye curo kawu yakkuyen waldǝkke tia tandǝkki,» yeno. 
JHN.2.20	Daji yaudiyadǝye tiro: «A! Fado Alaye adǝa tandoro kǝrwu fidewun arakkun cado duwon, ni curo kawu yakkuyen waldǝme tandǝmi?» yera. 
JHN.2.21	Amma fado duwon Isa kǝlanjun mana cǝdǝnadǝ tiyinju. 
JHN.2.22	Adǝ nangaro Isa walde karmolan cijǝnaye ngawon, fuwurawanju ye mana adǝa wuljǝnadǝa takcane kitawudǝ-a mana Isayedǝ-a kasatkera.
JHN.2.23	Adǝgaima Isa sala Laya Njǝkkayirambero Jerujalemnin dǝgana duwon, am kada alama ajabba ajabba Isa cǝdidǝa carune tia kasatkera. 
JHN.2.24	Amma Isa am sammaa jauro nojǝna nangaro, wundumaa mǝrsajǝnni. 
JHN.2.25	Koro kǝla kamben shedaro wundumaa majǝnni, ti kǝlanju awo karwu kambedǝa nojǝna nangaro.
JHN.3.1	Kǝwu Farisawayen kam laa kura yaudiyaye mbeji, cunju Nikodimus. 
JHN.3.2	Curo buneyen na Isayero ise tiro: «Sayinna, nidǝ malǝm na Alayen kadimbo noniyena, dalilnjudǝ wunduma Ala-a rokko gǝnia, rakce alama dimi ania cǝdiwawo,» yeno. 
JHN.3.3	Isaye: «Jiremaro niro wulnjǝgǝkki, kam duwon bǝɍinno tambǝnnidǝ, rakce nodo bargaa Alayedǝa curuiwawo,» yeno. 
JHN.3.4	Nikodimusse: «Ndayin gǝle kam kiarijǝnadǝa rakcane casambi? Curo yanjuyero wa walde yindiyero ngaye tia casambi?» yeno.
JHN.3.5	Isaye: «Jiremaro niro wulnjǝgǝkki, kam duwon ingi-a Ruhu Alaye-alan tambǝnnidǝ, rakce nodo bargaa Alayedǝro ngayiwawo. 
JHN.3.6	Awo kamben tambǝnamadǝ kamdǝma, amma awo Ruhu Alayen tambǝnamadǝ ruhudǝma. 
JHN.3.7	Bare ajammǝmmi kǝla “Sai bǝɍinno tambuwiya,” wulnjǝgǝkkǝna adǝyen. 
JHN.3.8	Karuwa cijiya, na cǝraanaro fuji. Kowonju fanǝmi, amma na culuwuna-a na leji-adǝa nonǝmmi. Adǝgaima kam duwon Ruhu Alayen tambǝnamadǝ ye.»
JHN.3.9	Nikodimusse tiro: «Jiɍi filan attǝ yoji?» cǝne kiworo. 
JHN.3.10	Isaye tiro: «Ni malǝm nowada Israyilawuye duwon awo ania nonǝmmi? 
JHN.3.11	Jiremaro niro wulnjǝgǝkki, andi awo noniyena mananiye, koro awo ruiyena shedaniye, amma nayi kua yaye shedandedǝa kasatturo wanuwwa. 
JHN.3.12	Nayiro awowa duniayeso wulnjagakkǝna kasadduwwi duwon, sameyesodǝa wulnjagakkia, ndayilan gǝle kasadduwi? 
JHN.3.13	Wunduma samero taccǝnni, Tada Kambe samelan jǝpcǝnadǝ gǝnia. 
JHN.3.14	Jiɍi Nawi Musa karaan kadi rojǝgǝnadǝ gai, sai ngairo Tada Kambedǝ yea rojagaiya, 
JHN.3.15	kǝla adǝyen wundu duwon tia kasaccǝnamadǝ ro sawisoye
JHN.3.16	«Awoa Ala duniadǝa jaumaro cǝraye Tadanju tilo lok kaino, wundu duwon tia kasaccǝnamadǝ bare faccǝgǝnni, amma ro sawisoye cuwando nangaro. 
JHN.3.17	Ala duniaro shara njǝddoro gǝni Tadanjudǝa kinodo, amma tilaman duniadǝa cǝkkaworo. 
JHN.3.18	Wundu duwon tia kasaccǝnamadǝ, tia shara cǝdaiwawo, amma wundu duwon tia kasaccǝnnimadǝ, caman tia shara cǝdana, dalilnjudǝ cu Tada tilo lok Alayedǝa kasaccǝnni nangaro. 
JHN.3.19	Adǝma sharadǝ wo: Nurdǝ duniaro isǝna, amma am nurdǝa wajane duwudǝa kerawo, kǝndonjaso diwi nangaro. 
JHN.3.20	Diwi dioma fi yaye nurdǝa waje na nurdǝyero isiwawo, bare kǝndonju diwidǝa am federo carunniro. 
JHN.3.21	Amma jire diomadǝ na nurdǝyero isi, kǝndonjudǝ Alayen tǝdoro fǝlediyi nangaro.»
JHN.3.22	Ngawo adǝyen Isa-a fuwurawanju-a cidi Yahudiyayero lejane kawu ganaro tayi-a rokko napce ambo kasala kiddo. 
JHN.3.23	Yahaya ye na Ainon cani karǝn bǝla Salimben ambo kasala cǝddi, nadǝn ingi ngǝwu mbeji nangaro. Am nanjuro isane tayiro kasala cǝddi. 
JHN.3.24	Sadǝn Yahayaa kosoro casakkǝnni duwon.
JHN.3.25	Daji fuwurawa Yahayaye laa-a yaudi laa-a kǝla nantayirro walduyen kambiwu badiyera. 
JHN.3.26	Na Yahayayero isane tiro: «Sayinna, kam ni-a rokko ci bǝrǝm Jordaniye todǝyen napkada duwon kǝlanjun shedanǝmmadǝ, akkonju ambo kasala cǝddi, koro am samma nanjuro lejai,» yera. 
JHN.3.27	Yahayaye tayiro: «Kam rakce awima cuwandiwawo, awo samelan tiro tinadǝ gǝnia. 
JHN.3.28	Nayi kǝlandoma wu adǝa wullǝkkǝnaro shedasuwi: “Wu gǝni Almasiwudǝ wo, amma wu kam Ala tin fuwunno cunodǝnadǝ.” 
JHN.3.29	Kam njuduamadǝ tima mai larusayedǝ wo. Koro sawa gǝrenjun daada tia kǝrǝnjimadǝ kowo sawanjuye fanjiya, karwunju jauro kǝjiji. Wu ye adǝgai karwuni jauro kǝjije dama baworo waljǝna. 
JHN.3.30	Sai tidǝ kuraje, wu ye tǝngǝɍinǝkkiya.
JHN.3.31	«Kam duwon samelan isǝnamadǝ sammaa kojǝna. Kam duwon cidilan dǝganamadǝ cidiyedǝma, koro awo cidiyedǝmaa manaji. Kam duwon samelan isǝnamadǝ sammaa kojǝna. 
JHN.3.32	Awo curuna-a fanjǝna-aa shedaji, amma wunduma shedanju kasacciwawo. 
JHN.3.33	Kam duwon shedanju kasaccǝnamadǝ Alaa jiremaro tabbaccǝna. 
JHN.3.34	Awoa kam Ala cunodǝnamadǝ mana Alaye manaji, Ala tiro Ruhunju dadu bawoaro cina nangaro. 
JHN.3.35	Bawadǝ Tadadǝa cǝraana, koro awo sammaa mukkonjuro cakkǝna. 
JHN.3.36	Kam Tadadǝa kasaccǝnamadǝ ro sawisoye cuwandǝna. Amma kam Tadadǝa kasattu wajǝnamadǝ ro cuwandiwawo, gǝrgadu Alaye tilan dǝgai,» yeno.
JHN.4.1	Isa Yahayaa kojǝnaro fuwurawa cuwande tayiro kasala cǝddidǝa Farisawa fanjanaro Isa asuyeno. 
JHN.4.2	Adǝ yaye Isa ti kǝlanju gǝni, fuwurawanju ambo kasala caddi. 
JHN.4.3	Daji cidi Yahudiyayea kolje cidi Galileyero wallada. 
JHN.4.4	Amma sai cidi Samariyayen reje kojiya duwon. 
JHN.4.5	Adǝgaima Isa bǝla laa cidi Samariyaye tiro Sakar cani karǝn kulo Nawi Yakuba tadanju Nawi Isuwuro cinadǝro kadio. 
JHN.4.6	Nadǝn baram Yakubaye mbeji, koro kausu kǝla dawu, Isa ye bǝlawuroro cǝmbarǝna, ise ci baramdǝyen napkeno.
JHN.4.7	Kamu Samariyaye laa ingi gudoro kadio. Isaye tiro: «Ingi se yakke!» yeno. 
JHN.4.8	Sa adǝn fuwurawanju awo kǝmboye njuworo bǝlaro lejana. 
JHN.4.9	Amma kamu Samariyayedǝye tiro: «Ni yaudi, wu ye kamu Samariyaye, awiawin wua ingi kǝnjayero suworǝmi?» Awoa caman yaudiya-a Samariyawu-a tawaktaiwawo. 
JHN.4.10	Isaye tiro: «Ca kǝnjo Alayea-a wundu ingi kǝnjayero njuworǝnaa-a nonǝmmaa, nima tia korǝme ingi roye niro nji,» yeno. 
JHN.4.11	Kamudǝye tiro: «Kǝma, karwi ye tammi, baram ye kuruwu. Ndaran ingi roye adǝa fandǝmi? 
JHN.4.12	Ra, nidǝ kaarinde Nawi Yakuba ti duwon andiro baram adǝa sade ingi ti kǝlanju cane tadawanju-a lǝmannanju-a ye casanadǝmaro wa kura wo?» 
JHN.4.13	Isaye tiro: «Wundu duwon ingi adǝa canadǝ nangadembo ngudu fanji, 
JHN.4.14	amma wundu duwon ingi tiro yikkidǝa canadǝ tǝmmaro ngudu fanjiwawo. Ingi tiro yikkidǝ curonjun sim ingi royero walje har ro sawisoyero bǝlbǝldi.» 
JHN.4.15	Kamudǝye tiro: «Kǝma, ingi adǝa wuro se, kua adǝn fuwun bare ngudu fakke ingi gudoro na adǝro waldǝkke isǝkkǝniro,» yeno.
JHN.4.16	Isaye tiro: «Lene kwanǝm bowone, na adǝro arowo!» yeno. 
JHN.4.17	Kamudǝye: «Kwa takkǝni,» yenniya, Isaye tiro: «“Kwa takkǝni,” nǝmmadǝ, jirenǝm. 
JHN.4.18	Amma kwa uwu dim, koro ti kǝrma rokko dǝgawwadǝ kwanǝm gǝni. Awo wullǝmmadǝ jire,» yeno. 
JHN.4.19	Daji kamudǝye tiro: «Kǝma, ni nawiro asunǝkkǝna. 
JHN.4.20	Kaariyandeso
JHN.4.21	Isaye kamudǝro: «Wua sasarai, sa laa ise Bawadǝro kǝla kau kuruwu adǝyen gǝni bi Jerujalemlan gǝni ambǝtkǝwi. 
JHN.4.22	Nayidǝ awo nonuwwiro ambǝtkǝwi. Andidǝ awo noniyenaro ambǝtkǝiye, awoa njǝkkawodǝ yaudiyayen isi. 
JHN.4.23	Amma sadǝ isi har isǝnama, ambǝttuwuwu jireyedǝ Bawadǝro curo ruhu-a jire-ayen ambǝccagai, dalilnjudǝ Bawadǝ am jiɍi anima tiro ambǝccaaro maji nangaro. 
JHN.4.24	Aladǝ Ruhu, am tiro ambǝccagaidǝ sai curo ruhu-a jire-ayen ambǝccaa!» 
JHN.4.25	Kamudǝye tiro: «Almasiwu kam tiro Kǝristi canidǝ isiro nokkǝna. Isiya, andiro awo sammaa isanosagai,» yeno. 
JHN.4.26	Daji Isaye tiro: «Wu niro mananjǝgǝkkidǝ, wuma ti wo!» yeno.
JHN.4.27	Sa adǝn fuwurawanju isane Isa kamuro mana cǝddidǝa ajapkera, amma wundunjama kamudǝro: «Awi raam?» bi Isaro: «Awiro tiro managǝmi?» wuljǝnni. 
JHN.4.28	Daji kamudǝ bulenju kolje bǝlaro walde ambo: 
JHN.4.29	«Arowo, kam awo dikkǝna sammaa wulsǝgǝnaa ruiwo! Waneye tima Almasiwudǝ wo?» yeno. 
JHN.4.30	Jamadǝ na Isayero leduro bǝladǝn keluwo.
JHN.4.31	Sa adǝn fuwurawadǝ tia lowojane: «Sayinna, masǝna de!» cani. 
JHN.4.32	Amma tayiro: «Kǝmboni nonuwwi mbeji,» yenniya, 
JHN.4.33	fuwurawadǝ kattenjan: «Kam laa tiro kǝmbo cukkudǝna wa?» cani. 
JHN.4.34	Isaye tayiro: «Kǝmbonidǝ, tima awo ti wua sunodǝnamadǝ cǝraanadǝa dio-a kidanju tumoduwu-adǝ wo. 
JHN.4.35	Nayiye: “Kaladǝro kǝndawu dewu gapco,” nuwi, gǝna? Wu nayiro wulnjagakki, kǝla sammowo kulowadǝ kaladǝro basawunaro ruiwo! 
JHN.4.36	Kam kalajimadǝ alwasi cuwande nema ro sawisoyero capci. Adǝgaima kam cǝnadimadǝ-a kam kalajimadǝ-a rokko karwunja kǝjiji. 
JHN.4.37	Kǝla adǝyen awo wuldǝnadǝ jire: “Kam laa cǝnadi, kam laa ye kalaji.” 
JHN.4.38	Nayia awo kidanuwwi kaladuro ngenodǝkko. Am gade kidadǝa cado, nayi ye barga kidanjaye kiwanduw.»
JHN.4.39	Samariyawu bǝla adǝn dasaana kada Isaa kasatkera, kamudǝye shedaje: «Awo dikkǝna sammaa wulsǝgǝna!» cǝnna nangaro. 
JHN.4.40	Nanjuro kadiranniya, nanjan napcoro tia lowojane Isa kawu yindiro napkeno. 
JHN.4.41	Mananju nangaro am kada ye cayema kojǝnaro tia kasatkera. 
JHN.4.42	Daji kamudǝro: «Kǝrma awo wullǝmmadǝ gǝni nangaro tia kasatkeiye. Andi kǝlandema ye tia faniyena, koro jiremaro tima Njǝkkayima duniayedǝ woro noniyena!» yera.
JHN.4.43	Ngawo kawu yindiyen Isa bǝladǝa kolje cidi Galileyero leyeno. 
JHN.4.44	Caman Isa kǝlanjuma nawi bǝlanjan daraja cǝdanni cǝnna. 
JHN.4.45	Cidi Galileyero kadinniya, am cididǝye tia ngǝlaro sosayera. Tayidǝ awo Isa Jerujalemnin sa salayen cǝdǝna sammaa caruna, dalilnjudǝ tayi ye saladǝro lejana nangaro.
JHN.4.46	Daji Isa walde bǝla Kana cidi Galileye na ingia dibenno kalakcǝnadǝro kadio. Bǝrni Kafarnaambelan kowona laa mbeji, tadanju dondi. 
JHN.4.47	Kowonadǝ Isa cidi Yahudiyayea kolje Galilero isǝnaro fangenniya, nanjuro leje tia lowoje iso tadanju no cǝdidǝa isangajuwo yeno. 
JHN.4.48	Isaye tiro: «Alama so, awo ajabba ajabba so kiruw gǝnia, tǝmmaro yasarawwawo!» yeno. 
JHN.4.49	Kowonadǝye tiro: «Kǝma, kawu tadani nuiro are!» yeno. 
JHN.4.50	Isaye tiro: «Lene, tadanǝm ronjua!» yenniya, kamdǝ mana Isa tiro wuljǝgǝnadǝa kasacce leyeno.
JHN.4.51	Ledu cǝdi duwon, wolodiyanju tia kapcagane tiro: «Tadanǝm ronjua,» yera. 
JHN.4.52	Sa tadanju ngajǝnadǝa kiworǝnniya, tiro: «Bikka sa fal kajiriyen kangedǝ tia kolyeno,» yera. 
JHN.4.53	Bawadǝ sa adǝman Isaye tiro: «Tadanǝm ronjua!» cǝnnadǝro asuyeno. Daji ti-a am fannjuye samma-a Isaa kasatkera. 
JHN.4.54	Adǝma alama ajabba yindiye Isa ngawo cidi Yahudiyayea kolje cidi Galileyero isǝnayen cǝdǝnadǝ wo.
JHN.5.1	Ngawo adǝyen ngǝmǝri yaudiyaye laa kidǝnniya, Isa Jerujalembo leyeno. 
JHN.5.2	Jerujalemlan karǝn Ngaworam Dimiyayedǝn falwu ingiye ngurwo uwua mbeji, tǝlam yaudiyaudin tiro Baitsata cani. 
JHN.5.3	Ngurwo anin am dondi kada bowada mbeji: kambuwa so, ngurdiyiya so, am tiyinja nuna so. [Ingidǝye bǝljǝmdunju gurejai, 
JHN.5.4	dalilnjudǝ sa laa sa laan malaiya Kǝmandeye jǝpce ingidǝa bǝljǝmji nangaro. Wundu duwon ingi bǝljǝmjǝnadǝro burwon ngaanamadǝ, kǝndondi jiɍi fi tilan dǝga yaye, ngaji.] 
JHN.5.5	Nadǝn kam laa kǝrwu fiakkun wuskunno dondi mbeji. 
JHN.5.6	Isa kamdǝa bowada kirunniya, koro nadǝn jauro tussǝnaro nojǝnadǝ, tiro: «Ngadu raamma wa?» cǝne kiworo. 
JHN.5.7	Kam dondidǝye tiro: «Kǝma, sa ingidǝ bǝljǝmjiya, kam nanin wua ingidǝro sakki bawo. Koro ledu dikki duwon, kam gade wua burwose ngayi,» yeno. 
JHN.5.8	Isaye tiro: «Cine bǝnarammǝm ngone lene!» yeno. 
JHN.5.9	Sadǝman kamdǝ ngaje bǝnaramnju ngoje ledu badiyeno.
JHN.5.9	Yim adǝ yim tustuye. 
JHN.5.10	Adǝ nangaro yaudiyaye kam ngajǝnadǝro: «Yim tustuyea bǝnarammǝm ngodu niro amardǝgǝnni,» yera. 
JHN.5.11	Tayiro: «Kam duwon wua isangasǝgǝnadǝ, tima wuro: “Bǝnarammǝm ngone lene!”» yeno. 
JHN.5.12	Tayiye tiro: «Wundu kam duwon niro bǝnarammǝm ngone lene cǝnnadǝ?» cane keworo. 
JHN.5.13	Amma kam ngajǝnadǝ ti wundumaro nojǝnni, Isa curo jamadǝyero kǝldǝgǝna nangaro. 
JHN.5.14	Ngawo adǝyen Isa kamdǝa Fado Alayen najiye tiro: «Akko nganǝmma! To, biwu dio kolle, bare awo laa jauro diwi adǝa kojǝna nia njuwandǝnniro,» yeno. 
JHN.5.15	Daji kamdǝ leje yaudiyadǝro Isama tia isangajuwo yeno.
JHN.5.16	Isa awo ania yim tustuyea cǝdǝna nangaro, yaudiyadǝ tiro niadiwi fǝleduwu badiyera. 
JHN.5.17	Amma Isaye tayiro: «Bawani ku kundenno kida cǝdi, wu ye kida dikki,» yeno. 
JHN.5.18	Adǝ nangaro yaudiyadǝ cayema kojǝnaro tia roro njejoro mayera. Yim tustuyea awo dioro dapkada runju gǝni cǝdo, koro Aladǝma Bawanju wo cǝne Alaa gaskayeno.
JHN.5.19	Daji Isaye yaudiyadǝro: «Jiremaro nayiro wulnjagakki, Tadadǝ kǝlanju awima rakce cǝdiwawo, sai awo Bawadǝ cǝde curunadǝa. Koro awi yaye Bawadǝ cǝdidǝa Tadadǝ ye cǝdi. 
JHN.5.20	Awoa Bawadǝ Tadadǝa cǝraana awo ti kǝlanju cǝdi sammaa tiro fǝlejiyi. Koro kǝndo animaa kojǝna tiro fǝlejiyi, nayi ye jauro ajammoworo. 
JHN.5.21	Jiɍi Bawadǝ am sanunaa cǝsange tayiro ro cidǝ gai, Tadadǝ ye kam cǝraanaro ro ci. 
JHN.5.22	Bawadǝ wundumaro shara cǝddiwawo, amma shara sammaa mukko Tadadǝyero cakkǝna, 
JHN.5.23	am nga Tadadǝro daraja cado, jiɍi Bawadǝro daraja cadidǝ gai. Kam Tadadǝro daraja ciwawomadǝ Bawa tia cunodǝnadǝro daraja ciwawo. 
JHN.5.24	Jiremaro nayiro wulnjagakki, kam manani fanje ti wua sunodǝnadǝa kasaccǝnamadǝ ro sawisoye cuwandǝna. Shara tia cǝdaiwawo, amma karmoro kaje ro cuwandǝna.
JHN.5.25	«Jiremaro nayiro wulnjagakki, sadǝ isi har isǝnama, sa duwon am sanuna kowo Tada Alayedǝa fanjai, koro tayi fanjanamadǝ roa dasayi. 
JHN.5.26	Jiɍi Bawadǝ fǝrdu royedǝ gai, ngaima cakke Tadadǝ ye fǝrdu royero waljǝna. 
JHN.5.27	Koro kǝnduwo shara kamdaye tiro cina, dalilnjudǝ tima Tada Kambedǝ wo nangaro. 
JHN.5.28	Bare adǝa ajammuwwi, sa ise am kaurilan samma kowonju fanjane 
JHN.5.29	caluwi. Am duwon awo ngǝla cadǝnamasodǝ roaro cijai, amma am duwon awo diwi cadǝnamasodǝ shararo cijai.
JHN.5.30	«Wu runi awima rangǝkke dikkiwawo. Jiɍi fakkidǝ gai, shara dikki. Koro sharani ye jire, dalilnjudǝ awo raakkǝna gǝni, awo ti wua sunodǝnamadǝ cǝraanaa dioro makki nangaro.
JHN.5.31	«Wu kǝlanin kǝlani shedadumaro walyekkoa, shedanidǝ jire gǝni. 
JHN.5.32	Shedamani gade mbeji, koro sheda kǝlanin cǝdidǝ jirero nokkǝna. 
JHN.5.33	Yahayaro am yikkunoduwwa, ti ye jiredǝa shedajo. 
JHN.5.34	Wudǝ kamben gǝni sheda makki, amma njǝkkawo fandoworo awo ania wullǝkki. 
JHN.5.35	Yahayadǝ fatǝla waskada nur ci. Sa ganaro karwukǝjia curo nurnjuyen nammuwwa. 
JHN.5.36	Amma shedani sheda Yahayayea nankuran kojǝna, dalilnjudǝ kǝndo Bawadǝ wuro tumowokkoro sinadǝ, kǝndodǝmaa dikko, tayima Bawadǝ wua sunodǝnaro kǝlanin shedasai nangaro. 
JHN.5.37	Koro Bawa wua sunodǝnadǝ, tima kǝlanin shedajǝna. Amma nayidǝ ngaltema kowonju ye fanuwwi bi fasalnju ye ruwwi, 
JHN.5.38	koro mananju ye karwundon napcǝnni, dalilnjudǝ kam cunodǝnadǝa kasadduwwi nangaro. 
JHN.5.39	Kitawuwadǝa kǝla hangallayen kǝranuwi, tayilan ro sawisoye fanduwiro tǝmanuwwa nangaro. Kitawuwa anidǝ, tayima kǝlanin sheda cadi. 
JHN.5.40	Adǝ yaye naniro isuwe ro sawisoye fandoro wayew.
JHN.5.41	«Amben gǝni daraja makki. 
JHN.5.42	Amma nayia nonjakkǝna, kǝrawo Alaye karwundon bawo. 
JHN.5.43	Cu Bawaniyen kadikko, amma wua moworo wasew. Kam gade cu kǝlanjuyen kadioa, tia mowuwi. 
JHN.5.44	Nayi daraja kattendon manuwi, amma daraja Ala runjuyen isidǝa manuwwawodǝ, ndayilan gǝle ranguwe wua sasarawi? 
JHN.5.45	Bare wuma nayia na Bawadǝyen ngadarnjakkiro tǝmanuwwi. Ngadarmandodǝ, tima Nawi Musa wo, kam duwon tǝmando tiro yakkuwwadǝ. 
JHN.5.46	Ca Nawi Musaa jiremaro yasarawwaa, wu yea sasarawi, kǝlanin ruwujǝna nangaro. 
JHN.5.47	Amma awo ruwujǝnadǝa yasarawwia, ndayin gǝle manani yasarawi?» yeno.
JHN.6.1	Ngawo adǝyen Isa bǝrǝm Galileye tia bǝrǝm Tiberiyaslan bowojaidǝye cinju todǝro koyeno. 
JHN.6.2	Jama kada ye tia geya, alama ajabba ajabba kǝla am dondiyen cǝdi caruna nangaro. 
JHN.6.3	Daji Isa kǝla kau kuruwu laayero juwane fuwurawanju-a rokko napkera. 
JHN.6.4	Akko sala Laya Njǝkkayirambe sala yaudiyayedǝ karǝnjǝna. 
JHN.6.5	Isa kǝla sapce jama kada nanjuro isairo kirunniya, Isaye Filibusso: «Ndaran burodi yuwiye am ani jaworo?» cǝne kiworo. 
JHN.6.6	Adǝa wuldunjudǝ Filibussa rijapturo, dalilnjudǝ Isa kǝlanjuma awo cǝdidǝa nojǝna nangaro. 
JHN.6.7	Daji Filibusse tiro: «Wundunja yaye burodi gana laa cuwandoro dinariyus
JHN.6.8	Fuwurawadǝye falnja Andarawus yaana Siman Biturusse tiro: 
JHN.6.9	«Akko na adǝn tadaana laa burodi sayirre uwu-a buni yindi-a cǝdana mbeji, amma am ngǝwu aniro awi cǝddi?» yeno. 
JHN.6.10	Isaye tayiro: «Jamadǝa yakkowo napca,» yeno. Nadǝn kajim kǝɍi tǝnas mbeji nangaro, amdǝ napkera. Tayi kongwadǝ alama dǝwu uwu gai. 
JHN.6.11	Daji burodidǝa ngoje Alaro ardiyenniya, am napkadadǝro dagaryeyeno. Bunidǝ yen ngai cǝde, har mǝradunja galyeno. 
JHN.6.12	Jawune kulyeranniya, Isaye fuwurawanjuro: «Njongowa gapcanadǝa cammowo, bare awima faccǝgǝnniro,» yeno. 
JHN.6.13	Adǝgaima njongo burodi uwu sayirre am jawune koljanayedǝa capcane jowo mewun yindin kesǝmbǝɍo. 
JHN.6.14	Jamadǝ alama ajabba Isa cǝdǝnadǝa kerunniya, tayiye: «Jiremaro kam adǝ tima nawi duniaro isimadǝ wo!»
JHN.6.15	Adǝ nangaro isane tia dunodunon cadane mairo cadiro asuyenniya, Isa tayia kolje runju tok kǝla kaudǝyero walde giwa.
JHN.6.16	Dunia kajiriyenniya, fuwurawa Isayedǝ ci bǝrǝmbero jǝpcagane 
JHN.6.17	maararo ngasaye kanji bǝrni Kafarnaambero faljane kodu badiyera. Dunia lǝmjǝna, Isa ye koroma tayia najǝgǝnni. 
JHN.6.18	Karuwa dunoa cije fuje, har bǝrǝmdǝ jauro camballadan. 
JHN.6.19	Kilometǝr uwu bi arakku gairo ledu kedǝnniya, Isa kǝla ingiyen silan leje maaradǝa karǝnji kero. Kerunniya, jauro riyera. 
JHN.6.20	Amma Isaye tayiro: «Wuma, bare rinuwwi!» yeno. 
JHN.6.21	Daji fuwurawadǝ karwu kǝjiaro curo maaradǝyen tia camoye kǝrgaanniyama, maaradǝ na lejaidǝro kadio.
JHN.6.22	Wajǝnanjua jama ci bǝrǝmbe todǝn napcanadǝ maara falma nadǝn dǝgaro asuyera. Koro Isa maaradǝro fuwurawanju-a rokko ngaanni, amma runja leyeraro nojana. 
JHN.6.23	Daji maarawa gade bǝla Tiberiyasselan karǝn na Kǝma Isa Alaro ardije burodi jawunadǝyero kadira. 
JHN.6.24	Jamadǝ Isa ye bawo, fuwurawanju ye baworo kerunniya, daji maarawadǝro ngasaye bǝrni Kafarnaambero tia maduro leyera.
JHN.6.25	Jamadǝ ci bǝrǝmbe todǝn Isaa kewandǝnniya, tiro: «Sayinna, sawi na adǝro kadim?» cane keworo. 
JHN.6.26	Isaye: «Jiremaro nayiro wulnjagakki, alama ajabba ajabba ruwwa nangaro gǝni, burodi buwe kulluwwa nangaro wua masuwi. 
JHN.6.27	Bare kǝmbo njǝpci adǝro kida diwwi, amma kǝmbo ro sawisoyero kida dewo, kǝmbo duwon Tada Kambedǝ nayiro njadidǝ, awoa Ala Bawadǝ tawa kǝnduwonjuyedǝa Tada Kambedǝro gǝnajǝgǝna.» 
JHN.6.28	Daji tiro: «Kida Alayedǝa dioro awi gǝle diye?» cane keworo. 
JHN.6.29	Isaye tayiro: «Kida Alayedǝ, tima kam cunodǝnadǝa kasaddowo!» yeno.
JHN.6.30	Tiro: «Alama ajabba ajabba jiɍi fi dime ruiye nia kasannjiye? Awi gǝle dimi? 
JHN.6.31	Kaariyande kǝmbo tiro man canidǝa karaalan jawuna, kitawulan ruwuwadadǝ gai: “Tayiro kǝmbo samelan isǝnadǝa jaworo kaino.”»
JHN.6.32	Isaye: «Jiremaro nayiro wulnjagakki, Nawi Musa gǝni kǝmbo samelan isǝnadǝa njado, amma Bawanima nayiro kǝmbo jireye sameyedǝa njadi. 
JHN.6.33	Kǝmbo Alayedǝ, tima kam samelan jǝpce duniaro ro sawisoye njomadǝ wo!» 
JHN.6.34	Daji tiro: «Kǝma, sawisoro kǝmbo adǝa andiro sadǝne!» yera.
JHN.6.35	Isaye tayiro: «Wuma kǝmbo royedǝ wo! Kam naniro isǝnamadǝ tǝmmaro kǝna fanjiwawo, koro kam wua mǝrsasǝnamadǝ ye tǝmmaro ngudu fanjiwawo. 
JHN.6.36	Amma nayiro wulnjagakkǝna, wua suruwwa duwon, njasarai wayew. 
JHN.6.37	Am duwon Bawadǝ wuro sina samma naniro isai, koro kam naniro isǝnadǝa tǝmmaro wakkiwawo. 
JHN.6.38	Awo karwuni cǝraana gǝni, awo ti wua sunodǝnadǝ cǝraana dioro samelan jǝpkekko. 
JHN.6.39	Akko awo ti wua sunodǝnadǝ cǝraanadǝ, tima bare curo am wuro sinadǝyen falma kollǝkkǝniro, yim daryeyea
JHN.6.40	Akko awo Bawani cǝraanadǝ, wundu duwon Tadadǝa cure kasaccǝnadǝ ro sawisoye cuwandi, koro yim daryeyea wu ye tia karmolan sangǝkki,» yeno.
JHN.6.41	Tima kǝmbo samelan isǝnadǝ wo cǝnna nangaro, yaudiyadǝ karwunja waje: 
