MAT.1.1	Ísu Káráísitina akúni'a uráan-kwasai. Ísu aíkwá'náma Tévítimani. Tévíti aíkwá'náma Ááváramumani.
HEB.12.5+HEB.12.6	agaimaréna siráiye. 
HEB.12.7	umbai-yántáá'ó kentópa'o kwétimba Áánútu kawe'á kwéumatinkena kwená iyámpói owaná póna mirá kwéumatinkaiye. amápar-iyampoi kawe'á ónááontavesa miwí tinóvowi arupí kwéumatinkaawe. 
HEB.12.8	Áánútu amápa'a kwená iyámpói umbai-yántáápínkémbá arupí kwéumatinkaimba umbai-yántáá'ó kwáyáiwai Áánútuna iyámpóin-ovo umbai-yántáá'ó ímo kwáyáiwai ó'owiti iyámpóin-owe. 
HEB.12.9	moórá-ainkwara'a súnda ísáaro. marapákén-késívóisaiya arupí umásínkaraawata miwí táái iséta miráumai kwíyómpaken-kentaasivo áái iséta kawe'á umái méta minánón-áímbá miráyá onó. 
HEB.12.10	sáwíyan-kanaa marapákén-késívóisaiya miwítí imáyáavinkemba arupí umásínkáantaanivo Áánútu kawe'á umátinkanae séna kaweré su'maiya umáíya ménaundayavenaya kwemó kawe'ó umáímo máyáintemba miráyá ónaundayavenaya arupíya kwéumasinkaiye. 
HEB.12.11	arupí kwéumasinkaindarata sirunkó umbaí kwétainata íya aamoí éta naaémba minúmbáí-yántáákó kawe'á umásinkaindarata minúmbáí-yántáákóná anondá paru umái kawe'á umái ménaumne.
HEB.12.12	miráumai kárákwiye'a tiyáántán-kwimai mé'a 
HEB.12.13	arupí-amba imáyáa umái kwáráaro. keinárawapinkemba évakarawai tuwánésa sáwí-amba kwáráavo sé'a kawe'á umái mé'a arupí-amba kwáráaro.
HEB.12.14	tiyáántán-kwimai amáparawaiye paru umái máéro. ímo kaweré su'mai umáímo máyáawai Ísóigomba íma awánanaaovo kaweré su'mai umái máéro. 
HEB.12.15	keinárawapinkemba évakarawai Áánútu úwoi kwétuwa'naa-iwaimba auwáúnavo sé'a kárákwiyoro. keinárawapinkemba évakarawai tirunkó sáwí'a índarakemba misáwí-ímáyááó amápa-kwaasivimba kóyáwé iváínivo kárákwiyoro. 
HEB.12.16	sáwí-yantaatave'a tirááíyave'a ováínivo kárákwiyoro. naaóvá'á moóráwai áwí'a Íso Áánútuntavena íma imáyáa éna sáwí'o uráintemba keinárawapinkemba évakarawai mirá ováínivo kárákwiyoro. kwemá Áánútuntavena íma imáyáa kwéuwaimba moórá-tawai áái kwéankowana ávákontavena séna ená toómbá nasímínana mintónkóná anondá emá aivar-íyámpóí aúrénana kenkáísivowa kawe-kwááró'á tumánkaniye séna 
HEB.12.17	ména naaémba moórá-imayaa éna kesivo kawe-kwááró'á tumásinkainkwae séna anón-ivi'a tówana avowámá ávákomba kawe-kwááró'á tumánkena póna kwembá íma tumánkowana ááémo sáwí'o uráin-tantaako avowámá kawe-kwááró'á tumánkanin-amba ítáraiye. keinárawapinkemba évakarawai mirá-sáwí'á ováínivo kárákwiyoro.
HEB.12.18	naaóvá'á Ísareri-kwaasi Sáínai-omar-andampa'a komáyówana anón-irama kwégena tinepáí kwégowasa uwaná anómba túnkuwana anón-unda torówana 
HEB.12.19+HEB.12.20	uwíremba anónka'a aú'mai iyúwana aaigówé su'mai séna kwaásiye póíye maanómáká'ó tíya'o é'a óntandei tínkamiyasa puwónááowe súwasa mináímbó ísón-kwaasi táátavesa ésa sésa ókwara'a moórá-aimba íma sínata isánáe sésa táátavesa ésa 
HEB.12.21	awánon-tantaa'a anómba táátavesa uwaná Mósesi séna sááte kéna siyántámbá taráiye siráiye. naaóvá'á Ísareri-kwaasi mirán-tántáá'á koawánaraavo keinárawa'a mirán-tántáá'á íma kogwéawanaawe.
HEB.12.22	íma mirá é'a Áánútunopa'o tiráamba maaráání'a kwéowe. moórá-omako áwí'a Sáíyono-omapa'a té'a Áánútu asirayánkwáráwáíná naaópa'a té'a kwíyómpa'a aúná-nao'a Yérúsaremu-naokaan-daopa'a té'a kwíyómpaken-kwayo'narawa'o sáwíva'o torupamáímo mésamo Áánútu áwí'o mósá marésamo aamoí kwéopa'a té'a 
HEB.12.23	aiva'ó Áánútunopa'o tésamo kwená kwaási-i'a umái máyáapa'a tiráawe. kwíyómpa'a aúváívimba miwí túwí'a agaimakáiye. Áánútu amáparawai miwímó máyáawaina ááintavena tísaa íníwainopa'a té'a marapá'ó arupí umáímo máyówanamo Áánútumo kasenkuí'o umátínkaraiwai kwíyómpa'a miwí timantómbó máyáapa'a té'a 
HEB.12.24	Ísunopa'a Áánútu aúná-aimbo simáímo tarúmakaimba kwéagaraasinkaiwainopa'a tiráawe. naaóvá'á Kááini ávákomba Épeomba tuvuwúwana puwúwana kwená naaemá kumúwana mindáyavena anondá sáwí-meyamba amínkwáe siráimbanivo Ísuna naaemó kunkáimba kwaási kawe'á kwéumatinkaimba kwenópa'a tiráawe.
HEB.12.25	Áánútu keinárawatavenamo aaimó sínda-aimba íma araaisé'a kárákwiyoro. naaóvá'á Mósesi marapá'á ména Áánútun-aai simátimuwasa arááíraawai sáwí-meyamba mairáawe. miráumaimo kwíyómpakewaimo simátiminda-aintaamo araaisénááowai árai'a sáwí-meyamba mayánááovo kárákwiyoro. 
HEB.12.26	naaóvá'á Áánútu Sáínai-omapinkemba aaí súwana anóm-barima taráimbanivo ívé'a asiramái séna moórá-kanaa tínímba ókwara'a anóm-barima taaó senaná kwíyónkowe maraówé anóm-barima táníye siráiye. 
HEB.12.27	ókwara'a anóm-barima taaó sénaumnemo siráin-ainkona ááimba maarán-iye. marímo tánín-tantaa'a naaóvá'ó tarórurain-tantaa'a póna ánásanivo maríma ímo kanaán-umai táínda-yantaa'a kwaíkwai'a íníye.
HEB.12.28	miráumai marímo tánímba Áánútu kentáárá'á kárákwiraimba póna íya siyuwánímba póta sirunkó kawe'á ínata aamoí éta kwentávéta éta kwenáwí'a mósá maréta kwená imáyáa mósá máráandayavenaya aamoí íníye. 
HEB.12.29	kankambó aú'maimo iravímbó agaisúwáantemba Áánútu mirá ínata póta kwená imáyáa mósá maréta ménaumne.
HEB.13.1	Ísu Káráísitiye tarúmai máyáawai Áánútuna akúní'a umái máyáamba pó'a moórá-morawaivimba kentirumbá kwétime'a íma ivátuwaaro. 
HEB.13.2	namu-kwaasímó tíya'o é'a toómbá naambá kwétime'a íma ivá'á tiyúwáaro. évakarawaimo mirámó uráamba íma marapá-kwáásí kawe'á umátínkaraavo kwíyómpaken-kwayo'narawa'a mirá umátínkaraavo íma kwíyómpakewai owé-ímáyáá uráavo marapákén-kwáásí owé-ímáyáá uráawe. mindáyave'a namu-kwaasí túwa'naa oro. 
HEB.13.3	Áánútuna kwaásivinkemba kwená kwaási onkákémbá évakarawai tí'maesa ándáva'a mótínkáamba miwísé ándáraamba umái maémáyáambanivo mindáyave'a imáyáa é'a túwa'naa oro. umbai-yántáá'á miwívímbá kwáyáin-kwaasi keinárawapinkwara'a miráumai umbai-yántáákáámbá kwáyáiwain-ovo imáyáa é'a túwa'naa oro.
HEB.13.4	aaraimó kwaaimó máyáawasa kwaaimó aaraimó máyáawasa kwéon-amba kawer-ámbán-ivo aaraí íma sáwí-anka'a nááówasa kwaaí íma sáwí-anka'a nááówasa miráumai máyáavo aarai-úmóyáné kwaai-úmóyáné íma oró. mirámó íyanamo éna Áánútu sáwí-meyamba timíníye.
HEB.13.5+HEB.13.6	Áánútu séna
HEB.13.5+HEB.13.6	íma tiyuwé'a túwa'naa ónaumne
HEB.13.5+HEB.13.6	mináímbá siráintaveta asiramái méta séta
HEB.13.5+HEB.13.6	Ísóigo kwésuwa'naa-imba pó'a kwaásimo
HEB.13.5+HEB.13.6	sáwí'o umásinkaiyamba íma sáá'a káníye
HEB.13.5+HEB.13.6	séna Áánútun-aai aúváívimba agaimaréna siráimba pó'a óntantave'a íma anón-imayaa é'a mirán-tántáákó kembá tátoraina'a sáwí'a iíyáváínivo makáan-tantaatave'a sé'a mindá kanaán-iye seró.
HEB.13.7	ááéma kentí anón-kwaasi Áánútun-aai simátímakaawaiyave'a imáyáa oró. miwímó máyón-aaine pukáan-aaine imáyáa é'a Áánútuwemo aráápamaimo maémáéntemba mirá oró. 
HEB.13.8	Ísu Káráísiti naaóvá'ó uráintene minká'ó mirá uráintene ívékwara'a mirá kwéintene naaénkwara'a mirámó íníntene. mindáyave'a 
HEB.13.9	toómbá aambá áúmbakaan-amba kwaránááomba íma túwa'naa ínívo Áánútu úwoi súwa'naa umáíya kwéasiramasinkaivo ó'on-o'om-bonor-aimba kampa'-mónór-áímbá isé'a kwáráavainivo kárákwiyoro.
HEB.13.10	Ísu Káráísitimo puwénamo kwenáúmo Áánútumbo ámakaintavenaya kwésuwa'naa-imbanivo mono-náúmpá'ó mono'-máyáí-kwáásímó póímo tuvú'máímo Áánútumbo ámén-kwaasi íma kanaán-umai kwétuwa'naa-iye. 
HEB.13.11	aiva'-mónó-káwáánákó kwaási sáwí'o uráantavena póí tuvukéna naaemá umaéna Áánútuna aoka'-náúmpá'á iréna mindááémá tuvimpín-úmáráísasa mimpóí mindáókona aaumépa'a íma nésa agaisukáawe.
HEB.13.12	miráumai Ísu Káráísiti kentááyávéna imáyáa éna sáwí-imayaa maitiyuwánaumne séna íma a'áo súwasa áí'maesa mindáókona aaumépa'a móankaresa tuvúwúwana puwúwana kwená naaemá kunkáiye. mirámó uráimba póímo tuvú'máímo Áánútumbo ámén-kwaasi íma kanaán-umai kwétuwa'naa-ivo kentáá kwésuwa'naa-iye. 
HEB.13.13	Ísumba áí'maesa mindáókona aaumépa'a móankaresa tuvúwúwana pukáimba miráumai mono'-náúmpá'ó póímo tuvú'máímo Áánútumbo ámén-amba tuwáúnasaya kwembó simáímo sáwí'o umánkaraantemba kentáágwárá'á simái sáwí'a umásínkáamba póta íya kwentá auwánaumne. 
HEB.13.14	marapá'ó kwaíkwai'o ínín-dao'a íma kwáyáintaveta kwíyómpa'o maí'maitaamo ónaunda-naopata imáyáaya éta póta íya kwentá auwánaumne.
HEB.13.15	Áánútumbo póímo áméntemba Ísu Káráísiti kentááyávénawe séna pukáintaveta Áánútuna kwaási úne súndawaiya aamoí umánkámae kwéiyeta kwenáwí'a mósá maréta íya túwáano. 
HEB.13.16	kawe'á umátinketa túwa'naa eta íyaamo túwáandayavena Áánútu aamoí íníye.
HEB.13.17	kentí anón-kwaasi táái isé'a kwésentemba mirán-oro. keinárawaka'a kawe'á umái kárákwimae kwéiyesa naaémba Áánútumba mimbáyáíyávé'a simámenaaowe. miwí tááimo ísámaimo kawe'ó íyasamo ésa aamoí íya'a mindáyave'a kawe'á umái ménaaowe. miwí tááimo ímo ísámaimo kawe'ó íyasamo ésa miwítí mayáí umbaí táína'a mindáyave'a íma kawe'á umái ménaaowe.
HEB.13.18	imáyáa éta kentáásirumpinta íma aaí kwáyáísata amápa-tantaataveta arupíya ónáeya kwésumpo kentááyávé'a Áánútumpa'a námúnaa símae íyóro. 
HEB.13.19	asiramái simátime'a sé'a ókwara'a kentópa'a sáwíyanka'a kónaunda-amba Áánútu paárinintave'a námúnaa seró súne.
HEB.13.20	Áánútu paru kwéumatinkaiwaina ááinko éna Ísóigo Ísu pukáimpinkemba usásinankarowana puwúwanamo kwená naaemó kunkáintavena póna simái tarúmakain-aimba kwaíkwai'a ínana sipisípira'o kárákwiraiwaimo intembá Ísóigo Ísu kentáárá'á kwégarakwiyiye. 
HEB.13.21	Áánútuna imáyáavinkeni'a ónááontavena Áánútu asirayámbá timíníntave'a námúnaa kwésune. Áánútu kentáásirumpinta mayáí kwémayaimba Ísu Káráísitina asirayándéí kwembó arááímo taim-báyáí Áánútu mayáníntave'a námúnaa kwésune. Ísu Káráísiti áwí'a aasiyaasí anómba kwaíkwai'a kwéimba árair-aimba intávé'a námúnaa kwésune.
HEB.13.22	kesí kwaásiyono. asiramái simátime'a sé'a asiramátinkanaundayave'a maanáúváímá agaimái timúnda íma ayáátáár-aimban-ivo kwempa'á mé'a ísáaro. 
HEB.13.23	moórá-aimba ísáaro. moóráwai áwí'a Tímóti ándávakemba kwéayurankaamba póna ááémo tína'o é'a kentópa'o kóndara'a áí'mae'a kónaumne.
HEB.13.24	kentí anón-kwaasiyavetaawe Áánútuna kwaási amáparawaiyavetaawe simátime'a sé'a kawe'á umái máéro kwésune. Áánútuna kwaási Ítári-maravakewai simátimesa sésa kawe'á umái máéro kwésewe.
HEB.13.25	Áánútu úwoi kwétuwa'naa-intave'a námúnaa kwésune.
JAS.1.1	kemá Yémési maanáúváímá agaimái timúne. Áánútuna mayáíyé Ísu Káráísitina mayáíyé kwémayaundawai maanáúváímá agaimái kwétimumpo Ísareri áánimbaa'a sísamaivakemba kae'á kumbaimái-kwaasi tísaavutantambo uráawai ó'on-o'om-barava'a kóyáwé umái máyáawai ísáaro.
JAS.1.2	kesí kwaásiyono. umbai-yántáá'á ó'on-o'on-tantaa'a kentópa'a kwétivo tirumbá etóyóí umái máéro. 
JAS.1.3	umbai-yántáá'á kentópa'a kwétimba Ísóigo Ísuwe aráápamaimo mé'o ímo auwé'o é'a asiramái ménaaowe. mindáyave'a ísaraamba póna umbai-yántáá'á kentópa'a kwétivo tirumbá etóyóí umái máéro. 
JAS.1.4	asiramái maí'mai'a úmae iyíyana íma tívón-káína'a mirán-káwér-ímáyáá úmae kwéiyiyana Áánútuna kawe-tántáátávéna íma táái tinkáníye. 
JAS.1.5	kawer-ímáyáá mayánáe síyawai Áánútumpa'o áísaa íyanamo éna timíníye. Áánútu nóintavera kwésisaaoo íma séna íma tátorainda úwoi timíníye. 
JAS.1.6	Áánútumpa'o áísaa íyamba íma kaer-ímáyáá é'a úwoi kesáái isáníye seró. kaumbo-káér-imayaamo tokáiyawaimo ésa kavóná-kwaasima pósa avumpin-kwáásímá mésa kogwaétuwe tagwaétuwe-kwaasiraamban-owe. 
JAS.1.7+JAS.1.8	mirámó owáímá kaumbo-káér-imayaa ésa íma mimbórá-ímáyáá umái kwarésa kawe'-máyáí kwémayaavo sáwí-imayaa kwarésa mirámó kwéowaima Áánútumpa'o áísaa íyan-tantaa'a simíníye-imayaan-ovo.
JAS.1.9	óísaniyaain-kwaasi Ísu Káráísitin-aaiyavesa árairemo kwésewanamo imbá Áánútu séna kesí kwaásiman-owe kwésimbanivo tirunkó kawe'á kwéivo 
JAS.1.10	óísankwara-kwaasi Ísu Káráísitin-aaiyavesa árairemo kwésewanamo imbá Áánútu séna kentí óísamba íma aiva-tántáá'án-iye kwésimbanivo miwígwárá'á tirunkó kawe'á kwéiye. konaarirí-yántáá'ó moigwáán-arambo kwénamo avurankambó tintenkáámbá óísamba aiva-tántáá'á iyé-ímáyáá kwéon-kwaasi mirá umái ánásanaaowe. 
JAS.1.11	aaváúmá iyéna aa'á kaisaná moigwáán-arambo aáyánkénamo minkáwé-tántáá'ó avurankambó tintembá óísamba aiva-tántáá'á iyé-ímáyáá kwéon-kwaasi mayáímá kwémayaamba miráumai ánásanaaowe.
JAS.1.12	Ísu Káráístin-aaiyavesamo árairemo kwésewanamo imbá miwívá'ó sáwí'o ií-yántáá'ó tínímbo ésa a'áomo síyanamo éna tirunkó kawe'á íníye. miráumai asiramái maí'mai'o íyanamo éna Áánútu timénaumne siráin-tantaa'a timíníye. ááéma Áánútu séna tirumbá kwésimen-kwaasi aúnái'a umái maí'mai'a ónááowe siráintemba mirá umátinkaniye. 
JAS.1.13	sáwí'o ií-yántáá'ó kentópa'o tína'o sáwí'a ónaumne-imayaamo é'o é'a Áánútuntave'a sáwí-imayaa símakaiye sevó. Áánútu íma sáwí'a ií-ímáyáá tiména íma kwená imáyáavinkemba sáwí-imayaa tavisimái mémaraniye. 
JAS.1.14	kentáá sáwí-imayaayavena sinkáinda misáwí-ímáyáágó kentáá tavisínata kwégwaraananaya 
JAS.1.15	misáwí-ímáyáágó tátorainata sáwíta ónaumne. sáwítaamo úmaeta kwéiyonanayaamo éna misáwí-ímáyáágóná anondá máyaundawaina ááimba Áánútuna némpa'a ménaundayaaniye. mindáyave'a Áánútuntave'a sáwí-imayaa kwésimiye sénááovo imáyáa umái kawe'á oró.
JAS.1.16	kesí kwaásiyono. mindáyave'a kampar-áíntáváí áraire seváínivo kawe'á umái ísáaro. 
JAS.1.17	amápa'a árai-tantaa kawe-tántáá'á kentáásópata kentáásivoma Áánútunopakemba kwégumiye. aaváúmá kwíyómba o'á úmakowana aaváúmá kumpékéna usaréna kwéivo Áánútu íma mirá kwéena aasiyaasí sáma kamásinkena íma ó'on-o'on-imayaa kwéiye. 
JAS.1.18	Áánútu kwená imáyáa kwégwarena árair-aimba kwésimasimenaya mináráír-áíntávéna aúná-kwaasiraanta kwéumasinkaisata aiva'á kwená kwaási-ita uráanasaya naaémba ó'on-o'on-kwaasi mirá ónááowe.
JAS.1.19	kesí kwaási kentí imáyáa kwéunda-kwaasi ísáaro. Áánútun-aai ísámai kawer-é'a imáyáa uré'a aaí sé'a íma ááéma áwáá'a sé'a oró. 
JAS.1.20	áwáá'o kwésen-amba Áánútuna kawer-ámpá'á íma áwáá'a kwésen-amban-iye. 
JAS.1.21	mindáyave'a sáwí-imayaaneimo sáwí'o kwéon-tantaa'a tuwé'a umaé kumé'a Áánútun-aai tirumpimbó makáin-aimba ísámai kawer-íyana mináínkó kawer-ámpá'á métinkaniye.
JAS.1.22	Áánútun-aai tááre su'mai isé'o Áánútun-aai isáúnda á'a kwéisaumne sé'o é'a kesáváí kampa'á kwésevo Áánútun-aai íma tááre su'mai isé'a kwemó siráintemba oró. 
JAS.1.23	Áánútun-aai isésa kwemó siráintemba íma kwéiyawai 
JAS.1.24	non-kwaaúmpímbá tói'a awánasuwesa kówasa mirámó ombá ááéma kwétuwinkagwimba mirámó owáí Áánútun-aai isésa kwemó siráintemba mirá íma kwéowe. 
JAS.1.25	Áánútun-aai kasenku-áínkó póna mináínkó sáwí-imayaagomo tátokaimpinkemba iyátinkaniye. Áánútun-aai isésa kwemó siráintemba kwéiyawai isésa íma tuwinkáinda mirá úmaesa kwéiyiyana mináínkó tirumpimbá kawe'á umátinkaniye.
JAS.1.26	mono-kwáásímá úne sembánivo kwésen-ainka'o ímo kárákwiyombo ésa kesáváí-ímáyáágómbá kampa'á kwésimauwesa tóikakene su'mai sésa mono-kwáásímá úne kwésewe. 
JAS.1.27	ketor-ínínkáré megusaa-íyámpóíráré umbai-yántáá'ó kwáyáiwairare kárákwiyesa marapá-kwáásítí sáwí-ampa'a tínaaemba kwéumasuwaawai Áánútun-aai ísámai kawer-ésa Áánútu kentáásivo aúranka'a árai'-mono-kwaasi mésa Áánútun-arááíye su'mai kwégwaraawe.
JAS.2.1	kesí kwaásiyono. Ísóigo Ísu Káráísti ó'oran-aaimba kwáyáiwain-aaiyave'a áraire sé'a kwenká'á agevamái máyáavo túwí'o kwáyainda-kwaasi kawe'á umátinke'a túwí'o ímo kwáyainda-kwaasi tínaaemba umátímémba mindá sáwí'a kwéovo 
JAS.2.2+JAS.2.3	kárákwiyoro. torupamáímo máyáampimbo moóráwaimo óísankwara-kwaasi éna kawer-únánkwátói úmae tisanamó óísaniyaain-kwaasi éna sáwí-unankwatoi úmae tisa'ó kawer-únánkwátóigwarawaintave'a suwóká'á tamaiyó sé'o sáwí-unankwatoigwarawaintave'o nénka'a maiyómó kwésemba mindá sáwí'a kwéowe. 
JAS.2.4	mirámó sembá keinárawapinkemba évakarawai túma maimaé iyé'a évakarawai simái sáwí'a é'a sáwí-imayaanei taaínkaa'a kwéowe.
JAS.2.5	kesí kwaási kentí imáyáa kwéunda-kwaasi ísáaro. marapá'á máyáan-kwaasi óísaniyaain-kwaasi tuwánésa sésa úwoi-kwaasiman-owe kwésevo Áánútu óísaniyaain-kwaasi kwesé aráápamai asiramái máyáan-kwaasi tuwánéna séna kesí kwaásiman-owe kwésiye. ááéma Áánútu séna tirumbá kwésimen-kwaasi kwégawaa úndava'a ménaaowe siráimba 
JAS.2.6	óísaniyaain-kwaasiyavena mirá siráimba pó'a móruna tiyúwáavo. óísankwara-kwaasi túma íma maimaé íyóro. óísankwara-kwaasi keinárawa'a sáwí'a umátinkesa aaimá kwésimatinkesa 
JAS.2.7	Ísu Káráísiti áwí'a usáyaaitarain-awi'a kentí anóndako áwí'a simái sáwí'a kwéumankaamba pó'a miwí túma maimaé íyóvo.
JAS.2.8	Áánútun-aai aúváívimba agaimaréna séna
JAS.2.8	esáváí-ímáyáámó óndantemba
JAS.2.8	ó'owiti imáyáagwara'a uwó
JAS.2.8	siráimba pó'a minkáwér-ámáámbó asirayán-ámáámbó kwaré'o é'a kawe'á ónááombanivo 
JAS.2.9	óísankwara-kwaasi túmo maimaé iyé'o óísaniyaain-kwaasi móruna tiyuwé'o é'a sáwí'a ónááowe. mirámó é'o é'a kawer-ámáámbá araaisíyana Áánútu aaimá simátinkaniye. 
JAS.2.10	amápar-amaambo kwarésamo moórá-amaambo araaisíyambo éna aaimá simátinkena séna amápar-amaankomba arááíséwaiman-owe síníye. 
JAS.2.11	Áánútu séna íma aarai-úmóyámbá kwaai-úmóyámbá oró séna moórá-ainkwara'a séna íma kwaási tínkamiyasa púwóro siráiye. ímo aarai-úmóyámbó kwaai-úmóyámbó ombánivo kwaási tínkamiyasa puwónááomba ámáánkomba kwéaraaisewe.
JAS.2.12	Áánútun-aai kasenku-áínkó póna mináínkó sáwí-imayaagomo tátokaimpinkemba iyátinkaniye. Áánútu kwenáái kwáráawaiye arááíséwaiye tuwánéna tísaa ínímba pó'a imáyáa é'a kentóikare kentúrare kárákwiyoro. 
JAS.2.13	Áánútu aaivimbá maitinkáíndara'a tirumbó ímo umátínkaraawai Áánútu kwenarunkwárá'á íma umátinkaniye. Áánútu aaivimbá matinkáíndara'a tirumbó umátínkaraawai íma táá'a kwégainana Áánútu aruntaváí umátinkaniye.
JAS.2.14	kesí kwaásiyono. Ísu Káráísitin-aaiyavesa áraire kwésesamo ímo kawe'-máyáímó kwémaesamo ésa miwí táái úwoi tóikaken-aimba kwésewe. mináímbá tóikakene su'mai kwésemba póna Áánútu íma kawer-ámpá'á métinkaniye. 
JAS.2.15	Áánútuna kwaásivinkembo moóráwaimo ménamo unáánkwátóiye toóné ímo makáindawaintave'o 
JAS.2.16	keinárawa'o sé'o toómbá nenaná ámú'a váínama unáánkwátói ane'á márénana koko'á ínama kwaaó sé'o toómbó unáánkwátóimo ímo amé'o é'a kentáái úwoi tóikaken-aimba sénááowe. 
JAS.2.17	mindáyave'a Ísu Káráísitin-aaiyave'a áraire kwése'anivo ímo kawe'-máyáímó kwémayaambo é'a áraire sen-áímbá tóikakene su'mai kwésevo tirunkakémbá íma kwésewe.
JAS.2.18	évakarawaimo sésamo Áánútun-aaiyave'a áraire kwésunda pó'a Áánútuna kwaási únemo kwésewasamo évakarawaimo sésamo kawe'-máyáí kwémayaunda pó'a Áánútuna kwaási únemo kwésemba kemá Yémési sé'a Áánútun-aaiyave'a áraire sembánivo kawe'-máyáí íma kwémayaamba pó'a Áánútuna kwaásiya'o íma tuwánáúmne. kemá kawe'-máyáí kwémayaunda suwáné'a sé'a Áánútun-aaiyavai áraire kwésene sénááowe kemá Yémési súne. 
JAS.2.19	Áánútu kímborawai máyáiye kwése'o árairemo kwésemba kawer-áímbá kwésembanivo miráwé su'mai kwésemba Áánútu kawer-ámpá'á íma métinkaniye. Sáátáánigona kwayó'nárawa'o mináímbó kwésemba tiyántámbá kwétaisasa kwésemba póna Áánútu íma kawer-ámpá'á métinkaniye. 
JAS.2.20	íma kawer-ímáyáágwárá-kwáásín-owe. Ísun-aaiyave'a áraire kwése'o kwéomba íma kawe'-máyáí kwémayaamba úwoima aaimá kwésemba pó'a simáímo agaráátinkaanda ísáaro. 
JAS.2.21	naaóvá'á kentáá síkwá'náma Ááváramu Áánútu simámakaini'a índayavena ááninko áwí'a Áísákaamba óntan-taareira'a mósá ánkarena tuvuwíníye úwana Áánútu séna a'áo siráiye. Ááváramu mirá uráintavena Áánútu séna arupí umái máyáane siráiye. 
JAS.2.22	Ááváramu Áánútun-aaiyavena áraire kwésena íma miráwé su'mai uráivo simámakaintemba uráimba Áánútun-aaiyavena asiramái áraire siráimba á'a ísaraawe. 
JAS.2.23	Áánútun-aai aúváívimba agaimaréna séna Ááváramu Áánútun-aaiyavena áraire siróntavena Áánútu séna arupí umái máyaanemo siráimba mináínkóná ááimba Ááváramu Áísákaamba tuvuwíndavena uráinka'a avora'á paáruraiye. naaémba Ááváramuntavesa sésa Áánútuna kwaásiman-iye siráawe. 
JAS.2.24	Áánútun-aaiyavesa áraire sésa kawe'-máyáí kwémayaawaiyavena Áánútu séna arupí umái máyáawe kwésivo Áánútun-aaiyavesa áraire sésa íma kawe'-máyáí kwémayaiyawaiyavena Áánútu séna arupí umái máyáawe íma síníye. mináímbá ívé'a kwéisaawe.
JAS.2.25	Áánútun-aai aúváívimba naaóvá'á agaimaréna moórá-ininko eénánká'á nááún-ininko áwí'a Áré'api ó'onkaa-ininkona kwaasái siráiye. Yósúwa maramá aúpá'á koawánaakaiyo séna ti'marówasarai minínínkóná naaúmpa'a tuyaná mindárai táái iséna áraire séna kwenamááraa tínkamovo séna moórá-ampa'a agaráátinkowasarai kóuraaiye. minínínkó mirá uráintavena Áánútu séna arupí umái máyáin-inimban-iye siráiye. 
JAS.2.26	timambá kówisasamo kwaásimo púwóntemba Áánútun-aaiyavesa áraire sésa íma kawe'-máyáí kwémayaawai miráráán-umai íma tirunkakémbá áraire kwésevo tóikakemba kwésewe.
JAS.3.1	kesí kwaásiyono. Áánútuna mayáí agaráátinkaiyam-bayai íma sáwívarawai mayánááovo moórá-morawai mayánááowe. agaráátinkai-mayaiya kwémayaundawaiya Áánútu asiramáíya kwésisaa índarakemba úwoi-kwaasi miwítí mayáíyávéna úwoisamba tísaa íníye. mindáyave'a íma sáwívarawai sé'a agaráátinkai-mayai mayánáe sénááowe. 
JAS.3.2	amáparawaiya évaka-tantaa'a sáwíta kwéundayaawe. tói-kawaan-esa kawer-áíné su'mai kwésewai árai'a kawe-kwáásí mésa túra'a amápa-tantaaka'a kanaán-umai kwégarakwiyowe.
JAS.3.3	moórá-aimba imáyáa oro. anóm-poi áwí'a ósimba kwaási kentí imáyáaomo kwin-ámpá'ó kónáesamo ombá óipimba ákí-asirayan-tamayo'a áárankesa évarevar-ayaaira'a ándáma aríkwímai tiyáámpimba tokésa kentí imáyáaomo kwin-ámpá'á moórá-ayampar-anda tavisewaná minánóm-póímá kwégwiye. 
JAS.3.4	nompí-sípígwárá'á imáyáa oro. mindá anón-tantaa'a isaná úndágoma améntámai ópa'a tuwánáe kwéisananivo avúsúmaenamo nááín-tamayo'a íma anón-tamayo'an-ivo sáwíyan-tamayo'a kwemó kónáe sipa'á mintámáyó'á kwántáísana minánó-sípígó kwégwiye. 
JAS.3.5	maarágwárá'á imáyáa oro. kwaásiya anón-tantaa'a únanaya sóikoma sáwíyan-tantaako sáwívar-aimba kwésena súyaama maimaéna kwéiyimba imáyáa oro.
JAS.3.5	aiva'á sáwíyan-irama karéna kámaena anón-umi'a kwégautaapaiye. 
JAS.3.6	iramó kámae kwéna anón-umi'o sáwí'o intembá sáwí-ainko miráumai kwégwena amápa súwawaata sáwí'a úmaena kwégwiye. sáwí-ainkona mayáígó amápar-ayampa'a amápa-sawi-mayaigomba kwéusayaaitaiye. misáwí-yántáákóná ááimba Sáátáánigompimba kwéena kentáásí mayáí tasáwí'a kwéena amápar-ayampa'a kóyáwé kwéiye.
JAS.3.7	aváá-kwáí-kwaamba numamá iraankavayaambá noyáá'a amí'mír-umai kárákwiraambanivo 
JAS.3.8	sáwí-ainko usáyaaitarain-tantaa'a pósa kwaási íma kanaán-umai kwégarakwiyowe. kwaaivainkómó kwaásimo vaisanamó sáwí'o intembá sáwí-ainko mirá kwéiye.
