MAT.1.1	Tákɨ̀rɨ́b ndùtì ndútí Yésù Krístù nyȩ Dàvît ya dundóŋce nyȩ Àbɨ̀ràháàm á rè:
HEB.13.21	Mèín nò du nànɨ ju ɗóóŋ nà nyí nyòm nyí ndɨŋ nɨ́ɨ́b nyɔ̧ɔ̧́ ɓwâ lâs, àm nyí a ndɨ̀ŋ nɨ́m ŋgə́ ɗúré. Ɓe ɨ́r Yésù Krístùù, ŋgə́ nà nyí nyòm ndɨŋ nɨ́m nyaŋ ŋgə́ sumíì. Mgbíí dù ɓe Yésù Krístù tɨ́k kɨ̀ tɨ́k. Àmèn!
HEB.13.22	Mwin yàá bɨ moò péín ə́mní, nɨ́m mɨ ta nyí ndɨ̀ŋte á nyí jíhɨ̀ nyindí mɨ nyinna nyí tààmnɨ nyí njɔ̧̀ no rè, ɓetí nɨ́m mɨ tɨinsona nyí ɗàrɨ́ nɨ ví̧i̧ ɗàà. 
HEB.13.23	Kùb mbɨ́khó̧tɨ́ Tìmòtê nìrì. Ŋgə́ ɨ́ féínwò kə́sə́k, gùr mɨ ɓa gɨ̀sònɨ nyí pénɨ rè, nɨ́me ŋgə́ a gɨ̀sò cúk.
HEB.13.24	Nùb du gènɨ mɨ̀kwìn nùb ə́mní nyínè ɓe nùb gbàŋ Mèèín lâs, nyindɨnáam ŋgáb. Mwin yàá bɨ ə́mní du nùb Ìtàlíì rɨ nyindɨsoó nyí.
HEB.13.25	Faám Mèèín dù ɓe nyí lâs.
JAS.1.1	Mɨ Jâk, nɨ̀kɨ̧́ɨ̧ Mèín ɓe Yésù Krístù nò du Kékéé. Mɨ nyindií gbàŋ Mèèín lâs dutee ɗɔ̀ɔ́b lè bɨ̂ŋ.
JAS.1.2	Mwin yàáb moò péín ə́mní, ɓwâ jábɨ́r nyiín nyin kwa nyínè, óknáam mɨ̀tù; 
JAS.1.3	ɓetí ə́ə́m nyínè ɨ́ dù nɨ́ ɓwâ kɨ́ gùwá, ɗəəŋnáam ə́ə́m nyínè kɨ́ ɓa dùnɨ ɓe jíhɨ́r á. 
JAS.1.4	Ɨ́dù gə́tɨnáam, ə́əŋnáɓam kpéín ə́ə́m nyínè kɨ́ no, àm nyí a dù ɗɨ́ɗɨ̧́, nɨ́m yɨ̀tíí só ɗàà, njɔ̧̀ nyínè cè nɨ́ ɓe mɨ̀lə́m ɓáŋhîn dùr. 
JAS.1.5	Nɨ́m mwi̧, nɨ̀mwi̧ mvókín nyínè noò ɨ́ tùŋ kɨ̀cáàb, nò kɨ́ ɓwèì ɓe Mèín, Mèín ɓa ŋgə́ nànɨ á; ɓetí Mèín á nànɨ nò lâs ɓe sum mwi̧, ŋgə́ nò kù cànɨ ɗàà. 
JAS.1.6	Ɨ́dù á ɗúnɨ nò kɨ́ ɓwèì ɓe gíí ɨnayâna Mèín ɓa ní nàmènɨ á, nò du nɨ́ ɓe gíí kɨ́ u̧ ɗàwáá á fɨ́tîn ɓe úndi kəŋmbə́r du njóktèèniì. 
JAS.1.7	Nò du u̧ kɨ́ tɨ̀ lə́əmɓa nɨ́ Mèín ɓa ní nànɨ nɨ́m kù á na, 
JAS.1.8	ɗàɓàwá, ɓetí njɔ̧̀ nò kíì á nɨ bɨrɨ́b bɨrɨ́b, ŋgə́ nɨ tùɓànɨ nɨ́m mwi̧ jɨ́k ɗàà.
JAS.1.9	Nò ə́mní du nò tiri ók mɨ̀tù, ɓetí Mèín ɓa ŋgə́ gèwúnɨ còóm á. 
JAS.1.10	Nò ə́mní du nò njɔdìì ókɓwê mɨ̀tù àm Mèín ɓa ŋgə́ gèsénɨ ɗàá rè, ɓetí ŋgə́ tɨ ɓa nɨ kúnɨ hȩ fɨ́láwà u̧ á. 
JAS.1.11	Mvii fó̧tɨ́, ŋgə́ a wû. Ɓwâ ŋgə́ gbáklé, ŋgə́ a cə́ə̀ŋkî cin fɨ́láwàà. Fɨ́láwà kɨ́ a ɗì, nyààŋ ŋgéé a cɔ̧̂. U̧ á nò njɔdìì ɓa kútéínndénɨ mâá njɔdìì no.
JAS.1.12	Mɨ̀tù á ɓe nò ə́əŋɓa kpéín ɓe jíhèé jábɨ́r du ŋgə́ kwàniì. Ɓwâ ŋgə́ túmne jíhɨ́r u̧ kɨ́, lɔ̀ɔ́ du mè Mèín ya ɓwáína nùb du ŋgə́ ɗúniì rɨ á nò kɨ́ ɓa kwànɨ ru. 
JAS.1.13	Ɓwâ kɨhɨr kwa nò kù rɨ, ŋgə́ nɨ ɨnayâna Mèín kəhií ní na tà. Ɓetí Mèín nɨ ɓe mɨ̀lə́m ndɨ̧̀ɨ̧́ ɓáŋhɨ́nne ɗàà, nò kù cè nɨ́ sàmàìn njóhɨ Mèín ndɨ̀ŋ ɓáŋhɨ́nne ɗàà. 
JAS.1.14	Ɨ́dù kɨhɨr bɨ nɨ nɨ̀vɨ́tè ɓe mɨ̀lə́m ɓáŋhîn no njɔ̧̀ɔ̧ du ŋgə́ njóòrénɨ ndɨ̧̀ɨ̧́ ɓáŋhɨ́nne noò á. 
JAS.1.15	Cùr kɨ́ no mɨ̀lə́m ɓáŋhîn kɨ́ a ndɨ̀ŋ nò kɨ́ còmtɨ. Ɓwâ cum ndóoŋndé, a gèrê nò kɨ́ jɨ̀r cwéé. 
JAS.1.16	Mwin yàáb moò péín ə́mní, nò kù nɨ nyí mbáŋhɨ̀r. 
JAS.1.17	Nɨ́m du nyɔ̧ɔ̧́ duce ɓe kum ɗàà rɨ go nɨ ɓɨllin á, Mèín ɨ́ du nɨ́ nànɨ ru, ŋgə́ nò ya nyaŋhȩ mvii, káŋyerɨ̀b ɓe njumií. Ŋgə́ á há nɨ tɨ́k Mèín mwi̧ kɨ́, ŋgə́ cè nɨ́ hȩ mvii du nɨ́ dùkɨ́nɨ nyɔ̧́ɔ̧̀ ɗàà, ŋgə́ a yà ŋgɨ̀ɨ̀tèènɨ cò̧ rɨ sé. 
JAS.1.18	Ɓe ɗûnɨ́m ŋgə́ nɨ̀mɨrí, ŋgə́ naá nɨ́m kìn àmɨrìí du nànɨ mèè, àm nɨ́m a dù tíí kpáín nɨ́ɨ́b lâs ŋgə́ ya nyaaŋndé no.
JAS.1.19	Mwin yàáb ə́mní mo ɗûnɨ́mí, mɨ tànà nyí: gə́əŋnáam tó óknyààŋnɨ nyindí, nyí nɨ àm kə́sə́k gàm, nyí nɨ njù̧ kə́sə́k ô. 
JAS.1.20	Ɓetí nò du njù̧ú̧ sàmàìn ndɨŋ nɨ́m Mèín ɗúré ɗàà. 
JAS.1.21	Àm kɨ́ á du ɗúnɨ nyí mbɨ́k mɨ̀lə́m ɓáŋhɨ́b nyínè njɔ̧̀ne lâs, nyí a mbɨ̂ cum. Ə́əmnáam ɓe jɨ̧ cúk kìn Mèín kɨ́klé nyínè njɔ̧̀ɔ̧ kɨ́. Kìn kɨ́ á ɓe nyòm ɓátɨ nyínè.
JAS.1.22	Nò kù nɨ lə́mnɨ̀r ŋgə́ a tà kìn Mèèín du nɨ kɨ́ ókhó̧ɗóo ó̧ne á na, nò kɨ́ mbáaŋɓa nɨ síí á. Ndɨŋnáam nɨ́m kìn kɨ́ ta nyí ndɨ̀ŋte, nyí nɨ ó̧o̧ ókhó̧ɗóò. 
JAS.1.23	Ɓetí nò ók kìn Mèèín ɨ́ dù ndɨ̀ŋwá nɨ́m kìn kɨ́ ta ndɨ̀ŋte á fɨ́tîn ɓe nò góomndé pə́ə́m pə́cùnɨ ɓɨ̀m noò. 
JAS.1.24	Ŋgə́ góomcáaŋtɨ́, ŋgə́ a gì. Ɓè mu̧u̧ ŋgə́ a cə̀mlâŋ hȩ ɓɨ̀m noò tɨ duré rɨ. 
JAS.1.25	Ɨ́dù nò góomnyaaŋɓa ɓíì ɗɨ́ɗɨ̧́ du nɨ́m nànɨ ju ɓe síhé, nò kɨ́ ɨ́ tùjə̀ŋɓà, ŋgə́ ɨ́ dù nɨ́ ó̧o̧ ókhó̧ɗóòwá ŋgə́ a cə̀mláŋcù, ŋgə́ ɨ́ ndɨ̀ŋmèɓà nɨ́m ɓíì kɨ́ taré, Mèín á fàmnɨ nò kɨ́ nɨ́ɨ́b lâs ŋgə́ du ndɨ̀ŋniì no.
JAS.1.26	Nò du lə́ə̀mnɨ ní á tùɓànɨ jɨ̀r Mèèín ndɨ, ŋgə́ ɨ́ dù nɨ́ ɓɔ̧ bɨ̀wá, ŋgə́ mbáaŋɓa nɨ síí á, tùú jɨ̀r Mèèín ŋgéé kɨ́ du nɨ sam á. 
JAS.1.27	Nɨ́m Mèín nò du Táà du pénɨ hȩ tùú jɨ̀r duɓa àmɨrìí á rè: Munɨ́b kwíhɨ̀b ɓe mámkwííb du pénɨ jábɨ́rí, wu a kpɔ̂ ŋgáb. Wu a gə́tè ɓe mɨ̀lə́m ɓáŋhɨ́b ɗɔ̀bɨ́nné fɨ́tɨ wu gèrénɨ cumíì.
JAS.2.1	Mwin yàáb moò péín ə́mní, nyí nùb ə́mne Yésù Krístù nò du Kéké nɨ́mè, nò du ɓe mgbíhɨ́rí, nɨ ɗúwa nyí cà nùb nyí dɨɨmndé ca̧á̧. 
JAS.2.2	Nɨ́m tàpéyè ɨnè: Yɨ́ nyí nùb ə́mní tɨ ɓáaré, nɨ̀vɨ́tɨ̀b bɨrɨ́b a lə́so. Nɨ̀mwi̧ nò njɔdìì á, ɓe wòrɨ̀b kàtɨ́b mònéè mbə́reé, ɨ́ nyààŋ kàtɨ́b júú só. Nɨ̀mwi̧ kù cè tii kɨ̀ tii, jâblíì. 
JAS.2.3	Nyí a gàmɓà nò njɔdìì rè ɓe dɨmɨɨr cúk, nyí a tànà ŋgə́ ɨnè: «Tá, gom dùrénɨ hò̧, yɨ́ juu dɨmɨri rè!» Ɨ́dù nyí a tànà nɨ́ nò tiri rè: «Ɓwà ti rè, ə́ŋhɨm còóm ɓè», kɨ́ kù: «Durésom ɗàá sɨrí ɓè.» 
JAS.2.4	Nyí ɨ́ ndɨ̀ŋ u̧, nyí ma caha nɨ nɨ̀vɨ́tɨ̀b ca̧á̧ á ye! Mɨ̀lə́mkáín ɓáŋhɨ́b á nyí njóònɨ nyí pə́tə̀ə̀ŋkɨ́ nɨ̀vɨ́tè.
JAS.2.5	Mwin yàáb ə́mní mo ɗûnɨ́mí, óknáye: Mèín cahaá nùb tiri ɗɔ̀ɔ́b lè noò àm ŋgáb a kwà njɔdì àmɨrìí ə́ə́m ŋgábè no, ɗà ŋgáb a lê haam ŋgə́ ya ɓwáína nùb ɗú níì no ye! 
JAS.2.6	Ɨ́dù kɨ́ nyínè, nyí á hà pə́wààmkɨ́nɨ nò tiri ye? U̧ kɨ́ nùb du nyí ɓánnɨ a gece nyí ŋgù̧ní rè nùb njɔdìì kɨ́ á. 
JAS.2.7	Nùb kɨ́ ɨ́ duce ɓáàŋkɨ́nɨ ɨ́r Yésùù kùb ya ɓésé nyí ya kwe ru.
JAS.2.8	Á mè u̧, nyí ɨ́ jə̀ŋ ɓíì du káàtà Mèèín no, du tànɨ: «Ɗúum kùŋ ɓwà woò hȩ wu ɗú síí wu nɨ̀mɨ́rí» rè, nyí ndɨŋ mîn á. 
JAS.2.9	Ɨ́dù nyí ɨ́ cà nùb nyí dɨɨmndé ca̧á̧, ɗəəŋnáam nyí comtɨ́, ɓíì bɨceé nɨ́ nyí. 
JAS.2.10	Ɓetí nɨ̀vɨ́tè jəŋgɨ nɨ́ ɓíhɨ̀b ɨna, ŋgə́ ɨ́ ɓèìhô̧ mwi̧, ŋgə́ ɗə̀ə̀ŋtɨ kɨ́b meré lâs duɓwéecɨ bɨ ɓeín á. 
JAS.2.11	Ɓetí Mèín mwi̧ yi na ɓíì ɨnayâna: «Wu wu mààŋ ndɨ̀ŋ» ndè ɨ́ naɓwée kɨ́ du tànɨ ɨnayâna «Wu wu nɨ̀vɨ́tè kwíhɨ̀r» lè ru. Àm kɨ́ á du, wu dùgɨ̀ wu mààŋ ndɨ̀ŋwá, wu ɨ́ kwíhè nɨ̀vɨ́tè, wu ɓəttɨ́ wú ɓíì. 
JAS.2.12	Àm kɨ́ á mɨ tana nyí, nɨ́ɨ́b nyí du nyìnniì ɓe kɨ́b nyí du ndɨ̀ŋniì lâs, ɗəəŋnáam Mèín kwá ŋgwin nyí ɗóhîn hȩ nyí ya jəŋ ɓíì ɗɨ́ɗɨ̧́ du nɨ́m nànɨ ju ɓe síhé. 
JAS.2.13	Ɓetí nò kwá du kùùŋ mwàm ókwaá, Mèín kwá ŋgwinɓwée ŋgə́ u̧ mwàm ɗàà. Ɨ́dù nò kwá ók kùùŋ mwàmí, ŋgwìn Mèèín kwá nɨ ŋgə́ bɨ̀r.
JAS.2.14	Mwin yàáb moò péín ə́mní, ní ɨ́ du kpɔ́knɨ nɨ̀vɨ́tè ɓè nò kɨ́ ta: «Mɨ á ɓe ə́ə́m», ŋgə́ a dùcè nɨ́ nɨ́m du túùmnɨ ŋgə́ á ɓe ə́ə́m na kɨ́ ndɨ̀ŋ. Kúúŋ ə́ə́m kíì á sàmàìn ɓátɨ ŋgéé à? 
JAS.2.15	Nɨ́m tàpéyè ɨnè: Mwin yàá ə́mní kù goó yɨ́ nyínè, ŋgə́ a tà tùŋ júú á ní ndɨ̀ŋnɨ, ní ɓwê ɓe cɔŋ ye lâs ɗàà. 
JAS.2.16	Ní ɨ́ duce nyí kpɔ́knɨ ɓè nyí tana nò kɨ́ ɨnè: «Sé yȩȩ́, gɨ̀ mîn, ndoŋnɨr nɨ wu kàmȩ́ȩ́ lə́ər, Mèín nà wu cɔŋ», u̧ kɨ́ nyí nɨ ŋgə́ nàwá nɨ́ɨ́b du ŋgə́ ɗúnàniì? 
JAS.2.17	U̧ á duɓwée ɓe ə́ə́m: Nɨ́ɨ́b ndɨ̧ɨ̧́ du túùmnɨ ə́mní ɨ́ dù nɨ́ ɗàà, sé ə́ə́m kɨ̀ ə́ə́m sam, ə́ə́m kɨ́ du nɨ kúri á.
JAS.2.18	Nò kù ɨ́ tànà kùùŋ ɨnè: «Wu á ɓe ə́ə́m, mɨ á cè mɨ́ ndɨ̀ŋnɨ nɨ́m ə́ə́m ɗúré», mɨ ɓa pììnànɨ nò kɨ́ á, mɨ a tà: «Túùmnà mɨ hȩ ə́ə́m wóò fɨ́tɨ dùnɨ ɓè wu du wú ndɨ̀ŋnɨ nɨ́m ə́ə́m kɨ́ ɗúré ɗàwáá, mɨ a túùmnàcè wu ə́ə́m móò nɨ́m ndɨ̧ɨ̧́ moò ya.» 
JAS.2.19	Wu ə́əmhaá Mèín á mwi̧ ndúk ye? Àà! Nɨ̀wàtɨ̀b á ə́ə̀mɓwênɨ u̧, ŋgáb a bɨ́ndɨ̀ɓàcéyè ɓe vùù. 
JAS.2.20	Na ɨ́ duye nɨ́ ɓe sàkɨ̂ɨ́ rè! Wu ɗúú kùb túùmnà wu ɨnayâna nɨ́ɨ́b du túùmnɨ ə́mní ɨ́ dù bɨ́ ɗàà, ə́ə́m kɨ́ du nɨ kúri á na à? 
JAS.2.21	Lə́əmcum tákɨ̀r nɨ́mè Àbɨ̀ràhâm, ní á yi ndɨŋ Mèín áré ŋgə́ kpáín nùb ɗɨ́ɗɨ̧́ɨ̧́ no? Yi du ɓe nɨ́m ŋgə́ yi ndɨŋndé á, ɓwâ ŋgə́ ya á mwin nóò Ìsâk nàkɨ́nɨ Mèín satɨgà noò. 
JAS.2.22	Wu péé à: ə́ə́m ŋgéé ɓe nɨ́m ndɨ̧ɨ̧́ ŋgéé yaá bɨ ɗóògènɨ. Nɨ́m ŋgə́ yi ndɨŋ kɨ́ ɨ́ du túùmnɨ ɨnayâna ŋgə́ ə́əmtɨ́ Mèín sum mwi̧ ru. 
JAS.2.23	Kí túmnɨ ɨnayâna nɨ́m yi du tɨín káàtà Mèèín no rè fó̧tɨ́ hàrák yáá na á, ɓetí yaá tɨín ɨnè: «Àbɨ̀ràhâm yi səŋtɨ́ gíí ɓe Mèín, ɓe ə́ə́m ŋgə́ ya du ɓe kíí, Mèín ɨ́ â ŋgə́ nò ɗɨ́ɗɨ̧́.» Ŋgə́ ɨ́ sèì ɓwàjìrí Mèèín. 
JAS.2.24	Nyí pə́haá ye, ɓe nɨ́m nɨ̀vɨ́tè du ndɨ̀ŋniì á Mèín du ŋgə́ ánɨ nò ɗɨ́ɗɨ̧́ ru, nɨ ɓe ə́ə́m ŋgéé sumíì sé ɗóò.
JAS.2.25	U̧ á yi ndɨŋɓwée ɓe Ràhâb, nɨ̀gwi sàkèè; ɓe nɨ́m ŋgə́ ya ndɨŋndé á Mèín ya á ŋgə́ nò ɗɨ́ɗɨ̧́ ru, ɓetí ŋgə́ yi gamndéé tɨ́pénɨ̀b Jwîf ɓoò no yó, ŋgə́ ɨ́ yòhè ŋgáb, ɗà ŋgə́ ɨ́ túùmndóŋnà ŋgáb jɨ̀r ji ɓátɨ̀nɨ ŋgáb. 
JAS.2.26	Nyí péé nò du fìnɨ fìí ɗàwáá du nɨ kúri á. Nɨ́ɨ́b ndɨ̧ɨ̧́ du túùmnɨ ə́mní ɨ́ dù bɨ́ ɗàà, ə́ə́m kɨ́ duɓwée nɨ kúri á.
JAS.3.1	Mwin yàáb moò péín ə́mní, ví̧i̧ bɨ vúm dùyè tá tɔ̀hí na mâ, ɓetí nyí ɗəəŋtɨ́ nɨ́m nùb du tá tɔ̀hí rè, ŋgwìn nɨ́mè ŋgwéné kwá duɓa tamnì a ndôŋ kɨ́ nùb lâs. 
JAS.3.2	Nɨ́m á ndɨ̀ŋɓànɨ kum ví̧i̧, nyiín nyin cè. Nɨ̀vɨ́tè ɨ́ dù nɨ́ ndɨ̀ŋnɨ kum nyindí ŋgéé ɓɔ̧ne ya ɗàà, nò kɨ́ duɓa nò ɗɨ́ɗɨ̧́ fɨ́tɨ bìnɨ múb síhé á. 
JAS.3.3	Nɨ́m á kɨ́klénànɨ ɗə̧́nɨ́b kpááŋ ɓɔ̧ɔ̧ àm ŋgáb a jə̀ŋ nɨ́mè, kí ɨ́ du ndɨ̀ŋnɨ nɨ́m a ɗə́ŋhȩ̀ ŋgáb péín lâs lu. 
JAS.3.4	Pə́náɓwéeye kwááì kàtɨ́b jííb, ɓe haám kàtɨ́b ŋgábè, ɓe ŋgɨ́r kàtɨ́b du ŋgáb njókniì, kòr ɗə́ŋhɨ ŋgábè á nɨ mɨ̀ténè, tɨ́kór á cè ŋgáb gènɨ péín lâs ŋgə́ ɗúré. 
JAS.3.5	Nɨ́m mwi̧ á ɓwê ɓe yúum nɨ̀vɨ́tèé ɓɔ̧ne. Ŋgə́ á ŋgóbti, ɨ́dù ŋgə́ á ndɨ̀ŋnɨ mɨ̀tù ɓe nɨ́ɨ́b kàtɨ́b ŋgə́ du ndɨ̀ŋnɨ fó̧ nɨ̀vɨ́tèé ɓɔ̧ne.
JAS.3.5	Páín ti mácíì mwi̧ á hà tòŋkɨ́nɨ ŋgwàr bɨ̂ŋ ye! 
JAS.3.6	Àà, yúum du hȩ wa á, ŋgə́ du hȩ ti nɨ́ɨ́b ɓɨ́bí á. Ŋgə́ duɓwéeɓa síí nɨ̀vɨ́tèé á, ɨ́dù ŋgə́ á nɨ ɓáàŋkɨ́nɨ nɨ̀vɨ́tè. Ju mèè nɨ́mè no, ŋgə́ á nɨ́m tòŋkɨ́nɨ ɓe wa Sátààìn. 
JAS.3.7	Nyèém káhȩ̀né lâs, gààì, nyó̧nɨ́b ɓe hərɨ́b sàmàìn yɔ́k nɨ̀vɨ́tè kɨ́ɨ́niì ɗàà. 
JAS.3.8	Ɨ́dù yúum nɨ dùkɨ́ɓànɨ nyɔ̧́ɔ̧̀ ɗàà ɓe ndɨ̧̀ɨ̧́ ɓáŋhɨ́nne, ŋgə́ du nɨ nɨ́m yɔ́k nɨ́ nɨ̀vɨ́tè kɨ́ɨ́niì á. Ŋgə́ á kwíìnɨ kùb hȩ mvùtù. 
JAS.3.9	Ɓe yúum á nɨ́m du sáktɨ̀nɨ Kéké nò du Tá nɨ́mè ru, ɓe yúum mwi̧ kɨ́ á nɨ́m duɓwée kánnɨ nɨ̀vɨ́tɨ̀b Mèín ya nyaŋhȩ fɨ́tɨ̀ɓà ní nɨ̀mɨrí ru. 
JAS.3.10	Ɓɔ̧ famí nɨ ɓɔ̧ káárí dùr. Mwin yàáb moò péín ə́mní, nɨ ɗúwa nyí dù ɓe ɗɨ́m kɨ́. 
JAS.3.11	Lááŋ mvúmí mwi̧, sàmàìn mvúm nyɔ̧ɔ̧́ ɓe kɨ́ ɓáŋhîn dɨɨɓáhe nóò ɗàà. 
JAS.3.12	Mwin yàáb moò péín ə́mní, sàmàìn yɔ̀ sáá gom píyàà ɗàà, sàmàìn yɔ̀ ndóò gomce nɨ́ sáá ɗàà. Nɨ́m mwi̧ ɓwê ɓe mvúm, sàmàìn kùb túhó̧ mvúm nyɔ̧ɔ̧́ lááŋ mvúm ɓáŋhɨ́nne noò ɗàà.
JAS.3.13	Ína yáà, nò kù á hò̧ duɓa ɓe kɨ̀cáàb ceí à? Nò kɨ́ ma dù ju ɗɨ́ɗɨ̧́, ŋgə́ a ndɨ̀ŋ nɨ́ɨ́b ɓe jɨ̧ cúk túùmnɨ kɨ̀cáàb no kɨ́ kà. 
JAS.3.14	Ɨ́dù, nyí ɨ́ dùɓà ɓe ɓi̧í̧, ɓe mɨ̀lə́m mɨ̀ɓə́hɨ̀rí nyínè njɔ̧̀ɔ̧, nyí nɨ mɨ̀tù ndɨ̀ŋ, nyí cè nɨ́ àm àmɨɨr ɓáàŋkɨ̂r ɓe nyindí nyínè ɓɔ̧ne. 
JAS.3.15	Kɨ̀cáàb u̧ kɨ́ nɨ Mèín sé ɨ́ du nànɨ, du nɨ kɨ̀cáàb ɗɔ̀bɨ́nné á, nɨ̀vɨ́tɨ̀b ɨ́ du bɨ́ ɓe kí ru, Sátàìn ɨ́ duce nɨ́ nànɨ ru. 
JAS.3.16	Ɓetí yɨ́ ɓi̧í̧ ɓe mɨ̀ɓə́hɨ̀r duré, yɨ́ kɨ́ á ɓwê mɨ̀tehìn ɓe ɓáŋhɨ́b lâs du ru. 
JAS.3.17	Ɨ́dù kɨ̀cáàb Mèín naré á nɨ nyin. Nò Mèín na kɨ̀cáàb kíì: tíí yàyè nò kɨ́ nɨ ɓe nɨ́m yɨ̀tíí só ɗàà, ŋgə́ á nànɨ ju ɗóóŋ. Ŋgə́ á kerîn, ŋgə́ nɨ mɨ̀tehìn mvó, ŋgə́ á kwà ɓe nyàŋnjɔ̧̀. Mèín ɓe nyàŋnjɔ̧̀ noò, ŋgə́ á ndɨ̀ŋnɨ nɨ́ɨ́b nyɔ̧ɔ̧́ ŋgə́ cànɨ nɨ̀vɨ́tè ɗàà, ŋgə́ cè yòònɨ ɗɨ́m kù ɗàà. 
JAS.3.18	Nùb du dùnɨ ju ɗóóŋ ndɨ, ŋgáb ɨ́ gèréndóŋɓwê ju kɨ́ mvókín nɨ̀vɨ́tɨ̀bì, nɨ́m ŋgáb ndɨŋ kɨ́ ɓa nànɨ gum nyɔ̧ɔ̧́ á.
JAS.4.1	Àm níì á mvókín nyínè no, nyí du su kɨ̀ su, ɓi̧í̧ kɨ̀ ɓi̧í̧? Nɨ́ɨ́b kɨ́ lâs goha sunɨ̀b ɓáŋhɨ́b nyí du ɓe kí nyiín nyin nyínè njɔ̧̀ɔ̧ rè ya á ye! 
JAS.4.2	Nyí á súnɨ̀nɨ nɨ́m kùbè, ɨ́dù nyí ɓe nyòm kwa nɨ́m kíì ɗàà, ɓwâ kɨ́ ɓè nyí á kə́sə́k kwíìnɨ nɨ̀vɨ́tè. Nyí á kɨ́nɨ nɨ́m kùbè íí ya, ɨ́dù nyí ɓe nyòm kwa nɨ́m kíì ɗàà. Ɓwâ kɨ́ ɓè, mɨ̀ndárè ɓe lɨɨŋ a sə̀m mvókín nyínè no. Nɨ́m nyí ɗúré nyí du nɨ kwànɨ ɗàà àm nyí du nɨ́ ɓe Mèín ɓwèìwáá á. 
JAS.4.3	Nyí ɨ́ ɓwèì nɨ́m kù ɓe Mèín, sàmàìn ŋgə́ na nyínè ɗàà, ɓetí ɓoré nyínè kɨ́ á nɨ ɓáŋhîn, nyí ɓweiɗóo nɨ ɓe ɨ́r nyí nɨ̀mibi á. 
JAS.4.4	Nùb jɨ̧ só ɗàwá rè, nyí nɨ ɗə̀ə̀ŋwá ɨnayâna nò du nɨ́ ɓwàjìrí ɓe nùb Mèín jə̀ŋnde, ɓəndɨ nɨ Mèín ɓəndîn á na à? Wu ɨ́ dù wú ɓwàjìrí ɓe nùb Mèín jə̀ŋnde, ɗəŋhɨm ɨnayâna wu settɨ́ wú nò Mèèín ɓi̧ní. 
JAS.4.5	Nɨ sam sé káàtà Mèèín ta ɨnè: «Mèín á góòmɓànɨ íí mè ŋgə́ naré nɨ̀vɨ́tèé sóò ya cei.» 
JAS.4.6	Ŋgə́ á nɨ́m túùmnàɓàcéyènɨ nyàŋnjɔ̧̀ noò, ɓetí káàtà Mèèín taá ɨnè: «Mèín á jìnɨ nùb wúte síhé, ɨ́dù nùb gesé síí ɓóò ɗàá, ŋgə́ á ŋgáb túùmnànɨ nyàŋnjɔ̧̀ noò.» 
JAS.4.7	Jəŋnáam Mèín; ɓwâ Sátàìn kəhɨ nyínè, nyináɓam ŋgúúŋ, ŋgə́ ɓa nyí lùnɨ á. 
JAS.4.8	Ŋgɨɨrénáam Mèín no, ŋgə́ ɓa nyí no ŋgɨ̀ɨ̀réɓwênɨ á. Cɨcóòm ndè, mbɨ́knáam cum, nyí nùb mɨ̀lə́m njɔ̧̀ɔ̧ bɨrɨ́b bɨrɨ́b lè, mbɨ́knáam mɨ̀lə́m cumí nyínè kɨ́. 
JAS.4.9	Yínáam só, kɨ́ínáam, tunáam bɨ̀ìmèrè; nyí nɨ sɨ̀r sə̀rɨ̀cɨ̀r, kɨ́ínáam. Nyí cè nɨ́ mɨ̀tù ókcɨ̀r, yínáɓam só ɓe ɨ́r nyí nɨ̀mibi. 
JAS.4.10	Mèèín tíí, gesénáam síí ɗàá, ŋgə́ ɓa nyí còóm bɨ̀wúnɨ á.
JAS.4.11	Mwin yàáb moò péín ə́mní, mvókín nyínè no, nò kù nɨ ɓe ɨ́r kùùŋ nyìnɓáŋhɨ̀r. Nò nyinɓáŋhȩ ɓe ɨ́r kùùŋ, ŋgə́ yè yom nò kɨ́ kè, ŋgə́ nyinɓáaŋɓwée nɨ ɓe ɨ́r ɓíhì á, ŋgə́ yomɓwéce ɓíì kɨ́ á. Ɓetí wu ɨ́ yòm wú ɓíì, wu cɨ̀ wu nò jəŋ ŋgéé sé, wu ducɨ wu nò yom ŋgéé á. 
JAS.4.12	Jɔ̀ sé Mèín mwi̧ ɨ́ du nànɨ ɓíì, ŋgə́ ɨ́ duce tɨ́ŋgù̧ú̧; ŋgə́ mwi̧ ɨ́ du ɓe nyòm ɓátɨ nɨ̀vɨ́tɨ̀bì, kɨ́ kù ndùùkɨ́nɨ ŋgáb. Wu a cè na, wu nò du yòmnɨ kùŋ woò?
JAS.4.13	Ɗàrò, óknáye mɨ, nyí nùb du tànɨ ɨnè: «Duú mwáín sé, a cè yȩȩ́, nɨ́m á gìnɨ kwɨ́í lɨ no, nɨ́m a jə̂b ku dáín mwi̧. Nɨ́m ɓa ndɨ̀ŋnɨ mákə́tì ku á, nɨ́m a kwà mòné.» 
JAS.4.14	Nyí nɨ ɗə̀ə̀ŋwá mè nyínè yè tɨ̀ du cɨ́m yȩné i̧ kè. Nyí á hȩ ɓɨ̀ ti du gùnɨ mvin ti ŋgób, cùr kɨ́ no a cɔ̧́cù rɨ u̧. 
