MAT.1.1	Atea, David, Abraham pãrami ca niiricʉ, Jesucristo ñicʉ̃ jʉ̃mʉa niiquĩricarãre owa tuurique nii:
HEB.11.35	Nomia cãa, cʉ̃ja yaarã ca bii yaicoaricarãpʉrena, ca cati tuaricarãpʉre yaarã cʉtiupa. Aperã ñañaro tii yaio ecoupa, “Ʉmʉreco Pacʉre mʉja ca tʉo nʉnʉjee yerijãajata, jãa jĩaticu,” cʉ̃ja ca ĩirijere bootiri, “Jiropʉ mani ca cati tuape doca añurije peti niiro bii,” ĩima ĩirã. 
HEB.11.36	Aperã, boborije ĩi bui eco, bape jude eco, come daari menapʉ jia eco, tia cũu eco, biiupa. 
HEB.11.37	Aperã ʉ̃tã mena dee jĩa eco, aperã cʉ̃ja upʉ decomacãrira wide waa eco yai, niipĩiri mena jĩa eco yai, biiupa. Ñucã oveja, cabra quejeri menara juti cʉticãri, apeye ʉno cʉori méé ñañaro cʉ̃ja ca tiicãricarã tʉgoeñarique pai nucũ yujurã, aperopʉ, aperopʉ, waa nucũ yujurucuupa. 
HEB.11.38	¡Cʉ̃ja, ati yepare cʉ̃ja ca niiro ca booya manirãpʉ niicãrã biiupa! “Toopʉ mani waa” ĩi majiricaro maniro, nucũ yujuri majara niicã, ca yucʉ maniri yeparipʉ, macãnʉcʉ̃ripʉ, ʉ̃tã totiripʉ, operipʉ, nii yujurucuupa.
HEB.11.39	Cʉ̃ja niipetirãpʉra díámacʉ̃ cʉ̃ja ca tʉo nʉcʉ̃ bʉorije jʉori Ʉmʉreco Pacʉre, “Añurã niima” ca ĩi ecoricarã nii pacarã, “Yʉ tiicojorucu” cʉ̃ ca ĩiriquere tiicojo ecoticãupa. 
HEB.11.40	Ʉmʉreco Pacʉ pea manipʉre ĩima ĩigʉ, “Ametʉenero añurijere yʉ tiirucu,” ĩiupi, mani mena jĩcãripʉ añurã cʉ̃ja ca nii yapano eapere ĩima ĩigʉ.
HEB.12.1	To biri mani cãa, mani wejare to cõro paʉ díámacʉ̃ cʉ̃ja ca tʉo nʉcʉ̃ bʉorijere ca ĩñoricarã cʉ̃ja ca nii coterijere ca majirã niiri, añuro mani ca nii majitiro ca bii pato wãcõ niirijere, to biri ñañarije mani ca tiiro ca tii mecʉ̃orijere camotaticãri, tʉgoeña tutuarique mena Ʉmʉreco Pacʉ manire cʉ̃ ca tii dotiriquere ca tii nʉnʉa waaparã mani nii. 
HEB.12.2	Jesús cʉ̃ ca biiricarore biro ca bii nʉnʉjeeparã mani nii. Díámacʉ̃ mani ca tʉo nʉcʉ̃ bʉorije cʉ̃ yeera bii jʉo, ñucã cʉ̃ra añurã mani ca nii earo tii, ca tiigʉ niimi. Jesús, ñañaro tamʉo ametʉari jiro, añuro ʉjea niirique cʉ̃ ca bʉapepʉre majiri, ñañaro yucʉ tenipʉ bii yaigʉ, ñañagʉre ca tiirãre biro cʉ̃re cʉ̃ja ca tii yaiorijere bobo tʉgoeñatiupi. To biro ca biiricʉ niiri Ʉmʉreco Pacʉ cʉ̃ ca duwiri cũmuro díámacʉ̃ nʉña peere ea nuu eaupi. 
HEB.12.3	Jesús cʉ̃ ca biiriquere tʉgoeñaña. Ñañarã cʉ̃re ca junarã cʉ̃ja ca ĩi tutirijere ñañaro peti tamʉoupi; to biri mʉja cãa jʉti, jʉtiriti biiticãña.
HEB.12.4	Ména, mʉja pea, ñañarijere junama ĩirã mʉja ca wede majiorije jʉori, ñañaro tamʉo, bii yairiquepʉra mʉja bii ñaati. 
HEB.12.5	¿Ʉmʉreco Pacʉ, mʉjare, cʉ̃ punare biro cʉ̃ ca wede majiorijere mee mʉja acobocoati? O biro ĩi owarique nii:
HEB.12.5	“Macʉ̃, tʉo junaticãña, Wiogʉ cʉ̃ ca wede majiorijere.
HEB.12.5	Tuti jañuri mʉre cʉ̃ ca wede majiorije cãare tʉgoeñarique paiticãña.
HEB.12.6	Wiogʉa cʉ̃ ca mairãre wede majiomi.
HEB.12.6	Ñucã cʉ̃ punare biro cʉ̃ ca ĩarãre, ñañaro tiirique mena cʉ̃jare wede majiomi.”
HEB.12.7	Ñañaro mʉja ca tamʉorijere to birora nʉcãcãña, Ʉmʉreco Pacʉ cʉ̃ punare biro mʉjare tiigʉ tiimi. ¿Cʉ̃ niiti jĩcʉ̃ cʉ̃ macʉ̃ cʉ̃ pacʉ cʉ̃ ca wede majiotigʉ? To biri Ʉmʉreco Pacʉ cãa manire wede majio majimi. 
HEB.12.8	Ʉmʉreco Pacʉ mʉjare, mʉja punare mʉja ca wede majiorore biro cʉ̃ ca wede majioticãjata, cʉ̃ puna majurope méé mʉja nii. Cʉ̃ja ca puna jãa batericarãre biro pee mʉja nii. 
HEB.12.9	Apeyera, wimarã mani ca niiro, mani pacʉa ati yepa macãrã manire wede majiorucuwa. To biro cʉ̃ja ca ĩirijere mani tʉo nʉcʉ̃ bʉorucuwʉ. To biro ca biiricarã niiri, caticõa niiriquere bʉarʉgarã, mani Pacʉ, ʉmʉreco tutipʉ ca niigʉ, cʉ̃ ca wede majiorije pee docare ametʉenero nʉcʉ̃ bʉorique mena cʉ̃ ca ĩirijere ca tʉo nʉnʉjeeparã mani nii. 
HEB.12.10	Mani pacʉa ati yepa macãrã, ati yepare yoaro ca cati niitiparã mani ca nii pacaro, “O biro pee yʉ ca wede majioro añu earʉgami yʉ macʉ̃,” cʉ̃ja ca ĩi majiro cõro manire wede majiorucuwa. Ʉmʉreco Pacʉ pea añuro mani ca niipere ĩima ĩigʉ, manire wede majiomi, cʉ̃re birora ca ñañarije manirã mani ca niipere biro ĩigʉ. 
HEB.12.11	Biiropʉa ñañaro tiicãri manire cʉ̃ja ca wede majiori nimarore jĩcã wãme peera mani ca ʉjea niiro tiiti. Puniro tʉgoeñarique niiro bii. To biro manire cʉ̃ja ca tiirijere mani ca tʉo majijata, jiropʉra añuro nii, añuro niirique cʉti, mani ca bii nʉnʉa waaro ca tiirije niiro bii.
HEB.12.12	Tee tiirã, mʉja amori ca bogá yai waariquere ca tutuarije ca niiro tii queno, mʉja ãjʉro jupeari ca tutuati yai waarijere tutuarique jãa, tiiya. 
HEB.12.13	Mʉja yaa maarire díámacʉ̃ maari quenoña,
HEB.12.14	Niipetirã mena jĩcãri cõro añuro niirique, ca ñañarije manirã niiriquere, amaña. Teere ca tiitirã, jĩcʉ̃ ʉno peera Ʉmʉreco Pacʉre ĩatirucuma. 
HEB.12.15	Jĩcʉ̃ ʉno peerena Ʉmʉreco Pacʉ cʉ̃ ca tii nemorije ca dʉjatipere biro ĩirã, bojoca catiri niiña, jĩcʉ̃ ʉno peera, yucʉgʉ ca nʉcõri jʉ̃guẽricʉ ca biirore biro, paʉpʉre añuro nii majiña maniro cʉ̃jare tii camota nii, ñañarije cʉ̃ja ca tiiro tii, cʉ̃ ca tiitipere biro ĩirã. 
HEB.12.16	Jĩcʉ̃ ʉno peera mʉja mena macãrã, nʉmo mani, manʉ mani, bii pacarã tii epericarã cʉti, tii nʉcʉ̃ bʉorique ca niirije ca tiiya manirjera tii epe, tiieto. O biiri wãmera tiiquĩupi Esaú. “Watoa maquẽ nii” ca ĩigʉre biro, jĩcã bapa baarica bapa jʉorira, ca jũwʉ cʉ̃ ca niimiriquere cʉ̃ bai peere nonicãquĩupi.
HEB.12.17	Mee mʉja maji, tee jiro cʉ̃ ca biiriquere. Añurije maquẽre cʉ̃ pacʉre cʉ̃ ca jãimijata cãare, tiicojo ecotiupi. Bʉaro otirique mena cʉ̃ ca ĩimijata cãare, do biro tii wajoa majiña maniupa to biro cʉ̃ ca tiiriquere.
HEB.12.18	Israelitas cʉ̃ja ca biiricarore biro, ʉ̃tãgʉ ca ʉ̃ʉ nucũricʉre, bʉaro ca naitĩarijere, bʉaro wino waa, bʉpo paa, ca bii amojodericʉ pʉtore mʉja waatiupa. 
HEB.12.19	Ñucã putirica wʉʉ ca bʉjʉrijere, Ʉmʉreco Pacʉ cʉ̃ ca wederije cãare mʉja tʉotiupa. Cʉ̃ ca wederijere ca tʉoricarã pea, to cõrora cʉ̃jare cʉ̃ wede yerijãajato ĩirã, “To cõrora wedeya,” bʉaro cʉ̃re ĩi jãiupa. 
HEB.12.20	Waibʉcʉpʉ cãa ʉ̃tãgʉre cʉ̃ ca ʉtajata, ʉ̃tã mena dee jĩa, ñucã jadericaro mena jade jĩa, cʉ̃ tii ecojato, cʉ̃ ca ĩirijere, “Mani nʉcãricaro mani,” ĩima ĩirã, to biro ĩiupa.
HEB.12.21	Ʉcʉenerije peti niiupa, cʉ̃ja ca ĩarije pea. To biri Moisés majuropeecã: “Bʉaro uwirique mena yʉ nanagaja,” ĩiupi.
HEB.12.22	Mʉja pea Sión ca wãme cʉtiri buuropʉre, Ʉmʉreco Pacʉ ca caticõa niigʉ yaa macã, Jerusalén ʉmʉreco tutipʉ ca niiri macã, Ʉmʉreco Pacʉre queti wede bojari maja paʉ millares peti ca niirã Ʉmʉreco Pacʉre ĩi nʉcʉ̃ bʉorʉgarã ca nea pooricarã pʉto pee, 
HEB.12.23	to biri Ʉmʉreco Pacʉ puna ca nii jʉoricarã ʉmʉreco tutipʉ cʉ̃ja wãmere ca owa tuu ecoricarã pʉto pee, mʉja nea poo nʉnʉa waa. Ʉmʉreco Pacʉ, niipetirãpʉre ca Jãiña Bejegʉ pʉto pee, bojoca añurã ca niiquĩricarã yerire añurã peti Ʉmʉreco Paacʉ cʉ̃ ca tiiricarã pʉto pee, 
HEB.12.24	Jesús, wãma wãme ca tiiricʉ pʉto pee, to biri cʉ̃ díi, mani ca ñañarijere manire ca coerique Abel niiquĩricʉ díi ametʉenero añurije ca wederije pʉto pee, mʉja nea poo nʉnʉa waa.
HEB.12.25	To biri manire ca wedegʉre jãa tʉo junare ĩirã tʉo majiña. Ʉmʉreco Pacʉ ati yepara niiri bau niiro, “Teere tiiticãña,” cʉ̃jare cʉ̃ ca ĩirijere ca junaricarã cãa, do biro pee bii dutitiupa. Mani pee doca ʉmʉreco tutipʉ menara manire ca wede majio niigʉre mani ca junajata, do biro pee bii, ca dutiparã méé mani nii. 
HEB.12.26	Tii cuupʉre Ʉmʉreco Pacʉ cʉ̃ ca wederora ati yepa nanacoaupa. Mecʉ̃ peera o biro ĩimi: “Ñucã jita to ca nanaro yʉ tii nemorucu. Ati yepa wado méé, ʉmʉreco tuti menapʉra to ca nanacoaro yʉ tiirucu,” ĩimi.
HEB.12.27	“Ñucã jĩcãti yʉ tii nemorucu” ĩigʉa, cʉ̃ ca tiirique to birora ca niicõa niitipe pea yai peticoarucu, to birora ca niicõa niipe pee wado ca dʉja eapere biro ĩiro, ĩimi Ʉmʉreco Pacʉ, mani ĩi maji.
HEB.12.28	Ʉmʉreco Pacʉ cʉ̃ ca doti niiri tabe, mani ca niipa tabe pea yaitirucu. Ate jʉori, Ʉmʉreco Pacʉre, “Jãa mena mʉ añu majuropeecã” ĩi, ñucã nʉcʉ̃ bʉorique mena, cʉ̃ ca ĩa biijejarije mena, cʉ̃re mani tii nʉcʉ̃ bʉoco. 
HEB.12.29	Mani Ʉmʉreco Pacʉa, pecame ca joe yaiori pecamere biro niimi.
HEB.13.1	Jĩcʉ̃ punare biro mʉja ca ameri mai niirijere to birora tiicõa niiña. 
HEB.13.2	Mʉja yaa wiire ca earãre cãnirica tabe tiicojorique maquẽre acoboticãña. To biro tiima ĩirã, “Cʉ̃ja niicuma” ĩi majiri méé, Ʉmʉreco Pacʉ pʉto macãrãrena cʉ̃ja yaa wiijerira cʉ̃jare cãni dotirucuquĩupa.
HEB.13.3	Mʉja cãa, tia cũurica wiipʉ ca niirãre, mʉja menara tii wiipʉ niirãre birora cʉ̃jare tʉgoeñaña. Ñañaro ca tii ecoricarã cãare cʉ̃jare tʉgoeñaña. Ape rʉmʉ ca niiro mʉja cãa, cʉ̃jare birora mʉja tamʉobocu.
HEB.13.4	Niipetirãpʉra nʉmo cʉtiriquere cʉ̃ja ĩa nʉcʉ̃ bʉojato. Mʉja ca nʉmoa cʉti niirijere, ñañarije tiicõa juaricaro maniro añuri wãme wadore tii niiña. Ca nʉmo cʉtirã nii pacarã aperã menapʉ ñee epe, ñucã niipetirije tiirica wãme cõro méépʉ ñee epericarã cʉti yai waa, ca tiirãra, ñañaro cʉ̃jare tiirucumi Ʉmʉreco Pacʉ. 
HEB.13.5	Wapa tiirica tiirire cʉocã pacarã pairo jañuro boo jãa waaticãña. Mʉja ca cʉorije menara ʉjea niicãña. O biro ĩiupi Ʉmʉreco Pacʉ:
HEB.13.5	“Di rʉmʉ ʉno peera mʉjare cũucã, mʉjare waa weocoa, yʉ biitirucu,” ĩiupi.
HEB.13.6	To biri, “To birora tiirucumi” cʉ̃re ca ĩirã niiri, o biro mani ĩi maji:
HEB.13.6	“Wiogʉ niimi yʉre ca tii nemogʉ.
HEB.13.6	To biri yʉ uwitirucu, ¿bojocʉa ñee ʉno pee yʉre cʉ̃ tiibogajati?”
HEB.13.7	Mʉjare ca jʉo niirã Ʉmʉreco Pacʉ yeere mʉjare ca wederucuricarã cʉ̃ja ca biiriquere tʉgoeñaña. Cʉ̃ja ca cati niiri rʉmʉrire añuro cʉ̃ja ca niirije cʉtirije mena, añuro mʉja ca nii nʉnʉa waaro ca tiiriquere ĩa cõoña, to birora díámacʉ̃ cʉ̃ja ca tʉo nʉcʉ̃ bʉo tutuacõa niiriquere, cʉ̃ja ca biiricarore biro bii nʉnʉjeeya. 
HEB.13.8	Jesucristoa, ñamica cãare cʉ̃ra niicõa nii, mecʉ̃ cãare cʉ̃ra niicõa nii, to birora cʉ̃ra niicã nʉnʉa waa, ca biigʉ niicãgʉ biimi.
HEB.13.9	To biri mʉja, bojorique, ca tʉo ñaaña manirije bue majioriquerena tʉo nʉnʉjeeticãña. Baariquere, “Atere baaya; atera baaticãña,” ĩiriquerena tii nʉnʉjeerica tabe ʉnora, Ʉmʉreco Pacʉ manire cʉ̃ ca mairije peere tʉgoeña tutua nʉnʉa waarique pee añu. Tea, teere ca tii nʉnʉjeericarã cãare, jĩcã wãme ʉno peera cʉ̃ja ca tʉgoeña tutuaro tiitiupa. 
HEB.13.10	Mania, bojorica wãme waibʉcʉ joe mʉene cojorique ʉnore mani cʉo, tĩrʉmʉpʉ macã jawi, Ʉmʉreco Pacʉ cʉ̃ ca bojoca cʉti niiri jawire ca pade niirã, paia cʉ̃ja ca baatirije ʉnore.
HEB.13.11	Paia wiogʉ pea, Ca Ñañarije Mani Majuropeecãri Jawipʉ waibʉcʉrã díire Ʉmʉreco Pacʉpʉre tiicojogʉ waagʉ jee jãa waarucuupi, bojoca cʉ̃ja ca ñañarije wapare cʉ̃ acobojato ĩigʉ. Waibʉcʉrã díí peera macã tʉjaropʉ joerucuupa. 
HEB.13.12	To biri wãmera Jesucristo cãa, macã tʉjaropʉ ñañaro tamʉo bii yaiupi, bojoca ñañarije cʉ̃ja ca tii bui cʉtirique wapare cõa boja, ñañarije manirã cʉ̃ja ca niiro tiirʉgʉ. 
HEB.13.13	To biri mani cãa, Jesucristo mena macã tʉjaropʉ witi waari, cʉ̃ ca biiricarore birora, ñañaro cʉ̃ja ca ĩirijere, ñañaro tamʉo pacarã mani tʉgoeña bayicõa niijaco.
HEB.13.14	Mania, ati yepapʉre jĩcã macã to birora ca niicõa niipa macãre mani cʉoti. To biri jiro ca niipa macã, to birora ca niicõa niipa macãre ama nʉnʉa waarã mani tii.
HEB.13.15	To biri Jesucristo jʉori, to cãnacã rʉmʉra Ʉmʉreco Pacʉre ca baja peocõa niiparã mani nii. Tee mani ca baja peorijera, waibʉcʉrã jĩari joe mʉenerãre biro mani ca tiirije nii. ¡To biri mani ʉjero mena cʉ̃re mani ĩi baja peoco! 
HEB.13.16	Añuri wãme bojoca mena mʉja ca tii niirijere, ñucã mʉja ca cʉorije mena aperãre mʉja ca tii nemorijere, acoboticãña. Tee nii waibʉcʉrã jĩari joe mʉene cojorãre biro mʉja ca tii niirije Ʉmʉreco Pacʉ cʉ̃ ca ĩa biijejarije.
HEB.13.17	Mʉjare ca jʉo niirãre, cʉ̃ja ca ĩirore biro añuro yʉʉ nʉnʉjeeya. Cʉ̃ja, mʉja ca cati niirije peere mai jãama ĩirã, Ʉmʉreco Pacʉpʉre cʉ̃ja ca tiiriquere ca wedeparã niiri, yerijãari méé mʉjare wede majio niima. Añuro cʉ̃jare yʉʉ nʉnʉjeeya, cʉ̃ja ca tii niipe ca niirijere, wede pairicaro maniro ʉjea niirique mena cʉ̃ja ca tii niipere biro ĩirã, to biro mʉja ca tiitijata mʉja peera añuro mʉja ca niiro tiitirucu.
HEB.13.18	To biri apeyera ñucã, Ʉmʉreco Pacʉre jãare jãi bojaya. Mee jãa ca tʉgoeñarijepʉ, “Añuro mani nii,” jãa ĩi tʉgoeña, niipetirijepʉrena añuro ca tiirʉgarã niiri. 
HEB.13.19	Añuro petira yoari méé jañurora Ʉmʉreco Pacʉ, mʉja pʉtopʉ mʉjare yʉ ca ĩagʉ waaro, cʉ̃ ca tiipere yʉre mʉja ca jãi bojaro yʉ boo.
HEB.13.20	Ʉmʉreco Pacʉ añuro niiriquere ca tiicojogʉ, ovejas're añuro ca ĩa nʉnʉjeegʉ do biro ca tiiya manigʉ, mani Wiogʉ Jesucristore ca bii yaicoaricʉpʉrena cʉ̃ ca cati tuaro tiiupi, cʉ̃ ca díi bate yairije mena “To biro yʉ tiirucu” cʉ̃ ca ĩiriquere, cʉ̃ ca ĩiricarore biro ca nii earo ca tiiricʉre. 
HEB.13.21	Cʉ̃ ca boorore biro mʉja ca tiipere biro ĩigʉ, niipetirije añurijere tii niirique maquẽre, mʉjare cʉ̃ bue majiojato. Ñucã Jesucristo jʉori, mani menapʉ cʉ̃ ca ĩa biijejarijere cʉ̃ tiijato Ʉmʉreco Pacʉ. Añuro cʉ̃re ĩi nʉcʉ̃ bʉo baja peorique to petiticãjato. To biro to biijato.
HEB.13.22	Yʉ yaarã ate queti petoacã mʉja ca tʉgoeña bayipe mʉjare yʉ ca wede majio owa cojorijere añuro tʉgoeñarique mena tʉoya.
HEB.13.23	To biri apeyera, atere mʉja ca majiro yʉ boo: Mani yee wedegʉ, Timoteo cãa mee tia cũurica wiipʉ ca niiricʉ witijapi. To biri ano yʉ pʉto yoari méé cʉ̃ ca eajata, mʉjare yʉ ca ĩagʉ waari rʉmʉ ca niiro cʉ̃re yʉ ami waarucu.
HEB.13.24	Niipetirã mʉjare ca jʉo niirãre, Jesucristore ca tʉo nʉnʉjeerã niipetirãre, añu dotiya. Ati yepa Italia macãrã cãa bʉaro mʉjare añu doti cojoma.
HEB.13.25	Mʉja niipetirãre cʉ̃ yee añurije maquẽre cʉ̃ tiicojojato Ʉmʉreco Pacʉ.
HEB.13.25	To biro to biijato.
JAS.1.1	Santiago, Ʉmʉreco Pacʉre, to biri Wiogʉ Jesucristore pade bojari majʉ, Israel yaa pooga macãrã pʉa amo peti, dʉpore pʉaga penituaro ca niirã punaari ati yepa niipetiropʉ ca waa batericarãre yʉ añu doti cojo.
JAS.1.2	Yʉ yaarã, niipetirije ñañaro mʉjare ca bii earo, añuro ʉjea niirique mena ca niicõa niiparã mʉja nii. 
JAS.1.3	Mee mʉja, díámacʉ̃ mʉja ca tʉo nʉcʉ̃ bʉo niirijere ñañaro biirique mena mʉjare ca bii ñaaro, ñañaro tamʉo pacarã, to birora tʉgoeña tutuacõa niiriquere mʉja ca majiro ca tiirijere mʉja maji. 
JAS.1.4	Tʉgoeña tutuariquera, añurã mʉja ca niiro tii, ca tʉgoeña majirã mʉja ca niiro mʉjare tiirucu, jĩcã wãme ʉno peera mʉjare dʉjaricaro maniro.
JAS.1.5	Jĩcʉ̃ mʉja mena macʉ̃re majirique to ca dʉjajata, Ʉmʉreco Pacʉre jãiña, cʉ̃, cʉ̃re tiicojorucumi. Ʉmʉreco Pacʉa, jĩcʉ̃ peerena ĩa dica wooricaro maniro niipetirãpʉre pairo majirique ca tiicojogʉ niimi. 
JAS.1.6	Tee peere “Yeera yʉ ĩicãbocu” ĩitigʉra, díámacʉ̃ tʉgoeña bayirique mena jãiña. “Yeera yʉ ĩicãbocu” ca ĩigʉa, dia pairiya maquẽ oco ca jaberijere apero pee wino paa puu cojo, ñucã apero pee paa puu cojo, ca tiirore biro biimi. 
JAS.1.7	To biro ca biigʉa, “Ʉmʉreco Pacʉ cʉ̃ ca tiicojorijere yʉ bʉarucu,” ĩi tʉgoeñaticãña. 
JAS.1.8	To biri mecʉ̃ ʉnore jĩcã wãme tʉgoeña, boerore ape wãme tʉgoeña, ca biigʉa, jĩcã wãmera ca tʉgoeñatigʉ niimi.
JAS.1.9	Mʉjare birora Jesucristore ca tʉo nʉnʉjeegʉ, watoa macʉ̃re biro ca niigʉa, “Ca nii majuropeegʉ yʉ nii” ca ĩi tʉgoeñapʉ niimi, Ʉmʉreco Pacʉ, “Añugʉ niimi” cʉ̃ ca ĩi ĩagʉ niiri. 
JAS.1.10	Ca apeye paigʉ pea, Ʉmʉreco Pacʉ, watoa macʉ̃re biro cʉ̃ ca tuaro cʉ̃re cʉ̃ ca tiirije peere, “Ca nii majuropeegʉ yʉ nii” ca ĩipʉ niimi. Ca apeye paigʉa, taa jati oori yoaro ca niitirore birora biicã yerijãa waarucumi. 
JAS.1.11	Taa jatia, muipũ bʉaro cʉ̃ ca aji mʉa doorora jini, ca oori pea ñaacoa, ĩaricaro añurije ca niimijãrije, to cõrora peticoa. O biiri wãmera ca apeye paigʉ cãa, pairo cʉ̃ ca apeye cʉti niirije watoara yai nʉcãcoarucumi.
JAS.1.12	Ʉjea niimi, ñañaro tiirique ca bii buiyee earo ca tʉgoeña bayi ametʉenegʉa. To biro bii tʉgoeña bayi ametʉene nʉcãgʉ, to birora caticõa niiriquere tiicojo ecorucumi,
JAS.1.13	Jĩcʉ̃ ʉnore ñañaro tiirʉgarique cʉ̃re ca bii earo, “Ʉmʉreco Pacʉ to biro yʉre tiimi,” ĩi tʉgoeñaticãña. Ʉmʉreco Pacʉa, ñañarije tiirʉgarique cʉ̃re ca bii earije ʉnorena tamʉo, ñucã jĩcʉ̃ ʉno peerena ñañarije cʉ̃ ca tiiro cʉ̃re tii buiyee, ca tiigʉ méé niimi. 
JAS.1.14	O biirije pee bii, bojoca cʉ̃ja niiro cõro, cʉ̃ja yee ñañarije tiirique cʉ̃jare ca boorijera cʉ̃jare wee waari, cʉ̃jare ca tii ʉgari peoro macã, ñañarije tiirʉgariquere bii buiyee ecoma. 
JAS.1.15	Ate ñañarije mani ca tiirʉga tʉgoeñarijera, ñañarije mani ca tiiro manire tii. Ñañarije pee wado bii ametʉa nʉcã waarora, bii yairique manire ea.
JAS.1.16	Yʉ yaarã yʉ ca mairã, mʉja majuropeera ĩi ditoticãña. 
JAS.1.17	Niipetirije añurije, añurã mani ca niiro ca tiirijea, emʉaropʉ maquẽ, Ʉmʉreco Pacʉ, muipũare, ñocõare, ca jeeñoricʉ cʉ̃ ca tiicojorije doo. Ʉmʉreco Pacʉa cʉ̃ra niicã niimi. Cʉ̃ra cʉ̃ ca wajoarije mani, ñañarije cãa mani, biicã. 
JAS.1.18	Cʉ̃ ca boorore biro, cʉ̃ wederique díámacʉ̃ ca niirijere mani ca tʉo nʉnʉjeerije jʉori catirique manire tiicojoupi, cʉ̃ puna ca nii jʉorã mani ca niipere biro ĩigʉ.
JAS.1.19	Yʉ yaarã yʉ ca mairã, atere tʉgoeñaña. Mʉja niipetirãpʉra añuro ca tʉoparã mʉja nii. Tee peere jĩcãtora ca wedetirã, ñucã jĩcãtora ca ajiatirã, ca niiparã mʉja nii. 
JAS.1.20	Bojocʉ ca ajiagʉa, Ʉmʉreco Pacʉ cʉ̃ ca ĩa cojorore añurije méére tiigʉ tiimi. 
JAS.1.21	To biri mʉja, niipetirije ñañarije tiirʉga tʉgoeñarique, ñañarije tiirique cʉti niirique, paʉ ca nii ametʉene nʉcãrijere to cõrora tii yerijãari, añurije queti mʉja ca tʉorique peere añuro yeri cʉtirique mena, teere tʉo nʉnʉjeeya. Tee añurije quetia, mʉja ca catiro jãñarijepʉre ametʉene maji.
JAS.1.22	To biri Ʉmʉreco Pacʉ yee quetire tʉorique wado tʉoticãña. Tee ca ĩirije cãare ca ĩirore biro tiiya. To biro mʉja ca tiitijata, mʉja majuropeera mʉja ĩi ditorucu. 
JAS.1.23+JAS.1.24	Ʉmʉreco Pacʉ wederiquere tʉo pacagʉ, tee ca ĩirore biro ca tiitigʉa, jĩcʉ̃ eñoropʉ cʉ̃ diámacʉ̃re ĩa amojode nʉcãgʉra, to biigʉ cʉ̃ ca niirijere yoari mééra ca acobocoagʉre biro biimi. 
JAS.1.25	Cʉ̃ ca tʉorijere acoboti, doti cũurique ñañarije manirã niiricaro ca tiirijere tʉgoeña maji, tee ca ĩirore biro to birora ca tii nʉnʉjeecõa niigʉa, to biro cʉ̃ ca tiirijere añuro ʉjea niirucumi. 
JAS.1.26	Jĩcʉ̃ ʉno, “Tii nʉcʉ̃ bʉoriquere ca tii niigʉ yʉ nii,” ca ĩi tʉgoeñacãgʉ nii pacagʉ, ñañarije cʉ̃ ca ĩirijere cʉ̃ ca ĩi yerijãa majitijata, cʉ̃ majuropeera ĩi ditocãgʉ tiimi. To biri cʉ̃ ca tii nʉcʉ̃ bʉo niirije pea wapa mani. 
JAS.1.27	Mani Pacʉ Ʉmʉreco Pacʉ cʉ̃ ca ĩa cojorore tii nʉcʉ̃ bʉo niirique ca ñañarije manirije añurije peti ca niirijea ate nii: Ca pacʉa dia weo ecoricarãre, ca manʉ jʉ̃mʉa dia weo ecoricarã romirire, ñañaro cʉ̃ja ca bii tʉgoeñarique pairo cʉ̃jare tii nemo, ñucã ati yepa macãrã ñañarije cʉ̃ja ca tii niirore biro tiiti, bii niirique nii.
JAS.2.1	Mʉja, yʉ yee wederã, mani Wiogʉ Jesucristo ca añu majuropeegʉre ca tʉo nʉnʉjeerã, bojocare ĩa dica wootirãra jĩcʉ̃ peere biro cʉ̃jare ĩaña. 
JAS.2.2	“O biro biibocu” ĩirã mani ca ĩijata, mʉja ca neari tabepʉre, jĩcʉ̃ ca apeye paigʉ, cʉ̃ amo jũa jãarica betori oro mena tiirique, to biri añurije juti jãñaricʉ cʉ̃ ca jãa eajata, añuro cʉ̃re tii, o biro cʉ̃re mʉja ĩibocu: “Ano añuri tabepʉ duwiya.” To biro mʉja ca ĩi niiri tabera, cʉ̃ jiro ca apeye boo pacagʉ bʉcʉ juti ca jãña dooricʉ cʉ̃ ca jãa eajata, 
JAS.2.3	cʉ̃ peera o biro cʉ̃re mʉja ĩibocu: “Mʉa tii tabepʉra nucũcãña. Too yepara duwicãña,” cʉ̃re mʉja ĩibocu.
JAS.2.4	O biirije mʉja ca tiijata, bojocare ĩa dica woo, ñañari wãme tʉgoeñarique mena ĩa beje, tiirã mʉja tii.
JAS.2.5	Yʉ yaarã yʉ ca mairã, atere tʉoya: Ʉmʉreco Pacʉa, ati yepa macãrã boo pacoro ca biirãre beje jeeupi, díámacʉ̃ tʉo nʉcʉ̃ bʉorique peere ca apeye pairã nii, cʉ̃re ca mairãre “Yʉ ca doti niiri tabepʉ niirucuma,” cʉ̃ ca ĩiriquere ca cʉo eaparã cʉ̃ja ca niipere biro ĩigʉ. 
JAS.2.6	¡Mʉja pea ca boo pacarãre, boborije cʉ̃jare mʉja tii epecã! ¿To docare ca apeye pairã méé, ñañaro mʉjare doti epe, mʉjare ñeeri, ʉparã pʉtoripʉ mʉjare wee waa, cʉ̃ja tiirucuti? 
JAS.2.7	Ñucã ¿cʉ̃ja méé cʉ̃ja niiti, mʉja ca tʉo nʉnʉjeegʉ, mʉja ca wede ecoricʉ wãme añuri wãmere ñañarije ca ĩi tutirucurã?
