MAT.1.1	Yisa Masiya
2PE.2.2	Bininfob takpem na li nɔɔ bi fai nmɔn a sam, le ki che ibamɔn a samin kaa jɔɔ jilima. 
2PE.2.3	Tibɔkardam a jaŋuuŋ nbu, bi na li teen iteen baah li ŋa man ki ji ni dulim, nan na yin bii bin a sili pii beera, le nan yin bii bin kaa dɔ jiɛn ni.
2PE.2.4	Ni ma bu Uwonbɔr kaa nan jiɛn malakam ban nan tun tibirin nni, amaa le ki nan ta bi jaa nŋmi-n, nan yaan wee ntuton be-n wee bi nan kan tibɔr a jim. 
2PE.2.5	Waa nan jiɛn yaaja yoo a ninfob a bir ki per bi wee ki nan che nnyum jin ban kaa jɔɔ ween nin, le ki nyan Nowa, wan nan mɔɔn tibuchinn a binbem, nin bininfob bilile. 
2PE.2.6	Le U nan bii Sodom nin Gomoriya ki nan che bi gaa nŋmi ki nan kpann nfatam, ki ŋa bi limagil ke ban kaa jɔɔ nween nin kaah na li kan man. 
2PE.2.7	Le U nan fee Lɔɔr wan nan ye ubuchin wee ban bii nsiimin nan mugir win gab, 
2PE.2.8	(uninfo buchin nmɔn, kaah nan be nin bi idaa biɛn nin u nan ga ki gbir bininfob ban kaa ŋmag nsiimin a toonbir le ni nan bii u buchin naaŋ a sufu.) 
2PE.2.9	Ni ye Uyudaan ŋa man biɛn ke, U nyi waah li ŋa man ki fee ban ye biwonjiɛmin ki jaa bi mugilin, amaa le ki guu ban kaa ye bibuchimin tibɔr a ji daal, nin waah na tugir ki dar bi tuli man. 
2PE.2.10	Ni niɛ nan sin ye ibamɔn le ki jann tɔɔ ban nɔɔ kuŋmaruŋ kan ye bi gbanann a bamin ziɛn tininkper a pɔɔma.
2PE.2.10	Bi ye ban jɔɔ ipoobil le nin ban jɔɔ kalanbaani, baa san bijawaam nin bin ŋa kutingbiig nin paab a wann naan wann tan fo; 
2PE.2.11	hali malakam, kaah le jɔɔ tigbanann a pɔɔn takpemin gbaa, baa jɔɔ kutingbiig a galin ki tenn ban be papaabin Uyudaan a nintogili. 
2PE.2.12	Amaa bilinlarib nan, bi wɔɔn biba le ki sugir tibɔr tan biɛn wee baa nyi ti taai. Bi nann kulɔŋ a wankor le, tiwann naan wann tan kaa nyi niba, tan be wee bi nan chor tan kɔr, bi na li kpo ke tiwankorin. 
2PE.2.13	Bi na li yɔ bi ki jiin baah jin bininfob fala nbu. Bi ye ban a num gbee tigbanann a kɔlisa a toon yan wee bi tun nwonween nin le. Bi ji ye bifadam ban kaa san igalin le, hali bi le lagin ki ji nin ni tijiir ke, bi nyann bi mɔm bilig npaan nin le. 
2PE.2.14	Bi num gbee iwanchɔgin toon le, baa jiɛn tibir a tumi; le ki lar ban kaa si bogiliba-n; ki ye ban nyi kujaŋuuŋ a toon, limɔpool be bi bu! 
2PE.2.15	Bi ta nsan man telin le gab ki bor ki nɔɔ Balaam Bɔɔr a bija, wan ban npooton a yɔrin. 
2PE.2.16	Amaa Uwonbɔr nan che kiboŋ kan kaa pag tibɔr ta usaal a kukɔl ki fuun ulinlenn nmɔn bu ki ŋɔɔr u waarug a toon yin.
2PE.2.17	Bininfob nmɔn nann kinyunbuŋ kan kaa jɔɔ nyum le nin liŋunl lan wee nfaam daar li chaa-n le. Libunbɔnjal le siin ki guu bi. 
2PE.2.18	Bi mɔɔŋi kaa jɔɔ nyɔɔri, kalanbaani a mɔleen le bi jɔɔ, ki lar ban ban bin nya tigbanann a kɔlisa a toon yin ni, le bi jir kuŋmaruŋ a toon yin. 
2PE.2.19	Bi bei bininfob le ke bi na li kan yemba amaa le bi baantɔɔl ye tibir a yomi, nan bu-n nan nyaŋir uninfo ŋaan u tiyomir le. 
2PE.2.20	Ni ye baah nyan dulinya nan a ŋmaruŋin, baah nyi ti Yudaau nin ti feeru Yisa Masiya-n, wee ni ye kuŋmaruŋ nmɔn ji choo bi ki nyaŋ bi ke, bi joorim na li bir ki jo bi piinim. 
2PE.2.21	Ni ye baa bi nyi tibuchinn a samin ke, ni bi li ŋan ki sei bi ki jon nin baah nyi mi wee ki labir bi bɔɔn ki kpaa kasi a siim man wee bi nan ta sei bi nna. 
2PE.2.22	Le bi ŋaar nmɔn wɔɔn ke ibɔŋal yan bi gaa-n ye ibamɔn le: Yan len ke, “Kibɔg wul ke ki jir tan ji ki wulin nin le,” le “Udool mu fun nnyum ke, u ji jir le ki tan fu nnyunbunyiɛm.”
2PE.3.1	N jɔtiib, n gbɔŋ ku niɛ nan le nin kpiɛ milee. Tigbann nmɔn a poolin, n sɔb le ti ye literil ke n ligir ni sufu wee ni tiɛr nan ŋan. 
2PE.3.2	N ban ni li tiɛr imɔleen yan wee kasi a linlem nan pag isaŋ yan nan jon nin, nin nsiim man wee ti Yudaau nin ufeerin nan che u tooi yin ta sei nin.
2PE.3.3	Chinchinn, ni kpaa le nin ni li nyi ke idajoorikaa-n bininfob ban yɔɔlin na li dan, ki ta bi yɔɔlim nmɔn ki nɔɔ bitɔɔl a gbanann a kɔlisa birugin. 
2PE.3.4	Bi na li len ke, “Waah nan siin limɔsiinl ke u li dan nin, u dam nmɔn be laa? Hali ti baam a kum a bɔɔn ki nan kpaa daandaan nan, niwann biɛn le la be le ke dulinya a naan yonn nin.” 
2PE.3.5	Amaa bi yii le kaa tiɛr ke isaŋ yan nan jon nin Uwonbɔr nan pag imɔleen le i naan paab nin tum, nnyum le u nan ta naan dulinya a tingbɔŋ, ki che kutingbɔŋ nmɔn nyan nnyumin. 
2PE.3.6	Nnyum nmɔn le nan jin bi ki bii dulinya iyaayoo nmɔn. 
2PE.3.7	Uwonbɔr a mɔleen iba nmɔn le U ji ta guu papaab nin tum kan be daandaan nan ke nŋmi n nan gaa, ni si le ki guu tibɔr a ji daal nin ban kaa ye biwonjiɛmin a biim.
2PE.3.8	Amaa ni laa tam ni niɛ nan bu, n jɔtiib: Ti Yudaau ban, lidaal liba nann ibin turil le, ibin turil mu nann weemba le. 
2PE.3.9	Ti Yudaau kaa ye wan sɔɔn wee kaa ŋmag u mɔsiinlin ni, a li ke biba kaah tiɛr nsusɔɔn bu man nin. U jɔɔ limɔril le nin ni, kaa ban uba n nan kpo, amaa u ban uninfo biɛn nkpenn u binbem le.
2PE.3.10	Amaa ti Yudaan a dam nmɔn na yin nann unaayig a dann le. Papaab na li fɔɔr nin tifur takpenn; le nŋmi na li gaa tiwann tan be papaabin, le tum nin tiwann tan be tum nmɔn na li dɔɔn yɔli. 
2PE.3.11	Tɔ, ni niɛ biɛn kaah na li gab yɔli nan, ni kpaan ni li ye ŋmam maa? Ni kpaan ni li be nbinben man ye kasi le nin nwonjiɛn binben, 
2PE.3.12	a li ke naah lig Uwonbɔr a daal wee ki ban ke li pii bi foon nin. Lidaal nmɔn le nŋmi na yin gaa ki bii papaab, le nŋmi nmɔn a tuntom na li che tiwann tan be paab ndenn. 
2PE.3.13	Amaa taah ŋmag U mɔsiinlin, tim le guu papaab pɔŋ nin tum pɔŋin le, bibuchim a niin yin.
2PE.3.14	Ni ma bu n jɔtiib, naah guu ni niɛ nan bu, ni pɔɔn niba ki li jɔɔ kasi a binbem wee ki laa jɔɔ igalin Uwonbɔr ban ni, wee ki li jɔɔ nposɔɔn nin Uwonbɔr. 
2PE.3.15	Ni li nyi ni sufu ni ke ti Yudaau a mɔrilin ye nan sei ni nŋmarim le, a li ke ti nabig jiɛkaag Pɔɔl kaah sɔb sei ni Uwonbɔr kaah sei u nlam man ni. 
2PE.3.16	U le sɔb man le u gbann biɛn nin, ki pag jɔɔ jiin tibɔr nan paam. U gbann nmɔn jɔɔ tiwann tiba tan pɔɔ nin uninfo nbiɛ ni taai, nan wee bininfob ban kaa nyi niba, kaa si bogil liba-n, taar ti ki labir ti tibɔkar, ke baah pii ŋaan Uwonbɔr a mɔleen iba man ni, wee i bii bitɔɔlin.
2PE.3.17	Mambu, n jɔtiib, naah pii nyi ni niɛ nan bu nan, ni li guu niba wee ki laa che ban kaa jɔɔ nsiim nan nlar ni ki kɔɔn kulɔŋ wee ni lu ni sisibol ŋanlin ni. 
2PE.3.18	Amaa ni li yabirig nin ti Yudaau nin ti feeru Yisa Masiya a nyunyunbasanl nin u nyinyimin na. Uma kpaan kupag daandaan nan nin isaŋ yan kaa jɔɔ diɛmi! Ibamɔn.
1JN.1.1	Wan nan be npiinimin, wee ti gbir u bu-n, wee ti num kan win, le ti lig u, hali ki ta ti nɔɔi maa win, uma le ti mɔɔn ki jiin u paam ke u ye limiɛfol a mɔbonl le. 
1JN.1.2	Limiɛfol nmɔn degirin na; ti kan limiɛfol nmɔn ki jin li siɛrau, limiɛfol lan kaa jɔɔ diɛm nmɔn a bɔr le ti pag ki tenn ni nan, lan nan be Baa-n ban nin, li degirin ti buu. 
1JN.1.3	Ti bei ni nan wee ti kan ki sin gbir le, ke nin che ni mu li jɔɔ nɔɔ nin tab nin tim. Le ti nɔɔ nin tab nmɔn be ti Baa Uwonbɔr nin U big Yisa Masiya ban le. 
1JN.1.4	Ti sɔb ni niɛ nan ki tenn ni, ke nin che ti li jɔɔ nmɔn biɛn.
1JN.1.5	Tibɔr tan wee ti gbir u ban sɔ, le ti bei ni nan: Uwonbɔr ween le; libunbɔnl kaa be U ban kolibi. 
1JN.1.6	Ni ye ti ke ti jɔɔ nɔɔnintab nin Uma le amaa le ki la choon libunbɔnlin ke, tibɔkar le ti por nmɔn taa be nin ibamɔn ni. 
1JN.1.7	Amaa ni ye ti choon nwonween nin, a li ke waah be nwonween nin man nin ke, tim nin nim jɔɔ nɔɔnintab, le Yisa wan ye U Bija-n a cham li ŋunn ti biɛn nan a bir.
1JN.1.8	Ni ye ti ke taa jɔɔ tibir ke, ti lar ti ba le, le ibamɔn kaa be ti ban ni. 
1JN.1.9	Ni ye ti nyan ti bir ki bei u ke, u ye yada daan le ki tun nan ŋan, u li jiɛn ti bir biɛn ki per ti, ki ŋa ti kasi ki nyan ti ta kaa jɔɔ buchin binben biɛn nin. 
1JN.1.10	Ni ye ti ke taa jɔɔ tibir ke, man ke ti ta Uwonbɔr le ki ŋa tibɔkardaan le U mɔleen yin kaa be ti ban ni.
1JN.2.1	N bijiɛkaam, n sɔb kugbɔŋ nan le ki tenn ni, ke nin laa che ni tun tibiri. Amaa ni ye ke uba tun tibir ke, ti jɔɔ wan gaa pag tenn ti Baa-n ki kpiɛ ti bu, Yisa Masiya, Ubuchin daan nin. 
1JN.2.2	Uma ye tibir a manug kan ŋunn ti bir, le naa ye tim a binba a bir bu amaa nin dulinya munl nan biɛn a bir.
1JN.2.3	Ti nyi ni ye ti chee Uwonbɔr a siimin ke, ni ma li che ti biɛ U. 
1JN.2.4	Wan len ke, “N nyi u,” amaa wee kaa tun Uwonbɔr kaah siin man nin ke, udaan por tibɔkar le, le ibamɔn nin kaa be u ban ni. 
1JN.2.5	Amaa wan biɛn chee u mɔbonlin ke, Uwonbɔr a jiɛm ŋa ibamɔn udaan ban na. Ni niɛ nan le che ti biɛr taah be nin Uwonbɔr man: 
1JN.2.6	Wan ke u be nin Uwonbɔr ke, ni kpaa le nin u li be ke Masiya kaah nan be man nin.
1JN.2.7	N jɔtiib, naa ye nsiim pɔm le n sɔb ki tenn ni, amaa nsiim kpegim, man wee ni nan jɔɔ npiinimin nin. Nsiim kpegim le ye tibɔr tan wee ni gbirin. 
1JN.2.8	Nin ni ma biɛn nin, nsiim pɔm le n sɔb ki tenn ni, le ti kan ni bamɔn u ni nin ni ni, nan bu-n libunbɔnl fɔɔr le chaa le ibamɔn a wonweem pii nyagin le. 
1JN.2.9	Wan ke uma be nwonween nin amaa wee ki sin nan u nabig ke, udaan la be libunbɔnlin le. 
1JN.2.10	Wan jiɛ u nabig ke, udaan be nwonween nin le, le niba kaa be u ban ki li che un gbiɛri. 
1JN.2.11	Amaa wan nan u nabig ke, udaan be libunbɔnlin le ki choon jin; kaa nyi waah chaa nan paami, nan bu-n libunbɔnl nmɔn che u jɔɔn na.
1JN.2.12	N buwaab, n sɔb kugbɔŋ nan le ki tenn ni,
1JN.2.12	nan bu-n Masiya a yinl bu ni kan tibir a jiɛn pera.
1JN.2.13	N sɔb kugbɔŋ nan le ki tenn nim ban ye baam,
1JN.2.13	nan bu-n ni nyi u wan nan be npiinimin nbu.
1JN.2.13	N sɔb le ki tenn nim ban ye iwanpɔlin,
1JN.2.13	nan bu-n ni nyaŋ titoonbir daan nin na.
1JN.2.13	N sɔb le ki tenn nim ban ye n buwaab,
1JN.2.13	nan bu-n ni biɛ ti Baa-n nna.
1JN.2.14	N sɔb le ki tenn nim ban ye baam,
1JN.2.14	nan bu-n ni nyi wan nan be npiinimin.
1JN.2.14	N sɔb le ki tenn nim ban ye iwanpɔlin,
1JN.2.14	nan bu-n ni jɔɔ npɔɔn,
1JN.2.14	le Uwonbɔr a mɔleen be nin ni,
1JN.2.14	le ni nyaŋ tibirdaan nin na.
1JN.2.15	Ni laa jiɛ dulinya bee nan ye dulinya nan a wann ni. Ni ye uba jiɛ dulinya ke, ti Baa a jiɛmin kaa be udaan ban ni. 
1JN.2.16	Niwann nan biɛn be dulinya nan yaan nan, uninfosaal a toonbirin a bam, inunbil a kɔlisa nin ligbingbanfaal waah jɔɔ nan nin waah li fir tun nan, naa nyan ti Baa ban ni, amaa ni nyan dulinya nan yaan le. 
1JN.2.17	Dulinya nin ki kɔlisa li jo, amaa wan tun Uwonbɔr kaah ban man ke, udaan yin gbaa be le ki chaa.
1JN.2.18	N bijiɛkaam, iyoo yan joor sɔ, ke naah pii gbir ke Masiya a dataag chaan nin, hali daandaan nan gbaa Yisa a dataam takpem dan na. Mambu le ti biɛ ke ni ye iyoo joor kaa le. 
1JN.2.19	Bi nyan ti ban na, amaa baa sin ye ti yaabi. Bi bi ye ti yaab ke, bi bi li paar ti ban; amaa baah nyan ti ban nin nmɔn le wɔɔn ke bi ni uba kaa ye ti yaa wi.
1JN.2.20	Amaa Kasi daan nin kpaar nkpam ki wur ni buu, le ni biɛn nyi ibamɔn nin. 
1JN.2.21	Naa ye naah kaa nyi ibamɔn nin bu le n sɔb kugbɔŋ nan ki tenn ni, amaa naah nyi ibamɔn nin nbu, nan bu-n tibɔkar kaa nya ibamɔn nin ni. 
1JN.2.22	Ŋma ye tibɔkardaan naa? Wan kaa chee ke Yisa le ye Masiya-n. Udaan ye Masiya a dataag le. U yii Baa-n nin U bigin le. 
1JN.2.23	Wan yii Bija-n ke udaan kaa jɔɔ Baa-n ni; wan gbir sei Bija-n ke, udaan jɔɔ Baa-n mu.
1JN.2.24	Ni che naah nan gbir nan npiinimin nin li be ni sufu ni na. Ni ye ni tun man ke ni mu li be Bija-n nin Baa-n ban. 
1JN.2.25	Waah siin ti limɔsiinl lan ye le ke, U li sei ti limiɛfol lan kaa jɔɔ diɛm.
1JN.2.26	N sɔb ni tiwann nan le ki tenn ni ki jiin ban ban bin lar ni ki kɔɔn kulɔŋ nbu. 
1JN.2.27	Nim bu ke naah nan gaa likpanwuril lan nin be ni ban, ni bu naa ji ban uba nwɔɔn ni. Amaa a li ke likpanwuril nmɔn kaah wɔɔn ni niwann biɛn nin, wee likpanwuril nmɔn ye ibamɔn nin, kaa ye kularugin, a li ke likpanwuril nmɔn kaah wɔɔn ni man nin, ni li be u ban na.
1JN.2.28	Tɔ daandaan nan n bijiɛkaam ni li be u ban na, wee u nan degirin ke ti li jɔɔ tidindann ki laa san ifa u jirimin daali. 
1JN.2.29	Ni nyi ke u ye ubuchin ke, ni ŋan nin ni li nyi ke wan biɛn tun nan ŋan ke, Yisa le ma udaan.
1JN.3.1	Ni lig ti Baa Uwonbɔr kaah pu ki jiɛ ti tan lagir man, ke bi li yi ti ke Uwonbɔr a buwaab! Man mu le ti sin ye! Nan bu wee dulinya yaab kaa nyi ti-n ye baah kaa nyi Uwonbɔr nle. 
1JN.3.2	N jɔtiib, daandaan nan ti ye Uwonbɔr a buwaab le, le taah na yin be man kaa la kpiir wɔɔn ti. Amaa ti nyi ke u nan degirin ke, ti yin be le ke uma-n, nan bu-n ti na yin kan u le ke waah be man nin. 
1JN.3.3	Uninfo wan biɛn jɔɔ tama Uwonbɔr ni ke, udaan ŋa uba le kasi ke Yisa kaah be man ni.
1JN.3.4	Wan tun tibir ke u bii nsiima; ibamɔn bu, tibir kaa ŋmag nsiimi. 
1JN.3.5	Amaa ni nyi ke u nan degirin un nan ta ti yaa bir le. Le u ni tibir kaa be. 
1JN.3.6	Wan biɛn be nin Yisa kaa gbaa tun tibiri. Le wan gbaa tun tibir mu kaa la kan u bee ki nyi wi.
1JN.3.7	N bibankaam, ni laa che uba nlar ni ki kɔɔn kulɔŋi. Wan tun nan ŋan nin uma ye ubuchin, a li ke Yisa kaah ye ubuchin man nin. 
1JN.3.8	Wan tun nan bir ke u ye ulinlaril a ninfou le, nan bu-n ulinlaril pii ye wan tun tibir le npiinimin na. Nan bu wee Uwonbɔr a Bija nan degirin ni, nan ye un bii ulinlaril a toon le. 
1JN.3.9	Uwonbɔr kaah ma wan biɛn kaa yin gbaa tun tibiri, nan bu-n Uwonbɔr a nunaŋ be u ni, ni bu waa li fir gbaa tun tibiri, Uwonbɔr kaah ma win bu. 
1JN.3.10	Ni niɛ le che ti biɛr ban ye Uwonbɔr a buwaab nin ban ye ulinlaril a buwaab: Ban kaa tun nan ŋan bee kaa jiɛ bi nabumin kaa ye Uwonbɔr a buwaabi.
1JN.3.11	Tibɔr tan wee ni gbir npiinimin nin sɔ: Ke ti li jiɛ taba. 
1JN.3.12	Ni laa be ke Keenn ni, wan nan ye ulinlaril a ninfou wee ki nan ku u waalin nni. Babu wee u nan ku u waalaa? Nan bu-n u toon yin nan ye tibir le, le u waal mu a toon nan ye tibuchinn. 
1JN.3.13	Ni laa che nin gar ni, n nabum, ni ye dulinya yaab nan ni ke. 
1JN.3.14	Ti nyi ke ti pii nyan nkumin ki kɔɔ limiɛfolin na, nan bu-n taah jiɛ ti nabumin bu. Uninfo wan kaa jiɛ ke udaan la be nkumin le. 
1JN.3.15	Wan nan u nabig ke u ye uninfokur le, le ni nyi uninfokur kaa jɔɔ limiɛfol lan kaa jɔɔ ndiɛmin ni.
1JN.3.16	Ni niɛ nan le che ti biɛr njiɛm kaah ye nan: Yisa Masiya kaah nan gaa ti kum ki kpe-n. Ni ŋan nin ti mu nkpo ti nabum bu. 
1JN.3.17	Ni ye uba jɔɔ dulinya nan a faal wee ki kan u nabig wan ban literil, amaa wee kaa jogir u ke, Uwonbɔr a jiɛm yin ŋa nii ki be udaan ban naa? 
1JN.3.18	N buwaab, ni laa che ti jiɛm ye imɔleen bee lilanbil a binba, amaa ni li nɔɔ nin itoon nin ibamɔn.
1JN.3.19	Ni niɛ nan bu le ti biɛr ke ti nɔɔ ibamɔn, le ni che ti jɔɔ lipoobil Uwonbɔr ban, 
1JN.3.20	iyoo yan wee ti sufu bii ti ke ti jɔɔ igalin ke, ti li nyi ke Uwonbɔr jon ti sufu nmɔn na, ki ye wan nyi niwann biɛn.
1JN.3.21	N jɔtiib, ni ye ti sufu kaa bii ti ke, ti jɔɔ tidindann Uwonbɔr ban, 
1JN.3.22	ki li kan nan biɛn wee ti miɛ U, nan bu-n ti chee U siima, ki tun nan li gbee U num. 
1JN.3.23	U siim sɔ: Ke ti ŋaam U bija Yisa Masiya a yinl yada, wee ki li jiɛ tab ke waah siin ti man nin. 
1JN.3.24	Ban chee U siimin be U ban le, le U mu be nin bi. Ni nan le che ti biɛr ke U be nin ti: Kinaaŋ kan wee U sei ti nbu le che ti nyi.
1JN.4.1	N jɔtiib ni laa ŋa kinaaŋ biɛn yada, amaa ni mag kinaaŋ biɛn njee ki nyan Uwonbɔr ban na, nan bu-n tibɔkar a linlem takpem dan dulinya nan yaan na. 
1JN.4.2	Naah li ŋa man ki biɛ Uwonbɔr a Naaŋ sɔ: Kinaaŋ kan biɛn len ke Yisa Masiya nan dan nin uninfosaal a gbanann le ke, u nyan Uwonbɔr ban le, 
1JN.4.3	amaa kinaaŋ kan biɛn kaa chee Yisa ke kaa nyann Uwonbɔr ban ni. Kinaaŋ nmɔn ye Yisa a dataag le, kan wee ni pii gbir ki bu ke ki chaan nin, hali daandaan nan gbaa ki pii be dulinya nan yaan.
1JN.4.4	Nim, n bijiɛkaam, ni nyan Uwonbɔr ban le ki nyaŋ ba, nan bu-n wan be ni ban nin yab ki jon wan be dulinya nan yaan nna. 
1JN.4.5	Bi nyan dulinya nan yaan le, ni bu le bi pag dulinya a bɔr, le dulinya yaab pelig bi bɔr nmɔn. 
1JN.4.6	Tim nyan Uwonbɔr ban le, le uninfo wan biɛn nyi Uwonbɔr pelig ti bɔr, amaa wan kaa nyan Uwonbɔr ban kaa pelig ti bɔri. Taah ŋaan man ki biɛr ibamɔn a Naaŋ nin tibɔkar a naaŋ le yen.
1JN.4.7	N jɔtiib, ni che ti li jiɛ taba, nan bu-n njiɛm nyan Uwonbɔr ban le. Uninfo wan biɛn jɔɔ njiɛm ke Uwonbɔr le ma u, le u nyi Uwonbɔr. 
1JN.4.8	Uninfo wan kaa jiɛ u tab ke waa nyi Uwonbɔr i, nan bu-n Uwonbɔr ye wan jiɛ le. 
1JN.4.9	Uwonbɔr kaah wɔɔn ti waah jiɛ ti man sɔ: U nan tunn U bija gaŋin dulinya nan yaan ke nin che ti kan limiɛfol kibig nmɔn bu. 
1JN.4.10	Njiɛm sɔ: Naa ye ti jiɛ Uwonbɔr le, amaa Uma jiɛ ti, le ki tunn U bija le u nan mann tibir a manug ti yaa bir bu. 
1JN.4.11	N jɔtiib, Uwonbɔr kaah jiɛ ti kagin, ni ye ti mu li jiɛ tab le. 
1JN.4.12	Uba kaa la nyi kan Uwonbɔr i; amaa ni ye ti jiɛ tab ke, Uwonbɔr li be nin ti, le U jiɛm n ŋa dede ti ban.
1JN.4.13	Ti nyi taah be nin Uwonbɔr le U mu be nin ti, nan bu-n U sei ti U naaŋin na. 
1JN.4.14	Le ti kan ki jin siɛra ke ti Baa-n le nan tunn U Bija ke un nan ŋa dulinya nan a feeru. 
1JN.4.15	Uninfo wan chee ke Yisa ye Uwonbɔr a Bija ke, Uwonbɔr be udaan ban, le udaan mu be nin Uwonbɔr. 
1JN.4.16	Ni bu ti pii nyi le ki ŋa yada nin Uwonbɔr a jiɛm man wee U jɔɔ nin ti-n.
1JN.4.16	Uwonbɔr ye wan jiɛ le. Wan jiɛ ke, udaan be nin Uwonbɔr le, le Uwonbɔr mu be nin udaan. 
1JN.4.17	Ni niɛ nan bu, njiɛm ŋa dede ti ban na le ti li fir jɔɔ tidindann tibɔr a jidaal, nan bu-n ti nann U le dulinya nan yaan. 
1JN.4.18	Njiɛm kaa jɔɔ bijawaami. Amaa chasi a jiɛm ŋɔɔ bijawaam le ki nyann, nan bu-n bijawaam ye litudaril le. Uninfo wan san bijawaam kaa be chasi njiɛmin yaan ni.
1JN.4.19	Ti jiɛ U nan bu-n Uma nan chinn jiɛ ti. 
1JN.4.20	Ni ye uba len ke, “N jiɛ Uwonbɔr,” amaa wee ki nan u nabig ke, udaan ye tibɔkardaan le. Nan bu-n wan kaa jiɛ u nabig kan wee u ga win ke, waa li fir jiɛ Uwonbɔr wan wee waa ga win ni. 
1JN.4.21	Le U sei ti nsiim nan: Uninfo wan biɛn jiɛ Uwonbɔr ke, ni kpaa le nin u li jiɛ u nabig mu.
1JN.5.1	Uninfo wan biɛn ŋa yada ke Yisa le ye Masiya ke, Uwonbɔr le ma u, le uninfo wan biɛn jiɛ Baa-n jiɛ U bigin tɔɔl. 
1JN.5.2	Ni niɛ nan le ye taah biɛr ke ti jiɛ Uwonbɔr a buwaab man: Ti li jiɛ Uwonbɔr wee ki li nɔɔ U siim. 
1JN.5.3	Taah li jiɛ Uwonbɔr man sɔ: Ti chee U siimin na. Le U siim nmɔn kaa ye litugili, 
1JN.5.4	Uwonbɔr kaah ma nan biɛn nyaŋ dulinyau. Nnyaŋim man nyaŋ dulinya sɔ: Hali ti yada-n. 
1JN.5.5	Ŋma ye u ki nyaŋir dulinyaa? Wan le ŋa yada ke Yisa ye Uwonbɔr a bija-n.
1JN.5.6	Yisa Masiya le ye wan nan dan nin nnyum nin ncham. Naa ye nnyum a binba bu le u nan dan ni, amaa nnyum nin ncham bu. Le Kasi a Naaŋ jin ni siɛra, nan bu-n Kinaaŋin ye ibamɔn le. 
1JN.5.7	Nan bu-n tiwann titaa le jin ni siɛra: 
1JN.5.8	Kinaaŋin, nin nnyum nin ncham; le tiwann titaa nmɔn jɔɔ limɔcheel nin tab. 
1JN.5.9	Ti cheel uninfosaal a siɛra le, amaa Uwonbɔr a siɛra le polig jon man, nan bu-n ni ye Uwonbɔr a siɛra kan wee U jin U bija-n bu le. 
1JN.5.10	Wan biɛn ŋa Uwonbɔr a bija nan yada jɔɔ siɛra nan u sufu ni. Wan kaa ŋa Uwonbɔr yada ta U ki labir tibɔkardaan na, nan bu-n waa ŋa yada Uwonbɔr a siɛra kan wee U jin U bija-n bu. 
1JN.5.11	Siɛra nmɔn sɔ: Uwonbɔr sei ti limiɛfol lan kaa jɔɔ diɛma, le limiɛfol nmɔn be U Bija-n ban le. 
1JN.5.12	Wan jɔɔ Bija-n jɔɔ limiɛfol; wan kaa jɔɔ Uwonbɔr a Bija-n ke waa jɔɔ limiɛfoli.
1JN.5.13	N sɔb tiwann nan ki tenn nim ban ŋa Uwonbɔr a Bija a yinlin yada ke nin che ni biɛ ke ni jɔɔ limiɛfol lan kaa jɔɔ ndiɛm. 
1JN.5.14	Nan bu wee ti jɔɔ tidindann Uwonbɔr ban sɔ: Ni ye ti miɛ U nan nɔɔ nin U sufu a bam ke, U gbir ti miɛm le. 
1JN.5.15	Le ni ye ti nyi ke U gbir ti miɛm ke, ti nyi ke taah miɛ U nan bu biɛn ti li kan.
1JN.5.16	Ni ye uba kan u nabig tun tibir tan kaa joor nin nkum ke, un miɛm wee Uwonbɔr n sei udaan limiɛfol. N pag jiin ban a bir kaa ye bin kpo nle. Tibir tiba be ki ye nkum. Naa ye ti a bir le n ke un miɛ. 
1JN.5.17	Itoon yan a tum kaa kpaan biɛn ye tibir le, amaa tibir tiba be kaa joor nin nkumi.
1JN.5.18	Ti nyi uninfo wan biɛn wee Uwonbɔr ma win kaa gbaa tun tibiri. Wan wee Uwonbɔr nan ma-n
1JN.5.19	Ti nyi taah ye Uwonbɔr a buwaab, le dulinya munl nan be ulinlaril a nɔɔn. 
1JN.5.20	Le ti ji nyi Uwonbɔr a big kaah dan ki nan sei ti nbiɛm, ke nin che ti biɛ Uma wan ye ibamɔndaan nin. Le ti mu be nin Uma wan ye ibamɔndaan nmɔn, hali nin U big Yisa Masiya. U ye ibamɔn a Wonbɔru le nin limiɛfol lan kaa jɔɔ ndiɛm.
1JN.5.21	N buwaab, ni nyam niba ibawolin.
2JN.1.1	Min uninkpel,
2JN.1.1	Le sɔb kugbɔŋ nan ki tenn upii gannkaa nin u buwaabin
2JN.1.2	nan bu-n ibamɔn yan be ti ban ki yin gbaa be ti ban chaan bu.
2JN.1.3	Ti Baa Uwonbɔr nin Yisa Masiya wan ye Baa-n a Bija-n a nyunyunbasanl, nin nposɔɔn li be ti ban ibamɔn nin njiɛm.
2JN.1.4	Ni seim nmɔn takpen le maah kan ke a buwaab biba nɔɔ ibamɔn a samin, ke ti Baa kaah siin ti man nin. 
2JN.1.5	Daandaan nan upii jiɛkaa, maa sɔb n siinpɔm le ki tenn niŋi, amaa nsiim man wee ti pii nan gbir npiinimin nin. N beiŋ le ke ti li jiɛ taba. 
2JN.1.6	Njiɛm sɔ: Ke ti li nɔɔ U siimin. A li ke naah nan gbir man npiinimin nin, U siim ye le ke ti li choon nin njiɛm.
