MAT.1.1	Oyo ezali bakombo ya bankoko ya Yesu Kristo, mwana ya David, mwana ya Abraham :
REV.3.12	Oyo akolonga, nakotia ye likonzi na Ndako ya Nzambe na ngai. Mpe akobima kuna te. Nakokoma likolo na ye, kombo ya Nzambe na ngai, mpe kombo ya vile ya Nzambe na ngai : Yeruzalem ya sika, oyo ezali kokita wuta na Likolo, wuta epai ya Nzambe na ngai. Nakokoma mpe kombo na ngai ya sikalikolo na ye.
REV.3.13	Oyo azali na matoyi, tika ayoka makambo Molimo alobi na Mangomba.”
REV.3.14	—Komela anzelu ya lingomba oyo ezali na Lawodiseya : “ Moto oyo azali ‘Amen’, oyo azali temwe ya sembo mpe ya solo, oyo azali mokonzi ya biloko nyonso oyo Nzambe asala, alobi boye :
REV.3.15	Nayebi misala na yo, ete ozali malili te mpe moto te. Nalingi ozala malili to moto ! 
REV.3.16	Kasi lokola ozali molunge : moto te mpe malili te, nakosanza yona monoko na ngai. 
REV.3.17	Olobaka : Nazali moto ya bomengo ! Nakomi na mbongo mingi, nazali na posa ya eloko moko te. Kasi oyebi te ete ozali moto ya mawa penza, moto ya pasi, moto ya kokelela, moto akufa miso mpe moto ya bolumbu. 
REV.3.18	Nazali kopesa yo toli oyo : somba epai na ngai wolo oyo bapetoli na moto, mpo okoka kokoma moto ya bomengo, mpe bilamba ya pembe mpo na kolata, bongo okoka kobomba soni ya bolumbu na yo ; sombampe kisi ya miso mpo otia na miso na yo, mpo okoka komona. 
REV.3.20	Tala, natelemi na porte mpe nazali kobeta. Soki moto ayoki mongongo na ngai mpe afungoli porte, nakokota epai na ye, mpe nakolia na ye elongo, mpe ye elongo na ngai.
REV.3.21	Oyo akolonga, nakopesa ye nzela ya kovanda elongo na ngai na Kiti na ngai ya Bokonzi, ndenge ngai nalonga mpe navanda elongo na Tala na ngai na Kiti na ye ya Bokonzi.
REV.3.22	Oyo azali na matoyi, tika ayoka makambo Molimo alobi na Mangomba ya Nzambe.”
REV.4.1	Sima ya makambo wana, namonaki porte moko efungwamaki na Likolo, bongo mongongo oyo nayokaki liboso, oyo ezalaki koyokana lokola kelelo, elobaki :
REV.4.1	—Mata awa, mpe nakolakisa yo makambo oyo esengeli koya sima ya oyo.
REV.4.2	Na mbala moko Molimo amemaki ngai. Bongo namonaki Kiti moko ya Bokonzi ezalaki na Likolo, mpe moto moko avandelaki yango. 
REV.4.3	Mpe oyo avandelaki yango azalaki komonana lokola libanga ya talo oyo babengaka “Yaspe” mpe “Sardwane”. Arkensiel
REV.4.4	Mpe bakiti ntuku mibale na minei ezalaki pembeni-pembeni ya Kiti ya bokonzi. Bampaka ntuku mibale na minei bavandelaki bakiti yango ; balataki bilamba ya pembe mpe bikoti ya lokumu ya wolona mitu na bango. 
REV.4.5	Kongenga, lokito mpe bakake ezalaki kobima wuta na Kiti ya Bokonzi. Minda sambo ezalaki kopela liboso ya Kiti ya Bokonzi. Minda yango ezali nde Milimo sambo ya Nzambe. 
REV.4.6	Liboso ya Kiti ya bokonzi, namonaki lokola ebale monene oyo ezalaki polele lokola talatala mpe ekokanaki na libanga ya talo oyo babengaka “Kristale”. Bikelamo minei ya bomoi, ezalaki na miso ebele liboso mpe sima, ezalaki na kati mpe na pembeni-pembeni ya Kitiya bokonzi. 
REV.4.7	Ekelamo ya liboso ezalaki lokola tambwe, ya mibale lokola mwana ngombe ya mobali, ya misato ezalaki na elongi lokola ya moto, mpe ya minei lokola ndeke moko ya monene oyo ezalaki kopumbwa. 
REV.4.8	Mpe bikelamo wana minei ya bomoi, moko na moko ezalaki na mapapu motoba ; nzoto na yango ezalaki ya kotonda na miso na kati mpe na pembeni-pembeni. Butu mpe moi, bazalaki kotika te koloba :
REV.4.9	Tango nyonso bikelamo ya bomoi bazalaki kopesa nnkembo, lokumu, mpe matondi na Moto oyo avandaki na Kiti ya bokonzi, oyo azali na bomoi seko na seko, 
REV.4.10	bampaka ntuku mibale na minei bazalaki kotia bilongi na nse liboso ya Moto oyo avandaki na Kiti ya bokonzi, mpe bazalaki kokumisa Moto oyo azali na bomoi libela na libela. Bongo bazalaki kobwaka bikoti na bango ya lokumu libosoya Kiti ya Bokonzi, mpe bazalaki koloba :
REV.4.11	na mokano na yo.
REV.5.1	Bongo namonaki na loboko ya mobali ya Moto oyo avandaki na Kiti ya Bokonzi, Buku moko, bakoma yango na kati mpe na libanda mpe ezalaki ya kokangama na mazita sambo. 
REV.5.2	Mpe namonaki anzelu moko ya nguya penza, azalaki koganga na mongongo makasi :
REV.5.2	—Nani akoki mpo na kofungola mazita oyo ekangisi Buku mpe kofungola Buku yango ? 
REV.5.3	Kasi ezala na Likolo, to awa na mokili, to na nse ya mabele, moto ata moko te akokaki kofungola Buku to kotanga yango. 
REV.5.4	Tango namonaki bongo, nalelaki mingi mpo moto ata moko te amonanaki ya kokoka mpo na kofungola Buku to mpe kotala yango. 
REV.5.5	Bongo moko na kati ya bampaka alobaki na ngai :
REV.5.5	—Tika kolela ! Tala, Tambwe ya ekolo ya Yuda, oyo abotamaki na libota ya Davidi asiʼalonga. Azali ya kokoka mpo na kofungola Buku mpe mazita na yango sambo.
REV.5.6	Bongo namonaki, Mwana meme moko atelemaki na kati ya kati ya Kiti ya bokonzi, bikelamo minei ya bomoi mpe bampaka bazingaki ye. Mwana meme yango azalaki komonana lokola nde babomaki ye, azalaki na maseke sambo mpe miso sambo, oyo ezali Milimo sambo ya Nzambe, oyo batindama na mokili mobimba. 
REV.5.7	Mwana meme ayaki mpe azwaki Buku wuta na loboko ya mobali ya Moto oyo avandaki na Kiti ya Bokonzi. 
REV.5.8	Tango azwaki Buku, bikelamo minei ya bomoi mpe bampaka ntuku mibale na minei bafukamaki liboso ya Mwana meme. Moko moko na kati na bango azalaki na lindanda moko mpe bakopo ya wolo oyo ezalaki ya kotonda na malasi, yango nde mabondeli ya basantu.
REV.5.9	Bazalaki koyemba nzembo ya sika :
REV.5.11	Bongo natalaki mpe nayokaki mingongo ya baanzelu ebele pembeni-pembeni ya Kiti ya Bokonzi, ya bikelamo ya bomoi, mpe ya bampaka ; bazalaki bankoto na bankoto. 
REV.5.12	Bazalaki koloba na mongongo makasi :
REV.5.12	lokumu, nkembo mpe masanzoli ! 
REV.5.13	Bongo nayokaki bikelamo nyonso oyo ezali na likolo, na mokili, na nse ya mabele, na kati ya ebale monene, mpe biloko nyonso oyo ezalikati na yango ; ezalaki koloba :
REV.5.14	Bongo bikelamo minei ya bomoi bazongisaki : “Amen !”, mpe bampaka bafukamaki mpe basambelaki.
REV.6.1	Bongo namonaki Mwana-meme afungolaki lizita ya libosoya mazita sambo ; mpe nayokaki moko na kati ya bikelamo ya bomoi, elobaki na mongongo makasi lokola kake :
REV.6.1	—Yaka !
REV.6.2	Tango nazalaki kotala, namonaki mpunda moko ya pembe. Moto oyo afandelaki yango asimbaki fleshe
REV.6.3	Tango afungolaki lizita ya mibale, nayokaki ekelamo ya mibale elobaki :
REV.6.3	—Yaka !
REV.6.4	Bongo mpunda mosusu ebimaki, ezalaki ya motane penza. Moto oyo afandelaki yango bapesaki ye mopanga moko ya monene, mpe nguya ya kolongola kimia na mokili, mpo ete bato babomana bango na bango.
REV.6.5	Tango afungolaki lizita ya misato, nayokaki ekelamo ya misato elobaki :
REV.6.5	—Yaka !
REV.6.5	Tango natalaki, namonaki mpunda ya mwindu. Moto oyo afandelaki yango asimbaki eloko oyo bamekelaka kilo. 
REV.6.6	Bongo nayokaki mongongo moko na kati ya bikelamo minei ya bomoi, elobaki :
REV.6.6	—Kilo moko ya farine mpo na deni moko, mpe kilo misato ya orjempo na deni moko. Kasi kobebisa mafuta te mpe vino te.
REV.6.7	Tango afungolaki lizita ya minei, nayokaki mongongo ya ekelamo ya minei, elobaki :
REV.6.7	—Yaka !
REV.6.8	Natalaki mpe namonaki mpunda moko ya langi ya mayi ya pondu. Moto oyo afandelaki yango, kombo na ye : “Liwa”. Mpe mboka ya bakufi ezalaki kolanda ye na sima. Bapesaki ye nguya ya koboma bato na eteni moko na kati ya biteni minei ya mokili, na mopanga, na nzala, na maladi, mpe na banyama ya zamba oyo ya kanda penza.
REV.6.9	Tango afungolaki lizita ya mitano, namonaki na nse ya mesa oyo batumbelaka Nzambe makabo, milimo ya baoyo bakufa mpo na Liloba ya Nzambe mpe mpo na litatoli oyo batatolaki. 
REV.6.10	Bazalaki koganga na mongongo makasi :
REV.6.10	—Nkolo Mosantu mpe Solo, kino tango nini okozela mpo na kosambisa bato ya mokili mpe kopesa bango etumbu mpo na makila na biso ?
REV.6.11	Bongo bapesaki moko moko na kati na bango nzambala ya pembe, mpe bayebisaki bango bapema moke, kino tango talo ya baninga na bango ya mosala mpe bandeko na bango ekokoka, baoyo bakoboma bango mpe lokola bango.
REV.6.12	Tango afungolaki lizita ya motoba, namonaki mabele eninganaki makasi penza, moi eyindaki lokola elamba ya mwindu, mpe sanza ekomaki motane lokola makila. 
REV.6.13	Minzoto ekweyaki na nse lokola mbuma ya nzete ya figioyo naino ekomeli te, oyo eningisami na mopepe ya makasi. 
REV.6.14	Likolo elimwaki lokola buku elingami. Bangomba nyonso mpe bisanga nyonso balongolaki yango na bisika na yango. 
REV.6.15	Bakonzi ya mokili, bato minene, bakonzi ya basoda, bato ya nguya, batu ya mbongo, bawumbu nyonso, mpe bato nyonso ya bonsomi, bakendaki kobombama na mabulu mpe na kati ya mabanga ya bangomba. 
REV.6.16	Babandaki koloba na bangomba mpe na mabanga :
REV.6.16	—Bokweyela biso, mpe bobomba biso liboso ya elongi ya Moto oyo avandi na Kiti ya bokonzi, mpe liboso ya kanda ya Mwana-Meme. 
REV.6.17	Pamba te mokolo monene ya kanda na ye ekomi. Bongo nani akokikobika ?
REV.7.1	Sima ya makambo wana, namonaki baanzelu minei batelemaki na basonge nyonso minei ya mokili ; bakangaki mipepe minei ya mokili, mpo ete mopepe ata moke te eleka na mokili, to na ebale monene, to na nzete ata moko. 
REV.7.2	Bongo namonaki anzelu mosusu awutaki na Este asimbaki elembo ya Nzambe na bomoi. Agangaki na mongongo makasi epai ya baanzelu mineioyo Nzambe apesaki nguya ya kosala mabe na mokili mpe na ebale monene ; 
REV.7.3	alobaki :
REV.7.3	—Bosala mabe te na mokili, to na ebale monene, to na banzete, kinotango tokosilisa kotia elembo na bilongi ya basali ya Nzambe na biso. 
REV.7.4	Bongo nayokaki talo ya bato oyo bazwaki elembo : nkoto nkama moko na ntuku minei na minei ya mabota nyonso ya bana Isayele. 
REV.7.5	Na libota ya Yuda : bato nkoto zomi na mibale bazwaki elembo ; na libota ya Ruben : bato nkoto zomi na mibale, na libota ya Gadi : bato nkoto zomi na mibale ; 
REV.7.6	na libota ya Asere : bato nkoto zomi na mibale, na libota ya Neftali : bato nkoto zomi na mibale, na libota ya Manase : bato nkoto zomi na mibale ; 
REV.7.7	na libota ya Simeon : bato nkoto zomi na mibale, na libota ya Levi : bato nkoto zomi na mibale ; na libota ya Isakare : bato nkoto zomi na mibale ; 
REV.7.8	na libota ya Zabuloni : bato nkoto zomi na mibale ; na libota ya Zosefi : bato nkoto zomi na mibale ; mpe na libota ya Benzamin : bato nkoto zomi na mibale.
REV.7.9	Sima ya makambo wana, namonaki bato ebele penza, oyo moto ata moko te akokaki kotanga bango. Bazalaki bato ya bikolo nyonso, ya mabota nyonso, ya mikili nyonso, mpe ya minoko nyonso. Batelemaki liboso ya Kiti ya bokonzi mpe liboso ya Mwana-meme ; balataki banzambala ya pembe, mpe basimbaki mandalala na maboko na bango. 
REV.7.10	Bazalaki koganga na mongongo makasi :
REV.7.10	—Lobiko na Nzambe na biso oyo avandi na kiti ya Bokonzi, mpe na Mwana-Meme !
REV.7.11	Baanzelu nyonso batelemaki pembeni-pembeni ya Kiti ya bokonzi, ya bampaka, na bikelamo minei ya bomoi. Bongo bafukamaki libosoya Kiti ya Bokonzi elongi na nse mpe bazalaki kokumisa Nzambe. 
REV.7.12	Bazalaki koloba :
REV.7.13	Bongo moko ya bampaka atunaki ngai :
REV.7.13	—Bato oyo balati banzambala ya pembe bazali banani ? Mpe bawuti wapi ?
REV.7.14	Nazongiselaki ye :
REV.7.14	—Nkolo na ngai, yo nde oyebi.
REV.7.14	Bongo alobaki na ngai :
REV.7.14	—Ezali baoyo bawuti koniokwama mingi penza. Basukolaki banzambala na bango, mpe bakomisaki yango pembe na makila ya Mwana-meme. 
REV.7.15	Yango wana batelemi liboso ya Kiti ya bokonzi ya Nzambe mpe bazali kosalela ye butu moi na Ndako na ye. Mpe Moto oyo avandi na Kiti ya bokonzi akobomba bango na Ndako na ye ya kapo.
REV.7.16	Bakoyoka lisusu nzala te mpe bakozala lisusu na posa ya mayi te ; bakoyoka lisusu pasi ya moi te, to mpe ya molunge te. 
REV.7.17	Mpo Mwana-meme oyo azali na kati-kati ya Kiti ya bokonzi akobatela bango. Akomema bango na bisika oyo mayi ya bomoi ebimaka. Bongo Nzambe akopangusa mayi nyonso ya miso na bango.
REV.8.1	Tango afungolaki lizita ya sambo, kimia ekomaki na likolo pene-pene ya ndambo na ngonga moko.
REV.8.2	Bongo namonaki baanzelu sambo oyo batelemaka liboso ya Nzambe, mpe bapesaki bango bakelelo sambo.
REV.8.3	Anzelu mosusu ayaki mpe atelemaki liboso ya mesa oyo batumbelakamakabo. Asimbaki sani moko ya wolo oyo batumbelaka matiti ya solo kitoko. Bapesaki ye malasi mingi mpo apesa yango elongo na mabondeli ya basantu nyonso, likolo ya mesa ya wolo oyo batumbelaka makabo, oyo ezalaki liboso ya Kiti ya bokonzi. 
REV.8.4	Molinga ya malasi elongo na mabondeli ya basantu ewutaki na loboko ya anzelu mpe emataki liboso ya Nzambe.
REV.8.5	Bongo, anzelu azwaki sani wana ya wolo, atondisaki yango na moto oyo ezalaki na mesa batumbelaka makabo, mpe abwakaki yango na mokili. Bakake eningisaki lokito, mingongo eyokanaki, kongenga ya somoemonanaki, mpe mokili eninganaki.
REV.8.6	Baanzelu sambo oyo bazalaki na bakelelo sambo, bamibongisaki mpo na kobeta yango.
REV.8.7	Anzelu ya liboso abetaki kelelo : mbula ya mabanga mpe moto oyo esangana na makila ebwakamaki na mokili. Bongo eteni moko ya misato ya mokili ezikaki, mpe eteni moko ya misato ya banzete, mpe matiti nyonsoya mobesu ezikaki.
REV.8.8	Anzelu ya mibale abetaki kelelo : eloko moko lokola ngomba moneneoyo ezalaki kopela moto ebwakamaki na ebale monene. Eteni moko ya misato ya mayi ekomaki makila. 
REV.8.9	Mpe eteni moko ya misato ya bikelamo ya bomoi oyo ezali na ebaleekufaki. Mpe eteni moko ya misato ya bamasuwa epanzanaki.
REV.8.10	Anzelu ya misato abetaki kelelo : monzoto moko ya monene oyo ezalaki kopela lokola mwinda ya monene, ewutaki na likolo mpe eyaki kokweya. Ekweyaki likolo ya eteni moko ya misato ya ba-ebale mpe ya bisika mayi ebimelaka. 
REV.8.11	Kombo ya monzoto yango : “Bololo”. Mpe eteni moko ya misatoya mayi ekomaki bololo, mpe bato mingi bakufaki mpo bamelaki mayi, oyo ekomaki bololo.
REV.8.12	Anzelu ya minei abetaki kelelo : eteni moko ya misato ya moi, eteni moko ya misato ya sanza, mpe eteni moko ya misato ya minzoto ebebaki, mpo ete eteni moko ya misato na yango ekoma molili. Eteni moko ya misato ya mokolo ezangaki moi, mpe ndenge moko mpe mpo na butu.
REV.8.13	Bongo namonaki ndeke moko ya monene penza ezalaki kopumbwa na likolo penza. Ezalaki koloba na mongongo makasi :
REV.8.13	—Mawa ! Mawa ! Mawa na bato bavandaka na mokili, mpo na lokito ya bakelelo oyo ekobetama na baanzelu mosusu misato !
REV.9.1	Bongo anzelu ya mitano abetaki kelelo ; namonaki monzoto ewutaki na likolo mpe eyaki kokweya na mokili. Bapesaki monzoto yango fungola ya libulu ya molayi. 
REV.9.2	Monzoto efungolaki libulu yango, mpe milinga ebimi na kati. Milinga yango ezali lokola oyo ebimaka na fulu ya monene. Bongo moi na mopepe eyindaki na milinga wana. 
REV.9.3	Mankonko ebimaki na milinga wana mpe epanzanaki na mokili. Bapesaki mankonko yango nguya lokola oyo ya bankoto ya mokili. 
REV.9.4	Bapekisaki mankonko ete esala mabe te na matiti ya mokili, to na banzete, to na mwa matiti oyo ya mike-mike ; kasi esala mabekaka na bato oyo bazangi elembo ya Nzambe na elongi. 
REV.9.5	Mankonko ezwaki nguya ya koboma bato te, kasi kaka ya konyokolabango sanza mitano. Pasi oyo mankonko emonisaki bato, ezali lokolapasi oyo moto amonaka soki nkoto eswi ye. 
REV.9.6	Na mikolo wana, bato bakoluka liwa, kasi bakozwa yango te ; bakolinga kokufa, kasi liwa ekokima bango mosika.
REV.9.7	Mankonko yango ezalaki lokola bampunda oyo babongisi mpo na etumba ; na likolo ya mitu na yango ezalaki na biloko moko lokola bikoti ya bokonzi oyo ya wolo, mpe bilongi na yango, ezalaki lokolabilongi ya bato. 
REV.9.8	Suki na yango ezalaki lokola oyo ya basi. Mpe mino na yango lokola oyo ya tambwe. 
REV.9.9	Ezalaki na biloko moko lokola bibende oyo basoda bazalakikolata mpo na komibatela na makonga. Makelele ya mapapu na yango ezalaki lokola makelele ya bapusu-pusu oyo bampunda ebele ezali kobenda mpo na etumba. 
REV.9.10	Mankonko yango ezalaki na mikila mpe basende lokola oyo ya bankoto. Mpe nguya ya konyokola bato basanza mitano ezalaki na mikila na yango.
REV.9.11	Anzelu ya libulu molayi ye nde azalaki mokonzi ya mankonko yango. Kombona ye na monoko ya Ba-ebreo : “Abadon”, mpe na monoko ya Bagreki : “Apolion”
REV.9.12	Mawa ya liboso elekaki ; tala, mawa mibale ezali koya simaya makambo wana.
REV.9.13	Bongo anzelu ya motoba abetaki kelelo. Mpe nayokaki mongongo moko ebimaki wuta na basonge minei ya mesa ya wolo oyo batumbelaka makabo, oyo ezalaki liboso ya Nzambe, 
REV.9.14	elobaki na anzelu ya motoba oyo azalaki na kelelo :
REV.9.14	—Fungola baanzelu minei oyo bakangama na minyololo, na ebale monene ya “Efrate”.
REV.9.15	Bongo afungolaki baanzelu yango minei, baoyo bazalaki ya kobongisama mpo na ngonga wana, mokolo wana, sanza wana, mpe mbula wana, mpo ete baboma eteni moko ya misato ya bato nyonso. 
REV.9.16	Bayebisaki ngai talo ya basoda oyo babutaki likolo ya bampunda mpo na etumba, bazalaki : bankoto nkama mibale.
REV.9.17	Tala ndenge namonaki na emoniseli bampunda na basoda oyo bamemaka bampunda : balataki bibende oyo basoda bazalaki kolata mpo na komibatela na etumba ; bibende yango ezalaki ya motane lokola moto, ya langi ya bule ya pete-pete, mpe ya langi ya mosaka. Mitu ya bampunda yango ezalaki lokola oyo ya bantambwe ; mpe moto, molinga, na sufulu ezalaki kobima na minoko na yango. 
REV.9.18	Eteni moko ya misato ya bato nyonso ekufaki mpo na bapasi misato oyo : moto, molinga mpe sufulu oyo ezalaki kobima na minoko na yango. 
REV.9.19	Pamba te, nguya ya bampunda ezalaki na minoko mpe na mikila na yango ; mpo mikila na yango ezalaki lokola banyoka. Mikila yango ezalakina mitu, mpe ezalaki konyokola bato na mikili wana.
REV.9.20	Bato mosusu oyo bakufaki te na batembe wana, babongolaki mitema te na misala ya mabe oyo bazalaki kosala. Batikaki te kosambela milimo mabe, bikeko ya wolo, ya palata, ya bibende, ya mabanga, mpe ya nzete, oyo ekoki komona te, to koyoka te, to mpe kotambola te. 
REV.9.21	Bato yango babongwanaki te mpo batika koboma bato, batika kindoki, batika kindumba mpe moyibi.
REV.10.1	Bongo namonaki anzelu mosusu ya nguya makasi penza, azalaki kokita wuta na likolo. Lipata moko ezipaki ye lokola elamba, mpe arkansiel moko ezingaki motu na ye. Elongi na ye ezali lokola moi, mpe makolo na ye ezalaki lokola makonzi ya moto. 
REV.10.2	Asimbaki mwa buku efungwama. Atiaki lokolo na ye ya mobali na ebale monene, mpe oyo ya mwasi na mokili. 
REV.10.3	Agangaki na mongongo makasi ndenge tambwe egangaka. Mpe tango asilisaki koganga, bankake sambo ebetaki. 
REV.10.4	Tango bankake sambo esilaki kobeta, nalingaki kokoma, kasi nayokaki mongongo moko ewutaki na Likolo, elobelaki ngai : “Bomba malamu makambo oyo bakake sambo elobi, kokoma yango te !”
REV.10.5	Bongo anzelu, oyo namonaki atelemaki na ebale monene mpe na mokili, atombolaki loboko na ye ya mobali na likolo 
REV.10.6	mpe alapaki ndayi na kombo ya Moto oyo azali na bomoi libela na libela, Ye oyo asalaki likolo mpe biloko oyo ezali kuna, mabele mpe biloko oyo ezali kuna, na ebale monene mpe biloko oyo ezali kati na yango :
REV.10.6	—Tango ya kozela ezali lisusu te ! 
REV.10.7	Kasi na mokolo yango, tango anzelu ya sambo akobeta kelelo, Nzambe akokokisa mabongisi na ye oyo ezali ya kobombama, ndenge ayebisaki yango na basali na ye baprofeta.
REV.10.8	Bongo mongongo oyo nayokaki, oyo ewutaki na Likolo, elobelaki ngai lisusu :
REV.10.8	—Kende, kamata buku ya moke oyo ezali ya kofungwama na loboko ya anzelu, oyo atelemi na ebale monene mpe na mokili.
REV.10.9	Napusanaki pene-pene ya anzelu, mpe nasengaki ye apesa ngai buku ya moke.
REV.10.9	Bongo ye alobaki na ngai :
REV.10.9	—
REV.10.10	Nakamataki mwa buku yango na loboko ya anzelu, mpe namelaki yango. Na monoko na ngai, ezalaki sukali lokola mafuta ya nzoyi, kasi tangonaliaki yango, ekomaki bololo na kati ya libumu. 
REV.10.11	Bongo balobaki na ngai :
REV.10.11	—Esengeli osakola lisusu na mikili mingi, bikolo mingi, minokomingi, mpe epai ya bakonzi mingi.
REV.11.1	Sima, bapesaki ngai mwa nzete moko lokola metele oyo bamekelakamolayi, mpe balobaki na ngai :
REV.11.1	—Telema, kende kotanga molayi ya Ndako ya Nzambe, mpe mesa oyo batumbelaka makabo, bongo otanga mpe bato oyo basambelaka kuna. 
REV.11.2	Kasi kotanga molayi ya libanda ya Ndako ya Nzambe te, mpo basila kopesa yango na bampakano. Bango bakoniata vile ya bosantu basanza ntuku minei na mibale. 
REV.11.3	Nakopesa nguya na batemwe na ngai mibale, oyo bakolata saki, mpe bakosakola na mikolo nkoto moko nkama mibale na ntuku motoba. 
REV.11.4	Bango bazali banzete mibale ya olive mpe biloko mibale oyo batielakaminda, oyo ezali liboso ya Nkolo ya mokili. 
REV.11.5	Soki moto alingi kosala bango mabe, moto ekobima na minoko na bango mpe ekoboma banguna na bango ; mpe moto nyonso oyo akoluka kosala bango mabe, asengeli kokufa ndenge wana. 
REV.11.6	Bango bazali na nguya ya kokanga likolo mpo ete mbula enoka te na mikolo oyo bakozala kosakola. Bazali mpe na nguya ya kobongola mayi ekoma makila, mpe ya kotinda minyoko ya lolenge nyonso na mokili, tango nyonso bango bakolinga.
REV.11.7	Tango bakosilisa litatoli na bango, nyama oyo ekobima na libulu ya molai ekobundisa bango, ekolonga bango, mpe ekoboma bango. 
REV.11.8	Bongo bibembe na bango bakolalisa yango na bala-bala ya vilemonene, epai babakaki Nkolo na bango na ekuruze. Na molimo, babengaka vile yango : Sodome mpe Ezipito. 
REV.11.9	Bato ya mikili nyonso, na ya mabota nyonso, na ya minoko nyonsompe ya bikolo nyonso, bakotala bibembe na bango mikolo misato na ndambo, mpe bakopesa nzela te mpo bakunda yango. 
REV.11.10	Bato oyo bavandaka na mokili bayokaki esengo mpo na liwa na bango. Bakosala feti mpe bakotindana makabo, pamba te baprofetawana mibale batungisaki mingi penza bato oyo bavandaka na mokili.
REV.11.11	Kasi sima ya mikolo misato na ndambo, pema ya bomoi oyoewutaki na Nzambe ekotelaki bango, bongo batelemaki. Mpe somo moneneezwaki bato oyo bazalaki kotala bango. 
REV.11.12	Bongo baprofeta wana mibale ya Nzambe bayokaki mongongo moko ya makasi ewutaki na Likolo, mpe elobelaki bango : “Bomata awa !” Bamataki na Likolo na kati ya mapata, mpe banguna na bango bazalaki kotala bango. 
REV.11.13	Kaka na tango wana, mokili eninganaki makasi penza. Eteni moko na kati ya biteni zomi ya vile ebukanaki, mpe bato nkoto sambo bakufaki na koningana yango ya mabele. Bato oyo babikaki batondaki na somo mpe bakumisaka Nzambe ya Likolo.
REV.11.14	Mawa ya mibale eleki ; mawa ya misatu etikali moke eya.
REV.11.15	Bongo anzelu ya sambo abetaki kelelo ; mingongo ya makasi eyokanaki na Likolo, mpe ezalaki koloba :
REV.11.15	—Bokonzi ya mokili ekomi Bokonzi ya Nkolo na biso mpe ya Kristona ye. Ye akozala na bokonzi mikolo nyonso libela na libela.
REV.11.16	Bongo bampaka ntuku mibale na minei oyo bavandaki na bakiti ya bokonzi liboso ya Nzambe, batiaki bilongi na nse mpe basambelaki Nzambe. 
REV.11.17	Bazalaki koloba :
REV.11.17	Nkolo Nzambe na nguya nyonso,
REV.11.17	oyo ozalaki mpe ozali,
REV.11.17	totondi yo,
REV.11.17	mpo osaleli nguya na yo ya monene,
REV.11.17	mpe obandi bokonzi na yo.
REV.11.18	Bikolo etombokaki ;
REV.11.18	mpe kanda na yo ezali koya.
REV.11.18	Tango ekoki mpo osambisa bato bakufa,
REV.11.18	mpe mpo na kopesa lifuti na bawumbu na yo baprofeta,
REV.11.18	mpe na basantu,
REV.11.18	mpe na baoyo nyonso batosaka kombo na yo,
REV.11.18	bato pamba
REV.11.18	mpe bato minene
REV.11.18	mpe mpo na koboma bato oyo babebisaka mokili.
REV.11.19	Bongo Ndako ya Nzambe oyo ezali na Likolo efungwamaki, mpe Sanduku ya Boyokani na ye emonanaki na kati ya Ndako ya Nzambe. Kongenga ya kake emonanaki, mingongo, lokito na bakake eyokanaki, mokili eninganaki mpembula monene ya mabanga enokaki.
REV.12.1	Bongo elembo moko ya monene emonanaki na likolo : Mwasi moko alataki moi, mpe azalaki na sanza na nse ya makolo na ye, mpe atalaki na motu na ye ekoti ya bokonzi oyo ezalaki na minzoto zomi na mibale. 
REV.12.2	Azalaki na zemi, akomaki pene-pene ya kobota, mpe azalaki kolela mpo na pasi.
REV.12.3	Mpe elembo mosusu emonanaki na likolo : ezalaki Dragon moko yamonene mpe ya motane. Ezalaki na mitu sambo mpe maseke zomi, mpe bikoti sambo ya bokonzi na mitu na yango. 
REV.12.4	Mokila na ye ezalaki kokomba eteni moko ya misato ya minzotoya likolo, mpe ebwakaki yango na mabele. Dragon yango etelemaki libosoya mwasi oyo alingaki kobota mpo elia mwana na ye tango akobotama. 
REV.12.5	Mpe mwasi yango abotaki mwana mobali oyo akotambwisa bikolo nyonso, na lingenda ya ebende. Bongo mwana amemamaki epai ya Nzambe mpe epai ya Kiti na ye ya bokonzi. 
REV.12.6	Mwasi yango akimaki na esobe, na esika oyo Nzambe abongisaki mpo naye, mpo ete baleyisa ye wana mikolo nkoto moko nkama mibale na ntukumotoba (1.260).
REV.12.7	Bongo etumba ebimaki na likolo : Misiele na baanzelu na ye babundaki na Dragon, mpe Dragon na baanzelu na ye babundisaki mpe Misiele. 
REV.12.8	Kasi dragon ezalaki na makasi mingi te, mpe babenganaki ye na Likolo. 
REV.12.9	Bongo babwakaki Dragon ya monene, yango nde “Nyoka ya kala”, oyo babengaka Zabolo to Satana ; oyo akosaka bato ya mokili mobimba. Babwakaki yango na mabele, elongo na baanzelu na yango.
REV.12.10	Bongo nayokaki mongongo moko ya makasi ewutaki na Likolo, elobaki :
REV.12.10	Sikʼoyo lobiko, nguya,
REV.12.10	Bokonzi ya Nzambe na biso,
REV.12.10	mpe nguya ya Kristo na ye eye.
REV.12.10	Pamba te, mofundi ya bandeko na biso,
REV.12.10	oyo azalaki kofunda bango
REV.12.10	liboso ya Nzambe na biso, butu mpe moi,
REV.12.10	basiʼbabwaki ye.
REV.12.11	Balongi ye mpo na makila ya Mwana Meme,
REV.12.11	mpe mpo na Liloba ya litatoli na bango ;
