MAT.1.1	Chitabu cha lukolo lwa Yesu Kiristu, mtsukulu wa Daudi, iyakalile mtsukulu wa Abrahamu. 
PHP.2.4	Chila imunu yaleke kulola chayobama yeye mwenyegho yaliheka, lekeni pfipfila alole chawobama iwanu wangi. 
PHP.2.5	Muwe na ghumoyo ghughula iyakalile nagho Kiristu Yesu.
PHP.2.6	Yeye pfayali tsakakala Imulungu,
PHP.2.6	lekeni ng'onile bae kuwa Imulungu ka ichinu che ukunanahila.
PHP.2.7	Ila kaghaleka ghose ighali ghake,
PHP.2.7	kawa ka pfayali mtumwa,
PHP.2.7	tsakelekighwa imunu ka wanu wangi.
PHP.2.8	Tsakakala mwenyepfale kwa kumtegheletsa Imulungu mbaka kufa,
PHP.2.8	hata kufa mna msalaba.
PHP.2.9	Apfo Imulungu kamwinula uchanya ghendo,
PHP.2.9	kuya kamwing'a taghwa kulu kubita mataghwa ghose,
PHP.2.10	ili kwa taghwa lya Yesu,
PHP.2.10	ipfinu pfose ipfili kulanga, ipfili muisi, na ipfili kutsimu
PHP.2.10	pfitowe ghamaghoti. 
PHP.2.11	Na chila lulimi lutoghole kuwa Yesu Kiristu ka Imtwatsa,
PHP.2.11	kwa utunitso wa Aba Imulungu.
PHP.2.12	Apfo wanoghelighwa wangu, ka pfamnitegheletse ghamatsuwa ghose haning'ali namwe, lelo pfinogha ng'ani mwemwe kunitegheletsa hata sambi ning'awa kutali namwe. Kwa kupfuka ne ukudedema mlanguse kwa ghamatendo ghenu ka mkombolighwa, 
PHP.2.13	kwaapfila ghamatsuwa ghose Imulungu kosang'ana mghati mwenu, na komtendani mdahe kubama na kutenda aghala ghobama imwenyegho.
PHP.2.14	Mtende chila chinu bila kusing'inika au ukuhisanya, 
PHP.2.15	ili muwe iwana we Imulungu imdeghete na imlihela matotso, imkala mne isi ihile na ine iwanu wane nzambi, mwoneke mghati mwawo ka tsinondo itsing'aika kulanga, 
PHP.2.16	aku mwokindilisa ghoya mbuli iighala ughima. Mng'atenda apfo nitsokuwa ne ichinu che ukwighodela kwaajili yenu litsuwa lyatsakuya Kiristu, Mana itsolangusa ka ingupfu yangu na isang'ano yangu ng'apfaghile hela.
PHP.2.17	Lekeni hata ka nolapfighwa nife ka nambiko hamwe ne inoghola yenu kwaajili ye Imulungu, nene nodeng'a, pfipfila nodeng'elela namwe mwose. 
PHP.2.18	Namwe pfipfila mdeng'e, kuya mdeng'elele na nene.
PHP.2.19	Sambi baha Imtwatsa Yesu ang'abama nitsomtuma Timoteo kuna mwemwe, ili nighumighwe ghumoyo hanitsobokela mbuli tsenu. 
PHP.2.20	Kwaapfila nahela imunu yungi ka yeye iyololesa ghendo mbuli tsenu. 
PHP.2.21	Kwaapfila iwanu wangi wose wolola mbuli tsawo iwenyegho, ng'awolola mbuli tsa Yesu Kiristu bae. 
PHP.2.22	Mwemwe mwose mwomanya Timoteo pfasang'ane na nene kwaajili ye Imbuli Inoghile, ka imwana na aba wake. 
PHP.2.23	Apfo nololela nitsomtuma kuna mwemwe, ahala hanitsomanya aghala ighatsondawila. 
PHP.2.24	Na nene nomtoghola Imtwatsa ka nene imwenyegho na habehi kuwatsilani.
PHP.2.25	Lekeni nakona pfinogha kumuyitsa Epafuradito, ndughu yangu, mtenda sang'ano miyangu yeiyamile imbuli inoghile hamwe na nene, pfipfila ka msenga wenu imumghalile yanyapfile. 
PHP.2.26	Kwaapfila kobama ng'ani awone mwemwe wose, na tsakona usungu kwaapfila tsamuhulika yang'ali yoghula. 
PHP.2.27	Yang'ali yoghula, chidogho yafe. Lekeni Imulungu kamwonela libatsi, ng'amwonele libatsi yeye yaliyeka bae, ila kambonela na nene pfipfila, ili ndeke kuwa na usungu mkulu ng'ani. 
PHP.2.28	Apfo nobama ghendo kumtuma kuna mwemwe, ili mng'amwona mdeng'elele keli, na usungu wangu umale. 
PHP.2.29	Mumbokele kwa kudeng'ela ka ndughu mne Imtwatsa. Muwatoghole iwanu ka yeye. 
PHP.2.30	Mana tsakabama yafe kwaajili ye isang'ano ya Kiristu, naye tsakauhonza ughima wake ili anyapfile hala mwemwe muwenyegho ng'amdahile bae kunyapfila.
PHP.3.1	Kuya ndughu tsangu deng'elelani kukala mghati mwe Imtwatsa. Sikwipfa bae ukwandika ghaghala ghanongole ukumwandikilani, kwaapfila agha ghatsomtendani mwemwe mwalangitse. 
PHP.3.2	Mwalangitse na awala iwali ka wambwa, awala wose iwotenda ghehile, iwanu iwokomangitsa ukwighana lukuli. 
PHP.3.3	Twetwe twa iwanu iwengile ngoma ghendo, si wawo bae, kwaapfila twetwe twomtamanila Imulungu kubitila Ghumuhe wake, na tweghoda kwa kwilunga na Kiristu Yesu, wala ng'atuhuwila lukuli bae. 
PHP.3.4	Nene imwenyegho ning'adahile kuluhuwila lukuli, ka kuna imunu kepfikitsa kodaha kuluhuwila lukuli, ayo ng'onibita nene bae. 
PHP.3.5	Tsanyingila ngoma mne litsuwa lya nane, nene na imunu wa Isiraeli, wa kabila la Benjamini, Mwebulaniya ghendo, kwa imbuli ye ukukinda Ghamalaghitso, nene ng'ala Mfarisayo, 
PHP.3.6	tsanisulukila kutenda achila chambonile Imulungu kobama nitende, mbaka tsaniwadununza iwanu iwomtoghola Kiristu, kwa imbuli ya kutogholighwa ne Imulungu kwa kukinda Ghamalaghitso, nene tsanahela litotso. 
PHP.3.7	Lekeni aghala ghose ghambonile ghana fwaida kuna nene, sambi noghona si chinu bae kwaajili ya Kiristu. 
PHP.3.8	Si agho ghaliyeka bae, ghose noghona si chinu bae kwaajili ya unoghelo mkulu ng'ani wa kummanya Yesu Imtwatsa wangu. Kwaajili yake nyasa chila ichinu, noghona agho ghose ka mipfi, ili nimpate Kiristu, 
PHP.3.9	mboneke namghati mwake ghendo. Kuya sibama keli bae kutogholighwa ne Imulungu kwa kukinda Ghamalaghitso, ila nobama nogholighwe kwa kumtoghola Kiristu, ukutogholighwa ukulawa kwe Imulungu kubitila inoghola. 
PHP.3.10	Nobama nimmanye Kiristu ne ingupfu ye ukutsilihuka kwake, nobama kudununzika hamwe naye, na ukwighala naye mne lifwa lyake, 
PHP.3.11	aku nani nololela nitsotsilihulighwa.
PHP.3.12	Silonga bae mvika, au nene nitimila, mbe! Ila noghendelela kwikatsa ili nipate ghweko lila, kubitila ghweko alyo Yesu Kiristu imwenyegho tsakanipata nene. 
PHP.3.13	Ndughu tsangu silonga bae ka nipata, ila notenda chinu chimwe chiliyeka, noghasemwa gha ghumwande, noghalola ighali hambele, 
PHP.3.14	notsuma mvike hanibama kupfika ili nibokele ghweko lya ughima wa matsuwa ghose, ghweko lyang'emele Imulungu kubitila Yesu Kiristu.
PHP.3.15	Twetwe twose itukomale twipfikitse ghagho, hata ka mwopfikitsa pfingi, Imulungu katsowalangusani mwatsimwatsi. 
PHP.3.16	Leka tughendelele kutenda aghala ghatutendile mwanduso.
PHP.3.17	Ndughu tsangu, muwe ka nene, muwalole awala iwowinza ghatuweng'ile mwemwe. 
PHP.3.18	Kwaapfila matsuwa ghose tsaniwalongelani, na sambi nowalongelani kwa ghamasotsi, iwanu wengi wokala ka iwochihila achila chatendile Kiristu mna ghumsalaba. 
PHP.3.19	Watsomalila kutsimu, mulungu wawo iyo soyoka tsawo tse lukuli, weghodela pfinu pfawo pfe chinyala, wepfikitsa ipfinu pfe isi pfiliyeka. 
PHP.3.20	Lekeni twetwe twa wenyekaye wa kulanga, kulawa ako twomlolela Mkombotsi wetu kwa kusulukila, Imtwatsa Yesu Kiristu yatse. 
PHP.3.21	Yeye katsotsighalusa ng'uli tsetu itsikola na kutsitenda tsiwe ka lukuli lwake lwa utunitso, kwa ingupfu ila iyodaha kupfika ipfinu pfose pfiwe hasi hake.
PHP.4.1	Apfo ndughu tsangu, wanoghelighwa wangu, yaniwasulukila kumwonani, mwemwe imli ndeng'elo yangu na litaji lyangu, mwime ghendo mghati mwa Imtwatsa, mwemwe wanoghelighwa wangu.
PHP.4.2	Nowalomba Eudiya na Sintike wawe chinu chimwe ka ndughu mghati mwe Imtwatsa. 
PHP.4.3	Naghwe pfipfila sale yangu, uwapfile wapinga awo, kwaapfila tsawasang'ana na nene kuyenetsa Imbuli Inoghile, hamwe na Kilementi na awala wose iwasang'ane na nene, iwandikighwe ghamataghwa ghawo mne ichitabu che ughima.
PHP.4.4	Mdeng'elele kwilunga ne Imtwatsa ghamatsuwa ghose. Nolonga keli, deng'eleleni!
PHP.4.5	Uhole wenu umanyike ne iwanu wose, Imtwatsa ka habehi ukuya. 
PHP.4.6	Mleke ukwalangula mne mbuli yoyose, ila kwa chila chinu mumlongele Imulungu kwa kulomba aghala ghambama na kwa kumlongela mighede. 
PHP.4.7	Na tindiwalo lye Imulungu ilibita tsimbutsi tsose tse iwanu, litsololesa imimoyo na tsimbutsi tsenu mne ukwilunga ne Yesu Kiristu.
PHP.4.8	Kuya ndughu tsangu, mwalangule aghala ghose ighanoghile, aghala ighotogholighwa, aghala igholongesa, aghala ighotogholighwa ne Imulungu, aghala ighonoghelesa na aghala gha heshima. 
PHP.4.9	Mtende aghala ghamwilangulitse na kughabokela kulawa kuna nene, ghose ghamuhulike na kughona kuna nene, na Imulungu iyotenda iwanu wakale tseghamba katsokuwa namwe.
PHP.4.10	Nodeng'elela ng'ani kwa kwilunga ne Imtwatsa, Kwaapfila mng'umbuka keli. Kwa kulongesa, mwong'umbuka ghamatsuwa ghose, ila ng'ampatile bae nyafwasi ya kulangusa kuwa mwong'umbuka. 
PHP.4.11	Silonga ghano kwaapfila nobama ipfinu, kwaapfila tsanilangulitsa ukwenela na ghose ghaninagho. 
PHP.4.12	Nomanya kukala ne ipfinu chidogho ne ukukala ne ipfinu pfingi. Nilangulitsa mbuli tsose, kuwa ne inzala au kwighuta, kwing'ighwa pfingi au kuhungukighwa. 
PHP.4.13	Noghadaha ghose kubitila Kiristu iyongaya tsingupfu.
PHP.4.14	Lekeni tsamtenda ghoya hamkalile na nene mne ukughaya kwangu. 
PHP.4.15	Mwemwe Wafilipi mwomanya pfinoghile ghendo ka handawile Makedoniya ghamatsuwa gha mwanduso gha kupeta Imbuli Inoghile, kuduhu kingili lye iwanu iwomtoghola Kiristu iwasang'ane na nene mna imbuli ya kulapfa na kubokela, ila mwemwe mliyeka. 
PHP.4.16	Kwaapfila hata hanikalile ako Tesalonike, tsamngalila ipfinu pfa ukunyapfila, wala si mala imwe iliheka bae. 
PHP.4.17	Si ka nobama kubokela nzawadi, ila nobama ukwona mwemwe mwakongetsighwa mna ghose ghanoghile ghamtendile. 
PHP.4.18	Nibokela ipfinu pfose pfamngayile, kuya pfingi kubita pfanibamile, sambi nina chila ichinu kwaapfila Epafuradito ma kangaya ipfinu ipfilawile kuna mwemwe. Ipfinu pfino ka inambiko iinung'ila ghoya, inambiko iitogholighwa na kumnoghela Imulungu. 
PHP.4.19	Na Imulungu wangu, yane pfinu bwelele katsowamemesa pfose pfambama kwa uwetso wake mkulu kubitila Kiristu Yesu. 
PHP.4.20	Lelo Imulungu iyali Aba wetu yatunyighwe ghamatsuwa ghose. Ona.
PHP.4.21	Ndamsileni chila munu wa Imulungu iyali wa Kiristu Yesu. Ndughu iwali na nene womlamsani. 
PHP.4.22	Iwanu wose we Imulungu hano womlamsani, hasa awala iwali mne ing'anda ya imndewa wa Roma. 
PHP.4.23	Uluso we Imtwatsa Yesu Kiristu ukale namwe mwose.
COL.1.1	Nene Pauli, imtumighwa wa Yesu Kiristu kwa unoghelo we Imulungu, hamwe na ndughu yetu Timoteo.
COL.1.2	Twomwandikilani mwemwe wandughu wenzeluka na wenyepfale yamwilungile na Kiristu yamkala Kolosai, ndughu tsetu imumtoghole Kiristu, Imulungu Aba wetu yamtendeleni uluso na yamwikeni tseghamba.
COL.1.3	Ghamatsuwa ghose hatumlombelani twolonga mighede kwe Imulungu, Aba we Imtwatsa wetu Yesu Kiristu, 
COL.1.4	mana tsatuhulika pfamumtoghola Kiristu Yesu na pfamuwanoghela iwanu we Imulungu. 
COL.1.5	Unoghelo na inoghola yenu pfohuwila lolelo lila lyamwikilighwe kulanga, achila chamuhulike ghumwande kwa kupetelighwa Imbuli Inoghile ya kweli, 
COL.1.6	iiwapfikile mwemwe, ka pfayenele mne iisi yose no ukughala ghanoghile, no ukukula ka pfaitenda mghati mwenu kulawa litsuwa lila lyamuihulike na kumanya uluso we Imulungu pfauli. 
COL.1.7	Tsamlangulitsighwa uluso we Imulungu na Epafura, mtenda sang'ano miyetu mnoghelighwa, msang'ana iyanoghile wa Kiristu kwaajili yetu, 
COL.1.8	naye tsakatulongela unoghelo wamwing'ighwe ne Ghumuhe we Imulungu.
COL.1.9	Kwaajili ayo, kulawa hatuhulike mbuli tsenu, ng'atulekile bae kuwalombela. Twomlomba Imulungu yawatende mwemwe mmanye ghoya aghala ghayobama, ne inzewele yose ne ukumanya kwamwing'ighwe ne Ghumuhe Mwenzeluka. 
COL.1.10	Twolomba apfi ili mdahe kukala ka Imtwatsa pfayobama, mghendelele kutenda ighomnoghela yeye. Mweleke chila ghamatunda ghanoghile, mkule mne ukummanya Imulungu, 
COL.1.11	Imulungu yamwing'eni ngupfu kwa uwetso wake wose mkulu ili mdahe kududumila ghose bila kwipfa, 
COL.1.12	na kwa kudeng'elela mumlongele mighede Aba iyawatendile mdahe kubokela uhala we iwahenzeluka mne undewa. 
COL.1.13	Naye katukombola kulawa mne ingupfu ya chisi, katughala mne undewa we Imwanaghe iyomnoghela, 
COL.1.14	kubitila yeye twokombolighwa, twoleghusighwa nzambi.
COL.1.15	Kiristu yatumwonile keghala ghendo ne Imulungu ing'akoneka bae. Yeye tsakabaho ng'ana pfilumbe pfose pfilumbighwe. 
COL.1.16	Kwaapfila kubitila yeye Imulungu kalumba ipfinu pfose, ipfili kulanga ne ipfili muisi, ipfikoneka ne ing'apfikoneka bae, iwane uwetso, iwatawala, iwakulu na iwane tsingupfu. Pfyose tsapfilumbighwa kubitila yeye na kwaajili yake. 
COL.1.17	Kiristu tsakabaho ng'ana ipfinu pfose pfilumbighwe, na mne ukwilunga na Kiristu ipfinu pfose pfekindisa. 
COL.1.18	Yeye ka litwi lya lukuli, lukuli alwo iwo iwanu wose iwomtoghola Kiristu, yeye ka wa mwanduso. Yeye ka wa mwanduso kutsilihuka, ili yawe wa mwanduso mne ipfinu pfose. 
COL.1.19	Mana Imulungu tsakanoghelighwa ukutimila kwake kwose kuwe mghati mwa Kiristu. 
COL.1.20	Kubitila mwanaghe, Imulungu tsakalamla pfose ipfilumbighwe pfimuyile, na kwa idamu yake ghwitike mne msalaba katenda tindiwalo na ipfinu pfose muisi na kulanga.
COL.1.21	Aho mwanduso mwemwe namwe tsamkala kutali ne Imulungu, kuya tsamkala wanebe wake kwapfila tsamwipfikitsa ghehile na tsamtenda ghehile. 
COL.1.22	Lekeni sambi, Imulungu kamtendani mwemwe muwe sale tsake kubitila lifwa lya lukuli lwe Imwanaghe, ili yamghaleni mwemwe hambele hake, aku mwa wahenzeluka, mnogha, na mwahela ghamatotso. 
COL.1.23	Mwobamighwa kughendelela ne ukwikindilisa mne ukutoghola, mleke kutoghola kuhighisighwa kulawa mne lolelo lila lyampatile hala hamuhulike Imbuli Inoghile. Nene Pauli nendighwa niwe mtumwa we Imbuli ayo Inoghile iipetighwe kwe iwanu wose mne iisi yose.
COL.1.24	Sambi nodeng'elela kwa aghala ghaniwadununzikilani, nolumemesa lukuli lwangu aghala ighahunguke mne maghayo gha Kiristu kwaajili ya lukuli lwake, iuli iwanu wose iwomtoghola Kiristu. 
COL.1.25	Na nene nendighwa na Imulungu niwe mtumwa we iwanu iwomtoghola Kiristu. Ning'ighwa sang'ano ya kuwalongela imbuli yake pfinoghile ghendo, 
COL.1.26	imbuli ayo iyo ila iipfisighwe kwe iwanu wose kulawa ghumwande, lekeni sambi ighubulighwa kwe iwanu wake. 
COL.1.27	Imulungu tsakanoghelighwa kuwatenda iwanu wake wamanye utajiri na ukulu we imbuli ino mghati mwe isi tsose, nayo iyo ino, Kiristu ka mghati mwenu, namwe mtsokuwa mne utunitso iulolelighwa. 
COL.1.28	Apfo twompeta Kiristu, kwa inzewele yose, twomkanya na kumlangulitsa imunu wowose ili tudahe kumghala chila imunu hambele he Imulungu aku kakomala mna ukwilunga na Kiristu. 
COL.1.29	Kwa kupeta mbuli ayo nene noidununzikila aku notumila ingupfu ng'ulu ya Kiristu iisang'ana mghati mwangu.
COL.2.1	Nobama mpfimanye pfanisang'ana ng'ani kwaajili yenu, na kwaajili ye iwanu wa Laodikiya na kwaajili ye iwanu wangi ing'awatingane bae na nene. 
COL.2.2	Notenda apfi ili waghumighwe ghumoyo na welunge mna unoghelo ili wamemesighwe ukumanya kweli, wadahe kumanya ghendo imbuli ye Imulungu, imbuli ayo iyo Kiristu imwenyegho. 
COL.2.3	Mna yeye upfisighwa utajiri wose we inzewele no ukumanya.
COL.2.4	Nowalongelani apfi ili imunu wowose aleke kuwaghutsukilani kwa mbuli tse ughutsu, hata ka tsakoneka tsinogha ng'ani. 
COL.2.5	Mana hata ka nene nakutali namwe, ghumoyo ghwangu ghwa baho hamwe na mwemwe, na nodeng'elela kuwonani mwemwe pfamkwima mna ukumtoghola Kiristu.
COL.2.6	Lelo ka pfamumtoghole Yesu Kiristu ka Imtwatsa, mghendelele kwilunga naye. 
COL.2.7	Mwike imitsitsi mghati mwake, na ughima wenu utsengeke mchanya mwake na mkindise inoghola ka pfamlangulitsighwe, namwe mlonge mighede.
COL.2.8	Mwalangitse imunu aleke kuwatenda watumwa kwa ghamalangulitso gha hela, gha ughutsu uliyeka, ighahuwila mabokelo ghe iwanu ne ipfinyamkela iwotawala, na wala si aghala igholawa kwa Kiristu imwenyegho bae! 
COL.2.9	Kwaapfila mghati mwa Kiristu, mlukuli mwake kwokala ukutimila kwose kwe Imulungu, 
COL.2.10	namwe mwing'ighwa ughima iutimile kwa ukwilunga naye. Yeye ka mchanya mwa ipfinyamkela wose iwotawala na iwakulu wose.
COL.2.11	Mne ukwilunga na Kiristu mwemwe mwingila ngoma kwa kuutsula unu wa nzambi, lekeni si ukwingila ngoma ikutendighwa ne iwanu, ila ikutendighwa ne Kiristu imwenyegho. 
COL.2.12	Kwaapfila hambatitsighwe, tsamtsikighwa hamwe na Kiristu, na mne ubatitso mwemwe pfipfila mtsilihulighwa kwa kutsitoghola ngupfu tse Imulungu, iyamtsilihule Yesu kulawa mne lifwa. 
COL.2.13	Namwe tsamkala mfa kwaajili ya nzambi tsenu, na kwaapfila unu wenu wa nzambi tsang'auleghusighwe bae. Lekeni sambi Imulungu kawatenda mwemwe muwe wa ghima hamwe na Kiristu. Imulungu katuleghusila nzambi tsetu tsose, 
COL.2.14	hayamalitse kuileghusa hati ila iyandikighwe na ghamalaghitso gha kutuhigha twetwe, kaileghusa ghendo, kaiwamba mna msalaba. 
COL.2.15	Mna ghumsalaba aghwo Kiristu tsakawaboka ngupfu awo ipfinyamkela iwotawala ne iwakulu, kawaghela chinyala hambele he iwanu kwa kuwakwegha ka iwaghoghighwe mng'ondo kulangusa kawahuma.
COL.2.16	Lelo mleke kutoghola imunu wowose yawekele malaghitso mne ichijo au choukunwa, au mne ichihungo au kwa ukulawa kwa ghumwetsi, au kwa Litsuwa lya Sabato. 
COL.2.17	Ipfinu apfo pfa ichimbeho che ipfinu ipfikutsa, ukweli wenyegho iyo Kiristu. 
COL.2.18	Mleke kutoghola kuhighighwa ne imunu wowose iyebona kanogha kwa aghala ghaghonile ghaliheka na iyokomangitsa uenyepfale we ughutsu na kuwatamanila wamalaika, imunu ka ayo keghoda kwaajili ya pfinu pfayonile na kwaajili ya mbutsi tsake, 
COL.2.19	kaleka ukwikinda na Kiristu, iyali litwi lya lukuli, kubitila yeye lukuli lwose lwekinda na kulungighwa hamwe kwa pfilungo na nyughe yake, na lwokula ka Imulungu pfayobama.
COL.2.20	Mwemwe mfa hamwe na Kiristu na mkombolighwa kulawa mne ngupfu tsa ipfinyamkela iwatawala mne isi. Ebali lelo mwemwe mwokala ka mwa iwanu we isi ino? Ebali mwokinda malaghitso ka ghano, 
COL.2.21	“Mleke kukinda achi, mleke kulanza achi, mleke kughusa achila”? 
COL.2.22	Pfinu pfose apfo pfohinyika baho hapfitumika, agho malaghitso na ghamalangulitso ghe iwanu ghaliyeka. 
COL.2.23	Kweli malaghitso agho ghakoneka gha inzewele mne ukutamanila kwawetungile iwenyegho, na mne uenyepfale, na mne kulutawala lukuli kwa ukali, lekeni ghahela ingupfu ye ukughoma dong'o tse lukuli.
COL.3.1	Lelo ka mtsilihuka hamwe na Kiristu, mwipfikitse aghala ighali kulanga, akula kwayali Kiristu, ako kakala hanu ho ukutawala ubali we ukujilo we Imulungu. 
COL.3.2	Mwipfikitse ipfinu ipfili kulanga, si ipfinu ipfili hano muisi. 
COL.3.3	Mana mwemwe tsamfa, na ughima wenu ufisighwa hamwe na Kiristu mghati mwe Imulungu. 
COL.3.4	Ughima wenu iyo Kiristu, na hayatsolawila keli, na mwemwe pfipfila mtsolawila hamwe naye mne utunitso.
COL.3.5	Apfo mchikome chila chinu chihile ichili mghati mwenu, ughoni na kutenda ghehile, dong'o na ghamawatso ghehile, na batsu ilighala ne ukutamanila ichinyagho. 
COL.3.6	Kwaajili ya agho ghose Imulungu katsowonela maya iwanu wose iwolema kumuhulikitsa. 
COL.3.7	Ghumwande mwemwe iwenyegho tsamkala pfipfo, hamng'ali mlongotsighwa na ghehile agho. 
COL.3.8	Lekeni sambi mghaleke agha ghose, maya, soyoka no ukutenda ghehile. Mleke ukumligha Imulungu, na malonga ghehile ghaleke kulawa mne imilomo yenu. 
COL.3.9	Mleke kwighutsukila, kwaapfila mwemwe ma muutsula unu ula wa ghumwande hamwe na ghamatendo ghake ghehile ghose, 
COL.3.10	muupfala unu wa sambi. Unu awu woghendelela kutendighwa ghoya ne Imulungu iyaulumbile ili mwighale naye. 
COL.3.11	Aho haduhu Mgiriki wala Myahudi, iyengile ngoma wala yang'engile ngoma, haduhu muhenza wala msenzi, mtumwa wala iyalekelighwe, ila Kiristu iyo ghose, naye kamumo mna ghose.
COL.3.12	Kwaapfila mwemwe mwa iwanu we Imulungu, yeye kawanoghela na kawasaghulani muwe wanu wake, lelo mpfale ghumoyo ghwa uluso, unu unoghile, wenyepfale, uhole na ukududumila. 
COL.3.13	Mwidudumile na ukwileghusila ghamatotso, ka imunu kana imbuli ye kumsing'inikila imyaghe. Mwileghusile ghamatotso ka Imtwatsa pfayawaleghusileni. 
COL.3.14	Kubita agha ghose, mwongetse unoghelo, kwaapfila unoghelo wakoha ghose mne umwe iutimile. 
COL.3.15	Tindiwalo lya Kiristu litawale mne imimoyo yenu. Kwaapfila Imulungu kawakema mwemwe kuwa ne tindiwalo alyo mne lukuli lumwe. Kuya mlongeghe mighede. 
COL.3.16	Imbuli ya Kiristu imeme ghendo mghati mwenu. Mwilangulitse na mwikanye kwa inzewele yose, aku mwakwimba tsabuli na nyila tsa kumtunya Imulungu, akuno mwomwimbila Imulungu kwa kulonga mighede mne imimoyo yenu. 
COL.3.17	Na chochose chamtenda au chamlonga, chobamighwa chitendighwe kwa taghwa lya Imtwatsa Yesu, mumlongele mighede Aba Imulungu kubitila yeye.
COL.3.18	Mwemwe wehe, muwahulikitse iwamale wenu, apfo pfipfo pfayobama Imtwatsa.
COL.3.19	Namwe iwamale muwanoghele wehe wenu, mleke kuwa wakali kuna wawo.
COL.3.20	Namwe iwana muwahulikitse aba tsenu na mai tsenu mna ghose, mana apfo pfipfo pfaimnoghelesa Imtwatsa.
COL.3.21	Namwe welesi mleke kuwaghobola iwanenu, hela watsobeneka ghumoyo.
COL.3.22	Namwe iwatumwa muwahulikitse iwatwatsa wenu mna ghose, si hala hawomlolani haliyeka kwaapfila mwobama wamwoneni mnogha, ila mtende apfo kwa ghumoyo ghunoghile, kwa kumpfuka Imtwatsa Yesu. 
COL.3.23	Chochose chamtenda, mchitende kwa ghumoyo ghwose, ka mwomtendela Imtwatsa Yesu, wala si imunu bae. 
COL.3.24	Mkumbuke, Imtwatsa katsomwing'ani ghweko lyalikile kwaajili ye iwanu wake. Kiristu iyo Imtwatsa ghendo yamumtumikila. 
COL.3.25	Kwaapfila chila imunu iyotenda ghehile, katsobokela maliho ghe ukwiha kwake, mana Imulungu ng'obaghula bae.
COL.4.1	Namwe iwakulu muwatendele iwatumwa wenu pfinoghile na ka pfayobama Imulungu, mkumbuke ka namwe pfipfila mna Imtwatsa kulanga.
COL.4.2	Mumlombe Imulungu bila ukwipfa, na hamlomba mwalangitse na mlonge imighede kwe Imulungu. 
COL.4.3	Pfipfila mtulombele na twetwe ili Imulungu atufughulile libani kwaajili ya mbuli yake ing'aimanyike, ili tudahe kulonga imbuli ya Kiristu. Kwaajili ya imbuli ayo sambi namchifungo. 
COL.4.4	Lelo mlombe ili nidahe kulonga ka pfanibamighwa, na imbuli ayo pfaitsokwikighwa mwatsimwatsi.
COL.4.5	Muwe ne inzewele pfamkala ne iwanu ing'awomtoghola Kiristu, muitumile ghoya nyafwasi yamwinawo. 
COL.4.6	Ghamatsuwa ghose mlonge ghanoghile na ighowapfila iwanu, kuya mmanye kuwedika ghoya iwanu wose.
COL.4.7	Nomtuma Tukiko kuna mwemwe, yeye ndughu mnoghelighwa, msang'ana mwenyepfale na imtumwa miyetu mne isang'ano ye Imtwatsa, katsomlongelani mbuli tsangu tsose. 
COL.4.8	Nomtuma kuna mwemwe ili awaghumeni ghumoyo kwa kuwalongela mbuli tsetu. 
COL.4.9	Kakutsa na Onesimo, ndughu yetu mnoghelighwa na mwenyepfale, ayo ka miyenu. Watsomwing'ani mbuli tse ipfinu pfose ipfitendeka hano. 
COL.4.10	Aristariko, yali mchifungo na nene, kowalamsani na Maliki, binamu yake Balinaba pfipfila kowalamsani. Ma tsampata malaghitso ghake, ang'apfika mumbokele. 
COL.4.11	Naye Yoshua iyokemighwa Yusti kowalamsani. Mghati mwe Wayahudi iwabokele inoghola, hawano waliyeka iwosang'ana na nene kwaajili ya undewa we Imulungu, nawo wonguma ghumoyo ghendo.
COL.4.12	Epafura, mwenyekaye miyenu, mtumwa wa Yesu Kiristu komlamsani, ghamatsuwa ghose yeye ng'akwipfa bae kumlombelani ili mkomale, mwime ghendo na mghendelele kutoghola na kutenda ighamnoghela Imulungu. 
COL.4.13	Nodaha kulapfa ukalangama ka kosang'ana ng'ani kwaajili ya mwemwe na kwaajili ye iwanu wa Laodikiya na awala iwali Hiyerapoli. 
COL.4.14	Luka, ayula mghanga wetu mnoghelighwa, na Dema womlamsani. 
COL.4.15	Muwalamse iwandughu iwali Laodikiya, na Nimfa na iwanu iwomtoghola Kiristu iwetingana mne ing'anda yake. 
COL.4.16	Mng'amalitsa kuisoma ibaluwa ino, weng'eni na wayenu iwanu iwomtoghola Kiristu wa Laodikiya nawo waisome, ne ibaluwa yaniwaandikile awala wa Laodikiya wamwing'eni mwemwe, namwe muisome. 
COL.4.17	Na mumlongele Arikipo aitende ghoya isang'ano ila yeng'ighwe ne Imtwatsa. 
COL.4.18	Nene Pauli nakwandika ghano kwa ghumoko ghwangu mwenyegho kuwalamsani. Mkumbuke kuwa nene na mchifungo. Uluso we Imulungu ukale namwe.
1TH.1.1	Nene Pauli, Silivani na Timoteo twomwandikilani mwemwe iwanu imumtoghola Kiristu wa ako Tesalonike, iwali mghati mwe Aba Imulungu na Imtwatsa Yesu Kiristu.
1TH.1.1	Imulungu yawatendele uluso na yamwikeni tseghamba.
1TH.1.2	Twolonga mighede kwe Imulungu ghamatsuwa ghose kwaajili yenu wose, ghamatsuwa ghose hatulomba twomkumbukani. 
