MRK.1.1	Kha mbɨghar Iesus Krais Gotɨn Otar rɨkɨnarɨ kharaghava amuisiri iŋaarir aghuuir gunɨm mbɨŋgeeghi.
ACT.22.13	A zaa nan gani. A nana aghanɨ utugha, nam mbɨŋgeeghi, ‘Nana avheeŋphom, Sol, nɨɨna arɨmaghaniiŋ nomthegha inderaghɨri.’ Mauthughura, khɨɨ maghɨra Ananasɨn garima, 
ACT.22.14	 a nam mbɨŋgeeghi, ‘Ena avhavir Got non vhusvhus ikaaŋmɨusua nɨa mbɨsevi. Nɨɨ othevira Aghuigha Amui Gumagh, aŋni izɨɨn mav Iesus nɨɨ aŋn ganɨva, ana akamdooŋnin othuivi vɨŋgɨmɨŋgɨvo oraghaousua Got nɨɨa mbɨsevi. 
ACT.22.15	 Mamagha amuigha nɨɨ aŋna akamɨ ukunɨva, nɨɨ ganighava oraesi bisir gun gumasi rako amisi bar andar gun mem mbɨkɨmri. 
ACT.22.16	 Thighira nɨɨ theeghɨnamɨusua gara iti? Nɨɨ rɨkavighɨva Iesusɨn izɨɨ rɨmboruaghtima khɨɨ nɨɨ urueghtima Got nɨɨno othevir maghatɨsi amosighemi.’ ”
ACT.22.17	Mauthughura Pol mbɨŋgɨ guava kamaghɨusue, “Khɨɨ gumughun nomthegha Jerusalemɨn zeghava, khɨɨ Gotɨ rɨphenam mbɨroghɨn gugha Gotɨn phorugha mbɨŋgɨvi khava irɨmɨn mɨn bighan mavɨn gani. 
ACT.22.18	 Khɨɨ Ikhɨvan garima a nam mbɨŋgeeghi, ‘Nɨɨ uzuamɨra rɨkavighɨva Jerusalema thaegh maaŋɨ. Nɨɨ khagh nana akamɨ ukuntɨma, mee aŋm mbaraeghem phatɨghami.’ 
ACT.22.19	 Kha ana ikara, ‘Ikhɨv, gumasi kharsi ikaaŋi, khɨɨ Gotɨn phorugha mbɨŋgeer rɨphenigha arua gumasi rako amisi nɨghɨnɨsira aghavaghari nɨɨn iti tharsirɨ usuigha mee rɨvɨnan khɨrthɨgha arɨgha, mee mbɨsosi. 
ACT.22.20	 Uthughun mavɨn nɨɨn akamɨ ukurir gumaghan khav Stiven, mee aŋm mbɨsuesima aŋna aremi. Khɨɨ aŋna aghanɨ utughav ikava, nan arɨmaghaniiŋ othɨvhan khavɨn garima a indera. Mee Stivenɨ mbɨsuesima ana aremisi tharsir, khɨɨ men shaarirɨghi ighuvaghavi iti.’ 
ACT.22.21	 Mauthughura Ikhɨv nam mbɨŋgeeghi, ‘Nɨɨ maaŋɨ. Khɨɨ igharisirɨ unuaghɨnan iti gumasi rako amisivɨusua, nɨɨa amandi.’ ”
ACT.22.23	Mee atamatamɨra ithɨria akarava non sharirɨ uruari atamatamɨra mara anda usuava unuaghɨnɨ uroghova iphɨɨsuava, nori Polɨna akaman khavɨ oraghan bar iphɨrɨphɨgha kamagha amui. 
ACT.22.24	Maghɨra Romiiŋ mbɨzorusir gumasi bar men gumaghana aphan, nom mbɨzorsir gumasi vɨŋgeema, mee Polɨm mbɨsoghɨva ana azasɨghousuava, ana nigha mee nori itirɨ rɨphenan gu. A kamagh inderagh ikaaŋmɨusua, manmaghɨra amuisima mee Pol kamagh ana aŋgaravasi. Kamagha amuisi a bighan khav ikaaŋmɨusua, nom mbɨzorsir gumasi vɨkemi, “Gee aŋne fhasoroghɨva aŋna azaaŋsɨgh.” 
ACT.22.25	 Mee Pola fhasoroghousuava aŋna agharaniiŋ koma usuaniiŋ ikhee. Pol garima mbɨzorsir gumaghana aphan aŋna aghan utughavɨtima Pol kamagh aŋna azara, “Romiiŋn gavmano osɨrisir othɨva thav Romiiŋn unuaghɨnan gumagha thav ramuamɨusua gee mbɨnambasi, o phatɨ? Khɨɨ Romiiŋn gumagh. Gee nana osɨmndɨsiva oraghava anda rɨkɨrir rɨphenaŋga athɨsi phatɨgha na fhasoroghousuava amui.” 
ACT.22.26	Uthughun khavɨn mbɨzorsir gumasir garir gumaghan aphan kamagh oraeghava, Romiiŋ mbɨzorusir gumasi bar men gumaghana aphanamɨusua gua aŋm mbɨŋgeeghi, “Nɨɨ manmagh ramuti? Khara Romiiŋn gumaghra.” 
ACT.22.27	Maghɨra mbɨzorusir gumasi bar men gumaghana aphan Polɨusua gua aŋna azaaghi, “Nɨɨ nam mbɨkɨm, nɨɨ Romiiŋn gumaghara?” Ana aŋm mbɨkemisima Pol ana ikaragha kamaghɨusue, “Aŋre, kɨra.” 
ACT.22.28	Mauthughura mbɨzorusir gumasi bar men gumaghana aphan kamaghɨm mbɨŋgeeghi, “Khɨɨ nona aŋgɨro ovhɨsirɨ uvhuesan ikhɨv amuigha, thighira khɨɨ Romiiŋn gumaghara.” Mauthughura Pol kamaghɨm mbɨŋgeeghi, “Nani inaghaves, a Romiiŋn gumagh, kamagha amuisima khɨɨ Romiiŋn gumagh.” 
ACT.22.29	 Mauthughura aŋna azaaŋsɨghousuava amui gumasi mee kamagh oraeghava, uzuamɨra norighe ekuigha isaghunɨ utuivighav iti. Mauthughura ukuaghaviir Pol ikesi mbɨzorsir gumaghan ikhɨv a ikaaŋi, Pol Romiiŋn gumaghara. Kamagha amuisima a ivhɨrama avhighevighi.
ACT.22.30	Amɨrɨtusi rɨmaaŋra mbɨzorusir gumasi bar men gumaghana aphan bar inderaghɨvɨre ikaaŋmɨusua, Pol manmaghɨrama amuisiro othɨvha amuisima, Judarii aŋm mbɨŋgeeghi. A Pola fhɨrigha, Gotɨna aphuraphurava aghae rako bisir aŋga anɨndi gumasiri ikii rako, Judariro osɨmndɨsiva oraghava anda rɨkɨrir gumasi bar men dɨɨsima, mee zaa nori akuvagha itima, a Pol nigha gua mena arɨmasi rɨfhaaŋn anara fhasima a utughav iti.
ACT.23.2	 Pol kamaghɨm mbɨkemisima, Gotɨna aphuraphurava aghae rako bisir aŋga anɨndi gumasiri ikhɨv, Ananaias, Polɨn aghan iti gumasi vɨŋgɨva ana akamndooŋnim mbɨsoghousua mbɨŋgeeghi. 
ACT.23.3	 Mauthughura Pol kamagh aŋm mbɨŋgeeghi, “Got ivhɨra nɨɨ mbɨsueghemi! Nɨɨ, uphughuphurisi rɨvɨnan mɨna amuisima mee akɨran rɨmɨnɨ ughuran nɨɨa aghevi. Mee avhen aŋn maghatɨgha thavɨn ganighem thughatɨs phatɨ. Nɨɨ maghɨra rapheraghav ikɨva Moses osɨrisir othevir iphɨnɨ uthugha nano osɨmndɨsiva oraghava anda rɨkɨrir rɨphenan nam mbɨsoghousuava mem mbɨŋgeeghi. Nɨɨ Moses osɨrir othevigha afhimɨsɨsi.” 
ACT.23.4	Mauthughura Polɨn aghanɨ utuivighav iti gumasi kamaghɨm mbɨŋgeeghi, “Nɨɨ Gotɨna aphuraphurava aghae rako bisir aŋga anɨndi gumasiri ikhɨv akaman maghatɨgha thavɨn aŋm mbɨkɨma thaghɨri.” 
ACT.23.5	 Mauthughura Pol kamaghɨm mbɨŋgeeghi, “Nana andarsi, khɨɨ kamagh ikeeŋsi phatɨ, a Gotɨna aphuraphurava aghae rako bisir aŋga anɨndi gumasiri ikhɨv. Gotɨm mbɨgharano osɨɨr kamagh iti, ‘Akaar maghatɨsir gee norir garir gumasir ikii vɨkɨma thaghɨri.’ ”
ACT.23.6+ACT.23.7+ACT.23.8	Uthughun khavɨn Polɨm mbɨŋgɨŋgɨm meŋga amuisima Farisiiŋn gumasi rako Sadiusiiŋn gumasi mee noria biighava, nori vatosi. 
ACT.23.9	 Kamagha amuisima athoroghan ikhɨvo otosi, Farisiiŋna marsi Judariro othevi ikeeŋsi gumasi uthuivighava ambuura, mbɨŋgɨ kamaghɨusue, “Gumaghan khav osɨmndɨsi aŋn phatɨ. A ti guisimbaaŋram mbɨŋgɨmati, ensel thav o utuma thav aŋm mbɨkemighamati.” 
ACT.23.10	Meno othorugh bara aghavagharigha mbɨzorugho otosima mbɨzorusir gumasi bar men gumaghana aphan avhighevhiigha, Judarii Polɨm mbɨsoghɨva aŋgi ikutima, a bɨɨghireghemi. Kamagha amuisima a nom mbɨzorsir gumasi vɨkemisima mee gueghira anɨ usuiraghava ana nigha mbɨzorsir gumasi rɨphenan gu.
ACT.23.12	Arama amɨrɨtusir rɨmaaŋra Judarir akoghɨn gumasir marsi nori akuvagha Polɨm mbɨsueghtima ana aremighaousuava Gotɨn phorughava akama rɨŋgɨran mavɨ amui. Mee kamagh akama rɨkɨri, “Ee aghaa thav o rɨmɨ rameghem phatɨgh, ikɨɨ maaŋɨ mee Polɨ mbɨsueghtima aŋna aremighemi.” 
ACT.23.13	Akama rɨkɨrisi gumasir kharsi rɨmbomboni gua 40 afhira. 
ACT.23.14	Mee Judarir akoghɨn gumasira aphani rako Gotɨna aphuraphurava aghae rako bisir aŋga anɨndi gumasir ikiivɨusua gua kamagh mem mbɨŋgeeghi, “Ena akama rɨŋgɨran khav kamaghɨusue, ‘Ee Polɨm mbɨsueghti ana aremightima, ee gɨn aghaa thava ramaŋga.’ 
ACT.23.15	 Kamaghɨnɨ geegha osɨmndɨsiva orasi gumasigha, gee akaman mu mbɨzorsir gumaghan ikhɨvaaghava amandaghtima, a Polɨna akuva gena aghan zɨɨri. Gee aŋn khorira amuighɨva ana aku zɨɨ. Ee bisia rɨkɨrighɨva aŋmɨusua gan ikaami. A zɨɨ emba othuivamirɨ uthughura ee aŋm mbɨsueghtima ana aremighemi.”
ACT.23.16	Mem mbɨŋgeema Polɨn amighan otar oraegha gua mbɨzorsir gumasir rɨphenan Pol mbɨkemi. 
ACT.23.17	Mauthughura Pol Romiiŋn mbɨzorsir gumaghan aphanan dɨɨgha kamaghɨusue, “Otaran ikaman khav nigh mbɨzorusir gumasi bar men gumaghana aphananamɨusua maaŋɨ. A bigha thavɨm mbɨkɨmamɨusua.” 
ACT.23.18	Mauthughura 100 pɨlanɨ mbɨzorsir gumasir gari gumagh a Polɨn amighan otar nigha mbɨzorusi gumasi bar men gumaghana aphanamɨusua zui. 100 pɨlanɨ mbɨzorsir gumasir gari gumagh kamaghɨusue, “Pol rɨvɨnan kɨrthɨghan ikava nan dɨɨgha ma otarana aku nɨɨna aghan zaaousua nam mbɨkemi. A nɨɨm mbɨkɨmaŋgamira akaman mav iti.”
ACT.23.19	Mauthughura mbɨzorusir gumasi bar men gumaghana aphan otaran afharɨnɨ usuiragha aniiŋ mbɨŋɨniiŋn gugha maghɨrama aŋna azaaghi, “Nɨɨ theeghɨnan nam mbɨkɨmamɨusua?” 
ACT.23.20	Otaran ikaam kamaghɨusue, “Judarii Polɨm mbɨsueghtima ana aremighaousuava akama rɨkɨrigha gurum rɨmaaŋra Polɨna aku zaaousua nɨɨmɨusua gɨɨa amui. Mee khoru amua kamaghɨusue, a maŋŋɨtima Judariro osɨmndɨsiva oragha anda rɨkɨrir rɨphenan inderaghavɨra aŋm mbɨŋgɨmɨŋgɨ niaŋga. 
ACT.23.21	Gumasir rɨmbomboni 40 afira, mee an aravava aŋmɨusua mooŋi. Kamagha amuisi nɨɨ mem mbaraghan thaghɨri. Mee aghaa thav ko rɨmɨ rameghem phatɨgh maaŋɨ Polɨ mbɨsueghti ana aremigh gɨvaghtima mee aghaa ramamɨusuava akama rɨŋgɨran mavɨ amui. Mee thighira nɨɨna akaman iŋgarɨghaousua gara iti.” 
ACT.23.22	Mbɨzorusi gumasi bar men gumaghana aphan ana amandagha akamana aghavagharan kamagh aŋm mbɨŋgeeghi, “Nɨɨ nam mbɨkemisi bighan khavɨn gun thavɨm mbɨkɨman bar thaeghri.”
ACT.23.23	Mmbɨzorusi gumasi bar men gumaghana aphan, non mbɨzorsi gumasi 100 pɨlan gari gumaghan phuninin dɨɨgha kamagh aniiŋm mbɨŋgeeghi. “Aŋgo 200 pɨla mbɨzorusir gumasi rako 70 pɨlan hosir gumasi rako 200 pɨlan afhusir gumasi akumakumighiri Gee 9 okloghɨn thighira rɨmaaŋn Sisarianɨ uŋuum maaŋɨri. 
ACT.23.24	Nɨɨ Pol iphɨra aphighemir hosi tharsi ivhɨrama anda nighɨri. A inderaghɨvɨra maaŋɨ gavmanɨn gumaghan ikhɨv Feliksɨa othuivhami.”
ACT.23.25	Mbɨzorusi gumasi bar men gumaghana aphan kamaghɨ mbɨghar osɨri.
ACT.23.26	Khɨɨ Klodius Lisias. Khɨɨ bar iphɨn iti gavmanɨn gumaghan ikhɨv Feliksɨusua mbɨghar osɨri. Uthughun aghuuŋ, nɨɨ inderaghavɨra ikhɨɨ. 
ACT.23.27	 Judarii gumaghan khavɨ mbɨsueghtima ana aremighaousua aŋnɨ usuira. Khɨɨ kamagh ikaaŋi, a Romiiŋn gumagh, kamagha amuigha khɨɨ nom mbɨzorsir gumasir phorugha guava ana nii. 
ACT.23.28	 Khɨɨ kamagh inderaghɨvɨre khaaŋmɨusua, mee theghɨnan bighaaŋmɨusuava akaman aŋgasi. Kha ana nigha men osɨmndɨsiva oraghava anda rɨkɨrir rɨphenan gu. 
ACT.23.29	 Khɨɨ mena azarisima mee nono othevir marsi vɨŋgɨŋgɨr aŋga amuava phura mbɨzeer marsir aŋgi inivhii. Mee phura bighan khɨna thavɨusua ana nigh rɨvɨran khɨrthɨghara athɨghami o aŋm mbɨusueghtima aŋna aremighem thughatɨsi bar phatɨ. 
ACT.23.30	 Khɨɨ oraeghava ikaaŋi, mee aŋm mbɨsueghtima ana aremighaousuava, moŋgava akaa vɨsosima khɨɨ uzuamɨra kha gumagh nɨɨmɨusuava ana amandi. Akaman aŋga asir gumasi ivhɨra, mee nɨɨna arɨmasi rɨfhaaŋn nom mbɨŋgɨmɨŋgɨra amuamɨusua, khɨɨ mem mbɨkemi.
ACT.23.31	Mauthughura mbɨzorsir gumasi akamam mbaraegha rɨmaaŋn Polɨn akua gua Antipatrisɨnɨ uŋuuno oto. 
ACT.23.32	Amɨrɨtusi rɨmaaŋra hosir gumasi aŋn phorugha zuima, igharis mbɨzorsir gumasir marsi nomthegha Jerusalemɨn no rɨphenan gue. 
ACT.23.33	Pol hosir zui gumasir phorugha gua Sisarianɨ uŋuuno otoghava mbɨghar nigha gavmanɨn gumaghan ikhɨva aniiŋgava Pol ivhɨrama aŋga anɨɨŋi. 
ACT.23.34	Gavmanɨn gumaghan ikhɨv mbɨgharan khavɨn ganigha Polɨna azaaghi, “Nɨɨ mana distrighɨn gumagh?” Ana aŋm mbɨkemisima Pol kamaghɨm mbɨŋgeeghi, “Khɨɨ Silisian distrighɨn gumagh.” Gavmanɨn gumaghan ikhɨv kamagh oraegha, 
ACT.23.35	kamaghɨusue, “Akaman nɨɨŋga asir gumasi mee khagho othuivightima khɨɨ nɨɨno osɨmndɨsiva oraghɨva anda rɨkɨrami.” A Herotɨn rɨphenan ikhɨvan Pola athɨgha inderavɨra aŋn ganamɨusua, mem mbɨkemi.
ACT.24.1	Uthusir 5 pɨla gɨvasima, Judarir akhoghɨn gumasi aphanir marsi rako, Gotɨna aphuraphurava aghae rako bisir aŋga anɨndi gumasiri ikhɨv, Ananaias, koma Romiiŋn gavman osɨrisir othevi ikeeŋsi gumaghan mav, aŋni izɨɨ Tertulus, mee bar Sisarianɨ uŋuun gueghiri. Mee Polɨ asira akaman gun gavmanɨn gumaghan ikhɨvam mbɨkemighava, mee akaman khavɨusua Pol nigh osɨmndɨsiva oraghava anda rɨkɨrir rɨphenara arɨghaousua. 
ACT.24.2	Gavmanɨn gumaghan ikhɨv Polɨn dɨɨsima ana avhen gusima, Tertulus a Romiiŋn gavmano osɨrisir othevi ikeeŋsi gumahan mav Judarir akoghɨn gumasivɨusua utughava, Feliksɨn arɨmasi rɨfhaaŋn maghɨra akaar Feliksɨ mbɨŋgɨ kamaghɨusue, “Gumaghan ikhɨv Feliks, nɨɨ ena akurasima ee uthughun uruaraaŋra bar inderaghɨvɨre iti. Nɨɨ nɨghɨnɨsira aghuuira ena akuruvaghava en unuaghɨnana avhen iti bisira avhɨrara rɨkɨri. 
ACT.24.3	Ee bisir kharsir garava mɨghasɨgha nɨɨm mbɨnambi. Feliks, nɨɨ bar gumaghan aghuuŋn kɨnara.
ACT.24.4	Khɨɨ nɨɨnɨ usuiraghtima nɨɨ uthughunɨ uruaran ikeghem thughatɨs phatɨ, nɨɨ inderaghɨvɨra ena akaman othɨvhanɨ uvhuaaŋra oraghaousuava, khɨɨ nɨɨna azaaghi. 
ACT.24.5	 Ee kha gumaghan garima aŋno osɨmndɨsira avhɨrira amui. A Judari itira aŋanir guava mbɨzorsir ikiigha amuima anda othuivi, a Nasaretiiŋn akoghɨn
ACT.24.6+ACT.24.7+ACT.24.8	 A ivhɨra Gotɨ rɨphena ramuightima a Gotɨna arɨmasi rifhaaŋnɨ mbɨzegh maghatɨghousuava amui. Ee bighan khuaŋmɨusua, ee aŋnɨ usuira. 
ACT.24.9	Mauthughura Judarii ivhɨra Tertulusɨn akuruvagha akaar Polɨ asava, kamagh aŋm mbɨŋgeeghi, “Bisir kharsi bar guisimbaaŋra.”
ACT.24.10	Mauthughura gavmanɨn gumaghan ikhɨv mbɨkɨmamɨusua afharvhen aŋga asarasima, Pol kamaghɨ mbɨŋgeeghi, “Khɨɨ ikaaŋi, ombarira avhɨrara nɨɨ gumasi rako amisir kharsiro osɨmndɨsiva oraghava anda rɨkɨrir gumagh. Kamagha amuisima nɨɨ oragh, nan nav nɨɨna akam ikaravaghan bar indera. 
ACT.24.11	 Nɨɨ atamatamɨra azaaŋsɨghɨva nɨɨ kamagh ikeeŋgemi khɨɨ Jerusalemɨn gugha Gotɨn izɨɨ ufhua zaa 12 pɨlan uthusir gɨn khɨɨ nɨɨna arɨmasir rɨfhaaŋnɨ utu. 
ACT.24.12	Judarii Gotɨ rɨphena mbɨroghɨn nan garima khɨɨ akaman gumagha thavɨ mbɨsuesi phatɨ. Mee nan garima, khɨɨ Gotɨn phorugha mbɨŋgeer rɨphenir guva gumasi rako amisir phorugha ivhɨri tharsir usuirasi phatɨ. Khɨɨ ivhɨra Jerusalemɨni itir gumasi rako amisir phorugha bisi tharsigha amuisi bar phatɨ. 
ACT.24.13	Mee thighira naŋga asira akaa, anda guisimbaaŋrana akaa phatɨ. Mee nɨɨ mbɨkɨmaŋgamira akaa anda vɨnɨɨŋ thav iti phatɨ.
ACT.24.15	 Khɨɨ nɨghɨnɨghana aghavaghar Gotɨn ikava kamagh ikaaŋi, arɨɨghiresi gumasi tharsi a nomthegh mee ramutima mee rɨkavhami. Gumasira aghui rako maghatɨsi ivhɨra rɨkavhami. A ramuaŋgamir bighaaŋ, khɨɨ aŋmɨusua gari. Akaman naŋga asir gumasi ivhɨra bighan khavɨusua gara iti. 
ACT.24.16	 Kamagha amuisima nana avhen iti gumagh kamaghɨusue, ‘Khɨɨ mɨghasɨgha, Gotɨna arɨmasi rɨfhaaŋ koma gumasira arɨmsi rɨfhaaŋn ivhɨra, othɨvhana aghuuŋn gɨn maŋŋamɨusua, mamagha amuigha khɨɨ inderaghavɨri iŋaari.’
ACT.24.18	Khɨɨ Gotɨ rɨphenan maŋŋamɨusua, mamagha amuigha khɨɨ Gotɨna arɨmasi rɨfhaaŋnɨ uzueghemiro othɨva amuigha gɨvagha khɨɨ gu. Mee nan garima khɨɨ Gotɨ rɨphenam mbɨroghɨn ikava uzuegha gɨva. Gumasira avhɨrara nan phorugha iti phatɨghava, nɨnɨiira avhɨrara ivhɨra phatɨ. 
ACT.24.19	 Mauthughura Judarir akhoghɨn gumasi marsi Esian distrighɨni iti tharsi, mee Jerusalemɨn zegha nanɨ usuirasi tharsi, mee osɨmndɨgha thav nani ikhɨvɨre ikhɨva, mee norira khagh zɨva, nɨɨna arɨmasi rɨfhaaŋn nana osɨmndɨsiva oraeghɨva anda rɨkɨrami. 
ACT.24.20	Uthughun kavɨn Judarii nano osɨmndɨsiva oraegha gɨva. Nɨɨ mena zaaraghtima mee kha amuisiro othɨvhan maghatɨgha thavɨn ganighɨva nori nɨɨm mbɨkɨmaŋga. 
ACT.24.21	 Khɨɨ ti men thooŋn utughav ikha dɨɨgha mbɨkemisi mee anaaŋn vhusvhuiisi phatɨ. Akaman khav, ‘Aremisi gumasi tharsi nomthegh rɨkavighemi, bighan khuaŋmɨusuavɨra mee ti na nigha geno osɨmndɨsiva oraghava anda rɨkɨrir rɨphenan ze.’ ”
ACT.24.23	 A Pol rɨvɨnan khɨrthɨgha rarɨghaousua a 100 pɨlan mbɨzorsir gumasir garir gumagham mbɨŋgɨ kamaghɨusue, “Nɨɨ rɨvɨnan kɨrthɨghan Pol rathɨghɨva phum aŋnɨ usuighɨ mbɨghɨna thaghɨri, Polɨn aveeŋmbua bisir aŋna akuruvaghaousua ramutima nɨɨ men thɨva thaghri.”
ACT.24.24	Uthusir marsi gɨvasima, Feliks nona amuuŋ Drusilana akua ze. A Judarira akoghɨna amigh. Mauthughura Feliks Polɨn dɨɨghava aŋm mbɨŋgɨmɨŋgɨva orasima a nɨghɨnɨghana aghavaghar Krais Iesusɨn itiro othevi vɨŋgeeghi. 
ACT.24.25	Pol inderaghɨvɨre ikhaamiro othɨvam mbɨŋgɨva inderaghɨvɨra norighi ighuvamiro othevi vɨŋgɨva, Got gumughun osɨmndɨsiva oraghava anda rɨkɨramirɨ uthughun gunɨm mbɨŋgeeghi. Feliks akaman khavɨ oraeghava avhighaviigha kamaghɨusue, “Nɨɨ thughɨratɨ. Nɨɨ maŋŋɨ. Khɨɨ gɨn nomtheghɨ uthugh thav ikhɨva nom nɨɨn dɨɨmaŋga.” 
ACT.24.26	Feliks igharisi bighaaŋmɨusua garav ikha kamaghi nɨghɨnɨsi, Pol uthusi tharsir aŋgɨro ovhɨsira avhɨrara uvhuesan mɨn tharsir aŋra aniiŋtima, a Pola thaeghtima a maŋŋanga. Bighan khuaŋmɨusua uthusira avhɨrara a Polɨn dɨɨva ana zaava aŋn phorugha mbɨŋgeeghi.
ACT.25.1	Festus Judian distrighɨn zeghava Feliksɨna aŋan nighava, uthughun phunini ko mbɨkethav gɨvasima a Sisarianɨ uŋuua thaegha Jerusalemɨn guavanambo. 
ACT.25.2	 Festus Jerusalemɨn guavanambosima, Gotɨna aphuraphurava aghae rako bisir aŋga anɨndi gumasiri ikii rako Judarir gumasira aphani mee gua aŋna agheghava osɨmndɨsir Polɨa asi. 
ACT.25.3	 Mee Polɨm mbɨsueghtima ana aremighausuava kama rɨkɨrigha Festusɨ mbɨŋgɨ kamaghɨusue, “Nɨɨ en akuraghɨva gumaghan khav amandaghtima, a Jerusalemɨn zeghirɨri.” Mee Polɨm mbɨsueghtima ana aremighaosuava gumasir marsi vɨŋgɨ kamaghɨusue, “Gee maŋɨ aŋna aravagh utuavɨn mooeŋri.” 
ACT.25.4	Mee kamagh nɨghɨnɨigha gɨvaghava Festusɨm mbɨŋgɨ kamaghɨusue, “Nɨɨ Pola amandaghtima a Jerusalemɨn zeghirɨri.” Mem mbɨkemisima Festus mee ikara, “Pol a Sisarianɨ uŋuun rɨvɨnan kɨrthɨghani iti. Khɨɨ gurumɨra Sisarian maghiraami. 
ACT.25.5	Pol guisimbaaŋra osɨmndɨgha thavɨ ramuightima, gee akaman aŋga asaousua, gen gumasir aphani tharsi nan gɨn Sisarianɨ uŋuun maghirɨtima khɨɨ geno osɨmndɨsiva oraghɨva anda rɨkɨrami.”
ACT.25.6	Festus men phorugha 8 pɨla o 10 pɨlan uthusir ikhegha Sisarianɨ uŋuun gueghirɨ. Amɨrɨtusi rɨmaaŋra ana osɨmndɨsiva oraghava anda rɨkɨrira aŋaanambaaŋna apheragha mem mbɨkemisima mee Pol nigha aŋmɨusua zii. 
ACT.25.7	 Pol zaava otosima, Judarii Jerusalemɨni ikhegha zeghiresi tharsi aŋne ighuigha utuivighava mee osɨmndɨsira avhɨrir aŋga asi. Mee aŋna osɨmndɨgha mbɨnɨɨŋ thavɨn Festusɨn mbɨkemisi phatɨ. 
ACT.25.8	 Mem mbɨkemisima Pol nombɨusua kamaghɨm mbɨŋgeeghi, “Khɨɨ Judarir othɨva thava biisi phatɨ. Khɨɨ Gotɨ rɨphenaŋga asɨghasɨisi phatɨ, osɨmndɨgha thav Sisarɨa amuisi phatɨ.”
ACT.25.10	A Polɨna azarasima, Pol ana ikara, “Khɨɨ khara utughav itira aŋan, a Sisar osɨmndɨsia rɨkɨraosua mbɨsevisira aŋanambaaŋ maghɨ. Osɨmndɨsia rɨkɨrir aŋanan khavɨra, kha aŋanambaaŋra a nano osɨmndɨsiva oraghɨva anda rɨkɨrami. Nɨɨ ikeeŋga gɨva. Khɨɨ osɨmndɨgha thavɨn Judarigha amuisi phatɨ. 
ACT.25.11	 Khɨɨ guisimbaaŋra ovhevheeŋn othɨva thavɨ ramuighɨva kha arɨmaŋaga. Khɨɨ ovhevheeŋna arɨmaŋɨgham phatɨghami. Mauthughura Judarii naŋga asirɨm mbɨŋgɨmɨŋgɨ, anda vɨnɨŋgari phatɨ, thav na nigh Judarir afharira athɨgham thughatɨs phatɨ. Sisar nano osɨmndɨsiva oraghɨva andar rɨkɨrirousua khɨɨ vhusvhusi!” 
ACT.25.12	Festus non ikaaŋmaran gumasir phorugha mbɨkemigha, maghɨra uruivaghava Polɨm mbɨŋgɨ kamaghɨusue, “Nɨɨ Sisar nɨɨno osɨmndɨsiva oraghɨva andar rɨkɨraousua mara nɨɨn vhusvhusara, aria, nɨɨ Sisarɨusua maaŋɨ!”
ACT.25.13	Uthusir marsi gɨvasima, ativasir gumagh Agripa nona avheeŋnameeŋ Bernaisɨn phorugha aniiŋ uthughuna aghuuŋ Festusɨ ranɨɨŋmɨusua noni Sisarianɨ uŋuun zui. 
ACT.25.14	 Aniiŋ uthusira avhɨrara Sisarianɨ uŋuuni itima Festus Polɨn gun ativasir gumagh Agripa aŋm mbɨŋgeeghi. Festus kamaghɨusue, “Gumaghan mav khaghi iti. Feliks ana nigha rɨvɨnan khɨrthɨgha athɨsima a khari ikhavɨrei iti. 
ACT.25.15	Khɨɨ Jerusalemɨni itima Gotɨna aphuraphurava aghae rako bisir aŋga anɨndi gumasiri ikii rako Judarira akhoghɨn gumasira aphani akaar aŋga asava nana azaaŋsɨgha kamaghɨusue, ano osɨmndɨsivɨusua nɨɨ mbɨkemighti, mbɨzorsir gumasi aŋm mbɨsueghti ana aremighemi. 
ACT.25.16	Khɨɨ kamagh mem mbɨŋgeeghi, ‘Romiiŋn othɨvara khara, mee gumagha thav phura aŋm mbɨsueghem thughatɨs phatɨ. A ufhuaraghɨvɨra akaman aŋga asi gumasi rako osɨmndɨsiva oraghava anda rɨkɨrir gumasira arɨmasir rɨfhaaŋn utughɨva, a men phorughɨva mee nori vathoghomi. Kha uthughun a nombɨusua mbɨkɨmaŋga khara guisimbaaŋran bighɨn o phatɨ.’
ACT.25.17	Mauthughura mee nan phorugha khagh zesi, khɨɨ thange avhughusuesi phatɨ. Amɨrɨtusi rɨmaaŋra khɨɨ osɨmndɨsiva oraghava andar rɨkɨrir gumaghana ambirambiina apheraghav ikava mee nighɨva avhen zaaousua mbɨkemisi gumagh, khɨɨ mem mbɨkemisima mee ana nigha zii. 
ACT.25.18	Akaar aŋga asi gumasi mee akaar Polɨ asirɨ uthughun, khɨɨ orasima mee othɨvhan maghatɨgha thavɨusua akaman aŋga asi phatɨ. Khɨɨ kamagh nɨghɨnɨsi, a ti othɨvhan maghatɨgha thavɨa amuisima, mee akaman aŋga asamati, phatɨ. 
ACT.25.19	 Judarii non suren nɨghɨnɨsira aghavagharivɨusua Polɨn phorugha mee nori vatosi. Aremisi gumaghan mav Iesus, Pol kamaghɨusue, ana aŋamɨre itima mee bighan khavɨusua nori vatosi. 
