MAT.1.2	Abraham Aisak nɨŋuva. Aisak Jekop nɨŋuva. Juda nɨŋusinava naŋga nɨŋuranava nɨŋuva Jekop. 
MAT.24.23	Kandɨhandɨwɨmi narɨŋ muhama nɨmavamba ambɨrɨmandɨ, Nɨŋgamara, kru Got krunavundi nuŋandɨŋ aŋga mɨŋɨmandɨ vata yɨhɨramami hama nɨŋan kɨyɨ, vamba ambɨrɨmandɨ. Naŋga muhama nɨmavamba ambɨrɨmandɨ, Ndambunda kɨyɨ, vamba ambɨrɨmandɨ. Hara narɨ kuyu kandɨhaŋɨnɨŋɨrɨm maŋindarɨmaŋgaramara. 
MAT.24.24	Naŋga kru sambɨ pata kuyusɨhɨrata ambɨrɨmandɨyu, Yi kru Got krunavundi nuŋandɨŋ aŋga mɨŋɨmandɨ vata yɨhɨramami, vamba ambɨrɨmandɨyu. Naŋga kru sambɨ pata kuyusɨhɨrata ambɨrɨmandɨyu, Yi kru Gotɨndu kuyu mɨŋata ambavaravara mɨŋga, vamba ambɨrɨmandɨyu. Kamata aru hɨmɨhɨm sihɨranzihɨra muhɨmɨmuhɨm nzihɨ andɨtutu yɨvurahɨmandɨ. Kamata krunavundi sɨhanaŋgaŋ mɨŋawɨnɨkwɨnɨtɨrɨmandɨyu. Kamata nurɨ mɨŋatandɨtaŋgata kru Got nuŋandɨ vata yɨhɨramami haŋɨnɨŋ ndahara mɨŋawɨnɨkwɨnɨtɨrɨmandɨyu. 
MAT.24.25	Narɨ indarɨmara. Yi narɨŋ muhɨmɨmuhɨm vana yɨvurahɨmandɨ nɨŋɨnɨŋɨrɨm ambavarin. 
MAT.24.26	Kamataharɨm narɨŋ nɨmavamba ambɨrɨmandɨyu, Ŋgamara. Kru manɨman upɨ vunda kɨyɨ, vamba ambɨrɨmandɨyu. Hara kambu maŋumara. Naŋga nɨmavamba ambɨrɨmandɨyu, Ŋgamara. Tavɨhumba nɨñɨnɨ kɨyɨ, vamba ambɨrɨmandɨyu. Hara nurɨŋandɨ kuyu haŋandɨhirɨm maŋindarɨmara. 
MAT.24.27	Narɨ ŋgandara. Ihumbɨsa nɨmbu ñɨma mɨŋaparahi, ina yahayahavu kɨta sɨñandɨta uta ina mɨŋgumɨŋguvu yɨvurahandi. Kamataharɨm Krundu Ñɨŋi hama ndahara payɨmandɨ hɨvɨyɨ sɨwɨmaña musa andɨrɨmandɨ. Kamati krunavundi sɨhanaŋga nuŋ ŋgɨmandɨyu. 
MAT.24.28	Krumbat kɨmuta karɨhata kɨndi upɨyɨ taya, puŋgɨ pata tɨhɨrundu, vami.
MAT.24.30	Kandɨtɨwɨmi hañɨ Krundu Ñɨŋi hamandu muhɨm nzihɨ ihumbɨsa nɨmbu yɨvurahɨmandɨ. Kamati krunavundi sɨhanaŋga pɨrɨ nɨñɨndu nɨŋɨnɨŋ kambirɨhɨrɨmandɨyu. Kamata ŋgɨtu Krundu Ñɨŋi hama, ihumbɨsa nɨmbu kɨta nuŋandɨ tɨkatɨka naŋga sɨña aru naŋga ihumukɨrɨ humbañɨ payɨmandɨ. 
MAT.24.31	Pati kaur mɨnzataya yavɨrɨmandɨ. Kamati kutɨkara nuŋandɨ haŋɨnɨŋ sɨmbɨti pɨrɨ nɨñɨ muvumuvu uta krunavundi yandɨ vata yɨhɨramami haŋɨnɨŋ yɨvuñɨbɨrɨmandɨyu. Kamata tɨmbuhavuta payɨmandɨyu, vami.
MAT.24.32	Jisas sɨhinda ambami, Narɨ ahu fikɨŋ ŋgamara. Maka nuŋandɨ haŋɨnɨŋ kuku naŋgandɨta mɨkɨ haŋɨnɨŋ muvirahi ambandara, Ina tɨwɨmi kɨrɨmɨndɨhi andɨ, vamba ambandara. 
MAT.24.33	Sɨwɨmaña ŋandi, muhɨmɨmuhɨm vana kanɨŋɨnɨŋ yɨvurahɨti ŋgata indarɨramata nɨmavamba ambamara, Krundu Ñɨŋi hama pata kɨndɨŋari mɨkayɨ ha kɨyɨ, vamba ambamara. 
MAT.24.34	Yi narɨŋ kandɨ ambin, krunavundi tɨhu kuyu nɨŋɨnɨŋ maŋgwɨmɨtutu muhɨmɨmuhɨm vana kanɨŋɨnɨŋ yɨvurahɨmandɨ. 
MAT.24.35	Pɨrɨvɨsa naŋga ihumbɨsa nɨ siŋgundɨrɨmandɨ, hara yandɨ kuyu nɨ manziŋgundɨrɨmandɨ, vami.
MAT.24.37	Krundu Ñɨŋi hama parɨmɨti, muhɨmɨmuhɨm vana Noandu tɨwɨmiyɨ yɨvurahami maña yɨvurahɨmandɨ. 
MAT.24.38	Kukuwɨrɨ aru ha mandaŋguhihi, ñaña kuvɨrarasɨmu. Naŋga kru, navundi urahihi, navundi kru yahurasɨmu. Kamatɨhuhu taya ututa Noa kupik aru hañɨ indɨhumi. 
MAT.24.39	Nurɨ muhɨmɨmuhɨm vana kandɨhaŋɨnɨŋ nurɨŋ yɨvuraharaha vana ha maŋgamu. Kamatataya kɨyɨhuhu ututa kukuwɨrɨ aru ha taŋguta krunavundi kandɨhaŋɨnɨŋ sɨhanaŋga mɨturamami. Kamataharɨm sɨwɨmaña vana Krundu Ñɨŋi hama pati yɨvurahɨmandɨ. 
MAT.24.40	Kru arɨkimbat kɨvayɨ sɨmbɨra mɨŋata kɨtuhɨtu, Got muhamaŋ mɨŋata, muhamaŋ tɨhɨmitɨti kɨyɨmandɨ. 
MAT.24.41	Navundi arɨkimbat mavatɨmbarɨm wit tarambɨruta kɨtuhɨtu, Got muhaŋambɨŋ mɨŋata muhaŋambɨŋ tɨhɨmitɨti kɨyɨmandɨ. 
MAT.24.42	Kamataharɨm narɨ tamɨŋga naŋga kɨyɨmara. Narɨŋandɨ Aru hama payɨvayɨ hɨvɨ ha maŋgandarandɨhi. 
MAT.24.43	Nɨmata vana nɨrɨm indarɨmitamara. Tavɨ nɨŋuva mɨŋga, kamata hɨrɨvɨyɨra kru kipa naŋga mɨŋga kɨvɨyɨ yandɨ tavɨ nɨñɨ kipa mɨŋɨrɨm payɨ vata nuŋandɨ tavɨ ha karatamahi. Kamati kipa naŋga hama nuŋandɨ tavɨ ha mɨŋavirɨhuta maŋindɨhuhi. 
MAT.24.44	Kamataharɨm narɨndahara yɨvutɨmbumaŋgaramara. Krundu Ñɨŋi hama mambarɨmandɨ vɨrɨmandɨra hɨrɨvɨyɨ payɨmandɨ, vami.
MAT.24.45	Jisas sɨhinda nɨmavami, Aru miku mumɨŋga, nuŋandɨ sɨmbɨrasara saŋ hañɨndu mumɨŋgaŋ ŋgahi indarɨmit avi, naŋga sɨmbɨra avindaya mɨŋandi hamaŋ yɨhɨramandi. Kamata nuŋ sɨmbɨra ŋgundi. Kamatɨhi nuŋandɨ sɨmbɨrasara saŋ mu haŋɨnɨŋ karatamandi. Kamata aru hama nurɨŋ ñaña ŋguhurɨm yɨhɨramandi hɨrɨvɨyɨ ñaña tɨŋgɨrundi. 
MAT.24.46	Kru sɨmbɨra mɨŋahuhu karatamandi kandɨhamata hama sɨmbɨra kandɨha mɨŋɨtiti, nuŋandɨ aru miku hama aŋga pata ŋgɨti, kandɨhama kɨnzɨhɨnzɨtɨm. 
MAT.24.47	Narɨŋ yi kandɨ ambin, aru miku kandɨhama kru nuŋandɨ sɨmbɨra mɨŋahuhu karatamandi kandɨhamaŋ tamɨti nuŋandɨ muhɨmɨmuhɨm sɨhanaŋga karatamɨrɨmandɨ. 
MAT.24.48	Hara kru sɨmbɨra mɨŋahuhu karatamandi kandɨhama kru ñamba mɨŋga. Harɨm indarɨmitata ambɨrɨmandɨ, Yandɨ aru hama mambayɨhavɨrɨmandɨ, vamba ambɨrɨmandɨ. 
MAT.24.49	Kamavata aru hamandu sɨmbɨrasara saŋ haŋɨnɨŋ yɨvuvarɨmandɨ. Kamata nurɨ naŋga ñaña, kru kuku hapa kuvɨrata kwɨnɨkwɨnɨtɨndu haŋɨnɨŋ naŋga kuku hapa kuvɨrɨmandɨ. 
MAT.24.50	Kamata kru sɨmbɨra mɨŋahuhu karatamandi hama nuŋandɨ aru hama payɨvayɨ hɨvɨ, naŋga pamata hɨrɨvɨyɨ vaha payɨmandɨ ha maŋgɨmandɨ. Kamata yɨvutɨmbɨmat kɨtihɨti aru hama payɨmandɨ. 
MAT.24.51	Kamata aru hama kru sɨmbɨra mɨŋahuhu karatamandi kandɨhamaŋ pɨsiŋgarɨmandɨ. Kamata kru kuyusɨhɨrɨmbɨhapɨha haŋɨnɨŋ naŋga tamɨrɨmandɨ. Kamati kandɨhañɨ irɨharɨha mɨka satɨpɨrɨmandɨyu, vami.
MAT.25.2	Navundi kandɨhañɨndu arɨkita arɨkita kwɨrɨ indarɨmit avi naŋga ŋɨnɨŋ, arɨkita arɨkita kwɨrɨ indarɨmit avi manɨmanɨ ŋɨnɨŋ. 
MAT.25.3	Navundi indarɨmit avi manɨman naŋga haŋɨnɨŋ suñɨndamandu umbi nurɨŋandɨ haŋɨnɨŋ mɨŋamu. Hara kuku hapa muvɨra kuku vuŋgɨyɨ kavuŋgɨta mɨŋata mambayɨmu. 
MAT.25.4	Hara navundi indarɨmit avi naŋga haŋɨnɨŋ nurɨŋandɨ suñɨndamandu umbi haŋɨnɨŋ mɨŋamu. Kamata kuku hapa muvɨra kuku vuŋgɨyɨ kavuŋgɨta mɨŋata umu. 
MAT.25.5	Hara kru, navundi urara hama mambayɨhavumi. Kamataharɨm navundi ñaŋɨra kandɨhaŋɨnɨŋ sɨhanaŋga akwɨmɨtandɨhi karɨhamu. 
MAT.25.6	Kamata kɨvɨ itɨñɨ indarɨhu kru mumɨŋga kuyu kɨmbañɨ ambami, Indarɨmara. Kru, navundi urara hama payɨ. Harɨm patɨra uta nuŋ ŋgɨm, vamba ambami. 
MAT.25.7	Kamavahi navundi ñaŋɨra kandɨhaŋɨnɨŋ sɨhanaŋga yahamɨrata nurɨŋandɨ umbi haŋɨnɨŋ sɨwɨtamamu. 
MAT.25.8	Kamatɨhu navundi indarɨmit avi manɨman haŋɨnɨŋ navundi indarɨmit avi naŋga haŋɨnɨŋ ambamu, Arɨŋ narɨŋandɨ kuku hapa hañɨndu muvɨra ŋgumara. Arɨŋandɨ umbi nɨŋɨnɨŋ kwɨmɨrɨm andɨtɨhi, vamba ambamu. 
MAT.25.9	Kamavahura navundi indarɨmit avi naŋga haŋɨnɨŋ kɨmbɨ nɨmavamba ambamu. Kuku hapa nɨ narɨ naŋga arɨŋ kandɨ mandɨrɨmandɨ. Harɨm avinda uta kuku hapa mɨŋamɨŋa hañɨ narɨŋambirɨm mut mɨŋɨmandɨra, vamba ambamu. 
MAT.25.10	Kamavahu navundi indarɨmit avi manɨman haŋɨnɨŋ kuku hapa mutɨmɨŋɨrɨm uhuhu, kru, navundi urɨrɨm andɨmi hama yɨvurahami. Kamatɨhi navundi indarɨmit avi naŋga kuku hapa sɨwɨtamamu haŋɨnɨŋ, nu naŋga tavɨ hañɨ navundi urarandu tɨmu hañɨ indɨhumu. Kamatɨhu sɨkwɨtaya kru kɨndɨŋariha yɨhɨmu. 
MAT.25.11	Kamata kɨyɨhandata, navundi ñaŋɨra kuku hapa mut mɨŋɨrɨm umu haŋɨnɨŋ aŋga pata ambamu, Aru mɨŋga, aru mɨŋga, pata arɨŋambirɨm kɨndɨŋari nɨ pɨhɨrɨ, vamba ambamu. 
MAT.25.12	Kamavahura aru hama kɨmbɨ ambami, Yi narɨŋ kandɨ ambin, yi narɨŋ maŋgandin, vamba ambami, vami. 
MAT.25.13	Kamavata Jisas nurɨŋ ambami, Narɨ maŋgandara, pamata hɨvɨyɨ, naŋga pamata hɨrɨvɨyɨra vaha Krundu Ñɨŋi hama payɨmandɨ. Harɨm narɨ tamɨŋga naŋga kɨyɨmara, vami. 
MAT.25.15	Kamata sɨmbɨrasara saŋ haŋɨnɨŋ mɨnza vatɨvatɨndu vana naŋga tɨkatɨkarɨm indarɨramarama tɨmbahɨrɨs haŋɨnɨŋ tɨŋgɨrumi. Kru muhamaŋ 5,000 tɨmbahɨrɨs ŋgumi. Muhamaŋ 2,000 tɨmbahɨrɨs ŋgumi. Muhamaŋ 1,000 tɨmbahɨrɨs ŋgumi. Kamata kru hama umi. 
MAT.25.16	Kamatɨhi kru 5,000 tɨmbahɨrɨs mɨŋami hama 5,000 tɨmbahɨrɨs kandɨhañɨ tɨmbahɨrɨs sɨmbɨra mɨŋata sɨhinda 5,000 tɨmbahɨrɨs mu mɨŋami. 
MAT.25.17	Kru 2,000 tɨmbahɨrɨs mɨŋami hama ndahara, 2,000 tɨmbahɨrɨs hañɨ tɨmbahɨrɨs sɨmbɨra mɨŋata sɨhinda 2,000 tɨmbahɨrɨs mu mɨŋami. 
MAT.25.18	Hara sɨmbɨrasara saŋ 1,000 tɨmbahɨrɨs mɨŋami hama uta pɨrɨyɨ kumba kayɨvata nuŋandɨ aru hamandu tɨmbahɨrɨs ha sipɨrumi.
MAT.25.19	Kamata kutaŋgɨvɨ uhi, nurɨŋandɨ aru hama aŋga payɨmi. Kamata nurɨŋ tɨmbahɨrɨs ŋgumi haŋɨnɨŋɨrɨm kuyu mɨŋasɨrɨvɨrɨm andɨmi. 
MAT.25.20	Kamatɨhi kru 5,000 tɨmbahɨrɨs mɨŋami hama sɨhinda 5,000 tɨmbahɨrɨs mu naŋga mɨŋata pata nɨmavamba ambami, Aru mɨŋga nɨŋga, yaŋ 5,000 tɨmbahɨrɨs ŋgumana. Hara tɨmbahɨrɨs kandɨnɨñɨ tɨmbahɨrɨs sɨmbɨra mɨŋata sɨhinda 5,000 tɨmbahɨrɨs mɨŋamin, vamba ambami. 
MAT.25.21	Kamavahi nuŋandɨ aru hama ambami, Na sɨmbɨrasara saŋ avi mɨŋga, na sɨmbɨra avi mɨŋamana. Na nandɨ sɨmbɨra ha avindamata karatamata, suksɨmbɨrɨ hɨm karatamamaŋgaramana. Harɨm na muhɨmɨmuhɨm sambɨ karatamɨrɨmana vata pirɨkɨnɨ. Kamataharɨm pata yi naŋga kɨnzɨhɨnzɨtɨ, vamba ambami. 
MAT.25.22	Kamata kru 2,000 tɨmbahɨrɨs mɨŋami hama ndahara payɨmi. Pata nɨmavamba ambami, Aru mɨŋga nɨŋga, yaŋ 2,000 tɨmbahɨrɨs ŋgumana. Hara tɨmbahɨrɨs kandɨnɨñɨ tɨmbahɨrɨs sɨmbɨra mɨŋata sɨhinda 2,000 tɨmbahɨrɨs mɨŋamin, vamba ambami. 
MAT.25.23	Kamavahi nuŋandɨ aru hama ambami, Na sɨmbɨrasara saŋ avi mɨŋga, na sɨmbɨra avi mɨŋamana. Na nandɨ sɨmbɨra ha avindamata karatamata, suksɨmbɨrɨ hɨm karatamamaŋgaramana. Harɨm na muhɨmɨmuhɨm sambɨ karatamɨrɨmana vata pirɨkɨnɨ. Kamataharɨm pata yi naŋga kɨnzɨhɨnzɨtɨ, vamba ambami. 
MAT.25.24	Kamavahi kru 1,000 tɨmbahɨrɨs mɨŋami hama ndahara payɨmi. Kamata nɨmavamba ambami, Aru mɨŋga yi naŋ ŋgandin, na paña mɨŋga. Na kɨva muŋɨnɨŋ kurɨnduyɨ ndahara kayɨvandana. Naŋga pɨrɨvɨsa muyɨ kru mumɨŋga ñaña kɨrɨs sisɨvahi kandɨ tamahi ndahara nurɨŋandɨ ñaña haŋɨnɨŋ mɨŋandana. 
MAT.25.25	Kamataharɨm yaŋ pɨŋitɨhi, uta nandɨ tɨmbahɨrɨs nɨ pɨrɨhumbañɨ sipɨrumin. Nandɨ tɨmbahɨrɨs hanɨ, vamba ambami. 
MAT.25.26	Kamavahira nuŋandɨ aru hama kɨmbɨ nɨmavamba ambami, Na sɨmbɨrasara saŋ ñamba, na yakwɨrɨ mɨŋga. Na yaŋ ŋgamaŋgarandana. Yi kɨva muŋɨnɨŋ kurɨnduyɨ ndahara kayɨvandin. Naŋga pɨrɨvɨsa muyɨ kru mumɨŋga ñaña kɨrɨs sisɨvahi kandɨ tamandi ndahara nurɨŋandɨ ñaña haŋɨnɨŋ mɨŋandin. 
MAT.25.27	Hara mumɨndɨhi tɨmbahɨrɨs yandɨha uta tɨmbahɨrɨs tamatama tavɨyɨ mandamana. Kamatamandɨti aŋga pata yandɨ tɨmbahɨrɨs ha kañɨmbɨrɨti tɨmbahɨrɨs muvɨra naŋga mɨŋahin. 
MAT.25.28	Kamataharɨm 1,000 tɨmbahɨrɨs nu naŋga kɨyɨnɨ mɨŋata kru 10,000 tɨmbahɨrɨs naŋga nɨmaŋ ŋgumara. 
MAT.25.29	Kru muhɨmɨmuhɨm naŋga haŋɨnɨŋ, nurɨŋ sɨhinda muvɨra ŋgurɨman. Kamatɨn nurɨŋandɨ muhɨmɨmuhɨm sambɨ kɨyɨmandɨ. Hara kru mumɨŋgandu muhɨmɨmuhɨm maŋgɨti, nuŋandɨ muhɨmɨmuhɨm kɨyɨmandɨ sɨmbɨrɨ ha, aŋga mɨŋɨman. 
MAT.25.30	Harɨm sɨmbɨrasara saŋ ñamba nɨmaŋ kavarɨtɨra tapɨra kɨvɨmɨŋgwɨ humba ndambu indɨhuta kɨyɨm. Pɨhu kɨvɨmɨŋgwɨ kandɨhañɨ irɨharɨha mɨka satɨpɨrɨmandɨyu, vamba ambami, vami.
MAT.25.32	Kamati krunavundi sɨhanaŋga pɨrɨvɨsa muvundumuvundu haŋɨnɨŋ pata nuŋandɨ kɨpumɨkayɨ tɨwɨrɨmandɨyu. Kamatu nurɨŋ tamarahata arɨkinziviyɨ tamɨrɨmandɨ. Kru sipsip karatamatama hama tamarahahi sipsip timu uhu meme tamu undu maña. 
MAT.25.33	Kamata sipsip haŋɨnɨŋ nuŋandɨ kuma kandɨ sambavu tamata, meme haŋɨnɨŋ kuma kakayɨ sambavu tamɨrɨmandɨ.
MAT.25.35	Nɨmata, kuha yi avɨharɨm kɨyɨhin yaŋ ñaña ŋgumara. Yaŋ kukumɨtandɨhi kuku ŋgumara. Yi pɨhu muyɨndu mɨŋga, hara yaŋ tɨmbuta narɨŋandɨ tavɨyɨ umara. 
MAT.25.36	Yandɨ mɨkwɨrɨ maŋgɨyɨhi, yaŋ mɨkwɨrɨ ŋgumara. Kandi kɨmuhin yaŋ karatamamara. Naŋga kru ñamba vana andɨhu tamandu upɨyɨ kɨyɨhin pata yaŋ ŋgamara, vamba ambɨrɨmandɨ. 
MAT.25.37	Kamavɨti krunavundi tɨtɨtaya kɨndu haŋɨnɨŋ kɨmbɨ nɨmavamba ambɨrɨmandɨyu, Aru mɨŋga, na pamata hɨrɨvɨyɨ avɨharɨm kɨyɨhana naŋ ñaña ŋgumarɨŋ. Naŋga pamata hɨrɨvɨyɨ naŋ kukumɨtandɨhi kuku ŋgumarɨŋ. 
MAT.25.38	Naŋga naŋ pamata hɨrɨvɨyɨ ŋgaharɨŋ na kru pɨhu muyɨndu mɨŋga kɨyɨhana naŋ tɨmbuta arɨŋandɨ tavɨyɨ umarɨŋ. Naŋga pamata hɨrɨvɨyɨ mɨkwɨrɨ manɨman kɨyɨhana, naŋ mɨkwɨrɨ ŋgumarɨŋ. 
MAT.25.39	Naŋga pamata hɨrɨvɨyɨ kandikɨmuta kɨyɨhana, naŋga kru ñamba vana andɨhu tamandu upɨyɨ kɨyɨhana uta naŋ ŋgamarɨŋ, vamba ambɨrɨmandɨyu. 
MAT.25.40	Kamavɨtu aru miku hama kɨmbɨ krunavundiŋ nɨmavamba ambɨrɨmandɨ, Yi narɨŋ kandɨ ambin, muhɨmɨmuhɨm vana yaranava ñɨmbi manɨman haŋɨnɨŋɨndu muvatɨŋ andɨndara haŋɨnɨŋ, yaŋ andɨndara, vamba ambɨrɨmandɨ.
MAT.25.42	Nɨmata, yi avɨharɨm kɨyɨhin yaŋ ñaña maŋgumara. Naŋga yaŋ kukumɨtandɨhi kuku maŋgumara. 
MAT.25.43	Yi pɨhu muyɨndu mɨŋga, hara yaŋ tɨmbuta narɨŋandɨ tavɨyɨ maŋumara. Naŋga yandɨ mɨkwɨrɨ maŋgɨyɨhi, yaŋ mɨkwɨrɨ maŋgumara. Yi kandi kɨmuhin, naŋga kru ñamba vana andɨhu tamandu upɨyɨ kɨyɨhin uta yaŋ maŋgamara, vamba ambɨrɨmandɨ. 
MAT.25.44	Kamavɨti nurɨndahara nuŋ kɨmbɨ nɨmavamba ambɨrɨmandɨyu, Aru mɨŋga, na pamata hɨrɨvɨyɨ avɨharɨm kɨyɨhana, naŋ ñaña maŋgumarɨŋ. Naŋga pamata hɨrɨvɨyɨ naŋ kukumɨtandɨhi kuku maŋgumarɨŋ. Naŋga naŋ pamata hɨrɨvɨyɨ ŋgaharɨŋ na kru pɨhu muyɨndu mɨŋga kɨyɨhana naŋ tɨmbuta arɨŋandɨ tavɨyɨ maŋumarɨŋ. Naŋga pamata hɨrɨvɨyɨ mɨkwɨrɨ manɨman kɨyɨhana, naŋ mɨkwɨrɨ maŋgumarɨŋ. Naŋga pamata hɨrɨvɨyɨ kandikɨmuta kɨyɨhana, naŋga kru ñamba vana andɨhu tamandu upɨyɨ kɨyɨhana uta naŋ maŋguramamarɨŋ, vamba ambɨrɨmandɨyu. 
MAT.25.45	Kamavɨtu nurɨŋ kɨmbɨ nɨmavamba ambɨrɨmandɨ, Yi narɨŋ kandɨ ambin, yaranava ñɨmbi manɨman nɨŋɨnɨŋɨndu muvatɨŋ kanɨmata vana nɨŋɨnɨŋ maŋandɨmara ha, kandɨ vana haŋɨnɨŋ yaŋ maŋandɨmara, vamba ambɨrɨmandɨ. 
MAT.25.46	Kamata kandɨhaŋɨnɨŋ ñamba hɨm mɨŋɨrɨm urɨmandɨyu. Ñamba hɨm kandɨha kañɨnda sɨhaŋgɨyɨhɨyɨ ŋandi. Hara krunavundi tɨtɨtaya kɨyɨhɨyɨ haŋɨnɨŋ avindaya sɨhaŋgɨyɨmandɨyu, vami.
MAT.26.1	Jisas kuyu kanɨŋɨnɨŋ ambavarata mɨtuta, nuŋandɨ sɨmbɨrasara haŋɨnɨŋ nɨmavami, 
MAT.26.2	Narɨ ŋgandara, arɨkiŋgɨvɨ taya kɨyɨ. Kamati Got Israel Hatiŋ Mitahi Aviŋgɨyɨmu Hɨvɨ haŋandɨhinɨrɨm indarɨramarama ha yɨvurahɨmandɨ. Kamati Krundu Ñɨŋi hamaŋ miku ŋɨnɨŋɨndu kumaŋgɨmbañɨ tamɨtu ahuandɨñɨ yɨvuwɨrɨmbɨmandɨyu, vami. 
MAT.26.3	Kandɨtɨwɨmi hañɨ, Gotɨŋ kɨrañɨŋguhu haŋɨnɨŋɨndu aru miku haŋɨnɨŋ, naŋga Israel hatindu aru miku haŋɨnɨŋ umu. Kamata Gotɨŋ kɨrañɨŋguhu haŋɨnɨŋɨndu aru miku haŋɨnɨŋɨndu aru miku hamandu tavɨyɨ tɨhɨrumu. Nuŋandɨ ñɨmbi Kaiafas. 
MAT.26.4	Kamata Jisasɨŋ kuyusɨhɨrata mɨŋahandata yɨvutatamɨrɨm kuyundavarata kɨndɨmbuhɨramu. 
MAT.26.5	Hara nɨmavamu, Got naŋga kuyundavaravarandu aru hɨvɨyɨ maŋandɨm. Kamatɨrɨŋ krunavundi ŋgatanda saŋga yahamɨrɨtumandɨhi, vamu.
MAT.26.7	Kamatɨhi navundi muŋambɨ ambuŋguku vuŋgɨ, tɨmba aviyɨ musa mɨŋamu ha mɨŋata tavɨ kandɨhañɨ payɨmi. Ambuŋguku kandɨha tɨmbahɨrɨs aruyɨ mut mɨŋandu ŋandi. Kamata Jisas pina hañɨ mɨnzɨta kɨyɨhihi, navundi haŋambɨ Jisasɨndu miku hañɨ taŋgusiŋgɨmi. 
MAT.26.8	Kamatɨhi Jisasɨndu sɨmbɨrasara haŋɨnɨŋ kandɨha ŋgahu, nurɨŋ mavɨwɨyatɨmi. Kamata ambamu, Mumɨndɨhi ambuŋguku nɨ saŋɨnaŋga mɨtuta kɨyɨ. 
MAT.26.9	Kanɨŋandɨhin mitɨrɨŋ kru muŋɨnɨŋ mut mɨŋɨtu, tɨmbahɨrɨs aru mɨŋata krunavundi muhɨmɨmuhɨm manɨman haŋɨnɨŋ ŋguharɨŋ, vamu. 
MAT.26.10	Jisas nurɨŋandɨ kuyu ha indarɨta nurɨŋ nɨmavamba ambami, Narɨ mumɨndɨhi navundi nɨmɨndiŋ pɨmɨ ŋgura. Nu yaŋ avi vana andɨ. 
MAT.26.11	Kru muhɨmɨmuhɨm manɨman haŋɨnɨŋ narɨ naŋga sɨhaŋgɨndu. Hara yi, narɨ naŋga sɨha maŋgɨyɨman. 
MAT.26.12	Navundi nɨmɨndi yandɨ kwɨrandɨ nɨñɨ ambuŋguku taŋgusiŋgɨ nɨ, yandɨ kwɨrandɨ nɨ tuŋgɨ humbañɨrɨm ikɨvata andɨ. 
MAT.26.13	Yi narɨŋ kandɨ ambin, pɨrɨ nɨñɨ muvumuvu uta kuyu avi nɨŋandɨhin ambavarɨmandɨyu. Kamata navundi nɨŋambɨ yaŋ andɨ vana nɨrɨm indarɨmitata, ambavarɨmandɨyu, vami.
MAT.26.15	Kamata nurɨŋ nɨmavamba kitɨhumi, Jisasɨŋ narɨŋandɨ kumaŋgɨmbañɨ tamɨtɨn yaŋ muhɨmɨyɨ mut mɨŋɨmandɨra, vami. Kamavahi nuŋ 30 tɨmbahɨrɨs silva ŋgumu.
MAT.26.16	Kamatɨhu Judas Jisasɨŋ nurɨŋandɨ kumañɨ tamɨman vata kɨndɨmbuhɨrami. 
MAT.26.18	Kamavahu Jisas nurɨŋ kru mumɨŋgarɨm ambata ambami, Pɨhu aru nɨñɨ indɨhuta kru kandɨhamaŋ ŋgata ambamara, Ahusɨki hama ambi, Yandɨ hɨvɨ ha arɨñɨ payɨ. Harɨm, yi naŋga yandɨ sɨmbɨrasara haŋɨnɨŋ naŋga pata nandɨ tavɨyɨ Got Israel Hatiŋ Mitahi Aviŋgɨyɨmu Hɨvɨ haŋandɨhinɨrɨm indarɨramata ñɨmɨndaŋ, vamba ambi, vamba ambamara, vami. 
MAT.26.19	Kamavahi sɨmbɨrasara haŋɨnɨŋ Jisas ambami maña andɨta, ñaña kandɨha sɨwɨtamamu. 
MAT.26.20	Kamata kɨvɨtiti Jisas naŋga nuŋandɨ 12 sɨmbɨrasara haŋɨnɨŋ ñaña tamatama pina hañɨ arɨndɨhuyɨvɨta mɨnzɨmu.
MAT.26.21	Kamata ñata kɨñɨŋgɨñɨ ambami, Yi narɨŋ kandɨ ambin, narɨŋandɨ muvatɨ mɨŋga, yaŋ yandɨ miku ŋɨnɨŋɨndu kumañɨ tamɨrɨmandɨ, vami. 
MAT.26.22	Kamavahi, nuŋandɨ sɨmbɨrasara haŋɨnɨŋ kuyu kandɨha indarɨhu nurɨŋandɨ mavɨ hambu pɨmɨtɨmaŋgarami. Kamatɨhi mɨnzavatɨvat nuŋ nɨmavamba kitɨhumu, Aru mɨŋga, yaŋɨrɨm vaha ambana, vamu. 
MAT.26.23	Kamavahu Jisas ambami, Kru yaŋ yandɨ miku ŋɨnɨŋɨndu kumañɨ tamɨrɨmandɨ hama, narɨŋandɨ muvatɨ mɨŋga. Yi naŋga maki isɨ nɨñɨ kɨhɨrɨ kumandamarɨŋ, vami. 
MAT.26.24	Krundu Ñɨŋi hama, Gotɨndu aŋgwɨmɨkɨyɨ ambami maña kwɨmɨrɨmandɨ. Hara Krundu Ñɨŋi hamaŋ nuŋandɨ miku ŋɨnɨŋɨndu kumaŋgɨmbañɨ tamɨrɨmandɨ hama, pɨmɨ aru kavɨrɨmandɨ. Kru kandɨhamaŋ nɨŋum maŋgavumiti avindɨhi, vami. 
