MAT.1.1	Kyeka mankombo ma ɓankɔkɔ ɓa Yesu-Klisto: Yesu ali nkɔkɔ wa Davidi, na nkɔkɔ wa Abalayama.
COL.1.25	Naɓuto moto wa etoma wa Ingomba, kokokana na etoma eyampɛ Ŋwaphongo phɔ ya ɓɛ̀ɛ. Etoma mɛ eli iunva iyimola Iloɓa sa Ŋwaphongo, 
COL.1.26	sekyele eyaɓombama minyabipha emba Ŋwaphongo aewɛninye uŋwaŋwa oka ɓasantu ɓɛ. 
COL.1.27	Azingaka iɓateya ezwele na nkyɛmɔ ya sekyele eyaɓombama mɛ onte ya ɓapakano. Klisto ali onte ya ɓɛ̀ɛ, molemo ŋwa nkyɛmɔ! 
COL.1.28	Eli yo okoimole ɓanga. Toimole moto munsɔ, toteya na moto munsɔ na zebi sisɔ, phɔ ya ibuya moto munsɔ moto olongoɓa onte ya Klisto. 
COL.1.29	Yango eli ntina ya etoma ekyeŋwane na nga, ya eɓasi ekye kambe nga na ɓokusi pha Klisto ɓookyele na mwiya onte ya nga.
COL.2.1	Phɔ nazingye oɓokye ɓɛ̀ɛ oeɓe eɓasi ye ekusi ekyeŋwane nga phɔ ya ɓɛ̀ɛ, phɔ ya ɓa Laodikiya, na phɔ ya ɓasuu ɓaikye ɓate ɓaika na nvɛnɛ nga mampenza. 
COL.2.2	Nazingye oɓokye na ɓomɔ, mandondo ma ɓɛ́ɛ malenzame na laakolo lozingo, ɓazwe ezwele yɛ esɔ, na saakolo iyeɓa, na iyeɓa sekyele ya Ŋwaphongo eli Klisto. 
COL.2.3	Ezwele esɔ ya zebi na ya ɓoebi ya ɓombama onte yɛ. 
COL.2.4	Nawɔ ɓabona phɔ oɓokye moto sayaekosa na molɛtɛ ŋwa iwɔɔ. 
COL.2.5	Naɓo na nzoto sili onte ya ɓɛ̀ɛ, kasi na ɓolɔɓɔ nali na ɓɛ̀ɛ, nali na nkyisa ya ieyeɓa oɓokye ophisi bitɛmi ɓa ɓɛ̀ɛ na ɓokusi pha ianola sa ɓɛ̀ɛ oka Klisto.
COL.2.6	Ɓɛ̀ɛ waanola Yesu Klisto iɓa Nkolo ya ɓɛ̀ɛ, yango mɛna ɓɛ̀ɛ ikala nde iɓenga nzela yɛ. 
COL.2.7	Nyɔsa nɛ nkanga ophikame nde mi yo. Oɓe na ná ianola sikusi ɓo waeteyaka ɓɛ, emba ophɛkyɛ Ŋwaphongo mɛlɛsi imbɛlɛ sisɔ.
COL.2.8	Okyeɓe oɓokye moto na mɔnɔmɔ saebisa o izɛngyɛ sa zebi sa ɓomoto siiwɛnɛnɛ ndokolo eli makolo malondo nzuka eli nde mateya maute na ɓato. Isɔ miina kyiute na phɛmbɔ ya mokyisi kasi na Klisto phe. 
COL.2.9	Phɔ mobimba musɔ ŋwa Ŋwaphongo mozasi o nzoto ya Klisto. 
COL.2.10	Emba ooli ɓɛ̀ɛ onte ya Klisto, otondi na phaakolo ɓomɔɔ. Yo ali oikolo sa phɛmbɔ isɔ. 
COL.2.11	Ɓaeɓɛlɛkyɛ nde onte ya Klisto. Iɓɛlɛ mɛ teli sikyelame na nsɛɛ ya ɓato, simanya ɓɛ́ɛ etee ya nzoto kasi eli iɓɛlɛ saaka Klisto.
COL.2.12	Phɔ waaɓatisamaka ɓɛ̀ɛ, yaɓaka ndokolo wakundamaka nɛ molɔngɔ mɔnɔmɔ. Wamba kula kundwa nɛ molɔngɔ o nzela ya ianola siili na ɓɛ̀ɛ mi phɛmbɔ ya Ŋwaphongo, owamokundola onte ya ɓawe. 
COL.2.13	Ɓɛ̀ɛ ɓaɓaka phanza ɓawe phɔ ya ɓoɓe pha ɓɛ̀ɛ na wataka ɓa ɓɛ̀ɛ ngbɔtu, akuli ebuya na ɓomɔɔ molɔngɔ nɛ. Alolimbisa ɓoɓe pha ɓanga ɓosɔ. 
COL.2.14	Aziminye moɓeko mwa ɓaka molophunde, amolɛmɔlɔ na imoɓakya o ekulusu. 
COL.2.15	Ŋwaphongo amanya mwiya ŋwa phɛmɓɔ isɔ, aiphɛ sɔɔ omiyo ma ɓato ɓasɔ na ɓowa ilonga Ŋwana wɛ o ekulusu. 
COL.2.16	Ɓoeɓe ɓaɓona moto saeyoya phɔ ya ntoma naa phɔ ya malɛku naa phɔ ya esɛlɛkɔ naa phɔ ya ɓokombe pha sika, naa phɔ ya saɓata. 
COL.2.17	Isɔ mina ili nde elalaa ya maphɔɔ mamoya, kasi lona lakolo lowɔɔ eli nde Klisto. 
COL.2.18	Moto mɔnɔmɔ saeiyisa. Ɓɛ́ɛ ɓakumisa na imiuya sa ɓɔɔlɛ, ɓaasambele ɓanze, ɓaaumunya nde maphɔɔ mawɛnɛ ɓɛ́ɛ ondɔtɔ, ɓato mɛ ɓali na maumunya nde ma ɓomoto, mɛ maaɓaphɛ mawala. 
COL.2.19	Ɓɛ, teɓaangane na Klisto, ooli motó. Ka eli nde motó moophɛ nzoto isɔ ieyengyesi na yango oɓokye mantonga na nsoti iɓee elele yɔnɔyɔ. Emba eli Ŋwaphongo okokosa ina nzoto.
COL.2.20	Ɓo umbo waa na Klisto molɔngɔ ombi na mana o ɓoombo pha maphɔɔ ma mokyisi mumu, phɔ ya'ye koanole ukula kyelela miɓeko ndokolo ɓomɔɔ pha ɓɛ́ɛ ɓotaɓaa nde o maphɔɔ ma mokyisi mumu? 
COL.2.21	Sakpa! Sameka! Sakuma! 
COL.2.22	Esɔ meena eli nde maphɔɔ maamɔtɔnɔ ɓo moto kamakyelele. Mɛna eli miɓeko na mateya maaute na ɓato! 
COL.2.23	Maphɔɔ mɛ mawɛnɛnɛ bina ndokolo maphɔɔ maa zeɓi, matome moto isambela na ɓokusi phɔ yɛ mampenza, imiuya, na imba miwɛninya ɓolɔsi. Kasi miɓeko mɛ temili na ntina phɔ mikokya nde maphowa ma ɓomoto.
COL.3.1	Ɓo waakwa ɓɛ̀ɛ na Klisto, luka mbolo ili o ikolo, wazasi Klisto o eɓɔkɔ ya ɓoloo ya Ŋwaphongo. 
COL.3.2	Umunyaka maphɔɔ mali o ikolo, kasi maa munse phe. 
COL.3.3	Ɓɛ̀ɛ waawa, na ɓomɔ, emba ɓomɔɔ pha ɓɛ̀ɛ pha miɓomɓa na Klisto, onte ya Ŋwaphongo. 
COL.3.4	Phɔ Klisto ali phaakolo ɓomɔɔ pha ɓɛ̀ɛ, na ɓɛ̀ɛ mɛ, wamowɛnɛnɛ nɛ onte ya nkyɛmɔ yɛ.
COL.3.5	Na ɓomɔ, olɛ bitoma biiɓe ba ɓɛ̀ɛ ba mokyisi: Ɓondumba, sɔkɔtɔ, phɔwa ya nzoto, looto, phɔ looto eli isambela bikyeko. 
COL.3.6	Kyeka maphɔɔ maaɓangye yɔ ya Ŋwaphongo. 
COL.3.7	Phanza wataaka ɓa ɓɛ̀ɛ o maphɔɔ mama, moɓesi ŋwa ɓɛ̀ɛ ŋwaɓaka ɓomɔ mɛ. 
COL.3.8	Uŋwaŋwa eye, na ɓɛ̀ɛ mɛ, omanya maphɔɔ masɔ maama: Yɔɔ, itɔmbɔ, kabu, bitoo, maloɓa masɔ maɓe mɛ satɔkɔlɔ o nɔkɔ ya ɓɛ̀ɛ. 
COL.3.9	Sa katelana onte ya ɓɛ̀ɛ phɔ wamanya moto oomokasi na maphɔɔ maɓaka yo kakyele. 
COL.3.10	Emba ɓɛ̀ɛ olati moto omunyakune, iyo oobuto na phakolo ɓoebi ɓoomulinya na elala ya Ŋwaphongo wamokyela. 
COL.3.11	Uŋwaŋwa, tewakuli ɓa Ɓaela naa Ɓayuda, ɓato ɓaɓɛlɛ ɓɛ́ɛ naa ɓato ɓa teika ɓɛlɛ ɓɛ, ɓabutu, moto owatanga, moombo, moto wa sɔmi, teɓali na ɓokyɛsɛ. Kasi Klisto ali maphɔɔ masɔ na ali na o isɔ.
COL.3.12	Phɔ ɓɛ́ɛ oli ɓaaɔlɔ Ŋwaphongo, ɓasantu ɓɛ́ɛ ɓazinga yo, olate ndondo ya ngɔlu, ndondo elaa, ndondo ya imiuya, ɓonyilɛ, na ikanga motema. 
COL.3.13	Ndekokuyane onte ya ɓɛ̀ɛ, ɓo nwɛbi akyesi ɓoɓe olimbisane onte ya ɓɛ̀ɛ. Ɓo waelimbisa Nkolo ya ɓanga, na ɓɛ̀ɛ okyele nde ɓomɔ mɛ 
COL.3.14	Emba epkele elekyi ntina eli, ilata lozingo: Ɓookyesi ɓomɔɔ, wamoɓa ɓɛ́ɛ ɓasɔ elele yɔnɔyɔ na ná ndondo yɔnɔyɔ. 
COL.3.15	Lɛ oɓokye ɓose ɓoephɛ Klisto, ɓokonza mandondo ma ɓɛ̀ɛ, phɔ oɓokye Ŋwaphongo aeɓanga phɔ oɓokye oɓe ɓɛ̀ɛ ɓasɔ nzoto yɔnɔyɔ, ndekomophɛ melɛsi mbala na mbala mɛ.
COL.3.16	Lɛ oɓokye Iloɓa sa Klisto na ezwele ya sango sizwe eziye onte ya ɓɛ. Oteyanakye, ombakye na kyebisana na zebi sisɔ siikokyi. O mandondo ma ɓɛ̀ɛ, tuɓela Ŋwaphongo membo ma imophɛ mɛlɛsi, omokumole na membo masuu maute na Ɓolɔɓɔ. 
COL.3.17	Isɔ iikokyi ɓɛ̀ɛ iwɔ naa ikyela, oikyele na nkombo ya Nkolo Yesu, na iphɛɛ Tata Ŋwaphongo mɛlɛsi na nzela yɛ.
COL.3.18	Ɓasi, ndekomuiya oɓo pha ɓampele ɓa ɓɛ̀ɛ, ndengye ekokyi o miyo ma Nkolo.
COL.3.19	Ɓampele, zingaka ɓasi ɓa ɓɛ̀ɛ, saphinyoaka na ɓɛ̀ɛ.
COL.3.20	Ɓana, kumolaka ɓaɓoti ɓaɓɛ na maphɔɔ masɔ, kyeka maphɔɔ mazingye Nkolo oka ɓɛ̀ɛ. 
COL.3.21	Ɓatata, satɔmbyaka ɓana ɓaɓɛ, phɔ ɓɛ́ɛ saɓaa na ngɔngɔ.
COL.3.22	Ɓaombo, kumolaka ɓakolo ɓa ɓɛ̀ɛ ɓa wawa o se o maphɔɔ masɔ. Sa ɓakumolaka nde o miyo ma ɓɛ, ɓokokyele ɓato ɓaayɔkɔ oɓokye ɓaɓasambakye. Kasi oɓakumole na motema mɔnɔmɔ ya ɓato ɓaalote Nkolo. 
COL.3.23	Na ɓo kokyele etoma ye, oekyele na ndondo elaa, ndokolo koekyelele Nkolo kasi ɓato phe. 
COL.3.24	Eɓa oɓokye, Nkolo amoephɛ ilaka ndokolo mbano. Nkolo okokyelele ɓɛ̀ɛ eli Klisto. 
COL.3.25	Moto okokyele ɓoɓe amozwa etumbu na ɓoɓe ɓokyele yo. Phɔ Ŋwaphongo tali na mbɛlɛkyɛ.
COL.4.1	Ɓɛ̀ɛ ɓankolo, ɓaka na ɓaombo ɓa ɓɛ̀ɛ na ɓosembo na ná phɛlɛ, eɓa oɓokye na ɓɛ̀ɛ mɛ, oli na Nkolo mɔnɔmɔ o ikolo.
COL.4.2	Ɓaka na etungu ya iɓɔndelɛ, oɓakye na ná ɓokyɛngyi pha iphɛkyɛ Ŋwaphongo mɛlɛsi. 
COL.4.3	Ɓondɛlɛkyɛ na phɔ ya ɓanga oɓokye Ŋwaphongo aloziɓolele moziɓo ŋwa iimola Simo yɛ. Na ɓomɔ, na moimula sekyele ya Klisto enyɔlɛsi nga o bɔlɔkɔ. 
COL.4.4	Lɛ oɓokye na eimole mboka esɔ ɓokokyi nga ieyimola. 
COL.4.5	Ndekomitambusa na ɓosembo o miyo ma ɓato ɓateɓali ɓaklisto. Kyelaka ɓaɓona imbɛlɛ sisɔ sizwe ɓɛ̀ɛ nkɔnzɔ ya iɓaa na ɓɛ. 
COL.4.6	Lɛ oɓokye mowɔsi ŋwa ɓɛ̀ɛ moɓakye na lɛɛlɛɛ ɓo ya mokpa, ɓaka na yela yaiɓusisa moto munsɔ na ndegye ekokyi.
COL.4.7	O maphɔɔ mankyekyi, wamozwa masimo masɔ maanyakune na Tishikɛ, nwɛɓi na nga okozingye nga, yo owakolo moto wa etoma, ooli ekamba ya nga o etoma ya Nkolo.
COL.4.8	Na etomesi yo nde phɔ aya eyimole masimo ma ɓanga, ambe na lenza mandondo ma ɓɛ̀ɛ. 
COL.4.9	Namotomi yo na Onezime, owakolo nwɛɓi okozingye ɓanga, auta nde oka ɓɛ̀ɛ oomɔ. Ɓɛ́ɛ ɓamoeyimola maphɔɔ masɔ malekane wawa. 
COL.4.10	Nwɛbi na nga wa bɔlɔkɔ Aristarke, aelɔngɔsi, na Malako, ŋwana nyango na Balanabasi. Ombo zwa mateya phɔ yɛ: Ɓo akomi oka ɓɛ, omoyambe na ɓola. 
COL.4.11	Yesu ookoɓangye ɓɛ́ɛ Yusitu aelɔngɔsi mɛ. Onte ya Bayuda eli nde ɓɛ́ɛ ɓakyela na nga etoma phɔ ya ɓokonzi pha Ŋwaphongo, ɓaaɓaka ɓanzuya mɔɔ. 
COL.4.12	Epafras owauta oka ɓɛ̀ɛ aelɔngɔsi. Yo moto wa etoma wa Yesu Klisto otootwe iɓɔndɛlɛ phɔ ya ɓɛ̀ɛ oɓokye otɛmɛ nzi, ombakye na kyela maphɔɔ masɔ maali o phowa ya Ŋwaphongo. 
COL.4.13	Nga nali nzoka ya ɓokowɛnɛ yo ɓolɔsi ɓoikye ya ɓɛ̀ɛ, na phɔ ya ɓaanosi ɓa Laodikiya na Ɓa Ierapolis. 
COL.4.14	Luka, nwɛɓi na ɓanga owa muunganga na Demasi ɓaelɔngɔsi.
COL.4.15	Olɔngɔlɔkɔ ɓɛɓi ɓali o Laodikiya, na Nimifa na ingomba siangane o ingambi sɛ.
COL.4.16	Ɓo otangyi mokanda mumu waumbo, omotomele ingomba sa Laodikiya ɓamotangye mɛ. Na ɓɛ̀ɛ otangye mokanda ŋwa motoma nga o Laodikiya.
COL.4.17	Phɔ ya isɔkya, wɔ na Alisipe oɓokye: Ndekoeɓe na etoma eephɛ Nkolo, oekyele na ɓolaa.
COL.4.18	Eye molɔngɔlɔ mookomi nga Polo na maɓɔkɔ manga mampenza, ɓɛ̀ɛ sabunga oɓokye nali o bɔlɔkɔ.
COL.4.18	Lɛ oɓokye ngɔlu ya Ŋwaphongo eɓe na ɓɛ̀ɛ!
1TH.1.1	Inga Polo, Silivɛ na Timote tokomele ingomba sa Tesaloniki sili onte ya Tata Ŋwaphongo na Nkolo wa ɓanga Yesu Klisto. Lɛ oɓokye ngɔlu na ɓose iɓe na ɓɛ̀ɛ.
1TH.1.2	Nkɔlɔ isɔ tophɛ Ŋwaphongo mɛlɛsi phɔ ya ɓɛ̀ɛ wa eyumunya ɓanga o maɓɔndɛsi ma ɓanga. Imbɛlɛ sisɔ, 
1TH.1.3	toeyumunya phɔ ya ianola sa ɓɛ̀ɛ sili na bitoma, na lozingo la ɓɛ̀ɛ lookusi, na ná imilenza sa ɓɛ̀ɛ o molemo, ikyiute na Nkolo wa ɓanga Yesu Klisto, o ɓoo pha Ŋwaphongo Ango wa ɓanga. 
1TH.1.4	Ɓɛbi na ɓanga ɓa lozingo, eɓa na ɓolaa oɓokye Ŋwaphongo aeyɔlɔ. 
1TH.1.5	Phɔ waaya ɓanga eyimola Simo Elaa, teyaɓaka nde na maloɓa pha, kasi na ná ɓokusi pha Ɓolɔɓɔ. Na isɔ yaaɓaka ɓanga towɔ ili ya phɛlɛ. Waɓaka ɓanga na ɓɛ̀ɛ, koeɓe moɓesi ŋwa ɓanga. Tokyelaka ɓaɓona phɔ ya ɓolaa pha ɓɛ̀ɛ. 
1TH.1.6	Emba ɓɛ̀ɛ, wamba lomekola ɓanga na Nkolo, waa yamba ɓɛ̀ɛ Iloɓa onte ya minyɔkɔ na nkyisa ya Ɓolɔɓɔ. 
1TH.1.7	Yango mɛna, ɓaanosi ɓasɔ ɓa Makedoniya na ɓa Akaye, ɓabuto iyemekola. 
1TH.1.8	Emba uta na ɓɛ̀ɛ, Iloɓa sa Nkolo sioka, teli nde o Makedoniya na Akaye, kasi simo ya ianola sa ɓɛ̀ɛ oka Ŋwaphongo, enyango mboka esɔ oɓokye tolosengyesi na ikula wɔɔ. 
1TH.1.9	Phɔ moto na moto kaimole, wa wɔɔ yo phɔ ya ɓɛ̀ɛ, ndengye eya loyamba ɓɛ̀ɛ na ndengye eya lɛ ɓɛ̀ɛ bikeko phɔ ya iyekpana oka Ŋwaphongo phɔ ya imokyelela, yo ooli na ɓomɔɔ na owa solongo. 
1TH.1.10	Emba koziya Ŋwana wɛ owa mouta o ikolo, eli Yesu owakundola Ŋwaphongo onte ya ɓawe. Iyo aalomanya o yɔɔ ya Ŋwaphongo ekye ye.
1TH.2.1	Ɓɛbi, ɓɛ̀ɛ mampeza koloeɓe na ɓolaa oɓokye, waloyamba ɓɛ̀ɛ, teli phɔ ya pha. 
1TH.2.2	Kasi ɓɛ̀ɛ koeɓe oɓokye naɓo touti inyɔkɔmɔ na itolama o Filipe, Ŋwaphongo olophɛkyɛ ɓokusi pha ikanga motema phɔ ya iya eyimola Simo Elaa onte ya minyɔkɔ. 
1TH.2.3	Phɔ mateya ma ɓanga temali maimamela, teloli na mamunya maɓe, telookatele moto. 
1TH.2.4	Kasi Ŋwaphongo alomeka phɔ ya ilophɛ Simo Elaa. Yango mɛna toteya nde ɓomɔɔ, telolukye isepelisa ɓato, kasi nde Ŋwaphongo okomekye mandondo ma ɓanga. 
1TH.2.5	Yango mɛna waateya ɓanga, toloowɔ maphɔɔ ma molɛtɛ, ɓɛ̀ɛ koeɓe, tololi na maumunyama ma oɓokye olophɛ ekpele, nzoka ya ɓanga Ŋwaphongo. 
1TH.2.6	Tolombaa na luka ngambo oka ɓato, naa oka ɓɛ̀ɛ, na oka ɓato ɓasuu. 
1TH.2.7	Emba tokokakyi iɓa ɓato ɓanɛnɛ onte ya ɓɛ̀ɛ phɛlɛ, phɔ toli ɓatoma ɓa Klisto. Kasi toɓaka onte ya ɓɛ̀ɛ nde na ɓonyilɛ, ndokolo nyango wa ɓana kaɓanza ɓana ɓɛ́ɛ mampenza. 
1TH.2.8	Toezingaka na ɓoikye, yango mɛna toloeyimolaka nde Simo Elaa ya Ŋwaphongo yango na yango, kasi toambyaka na ɓomɔɔ pha ɓanga mampenza, phɔ oli na motuya mwikye phɔ ya ɓanga. 
1TH.2.9	Ɓɛbi, ɓɛ̀ɛ umunya minyɔkɔ na nkuka ya ɓanga, tokyela etoma oka ɓɛ̀ɛ na moo na mokɔlɔ, phɔ ɓanga saɓa ephesi ya mɔnɔmɔ na ɓɛ̀ɛ waaɓa ɓanga toeyimole Simo Elaa ya Ŋwaphongo.
1TH.2.10	Ɓɛ̀ɛ oli manzoka ma ɓanga, eɓe na Ŋwaphongo, phɔ moɓesi ŋwa ɓanga o ɓoo pha ɓɛ̀ɛ ɓaanosi, teloika kyela masumu, toɓaka na ɓosembo, na moto mɔnɔmɔ takokyi ilooya na lowɔɔ lɔnɔlɔ. 
1TH.2.11	Emba ɓɛ́ɛ koeɓe na oɓokye tokyela na mɔnɔmɔ na mɔnɔmɔ onte ya ɓɛ̀ɛ ndokolo ango na ɓana ɓɛ. 
1TH.2.12	Toekuyaka, toelenzaka, toongaka na ɓɛ̀ɛ na ɓokusi oɓokye moɓesi ŋwa ɓɛ̀ɛ mosepelisa Ŋwaphongo okoeɓangye oɓokye onyɔlɔ o ɓokonzi phɛ na o nkyɛmɔ yɛ.
1TH.2.13	Kyeka ntina ekye phɛ ɓanga Ŋwaphongo mɛlɛsi imbɛlɛ sisɔ, waoka ɓɛ̀ɛ Iloɓa sa Ŋwaphongo saeyimola ɓanga, wasaanola, teli ndokolo iloɓa sa ɓato kasi nde ɓoli sango phɛlɛ oɓokye Iloɓa sa Ŋwaphongo. Iloɓa mɛ sikyele onte ya ɓɛ̀ɛ, ɓɛ̀ɛ ɓaanosi. 
1TH.2.14	Emba ɓɛ̀ɛ obuto imekola mangomba ma Ŋwaphongo maali o Yuda, maanola Yesu Klisto. Phɔ ɓɛbi na ɓɛ̀ɛ mampenza ɓaenyɔkɔlɔ ɓo wanyɔkɔlɔkɔ Ɓayuda ɓanaa nyango na ɓɛ̀ɛ. 
1TH.2.15	Ɓɛ́ɛ ɓaɓoma Nkolo Yesu na ɓaimosi, ɓalonyɔkɔlɔkɔ mɛ. Teɓaikaka sepelisa Ŋwaphongo, emba ɓali ɓanguna ɓa ɓato ɓasɔ. 
1TH.2.16	Ɓalokatele iteya Iloɓa sa Ŋwaphongo oka ɓato ɓateɓali Ɓayuda phɔ ɓabikye. Na ɓomɔ, masumu ma ɓɛ̀ɛ makule butwa nde maikye. Nɔnɔ waa kaa yɔɔ ya Ŋwaphongo mi ɓɛ.
1TH.2.17	Ɓande, phɔ ya ɓanga, na ɓokabwa ɓanga na ɓɛ̀ɛ phɔ ya ŋwana imbɛlɛ, itakye na miyo kasi o ndondo toli elele yɔnɔyɔ. Toli na phowa ekusi ya ekula ya ewɛnɛ yango mɛna tokyele na ndenge isɔ oɓokye toyee. 
1TH.2.18	Toɓaka na phowa ekusi ya iyaa oka ɓɛ̀ɛ. Nga mampenza Polo, mbala na mbala nalukaka na iya oka ɓɛ, kasi molemba aɓaka kalokutole nde ɓokutosi. 
1TH.2.19	Ɓɛ̀ɛ oli molemo mwa ɓanga na nkyisa ya ɓanga na eboko ya ɓanga ya nkyɛmɔ oɓoo pha nkolo Yesu imbɛlɛ sa moya yo. Teli ɓomɔ? 
1TH.2.20	Nde phɛlɛ, ɓɛ̀ɛ oli nkyɛmɔ ya ɓanga na nkyisa ya ɓanga.
1TH.3.1	Yango mɛna, ɓo tewaakulaka ɓanga koka iziya tomba wɛnɛ oɓokye toikale ɓanga mampenza o Atɛnɛ. 
1TH.3.2	Emba toetomele Timote nwɛbi na ɓanga, kakyele na ɓanga etoma ya Ŋwaphongo ya iyimola Simo Elaa ya Klisto. Phɔ ayaekuya na ielenza o ianola sa ɓɛ̀ɛ. 
1TH.3.3	Phɔ ya oɓokye moto salota o ɓoo pha minyɔkɔ. Phɔ ɓɛ̀ɛ mampenza koeɓe oɓokye toɓangama phɔ ya mango. 
1TH.3.4	Waaɓaka ɓanga oka ɓɛ̀ɛ, toeyimolaka oɓokye tosengyesi iwɛnɛ minyɔkɔ ɓookyelami wango, ɓɛ̀ɛ koloeɓe. 
1TH.3.5	Yango mɛna, na nga sikokakyi kula ziya, natomi Timote aya nzwela masimo ma ianola sa ɓɛ̀ɛ, phɔ naile oɓokye molemba aumbo eemeka, emba etoma ya ɓanga onte ya ɓɛ̀ɛ ekyɛ pha.
1TH.3.6	Uŋwaŋwa eye Timote auti oka ɓɛ̀ɛ, ambi na loyelela na Simo Elaa ya ianola sa ɓɛ̀ɛ na lozingo la ɓɛ̀ɛ. Awɔ yokye ɓɛ̀ɛ otaɓa iloumunya nkɔlɔ isɔ na ɓolaa, oli na ná phowa ekusi ya ikula lowɛnɛ nde ɓooli ɓanga na phowa ya ikula ewɛnɛ. 
1TH.3.7	Yango mɛna, ɓɛbi, onte ya minyɔkɔ ma ɓanga misɔ na bimekyi ɓa ɓanga bisɔ, tozwe ɓokusi phɔ ya ianola sa ɓɛ̀ɛ. 
1TH.3.8	Emba uŋwaŋwa eye mandondo ma ɓanga mauti phɔ ɓɛ̀ɛ ophisi nzela ya Nkolo na ɓokusi. 
1TH.3.9	Mɛlɛsi iye mikokyi ɓanga iphɛ Ŋwaphongo phɔ ya ɓɛ̀ɛ, phɔ ya nkyisa ikyi okye ɓanga phɔ ya ɓɛ̀ɛ o ɓoo pha Ŋwaphongo wa ɓanga? 
1TH.3.10	Na moo na mokɔlɔ toɓɔndɛlɛ na etungu phɔ tozwe kɔnzɔ ya ikula ewɛnɛ oɓokye tokokyia ikyizangye o ianola sa ɓɛ̀ɛ.
1TH.3.11	Lɛ oɓokye Ŋwaphongo yo mampenza, Ango wa ɓanga na Nkolo wa ɓanga Yesu ɓaingole nzela o ɓoo pha ɓanga phɔ ya oɓokye toyee oka ɓɛ̀ɛ. 
1TH.3.12	Lɛ oɓokye Nkolo akosa, ambe na tonza na ɓoikye lozingo looli onte ya ɓɛ̀ɛ na lozingo looli na ɓɛ̀ɛ phɔ ya ɓato ɓasɔ, ndengye ya lozingo loezingye na ɓanga. 
1TH.3.13	Na ɓomɔ, lɛ oɓokye Nkolo alenza mandondo ma ɓɛ̀ɛ. Emba mokɔlɔ ŋwaamoya yo na ɓansatu ɓɛ̀ɛ ɓansɔ, yo sa yaezwa na maphɔɔ maɓe onte ya ɓɛ̀ɛ na oɓokye oɓe samooya o ɓoo pha Ango wa ɓanga Ŋwaphongo.
1TH.4.1	Ɓɛbi, phɔ ya isɔkya, toeteyaka lolengye la moɓesi mokokyi iɓa na ɓɛ̀ɛ phɔ ya isepelisa Ŋwaphongo. Nde phɛlɛ komikambe nde ɓomɔɔ. Kasi uŋwaŋwa eye, toongye na ɓɛ̀ɛ emba tombe na eɓɔndɔ na nkombo ya Nkolo Yesu oɓokye: Kula lendendala.
1TH.4.2	Ɓɛ̀ɛ koeɓe mateya maeteyaka ɓanga ɓo wa wɔ Nkolo Yesu. 
1TH.4.3	Kyeka phowa ya Ŋwaphongo: Eli oɓokye ɓɛ̀ɛ oɓe ɓato ɓansatu ombe na ɓa sakyela ɓondumba. 
1TH.4.4	Moto na moto onte ya ɓɛ̀ɛ aeɓe ikpa ŋwaŋwasi na ndengye ya ɓonsatu na ya ngambo. 
1TH.4.5	Samilɛ oɓokye phowa eɓe eekonza ya ɓato ɓaayɔkɔ ɓaate ɓaeɓe Ŋwaphongo. 
1TH.4.6	Moto sakosa nwɛbi nɛ, yo samba na mokyela ɓoɓe mi lowɔɔ lalona. Phɔ Nkolo kaambelele mi maphɔɔ masɔ mamana, nde ɓo waunva ewɔlɛ ɓanga na ɓo waekyebisa ɓanga. 
1TH.4.7	Phɔ Ŋwaphongo taika loɓanga oɓokye toikale ikyela maphɔɔ maa sɔkɔtɔ, kasi maphɔɔ ma ɓosantu. 
1TH.4.8	Yango mɛna, moto okolɛ mateya mama, taalɛ moto, kasi kalɛ Ŋwaphongo okoephɛ Ɓolɔɓɔ phɛ.
1TH.4.9	Phɔ ya lowɔ lokyekyi izinga ɓɛbi, telosengyesi iyekomela mokanda. Phɔ ɓɛ̀ɛ, Ŋwaphongo yo mampenza aeteya ndengye ekokyi ɓɛ̀ɛ izingana onte ya ɓɛ̀ɛ. 
1TH.4.10	Emba eli nde lona lozingo lalona lowɛninya ɓɛ̀ɛ oka ɓɛbi ɓasɔ ɓa Makedoniya mobimba. Kasi ɓande, ɓanga toelenza oɓokye okule kyela na ɓolaa koleka. 
1TH.4.11	Ɓa na phowa ekusi ya iɓa ɓose, ya ikyeka nde maphɔɔ ma ɓɛ̀ɛ mampenza na ya ikyela etoma nde na maɓɔkɔ ma ɓɛ̀ɛ mampenza, nde ɓo wawɔkɔ ɓanga phanza. 
1TH.4.12	Phɔ moɓesi ŋwa ɓɛ̀ɛ moɓe ŋwa kaa o miyo ma ɓato ɓate ɓali ɓaklisto, emba otoɓe ephesi ya moto.
1TH.4.13	Ɓɛbi, tozingye oɓokye toeyimole phɛlɛ esɔ phɔ ya lowɔ lokyekyi ɓawe, phɔ ya oɓokye oɓe saɓa na ngɔngɔ ya ɓato ɓasuu ɓaate ɓali na molemo. 
1TH.4.14	Emba ɓo ɓanga toanole oɓokye Yesu awa amba kundwa, nde ɓomɔ mɛ, ɓaawa onte ya Yesu, Ŋwaphongo aaɓayamba elele yɔnɔyɔ na Yesu.
