MAT.1.1	Bokanda bon’eotwelo ena Yesu Masiya, bon’ona Dawidi, bon’ona Abalayama.
HEB.6.13	Lacina, eneki Yakomba osembedyaka Abalayama esemba, enetaat’ende okina onoleki ende lacina atehe l’ende, atehaki nko l’endamene; 
HEB.6.14	ate, Nko solosolo mene, enasak’emi bosako, nongokosakel’e bosako, ko enafudy’emi bana, nongokofuedy’e bana. 
HEB.6.15	Ko yok’oho, eneki’nd’olengedyaka la locinji, atambaki esemba eho. 
HEB.6.16	Lacina bato bateha seko nko l’on’omoi onoleki, ko enatan’iyo ntango, lisangya yakikya yoi limoi, ko ntango eokala nkwaho. 
HEB.6.17	Nk’osamb’oho, eneki Yakomba olangaka lacina atume basangoli ban’esemba nko ntuma mene eango enande enefacikitana tu, atehaki lisangya nkoho; 
HEB.6.18	lacin’eho, l’aoyi’afe banafacikitana tu, banafafotisa Yakomba mpoci tu, iso tokikyame nko locili mene, is’analotaki en’efisamelo lacin’eho tundamele lolendedyo loneloyali en’oso’oniso, 
HEB.6.19	lonat’iso nk’eyoka mboko en’olimo, lolendedyo lonelocila locili mene, ko lofalile tu, ko lotua meho en’ili bon’esenda ena ndelo; 
HEB.6.20	bili bonoki Yesu onetaki en’oso otuaka lacin’eniso, eneki’nd’oyalamaka nkanga iyome mene ena locela, yoka bosamb’onoki lifoka lina Malekisedeke oyalaka.
HEB.7.1	Boto’one Malekisedeke, lifoka lina Salema, nkanga ena Yakomba eneleki nko ndeka, ende onukanaki’ale l’Abalayama kum’ayute en’eyakelo ena bafoka, ko aosakelaki bosako; 
HEB.7.2	ende onoki Abalayama ofak’ale liondo limoko lina baondo jo-jo lina toma (Malekisedeke ayaaki en’oso nko Lifoka lina Mbongi—ncina ena lina linande nd’eho—koko lakina Lifoka lina Salema, nko Lifoka lina Mwi; 
HEB.7.3	afan’efango, afana nyango, afan’eandelo en’eotwelo, afan’ematsedyo ena bina ko afan’esimbelo ena liiko, ohonde amokolanyama yok’ekolanya ena Bon’ona Yakomba): ende amoyalama nkanga nko njalama.
HEB.7.4	Koko bokanelaka lifoka lin’okolo lina boto’one onoki Abalayama nkya en’alale ofak’ale liondo limoko lin’aondo jo-jo lina toma tonatoleki’olotsi tonatoki’nd’oundaka. 
HEB.7.5	Ko solosolo ban’ana Lewi banata etelo en’osala bona nkanga bamofam’etelo lacina batambe liondo limoko lin’aondo jo-jo lina toma tona bato, yoka bosamb’onoyali basangya, batambe nk’eneyali bifili’iniyo, kanga bato baho baotwaki en’ecimo ena Abalayama. 
HEB.7.6	Ohonde boto’one onotaandama eotwelo eneyal’iyo atambaki liondo lina jo-jo eneyali Abalayama, ko asakelak’ende onoyaaki la bisemba bosako. 
HEB.7.7	Koko efana ntango, ende onise lifoka lin’isisali kei asakelama bosako l’ende onise lifoka lin’okolo. 
HEB.7.8	Ko mendo bato banawa batamba liondo limoko lina jo-jo; koko meho, omoi onoki temoins oilaka mbo ayike, atambaki. 
HEB.7.9	Koko, yombo tokolana yila yok’one, nko le Lewi onotamba liondo limoko lina jo-jo alekyaki liondo liho nko la Abalayama, 
HEB.7.10	lacin’oka ende ayaaki ena yonge lina nkya enande en’esike eneki Malekisedeke oukanaka l’ende.
HEB.7.11	Koko yombo bato baongaki’ale nko mbongi mene lacin’en’ekambelo ena nkanga ena Lewi (lacina bato batambaki’ale basangya nko l’ekambelo eho ena nkanga), ncina eka nai enek’iy’olelaka nkanga ekina aemale l’okotua bon’ekambelo ena nkanga ena Malekisedeke’ale, ko afaandame l’okotua bon’ekambelo ena nkanga ena Aluna? 
HEB.7.12	Lacin’oka yombo bokotu’oki-na bona nkanga bomokitanya, efana ntango bokotua bona beeka bongocikitana nkoho. 
HEB.7.13	Lacin’ende onok’iy’otendaka baoyi’ane lacin’enande ayali boto’ona boloi’okina, ko ena boloi’oho efaate nko le boto onokambaki ena mesa ena mbeka. 
HEB.7.14	Lacina yoi line liyali nko fololo: lika, Nkolo eniso aotwaki en’oloi bona Yuda; ko ena likambo lina nkanga, Mose atatend’ale nko le yoi limoko lacin’ena boloi’oho. 
HEB.7.15	Ko yoi line liyali fololo mene eneleki, lacin’oka nkanga emoi amemala l’okotua bon’ekambelo ena nkanga ena Malekisedeke’ale, 
HEB.7.16	ko atilama nkanga l’okotua bonoki lisangya lina lotomo lona yonge oyalaka: amilama nkanga yoka bosamb’onoyali mpamba ena liiko lonelofakale. 
HEB.7.17	Lacina yoi liyali lacin’enande, ate,
HEB.7.17	E oyali nkanga ena locela,
HEB.7.17	Yok’onoki lifoka lina Malekisedeke oyalaka.
HEB.7.18	Bokotua bona lotomo lon’oso’ale bomoyakama lacin’ena boolu bona boho, ko lacin’oka boho biindaki nkita, 
HEB.7.19	(lacina basangya bataongy’ale yoi limoko mbonga), ko lolendedyo loneloleki’olotsi lomolata, ko iso toolama la Yakomba la loho. 
HEB.7.20	Ko yoi line litilama kum’efana lisangya. 
HEB.7.21	(ban’amoi bailamaki ena lifoka lina nkanga, solosolo, efana lisangya; ohonde ende ailamaki la lisangya linande onilaki lacin’enande, ate,
HEB.7.21	Yawe amoteha lisangya, ko afayokanyaki, ate
HEB.7.21	E oyali nkanga ena locela),
HEB.7.22	nk’osamb’oho Yesu amoyalama bolekya bon’eteelo ena lisangya eneleki’olotsi. 
HEB.7.23	Ko solosolo iyo bamilama nkanga bike mene; bafakolana liyalama njalama, lacin’oka bewedi beyali; 
HEB.7.24	ohonde ende, lacin’oka ayali locela nko njalama, ayali la lifoka linande lina nkanga linalifan’oto okitany’ende. 
HEB.7.25	Lacin’eho, ainya yikya iy’anolama la Yakomba mbikya mene l’ende, lacin’oka ende ayike locela oyaondel’iyo.
HEB.7.26	Bokotua bona nkanga iyome bonakolana l’iso bolotsi nd’oho, nko nkanga en’oeka, onofana longo, nko soto, onelana l’ato ban’owe njelana, ko oniledyama ena liko lina loola; 
HEB.7.27	onofan’osala bona ndekya mbeka bina l’ina, yoka nkanga iho ina toome, en’oso lacin’ena baoyi’owe banandamene, ko ena mbusa lacin’ena baoyi’owe ban’ato; lacin’oka ailaki’oho boila bomoko bona locela, eneki’nd’oyolekyaka endamene mbeka. 
HEB.7.28	Lacina basangya baila bato banayali la tongitongi nkanga ina toome; ohonde yoi lina eteho, eneyaki ena mbusa en’asangya, yila nko Bona onongyamaki nko mbonga locela.
HEB.8.1	Ko en’aoyi banatend’iso, yoi lin’oso linalileki liho line: Toyali la nkanga iyome mene en’okotu’oho, onokisak’ase en’ili bona likasa y’ome bon’ieko ina Lifoka lina Mpamba ena loola, 
HEB.8.2	nko bokambi onokamba en’edye en’oeka, l’en’otumba bon’esenda bona solosolo bonoki Nkolo oemadyaka, ef’ato. 
HEB.8.3	Nkanga la nkanga en’iyome ailama lacin’eho alekya nganji ko la mbeka; koko ekoli lacina nkanga ene en’iyome mene nkoho aate mbeka enaleky’ende. 
HEB.8.4	Yombo asokoyala ena loko, tumbe atayala nkanga, lacin’oka iy’analekya nganji bosamb’onoyali basangya bayali, 
HEB.8.5	nk’iy’anasaela yoi liho linaliyali nko ndembi la lilila lin’aoyi bana loola, nko bosamb’onoki Mose olakamaka la Yakomba, eneki’nd’omatsak’ale lifaka botumba bon’esenda: ailaki, ate, Noka, ongya likamba bikambwa bihitu yoka bosamb’onoyali ndembi enek’otumamaka ena lingonji. 
HEB.8.6	Ohonde isanga amolata ekambelo eneleki’olotsi, lacin’oka ayali bolekya bon’eteelo ena lisangya eneleki’olotsi, enetehamaki la bisemba binileki’olotsi. 
HEB.8.7	Yombo eteelo ena lisangya eneki’oso etaat’ale ncina ena lofeli, tumbe eteelo ekina ena lisangya lina litoto etakembama. 
HEB.8.8	Lacin’oka afelak’iyo lofeli, ate,
HEB.8.8	Yawe aila, ate, Lenda, bina bengoya
HEB.8.8	Benengi’m’oteela boloi bona Yisalaele ko l’oloi bona Yuda lisangya lina litoto;
HEB.8.9	Efa bosamb’onoyali lisangya linfki’m’oteelak’ale bafango’aniyo,
HEB.8.9	En’ina bonoki’m’oundak’iyo la likasa lacin’eho njafodya
HEB.8.9	en’onyanga bona Ejipeto;
HEB.8.9	Lacin’iyo batacindelana ena lisangya linami,
HEB.8.9	Ko emi ntakanel’iyo. Yawe aila yok’osamb’oho.
HEB.8.10	Koko Yawe aila, ate, Lisangya liningi’m’oteela boloi bona Yisalaele,
HEB.8.10	Ena mbusa ena bina beho, liho line:
HEB.8.10	Nongila beeka benami ena nkanyi iniyo,
HEB.8.10	Ko nongotenga beho en’etem’eniyo,
HEB.8.10	Ko nongoyala Yakomba eniyo,
HEB.8.10	Ko iyo bangoyala bato’anami.
HEB.8.11	Ko bafalakaki boto l’oto boto onoli l’ende,
HEB.8.11	Ko boto l’oto efili enande, Mbo, eyaka Yawe;
HEB.8.11	Lacin’iyatu bangonjeya, Nko l’ende onoleki isisali yengoko ende onoleki’okol
HEB.8.11	o enek’iyo.
HEB.8.12	Lacin’emi nongokamel’iyo baninda mbongi isei,
HEB.8.12	Ko mpakanedyaki baoyi’owe’aniyo lakina tu.
HEB.8.13	Enil’ende, ate, Lisangya lina litoto, amila liho liniki’oso nk’eyoka limoyalama lin’alale. Koko iyema iniyalembe ko yokinda yolama la njuma.
HEB.9.1	Koko eteelo ena lisangya eneki’oso eyaaki l’eeka bena ekumedyo ena Yakomba, ko l’edye en’oeka ena loko lone. 
HEB.9.2	Lacina botumba bon’esenda bofakamaki, ko etenyi en’oso eyaaki l’ilelo ena moinda, la mesa, ko la mampa en’oeka: etenyi eho eotangama Etenyien’oeka. 
HEB.9.3	Ko en’ili bon’esenda ena ndelo en’ife, etenyi emoi eyaaki enetangama Boeka bon’eeka. 
HEB.9.4	Etenyi eho eyaaki la mesa ena wolo ena ntumba ena toumba, ko la sanduka ena lisangya enekundamaki bili behetu la wolo, ko ekala ena wolo eneyaaki la mana eyaaki ena ntundulu ena sanduka eho, ko la bonganza bona Aluna bonomelaki njoiya, ko la mesa ina baufe ina eteelo ena lisangya; 
HEB.9.5	ko bakeluba ban’ekoka batalamaki ena liko lina sanduka eho, banakundaki nkici en’isei la lilila liniyo: koko ena likambo lina toma toho tofakolana lisakitola yoi la yoi litutuma isanga. 
HEB.9.6	Eneki toma toho okodyamaka yok’oho, nkanga batueela bisike bihitu en’etenyi en’oso, ko bakamba bikambelo bin’ekumedyo. 
HEB.9.7	Ohonde en’etenyi en’ife nkanga en’iyome kei atua mbula la mbula botua bomoko, ko afatua yengoko atol’akila banaleky’ende lacin’enandamene ko lacin’ena baunga ban’ato. 
HEB.9.8	Yok’oho Bolimo bon’olotsi aenyanya yoi line: noka, kuma botumba bon’esenda bon’oso bemali, mboka enepusola ena Etenyi en’oeka etakombwa. 
HEB.9.9	Botumb’oho boyali nk’ekolanya en’esike ene, enalekyama nganji la mbeka inifinya yatela bokumi mbongi enakolana ena likambo lina lokanyi lon’otema; 
HEB.9.10	beeka beho beyali bena yonge kei (la toma tona ndaka, la bimeelo, ko la biokelo bin’asi bimoi bike), beeka benekyamaki yengoko esike ena mbongya en’aoyi.
HEB.9.11	Koko Masiya amoya, nkanga en’iyome mene en’aoyi ban’olotsi banayayi, nko l’otumba bon’esenda bonoleki’okolo ko boleki la mbongi enakolana, bonotafakama l’akasa, lacina boho bofayali ban’enunwelo ene. 
HEB.9.12	Ende atuaki en’Etenyi en’oeka, efa l’akila bana nta ko l’akila bana ban’ana ngombo: atuaki botua bomoko bona locela nko l’akila banandamene, ko aataki etungwelo ena locela. 
HEB.9.13	Yombo bakila bana nta l’ana ngombo ina mpame ko l’etoko bena ngombo en’oyoto en’onome mpakisodya eneyali bato banehyama la mbindo bamaekya en’oeka ko bamasiedya nsefo ena yonge: 
HEB.9.14	bakila bana Masiya, onoyolekyak’endamene mbeka eneyali Yakomba, mbeka enefana lianda, nko la Bolimo bona bisike la bisike, bafaleki nde likula lokanyi lonino lon’otema ena bikambwa biniwaki lacin’eho bosaele Yakomba eneyike? 
HEB.9.15	Ko la ncina. ene ende ayali bolekya bona lisangya lina litoto, lacin’eho iy’anelelamaki batambe esemba ena lisango lina locela, la ncina eneki bewedi oilamaka mbiko lacin’ena baoyi’owe banilamaki en’esike ena lisangya liniki’oso. 
HEB.9.16	Lacina yombo liciki liyali, lifanongana yengoko bewedi ben’oto onocikaki liho beyali nkoho. 
HEB.9.17	Liciki yakikyama nk’eneki boto owaka: liho lifana ncina ntutuma kum’ende onocika liho ayali. 
HEB.9.18	Lacin’eho, nko le lisangya liniki’oso litatehama kum’efan’akila. 
HEB.9.19	Eneki Mose okadyaka lisumola bato beeka behetu bosamb’onoyali basangya, atambaki bakila bana ban’ana ngombo ko l’akila bana nta, ko la basi, ko la besa bena ngola, ko la hysope, ko afakisodyaki le bokanda mene le bato bahatu, 
HEB.9.20	ko ailaki, ate, Bane nko bakila bana lisangya linaliki Yakomba okoteelak’ino. 
HEB.9.21	Koko afakisodyaki botumba bon’esenda ko la bikala bin’ekambelo bihitu nk’osamb’oho, nko l’akil’aho. 
HEB.9.22	Ko en’ekambelo en’asangya, tosokokolana yila, is’ate baoyi bahatu bakulwa nko l’akila, ko nk’efana njutela en’akila, efan’etungwelo en’aoyi’owe.
HEB.9.23	Lacin’eho, ekoli lacina bikolanya bina baoyi bana yali ena loola bikulwa la toma tone; ohonde ekoli lacina baoyi mene bana loola bakulwa la mbeka inileki ine bolotsi. 
HEB.9.24	Lacina Masiya atatua en’Etenyi en’oeka enilamaki l’akasa, nk’ekolanya en’etenyi eho ena solosolo: amotua nk’ena loola mene, lacin’eho aenya isanga en’oso bon’elongi ena Yakomba lacin’eniso. 
HEB.9.25	Ko efa lacina ayoleky’endamene belekya bike, yoka bosamb’onatua nkanga en’iyome en’Etenyi en’oeka mbula la mbula l’akila banafayali banandamene: 
HEB.9.26	yombo esokoyala yok’oho, tumbe aenaki bino beena bike nk’ena limatsako lina loko; ohonde isanga ena nsimbo ena bisike amenya benya bomoko kei lacina aumole baoyi’owe nko la njolekya enandamene yoka mbeka. 
HEB.9.27	Ko yoka bosambo bonokodyama eneyali bato bawu bowa bomoko, ko en’ili bon’ewedi’eho nk’etendelo en’akambo, 
HEB.9.28	nk’osamb’oho Masiya, eneki’nd’olekyamaka mbeka bolekya bomoko lacina atole baoyi’owe ban’ato bike, angenya benya bon’efe, njelana l’aoyi’owe, eneyal’iyo banolengedya, lacin’ena liiko.
HEB.10.1	Basangya bayali nko la lilila kei lin’aoyi ban’olotsi banayayi, ef’okotua mene bon’aoyi’oho; ko bafinya yongya la mbongi enakolana iy’anolama meho, la mbeka iho inaleky’iyo mbula la mbula. 
HEB.10.2	Yombo esokoyala yok’oho, tumbe mbeka iho itasila nde lilekyama? eneki bakumi okulwaka bokulwa bomoko, tumbe bafoke lakina bolito bon’aoyi’owe en’etem’eniyo. 
HEB.10.3	Ohonde liofwa lin’aoyi’owe liyali ena mbeka iho mbula la mbula. 
HEB.10.4	Lacin’oka bakila bana ngombo ina mpame l’akila bana nta bafumolisa baoyi’owe. 
HEB.10.5	Lacin’eho, enay’ende ena loko, aila, ate,
HEB.10.5	E otalanga mbeka la nganji,
HEB.10.5	Ohonde onkoedyaki yonge;
HEB.10.6	Otok’ekiko la mbeka ina ntumba ina nyamabotutuma ko la mbeka lacin’ena baoyi’owe.
HEB.10.7	Nkwaho njilaki, emite, Lenda, loya
HEB.10.7	(En’okand’oho yoi limotengama lacin’enami)
HEB.10.7	Lacin’eho njile eango ene, O Yakomba.
HEB.10.8	Enil’ende en’oso, ate, E otalanga mbeka la nganji la mbeka ina ntumba ina nyama botutuma ko la mbeka lacin’en’aoyi’owe, ko otok’ekiko l’aoyi’aho (baho baolekyama bosamb’onoyali basangya), 
HEB.10.9	nkwaho aila, ate, Lenda, loya oyila eango ene. Amumola yoi liniki’oso lacin’eho akikya yoi lin’afe. 
HEB.10.10	Iso teekyama en’oeka l’eango eho nko la ndekya ena yonge lina Yesu Masiya bolekya bomoko bona locela. 
HEB.10.11	Ko nkanga la nkanga aemala bina l’ina, ko ayakambe bikambwa bina ekumedyo ko ayalekya belekya bike nko mbeka iho inifinya yumolisa baoyi’owe tu. 
HEB.10.12	Koko ende, eneki’nd’olekyaka mbeka emoko ena locela lacin’en’aoyi’owe, akisak’ase en’ili bona likasa y’ome lina Yakomba; 
HEB.10.13	ko aolengedya yengoko enengi baokyi’owe’anande oilama limbolongo lin’akak’anande. 
HEB.10.14	Lacin’oka, la mbeka emoko, amolongya locela la mbongi enakolana iy’anekyama en’oeka. 
HEB.10.15	Ko Bolimo bon’olotsi atosumola nkoho, eneki’nd’oilak’oso, ate,
HEB.10.16	Yawe aila, ate, Lisangya liningi’m’oteel’iyo Ena mbusa ena bina beho, liho line:
HEB.10.16	Nongila basangya banami en’etem’eniyo,
HEB.10.16	Ko nongotenga baho nk’ena nkanyi iniyo;
HEB.10.16	nkwaho aila, ate,
HEB.10.17	Mpit’okanedya baoyi’owe’aniyo la bekandoka-ndo beniyo tu.
HEB.10.18	Koko yombo njumola en’aoyi’ane eyali, ndekya ena mbeka lacin’ena baoyi’owe efayali lakina.
HEB.10.19	Bifili, enat’iso njimedya mene lacina totua en’Etenyi en’oeka l’akila bana Yesu, 
HEB.10.20	nko la mboka eneki’nd’otoongedyaka, mboka ena ntoto eneyike, enetianya esenda ena ndelo, nko yonge linande; 
HEB.10.21	ko enat’iso nkanga ena lokumo mene en’otumba bona Yakomba: 
HEB.10.22	toolamake l’etema bena solosolo ko la mpula en’imeedyo, ko la betem’eniso nko mpakisodya lacin’ena lokanyi lon’otema lon’owe, ko yonge liniso nko nkula l’asi bana sengelele. 
HEB.10.23	Tundamelake njimedya ena lolendedyo loniso enefalile; lacin’ende onosembyaki esemba ayali nko solosolo. 
HEB.10.24	Ko tokoli lacina tokanelane, nko lacina tosomyane lacin’eho toke nganji ena lolango ko tokambe bikambwa biney’olotsi; 
HEB.10.25	totumbelake nsolongana ena besolongano beniso, yoka bosamb’onila bato’amoi, ohonde tokikyane; ko boongya yila yok’oho nko la ndeka lacin’oka bena bin’oho boolama.
HEB.10.26	Lacin’oka, enek’is’otambaka njeya ena solosolo eho, yombo til’owe lakina l’eango enisoamene en’otema, efaate lakina mbeka emoi lacin’ena baoyi’owe: 
HEB.10.27	eciki nko ndengedya ntutuma ena losomo en’etendelo en’akambo, ko la nkele ena nkoi enengehya baokyi’owe. 
HEB.10.28	Boto onofunzafunzaki beeka bena Mose awaki la beloko bena temoins ife yomb’isaso, efan’oto onookak’isei. 
HEB.10.29	Iya boto onikamelaki Bon’ona Yakomba l’akaka, ko amotanga bakila ban’eteelo ena lisangya banaki’nd’oekyamaka en’oeka l’aho iyema inifan’oeka, ko amotembola Bolimo bon’isei, bofakanela nd’oka boto’oho angotangama nk’eyoka onokoli la nsisodya eneleki nko ndeka? 
HEB.10.30	Lacin’iso tomey’endeonilaki, ate, Mbutodya ena nkele eyali nk’ena lifoka linami, ko emi nongolukola boluko. Ko lakina, Yawe angotendela bato’anande bakambo. 
HEB.10.31	Nkwaka en’akasa bana Yakomba eneyike eyali nko yoi lina losomo mene eneyali bato.
HEB.10.32	Koko bokanedyaka bina beneki’oso benek’in’oenaka bino mene nk’eyoka bita mene, ena mbusa en’esike enek’in’ofoladyamaka fololo; 
HEB.10.33	lacin’ino bookyamaki nsoi en’oso bon’ato la ntango inay’owe ko la mpomi; ko bambanaki l’iy’anenaki bino bin’okotu’oho. 
HEB.10.34	Lacin’ino bokaki iy’anatungamaki en’enyolo isei, ko eneki bato okokumolaka toma tonino, bonyangelaki; lacin’inoamene bey’oka boyali l’iyema inileki toho bolotsi ko iyali nko locela. 
HEB.10.35	Lacin’eho, botokake njimedya enino mboka: eho eyali la mpuci en’oluko bon’okolo. 
HEB.10.36	Akoli eneyal’ino biitedya nko la locinji, lacin’eho, eneng’in’okadya yila eango ena Yakomba, botambe esemba.
HEB.10.37	Lacina isanga nk’ilalela mene,
HEB.10.37	Ko ende onoyayi angoya, ko afalingalingaki.
HEB.10.38	Koko boto’onami ona mbongi angika nko l’i-meedyo;
HEB.10.38	Ko yombo ayosume, bolimo’onami bofan’ekike l’ende bolotsi.
HEB.10.39	Ohonde iso tofayali en’oloi’oniyo banayosuma ko bayela en’eehedyo: iso toyali en’oloi’oniyo banimedya ko bayela en’ikedyo en’olimo.
HEB.11.1	Imeedyo iyali nk’etambelo en’aoyi banalengedy’oto, nko enyedyo en’aoyi banafenya. 
HEB.11.2	Lacina bingambe baataki’ale lokumo lon’olotsi nko l’iho. 
HEB.11.3	L’imeedyo tonongany’oka loko lonunolamaki l’etendelo ena Yakomba, lacina iyema inayen’oto itanunolama eneyali toma tonatenya l’aiso. 
HEB.11.4	L’imeedyo Ebele alekedyaki Yakomba mbeka enelekaki eho ena Kaina bolotsi, ko aataki lokumo lone l’iho, ate ende ayali boto’ona mbongi, lacina Yakomba aimedyaki nganji inande la lokumo, ko l’imeedyo ende onowaki ayatende nk isanga. 
HEB.11.5	L’imeedyo Anoka aumolamaki ena loko lacina afene bewedi, ko atasungyama, lacin’oka Yakomba aotolaki; lacin’ende, kum’atatolama, aataki’ale lokumo lone, noka, aatelaki Yakomba enyanga. 
HEB.11.6	Koko yomb’afan’imeedyo, boto afinya yatel’ende enyanga; lacina yombo boto angoya eneyali Yakomba, tumbe aimedya, ate, Ende ayali, ko ayali bolukoli bon’ato banofon’Ende. 
HEB.11.7	L’imeedyo Noa, eneki’nd’olakamaka la Yakomba lacin’en’aoyi banatenya isanga, aangaki Yakomba, ko afakaki basua lacina aikya ecimo enande; ko la yoi liho akoyaki loko likambo, ko ayalamaki bosangoli bona mbongi en’imeedyo. 
HEB.11.8	L’imeedyo Abalayama, eneki’nd’oelelamaka lacin’eho aume en’ola ko acu en’edye enengi’nd’osangola lisango, aimedyaki, atafedya; ko afolaki kum’ateye bili bonoki’nd’ocoaka. 
HEB.11.9	L’imeedyo atongaki litonga en’onyanga bon’esemba, nk’eyoka en’onyanga bon’efenda, akisak’ase en’etumba bena bisenda, ende la Isaka la Yakoba, basangoli, iyo l’ende, bana esemba eh’emoko; 
HEB.11.10	lacina alengedyaki bonyanga bonoyali la biango bina njanga, njangi la mpaki en’onyang’oho nko Yakomba. 
HEB.11.11	L’imeedyo Sala mene atambaki locili lacina atole yemi (kang’amolekanya esike ena mbota en’ana), lacina ailaki, ate ende onosembyaki esemba ayali nko solosolo. 
HEB.11.12	Ko lacin’eho, eneyali boto’omoko (nk’oto onolama l’ewedi) bato bike baotwaki, botuya bik’ike nk’eyoka tooto tona loola, ko yoka longewu loneloyali en’oselelia bona lose l’okwa lonelofeyana laali.
HEB.11.13	Bato’ane bahatu bawaki en’imeedyo; batatamba bisemba, ohonde baenaki biho en’osana, ko basangelaki biho, ko baimedyaki’oka bayali nko befenda la bato banafan’ola ena loko. 
HEB.11.14	Bato banatenda baoyi yok’osamb’oho baenyany’oka bayafone bonyanga boniyoamene. 
HEB.11.15	Yombo bakanelaki bonyanga bonok’iy’oumaka, tumbe baataki etelo oyutwa meho. 
HEB.11.16	Ohonde isanga balanga bonyanga bonoleki’olotsi, nko bona loola. Lacin’eho, Yakomba afoke nsoi enatangam’ende Yakomba eniyo; lacin’oka amolakoedya bongili.
HEB.11.17	L’imeedyo Abalayama, eneki’nd’omekamaka, alekyaki. Isaka mbeka: nk’ende onotambaki bisemba, alekyaki bon’onande bona likinda, 
HEB.11.18	nko bon’oho bonoki yoi oilamaka, Mbo ecimo ena ban’ane enga-ndama eneyali Isaka. 
HEB.11.19	Aimedyaki, ate Yakombaainya yetola boto eneka banawaki; ko aotambaki lakina eneyali baho nk’en’ekolanya. 
HEB.11.20	L’imeedyo Isaka asakelaki Yakoba la Esau bosako lacin’ena baoyibanayayi. 
HEB.11.21	L’imeedyo Yakoba, eneki’nd’oolamaka l’ewedi, asakelaki ban’ana Yosefa bana mpame bah’afe bosako; ko akumyaki Yakomba nko nsurtama ena nsoli ena boinbele’onande. 
HEB.11.22	L’imeedyo Yosefa, eneki’nd’oolamaka la nsimbo enande, akanelaki emwelo ena ban’ana Yisalaele, ko atomaki lotomo lacin’ena biuha binande. 
HEB.11.23	L’imeedyo Mose, eneki’nd’ootwaka, afisamaki l’afango la nyango enande nsenza isaso, lacin’iyo baenaki’oka ayaaki bona bon’olotsi; ko bataanga lotomo lona Lifoka lina Roi. 
HEB.11.24	L’imeedyo Mose, eneki’nd’otundaka boto, afedyaki litangama bon’ona bon’on’oyoto bona Falo; 
HEB.11.25	asonaki ate aene bino la bato bana Yakomba, efa lacina aate ekiko en’aoyi’owe ilalela; 
HEB.11.26	la lofeli lacin’ena Masiya, la lituka lina Ejipeto, atangaki ate lofeli loho loleki lituka liho l’enyanga; lacin’oka alengedyaki mpuci ena boluko. 
HEB.11.27	L’imeedyo aumbelaki Ejipeto, ataanga nkele ena Lifoka lina Roi, lacin’oka acindelanaki locinji nk’eyoka boto onen’Ende onofenya. 
HEB.11.28	L’imeedyo ailaki Elambedya ena Etelo ko la mpakisodya en’akila, lacin’iyo batongofomwa l’ende onoyaka ban’ana ngolo. 
HEB.11.29	L’imeedyo batianyaki Lose lona Ngola nk’eyoka ena loko lona komukomu; koko baise Ejipeto, enek’iy’omekaka yila nk’osamb’oho, baehyamaki en’asi. 
HEB.11.30	L’imeedyo bekako bena Yeliko bekwaki, eneki bato oetaka nsambanya beho bekolo nsambo. 
HEB.11.31	L’imeedyo Laba, boyoto’ona likele, atehyama ende l’iyo banapokaki lopoko, lacin’oka asangelaki bekiso l’olotsi. 
HEB.11.32	Yoi limoi linalingi’m’otenda lika nai? Esike efakolana lacina ntende baoyi banaki Ngidona, la Balaka, la Samasona, la Yefeta, la Dawidi, la Samwele l’asumoli okambaka. 
HEB.11.33	L’imeedyo bakoiyaki bafoka, bakambaki bikambwa bina mbongi, batambaki bisemba, bamumaki benyua bena nguli, 
HEB.11.34	balimaki locili lona nkoi, balotaki njatala la lokula lon’ita; ena boolu boniyo bakikyamaki locili, bayalamaki la mpamba en’ita, batongolaki beloi bena soldats ina befenda. 
HEB.11.35	Bayato batambaki bato’aniyo banawaki nko l’eetwelo en’ewedi; ko bamoi bawaki la mpomi mene, ko batimedya lacina batambe etungwelo eniyo, lacin’eho baate eetwelo eneleki’olotsi; 
HEB.11.36	bamoi bamekamaki la besisedya ko la befoma la mpimbo, o nko mbunda en’enyolo l’en’ayaka. 
HEB.11.37	bafuselamaki baufe, bakesamaki la tokwakwa, bamekamaki la mmeko, bayakamaki la lokula lon’ita; baselaselaki kuma bayalote bikoto bina mpate ko l’ikoto bina nta, baelingitanaki, baenaki bino, banyomamaki nko nyomama, 
HEB.11.38	(loko lotakolan’ale l’iyo), baungaki ena sengelenge l’ena bangonji ban’atale, ena bekole ko l’en’afoku bana loko. 
HEB.11.39	Ko bato’ane bahatu, kanga baataki lokumo lon’olotsi lacin’en’imeedyo iniyo, batatamba bisemba; 
HEB.11.40	lacin’oka Yakomba akodyaki yoi limoi lacin’eniso linalileki bolotsi, lacin’iyo bafayelaki ena mbongi enakolana yengoko bayela nk’iso l’iyo.
HEB.12.1	Lacin’eho, enatosambanya boloi bona temoins bik’ike mene, iso tumolake belito behetu, ko la yoi lin’owe linalileki yambana l’iso mbambana, ko tocu la laango la locinji en’otema en’emekelo ena laango eneyali en’oso’oniso; 
HEB.12.2	totakamele Bomatsi bon’imeedyo iniso onongy’iho nko mbongya, nko Yesu, onenaki bino bin’ekulusu lacin’ena enyanga eneyaaki en’oso’onande, atembolaki nsoi, ko amokisase ena likasa y’ome lin’ieko ina Yakomba. 
HEB.12.3	Koko bokanelak’ende onenak’ino bina ntango bike mene iniki bato ban’owe oatsaka, tacina botongolembwa ko botongotenya ena nkanyi inino. 
