GEN.1.1	Ha tinikangan, han pagtuha han Dyos han bug-os nga kalibutan ug han mga butang ha kalangitan
SIR.13.4	Gagamiton ka hin usa nga riko samtang makakagpahimulos hiya ha imo, kundi kon magkinahanglan ka ha iya, babayaan ka ngan waray makakabulig ha imo. 
SIR.13.5	Kaupod mo hiya samtang may-ada mo pa kwarta ngan masingabot hiya ha imo tubtob han kawaray; ha imo. 
SIR.13.6	Kon magkinahanglan hiya ha imo lilimbongan ka niya han iya mga pahiyom ngan malipayon ngan maloloy-on nga mga pulong. “Ano an imo kinahanglan?” masiring hiya. 
SIR.13.7	Pakakaonon ka niya tubtob nga maawod ka. Pagkatapos kon makaduha o makatulo ka na niya pagpakaalohi, pagtataw-an ka pa niya. Kon ha orhe magkita pa kamo, mapasangil hiya nga diri hiya nakilala ha imo ngan lalabyan ka la niya.
SIR.13.8	Pagbantay nga diri ka mahilisa; mahihimo nga malipayon ka ha imo kalugaringon ngan ha tigda la maaalohan ka. 
SIR.13.9	Kon dapiton ka ngadto han panimalay hin dako nga pagkatawo bantayi an imo panggios. Niyan susukoton ka hin pagdapita. 
SIR.13.10	Ayaw papirit hin pagduok ha iya, kay bangin ka la pabay-an niya. Ha luyo nga bahin, ayaw pagpahirayo ha iya basi diri ka niya hingalimtan. 
SIR.13.11	Ayaw pakasiring nga tupong ka ha iya o nga nasarig ka han ngatnan nga iya iginyayakan. Dida han iyo maiha ngan matinahuron nga hiruhimangraw, panumdom nga ginsasarihan ka niya.
SIR.13.12	An tawo nga diri katataporan hin mga sekreto, waray hiya pagkalooy; diri hiya mag-aalang hin pagdaot o pagpapriso ha imo. 
SIR.13.13	Tipigi an imo mga sekreto ha imo kalugaringon ngan maghirot ka, kay dayuday naglalakat ka ha butnga han kataragman.
SIR.13.15	Hinihigugma han tagsa nga binuhat an iya igkasipareho, ngan amo man liwat ini an mga tawo. 
SIR.13.16	Sugad nga nagpupurundok an amo ngahaw nga igkasipareho nga mga mananap, an mga tawo nakikig-upod-upod hin mga tawo nga igkasipareho niya. 
SIR.13.17	An makasasala nga tawo diri igkakausa han mainampoon nga tawo sugad nga diri magkakausa an lubo ngan hin usa nga nati nga karnero. 
SIR.13.18	Diri magkakausa an riko ngan an kablas sugad man an mabangis nga mananap ngan an ayam.
SIR.13.19	Sugad nga kinakaon han mga liyon an ihalas nga mga asno ha kamingawan ginraraogdaog man han mga riko an mga kablas. 
SIR.13.20	An parayawan nga mga tawo nagtatamay han mga magpinaubsanon ngan amo man an binubuhat han mga riko ngadto han mga kablas. 
SIR.13.21	Kon natutumba in usa nga riko, kinakaptan hiya hin pagpatukdaw han iya kasangkayan, kundi kon natutumba in kablas nga tawo, diri nanginginlabot an iya kasangkayan. 
SIR.13.22	Kon nagsasayop in usa nga riko, damo an mga tawo an natabang ha iya. Kon magyakan hiya hin kalurongan, tinutuod la hiya gihapon. Kundi kon magsayop in usa nga kablas, binabasol hiya dayon. Bisan maupay an iya ginyayakan, waray gud tawo nga namamati. 
SIR.13.23	Kon nagyayakan in tawo nga riko, naghihilom an ngatanan ngan gindadayaw hiya nira ngadto ha langit tungod han iya ginyayakan. Kundi kon nagyayakan in tawo nga kablas, nasiring hiya, “Hin-o ito?” Ngan kon hiya nahipapakdol, itinitikwang pa hiya nira.
SIR.13.24	Diri maraot an pagkariko kon waray ka pakasala han pag-angkon mo han bahandi. Kundi diri liwat maraot an pagkakablas. An diri natoo han Dyos amo la an nakakahunahuna hini. 
SIR.13.25	Tikang ha sag-od han imo kasingkasing hisasabotan ha imo bayhon, kon malipayon o mabidoon ka. 
SIR.13.26	Kon malipayon an imo pagbati, malipayon ka man pagkit-on bisan kon an paghimo hin mga darahonon nagkikinahanglan hin listo nga panhunahuna.
SIR.14.1	Kon in usa ka tawo diri magpasagad hin pagyinakan hin waray hangkag, angay hiya paglipayon; diri kinahanglan nga umabat nga salaan hiya. 
SIR.14.2	Kon in usa ka tawo may-ada malinis nga konsyensya ngan diri hulopanon angay gud nga paglipayon hiya.
SIR.14.3	Diri matadong nga magriko an usa nga halot. Ano an gamit han kwarta para hin usa nga tawo nga kuripot? 
SIR.14.4	Kon pag-igoan mo an imo kalugaringon basi makatirok ka hin manggad, nagtitirok ka la hini para hin iba nga tawo. Gagamiton hin iba nga mga tawo an imo karikohan hin himyang nga pag-ukoy. 
SIR.14.5	Uunanhon mo hin kamahinatagon ha iba kon kuripot ka ha imo kalugaringon, kon diri ka buot magpahimulos han imo kalugaringon nga karikohan? 
SIR.14.6	Waray na malabaw hin kamaraot kay hin usa ka tawo nga kuripot ha iya kalugaringon; usa ini nga sala nga nagdadara hin sirot. 
SIR.14.7	Kon lugaring magbuhat hin maupay in sugad nga tawo, usa la ini nga dalikyat nga hitabo. An iya kahalot maiha kon madali, hisasabotan manta. 
SIR.14.8	In usa nga tawo nga halot amo an usa nga tawo nga maraot, tinatalikdan niya an mga kinahanglanon han mga tawo 
SIR.14.9	ngan diri hiya kontento han aada ha iya. An kahalot
SIR.14.10	May mga tawo nga kuripot hin duro pagbutang hin pagkaon ha ira kalugaringon nga lamesa.
SIR.14.11	Anak kaon hin maupay sugad han imo karuyag ngan pagdara hin angay nga mga halad ngadto han 
SIR.14.12	Panumdom nga may adlaw nga maabot ha imo an kamatayon ngan diri ka maaram kon san-o maabot. 
SIR.14.13	San-o umabot ito nga adlaw, magmaloloy-on ka unta han imo kasangkayan; magmahinatagon ka sugad han imo maabot. 
SIR.14.14	Ayaw pagpalabya an usa ka adlaw nga diri mo pahimulosan an kalipay. Kon may-ada nimo karuyag pagbuhaton ngan diri man ada sala, padayona ngan buhata ini. 
SIR.14.15	Maabot an panahon nga pagbabahibahinon an ngatanan nga imo ginkabudlayan ngan ighahatag ngadto han iba. 
SIR.14.16	Sanglit pagmahinatagon; kundi maandam ka liwat hin pagkarawat tikang han iba. Pagpahimulos ngan paglipay kay diri ka makakaagi hin mga kalipayan didto ha tuna han mga patay. 
SIR.14.17	An lawas han tawo nagtitikaluya sugad hin dumog nga dugnit. Nagsusugo an kadaan nga balaod nga kinahanglan nga mamatay kita ngatanan. 
SIR.14.18	Sugad an mga tawo hin mga dahon dida hin usa nga marampag nga kahoy. May-ada mga bag-o nga saringsing nga maliwan han mga dahon nga nataktak. Samtang napatay an iba ha aton, may-ada liwat iba nga natatawo. 
SIR.14.19	Madudunot ngan maaanaw an ngatanan nga hinimo hin tawo, upod an tawo nga naghimo hini.
SIR.14.20	Malipayon an tawo nga nag-aataman han Kinaadman ngan nagamit hin maupay nga panhunahuna. 
SIR.14.21	An bisan hin-o nga magtuon hin mga paagi han Kinaadman mahibabaro liwat han iya mga sekreto. 
SIR.14.22	Lanata an Kinaadman sugad hin parapanganop nga nagbibiling hin darakpon. 
SIR.14.23	Hiling han iya mga bintana ngan pamati dida han iya mga porta. 
SIR.14.24	Pag-ukoy nga hirani gud ha iya balay, 
SIR.14.25	ngan magkakamay-ada ka maupay nga urokyan. 
SIR.14.26+SIR.14.27	Pagbalay didto, nga waray pakahadlok ha sirong han iya mga sanga, ngan linandongan han kamapaso han adlaw.
SIR.15.1	Kon may kahadlok ka ha 
SIR.15.2	Tatapoon ka niya sugad hin usa nga iroy o hin kinasal nga daragita. 
SIR.15.3	Pakakaonon ka niya han hibaro ug paiimnon ka niya hin kinaadman. 
SIR.15.4	Tapod ha iya basi diri ka mapukan, ngan diri ka gud maaalohan han imo kapakyasan. 
SIR.15.5	Pagpapasidunggan ka niya labaw pa han ngatanan mo nga mga kahigrani; kon magyakan ka ha katig-oban tatagan ka niya han angay nga mga pulong. 
SIR.15.6	Hiaagian mo an tinuod nga kalipay; hinunumdoman ha kadayonan an imo ngaran.
SIR.15.7	Kundi an mga lurong o makasasala diri ngani makakakita han Kinaadman. 
SIR.15.8	Diri hiya manginginlabot han mga tawo nga mapahitas-on; diri gud niya nasulod han hunahuna han mga buwaon. 
SIR.15.9	Diri angay para hin usa nga makasasala an pagkanta hin pagdayaw, kay diri kinasingkasing an iya pagsingba. 
SIR.15.10	An pagkanta hin pagdayaw usa nga pagpahayag hin kinaadman nga linamragan han 
SIR.15.11	Ayaw pagbasola an 
SIR.15.12	Ayaw pagsiring nga gintuyaw ka niya; diri hiya nagkikinahanglan han mga makasasala hin pagtuman han iya mga panuyo. 
SIR.15.13	Napupungot an 
SIR.15.14	Ha tinikangan han paghimoa han 
SIR.15.15	Kon karuyag mo, makakagtuman ka han mga sugo han 
SIR.15.16	Iginbutang niya in kalayo ngan tubig ha imo atubangan; abota ngan kuhaa an imo naruruyagan. 
SIR.15.17	Ikaw an pag-igo kon hain an imo pipilion: kinabuhi ug kamatayon. Maaangkon mo an imo pagpipilion. 
SIR.15.18	Dako gud an kinaadman ngan gahom han 
SIR.15.19	Maaram hiya han binubuhat han ngatanan nga mga tawo, ngan ginmamangnoan niya adton may pagkahadlok ha iya. 
SIR.15.20	Waray gud hiya magsugo nga magbuhat hin maraot an bisan hin-o nga tawo o waray hiya tumugot nga magbuhat hin sala an tawo.
SIR.16.1	Ayaw pag-ungara hin dako nga panimalay kon waray manla pulos an mga anak. Diri gud sadang iparayaw an mga anak nga lalake nga diri nakilala han Dyos. 
SIR.16.2	Magkadiano hin kadamo an imo mga anak, ayaw hira iparayaw kon waray hira pagkahadlok han 
SIR.16.3	Ayaw ibutang an imo paglaom han ira kabubuwason o ayaw pagpaabot nga maghilawig an ira kinabuhi. Mauruupay pa an usa nga bata nga nagbubuhat han kaburot-on han 
SIR.16.4	Mahihimo nga magtikadamo an umurokoy hin usa nga syudad tungod han kamaaram hin usa ka tawo, samtang nabubungkag in usa nga tribo tungod hin tampalasan nga mga tawo. 
SIR.16.5	Nakadamo na ako pakakita hin sugad nga mga butang, ngan hinbatian ko in labaw pa hini nga mga susbaranan. 
SIR.16.6	Makakaluob an nagdidilaab nga kasina han 
SIR.16.7	Waray niya pasayloa an mga higante han una nga mga panahon, nga sinmupil ha iya ngan tinmapod la han ira kalugaringon nga kusog. 
SIR.16.8	Dinmiri hiya han pagpalabilabi han mga tawo nga kaurosa ni Lot ngan naubos ini hira hin kamatay. 
SIR.16.9	Waray niya kalooyi adto nga mga nasod nga iya gin-ubos hin pagbungkag tungod han mga sala nga ira ginbuhat, 
SIR.16.10	sugad man an 600,000 nga mga tawo nga nagkaurosa didto ha kamingawan hin pagsupil ha iya. 
SIR.16.11	Bisan kon may-ada usa la ka tawo nga matig-a an ulo, usa gud nga milagro kon mahigawas hiya han kastigo. Maloloy-on an 
SIR.16.12	Dako an iya pagkalooy sugad nga mabug-at man an iya pagkastigo. Ginhuhukman niya an mga tawo sumala han ira ginbuhat. 
SIR.16.13	Waray makakasala nga makakakalagiw nga dara an iya kinawat. Babaloson han 
SIR.16.14	Pagbabaloson an tagsa nga tawo nga matadong;
SIR.16.17	Ayaw gud pagsiring, “Matago ako han 
SIR.16.18	Kon umabot na an 
SIR.16.19	Mababay-og an kabukiran ngan mangungurog an mga patukoranan han tuna ha pagtutok niya hini ngatanan. 
SIR.16.20	Diri makakahunahuna ha akon an 
SIR.16.21	Kon makasala ako ngan tagoon ko la an akon pag-ato, waray mahibabaro hini.
SIR.16.22	Kon magbuhat ako hin matadong waray magsusumat han 
SIR.16.23	Sugad hini an panhunahuna hin tawo nga gutiay la an pagsabot ngan gintutdoan hin linurong nga paagi.
SIR.16.24	Anak ko, pamati ngan dungga ako; kadudugangan an imo hibaro kon imo ini pagbuhaton. 
SIR.16.25	Tatagan ko ikaw hin makugi ngan tuptop nga pagtutdo.
SIR.16.26	Ha tinikangan gintuha han 
SIR.16.26	ngan gintagan an ngatanan han ira kalugaringon nga dapit.
SIR.16.27	Ginpahimutang niya an ngatanan hin dayon nga kahusayan,
SIR.16.27	ngan nagsugo hiya nga amo gud ini ha kadayonan.
SIR.16.27	Waray usa nga bahin han mga binuhat nga gugutomon;
SIR.16.27	waray bahin nga gugul-an o mahunong han iya buruhaton.
SIR.16.28	Diri an mga magkalainlain nga butang magpapaagaw-agaw hin dapit,
SIR.16.28	ngan diri gud nira susupakon an iya pulong.
SIR.16.29	Han paghimoa na hini ngatanan han 
SIR.16.29	sinmiplat hiya han tuna ngan ginpuno ini hin mag-upay nga mga butang.
SIR.16.30	Ginluob ini niya han ngatanan nga mga binuhat
SIR.16.30	nga kinahanglan mamatay ngan bumalik hin pagkatapotapo.
SIR.17.1	Niyan ginhimo han 
SIR.17.1	Ngan ginpabalik liwat hin katapotapo an kada usa ha ira.
SIR.17.2	Gin-igoan la niya hira hin panahon hin pag-ukoy,
SIR.17.2	kundi gintagan niya hira hin gahom pagdumara han ngatanan ha tuna.
SIR.17.3	Ginhimo niya hira nga maladawon sugad ha iya
SIR.17.3	ngan gintagan niya hira han iya
SIR.17.4	Ginbuot niya nga an ngatanan nga iba nga mga binuhat mahadlok ha ira;
SIR.17.4	gintagan niya hira hin gahom hin pagdumara,
SIR.17.4	han ngatanan nga mga mananap ug katamsihan.
SIR.17.6	Gintagan niya hira hin mga dila, mga mata,
SIR.17.6	mga durunggan, mga hunahuna ngan mga konsyensya.
SIR.17.7	Ginpuno niya hira hin hibaro ngan pagsabot
SIR.17.7	ngan ginpakita ha ira an kalainan han maupay ngan maraot.
SIR.17.8	Gintagan niya hira han iya kalugaringon nga pagsabot
SIR.17.8	ha pagpakita ha ira han pakaharangdon han iya mga binuhat.
SIR.17.10	Pagdadayawon nira an iya baraan nga ngaran
SIR.17.10	ngan igpapasangyaw an kagamhanan han ngatanan nga iya mga buhat.
SIR.17.11	Iginhatag niya ha ira an hibaro
SIR.17.11	ngan gintagan hira hin Balaod nga burabod hin kinabuhi.
SIR.17.12	Naghimo hiya ha ira hin dayon nga ginsaaran
SIR.17.12	ngan iginpadayag ha ira an iya mga sugo.
SIR.17.13	Hinkit-an nira an kamaanyag han iya pagkaharangdon,
SIR.17.13	ngan hinbatian nira an himaya han iya tingog.
SIR.17.14	Ginpahimatngon niya hira supak han diri pagkamatadong
SIR.17.14	ngan gintutdoan an kada tawo kon uunanhon niya pagdumara han iba.
SIR.17.15	Dayuday nakita an 
SIR.17.17	Gintagan niya an tagsa nga nasod han iya kalugaringon nga punoan, kundi an Israel amo an kalugaringon nga malon han 
SIR.17.19	Dayuday ginbabantayan han 
SIR.17.20	Waray mga sala nira nga natatago ha iya; hinkikit-an niya an ngatanan nga ira mga sala.
SIR.17.22	Kon nahatag kita ngadto han mga kablas, gin-iisip ini han 
SIR.17.23	Maabot an adlaw nga paghuhukman niya an mga magraot ngan kakastigohon hira. Kakarawton nira an angay para ha ira. 
SIR.17.24	Kundi tutugotan han 
SIR.17.25	Dangop han 
SIR.17.26	Balik na ngadto han Gihahataasi ngan bayai an imo sala. Pagdumti an ngatanan nga iya dinidirian. 
SIR.17.27	Makakahimo hin pagpasalamat han 
SIR.17.28	An tawo la nga buhi ngan maupay an panlawas an makakagkanta hin mga pagdayaw han 
SIR.17.29	Hin pagkadako han maloloy-on nga pagpasaylo han 
SIR.17.30	Kundi diri ini amo an kinaiya han mga tawo;
SIR.17.31	Waray mapurupawa pa kay han adlaw kundi nagsisirom an kapawa han adlaw kon may-ada bakunawa. Hin pagkamasayon han hunahuna han tawo katahoban han maraot! 
SIR.17.32	Makakahimo an 
SIR.18.1	An 
SIR.18.2	ngan hiya gudla an matadong.
SIR.18.4	Waray hiya maghatag bisan kan kanay hin gahom pagsumat han iya ginbuhat, ngan waray tawo nga makakag-usisa hini hin tukib. 
SIR.18.5	Hin-o ba an makakagsukol han iya gahom? Hin-o an makakagsaysay han bug-os nga susumaton han iya maloloy-on nga mga buhat? 
SIR.18.6	Diri kita makakadugang o makakaiban hini. Waray gud paagi hin pagtugkad han makaaramdok nga mga butang nga ginbuhat han 
SIR.18.7	Kon umabot na kita ha kataposan han susumaton, waray pa ngani kita makagtikang; diri gud la gihapon hisasabotan naton hin maupay.
SIR.18.8	Ano ba an tawo ngan ano an iya gamit? Ano an kahulogan han maupay ngan han maraot nga iya mga buhat? 
SIR.18.9	Kon in usa ka tawo mabuhi hin 100 ka tuig, hilawig ini nga kinabuhi, 
SIR.18.10	kundi kon itanding han panahon nga waray kataposan sugad la ini hin usa ka lugas nga baras ha baybayon. 
SIR.18.11	Sanglit mapinailobon gud ha aton an Dyos, ngan maloloy-on gud hiya ha aton. 
SIR.18.12	Nakita hiya ha aton ngan maaram hiya nga mapatay kita; sanglit andam hiya hin pagpasaylo. 
SIR.18.13	May-ada pagkalooy in usa ka tawo ngadto hin tawo nga iya kinikilala, kundi an 
SIR.18.14	Malolooy hiya ha aton kon karawton ta an iya pagmando ha aton ngan andam kita hin pagkarawat kon ipakita niya ha aton an aton mga pakasayop.
SIR.18.15	Anak ko, kon mabulig ka hin usa ka tawo, ayaw idungan an pagsayaw ha iya. Kon magregalo ka, upaya an pagpahimutang han imo mga pulong. 
SIR.18.16	Labaw an imo mga pulong kay han imo ihinahatag. Bisan an tun-og nakakahatag hin gutiay nga pahalibway ha panahon han kapaso. 
SIR.18.17	Tinuod, mapulsanon pa an mga mag-upay nga pulong kay han gimamaupayi nga mga regalo, ngan kon tinuod an imo paghatag, ihahatag mo ini nga duha. 
SIR.18.18	Usa nga kalurongan an kawaray pagkalooy ug an pagpakaalo. Waray mga mata nga malilipay hin pagkita hin regalo nga diri kinasingkasing an paghatag.
SIR.18.19	Kinahanglan maaram ka kon ano an imo ighihimangraw san-o ka magyakan, ngan mangnoi an imo panlawas nga diri ka pa nasasakit. 
SIR.18.20	Usisaha an imo konsyensya san-o an 
SIR.18.21	Pagpaubos anay, san-o ka pagsirotan hin sakit. Pagbasol kon nakasala ka. 
SIR.18.22	Kon magsaad ka han 
SIR.18.23	Kundi san-o ka magsaad, pag-andam nga daan hin pagtuman hini. Ayaw pagsarihi an pagkamailobon han 
SIR.18.24	Paghunahunaa! Karuyag ba nimo nga masina hiya ha imo ha adlaw han imo pagkamatay? Kon paghukman ka na niya, karuyag ba nimo nga talikdan ka? 
SIR.18.25	Kon may-ada ka han ngatanan nga imo kinaruruyag, paghunahunaa daw kon ano an pagkagutom ngan kon ano an pagkakablas. 
SIR.18.26	Damo an nababalhin sulod hin usa la ka adlaw; an 
SIR.18.27	Kon maaram ka, maghihirot ka han ngatanan nga imo ginbubuhat. Kon ginlilibotan ka han sala, paghirot gud nga diri ka kadarahigan han sala. 
SIR.18.28	An tawo nga masinaboton nakilala han kinaadman ngan pagpapasidungogan niya an bisan hin-o nga nagpapakita hini. 
SIR.18.29	Kon ha imo pakabati han kinaadman ginmahal mo ini, mahihimo ka liwat nga makinaadmananon, ngan an imo mga pulong usa nga burabod hin kinaadman para han iba.
SIR.18.30	Ayaw pagpagarong han imo mahilas; nga kaipahon; pugngi an imo maraot nga mga ungara. 
SIR.18.31	Kon pataksan mo la an tagsa mo nga ungara, pagtitinawaan ka han imo mga kaaway. 
SIR.18.32	Ayaw pagpatakas hin himyang nga pag-ukoy; makakaraot ini ha imo. 
SIR.18.33	Kon waray mo kwarta nga imo kalugaringon, ayaw pangutang para hin mahal nga mga kombite kon makakahimo manla ini ha imo nga usa nga makililimos.
SIR.19.1	Kon buhaton mo ini, diri ka
SIR.19.2	An bino ug an kababayen-an amo an nagtutukso han may buot nga kalalaken-an hin pagbuhat damo nga mga patuyaw. An lalake nga napakadto hin mga kababayen-an nga maraot an bantog, diri na nanginginano han iya kalugaringon, 
SIR.19.3	ngan tungod hini, ginbabaydan niya han iya kinabuhi. An iya nadudunot nga lawas kakaonon hin mga ulod.
SIR.19.4	Linurong la an inapiki nga pagsarig ha mga tawo. Kon nakasala ka, ikaw la ngahaw an maghihimakuri. 
SIR.19.5	Kon nakakalipay ha imo an pagkamaraot, paghuhukman ka.
SIR.19.6	Likayi an paglibak nga waray hangkag, ngan malilikyan mo in damo nga kasamokan. 
SIR.19.7	Ayaw gud liwata hin pagsumat an imo hinbatian, ngan diri ka gud magbabasol. 
SIR.19.8	Ayaw ini igsumat ngadto han imo kasangkayan o mga kaaway labot la kon makakasala ka kon hilomon mo la ini ha imo kalugaringon. 
SIR.19.9	Titigamnan ini han bisan hin-o nga makabati ha imo, ngan maiha o madali, pagdudumtan ka tungod hini. 
SIR.19.10	Hinbatian ba nimo in sumat? Himoa nga matubtob la ini ha imo. Ayaw kahadlok, diri ini makakadaot ha imo. 
SIR.19.11	An lurong nga tawo nga magsari hin pagtipig hin mga sekreto, mag-aantos sugad hin babaye nga tipag-aranak. 
SIR.19.12	Ikinapagbati niya hin mga sekreto, sugad ini hin pana nga natusok ha iya paa.
SIR.19.13	Pakianhi anay an imo sangkay hiunong hin imo hinbatian nga sayop nga iya nabuhat. Bangin diri ini matuod. Kon matuod man lugaring ini, basi diri na niya pagliwaton, 
SIR.19.14	pakianhi anay an imo amyaw mahitungod han imo hinbatian nga iya ginyakan nga diri angay. Bangin waray hiya magyakan hini. Kon ginbuhat man niya ini, basi diri na niya pagyaknon liwat. 
SIR.19.15	Kon hinbatian mo in maraot hiunong hin imo sangkay, pakianhi hiya mahitungod hini. Bangin buwa la ini. Ayaw pagtuod han ngatanan nga imo hinbatian. 
SIR.19.16	Usahay nahililisa an ginyakan hin usa ka tawo ngan diri niya tinuyo ini. Hin-o ba ha aton an waray makasala hin sugad hini nga paagi? 
SIR.19.17	Kon hibatian mo in pulong nga makapasina ha imo han imo kahigrani, pakianhi anay hiya san-o mo hiya pagtarhogon. Itubyan ini nga butang ngadto han Balaod han Gihahataasi.
SIR.19.20	Kahadloki an 
SIR.19.22	Bangin hibaroan mo an ngatanan nga angay hibaroan hiunong han pagkamaraot, kundi diri ini makakahimo ha imo nga maaram. Diri subay ha katadongan an pagsunod han sagdon han mga makasasala. 
SIR.19.23	Mahihimo nga an pagkalisto gamiton para hin maraot nga mga panuyo, kundi may mga tawo nga linurong an panggawi tungod kay diri hira maaram. 
SIR.19.24	Mauruupay pa in tawo nga may pagkahadlok han Dyos bisan kon diri hiya maaram, kay han gililistohi han mga makasasala. 
SIR.19.25	Mahihimo nga magin listo in usa ka tawo kundi malimbong la gihapon o makakuha han iya kinaruruyag pinaagi hin pagkamatinahuron.
SIR.19.26	May magraot nga mga tawo nga nagpapakita hin masulob-on ug mainampoon nga nawong, kundi nagtatalinguha la hin paglimbong ha imo. 
SIR.19.27	Ilinilingiw nira an ira mga nawong ngan napasangil nga diri nabati ha imo, kundi masingabot hira ha imo ha takna nga diri mo ginpapaabot. 
SIR.19.28	Kon diri hira makakagbuhat hin sala yana, tungod hin kakulang hin kusog, bubuhaton nira ini ha syahan nga higayon nga ihatag ha ira. 
SIR.19.29	Makikilala mo in usa nga tawo pinaagi han iya pamahongpahong. Mahibabaro ka kon may maupay niya nga pagsabot ha syahan nimo nga pagkita ha iya. 
SIR.19.30	Makilala ka ha iya pinaagi han iya pagbado han iya pagtawa ngan han iya paglakat.
SIR.20.1	In usa ka tawo nahimo nga sawayon mo hin sayop nga paagi; sanglit bangin maupay ada an paghilom kay han pagyakan. 
SIR.20.2	Kundi mauruupay pa nga sawayon mo an tawo basi makapahungaw ka han imo kasina. 
SIR.20.3	Angkona an imo sayop ngan malilikyan mo an kaarawdan. 
SIR.20.4	An paggamit hin kusog basi mahibaroan in usa nga butang, sugad ini hin kinaponan nga lalake nga karuyag maglugos hin usa nga babaye. 
SIR.20.5	May mga tawo nga ginhuhunahuna nga maaram kay diri damo an ira pulong. 
SIR.20.6	May mga tawo nga mahilomon kay waray man nira sadang igyakan; mahilomon an iba kay maaram hira kon san-o an igo nga panahon hin pagyakan. 
SIR.20.7	Diri magyayakan an maaram nga tawo tubtob han pag-abot han igo nga takna hin pagyakan, kundi diri maaram an hambogero nga lurong kon san-o maabot ito nga takna. 
SIR.20.8	Waray makakaantos hin usa ka tawo nga maiha magyinakan ngan diri nahatag hin higayon han iba hin pagyakan.
SIR.20.9	An maraot nga palad makakadara usahay ngadto hin kauswagan, ngan an maupay nga palad ngadto hin kapirdehan.
SIR.20.10	Usahay diri nakakaupay ha imo an kamahinatagon, kundi usahay liwat binabaydan ini hin duha ka pilo.
SIR.20.11	An dungog mahihimo sundan hin kaarawdan, kundi may-ada mga tawo nga diri kinikilala han iba nga nakakab-ot hin dungganan nga kahimtang.
SIR.20.12	Usahay an imo na gintawaran nga butang nahihimo nga mahal hin duro nga sayop.
SIR.20.13	Kon magyakan in tawo nga maupay maghukom, makakaagi hiya hin kasangkayan. Kundi waray la kapulsanan para hin usa nga lurong an iya mga pagpakaupay. 
SIR.20.14	Kon in usa nga lurong maghatag ha imo hin regalo waray la ini kaupayan, diri ini sugad ka mapulsanon han iya nahuhunahunaan.
SIR.20.15	Diri hiya mahinatagon labot la hin pagsuson nga iya igogoliat basi makabati an bug-os nga kalibutan. Kon pautangon ka niya yana nga adlaw, masukot manta hiya pagkabuwas. (Diri ka ba mapupungot hin sugad nga mga tawo?) 
SIR.20.16	Niyan masiring ito nga lurong, “Waray gud naruruyag ha akon. Waray gud nagmamahal han akon ginbubuhat para ha ira. Kinakarawat nira an akon ihinahatag, kundi ginlilibak ako nira ha akon talikoran.” 
SIR.20.17	Ngan tama hiya—hiya an dayuday la pagtinawaan.
SIR.20.18	Mauruupay pa an matalindas an imo tiil kay han paghilisa han dila. Mabubungkag hin kadagmitan an mga magraot sugad hin paghitalindas ngan hin paghitumba hin usa ka tawo.
SIR.20.19	An waray batasan nga tawo sugad hin usa nga mangil-ad nga susumaton nga dayuday iginsusumat han tapang nga mga tawo.
SIR.20.20	Waray namamati hin darahonon kon ighimangraw ini hin usa nga lurong ha diri igo nga panahon.
SIR.20.21	An tawo nga diri nakakasala tungod han iya kakablas, nakakapahuway nga murayaw an konsyensya.
SIR.20.22	Mahihimo nga mawad-an ka han imo pagtahod han kalugaringon pinaagi hin pag-alang hin pagyakan ha atubangan han mga lurong.
SIR.20.23	Kon magsaad ka hin sangkay tungod la nga naaawod ka hin pagdumiri, naghihimo ka la hin kaaway.
SIR.20.24	An pagbuwa amo in usa nga maraksot nga buring dida han ginawian hin tawo, kundi dayuday ginbubuhat ini han mga tapang. 
SIR.20.25	Mauruupay pa in usa nga kawatan kay hin usa nga sabid nga buwaon, kundi hira nga duha mahingangadto ha karat-an. 
SIR.20.26	Waray dungog an usa nga buwaon. Nag-uokoy hiya ha dayuday nga kaarawdan.
SIR.20.27	Pagyakan hin maupay ngan magmamainuswagon ka dinhe ha kalibutan. An dumagko nga mga tawo nagmamahal hin tawo nga maupay in buot. 
SIR.20.28	Pasasayloon ka nira han imo mga sayop kon naruruyagan ka nira, sanglit upaya an pag-uma han tuna ngan mag-aani ka hin damo!
SIR.20.29	Nabubuta han kamatuoran an mga makinaadmananon tungod han mga regalo ngan mga hukip ngan napupudngan hira han ira pagkatangkod dida han ira pagsuson.
SIR.20.30	An kinaadman nga diri nahipapagawas ha pulong sugad hin manggad nga tinago—ini nga duha waray gamit. 
SIR.20.31	Mauruupay pa in usa ka tawo nga nagtatahob han iya kalurongan kay han usa nga diri nagamit han iya kinaadman.
SIR.21.1	Anak ko, nakasala ka ba? Ayaw na ini pagliwata ngan pangaro hin pasaylo tungod han imo nabuhat. 
SIR.21.2	Paglikyi an sala sugad hin pagpahirayo mo han halas. Kon dumuok ka, tutukbon ka hini sugad hin liyon ngan mapatay ka. 
SIR.21.3	An tagsa nga buhat nga nasupak han balaod nagbibilin hin samad nga diri nauupay, sugad hin gintigbas hin espada nga paluyo an tarom.
SIR.21.4	Kon waray batasan ngan mapahitas-on in usa ka tawo, kawawad-an hiya han ngatanan nga iya hiagi.
SIR.21.5	Kon nag-aampo an mga kablas, pinamamatian hira han Dyos ngan binabaton hin kadagmitan an ira mga pag-ampo.
SIR.21.6	Nakakasala ka kon diri ka pumasaway; ngan magbabasol ka hin kinasingkasing kon may-ada mo pagkahadlok han 
