MAT.1.1	Azezi n de Adavidi yɩɩŋa, la Abraham yɩɩŋa yaabdõma n wãna:
HEB.7.20	La sɛla n pa'asɛ, Nawẽnnɛ yʋʋn pɔɩ mɛ. Leviti dõma n yʋʋn lebge kãabgɔ kẽma la, Nawẽnnɛ ka pɔɩ. 
HEB.7.21	La Azezi n lebge kãabgɔ kẽema la, Nawẽnnɛ pɔɩ mɛ yetɩ:
HEB.7.21	«Mam n de Zuudãana la pɔɩ mɛ,
HEB.7.21	mam kãn viige m nõorɛ.
HEB.7.21	Fʋ de la kãabgɔ kẽema
HEB.7.21	wakatɛ n ka ba'asrɩ ĩyã.»
HEB.7.22	La de la bɛla tɩ Azezi basɛ tɩ tɩ mina sõŋa sõŋa, tɩ Nawẽnnɛ n bĩŋe a nõorɛ se'em la tõma la, n ãn sõŋa gãnna kʋrʋm nõorɛ la. 
HEB.7.23	Sɛla n le pa'asɛ, kʋrʋm kãabgɔ kẽma la yʋʋn zo'oge mɛ sɔɔsna taaba, se'ere n soe la, kũm n yʋʋn gu'uri ba tɩ ba ka tãna tõnna wakatɛ wuu. 
HEB.7.24	La Azezi vɔa la wakatɛ wuu, nẽra ka sɔɔrɩ a kãabgɔ kẽema tõoma la tõnna. 
HEB.7.25	La de la bɛla tɩ a tãna wʋn fãagɛ sɛba wuu n doose la ẽŋa lɛnna Nawẽnnɛ zẽ'am na, wakatɛ wuu ĩyã. Se'ere n soe la, a vɔa mɛ wakatɛ wuu yõkra Nawẽnnɛ sɩa bɔ'ɔra ba.
HEB.7.26	La de la kãabgɔ kẽma nẽŋadãana n ãn wãna n masɛ tɩ tɩ tara: A de la pʋpeelem dãana, ka tara yelle, ka tara dõrga, a welge a mẽŋa mɛ la tõon-be'ero dõma, tɩ Nawẽnnɛ zẽkɛ ẽ sẽŋɛ saazuum-zuum. 
HEB.7.27	Ẽŋa ka ãn wʋ kãabgɔ kẽma nẽŋadõma basɛba la, tɩ daarɛ woo la dɛna ba dẽŋɛ kãabɛ ba mẽŋa tõon-be'ero ĩyã, dee yãŋa kãabɛ nẽrba tõon-be'ero ĩyã la. Ẽŋa dɩkɛ la a mẽŋa kãabɛ nõorɛ ayɩla mã'a bɔ nẽrba tõon-be'ero ĩyã. 
HEB.7.28	Amoyisi lɔɔ la yʋʋn loorɩ la nẽrsaalba pãŋa n pɔ'ɔgɛ tɩ ba dɛna kãabgɔ kẽma nẽŋadõma. La Nawẽnnɛ n bĩŋe a nõorɛ dee pɔɩ bɛla poorʋm na, a looge la a Dayʋa n masɛ sɛla woo pʋam wakatɛ n ka ba'asrɩ ĩyã.
HEB.8.1	Tõma yetɔga la tɩ tõma tɔgrɩ la zuo n wãna: Tõma tarɩ la kãabgɔ kẽma nẽŋadãana, ẽŋa n zĩ saazuum Nawẽnnɛ n de ke'eŋo dãana la na'am bĩmbĩnne zʋʋgɔ. 
HEB.8.2	Ẽŋa n boe zẽ'e-sõŋɔ mẽŋa mẽŋa la pʋam tõnna bɔ'ɔra Nawẽnnɛ, zẽ'e-ẽŋa de la Zuudãana Nawẽnnɛ mẽŋa yire, la dagɩ zẽ'e-sɛka tɩ nẽrsaalba tĩ pʋ'ʋsra Nawẽnnɛ na. 
HEB.8.3	Ba loorɩ kãabgɔ kẽma nẽŋadãana woo tɩ a bɔ'ɔra la Nawẽnnɛ bɔ'a, la a kãabra bɔ'ɔra ẽ. Bɛla tɩ la mẽ masɛ tɩ ẽŋa tara sɛla bɔ Nawẽnnɛ. 
HEB.8.4	Azezi sãn boe nɩ na tẽŋa wã zuo, a ka de nɩ kãabgɔ kẽema. Se'ere n soe la, kãabgɔ kẽma põn bɔna mɛ bɔ'ɔra bɔ'a wʋ Amoyisi lɔɔ la n de se'em na. 
HEB.8.5	Bãma n tõnnɩ tõon-sɛka la de la sɛla n ɩtɩ Nawẽnnɛ yire la wõnnɛ, la a mãmsgɔ. La ãn wʋ Amoyisi n yʋʋn yetɩ a tĩ zẽ'e-sɛka tɩ ba pʋ'ʋsra Nawẽnnɛ na, Nawẽnnɛ yʋʋn yele ẽ yetɩ: «Bɩsɛ sõŋa sõŋa tɩ fʋ wʋn tĩ ẽ tɩ a ãna wʋ mam n pa'alɛ fʋ tãŋa zuo se'em na.» 
HEB.8.6	La lɛɛlɛ wã, Azezi tarɩ la tõon-keko gãnna bãma. Nõorɛ tɩ Nawẽnnɛ bĩŋe la tõma Azezi ĩyã la n ãn sõŋa gãnna, se'ere n soe la, sɛla tɩ a yetɩ a ẽŋɛ bɔ tɔ nõor-bĩŋre ẽna pʋam na n ãn sõŋa gãnna.
HEB.8.7	Pɔspɔsɩ nõor-bĩŋre la yʋʋn sãn ka gelge nɩ, la ka de nɩ tɩ Nawẽnnɛ bĩŋe nõorɛ bʋyi dãana. 
HEB.8.8	La Nawẽnnɛ zɛrgɛ ba mɛ, bɛla tɩ a yele yetɩ:
HEB.8.8	«Dabsa n sẽm tɩ mam wʋn bĩŋe nõor-paalga la Ɩsrayɛlɩ dõma, la Zuda dõma lɛ.
HEB.8.9	La kãn ãna wʋ nõor-bĩŋre sɛka tɩ mam yʋʋn bĩŋe la ba yaabdõma wakat-sɛka tɩ mam gʋrɛ ba nu'usi tarɩ ba Ezipti yese la.
HEB.8.9	Ba yʋʋn ka doose mam nõorɛ la tɩ mam bĩŋe yetɩ ba ẽŋɛ se'em na, bɛla n soe tɩ mam basɛ ba.
HEB.8.9	Mam n de Zuudãana la n yele.
HEB.8.10	Mam n yetɩ m bĩŋe m nõorɛ se'em la Ɩsrayɛlɩ dõma dabsa bãma poorʋm n wãna:
HEB.8.10	Mam wʋn dɩkɛ m lɔɔ la ẽŋɛ la ba pʋtẽ'era pʋam,
HEB.8.10	mam wʋn gʋlsɛ ba la ba sũure pʋam.
HEB.8.10	Mam wʋn dɛna ba Nawẽnnɛ,
HEB.8.10	tɩ ba dɛna mam nẽrba.
HEB.8.11	Nẽra nẽra kãn le zãsʋm a tadãana bɩɩ a sɔbia yele ẽ tɩ a bãŋɛ Zuudãana la,
HEB.8.11	se'ere n soe la, ba nẽrba wuu wʋn bãŋɛ mam mɛ,
HEB.8.11	halɩ lan pɔsɛ la kɔm-pɩgsɩ ka paagɛ bõnkɛgsɩ.
HEB.8.12	Lan de se'em na, mam wʋn basɛ ba koŋre la taalɛ mɛ,
HEB.8.12	mam kãn le tẽra ba tõon-be'ero la yɛla.»
HEB.8.13	Nawẽnnɛ n tɔgrɩ nõor-bĩŋre paalga yelle la, a botɩ pɔspɔsɩ dãana la dɛna la kɛka. La sɛla n lebge kɛka kʋrgɛ deege la a bɔɩ.
HEB.9.1	Pɔspɔsɩ nõor-bĩŋre la yʋʋn tarɩ la zẽ'e-sõŋɔ tẽŋa zuo, la sɔa tɩ ba dɔla pʋ'ʋsra Nawẽnnɛ. 
HEB.9.2	Ba yʋʋn tĩ la fuu-deego beŋe zẽ'esɩ bayi, wi'ira pɔspɔsɩ zẽ'a la tɩ Nawẽnnɛ zẽ'e-sõŋɔ. Bilam, fɩtladõma dɔglgɔ zẽ'a, la taablɩ tɩ ba dɔglɩ borborɩ bɔ'ɔra Nawẽnnɛ n boe mĩ. 
HEB.9.3	La fuugo la n beŋe deego bʋyi dãana la, ba wi'iri bilam tɩ Nawẽnnɛ zẽ'e-sõŋɔ mẽŋa mẽŋa. 
HEB.9.4	Kãabgɔ bĩmbĩnne n de sãlma tɩ ba yõ'orɩ tɩdarɛ a zuo n boe mĩ, pa'asɛ la nõor-bĩŋre daka tɩ ba dɩkɛ sãlma yũlge a wuu. Sãlma lɔkɔ tɩ mannɩ boe a pʋam, la Aarõ dasaarɛ n puse võorɔ la, la kug-palagsɩ sɛba tɩ Nawẽnnɛ n bɔ nõorɛ se'em na gʋlsɛ ba zuto la n boe daka la pʋam. 
HEB.9.5	Daka la zuo, ba ẽŋɛ la malɛkadõma tɩ ba wi'iri tɩ seribẽ n pa'alɩ Nawẽnnɛ na'am pãŋa ẽŋɛ mĩ, tɩ ba kempagsɩ yɛrgɛ tɩ ba mã'asʋm pĩ zẽ'e-sɛka tɩ ba ɩtɩ zɩɩm mĩ tɩ Nawẽnnɛ basra nẽrba tõon-be'ero taalɛ la. La lɛɛlɛ wã, mam kãn wɛgsɛ bõn-bãma yelle pa'alɛ ya.
HEB.9.6	Sɛla woo mãasʋm na bɛla bɔna a zẽ'a, tɩ kãabgɔ kẽma la kẽ'era pɔspɔsɩ deego la pʋam daarɛ woo tõnna ba tõoma. 
HEB.9.7	La deego bʋyi dãana la pʋam, kãabgɔ kẽma nẽŋadãana la mã'a n kẽ'erɩ mĩ nõorɛ ayɩla yʋʋnɛ pʋam. A sãn kẽ'era mĩ, dẽnɩ tɩ a tara dũnsi zɩɩm ka bɔ Nawẽnnɛ, a mẽŋa tuure, la nẽrba tuure ĩyã.
HEB.9.8	Bɛla, Nawẽnnɛ Sɩa pa'alɩ tɩ pɔspɔsɩ deego la n daan ken bɔna la, sore ka pakɛ tɩ nẽra tãna wʋn kẽ Nawẽnnɛ zẽ'e-sõŋɔ mẽŋa mẽŋa la pʋam. 
HEB.9.9	Bɛla de la mãmsgɔ pa'ala tõma bõn-sɛba n boe lɛɛlɛ wã võorɛ. Bɔ'a, la dũnsi tɩ ba kãabrɩ bɔ'ɔra Nawẽnnɛ na, ka tã wʋn basɛ tɩ sɛba n ɩtɩ bɛla pʋ'ʋsra Nawẽnnɛ na sũure masɛ a zẽ'am. 
HEB.9.10	Ba de la dia, la bõn-yũula, la ko'om peere buuri to'oto'ore yelle mã'a. Ɩrgɔ bãma de la ĩyã yɛla n de dũnia wã bõnɔ n yʋʋn boe tɩ nẽrba dɔla, halɩ wa paagɛ wakat-sɛka tɩ Nawẽnnɛ malɩn malgɛ sɛla woo sõŋa.
HEB.9.11	La Krisi n wa'am na, a de la kãabgɔ kẽma nẽŋadãana, ẽŋa n bɔ tõma bõn-sõma tɩ tɩ tarɩ wã, ẽŋa n kẽ zẽ'e-sõŋɔ n masɛ sɛla woo pʋam n gãnnɩ na, la dagɩ fuugo deego tɩ nẽrsaalba tĩ, a dagɩ dũnia wã bõnɔ. 
HEB.9.12	A daan kẽ Nawẽnnɛ zẽ'e-sõŋɔ la pʋam na nõorɛ ayɩla mã'a wakatɛ wuu ĩyã. La dagɩ bʋʋsɩ zɩɩm, la lɔl-pɔla zɩɩm tɩ a dɩkɛ kãabɛ bɔ Nawẽnnɛ, a dɩkɛ la a mẽŋa zɩɩm kãabɛ bɔ Nawẽnnɛ fãagɛ tõma wakatɛ n ka ba'asrɩ ĩyã. 
HEB.9.13	Ba yʋʋn tarɩ la bʋʋsɩ, la lɔlsɩ zɩɩm, la na-sa'arɛ tɩ ba yõ tãmpɛglʋm mĩisra nẽr-sɛba n sã'am lɔɔ la, tɩ ba le malgɛ ba tɩ ba ãna sõŋa masɛ la lɔɔ la. 
HEB.9.14	Krisi zɩɩm na tarɩ pãŋa mɛ gãnna bɛla zozo'e. Ẽŋa ka tarɩ tuure, la doose la Nawẽnnɛ Sɩa n boe wakatɛ wuu tɩ a dɩkɛ a mẽŋa bɔ Nawẽnnɛ, peege tɩ tõon-be'ero n sẽm na kũm na, tɩ tɩ sũure ãna sõŋa, tɩ tɩ tõnna bɔ'ɔra vɔm dãana Nawẽnnɛ. 
HEB.9.15	La de la bɛla ĩyã tɩ Nawẽnnɛ bĩŋe nõor-paalga ẽŋa ĩyã. Ẽn ki la ĩyã, a yɔ fãagɛ nẽr-sɛba n tuuge pɔspɔsɩ nõorɛ bĩŋre la pʋam mɛ, tɩ Nawẽnnɛ n wi ba la, ba wʋn to'oge bõn-sõma tɩ a bĩŋe nõorɛ tɩ a bɔ a nẽrba la wakatɛ n ka ba'asrɩ ĩyã.
HEB.9.16	Nẽra sãn pa'alɛ ba wʋn pʋɩ ẽŋa bõntarsõm se'em ẽŋa kũm poorʋm, dẽnɩ tɩ a ki dee tɩ ba yãŋa pʋɩ ba. 
HEB.9.17	Nẽra la sãn ken vɔa, a nõorɛ la tɩ a bɔ la de la yoogo. La de la a kũm poorʋm tɩ a tarɩ yõorɔ. 
HEB.9.18	La mẽ de la bɛla baa la Nawẽnnɛ pɔspɔsɩ nõor-bĩŋre la, la de la dũnsi zɩɩm n yese tɩ a pɔsɛ tõnna. 
HEB.9.19	Amoyisi n yʋʋn tɔgɛ Nawẽnnɛ lɔɔ wuu pa'alɛ nẽrba wuu wʋ Nawẽnnɛ n yele se'em kɩ'ɩlɩm na, a yãŋa dɩkɛ la lɔl-pɔla, la bʋʋsɩ zɩɩm, la ko'om, dɩkɛ pesgo kõbrɔ n ãn mõlga, vile izɔpɩ võorɔ lʋsɛ ba pʋam, mĩise nõor-bĩŋre gõŋɔ la, la nẽrba la wuu, 
HEB.9.20	dee yele yetɩ: «Zɩɩ-bãna wã n pa'alɩ tɩ Nawẽnnɛ bĩŋe nõorɛ la ya lɛ tɩ ya sakɛ ẽ.» 
HEB.9.21	Amoyisi yʋʋn ken dɩkɛ zɩɩm na mĩise fuu-deego la, la pʋ'ʋsgɔ lɔgrɔ la wuu mɛ. 
HEB.9.22	La sãn dɛna lɔɔ la sore, la ãn wʋ la de la sɛla woo tɩ zɩɩm malgrɩ tɩ ba le ãna sõŋa Nawẽnnɛ zẽ'am. Tɩ zɩɩm sãn ka yese, Nawẽnnɛ ka basrɩ nẽrba tõon-be'ero taalɛ.
HEB.9.23	Lan yʋʋn masɛ tɩ ba dɩkɛ dũnsi zɩɩm malgɛ bõn-sɛba n mãmsrɩ sɛla n boe Nawẽnnɛ yire la, tɩ ba le ãna sõŋa bɛla la, la sãn dɛna bõnɔ la mẽŋa n boe Nawẽnnɛ yire la, dẽnɩ tɩ la dɛna kãabgɔ n ãn sõŋa gãnna bɛla. 
HEB.9.24	Krisi n kẽ zẽ'e-sɛka la, dagɩ deego tɩ nẽrsaala ẽŋɛ bɔ Nawẽnnɛ n mãmsrɩ Nawẽnnɛ zẽ'e-sõŋɔ mẽŋa mẽŋa la, a kẽ la Nawẽnnɛ yire mẽŋa, bɔna Nawẽnnɛ nẽŋam tõma sõŋrɛ ĩyã. 
HEB.9.25	Krisi ka kẽ nõorɛ faa wʋ kãabgɔ kẽma nẽŋadãana la n kẽ'erɩ zẽ'e-sõŋɔ la yʋʋnɛ woo la zɩɩm n dagɩ a mẽŋa zɩɩm na, a kẽ la nõorɛ ayɩla mã'a dɩkɛ a mẽŋa kãabɛ bɔ Nawẽnnɛ. 
HEB.9.26	La sãn dagɩ nɩ bɛla, a daan wʋn nãmsɛ nɩ mɛ nõorɛ faa, halɩ lan pɔsɛ dũnia pĩ'iluŋo wa paam zĩna. La sɛla n de sɩra, a wa'am na nõorɛ ayɩla mã'a dũnia ba'asgɔ wakatɛ wã, tɩ a yese tõon-be'ero, ẽn dɩkɛ a mẽŋa kãabɛ la ĩyã. 
HEB.9.27	Nẽra woo kiiri la bʋyɩla, dee tɩ Nawẽnnɛ dita a sarɩya. 
HEB.9.28	Bɛla mẽ, Krisi dɩkɛ a mẽŋa bɔ la nõorɛ ayɩla yese nẽrba zozo'e tõon-be'ero basɛ. A wʋn le leme wa'am mɛ nõorɛ bʋyi pʋam, la, la kãn dɛna tõon-be'ero yɛsga ĩyã, la de la nẽr-sɛba n gu'uri ẽ tɩ ba yẽ fãarɛ la ĩyã.
HEB.10.1	Amoyisi lɔɔ la yɛla yʋʋn mãmsrɩ la bõn-sõma n sẽm na mã'a, ba ka de sɛla n de sɩra la mẽŋa mẽŋa. A botɩ nẽrba kãabra la kãabgɔ bãma mẽŋa yʋʋnɛ woo bɔ'ɔra Nawẽnnɛ ka ba'asra. La a ka tã wʋn botɩ nẽr-sɛba n kãabrɩ bɛla la lɛm Nawẽnnɛ masɛ sɛla woo pʋam. 
HEB.10.2	Sɛba n ɩtɩ bɛla pʋ'ʋsra Nawẽnnɛ na, sãn malgɛ nɩ mɛ ãna sõŋa wakatɛ wuu ĩyã, ba kãn le tẽ'esra tɩ tõon-be'ero boe bãma zuto, la ba wʋn basɛ mɛ kãn le kãabra. 
HEB.10.3	La dagɩ bɛla, kãabgɔ bãma tɩ ba kãabrɩ la, tẽerɩ ba la ba tõon-be'ero yelle yʋʋnɛ woo. 
HEB.10.4	Se'ere n soe la, lɔlsɩ, la bʋʋsɩ zɩɩm ka tã wʋn yese tõon-be'ero basɛ.
HEB.10.5	Bɛla n soe tɩ Krisi n daan sẽm dũnia zuo la, a daan yele Nawẽnnɛ yetɩ:
HEB.10.5	«Fõn ka boorɩ kãabgɔ, la bɔ'a,
HEB.10.5	la fõn ẽŋɛ la ĩyã bɔ mam.
HEB.10.6	Kãabgɔ sɛka tɩ ba yõ'orɩ bĩmbĩnne zuo,
HEB.10.6	la kãabgɔ sɛka tɩ ba kãabrɩ tõon-be'ero taalɛ basga ĩyã la,
HEB.10.6	ka ɩtɩ fõn sũure yẽlʋm.
HEB.10.7	Bɛla tɩ mam yetɩ:
HEB.10.7	‹Zuudãana Nawẽnnɛ,
HEB.10.7	mam n wãna n yetɩ m ẽŋɛ fõn boorɩ tɩ m ẽŋɛ se'em na,
HEB.10.7	wʋ lan gʋlsɛ mam yelle fʋ gõŋɔ pʋam se'em na.› »
HEB.10.8	A dẽŋɛ yetɩ: «Fõn ka boorɩ kãabgɔ, la bɔ'a, la kãabgɔ sɛka tɩ ba yõ'orɩ bĩmbĩnne zuo, la kãabgɔ sɛka tɩ ba kãabrɩ tõon-be'ero taalɛ basga ĩyã, la ka ɩtɩ fõn sũure yẽlʋm.» La kãabgɔ bãma, ba kãabrɩ ba wʋ lɔɔ la n yele se'em na. 
HEB.10.9	Dee le yetɩ: «Mam n wãna n yetɩ m ẽŋɛ fõn boorɩ tɩ m ẽŋɛ se'em na.» A saam pɔspɔsɩ kãabgɔ la mɛ dee vigle bʋyi dãana. 
HEB.10.10	Azezi-krisi ẽŋɛ la Nawẽnnɛ n boorɩ se'em, a dɩkɛ la a mẽŋa kãabɛ bɔ ẽ nõorɛ ayɩla wakatɛ wuu ĩyã, tɩ tõma welge to'ore dɛna Nawẽnnɛ nẽrba.
HEB.10.11	Kãabgɔ kẽema woo ze la a tõoma zẽ'am daarɛ woo tõnna, la a kãabrɩ la kãabgɔ bãma mẽŋa nõorɛ faa, dee tɩ la ka tãna tõon-be'ero yɛsra. 
HEB.10.12	La Krisi dɩkɛ a mẽŋa kãabɛ la nõorɛ ayɩla bɔ yese nẽrba tõon-be'ero wakatɛ wuu ĩyã, dee sẽŋɛ ka zẽa Nawẽnnɛ zʋʋgɔ, 
HEB.10.13	gu'ura tɩ Nawẽnnɛ wa ẽŋɛ a bɛ'ɛba tɩ ba bɔna a nãma tẽŋa. 
HEB.10.14	Bɛla, kãabgɔ bʋyɩla la mã'a tɩ a welge nẽrba to'ore tɩ ba dɛna Nawẽnnɛ nẽrba masɛ sɛla woo pʋam wakatɛ n ka ba'asrɩ.
HEB.10.15	Nawẽnnɛ Sɩa mẽ pa'alɛ tõma tɩ bõn-ẽŋa de la sɩra, se'ere n soe la, a yele yetɩ:
HEB.10.16	«Mam n yetɩ m bĩŋe m nõorɛ se'em la ba dabsa bãma poorʋm n wãna:
HEB.10.16	Mam wʋn dɩkɛ m lɔɔ la ẽŋɛ la ba sũure pʋam,
HEB.10.16	mam wʋn gʋlsɛ ba ba pʋtẽ'era pʋam.
HEB.10.16	Mam n de Zuudãana n yele.»
HEB.10.17	Dee ken yetɩ:
HEB.10.17	«Mam kãn le tẽra ba tõon-be'ero, la ba tuure la yelle.»
HEB.10.18	Bɛla, Nawẽnnɛ n basɛ tõon-be'ero taalɛ la, la ka le nara tɩ ba kãabra tõon-be'ero taalɛ basga ĩyã.
HEB.10.19	M sɔbiisi, tõma mi tɩ Azezi zɩɩm na ĩyã, tõma tarɩ nõorɛ mɛ tɩ tɩ kẽ Nawẽnnɛ zẽ'e-sõŋɔ mẽŋa mẽŋa la pʋam. 
HEB.10.20	Azezi n dɩkɛ a mẽŋa ĩyã kãabɛ bɔ la, a ãagɛ fuugo la n beŋe tõma la Nawẽnnɛ na mɛ, yo'oge so-paalɛ n bɔ'ɔrɩ vɔm bɔ tõma. 
HEB.10.21	Tõma tarɩ la kãabgɔ kẽma nẽŋadãana n bɩsrɩ Nawẽnnɛ nẽrba yelle. 
HEB.10.22	Bɛla ĩyã, basɛ-ya tɩ tɩ lɛm Nawẽnnɛ zẽ'am la pʋpeelem, la sũure n bɔ sɩra zõnzõnnɔ, la sũure n peege tɩ tɩ mina tɩ tõon-be'ero ka le bɔna, la ĩyã n peege la ko-sõma. 
HEB.10.23	Tɩ pa'alɛ-ya tɩn tarɩ pʋtẽ'erɛ gu'ura sɛla la da basɛ, se'ere n soe la, Nawẽnnɛ de la sɩra dãana, a wʋn ẽŋɛ ẽŋa n bĩŋe a nõorɛ se'em na.
HEB.10.24	Tɩ bɩsra taaba yelle wʋn kɛŋra taaba, tɩ tɩ tara nõŋlʋm, dee tõnna tõon-sõma. 
HEB.10.25	Tɩ da basɛ taaba lagsgɔ wʋ nẽrba basɛba n ɩtɩ se'em na, tɩ bɔ'ɔra-ya taaba bʋraanɛ, yãma n yẽ tɩ Azezi lemŋo daarɛ la lɛm mɛ na.
HEB.10.26	Nẽr-sɛka n bãŋɛ Nawẽnnɛ sɩra la, a sãn mina dee ken tõnna tõon-be'ero la yɛmleego, kãabgɔ ka le bɔna tõon-be'ero yɛsga ĩyã. 
HEB.10.27	Sɛla n yãŋa deege de la nẽr-ẽŋa gu'ura Nawẽnnɛ sarɩya, la bugum n wʋn di sɛba n sɩ'ɩsɛ Nawẽnnɛ na, la dabeem. 
HEB.10.28	La sãn dɛna la Amoyisi lɔɔ la, nẽra sãn sã'am lɔɔ la, tɩ nẽrba bayi, bɩɩ batã bɔna mĩ dɛna kaset-dõma, ninbãalga ka boe, dẽnɩ tɩ a dãana ki. 
HEB.10.29	La sãn dɛna bɛla, nẽr-sɛka n kɛsɛ Nawẽnnɛ Dayʋa la, kãn yẽ sɩbgrɛ n de be'em halɩ gãnna bɛla bɩɩ? Nẽr-ẽŋa bɩsɛ Azezi zɩɩm na tɩ Nawẽnnɛ bĩŋe a nõorɛ a ĩyã la zãŋa. La, la de la zɩɩm ẽŋa tɩ Nawẽnnɛ dɩkɛ botɩ nẽra la welge to'ore dɛna Nawẽnnɛ nẽra. Ẽŋa dãana ken pɔ'ɔgɛ Nawẽnnɛ Sɩa n de yel-sõnnɛ dãana la mɛ. 
HEB.10.30	Tõma mi Nawẽnnɛ n yetɩ: «Mam n de m lebse be'em, la de la mam n wʋn yɔ.» La ken yetɩ: «Zuudãana la n wʋn di a nẽrba sarɩya.» 
HEB.10.31	La de la yelle mẽŋa mẽŋa bɔ sɛka n lui Nawẽnnɛ n de vɔm dãana la nu'usum.
HEB.10.32	Tẽegɛ-ya yãma n daan pɔsɛ yẽ Nawẽnnɛ peelem n pa'alɛ ya sɩra la, lan daan ãn se'em bɔ ya, ya daan yẽ nãmsgɔ zo'oge mɛ, la ya wĩbe mɛ ze'ele kãŋkãŋɛ. 
HEB.10.33	Ba daan tʋʋrɩ dee nãmsra ya nẽrba basɛba mɛ nẽrba zẽ'am, la yãma naagɛ la sɛba tɩ ba nãmsrɩ la mɛ sõŋɛ ba. 
HEB.10.34	La yãma zoe sɛba n boe yʋ'a deem na ninbãalga mɛ. La ban fã yãma lɔgrɔ la, yãma sakɛ mɛ koŋe ba la sũ-yẽlga, yãma n mi tɩ yãma tarɩ la bõntarsõm sõma n gãnnɩ bɛla n kãn sã'am na ĩyã. 
HEB.10.35	Bɛla, da basɛ-ya sũ-ke'eŋo sɛka tɩ ya tarɩ la, tɩ ya wʋn yẽ yɔɔrɔ zozo'e. 
HEB.10.36	Yãma de la ya nargɛ pãŋa sẽŋɛ nẽŋa ẽŋɛ Nawẽnnɛ n boorɩ se'em, tɩ ya wʋn to'oge sɛla tɩ a bĩŋe nõorɛ tɩ a bɔ ya la. 
HEB.10.37	La gʋlsɛ tɩ Nawẽnnɛ yetɩ:
HEB.10.37	«La deege la fẽe, fẽfẽe mã'a,
HEB.10.37	tɩ sɛka n sẽm na wʋn wa'am,
HEB.10.37	a kãn yuuge.
HEB.10.38	Nẽr-sɛka n bɔ mam sɩra
HEB.10.38	masɛ mam zẽ'am wʋn vɔa,
HEB.10.38	ẽn bɔ mam sɩra la ĩyã.
HEB.10.38	La sɛka n lebe poorʋm,
HEB.10.38	mam sũure kãn ãna yẽlʋm la a dãana.»
HEB.10.39	La sãn dɛna tõma, tõma dagɩ sɛba n lebrɩ poorʋm wʋn sã'am na, tõma de la sɛba n bɔ sɩra wʋn yẽ fãarɛ.
HEB.11.1	Bɔ sɩra de la fõn mi sɩra sɩra tɩ fõn tarɩ pʋtẽ'erɛ gu'ura sɛla la, fʋ wʋn yẽ, a botɩ fʋ mina la sɛla n ka yẽtɩ la nini. 
HEB.11.2	La de la kʋrʋm kʋrʋm dõma n yʋʋn bɔ Nawẽnnɛ sɩra la ĩyã, tɩ a tɔgɛ ba yelle sõŋa. 
HEB.11.3	La de la tõma n bɔ Nawẽnnɛ sɩra la ĩyã, tɩ tõma bãŋɛ tɩ Nawẽnnɛ dɩkɛ la a yetɔga nãam tẽŋa la saazuum, bɛla tɩ tõma mina tɩ sɛla n yẽtɩ wã ze'ele la sɛla n ka yẽtɩ pʋam.
HEB.11.4	Abɛlɩ n bɔ Nawẽnnɛ sɩra la ĩyã, tɩ a yʋʋn kãabɛ kãabgɔ n tarɩ yõorɔ gãnna Akãɩ kãabgɔ bɔ Nawẽnnɛ. La de la bɔ sɩra la ĩyã tɩ Nawẽnnɛ to'oge a bɔ'a la, dee yetɩ a masɛ ẽŋa zẽ'am. Abɛlɩ n bɔ sɩra la ĩyã, baa ẽn ki la, a yelle ken tɔgra mɛ.
HEB.11.5	La de la A'enõkɩ n bɔ sɩra la ĩyã, tɩ Nawẽnnɛ yʋʋn zẽkɛ ẽ sẽŋɛ a yire, tɩ a ka ki, tɩ ba yʋʋn ka le yẽ ẽ, Nawẽnnɛ n zẽkɛ ẽ na ĩyã. Lan dẽŋɛ a zẽkrɛ la, la gʋlsɛ a yelle yetɩ, a paagɛ Nawẽnnɛ yɛm mɛ. 
HEB.11.6	Nẽra sãn ka bɔ Nawẽnnɛ sɩra, a ka tã wʋn paagɛ a yɛm. Nẽra sãn lɛnna Nawẽnnɛ zẽ'am, dẽnɩ tɩ a bɔ sɩra tɩ a boe mɛ, la a yɔɔrɩ sɛba n eerɩ ẽ mɛ.
HEB.11.7	Anoe n bɔ Nawẽnnɛ sɩra la ĩyã, tɩ a zoe Nawẽnnɛ sakɛ a nõorɛ. Nawẽnnɛ yʋʋn pa'alɛ ẽ na bõn-sɛba n wʋn ẽŋɛ tɩ nẽrba nãn ka yẽtɩ, tɩ a sakɛ mãalɛ õorŋɔ kãtɛ, tɩ ẽŋa la a yir-dõma kẽ mĩ yẽ fãarɛ. Bɛla a pa'alɛ tɩ dũnia dõma n ka sakɛ la koŋe bʋʋrɔ mɛ, dee tɩ ẽŋa masɛ Nawẽnnɛ zẽ'am, ẽn bɔ ẽ sɩra la ĩyã.
HEB.11.8	Abraham n bɔ Nawẽnnɛ sɩra la ĩyã, tɩ a yʋʋn sakɛ a wi'a, yese wɛ'ɛsa tẽn-sɛka tɩ Nawẽnnɛ bĩŋe nõorɛ tɩ a bɔ ẽ na bɔbrɛ, dee ka mina ẽn we'esɩ zẽ'e-sɛka la. 
