MAT.1.1	Rûrû i ru rûrîîyo rwa Yiesû Kîrîstû wa mûciî wa Ndaundi, wa rûciaro rwa Îburaîmu.
1PE.1.11	Biendaga kûmenya bûra wonokio bûkaayanga na rîra gûkeegua kûrî. Kîrundu wa Kîrîstû ûra aarî kîrî bio n'we aaragia mantû mamu, aaroria mantû ma kûnyamaarua gwa Kîrîstû na mwago ûra akeegua arî na uu nyuma ya kûnyamaarua. 
1PE.1.12	Iroria biagwûrîîrwe bionua ngûgî îra biarutaga yarî ya kûbûguna, îtaarî ya kûbiguna birî bio. Na îgiitaani rîrî tûrî ibwîrîîtwe mantû mama i bara baabûtûmîîrie ntheto îmbega kwa inya ya Kîrundu Ûmûtheru ûra aatûmirwe kuuma îgûrû. Mantû mama i ma kûrigaria mûno. Wana araîka ba Ngai ibeendaga kûmamenya.
1PE.1.13	Kwoogu îthuuranîreeni mathûgaaniani meenu. Îmenyagîîreeni na gûtarî ûntû bûngî bwîgwetie îrîgagîîraani kwewa kîewa gîa ûtugi rîra Yiesû Kîrîstû akoonanua. 
1PE.1.14	Karagaani ta aana aathîki ba Ngai. Bûtigaacookere mîkarîre îra bwarî n'yo mbereeni rîra bwathingataga mawîrirîîria meenu maathûûku rîra bûtaiyî Ngai. 
1PE.1.15	Îîndî îgaguani bûrî baatheru mantûûni monthe mara bûkaarûthaga, ta bûra Ngai ûra aabwîtire arî ûmûtheru. 
1PE.1.16	Kwandîkîîtwe *Maandîkooni Maatheru, “Îguani bûrî baatheru n'ûntû ndî ûmûtheru.”
1PE.1.17	Ûkoona bûrombaga Ngai bûkamwîta Baaba, Ngai ûra agiitagîra muntû wonthe îgamba kûringana na bûra arûthîîte gûtarî we akwendeera, karagaani bûkîmûkuthûkaga gûkû ûgeniini. 
1PE.1.18	Bûmenye Ngai aabûgûrire abûkûûra bwauma mûtûûrîreeni ûtarî ara warî, ûra bwerutanîîte kuumania na biûyûûyû bienu. Na ataabûgûra na gîntû gîtaûmba gûtûûra tene na tene ta fetha kana thaabu. 
1PE.1.19	Aabûkûûrire na nthakame ya goro ya Kîrîstû. Kîrîstû aarî ta kagondu gatarî ûthûûku. 
1PE.1.20	N'we Ngai aathuurire mbere ya nthîgûrû yûmbwa. Na îgiitaani rîrî tûrî tûgwûrîrîtwe we n'ûntû bwenu kaingo abwonokia. 
1PE.1.21	Bwîtîgîîtie Ngai gûkûrûkîîra kîrî Kîrîstû. Ngai aamûriûkiirie amwaa mwago. Kwoogu wîtîgio bwenu na wîrîgîîro bwenu bûrî kîrî Ngai.
1PE.1.22	Na n'ûntû îîndî ibwîthereetie na njîra ya kwathîkîra ûmma, nwa bwende eetîgîri bara bangî na wendo bwa mma. Kwoogu endanagaani mûno na nkoro yonthe, 
1PE.1.23	n'ûntû ibûciarîîtwe îciarwa rîa maîrî. Na mwoyo ûra bûrî na uu îîndî ûtiumanîîtie na gîntû kîûmba gûkua. Uumîîte kîrî gîntû gîtakua. Na kîo i kiugo kîa Ngai kîra gîtûûraga na gîtathira rî kana rî. 
1PE.1.24	Na wata bûra kwandîkîîtwe Maandîkooni Maatheru,
1PE.1.24	“Mwîrî wa muntû ûkari ta nyaki.
1PE.1.24	Mwago unthe muntû arî ûkari ta wa maûa.
1PE.1.24	Nyaki yaûma maûa imaûrûrûkaga.
1PE.1.25	Îndî kiugo kîa Mwathani
1PE.1.25	kîo gîgaatûûra tene na tene.”
1PE.1.25	Na kiugo gîku i ntheto îmbega îra bwatûmîîrue.
1PE.2.1	Kwoogu bûtigaacooke kûrombeeria bara bangî mantû maathûûku kana bwenania. Rûthagaani mantû bûtakwîbuithia. Bûtigaatuîke antû ba rûriitho kana bwaria mantû maathûûku îgûrû rîa antû bara bangî. 
1PE.2.2	Kwendekanaga kaana kaniini gakundua îria kaingo gakûra. Naabi kaingo bûkûra [bwonokua],
1PE.2.3	I mma ibûcamîîte bweegua bûra Mwathani arî kîao kîgana!
1PE.2.4	Ncûûni kîrî Yiesû Kîrîstû. We n'iiga rîrî mwoyo rîra rîaregirwe n'antû bakîonaga rîtarî na gîtûmi. Îndî Ngai aarîtaarire rîrî rîa gîtûmi kîînene mûno. 
1PE.2.5	Wana biû bûrî maiga marî mwoyo. Ngai arîbûtûmîra gwaka nyomba întheru ya gîîkîrundu. Gûku nyomba înu i ku bûkaamûgongagîra na i ku bûkaamûrutagîra ngûgî bûrî athînjîri baake baatheru. Bûkaamûrutagîra igongwana bia gîîkîrundu gûkûrûkîîra kîrî Yiesû Kîrîstû akabiîtîgîîria. 
1PE.2.6	Kwandîkîîtwe *Maandîkooni Maatheru,
1PE.2.6	“Ga nkûbwîra, nkaiga iiga rîa koona Kîrîmaani gîa Cayûni.
1PE.2.6	Na iiga rîru i rîo rîthuurîîtwe i Ngai.
1PE.2.6	Rîrî gîtûmi kîînene mûno.
1PE.2.6	Ûra akaarîîtîgia rîtimwîkîrithia nthoni.”
1PE.2.7	Biû bara bwîtîgîîtie iiga rîrî, ta rîo Kîrîstû, ibwiyî rîrî gîtûmi kîînene mûno. Bara bataathîkaga ibamenye atî,
1PE.2.7	“Iiga rîra rîaregirwe n'aaki,
1PE.2.7	îîndî i rîo rîtuîkîîte rîa koona.”
1PE.2.8	Kaîrî kwandîkîîtwe Maandîkooni Maatheru,
1PE.2.8	“Antû baingî bagaatiira iiga rîru bataratare bagwe.”
1PE.2.8	Antû batarataraga n'ûntû bwa kûrega kwathîkîra kiugo kîa Ngai. Na ûgu i bu Ngai aababangîîre.
1PE.2.9	Îndî biû bûrî bara Ngai athuurîîte. Bûrî athînjîri ba mûciî wa ûnene wa Ngai. Bûrî antû baatheru bara Ngai atuîkithîîtie antû baake ba mwanya. Ngai aabûthuurire bwîra antû bûra wega bwake bûgana. N'we aabwîtire bwauma mwinduuni bwaya werûûni bwake bwa kûrigaria. 
1PE.2.10	Kûrî rîo bûtaarî antû ba Ngai, îndî îîndî bûrî antû baake. Na kûrî rîo bûtaakinyagîrwa i kîao kîa Ngai, îndî îîndî ikîbûkinyîîrîîte.
1PE.2.11	Eendwa, nthîgûrû îno bûkari ta ageni. Kwoogu ka mbûkaanieni. Bûtikaarûthe mantû maathûûku mara mîîrî yenu yendaga kûrûtha, mara marûaga na bûra mîoyo yenu yendaga. 
1PE.2.12	Menyagîîraani mûkarîre wenu kîrî bara bateetîgîîtie Ngai. Baûmba kûbûtuîrîîra bakauga ibûrûthîîte mantû maathûûku. Îndî bakaaya kwona bûrûthaga mantû meega bagaakumia Ngai ntugû îra antû bonthe bakaagiitîrwa îgamba.
1PE.2.13	N'ûntû bwa Mwathani, înyithagieni kîrî bonthe bara barî na watho bwa kwathana. Înyithagieni kîrî Mûnene wa bonthe 
1PE.2.14	na kîrî aniini baake. Aniini ba mûnene i Mûnene abathuuraga. Kwoogu barî na watho bwake bwa gûkumia bara aathîki na gûkaanûkia bara baunaga watho. 
1PE.2.15	Ngai eendaga bûrûtha mantû meega kaingo bûtûma bara baaragia waa batiga kwaria mantû maataku îgûrû rîenu. 
1PE.2.16	Bûtigaakare ta nkombo cia wîyia. Îndî amwe na kwîgua bûtirî nkombo, menyaani bûbu bûtûma bûrûtha ûthûûku. Tûûragaani bûrî nkombo cia Ngai. 
1PE.2.17	Tîîyagaani antû bonthe, na mûno mûno, mûnene. Endagaani eetîgîri bara bangî na kuthûkagaani Ngai.
1PE.2.18	Biû bara bûrî nkombo înyithagieni kîrî anene beenu bara bûrutagîra ngûgî. Tîîya mûnene waku mûno, nwîgue n'ûmwega na arî kîao kana n'ûmûthûûku. 
1PE.2.19	Nwa ûthîînue mana gûtarî bu ûrûthîîte. Îndî ûkaûmîîria n'ûntû bwa gûkîra Ngai, Ngai agaakena i woû. 
1PE.2.20	Gûtirî gîtûmi gîa gûkumia kûûmîîria kwa muntû ûkaaya kwîgua arîûmîîria îkaanûkia akaanûkîîtue n'ûntû bwa kûrûtha mabîtia. Îndî ûkaaya kwîgua muntû arîûmîîria îkaanûkia eetwe rîo gûtarî mabîtia arûthîîte, bûbu n'ûntû bwa gûkaathîrwa i Ngai.
1PE.2.21	Ngai abwîtîîte bûûmagîîria mathîîna n'ûntû Kîrîstû nanyamaariirue n'ûntû bwenu arî ngerekano yenu ya kûthingata kaingo bûrûtha bûra aarûthire. 
1PE.2.22	Ateeyia kana aaria ûrongo. 
1PE.2.23	Aarumwa ataarumaga bara baamûrumaga. Na aanyamaarua ataugaga akoonia ûntû babu baamûnyamaaragia. Eenenkanagîra kîrî Ngai ûra agiitaga îgamba na njîra ya mma. 
1PE.2.24	Kîrîstû naathûkiirie meeyia meetû na mwîrî wake arî we rîra aakuire mûtharabaani kaingo tûkua kîrî meeyia, tûtûûra tûkîrûthaga mantû mara maagîrîte. Bworeetue kuumania na gûtonyangwa kûra Kîrîstû aatonyangirwe. 
1PE.2.25	Kûrî rîo bwakari ta ng'ondu ciûrîîte. Îndî îîndî ibûcookeete kîrî Mûrîîthi wenu, ta we Mûmenyeeri wa mîoyo yenu.
1PE.3.1	Naabi eekûrû, înyithagieni kîrî arûme beenu. Ûkaaya kwîgua kûrî we mûrûme wake ateetîgîîtie kiugo kîa Ngai, woû ûrî mwekûrû mûkarîre waku wa kîîngai waûmba kûmûkuuyia agatuîka wa Kîrîstû. Mûrûme waku nwa agarûke kinya ûtaarîîtie n'we, 
1PE.3.2	oona bûra ûgûtîîya Ngai mûtûûrîreeni waku ûmûtheru. 
1PE.3.3	Ûtikeegue kwîgemia kwenu kûrî kwa ome gunka—bûcukaga ntundu, bwîgemagia na tunyamû twa goro na bwîkagîra nguo cia goro akî. 
1PE.3.4	Ûthongi bwenu bûbatîîrue bwîgua bûrî ûthongi bwa gîînkoro bûra bûtoonekaga na meetho. Bu n'ûthongi bwa kuumania na kîrundu kîa ûbooreeru, kîrundu gîa ûkirîîria. Bu bûtithiraga rî kana rî na kîrî Ngai bûrî gîtûmi kîînene mûno. 
1PE.3.5	Wana eekûrû ba tene bara baarî baatheru i bu beethongamagia ûgu. Baarî eekûrû beenyithagia kîrî arûme baao na wîrîgîîro bwao bwarî kîrî Ngai. 
1PE.3.6	Kwa ngerekano, kûringana na bûra Saara aathîkagîra Îburaîmu bûgana, aamwîtaga mûnene wake. Kwoogu biû eekûrû, weegua bûkaarûthaga mantû meega gûtarî kîo bûgûkuthûka, ûkeegua bûrî aarî ba Saara.
1PE.3.7	Naabi arûme, tûûranagiani na eekûrû beenu bûkîmenyaga bo ibataûkîrîtwe, batiganeene naabi. Batîîyageeni n'ûntû bakeewa kîewa kîa mwoyo wa tene na tene bûkîewa. Na bûkarûtha ûgu, gûtirî kîgiria maromba meenu meeguîka.
1PE.3.8	Na bûngî na bu bwa mûthia, i kîrî bwinthe. Na bu n'atî, îgaguani bûrî na yerekeeria rîmwe, bûkîîganagua na bûkîendanaga ta muntû na mûruagina kana mwaragina ndeni ya Kîrîstû. Îganaguani kîao. Na muntû neenyithagie kîrî ûra ûngî. 
1PE.3.9	Bwarûthîrwa ûthûûku bûtikaarîithie. Bwarumwa bûtikaarume bara babûruma. Bûbatîîrue bûthaarimaga bara bakaabûrûthagîra mantû ta mamu. Menyaani atî, bweetirwe i Ngai bûrûthaga ûgu kaingo bûthaarimwa, 
1PE.3.10	n'ûntû kwandîkîîtwe *Maandîkooni Maatheru,
1PE.3.10	“Ûra akeenda gûtûûra akeneete, akari bwega,
1PE.3.10	abatîîrue eemenyeera atikaarie ûthûûku
1PE.3.10	kana aaria ûrongo.
1PE.3.11	Abatîîrue atiga kûrûthaga mantû maathûûku,
1PE.3.11	arûthaga mantû meega.
1PE.3.11	Abatîîrue eegua arî mûcûi ûkiri.
1PE.3.11	Naceragie ûkiri, nacûûgie bûra aûmba.
1PE.3.12	Mwathani araithagîra bara baagîru,
1PE.3.12	eegagua maromba maao.
1PE.3.12	Atigwatanagîra na bara barûthaga ûthûûku.”
1PE.3.13	N'ûû abûrûthîra ûntû bûthûûku mûtugo wenu ûrî wa kûrûtha mantû meega? 
1PE.3.14	Îndî bûkaaya kûnyamaarua n'ûntû bwa kûrûtha bûra kwagîrîte, gîku i kîthaarimo. Kwoogu bûtigaakuthûke muntû kana bûmakua. 
1PE.3.15	Îndî nkorooni cienu thûkagiani Kîrîstû Mwathani wenu arî ûmûtheru. Na îgaguani rîonthe bwîthuuranîrîte gûcookeria kîûria ûra aûmba kûbûûria mantû ma wîrîgîîro bwenu bwa gîîkîrîstû, bûra bûrî na bu. 
1PE.3.16	Îndî nwa mwanka bûrûthage ûgu na njîra ya ûbooreeru bûkîbatîîyaga na bûkîîgagua bûtibîtîîtie. Bûkarûthaga ûgu, bara babûrumangaga kana bara baaragia mantû maathûûku îgûrû rîa mûtûûrîre wenu ûmwega ndeni ya Kîrîstû ibakaagîa îgi. 
1PE.3.17	I kaaba kûnyamaara n'ûntû bwa kûrûtha ûntû bwega weegua i kûringana na kwenda kwa Ngai kîrî kûnyamaara n'ûntû bwa kûrûtha ûntû bûûthûûku. 
1PE.3.18	Kinya Kîrîstû naanyamaariirue aakua rîmwe na rîa mûthia n'ûntû bwa meeyia meetû. Muntû ûmwagîru aakua n'ûntû bwa antû batarî baagîru kaingo abûreeta kîrî Ngai. Aûragirwe arî mwîrîîni wa kîîwîthîre aariûkua arî na mwîrî wa gîîkîrundu.
1PE.3.19	Arî ndeni ya Kîrundu aathi aatûmîîria irundu birî nceera.
1PE.3.20	Irundu bibu i bira biaregire kwathîkîra Ngai tene mûno, mbere ya Ngai athiria nthîgûrû na rûûyî. Ngai eeteere Nuu aaka cabina, na bara baarî cabinaani bonka i bo boonokiirue na rûûyî. Baarî antû baakai mûno, antû banaana. 
1PE.3.21	Rûûyî rûru i ta ûbaatithio bûra tûkûbaatithua na bu îîndî tûkoonokua. Îndî ingî ûbaatithio i mûkûûrani na kûthamba rûko rûkathira mwîrî. Ûbaatithio bungwa i muntû kûromba Ngai na nkoro îmbega amûgarûra kuumania na kûriûka kwa Yiesû Kîrîstû. 
1PE.3.22	Nyuma ya kûriûka Kîrîstû neetiirie îgûrû. Îîndî akari nthî rûteere rwa ûrîo rwa Ngai. Na gûku îgûrû n'we mûnene wa araîka, mwathani wa mainya monthe.
1PE.4.1	Kîrîstû naanyamaariirue rîra aarî na mwîrî ta ûyû wetû. Kwoogu îbûûmagîîrieni na mathûgaanio ta mara aarî na mo. Bûra muntû oonaga kuumania na kûnyamaarua arî na mwîrî ûyû ibûtûmaga eebathûrana na meeyia. 
1PE.4.2	I kîo n'ûntû bûtabatîîrue bwathîkîra mawîrirîîria maathûûku. Ntugû cienu cionthe ira itigeere cia gûtûûra gûkû nthîgûrû bûbatîîrue bûrûtha bûra Ngai eendaga kûrûthwa. 
1PE.4.3	Ibwarî na kagiita kaaganu ga kûrûtha mara bara batarî ba Ngai beendeete kûrûtha. Ibwarûthaga mantû mataagîrîte, ibwathîkagîra mawîrirîîria maathûûku, ibwatogoonaga, ibwathiyaga biathooni bitaagîrîte na ibwagongaga mîbuanaano kînyume na watho bwa Ngai. 
1PE.4.4	Bara batarî ba Ngai boonaga bûrî ûntû bwa kûrigaria rîra bûregaga kûrûtha mantû maathûûku mara barûthaga. Na gîku i kîo n'ûntû babûrumangaga. 
1PE.4.5	Bakaagambithua i Ngai îgûrû rîa mantû mara ûkeegua barûthîîte. Ngai neebanganîîtie kûgiitîra îgamba bara barî mwoyo na bara bakuû. 
1PE.4.6	Na gîku i kîo n'ûntû ntheto îmbega yatûmîîrue kinya kîrî antû bara baakuire. Baatûmîîrue kaingo baakua kîîmwîrî ta bûra bûrî wîthîre bwa antû gûkua, batûûrania gîîkîrundu amwe na Ngai.
1PE.4.7	Mûthia wa mantû monthe ûkûthengeera. Kwoogu menyagîîraani meeciiria meenu. Karagaani bûkîthûgaanagia bwega kaingo bûûmba kûromba Ngai. 
1PE.4.8	Na nkûrûki ya mantû monthe îthiini na mbere kwendana mûno n'ûntû wendo ibûkunîkagîra meeyia maingî. 
1PE.4.9	Gwatanagaani ûgeni bûtakûnung'una.
1PE.4.10	Woora ûmwe wacienu eetwe kîewa mwanya na ûra ûngî agîtûmîra gûteethia bara bangî. Tûmîkagîraani bara bangî bûrî aruti ngûgî eetîgua ba biewa bira Ngai atwete kuumania na ûtugi bwake. 
1PE.4.11	Weegua muntû eetwe kîewa gîa kwaria, neerage antû biugo bia kîîngai. Na weegua muntû eetwe kîewa gîa gûteethia bara bangî, nateethanie na inya îra Ngai amwete. Mantû monthe mabatîîrue marûthwa na njîra îra îgaatûma Ngai akumua gûkûrûkîîra kîrî Yiesû Kîrîstû. Mwago na inya ya Ngai biroonekaga tene na tene. Aameni.
1PE.4.12	Eendwa, bûtikaarigarueni i kûnyamaarua gûku kûnene ûgu gûkûgeria wîtîgio bwenu. Bûtikoone ta ûntû bûûgeni bûgûkarîka kîrî biû. 
1PE.4.13	Kenagaani bwona ûgu, n'ûntû ûgu i ta kwonania bûrî kîmwe na Kîrîstû kûnyamaaruani gwake kaingo bûkena mûno rîra akaaya yîya rîa maîrî arî na mwago wake. 
1PE.4.14	Muntû agakûruma n'ûntû bwa bûra ûrî Mûkîrîstû, thûkagiani gîku kîrî kîthaarimo n'ûntû i ta kwonania Kîrundu ûra arî mwago, Kîrundu wa Ngai, arî naabi. 
1PE.4.15	Gûtikeegue kûrî na wacienu akaanyamaarua n'ûntû bwa kwîgua i mûûragani kana i mwamba. Kana anyamaarua n'ûntû bwa kwîgua i muuni watho, kana n'ûntû bwa kwîthûngîîria mantûûni ma antû. 
1PE.4.16	Îndî t'îgi muntû kûnyamaarua n'ûntû bwa kwîgua i mûthingati wa Kîrîstû. Kumia Ngai n'ûntû bwa kûgwetanîrua na riîtwa rîru. 
1PE.4.17	Kagiita i gaakinyu ga kûgiitîrwa îgamba. Na bara barî ba Ngai i bo bakaanjîîria. Na waya kwîgua tiû eetîgîri i tiû tûkaanjîîria kûgiitîrwa îgamba rî, î bara bataathîkagîra ntheto îmbega ya Ngai bûrîthûgaania rîao rîkaagiitwa ata? 
1PE.4.18	Kwandîkîîtwe *Maandîko Maatheru,
1PE.4.18	“Ûkaaya kwîgua bûrî inya muntû ûmwagîru kwonokua rî,
1PE.4.18	î bara batarî ba Ngai na eeyia tuuge ata bwao?”
1PE.4.19	Kwoogu bara banyamaaragua kuumania na kwenda kwa Ngai babatîîrue banenkanîra mîoyo yao kîrî Mûûmbi mwîtîgua na bathi na mbere kûrûtha mantû meega.
1PE.5.1	Ndî na ûntû nkwenda kwîra akûrû beenu ba kanica. Niû ningwa ndî mûkûrû na ndî mûkûûyî wa kûnyamaarua kûra Kîrîstû aanyamaariirue. Nkeegua ndî ûmwe wa bara bakoonekana na mwago ûra ûkoonanua. 
1PE.5.2	Ndîbûkinyîîria bûrîîthagie ng'ondu cia Ngai, nabwîtîgîîtie na cio. Ciraithîreeni na nkoro ya kwenda na t'ûntû na bûra bwagîrîtwe bûciraithîra. Rûthagaani ûgu n'ûntû ibûgûkeneera kûruta ngûgî înu îndî t'ûntû bwa ûtonga. 
1PE.5.3	Bûtigaatûmîre ûnene bwenu kwinyîîria bara bwetwe bûmenyeera. Îgaguani bûrî ngerekano îmbega kîrî bo. 
1PE.5.4	Na rîra Mûrîîthi ûra mûnene akaaya bûkeewa kîewa, ta kîo nthûmbî ya ûnene îrî mwago îra îtakîthira rî kana rî.
1PE.5.5	Na biû naabi, aana beethî, înyithagieni kîrî akûrû. Bwinthe bûbatîîrue wamuntû eenyithagia kîrî ûra ûngî, n'ûntû *Maandîko Maatheru maugîîte,
1PE.5.5	“Ngai atigwatanagîra na eekumia,
1PE.5.5	eeyaga ûtugi bara beenyithagia.”
1PE.5.6	Bûrî njaraani irî inya mûno cia Ngai. Kwoogu înyithagieni kaingo akaabûneneithia rîra îgiita rîgaakinya. 
1PE.5.7	Mweyageeni mathîîna meenu monthe n'ûntû n'we abûmenyagîîra.
1PE.5.8	Karagaani bwîthuuranîrîte, bwîmenyeereete! Mûnthû wenu Nkoma athiûrûkaga ta cimba îkîruruma îgîcûa muntû wa gûtaguta. 
1PE.5.9	Bûtikaareke mûnthû abûkîria inya. Karagaani bwîrikîîtie wîtîgioni bwenu. Ibwiyî wana eetîgîri bara bangî nthîgûrû yonthe barînyamaarua wata ûgu bûkûnyamaarua.
1PE.5.10	Îndî nyuma ya kûnyamaarua bantû a kagiita gaakai, Ngai mwene ûtugi bunthe ûra aabwîtire mwagooni wake wa tene na tene gûkûrûkîîra kîrî Kîrîstû Yiesû akabûûyûria, akabwongeera inya, na akabûrûngamia mûcingiini ûmwitu. 
1PE.5.11	Inya ya Ngai îroonekanaga tene na tene. Aameni.
1PE.5.12	Ndîbwandîkîra baarûa îno înkubî ngîteethagîîrua i Sairas. Mmûthûkîîtie i mûruayia mwîtîgua ndeni ya Kîrîstû. Na gîtûmi gîakwa gîa kûbwandîkîra i mbûûmîîria na mbwîra mantû mama ma ûtugi bwa mma bwa Ngai. Kwoogu îrikieni kîrî bu.
1PE.5.13	Antû ba kanica ba naaga Mbabironi
1PE.5.14	Keethanagiani na wendo bwa eetîgîri.
1PE.5.14	Bûrookaraga na ûkiri bwinthe biû bûrî ndeni ya Kîrîstû.
2PE.1.1	I niû Simioni Petûrû, mûruti ngûgî wa Yiesû Kîrîstû nkûbwandîkîra. Ndî mûtûmwa wake. Ndîbwandîkîra biû Ngai atûmîîte bwîgua bûrî na wîtîgio bwa gîtûmi mûno ta bwetû. Twetwe bu i Ngai, Mwonokia wetû, Yiesû Kîrîstû kûringana na wagîru bwake.
2PE.1.2	Ngai, Mwathani wetû Yiesû, aroobwongeera ûtugi na ûkiri n'ûntû bwa kûmûmenya.
2PE.1.3	Kwa inya yake Ngai natwete bionthe bira twendaga kaingo tûtûûra mûtûûrîre wa kîîngai. Twetwe bio gûkûrûkîîra kûmenyaani kûra tûmenyeete ûra aatwîtire mwagooni wake na wegaani bwake. 
2PE.1.4	Na kwoogu natûrûthîrîte mantû maanene ma gîtûmi mûno mara aatwere wîrane bwa mo. Mantû mamu magaatûma bûtikaagwatwe i mawîrirîîria maathûûku ma nthîgûrû îno mara meenyangagia antû kaingo bwîgua bûrî amwe n'we mûtûûrîreeni wa kîîngai.
2PE.1.5	Kwoogu amwe na wîtîgio bwenu cûûgiani bûra bûûmba bwîgue bûrî na mûkarîre ûmwega. Amwe na mûkarîre ûmwega bwîgue bûrî na ûmenyo. 
2PE.1.6	Amwe na ûmenyo bwîgue bûkîûmbaga kûrega kûrûtha mara mîîrî îîriragîîria. Amwe na kûrega kûrûtha mara mîîrî îîriragîîria bwîgue bûûmba kûûmîîria mathîîna. Amwe na kûûmîîria mathîîna bwîgue bûrî na mûkarîre wa kîîngai. 
2PE.1.7	Amwe na kwîgua bûrî na mûkarîre wa kîîngai bwendage eetîgîri bara bangî ta barî aruanyûkwe na aaranyûkwe. Amwe na kwenda eetîgîri, bwendage antû bonthe. 
2PE.1.8	Ûkeegua bûkaathi na mbere kwongeera mantû mamu bûkeegua bûrî na maciaro meega ûmenyooni bwenu bwa Mwathani wetû Yiesû Kîrîstû. 
2PE.1.9	Îndî muntû atarî na mantû mamu akari ta ntûngi, kana ta muntû atoonaga bwega. We nariganîrîtue kana Ngai namûrekerete meeyia maake amûtuîkithia ûmûtheru.
2PE.1.10	Kwoogu, aruayia na aarayia, cûûgiani na inya mûno bûra kûûmbîka bûrûthage mantû mara makoonanagia bwega wabu Ngai nabwîtîîte na abûthuura bwatuîka baake. Bûkaaya kûrûtha ûgu bûtiuma wîtîgioni rî kana rî. 
2PE.1.11	Na Ngai akabûgwata ûgeni ûneneeni bwa tene na tene, bwa Mwathani wetû Mwonokia Yiesû Kîrîstû.
2PE.1.12	Kwoogu mbangîîte nkarage nkîbûririkanagia mantû mamu rîonthe kinya ûkeegua ibûmaiyî na ibwîrikîîtie ûmmaani bûra bûrî na bu. 
2PE.1.13	Kagiitaani gaka ndî mwîrîîni ûyû
2PE.1.14	n'ûntû imbiyî ntugû ciakwa aaga nthîgûrû n'intare kûringana na bûra Mwathani Yiesû Kîrîstû aamboniirie. 
2PE.1.15	Îndî nkaageria bûra bunthe mbûmba mbone bûkaûmba kûririkanaga mantû mamu monthe ndabûtiga.
2PE.1.16	Rîra twabwîraga mantû ma mûtûûrîre wa Mwathani wetû Yiesû Kîrîstû na inya îra oonaniirie, itaarî ngono cietû cia gûtua na ûûme bwetû. Tûroona mwago wake na meetho meetû. 
2PE.1.17	Ngai Îthe naamûtîîyire na oonania bûra arî mwago ûgana rîra kayû kaumire kîrî we, Ngai ûra arî mwago ûmûnene, kauga, “Ûyû i Mwana wakwa ûra mbendeete, nankenagia mûno.”
2PE.1.18	Tiû itweegiirue kayû gaku kaumire îgûrû tûrî n'we kîrîmaani kîîtheru.
2PE.1.19	Na nkûrûki itwiyî mara iroria biaroriirie i ma mma. Bweegua bûrî ûntû bwega weegua bûkamarûmîîra n'ûntû makari ta taa îmûrîkîîte mwinduuni mwanka rûkîîrî mûno rîra Kîrîstû akaaya kaîrî atharare nkorooni cienu ta nthata îra yonekaga îthararîîtie mûno gûgîkea. 
2PE.1.20	Îndî mûno mûno, ibwagîrîtwe bûmenya gûtirî ûroria bûrî *Maandîkooni Maatheru buumanîîtie na iroria birî bio,
2PE.1.21	n'ûntû gûtirî kîroria kîaroragia mantû na bwa kîo kîongwa. Biatongagîîrua n'inya ya Kîrundu Ûmûtheru bikaaria mantû kuuma kîrî Ngai.
2PE.2.1	Îndî ta bûra iroria bimwe bia Isiraeri biarî bia ûrongo, i ta bu bamwe bacienu bakeegua barî aarimû ba ûrongo. Aarimû babu bakaanjîîria kûrutana mantû ma ûrongo mara makeenyangia wîtîgio bwa antû. Na bagaakaana Kîrîstû, Mwathani ûra aakuire n'ûntû bwao, batûme Ngai abathiria na mpwî. 
2PE.2.2	Antû baingî bakaathingatîîra mîkarîre yao îrî îgi, batûme antû batua kwaragia mantû maathûûku îgûrû rîa wîtîgio bwa mma. 
2PE.2.3	Na n'ûntû bwa wîrirîîria bwao, aarimû babu bakabweneeria na ntheto itarî cia mma. Îndî Ngai nwa akwona bûra bakûrûtha na naabangire kûbatuîra îgamba wo tene. Na kwoogu kwînyangua ikûbeeteereete.
2PE.2.4	Rîra araîka beeyiirie Ngai ataabacaamîra. Aabaingîîre îcamaarîro. Na gûku i ku bakaraga bathaîkîîtwe na nyororo mwinduuni beeteereete ntugû ya kûgiitîrwa îgamba. 
2PE.2.5	Îgiita rîa Nuu, Ngai ataabacaamîra bara baatûîre nthîgûrû, bara baarûthaga mantû matarî ma kîîngai. Aûyûriirie rûûyî nthîgûrû abathiria na ru. Bara bonka Ngai oonokiirie i Nuu ûra aatûmagîîria wagîru na antû bangî mûgwanja. 
2PE.2.6	Na kaîrî Ngai naathiriirie antû ba taûni cia Sondomu na Ngomoora rîra aibîîthiirie ciatuîka muu îrî ngerekano ya bûra akaarûtha bara batarûthaga mantû ma kîîngai. 
2PE.2.7	Ngai i Rooti oonokiirie. Aarî muntû ûmwagîru. Rooti naatangîkaga mûno i mîkarîre îtarî mîega ya antû babu baaregeete kwathîka. 
2PE.2.8	Muntû ûyu mwagîru aatûûranagia na antû babu. Na naanyamaaraga mûno nkorooni i mantû mara baarûthaga mataagîrîte, mara oonaga na mara eegagua kîra ntugû. 
2PE.2.9	Ngerekano inu irîtwonia Mwathani naiyî kûruta mathîînaani bara barî mîkarîre ya kîîngai. Kaîrî irîtwonia akaraga agîkaanûkagia bara barûthaga mantû mataagîrîte mwanka rîra ntugû ya kûgiitîrwa îgamba îgaakinya. 
2PE.2.10	Na mûno mûno, Ngai akaanûkagia bara barûthaga mantû kûringana na mûtugo wa kîîmuntû, ta uu wa wîyia, bagaakwa rûko i mawîrirîîria maao. I bo bamenagîîria wathani.
