MAT.1.1	Nke e̱ nyi re-lo nzhwe Jesu Krristi, kowe
HEB.11.20	A nyi aha sa rie ne Ishaku a i sa Yakubu ngbe Isuwa jeeng she mwo rina re nzhi ncwuee.
HEB.11.21	A nyi aha sa rie ne Yakubu, a zhe ne ngu i shi hu, ngu a mwo rewe Usufu rina, wire ngu a yaa nyenyi a ngbong cwo ciee ngu, ngu a ye Be̱ne̱ mbè.
HEB.11.22	A nyi aha sa rie ne Usufu, a zhe ne ngu rikpa hu, ngu a he nka aha wru rewe Isrreela a ngwie̱ Masarr, ngu a we ti kya ne mbe ri nyi ne nku ngu.
HEB.11.23	A nyi aha sa rie ne de̱ Musa ngbe be̱ ngu i ki la he̱rri nyhwe̱ wetsie̱ a zhe ne e ki bî, aha ne mbe i ri he ewe nna bi rina kpe̱kpe̱, he̱rri koó ci owu nka ne nggwe̱ ngu ngwa we̱.
HEB.11.24	A nyi aha sa rie ne Musa, a zhe ne ngu i ci brrang, ko ngu shî ngbe re ki ye he ngu nyi ewe ewena Frrahona we̱.
HEB.11.25	Me̱di a i kyie he canca re ki yarra ngbe nné Be̱ne̱ ne ngu ho shwi e̱ngwie̱ a e̱we̱ zhe tsie̱nzhwu. 
HEB.11.26	A i hwie he shwe nshwu aha Krristi bi mpe̱ni re ne̱ re-dukyie̱e̱ na ngwie̱ Masarr, aha ne ngu i sa riyii a lede ne ngu shi ncwuee. 
HEB.11.27	A nyi aha sa rie ne ngu i we ngwie̱ Masarr we̱sa ne to owu ren nggwe̱. A i yaa rwe shi shi ngu rí Be̱ne̱ ne koó ki ri we̱ ne riyii ngu. 
HEB.11.28	A nyi aha sa rie ne ngu i be ne Teede Paska ngu ci he ré kprre̱ roshwo a ronusinye, kishi njeli yhwi re-birina ri mwe re yhwi ngbe na nné Isrreela.
HEB.11.29	A nyi aha sa rie ne nné Isrreela i tsa Brra Nzhwo Shwo shi shi mbe cwo a be hwerri; me̱di zhe ne nné Masarr mbe ning ngwie ma, rishi we ko zhwozhwo mbe.
HEB.11.30	A nyi aha sa rie ne garru ngwie̱ Jerriko i gu a zhe ne nné Isrreela mbe i fo rotu natsie̱ nwie grrang.
HEB.11.31	A nyi aha sa rie ne ko i yhwe̱ Rraha ne ngu nyi ntsie̱wente ngbe ne nné ra ho nka we̱, aha ne ngu i se̱ nné ri ngwie̱ rina rina.
HEB.11.32	Ma nyi nda nje shi ning brang wa? Ko nje bi zhe ngbe n ning he nka Gidiyo, ngbe Barraki, ngbe Sanso, ngbe Jefta, ngbe Dooda, ngbe Samela, ngbe nné ti re̱se̱ng we̱.
HEB.11.33	A nyi aha sa rie ne mbe i kwe̱ ngbe ne re-ringgwe̱ mbe we ye a cwe, á nyi redziee, mbe e̱ she kya ne Be̱ne̱ ngu we sa jee. Á i ku ronu re-ze̱kyi, 
HEB.11.34	á i ci brra ro ne ngu ye ne ren ci nsharan, á i to á drre̱ koó we yhwi ne re-ise̱nkeli we̱. Á i shi brrubrru, me̱di á ci igbe̱; á i bi igbe̱ a cwe, he̱rri á drre̱ re-rotsu re-shezhi na yaká re-ngwie̱.
HEB.11.35	Mbrrú i she á we deze nné mbe ne mbe kwi re be nce.
HEB.11.35	Me̱di yá, á i we ngwa cinci he̱rri á we yhwi, aha ne mbe i ra de̱me̱ng srra srra rici mbe, aha ngbe mbe ri she te̱nte̱ deze nhu. 
HEB.11.36	Yá, á i we kwa re-nka sha á we kra ne frii, yá ma á i we rrwe ne re-roonyo á we ci a uucwu gyiaa.
HEB.11.37	Á i we ta ne rahwan, á i we ca uuku uukung ne ceng ca nklankwe, á we yhwi ne re-ise̱nkeli. Yá i gye̱ we ne nkpe canvé ngbe na vé a rwe̱, koó i bi ko yankya we̱, á i we ngwa cinci nwie we yarra.
HEB.11.38	Ko ebe ngwie̱ e̱ be he ngbe zhwe mbe ana ré ning srra we̱. Á ya ne̱ ne gye̱ a re-eyi, ngbe ngbrá, ngbe a yarri re-rie, ngbe nvo a yarri be.
HEB.11.39	Ga mbe ne̱ zhwozhwo á i we de aha sa rie mbe, gbengbe ni ko bi ya mbe ne ngu i she cwu kya ne e ning sa jee e̱ we̱, 
HEB.11.40	aha a bi kya te̱nte̱ng ne Be̱ne̱ ngu rwe sa aha nzhi, aha ngbe ngu ri níng mwe ga nzhi zhwozhwo ngbe ne mbe e̱ ngu níng ci nzhi hwie̱ kya ne ngu ce̱ ye̱ye̱rri.
HEB.12.1	Aha nii, tu ne nzhi bi ga re-sheede ne̱ ne mbe níng grra ni zhwozhwo, ma nde nzhi trru ga re-ankya ruvo ngbe e̱ngwie̱ ne ngu níng rrwe ne̱ nzhi wa, nde nzhi bra to zhwe ncii ne ngu shi ncwuee nzhi e̱ ne yaa rwe. 
HEB.12.2	Nde nzhi sa riyii a Jesu, ne nyi ngu ngu nyi riti ce̱ nka nzhi he̱rri re nzhi cwu krrucing; ngu ne aha ehwie kla na kya ne ngu i shi ncwuee ngu, ngu shwe ge̱zhe̱ gasankwe, koo ci nkwile̱ ne nshwu ngu shi shweng we̱, ngu a ya srra a nva nyye ncwu ringgwe̱ Be̱ne̱.
HEB.12.3	Nyi shwe̱ riyii nyi ri zhwe yaa rwe ne ngu i yaa rwe ne zhwe ra ne nné e̱ngwie̱ mbe i ki ra hwie, kishi nyi ri rrwa nyi bra ning ti rie. 
HEB.12.4	Wire ma he̱rri ne cwu ko nyi kwe̱ ne e̱ngwie̱ ya cwu nkang ywe̱ roshwo nyi we̱. 
HEB.12.5	Ka nyi ning ci ga bru ne nka Be̱ne̱ ne ngu níng shwé̱ ehwie aha nyi nyi rewe ngu aa? A he,
HEB.12.5	“Kowe nje, kundu Be̱ne̱ re yhwire,
HEB.12.5	shi de̱ ngwe̱ ning kwa hwie̱n we̱,
HEB.12.5	shi de̱ re bra re cie̱ rwe̱ kundu ngu re ti ne ren we̱,
HEB.12.6	Aha a nyi nne nke ne Brrabe̱ ce̱ ne ngu ki yhwire,
HEB.12.6	a bra nyi nne nke ne ngu ki fo he nyi ewe ngu ne ngu ki na uucwu.”
HEB.12.7	Nyi fo cinci ne nyi shwe e̱ a nu he nyi Be̱ne̱ ngu níng na uucwu, cinci ne nyi shi shweng nna tí he Be̱ne̱ e̱ níng fo nyi nyi rewe ngu. Ka nyi zohu ewe ne ko be̱ ngu a ki na uucwu we̱ e̱e̱? 
HEB.12.8	Kundu de̱ ne e níng na uucwu we̱ (ne e bra shi nwie na kpi rewe e̱ zhwozhwo uucwu), mahu nyi nyi rewe ne ko mbe bi be̱ we̱, ko nyi nyi rewe ngu we̱. 
HEB.12.9	He̱rri ne cwu, ko ngbe re-be̱ nzhi na be ngwie̱ he ne mbe níng na uucwu, ko nzhi we ngwa grime̱ aha ni we̱ e̱e̱? Ma nzhi e̱ shi ngra ngwa Be̱ nzhi a zinye̱ nci nzhi rimi, ngbe nzhi she ce he̱rri tiya a? 
HEB.12.10	Re-be̱ nzhi na be ngwie̱ e̱ á níng na uucwu a e̱we̱ zhe tsie̱nzhwu, shi ne mbe ri aa we mwa ye̱ye̱rri, me̱di Be̱ne̱ níng na uucwu aha re níng sheng, aha ngbe nzhi ci wiri shi ngu. 
HEB.12.11	A zhe ne e shi níng na uucwu, ko we̱ níng bi rina a zheng nna we̱, aha a wié. Me̱di a ncwuee, lede nna cwo a nyi srra rina ngbe e̱kpe̱e̱ redziee a nwie nné mbiye ne mbe mie̱ a zhe ne e shi we na uucwu.
HEB.12.12	Aha nii, nde nyi ne nyi shi brrubrru shi shi nva nyi ngbe re-ruhuu nyi á rrwa ana nyi ci igbe̱!
HEB.12.13	Nde ciee nyi re shi tsantsa, kishi nné mbiye ne mbe cwo shi shi mbe kyiekyie a tsi nyi ana á ri ngra kprre, ne na mbe ra ci gbingbi.
HEB.12.14	Nyi nyi ko nda ne nyi hung nying aha nyi srra rina ngbe ne ko nye̱, nyi bra shi wiri; aha ko bi nne ne ngu we̱sa shi wiri ne ngu ri ri Brrabe̱ we̱. 
HEB.12.15	Nyi ci nkwile̱ ne ko nye̱ a tsi nyi kishi ya nyi ri wi ehwie rina Be̱ne̱. Shi de̱ ya nyi re bra hwie̱ shi shi rinyie ya ekwe rro rro ne ngu shi ci, re bra dzio re̱se̱ kpi nyi we̱.
HEB.12.16	Shi de̱ ya nyi re bi e̱kpe̱e̱ le̱le̱ njè ka re we̱sa ngwa Be̱ne̱ grime̱ shi shi Isuwa ngu i nyi we̱. Aha e̱we̱ enjie yâ, aa fo ngba rugu kya ngu cwo a hwie̱ na ngu aha ruho aa rie̱.
HEB.12.17	Re be merin, shi ne nyi hu, a zhe ne ngu i ce̱ he ngu she mwo rina be̱ ngu, á ning zhwumi ne ngu, aha ko i bi rê re hung bra kya ne ngu nyi we̱, ko ngbe ne ngu i kre mwo rina nna ne reyii.
HEB.12.18	Ko nyi be nwie Be̱ne̱ shi shi nné Isrreela ne mbe i be nwie brra ngbra ne e hung reng ne va ne ngu i ye lendo ana we̱, ewie i ci we̱e̱ ywing, ngbe ne ngba ncwu.
HEB.12.19	Ngbe anaa rigbe, ngbe ne ya cwue ne ngu i he nka ne he̱rri nné hong nna mbe i ne̱ ne cwe nva he shi de̱ re bra we he nka wa we̱, 
HEB.12.20	aha koó i hung yaa rwe ne nka ne i we ngwa we̱, shi ne i he ne mbe he ko ngbe ngu ra bra nyi ya nnyie̱ ngu re ngbra nna, nde ré ki ta ne rahwan.
HEB.12.21	Kya ne mbe i ri e̱ i bi owu we yang, he̱rri Musa he, “Nje tsi rwe̱ ne owu.”
HEB.12.22	Me̱di nyi be a Ngbra Siyona, a Urrushelima na zinye̱ ne ngu nyi brra ngwie̱ Be̱ne̱ bi ce. Nyi be a nwie rotsu re-njeli ne mbe brri rigwe̱ rigwe̱ng nwie nyi rekwi. 
HEB.12.23	Nyi be a nwie ekpri nné ce̱ nka ne mbe nyi birina, ne e wie re-lo mbe a zinye̱. Nyi be a nwie Be̱ne̱ ne nyi ngu ne ngu ri nyi nneywí zhwozhwo nka. Nyi be a nwie nné redziee nke ne mbe i kwi ne e we ci mbe ci tsantsa. 
HEB.12.24	Nyi be a nwie Jesu ne ngu nyi nne zetsi na jee hwi, ngbe a nwie roshwo nke ne e kprre̱ ne ngu hé nka re ne̱ na Habila.
HEB.12.25	Nyi nyi te̱nte̱, shi de̱ nyi ra ho nka ngu ne ngu níng heng we̱. Aha nné ne mbe i ra ho nka Be̱ne̱ ne i we heng a be ngwie̱ ne̱, koó i to á drre̱ we̱. Wé̱ ce̱ rimi he̱rri ngbe nzhi ri to drre̱, kundu nzhi bra emerin nzhi ki ngwa ngu ne ngu níng he nka a zinye̱ e̱e̱?
HEB.12.26	A zhe ana cwue ngu a i gbe̱ ebe ngwie̱, me̱di a zhe ne ne̱ aa sa jee he, “Ce zrru wa, ko nje shi gbe̱ we ebe ngwie̱ we̱, me̱di he̱rri ngbe ne zinye̱.”
HEB.12.27	Nka ngu he “ce zrru wa” ana a tí he ga ankya ne e nyi e̱, á ri we gbe̱, ré we trru; aha ngbe ré we ankya nke ne ko bi ré we gbe̱ we̱.
HEB.12.28	Aha nii, tu ne nzhi shi she ringgwe̱ ne ko bi ré hung gbe̱ng we̱, nde nzhi ci Be̱ne̱ kijie̱ng; kundu nzhi nyi ni, mahu nzhi ki ye mbè a rê ne ngu shi ki kla ehwie, nzhi ki ngwa grime̱, nzhi bra ki to, 
HEB.12.29	aha Be̱ne̱ nzhi e̱ cence a shi shi lendo ne ngu yé.
HEB.13.1	Nyi ke̱ we ne yaa ce̱ shi re-gimbe. 
HEB.13.2	Nyi lu nyi ri ma srra re si nné ice. Yá mbe i nyi ni he̱rri á si re-njeli we̱sa ne hu re̱se̱ng.
HEB.13.3	Nyi lu aha nné mbe ne mbe shi a uucwu gyiaa shi shi nyi ning shi ngbe mbe. Nyi lu aha nné mbe ma ne mbe shi shwe ge̱zhe̱, nde re shi shi nyi shi nwie shweng ngbe mbe.
HEB.13.4	Nyrra a nyi kya re ki ci grime̱, nto ngbe mbrru ré bra yaa nyi redziee; aha Be̱ne̱ cwo a nyi nné bi e̱kpe̱e̱ le̱le̱ njè ngbe nné nyi njè nka.
HEB.13.5	Shi de̱ ce̱ ncwé̱ re shwe rici nyi we̱, me̱di nyi ci kijie̱ng ne kya nyi bi. Aha Be̱ne̱ i he, “Ko shi n re we we̱, ko tsie̱tsie̱ ko shi n re we gung we̱.”
HEB.13.6	Aha ni nde nzhi he we dengge he,
HEB.13.6	“Nyi Brrabe̱ ngu ning shéng,
HEB.13.6	ko shi n ci owu we̱.
HEB.13.6	Nyi nda ya nne re hu ning nying?”
HEB.13.7	Nyi lu ne nnencwueé nyi, ne mbe i níng he nka Be̱ne̱. Nyi shwe̱ riyii cwuncwuu nyi ri zhwe srra ne mbe i srra, ngbe nyi mie̱ ne zhwe sa rie mbe. 
HEB.13.8	Jesu Krristi shi we shi ne ngu i ning shi a rwi, ngbe cwu, ngbe he̱rri tiya. 
HEB.13.9	Shi de̱ ré níng ci nyi brru rê ne yá re-nka ne e níng mie̱ng ne mbe shi ka we̱. A bi rina ngbe ehwie rina Be̱ne̱ re níng ci nzhi ci igbe̱ a yarri ronu rie nzhi, de̱ re nyi nkang zhwe re-teede na yâ we̱; aha ko re-teede ana á bi mpe̱ni a nwie nné zhweng we̱.
HEB.13.10	Nzhi e̱ nzhi bi ya briing nyi teede na ne ko ngbe re-prristi ne mbe nyi cwuo a Ndu nné Yahudi koó bi de̱me̱ ré ye kya ne e ning nyi teede a zeteng we̱. 
HEB.13.11	Ngu Brra Prristi e̱ fó roshwo re-ankya rehwe we̱ ngwie mi yarri Nwie Wiri Kaka ngbe we̱ ning nyi teede aha re-e̱ngwie̱, me̱di wé̱ ya shwi rine̱ nna gbong a teme ngwie̱.
HEB.13.12	A nyi aha ni ne Jesu ngu i shwe ge̱zhe̱ gbong a teme brra onusinye ngwie̱, aha ngbe ngu ci nneywí ré ci wiri ne roshwo na ngu. 
HEB.13.13	Aha ni nde nzhi ywa nwie ngu a teme ngwie̱, ngbe nzhi shwe zhwe nshwu ne ngu i shwe e̱ ma. 
HEB.13.14	Aha a be ngwie̱ ne̱ ko nzhi bi ngwie̱ na ngu shi ning shi he̱rri tiya we̱; me̱di nzhi sa riyii a ngwie̱ na ngu cwo be. 
HEB.13.15	Aha ni nde nzhi tu rici nwie de Be̱ne̱ aha a nyi teede ne nzhi ki nying a yarri lo Jesu, a zhe ne nzhi tí we gbeng he nyi ngu ngu nyi Brrabe̱. 
HEB.13.16	Shi de̱ ga re níng bru ne yaa nyi rina nwie yaa sheng we̱, aha a nyi mbe ne̱ ne mbe nyi teede na ngu kla Be̱ne̱ ehwie.
HEB.13.17	Nyi ho nnencwueé nyi nka nwie nyi re-ankya ne mbe he nyi nyi. A nyi mbe ne mbe ci nkwile̱ ne nyi we̱sa ne srra cwu, aha ne mbe ri yo nyyi Be̱ne̱ ré he re-ankya ne mbe nyi. Kundu nyi we ho nka, wé̱ nyi cwuo mbe e̱ ne ehwie kla. De̱ ni we̱, wé̱ nyi ne ehwie dzio ngbe ko we̱ bra níng she nying nna we̱.
HEB.13.18	Nyi tu rici nwie ku Be̱ne̱ aha nzhi. Nzhi hu kpe̱kpe̱ he a yarri re̱kpe̱e̱ nzhi e̱ nzhi shi wiri, nzhi bra ce̱ he nzhi srra re nyi kya ne ngu shi tsantsa a yarri ko nda. 
HEB.13.19	Nje bra cwe nva ne nyi he nyi ning bra ku Be̱ne̱, aha ngbe Be̱ne̱ re ning brru ne nje re be nwie nyi we hwiehwie.
HEB.13.20	Nde Be̱ne̱ ne ngu ngwá srra rina, ne ngu deze Brrabe̱ nzhi Jesu nhu, ngu ne ngu nyi Brra Nnecwo canvé Be̱ne̱ ne aha roshwo ngu ne e ning sa jee na he̱rri tiya, 
HEB.13.21	re níng ngwa ko zohu kya rina ne ngu mwa ye̱ye̱rri nyi bi aha ngbe nyi ning nyi kya ce̱ ngu; nde re ci nyi nyi kya ne ngu ki kla ehwie ne Jesu Krristi níng sheng, ngu ne grime̱ nyi ngge ngu he̱rri tiya tiya. A shi ni.
HEB.13.22	Re-gimbe, nje cwe nva ne nyi he nyi ci nkwirin ne nti nka ne nje wie aha n níng shwe̱ rehwie ne̱, aha nje wie we kunggu. 
HEB.13.23	Nje ce̱ nyi hu he á cire gimbe nzhi Timoti a uucwu gyiaa. Kundu nje ri she ngu ya wre̱ we hwiehwie, ma n be ngbe ne ngu a zhe ne nje ri cwo a níng ri.
HEB.13.24	Nyi ning dzie ga nnencwueé nyi zhwozhwo, ngbe ga nné wiri Be̱ne̱ zhwozhwo. Re-gimbe a Italiya á níng dzie ma.
HEB.13.25	Nde ehwie rina Be̱ne̱ re shi ngbe ne nyi zhwozhwo.
JAS.1.1	Krre̱de̱ ne̱ wru nwie nje Yakubu, nnencwuo Be̱ne̱ ngbe Brrabe̱ Jesu Krristi,
JAS.1.2	Re-gimbe nje, nyi ki fo we ne rehwie kla, kundu nyi ngwi yarri re-nzhwe mwa ri, 
JAS.1.3	aha nyi hu re̱se̱ng he kundu ne e mwa sa rie nyi e̱ ni, we̱ níng ci nyi yaa rwe. 
JAS.1.4	Nde yaa rwe nyi e̱ re fro cwuo na ngu ma, aha ngbe re níng ci nyi hu kwè tsantsa ne ngu mwa ye̱ye̱rri nyi níng shi, ngbe ko nyi e̱ re̱ a yankya we̱. 
JAS.1.5	Kundu ya nyi nyi riywe̱ zentsi, nde re rin Be̱ne̱ng ne ngu ngwá ko nye̱ we wang we̱sa ne tsi ya nne, ngbe we̱ ki ngwa. 
JAS.1.6	Me̱di re rin ne ning sa rie, we̱sa ne nyi jinji, aha nne nke ne ngu nyi jinji a rinng nna shi shi gu rishi a brra nzhwo rishi ne wu yhwá nwie yrrung re ning brru mi. 
JAS.1.7	Shi de̱ zhwe nne ana re hwie he ngu a hung she yankya a nwie Brrabe̱ we̱, 
JAS.1.8	aha ne ngu bi rehwie wehwie, koo hung sa rici ngu a nwie zunzrru we̱ a yarri ko nda ne ngu nyí.
JAS.1.9	Nde re-gimbe ne mbe shi riywe̱ ré cwe zewe aha Be̱ne̱ we ngwa grime̱, 
JAS.1.10	me̱di nne ce̱ nka ne ngu bi va ma re cwe zewe aha Be̱ne̱ ki ci re̱, aha ne ngu bi shimi we shi vooshwo ntsi.
JAS.1.11	Aha ne̱ dezé ne ren we̱ ci ntsi re yomi, ngbe re-vooshwo nna wé̱ kpi be, he̱rri rina mbe e̱ we̱ ci shweni. A shi we ni ma, nne bi va a cwo a hwe we ni ma we ne ngu shi re-cieeng kre ncwe̱ ngu.
JAS.1.12	Mwo rina nyi na nne nke ne ngu yaa rwe a zheng mwa ri, aha ne ngu ti cence he ngu bi sa rie, a ri she lede na ce he̱rri tiya ne Be̱ne̱ i sa jee he ngu ri ngwa nné mbe ne mbe ki ce̱. 
JAS.1.13	Shi de̱ ya nne ne mwa ri ki be re he he nyi Be̱ne̱ ngu shi nwie ki mwa ri we̱, aha ko Be̱ne̱ mwa ya nne ri we̱, ko bra bi nne re hung mwa Be̱ne̱ re ki ci nyi e̱ngwie̱ we̱. 
JAS.1.14	Me̱di ko nye̱ ngwié mwa ri kundu ne ecwue na ngu we rici ngu ki kwa he̱rri ngu ki shwe̱li. 
JAS.1.15	Ngbe a zhe ne ecwue ana ri he ngu ci riti a ngu, we̱ ki ci re nyi e̱ngwie̱, ngbe e̱ngwie̱ e̱ ri he ngu ci brrang ma fa, we̱ ki ci re hu.
JAS.1.16	Shi de̱ ré níng brra we̱, re-gimbe ce̱ nje. 
JAS.1.17	Ko zohu te̱nte̱ kya na na ne ngu bi rina kpe̱kpe̱ wru zeteng a nwie Be̱ ne ngu nyi re-ankya tsie̱ nse̱ a zinye̱, ngu ne ko ngu bra we̱, ko bra shi shi rowu ne ngu bra we̱. 
JAS.1.18	A nyi kya ce̱ ngu he ngu níng ci nzhi hwie̱ rewe ngu ne nka raywrra, aha ngbe nzhi hwie̱ shi nyi yá re-birina na ngu a tsi ga ankya ne ngu nyi.
JAS.1.19	Re-gimbe ce̱ nje, nde nyi hu re̱se̱ng he aa mwa ye̱ye̱rri ko nye̱ re shi jenje nwie hong, me̱di re shi de̱tiri nwie he nka ngbe ne dzio ehwie, 
JAS.1.20	aha ko dzio ehwie nneywi e̱ cwo mi ne nyi re-cwuo redziee ne Be̱ne̱ cé̱ we̱. 
JAS.1.21	Aha ni nyi trru ko zohu e̱kpe̱e̱ le̱le̱ ngbe hwie̱ ne ngu ke̱ we ne ning shi yarri nyi, ngbe a yarri nywe̱ rici, nyi se̱ riti nka Be̱ne̱, ne ngu ci yarri ronu rie nyi, ne ngu hu níng kyia. 
JAS.1.22	Nyi hwie̱ nné ne mbe hó re ning nyi cwuo mi, shi de̱ nyi ho we ho nwie yaa brra we nci nyi we̱. 
JAS.1.23	Aha ko nye̱ ne ngu hó nka Be̱ne̱ we ho, ne ko ngu ning nyí cwuo mi we̱, a shi shi nne ne ngu yaa ri a ngge̱ni, 
JAS.1.24	ngbe a zhe ne ngu ri yaa ri yhwe̱, ne ngu ne̱ ne ciee ngu, we̱ wre̱ ne ning ci ga bru ka ngu shi rimi ye̱. 
JAS.1.25	Me̱di nne nke ne ngu ning sa rici nwie hwie nti nka Be̱ne̱, nka ngu ne ngu shi tsantsa ne ngu níng cí nzhi she drre̱ ne e̱ngwie̱, ne ko ngu nyi we nne hong we ho re ning ci ga bru we̱, me̱di ne ngu ning nyi cwuo mi, we̱ she mwo rina a yarri ko nda ne ngu shi nying.
JAS.1.26	Kundu ya nyi yaa ri shi ngu bi e̱kpe̱e̱ng zhwe Be̱ne̱, ne he̱rri ne cwu ko ngu cwó le ngu we̱, mahu a yaa brra we rici ngu, zhwe Be̱ne̱ ngu a bra nyi we cwuo shweni. 
JAS.1.27	E̱kpe̱e̱ng zhwe Be̱ne̱ nke ne ngu shi wiriri we̱sa ne e̱kpe̱e̱ le̱le̱ a nyyi Be̱ne̱ Be̱ e̱ nyi nke: ré ci nkwile̱ ne re-iina ngbe kpambrrú a yarri re-cinci mbe, nne re bra cwo rici ngu ne yaa dzio ne ankya ngwie̱.
JAS.2.1	Re-gimbe nje, tu nyi bi sa rie a Brrabe̱ nzhi Jesu Krristi ne ngu bi grime̱, shi de̱ nyi kyie nné kyie kyie we̱. 
JAS.2.2	Kundu ya nne ya wre̱ a tsi nyi a zhe ne nyi shi mwe ne ngu ci ewema na zinarriya ngbe brrá ankya, ngbe ya yiriywe̱ e̱ ya wre̱ ma ne igye̱ ankya ma, 
JAS.2.3	kundu nyi ci nkwile̱ ne nne bi brrá ankya ana nyi he ne ngu he, “Ngwe̱, be ngwe̱ srra a te̱nte̱ ncwu ne,” me̱di nyi e̱ he ne yiriywe̱ nna he, “Ngwe̱, yo miimi, ka ngwe̱ srra a be hwerri ho.” 
JAS.2.4	Ko nyi e̱ ne̱ ne ting a nci nyi e̱ he yá nneywí e̱ á shi ka, nwie yaa nyi nka a yarri hwie nka me̱nkye̱ wo ye̱?
JAS.2.5	Re-gimbe ce̱ nje, nyi ho: ko Be̱ne̱ e̱ kyie nné mbiye ne mbe nyi yiriywé̱ a be ngwie̱ ne̱ ngbe ré bi sa rie we yang, ngbe ré bra hwie̱ nné ne mbe cwo a she ringgwe̱ ne ngu ning sa jee aha nné ne mbe ki ce̱ wo ye̱? 
JAS.2.6	Me̱di nyi e̱ nyi dzié̱ yiriywé̱. Ko nyi mbe nné bi va ne mbe níng ngwá cinci wo ye̱? Ko nyi mbe ne mbe níng kwa re nzhi re-zonggrung nyi nka wo ye̱? 
JAS.2.7	Ko nyi mbe e̱ ne mbe he re-nkang dzie̱ lo Jesu Krristi, te̱nte̱ lo ne e níng hu mi wo ye̱? 
JAS.2.8	Kundu nyi rā zhwe Nti Nka na Ringgwe̱ ne ngu shi a yarri Krre̱de̱ Be̱ne̱ he, “Ngwe̱ ce̱ nne dudu ne ngwe̱ shi rici ngwe̱,” mahu nyi e̱ nyi ye̱ye̱rri.
JAS.2.9	Me̱di kundu nyi kyie nné kyie kyie, mahu nyi nyi e̱ngwie̱, Nti Nka a bra tí we gbeng he nyi nyí nné e̱ngwie̱. 
JAS.2.10	Ko nye̱ ne ngu zhwe ga Nti Nka zhwozhwo, me̱di ngu hle̱ we zunzrru, mahu aa ywe̱ ne ga Nti Nka ana zhwozhwo. 
JAS.2.11	Aha ngu ne ngu he, “Shi de̱ ngwe̱ nyi njè we̱,” a bra nyi ngu a ngu he wa he, “Shi de̱ ngwe̱ yhwe̱ nne we̱.” Kundu ne de̱ ngwe̱ nyi njè we̱, me̱di ngwe̱ bra yhwe̱ nne, mahu ngwe̱ hle̱ Nti Nka Be̱ne̱. 
JAS.2.12	Aha ni nyi ri ma he nka nyi bra nyi ankya shi nné ne e ri we nyi nka ne Nti Nka ne ngu níng ci nzhi she drre̱ ne e̱ngwie̱. 
JAS.2.13	Aha Be̱ne̱ ri nyi nné riywe̱ naana nka we̱sa ne naana. Naana a drré̱ nyi nka.
JAS.2.14	Re-gimbe nje, mpe̱ni he ngwe̱ bi sa rie me̱di ko ngwe̱ bra nyi re-cwuong nna we̱ e̱ nyi nda? He̱rri zhwe sa rie ana we̱ re kyia aa? 
JAS.2.15	Kundu ya gimbe ewerento ka ewerembrru nyi riywe̱ kya ci rwe̱ ka yâng yeri, 
JAS.2.16	ngbe ya nyi e̱ he ne ngu he, “Ywa, ngwe̱ ya ngwie rina, Be̱ne̱ re re ngwa kya ci ngbe kya ye,” ne ko ngu bra ki ngwa ko yankya ci rwe̱ ka kya ye we̱, mpe̱ni nna nyi nda? 
JAS.2.17	Aha ni sa rie we nggaa ngu we̱sa ne re-cwuong nna, a nyi kweng.
JAS.2.18	Me̱di ya we̱ he, “Ngwe̱ e̱ ngwe̱ bi sa rie, nje e̱ bi re-cwuong.” Ning ti sa rie ngwe̱ ne ko ngu bi re-cwuong nna we̱, ngbe ma n re ti sa rie na nje e̱ ngbe ne re-cwuo ne nje nyi e̱. 
JAS.2.19	Ngwe̱ bi sa rie he Be̱ne̱ shi zunzrru. Ee, ngwe̱ nyi ye̱ye̱rri. Me̱di ga ngbe rewienci e̱ ma á bi sa rie he shi ni ma, he̱rri a ki tó ne tsi rwe̱. 
JAS.2.20	Ngwe̱ nne riywe̱ zentsi, ngwe̱ ce̱ hung he sa rie we̱sa ne re-cwuong nna nyi we cwuo shweni e̱e̱?
JAS.2.21	Ko nyi aha kya ne brra yo nzhi Ibrrahin e̱ i nyi a zhe ne ngu i fo kowe ngu Ishaku ngu ngwa a briing nyi teede e̱ ne i ki fo he nyi nne redziee we̱ e̱e̱?
JAS.2.22	Ma ko ngwe̱ ri sa rie ngu a i shi gbengbe ne re-cwuong wo ye̱? Kya ne ngu i nyi e̱ ci ré hu he cence a bi sa rie. 
JAS.2.23	Ngbe krre̱de̱ Be̱ne̱ e̱ ci rrurru shi ne e wie he, “Aha sa rie Ibrrahin e̱ Be̱ne̱ e̱ ki se̱ he nyi nne redziee”; he̱rri á i ki ye he rwi Be̱ne̱.
JAS.2.24	Ma nyi ri, nneywi e̱ shi tsantsa a nyyi Be̱ne̱ aha re-cwuo ne ngu nyi, ko aha sa rie nggaa ngu we̱. 
JAS.2.25	A shi we ni wa, ko Rraha ne ngu i nyi ntsie̱wente i ci tsantsa nyyi Be̱ne̱ aha kya ne ngu i nyi a zhe ne ngu i ngwa nné ri ngwie̱ ewieng srra ngu bra we cire a yaka rê we̱ e̱e̱?
JAS.2.26	Aha we shi ne rwe̱ we̱sa ne nshe a nyi kweng, we ni wa, sa rie we̱sa ne re-cwuong a nyi we kweng.
