MAT.1.1	Pèci né pâr̂â bèmûû Ièsu Kérisö, mör̂u David, wè mör̂u Abérahama.
2CO.8.8	Gö da êr̂ê ûr̂û-ré xè-i mââyöö, aè é waawaa yè avâr̂i né vi méar̂i xe-ve xè-i ké vi wêêgûr̂û i bör̂i. 
2CO.8.9	Wè gëve wê tâwai vi méar̂i vi bwir̂i i Ör̂ökau Ièsu Kérisö, êr̂ê, na pè rhauadè-è vè ki-ve, na na wê kigör̂ödiwi, cè ki pè kigör̂ödiwi-ve rö-i rhauadè xi-e.
2CO.8.10	Gö êr̂ê vèa vi tâ néxâi xi-nya rö-i kââ-ré, aè na dö pâr̂i-ve aau, gëve ré wê rhavûû baayê rèi nédö-ré, ké yè rhî vè e nô-ré mâ yexèvè. 
2CO.8.11	Aè xina, wè waa kwéyë cè ki virù na ké yexèvè xe-ve rö-i ka pâr̂i-ve, mâ ké rhî vè e xe-ve xiréé ka kau. 
2CO.8.12	Rhî vè e ka e, na ki tö vèa, wè na e rö-i kââ ré wii rö pwar̂a kâmö, aè na da rö-i kââ ré yèri rö pwar̂a-è.
2CO.8.13	Cè ki da wii na vi nââbéé rö pwar̂a bör̂i, mâ rhauadè rö pwar̂a-ve, aè na e na ki rhau virù. 
2CO.8.14	Na e na ka vi örua rö pwar̂a-ve xina vè ki pa rhauadè rai-r̂é, aè na e na ka vi örua tö pwar̂a-r̂é vè ki pa rhauadè rai-ve, cè ki dö virù, na ûr̂û ka yu, êr̂ê:
2CO.8.15	«Ö kâmö ré wii ki-e ka pôr̂ô, wè na yèri ka vi örua;
2CO.8.15	Aè ö kâmö ré wii ki-e ka duwê, wè na da wii na ka yèri rö pwar̂a-è.»
2CO.8.16	Ëi yè Bâô, wè, na vi nââ rö wêê nénââ i Tito vi wêêgûr̂û wa-ve ka ûr̂û-ré. 
2CO.8.17	Wè na cëi ké aʼyè-è na ce rö-i rhî vè e xi-e ka kau, na bör̂i dè vi tar̂a wa-ve na ce. 
2CO.8.18	Aè gèvé tùr̂ùwaa-r̂u vèâ kaavèâi ré cér̂é aʼvè e-é rö-i ké vi rherhîrëi xi-e vi rherhî ka e yè pâr̂â ékalésia. 
2CO.8.19	Aè na da cér̂é rö, aè cér̂é pâbir̂i-e bar̂ee na pâr̂â ékalésia cè ki béé vâr̂â xé-vé rö nêr̂ê né vi méar̂i-ré, ré gèvé waa vè pè kau Ör̂ökau, mâ cè ki pètâbâ né rhî vè e ka e xé-vé.
2CO.8.20	Gèvé waa ûr̂û-ré, koa-wi aʼvè yaané-vé na dèxâ rö-i êê vië ka kau ré gèvé waa nêr̂ê né-é. 
2CO.8.21	Wè gèvé waa tö rhûû pâr̂â kââ ka e, na da rö némèè Ör̂ökau rö, aè rö némèè pâr̂â kâmö bar̂ee.
2CO.8.22	Aè gèvé tùr̂ùwaa kaavèâi-vé cè ki vi cér̂é, gèvé rhîâgür̂ü rö-i pâr̂â wêyê ka dö pôr̂ô vi wêêgûr̂û xi-e, na bör̂i vi kwéjî bar̂ee na vi wêêgûr̂û xi-e xina, xè-i vi tâ néwèi vè kau xi-e yè-ve. 
2CO.8.23	Aè é yè ërëwaa Tito, na bör̂i kâmö ker̂e-nya na ce, mâ gövu wakè vèâ yè-ve; aè é yè ërëwaa bar̂ee pâr̂â kaavèâi-ve, cér̂é bör̂i pâr̂â pa é tùr̂ùwaa-r̂é i pâr̂â ékalésia, wè rhîrhér̂é i Kérisö. 
2CO.8.24	Tö ökâré, pèri vèa yè-r̂é rö némèè pâr̂â ékalésia, pètâbâ né vi méar̂i xe-ve, mâ ké ye vè avâr̂i ké pè vi or̂o-vé xe-ve.
2CO.9.1	Gö tâ néxâi êr̂ê, na da tâ mwér̂é cè göi yu yè-ve nô né wakè rö pwar̂a pâr̂â paxa vi rheewaa-r̂é. 
2CO.9.2	Wè gö wê tâwai rhî vè e xe-ve ka e ré gö pè vi or̂o-nya xè-i vè ke-ve rö pwar̂a pâi xè Makédonia, na gö êr̂ê vèa, êr̂ê, na wê rha nédö na ké cowa kâ vè tö vâ i Akaia; aè na pè tuö vi wêêgûr̂û i bör̂i pa pôr̂ô na rhî vè e xe-ve ka e. 
2CO.9.3	Aè gö tùr̂ùwaa pâ kaavèâi cè ki da bwir̂i na ké aʼvè e-ve xé-vé rö-i kââ-ré mâ cè gëve wè cowa kâ vè tö vâ röi ûr̂û ké êr̂ê xi-nya. 
2CO.9.4	Koa wi pwa gèvé vèâ bör̂i kâmö xè Makédonia na ka tö rhûû-ve, na gëve da tö kâ vè tö vâ, gèvé yè bör̂i köö töwè na ki mâ da êr̂ê köö xe-ve rö-i nô ka dö tâ mwér̂é-a. 
2CO.9.5	Ökâré pûû ké wê tâ néxâi xi-nya êr̂ê, na dö kââ na ké yè pëër̂ii yè pâ kaavèâi, cè ké-r̂é wê tâ vi baayê vèr̂i wa-ve mâ kâ vè tö vâ pè vi méar̂i xe-ve ré é êr̂ê xiréé, cè ki wê tö vâ rö-i mâ cè ki ûr̂û êê vië né vi méar̂i, aè nè yè da ûr̂û êê vië né âmu.
2CO.9.6	Aè ökââ bar̂ee, ö kâmö ré nai vè yar̂i, nè yè dè yar̂i na ké yè vi yiur̂u xi-e, aè ö kâmö ré nai vè kau, nè yè bör̂i dè kau bar̂ee na ké yè vi yiur̂u xi-e. 
2CO.9.7	Na e na ké-r̂é mâ rhau nââ vidù na pâr̂â kâmö ûr̂û rhî vè e xé-r̂é rö pwéé-r̂é, na da kèi wêê nénââ ka yéé mâ vi winô yè-r̂é; wè na rhî vè e na Bâô kâmö ré nââ rö-i vi or̂o. 
2CO.9.8	Wè na tâwai na Bâô ki yè nââ yè-ve pâr̂â vi méar̂i vi bwir̂i ka pôr̂ô, cè ki bâ wii rö pwar̂a-ve na kââ ka yè pâr̂i ki yè mâmâ xe-ve, mâ kââ ka pôr̂ô bar̂ee vè ki nêr̂ê ka e, 
2CO.9.9	na ûr̂û ka yu, êr̂ê:
2CO.9.9	«Na wê nââ vi bwir̂i na ce, na wê nââ yè pâi pa rhauadè;
2CO.9.9	Na tömâ waavi na târi xi-e.»
2CO.9.10	Aè ce ré nââ pwêê kaaxür̂ü yè kâmö ré vi nai, mâ var̂awa vè êê ara xi-e, wè nè yè waa vè pôr̂ô bar̂ee pwêê kaaxür̂ü xe-ve, mâ pè tuö pâr̂â pwêê né câwâ ka târi xe-ve. 
2CO.9.11	É pè kigör̂ödiwi-ve rö-i pâr̂â kââ wânii, cè ke-ve wê tö vi nââ rö-i wêê nénââ ka vi or̂o, ö kââ-ré pè tö vèa ëi yè Bâô xè xe-ve. 
2CO.9.12	Wè ö ké waa nêr̂ê-â, wè nè yè da pâr̂i rö vi nââbéé ka kau yè pâi pa vi rheewaa-r̂é, aè pè tuö parui pâr̂â vi ëi yè Bâô. 
2CO.9.13	Aè rö-i pètâbâ nêr̂ê-â, wè cér̂é pè kau Bâô xè-i ké pwêr̂ê nô xe-ve mâ rhî vè e yè vi rherhî i Kérisö, mâ xè-i êê vi méar̂i xe-ve yè-r̂é mâ yè pâr̂â kâmö wânii. 
2CO.9.14	Cér̂é pwaér̂ö vè ke-ve mâ méar̂i-ve vè kau aau rö-i vi méar̂i vi bwir̂i i Bâô, ré vi kwéjî rö pwar̂a-ve. 
2CO.9.15	Ëi yè Bâô xè-i kwââvâr̂â xi-e ré é da tâwai êr̂ê kwéyë!
2CO.10.1	Aè gènyâ Paulo, gö pëër̂ii yè-ve rö-i ka kièo mâ ka vië i Kérisö, gènyâ ré yör̂a na némèè na gö tö pwar̂a-ve, aè gö mör̂ö na gö tö vè mwâi rai-ve! 
2CO.10.2	Gö pëër̂ii na ki göi pwa, koa yè tuwir̂i-nya, wè cè ki göi mör̂ö yè-ve xar̂a mör̂ö ré gö tâ néxâi ké yè mör̂ö yè bör̂i kâmö, pa tâ néxâi yè-vé, êr̂ê, gèvé köiwaa rö-i kar̂ö. 
2CO.10.3	Na ki gèvé köiwaa rö-i kar̂ö, gèvé da vi paa rö-i kar̂ö. 
2CO.10.4	Wè pâr̂â o né vi paa xé-vé, wè na da o né kar̂ö, aè cér̂é mör̂ö xè-i Bâô cè ké-r̂é pè bèi pâr̂â mwâ gu. 
2CO.10.5	Mâ pè bèi pâr̂â vi tâ néxâi mâ pâr̂â kââ ka pwi rua ré tö vèa yè vi rhîâgür̂ü Bâô, mâ ya pèi pâr̂â vi tâ néxâi wânii yè pwêr̂êwaa Kérisö. 
2CO.10.6	Gèvé kâ vè tö vâ bar̂ee ké yè waa pè urhii yè pâr̂â ké vi texai nô, na ki wê tö rhaavu na ké pwêr̂êwaa xe-ve.
2CO.10.7	Aè gëve tö rhûû pâr̂â kââ rö-i wêê mèè! Nè yè tâ néxâi na dèxâ, êr̂ê, na kâmö i Kérisö na ce, na e na ki dè tâ néxâi tëë rö xi-e, êr̂ê, na kâmö i Kérisö, aè gèvé dè kâmö i Kérisö bar̂ee na gèvé. 
2CO.10.8	Aè gö yè dö vi or̂o vè kau wa târi rö pwar̂a-ve, ré na nââ yè-vé na Ör̂ökau, vè pè vâi rua, aè na da pè kâ vè maii-ve, 
2CO.10.9	wè gö yè bör̂i da köö, cè ki da tö vèa, êr̂ê, gö bar̂i pè bar̂a-ve i pâr̂â pèci xi-nya. 
2CO.10.10	Wè cér̂é êr̂ê: «Na yéé mâ mör̂ö na pâr̂â pèci xi-e, aè na ki tö-a na ce rö-i kar̂ö-è, na bör̂i yör̂a, mâ na da dö kââ na nô xi-e.» 
2CO.10.11	Na e na kâmö ré tëvë ûr̂û-ré cè ki tâ néxâi, êr̂ê, ké waa xé-vé rö-i nô na gèvé yu pèci tö ka tö vè mwâi, wè na virù vèr̂i ké waa xé-vé na gèvé tö pwar̂a-ve.
2CO.10.12	Wè gèvé da mör̂ö cè gèvé tö vi béé, mâ pè virù-ve vèr̂i bör̂i kâmö, pâi pa dè vi aʼvè e-r̂é. Wè cér̂é da tâ pâgür̂ü na ké-r̂é dâ-r̂é i dâ xé-r̂é, mâ dè pè virù-r̂é vèr̂i-r̂é. 
2CO.10.13	Aè gèvé yè da vi êr̂ê ké-vé rai dö dâ, aè na e rö rö-i dâ ré na vi dâ yè-vé na Bâô, cè ki dâ kwéyë rö pwar̂a-ve. 
2CO.10.14	Wè gèvé da kwéjîr̂i dâ xé-vé, na ûr̂û ké wê da pwa xé-vé rö pwar̂a-ve, wè gèvé pa kwéyë rua yèri-ve baayê xar̂a vi rherhî ka e i Kérisö. 
2CO.10.15	Wè gèvé da vi êr̂ê ké-vé rai dö dâ rö-i wakè i bör̂i kâmö, wè rhîrhér̂é xé-vé; aè na wii na vi târ̂î xé-vé, na ki yè kau vi na tâ néwèi xe-ve, êr̂ê, gèvé yè tâ mwér̂é vi rö xe-ve, rö-i dâ é vi dâ yè-vé, 
2CO.10.16	mâ gèvé yè vi vaa i vi rherhî ka e yè pâr̂â névâ ré tö vè vèr̂i rai-ve, aè gèvé yè da vi êr̂ê ké-vé wa pâr̂â kââ ré é kâ vè tö vâ rö ka é dâ yè dèxâ kâmö.
2CO.10.17	Aè ö kâmö ré yè vi êr̂ê ki-e, na e na ki êr̂ê ki-e rö Ör̂ökau. 
2CO.10.18	Wè e yè da cëi-e ö kâmö ré dè aʼvè e-é, aè na e rö na kâmö ré na aʼvè e-é na Ör̂ökau.
2CO.11.1	Aau! Na ki yè pâr̂i-ve na dèxâ böömèè vi bwéjé xè xi-nya! Na e! Nââbéé â-nya na gëve. 
2CO.11.2	Wè gö vi pèr̂i wa-ve xè-i vi yar̂ii i Bâô, wè gö aʼwîî-ve wa rhaaxâ wi, cè ki göi pèri-ve yè Kérisö, ûr̂û dèxâ bwè dowa ka rhéö. 
2CO.11.3	Aè waa ûr̂û ké vi ârui Éva i mârhùr̂ii xè-i vi ârui xi-e, gö bar̂a wii vi mür̂ü na vi tâ néxâi xe-ve rai wêê nénââ ka târi mâ rhauadè yè Kérisö. 
2CO.11.4	Wè nè yè vi vaa i dèxâ Kérisö na dèxâ kâmö ka pi vi dèxâ rai Kérisö ré gèvé da vi vaa i yè-ve, aè gëve yè cëi dèxâ ko rai ö kââ-ré gëve wê cëi, mâ dèxâ vi rherhî ka e rai ö kââ-ré gëve wê cëi, na bör̂i dè pâr̂i-ve e.
2CO.11.5	Aè gö tâ néxâi, êr̂ê, gö da tö é ria né pâr̂â dö aposetolo-ré rö-i dèxâ kââ. 
2CO.11.6	Wè gö yè kâmö ka da tâwai-e ki yè tëvë, na bör̂i da ûr̂û-ré tö-i rhî tâwai, mâ gö cowa ye vè avâr̂i rö pwar̂a-ve rö-i pâr̂â wêyê mâ rö-i pâr̂â kââ.
2CO.11.7	Na wêr̂êi, gö waa nô ka yaané na gö dè pè vè yar̂i-nya cè ki mâ pè kau-ve, mâ vi vaa yè-ve i vi rherhî ka e i Bâô na na yèri pè yadii? 
2CO.11.8	Na ûr̂û gö cëi ké nââbéé-nya i bör̂i ékalésia, na gö wê cëi pè yadii rai-r̂é pè nââbéé köwi-ve. Aè tèi ökâré gö wê tö pwar̂a-ve mâ rhauadè, wè gö da pè yéé dèxâ kâmö; 
2CO.11.9	aè ö kââ-ré wê yèri rai-nya, wè cér̂é dè nââ yè-nya na pâ kaavèâi mi xè Makédonia. Aè gö dè pè mör̂ö-nya rö-i pâr̂â kââ wânii, cè göi da yéé yè-ve, aè gö yè dè bâ pè mör̂ö-nya. 
2CO.11.10	Na ûr̂û avâr̂i i Kérisö, na yèri kâmö ka yè pè rai-nya pè vi or̂o-a rö pâr̂â névâ rö Akaia. 
2CO.11.11	Aè xi-yé? Xè-i ké da méar̂i-ve xi-nya ra?
2CO.11.12	Na dè rhî tâwai na Bâô! Ö ké waa xi-nya, wè gö yè dè bâ waa ûr̂û-ré, cè ki mâ yâwîî wêyê i pâr̂â kâmö pa vi mè pûû-é, cè ké-r̂é wê tö vèa, êr̂ê, cér̂é virù vèr̂i-ve rö ka pè vi or̂o xé-r̂é. 
2CO.11.13	Wè cér̂é pâr̂â aposetolo pa vee na pâi pa ûr̂û-ré, mâ pâi pa waa nêr̂ê ka vee, cér̂é dè vi pugèwè-r̂é vè pâr̂â aposetolo i Kérisö. 
2CO.11.14	Aè na da pè buèi na nô-ré, wè na dè vi pugèwè-è bar̂ee na Satana vè angéla né daa. 
2CO.11.15	Tö ökâré, na yèri pè buèi na ké-r̂é dè pugèwè-r̂é na pâr̂â kâmö yar̂i xi-e vè kâmö yar̂i né câwâ ka târi, aè nè yè virù vèr̂i nêr̂ê-r̂é na léé-ré.
2CO.11.16	Gö êr̂ê tëë, êr̂ê, koa yè tâ néxâi na dèxâ kâmö, êr̂ê, gö vi bwéjé; aè nè yè tâ néxâi ûr̂û-ré, bör̂i wê cëi-nya na ûr̂û kâmö ka bwéjé, cè ki göi tâwai bar̂ee ka yar̂i ké yè pè rhîrhér̂é-nya. 
2CO.11.17	Aè ö ké êr̂ê xi-nya, êr̂ê, na pâr̂i-nya bar̂ee kè yè êr̂ê ki-nya, wè gö da vi êr̂ê rö-i Ör̂ökau, aè gö êr̂ê rö-i vi bwéjé. 
2CO.11.18	Wè cér̂é pôr̂ô na pâr̂â pa pè vi or̂o-r̂é rö-i kar̂ö, gö yè dè pè vi or̂o-nya bar̂ee. 
2CO.11.19	Gëve dè gaamëë na gëve, aè na dè e yè-ve na kè yè cëi pâr̂â pa bwéjé. 
2CO.11.20	Wè gëve dè cëi e na ki pugèwè-ve vè kâmö yar̂i na dèxâ kâmö, mâ mââmui-ve na dèxâ kâmö, mâ öxar̂a-ve, mâ pè kau-é rai-ve, mâ dèi némèè-ve. 
2CO.11.21	Aè gö köö rai êr̂ê, êr̂ê: “Gèvé dö yör̂a aau rai.”
2CO.11.21	Aè ki wii na dèxâ kââ ré na da bar̂a i na dèxâ kâmö cè ki vi pè kau-é xè-i, gö tëvë rö-i vi bwéjé, gö da bar̂a cè ki tëvë ûr̂û-ré bar̂ee na gènyâ. 
2CO.11.22	Na wêr̂êi, cér̂é pâi xè Hébèru na cér̂é? Gö dè ûr̂û-ré bar̂ee na gènyâ. Cér̂é pâi xè Israèl na cér̂é ra? Gö dè ûr̂û-ré. Cér̂é pâr̂â pâ mör̂u-i Abérahama na cér̂é ra? Gö dè ûr̂û-ré. 
2CO.11.23	Cér̂é pâr̂â kâmö yar̂i i Kérisö na cér̂é ra? Gö yè êr̂ê ûr̂û kâmö ka bwéjé, êr̂ê, na vi kwéjî rai-r̂é na ké kâmö i Kérisö xi-nya, vi kwéjî rö-i nêr̂ê; wè gö kâmö ka é wê kujir̂è vè pôr̂ô, ka é nââ-ê vè pôr̂ô rö mwâ pö kâmö. Ka pôr̂ô na ké wê tâwai mé xi-e. 
2CO.11.24	Cér̂é kanii vi kujir̂è-nya na pâi xè Juda i tâwarè kaar̂u kâmö vi kujir̂è, virai rhaaxâ böömèè, 
2CO.11.25	na karir̂i ké kurhauʼ-nya i köö kêê, aè na rhaaxâ na ké rhaxè-nya i pèyaa, aè gö karir̂i vi mû rö nérhëë rö pâr̂â kwâ, rhaaxâ bwê mâ rhaaxâ karèè xi-nya rö nérhëë. 
2CO.11.26	Na pôr̂ô yéyé ké bâ vi xi-nya, ca göi yaané rö pâr̂â kar̂ö rhëë, ca göi yaané xè-i pâr̂â kâmö pa pâr̂â, ca göi yaané xè-i pâr̂â pâ ker̂e-nya, ca göi yaané xè-i pâr̂â pâi pa dö töö, ca göi yaané rö pâr̂â névâ, ca göi yaané rö nékaê, ca göi yaané rö nérhëë, ca göi yaané xè-i pâ kaavèâi pa vee. 
2CO.11.27	Gö tö wakè ka yéé mâ bwêêpë, mâ bâ tâ rhî, mâ bar̂i ara, mâ bar̂i wâyö, mâ bâ tö mêr̂ê, mâ rhâô mâ tö bwar̂i. 
2CO.11.28	Dèxâ, wè na bâ tö yawi rö pwar̂a-nya na ké waa tö rhûû rèi pâr̂â nédaa, mâ tâ vi nénââ yè pâr̂â ékalésia. 
2CO.11.29	Nè yè yör̂a na dèxâ kâmö, na wêr̂êi, gö yè da yör̂a bar̂ee? Wîr̂î ré yè dùxè cè ki da u rö xi-nya?
2CO.11.30	Nè yè êr̂ê ki-e na dèxâ kâmö, gö yè bör̂i êr̂ê ki-nya na ké méyë xi-nya. 
2CO.11.31	Ö Bâô Pevaa i Ör̂ökau xé-r̂é Ièsu Kérisö, ré é yè aʼvè e-é kwéyë rua waavi, ré dè rhî vè gür̂ü êr̂ê gö da vee! 
2CO.11.32	Ö gavana rö Damaséko, ka kâmö i ör̂ökau Aréta, wè na waa tö rhûû névâ i pâi xè Damaséko, cè ki mâ tuwir̂i-nya. 
2CO.11.33	É bör̂i lèèi-nya ria xè-i dèxâ wêêyor̂o rö dèxâ kêbö, gö bör̂i ör̂ö rai duö néxar̂a â-ê.
2CO.12.1	Na e na ki yè vi êr̂ê ki-e. Na da tâ mwér̂é. Aè gö yè dè waa bar̂ee xè-i pâr̂â ngërhûû mâ pâr̂â êr̂ê vèa mi xè Ör̂ökau. 
2CO.12.2	Gö tâwai dèxâ kâmö rö Kérisö ka pârör̂ö na ma kavùè na pâr̂â nédö tèi nédèè ké wê öxar̂a-è rua na pèkarir̂i nékö, gö da tâwai êr̂ê é waa rö kar̂ö, mâ gö da tâwai bar̂ee êr̂ê, é waa rö é rua né kar̂ö, na dè tâwai na Bâô. 
2CO.12.3	Gö tâwai kâmö-ré, aè é waa rö kar̂ö-è, aè é waa na ki yèri kar̂ö-è, gö da tâwai, na tâwai na Bâô, 
2CO.12.4	é bör̂i pè xi-e na paradaisö, na bör̂i pwêr̂ê yèri mêr̂ê tëvë ka é yè da tâwai êr̂ê, ka da pâr̂i dèxâ kâmö cè ki mâ êr̂ê. 
2CO.12.5	Gö yè êr̂ê ki-nya xè-i kâmö-ré, aè gö yè da êr̂ê ki-nya xè xi-nya, na e rö xè-i méyë rö xi-nya. 
2CO.12.6	Aè gö yè rhî vè e ki êr̂ê ki-nya wa, wè gö yè da vi mür̂ü, wè gö yè êr̂ê ka avâr̂i; aè gö pè mör̂ö-nya, koa-wi tâ néxâi-nya na dèxâ kâmö rö-i ké rhûû-nya xi-e mâ pwêr̂ê-nya.
2CO.12.7	Cè göi da pè kau-nya rö-i ké vi kwéjî i pâr̂â êr̂ê vèa-ré, é wê bör̂i nââ yè-nya ka köyir̂ida rö-i kar̂ö, wè angéla i Satana cè ki ya-nya ria, cè ki göi da vi pè kau-nya. 
2CO.12.8	Aè gö karir̂i bëia i nô-ré yè Ör̂ökau, cè ki yèri rai-nya. 
2CO.12.9	Na bör̂i aʼcëi yè-nya na ce, êr̂ê: «Na pâr̂i-i na vi méar̂i vi bwir̂i xi-nya, wè na ye vè avâr̂i-e na ar̂inadö xi-nya rö-i ké méyë.» Tö ökâré, gö yè dè vi êr̂ê ki-nya xè-i ké méyë xi-nya, cè ki tö bwêêwé-nya na ar̂inadö i Kérisö. 
2CO.12.10	Tö ökâré, gö vi or̂o rö ké méyë xi-nya, mâ rö ké waa vè yaané rö ka tâ cérè, mâ rö vi yömör̂ui, mâ rö pâr̂â bwêêpë, na pûû-é na Kérisö, wè na gö méyë, tö ökâré gö bör̂i mör̂ö.
2CO.12.11	Gö vi mür̂ü, aè dè gëve ré tùr̂ùwaa-nya wa, wè na pâr̂i-ve na ké yè aʼvè e-nya, aè ki göi da dö kâmö, gö da tö é ria né pâr̂â aposetolo. 
2CO.12.12	Na tö vèa rö pwar̂a-ve na pâr̂â pètâbâ né aposetolo xi-nya rö-i kièo wânii, rö-i pâr̂â pètâbâ mâ pâr̂â pè buèi mâ pâr̂â nêr̂ê ka ar̂inadö. 
2CO.12.13	Aè gëve tö é ria xi-yé rai pâr̂â Ékalésia? Xè-i ké da pè yéé-ve xi-nya ra? Méar̂i-nya rö-i nô ka téé-ré! 
2CO.12.14	Tö rhûû, pèkarir̂i xina na ké kâ vè tö vâ xi-nya ké yè vi pwa yèr̂i-ve, aè gö yè da vi pè yéé-ve; wè gö da vi mèyè pâr̂â nékwêêr̂ê-ve, aè yè-ve rö. Wè na da nêr̂ê pâr̂â pâlè ké yè kâ vèâi vè ki pâr̂â pevaa mâ pâr̂â pâni-r̂é, aè na e rö na pâr̂â pevaa mâ pâr̂â pâni vè ki pâr̂â pâlè-r̂é. 
2CO.12.15	Aè gö rhî vè e cè ki dè rhau kâ vè bwir̂i mâ kâ vè bwir̂i-nya bar̂ee vè ki ko-ve, nè da dö kââ na ki gëve méar̂i-nya vè yar̂i, na gö méar̂i-ve vi kwéjî.
2CO.12.16	Na e, wè gö da pè yéé-ve, rhaaxâr̂ö gö kâmö ka waa câwâ, gö bör̂i pè xe-ve rö-i yeyèè! 
2CO.12.17	Na wêr̂êi, gö waa pè pâr̂â pâr̂â nékwêêr̂ê-ve xè-i pâr̂â kâmö ré gö tùr̂ùwaa-r̂é ua-ve? 
2CO.12.18	Gö vi pur̂â Tito mâ tùr̂ùwaa-è cur̂u dèxâ kaavèâi. Na wêr̂êi, na waa pè pâr̂â pâr̂â nékwêêr̂ê-ve na Tito? Na wêr̂êi, gèré da vi xè-i ko ka rhaaxâ, mâ köiwaa mêr̂ê aʼ ka virù?
2CO.12.19	Ökââ bar̂ee, na wêr̂êi, gëve tâ néxâi, êr̂ê, gèvé dè aʼvè târi-vé yè-ve? Gèvé tëvë rö némèè Bâô rö-i Kérisö. Pâr̂â pa dö wêê nénââ xi-nya mwêê, pâr̂â kââ-ré, wè gèvé waa vè pè vâi-ve rua. 
2CO.12.20	Wè gö bar̂a, koa wè-nya pwa na ka tö rhûû-ve na ke-ve da ûr̂û rhî vè e xi-nya, aè koa wè-ve tö rhûû-nya bar̂ee na ké da ûr̂û rhî vè e xe-ve, koa-wi tuö na vi caa, mâ vi yar̂ii, mâ vi rhîaa, mâ vi vër̂ëë, mâ vi vâpèr̂u, mâ vi kââr̂â, mâ vi pè kau, mâ cê bë. 
2CO.12.21	Koa wi pè ria-nya na Bâô tö pwar̂a-ve, na ki göi pwa tëë, wè-nya tâârùù pâr̂â pa pôr̂ô pa da vipââr̂i rai vi yôôbö, mâ cuu pâr̂â mâ pâr̂â döwi ré cér̂é waa.
2CO.13.1	Ökââ pèkarir̂i ké vi ua-ve xi-nya. Ûr̂û ka yu êr̂ê: «É yè pè cowa pâr̂â nô rö-i ké ye vè avâr̂i i kaar̂u mâ karir̂i kâmö.» 
2CO.13.2	Gö wê êr̂ê baayê, aè gö êr̂ê tëë, na ûr̂û tèi cér̂é-é, gö kaar̂u vi pwa yèr̂i-ve, mâ xina bar̂ee na na yèri-nya, gö êr̂ê yè pâr̂â kâmö ré waa nô ka yaané, mâ rhau cér̂é röi, êr̂ê, gö yè vèr̂i tëë, gö yè da pè vè yar̂i, 
2CO.13.3	xè-i ké mèyè xe-ve pètâbâ i Kérisö ré tëvë rö xi-nya, ce ré da yör̂a yè-ve, aè na ar̂inadö yè-ve. 
2CO.13.4	Wè é pè cevè-è xè-i méyë, na bör̂i mör̂u na ce xè-i awir̂è i Bâô. Aè gèvé wê méyë bar̂ee na gèvé rö xi-e, aè gèvé yè mör̂u vèâ gèvé-é xè-i awir̂è i Bâô wa-ve.
2CO.13.5	Vi mèyè rö pâr̂â pwéé-ve, êr̂ê, na wêr̂êi, gëve wê tö-i tâ néwèi? Dè vi waawaa yè-ve na gëve. Gëve da rhîâgür̂ü, êr̂ê, na tö pwéé-ve na Ièsu Kérisö, na ki gëve da pâr̂â kâmö é virai-r̂é? 
2CO.13.6	Aè gö tâ néxâi, gëve yè rhîâgür̂ü-vé, êr̂ê, gèvé da pâr̂â kâmö é virai-r̂é. 
2CO.13.7	Gèvé pwaér̂ö yè Bâô cè ki gëve da waa nô ka yaané, na da xè-i ké êr̂ê gèvé pâr̂â kâmö ka cëi-e, aè na e rö cè ki gëve waa nô ka e, wè gèvé pâr̂â kâmö é wê virai na gèvé. 
2CO.13.8	Wè na yèri ké-vé awir̂è yè avâr̂i, aè na e rö vè béé avâr̂i. 
2CO.13.9	Wè gèvé vi or̂o na gèvé méyë, gëve bör̂i mör̂ö na gëve; aè ökââ bar̂ee vi pwaér̂ö xé-vé, êr̂ê, ki gëve dö e kwéyë vi. 
2CO.13.10	Tö ökâré, gö yu vèr̂i pâr̂â kââ-ré, na na mö ké yèri-nya, koa wè-nya waa vè mör̂ö yè-ve na ki göi pwa, rö-i vi winô ré na nââ yè-nya na Ör̂ökau vè pè vâi rua, aè na da vè pè yapurhâi.
2CO.13.11	Pâ kaavèâi-nya mwêê, wê léé-a, na e na gëve vi or̂o, mâ waa-ve vè e kwéyë vi, mâ vi nââbéé, mâ rha wêê nénââ, mâ nâânévâ, cè ki tö pwar̂a-ve na Bâô né vi méar̂i mâ nâânévâ.
2CO.13.12	Vi méar̂i-ve na gëve xè-i ji vè biö ka ar̂ii.
2CO.13.13	Cér̂é méar̂i-ve na cér̂é paxa vi rheewaa-r̂é.
2CO.13.14	Na e na ki tö pwar̂a-ve wânii na vi méar̂i vi bwir̂i i Ör̂ökau xé-ré Ièsu Kérisö, mâ vi méar̂i i Bâô, mâ wii yè Ko-Ar̂ii! Amen.
GAL.1.1	Gènyâ Paulo aposetolo, na da xè-i mi kâmö, aè na da waa bar̂ee na kâmö, aè na waa na Ièsu Kérisö mâ Bâô Pevaa, ré pè mör̂u-é tëë xè ka pèii mé, 
GAL.1.2	rhau pâ kaavèâi-nya wânii rö-a pwar̂a-nya, gèvé yu yè-ve pâr̂â Ékalésia rö Galatia. 
GAL.1.3	Na e na ki tö pwar̂a-ve wânii na vi méar̂i vi bwir̂i mâ nâânévâ xè-i mi Bâô Pevaa, mâ Ör̂ökau xé-ré Ièsu Kérisö. 
