MAT.1.1	Ame na rɔ möyï ꞌbu löbu ꞌba Yësu Kurïsïtö kupö Dawidi kupö Abarayama.
GEN.46.19	Yakoba öyö kole gbï rïyö ti ꞌja abo ame rɔ Rayile ne, möyï mo ga na rɔ Yesepa ni ma ti Benyimona. 
GEN.46.20	Tine Yesepa öyö kole ꞌdeni rïyö di Ezipeto rɔ Manase ni ti Eporima. Bo öyö lïjë ti ꞌja abo Asenata nyiti ꞌba Potipera bɔ kata ame këdï koloma mï dɔyayi ꞌba Ɔno ne. 
GEN.46.21	Benyimona öyö kole gbï rɔ Bela ni ti Bekere ti Asebele ti Gera ti Namana ti Eyi ti Rose ti Mupïma ti Wupïma ti Arada. 
GEN.46.22	Kina kupö bilaka lesi ame ga pili kɔdɔ di zi Rayile ne ëdï ꞌbutë dɔmosowɔ.
GEN.46.23	Kole ꞌba Yakoba mɔtɔ ga ame kari ti bo Ezipeto ne kina me ga. Dana ti kole abo Wusïma. 
GEN.46.24	Napatali ti kole abo ga Jazele ni ti Gunï ti Jereze ti Silema. 
GEN.46.25	Kole ꞌba Yakoba naga nime ma bo köyö ti Bila ame Labana kiꞌdi gɔ kari toja laja zi nyiti abo Rayile na. Kina kupö bilaka lesi ame ga pili kɔdɔ di zi Bila ne ëdï modɔmorïyö.
GEN.46.26	Kupö Yakoba ga ame kari ti bo Ezipeto ne ëdï pili bi kɔtɔ kuluku kɔtɔ kɔdɔ dɔmo ꞌbutë döömu dɔɔkɔtɔ (66) rɔ dönnï kinza ꞌja ꞌba kole abo ga teyi. 
GEN.46.27	Tine Yesepa öyö kole ꞌdeni rïyö di Ezipeto yayi kina kiꞌdi bilaka ꞌba Yakoba ga ame ga kari Ezipeto ne kodɔꞌbɔ rönnï pili bi kɔtɔ kuluku kɔtɔ kɔdɔ dɔmo ꞌbutë rïyö (70).
GEN.46.28	Yakoba oja Yuda kari dɔgba kiya zi Yesepa gɔ kurë dönnï Gosene. Kina ɔdɔ lïjë kömö ꞌdeni Gosene tine 
GEN.46.29	Yesepa ënyï ŋgï kileŋo aribiya abo ma tönë kosani na këdï kotɔ ne bo kari tileme rɔ bo zi ꞌbu bo di Gosene yayi. Toꞌja ma bo koꞌja ꞌbu bo na bo kiramo ŋgï bo kudu rɔ ma kënyë. 
GEN.46.30	Yakoba iya zi bo, iya te, “Moꞌja kömöyï ꞌdeni kina mikali ꞌdeni ŋgï rɔ ma laka ëddï gba ti kömöyï. Ne ɔdɔ tölë kömö pele dɔma yïmö ëyï ꞌdeni.”
GEN.46.31	Kina Yesepa kebe ŋgï tilende zi löndö bo ga ti bilaka pili mɔtɔ ga ꞌba ꞌbu bo. Bo iya te, “Mëdï mari miya zi bɔ dɔliŋɔ ꞌba Ezipeto, miya te, ‘Löndö ma ga ako ꞌdeni zö ti bilaka pili ꞌba ꞌbu ma ga ame këdï mɔlo mï dɔyayi ꞌba Kanana ne.’ 
GEN.46.32	Mëdï mari miya zi bo, miya te, kpe bɔ koda kamölö ni ti sa na kina me kakoke ꞌdeni ti sa ꞌbe ga pili ti kamölö mo ga pili ti wa ꞌbe ga. 
GEN.46.33	Kina ɔdɔ kiya te bɔ dɔliŋɔ kïdëkï ye bo ëdï kari kititi ye, kiya te, ɔdɔ ndɔbɔ ꞌbe ga rɔ waꞌdi? 
GEN.46.34	Kina gɔ kiyake zi bo, iyake te, ndɔbɔ ꞌbe mɔlo këddïke gba rɔ ma titi ŋbö kömö mï kada nime tɔne na rɔ toda kamölö ni ma ti sa. Kina ꞌbu ye löbu ga oꞌdɔ ndɔbɔ nima gbï tara bine. Ari kiyake zi bo tara kina bo ti kiꞌdi ye ŋgï kolomake mï yayi ꞌba Gosene nime.”
GEN.46.34	Yesepa iya tara römöyï Ezipeto lende ꞌbënnï lïjë oꞌdɔkɔ dë toloma bi kɔtɔ ti bɔ koda yërï.
GEN.47.1+GEN.47.2	Kina Yesepa kigeli löndö bo ga ma muyï kari timo zi bɔ dɔliŋɔ. Bo iya zi bɔ dɔliŋɔ, iya te, “ꞌBu ma ni ti löndö ma ga ënyï ꞌdeni di Kanana kako bine. Lïjë ako ꞌdeni ti yërï ꞌbënnï ga kpaki ti wa ꞌbënnï ga kina me lïjë kömö ꞌdeni Gosene.”
GEN.47.1+GEN.47.2	Kina bo kileme löndö bo ga ma muyï nima zi bɔ dɔliŋɔ. 
GEN.47.3	Bɔ dɔliŋɔ ititi lïjë, iya te, “Ndɔbɔ ꞌbe rɔ waꞌdi?”
GEN.47.3	Lïjë iya te, “Ŋere, ze rɔ bɔ koda yërï, kina ꞌbu ze löbu ga ma mɔlo gbï tara. 
GEN.47.4	Dako ꞌdeni gɔ doloma titi mbowa bine römöyï sëyï ilaꞌba ꞌdeni rɔ ma kënyë mï dɔyayi ꞌba Kanana, mɔli inza kpe yayi zi kamölö ze ga gɔ konyo. Kina me dëne gɔ kiꞌdi ze doloma Gosene bine.”
GEN.47.5	Bɔ dɔliŋɔ iya zi Yesepa, iya te, “ꞌBu yï ni ti löndö yï ga na me kako ꞌdeni zïyï bine, 
GEN.47.6	moꞌdɔkɔ gɔ lïjë koloma mï gɔ bi ame lïjë koꞌdɔkɔ toloma teyi di mï dɔyayi ꞌba Ezipeto nime ne. Ne oŋgɔ, yayi ma laka di mï dɔyayi ꞌba Ezipeto nime na rɔ Gosene, zïnnï ꞌdɔ toloma yayi. Kina ɔdɔ bɔ mɔtɔ këdï mï löŋgö lïjë ame kikali ndɔbɔ ꞌba toŋgɔ gɔ yërï rɔ ma laka iꞌdi bo koŋgɔ gɔ yërï ꞌba ma naga nime gbï.”
GEN.47.7	Yesepa oꞌde ꞌbu bo Yakoba gbï kako kileme zi bɔ dɔliŋɔ. Kina Yakoba koꞌdɔ yëyï zi bɔ dɔliŋɔ. 
GEN.47.8	Bɔ dɔliŋɔ ititi bo, iya te, “Kɔmɔ kɔɔ ꞌbï ëdï ꞌdeni ndö?”
GEN.47.9	Yakoba iya te, “Kɔmɔ kɔɔ ma onzi dë gba laka, ëdï ꞌdeni ŋge kuluku rïyö kɔdɔ dɔmo ꞌbutë mota (130). Ne gomɔ na moꞌja ꞌdeni ŋgï rɔ ma kënyë. Kɔmɔ kɔɔ ma ame moloma dɔyayi bine ne onzi dë kɔzɔ ꞌba ꞌbu ma löbu ni tara.”
GEN.47.10	Kina Yakoba koꞌdɔ yëyï ŋgï gbï ꞌböwu zi bɔ dɔliŋɔ kina bo kɔdɔ ŋgï yaga.
GEN.47.11	Yesepa iꞌdi ꞌbu bo ni ti löndö bo ga koloma Ezipeto yayi mï gɔ bi mɔtɔ ŋgɔsi ŋgila gawo ꞌba Ramese. Bo iꞌdi nyaka zïnnï di yayi gɔ koloma ŋburu rɔ ëꞌbënnï kɔzɔ lende ame bɔ dɔliŋɔ kiya ne tara. Gɔ bi nima na yayi mo kele ŋgï rɔ dɔ kiteli pili kebe dɔyayi mɔtɔ ga ꞌba Ezipeto nima. 
GEN.47.12	Bo iꞌdi akonyo gbï zi ꞌbu bo ni ti löndö bo ga pili ti bilaka mɔtɔ ga ame ꞌba ꞌbu bo ne rɔ mbëmbë kɔzɔ wa ame ga lïjë koꞌdɔkɔ ne tara.
GEN.47.13	Sëyï nima ꞌdeni ŋgï rɔ mbëmbë a mɔtɔ rɔ akonyo inza kpe mï dɔyayi pili. Kina bilaka ma Kanana ti ma mï Ezipeto ꞌbö ɔdɔ ꞌdeni ŋgï rɔmo rɔ ma kënyë. 
GEN.47.14	Kina lïjë koloma ŋgï nduwë tugö nyönyu di zi Yesepa rɔ mbëmbë, bo kotɔtɔ yamo ꞌbënnï ga ŋgï pili kikeki liŋɔ ꞌba bɔ dɔliŋɔ. 
GEN.47.15	Tine na kari kömö mï kada ame ga yamo kote rönï ꞌdeni di zi bilaka pili, a mɔtɔ rɔ yamo inza kpe mï dɔyayi ꞌba Ezipeto pili ti ꞌba Kanana. Kina Ezipeto kotɔtɔ rönnï kako zi Yesepa tokpasi bo, iya te, “Yamo ze ga ote rönï ꞌdeni pili, iꞌdi akonyo zize kinza kola ze dë dölë.”
GEN.47.16	Bo iya te, “Ɔdɔ yamo ꞌbe ga kote rönï ꞌdeni oꞌdeke yërï ꞌba liŋɔ ꞌbe ga gɔ kugöke akonyo timo ziye.”
GEN.47.17	Mï kɔmɔ kɔɔ nima na bilaka koꞌde kosani ꞌbënnï ga ti kamölö ni ti banya ti sa ti akaca zi Yesepa kutë di zïnnï ti akonyo.
GEN.47.18	Kina ɔdɔ kari kömö ꞌdeni mï kɔmɔ kɔɔ mɔtɔ ꞌböwu tine na bilaka tönë ga kako gbï zi Yesepa. Lïjë iya te, “Ŋere, oŋgɔ leꞌjete kɔzɔ ikali yamo ze ga ote rönnï ꞌdeni me. Kina me yërï ze ga diꞌdi ꞌdeni kpaki zïyï. Dinza kpe ti a mɔtɔ, ame kileke zize bine gɔ dugö akonyo timo di zïyï ola ꞌdeni ŋge kɔtɔ rɔ yida rɔze ni ti nyaka ame ga dëdï timo ne. 
GEN.47.19	Kinza kola ze dë dölë, ɔdɔ kiya te ꞌbö kupö ze nyaka ze ga ëdï kulë ŋgï kada mɔtɔ rɔ wa ma yawa. Domaꞌjo rɔze zïyï iꞌdi akonyo zize dugö ti yida rɔze ni ma ti nyaka ame ga dëdï timo ne. Kina ze mo ti doloma ŋgï rɔ bɔ ndɔbɔ zi bɔ dɔliŋɔ, tine nyaka ze ga ti koloma rɔ wa ꞌba bɔ dɔliŋɔ. Iꞌdi nyönyu zize gɔ dɔmɔ rɔze timo kina gɔ dari dulï mɔtɔ ga gbï mï nyaka ze ga. Kina nyaka ze ga inza kikali kpe tulë rɔ wa ma yawa.”
GEN.47.20	Kina Yesepa kugö nyaka ꞌba Ezipeto naga nima ŋgï ꞌdoyi rɔ gɔmo pili rɔ a ꞌba bɔ dɔliŋɔ. Lïjë ugö nyaka ꞌbënnï ga mökö römöyï ꞌbö ꞌdeni ŋgï rɔ ma kënyë tïnnï. Kina nyaka ŋgï pili rɔ nyaka ꞌba bɔ dɔliŋɔ. 
GEN.47.21	Kina Yesepa kugö bilaka naga nima ŋgï pili di mï dɔyayi ꞌba Ezipeto yayi rɔ bɔ ndɔbɔ zi bɔ dɔliŋɔ.
GEN.47.22	Nyaka ꞌba bɔ kata na ŋge Yesepa kugö dë römöyï bɔ dɔliŋɔ ëdï nduwë kiꞌdi akonyo zïnnï. Gɔ köꞌdu mo na ma kiꞌdi lïjë kinza kugö nyaka ma ꞌbënnï ga ne. 
GEN.47.23	Tine na Yesepa kiya zi bilaka naga nima, bo iya te, “Oŋgɔke te, leꞌjete mugö yida rɔye ꞌdeni pili ti nyaka ꞌbe ga rɔ wa ꞌba bɔ dɔliŋɔ. Kupö na me mëdï miꞌdi ziye arike timo kulïke mï nyaka ꞌbe ga, 
GEN.47.24	kina ɔdɔ kiya te kpa dɔlili kömö ꞌdeni ozake kapa ma muyï ꞌba wa ame ga pili kɔdɔ ziye di mï nyaka ꞌbe ga ne gɔ kiꞌdike zi bɔ dɔliŋɔ. Tine gɔ kɔsɔ mo ga koloma rɔ eꞌbe ꞌdɔ këdï rɔ kupö gbï rɔ akonyo ziye ti bilaka ꞌbe ga ti kole titi ꞌbe ga.”
GEN.47.25	Bilaka naga nima iya te, “Nï na me kɔmɔ ze ꞌdeni di mï tölë ꞌba ꞌbö löbu nime, ti doloma ŋgï rɔ bɔ ndɔbɔ zi bɔ dɔliŋɔ.”
GEN.47.26	Wa nime na Yesepa kiꞌdi köꞌdu zi bilaka pili gɔ koza kapa ma muyï ꞌba wa ame ga lïjë kotɔtɔ di mï nyaka ne kiꞌdi zi bɔ dɔliŋɔ. Köꞌdu kiꞌdi nime öꞌbö nduwë te zi Ezipeto. Nyaka ꞌba bɔ kata na ŋge kileke kinza rɔ ꞌba bɔ dɔliŋɔ.
GEN.47.27	Tine Yisarele oloma ꞌbënnï mï yayi ꞌba Gosene di Ezipeto yayi. Lïjë ari koꞌdɔ rönnï ŋgï rɔ bɔ wa di yayi, lïjë köyö kole rɔ mbëmbë. 
GEN.47.28	Yakoba oloma Ezipeto yayi ŋbö kɔmɔ kɔɔ ꞌbutë döömu dɔmorïyö, ŋbö kɔmɔ kɔɔ abo kari kömö kuluku rïyö kɔdɔ dɔmo ꞌbutë sowɔ döömu dɔmorïyö (147).
GEN.47.29	Kina ɔdɔ bo kɔꞌbɔ tölë ꞌdeni tine na bo kïdëkï kole abo Yesepa kako ŋgï zi bo. Kina bo kiya zi Yesepa, bo iya te, “Ɔdɔ kɔꞌɔ ma ŋgï ako kusu közïyï mï mbola ma kulömu röyï timo. Ulömu gɔ koꞌdɔ wa ame ga pili mititi yi toꞌdɔ mo ne. Ulömu röyï kiya te a mɔtɔ inza kusu ma Ezipeto bine, 
GEN.47.30	tine gɔ kari kusu ma bi kɔtɔ ti baba löbu ni. Ɔdɔ mölë ꞌdeni ombi töku ma di Ezipeto bine kari kusu ma gɔ bi ame kusu ꞌbu ma löbu ga teyi ne.”
GEN.47.30	Yesepa iya te, “Ti moꞌdɔ ŋgï kɔzɔ lende kiya ꞌbï tara.”
GEN.47.31	Yakoba iya te, “Ulömu ꞌdɔ koꞌdɔ kɔzɔ wa nima tara.”
GEN.47.31	Tine na Yesepa koꞌdɔ lömu ŋgï. Kina Yakoba koꞌdɔ yëëꞌdï ŋgï zi Bɔkoꞌba di dɔ laŋgiri yayi.
GEN.48.1	Yesepa uwö lende mo tëgë ꞌbu bo Yakoba ëdï dɔ rɔkɔꞌɔ, kina bo kënyï ŋgï kari ti kole abo ga Manase ni ti Eporima kari toŋgɔ Yakoba. 
GEN.48.2	Kina ɔdɔ Yakoba kuwö kiya te Yesepa ömö ꞌdeni tine na bo kinzinzi rɔ bo ŋgï kënyï koloma tɔrɔ dɔ laŋgiri.
GEN.48.3	Bo ilende zi Yesepa, iya te, “Mɔlo bine Bɔkoꞌba bɔ tigɔ dɔ kiteli ileme rönï zö. Mï kada nima mëdï Luza mï dɔyayi ꞌba Kanana. Bɔkoꞌba oꞌdɔ lömu ma laka zö, 
GEN.48.4	iya te, ‘Ti miꞌdi yi köyö kole konzi gɔ kupö yï ga kara koloma rɔ kpa dɔꞌbe ma konzi. Ti miꞌdi yayi nime zi kupö yï ga köꞌbö ŋburu rɔ ëꞌbënnï.’ Lende ma Bɔkoꞌba kiya zö na tara. 
GEN.48.5	Kina me mëdï miya zïyï kole rïyö ꞌbï naga nime, Eporima ni ti Manase, ti koloma rɔ kole ma ga. Öyö lïjë Ezipeto bine gba kinza mako dë zïyï bine, ne lïjë ti koloma rɔ kole ma ga rɔ ma koriya ti Rubënï ni ti Simona. 
GEN.48.6	Kina ɔdɔ kiya te kari köyö kole mɔtɔ ga gbï ꞌböwu tine, lïjë ti koloma rɔ kole ꞌbï ga inza kpe rɔ ꞌbama. Lïjë ti koꞌja apötö di zi Eporima ni ti Manase. 
GEN.48.7	Mëdï moꞌdɔ lende nime gɔ köꞌdu ꞌba möyï Rayile ame kölë mï dɔyayi ꞌba Kanana ꞌdë yayi mï kada ma dëdï dako di Padanarama. Koꞌja dömö ꞌdeni ŋgɔsi ŋgila Eporata na lɔko kölë ŋgï tine ma rɔ meri rɔ mbëmbë gɔ lende mo. Musu nï yayi kpa kɔri kari Eporata.”
GEN.48.7	Eporata nima, möyï mo ma leꞌjete na ꞌdeni rɔ Beteleme.
GEN.48.8	Kina ɔdɔ Yakoba koꞌja kole rïyö ꞌba Yesepa naga nima tine, bo ititi, iya te, “Yë mo ga na me ne?”
GEN.48.9	Yesepa iya te, “Kole ma ga na. Lïjë ame Bɔkoꞌba kiꞌdi zö di Ezipeto bine ne na.”
GEN.48.9	Yakoba iya te, “Oꞌde lïjë kako ŋgɔsi zö bine gɔ moꞌdɔ yëyï dönnï.”
GEN.48.10	Yakoba ꞌdeni rɔ bulöbu köndë kɔmɔ mo oꞌja bi dë kpe laka. Kina Yesepa koꞌde kole rïyö abo naga nima ŋgï kako ŋɔli zi ꞌbu bo. Yakoba iramo lïjë kome mbili mo. 
GEN.48.11	Bo iya zi Yesepa, iya te, “Mɔlo momeri miya te minza moꞌja yi kpe. Ne kina me moꞌja yi ꞌdeni ti kole ꞌbï ga, Bɔkoꞌba na koꞌdɔ lende laka nime ꞌdeni zö.”
GEN.48.12	Kina Yesepa kiyese kole abo naga nima yaga di rɔ Yakoba na bo kërë bërï kɔmɔ ꞌbu bo. 
GEN.48.13	Tine na bo koꞌde kole abo ga kako ꞌböwu ŋɔli zi Yakoba, bo iꞌdi Eporima dɔ gali Yakoba, Manase na bo kiꞌdi dɔ dörï. 
GEN.48.14	Tine Yakoba oja közï bo ma dörï na kiꞌdi dɔ Eporima ame za rɔ kole ma titi ne. Kina bo kiꞌdi közï bo ma gali dɔ Manase ma tönë rɔ kole ma löbu mo ne. 
GEN.48.15	Kina bo koloma ŋgï kɔzɔ wa nima tara toꞌdɔ yëyï zi Yesepa. Bo iya te, “Bɔkoꞌba koꞌdɔ lende laka zi kole naga nime. Bo ame ꞌbu ma löbu Abarayama ni ti Yisika koro bo ne. Bo na me koloma toŋgɔ gɔma ŋbö kömö mï kada nime tɔne, bo koꞌdɔ lende laka abo gbï zi kole naga nime. 
GEN.48.16	Malayika ꞌba Bɔkoꞌba koꞌdɔ lende laka gbï zïnnï. Bo na kɔmɔ ma kinza lende kënyë ɔtɔ kömö dɔma. Kole naga nime na ti kiꞌdi möyï ma ti möyï baba löbu Abarayama ni ti Yisika kïlëbï. Kupö lïjë ti kara konzi rɔ mbëmbë.”
GEN.48.17	Kina ɔdɔ Yesepa koŋgɔ Yakoba kiꞌdi közï bo ma dörï za dɔ Eporima tine mï bo indili dë kpe. Kina bo kombi közï Yakoba ma dörï yaga di dɔ Eporima ꞌdɔ tiꞌdi mo dɔ Manase. 
GEN.48.18	Bo iya te, “Baba, inza tara, oŋgɔ te kole ma dɔndende mo na me. Bo na gɔ kiꞌdi közïyï ma dörï dɔ bo.”
GEN.48.19	Tine Yakoba utï dë gɔ lende nima. Bo iya te, “Kole ma, mikali ꞌdeni ŋgï Manase na rɔ kole ma dɔndende, bo ti koloma rɔ ꞌbu ꞌba kpa roba ma löbu. Tine bɔ löndö bo Eporima ame rɔ kole ma titi ne ti këdï ŋgï mbiri di dɔ bo. Kupö Eporima ti këdï rɔ kpa roba ma konzi.”
GEN.48.20	Yakoba oꞌdɔ yëyï ꞌböwu zi kole naga nima, iya te, “Kupö Yisarele pili ti koꞌdɔ yëyï kada mɔtɔ ti möyï ye, kiya te, ‘Bɔkoꞌba koꞌdɔ lende laka zïyï kɔzɔ ma koꞌdɔ zi Eporima ni ti Manase.’ ”
GEN.48.20	Kɔri ma Yakoba kiꞌdi Eporima këdï dɔgba zi Manase na me te.
GEN.48.21	Yakoba iya zi Yesepa, iya te, “Leꞌjete mɔꞌbɔ tölë ꞌdeni, ne Bɔkoꞌba ti koloma tiye. Bo ti kogba ye kileki ye yïꞌböwu kari dɔyayi ꞌba ꞌbu ye löbu ga. 
GEN.48.22	Yayi ꞌba Sekeme miꞌdi ꞌdeni zïyï Yesepa, dë zi löndö yï ga. Gɔ bi kɔꞌdɔ nima eꞌbe Amora ga na pa rɔ bɔ dɔmo, kina molɔ di zïnnï ti ya.”
GEN.49.1	Yakoba ïdëkï kole abo ga pili kako zi bo, bo iya te, “Otɔtɔke rɔye kakoke gɔ miya wa ame ga pili këdï kömö ziye kada mɔtɔ ndɔ yayi ne ziye.” Kina bo koloma ŋgï toba ŋgala nime zïnnï.
GEN.49.2	“Kole ꞌba Yakoba ga ako kojeke mbili ye.
GEN.49.2	Ako kuwöke lende kiya ꞌba ꞌbu ye Yisarele.
GEN.49.3	Rubënï kole dɔndende ma, nï na rɔ tigɔ ma.
GEN.49.3	Nï na möyö yi dɔgba gba ti tigɔ ma ame ꞌba dɔ yɔbi ma.
GEN.49.3	Nï na mbiri di dɔ kole ma ama ga pili, tigɔ ꞌbï iteli ꞌbënnï.
GEN.49.4	Tigɔ ꞌbï kɔzɔ dölölö ꞌba mini koso tara.
GEN.49.4	Tine inza këddï kpe mbiri kiteli ya ama ga.
GEN.49.4	Römöyï ebe köꞌdö ti ꞌja ꞌba ꞌbu yï kodɔ rɔ kaya rɔ ꞌbu yï.
GEN.49.5	Simona kpe ti Lëwë, kpe rɔ löndö dökïꞌdï ye kɔtɔ.
GEN.49.5	Indaꞌbake mbele ꞌbe ga ŋgï koꞌdɔke ya.
GEN.49.6	Minza modɔꞌbɔ rɔma tiye mï kpa kususu ꞌbe.
GEN.49.6	Minza moloma tiye ɔdɔ kotɔtɔke kpeye.
GEN.49.6	Eꞌbe rɔ ya kupöke bilaka.
GEN.49.6	Okeke ndï ŋgulö sa ŋgï bërï rɔ ma sari.
GEN.49.7	Ya kënyë ꞌbe nima ti dökïꞌdï kënyë ꞌbe nima ti koꞌdɔ ye nduwë rɔ kpa sönö.
GEN.49.7	Ti mïyëyï ye rɔ kɔtɔkɔtɔ mï dɔyayi ꞌba Yisarele.
GEN.49.7	Ti moza mï kpa roba ꞌbe ga titititi.
GEN.49.8	Yuda, löndö yï ga pili ti kïlëlu yi.
GEN.49.8	Ti kaꞌda bɔ ya ꞌbï ga.
GEN.49.8	Löndö yï ga ti kolɔdɔ bërï zïyï.
GEN.49.9	Nï kɔzɔ tabïyö ꞌbɔꞌbi ame kindaꞌba yida.
GEN.49.9	Bo ileki kako timo liŋɔ na bo köꞌdö ŋgï bërï.
GEN.49.9	Yë na ti kilaŋa rönï kari koŋbeŋbe kpa bo?
GEN.49.9	Yë na ti kilaŋa rönï kari koŋbeŋbe kpëyï?
GEN.49.10	Yuda, përï ꞌba ŋere ti köꞌbö közïyï.
GEN.49.10	Kupö yï na ti köꞌbö ŋburu rɔ ŋere ŋbö bɔ dɔ ŋere mo kako.
GEN.49.10	Bilaka pili ti koro bo.
GEN.49.11	Bo ti këdï rɔ bɔ mɔri ma löbu.
GEN.49.11	Mɔwɔ këdï koꞌdɔ rɔ layi ti këdï zi bo rɔ mbëmbë.
GEN.49.11	Bo ti kosi dɔ akaca abo yɔki mɔtɔ ga.
GEN.49.11	Layi mo ti këdï rɔ mbëmbë.
GEN.49.11	Bo ti kurögö bɔŋgɔ abo ga timo.
GEN.49.12	Kɔmɔ bo öꞌbö ŋgï rɔ ma kasi di zi layi.
GEN.49.12	Kiliŋba kpa bo aŋmi ŋgï ŋböwö di bi tuwë wï.
GEN.49.13	Zebolona, ti koloma köꞌbö kpa mini löbu.
GEN.49.13	Sorope ti köꞌbö tusuru kpa götö abo.
GEN.49.13	Dɔ maga abo ti këdï rɔ ma kɔwɔ ŋbö kömö Sidona.
GEN.49.14	Yisakara ŋgï kɔzɔ akaca ma kitigɔ ame köꞌdö mï löŋgö akombi abo ga.
GEN.49.15	Tine ɔdɔ bo koŋgɔ bi ꞌba rɔ kindawo mo kele, dɔyayi mo kele
GEN.49.15	na bo kodi gɔ bo tombi akombi.
GEN.49.15	Öꞌbö tutörï bo mï ndɔbɔ kɔzɔ atɔli.
GEN.49.16	Dana ti këdï rɔ ŋere dɔ bilaka abo ga.
GEN.49.16	Lïjë roba kɔtɔ ꞌba Yisarele naga na.
GEN.49.17	Bo kɔzɔ murë ame köꞌdö kpa kɔri ne.
GEN.49.17	Bo oga ndï kosani bɔ dɔmo kilaꞌba bërï.
GEN.49.18	Bɔkoꞌba, mëdï molɔꞌbɔ ꞌbama ŋgï gɔ nï na kɔmɔ ma.
GEN.49.19	Gada, bɔ akolɔ ti kota kpëyï,
GEN.49.19	tine ti kuyï kpëyï koga lïjë.
GEN.49.20	Asera, akonyo ꞌbï ti köꞌbö rɔ a ma laka.
GEN.49.20	Akonyo ꞌbï ti köꞌbö rɔ ma koŋmi kɔzɔ akonyo ꞌba ŋere.
GEN.49.21	Napatali, nï ꞌbëyï kɔzɔ gole riŋa mbëmbë,
GEN.49.21	ame köyö kole ma kele ne.
GEN.49.22	Yesepa, nï ꞌbëyï kɔzɔ ŋgërï ame kötu kpa daa ne.
GEN.49.22	Dɔŋgila mo ga aꞌba kari dɔ reki.
GEN.49.22	Bo ana rɔ mbëmbë.
GEN.49.23	Bɔ ya ꞌbï ga ti kota kpëyï.
GEN.49.23	Lïjë ti koga göyï ti kanya.
GEN.49.24	Tine ti kindaꞌba kanya ꞌbëyï kitigɔ.
GEN.49.24	Közïyï inza kïlëꞌdï.
GEN.49.24	Tigɔ abo ꞌba Bɔkoꞌba ti kiꞌdi kɔnyɔ yï köꞌbö rɔ ma kitigɔ.
GEN.49.24	Bo na rɔ Bɔkoꞌba ame koloma toŋgɔ gɔ Yakoba bine ti tigɔ abo,
GEN.49.24	kɔzɔ bɔ koda kamölö tara ne.
GEN.49.24	Bo na rɔ döku ꞌba kɔnyi zi Yisarele.
GEN.49.25	Bɔkoꞌba ꞌba ꞌbu yï na kokɔnyi yi.
GEN.49.25	Bo na ti tigɔ dɔ kiteli.
GEN.49.25	Bo koꞌdɔ yëyï zïyï.
GEN.49.25	Bo kiꞌdi tɔrɔ kaꞌdi zïyï.
GEN.49.25	Bo kiꞌdi mini kulöwu zïyï di mï yayi.
GEN.49.25	Bo koja gɔ löyö zi ꞌja ꞌbï ga.
GEN.49.25	Bo kiꞌdi mba mo ga kïlërï.
GEN.49.26	Yëyï ma ꞌba ꞌbu yï ele kiteli yëyï ꞌba mini këyï ma kɔlɔ di mï döku löbu.
GEN.49.26	Lïjë döku naga nime ëdï mɔlo bine di bi tisaki ꞌba dɔliŋɔ nime.
GEN.49.26	Yëyï naga nime kotɔŋi rönnï pili ti dɔ Yesepa.
GEN.49.26	Oza bo ꞌdeni di mï löŋgö löndö bo ga.
GEN.49.27	Benyimona ꞌba bo rɔ bïlö wölïwölï ma kembe.
GEN.49.27	Bo öꞌbö ꞌba bo tupö yida tonyo mo ŋgï rɔ kɔmɔ kada pili.”
GEN.49.28	Ŋgala ma Yakoba koꞌdɔ lömu timo dɔ kole ꞌbutë dɔmorïyö abo ga na me. Ya naga nime lïjë na rɔ yï lïŋgï ꞌba kpa roba ꞌbutë dɔmorïyö ꞌba Yisarele. Bo oꞌdɔ lömu pili zïnnï rɔ kɔtɔkɔtɔ gɔ wa ame ga koriya tïnnï.
GEN.49.29+GEN.49.30	Kina Yakoba kose kpa bo ma ŋburuŋburu mo ŋgï zi kole abo ga, bo iya te, “Mëdï mozi ꞌdeni gɔ töku ne baba ni. Tine moꞌdɔkɔ ꞌdɔ kombike töku ma kilekike timo mï dɔyayi ꞌba Kanana. Ari kusuke ma bi kɔtɔ ti baba ni mï tïꞌbörö ma tönë mï nyaka ꞌba Makapela ne. Ëdï kebe kapa Mamore ma kari yïbï. Gɔ bi nima pa mɔlo bine rɔ bi ꞌba Eporona eꞌbe Ete. Tine Abarayama ugö ꞌdeni di zïnï tusu bilaka abo ga yïmo. 
GEN.49.31	Bi nima na kusu Abarayama ni ti ꞌja abo Sara teyi, gbï ti Yisika ni ti ꞌja abo Rebeka. Kina musu ꞌja ma Leya gbï yayi. 
GEN.49.32	Nyaka nima ꞌbu ze löbu ugö ꞌdeni di zi eꞌbe Ete kpaki ti tïꞌbörö mo.”
GEN.49.33	Kina ɔdɔ Yakoba kote tose gɔ lende naga nime ꞌdeni zi kole abo ga kɔzɔ a nime te tine, bo öꞌdö ŋgï bërï yɔ na bo kulöku ŋgï.
GEN.50.1	Yesepa ulöru dɔ töku ꞌbu nnï kiramo koloma tudu. 
GEN.50.2	Bo ënyï kiꞌdi lende mo zi bilaka ame ga kikali ndɔbɔ ꞌba wɔwɔ ne ꞌdɔ kosa ꞌbu ti wɔwɔ rɔ töku ꞌbu bo gɔ koloma kinza kato. 
