MAT.1.1	Yisa Masia yejamm piinue na: u din tee David yaaboonne, ki David mun din tee Abraham yaaboonn.
2TI.4.3	kimaan yoo baat na ki niib ji tan kii gbiin wannŋanu, ŋaan tan sii waa bi mɔŋ mɔŋ nianbiite, ki sii gbiin wannteeb bonchiann binba sii wantib ba loon bii gbia linba. 
2TI.4.4	Bi kan gbiint barmɔnii barii maŋi, ŋaan loon a bii gbiin labagana. 
2TI.4.5	Ŋaan fii tee subindaanɔ yoo kur, kii saak fardinu, kii mɔɔntir Yisa Masia barŋanii, kii tuun toona kur nba ki Yennu tura na.
2TI.4.6	Kimaan min ŋanin, yoo baar na nan man lu n miar na; yoo baar nan man nyi tingbouŋ na niwa. 
2TI.4.7	N gbaa gbigbaaŋana; n tun n toonn gbenna; n lek dia yada labaar. 
2TI.4.8	Li paak, ki nyɔɔt nba tee yentinu nyɔɔt dɔɔ guun sanpaapo; ki ti Yomdaanɔ wunba bu niib buut nan barmɔnii na tan sa turin nyɔɔt maŋ Daar maŋ daar. U tan kan tur min kuukɔɔ kaa, ŋaan u tan sa tur binba kur mun loon ki wun jen na.
2TI.4.9	Yabit ki baar n peŋ yian yian na. Kreskens saan Galasiawa, ki Taitus mun saan Dalmasiawa, 
2TI.4.10	Demas mantik loon tingbouŋ na bona bonchiann, li paak u nyikin ki mun saan Tesalonikawa. 
2TI.4.11	Luk kuukɔɔe ji be nanin. Jiin Mak baar nanɔ na, kimaan u toona mɔk nyɔɔt turin bonchiann. 
2TI.4.12	N tun Tikikus a wun saan Efesus. 
2TI.4.13	Fi-i baat yoonba, fan jii n liatir nba ki n daan nyik Troas, ki li be Kapus boor ni; a bia jii n gbounpinkara nan n kadagbant na.
2TI.4.14	Aleksander wunba kur saauk na din tumin linba bi bonchiann; Yennu sa dat u tuba wa tun linba na paak. 
2TI.4.15	I mi a mɔŋ nanɔ, kimaan u kɔn nan barŋanii nba ki ti mɔɔntir na bonchiann.
2TI.4.16	Ma daan kɔn n mɔŋ paak sinsinn na, sɔɔ ki set n poorpo; bi kur nyikima; Yennu daa teemm biit li paaki. 
2TI.4.17	Ŋaan ti Yomdaanɔ daan be nanin ki turin paŋ ki n daan fit mɔn barŋanii maŋ kur ki tur binba ki tee Juu teeb na kura a bin gbat. Ŋɔɔe daan nyinnin yambɔr mɔb ni. 
2TI.4.18	Ŋɔɔe bia sa nyinnin bonbiit kura ni, ki kunnin ki kɔɔnin u naan nba be sanpaapo nan laafia. Ŋɔɔe yen dontir nan yoo nba kaa gbennu. Mɔmɔmm.
2TI.4.19	N jikit n foontii ki teen Prisila nan Akuila, nan Onesiforus ŋaateeb. 
2TI.4.20	Erastus daan biar Korinta. Trofimus daan kaa laafia ki n daan nyikɔ Miletus. 
2TI.4.21	Yabit ki baar nnawa ki tinkook-n do. Yubulus nan Pudens nan Linus nan Klɔdia teena bi foontii; ki Masiaweira kura bia foonta. 
2TI.4.22	Ti Yomdaanɔ-ii be nana. Yennu sommir-ii be i ni.
TIT.1.1	Min Pɔɔl, wunba tee Yennu daabir nan Yisa Masia toomii na, mine ki Yennu gannin ki tumin u nigannkab boor a n chee bi yada, ki te bin bann u barmɔnii labaar nba wantit yentinu sɔnu. 
TIT.1.2	N mɔk dindann nan n sii mɔk manfoor nba kaa gbennu. Yennu nba ki mi fa faak na din senn mɔsonn yaayoo niwa a u sa turit manfoor maŋ, 
TIT.1.3	ki yoo nba din tan jaŋ na ki u fiit wann li labaar u maan ni; ki u din jii labaar maŋ ki teen n nuu ni, ki n mɔɔntir kaman nan ti Tinntɔɔ Yennu nba turin mɔb na. 
TIT.1.4	N sɔbin gbouŋ na ki teen fin Taitus wunba tee n bimɔŋ ki ti taa yada yennkɔɔ na. Ti Baa Yennu nan ti Tinntɔɔ Yisa Masia-n somma, ki bia tura parmaasir.
TIT.1.5	N din te ki a biar Kreet tiŋ ni ma a ŋamm bonsiar kur nba kpaa talase, ki bia gann Masiaweira saakab doo kur ni kaman nan ma din wanna biaŋinba na; 
TIT.1.6	li kpaa talas ki Masiaweira saakɔɔ daa mɔk biiti; li kpaa talas ki u mɔk poo yenɔkɔɔ; li kpaa talas ki u waas-n teen Masia yada, bi daa tee waabiit nan tubkangbata; 
TIT.1.7	kimaan Masiaweira yudaanɔ yen Yennu toona; li paak, li kpaa talas ki u daa mɔk biiti; u daa tee bongann, amii wunba dont wutoor yann yanni, amii wunba nyu daan ki yibi, amii wunba loon kunkɔna, amii wunba mantik mɔk likilonchiauŋi. 
TIT.1.8	Li kpaa talas ki wuu mi saamm gaaru, kii loon toonŋana tumu, kii sub, kii be fanu, kii tee popeendaanɔ, kii mi mɔŋdianu. 
TIT.1.9	Li kpaa talas ki u dia barmɔnii labaar nba ki ti din wanni na. Ŋanne sa te wun fit wann niib wannu nba took, ki fit nyann binba ki saak barmɔnii wannu maŋ.
TIT.1.10	N beera linba na, kimaan mɔyêtdamm be bonchiann, ki Juu tesiab mantik teen nnee, ki dia bi mɔmaan nba kaa nyɔɔt ki kpann bi leeb na. 
TIT.1.11	Li kpaa talas ki fin gɔɔr bi barii, kimaan bi likilonbiiuk paak ki bi lin want niib linba ki ŋan nan bii want, ki ŋmat ŋasai niib kur dudukit. 
TIT.1.12+TIT.1.13	Kreet jasɔɔ, wunba din tee bi tiauŋ sɔkinii din yet a “Kreet teeb fa faak yoo kura; bi naan nan bonkobibiit, ki bia tee forinfoona nba loon diina kuukɔɔ.” Wa din yet biaŋinba na, li tee barmɔniie. Li paak, li kpaa talas ki a yakii namm fanu, ki bin dia Masia labaar nan barmɔnii, 
TIT.1.14	ki ji daa gbiintir Juu teeb faak labaar, ki bia daa gbiintir niib nba ki saak barmɔnii labaar na sennii. 
TIT.1.15	Popeendamm boor ni, bonsiar kur yeene; ŋaan biitdamm nba ki teen Masia yada na, bonsiar ki yeen bi boori, kimaan bi dudukit nan bi yan ni ki yeeni. 
TIT.1.16	Bi yi bi mɔŋ Yenmiirae, ŋaan ki bi toona want nan bi ki sak bann Yennu. Bi tee mɔyêtdamme, ki ki pent Yennu par ni, ki kan fit tun toonŋansiari.
TIT.2.1	Ŋaan fin-ii want linba tee wannmɔnu. 
TIT.2.2	A kpaan jasaakab ki bii be soonna, kii sub, kii dia bi mɔŋ, kii dia Masia labaar fanu, kii loon niib, kii mɔk gbankur. 
TIT.2.3	A bia kpaan poosaakab ki bii tee popeendamm. Bi daa tee sanjanjanna, ki daa nyu daan ki yibi. Li kpaa talas ki bii want linba ŋan, 
TIT.2.4	kii want poobis na ki bii loon bi sɔrib nan bi waas, 
TIT.2.5	kii dia bi mɔŋ, kii tee popeendamm, kii tee ŋaapooŋamm, kii be fanu, kii saak bi sɔrib mɔi. Ŋanne sa te ki sɔɔ kan fit pak bonbiir ki jikit saa Yennu labaar po.
TIT.2.6	A bia kpaan naasimm ki bin dia bi mɔŋ. 
TIT.2.7	A mɔŋ-ii be fanu bonsiar kur ni, kii want leeb ba sii be fanu biaŋinba. A wann niib Masia labaar nan barmɔnii, kii sub. 
TIT.2.8	I piak mɔmɔmm nba ki sɔɔ kan mi yiinir yanni, ki binba loon ki bii kɔn nant daa laat bonbiir nba ki bi sa pak ti po; ŋanne ki bi sa di fei li paak. 
TIT.2.9	Li ŋan ki daaba-ii saak bi yomdamm mɔi, kii pent bi para bonsiar kur ni. Bi daa nɔi nan bi yomdamm mɔniati, 
TIT.2.10	ki daa jaan bi siari. Ŋaan li kpaa talas ki bin wann bi mɔŋ nan bi be fanu nan barmɔnii yoo kura; ŋanne ki bi binbeŋ kur sa wann nan ti Tinntɔɔ Yennu wannue ŋan bonchiann.
TIT.2.11	Kimaan Yennu tur nisaarik kur sɔnu a bin la tinnu; ŋanne fiit wann u ninbatinu nba yab biaŋinba. 
TIT.2.12	Li ninbatinue wannit a tin nyik linba kur ki tee yentinu na, nan tingbouŋ na loonbiit, ŋaan dia ti mɔŋ, kii be fanu, kii tiin Yennu tingbouŋ na ni, 
TIT.2.13	kimaan ti guu ki mɔk dindann nba turit parpeenn nan ti yabint Yennu nan ti Tinntɔɔ Yisa Masia sa dɔkit nan yentsaakar ni; 
TIT.2.14	ŋɔɔe din gaar ti paak ki kpo a wun nyinnit biit kur daabsin ni, ki te ki ti tee popeendamm nba tee u kuukɔɔ yab, kii teen niib nba numm mɔn nan toonŋana tumu.
TIT.2.15	Wantib linba na kura, kii cheen bi para, kii kpaanib Yennu nba tura yudant biaŋinba na; sɔɔ daa goriia yanni.
TIT.3.1	A tiarib ki bin tur bi tiŋ yudamm nan yentdamm nibaakir, ki sak bi mɔi, ki teen siir ki tun toonŋana kura. 
TIT.3.2	Betirib ki bi daa piak barbiit sɔɔ paaki, ki daa kɔn nan leebi, kii be soonna, ki tur sɔɔ kur nibaakir; 
TIT.3.3	kimaan sianyoo ti mɔŋ din ki mɔk yami, ti din tee mɔyêtdamme, ki waa sɔnu nba ki tooki, ki waa nianbiit sɔnbooru booru. Ti din tuu ki mi dudukit nba ŋan; ti din tee funfunn damme, ki din nan ti leebe ki bi mun namit. 
TIT.3.4	Ŋaan ti Tinntɔɔ Yennu loomm nan u burchint nba din tan fiit nyii paanu yoonba, 
TIT.3.5	ki u din tinnit. Li din ki tee ti tiauŋ toonŋana paak kaa, ŋaan u mɔŋ ninbatinu paake ki u din tinnit, ki din wurit ki nyinn ti biit, ki te ki u Seyeeŋ ŋamm nant, ki turit manfopaann, 
TIT.3.6	ki din jii u Seyeeŋ maŋ ki turit bonchiann, ti Tinntɔɔ Yisa Masia paak. 
TIT.3.7	Yennu ninbatinu paak ki u din tun nna a wun teent niŋamm u boor; ki bia teent u waas nba mɔk dindann ki ti sa la manfoor nba kaa gbennu. 
TIT.3.8	Barii na tee barmɔniie.
TIT.3.8	N loon ki a jii a dudukit kur kii wantib linba na, ki binba teen Yennu yada na-n jii bi yoo ki tun linba ŋan; ŋanne ŋan ki mɔk nyɔɔt ki tur sɔɔ kura. 
TIT.3.9	Ŋaan nyik mɔnɔyanna, nan yejamm ni yaadindɔuŋ kannu, ki daa kɔn nan leeb, ki bia daa nɔi mɔniɔk sennu paak, kimaan linba na kura ki ŋan, ki ki mɔk nyɔsiati. 
TIT.3.10	Nirɔ-i tee tukinadaanɔ, a kpaanɔ munnlee amii munntaa; ki u baka-i kaa li kpaanii ni, fan nyikɔ ki daa fiin u po, 
TIT.3.11	kimaan a mi nan li nibooru nyik Masia weiuwa, ki u toonbiit nee want u mɔŋ biit.
TIT.3.12	Mi-i tun Atemas amii Tikikus a boor ni yoonba, fan yabir ki chetin Nikopolis doo ni na, kimaan n sii be leŋe gbintankaaŋ yoo. 
TIT.3.13	Yabit a mɔŋ ki somm Senas, wunba tee barbuurɔ na, nan Apolos, ki bin la ba loon linba kur ki piin bi somma na. 
TIT.3.14	Li kpaa talas ki Masiaweira-ii tuun toonŋana kii sommit niib bi fara ni, ki daa be binbeŋ nba kaa nyɔɔti.
TIT.3.15	Binba be n boor ni na kura foonta. A foont binba teen Masia yada ki loonit na. Yennu-n somm i kura.
PHM.1.1	Min Pɔɔl wunba kɔɔ dansarik Yisa Masia sann paak na, nan ti naa bik Timoti sɔbin gbouŋ na ki teen ti toontunlɔɔ Filemon wunba ki ti loonɔ na, 
PHM.1.2	nan Masiaweira nba lakii jiantir Yennu a ŋaak ni na; ki bia teen ti niipoo Afia nan ti toontunlɔɔ Akipus. 
PHM.1.3	Ti Baa Yennu nan ti Yomdaanɔ Yisa Masia-n sommi ki bia turi parmaasir.
PHM.1.4	N naa bik, yoo kur, mi-i tian a po n Yenmiaru ni, n teen Yennu niipoouk, 
PHM.1.5	kimaan n poŋ gbat fa teen ti Yomdaanɔ Yisa yada ki loon u yab kur biaŋinba. 
PHM.1.6	N mei Yennu a timm nan fin nba taan ki teen Masia yada na paak, li sa te ki tin bann fanu binbenŋaŋ nba tee ti yar u ni na. 
PHM.1.7	N naa bik, a loomm maŋ turin parpeenn nan pardɔɔnn bonchiann, kimaan a cheen Yisa yab kur para.
PHM.1.8	Li paak, Masia paak n bo kii mɔk jaŋmaanii nan man chaba ki fan tun linba tooki, 
PHM.1.9	ŋaan loomm paak ki n meia, min Pɔɔl nba tee saakɔɔ ki bia kɔɔ dansarik mɔtana Yisa Masia paak na, 
PHM.1.10	n meia ki teen Onesimus, wunba tee n bik, kimaan ma kɔɔ dansarik na n kpant u baae Masia ni. 
PHM.1.11	Sinsinn na, u daan tuu ki mɔk nyɔɔt ki turani, ŋaan mɔtana u ji mɔk nyɔɔt bonchiann ki teen min nan fin kura.
PHM.1.12	Mɔtana, n tuumɔ a wun ŋmat a boor ni; ki n par loomm kura be u ni. 
PHM.1.13	N bo loon ki mii diau n boor ni nna na ki wun gaar a paak ki sommin yoo nba ki n kɔɔ dansarik Masia barŋanii paak na. 
PHM.1.14	N ki loon ki n mukisa kaa ki a sommimi, ŋaan n loon ki a sommin nan a mɔŋ par ni loomme. N ki loon ki n tun siar ki li ki tee a mɔŋ par loommi.
PHM.1.15	Li pasiar, u yaatu na paak sa te ki a diau yoo kur. 
PHM.1.16	Mɔtana u ji ki tee daabir kaa, ŋaan u gar daabira, u tee ti naa bilonkake; ma loonɔ bonchiann biaŋinba na, ŋaan a sii loonɔ ki gar nna, kimaan u lek tee a daabire ki bia tee a naa bik ti Yomdaanɔ ni. 
PHM.1.17	Li paak, li-i tee ki a dukii a n tee a yɔɔkie, fan gaarɔ kaman nan fa bo sa gaar min biaŋinba na. 
PHM.1.18	Li-i tee ki u biir a siar amii u dia a pansiarie, fan te ki man pa li pann. 
PHM.1.19	Na nna, n sɔbin nan n mɔŋ mɔŋ nuue; min Pɔɔl sa pa-a; ŋaan min kaa sa beta, a mɔŋ mi nan a dia n pann a manfoor paak. 
PHM.1.20	Li paak, n naa bik, sommitin ti Yomdaanɔ paak, ki dɔɔn n par, kimaan ti set tee weinanleebe Masia ni.
PHM.1.21	N sɔbin gbouŋ maŋ ki teena, ki ki mɔk birsuk nan a sa sak tun ki lin gar ma beta linba na kura. 
PHM.1.22	A bia lon diiuk ki guunin, kimaan i Yenmiaru paak, n mɔk dindann nan Yennu sa te ki n baar foonti.
PHM.1.23	Epafras wunba ki min nan ŋɔɔ kɔɔ dansarik Yisa Masia paak na teena u foontii; 
PHM.1.24	ki n toontunleeb, Mak, nan Aristakus, nan Demas, nan Luk, mun bia teena bi foontii.
PHM.1.25	Ti Yomdaanɔ Yisa Masia-n sommi i para ni.
HEB.1.1	Yaayoo ni, ki Yennu din jikit yoo bonchiann nan sɔnii bonchiann ki te ki sɔkiniinba piak teen timm Juu teeb yejamm; 
HEB.1.2	ŋaan mɔtana u te ki u Bija nba ki u gannɔ a wun yent bonsiar kur na poŋ pak nan timm; ki u din te ki u Bija maŋ nan dunia kur. 
HEB.1.3	Ŋɔɔe tee Yennu mɔŋ mɔŋ ninnauŋ, ki yentir Yennu yentu na, ki dia dunia yaka kur nan u mɔmaan nba mɔk paŋ. Wa din tun linba sa te ki niib-n la nyikinchabu bi biit paak yoonba na, ki u ji kar ti yabint Yennu nuudiitu po Yendɔuŋ ni.
HEB.1.4	Yennu nba te ki u Bija maŋ sann gbeŋ gar malakanba sana biaŋinba na, nnee ki u Bija maŋ set garib. 
HEB.1.5	Kimaan Yennu daa ki mi yet malakasɔɔ a
HEB.1.5	“Fine tee n Bija,
HEB.1.5	dinna ki n wann nan n tee a Baa.”
HEB.1.5	Yennu bia ki mi yet malakasɔɔ po a
HEB.1.5	“N tan sii tee a Baa,
HEB.1.5	ki a tee n Bija.”
HEB.1.6	Ki Yennu nba din tan yaa wun baar nan u Bija wunba tee bonnankaa yur na tingbouŋ na ni yoonba, u gbouŋ yet u po a
HEB.1.6	“Li kpaa talas ki Yennu malakanba kura-n jiantɔ.”
HEB.1.7	Ŋaan malakanba na po ŋanin u din yet a
HEB.1.7	“U te ki u malakanba tee sei,
HEB.1.7	ki bia teemm ki bi tee mupeenu.”
HEB.1.8	Ŋaan li yet u Bija na po ŋanin a
HEB.1.8	“Yennu, a naan na sii be nan yoo nba kaa gbennu.
HEB.1.8	Ki yentinu dammir na tee a naan dammir.
HEB.1.9	Fa loon yentinu ŋaan nân biit na paak
HEB.1.9	te ki a Yennu na ganna
HEB.1.9	ki tura parpeenn bonchiann
HEB.1.9	ki gar wa tur a yɔɔsinba biaŋinba.”
HEB.1.10	Li bia din yet a
HEB.1.10	“N Yomdaanɔ, fine din nan tingbouŋ na pinpiik niwa,
HEB.1.10	ki nan sanpaak nan a mɔŋ nii.
HEB.1.11	Bi tan sa kpowa, ŋaan fin lek sii yɔɔ be;
HEB.1.11	bi kur tan sa kpete ki chat chat kaman nan chinchenn na,
HEB.1.12	ki fan pɔbimm kaman nan baauŋ na,
HEB.1.12	ki bin lebit kaman nan chinchenn na.
HEB.1.12	Ŋaan fin ŋanin kpan sii yɔɔ tee yomme
HEB.1.12	ki a manfoor na kaa joontu.”
HEB.1.13	Tɔn, Yennu daa ki mi bet malakasɔɔ a
HEB.1.13	“Karin n nuudiitu po nna na mɔkmɔk
HEB.1.13	ki man tan jii a datai na ki teemm a taakpakta.”
HEB.1.14	Li paak, malakanba tee bee? Bi kur tee sei nba jiantir Yennue, ki ŋɔɔ Yennu tuumm a bii sommit niib nba la tinnu na.
HEB.2.1	Li paak, li kpaa talase ki tin gbiint barmɔnii nba ki ti din gbat na fanu ki tan daa kɔŋŋitiri. 
HEB.2.2	Labaar nba ki malakanba din mɔn ki tur ti yejamm na din tee barmɔniie, ki wunba din tuu ki sakir ki weir din tuu la tubdatu nba jaŋɔe. 
HEB.2.3	Li paak, ti-i kii sak ki gbiint tinnjaann maŋ labaar fanu, ti sa teen nlee ki nyi tubdatu ni? Ti Yomdaanɔ tiauŋo din dɔŋ mɔn tinnu maŋ labaar na po, ki binba din gbat na din wannit a li set tee barmɔniie; 
HEB.2.4	ki Yennu nba din tuun bakitnauŋ nan yaarlituk toona nan nyina ki bia teemm u Seyeeŋ piinii u lomm ni biaŋinba na, u pukii u siara bi wannu maŋ paak.
HEB.2.5	Dunia nba baat ki ti pak li po na, Yennu din ki yaa a malakanbae tee li yudammi. 
HEB.2.6	Li sɔb siar po Yennu gbouŋ ni a
HEB.2.6	“Yennu, nisaarik tee bee ki a dukii u po;
HEB.2.6	u mun tee bee ki a baka be u ni?
HEB.2.7	A din te ki u pɔ malakanba yoo waaminna,
HEB.2.7	ki bia te ki u la dontir nan paku,
HEB.2.8	ŋaan yen bonsiar kura.”
HEB.2.8	Li yet a Yennu din teen nisaarike “bonsiar kur yudaanɔ.” Li want nan u yen bont kurewa, ŋaan mɔtana nisaarik daa ki yent bonsiar kuri. 
HEB.2.9	Ŋaan ti laat Yisae. Ŋɔɔe ki Yennu din te ki u pɔ malakanba yoo waaminna, a wun gaar sɔɔ kur paak ki kpo, ŋɔɔ Yennu ninbatinu ni na. U kuun fara dinu maŋ paak ki Yennu te ki u la dontir nan paku. 
HEB.2.10	Kimaan Yennu nba din nan bonsiar kur ki bia dia li kur na, wa jii u waas bonchiann ki kɔɔmm u naan ni na, li din tokin u boor ni a wun te ki bi tinnu daanɔ Yisa-n teen bi Tinntɔɔ nan barmɔnii u fara dinu ni.
HEB.2.11	Ŋɔɔ wunba te ki nisaarii teen Yennu niib, ki ŋɔɔ nan ŋamm kur ji taan ki mɔk Baa yenɔkɔɔ. Li paake ki Yisa ki tiin fei nan wun yiimm u naa waasi. 
HEB.2.12	U bet Yennu a
HEB.2.12	“N tan sa mɔɔnt a sann n naa waas boor;
HEB.2.12	n tan sa paka bi lakinn ni.”
HEB.2.13	U bia yet a “N tan sa teen Yennu yada,” ki bia yet a “Min nan waas nba ki Yennu din turin nee be na.”
HEB.2.14	Tɔn, Yennu waas nba tee nisaarii na paak, Yisa mun din tee nisaarike kaman nan ŋamm na, a u kuun ni wun tan biir Sintaanii nba mɔk kuun paŋ na, 
HEB.2.15	ki nyinn binba tiin kuun jaŋmaanii na bi jaŋmaanii maŋ ni, kimaan bi din tee jaŋmaanii yommiie bi manfoa kur ni. 
HEB.2.16	Barmɔniie, li ki tee malakanba ki u sommit, ŋaan Abraham yaaboonae ki u sommit. 
HEB.2.17	Linba na want nan li din kpaa talase a wuu tee kaman nan u naa waas na u binbeŋ kur ni, ki teen bi mantɔyudaanɔ nba tee ninbatinu daanɔ ki bia tee barmɔnii daanɔ, ki jii u mɔŋ ki teen marouŋ ki tur nisaarii Yennu boor ni, a wun nyik chab bi biit. 
HEB.2.18	Ki u sa fit somm binba yaa bin kɔɔ jinjammii ni, kimaan jinjammii din jamm u tiauŋo ki dinnɔ fara.
HEB.3.1	N naa waas nba tee Yennu niib nba ki u din ganni na, yii dukii Yisa po, wunba ki Yennu din tumɔ a wun tan teen mantɔyudaanɔ ti Yenjiantu sɔnu ni. 
HEB.3.2	Moses nba din tee barmɔnii toontunnɔ Yennu ŋaateeb sinsuuk ni biaŋinba na, nnee ki Yisa mun din tee barmɔnii toontunnɔ Yennu nba din gannɔ na boor ni. 
HEB.3.3	Ŋamaarɔ jaŋ nan bin teenɔ nibaakir ki gar ba teen ŋaak tiauŋ biaŋinba na; nnee ki Yisa jaŋ nan bin teenɔ nibaakir ki gar ba teen Moses biaŋinba na. 
HEB.3.4	Ŋaak-i taŋŋi see, sɔɔe sennir; li paak Yennue sent bonsiar kura. 
HEB.3.5	Moses din tee barmɔnii toontunnɔ Yennu ŋaateeb sinsuuk ni ki din wann linba po ki Yennu din yaa wun tan pak sianyoo na. 
HEB.3.6	Masia ŋanin tee barmɔnii daanɔ nba yen Yennu ŋaak maŋe ki tee u Bija na. Ti-i mɔk parcheenn nan yuugontir ti dindann paak, ŋann timme tee Yennu ŋaateeb maŋ.
HEB.3.7	Li paak, i sak man Seyeeŋ nba yet biaŋinba na a
HEB.3.7	“I-i gbat Yennu kunkɔr dinna,
HEB.3.8	ya daa nyar i tuba kaman nan i yejamm
HEB.3.8	nba din nyar bi tuba biaŋinba
HEB.3.8	ki din kɔn nanɔ ki bikinɔ
HEB.3.8	ba din be muuk ni yoonba na.
HEB.3.9	Yennu din yet a ‘Bi poŋ din la
HEB.3.9	ma din tun linba kur
HEB.3.9	ki saa jaŋ bina piinna na,
HEB.3.9	ŋaan leŋe ki bi din bikinin.
HEB.3.10	Ŋanne din te ki n donn wutoor niib maŋ paak
HEB.3.10	ki din yet a Bi para ni, bi bota
HEB.3.10	ki ki mi n sɔnii.
HEB.3.11	N din donn wutoor ki porib mɔb a
HEB.3.11	Bi kan mi baar ma bo yaa n turib foon tiŋ nba na ni.’ ”
HEB.3.12	Tɔn, n naasinyɔɔsinba, yi bann i yan ni ki sɔɔ daa tee biitdaanɔ ki kɔŋŋit yada ki tan mann ŋmat poor ki nyik manfodaanɔ Yennu na. 
HEB.3.13	Ŋaan i sommit leeb man daar-n tuu daar, ta daa be ti manfoor ni yoonba na, ki biit daa kpanni ki i tee tubkangbata damm. 
HEB.3.14	Kimaan ti-i dia ti sinsinn yada na chib ki saa baar ti manfoor joontu, timm nan Masia tee bonyenne.
HEB.3.15	Nnee ki bi din sɔb Yennu gbouŋ ni a
HEB.3.15	“I-i gbat Yennu kunkɔr dinna,
HEB.3.15	ya daa nyar i tuba kaman nan i yejamm
HEB.3.15	nba din nyar bi tuba biaŋinba na,
HEB.3.15	ki din kɔn nan Yennu ki yêtɔ na.”
HEB.3.16	Ki lamme din gbat u kunkɔr ŋaan kɔn nanɔ ki yêtɔɔ? Ŋamm kaa din tee binba nyii Ijipt ki Moses din tee tɔɔndaanɔ na-aa? 
HEB.3.17	Ki lamme bia ki Yennu wutoor din doo bi paak ki saa jaŋ bina piinna na? Li ki tee binba din tun toonbiit, ki bi gbanant tan biar muuk ni na kaa-aa? 
HEB.3.18	Yennu daa din por lamme mɔb a “Bi kan mi baar ma bo yaa n turib foon tiŋ nba na ni.” Li din tee binba din yêt u mɔb nee. 
HEB.3.19	Li paak, bi din ki fit kɔɔ tiŋ maŋ ni, kimaan bi yadakaarin paak.
HEB.4.1	Mɔtana Yennu ji tur timme mɔlor maŋ a tin la foon nba ki u din piak li po na. Li paak, i bann i yanni man ki daa ŋaant ki sɔɔ-n tan kɔŋ foon maŋi. 
HEB.4.2	Kimaan ti gbat barŋanii kaman nan ba mun din gbatir biaŋinba, ŋaan li din ki turib nyɔɔti, kimaan ba din gbatir yoonba bi din ki gaarir nan yada. 
HEB.4.3	Li paak, timm nba teen yada na, ti la foon maŋa. Li din tun kaman nan Yennu nba din yet biaŋinba na a
HEB.4.3	“N wutoore doo, ki n por mɔb a
HEB.4.3	ŋamm tan kan kɔɔ foon tiŋ nba
HEB.4.3	ki n din bo sa turib na ni.”
HEB.4.3	Ŋaan wa din tan yet linba na na, ki sɔɔ ki u poŋ tun u naamii toona gbenn pinpiik niwa. 
HEB.4.4	Kimaan Yennu gbouŋ ni siar po li poŋ yet li daaŋannlore daar maŋ po a “Ki Yennu din nyik u toona kura ki foi daaŋannlore daar.” 
HEB.4.5	Ŋaan ki u bia yet nna na a “Bi tan kan mi kɔɔ n foon tiŋ nba ki n din bo yaa n turib na ni.” 
HEB.4.6	Binba din gbat barŋanii na sinsinn na din ki la li foon, kimaan bi din yêt Yennu mɔb. Li paak, nisiab be ki tan sa la foon maŋ. 
HEB.4.7	Li paak, ki Yennu bia senn daleer ki yi daar maŋ “dinna.” Ki bina bonchiann din gar, ki Yennu din te ki David yet li po kaman nan la poŋ piak biaŋinba na a
HEB.4.7	“Dinna, i-i gbat Yennu kunkɔr yoonba,
HEB.4.7	ya daa nyar i tuba man.”
HEB.4.8	Kimaan Joshua-i diŋŋi turib foon, li poorpo Yennu ji bo kan pak daleer po. 
HEB.4.9	Li paak, foon dasiar bia daa be ki tee Yennu niib yar, kaman nan wa din foi daaŋannlore daar biaŋinba na. 
HEB.4.10	Kimaan wunba la Yennu foon maŋ, u nyik u toona nee na kaman nan Yennu nba din nyik u naamii toona ni biaŋinba na. 
HEB.4.11	Li paak, ŋaant man ki tin yabir ti mɔŋ ki la foon maŋ, ŋaan ki ti sɔɔ tan daa kɔŋŋit kaman nan ba din yêt Yennu mɔb ki tan kɔŋŋir biaŋinba na. 
HEB.4.12	Kimaan Yennu mɔmaan maŋ tee barii nba foe, ki mɔk paŋ, ki bia di ki gar jukbanjiak nba kur ŋma mɔi ŋannlee. Yennu mɔmaan fit ŋma ki kɔɔ baat nisaarik seek nan u manfoor boor ni, ki kɔɔ baat u tukita nan u kpaba beesin ni, ki kɔɔ bɔkitir u dudukit nan u par ni bibikit. 
HEB.4.13	Ki bonnankar kur dɔɔ yeenin ni, ki Yennu wunba tan sa bu bi buut na ninbina laatib; ki bonsiar kaa ki bɔri.
HEB.4.14	Li paak, ŋaant man ki tii dia ti yada nba ki ti fiit wann na kenken, kimaan ti mɔk mantɔyudaanjaann, ŋɔɔe tee Yennu Bija Yisa wunba poŋ gar saan Yennu tiauŋ boor ni na. 
HEB.4.15	Ti mantɔyudaanɔ maŋ ki tee wunba kan fit tint ninbaauk ti butuŋ paak kaa, ŋaan u mɔŋ din la bikinu sɔnii booru kur ni kaman nan ta mun laat biaŋinba na, ŋaan u lek din ki tun biiti. 
HEB.4.16	Li paak, ŋaant man ki tii mɔk parcheenn ki baar Yennu nba tee burchindaanɔ na naangbouŋ boor ni, a tin la ninbatinu nan sommir ki lin sommit yoo nba ki ti loonn na.
HEB.5.1	Tɔn, mantɔyudaanɔ kur nba ki bi gannɔ niib sinsuuk ni na, bi sennɔ a wun gaar u leeb paake ki mann mannu ki tur Yennu bi biit paak. 
HEB.5.2	Ŋaan u mɔŋ nba tee butundaanɔ na sɔnii bonchiann ni na paak, u sii fit be nan binba pɔɔr yan ki kpet sɔnu na soonna, 
