GEN.1.1	Sa pagsugod sa Dios pagbuhat sa kalibotan ug sa tanang butang sa kalangitan,
ACT.13.3	Busa nagpuasa sila ug nag-ampo ug gipandongan nila sa ilang mga kamot si Bernabe ug si Saulo ug unya ilang gipalakaw sila.
ACT.13.4	Busa minandoan sa Espiritu Santo, si Bernabe ug si Saulo nangadto sa Seleucia ug gikan didto milawig sila ngadto sa pulo sa Cipre. 
ACT.13.5	Sa pag-abot nila sa Salamis, giwali nila ang pulong sa Dios sulod sa mga sinagoga sa mga Judio. Kuyog kanila si Juan Marcos silbing katabang.
ACT.13.6	Gilukop nila pagtaak ang isla hangtod sa Papos, diin ilang gikahinagbo ang usa ka salamangkero nga ginganlag Bar-Jesus nga usa ka Judio nga nagpatuo nga propeta. 
ACT.13.7	Higala siya sa gobernador sa pulo nga si Sergio Paulo, usa ka tawo nga hait ug salabotan. Gipatawag sa gobernador si Bernabe ug si Saulo kay gusto siyang mamati sa pulong sa Dios. 
ACT.13.8	Apan gibabagan sila sa salamangkero nga si Elimas (kini ang iyang ngalan sa Grego) kay dili man siya buot nga motuo ang gobernador. 
ACT.13.9	Unya si Saulo, nailhan usab sa ngalan nga Pablo, nga puno sa Espiritu Santo; mitutok sa salamangkero 
ACT.13.10	ug miingon kaniya, “Anak sa Yawa! Kaaway ka sa tanang maayo. Napuno ka sa tanang matang sa kadaotan ug limbong ug kanunay kang naninguha pagtuis sa kamatuoran sa Ginoo! 
ACT.13.11	Karon silotan ka sa Ginoo ug mabuta ka ug dugaydugay nga dili makakita sa kahayag sa adlaw.” Ug dihadiha namatngonan ni Elimas nga mingitngit ang iyang panan-aw ug nangarapkarap siya sa pagpangitag makaagak kaniya. 
ACT.13.12	Ang gobernador nakabig sa dihang nakita niya ang nahitabo ug nahibulong siya pag-ayo sa pagtulon-an mahitungod sa Ginoo.
ACT.13.13	Si Pablo ug ang iyang mga kauban milawig gikan sa Papos ug miabot sa Perga sa kayutaan sa Pampilia. Apan si Juan Marcos mibulag kanila didto ug mibalik sa Jerusalem. 
ACT.13.14	Gikan sa Perga miadto sila sa Antioquia sa Pisidia ug sa Adlawng Igpapahulay misulod sila sa sinagoga ug milingkod didto. 
ACT.13.15	Human sa pagbasa sa usa ka bahin sa Balaod ni Moises ug sa sinulat sa mga propeta, gipasugoan sila sa mga kadagkoan sa sinagoga, nga nag-ingon, “Mga igsoon, kon aduna kamoy mensahe nga makadasig niining mga tawo, mahimong isulti ninyo karon.” 
ACT.13.16	Mitindog si Pablo, misinyas pinaagi sa iyang kamot ug miingon,
ACT.13.16	“Katawhang Israelinhon ug tanang dili Judio nga nagtuo sa Dios, pamati kamo: 
ACT.13.17	Ang
ACT.13.18	ug
ACT.13.19	Gilaglag
ACT.13.20	sulod
ACT.13.20	“Human niini,
ACT.13.21	Ug
ACT.13.22	Sa
ACT.13.23	Gikan sa kaliwatan ni David gipili sa Dios si Jesus aron magluwas sa katawhan sa Israel sumala sa iyang gisaad. 
ACT.13.24	Sa
ACT.13.25	Ug
ACT.13.26	“Mga igsoon nga kaliwat ni Abraham ug kamong tanang dili Judio nga nagtuo sa Dios: kita mao ang gipadad-an niining mensahe sa kaluwasan! 
ACT.13.27	Kay ang mga tawo sa Jerusalem ug ang ilang mga pangulo wala mahibalo nga siya mao ang Manluluwas ug wala nila masabti ang mga pulong sa mga propeta nga gibasa matag Adlawng Igpapahulay. Apan sa dihang gisilotan nila si Jesus, natuman nila ang mga pulong sa mga propeta. 
ACT.13.28	Ug
ACT.13.29	Ug
ACT.13.30	Apan gibanhaw siya sa Dios 
ACT.13.31	ug
ACT.13.32	Ug mianhi kami aron pagdala kaninyo sa Maayong Balita nga ang gisaad sa Dios ngadto sa atong katigulangan, 
ACT.13.33	gibuhat
ACT.13.33	‘Ikaw ang akong Anak;
ACT.13.33	karong adlawa nahimo ako nga imong Amahan.’
ACT.13.34	Mao
ACT.13.34	‘Ihatag ko kanimo ang balaan ug kasaligang panalangin
ACT.13.34	nga akong gisaad kang David.’
ACT.13.35	Sumala
ACT.13.35	‘Dili mo itugot nga madunot
ACT.13.35	sa lubnganan ang imong balaang sulugoon.’
ACT.13.36	Kay sa iyang panahon nagtuman si David sa gisugo sa Dios ug unya namatay ug gilubong tupad sa iyang katigulangan ug nadunot. 
ACT.13.37	Apan ang gibanhaw sa Dios wala madunot. 
ACT.13.38+ACT.13.39	Busa mga igsoon ko, angay kamong masayod nga pinaagi kang Jesus gisangyaw diha kaninyo ang kapasayloan sa mga sala. Ug hibaloi ninyo nga ang tanan nga nagtuo kaniya naluwas sa tanang mga sala—butang nga dili mahimo sa Balaod ni Moises. 
ACT.13.40	Busa pagmatngon kamo aron dili mahitabo kaninyo
ACT.13.41	‘Mga
ACT.13.41	Katingala ug pangamatay kamo!
ACT.13.41	Kay aduna akoy gibuhat sa inyong panahon
ACT.13.41	nga dili gayod ninyo tuohan,
ACT.13.41	bisan kon adunay magsugilon niini kaninyo!’”
ACT.13.42	Sa pagpanggula na ni Pablo ug ni Bernabe sa sinagoga, gidapit sila sa mga tawo sa pagbalik sa sunod Adlawng Igpapahulay aron saysayan pa sila niining mga butanga. 
ACT.13.43	Ug sa natapos na ang tigom sa sinagoga, daghang mga Judio ug mga dili Judio nga nakabig ngadto sa tinuohan sa mga Judio ang misunod kang Pablo ug kang Bernabe. Gimaymayan nila ang mga tawo ug gidasig sa pagpabilin diha sa grasya sa Dios.
ACT.13.44	Sa pagkasunod Adlawng Igpapahulay, hapit ang tanang tawo sa lungsod miadto aron sa pagpamati sa pulong sa Ginoo. 
ACT.13.45	Sa pagkakita sa mga Judio sa daghang mga tawo, nangasina sila ug misupak sa gisulti ni Pablo ug ilang gipakaulawan siya. 
ACT.13.46	Apan midugang hinuon ang kaisog ni Pablo ug ni Bernabe ug miingon sila, “Kinahanglan nga kamo unta ang unang suginlan sa pulong sa Dios. Apan kay gisalikway man ninyo kini ug naghukom kamo sa inyong kaugalingon nga dili takos sa kinabuhing dayon, biyaan kamo namo ug mangadto kami sa mga dili Judio. 
ACT.13.47	Kay
ACT.13.47	‘Gibutang ko ikaw nga kahayag alang sa mga dili Judio,
ACT.13.47	aron pinaagi kanimo ang kaluwasan moabot hangtod sa kinatumyan sa kalibotan.’”
ACT.13.48	Sa pagkadungog niini sa mga dili Judio, nalipay sila ug gidayeg nila ang mensahe sa Ginoo ug kadtong gipili alang sa kinabuhing dayon nahimong magtutuo.
ACT.13.49	Ug ang pulong sa Ginoo mikaylap sa tanang dapit niadtong yutaa. 
ACT.13.50	Apan gihulhogan sa mga Judio ang tinamod nga mga babayeng relihiyoso ug ang mga kadagkoan sa siyudad aron lutoson nila si Pablo ug si Bernabe ug hinginlan gikan sa ilang dapit. 
ACT.13.51	Gitaktak
ACT.13.52	Ug nalipay pag-ayo ang mga tinun-an ug napuno sa Espiritu Santo.
ACT.14.1	Didto sa Iconio nanulod si Pablo ug si Bernabe sa sinagoga sa mga Judio ug nagwali busa daghang mga Judio ug mga dili Judio ang nahimong mga magtutuo. 
ACT.14.2	Apan gihulhogan sa mga Judio nga wala motuo ang mga dili Judio nga magtutuo aron masilag sila sa mga kaigsoonan. 
ACT.14.3	Nagpabilin didto ang mga apostoles sulod sa taas nga panahon. Sa walay kahadlok nagwali sila mahitungod sa Ginoo. Ug ang Ginoo nagmatuod nga ang ilang mensahe mahitungod sa iyang grasya tinuod gayod pinaagi sa paghatag kanilag gahom sa pagbuhat ug mga milagro ug mga katingalahan. 
ACT.14.4	Apan ang mga tawo sa siyudad nagkabahin: ang uban midapig sa mga Judio ug ang uban sa mga apostoles.
ACT.14.5	Unya ang mga dili Judio ug ang mga Judio kauban sa ilang mga pangulo nagkauyon sa pagpanamastamas ug pagbato sa mga apostoles. 
ACT.14.6	Sa pagkahibalo sa mga apostoles niini nangagiw sila ngadto sa Listra ug sa Derbe nga mga siyudad sa Licaonia ug ngadto sa kasikbit nga kayutaan. 
ACT.14.7	Ug didto giwali nila ang Maayong Balita.
ACT.14.8	Didto sa Listra, may bakol nga sukad pa sa iyang pagkatawo dili gayod makalakaw. 
ACT.14.9	Namati siya sa gisulti ni Pablo. Mitutok si Pablo kaniya ug nakita ni Pablo nga may pagtuo ang bakol ug tungod niini mahimo siyang ayohon. 
ACT.14.10	Busa sa kusog nga tingog miingon si Pablo, “Tindog!” Milukso ang bakol ug naglakawlakaw. 
ACT.14.11	Sa pagkakita sa mga tawo sa gibuhat ni Pablo, naninggit sila sa ilang pinulongang Licaonianhon, “Nanaog ang mga dios sa dagway sa tawo!” 
ACT.14.12	Ug ilang gianggaag Zeus si Bernabe ug Hermes si Pablo, kay siya man ang tigpamaba. 
ACT.14.13	Ang templo ni Zeus atua sa gawas sa lungsod ug ang pari niini nagdalag mga baka ug mga bulak ngadto sa ganghaan. Buot niya ug sa mga tawo nga ihalad kini ngadto sa mga apostoles.
ACT.14.14	Sa pagkasayod ni Bernabe ug ni Pablo sa buot nilang buhaton, gigisi nila ang ilang mga bisti ug midagan ngadto sa taliwala sa katawhan ug misinggit, 
ACT.14.15	“Mga
ACT.14.16	Gitugotan niya kaniadto ang tanang katawhan nga magtuman sa ilang gusto. 
ACT.14.17	Apan kanunay siyang nagpamatuod sa iyang kaugalingon pinaagi sa maayong mga butang nga iyang gibuhat ug naghatag siya kaninyog ulan ug mga panahon nga abunda sa abot ug gihatagan kamo niyag pagkaon ug gipuno ang inyong kasingkasing sa kalipay.” 
ACT.14.18	Apan bisan pa sa ilang gisulti, naglisod gihapon sila pagsanta sa mga tawo sa pagdala ug mga halad ngadto kanila.
ACT.14.19	Apan may pipila ka mga Judio nga nangabot gikan sa Antioquia sa Pisidia ug gikan sa Iconio. Nadani nila ang mga tawo ug gibato nila si Pablo ug giguyod ngadto sa gawas sa lungsod kay nagdahom sila nga patay na siya. 
ACT.14.20	Apan sa dihang gialirongan siya sa mga tinun-an, mibangon siya ug mibalik sa lungsod. Sa pagkasunod adlaw mipadayon siya ug si Bernabe ngadto sa Derbe.
ACT.14.21	Si Pablo ug si Bernabe nagwali sa Maayong Balita didto sa Derbe ug daghan ang ilang nakabig ug nahimong mga tinun-an. Unya namalik sila sa Listra, unya sa Iconio ug dayon sa Antioquia sa Pisidia. 
ACT.14.22	Ilang gilig-on ang mga magtutuo ug gidasig nga magpadayon diha sa pagtuo. Miingon sila, “Kinahanglang moagi kita sa daghang mga kalisdanan aron makasulod sa gingharian sa Dios.” 
ACT.14.23	Nagpili sila ug mga pangulo sa matag simbahan ug uban sa mga pag-ampo ug pagpuasa ilang gitugyan sila ngadto sa Ginoo nga ilang gisaligan.
ACT.14.24	Unya milatas sila sa Pisidia ug miabot sa Pampilia. 
ACT.14.25	Giwali nila ang mensahe sa Ginoo didto sa Perga ug unya nangadto sa Atalia. 
ACT.14.26	Gikan didto milawig sila balik sa Antioquia diin gitugyan sila ngadto sa grasya sa Dios alang sa buhat nga karon ila nang nahuman.
ACT.14.27	Sa pag-abot nila sa Antioquia, ilang gitigom ang mga sakop sa simbahan ug gisuginlan sa tanan nga gibuhat sa Dios pinaagi kanila ug sa iyang pagbukas ug dalan alang sa mga dili Judio aron sila motuo. 
ACT.14.28	Nagpabilin silag dugay didto uban sa mga tinun-an.
ACT.15.1	May
ACT.15.2	Dako kaayo ang pagsupak ni Pablo ug ni Bernabe niining pagtulon-ana busa gikauyonan nga si Pablo ug si Bernabe ug ang pipila ka mga tinun-an sa Antioquia mangadto sa Jerusalem aron makigkita sa mga apostoles ug sa mga kadagkoan bahin niining butanga.
ACT.15.3	Busa gipagikan sila sa simbahan ug sa ilang pag-agi sa Fenicia ug sa Samaria gisugilon nila ang pagkakabig sa mga dili Judio ngadto sa Dios. Kining balitaa nakalipay pag-ayo sa mga kaigsoonan. 
ACT.15.4	Sa pag-abot nila sa Jerusalem, gidawat sila sa simbahan ug sa mga apostoles ug sa mga kadagkoan sa simbahan. Gisugilon nila ang tanang gibuhat sa Dios pinaagi kanila. 
ACT.15.5	Apan may mga magtutuo nga sakop sa pundok sa mga Pariseo nga mitindog ug miingon, “Kinahanglan gayod nga tulion sila ug patumanon sa Balaod ni Moises.”
ACT.15.6	Ang mga apostoles ug ang mga kadagkoan sa simbahan nagtigom aron paghusay niining butanga. 
ACT.15.7	Human
ACT.15.8	Ug
ACT.15.9	Wala siyay gipalabi tali kanato ug kanila. Giputli usab niya ang ilang mga kasingkasing kay mituo na man sila. 
ACT.15.10	Busa nganong sulayan man gayod ninyo ang Dios pinaagi sa pagpapas-an sa mga tinun-an ug mga palas-anon nga ang atong mga katigulangan ug kita mismo wala makahimo sa pagpas-an? 
ACT.15.11	Apan, nagtuo kita nga pinaagi sa grasya sa Ginoong Jesus maluwas kita ug mao usab kana ang kahimtang nila.”
ACT.15.12	Naghilom ang tibuok pundok samtang namati sila kang Bernabe ug kang Pablo nga nagsugilon sa tanang mga milagro ug mga katingalahan nga gibuhat sa Dios ngadto sa mga dili Judio pinaagi kanila. 
ACT.15.13	Sa pagkahuman nilag sulti, mitubag si Santiago ug miingon, “Pamati kamo, mga igsoon! 
ACT.15.14	Bag-o pa lang gisaysay ni Simon ang unang pagpakita sa Dios sa iyang pagtagad ngadto sa mga dili Judio pinaagi sa pagpili gikan kanila ug katawhan nga magdala sa iyang ngalan. 
ACT.15.15	Ang mga pulong sa mga propeta tukma gayod niini sumala sa giingon sa kasulatan,
ACT.15.16	‘Human
ACT.15.16	ug akong tukoron pag-usab ang napukang balay ni David.
ACT.15.16	Tukoron ko kini pag-usab ug lig-onon.
ACT.15.17	Busa mangita sa Ginoo ang ubang katawhan,
ACT.15.17	ingon man ang tanang dili Judio nga akong gitawag aron maako.
ACT.15.18	Mao kini ang giingon sa Ginoo,
ACT.15.18	nga nagpahibalo niini sukad pa gayod kaniadto.’”
ACT.15.19	Ug mipadayon si Santiago pagsulti, “Busa ang akong hunahuna mao nga dili nato lisudlisoron ang mga dili Judio nga midawat sa Dios. 
ACT.15.20	Ato
ACT.15.21	Kay sukad pa kaniadto ang Balaod ni Moises gibasa sulod sa mga sinagoga matag Adlawng Igpapahulay ug sa matag lungsod giwali ang iyang mga pulong.”
ACT.15.22	Unya nagkauyon ang mga apostoles, ang mga kadagkoan ug ang tibuok simbahan sa pagpilig mga tawo gikan sa ilang pundok aron ipadala ngadto sa Antioquia uban ni Pablo ug ni Bernabe. Gipili nila si Judas nga ginganlag Barsabas ug si Silas—mga tawo nga gitamod pag-ayo sa mga kaigsoonan. 
ACT.15.23	Ug ilang gipadala kanila kining mosunod nga sulat:
ACT.15.23	“Ang mga apostoles ug ang mga pangulo sa simbahan nga inyong mga igsoon nangomusta sa tanang mga kaigsoonang dili Judio nga nagpuyo sa Antioquia, sa Siria ug sa Cilicia. 
ACT.15.24	Nakadungog kami nga may mga sakop sa atong pundok nga gikan sa Jerusalem nga nagsamok ug nagpalibog kaninyo tungod sa ilang gipanulti bisan wala namo sila sugoa sa pagbuhat niini. 
ACT.15.25	Busa sa among panagtigom, nagkauyon ang tanan sa pagpilig mga tinugyanan aron ipadala nganha kaninyo. Mokuyog sila sa atong minahal nga mga higala nga si Bernabe ug si Pablo, 
ACT.15.26	nga naghalad sa ilang kinabuhi aron pag-alagad sa atong Ginoong Jesu-Cristo. 
ACT.15.27	Busa among gipadala kaninyo si Judas ug si Silas nga maoy mosaysay sa mga butang nga among gisulat kaninyo. 
ACT.15.28	Ang Espiritu Santo ug kami magkauyon nga dili kamo hatagan ug daghang mga palas-anon gawas sa pipila nga gikinahanglang tumanon: 
ACT.15.29	Ayaw pagkaon sa mga gihalad ngadto sa mga diosdios. Ayaw pagkaon sa dugo o sa mananap nga gituok ug likayi ninyo ang salawayong pakighilawas. Kon likayan ninyo kining mga butanga matarong ang inyong gibuhat. Pag-ayoayo kamo!”
ACT.15.30	Unya ilang gipagikan ang mga tinugyanan ug nangadto sa Antioquia ug gitigom nila ang tanang magtutuo ug gihatagan sa sulat. 
ACT.15.31	Sa pagkabasa sa mga tawo sa sulat, nangalipay sila pag-ayo tungod sa makapadasig nga mga pulong. 
ACT.15.32	Si Judas ug si Silas nga mga propeta mihatag ug mga pakigpulong ngadto sa mga kaigsoonan. Ug kini nakapadasig ug nakapalig-on kanila. 
ACT.15.33	Taudtaod silang nagpabilin didto ug tapos niini, gipagikan sila sa mga kaigsoonan uban sa mga panghinaot sa kalinaw ug namalik sila ngadto sa nagpadala kanila.
ACT.15.35	Si Pablo ug si Bernabe nagpabilin ug dugaydugay sa Antioquia. Ug didto, inabagan sa uban, nagtudlo sila ug nagwali sa pulong sa Ginoo.
ACT.15.36	Human sa pipila ka adlaw si Pablo miingon kang Bernabe, “Mamalik kita ug duawon nato ang mga kaigsoonan sa matag siyudad nga atong gisangyawan sa pulong sa Ginoo ug atong susihon kon naunsa na sila.” 
ACT.15.37	Buot ni Bernabe nga pakuyogon si Juan Marcos 
ACT.15.38	apan
ACT.15.39	Tungod niini, nagkalalis pag-ayo si Pablo ug si Bernabe ug nagbulag sila. Gidala ni Bernabe si Marcos ug milawig sila ngadto sa Cipre 
ACT.15.40	ug si Silas maoy gidala ni Pablo ug migikan sila human sila isalig sa mga kaigsoonan ngadto sa grasya sa Dios. 
ACT.15.41	Miagi siya sa Siria ug sa Cilicia ug gilig-on niya ang mga simbahan didto.
ACT.16.1	Mipadayon si Pablo sa pagpanaw ngadto sa Derbe ug sa Listra. Didto may nagpuyo nga usa ka tinun-an nga ginganlag Timoteo. Ang iyang inahan usa ka magtutuo nga Judio apan ang iyang amahan Grego. 
ACT.16.2	Gidayeg si Timoteo sa tanang kaigsoonan sa Listra ug sa Iconio. 
ACT.16.3	Buot ni Pablo nga pakuyogon kaniya si Timoteo busa gituli niya si Timoteo. Gibuhat niya kini kay ang tanang Judio nga nagpuyo didto nahibalo man nga Grego ang amahan ni Timoteo. 
ACT.16.4	Sa ilang pag-agi sa mga kalungsoran ilang gitugyan ngadto sa mga magtutuo ang mga lagda nga gikauyonan sa mga apostoles ug sa mga kadagkoan sa simbahan didto sa Jerusalem ug gipahimangnoan sila sa pagtuman niini. 
ACT.16.5	Busa ang mga simbahan nalig-on sa pagtuo ug nagdugang ang ilang gidaghanon matag adlaw.
ACT.16.6	Unya milatas sila sa kayutaan sa Frigia ug sa Galacia apan ang Espiritu Santo wala motugot kanila pagwali sa mensahe didto sa lalawigan sa Asia. 
ACT.16.7	Pag-abot nila sa utlanan sa Misia, moadto unta sila sa lalawigan sa Bitinia apan gidid-an sila sa Espiritu ni Jesus. 
ACT.16.8	Busa milatas
ACT.16.9	Niadtong gabhiona, pinaagi sa panan-awon, nakita ni Pablo ang usa ka tawo nga taga-Macedonia nga nagtindog ug naghangyo kaniya nga nag-ingon, “Dali ngari sa Macedonia ug tabangi kami!” 
ACT.16.10	Human gayod sa panan-awon ni Pablo, nangandam kami pag-adto sa Macedonia kay among nasiguro nga ang Dios nagtawag kanamo aron sa pagwali sa Maayong Balita sa katawhan didto.
ACT.16.11	Busa mibiya kami sa Troas sakay sa linayagang sakayan ug midiritso sa Samotrasia ug sa pagkasunod adlaw ngadto sa Neapolis. 
ACT.16.12	Gikan didto miadto kami sa Filipos, ang kinadak-ang siyudad sa distrito sa Macedonia
ACT.16.13	Sa Adlawng Igpapahulay migawas kami sa siyudad ug miadto sa daplin sa suba kay naghunahuna man kami nga didto may tigomanan sa mga Judio alang sa pag-ampo. Nanglingkod kami ug nakigsulti ngadto sa mga babaye nga nagtigom didto. 
ACT.16.14	Usa niadtong namati kanamo mao si Lydia nga taga-Tiatira nga namaligyag panapton nga dagtom-pula. Mahadlokon siya sa Dios ug ang Ginoo nag-abli sa iyang kasingkasing aron sa pagdawat sa mensahe ni Pablo. 
ACT.16.15	Gibunyagan siya ug ang tibuok niyang panimalay. Unya iya kaming gidapit, “Diri kamo abot sa akong balay kon giisip ninyo ako nga tinuod nga magtutuo sa Ginoo.” Ug wala gayod siya pabalibad.
ACT.16.16	Usa ka adlaw niana, samtang nagpaingon kami sa dapit nga ampoanan, gisugat kamig usa ka ulipong babaye nga gitugahan sa yawa ug gahom sa pagtagna sa umaabot. Tungod sa iyang pagpanagna sa kapalaran sa mga tawo, nakasapi pag-ayo ang iyang mga agalon. 
ACT.16.17	Misunod siya kang Pablo ug kanamo nga nagsinggit, “Kining mga tawhana mga sulugoon sa Labing Halangdon nga Dios! Nagsangyaw sila kaninyo sa mensahe sa kaluwasan.” 
ACT.16.18	Iya kining gibuhat sulod sa daghang mga adlaw hangtod nga gisamokan si Pablo ug milingi kaniya ug giingnan ang espiritu, “Sa ngalan ni Jesu-Cristo gula gikan kaniya!” Ug migula dayon ang espiritu. 
ACT.16.19	Sa diha nga ang mga agalon sa babaye nakaamgo nga dili na sila makasapi, gidakop nila si Pablo ug si Silas ug gidala ngadto sa hukmanan. 
ACT.16.20	Unya sa didto na sila sa atubangan sa mga maghuhukom nga Romanhon, ang mga agalon sa babaye miingon, “Kining mga tawhana mga Judio ug nagsamok-samok sila sa atong siyudad. 
ACT.16.21	Nanudlo silag mga pagtulon-an nga supak sa atong balaod ug gidid-an kitang mga Romanhon sa pagsunod niini.” 
ACT.16.22	Miapil ang mga tawo sa pagdagmal kanila ug gigisi sa mga opisyal ang mga bisti ni Pablo ug ni Silas ug misugo nga bunalan sila. 
ACT.16.23	Human sila bunali pag-ayo, gibilanggo sila ug gisugo ang guwardiya nga kandadohan pag-ayo ang bilanggoan. 
ACT.16.24	Busa gibutang sila sa guwardiya ngadto sa kinasuokang lawak ug gilugpitan sa giakob nga kahoy ang ilang mga tiil.
ACT.16.25	Sa hapit na ang tungang gabii, si Pablo ug si Silas nag-ampo ug nag-awit ug mga pagdayeg ngadto sa Dios ug namati kanila ang ubang mga binilanggo. 
ACT.16.26	Unya sa kalit milinog ug kusog nga nakatay-og pag-ayo bisan sa pasukaranan sa bilanggoan ug nangaabli ang tanang pultahan ug nangatangtang ang mga kadena sa tanang binilanggo. 
ACT.16.27	Nahigmata ang tinugyanan sa bilanggoan ug sa pagkakita niya nga nangaabli na ang mga pultahan, gipakaingon niyag nanglayas ang tanang binilanggo. Busa gilanit niya ang iyang espada aron maghikog unta. 
ACT.16.28	Apan misinggit si Pablo, “Ayaw paghikog! Ania ra kaming tanan!”
ACT.16.29	Busa ang tinugyanan sa karsel nangayog suga unya misulod siya nga nagdali ug miluhod nga nagkurog sa tiilan ni Pablo ug ni Silas. 
ACT.16.30	Unya gipagawas niya sila ug gipangutana, “Sir, unsa may akong buhaton aron ako maluwas?”
ACT.16.31	Sila mitubag, “Saligi ang Ginoong Jesus, ug maluwas ka lakip ang imong panimalay.” 
ACT.16.32	Unya siya ug ang tanang sakop sa iyang panimalay giwalihan nila sa pulong sa Dios. 
ACT.16.33	Niadtong taknaa sa kagabhion gihugasan sa tinugyanan sa bilanggoan ang ilang mga samad ug gibunyagan dayon siya ug ang iyang panimalay. 
ACT.16.34	Unya gidala niya si Pablo ug si Silas sa iyang balay ug gipakaon. Nalipay siya ug ang iyang panimalay kay siya mituo na man sa Dios.
ACT.16.35	Sa pagkabuntag ang mga maghuhukom nga Romanhon nagsugo sa mga opisyal sa kapulisan nga buhian si Pablo ug si Silas. 
ACT.16.36	Busa gipahibalo sa tinugyanan sa bilanggoan si Pablo ug si Silas nga nag-ingon: “Gipabuhian na kamo sa mga maghuhukom ug lakaw kamo uban ang kalinaw.”
ACT.16.37	Apan miingon si Pablo ngadto sa mga pangulo, “Gipabunalan nila kami sa atubangan sa mga tawo bisag kami walay sala ug mga Romanhong lungsoranon pa gayod! Unya ila pa gayod kaming gipabilanggo. Ug karon buhian lang kami nila sa tago? Dili kana mahimo! Kinahanglan nga sila gayong mga Romanhong maghuhukom ang moanhi dinhi ug maoy mopagula kanamo.”
ACT.16.38	Gitaho kini sa mga pangulo sa kapulisan ngadto sa mga maghuhukom ug sa pagkadungog nila nga sila diay si Pablo ug si Silas mga Romanhon nga lungsoranon, nangahadlok sila. 
ACT.16.39	Busa nangadto sila ug nangayog pasaylo kanila unya ilang gipagula sila sa bilanggoan ug gihangyo sa pagbiya sa siyudad. 
ACT.16.40	Busa nanggula si Pablo ug si Silas sa bilanggoan ug nangadto sa balay ni Lydia. Gikakita nila didto ang mga kaigsoonan ug ilang gidasig sila ug unya namiya si Pablo ug si Silas.
ACT.17.1	Unya miagi si Pablo ug si Silas sa Ampipolis ug sa Apolonia, ug miabot sila sa Tesalonica. Didto may usa ka sinagoga sa mga Judio ug miadto si Pablo 
ACT.17.2	sumala sa iyang nabatasan. Sulod sa tulo ka Adlawng Igpapahulay nakiglantugi siya didto sa mga tawo pinasikad sa Kasulatan 
ACT.17.3	ug iyang gipasabot ug gipamatud-an ngadto kanila nga ang Mesiyas kinahanglan gayod nga mag-antos ug mabanhaw. Siya miingon, “Kining Jesus nga akong gisangyaw kaninyo mao ang Mesiyas.” 
ACT.17.4	Nakabig ug mitipon kang Pablo ug kang Silas ang pipila sa mga Judio ingon man ang daghang Grego nga nagtuo sa Dios ug ubay-ubay sa tinamod nga mga babaye.
ACT.17.5	Apan nasina ang mga Judio ug gitigom nila ang mga bugoy nga nagyampungad sa kadalanan aron paghimog kasamok. Unya ilang gigubot ang tibuok siyudad ug gisulong ang balay ni Jason sa tuyo nga makit-an nila si Pablo ug si Silas aron paatubangon sila sa mga tawo. 
ACT.17.6	Apan kay wala man nila makit-i, ilang gidala si Jason ug ang pipila sa mga kaigsoonan ngadto sa mga namunoan sa siyudad. Naninggit sila, “Kining mga tawhana naghimog kasamok bisag asa sila paingon ug ania sila karon sa atong siyudad 
ACT.17.7	ug gipapuyo sila ni Jason sa iyang balay. Silang tanan naglapas sa mga balaod sa emperador ug nag-ingon sila nga adunay laing hari nga ginganlag Jesus.” 
ACT.17.8	Nagubot ang mga tawo ug ang mga namunoan sa siyudad sa pagkadungog nila niini. 
ACT.17.9	Human kakuhaig piyansa si Jason ug mga kauban, gibuhian nila sila.
ACT.17.10	Sa pagkagabii niana, gipagikan dayon sa mga kaigsoonan si Pablo ug si Silas ngadto sa Berea ug sa ilang pag-abot didto, miadto sila sa sinagoga sa mga Judio. 
ACT.17.11	Mas bukas ang panghunahuna sa mga tawo didto kay sa mga taga-Tesalonica. Madasigon kaayo silang namati sa Maayong Balita ug nagtuon sila sa Kasulatan matag adlaw aron pagtino kon tinuod ba gayod kining mga butanga. 
ACT.17.12	Daghan kanila ang mituo lakip ang daghang mga babayeng Grego nga tinamod sa katilingban ug ang mga lalaki usab. 
ACT.17.13	Apan sa pagkadungog sa mga Judio didto sa Tesalonica nga nagwali na usab si Pablo sa pulong sa Dios didto sa Berea, nangadto usab sila ug gihulhogan ang mga tawo aron sa paghimog kasamok. 
ACT.17.14	Busa gipagikan dayon sa mga kaigsoonan si Pablo paingon sa baybayon apan si Silas ug si Timoteo nagpabilin didto sa Berea. 
ACT.17.15	Ang mga tawo nga naghatod ni Pablo mikuyog kaniya hangtod sa siyudad sa Atenas. Unya namalik sila sa Berea uban sa tugon ni Pablo nga paapason sila si Silas ug si Timoteo sa labing madali.
ACT.17.16	Didto sa Atenas samtang si Pablo nagpaabot kang Silas ug kang Timoteo, nasamok pag-ayo ang iyang hunahuna sa pagkakita niya sa siyudad nga nalukop sa mga diosdios. 
ACT.17.17	Busa nakiglantugi siya sa mga Judio didto sa sinagoga ug sa mga dili Judio nga nagtuo sa Dios ug sa mga tawo nga mahiadto sa plasa matag adlaw. 
ACT.17.18	Pipila ka mga magtutudlo nga Epikureo
ACT.17.18	Ang uban usab miingon, “Daw naghisgot siya mahitungod sa mga dios sa laing mga nasod.” Gisulti nila kini tungod kay nagwali man si Pablo mahitungod kang Jesus ug sa pagkabanhaw.
ACT.17.19	Busa gidala nila si Pablo sa atubangan sa tigom sa konseho sa Areopago,
