MAT.1.1	LLyver 
PSA.89.6	Can ys pwy yn y nef’sy 
PSA.89.7	Dew sy 
PSA.89.8	Arglwydd Ddew y lluoedd, pwy 
PSA.89.9	Ti ’sy yn llywiaw 
PSA.89.10	Ti a 
PSA.89.12	Gogledd a’ 
PSA.89.13	Y mae yty vraich 
PSA.89.15	Gwyn ei vyd y popul a wyr ymlawenhay [ynot’]: rhodiant yn-goleuni dy wynepryd, Arglwydd.
PSA.89.16	Yn dy Enw y bydd ei hyfrydwch, ac yn dy gyfiawnder y ymdderchavant.
PSA.89.17	Can ys gogoniant y nerth hwy 
PSA.89.18	Can ys ar [law] yr Arglwydd y mae ein tarian, ac y Sanct Israel [y mae] ein Brenhin.
PSA.89.19	Yno 
PSA.89.20	Cefeis Ddauið vy-gwasanaetwr: 
PSA.89.21	Am hyny y 
PSA.89.22	Ny chaiff y gelyn ei 
PSA.89.23	Eithr 
PSA.89.24	Vy-gwirionedd hefyt am trugaredd [vyð] gyd ac ef, ac yn vy Enw y derchefir ei gorn.
PSA.89.25	A’ gosodaf ei 
PSA.89.26	Ef a ’ailw arnaf, Ti yw vy-tat, vy-Dew, a’ 
PSA.89.27	Hefyt mi ei gwnaf yn gyn-enit ymy, yn uwch na Brenhinedd y ddaiar.
PSA.89.28	Cadwaf yddo vy-trugaredd yn tragyvyth am dygymbot 
PSA.89.29	A’gosodaf ei 
PSA.89.30	[Eithr] a’s ei blant a wrthddodant vy-
PSA.89.31	A’s torant vy 
PSA.89.32	Yno y 
PSA.89.33	Er hyny ny dducaf vy-trugaredd y arnaw, ac ny 
PSA.89.34	Ny 
PSA.89.35	Tyngais vnwaith 
PSA.89.36	Ei had ef vydd yn tragyvyth, a’ei 
PSA.89.37	Mal y lleuat y 
PSA.89.38	A’ thi wrthðodeist ac a dremygeist, soreist wrth dy 
PSA.89.39	Toreist ddygymbot dy was, [ac] a halogeist ei 
PSA.89.40	Dryllieist ei oll vagwyrydd: dodeist ei amddyffynvae ef yn 
PSA.89.41	Yr oll ’rei y ant rhyd y ffordd, y espeiliant ef: y mae ef yn 
PSA.89.42	Dyrchefeist ddeheulaw ei ’elynion, [a’] llawenycheist ei oll 
PSA.89.43	Dychweleist hefyt vin ei gleddyf, ac ny wnaethost’ yddo sefyll yn y rryvel.
PSA.89.44	Pereist yw ardderchawgrwydd 
PSA.89.45	Dyddiae ei ieuntit a vyréist, [a’] thoeist ef a chywilydd. Selah.
PSA.89.46	Arglwydd, pa hyd yr ymguddy, [ai] byth? ac a lysc dy lit val tan?
PSA.89.47	Cofia pa oes ysydd ymy: y ba beth y creyt’ yn over oll blant dynion
PSA.89.48	Pa ddyn ’sy vyw, ac ny wyl angae? [a] wared ef ei eneit rac llaw y beddrod? Selah.
PSA.89.49	Arglwydd, p’le mae dy drugareddeu o’r blaen, [yr] ei y dyngeist 
PSA.89.50	Coffa, Arglwyð, warthruð dy weision, rhwn yr wyf yn ei ðwyn im 
PSA.89.51	O bleit ith ’elynion [dy] gablu, Arglwyð, can yddynt gablu ol traet dy 
PSA.89.52	Moler yr Arglwyð yn tragywyth. 
PSA.90.1	ARglwydd, buost’ yn breswyl y-ni, o genedlaeth y genedlaeth.
PSA.90.2	Cyn 
PSA.90.3	Ydd wyt yn 
PSA.90.4	Can ys mil o vlyddynedd yn dy ’olwc [ynt] val doe [nei echdoe] gwedy yr el heibio, a’ [mal] gwylfa 
PSA.90.5	Llifeiriaist drostynt, [val] hun ytynt: y boreu y tyf ef mal y gwellt.
PSA.90.6	Y borae y blodena ac y tyf, eithr prydnawn y torir e y lawr ac y gwywa.
PSA.90.7	Can ys in divéir y gan dy soriant, a’ chan dy 
PSA.90.8	Gosodeist ein camweddae rac dy vron, a’n dirgel bechotae yn-golauni dy wynep.
PSA.90.9	Can ys ein oll ddyddieu 
PSA.90.11	Pwy a edwyn nerth dy soriont? can ys mal dy ofn y mae dy ddigoveint.
PSA.90.12	Dysc y ni velly gyfri ein dyddiae mal y ducom y ein calon ddoethinep.
PSA.90.13	Dymchwel (Arglwydd yd pahyd?) ac ymheddycha ith weision.
PSA.90.14	Cyflawna ni y boreu ath drugareð: yno y’byðwn lawen a’ hyfryd ein oll ddyddiae.
PSA.90.15	Dyddana ni 
PSA.90.16	Gweler dy waith 
PSA.90.17	A’ bid 
PSA.91.1	YR hwn a drig yn-dirgelwch y Goruchaf, y dan wascawt yr Oll gyvoethawc 
PSA.91.2	Dywedaf wrth yr Arglwydd, â vy-gobeith, am ymddeffenva: [efe yw] vy-Dew, ynthaw y ymddiriedaf.
PSA.91.3	Can ys ef ath 
PSA.91.4	Dan ei adanedd ef ath 
PSA.91.5	Nith ofnir gan 
PSA.91.6	Na chan y 
PSA.91.7	Mil y gwympant wrth dy ystlys, a’ 
PSA.91.9	Can ys [dywedeist], Yr Arglwydd yw vy-gobeith: 
PSA.91.10	Ny 
PSA.91.11	Can ys yw Angelion y gorchymyn ef, dy gadw yn dy oll ffyrdd.
PSA.91.12	Yn eu dwylo ith dducant, rrac yt’ 
PSA.91.13	Ar y lleo ar 
PSA.91.14	O bleit yðo 
PSA.91.15	Ef a’ ailw arnaf, ac ei 
PSA.91.16	A hir 
PSA.92.1	YS da [beth] yw clodvori yr Arglwyð, a chanu ith Enw, y Goruchaf.
PSA.92.3	Ar y dectant, ac ar y 
PSA.92.4	Can ys [ti] Arglwydd am llawenéist ath weithrede, [ac] yn-
PSA.92.5	Arglwydd, mor 
PSA.92.6	Y 
PSA.92.7	(Pan vlodeuo yr andewolion val y glaswellt, a’ phan 
PSA.92.8	A’ thithau Arglwydd, wyt ’oruchaf yn tragywyth.
PSA.92.9	Can ys 
PSA.92.10	A’m corn a dderchefi val vnicorn, [a’] mi 
PSA.92.11	Vy llygat hefyd a wyl 
PSA.92.12	Y cyfiawn a vlodeua val 
PSA.92.13	Y sawl y 
PSA.92.14	Dygant 
PSA.92.15	Er manegi 
PSA.93.1	YR Arglwyð y sy yn teynasu, ac wedy ymwisco a 
PSA.93.2	Darparwyt dy eistedle 
PSA.93.3	Derchavent y llifeireint, Arglwydd, dyrchavent y llifeirent ei llef derchavent y llifeirieint ei tonhae.
PSA.93.5	Dy destolaethae ynt 
PSA.94.1	ARglwydd Ddew y dialwr, Dew y dialwr, 
PSA.94.2	Ymddercha, Varnwr y byt, [a’] 
PSA.94.3	Arglwydd pa hyd y bydd ir andewolion, pa hyd yr ymorugan yr andewolion?
PSA.94.4	Siarad y wnant a’ dywedyt yn 
PSA.94.5	Dy popul, Arglwydd, y 
PSA.94.6	Y weðw ar 
PSA.94.7	A dywedynt, Ny wyl yr Arglwydd, ac 
PSA.94.8	Dyellwchwi andoethion ym plith y popul: a’r ynvydion pa bryd y dyellwch?
PSA.94.9	Yr hwn y blannawdd y glust, any chlyw ef? neu yr hwn y 
PSA.94.10	Ai yr hwn a 
PSA.94.11	Yr Arglwydd y wyr veddyliae dyn, mae gwac ytynt.
PSA.94.12	Gwyn ei vyd y 
PSA.94.13	Mal y rhoddy yddo ’orphwys rac dyddieu y drwc, tra gladdier pwll i’r andewiol.
PSA.94.14	Can na 
PSA.94.15	Can ys 
PSA.94.16	Pwy a gyvyt gyd a mi yn erbyn yr 
PSA.94.17	A ny bysei ir Arglwydd vy-cymporth, trigesei haiach vy eneit yn-
PSA.94.18	Pan ddywedeis, Y mae vy-troet yn llithro, dy drugaredd, Arglwydd, am cynnaliawdd.
PSA.94.19	Yn lliaws vy meddyliae 
PSA.94.20	A oes y 
PSA.94.21	Ymgasclu a wnant yn erbyn eneit y cyfion, a’r gwaed gwirion y 
PSA.94.22	Eithyr yr Arglwydd yw vy noddet, am Dew [yw] nerth vy-gobeith.
PSA.94.23	Ac ef a dal ydd-wynt ei h’anwiredd, ac ei destryw yn ei 
PSA.95.1	DEwch, 
PSA.95.2	Deuwn o vlayn ei wynep a moliant: canwn yn llavar psalmeu yðaw
PSA.95.3	Can ys yr Arglwydd ysy Ddew mawr a’ Brenhin mawr ar yr oll ddewiae.
PSA.95.5	Ac yðaw ydyw y mór: can ys ef ei gwnaeth, a’ ei ddwylaw a 
PSA.95.6	Deuwch, addolwn a’ 
PSA.95.7	Can ys ef yw’n Dew, a ninae yw popul ei borva, a’ deueit ei law: heddyw, a’s gwrandewch ar eileferydd,
PSA.95.8	Na chaledwch eich calon, megis ym-Meribáh a’megis yn-dydd Massáh yn y diffeithwch.
PSA.95.9	Lle 
PSA.95.10	Deugain blynedd yr ymrysonais a’r genedlaeth [hon,] a ’dywedais, Popul yn cyfeiliorni yn-calon ytynt, can na wybuant vy ffyrdd.
PSA.95.11	Am hyny y tyngais yn vy llit, gan ddywedyt, Ys diau ny ddawant im gorphwysfa.
PSA.96.1	CAwch ir Arglwydd ganiat newydd: cennwch ir Arglwydd, yr oll ddaiar.
PSA.96.2	Cenwch ir Arglwydd, [a’] molwch ei Enw, manegwch o ddyð yddydd y Iecheit ef.
PSA.96.4	Can ys mawr [yw’r] Arglwydd a’thra chanmoladwy: 
PSA.96.5	O bleit oll ddewiae y bopuloeð 
PSA.96.8	Rrowch ir Arglwydd ’ogoniant ei Enw: dygwch offrwm a’ dewch y mewn y’w nauaddeu.
PSA.96.9	Addolwch yr Arglwydd yn y prydverth 
PSA.96.10	Dywedwch ymplith y cenedloedd, Yr Arglwydd a 
PSA.96.11	Llawenhaet y nefoedd, a bit hyfryd y ddaiar, 
PSA.96.12	Llawenechet y maes, a’ phop peth ys yd ynthaw: yno bid hyfryt oll 
PSA.96.13	Rac bron yr Arglwydd: can y vot ef yn dyvot, can eu vot yn dyvot i varny y ddaiar: ef a varn y byt ac iawnder, a’r bopuloedd yn ei wirionedd.
PSA.97.1	YR Arglwydd a 
PSA.97.2	Wybre a’ thywyllwch [ys ydd] o ei amgylch ef: cyfiawnder a’ barn [yw] 
PSA.97.3	Ef aá tân oei vlaen ef, ac a 
PSA.97.4	Llewychawdd ei 
PSA.97.5	Y mynydde val cwyr y doddesont 
PSA.97.6	Y nefoedd a venagant y gyfiawnder ef, a’r oll populoedd y welant ei ’ogoniant.
PSA.97.7	Gwradwyðer y sawl oll y addolant ddelwae cerviedic, [ac] ys y 
PSA.97.8	Tsijón a glywodd, a’llawenechawdd: a’ merchet Iudáh vu hyfryt, o bleit dy varnion, Arglwydd.
PSA.97.9	Can ys ti Arglwydd wyt oruchaf ar yr oll ddaiar: ith tradderchefir uch law yr oll ddewiae.
PSA.97.10	Yr ei y gerwch yr Arglwydd, casewch ddrwc: efe ’sy yn cadw eneidiae ei Sainct: ef ei gwared o law yr andewiolion.
PSA.97.11	Heuwyt 
PSA.97.12	Ymlawenhewch yn yr Arglwydd ’yr ei cyfion, a’ 
PSA.98.1	CEnwch ir Arglwydd ganiat newyð: can ys gwnaeth ef bethae ryfedd.
PSA.98.2	Ei ddeheulaw a’ei vraich sanctaidd a 
PSA.98.3	Espesawdd yr Arglwyð ei iechyt: ei gyfiawnder a eglurawdd yn-golwc y cenedloedd.
PSA.98.4	Coffaodd ef ei drugaredd a’ei wirionedd i dy Israel: gwelawdd oll dervynae y ddaiar iechyt eyn Dew.
PSA.98.5	Yr oll ddaiar cenwch yn llavar ir Arglwydd: 
PSA.98.6	Can-molwch yr Arglwydd ar y delyn, [sef] ar y delyn a llef 
PSA.98.7	Ar yr vtcyrn a’ sain trompet, cenwch yn llavar rac bron yr Arglwydd Vrenhin.
PSA.98.9	Curet y llifddyfreint ei dwy]law, [a’] chyt ymlawenáet y mynyddedd
PSA.98.10	Rac bron yr Arglwydd: can ys daeth ef y varnu y ddaiar: ac iawnder y barn ef y byt, a’r bopuloedd ac vniondap.
PSA.99.1	YR Arglwydd ys y yn teyrnasu, crynant y populoedd: eistedd y mae ef [rhwng] y Cerubieit, 
PSA.99.2	Yr Arglwydd ys y vawr yn ySijon, a’ goruchel yw ef 
PSA.99.3	Wy glodvorant dy Enw mawr ac ofnadwy ([can ys sanctaidd yw)
PSA.99.4	A’ gallu y Brenhin, y gar varn: [canys] darpareist vniondab: gwnaethost varn a’ chyfiawnder yn Iaco.
PSA.99.6	Moysen ac Aharón [oedd] ymplith y Offeiriait ef, a’ Samuel ym-plith yr ei’ alwant ar ei Enw: galwodd y [rheini] ar yr Arglwydd, ac ef ei 
PSA.99.7	Yn y colofn wybren y llavarawdd wrthynt: cadwcsant ei destolaethae a’r 
PSA.99.8	Gwranðweist arnwynt Arglwyð ein Dew: Dew 
PSA.99.9	Darchefwch yr Arglwydd ein Dew, a 
PSA.100.1	CEnwch yn llavar ir Arglwyð, yr oll ddayar.
PSA.100.2	Gwasnaethwch yr Arglwydd 
PSA.100.3	Gwybyddwch 
PSA.100.4	Yd-ewch yw byrth ef a’ 
PSA.100.5	Can ys daonus yw’r Arglwydd: ei drugaredd 
PSA.101.1	TRugaredd a’ barn a ganaf: y ti Arglwydd y canaf.
PSA.101.2	Byddaf ddeallns yn y ffordd berffeith yn y ddelych ataf: rhodiaf ym 
PSA.101.3	Ni 
PSA.101.4	Calon gyndyn a â ywrthyf: ny adnabyddaf ddrwc.
PSA.101.5	Yr hwn yn ddirgel a sclandria ei gymydawc, hwnw a ddestruwiaf: y balch o ’olwc a’r vchel galon, hwnw ny’s gallaf [ddyoddef].
PSA.101.6	Vy llygait [vydd] ar ffyðlonion y tir, val y trigiant gyd a mi: yr hwn a rodia yn ffordd 
PSA.101.7	Ny 
PSA.101.8	Yn 
PSA.102.1	ARglwydd, clyw vy-gweddi, a’ deuet vy 
PSA.102.2	Na chudd dy wynep rhagof yn 
PSA.102.3	Can ys 
PSA.102.4	Trawyt vy-calon a ’gwywawð val 
PSA.102.5	Can lais vy-
PSA.102.6	Cyffelip wyf ir pelican o’r diffeithwch: mal tylluan wyf yn yr anialwch.
PSA.102.8	Paunydd im divenwa vy-gelynion, ar ei ysy yn 
PSA.102.9	Can ys llutw val bara a vwyteis, am diot ac wylofain a gymysceis,
PSA.102.10	Obleit dy var ath ddigoveint: can ys im dercheveist, ac im bwrieist ir llawr.
PSA.102.11	Vy-dyddiye [ynt] val gwascawt, a 
PSA.102.13	Ti a gody ac a drugaréy wrth Tsijon: can ys yr amser y drugarhay wrthei, can ys daeth yr amser-nod.
PSA.102.14	Can ys may dy weision ac ewyllys-da yw 
PSA.102.15	Yno y cenedloeð y ofnant Enw yr Arglwyð, ac oll Vrenhinedd y ddaiar dy 
PSA.102.16	Pan adeilo yr Arglwyð Tsijón [ac] y tgweler yn ei ogoniā
PSA.102.17	Ac yr 
PSA.102.18	Hyn y escrivennir er genedlaeth ar ol: a’r popul y 
PSA.102.19	Can ys edrychawdd ef y lawr 
PSA.102.21	Yn y venegant Enw yr Arglwydd yn Tsijon, a’ ei voliant yn Caerusalem,
PSA.102.22	Pan ymgynullo y populoedd 
PSA.102.24	A’ dywedais, Vy-Dew, na ddwc vi ymaith yn cenol vy-
PSA.102.26	Wyntwy y gollir, tithau a 
PSA.102.28	Plant dy weision a 
PSA.103.1	VY enait, mola yr Arglwydd, ac oll ys ydd om mewn, [molwch] ei Enw sanctaidd.
PSA.103.2	Vy eneit, mola yr Arglwydd, ac na ancofia ei oll 
PSA.103.3	Yr hwn a vaddae dy oll enwiredd, ac a iachâ dy oll 
PSA.103.4	Yr hwn a 
PSA.103.5	Yr hwn a 
PSA.103.6	Yr Arglwydd y wna gyfiawnder a’ barn, ir oll rei y 
PSA.103.7	Parawdd-wybot ei ffyrdd i Voysen, [a’] ei weithredoedd y blant Israel.
PSA.103.8	Yr Arglwydd ysy yn llawn tosturi a’ thrugaredd, hwyr ei lit, a’ mawr ei drugarogrwydd.
PSA.103.9	Nid 
PSA.103.10	Nid yn ol ein pechatae y gwnaeth ef 
PSA.103.11	Can ys cyfuwch ac yw y nefoedd uchlaw y ddaiar, cymeint yw ei drugaredd ir sawl y ofnant ef.
PSA.103.13	Mal y tosturia y tad wrth ei blant, y tosturia yr Arglwydd wrth yr ei y hofnant ef.
PSA.103.14	Can ys ef a wyr o ba 
PSA.103.16	Can ys y gwynt a â drostaw, ac 
PSA.103.17	A’ thrugarawgrwydd yr Arglwydd [vydd] 
PSA.103.18	[Sef] i’r ei a gatwant y 
PSA.103.19	Yr Arglwydd a ddarparawdd ei 
PSA.103.20	Molwch yr Arglwydd, y Angelion ef, cedyrn o nerth, ’r ei sy yn gwneuthur y 
PSA.103.21	Molwch yr Arglwydd, ei oll luoedd, y weision ef yr ei wnewch ei ewyllys.
PSA.103.22	Molwch yr Arglwydd, y oll weithrededd ef, ’ym-pop 
PSA.104.1	VY enait, mola [di] yr Arglwydd: O Arglwydd vy-Dew 
PSA.104.2	Yr hwn y wisc ’oleuni val dillat, ac ysy yn tayny y nefoedd val 
PSA.104.3	Yr hwn a osot tuylathae ei ystafell yn y 
PSA.104.4	Yr hwn a awna yr ysprytion yn 
PSA.104.5	Seiliawdd ef y ddaiar ar ei 
PSA.104.6	Toeist yhi a 
PSA.104.7	[Ac] wrth dy gerydd di y 
PSA.104.8	[A’r] mynyddedd a escennant [a’r] glynnoedd y ddescennant ir lle y sailiaist’ yddwynt.
PSA.104.9	Eithr gosedeist yddwynt 
PSA.104.10	Ef’ sy ’n d’anvon ffynnoniae 
PSA.104.11	O hanwynt yr yf oll vwystviloedd y maes, [a’r] asennot gwylltion a dyr ei sychet.
PSA.104.13	Ef yddufrá y mynyddedd o’i 
PSA.104.14	Efe ’syn peri ir gwellt dyfu ir 
PSA.104.15	A’ gwin [rhwn] a lawená calon dyn, [ac] oleo [yr hwn] y wna ir wynep ddysclaerio, a’ bara [rhwn] a 
PSA.104.16	Y preniae 
PSA.104.18	Y mynyddedd vchel [ys ydd] ir geifr: y craigieu ysy lechva i’r 
PSA.104.19	Gwnaeth ef lleuat er amserae-nod: yr haul a edwyn ei 
PSA.104.20	Gwnai di dywyllwch, a’ nos vydd hi, ynthei yr 
PSA.104.21	Y llewod y ruant am ei 
PSA.104.22	Pan goto haul yr 
PSA.104.23	[Yno] ydd aa dyn ymaith yw waith, ac y’w 
PSA.104.24	Arglwydd, mor lliosawc yw dy weithrededd? wyntwy oll yn-doethinep y gwneythost: llawn yw y ddaiar oth 
PSA.104.25	[Velly] mawr a’ 
PSA.104.26	Yno 
PSA.104.27	Yr ei hyn oll ys y yn dysgwyl wrthyt, val y rhoddych vwyt yddwynt 
PSA.104.28	Ti [ei rhoi yddynt, ac wy ei casclant: agori dy law, [ac] eu cyflawnir 
PSA.104.29	Eithr a 
PSA.104.30	Drachefn a’s anvony dy yspryt, eu 
PSA.104.31	Gogoniant ir Arglwydd yn dragyvyth: llawenáet yr Arglwydd yn ei ’weithredoedd.
PSA.104.32	Ef a edrych ar y ddaiar, a hi ddychryn: ef a gyfwrdd ar mynyddedd, a’ hwy vygant.
PSA.104.33	Canaf ir Arglwydd yn vy-bywyt: can-molaf vy-Dew tra vwy 
PSA.104.34	Bid cymradwy gantho vy amadroð: vy llewenydd vyð yn yr Arglwydd.
PSA.104.35	Divâer y pechaturieit o’r ddaiar, a’r andewolion val na byddant mwy: vy enait, mola di yr Arglwydd. 
PSA.105.1	CLodvorwch yr Arglwydd, [a’] galwch ar ei Enw: manegwch ei waithredoedd ym-plith y populoedd.
PSA.105.2	Cenwch ydd-aw, canmolwch ef, a’ 
PSA.105.3	Bid eich gorvoledd yn ei Enw sanctaidd: ymlawenhaet calon y sawl y geisiant yr Arglwydd.
PSA.105.4	Caisiwch yr Arglwydd a’ ei gedernit, caisiwch y wynep ef yn oystatawl.
PSA.105.5	Coffewch ei ryveddodae, yr ei y wnaeth ef, y aruthroedd ef a’ barnae ei enae,
PSA.105.6	Chwychwy had Abraham y was ef, [chwithae] blant Iaco y etholedigion ef.
PSA.105.7	Ef e yw’r Arglwydd ein Dew: 
PSA.105.8	Meddyliawdd bop amser am ei ddygymbot [a’] ei 
PSA.105.9	Ys ef yr 
PSA.105.10	Ac [yno] ei gosododd y Iaco yn 
PSA.105.11	Can ddywedyt, I ti y rhoddaf dir Canaan 
PSA.105.12	Cyd byddent ychydig o niver, [sef] ychydigion ac 
PSA.105.13	A’ gorymddaith o 
PSA.105.14	Ac ny adawdd i 
PSA.105.15	Na chyhurddwch am 
PSA.105.16	Hefyt ef a alwodd [am] newyn ar y tir, ac a ddinistriawdd oll 
PSA.105.17	[Eithr] anvonawdd ef’wr rhac ei hwynep: dros was y gwerthwyt Ioseph.
PSA.105.18	Poenesont ei draet mewn 
PSA.105.19	Yd pan ddaeth y amser 
PSA.105.20	Anvonawdd y Brenhin, ac ei gellyngawdd: [sef] 
PSA.105.21	Gosodawdd ef yn Arglwydd ar ei duy, ac yn llywodraethwr ar ei oll veddiant,
PSA.105.22	Val y rwymei ef ei dywysogion yn ol ei ewyllys, a’ dyscy y’w Henyddion ddoethinep.
PSA.105.23	Yno yd aeth Israel ir Aipht,,ac Iaco oedd 
PSA.105.24	Ac ef a angwanegawdd ei bopul yn ddirvawr, ac ei gwnaeth yn gadarnach na ei 
PSA.105.25	Troes ef y calon hwy y gasau y bopul ef, ac ymddichellu a’ ei weision.
PSA.105.26	Yno yd anvonawod ef Voysen ei was, [ac] Aaron yr hwn a ddywysesei.
PSA.105.27	Dangosesont yn eu plith 
PSA.105.28	Anvonawdd ef dywyllwch, ac ef ei tywyllawdd: ac nid anvfyddesont y’w 
PSA.105.29	Ymchwelawdd ef ei dyfredd hwy yn waed, ac a laddoð ei pyscawt.
PSA.105.30	Dygawdd ei tir hwy 
PSA.105.31	Dywedawdd ef, a’ daeth pop ryw adnoc [a’] llau yn ei h’oll dervynae.
PSA.105.32	Roddes yddwynt 
PSA.105.33	Ac ef a drawodd ei gwinwydd a’r preniae fficus, ac a ddrylliawdd y prenniae [yn] ei 
PSA.105.35	A bwytesont oll laswellt yn ei tir, ac a ysasont ffrwyth ei 
PSA.105.36	Hefyt trawodd ef oll gyntenit yn ei tir, [sef] 
PSA.105.37	Ac ef y Duc hwy ymaith ac arian ac aur, ac nyd oedd vn 
PSA.105.38	Llawenychoð yr Aipht pan ymadawsont: canys 
PSA.105.39	Tanawdd ef wybren yn do [yddynt], a thán y 
PSA.105.41	Agorawdd ef y graic, a’ dylifodd y dyfredd, ac a gerddawdd yn avonydd rhyd y sych-leoedd.
PSA.105.42	Can ys cofiawdd ef ei 
PSA.105.43	A duc ef y maith ei bopul mewn llawenydd, [a’] ei ðetholedigion a gorvoloedd, a’ 
PSA.106.1	CLodvorwch yr Arglwydd can ys da yw ef, o bleit ei drugaredd [a bery] byth.
PSA.106.2	Pwy a venaic alluoedd yr Arglwydd, [ac] a ddatcan ei oll voliant?
PSA.106.3	Gwynvydedic [yw’r] ei a gatwāt varn, ac a wnant iawnder bop amser.
PSA.106.5	Mal y gwelwyf 
PSA.106.6	Pechasam y gyd a’n tadae, gwneytham enwiredd, [a’] buam andewiol.
PSA.106.7	Ein tadae ny ddeallesont dy ryveddodae yn yr Aipht, ac ny chofiesont 
PSA.106.8	Er hyny ef y 
PSA.106.9	Ceryddawdd ef y mor coch, ac ef a 
PSA.106.10	A’ chadwað ef hwy rac llaw y dygasoc, ac ei gwaredawdd o law ’r gelyn.
PSA.106.11	A’ thoawdd y dyfredd ei gorthrymwyr: ny’s gadwyt vn yn-gweddill.
PSA.106.12	Yno y credesont ei ’eiriae, [a’] chanesont voliant yðaw.
PSA.106.13	Ac yn 
PSA.106.14	Eithyr chwenychu a’ thrachwāt yn y diffeith, a’ thempto Dew yn yr anialwch.
PSA.106.15	A’ rhoddes ef yddwynt ei 
PSA.106.16	Cynvigennent hefyt wrth Voysen yn y pepyll, [ac] Aaron sanct yr Arglwydd.
PSA.106.17	Am hyny yr agorawdd y ddaiar ac a lyncawdd Ddathán, a 
PSA.106.18	A’ 
PSA.106.19	Llo á wnaethant yn cHoreb, ac addolasant y ddelw-dawdd.
PSA.106.20	Mal hyn yr 
PSA.106.21	Ancofient Ddew ei h’ Iachawdr y wnaethesei 
PSA.106.22	Ryveddodeu yn-tir cHam, a’ phethae 
PSA.106.23	Am hyny y meddyliawdd eu destruwiaw, pe na safesei Moysen y ddetholedic ef yn y 
PSA.106.24	A’ thremygu a wnaethant y tir 
PSA.106.25	Eithr 
PSA.106.26	Am hyny y 
PSA.106.27	A’ dinistro y had hwy ym-plith y cenedloedd, a’ ei goyscary 
PSA.106.28	Ymwascasant hefyt a’ Baal-peor, a’ bwytesont 
PSA.106.29	Mal hyn y 
PSA.106.30	Yno y savawdd Phineas-y-vyny, ac a iawn-varnawð, ac y 
PSA.106.31	Ac eu gyfrifwydd yddo yn gyfiawnder, o genedleth y genedleth yn tragyvyth.
PSA.106.32	A’ hwy digiesont ef 
PSA.106.33	Can yddynt 
PSA.106.34	Ac ny ddestruwiesont wy y bobuloedd 
PSA.106.35	Eithyr ymgymyscy a’r cenedloedd, a’ dyscu ei gweithredoedd.
PSA.106.36	A gwasanaethy y h
PSA.106.38	A’ 
PSA.106.39	Mal hyn yr ymhalogent yn ei gweithrededd y unain, ac y 
PSA.106.40	Am hyn 
PSA.106.41	A’ rhoddes ef wy yn llaw y cenetloeð, ar sawl ei casaent ei 
PSA.106.42	Ei gelynion hefyt ei gorthryment, ac ei 
PSA.106.43	Llawer gwaith y gwareðawdd ef wy, a’hwytheu y cyffroent ef a’ ei cygorion: am hyny eu 
PSA.106.44	Er hyny ef a welawdd pan oedd ing arnynt, ac a wrandawodd [ar] ei 
PSA.106.45	A’ 
PSA.106.48	Bendiget [vo] Arglwydd Ddew ’r Israel yn oes oesoedd a’ dywedet yr oll popul, 
PSA.107.1	CLodforwch yr Arglwydd, can ys da 
PSA.107.3	Ac ei casglawdd hwy o’r tiredd, o’r Dwyrein, ac o’r Gorllewyn, o’r Gogledd ac o’r 
PSA.107.4	Pan grwydrent yn y dyffeith allan o’r ffordd, eb gahel vn dinas y drigio,
PSA.107.5	Ys yn newynoc [ac] yn sychedic, ei heneit a 
PSA.107.6	Yno gwaeddasont ar yr Arglwyð yn ei cyfingder, [ac] ef ei 
PSA.107.7	Ac ef ei 
PSA.107.8	[Can hyny] 
PSA.107.9	Can ys 
PSA.107.10	Yr ei y dric yn-tywyllwch ac yn-gwascawt angae, yn rhwym mewn trueni a’haiarn,
PSA.107.11	Can yddyn gildynnu yn erbyn geiriae 
PSA.107.12	Pan ostyngawdd ef ei calon 
PSA.107.13	Yno y llefent ar yr Arglwydd yn ei cyfingder, [a’] gwaredawdd ef wynt o ei gwascvâe.
PSA.107.14	Ef y Duc hwy allan o dywyllwch, ac [o] ’wascawt angae, ac e ddrylliawdd ei rrwymae.
PSA.107.15	[Am hyny] coffessant ger bron yr Arglwydd ei drugarogrwydd, a’i ryveddodae ger bron 
PSA.107.16	Can ys drylliawdd ef y pyrth 
PSA.107.17	Ynvydion o bleit ei 
PSA.107.19	Yno y llefent ar yr Arglwydd yn ei h’ing, ac y wrth ei cyfingdereu eu gwaredawdd.
PSA.107.20	Anvonei ef ei ’air ac eu hiachaodd, ac eu gwaredawdd rac eu 
PSA.107.21	[Am hyny] coffessant ger bron yr Arglwydd ei drugarawgrwydd, ai ryveddodae ger bron plant dynion,
PSA.107.22	Ac aberthant ebyrth 
PSA.107.23	Yr ei y ddescennant ir mor mewn llongae, [ac] ys y yn 
PSA.107.24	Wy[ntwy] a ’welant weithrededd yr Arglwydd, a’ ei ryveddodae yn yr 
PSA.107.25	Can ys 
PSA.107.26	Escennant ir nefoedd, a’ descennant ir 
PSA.107.28	Yno y llefynt ar yr Arglwyð yn ei cyfingder, [ac] allan o’ei, gwascvâe ef eu dwc,
PSA.107.29	Efe a 
PSA.107.30	Yno llawen vyddant oei ’llonyddy, ac ef eu dwc ir borthladd [ydd oedd] eu h’wyllys.
PSA.107.31	[Am hyny] coffessant ger bron yr Arglwydd eu drugarawgrwydd, a’i ryveddodae ger bron plant dynion.
