GEN.1.1	Ante pëgwëko W̃ën ntind viỹë ŋa, ambin ŋa g'inkal iŋa ntiko ten.
COL.1.19	kaɓi nëŋëka W̃ënu ŋa ile nke ỹa fop ntëɗ hnë Aju hna. 
COL.1.20	Gë fere Aju ỹa, W̃ënu ŋa ñak konjëndëlehn fop g'umë hnë nkal li do hnë mbin hna. Antik ƴam ỹa gë sat Aju ỹa hnë 
COL.1.21	W̃uhnë, koɓëri ŋa gelunohna gë W̃ënu ŋa, vëỹew̃ vëlëw̃u yerunëho soŋe fop wameh wante hnahaɗunëho do liɗunëho ŋa. 
COL.1.22	Ɓare gaki, W̃ënu ŋa gë umë gë icëm Aju ŋa, ale sëmëk hnë mbahn ntëw̃u ahnë hna ɗanko mëk tufahnu vëfacah konjëndëlehnëku fo haryënkw lëw̃u dënk, ale wok kwëhnana dahëse w̃eh, do ile keyande këm. 
COL.1.23	Ɓare tëfëka awow̃u vëỹaw̃ah hnë ikwëtahn hna, soŋe antë aỹaw̃ëtaw̃u hnë tama 
COL.1.24	Tame natëko ile horotëɗëfu soŋe hun ỹi, kaɓi padënëɗëfu aki mbahn mën hna ile wojëk hnë wahorot 
COL.1.25	W̃ënu ŋa ntiko aryokunkëhn cery sali. Ha, akwëtehnahnëko iỹi ɗoku soŋe hun: tëfëka fëƴaw̃u Wanës W̃ënu ŋa fop. 
COL.1.26	Waŋi Wanës yabahnëɗ vile cow̃iniho koɓëri ŋa fop vanjeh, ɓare tame tufëkëhni vëfacah vëlëw̃u va. 
COL.1.27	Añak njëtëndanëhni gante naỹëk ka uvetak viỹë vile sow̃ik, vile ye hnë ile pëhwëtanëhnëkëhni vële wok vëyena wasëwif: Këris hnë w̃uhnë. Hnë umë nke tama hun ŋa ayentahniw̃u Naw̃ W̃ën hna.
COL.1.28	Awa, Këris fëƴaɗëfunëhëhni vahnë va fop. Niraɗëfunëhëhni do karaŋëɗëfunëhëhni gë fop yasery, ɗanko nkehahnëni vëhnaỹah hnë iɓëmënkël dëw̃ hni gë Këris. 
COL.1.29	Soŋe idi iỹin fop ỹa liɗëfu ɗoku hambah ɗus do w̃ëtëɗëfu gë fanka samah ile w̃atik hnë Këris do hn'ami ɗokuŋëɗ.
COL.2.1	Ñaɗëfu ayëtu gante kambëk ka iỹi w̃ët ile w̃ëtëɗëfu soŋe hun, soŋe vëvë Lawodise, do soŋe vëhaw̃ary, w̃uhnë fop vële wok nulunohna muk gë vinkër vidëw̃ hni va. 
COL.2.2	Ntiɗëfu aki ɗanko kamënaỹehnahni wasakahn walëw̃ hni hna, mbëmënkëlahnëni hn'iŋahn hna. Do koyëna, pëɓahnëhni g'itama nte njëɗahnëɗ hakili paryi, hnë uvetak lëw̃u hna fop, do koyëna njëtahnëni ile nkoko maw̃ëryalohna W̃ën koɓëri ŋa njëti: ile sow̃iko, rac ye Këris. 
COL.2.3	Hnë umë cow̃ik fop hnapul yasery gë uyët. 
COL.2.4	Nësëɗëfu waŋi soŋe ahnë antë tokaw̃u gë wanës wanëŋah. 
COL.2.5	Lakënde gentila gë w̃uhnë, ntaw̃ary mën a gë w̃uhnë nkok. Anatëko gë w̃uhnë gante mënkwërun g'afërën ndampo fo do nkorun aỹaw̃u hnë kwëtahn hun Këris hna.
COL.2.6	Aki, kaɓi maw̃arunëha Yesu 
COL.2.7	Pëlëryin vënkahn hun va hnë umë do ƴërëryin fop uwám hun w̃a hnë umë. Goryin ayaw̃ëntiwu g'ahaw̃ary hn'ikwëtahn gante ñaŋëndirun ka do asamehnënduna kantëm W̃ënu ŋa.
COL.2.8	Kwëtëryin hakili ahnë antë pëlayehnu hnë warënd wanës wante rokaɗ do wok kwëhnana nafa do hwëhnak yasery ahnë fo: wante w̃atik hnë wënamu vahnë, wante w̃atik hnë wafanka wavë ɗuniỹa, do wok matina hnë Këris. 
COL.2.9	Fop ile ye hnë W̃ën hna ntëɗëk mbahn Këris hna 
COL.2.10	do hnë iɓëmënkël hun gë Këris hna padëku fop, umë ale ye ankaf ucankaf do fop wafanka. 
COL.2.11	 hnë iɓëmënkël hun gë umë, háci ile wok diyina gë vák ahnë ɓare háci ile w̃atik hnë Këris ỹa ye ile lihëtëɗëhu ikihn vahnë nte w̃atik mbahn hna. 
COL.2.12	Ha, gë yary ỹa, ambañirunëho gë Këris, do fëna gë umë, amatëntirunëho hnë icëm hna kaɓi akwëtahnërun hnë fanka W̃ënu fa fale watëndëka Këris cëm hna.
COL.2.13	Do w̃uhnë, vële yeho vësëm soŋe wameh hun ŋa do ile worun káciluhna mbahn hna ma hnë Këris hna, W̃ënu ŋa njëɗaku uwám ndampo fo gë Këris. Atavëhnëkëfu wameh wadëw̃ fu ŋa fop, 
COL.2.14	apëhwëcëk kayëte hn'ile kerik wahnav fu do yiryeryëkëfu gë sariya. Antihëtëk wati nte pakëk kayëte wahnav fu hnë 
COL.2.15	Ntihëtëk ucankaf wayir do gë wafanka wayir waw̃eh, acëfëhnaỹehnëkëhni tase vahnë fop, akahëkëhni had vëfëlayik hnë ambënt soŋe imëk Aju.
COL.2.16	Aki, antë aw̃aw̃u ahnë kitiŋu soŋe vile rokëɗun ma seɗun, soŋe vambënt sali, soŋe ulepera hasëk ma 
COL.2.17	Iỹin fop ye cën ile rëfëka tëki, ɓare ile ye toña ỹa w̃atiɗ gë Këris. 
COL.2.18	Antë aw̃aw̃u vahnë vële ỹahnëk ɓana ɗëcët, do icëmb wamëleka, vahnë vële hwëtëk ɗus hakili hnë huɗakery hudëw̃ hni, ntehnënihu ntëntërun. Vahnë vërac naỹënaɗëni gë vinahan ahnë fo. 
COL.2.19	Vëhni, vëwona mbëmënkëlëni gë Këris, ale ye ankaf cery sali, nte ryavëɗ do vëmënkëlehnëk fop mbahn gë wasokël do g'ile sokëndëlehnëk waỹëc, do W̃ënu ŋa hnaỹënëɗ mbahn tac.
COL.2.20	Kaɓi cëmërun gë 
COL.2.21	«Antë ahnuf iỹin! Antë aryah iỹin! Antë aỹak iỹin!»? 
COL.2.22	Vëỹin fop apuɗ g'iɓalëtahn: vëỹin dënk ye vakwëɗa do akarëŋa vahnë! 
COL.2.23	Toña ye, waỹi wasariya mëntëlëk gë yasery: cëmbinëhna W̃ënu ŋa gante ñaɗen ka, mbanayin do koroteyehnin mbahn. Ɓare, waỹi wasariya gena iñë, soŋe natëndan ikihn vahnë nte w̃atik mbahn hna fo ye.
COL.3.1	Mbëhnëntirun gë Këris, awa ƴëkëlehnëryin viỹë vëvë mbin va, hn'ile nke Këris hna, ntañak farëhw W̃ën hna; 
COL.3.2	naharyin viỹë vile ye ambin va hara gena vëvë nkal vi. 
COL.3.3	Ha, acëmërun, do uwám hun w̃a cow̃ik gë Këris hnë W̃ën hna: 
COL.3.4	fac le cahnahniɗ Këris ỹa, umë ale ye uwám hun w̃a, tac w̃uhnë fëna, cahnëntëɗerun gë umë hnë 
COL.3.5	Ɗaw̃ehnëryin vile ye hnë w̃uhnë kwëhnëk nkal ŋi: ndakëntal meh, ile wok pacëna, iña nte sëfëhnëk, viña vimeh mbahn do iɓal ɗëcët ŋa, ile ye icëmb 
COL.3.6	Wëlin vëỹin ryojëɗ untavah W̃ënu ŋa, 
COL.3.7	wëli hak njasëɗunëho koɓëri ŋa, wati nte nkerunëho koyëna ŋa. 
COL.3.8	Ɓare dol ỹi, tavëtaryin vëỹin fop: untavah, ƴab sakahn, wasifa wayap, waƴew̃, wanës wacamah wante sahniɗ hnë w̃ës hun. 
COL.3.9	Antë aw̃ërëhnëlëndu, kaɓi acuɗëtarunëha ahnë asër a, gë vantiyehn vantëw̃u va, 
COL.3.10	do cuɗarunëha ahnë ahasëk a. W̃ënu ŋa, ale ñahanëk a, kwëlëkwël nëmpëtëɗëha mëntëlëni, gante njëtandëha paryi. 
COL.3.11	Gaki, vëwona 
COL.3.12	Awa, w̃uhnë, vahnë vële tëhnak, pacënëk, ŋahnëk W̃ënu ŋa, cuɗaryin vintaw̃ary vipëɓah kaỹëhnahn do iguk, iɓana, ipërëna do g'iɗuñëna; 
COL.3.13	mëkëhnëlëryin do, ge ahnë kwëhnanëka aỹëntaw̃ vile curandëha, tavëhnëlëryin; had gante tavëhnëku Ahwëhn ki, w̃uhnë fëna, diryin koyëna. 
COL.3.14	Do kas, ŋahnëlëryin: iŋahn ŋa ye ile vëmënkëlehnëɗ paryi.
COL.3.15	Araɓi ƴam va Këris ỹa naw̃ hnë vintaw̃ary hun hna; W̃ënu ŋa macëku hnë mbahn ndampo fo soŋe iỹi ƴam. Camehnëryindëna kwëlëkwël. 
COL.3.16	Araɓi unës Këris w̃a ntëɗ fagant hun hnë fop uvetak lëw̃u w̃a: karaŋëlëryin do niralëryin gë vëỹënta hun va g'ufëɓah usery; ƴëw̃ëhnëryina W̃ënu ŋa, gë fop sakahn hun ha, icamehn hun gë wahnëw̃ wale w̃atik hnë Vikerëh hna, gë wahnëw̃ sali wasëvah, do gë wahnëw̃ wale njëɗaku Iƴir iŋa; ƴëw̃ëhnëryina do cëmbëryina W̃ënu ŋa gë fop ntaw̃ary hun ŋa. 
COL.3.17	Fop vile hoɗun ahnësu ma aliwu, diryin g'uw̃ac Ahwëhn a Yesu, asamehnatënduna W̃ënu ŋa Rëm ỹa gë fere Yesu.
COL.3.18	Vësëval, maw̃ëhnëryinëhni vësan hun, had gante tëfëka ka hn'iɓëmënkël hun gë Ahwëhn hna.
COL.3.19	Vësan, ŋahnëryinëhni vësëval hun do antë ayapënanëhnuni.
COL.3.20	Vutah, maw̃ëhnëryinëhni hnë fop warëmun gë wahnëmun, wëli ile hnëŋëɗëha Ahwëhn a.
COL.3.21	Warëm, antë alavëndanuni vutah hun, g'antë tesani.
COL.3.22	Vëramp, maw̃ëhnëryinëhni hnë fop vële hwëhnëku va nkal li. Ɗokuŋëhnëryindënëhni, hara gena had vële yëkëlehnëɗ vahnë va nëŋëhni gë vëhni ma kaɓi njëkaɗerun, ɓare ɗokuŋëhnëryindënëhni gë vintaw̃ary vipacah kaɓi ntënënërunëha Ahwëhn a. 
COL.3.23	Gante-wo nke ɗoku hun ka, diryin g'intaw̃ary përën, had soŋe Ahwëhn a, hara gena soŋe vahnë, 
COL.3.24	ayëtatu nuỹaɗun Ahwëhn hna, had cos, intëw̃ nte kwëtëhnëkëhni ɓulunda W̃ën. Ale hwëhnëkëfu ỹa, 
COL.3.25	Ale rufëhnak catëna ỹa, acosahnëɗ soŋe rumpak lëw̃u w̃a, W̃ënu ŋa dëbëndëlehnëɗilihna vahnë va.
COL.4.1	W̃uhnë, vëhwëhn vëramp, pëlaryinëhni vëramp hun va gante catëk ka do gante caŋëk ka. Ɗënkwëtaryin w̃uhnë fëna kwëhnarunëha ale hwëhnëku ambin hna.
COL.4.3	Ndampo fo, ƴëfaryin fëna soŋe fu gante piɗëtëhnahnëɗëhëfu W̃ënu ŋa rënka ỹa ɗanko fëƴahnëfu viỹë vile sow̃ik vëva 
COL.4.4	Ƴëfaryin fëƴahnu wapacëk had gante tëfëka hnësu ka. 
COL.4.5	Ƴasëryin gë yasery cape gë vële wok vëhwëtahnëlahna Këris; ɓalëtahnëryin mpëd nte njëɗaku W̃ënu ŋa. 
COL.4.6	Araɓi wanës hun ŋa ntapëhnaỹi kwëlëkwël g'ufërën, nëŋ had w̃aŋiry liyik, do aholu idëkwa ale-wo-le gante tëfëka ka.
COL.4.7	Tisik, aỹënta fu ale ỹahnik, aryokuŋëhn do aramp Ahwëhn a ale hahnëndak, njëtëndanëɗëhu fop soŋe mën a. 
COL.4.8	Soŋe umë faƴëryiɗëfuha pëƴawu bi hak nkoɓun do mbosëvosehnu. 
COL.4.9	Onesim, aỹënta fu ahahnëndak do aỹahnik fu, lapëhnaryiɗëha; avë ỹal hun ye. Anjëtëndaỹehnëɗënihu fop wante ryëcëtaɗ ani ŋa.
COL.4.10	Arisëtarëk, ale sëɗëlahniɓun ỹa, nkaỹëryiɗëhu, tac gë Marëk, alintëra Barënabas. Tëkërun ahnuỹawu wayab soŋe Marëk: ge njirik ỹal hun hna, kacaryina g'afërën. 
COL.4.11	Yesu, ale w̃acëɗe Yusëtis, nkaỹëryiku fëna. Fagant vële ryokuŋëɗ g'ami va soŋe 
COL.4.12	Epafëras avë ỹalënta hun ỹa nkaỹëryiku; aỹi ayohal Yesu 
COL.4.13	Ambësaɗëfuha uŋi ceɗeya, ɗokuŋëhnëɗëhu ɗus, soŋe vële hwëtahnëk vëvë Lawodise do soŋe vëvë Iyerapolis. 
COL.4.14	Lik, lawo fu ayen, do gë Demas nkaỹënihu. 
COL.4.15	Gaỹëryinëhni vëỹënta fu vëvë Lawodise va do gë Nimëfa do ɓulunda ile varëpëlëɗ cery ntëw̃u hna soŋe iƴëfa.
COL.4.16	Ge karaŋërun aŋi kayëte, diryin fere karaŋi fëna hnë cery sali mbë Lawodise. Karaŋëgëryin, ỹal hun hna, kayëte nte herëhnëɓuhëhni vëvë Lawodise va.
COL.4.17	Pëƴaryina Arësip kwët hakili hnë ɗoku ile nuỹak hnë Ahwëhn hna, ɗanko padënahn g'afërën.
COL.4.18	Ami, Pol, kerëhnëɗëmu gë vák mën iỹi simpaỹi: Ɗënkwëtaryin vankënca mën va. Araɓi W̃ënu ŋa ndëwaw̃u.
1TH.1.1	Ami Pol gë Silas do gë Timote herëhnëryiɗëhu, w̃uhnë vëvë cery sali vë Tesalonik le kwëhnëk W̃ën Rëm ỹa do gë Ahwëhn a Yesu 
1TH.1.2	Kwëlëkwël camehnëɗëfunëha W̃ënu ŋa soŋe hun fop ỹa do njëfanëɗerun nte-wo-nte njëfaɗëfun ŋa. 
1TH.1.3	Ndënkwëtaɗëfun kwëlëkwël haryënkw W̃ënu Rëm fu hna vantiyehn vante w̃atik hn'ikwëtahn hna, waɗoku wante w̃atik hn'iŋahn hna do gë iɗuñëna nte w̃atik hn'itamahn hun paɓ g'Ahwëhn fu Yesu 
1TH.1.4	Vëỹënta mën, vële ŋahnëk W̃ën, njëtinëk W̃ënu ŋa rëhnaku 
1TH.1.5	kaɓi 
1TH.1.6	W̃uhnë vërëfëtalahn fu yerun do gë vërëfëtalahn Ahwëhn a yerun; nuỹarun wanës ŋa hnë wati horot hna, gë uhnatah ule w̃atik hn'Iƴir Ipacah hna. 
1TH.1.7	Koyëna nkerun vële tëfëtalahnëɗëni vahnë vële hwëtahnëka Këris va Masedëwan hna gë Akayi hna. 
1TH.1.8	Ỹal hun hna wanës Ahwëhn a campik gena Masedëwan hna gë Akayi hna fo, ɓare ikwëtahn hun W̃ënu ŋa njëtik gante-wo-gante. Awa, ɓalëlëfuhna hnësëfu watac. 
1TH.1.9	Vahnë va fop tëfëtaɗëni gante kacarunëhëfuno ka ante njiryiɓunëho ỹal hun hna do gante tavërunëho waravahn aryokuŋëhnënduna umë ale ye W̃ën paryi, 
1TH.1.10	do ahnapënduna Aju ale w̃atiɗ g'ambin ỹa. Ajë arac, umë ye, Yesu nte mbëhnëndanëk W̃ën hnë vësëm hna, do fehëtëkëfu hn'ikitiŋ W̃ën nte yejëk ŋi.
1TH.2.1	Vëỹënta mën, njëtërun, w̃uhnë dënk, ante njiryiɓunëho ỹal hun hna gelohna uhnëfak këm! 
1TH.2.2	Njëtërun, Filip hna korotehniɓunëho ten do njew̃ëɗeɓunëho rëkahnindëfu ỹal hun hna. Ɓare W̃ënu ŋa njaw̃ënëkëfuno wasakahn w̃a soŋe ahnësëhnahniwu 
1TH.2.3	W̃ac ule w̃acëɓunëhëhni vahnë va matina hn'idënt, ma hnë vinahan vide wok pacëna, do ƴëkëlehnëɗilëfuhna rokafuna ahnë! 
1TH.2.4	Hali! Gante ñaɗ W̃ën ka nësëɗëfun. W̃ënu ŋa catahnëka gë fuhnë, umë hwëtehnahnëkëfu fëƴahnëfu Wanës Wakasëk ŋa. Ƴëkëlehnëlëfuhna vahnë nëŋahnëhni gë fuhnë, W̃ënu ŋa nëŋa gë fuhnë ỹaɗëfun, umë ale fëcëtaɗ walaw̃ary fu w̃a. 
1TH.2.5	Njëtërun koɓëri dehnëlëfuhna wanës wapërën ahnëŋënahniw̃u, do iŋahn fu ŋa gelohna soŋe hnuỹahnëfu hnapul, W̃ënu ŋa seɗe ye. 
1TH.2.6	Ƴëkëlehnëlëfuhna icëkwary ahnë, icëkwary hun ma icëkwary vëỹëntaw̃. 
1TH.2.7	Kokëndëɓunëho arufiw̃u ucankaf fu ŋa, fuhnë vëfaƴik 
1TH.2.8	Soŋe iŋahn nte hwëhnaɓun ỹal hun hna, kahnëndaɓunëho, gena ayëɗayiwu Wanës Wakasëk W̃ënu ŋa fo, ayëɗayiwu fëna vintaw̃ary fu va. Ha, iŋahn dëw̃ fu soŋe hun ŋa nkwënako ɗus!
1TH.2.9	Vëỹënta mën, ndënkwëtaɗun ɗoku ỹakah fu ỹa gë ambër fu ŋa. Ndokuŋëɗëfunëho g'umëɗ gë g'anent, soŋe antë yefu warib hun ga karaŋëɗerunëho Wanës Wakasëk W̃ënu ŋa. 
1TH.2.10	Nkeya catah do caŋah hwëhnaɓunëho hnë w̃uhnë vële hwëtahnëk hna. Ñoñ gena ile hoɗeɓun hnirayifu, waseɗe warac yerun do W̃ënu ŋa fëna seɗe ye. 
1TH.2.11	Njëtërun fëna, (ale-wo-le hnë w̃uhnë) ntiyirunëho ndampo fo gante nkeɗ rëm gë vutah vuntëw̃u ka. 
1TH.2.12	Kamënaỹehnirun do njaw̃ënaỹehnirun, tëƴirun gë fanka ayewu gante ñaɗ W̃ën ka umë ale w̃acëɗëhu hn'Inaw̃ dëw̃u do gë hnë 
1TH.2.13	Do fëna, soŋe rac samehnëɗëfunëha W̃ënu ŋa kwëlëkwël soŋe iyin: ante karaŋiɗerunëho wanës W̃ënu ŋa, nëpaɗunëho do had wanës W̃ën mawërunëho; mawëlunohna had wanës vahnë. Ha, paryi nke W̃ën hna matik do ndokuŋëɗ hnë w̃uhnë, vële hwëtahnëk vi. 
1TH.2.14	Ha, vëỹënta mën, tëfëtalahnërunëhëhni vëvë vacery sali Yuɗe va, vële kwëhnëk W̃ën hwëtahnëka Yesu Këris va. Vahnë vëvë nkal hun va korotehnënihu, had gante korotehnënihëhni 
1TH.2.15	Wasëwif w̃i ryaw̃ëka Ahwëhn a Yesu gë 
1TH.2.16	kaɓi memaỹehnëɗënihëfu antë hnësëhnëfuni vële wok vëyena wasëwif va wante fehëtëɗëhëhni ŋa. Koyëna padënëŋa padënëɗëni wameh wante ntiɗëniho koɓëri ŋa. Ɓare ntavah W̃ënu ŋa tëk njohahnëhni.
1TH.2.17	Vëỹënta mën, ge fuhnë ye, tëfëkawo aravëtayiwu fampëd; paryi nke goyilënëhna nulënden, ɓare wasakahn fu hna tavëlilënëhna! Përëkëfu ɗus gë w̃uhnë do ntiɓun fop soŋe avok ahnuhahniwu. 
1TH.2.18	Awa pëhnaɓunëho yiryifu ayëkijiwu, do ami dënk Pol, pëhnaɓuho wahwënta wayaɓah, ɓare 
1TH.2.19	Ye ye itamahn fu ŋa, uhnatah fu w̃a, dahëse imëk idëw̃ fu ŋa ge gena w̃uhnë? Do soŋe hun ỹa cëkwaɗëfun haryënkw Ahwëhn fu Yesu ge mbokajëk. 
1TH.2.20	Ha, w̃uhnë ye 
1TH.3.1	Soŋe rac ye, kaɓi cilëtaɓunëho napi ŋa, umë caŋahnëkëfu wofu fuhnë fo Aten hna, 
1TH.3.2	do cañëtëryiɓunëha Timote, aỹënta fu ỹa do ye aryokuŋënta W̃ën hn'ikaraŋ vahnë 
1TH.3.3	soŋe antë ahnë cilëta horot ile liɗerun ỹa. Njëtërun w̃uhnë dënk, iỹi sifa horot tëfëka nkefu. 
1TH.3.4	Ante nkeɓunëho ỹal hun ŋa pëƴayirunëho nuỹaɗen wahorot wasankaf, do umë yehu, njëtërun ɗus. 
1TH.3.5	Soŋe rac faƴëryiɓuha Timote, kaɓi cilëtaɓuho nap iŋa, njiryi pëcëtaj soŋe ikwëtahn hun ŋa. Ntakëkow̃o Sintani njëkëhnahnu do ɗoku sankaf fu ỹa fop nke nafa këm.
1TH.3.6	Tame Timote mbokajëk, tëfëtanëkëfu 
1TH.3.7	Soŋe rac ye, vëỹënta fu, hnë uryëñah fu hna fop gë horot fu w̃a, ikwëtahn hun ŋa kamënaỹehnëkëfu. 
1TH.3.8	Tame tisëkëfu kaɓi nkorun ahambënawu Ahwëhn hna. 
1TH.3.9	Hak ga tëfëkëfu samehnëfuna W̃ënu ŋa, soŋe uhnatah sankaf ule yëɗaɗunëhëfu haryënkw lëw̃u ỹi? 
1TH.3.10	G'umëɗ gë g'anent njëfaɗëfunëha gë iɗëñan soŋe maw̃ëryanëfu mbok nulin do fadënëfu ile wojëk hn'ikwëtahn hun hna.
1TH.3.11	Araɓi W̃ënu ŋa umë dënk, Rëm fu ỹa, gë Ahwëhn fu Yesu piɗëtëhnënihëfu nkaw̃ ŋa paɓ gë ỹal hun! 
1TH.3.12	Araɓi Ahwëhn a nkwënëndu iŋahnël hun ŋa hafo kob do g'iŋahn vahnë fop ŋa, gante nke iŋahn nte hwëhnaɓun soŋe hun ŋa. 
1TH.3.13	Araɓi njaw̃ën koyëna wasakahn hun w̃a hnë icat nte wok kwëhnana ile hniraɗerun haryënkw W̃ën Rëm fu ỹa, hnë fac le mbokahniɗ Ahwëhn fu ỹa Yesu gë fop vëlëw̃u va!
1TH.4.1	Awa koyëna, vëỹënta fu, ñëŋarun hnë fuhnë ankeya nte rëfëka ahwëhnawu nëŋahna W̃ënu ŋa gë w̃uhnë. Do tac dënk hwëhnarun. Ɓare tëƴëɗerun do nkabëɗerun, g'uw̃ac Ahwëhn a Yesu, ƴiryin haryënkw fo! 
1TH.4.2	Kaɓi njëtërun siyab ule yabirun Ahwëhn Yesu hna matik.
1TH.4.3	Ile ñaɗ W̃ën ỹa, rac ye: ayehahnu vëfacah do ahehawu fop ndakëntal meh ŋa. 
1TH.4.4	Ale-wo-le hnë w̃uhnë njët mënkw mbahn dëw̃u ŋa hn'ufacah, do hn'untënah.
1TH.4.5	Ant'aw̃aw̃u iña meh ŋa mëku, had vële wok vëyëtëlahna W̃ën vi. 
1TH.4.6	Hnë waŋi, ahnë tëfëlahna nti ile w̃enëɗëha aỹëntaw̃u ale hwëtahnëka W̃ën, ma tokahna. Tëkëɓun ahnësëhniwu do pëƴayirun g'afërën: Ahwëhn a korotehnëɗëhëhni vële liɗ rac va. 
1TH.4.7	W̃ënu ŋa macëlëfuhna soŋe ndëkarënden g'ale-wo-ale, ɓare soŋe nkeyin vëfacah macëkëfu. 
1TH.4.8	Soŋe rac ye, ale w̃ëỹëk iŋi gab ŋa, gena ahnë ŋwëỹëhnëk, W̃ënu ŋa ŋwëỹëhnëk, umë ale yëɗaɗëhu Iƴir Ipacah ŋa.
1TH.4.9	Soŋe iŋahnël ŋa vëỹënta mën, ɓalëluhna aherëhniwu, kaɓi W̃ënu ŋa ñaŋëndëku gante ŋahnëlëɗun ka. 
1TH.4.10	Ha, iŋahn tac ye nte rufahnëɗun hnë vëvë Masedëwan va fop, vële hwëtahnëka W̃ën. Ɓare vëỹënta fu, kamënaỹehnëɗerun aliwu ntëbi koyëna. 
1TH.4.11	Ƴëkëlehnëryindën ayewu ƴam, paɓëryin wadëw̃un fo do arokëndu ŋacëŋac hun ŋa fo, had gante ntehnirunëho ka. 
1TH.4.12	Koyëna vële wok vëhwëtahnëlahna W̃ën va ntënënëɗëni nkeya hun ŋa, do kat antë aramahnuni vëỹënta hun.
1TH.4.13	Vëỹënta fu, ñaɗëfun ayëtu toña ỹa soŋe vële sëmëk va, soŋe antë ahwëhnawu yiw̃ëhnah gë vëỹëntaw̃ ki vële wok vëramahnëna vi. 
1TH.4.14	Age kwëtahnëɓun Yesu cëmëko do mbëhn, kwëtahnëɓun fëna W̃ënu ŋa mbarëɗëhëhni gë Yesu fop vële hwëtahnëɗëha do cëmatëni va. 
1TH.4.15	Wëlin wante fëƴaɗerun ye wanës wante karaŋëkëhniwo Ahwëhn ŋa vahnë va: vële yeyinëk vi woɗ vësëmëna mbokahnind Ahwëhn a, vëryënkwëhnëɗilëhnihna vële sëmëk va. 
1TH.4.16	Fac rac, cëliɗ Ahwëhn a umë ndënkw g'ambin, gë kopa le w̃acëɗ, gë kopa asankaf wamëleka, do gë kopa lënkw W̃ën ỹa. Vële sëmëk g'ikwëtahn 
1TH.4.17	Tac fuhnë vële woyinëk cëmilënëhna wati rac va, nufëɗenëhëfu gë vëhni hnë vëŋar njiyin pankëlin g'Ahwëhn a g'ambin, do koyëna g'Ahwëhn a nkeɗen kwëlëkwël. 
1TH.4.18	Awa ale-wo-le kamënaỹehna aỹëntaw̃u ỹa gë waŋi wanës.
1TH.5.1	Vëỹënta fu, soŋe ƴamani ỹa gë wati ỹa, ɓalëluhna aherëhniwu. 
1TH.5.2	Njëtërun wapacëk w̃uhnë dënk fac Ahwëhn a tëkiɗ had gante tëkiɗ ale ỹa g'umëɗ. 
1TH.5.3	Ge vahnë va ntehnëɗëni: «Fop ƴam fo ye, ntakah gena!» Awa hnë wati rac ile vëvehnëɗëhëhni ỹa naŋëtëɗëhëhni had lav ɗonk hnag asëval, do la aryampo koɗina peh. 
1TH.5.4	Ɓare w̃uhnë, vëỹënta mën, geluhna hn'umëhwëry hna, do iỹi fac koɗina naŋëtu had ale. 
1TH.5.5	W̃uhnë fop vutah humpen yerun, vutah fac. Gena umëɗ hwëhnëkëfu, ma umëhwëry. 
1TH.5.6	Awa antë ndakin wakwëɗ had gë vëỹëntaw̃ ki, ɓare ŋesënëfu do kwëtin hakili. 
1TH.5.7	Vële ryakëɗ wakwëɗ va, g'umëɗ ga ndakëɗëni do vële ryëw̃ëɗ va, g'umëɗ ga ndëw̃ëɗëni. 
1TH.5.8	Ɓare fuhnë, vëvë g'anent vi, kwëtënëfu hakili: cuɗanëfu g'ikwëtahn ŋa do g'iŋahn ŋa had gë viỹi viw̃ëta, do g'apënkw mëta nte ye itamahn ipeh iŋa.
1TH.5.9	W̃ënu ŋa tëhnalëfuhna nuỹayin ntavah ntëw̃u ŋa, ɓare nuỹayin ipeh iŋa gë Ahwëhn fu ỹa Yesu 
1TH.5.10	Soŋe fu ỹa cëmëk Këris nkehahnin gë umë, sëminëk cëmilënëhna. 
1TH.5.11	Awa, kamënaỹehnëlëryindën do ƴaw̃ënëlëryin hn'ikwëtahn hna, had gante rëkërun alindu ki dënk.
1TH.5.12	Vëỹënta fu, tëƴëɗerun waŋi: dënënëryinëhni vële ryokuŋëɗ, vële vëraɗ ɗus soŋe hun, vële yëkaɗëhu do yabëɗëhu hn'iɓëmënkël hun g'Ahwëhn. 
1TH.5.13	Dënënëryinëhni ɗus do aỹanduni ɗus soŋe ɗoku le ntiɗëni ỹa. Geryin ƴam yëbëlan hun.
1TH.5.14	Vëỹënta fu, mbokëɗerun aw̃untayiwu iỹin: niraryindënëhni vële hëmak va. Kamënaỹehnëryindënëhni vële yamëk va, ɗemaryindënëhni vële nkok ƴaɓëna fanka hn'ikwëtahn va, ɗuñënanëhnëryindënëhni vahnë va fop. 
1TH.5.15	Kwëtëryin hakili, antë ahnë nkwëcaga ale lika uw̃eh! Ƴëkëlehnëryindën kwëlëkwël alindu fërën, yëbëlan hun do gë vahnë va fop.
1TH.5.16	Geryin kwëlëkwël hn'uhnatah hna. 
1TH.5.17	Ƴëfaryindëna W̃ënu ŋa kwëlëkwël. 
1TH.5.18	Camehnëryindëna fale-wo-fale fa. Rac ye le napëɗ hnë w̃uhnë vële vëmënkëlëk hnë Yesu 
1TH.5.19	Ant'aw̃emaỹehnuna Iƴir Ipacah ɗoku lëw̃u hna; 
1TH.5.20	ant'ayafu wanës wakila ŋa. 
1TH.5.21	Pëcëtaryin fop watac do kwëtaryin ile fërënak ỹa; 
