MAT.1.1	Raa inɗe maamiraaɓe Yeesu *Almasiifu, ɓii *Ibraahim ɓii *Dawda :
EPH.6.13	Gam ma'ajum, kooƴee konruɗumji Allah fuu, gam to nyalaande hallunde warii mbaawon dartanaago dabareeji Ceyɗaan. Ɓaawo on njottini koo ɗume, ɗum tawa on ndari.
EPH.6.14	To noon, ummee ndaree. Taadee goonga kama taadorde, ɓornee aadilaaku kama toggoore njamndi nde konu. 
EPH.6.15	Siri wa'ajingo *Habaru Belɗum ɗum jam laatanoo on paɗe. 
EPH.6.16	Wakkaci fuu njogee goonɗinki kama vavaade. E ma'aki nyifroton cenye ɗe yiite ɗe *Kalluɗo fiɗroyta on. 
EPH.6.17	Kuufnee kisndam kama huufneere njamndi nde konu. Kooƴee voliinde Allah kama kaafahi ki *Ruhu Ceniiɗo hokkata on. 
EPH.6.18	Wakkaci fuu mbaɗee do'aaje e torɗe noon no *Ruhu Ceniiɗo hollirta on. Kakkilee to' on com waɗango yimɓe Allah fuu do'aare dum. 
EPH.6.19	Miin boo, mbaɗanee yam do'aare gam Allah hokka yam ka mbi'eymi, mi anndina yimɓe sirri *Habaru Belɗum naa e kulol. 
EPH.6.20	Koo nde laatii jo'oni emi nder kaso, e noon fuu mi wakiliijo Habaru Belɗum ɗuum. Mbaɗee do'aare gam mi waɗa ga wa'ajingo Habaru ɗuum noon no haani, naa e kulol.
EPH.6.21	Tikikus banndii en giɗaaɗo, kuwoowo koolaaɗo nder kuugal Jawmiraawo, no yeccoto on njamu am e ko kuweymi fuu. 
EPH.6.22	Mi liloyey mo to mooɗon, gam o yeccoo on no koo moye amin wontiri, o semmbiɗina ɓerɗe mooɗon boo.
EPH.6.23	Banndiraaɓe, Allah *Baabiraawo meeɗen e Jawmiraawo meeɗen Yeesu *Almasiifu kokka on jo'onde jam e yiɗde e goonɗinki. 
EPH.6.24	Allah barkiɗina koo moye giɗɗo Jawmiraawo meeɗen Yeesu Almasiifu e yiɗde nde re'ataa.
PHP.1.1	Miin Bulus e Timote maccuɓe Yeesu *Almasiifu emin kinna on, onon seniiɓe wonɓe si'ire Filipi hawtuɓe e Yeesu Almasiifu, e darvanooɓe *ikiliisiya e vallooɓe wonɓe nder mooɗon. 
PHP.1.2	Allah *Baaba meeɗen e Jawmiraawo meeɗen Yeesu Almasiifu kokku on barkaa e jam.
PHP.1.3	Nde kiimtiimi on fuu, emi yetta Allah am gam mooɗon. 
PHP.1.4	Nde torotoomi Allah gam mooɗon fuu, ɓernde am e nana belɗum dum, 
PHP.1.5	gam on mballii yam wa'ajingo *Habaru Belɗum ila fuɗɗam faa wargo hannde. 
PHP.1.6	Mi tabbitinii Allah puɗɗuɗo kuugal booɗngal nder mooɗon, o yahey yeeso e huugo ngal, faa ngal heeva nyanndeere nde Yeesu *Almasiifu vittoyta. 
PHP.1.7	Ɗum booɗɗum mi nyumra on noon on fuu, gam mi waɗii on nder ɓernde am. On fuu on kawtii e am nder barkaa ka Allah hokki yam, koo nde kaɓɓaami nder kaso, koo nde noddaami gam heedango Habaru Belɗum e tabbitingo ɗum. 
PHP.1.8	Allah e saaydii mi yeewnii on, emi yiɗi on, on fuu, noon no Yeesu Almasiifu yiɗiri on.
PHP.1.9	Raa ko torantoomi on Allah : yiɗde mooɗon ɓesdoo yeeso-yeeso nder anndal e fahamu senndindirgo goonga e fewre, 
PHP.1.10	gam mbaawon anndugo ko vooɗi. Ndeen on laatoto ɓe ɓerɗe laaɓɗe, ɓe ngalaa feloore nyannde bittoyki Almasiifu, 
PHP.1.11	faa ɓerɗe mooɗon kebbinee ɓiɓɓe aadilaaku iɓɗum e Yeesu Almasiifu, gam Allah teddinee, maaltee.
PHP.1.12	Banndiraaɓe, emi yiɗi anndon torraa keɓka yam yaharii kuugal *Habaru Belɗum yeeso. 
PHP.1.13	Gam faa e reenooɓe laamorde e yimɓe horiiɓe fuu e anndi laaɓɗum gam *Almasiifu kaɓɓaami. 
PHP.1.14	Gam daliila kaɓɓeeki am, banndiraaɓe ɗuuɗɓe nder Jawmiraawo keɓii semmbee volvugo habaru Allah, naa e kulol.
PHP.1.15	Goonga, e woodi wa'ajotooɓe habaru Almasiifu gam nalwiiru e pooɗpooɗtiral, ammaa e woodi wa'ajotooɓe e nyumooji booɗɗi. 
PHP.1.16	Ɓeen wa'ajortooɓe e nyumooji booɗɗi e kuwa nder yiɗde, eɓe anndi Allah suɓii yam gam heedango Habaru Belɗum. 
PHP.1.17	Ammaa horiiɓe e nga'ajina habaru Almasiifu gam yillanaago ko'e mu''en manngu, nyumooji maɓɓe mbooɗaa. Kadimaa eɓe ngiɗi ɓesdugo torraa am nder kaɓɓorgol. 
PHP.1.18	Koo to ɓe nga'ajinii e nyumooji kalluɗi, koo e nyumooji booɗɗi, ɗum waannataa yam. Ammaa emi nana belɗum gam habaru Almasiifu wa'ajinaama.
PHP.1.18	Kadimaa mi ɓesdey nango belɗum, 
PHP.1.19	gam emi anndi sabu do'aaje mooɗon e ballal Ruhu Yeesu Almasiifu, re'erde torraa am no laatanto yam kisndam. 
PHP.1.20	Ko ngiɗmi e ko woni nder ɓernde am fuu woni, to' mi semtu nder kuugal Jawmiraawo koo seɗɗa. Emi yiɗi boo Almasiifu teddinee sabu ko heɓi yam, gada jo'oni faa abadaa, koo poofmi koo maaymi. 
PHP.1.21	Gam miin kam, Almasiifu woni yonki am, maayde am boo ɗum ɓesdaari. 
PHP.1.22	Kul emi foofa nder duuniyaaru, mi yahey yeeso e huugo ko nafata. Ammaa mi anndaa ko cuɓeymi. 
PHP.1.23	Hakkiilo am senndake nde ɗiɗi. Ko ɓurmi yiɗgo mi yaha mi jooɗodoo e Almasiifu, gam ɗum ɓuranii yam vooɗgo, 
PHP.1.24	ammaa foofaango am nder duuniyaaru ɓurii nafgo on. 
PHP.1.25	Gam ma'ajum emi anndi mi daroto nder duuniyaaru mi wonda e mooɗon on fuu, gam njahon yeeso e velveltugo nder goonɗinki mooɗon. 
PHP.1.26	Noon boo to mi wartii to mooɗon, on ɓesdey mantoraago kawtal mooɗon e Yeesu Almasiifu gam am.
PHP.1.27	Sey jo'onde mooɗon laatoo haandunde e Habaru Almasiifu Belɗum, gam koo ngarmi yi'igo on, koo mi waraay, mi nana vi'ee eɗon kawti e semmbee, on ngoodi hakkiilo wo'oto, eɗon kuuda e ɓernde wo'ore sabu goonɗinki mooɗon ivoyki e Habaru Belɗum. 
PHP.1.28	To' on kul wanywanyɓe mooɗon koo seɗɗa. Gam kanjum laatantoo ɓe alaama halkere, ammaa onon ɗum alaama kisndam mooɗon gada to Allah. 
PHP.1.29	Allah hokkaay on caahu muuɗum gam ngoonɗinon Almasiifu tan, ammaa faa e torreego gam ma'ako. 
PHP.1.30	On kawtii e am nder haɓre nde ngi'inooɗon mi haɓaama, nde nanɗon kadimaa emi haɓee faa jo'oni.
PHP.2.1	To kawtal mooɗon e *Almasiifu e semmbiɗina on, to yiɗde ma'ako e waaltina ɓerɗe mooɗon, to on kawtii nder *Ruhu Ceniiɗo, to on ngoodi yiɗde e yurmeende hakkunde mooɗon, 
PHP.2.2	to ɗum noon, ndeen kam kebbinee velvelo am, laatooɗon ɓe nyumo wo'oto e yiɗde wo'ore e ɓernde wo'ore e anniya ngo'ota. 
PHP.2.3	To' on mbaɗ koo ɗume nder yiɗde hoore koo mawnitaare, ammaa leestinee ko'e mooɗon, sey ndaaron woɓɓe kama ɓe ɓurii on. 
PHP.2.4	To' koo moye mooɗon yillo ko nafata hoore muuɗum tan, ammaa o yilloo ko nafata woɓɓe boo. 
PHP.2.5	Ngooree gikku Yeesu Almasiifu tawee nder mooɗon :
PHP.2.6	Kanko laatiiɗo Allah,
PHP.2.6	o raaraay fotgo e Allah
PHP.2.6	kama fii jogeteeɗum e semmbee,
PHP.2.7	ammaa o leestinii hoore ma'ako,
PHP.2.7	o jaɓii laataago maccuɗo,
PHP.2.7	o rimaama kama neɗɗo.
PHP.2.7	O vanngii kama neɗɗo,
PHP.2.8	o leestinii hoore ma'ako,
PHP.2.8	o ɗowtanii Allah faa o maayi,
PHP.2.8	maayde dow *gaafagal.
PHP.2.9	Gam ma'ajum Allah teddini mo korey,
PHP.2.9	o hokki mo innde ɓurnde inɗe fuu,
PHP.2.10	gam to innde Yeesu noddaama, koo moye no diccoto yeeso ma'ako,
PHP.2.10	ko woni toon dow e ko woni dow lesdi e ko woni lees lesdi fuu.
PHP.2.11	Kadimaa ɗemɗe fuu no mbi'ey
PHP.2.11	Yeesu Almasiifu woni Jawmiraawo,
PHP.2.11	gam Allah *Baabiraawo teddinee.
PHP.2.12	Gam ma'ajum higooɓe am ɓe ngiɗmi, noon no ɗowtorinooɗon wakkaci fuu, sey koo moye huura kisndam muuɗum e kulol Allah. Naa nde ngondumi e mooɗon tan, ammaa ɓuree jo'oni nde ngoɗɗiimi on. 
PHP.2.13	Gam Allah e huwa nder mooɗon, faa ngiɗon waɗgo ko veli mo.
PHP.2.14	Nder ko kuwoton fuu, to' on mboyto, to' on njokkir, 
PHP.2.15	gam laatooɗon seniiɓe ɓe ngalaa feloore, laatooɗon ɓiɓɓe Allah laaɓɓe, wonɓe nder jaamaniiru selndu bonndu. Laatee yaynotooɓe nder duuniyaaru kama jayngol koode, 
PHP.2.16	hollooɓe voliinde yonki kesum. Laatee daliila ko mantortoomi nyannde bittoyki *Almasiifu, gam mi tabbitina kuugal am e torra am laataaki mehere. 
PHP.2.17	Goonɗinki mooɗon laatake kama kokkal gam Allah. Koo nde laatii ƴiiƴam am rufaama dow sakkirde mooɗon, emi nana belɗum e daneewol ɓernde hawtaade e mooɗon. 
PHP.2.18	Noon boo nanee belɗum, mbelmbeltidee e am.
PHP.2.19	To Yeesu Jawmiraawo jaɓii, emi nyuma liloygo Timote to mooɗon yeeso seɗɗa, gam to mi nanii habaru mooɗon, ɗum semmbiɗiney ɓernde am. 
PHP.2.20	Gam mi walaa goɗɗo potɗo e ma'ako, mo hakkiilo muuɗum woni to mooɗon, sey kanko tan. 
PHP.2.21	Horiiɓe fuu ko'e mu''en tan nyumata, naa Yeesu *Almasiifu. 
PHP.2.22	Ammaa on anndi no Timote holliri no koolaaɗo. O huudii e am nder kuugal *Habaru Belɗum noon no ɓiɗɗo huudirta e baaba muuɗum. 
PHP.2.23	Kanko ngiɗmi liloygo to mooɗon jaawɗum nde anndumi ko laatantoo yam. 
PHP.2.24	Kadimaa mi goonɗini miin e hoore am mi warey to mooɗon yeeso seɗɗa.
PHP.2.25	Ammaa mi yi'ii e haani mi liloya Epaforoditus to mooɗon. Kanko woni banndam kuudoowo e am, o vallii yam haɓango Habaru Belɗum. On liloyii mo gam o valla yam, o huwana yam nder ciya am. 
PHP.2.26	O yeewnii on, on fuu. Kadimaa o waannake korey nde nanɗon habaru ciya njamu ma'ako. 
PHP.2.27	Goonga, o waɗii ciya njamu faa o ɓadii maaygo. Ammaa Allah nanii jurumɗum ma'ako, naa kanko tan, faa e miin Allah yurmake yam, gam to' mettuɗum ɗuuɗanam. 
PHP.2.28	Kanjum waɗi ɓurmi yiɗgo liloygo mo to mooɗon, gam nanon belɗum yi'igo mo, kadimaa miin e hoore am ɓernde am waalto. 
PHP.2.29	Gam ma'ajum njaɓɓoree mo nder innde Jawmiraawo, nanee belɗum ɗuuɗɗum. Teddinee yimɓe va'aɓe noon, 
PHP.2.30	gam o ɓadake maaygo sabu kuugal Almasiifu. O hokkii yonki ma'ako gam hebbitgo ko on mbaawaay vallugo yam huugo, gam en ngaldaa.
PHP.3.1	Ɓaawo ma'ajum, banndiraaɓe am, nanee belɗum nder kawtal mooɗon e Jawmiraawo. Ɓesdugo vinndango on ɗen ɗoon bolle naa ɗum fii caɗɗum e am, ɗum ɓuranii on boo, gam ɗum reeney ɓerɗe mooɗon.
PHP.3.2	Kakkilee e halluɓe laatiiɓe kama caafaali,
PHP.3.3	Gam enen ngoni *naadaaɓe goonga'en, enen huwanooɓe Allah gada e Ruhu ma'ako, mawninooɓe Yeesu *Almasiifu, ɓe koolaaki kuuɗe ɓalli mu''en. 
PHP.3.4	Koo nde laatii miin e hoore am emi waawi hoolaago kuuɗe ɓanndu am. To woɓɓe e tammii e mbaawi hoolaago kuuɗe ɓalli mu''en, miin mi ɓurii ɓe. 
PHP.3.5	Mi naadaama balɗe joveetati ɓaawo danyeeki, mi *Isiraa'iilankeejo ivoyɗo e lenyol Bennyamin, *Ibraninkeejo ɓii Ibraninkeejo. Dow e tokkugo *Tawreeta boo mi *Fariisaajo. 
PHP.3.6	Dow e ti'inaare mi torriino goonɗinɓe Yeesu. Dow e aadilaaku tokkugo Tawreeta mi walaa feloore. 
PHP.3.7	Ɗe'e ku'uje fuu mi nyumiino ɗum geetum, ammaa jo'oni ɗum fuu mi yi'ii ɗum mehere gam Almasiifu. 
PHP.3.8	Goonga, mi yi'ii ko mbaɗnoomi fuu ɗum mehere, gam ko ɓuri teddugo fuu woni anndugo Yeesu Almasiifu Jawmiraawo am. Gam ma'ako mi waɗii asaara koo ɗume fuu, ɗum laatanii yam mbuubri mehereeri, gam mi heɓa mi laatoo mo Almasiifu. 
PHP.3.9	Ko ngiɗmi woni mi tawee e ma'ako, naa gam aadilaaku am ivoyngu e tokkugo Tawreeta, ammaa gam aadilaaku ivoyngu to Allah, kanjum woni goonɗingo Almasiifu. 
PHP.3.10	Ko ngiɗmi woni anndugo Yeesu Almasiifu e baawɗe ummitineeki muuɗum, kadimaa mi heɓa geɗal torraa ma'ako, gam mi nannda e ma'ako nder maayde, 
PHP.3.11	gam no ɗum waɗi fuu, miin boo mi heɓa yottaago ummitineeki maayɓe.
PHP.3.12	Mi vi'aay mi heɓii ɗum jo'oni, mi laataaki keeɓɗo tawo. Ammaa emi waɗa ga nyaargo yeeso-yeeso, noon no yimɓe ndaɗootirta faa mi nannga keɓal jaalorgal, sabu Yeesu *Almasiifu nanngii yam gam daliila ma'ajum. 
PHP.3.13	Banndiraaɓe, miin e hoore am mi vi'aay mi aartii mi nanngii ɗum. Fii go'otum tan mbaɗeymi : emi yeggitana ko wutii, emi raara ko woni yeeso. 
PHP.3.14	Emi nyaara faa mi yottoo keerol daɗki, gam mi heɓa biya ka Allah noddiri en keɓen nder kawtal e Yeesu Almasiifu. 
PHP.3.15	Gam ma'ajum enen ɓennduɓe nder tokkugo Yeesu, sey nyumen kama noon. Kadimaa to goɗɗo e woodi nyumo feere, Allah no vannginaney mo ɗum. 
PHP.3.16	Ammaa sey ti'inooɗen tokkugo laawol goongawol.
PHP.3.17	Banndiraaɓe, kawtee e ɓeen tokkuɓe misaalu jo'onde am, ndaaree jooɗoriiɓe kama noon. 
PHP.3.18	Gam jo'onde ɗuuɗɓe e holla ɓe laatake wanywanyɓe habaru maayde Almasiifu dow *gaafagal. Mi vi'ii on ɗum nde ɗuuɗɗum, kadimaa emi ɓesda vi'igo on ɗum jo'oni, faa e bojji. 
PHP.3.19	Timmoode maɓɓe ɗum halkere, deedi maɓɓe laatii allah maɓɓe, ciya cemtuɗum ɓe mantorto, eɓe ndaara ko woni nder duuniyaaru tan. 
PHP.3.20	Ammaa enen ngoni ɓiɓɓe laamu dow. Jo'oni boo en ndeenti bittoyki Kisnoowo en ivoyeyɗo gada dow, Jawmiraawo meeɗen Yeesu Almasiifu. 
PHP.3.21	Kanko waylitata ɓalli meeɗen leestuɗi, o laatina ɗi tedduɗi kama ndu ma'ako, gada e baawɗe ma'ako ɗe o laamorantoo koo ɗume fuu.
PHP.4.1	Gam ma'ajum banndiraaɓe am ɓe ngiɗmi, ɓe ngeewnumi korey, onon ngoni velvelo am e teddungal am. Onon higooɓe am ɓe ngiɗmi, ndaree e semmbee nder Jawmiraawo.
PHP.4.2	Emi toroo Ewoodiya e Sintike ɓerɗe maɓɓe laatoo wo'ore nder Jawmiraawo. 
PHP.4.3	Aan kuudoowo e am goongaajo, emi toro maa mballitoɗaa rewɓe ɓeen haɓduɓe e am nder kuugal *Habaru Belɗum, e Keleman e huudooɓe e am horiiɓe, ɓe inɗe mu''en mbinndaa nder deftere yonki.
PHP.4.4	Wakkaci fuu nanee belɗum gam kawtal mooɗon e Jawmiraawo. Emi ɓesda vi'igo on ɗum kadimaa, nanee belɗum ! 
PHP.4.5	Ngooree booɗal gikku mooɗon yi'oo yeeso yimɓe fuu. Bittoyki Jawmiraawo ɓadake. 
PHP.4.6	To' on ngaanno dow koo ɗume, ammaa nder koo ɗume toree Allah, ngeccooɗon mo tornde mooɗon e yettoore. 
PHP.4.7	Ndeen Allah kokkoowo jam ɓurɗum fahamu neɗɗo fuu no reeney ɓerɗe mooɗon e nyumooji mooɗon gada e Yeesu *Almasiifu.
PHP.4.8	Banndiraaɓe, raa ko kornumi vi'igo on : mbaɗee nyumooji mooɗon dow ko woni goonga, e ko foti teddineego, e aadilaaku, e ko laaɓi, e ko heƴi yiɗeego, e ko woni belɗum. Nyumee dow ko ɓuri vooɗgo e ko foti mawnineego. 
PHP.4.9	Ko ekkitinmi on, ko njaɓɗon, ko nanɗon e ko ngiiɗon e am fuu, kuwee ɗum. Allah kokkoowo jam boo no wondey e mooɗon.
PHP.4.10	Emi nana belɗum nder Jawmiraawo korey, gam jo'oni on ɓesdii waanneego dow am. Goonga, koo ndeenno on nyumeynoo yam, ammaa on keɓaay daama vallugo yam. 
PHP.4.11	Mi yeccake on ɗum, naa gam emi yiɗi goɗɗum to mooɗon, gam mi ekkitake jooɗaago e ɓernde waaltiinde nder ko tawi yam fuu. 
PHP.4.12	Emi anndi jooɗaago nder cooyndam e risku. Koo ndeye e koo toye fuu, mi ekkitake haargo e dolgo, e wongo nder ɗuuɗɗum e wongo nder ciya. 
PHP.4.13	Emi waawi jaɓɓaago ko tawi yam fuu, sabu *Almasiifu cemmbiɗinoowo yam. 
PHP.4.14	Ammaa on mbaɗii booɗɗum nde mballuɗon yam nder torraa am.
PHP.4.15	Onon Filipi'en eɗon anndi ila wakkaci nde ɗalmi lesdi Makedooniya, nde *Habaru Belɗum fuɗɗi sankitaago, walaa *ikiliisiya hawti e am nder hokkugo e jaɓgo, sey onon tan. 
PHP.4.16	Nde ngonnoomi si'ire Tesaloonika, on lildoyii yam valliiru nder bukaata am naa nde wo'ore, naa nde ɗiɗi. 
PHP.4.17	Wanaa kokkal mooɗon ndaareymi, ammaa emi raara riiba goonɗinki mooɗon ɓesdoo faa ɗuuɗa. 
PHP.4.18	Ko lildoyɗon yam e junngo Epaforoditus ɗuum heƴi, ɗum biyake bukaata am, faa ɗum ɓurii. Kokkal mooɗon ngaal nanndii e uureengol sakkirde belngol, ngol Allah nani belɗum muuɗum jaɓi. 
PHP.4.19	Allah am nder ɗuuɗal risku muuɗum no hebbiney bukaataaji mooɗon fuu, sabu kawtal mooɗon e Yeesu *Almasiifu. 
PHP.4.20	Teddungal laatanoo Allah *Baabiraawo meeɗen faa abadaa ! Aamiin.
PHP.4.21	Kinnanee yam seniiɓe hawtuɓe e Yeesu *Almasiifu fuu. Banndiraaɓe wonduɓe e am boo e kinna on. 
PHP.4.22	Seniiɓe wonɓe ɗo'o fuu e kinna on, ɓurna muuɗum huwooɓe nder wuro laamiiɗo *Roomankoo'en.
PHP.4.23	Barkaa Yeesu Almasiifu Jawmiraawo wondu e mooɗon on fuu !
COL.1.1	Miin Bulus mo Allah suɓi laatoo *lilaaɗo Yeesu *Almasiifu, hawtaade e banndi en Timote mbinndi ngo'ol ɗereewol.
COL.1.2	Emin kinna on, onon yimɓe Allah wonɓe si'ire Koloosi, banndiraaɓe amin hoolaaɓe sabu kawtal mu''en e Almasiifu.
COL.1.2	Allah *Baabiraawo meeɗen hokka on barkaa e jam.
COL.1.3	Koo ndeye nde min mbaɗata do'aare gam mooɗon, emin njetta Allah Baaba Jawmiraawo meeɗen Yeesu *Almasiifu. 
COL.1.4	Min nanii no ngoonɗinirɗon Yeesu Almasiifu e no ngiɗruɗon yimɓe Allah fuu. 
COL.1.5	On kollii nde gam tammunde nde ngoonɗon dow ko Allah resani on toon dow. Tammunde mooɗon ndeen ivii e nanki ki nanɗon voliinde goonga, waato *Habaru Belɗum. 
COL.1.6	Habaru Belɗum ɗuum e sankitoo koo toye nder duuniyaaru e ɗum rima. Noon ɗum waɗi nder mooɗon onon boo, nyannde nde aartuɗon nango haala yiɗde Allah, pahamuɗon no nde va'i e goonga. 
COL.1.7	Epafaras kuudiɗɗaawo amin giɗaaɗo, kam waddani on habaru yiɗde Allah ndeen. O kuwanoowo Almasiifu koolaaɗo nder mooɗon. 
COL.1.8	Kanko yeccii min habaru yiɗde mooɗon nde *Ruhu Ceniiɗo hokki on.
COL.1.9	Gam ma'ajum minon boo, gada nyannde nde min nani habaru ɗuum, min ngooraay waɗango on do'aare. Emin toroo Allah hebbina on anndal e fahamu ɗum Ruhu ma'ako hokkata, faa anndon ko woni nyumo ma'ako. 
COL.1.10	Noon mbaawroton waɗgo foofaango haandanngo goonɗinɓe Jawmiraawo, laatooɗon velooɓe mo nder koo ɗume. Foofaango mooɗon holla koo iri ɗeye kuuɗe booɗɗe. Noon ɓesdirton anndugo Allah. 
COL.1.11	Emin toroo mo boo o semmbiɗina on e semmbee ma'ako e baawɗe ma'ako mawɗe, gam mbaawon munyango koo ɗume ko tawi on. 
COL.1.12	Ngettee *Baabiraawo e velvelo, gam o waɗii on fotɓe heɓgo geɗal barkaaji gonɗi nder laamu jayngol, desanaaɗi senaaɓe ma'ako. 
COL.1.13	O vurtinii en nder baawɗe niɓre, o nattinii en nder laamu *Ɓiyiiko giɗaaɗo. 
COL.1.14	Ɓiɗɗo oon soottii en, ya'afanii en hakkeeji meeɗen.
COL.1.15	*Almasiifu woni nanndi Allah mo yi'ataake.
COL.1.15	Kanko woni afo, ɓurɗo koo ɗume ko tagaa.
COL.1.16	E ma'ako Allah tagiri koo ɗume,
COL.1.16	ko woni dow e lees,
COL.1.16	ko yi'etee e ko yi'ataake,
COL.1.16	malaa'ika'en e koo ɗume ko jogii laamu e baawɗe.
COL.1.16	Gada e ma'ako ɗum fuu ɗum tagiraa,
COL.1.16	gam ma'ako boo ɗum tagaa.
COL.1.17	Emo woodi ila walaa ko tagaa.
COL.1.17	Gada e ma'ako koo ɗume fuu jogootiri.
COL.1.18	Kanko woni hoore *ikiliisiya,
COL.1.18	laatiika ɓanndu ma'ako.
COL.1.18	Kanko hokkata ɓanndu nduun yonki,
COL.1.18	kanko woni arano e ummitaago nder maayɓe,
COL.1.18	gam faa o laatoo arano dow koo ɗume fuu.
COL.1.19	Gam Allah suɓii jo''ina gikku e baawɗe muuɗum fuu
COL.1.19	nder *Ɓiɗɗo muuɗum.
COL.1.20	Gada e ma'ako Allah narrini hoore muuɗum e koo ɗume ko woni dow e lees.
COL.1.20	Gada e ƴiiƴam Ɓiɗɗo oon ndufaaɗam dow *gaafagal,
COL.1.20	o waddiri jam hakkunde ma'ako e ɓiɓɓe-aadama.
COL.1.21	Ndeenno Allah suɓaay on, on nganyii mo nder nyumooji mooɗon e kuuɗe mooɗon kalluɗe. 
COL.1.22	Ammaa jo'oni Almasiifu laatiiɗo neɗɗo maayi. Gada e maayde Almasiifu oon, Allah narriniri on e hoore muuɗum. O waɗii ɗum gam o darna on yeeso ma'ako on seniiɓe, ɓe ngalaa layfi e feloore. 
COL.1.23	On laatoto noon to nii on njahii yeeso nder goonɗinki mooɗon, on cemmbiɗii, on ndarake booɗɗum, on ngoɗɗaaki tammunde nde mbaɗɗon wakkaci ɗum nanɗon *Habaru Belɗum. Ko woni nder duuniyaaru fuu wa'ajinaama habaru ɗuum. Miin Bulus, mi maccuɗo ma'ajum.
COL.1.24	Jo'oni emi nana belɗum torraaji ɗi njareymi gam mooɗon. Gam torraa am kaan e hebbita ko ŋakki nder torraaji *Almasiifu, sabu ɗum nafa ɓanndu ma'ako, waato *ikiliisiya. 
COL.1.25	Allah suɓii yam mi laatoo kuwaneyɗo ikiliisiya kaan. O hokkii yam kuugal ngaal gam mooɗon, faa mi wa'ajina haala ma'ako fuu. 
COL.1.26	Haala kaan woni sirri ɗum o suuɗnoo yimɓe ila jaamanuuji ɗuuɗɗi, ammaa jo'oni o vannginanii ɗum senaaɓe ma'ako. 
COL.1.27	Allah anniyake anndingo suɓaaɓe muuɗum risku manngu ngu darajja ngonngu nder sirri ɗum o siryanii *yimɓe ɓe laataaki Yahuudu'en. Kanjum woni : Almasiifu e ɗoon nder mooɗon. Kanko hokkata on tammunde heɓgo geɗal nder teddungal Allah. 
COL.1.28	Habaru Almasiifu oon min nga'ajinta, emin mbaggina yimɓe, emin ekkitinira ɓe e anndal ngal Allah hokki min fuu, gam faa min ndarna koo moye maɓɓe yeeso Allah, tawee o keeɓɗo nder kawtal ma'ako e Almasiifu. 
COL.1.29	Kanjum waɗi emi huwa, emi durvira e baawɗe Yeesu Almasiifu kuwooje e semmbee nder am.
COL.2.1	Emi yiɗi anndon haɓre mawnde nde kaɓeymi gam mooɗon, onon e yimɓe si'ire Lawdikiya, faa e yimɓe fuu ɓe meeɗaay yi'igo yam e gite mu''en. 
COL.2.2	Emi yiɗi mi semmbiɗina ɓerɗe mooɗon, yiɗde hawta on, laatooɗon go'o, keevon barkaaji ivoyɗi nder anndal goongawal, gam faa mbaawon anndugo sirri Allah, waato *Almasiifu e hoore muuɗum. 
COL.2.3	Nder ma'ako risku Allah fuu suuɗii. Kangu woni hikima e anndal.
COL.2.4	Mi vi'ii on ka, gam to' goɗɗo majjinir on haalaaji belɗi. 
COL.2.5	Gam koo to emi woɗɗodii e mooɗon nder ɓanndu, e noon fuu ɓernde am e wondi e mooɗon dum. Emi nana belɗum yi'igo potal gonngal hakkunde mooɗon, e no ndaroriiɗon e semmbee nder goonɗingo Almasiifu.
COL.2.6	Jo'oni nde njaɓɗon Yeesu *Almasiifu laatoo Jawmiraawo mooɗon, tokkee mo. 
COL.2.7	Ɗisee e ma'ako, noon no ɗaɗi lekki ɗisortoo e lesdi. Mahee yonkiiji mooɗon e ma'ako, cemmbiɗee nder goonɗinki mooɗon, noon no ɗum ekkitiniri on. Ngettee Allah wakkaci fuu.
COL.2.8	Kakkilee, to' goɗɗo estir on anndal ndu'u duuniyaaru, waɗa on celon laawol goonga. Iri anndal ngaal no meherewal, ngal majjiney on tan. Anndal ngaal ivii e finaatawaaji ɓiɓɓe-aadama e *ginnaaji jogiiɗi baawɗe nder duuniyaaru. Ngal ivaay to Almasiifu. 
COL.2.9	Gam nder ɓanndu Almasiifu, gikku Allah e baawɗe muuɗum fuu tawetee. 
COL.2.10	Onon on keɓii koo ɗume sabu kawtal mooɗon e Almasiifu, kanko hooreejo koo nguye laamu e baawɗe fuu.
COL.2.11	Kawtal mooɗon e Almasiifu hokki on *naadeeki. Naadeeki kiin naa ɗum iri ki yimɓe mbaɗata, ammaa ɗum iri ki Almasiifu waɗata, waato o ɓortii gikku mooɗon ngiɗngu waɗgo hakke. 
COL.2.12	Nde mbaɗanaaɗon *baptisma, ɗum nanndii kama on uɓdaama e Almasiifu, on ummitidinaama e ma'ako nder maayde, gam on ngoonɗinii baawɗe Allah ummitinɗo mo. 
COL.2.13	On laatinoo maayɓe sabu boofi mooɗon, e gam on laataakino yimɓe Allah. Ammaa jo'oni o hokkii on yonki sabu kawtal mooɗon e Almasiifu, o ya'afanake en hakkeeji meeɗen fuu. 
COL.2.14	O seekii ɗereewol nyamaande hakkeeji meeɗen ɗi o nanngiri en. O ittanii en ngol wakkaci ɗum Almasiifu ɓilaa dow *gaafagal. 
COL.2.15	O te'etii laamuuji e baawɗeeji konruɗum mu''en, o semtinii ɗi yeeso yimɓe fuu, nde o jaalorii ɗi gaafagal Almasiifu.
