MAT.1.1	Иисус Христостыҥ ада-ӧбӧкӧлӧри. Ол Давид ле Авраамныҥ калдыгы.
EPH.2.16	Бойыла ӧштӧжӱни јоголтып, керӱ агаш ажыра бир эт-канда экӱни Кудайла јараштырары. 
EPH.2.17	Ол келип, слерге, ыраак та, јуук та болгондорго, амырды јарлыктаган. 
EPH.2.18	Оныҥ учун олор до, бис те Христос ажыра Адага бир Тында кирер аргабыс бар.
EPH.2.19	Анайдарда, слер ӧскӧ јердиҥ улузы да, кӧчӱп келген улус та эмезигер, је агаруларла кожо јаҥыс јердиҥ улузы, Кудайдыҥ улузы боло бердигер. 
EPH.2.20	Слер анайда ок апостолдор ло јарлыкчылар салган тӧскӧ турагарды тудуп јадыгар. Бу тӧстиҥ баш тажы – Христос Иисус. 
EPH.2.21	Ол тудулып јатканды тудуштырат, онызы кӧдӱрилип, Кайраканныҥ агару байзыҥы боло берет. 
EPH.2.22	Оныла кожо кажыгар ла Кудайдыҥ Тыны јӱрген тура боло бередигер.
EPH.3.1	Бого болуп мен, Павел, кара јаҥдулар болгон слер учун Христос Иисустыҥ кижендӱзи боло бергем. 
EPH.3.2	Слерге болуп меге берилген Кудайдыҥ јакшылыгы канайда иштеп, тудуп турганын слер уккан эмейигер. 
EPH.3.3	Кудай меге ачылта ажыра Оныҥ јажыдын билерин берген. Ол керегинде ӧрӧ кыскарта бичиген эдим. 
EPH.3.4	Мыны кычырып, Христостыҥ јажыдын канайып оҥдоп турганымды билип аларыгар. 
EPH.3.5	Бу јажытты кижиликтиҥ башкыдагы ӱйелерине билери берилбеген, ол эмди Тын ажыра Кудайдыҥ агару апостолдорына ла јарлыкчыларга ачылган. 
EPH.3.6	Ончо калыктар да бир эт-канныҥ ӱйези боло берип, ол ок энчини алзын деп, Сӱӱнчилӱ Јарда Иисус Христос ажыра Кудай берген сӧс олордыйы да боло берзин деп, бу јажытты ачканы ол. 
EPH.3.7	Меге сыйлалган јакшылыкла бу Сӱӱнчилӱ Јардыҥ јалчызы болуп калгам. Бу Оныҥ кӱчиниҥ ижи ажыра болгон. 
EPH.3.8	Меге, агару улус ортодо неге де турбас кижиге, Христостыҥ сагышла билип албас байлыгын ӧскӧ калыктарга јарлазын деп, бу јакшылык берилген. 
EPH.3.9	Анайда ок Кудай нени эдерге умзанганыныҥ јажыды неде болгонын ончозына ачары берилген. Бу јажыт дезе ончоны јайаган Кудайдыҥ, ончоны тӧзӧгӧн Иисус Христостыҥ Бойында чактардыҥ башталганынаҥ ала јажырылган. 
EPH.3.10	Эмди теҥеридеги јаандарга ла јаҥдарга Кудайдыҥ ойгорлыгы ончо јӱзӱндериле Серкпе ажыра ачылзын деп, бу јакшылык берилген. 
EPH.3.11	Мыны Кудай Бойыныҥ јажын-чакка умзаныжы аайынча эдип, Христос Иисус Кайраканыстыҥ Бойында бӱдӱрген. 
EPH.3.12	Оныла бирлик болуп, Ого бӱдӱп, Кудайга јӱректерис ачык ла бӱдӱмјилӱ кирер аргабыс бар. 
EPH.3.13	Оныҥ учун слерди сурап турум: слерге болуп кыйналып јӱргемде, сӱригер тӱшпезин, нениҥ учун дезе, бу слердиҥ магыгар.
EPH.3.14	Бого болуп Иисус Христос Кайраканыстыҥ Адазы алдында тизеленип јадым. 
EPH.3.15	Оныҥ ады-јолынаҥ теҥеридеги ле јердеги кандый ла ук-тӧс бойыныҥ ады-јолын алган. 
EPH.3.16	Ол слерге Бойыныҥ магыныҥ байлыгынаҥ кӱч берип, Бойыныҥ Тыны ажыра слердиҥ кӧксигерди бек этсин деп, 
EPH.3.17	Кудайга бӱткенигер ажыра Христос јӱректеригерде јӱрзин деп, 
EPH.3.18	тазылыгар ла тӧзигер сӱӱш болзын деп, мӱргип турум. Ол тушта ончо агаруларла кожо Христостыҥ сӱӱжиниҥ элбегин ле узунын, бийигин ле тереҥин оҥдоор, 
EPH.3.19	ол кижиниҥ билгиринеҥ бийик те болзо, билер аргалу болорыгар. Ол тушта Кудайдыҥ толо кемине једеригер.
EPH.3.20	Кудай дезе бистиҥ бойыбыста иштеп турган кӱчиле нени сураганыстаҥ эмезе сананганыстаҥ чик-јок кӧпти эдер аргалу. 
EPH.3.21	Ого Иисус Христостыҥ Бойындагы Серкпеде ӱйедеҥ ӱйеге ӱргӱлји чакка мак! Аминь.
EPH.4.1	Анайдарда, мен, Кайраканга болуп кижендӱ бойым, слерди јайнап турум: слерди Кудай кычырып алган кычыруга турар эдип јӱригер. 
EPH.4.2	Јаантайын јобош ло јымжак болыгар, бой-бойыгарга буурзап јӱрерге кичеенигер. 
EPH.4.3	Бойыгар ортодо амырды чеберлеп, Тынныҥ бирлигин корулап аларга ончо кӱчигерди салыгар. 
EPH.4.4	Эт-кан јаҥыс, Тын јаҥыс, нениҥ учун дезе слерди Кудай кычырып алган ижемји јаҥыс. 
EPH.4.5	Кайракан јаҥыс, Кудайга бӱдетени јаҥыс, креске тӱжетени јаҥыс. 
EPH.4.6	Ончозыныҥ Кудайы ла Адазы јаҥыс. Ол ончозыныҥ бажында, ончозы ажыра ла ончозында.
EPH.4.7	Је бистиҥ кажыбыска ла Христостыҥ берип турган кемиле јакшылык берилген. 
EPH.4.8	Оныҥ учун айдылган: 
EPH.4.9	Је «кӧдӱрилген» дегени ол не болотон? Ол башкыда јердиҥ эҥ тереҥине тӱшкен дегени эмес беди? 
EPH.4.10	Ол тӱшкени эди, ончозын бӱдӱрип койорго, Ол ок ончо теҥерилердеҥ бийик кӧдӱрилгени эди. 
EPH.4.11	Ол кезигин апостолдор, кезигин – јарлыкчылар, кезигин – кӱдӱчилер ле ӱредӱчилер эдип тургускан. 
EPH.4.12	Агарулар Кудайдыҥ керегине јӱрерге ле Христостыҥ Эди-Канын – Серкпени тыҥыдарга белен болзын деп, Ол мынайда эткен. 
EPH.4.13	Кудайга бӱдеринде ле Оныҥ Уулын билип аларында ончобыс бирликке јетсин деп, Христостыҥ толо кемине једип, эр кемине табышкан улус болзын деп, мынайда эдилген. 
EPH.4.14	Ол тушта база кичӱ балдар болбозыс, салкындый кубулчаҥ не ле ӱредӱ бисти тӱймедип, баштап апарбас. Бу ӱредӱ астырышка экелип турган кижиниҥ тӧгӱнинеҥ ле сӱмезинеҥ улам табылат. 
EPH.4.15	Карын, чынды сӱӱште айдып, Ого ончозында тӱҥейлежип, ӧзӧрибис. Ол – Христос, Бажы эди. 
EPH.4.16	Оныҥ шылтузында ончо эт-кан – Серкпе бириктирилген, оныҥ ончо ӱйелери бой-бойыла бек колбулу, олордыҥ кажызы ла бойыныҥ ижин эдер аргалу кемиле эдет, ончо эт-кан ӧзӱп, сӱӱште тудулат.
EPH.4.17	Анайдарда, Кайраканныҥ алдында айдып ла керелеп турум: бойлорыныҥ сандыртту санаазыла јӱрген кара јаҥдулар чылап база јӱрбегер. 
EPH.4.18	Олордыҥ санаазы карачкыда, олор Кудайдыҥ јӱрӱминеҥ бӧлилген, нениҥ учун дезе Оны билип алар кӱӱндери јок, јӱректери катуланган. 
EPH.4.19	Олор нени де сеспей барып, бойлорын балыр јӱрӱмге берип, кандый ла быјар керектерди тойор-канарын билбей эдип јадылар. 
EPH.4.20	Слер дезе Христосты билип алдыгар, мынызы слерди ӧскӧгӧ ӱредет. 
EPH.4.21	Оны уктыгар, Оныҥ Бойынаҥ ӱрендигер, нениҥ учун дезе чындык Иисустыҥ Бойында. 
EPH.4.22	Башкыдагы јӱрӱмигерди артырарга, тӧгӱн кычаларга алдырып, чирип јаткан бойыгардагы јебрен кижидеҥ мойноорго ӱрендигер. 
EPH.4.23	Анайда ок санаагарды тынла јаҥыртып, 
EPH.4.24	Кудайга тӱҥейлеп, чындаптаҥ акту ла агару эдип јайалган јаҥы кижини бойыгарга алынарга ӱрендигер.
EPH.4.25	Оныҥ учун меке-тӧгӱннеҥ мойногор, 
EPH.4.26	 Кӱн ашкалакта, чугулыгар ӧчӱп калгай. 
EPH.4.27	Кӧрмӧскӧ јер бербегер. 
EPH.4.28	Ууры эткен кижи мынаҥ ары ууры этпезин. Карын, не-немедеҥ тутакту јӱрген кижиле ӱлежерге, тузалу неме эдип, акту бойыныҥ колыла иштезин. 
EPH.4.29	Оозыгардаҥ бир де јаман сӧс чыкпазын, јаҥыс ла бӱдерине ӱредер ле угуп турган улуска јакшылык береечи сӧстӧр чыксын. 
EPH.4.30	Кудайдыҥ Агару Тынын кунуктырбагар. Јайымдалар кӱнге деп, слерге Оныҥ таҥмазы тургузылган. 
EPH.4.31	Не ле ачыныш, чугулданыш, атыйланыш, кыйгырыш, јамандаш ӧскӧ дӧ јаманла кожо слердеҥ ыразын. 
EPH.4.32	Је бой-бойыгарга быйанзак, буурзак болыгар. Кудай Христостыҥ Бойында јаманыгарды таштаганы чылап, слер де бой-бойыгардыҥ јаманыгарды таштагар.
EPH.5.1	Анайдарда, сӱӱген балдар чылап, Кудайга тӱҥейлежип, 
EPH.5.2	сӱӱште јӱригер. Анайып Христос то бисти сӱӱп, јараш јытту берӱ чилеп, Кудайга јараар тайылга чылап, бис учун Бойын берген. 
EPH.5.3	Балыр јӱрӱм, быјар, ачыркаш деген немелер ортогордо адалбас та учурлу. Андый немелер агаруларга јарабас. 
EPH.5.4	Анайда ок слерге багай, кей сӧстӧр айдарга, улус шоодорго јарабас. Оныҥ ордына Кудайга алкыш јетиригер. 
EPH.5.5	Билип јӱригер дейдим, балыр јӱрӱмдӱ, быјар улус, акча-јӧӧжӧгӧ чалуга чылап бажырып турган улус Христостыҥ ла Кудайдыҥ Каандыгында энчи албай јат. 
EPH.5.6	Андый улус Кудайга удурлажат, олорго Оныҥ чугулы келип јат. Слерди кей сӧстӧрлӧ кижи мекелебезин.
EPH.5.7	Олордыҥ эдип јӱрген керектеринде кожо турушпагар. 
EPH.5.8	Слер качан да караҥуй болгон эдигер, эмди слер – Кайраканныҥ Бойындагы јарык. Андый болгондо, јарыктыҥ балдары чылап јӱригер. 
EPH.5.9	Тын быйанзак болорын, чындыкты ла чынды тууйт ине. 
EPH.5.10	Кудайга не јарап турганын билип алыгар. 
EPH.5.11	Карачкыныҥ нени де туубас керектеринде турушпагар. Карын, олорды иле эдигер. 
EPH.5.12	Олордыҥ јажытту эдип турганын айдарга да уйатту ине. 
EPH.5.13	Иле эдилип турган ончо неме јарыкта ачылат. Јарыкка ачык ончо неме – јарык бойы. 
EPH.5.14	Оныҥ учун айдылган:
EPH.5.14	«Ойгон, уйуктап јатканы! Тирил!
EPH.5.14	Сени Христос јарыдар».
EPH.5.15	Анайдарда, эдип јӱргенигерди ајарыгар! Санаа-укаазы јок улус чылап эмес, керсӱ улус чылап эдип јӱригер. 
EPH.5.16	Ӧйди баалагар, нениҥ учун дезе кӱндер јаманды экелип јат. 
EPH.5.17	Оныҥ учун санаа-укаа јок болбогор, је Кайраканныҥ кӱӱни незинде болгонын оҥдоп алыгар. 
EPH.5.18	Ичинбегер, мынызы слерди јайрадып јат. Оныҥ ордына Тыннаҥ толтырыныгар. 
EPH.5.19	Кожо сарындар, мак јаҥарлар, тыннаҥ берилген јаҥарлар айдыгар. Јаҥарлап, Кайраканды бастыра јӱрегердеҥ мактагар. 
EPH.5.20	Иисус Христос Кайраканыстыҥ адында ончозы учун Ада Кудайга јаантайын алкыш јетиригер. 
EPH.5.21	Кудайдаҥ айап, бой-бойыгарга багып јӱригер.
EPH.5.22	Ӱй улус, ӧбӧӧндӧрӧӧргӧ Кайраканга чылап багыгар. 
EPH.5.23	Христос – Серкпениҥ бажы база эт-канныҥ аргадаачызы чылап, ӧбӧӧни де ӱйиниҥ бажы болуп јат. 
EPH.5.24	Серкпе Христоско багып турганы чылап, ӱйлери де ӧбӧӧндӧрине ончозында багар учурлу.
EPH.5.25+EPH.5.26	Эрлер, Христос Серкпени сӱӱгени чилеп, слер де ӱйлеригерди сӱӱгер. Оны Кудайдыҥ сӧзиле јунуп, арутап, Ого учурлайын деп, Ол Серкпе учун Бойын берген. 
EPH.5.27	Бойыныҥ алдында мактулу Серкпе боло берзин, ондо эмеш те кир, једикпес, бого тӱҥей ӧскӧ дӧ немелер јок болзын, је ол агару ла јек јок болзын деп, Ол кӱӱнзеген. 
EPH.5.28	Анайып, акту бойлорыныҥ эди-канын чылап, ӧбӧгӧндӧри де ӱйлерин сӱӱр учурлу. Ӱйин сӱӱгени, бойын бойы сӱӱгени ол. 
EPH.5.29	Кем де качан да бойыныҥ эди-канын јаман кӧрбӧгӧн. Карын, оны азырайт, кичеейт, Кайракан Серкпени чилеп, 
EPH.5.30	нениҥ учун дезе, бис – Оныҥ эди-каныныҥ ӱйелери, Оныҥ эди-канынаҥ ла Оныҥ ӱйе-сӧӧктӧринеҥ болорыс. 
EPH.5.32	Бу улу јажыт. Мен Христос ло Серкпе керегинде айдадым. 
EPH.5.33	Анайып кажыгар ла бойын бойы чылап, ӱйин сӱӱзин. Ӱйи дезе ӧбӧгӧнин тооп јӱрзин.
EPH.6.1	Балдар, Кайраканга болуп ада-энегерге уккур болыгар, онызы чын болор. 
EPH.6.2	, бу – Кудайдыҥ берген сӧзи бар баштапкы јакылта: 
EPH.6.4	Слер де, адалар, балдарыгарды ачындырбагар! Је Кайракан канайып ӱреткен ле јакыган эди, олорды анайып чыдадыгар.
EPH.6.5	Кулдар, айап ла ширтилдеп, јӱректеригер ачык болуп, јердеги бийлеригерге Христоско чылап багыгар. 
EPH.6.6	Јалканчыктар чылап, улус кӧрзин деп эмес, је бастыра јӱрегинеҥ Кудайдыҥ кӱӱнин бӱдӱрип јӱрген Христостыҥ кулдары чылап багыгар. 
EPH.6.7	Улуска эмес, Кайраканга чылап кичеенип, јалчы болуп јӱригер. 
EPH.6.8	Билип јӱригер, кандый ла быйанду керек учун, оны кул да, јайым да кижи эткен болзо, Кайракан кайралдаар.
EPH.6.9	Слер де, бийлер, кулдарла база анайда тудуныгар, олорго кату болбогор. Олордо до, слерде де теҥериде Кайракан барын ундыбагар. Ол улусты ылгабай јат.
EPH.6.10	Адакыда айдайын дегеним бу, карындаштар: Кайраканныҥ Бойында, Оныҥ ийдезиле, кӱчиле тыҥыдыныгар. 
EPH.6.11	Кӧрмӧстиҥ куурмакту керектерине удура турарга, Кудайдыҥ мылтык-јепселин јӱктенип алыгар. 
EPH.6.12	Бис кижиниҥ бойына удура тартыжып турган эмезибис, је бис башталгаларга удура, ӧрӧги јаҥдарга удура, карачкыныҥ башчыларыныҥ бу телекейине удура, теҥеридеги јаманныҥ тындарына удура тартыжып јадыбыс. 
EPH.6.13	Оныҥ учун јаман кӱн једе конзо, олорго удура турар аргалу болорго, ончозын ӧдӧлӧ, туруп чыдаарга, Кудайдыҥ мылтык-јепселин алыгар. 
EPH.6.14	Анайдарда, бек турыгар! Чындыкла курчаныгар. Слердиҥ актугар слердиҥ кӧӧ-куйагаар болгой. 
EPH.6.15	Амыр керегинде Сӱӱнчилӱ Јар јарлаарга белен болгоныгар бутка кийген ӧдӱгер болзын. 
EPH.6.16	Мынаҥ башка, бӱдериниҥ куйагын алыгар, оныла јаманныҥ кызыган ончо согоондорын ӧчӱрип ийеригер. 
EPH.6.17	База аргадаштыҥ јуучыл бӧрӱгин алыгар, оноҥ тынныҥ кылыжын – Кудайдыҥ сӧзин.
EPH.6.18	Мӱргип, јаантайын Кудайдаҥ сурагар. Слерге Тынныҥ берип турганыла, нени керексип турганыгарды ончозын сурап, мӱргигер. Бого болуп сергек, турумкай болыгар, ончо агарулар учун сурагар. 
EPH.6.19	Айдып баштазам, Кудай меге керектӱ сӧстӧр берзин деп, Сӱӱнчилӱ Јардыҥ јажыдын ачыгынча јарлазын деп, мен де учун сурагар. 
EPH.6.20	Мен анайда ла јарлаар учурлу. Мен оныҥ кижендӱ элчизи.
EPH.6.21	Мениҥ айалгаларымды слерди де билзин деп, слерге ончозын Тихик јетирер. Ол мениҥ карузыган карындажым ла Кайраканныҥ чындык јалчызы. 
EPH.6.22	Бистиҥ керектерис керегинде айдып, јӱректеригерди сергитсин деп, оны слерге ийип јадырым.
EPH.6.23	Слерге, карындаштар, Ада Кудайдаҥ ла Иисус Христос Кайраканнаҥ амыр, сӱӱш ле бӱдери болзын. 
EPH.6.24	Иисус Христос Кайраканысты ӧлбӧс сӱӱшле сӱӱп јӱрген ончо улуска јакшылык болзын. Аминь.
PHP.1.1	Иисус Христостыҥ кулдары Павелдеҥ ле Тимофейдеҥ – Филиппыда јуртаган, Христос Иисустыйы болгон, епископтор ло диакондор башкарган ончо агаруларга.
PHP.1.2	Слерге Кудай Адабыстаҥ ла Иисус Христос Кайраканнаҥ јакшылык ла амыр јетсин.
PHP.1.3	Кажы ла сайын слерди эске алынгамда, слер учун Кудайымга алкыш-быйан айдадым. 
PHP.1.4	Ончогор учун јаантайын сурап, сӱӱнип мӱргийдим, 
PHP.1.5	нениҥ учун дезе баштапкы кӱннеҥ ала эмдиге јетире Сӱӱнчилӱ Јарды јарлаар керекте мениле кожо туружып јадыгар. 
PHP.1.6	Слердиҥ јӱрегеерде быйанду керек баштаган Кудай оны Иисус Христос келер кӱнге јетире тӱгезип койор деп, мен бӱдӱп јадым. 
PHP.1.7	Ончогор керегинде санааларым андый ла болор учурлу, нениҥ учун дезе слер мениҥ јӱрегимде. Кижендӱ де тужымда, Сӱӱнчилӱ Јарды корып, оныҥ чынын кӧргӱзип те тургамда, меге Кудай берген јакшылыкты алып јадыгар. 
PHP.1.8	Кудай мениҥ керечим, мен слерди сӱрекей сӱӱп јадым, бу сӱӱш Иисус Христостыҥ ӧзӧгинеҥ чыгат.
PHP.1.9+PHP.1.10+PHP.1.11	Чынды билип аларында, не ле сезимде сӱӱжигер там ла там ӧссин. Ченейле, эҥ артыгын талдап алып, Христос келер кӱнде ару, бузук јок болыгар. Кудай макталзын ла алкалзын, Иисус Христостыҥ болужыла јаантайын быйанду керектер эдигер. Бу ончозы учун мен мӱргип турум.
PHP.1.12	Слерди билзин деп турум, карындаштар: мениле не болгоны Сӱӱнчилӱ Јарды ичкерледерине камаанын јетирген. 
PHP.1.13	Анайып, Христоско болуп кижендӱ јӱргеним каганныҥ ӧргӧӧзиниҥ ончо каруулына ла кӧп ӧскӧ улуска јарлала берген. 
PHP.1.14	Мениҥ киженимнеҥ Кайраканныҥ Бойындагы карындаштардыҥ кӧп сабазы кӧдӱриҥи алып, Кудайдыҥ сӧзин там тидим ле јалтанбай јарлыктап баштагандар. 
PHP.1.15	Чындап, кезиктери Христосты кӱйӱнип ле сӧс блаажарга кӱӱнзеп јарлыктайдылар, ӧскӧлӧри – быйанды эдерге кӱӱнзеп. 
PHP.1.16	Олор кижендӱ јӱргениме ӱзеери ачу-корон кожорго, бойлорын кӧргӱзерге кӱӱнзеп, Христосты акту јӱректеҥ јарлыктабайдылар. 
PHP.1.17	Ӧскӧзи Сӱӱнчилӱ Јарды корулаарга тургузылганымды билип, мыны сӱӱп эдип јадылар.
PHP.1.18	Мынаҥ не? Христосты канайып та јарлыктаза, экијӱстенип те, акту јӱректеҥ де јарлыктаза, мен ого до сӱӱнип јадым. Мынаҥ да ары сӱӱнерим, 
PHP.1.19	нениҥ учун дезе мынызы слердиҥ мӱргигенеерле, Иисус Христостыҥ Тыныныҥ болужыла меге аргадаш экелерин билерим. 
PHP.1.20	Мен сакып ла иженип јадым: уйалбазым, карын, ачык-јарык болорым. Эмди де, јаантайын чылап, јӱрӱмим ажыра ба, эмезе ӧлӱмим ажыра ба Христос мениҥ бойымда улуркадылар. 
PHP.1.21	Меге јӱрӱм – ол Христос, ӧлзӧм дӧ кирелтелӱ болорым. 
PHP.1.22	Эт-кандуда јӱрӱп, тузалу иш эдип турган болзом, нени талдап аларын билбей турум. 
PHP.1.23	Мен эки јандай кыстадып койгом: ӧлӱп, Христосло кожо болор кӱӱним бар, нениҥ учун дезе мынызы чик-јок артык. 
PHP.1.24	Је эт-кандуда јӱретеним слерге керектӱ. 
PHP.1.25	Мен чын ла билип јадым: слердиҥ једимигерге ле Кудайга бӱдериндеги сӱӱнчиге болуп ончогорло кожо артып каларым. 
PHP.1.26	Слерге ойто келзем, Христос Иисусла оморкоор оноҥ кӧп арга берерим.
PHP.1.27	Христостыҥ Сӱӱнчилӱ Јарына јарамыкту болуп јӱригер. Келзем, кӧрӧйин деп, эмезе келбезем, угайын деп: Сӱӱнчилӱ Јарга бӱдери учун бирлик кӱӱн-санаалу тартыжып, бир тында турганыгарды, 
PHP.1.28	слерге удурлашкан улустаҥ бир де јалтанбай јӱргенигерди. Мынызы олорго јайрадуныҥ иле темдеги болор, слерге – аргадаштыҥ. Мыны Кудай эдер. 
PHP.1.29+PHP.1.30	Слерге Христоско болуп Ого јаҥыс та бӱдери эмес, је тартыжып, Ол учун кыйналары берилген. Бу тартыжуны ӧдӱп турганымды билеригер, эмди де мен керегинде угадыгар.
PHP.2.1	Анайдарда, слерде Христостыҥ Бойында кӧкӱдӱ бар болзо, сӱӱштеҥ токынал бар болзо, Агару Тынла бирлик бар болзо, быйанзыш ла буурзаш бар болзо, 
PHP.2.2	сӱӱнчимди толо эдигер: шӱӱлтегер јаҥыс, сӱӱжигер јаҥыс болзын, тыныгар јаҥыс, санаагар јаҥыс болзын. 
PHP.2.3	Сӧс блаажарга кӱӱнзеп эмезе бийиркеп, нени де этпегер, карын, бойыгар керегинде јобош сананып, ӧскӧ улусты бойыгардаҥ бийик деп бодогор. 
PHP.2.4	Кажыгар ла бойындыйын эмес, је кажыгар ла ӧскӧ дӧ улустыйын сананзын. 
PHP.2.5	Слердиҥ шӱӱлтегер Христос Иисустыҥ шӱӱлтезиндий болор учурлу. 
PHP.2.6	Ол, бӱткен бӱдӱмиле Кудай бойы, Кудайга теҥ болорын ууры деп бодобогон. 
PHP.2.7	Је Бойын кем де эмес эдип, кулдыҥ бӱткен бӱдӱмин алынган, улуска тӱҥейленип, бӱдӱмиле кижидий боло берген. 
PHP.2.8	Ӧлӧргӧ, керӱ агашта да ӧлӧргӧ јетире уккур болуп, јобожыдынган. 
PHP.2.9	Оныҥ учун Кудай да Оны бийиктедип, Ого ончо аттардаҥ бийик ат-јол берген. 
PHP.2.10+PHP.2.11	Иисус Христос Ада Кудайдыҥ магына Кайракан болгонын ончо тилдер јарлазын деп, Иисустыҥ ады-јолы алдында ончозы – теҥеридези, јердези, јердиҥ алдындазы тизелензин.
PHP.2.12	Анайдарда, кару улузым, слерле кожо до, јок то болорымда сӧс уккур болгоныгар. Эмди де, слерле кожо эмес тужымда, оноҥ уккур болыгар; айап ла ширтилдеп, бойыгарды аргадап, ижигерди улалтыгар, 
PHP.2.13	нениҥ учун дезе, Кудай слердиҥ бойыгарда кӱӱн јайап, слерди ууландырып, Бойыныҥ јакшылыкту кӱӱниле эдет. 
PHP.2.14+PHP.2.15+PHP.2.16	Кинчектӱ ле балыр јӱрӱмдӱ ӱйе ортодо јек јок ло ару болорго, Кудайдыҥ јек јок балдары болорго, нени де этсегер, комыдабай ла эреҥистелбей эдигер. Јӱрӱм берип турган сӧстӧҥ бек тудунып, телекейдеги јарыткыштар чылап јаркындалыгар. Ол тушта темей кичеенбегем ле темей кӧп иштебегем деп, Христос келер кӱнде слерле мактанарым. 
PHP.2.17	Је мен слердиҥ тайылгага урулта чылап урулып, слердиҥ бӱдӱп, абыстап јӱргенигерге болужып турган болзом, сӱӱнип јадым, анайда ок ончогорло кожо сӱӱнип јадым. 
PHP.2.18	Бого слер де сӱӱнигер, мениле кожо сӱӱнигер.
PHP.2.19	Иисус Кайраканныҥ табы болзо, слерге удабас Тимофейди ийерим деп, иженип турум. Слердиҥ керектеригер кандый болгонын билеле, токынаар эдим. 
PHP.2.20	Менде Тимофейдеҥ башка, слерге чын килемји эдип турган, мениле јаҥыс шӱӱлтелӱ кижи јок. 
PHP.2.21	Ончо улус Иисус Христостыйын эмес, бойындыйын бедиреп јадылар. 
PHP.2.22	Ол дезе Сӱӱнчилӱ Јарга иштеп, уулы адазына болушканы чылап, меге болужып, чындык болгонын кӧргӱскен деп билеригер. 
PHP.2.23	Анайдарда, мениле не болорын билип алзам, оны ол ло тарый ийерим деп, иженип турум. 
PHP.2.24	Бойым да слерге удабас келерим деп, меге Кайракан бӱдӱмји берип јат.
PHP.2.25	Слерге Епафродит карындажымды ийер керек деп бодоп турум. Ол мениле кожо иштеп, кожо тартыжу ӧдӱп турган кижи деп билеригер. Ол керексигенимде меге болушсын деп, оны меге слер ийген эдигер. 
PHP.2.26	Је ол оору деп, слерге табыш једерде, тыҥ санааркап, ончогорды кӧрӧргӧ сӱрекей кӱӱнзеп јат. 
PHP.2.27	Чындап та, ол ӧлӧрдиҥ бери јанында оору болгон, је Кудай ого буурзаган; јаҥыс та ого эмес, кунугыма кунук кожылбазын деп, меге де буурзаган. 
PHP.2.28	Оныҥ учун оны ойто кӧрӧлӧ, слерди сӱӱнзин, ас кунугайын деп, тыҥ кӱӱнзеп ийип јадым. 
PHP.2.29	Анайдарда, оны Кайракан јууткан чылап, сӱӱнип јуудып, андый улусты тооп јӱригер. 
PHP.2.30	Бойыгар меге јетирип болбогон болушты јетирерге, ол Христостыҥ кереги учун ӧлӱмниҥ кырында, јӱрӱми јеткерде болгон ине.
PHP.3.1	Анайдарда, карындаштар, Кайраканныҥ Бойында сӱӱнигер. Слерге ол ло керегинде бичийтени меге кӱч эмес, је слерди бу корулап алар.
PHP.3.2	«Ийттердеҥ» чеберленигер, јаман эдип турган улустаҥ чеберленигер, эт-кандагы томдоштоҥ чеберленигер, 
PHP.3.3	нениҥ учун дезе чындаптаҥ томдолгон улус – ол бис, Кудайга Тынла бажырып, Христос Иисусла мактанып, тыш керектерге иженбей јӱрген бойлорыс. 
PHP.3.4	Кем де тыш јанын бӱдӱрип, ого ижемји салып турган болзо, мен оноҥ кӧп иженер эдим. 
PHP.3.5	Мен сегизинчи кӱнде томдолгом, Израиль калыгынаҥ, Вениамин угынаҥ бӱткем, су-еврей болорым. Фарисей бойым, Јасакты кыйбай бӱдӱргем, 
PHP.3.6	бойымныҥ јӱткимелимле Серкпени истегем, Јасактагы чындыкла јек јок болгом. 
PHP.3.7	Је ол тушта нени кирелте деп бодогом, оны эмди Христосты билип алала, коромјы деп бодоп јадым. 
PHP.3.8	Эйе, Христос Иисус Кайраканымды билип алатанына кӧрӧ ончозын коромјы деп бодойдым. Ого болуп ончозын јылыйтып, Христос менийи болзын деп, ончозын чӧпкӧ бодогом. 
PHP.3.9	Јасакты бӱдӱргеним ажыра эмес, Христоско бӱткеним ажыра акталарга, Оныҥ Бойында јӱрейин деп јӱткийдим. Бу акташты кижиниҥ бӱткени ажыра Кудай берип јат. 
PHP.3.10	Христостыҥ кыйынын ӱлежип, Ол ӧлгӧни чилеп ӧлӱп, Оныҥ Бойын, Оны тиргискен кӱчти билип аларга кӱӱнзеп, 
PHP.3.11	тирилишке јединерим деп, иженип јадым.
PHP.3.12	Мен бого једингеним эмезе толо кемдӱ болуп калганым учун мынайда айдып турган эмезим, је мен амадуга јӱткийдим, бу амадуга болуп Христос мени јуудып алган. 
PHP.3.13	Карындаштар, мен бойымды бого једингем деп бодобойдым, јӱк кийнимдезин ундып, ичкеризине ууланып, 
PHP.3.14	амадуга – Христос Иисустыҥ Бойында Кудай кычырып турган кайралга јӱткийдим. 
PHP.3.15	Анайдарда, эр кемине јеткенис анайда сананар учурлу. Кандый-бир неме керегинде башка сананып јӱрген болзогор, мыны да Кудай слерге ачар. 
PHP.3.16	Је бис неге једип алганыс, анайда ла сананар, ол ээжиле јӱрер учурлу.
PHP.3.17	Менеҥ тем алыгар, карындаштар, бис слерге берген темле јӱрӱп турган улуска ајарыгар. 
