MAT.1.1	Gava si o lil katar e vicha e Jesukristoki, vou saia katar e vicha e Davideki ta i e Abraameki. 
2CO.2.12	Kana avilem ando foro o Troas te ppenau e lachi viasta e Jesukristoki, putaile mange e udara te radiu e Gazdake. 
2CO.2.13	A sema brigime, soke kote ni maladem amare pplale e Tito. Goleke llelemtar katar e pplal kai si ando Troade, ta llelem ande Masedonia.
2CO.2.14	Dau fala e Devle soke cherel amen te dobisara ando Kristo, ta mukla amen te inllara leke alava, kai llan pe suako rig sargo kana kkandel sukar iek meriso. 
2CO.2.15	Soke amen sam sargo e kkand katar o taimano kai o Kristo del e Devle. 
2CO.2.16	A golenge kai jasaon, gava taimano si lenge iek kkand merimaki, a golenge kai braduinpe, lenge si iek kkand kai del len zivoto. ¿A ko sai cherel gaia buchi? 
2CO.2.17	Amen ni chera arli e alavenchar kai mukla o Del, sar cheren but llene; amen da orba chachimaia soke o Del bichalda amen ta sam ande iek ttan e Jesukristoia.
2CO.3.1	Kana ppena sa gala ezgode inai te da orba lachi isto amen amendar. Soke ni trubul amen lila te ppenen kai amen sam lache, ta ni manga tumendar te pisinlen te sikavalen averenge. Aver llene trubul len te cheren gala ezgode. 
2CO.3.2	Tumen sen o lil kai del orba lachi amendar, gua si so trubul amen: iek lil pisime ande amaro lio, kai saurre pinllaren ta sai chitin. 
2CO.3.3	Ta dikkol bristomaia kai tumen sen iek lil pisime isto e Kristotar ta kai isto amen diamle; iek lil kai pisisardale o Duo e Devleko kai si llundo; pisisardale ando lio e manusengo, na pe kotora barrustune.
2CO.3.4	Soke pala o Jesukristo si amen vera ando Del, ta pacha gala ezgode. 
2CO.3.5	Amen inai e zor te chera niso, soke o Del si kai del amen e zor te cherale. 
2CO.3.6	Soke o Del sikada amen te ppena saurrenge kai achilam pe iek nevo alau lea. Gava nevo alau inai istardo po zakono,
2CO.3.7	O Del pisisarda o zakono pe kotora barrustune,
2CO.3.8	A kana ka ppendol o braduipe, gua ka avel ios mai but baripe, soke si cherdo ando Duo. 
2CO.3.9	A te saia dino gia barimaia gua zakono kai ppenel kai amen morabi te mera cheres amaro bilachipe, ¡ios mai baripe ka avel kana ka ppendol e orba kai o Del llinel amen chache! 
2CO.3.10	Soke so saia le baripe, inai le gua baripe prema o baripe mai glamno. 
2CO.3.11	A te saia le baripe so saia te getolpe, but mai baro ka avel so achel ostade.
2CO.3.12	Isto goleke, soke si amen gava pachape ni dara te da gala orbe. 
2CO.3.13	Ta ni chera sargo o Moises, kai ucharela iekke dikklea po mui te na dikken e israelitura kai o klichipe sa polokorre lelape letar. 
2CO.3.14	A von ni kamle te acharen gaia ezgoda, ta llik akana, kana chitin e lila e Moiseseke, isto gua dikklo ni muken len te acharen, soke inai ikando lendar; ta gua dikklo lelpe samo e Kristoia. 
2CO.3.15	Ta llik allive, kana chitin e lila e Moiseseke, iek dikklo ucharen len te na acharen. 
2CO.3.16	A kana iek lleno irilpe kai o Gazda, gua dikklo lelpe letar. 
2CO.3.17	Soke o Gazda si o Duo; ta kote kai si o Duo e Gazdako, si mukliardipe. 
2CO.3.18	Goleke, akana kai saurre sam bi e dikklea kai ucharela amaro mui, sam sargo iek geldala kai sikavel o baripe e Gazdako, ta amaro zivoto pparudol prema lete, ta suako drom si amen mai but katar leko baripe, ta gava si cheres e buchi kai cherel o Duo e Gazdako.
2CO.4.1	Goleke ni chiniva, soke o Del ande po volipe ttoda amen te chera gaia buchi. 
2CO.4.2	Ta ni kamlam te chera gaia buchi po chorial, sargo kana si amenge lallao; ta ni cherdam e ezgode kojaimaia ta ni bangardam e Devleke alava. Goleke o Del llanel kai ppena samo o chachipe, ta angla o Del saurre sai aven len vera ande amende. 
2CO.4.3	A e lachi viasta kai ppena te si uchardi sargo iekke dikklea, si samo golenge kai jasaon. 
2CO.4.4	Goleke sar von ni pachan, o del gale suetoko cherda len korre, te na acharen ta te na dikken o villelo katar e lachi viasta katar Kristo o baro, soke letar sikadol o Del. 
2CO.4.5	Amen ni diam orbe amare. E orba kai diam si kai o Jesukristo si amaro Gazda, ta kai amen sam tumare esluge soke voli e Jesuse. 
2CO.4.6	Soke isto o Del kai cherda te likel o villelo katar o truñariko,
2CO.4.7	A si amen gava barvalipe ande piria cherde katar o glibo, te sai sikava kai goia zor avel katar o Del a na amendar. 
2CO.4.8	Goleke i te nakkaia patnia ni jasara o pachape, i te si amen brige acha esmiro. 
2CO.4.9	Llan pala amende te maren amen, a amen ni sam korkorre, peraven amen, a ni zatrin amen. 
2CO.4.10	Kai go te llaia inllara ande amare esnage o meripe e Jesuseko, te sai dikkol leko zivoto ande amende. 
2CO.4.11	Soke amen so avaia llunde sam ttode po meripe cheres o Jesus, te sai sikadol leko zivoto ande amari esnaga merimaki. 
2CO.4.12	Goleke, amen i te laia te mera, tumen len o zivoto nevo.
2CO.4.13	O Pisipe ppenel: “Me pachaien, ta goleke diem orba.”
2CO.4.14	Soke llana kai o Del ka vazdel amen katar o meripe gia sar vazdia amare Gazda e Jesuse, ta ka inllarel amen tumenchar kote kai si vou. 
2CO.4.15	Sa gala ezgode nakka len soke voli tumen, soke te avena mai but llene kai len o volipe ta e dragostia e Devleki, gia ka aven mai but llene kai ka den le e fala te sai avel o baripe e Devleko.
2CO.4.16	Goleke ni chiniva i te avela kai gaia esnaga murilpe avrial, soke andral cherdol nevi suako llive. 
2CO.4.17	E patnia kai nakka ande gava zivoto si lokki ta oma ka nakkel, a fala kai cheres e patnia o Del ka pperel amen katar pi dragostia kai ka achel ostade; iek dragostia bari ta pperdi veselia. 
2CO.4.18	Soke amen ni brigi amen katar e ezgode kai dikkon soke gola ezgode meren, amen brigi amen katar e ezgode kai ni dikkon soke gala ezgode si ostade.
2CO.5.1	Amen llana kai zivi pe gaia ppuv sargo ande iek chara kai iek llive ka avel zatrime. A ando miloso si amen iek cher ostade cherdo e Devletar, na e manusendar. 
2CO.5.2	Goleke so zivia pe gaia ppuv, zelne sam te llatar kai amaro cher kai si ando miloso; 
2CO.5.3	A i te lena gala patave amendar, llana kai incha ni ka acha bi patavengo. 
2CO.5.4	A so zivia ande gaia chara kai si amari esnaga, sam but tristome ta chinie, soke ni kama te acha bi patavenge ta gaia esnaga kai si te merel te pparrudol pe o goia esnaga kai ka zivil ostade. 
2CO.5.5	A O Del lacharda amenge gale ezgodake, soke vou dia amen o Santo Duo te sai pacha kai ka la gala ezgode.
2CO.5.6	Goleke si amen gaia vera ta llana kai sogo zivia ande gaia esnaga ka ava dur e Gazdatar. 
2CO.5.7	Akana nasti dikka le, goleke zivi istarde katar o pachape; 
2CO.5.8	goleke si amen pachape, ta amenge avela mai sukar te muka gaia esnaga ta te llatar te zivi e Gazdaia. 
2CO.5.9	Goleke i te zivia kate o te llaiatar, manga te kanda e Devle. 
2CO.5.10	Soke saurre morabi te ava pe kris e Kristoki, te sai lel suako lleno so morabi te lel prema o lachipe o prema o bilachipe kai cherela kana saia ande esnaga.
2CO.5.11	Goleke, soke llana kai morabi te da liubao e Devle, da orba e llenenge te sai i von pachan. O Del amen pinllarel, ta aduricharau i tumen te pinllaren amen, 
2CO.5.12	inai kai gale orbenchar manga pale te blagosi isto amen, so amen manga si te vesilin tumen cheres amende, gia ka llanen sar te den orba gole llenenge kai mislinpe kai von si e mai bare prema e ezgode kai dikkon, a na katar so si ando lio. 
2CO.5.13	A te si lenge kai amen sam dile, si soke amen manga te radi e Devleke. A te mislina kai ni sam dile, si tumare lachimake. 
2CO.5.14	Akana o volipe e Kristoko gazdaril pe amende. Sar kana llanglam kai vou mulo pala amende, i amen mulam. 
2CO.5.15	O Kristo mulo pala saurre, te sai gola kai zivin te na zivin von peke, te sai zivin e Kristoke kai mulo ta ustilo katar o meripe pala lende.
2CO.5.16	Goleke amen ni misli amen katar aver llene gia sar cherenle e llene gale ppuviake, soke omanglal i amen mislia e Kristotar gia sar mislinape von, a akana ni mislia amen gia e Kristotar. 
2CO.5.17	Goleke, o lleno kai si e Kristoia si iek manus nevo.
2CO.5.18	Sa gala ezgode aven e Devletar, kai lacharda amen pea cheres o Kristo
2CO.5.19	Gava si kai ando Kristo o Del ppagela e joli kai saia e sueto lea, ta ni lia sama katar o bilachipe e manusengo; ta amenge ppenda te inllara gaia orba. 
2CO.5.20	Goleke amen sam bichalde ando anau e Kristoko, gava si sargo kana isto o Del molilpe tumenge te asunen amari orba. Goleke, ando anau e Kristoko moli amen tumenge te lachardon e Devlea. 
2CO.5.21	O Kristo ni cherda ni iek bilachipe; a cheres amende o Del llindale bilacho
2CO.6.1	Amen radi e Devleke ta moli amen tumenge te na len samo gia o volipe e Devleko, 
2CO.6.2	soke o Del ppenel ando Pisipe:
2CO.6.2	“Kana avilo o vreme asundem tut;
2CO.6.2	ando llive kai trubula tut o braduipe, me pomozisardem tut.”
2CO.6.2	Ta akana avilo o vreme. ¡Ta akana si o llive katar o braduipe!
2CO.6.3	Ni kamam niko te del orba bilachi katar amaro rado. Goleke, ni chera ni iek ezgoda te peravel averen. 
2CO.6.4	Ta pe suako ezgoda sikava kai sam esluge e Devleke, ta terpi esmiro ande sa gaia patnia. 
2CO.6.5	Chalade amen e bichoia, ttode amen ande rubie, cherde burkania pe amende, ta isto gia radisardam zurale. But droma ni sovaia ta ni jaia niso. 
2CO.6.6	Ta sikadam prema sar zivisardam kai cherdam e ezgode chachimaia, soke pinllara o chachipe, ta llana te adurichara ta si amen volipe, soke o Santo Duo si ande amaro zivoto, goleke si amen o volipe chachuno. 
2CO.6.7	Pala e zor kai del amen o Del, da e chachi orba tumenge. Kana si amen patnia ni nasa latar, ppena ta chera suako drom so si orta. 
2CO.6.8	Nesave droma den amen pachiu, a aver droma kusen amen; a nesave droma den orbe lache amendar, a aver droma den orbe bilache. Dikken amen sargo kojamne, kana amen so ppena si o chachipe. 
2CO.6.9	Von dikken amen sargo kana ni pinllaren amen, a von llanen kai amen sam pinllarde. Sam ttode po meripe a sam pperde zivoto; maren amen, a ni mundaren amen. 
2CO.6.10	Dikkiva sargo kana si amenge zalba, a amen sam vesele; dikkiva chorre, a bute llenen pravara; dikkiva sargo kana inai amen niso, a sa si amen. 
2CO.6.11	Pplalalen katar o Korinto, diam orba tumenchar sa amare liea ta sa amare chachimaia. 
2CO.6.12	Amen putardam sa amaro lio tumenge, a tumen ni putarden tumaro lio amenge. 
2CO.6.13	Goleke, moliuman tumenge sargo iek dad kai molilpe pe chaurrenge, te putaren mange tumaro lio, gia sar cherdemle me tumenchar.
2CO.6.14	Te na avel tumen ni iek posla ande ezgode kai cheren e llene kai ni pachan. Soke ¿sai avel ande iek ttan o chachipe ta i o bilachipe? ¿O sai avel ande iek ttan o villelo ta i o truñariko? 
2CO.6.15	Nasti avel isto gua mislo e Kristo ta e llavolo, ta isto gia: o lleno kai pachal nasti avel le isto gua mislo e llenea kai ni pachal. 
2CO.6.16	Nasti avel ni iek posla maskar o cher e Devleko ta aver dela. Soke amen sam o cher katar o Del o llundo, isto gia sar vou ppenda:
2CO.6.16	“Ka ziviu lenchar;
2CO.6.16	ta ka ppirau maskar lende
2CO.6.16	ta me ka avau lengo Del
2CO.6.16	a von ka aven mo foro.”
2CO.6.17	Goleke o Gazda ppenel gia:
2CO.6.17	“Liken maskar lende ta fuladon lendar
2CO.6.17	Ta na dodin niso pokalime
2CO.6.17	Ondaka me ka lau tumen”
2CO.6.18	ta ka avau sargo iek Dad tumenge,
2CO.6.18	a tumen ka aven sargo me chaurre ta me chorra,
2CO.6.18	gava ppenel o Gazda kai si le sa e zor.
2CO.7.1	Goleke pplalalen, soke o Del dia amen po alau ande gala orbe, morabi te acha jalade katar sa so sai meliarel amari esnaga ta amaro duo; ta ande dar e Devleki te ttova amen te ava sante.
2CO.7.2	¡Cheren amenge iek ttan ande tumare lie! Soke nikake ni cherdam o bilachipe. Ni dukkadam nika, ta nika ni kojadam. 
2CO.7.3	Ni ppenau gala ezgode te dosarau tumen, me mai anglal ppendem tumenge kai tumen sen ande mo lio, ni o meripe ni ka achavel amen te voli tumen. 
2CO.7.4	Me dau tumenge orba chachimaia; tumen sen mo baripe; ande sa gaia patnia kai nakka sem but veselo cheres tumende.
2CO.7.5	Sar kana avilam ande Masedonia ni achilam te chiniva, soke nakka bari patnia ta ande amaro lio si iek bari dar. 
2CO.7.6	A o Del kai del e zor e llenen kai inai len vlaga, dia amen e zor kana avilo o Tito; 
2CO.7.7	ta na samo kai avilo, soke vou but veselisailo cheres tumende. Vou ppenda amenge kai tumen zelin te dikken amen, ta ppenda amenge kai si tumenge but zalba ta kai sen but brigime mandar; kana asundem gala orbe ios mai but veselisailem.
2CO.7.8	O lil kai pisisardem tumenge tristosarda tumen, ta ni dukkal man kai pisisardemle. Mai anglal tristosarda man, soke llanglem kai gua lil tristosarda tumen nesavo vreme, 
2CO.7.9	akana veseliu man na pala o tristope kai avila tumenge, soke gua tristope cherda te irin tumen kai o Del. Gua tristope avila katar e volia e Devleki, goleke amen ni dukkadam tumen; 
2CO.7.10	soke o tristope kai avel katar e volia e Devleki inllarel amen te pparrudiva ta braduil amen, a o tristope gale zivotoko so del si o meripe. 
2CO.7.11	Tumaro tristope avel katar e volia e Devleki, ¡dikken so cherda tumenchar! cherda te istaren gala ezgode chachimaia, ta te den orbe lache mandar; cherda tumen te joliaon, ta i te daran. Ta pala gala ezgode sena zelne te dikken man ta dukkaden gole llene kai saia dosalo, ta sa gale ezgodenchar kai cherden sikaden kai ni saia pe tumende nisavi dos ande gala ezgode. 
2CO.7.12	Goleke, kana pisisardem tumenge gua lil, me ni misliva man ande gua lleno kai pe orbenchar dukkada, ni ande gua kai achilo dukkado gole orbenchar, so me mangava saia te sai dikkol angla o Del kai sen brigime pala amende. 
2CO.7.13	Gala ezgode cherde te acha vesele, a o Tito si but veselo soke tumen pomozisarden le te llal angle. Ta gaia ezgoda ios mai veselisarda amen. 
2CO.7.14	Me ppendema e Titoke kai sema but veselo cheres tumende, ta me ni achilem ando lallao soke sa so ppendam e Titoke saia o chachipe isto gia sar si o chachipe so ppendam tumenge. 
2CO.7.15	A o Tito ios mai volil tumen kana delpe golli sar kandena le kana ppenela tumenge vareso, ta i kana avilen lea pachivale ta dien le gia baro liubao. 
2CO.7.16	Sem but veselo soke sai avel man gia bari vera ande tumende.
2CO.8.1	Akana pplalalen manga te ppena tumenge sar sikadilo o volipe e Devleko ande kkanllira katar e Masedonia. 
2CO.8.2	Gala kkanllira nakkle bare dukka, ta isto gia von si but vesele. Von si but chorre, a die sargo kana von sea barvale. 
2CO.8.3	Chachimaia ppenau tumenge kai von die sa so sai dena, ta i mai but. Ta ni cherdele pe zor, soke isto von mangle te cherenle. 
2CO.8.4	Ta molinape amenge te muka i len te pomozin e llenen kai si katar o foro e Devleko. 
2CO.8.5	Von cherde mai but neko so uzdia amen kai ka cheren, soke isto von mai anglal diepe e Gazdake ta mapalal amenge. Gale ezgodaia cherde so o Del mangela lendar. 
2CO.8.6	O Tito saia o lleno kai mai anglal ttodape te chidel maskar e llene te pomozin averen. Goleke manglam letar te llal angle gale radoia. 
2CO.8.7	Tumen sen lache pe suako ezgoda: si tumen iek pachape zuralo ando Del, den orba sukar, llanen but, si tumen but zor te radin averenge, ta tumen volin amen but. Akana morabi te aven e mai lache te pomozin averen pe gaia buchi.
2CO.8.8	Me ni ppenau kai morabi te kanden man. So me mangau si te llanen sar ogola kkanllira ttovenpe te pomozin, ta gia i tumen te sikaven kai tumaro volipe si chachuno. 
2CO.8.9	Tumen llanen kai amaro Gazda o Jesukristo, pala o volipe kai si le pala tumende cherdilo chorro kana vou saia barvalo, ta gia cheres leko chorripe tumen te cherdon barvale.
2CO.8.10	Me ppenau so misliu man katar gaia ezgoda pala tumaro lachipe. O burs kai nakklo tumen sena e llene kai mai anglal dien ta cherdenle veselimaia. 
2CO.8.11	Getosaren so ttoden tumen te cheren, ta cherenle isto e veselimaia kai saia tumen mai anglal, ta suako lleno te del prema so sai del. 
2CO.8.12	Soke te si vareko kai chachimaia mangel te pomozil, o Del lel letar so vou dia soke dia prema so si le. Soke o Del ni mangel so e manuse inai.
2CO.8.13	Me ni ppenau te pomozi averen, a tumen te trubul tumen; e orba si te avel saurren. 
2CO.8.14	Akana kai si tumen but morabi te pomozin golen kai si len cherricha, a sai avelpe kai mai angle len ka avel but ta von ka pomozin tumen, ta gia ka avel saurren. 
2CO.8.15	Gia sar ppenel ando Pisipe: “Gua kai chidia but ni avila le mai but, a gua kai chidia cherricha ni avila le mai cherricha.”
2CO.8.16	Fala e Devleke kai ttoda ando lio e Titoko isto goia briga kai si man cheres tumende. 
2CO.8.17	Ta cherda so ppendem leke soke brigilpe pala tumende, ta akana llal isto vou petar soke mangel te dikkel tumen.
2CO.8.18	Bichalau e Titoia iekke pplale kai sa e kkanllira den leki orba pala o rado gia sukar kai cherda te bariavel e lachi viasta. 
2CO.8.19	Ta i e kkanllira esvirisarde le te llal amenchar te inllara so chidiam, ta gale buchaia da liubao amare Gazda ta sikava kai manga te pomozi. 
2CO.8.20	Goleke ni kamam niko te del orbe bilache amendar pala so amen chidiam. 
2CO.8.21	Goleke ttodam amen te chera o lachipe angla o Gazda ta i angla e manusa.
2CO.8.22	Ta lenchar bichalau tumenge avere pplale kai sikada amenge pe but ezgode kai si chacho ta mangel te pomozil, ta mai but akana kai si le gia bari vera ande tumende. 
2CO.8.23	Katar o Tito sai ppenau kai llal manchar ta e dui radi te sai pomozi tumen. Ta den tumen golli kai ogola dui pplal bichalde len e kkanllira, ta von blagosin e Kristo. 
2CO.8.24	Goleke sikaven lenge kai volin len chachimaia te sai llanen le e kkanllira ta te llanen kai si amen, soke te chera baripe ande tumende.
2CO.9.1	A inai soke te pisiu tumenge ios katar so si te chidiniaol e pplalenge ando pachape, 
2CO.9.2	soke llanau kai tumen mangen te pomozin ta suako drom ppenau e pplalenge kai si ande Masedonia kai tumen kai sen katar e Akalla, cherel burs llive mangen te pomozin, ta sa e pplal katar e Masedonia lie zor tumendar ta i von mangle te pomozin. 
2CO.9.3	Me bichalau tumenge gale pplalen te sai den tumen zor; von ka pomozin tumen te lacharen sukar gaia buchi, ta gia ka dikkol kai saia chachuno baripe kai cherdam ande tumende. 
2CO.9.4	Mislin tumen savo lallao sai nakkaia amen ta i tumen te avena manchar nesave llene katar e Masedonia ta te dikken kai tumen ni chidien niso. 
2CO.9.5	Goleke avila mange sukar te mangau katar gala pplal te llan te dikken tumen mai anglal neko me te pomozin tumen ande gaia buchi, ta von ka ttovenpe tumenchar te chiden, soke tumen dien tumaro alau kai ka cherenle. Ta gia tumen ka sikaven kai den veselimaia ta volimaia ta kai ni cheren le pe zor.
2CO.9.6	Na bristaren tumen katar gava: o lleno kai del cherricha, ka lel cherricha, a o lleno kai del but, ka lel but. 
2CO.9.7	Suako lleno morabi te del so ttoda ande po lio te del, na tristomaia o pe zor, soke o Del volil gole llene kai del veselimaia.
2CO.9.8	O Del sai del tumen but ezgode, gia te sai avel tumen sa so trubul tumen, ta i mai but. Ta gia sai ka pomozin averen. 
2CO.9.9	Soke o Pisipe ppenel gia:
2CO.9.9	“Fulada ta dia but e chorren,
2CO.9.9	ta leko volipe ka achel ostade.”
2CO.9.10	O Del kai del e simicha e llene kai ttovel la ande ppuv, ta kai del o marrno gole kai jal le, ka del tumen sa so trubul tumen ta ka cherel suako drom te avel tumen ios mai but, te sai pomozin averen. 
2CO.9.11	Gia tumen ka aven barvale ande suako ezgoda te sai pomozin, ta kana ka chiden gola love amen ka inllara len, ta gia e pplal ka den fala e Devle. 
2CO.9.12	Soke kana tumen ka pomozin e pplalen ando pachape inai samo te inllara lenge so trubul len, amen galea ka inllara len te den fala ta but fala e Devle. 
2CO.9.13	Gava so tumen cherden kai pomozisarden len, ka sikavel kai tumen pachaien ande lachi viasta e Kristoki ta kai kanden gola alava, goleke von ka blagosin ta ka den liubao e Devle. 
2CO.9.14	Ta i ka molinpe pala tumende volimaia, pala o baro volipe kai o Del sikada tumenge. 
2CO.9.15	¡Fala e Devleke kai dia amen gia baro lachipe kai inai amen alava te sai ppena le!
2CO.10.1	Nesave ppenen kai sem but darano kana sem maskar tumende, a kana sem dur ppenen kai sem but tromano.
2CO.10.2	Goleke moliuman tumenge, kana ka llau te dikkau tumen, na cheren man te avau tromano gole llenenchar kai den amare orbe ta ppenen kai amen chera e ezgode sar cherenlen e llene katar gava sueto. 
2CO.10.3	O chachipe si kai sam manusa, a ni mara amen sar marenpe e llene katar gava sueto. 
2CO.10.4	Amen ni mara amen ni kastenchar ni churienchar sar marelpe o sueto, so si amen te mara amen si e zor e Devleki kai sai ppagel bare zidura. Ta galea amen ppaga e dos kai ttoven pe amende. 
2CO.10.5	Ta i achava gole llenen kai istardon ta kai achaven averen te pinllaren e Devle. Ta suako mislo e manusengo anale kai o Kristo te sai kanden le, 
2CO.10.6	ta ka dukkava sa golen kai ni kanden, ta ka chera gaia ezgoda kana tumen ka kanden chachimaia.
2CO.10.7	Tumen dikken e ezgode prema sar dikkon. A vareko te pachala kai si e Kristoko, morabi te ttovel sama kai i amen sam e Kristoke. 
2CO.10.8	I te cherava mai but baripe ande amaro gazdaripe, ni lallau te ppenau gala ezgode, soke o Gazda o Jesukristo dia amen gava gazdaripe te sai pomozi tumen te pachan mai but ande lete a na te zatri tumen. 
2CO.10.9	Ni kamam te mislin tumen kai mangau te daravau tumen gale lilenchar kai pisiu tumenge. 
2CO.10.10	Soke si nesave llene kai ppenen kai gala lila kai pisiu tumenge si zurale ta silne, ta i ppenen kai kana sem tumenchar ta dau orba sem kovlo, ta kai ni llanau te dau orba sukar, ta kai ni ttoven mange sama kana dau orba. 
2CO.10.11	Gala llene morabi te llanen kai kana ka llau tumende ka avau zuralo isto gia sar sem ande lila kai pisiu tumenge duratar.
2CO.10.12	Soke nikada ni ka ppena kai sam sargo gola llene kai falin isto von pe. Von cheren iek baro dilipe, soke isto pe misloia mangen te llanen ko si mai llanglo iek averetar. 
2CO.10.13	Amen ni ka da orbe lache isto amendar llik so sai cherale. Soke o Del si kai ppenel llik kai sai cherale, ta vou si kai ppenel llik kai resel amaro rado, ta vou mukla amen te resa llik tumende kai sen ando Korinto. 
2CO.10.14	Goleke ni da mai but orbe neko so si te da, soke amen sama gola kai mai anglal inllardam tumenge e lachi viasta e Kristoki. 
2CO.10.15	Ta ni fali amen ande averengo rado kai cherde, soke so amen adurichara si isto gia sar bariol tumaro pachape te bariol i o rado kai chera maskar tumende. 
2CO.10.16	Ta manga te inllara e lachi viasta ios mai dur katar sen tumen, ta ni ka lla kote kai aver ttodepe te radin te na fali amen ande averengo rado. 
2CO.10.17	A vareko te mangela te falilpe, te falilpe ando Gazda.
2CO.10.18	Soke o lleno kai morabi te den le liubao, si gua kai o Del blagosil le, a na gua kai blagosil vou pe.
2CO.11.1	¡Terpin mange akana cherricha dilipe! Sargo te avela, terpin mange. 
2CO.11.2	Soke o volipe kai si man pala tumende avel katar o Del. Goleke tumen morabi te aven angla o Kristo sargo iek chei kai si mangli te zinilpe iekke chavea, a gua chavo si o Kristo. 
2CO.11.3	Si mange iek dar kai sai cheren isto so cherda e Eva kai kojada la o sap pe bizaimaia,
2CO.11.4	Soke tumen kana avel vareko te del tumenge orba katar iek Jesus kai inai isto gua kai amen diam tumenge orba, tumen len le dragostimaia; ta len aver duo kai inai isto gua Duo kai lien, ta len aver lachi viasta kai inai isto goia lachi viasta kai lien, ta drago tumenge gola llene. 
2CO.11.5	Goleke, me ni acharau man mai minono neko gola bare apostolura kai avile mapalal. 
2CO.11.6	Me i te na dava orba but sukar, llanau mai but ezgode neko von; ta gala ezgode kai ppenau sikadamlen tumenge suako drom pe suako ezgoda kai chera.
2CO.11.7	¿Sai avelpe kai cherdem bilachipe kana ppendem tumenge e lachi viasta ta ni manglen te pochinen mange, ta me cherdem man mai minono te sai cherau tumen mai bare? 
2CO.11.8	Liem katar aver kkanllira lenge love te sai radiu tumenge. 
2CO.11.9	Ta kana sema maskar tumende ta trubula man vareso, nikada ni manglem tumendar te pomozin man soke e pplal kai avile katar e Masedonia die man so trubula man; soke ni kamlem te avau iek pparipe tumenge, ta gia ka cheraule suako drom. 
2CO.11.10	Gia sar pachau kai pinllarau o chachipe e Kristoko, isto gia llanau kai niko ni ka lel mandar gaia veselia ande sa e ppuv katar e Akalla. 
2CO.11.11	¿Soke dau orba gia? ¿Sai avelpe kai ni voliu tumen? ¡O Del llanel kai voliu tumen!
2CO.11.12	Goleke me ka cherau so cherau te na dau iek ttan gole llenen kai roden te aven len o baripe kai si amen; 
2CO.11.13	soke von si iek apostolura kojamne ta furiadon sargo apostolura e Kristoke. 
2CO.11.14	Ta gaia ezgoda kai cheren inai chudo, soke isto o Satanas furiadol sargo iek suecho e villeloko; 
2CO.11.15	goleke, gola kai pomozin le mangen te dikkon sargo llene kai cheren o lachipe. ¡Ta lengo son ka avel prema e ezgode kai cheren!
2CO.11.16	Pale ppenau tumenge: niko te na mislilpe kai me sem dilo; a te mislina kai sem dilo, muken man te dau orba sargo iek dilo, ta gia i me te faliu man cherricha, 
2CO.11.17	gia ka dau orbe dile kai e Gazdake inai drago. 
2CO.11.18	¡Goleke, sar si but llene kai falin isto von pe, i me ka cheraule! 
2CO.11.19	Tumen sen but bizai a tertpin dragostimaia e dilenge, 
2CO.11.20	ta terpin gole llenenge kai cheren tumen te aven esluge, kai len tumare ezgode, kai kojaven tumen, kai cheren baripe angla tumende ta kai chalaven tumen ando mui. 
2CO.11.21	I te avela mange lallao te ppenaule, amen sama but kovle tumenchar.
2CO.11.21	A te avile von tromane te falinpe, i me ka cheraule i te avela gaia ezgoda iek dilipe. 
2CO.11.22	Te si von ebreura, i me sem ebreo. Te si von israelitura, i me sem. Te si von katar e vicha e Abraameki, i me sem katar e vicha e Abraameki.
2CO.11.23	Te si von esluge e Kristoke, me semle mai but neko von, i te avava iek dilo kai ppenau gaia orba. Me radisarden mai but neko von, man ppangle mai but droma neko len, man chalade mai but droma e bichoia neko len, ta but droma sema pasa o meripe. 
2CO.11.24	Panch droma e judiura marde man, ta suako drom chalade man tranda ta inia droma e bichoia. 
2CO.11.25	Trin droma marde man e kastenchar, ta iek drom chudie e barrenchar ande mande, ta trin droma achili tala o pai e bari llimia kai llava ande late, ta nakklem iek riat ta iek llive andre ande mora ta maka tasivau. 
2CO.11.26	Pe but riga llelem, nakklem paia ta maka merau, sema maskar e chor ta maka mundaren man, sema maskar e llene katar mi ppuv ta i von maka mundaren man, ta i maskar e llene kai inai judiura. Ta sema pasa o meripe ando foro pe droma ande mora ta i pasa o meripe maskar e llene kai cherenape kai sea pplal. 
2CO.11.27	Radisardem but; nakklem bari patnia; but droma ni sovava; nakklem bok ta i trus ta aver droma ni jalem niso; but droma nakklem patnia cheres o sil ta ni saia man so te ttovau pe ma.
2CO.11.28	Ta cheres gala ezgode ta i aver, suako llive ppariol pe ma e briga katar sa e kkanllira. 
2CO.11.29	A vareko te nasuaol, i me nasuaivau; a te cherena te perel vareka, me joliaivau. 
2CO.11.30	Te si te faliu man ande vareso, ka faliu man ande mo kovlipe. 
2CO.11.31	O Del ta Dad katar amaro Gazda o Jesukristo kai si blagosime ostade, llanel kai ppenau o chachipe. 
2CO.11.32	Kana sema ando Damasko, o baro sudo kai gazdarila ande ppuv katar o charo o Aretas, ttoda boñikura pe udara e foroke, te sai ppanden man; 
2CO.11.33	a sea nesave llene kai fuliarde man ande iek kotaricha katar iek putardipe kai saia po zido e foroko, ta gia naslem katar lenge va.
2CO.12.1	Niso ni mol iekke lleneke te falil vou pe angla aver. A me morabi te ppenau tumenge cheres e ezgode Devlikane kai sikada mange o Gazda. 
