MAT.1.1	Wya ka tva saba mndəra taŋ ma Yesu Kristi zivra Dawuda. Dawuda guli ná, zivra Abraham ya. 
COL.1.19	kabga kurakura Lazglafta ta nzamta dar ma tsatsi. 
COL.1.20	Tsatsi ta kuratá slərɓaptá zughu nda inda skwi nda usa zwaŋani. Ka famtá tsi ta zɗaku matabani nda inda skwiha ta haɗik, nda ya ta luwa nda ma pghuta usa zwaŋani ta udzu.
COL.1.21	Kaghuni ghalya ná, ka mayəm, nda ghuma Lazglafta si nzakwa ghuni, ta tva ndana ghuni, nda ghwaɗaka slna ta magə kuni. 
COL.1.22	Ndana, slərɓapslərɓa Lazglafta ta zughu nda kaghuni, nda ma mtakwa zwaŋani ya ta ghuyaptá ɗaŋwa ma sluʼuvgha. Mantsa ya magata tsi ŋa ghuɓaghunata hezleʼ, ŋa hladaghunaghata ta kəma Lazglafta, kul haɗ sana rutsak, nda ghwaɗaka skwi ta kaghuni. 
COL.1.23	Gɗavawagɗa ma zlghay nda ŋuɗuf, dihavawadiha ma gigɗava kuni. Ma dgaghu kuni ta vgha nda Lfiɗa Gwaɗa. Tida fatá ghəŋa mu, ka lu mnamata. Tsa Lfiɗa Gwaɗa ya ná, ŋa inda mndu ta ghəŋa haɗik ta mna lu. Nana iʼi Pwal na ná, mna tsa Lfiɗa Gwaɗa ya slna ɗa.
COL.1.24	Ndanana, ta rfu yu nda ghuya ɗaŋwa ta ghuyə yu ta ghəŋa kaghuni. Ghuya ɗaŋwa Kristi ma sluʼuvghani ta nzakway ta ghəŋa Igliz ya ta kɗaŋta yu ta ghuyay ma sluʼuvgha ɗa. 
COL.1.25	Ŋa Igliz ta ksanata yu ta slna, manda ya fiɗigha Lazglafta ŋa magaghunata. Fiɗighafa ta tsa slna ya, ŋa mnaghunata vərɗa gwaɗa Lazglafta. 
COL.1.26	Tsa gwaɗa ya ná, ɗifatá gwaɗa ya ta ɗifaghuta daga manda ghalya ya. Ndanana tama, ka zlaganaptá Lazglafta ta mnduhani. 
COL.1.27	Ta kumay ta snaŋta taŋ ta glakwa tsa gadghəlani nda ɗifa ta wuɗaku, ya payana tsi ŋa inda gwal kul nzakway ka la Yahuda ya. Tsa ɗifatá skwi ya ná, Kristi ya ma ŋuɗufa ghuni. Nda ma tsatsi fafta kuni ta ghəŋa nzata kawadaga nda tsi ma glakwa Lazglafta. 
COL.1.28	Tsa Kristi ya ta mnə ŋni ta gwaɗa ta ghəŋani, ka vla hiɗaku ŋa inda mndu, nda tagha skwi nda ɗifil ya laviŋ lu ya, ŋa nuta inda mndu ka mndəra mnduha ma Kristi. 
COL.1.29	Tsaya ta kəl yu ka wuda maga slna nda mbrakwa Kristi, ya ta maga slna nda mbraku ma iʼi ya.
COL.2.1	Ta kumay yu ta snaghunamta kazlay: Nda bla na slna ta magə yu ŋa ghuni, nda ya ŋa gwal ma luwa Lawdikiya
COL.2.2	Ta kumay yu ta nzata taŋ nda hbatá ŋuɗuf, ka nzəvuvusta həŋ ta vgha ma ɗvu, ka ndəghafta həŋ nda vərɗa hiɗaku ŋa snaŋta ɗifatá skwa Lazglafta, ta nzakway ka snaŋtá Kristi ya. 
COL.2.3	Inda gadghəla ɗifil nda ghunizlak ná, ma Yesu Kristi ɗifaghuta həŋ. 
COL.2.4	Kəl yu ka mna tsaya ná, yaha mndu da nanaghunafta nda gwaɗaha ka bətbət. 
COL.2.5	Dər má diʼiŋ yu ma sluʼuvgha nda kaghuni má mndani, kawadaga yu nda kaghuni ma ndana ɗa. Zɗa ŋuɗufa ɗa ka nda sna yu ta dzaʼa inda skwi nda tvani da kaghuni, nda diha zlghay nda ŋuɗufa ghuni ta Kristi kəʼa.
COL.2.6	Zlghafzlgha kuni ta Yesu Kristi ka nzakw tsi ka Mghama ghuni. Ndiʼanavawandiʼa tavatani ndiʼets. 
COL.2.7	Dihavawadiha tida manda dihatá fu ta haɗik nda slrəŋhani ya. Mbranafwa zlghay nda ŋuɗuf manda va ya taghaghunaf lu. Ka rfa kuni ta Lazglafta kahwathwata.
COL.2.8	Ɗaswa ka kuni, da nanaghata mnduha ta kaghuni nda ndana ghəŋa haɗik, ka nda baru ta sabi ma ndana ghəŋa mnduha ta sladafta ta mbrakwa ghəŋa haɗik
COL.2.9	Inda glakwa Lazglafta ná, nzamə ma Kristi. 
COL.2.10	Nda ndiʼa vgha kaghuni guli dardar nda Kristi, tsatsi ta nzakway ka Mghama mbraku ta ghəŋa inda mbrakuha nda gwal ta nzanzanaghata mnduha ya.
COL.2.11	Ma tsatsi mutsafta kaghuni ta tsatá fafaɗ. Nda dzva mnda səla a tsata lu wu, Kristi kaghəŋani ta tsata. Nda nza tsa tsatá fafaɗ ya, manda kliŋta dmaku ta ga mgham ta ghəŋa ghuni ya. 
COL.2.12	Ma magaghunaftá batem fadata lu ta kaghuni kawadaga nda Kristi da kulu, ka sliʼagaptá kuni kawadaga nda tsi guli nda ma zlghafta ghuni ta mbrakwa Lazglafta ta sliʼaganaptá Kristi ma mtaku
COL.2.13	Kaghuni, si nda rwa kuni ta kəma Lazglafta, kabga dmakwa ghuni, nda kwala fafaɗa ghuni kul tsaku guli. Ka vraghunamtá Lazglafta nda hafu kawadaga nda tsi, ka plamatá inda dmakwa mu. 
COL.2.14	Ka hərɗiŋtá tsi ta batá dməŋ ya ta hbutá amu, ta raghwa amu ya. Ka hərɗiŋta tsi ma zləŋafta ta udza zləŋay. 
COL.2.15	Mantsa ya hləgadanaghuta Lazglafta ta mbraku ta ghwaɗaka sulkum ta nzanaghatá mnduha nda ga mgham ta ghəŋa taŋ. Ka pghanaghatá tsi ta hula ta həŋ ta kəma inda mnduha, ma hlaftá həŋ ka vuʼa zatá ghwa zwaŋani ta udza zləŋay.
COL.2.16	Tsaya tama, yaha mndu da kɓa kaghuni ta ghəŋa skwi ŋa zay nda za, nda ya ŋa say nda sa, ka ta ghəŋa sanlaha ma fitika skalu a tsi, nda ya ta ghəŋa nghakwa tili, nda ya ta ghəŋa fitika Sabat
COL.2.17	Inda tsahaya ná, nda nza ka sulkuma skwi dzaʼa sagha nda sa. Vərɗani tama ná, Kristi ya. 
COL.2.18	Yaha kuni zlanaŋtá ghəŋa ghuni ta sanlaha ma mnduha, tsa gwal ta tsəlɓu ta kəma duhwalha Lazglafta ta mna gwaɗa ta ghəŋa mazəmzəmha nghaŋ həŋ manda skwi ma suni ya, da ŋraptá həŋ ta kaghuni. Tsa mnduha ya ná, ndana mnda səla ma ghəŋa taŋ, 
COL.2.19	ndiʼa a vgha taŋ nda Kristi ta nzakway ka ghəŋ ya wa. Əŋkaʼa ka Kristi ta kəl vgha ka baghaku. Tsatsi ta gwayanaftá vla nzugu nda malaha tani ta kəl tsi ka glaku manda ya ta kumə Lazglafta ya.
COL.2.20	Wya mtumta kuni kawadaga nda Kristi, ta haɗ mbrakwa na ghəŋa haɗik
COL.2.21	«Ma kapaŋ ka ta yeya, ma tapana ka ta yeya, ma ksaŋ ka ta yeya,» kəʼa ya na. 
COL.2.22	Haɗ sana skwi ta magata tsa zlahuha ya ksaŋər lu wa. Mnda səla tani ta tsaʼata fatá tsa zlahuha ya ka taghay mantsa ya. 
COL.2.23	Ka nda ghada klafta mndu ta tsa zlahuha ya ka sana skwi ná, ta dzadza ta vghani ka tsəlɓu ŋa tsa mbrakuha ta nzanaghata ya, ka va magayni ta tsa slnaha ya, ka va zlahafta vghani. Kulam nda tsa, haɗ dzaʼa kataŋta ŋa dzatá ghudzaku ma vghani wa.
COL.3.1	Kawadaga nda Kristi sliʼagapta kuni ma mtaku. Zabawazaba tama ta skwiha ya ta luwa, ma vli ya nza Kristi nda ga zeghwa Lazglafta
COL.3.2	Ta luwa ká fatá ghəŋa ghuni, ma nza tsi ta haɗik, 
COL.3.3	kabga mtumta kuni, nda nzula hafa ghuni kawadaga nda Kristi da Lazglafta. 
COL.3.4	Vərɗa hafa ghuni ná, Kristi ya. Baɗu da zlagapər tsi, dzaʼa zlagaku kaghuni guli kawadaga nda tsi. Tekw kaghuni ma glakwani dzaʼazlay.
COL.3.5	Zaɗanawa zaɗa ta ŋa ghəŋa haɗik ma kaghuni ta nzakway ka: Sliʼiŋsliʼiŋ, ghurduɓaku, hliri, haraʼutiri, tsagana, ka guram tsa tsagana ya nda wuya skwi. 
COL.3.6	Ta ghəŋa tsa skwiha ya dzaʼa kəl ɓasa ŋuɗufa Lazglafta ka lanaghatá gwal ta kwalaghuta snanatá gwaɗani. 
COL.3.7	Mantsa ya si nzakwa kaghuni guli si ghalya ma fitika nzakwa ghuni ta ma dmaku.
COL.3.8	Ndanana tama, zlaŋwazla ta inda tsahaya: Daga dugun, ɓasa ŋuɗuf, sidi, yaha razu nda ŋruhu tani sabi ma wa ghuni. 
COL.3.9	Ma tsanava kuni ta gwaɗa ta mndu, kabga sabsa kaghuni suɗek ma halata nzaku, suɗiŋsuɗa kuni ta ghwaɗaka nzaku. 
COL.3.10	Suɗava suɗa kuni ta lfiɗa nzaku, ka nuta kuni ka lfiɗa mndu, ta naku ka lfiɗ ka lfiɗ vgha ghuni ka gra vgha nda mndu ta tsafta
COL.3.11	Ndanana tama, ta haɗ mnay kazlay: La Grek yehaya, la Yahuda yehaya, gwal nda tsa fafaɗa taŋ yehaya, gwal kul tsaku fafaɗa taŋ yehaya, gwal ma mtak yehaya, gwal kul gunaku ghəŋa taŋ yehaya, la vuʼa yeya, gwal falauʼ vgha taŋ yehaya ya kəʼa wa. Mamu Kristi ta nzakway ka hɗatani ma inda taŋ.
COL.3.12	Mantsa ya tama, Lazglafta ta psapta kaghuni ŋa nzakwa ghuni ka mnduhani, ta ɗvay ta kaghuni. Kaghuni guli, nzawanza nda tawa hiɗahiɗa ta mndu, nda zɗaku, nda hanata ghəŋ, nda nzakw leɓtekwa, nda ksanata ŋuɗuf. 
COL.3.13	Katuvuswa vgha, pluvuswa dmaku ka mamu skwi gana sani ta sani. Manda va ya plighunis
COL.3.14	Ya ta malapta katək ná, ɗvuvusta ghuni ta vgha ghuni. Tsa ɗvuvustá vgha ya ta nzakway ka tɓaŋ ta ŋərzlaghunata. 
COL.3.15	Ka pgha zɗakwa Kristi ta ŋuɗufa ghuni. Guyaghuna guya Lazglafta ka vgha turtuk ŋa nzakwa ghuni ma tsa zɗaku ya. Rfawarfa. 
COL.3.16	Ka nzamnza gwaɗa Kristi mataba ghuni gerger. Mnuvuswa mna ta gwaɗa mataba ghuni, vluvuswavla ta hiɗaku sani ŋa sani nda kɗavakta hiɗaku. Fawa laha ŋa Lazglafta ma hyahya ŋuɗufa ghuni nda rfu, ka zləzlva kuni, ka ghuba kuni nda inda laha ta vlaghunata Sulkum
COL.3.17	Dər nahgani ta magə kuni, dər nahgani ta mnə kuni, magawamaga ma hga Mghama mu Yesu, ka rfa kuni ta Lazglafta Da mu nda ma tsatsi.
COL.3.18	Miʼaha, hanaganawa hana ta ghəŋa ghuni mista zəʼalha ghuni manda ya ta raku ka magay ta kəma Mgham Yesu.
COL.3.19	Zgwana, ɗvuwaɗva ta miʼa ghuni. Ma ŋruhə kuni ta həŋ.
COL.3.20	Zwani, snawa gwaɗa da dadaha ghuni ma inda skwi demdem. Tsaya skwi ta zɗəganatá Mgham Yesu.
COL.3.21	Dadaha, ma ganaf kuni ta ɓasa ŋuɗuf ta zwana ghuni, da kulistá ghəŋa taŋ.
COL.3.22	Kwalvaha, snawa gwaɗa ma inda skwi da daŋahəga ghuni ta na ghəŋa haɗik na. Ta wa ira taŋ yeya a dzaʼa maga kuni ta skwi ɗina manda skwi ŋa zɗəganata ghuni ta həŋ wa. Magawamaga ŋa taŋ nda vərɗa ŋuɗufa ghuni, kabga zləŋafta ghuni ta Mgham Yesu. 
COL.3.23	Inda skwi ta magə kuni ná, magawamaga nda vərɗa ŋuɗufa ghuni manda skwi ta magə kuni ŋa Mgham Yesu, nza a ka ŋa mnduha wa. 
COL.3.24	Ɗina ka snaŋta ghuni kazlay: Dzaʼa plaghunapla Mgham Yesu nda skwi ya payana tsi ta mnduhani
COL.3.25	Mndu ta maga ghwaɗaka skwi ná, va tsa ghwaɗakani ya ŋani dzaʼa mutsay, kabga haɗ Lazglafta ta gala mndu nda gala
COL.4.1	Kaghuni daŋahəgaha, ŋanawaŋa ta kwalvaha ghuni ta tɗukwani nda rakwani. Ɗina ka snaŋta ghuni guli kazlay: Mamu daŋahəga kaghuni guli ta luwa kəʼa.
COL.4.2	Gəɗawa gɗa ta maga duʼa, mantsa ya dzaʼa kəl kuni ka nzata hzleŋa nda rfanaghatá Lazglafta. 
COL.4.3	Magawa duʼa guli ta ghəŋa aŋni, kada gunaŋnaŋta Lazglafta ta watgha ŋa mnanaŋta gwaɗani ta mnduha, mnanaŋha ŋni ta ɗifata skwa Kristi guli ta həŋ. Tsa vəl magay ɗa ta ɗifata skwa Kristi ya kəl lu ka hbamtá iʼi. 
COL.4.4	Magawa duʼa ta ghəŋa ɗa ŋa laviŋta ɗa ta mnaŋta gwaɗa ta ghəŋani dardar manda ya ta raku.
COL.4.5	Nzawanza nda ɗifil tavata gwal kul zlghafta Kristi. Dər yawu mutsafta kuni ta katsaftá maga ŋərma skwi ya, ma zlidiŋ kuni ta tsa fitik ya. 
COL.4.6	Ma gwaɗa ta gwaɗə kuni, gwaɗa tɗukwa katsi sabi ma wubisima ghuni, hmətət ka tsi nzata. Nda tvani ka kuni zlghawi ŋa mndu.
COL.4.7	Tisik
COL.4.8	Ta ghunadapghuna yu paɗak da kaghuni ŋa snaŋta ghuni ta nzakwa ŋni, ŋa vlaghunatani ta mbraku guli. 
COL.4.9	Kawadaga həŋ ta labə da kaghuni nda Unesima
COL.4.10	Ta ga zgu Aristarkus
COL.4.11	Ta ga zgu Yustus, ta hgə lu ka Yestus ya ŋa ghuni guli. Tsa hahəŋ yeya la Yahuda ta ksa slna ga mgham Lazglafta kawadaga nda iʼi hadna. Ndaɗa a ksiɗimta həŋ ta ŋuɗuf wa.
COL.4.12	Ta ga zgu Ipafras
COL.4.13	Nda ngha yu ka ghəŋa ɗa kəʼa ta va ŋavata ka ksa slna ta ghəŋa kaghuni, nda ya ta ghəŋa gwal ma luwa Lawdikiya, nda luwa Hiyerapulis. 
COL.4.14	Ta ga zgu Lukwa
COL.4.15	Ka ganaghata kuni ta zgu ta zwanama ta nzakway ma luwa Lawdikiya, nda Nimfa, nda Igliz ta guyavata ga taŋ ya. 
COL.4.16	Manda kɗiŋta ghuni ta dzaŋafta na ɗelewer na ná, ka tsghanafta kuni ta Igliz ma luwa Lawdikiya ŋa dzaŋafta hahəŋ guli. Ŋa dzaŋafta kaghuni guli ta ya dzaʼa tsghəgaghunapta gwal ma luwa Lawdikiya. 
COL.4.17	Mnanawamna ta Artipus
COL.4.18	Nda dzva ɗa vindaghunafta yu kazlay: Ta ga zgu iʼi Pwal ŋa ghuni kəʼa. Havapwahava ta hbatá iʼi ma gamak. Ka nza zɗakatahuɗi nda kaghuni!
1TH.1.1	Iʼi Pwal ta vindaghunafta, kawadaga ŋni nda i Silas nda Timute, ŋa kaghuni Igliz, mnduha Lazglafta Da nda Mgham Yesu Kristi ma luwa Tesalunik. Ka vlaghunavla Lazglafta ta zɗakatahuɗi, nda zɗakwani.
1TH.1.2	Ta gɗagɗa ŋni ta rfa Lazglafta ta ghəŋa kaghuni demdem. Ta kulay ŋni ta kaghuni ma duʼa ŋni. 
1TH.1.3	Ta gɗagɗa ŋni guli ta havakta ta kəma Lazglafta Da ŋni ta slna zlghay nda ŋuɗufa ghuni, nda yifatá slna ta magə kuni, kabga ɗvafta ya ɗvaf kuni nda dihata fatá ghəŋa ghuni ta Mgham Yesu Kristi. 
1TH.1.4	Zwanama ɗa, nda sna mu kazlay: Ɗvuɗva Lazglafta ta kaghuni ka zbaftá tsi ta kaghuni ŋa nzakway ka ŋani kəʼa. 
1TH.1.5	Ma mnaghunata ŋni ta Lfiɗa Gwaɗa ná, gwaɗa nda wubisim kweŋkweŋ yeya a mnaghuna ŋni wu, nda mbrakwa Sulkum nda ghuɓa guli mnaghunata ŋni. Nda sna aŋni kazlay: Vərɗa gwaɗa tsa gwaɗa ta gwaɗə ŋni ya kəʼa. Nda sna kaghuni ka aŋni nzakwagaptá nzaku da kaghuni ŋa kata kaghuni. 
1TH.1.6	Kaghuni, ksafksa kaghuni ta saɗa ŋni, nda ŋa Mgham Yesu. Dər má ta ghuya ɗaŋwa kuni katakata, tsuʼaftsuʼa kuni ta gwaɗani nda rfu ma mbrakwa Sulkum nda ghuɓa
1TH.1.7	Mantsa ya maranaŋta kuni ta ŋərmata nzakwa ghuni ta mnduha Lazglafta ta haɗika Mekaduniya nda ya ta haɗika Akaya. 
1TH.1.8	Əŋkaʼa ka kaghuni kəl ndəghatá mnduha ka snaŋtá gwaɗa Mgham Yesu ma inda vli. Ta haɗika Mekaduniya nda Akaya yeya a kuraghuta tsi wu, snanaghasna ta mnduha dər ndigandiga ká kuni zlghaftá Lazglafta. Haɗ gwaɗa ŋa mnəgəlta ŋni ŋa taŋ ta ghəŋa ghuni wa. 
1TH.1.9	Nda wa taŋ ta rusa mnduha ŋa ŋni, ká kuni tsuʼaftá aŋni ma lagha ŋni da kaghuni, nda ya ká kuni zlaŋtá skwa wuyay ka mbəɗavata tsəlɓu ta kəma vərɗa Lazglafta ya ta vla hafu, 
1TH.1.10	ŋa kzla zwaŋani Yesu, ta saha ta luwa. Tsa zwaŋani sliʼaganap Lazglafta ma mtaku, ta klaptá amu ma guma Lazglafta ta sagha ya.
1TH.2.1	Zwanama ɗa, nda sna kaghuni kazlay: Nza a tsa lagha lagha ŋni da kaghuni ya ka bətbət wu kəʼa. 
1TH.2.2	Nda sna kaghuni guli ka ŋni ghuyə ta ɗaŋwa ma luwa Filipiya, nda ya ká həŋ razaŋnata. Ama ka taftá ŋni ta us tiri nda mbrakwa Lazglafta ka mnaghunatá Lfiɗa Gwaɗa ta sagha da Lazglafta mataba ndəghata ghuya ɗaŋwa. 
1TH.2.3	Gwaɗa ya mnə ŋni ná, haɗ tsakalawi mida wu, haɗ nənɓa kaghuni mida wu, haɗ bara kaghuni mida guli wa. 
1TH.2.4	Katək ná, manda va ya klaf Lazglafta ta aŋni kazlay: Nda ra kuni ka mna Lfiɗa Gwaɗa kəʼa ka vlaŋnata ya, manda va tsaya ta mna aŋni. Mna a aŋni ŋa zɗanaftá ŋuɗuf ta mnduha wu, ŋa zɗanaftá ŋuɗuf ta Lazglafta ta mna aŋni. Nda sna tsatsi ta skwi ma ŋuɗufa mu. 
1TH.2.5	Nda sna kaghuni kazlay: Ta walaŋ a aŋni ta hihiŋaŋtá hihiŋaku da mndu wu kəʼa. Haɗ gwaɗa ŋa hahatá mndu gwaɗa ŋni wa. Nda sna Lazglafta kazlay: Mantsa ya nzakwani kəʼa. 
1TH.2.6	Ŋəvaŋ a aŋni ta rfaŋnaghata mnduha, dər kaghuni, dər sanlaha ma mnduha wa. 
1TH.2.7	Dər má dzaʼa maray ŋni ta glakwa nzakwa ŋni ka ghunata mnda Kristi mndani ná, maraŋ a aŋni wa. Katək ná, leɓtekw hanaganata ŋni ta ghəŋa ŋni manda ya ta nghə marakw
1TH.2.8	Ma tsa fatá ghəŋa ŋni ŋaghuni ya ná, mnaghunatá Lfiɗa Gwaɗa ta sabi da Lazglafta kweŋkweŋ yeya a mnaghuna ŋni wa. Kumaŋkuma ŋni ta vlaghunata nda hafa ŋni tani, kabga lamla kuni da ŋuɗufa ŋni kahwathwata. 
1TH.2.9	Zwanama ɗa, ta havakhava kuni ta datá vgha ŋni ka maga slna da kaghuni. Si ta ksay ŋni ta slna nda rviɗik tani, nda fitik tani, kada kwala ŋni da ghuyanaptá ɗaŋwa ta dər wati mataba ghuni, nda skwi ŋa zay ŋni ta mnə ŋni ta Lfiɗa Gwaɗa ta sagha da Lazglafta ŋa ghuni.
1TH.2.10	Nda sna kaghuni kazlay: Nda nza kaghuni ka masləmtsəka ŋni kəʼa. Mantsa ya nzakwani da Lazglafta guli. Ka ŋərma mnduha nzata ŋni da kaghuni, ka mnduha Lazglafta, ka gwal tɗukwa nzakwa ŋni, haɗ sana skwi ŋa tsaŋnavata wa. 
1TH.2.11	Nda sna kaghuni guli kazlay: Manda nzatá nzakwa i da nda zwanani ya nzata ŋni nda inda kaghuni, 
1TH.2.12	ka vla hiɗaku nda mbraku ŋa ghuni. Vlaghunavla ŋni ta hiɗaku, ŋa nzay ghuni ta nzaku manda ya ta kumə Lazglafta ya ta hgaftá kaghuni ŋa lama ghuni da ga Mghamani nda glakwani ya.
1TH.2.13	Ta gɗagɗa ŋni ta rfa Lazglafta guli, kabga ma fitika mnaghunata ŋni ta gwaɗa Lazglafta ná, tsuʼaftsuʼa kuni, ka zlghafta manda va gwaɗa gwaɗagap Lazglafta, manda ya gwaɗagap mnduha a wa. Manda va tsaya nzakwani kahwathwata, sagha da Lazglafta tsa gwaɗa ya, ka ksə tsi ta slna ma kaghuni ta zlghafta ya. 
1TH.2.14	Zwanama ɗa, nuna kaghuni manda Igliza Lazglafta ta nzakway ma Yesu Kristi ta haɗika Zudiya
1TH.2.15	Tsa la Yahuda ya ta pslatá la anabi, ka dzatá həŋ ta Mgham Yesu, ka limistá həŋ ka giri
1TH.2.16	Ta kumay həŋ ta pyaftá aŋni ta mna gwaɗa Lazglafta ŋa gwal kul nzakway ka la Yahuda, yaha həŋ da mbafta. Ndanana, hɗanamhɗa həŋ ta dmakwa taŋ, ka kɗavakta tsi nda ɓasafta Lazglafta ta ŋuɗuf ta ghəŋa taŋ
1TH.2.17	Aŋni zwana ma, tahula dgata mu ta vgha labla fitik mida, kuma mu yeya kul guyafta. Nziya nza tsi ná, kawadaga mu ma ŋuɗuf. Ta ksaŋnaksa mamaya ghuni katakata. Ta kumay ŋni ta nghaghunaghata. 
1TH.2.18	Mantsa ya ná, kumafkuma ŋni ta vradaghata da kaghuni. Nda kɗa fitika iʼi Pwal ka ghəŋa ɗa ta fatá fitikani, ama ka pyaftá halaway ta aŋni. 
1TH.2.19	Ta wa fatá ghəŋa ŋni, nda haratá ghəŋa ŋni, nda ghərɓa zewazewa glaku dzaʼa ŋni mutsay baɗu fitik dzaʼa sagha Mgham Yesu Kristi ya katək na? Ta kaghuni ya a katək tsa wa? 
1TH.2.20	Manda va tsaya nzakwani, kaghuni glakwa ŋni, kaghuni haratá ghəŋa ŋni.
1TH.3.1	Sana skwi guli ná, ma trapta ŋni ta kzlay, mal nzaghu mu hadna ma luwa Atina
1TH.3.2	ka ghunadapta da kaghuni ta Timute ta nzakway ka zwaŋama ŋni, ta ksa slna Lazglafta ya guli. Kawadaga ŋni nda tsi ta mna Lfiɗa Gwaɗa ta ghəŋa Yesu Kristi. Ghunadap ghuna ŋni da kaghuni ŋa sgaghunaghatá mbraku, ŋa dihavata ghuni ma zlghay nda ŋuɗuf, 
1TH.3.3	kada kwala ŋuɗufa dər wa da tɗu ma na ghuya ɗaŋwa ndanana, kabga nda sna kaghuni kazlay: Favamafa Lazglafta ta tsaya kəʼa. 
1TH.3.4	Ma fitika nzakwa ŋni da kaghuni ná, ghadaghada ŋni ta mnaghunata kazlay: Dzaʼa mamu ghuya ɗaŋwa katakata kəʼa. Tsaya tama ta slaku manda va ya snaŋ kuni. 
1TH.3.5	Ma trapta ɗa ta hbanatá ŋuɗufa ɗa, kəl yu ka ghunadaptá Timute da kaghuni, ŋa snaŋtá nzakwa zlghay nda ŋuɗufa ghuni. Ta zləŋay yu ta baraghata halaway ta kaghuni, da nzatá tsa slna maga ŋni ya ka bətbət.
1TH.3.6	Ndanana tama, sliʼafsliʼa Timute da kaghuni
1TH.3.7	Tsaya tama zwanama, lɓaŋnalɓa zlghay nda ŋuɗufa ghuni ta ŋuɗuf, ma tsa ghuyata ɗaŋwa ŋni ɓasu ŋni ya. 
1TH.3.8	Ndanana tama ná, ta hafu ŋni, kabga dihatá vgha ghuni ma ndiʼatá vgha ghuni ta Mgham Yesu. 
1TH.3.9	Ndaw dzaʼa rfa ŋni ta Lazglafta ŋni ta ghəŋa kaghuni ma na zɗaŋnafta zɗaŋnaf kuni ta ŋuɗuf ta kəmani na? 
1TH.3.10	Nda rviɗikani tani, nda fitikani tani ŋni ta ndiʼata ka maga duʼa da tsi, ŋa vlaŋnatani ta tvi, ŋa lagha ŋni da nghaghunaghata, nda ya ŋa kɗighunistá skwi ya ta pɗaghuta ma zlghay nda ŋuɗufa ghuni.
1TH.3.11	Má ka ɓhadaŋnaghaɓha Lazglafta tsatsi ka ghəŋani ta nzakway ka Da mu, nda Mghama mu Yesu, da kaghuni. 
1TH.3.12	Kaghuni ya guli, má ka sgaghunagha sga Mgham Yesu ta tsa ɗvu mataba ghuni ya, nda ya ta magə kuni ŋa inda sanlaha ma mnduha ya guli, ka nzakwa tsi manda va ya ta ɗvu aŋni ta kaghuni ya. 
1TH.3.13	Má ka sladanafslada Lazglafta ta ŋuɗufa ghuni ŋa nzakwa ghuni nda ghuɓa kul haɗ gwaɗa ta ghəŋa ghuni ta kəma Lazglafta Da mu, baɗu sagha dzaʼa sagha Mghama mu Yesu Kristi kawadaga nda inda duhwalhani ya.
1TH.4.1	Zwanama ɗa, nu skwi ta pɗaku ŋa mnay, ya nda ghada taghaghunafta ŋni ka kuni da magay ŋa zɗəganatá Lazglafta. Ya manda va tsaya ta nzakwa kuni ta tsa nzaku na. Ta ndəɓa ghuna ndəɓa ŋni ta dzvu katakata, ta vlaghunavla ŋni ta hiɗaku manda va tsaya. Ma hga Mghama mu Yesu Kristi, ka kɗaŋta kuni ta dzaʼa ta kəma ta kəma. 
1TH.4.2	Nda sna kuni ta nzaku ya taghaghunaf ŋni nda ma mbrakwa Mghama mu Yesu. 
1TH.4.3	Skwi ya kumə Lazglafta ná, nzata ghuni hezleʼ a ta kəmani kul haɗ hliri. 
1TH.4.4	Snaŋta dər wa ta nzaku nda markwa taŋ, ka vlaŋtá glaku manda ya ta kumə Lazglafta, 
1TH.4.5	ŋa ghudzaku tida manda ŋa gwal kul snaŋta Lazglafta ya a guli wa. 
1TH.4.6	Ma tsa skwiha ya tama ná, ma tsaghu sani ta sani ka nənɓapta, kabga dzaʼa ghuzlanap ghuzla Lazglafta tiri ta gwal ta maga mndərga tsaya, manda ya ghada ŋni ta mnuta ya. 
1TH.4.7	Hgaf a Lazglafta ta amu ŋa maga sliʼiŋsliʼiŋ wa. Hgaf ŋa nzata mu hezleʼ a ta amu. 
1TH.4.8	Tsaya tama, ka va a yu ta tsa gwaɗa ya wu ka mndu katsi, mndu a vziŋ tsi wu, Lazglafta ta vlaghunatá Sulkumani nda ghuɓa ya vziŋ tsi.
1TH.4.9	Ta ghəŋa ɗvuvusta ghuni ta ghəŋa ghuni ná, ta dzaʼa vindaghunafta nda vinda a lu wu, kabga ghadaghada Lazglafta ka ghəŋani ta taghaghunafta. 
1TH.4.10	Tsaya skwi ta magə kuni ŋa inda
1TH.4.11	Ŋavawaŋa ka nzata kuni nda zɗaku, ma tsatsafaku kuni ta tsatsafaku, magawamaga ta slna nda dzva ghuni ŋa kata ghəŋa ghuni, manda ya ghada ŋni ta mnaghunata ya. 
1TH.4.12	Ka mantsa ka kuni magay katsi, dzaʼa vlay gwal ta kul zlghafta ta glaku ŋa ghuni, haɗ kuni dzaʼa slaslamaku guli wa.
1TH.4.13	Zwanama ɗa, ta kumay yu ta snaŋta ghuni ta skwi ta ghəŋa gwal nda rwa, da nzatá kuni sasuʼanaka manda gwal ta kul faftá ghəŋa taŋ ta Yesu. 
