MAT.1.1	Hiyana nan lestaan nan kaap-uwan Jesu Cristo ay kianak David, ya hi David at kianak Abraham. 
1JN.5.12	Nan taku ay mawawacha as nan Anak Apo Dios at wacha kan hiya nan nauy fiyag ay maid patingkiana. Ngem nan taku ay achi pay laing mawawacha as nan Anak Apo Dios at maid kan hiya nan nauy fiyag.
1JN.5.13	Isuratku na kan chakayu ay omafurot as nan Anak Apo Dios ta maammuwanyu ay wacha kan chakayu nan fiyag ay maid patingkiana. 
1JN.5.14	Wachay turud takú as nan sangwanan Apo Dios, tay ammu takú ay mu ngachana nan chawatun takú ay maiyunud as nan laychuna at chungruna chitaku. 
1JN.5.15	Mu ammu takú ay chungruna chitaku as nan uray ngachana ay chawatun takú kan hiya, ammu takú ay ichatna kan chitaku nan chinawat takú kan hiya.
1JN.5.16	Mu wachay mangila as ifiana ay cha fumasor as fiasor ay achi ometoróng as nan utúy ay maid patingkiana, masapor ekararakianyu hiya ta pakawanun Apo Dios. Mu hiyasa, ichatna nan fiyag ay maid patingkiana kan hiya. Maekaman na yangkiay as nan chiyuycha tataku ay nan fiasfiasorcha at achi ometoróng as nan utúy. Ngem wacha us nan fiasor ay ometoróng as nan utúy, ya achek kanan un ekararakianyu nan chiyuycha mangekaman as assesa.
1JN.5.17	Am-in ay achi ustu ay ekamkaman at fiasor, ngem wacha nan fiasor ay achi ometoróng as nan utúy ay maid patingkiana.
1JN.5.18	Ammu takú ay nan ngachana ay naifilang as anak Apo Dios at achina iturturuy ay fumasfiasor, tay nan Anak Apo Dios at ay-aywanana hiya, ya nan Mangotettet ay hi Satanas at achina poros mafialin ay ekaman chi mangisiw kan hiya.
1JN.5.19	Ammu takú ay an-ak chitaku kan Apo Dios, ya nan am-in ay achi omaafurot asna's luta at wachacha as nan pannakafialin Satanas.
1JN.5.20	Ammu takú us ay enmali at nan Anak Apo Dios, ya ichatnay pannakaawat kan chitaku ta maammuwan takú ay hiya nan tit-iwa. Nawawacha takú kan hiya ay tit-iwa, tay nawawacha takú as nan Anakna ay hi Jesu Cristo. Hi tona nan tit-iwa ay Apo Dios ya kurpuwan chi fiyag ay maid patingkiana.
1JN.5.21	An-akku, achawwiyanyu nan didiosen.
2JN.1.1	Ha-un hi Juan ay usa ay am-ama as nan chiyuycha omaafurot. Nauy nan suratku kan he-a ay ena ay pinilen Apo Dios ya as nan an-akmu. Tit-iwa nan layadku kan chakayu ay hen-enen-a. Fiakun yangkiay ha-un nan manglaylayad kan chakayu, ngem am-in nan nangammu as nan tit-iwa ay sursuru. 
2JN.1.2	O, laylaychunmi chakayu kiapú ta nan nauy tit-iwa ay sursuru at mawawacha kan chitaku ya maid poros mangaan kan chitaku in-inkiana.
2JN.1.3	Sapay koma ta mawawacha kan chitaku nan grasya, sug-ang ya natalna ay numnum ay murpu kan Dios Ama ya kan Jesu Cristo ay Anakna. Mawawacha koma chaná kan chitaku mu iturturuy takú ay mangun-unud as nan tit-iwa ay sursuru ya mu iturturuy takú ay munlelennayad.
2JN.1.4	Ongor chi lagsakku as nan nangammuwak ay cha un-unuchun nan tapen nan an-akmu nan tit-iwa ay sursuru ay kaman as nan infilin Dios Ama kan chitaku. 
2JN.1.5	Ad wani, nauy nan chawatok kan he-a ay ena: Munlelennayad takú. Fiakun fiarú ay filin nan nauy chak isurat kan he-a, ngem kun at wacha kan chitaku as nan laplapon nan enmafurotan takú. 
2JN.1.6	Nauy nan laychun ay kanan nan layad: Masapor unuchun takú nan maiyunud as nan filfilin Apo Dios. Nan filin ay chinngoryu as nan laplapuna at masapor munlelennayad takú.
2JN.1.7	Epanumnumku na kan chakayu, tay ongorcha nan omaallilaw ay naiwaras asna's luta. Chatona nan tataku ay achi poros mamigfig as nan enmaliyan Jesu Cristo as nan nunfialinana as taku. Nan assesena ay tataku at omaallilaw ya kafusor Cristo.
2JN.1.8	Il-ilaunyu ta achi mamaid nan inidnuwanmi kan chakayu, ngem kunyu at koma maawat nan gun-gunayu ay maid kurangna.
2JN.1.9	Nan ngachana ay achi mangiturturuy ay mangunud as nan insursuron Cristo ya sorsorokana at maid hi Apo Dios kan hiya. Ngem nan ngachana ay mangiturturuy ay mangunud as nan insursuron Cristo at mawawacha kan hiya hi Dios Ama ya nan Anakna ay hi Jesu Cristo. 
2JN.1.10	Isunga mu ngachana nan omali ay achi mangisuru as nan nauy ay sursuru kan chakayu, achiyu paspaskopun as afongyu winnu pakpakomostaun. 
2JN.1.11	Tay nan taku ay mangpakomosta kan hiya at cha maetapi as nan mangotettet ay chana at-atun.
2JN.1.12	Uray mu ongor pay chi laychok ay ifiakia kan chakayu, achek ud-ay etapi as nan nauy ay surat. Ngem kunak at koma makaali ay mangfisita ya maketakiatfor kan chakayu ta kaskasin takú naragsak.
2JN.1.13	Nan an-ak nan ifiam ay fiafiai ay pinilen Apo Dios at cha chakayu pakomostaun.
3JN.1.1	Ha-un hi Juan ay usa ay am-ama as nan chiyuycha omaafurot.
3JN.1.1	Nauy nan suratku kan he-a, Gayo ay tit-iwa ay laylaychok.
3JN.1.2	He-a ay laylaychok, sapay koma ta ammay nan fiyagmu hesa ya napigsa koma nan achormu ay kaman as nan kenapigsan nan pammatem. 
3JN.1.3	Ongor paat chi lagsakku as nan inumchanan nan tapen nan iib-a takú hena ya as nan nangifiag-ancha ay inturturuymu ay mangunud as nan tit-iwa ay sursuru ay kaman challu as nan cham at-atun. 
3JN.1.4	Maid tukún as kaskasin mangepalagsak kan ha-un mu achi kiapú as nan nauy nanngorak ay nan an-akku at chacha un-unuchun nan tit-iwa ay sursuru.
3JN.1.5	He-a ay laylaychok, matalekka as nan cham at-atun ay fumadfiachang as nan iib-a takú ay omaafurot, kaskasin as nan chiyuycha kaili ay achi am-ammu. 
3JN.1.6	Infiakiacha as nan iglesia nan maepangkep as nan layadmu kan chicha. Fiadngam man paat chicha as nan kasaporancha as nan mangituruyancha ay munfiaat. O, atum sa ay maiyunud as nan malaylaychanan Apo Dios. 
3JN.1.7	Tay as nan nak-akancha ay mangekaskasaba as nan maepangkep kan Cristo at maid enawatcha as fiachang ay nurpu as nan chiyuycha achi omaafurot. 
3JN.1.8	Isunga chitaku ay omaafurot nan masapor mangfiachang as nan assesesa ay tataku ta maetapi takú kan chicha ay mangepakaammu as nan tit-iwa ay sursuru.
3JN.1.9	Nunsuratak as nan iglesia hesa, ngem hi Diotrefes ay munlarayad ay munfialin as mangepangpanguru kan chicha at achina figfikun nan kalibfengan takú. 
3JN.1.10	Isunga as nan omaliyak hesa, pafoknakoktu nan am-in ay chana at-atun ay hiyasa nan mangepabpafiasorana kan chitaku as mangotettet. Achi pay laing mapnek as nan hana, tay achina laychun ay mangiliyun nan iib-a takú. Pas-iwuna pay nan chiyuycha mang-awat as nan chiyuycha manglayad ay mangmangili kan chicha, ya pak-akuna chicha as nan iglesia.
3JN.1.11	He-a ay laylaychok, achim turturachun nan mangotettet mu achi yangkiay nan ammay. Nan mangekamkaman as ammay at anak Apo Dios. Ngem nan mangekamkaman as mangotettet at achina am-ammu hi Apo Dios.
3JN.1.12	Mu maepangkep kan Demetrio, ammay nan kaap-apatana as nan am-in ay tataku. Nan panagfiyagna at paneknekana ay chana un-unuchun nan tit-iwa ay sursuru. Uray chakami at paneknekanmi us nan maepangkep kan hiya, ya ammom met ay tit-iwa nan pammaneknekmi.
3JN.1.13	Ongor pay nan laychok ay ifiakia kan he-a, ngem achek ud-ay isurat hena. 
3JN.1.14	Sapay koma ta achi mafiayag at mun-innilata, at kunta munsasakiang ay muntakiatfor.
3JN.1.15	Sapay koma ta mawawacha kan he-a nan natalna ay numnum. Nan am-in ay kiakiayyummu hena at chachaka pakomostaun. Hin-us-aum pay ay mangepakomosta as nan chiyuycha kiakiayyum takú hesa.
JUD.1.1	Ha-un hi Judas ay munserserfi kan Jesu Cristo ya enauchen Santiago.
JUD.1.1	Nauy nan suratku ay para as nan chiyuycha enayakian Dios Ama ay laylaychuna ya ay-aywanana inkiana as nan kasintu omaliyan Jesu Cristo. 
JUD.1.2	Sapay koma ta omongoongor kan chakayu nan sug-ang, natalna ay numnum ya layad Apo Dios.
JUD.1.3	Iib-a ay laylaychok, enpapatek paat ay nunsurat kan chakayu maepangkep as nan mapapchong ay kaesarakanan takú. Ngem ad wani, naleknak ay masapor munsuratak ay manukun kan chakayu ta komakud kayu ay mangepapigsa as pammati ay namingpingsan ay entalek Apo Dios kan chitaku ay tatakuna. 
JUD.1.4	Tay nan tapen nan chiyuycha achi nadiosan ay tataku ay achi tit-iwa ay mun-isursuru at naetatapicha kan chakayu ay achiyu ammu. Chicha nan naepadtu challu ad pus-uy ay machusantu ay hiyasa nan naisurat as nan Kalen Apo Dios. Nan chacha at-atun at chacha fiarfialinsuwekun nan tit-iwa ay maepangkep as nan grasyan Apo Dios ta mangepapasancha as nan assi ay lachokcha. Achiyuncha us hi Jesu Cristo ay us-usa yangkiay ay Amo ya Apo takú.
JUD.1.5	Uray mu aammuyu chaná am-in, laychok challu ay mangepanumnum kan chakayu ay ensarakan Apo Dios nan chiyuycha kianak Israel as nan nangepanguwana kan chicha ay nak-ak ad Egipto, ngem kun pay naaw-awni, penatuyna nan chiyuycha chaan enmafurot kan hiya.
JUD.1.6	Numnumunyu nan chiyuycha angheles ay chaan napnek as nan kasasaadcha ay enkeddeng Apo Dios, ngem kuncha at tenaynan nan ustu ay kawad-ancha ad chaya. Isunga enpakor-ong Apo Dios chicha in-inkiana, ya enpaifiarudna chicha as nan kawad-an chi ngongot inkiana as nan umchanan nan amud ay urkiw ay mun-okomana.
JUD.1.7	Numnumunyu us nan enommat henan chiyuycha siyudad ay Sodoma ya Gomorra ad pus-uy, ya nan chiyuycha siyudad henan sag-uncha. Tay nan chiyuycha inmiili hid-i at enpapascha nan fiakun kiakiangay ay lachok ay kaman as nan enat nan chiyuycha angheles.
JUD.1.8	Kaman us challu as nan nauycha achi tit-iwa ay mun-isursuru. Kiapú as nan chiyuycha iitawcha ay epangpangascha ay kanancha un nurpu kan Apo Dios, fumasorcha as nan mismu ay achorcha ay mangekamkaman as assi. Achiyuncha nan chiyuycha wachay kalibfengancha, ya ekaliyancha as maifusor nan machaychayaw ay angheles. 
JUD.1.9	Ngem uray hi Miguel ay kangatuwan ay anghel at chaana enkalkaliyan hi Satanas as maifusor kan hiya as nan nakisumaana kan hiya maepangkep as nan achor Moises. Ngem kuna yangkiay kenali, “Hi Apo Dios nan kikiad ay maningor kan he-a!” 
JUD.1.10	Ngem chatona ay tataku at ekak-aliyancha nan kumpurmi ay achicha maawatan. Nan chiyuycha kiakiangay ay achi masapor maachar at maepachong as nan cha at-atun nan chiyuycha atap ay animar ay chaan nanumnuman. Munpennekcha yangkiay as nan laylaychun nan achorcha. Kiapú as nan nauycha, machusachantu in-inkiana. 
JUD.1.11	Kasusug-angcha, tay kauugyat nan chusacha! Tinuradcha nan mangotettet ay panagfiyag chin Cain.
JUD.1.12	As nan chacha makekkekanan kan chakayu as nan maam-amonganyu ay mangan as nan mangnumnumnumanyu as nan natuyan Apo Jesus at chicha nan mangepaassi kan chakayu.
JUD.1.13	Maepachongcha as nan ad-acha ay challuyon henan fiayfiay ay cha mangepabpafoknag as naruket ay usab henan oletna ay maepachong as nan kafiafiain ay chacha at-atun. Maepachongcha us as nan chiyuycha taraw ay maid ustu as ayuncha. Ensasakianan at Apo Dios nan lukiar henan ngongot ay maifiaruchancha in-inkiana.
JUD.1.14	Wacha nan enpadton chin Enoc ay nurpu as nan maekapitu ay kianak Adan ad pus-uy maepangkep kan chicha. Kenalina, “Ilaunyu, makealintu nan Apo ay kadwana nan liniblifu ay nasantowan ay anghelesna 
JUD.1.15	ay uy mangokóm as nan am-in ay tataku. O, omalintu ay mangicharum as nan am-in ay achi nadiosan ay tataku kiapú as nan am-in ay achi nadiosan ay en-enatcha ya am-in ay nasaket ay kenarkalicha ay maifusor kan hiya!”
JUD.1.16	Chatona ay tataku at chicha nan cha munlililili ya cha mangepabpafiasor as nan tapina. Chicha nan cha mangun-unud as nan mangotettet ay mun-ongosancha. Epangpangascha nan achorcha, ya ichayawcha nan ib-acha ta maaracha nan laychuncha.
JUD.1.17	Ngem chakayu ay iib-a ay laylaychok, achiyu koma liwliw-an nan enpadton nan apostoles Apo takú ay Jesu Cristo. 
JUD.1.18	Kenalicha kan chakayu, “Kun pay umchan nan chiyuycha anongos ay urkiw, wachachantu nan tataku ay mangot-otyok kan chakayu. Chacha un-unuchun nan achi nadiosan ay mun-ongosancha.”
JUD.1.19	Chatona ay tataku nan kurpuwan nan mangsisiyan kan chakayu. Kun yangkiay nan mismu ay mun-ongosancha nan mangetortoray kan chicha, tay maid nan Espiritu Santo kan chicha.
JUD.1.20	Ngem chakayu ay laylaychok ay iib-a, munpepennapigsa kayu koma as nan nasantowan as solet ay pammatiyu, ya munkararag kayu babaen as nan mangepanguruwan nan Espiritu Santo.
JUD.1.21	Ilaunyu ta mawawacha kayu koma as nan layad Apo Dios as nan chayu manman-uchan kan Apo takú ay Jesu Cristo ay mangepailantu as nan sug-angna as nan mangichatanantu kan chakayu as nan fiyag ay maid patingkiana.
JUD.1.22	Sug-anganyu ya fiadnganyu nan chiyuycha munchuwachuwa as nan pammaticha. 
JUD.1.23	Awisunyuy tapina ta munfiangadcha as nan pammati. Mu hiyasa nan atunyu, kamanyu kuyuchun chicha as nan apuy ad inferno. O, sug-anganyu, ngem il-ilaunyu challu ta achi kayu maetapi kan chicha. Inglunyu nan mangotettet ay chacha at-atun, tay nan nunsidla ay kaiisiw ay chacha at-atun at maepachong as nan mansa ay mangmansa as nan uray nan nunchuchur-um ay fiachucha.
JUD.1.24	Machaychayaw koma hi Apo Dios ay makafiael ay mangaaywan kan chakayu ta achi kayu maamis as nan fiasor. Hiya nan makafiael ay mangepatakchug kan chakayu as nan machaychayaw ay sangwanana ay chakayu nan maid fiasfiasorna ya naragsak kayu as solet.
JUD.1.25	Hiya nan us-usa ay Apo Dios ay Mangesarakan kan chitaku babaen kan Jesu Cristo ay Apo takú. Sapay koma ta mawawacha kan Apo Dios nan chayaw, kaichayawan, pannakafialin, ya toray ad pus-uy, ad wani, ya in-inkiana! Amen.
REV.1.1	Nan naisurat as nan nauy ay surat at hiyana nan enpakaammon Apo Dios kan Jesu Cristo ta epakaammon Jesu Cristo as nan chiyuycha munserserfi kan Apo Dios nan maepangkep as nan masapor kiayud ommat. Finaor Cristo nan anghelna ay mangepaila kan Juan ay usa ay munserserfi kan Cristo. 
REV.1.2	Insurat Juan nan am-in ay naepappaila kan hiya, at paneknekana ay tit-iwa nan kalen Apo Dios ya nan sursuru ay enpakaammon Jesu Cristo. 
REV.1.3	Nakiasat nan taku ay mangifiasa as nan nauycha naepadtu, ya nakiasat nan chiyuycha chumngor ya omafurot as nan nauycha naisurat, tay kiayud nan matongparan chatona.
REV.1.4	Ha-un hi Juan. Nauy nan suratku kan chakayu ay pitu ay iglesia henan probinsiya ay Asia.
REV.1.4	Sapay koma ta mawawacha kan chakayu nan grasya ya talna ay nurpu kan Dios Amá ya kan Jesu Cristo, ya nurpu as nan Espiritu Santo. Hi Apo Dios at nawawacha ad maliyam, mawawacha ad wani, ya mawawacha in-inkiana. Nan Espiritu Santo ay wacha as nan sangwanan nan tronona at pitu nan kail-an nan pannakafialina.
REV.1.5	Hi Jesu Cristo nan matalek ay mangepaneknek as nan am-in ay tit-iwa. Hiya us nan enmona ay nataku in-inkiana manipud as nan utúy as nan am-in ay nunkatuy, ya hiya nan mangetoray as nan am-in ay ar-ari asna's luta.
REV.1.5	Laylaychuna chitaku, ya wenayawayaana chitaku as nan fiasfiasor takú babaen as nan charana ay enmayas as nan natuyana. 
REV.1.6	Entapina chitaku henan muntorayana ta maketoray takú kan hiya, ya nunfialinuna us chitaku as papachi ta munserfi takú kan Apo Dios ay Amana. Sapay koma ta hi Jesu Cristo nan maichaychayaw ya muntortoray in-inkiana. Amen.
REV.1.7	Il-ilaunyu! Omalintu hi Jesu Cristo ay maetatapi as nan lifuu! Ilauntu nan am-in ay tataku hiya uray nan chiyuycha nangchuyok kan hiya. Mun-ag-akorchantu nan am-in ay tataku asna's luta kiapú kan hiya as nan manusaana kan chicha. O, ommat sa. Amen.
REV.1.8	Hi Apo Dios ay Mannakafialin as nan am-in ay mawawacha ad wani, nawawacha ad maliyam, ya mawawacha in-inkiana at kanana, “
REV.1.9	Ha-un hi Juan ay ifiayu ay omaafurot. Ha-un us at pachongyu ay cha mangeta-ta-un as nan chak iliwliwas ya pachongyu ay maketoraytu kan Jesus kiapú as nan nakius-usaan takú kan hiya. Nan enommat kan ha-un ad kasin at nakeddenganak ay maiyuy henan luta ay liniliwus chi fiayfiay ay makali un Patmos kiapú as nan nangekaskasabaak as nan kalen Apo Dios ya as nan kenatit-iwa ay enpakaammon Jesus. 
REV.1.10	As nan Chumingku ay urkiw nan Apo, pinmigsa nan pannakafialin nan Espiritu Santo kan ha-un, ya chinngorku as uchugku nan napigsa ay kali ay kaman kiangos chi tarampet.
REV.1.11	Kenalina kan ha-un, “
REV.1.12	Kunku pay chinngor sa ay kali, nunsakongak ay nangila mu ngachana nan cha munkali kan ha-un. Nan inilak at pitu ay maepatpatngan chi silaw ay naamma as fialetok. 
REV.1.13	As nan nunkiakiaw-ancha, wacha nan kaman taku nan ilana ay nunfiafiachu as somakiayad. Wacha us as tagrangna nan naepopotepot ay naamma as fialetok. 
REV.1.14	Nan fookna at pukpukkawan ay kaman kapas winnu munpupukaw ay lifuu. Nan matana at kaman kumarkiarud ay apuy. 
REV.1.15	Nan sukina at mun-aliling ay maepachong as nan kianfiang ay nailutu as nan apuy ya napasiling. Nan kalina at maepachong as nan wawak chi ongor ay chanum. 
REV.1.16	As nan kannawan ay limana, at inuunnana nan pitu ay taraw, ya finmofoknag as tapakna nan tadtachumman ay espada ay nun-oomam chi saetna. Nan lupana at sumilsili ay maepachong as nan urkiw as nan nunkiawa.
REV.1.17	As nan nangil-ak kan hiya, natu-ukiak as nan sangwanana ay kamanak nanatuy. Ngem enpatayna kan ha-un nan kannawan ay limana ya kanana,
REV.1.17	“
REV.1.20	”
REV.2.1	Inturuyna pay, “
REV.2.1	“ ‘
REV.2.4	“ ‘
REV.2.7	“ ‘
REV.2.8	“
REV.2.8	“ ‘
REV.2.11	“ ‘
REV.2.12	“
REV.2.12	“ ‘
REV.2.14	“ ‘
REV.2.17	“ ‘
REV.2.18	“
REV.2.18	“ ‘
REV.2.20	“ ‘
REV.2.24	“ ‘
REV.2.29	“ ‘
REV.3.1	“
REV.3.1	“ ‘
REV.3.4	“ ‘
REV.3.6	“ ‘
REV.3.7	“
REV.3.7	“ ‘
REV.3.9	“ ‘
REV.3.13	“ ‘
REV.3.14	“
REV.3.14	“ ‘
REV.3.17	“ ‘
REV.3.22	“ ‘
REV.4.1	Kun pay narpas na, inilak nan nanatkafian ay pantiw ad chaya.
REV.4.1	Kasinku chinngor nan hana ay kali ay kaman kiangos chi tarampet ay kanana, “Omabratka hena, at epailak kan he-a nan ommat as kasin.” 
REV.4.2	Hiya at chi ya pinmigsa nan pannakafialin nan Espiritu Santo kan ha-un,
REV.4.3	Nan ilan nan nangatokor at kaman as nan chiyuycha munliyaw ay fiatu ay makali un haspe
REV.4.4	Nan trono at liniliwus nan chuwan puru ya opat ay trono ay nangatokoran nan chuwan puru ya opat ay anam-amá. Nafiafiachuwancha as munpupukaw ya nakokoronaancha as fialetok. 
REV.4.5	As nan munkiakiawa ay trono, cha murmurpu nan fiakilat, nunkapigsa ay kali ya komanikong ay kud-or. As nan sangwanan nan trono, wachacha nan pitu ay napapaskuchan ay penakad ay cha kumilkilarok. Chicha nan pitu ay kail-an nan pannakafialin nan Espiriton Apo Dios. 
REV.4.6	As nan sangwanan nan trono, wacha us nan kaman fiayfiay
REV.4.6	As nan kiawan nan opat ay trono, wachacha nan opat ay matataku ay finayang Apo Dios.
REV.4.7	Nan omona ay matataku ay nafiayang at kaman layon nan ilana. Nan maekadwa at kaman urfun ay fiaka. Nan maekatlu at wachay lupana ay kaman as nan lupan chi taku, ya nan maekap-at at kaman as nan muntat-ayaw ay nawi. 
REV.4.8	Napapayakan nan tunggal matataku ay nafiayang as hin-un-um ya namataan nan intiru ay achorcha patí nan payakcha. Achicha ikinkinak ay cha munkantakanta as inurkiw ya lenafi ay mangarkali,
REV.4.8	“Nasantowan, nasantowan, nasantowan hi Apo Dios ay Mannakafialin as nan am-in.
REV.4.9	Nan nauycha opat ay nafiayang at munchayawcha, figfikuncha ya munyamancha as nan nangatokor as nan trono ay matataku in-inkiana. As nan mangekamanancha as sa, 
REV.4.10	nunlukfub nan chiyuycha chuwan puru ya opat ay anam-amá as nan sangwanan nan nangatokor as nan trono ay munchayaw kan hiya ay matataku in-inkiana. Esaadcha us nan koronacha as nan sangwanan nan trono, ya ekankantacha,
REV.4.11	“He-a ay Apo ya Diosmi at maekarika ay omawat as kaichayawan, chayaw, ya pannakafialin, tay he-a nan namayang as nan am-in ay ka-ichin. Kiapú as nan pangkepmu, nafiayangcha ya naichat kan chicha nan fiyag.”
REV.5.1	Kun pay narpas chi, inilak as nan kannawan ay liman nan nangatokor as nan trono nan nalolopelop ay papel ay nasuratan nan nunsinumfiangel ya naeepkat nan pitu ay silyu
REV.5.2	Inilak us nan usa ay mannakafialin ay anghel ay nunkali as napigsa, “Ngachana nan maekari ay mangloksa as nan nunkaepkat ay silyu ta mafitlag nan nalolopelop ay papel?” 
REV.5.3	Ngem maid poros maekari ad chaya winnu asna's luta winnu ad chur-um ay kawad-an chi nunkatuy ay mamitlag as nan nalolopelop ay papel ta fiasauna. 
REV.5.4	Nun-akorak as solet, tay maid poros naanapan as maekari ay mamitlag as nan nalolopelop ay papel ta fiasauna. 
REV.5.5	Angkiay ya usa as nan chiyuycha anam-amá nan nangali kan ha-un, “Achika man kayong mun-akor! Ilaum kay ya! Wacha nan usa ay makali un Layon ay nurpu as nan tribon Juda ay mafigfigfig ay kianak David. Enamisna nan mangotettet, ya naichat kan hiya nan kalibfengan ay mangloksa as nan pitu ay silyu ya mamitlag as nan nalolopelop ay papel.”
REV.5.6	Inilak nan usa ay Kordero ay nangatakchug as nan sangwanan nan trono ay liniwus nan opat ay nafiayang ya nan chiyuycha anam-amá. Nan ilan nan Kordero at kaman napatuy. Pitu nan sakkudna ya pitu us nan matana. Nan laychun ay kanan nan pitu ay sakkud at chicha nan pitu ay kail-an nan pannakafialin nan Espiriton Apo Dios ay naifiaor henan am-in ay lukiar asna's luta.
REV.5.7	Naesnop nan Kordero as nan kawad-an nan trono, at enarana nan nalolopelop ay papel as nan kannawan ay liman nan nangatokor. 
REV.5.8	As nan nangor-ana, nan chiyuycha opat ay nafiayang ya nan chuwan puru ya opat ay anam-amá at nunlukfubcha as nan sangwanan nan Kordero. Tunggal usa as nan chiyuycha anam-amá at inuunnanay makutkutingting ay makali un arpa ya nan fialetok ay mallokong ay nanapnu as insenso ay hiyasa nan kararag nan tatakon Apo Dios.
REV.5.9	Kenantacha nan nauy usa ay fiarú ay kanta:
REV.5.9	“He-a nan maekari ay mangara as nan nalolopelop ay papel, ya mangloksa as nan chiyuycha silyuna, tay napatuyka. Kiapú as nan charam, nafiayachan nan tataku ta wachacha nan munfialin as tatakon Apo Dios ay murpu henan tunggal nasyon ya tribu ya murpu as nan tataku ay tukutukún chi kali ya kubletcha.
REV.5.10	Entapem chicha as nan muntorayam ta maketoraycha kan he-a asna's luta, ya nunfialinum us chicha as papachi ta munserficha kan Apo Dios takú.”
REV.5.11	Kasinku inila, ya chinngorku nan kalen nan minilmilyon ay angheles ay nangliliwus as nan trono ya nan opat ay nafiayang ya nan chiyuycha anam-amá. 
REV.5.12	Inpipigsacha ay nangekankanta's na:
REV.5.12	“Nan Kordero ay napatuy at maekari ay omawat as pannakafialin, kenafiaknang, kenasilib, kenapigsa, kaichayawan, chayaw ya bendisyon.”
REV.5.13	Angkiay ya chinngorku nan kalen nan tunggal usa ay nafiayang ad chaya, asna's luta, ad chur-um ay kawad-an chi nunkatuy ya henan fiayfiay. Am-in chaná at chacha ekankanta,
REV.5.13	“Sapay koma ta nan nangatokor as nan trono ya nan Kordero at maichat kan chicha nan bendisyon, chayaw, kaichayawan ya kalibfengan in-inkiana.”
REV.5.14	Tinumfor nan opat ay nafiayang, “Amen!” Nan chiyuycha anam-amá at nunlukfubcha kasin ay nanaychayaw as nan nangatokor as nan trono ya as nan Kordero.
REV.6.1	Kunak pay cha munfuyfuya, lenoksan nan Kordero nan omona as nan chiyuycha pitu ay silyu, at chinngorku nan kaman kud-or ay kalen nan usa as nan chiyuycha nafiayang ay kanana, “Aka!” 
REV.6.2	As nan hiyachi, inilak nan munpupukaw ay kafiayu. Nan nunsasakay at wachay inuunnana ay pana ay ikufiatna. Naichat kan hiya nan korona ay sinyar chi mangafiakana, at uy nakikubkufiat ta amisuna nan am-in ay kafusorna.
REV.6.3	Kun pay lenoksan nan Kordero nan maekadwa ay silyu, chinngorku nan kalen nan maekadwa ay nafiayang ay kanana, “Aka!” 
REV.6.4	Hiya at chi ya fenmoknag nan usa pay ay kafiayu ay munchachara. Nan nunsasakay at naettan as kalibfengan ay mangaan as talna asna's luta ta munkikinnufiat ya munpepennatuy nan tataku. Naichat us kan hiya nan anchuanchu ay espada.
REV.6.5	Kun pay lenoksan nan Kordero nan maekatlu ay silyu, chinngorku nan kalen nan maekatlu ay nafiayang ay kanana, “Aka!” As nan hiyachi, wacha nan munngungutug ay kafiayu. Nan nunsasakay at inuunnanay kiluwan. 
REV.6.6	Angkiay ya chinngorku nan kaman kali ay cha murmurpu as nan kiawan nan chiyuycha opat ay nafiayang ay kanana, “Awni at wachantuy fitel asna's luta. Nan lagfuntu nan tataku as hin-urkiw at ommat yangkiay as elakuna as fukias winnu tuki ay kanuna as nan hiyasa ay urkiw. Ngem achim panginaun nan mantikan chi olivo ya nan fiayas ay nurpu as nan unus chi ubas.”
REV.6.7	Kun pay lenoksan nan Kordero nan maekap-at ay silyu, chinngorku nan kalen nan maekap-at ay nafiayang ay kanana, “Aka!” 
REV.6.8	Kunku pay inila, wacha at nan kaman kumukusyaw ay kafiayu. Nan ngachan nan nunsasakay at Utúy, ya nan kadwana ay cha umun-unud at nangadnan as Hades ay kawad-an chi nunkatuy. Naichat kan hiya nan kalibfengan ay pomatuy as nan pagkap-at nan am-in ay tataku asna's luta babaen as nan kufiat, fitel, kauugyat ay pomatuy, ya atap ay animar.
REV.6.9	Kun pay lenoksan nan Kordero nan maekalema ay silyu, inilak as nan selok nan altar nan chiyuycha lenawan nan chiyuycha naepapatuy kiapú as nan nangekaskasabaancha as nan kalen Apo Dios ya as nan nangepaneknekancha as nan maepangkep kan Apo Dios. 
REV.6.10	Infukiawcha, “Mannakafialin ay Apo Dios ay nasantowan ya matalek, kaatna man nan omaliyam ay mang-okóm as nan am-in ay tataku asna's luta ya manges-angam as nan namatuyancha kan chakami?” 
REV.6.11	Angkiay ya naichat as nan tunggal usa nan munpupukaw ay fiachu, ya naifiakia kan chicha ay mun-iblaycha as hen-omaketan pay. O, mun-iblaycha inkiana makumpilitu nan filang nan pachongcha ay munserserfi kan Apo Dios ay iib-acha as nan pammati ay maepapatuytu us ay kaman as nan naepapatuyancha.
REV.6.12	Kunak pay challu cha munfuyfuya, lenoksan nan Kordero nan maekan-um ay silyu. Wacha at nan napigsa as solet ay kichu. Nginmutug nan urkiw ay kaman as nan panis, ya chinmacharagchag nan furan ay kaman chara. 
REV.6.13	Nag-ascha asna's luta nan chiyuycha taraw ay kaman as nan nag-asan nan chaan nor-om ay fukias chi kaiw ay igos as nan napuwakana. 
