GEN.1.1	I begynnelsen skapade Gud himmel och jord.
1TI.3.12	 En församlingstjänare skall vara en enda kvinnas man. Han skall ta väl hand om sina barn och sin familj.
1TI.3.13	 De som sköter sin tjänst väl vinner en aktad ställning och får stor frimodighet i tron på Kristus Jesus. 
1TI.3.14	 Detta skriver jag till dig i hopp om att snart kunna komma till dig. 
1TI.3.15	Men om jag dröjer skall du veta hur man bör förhålla sig i Guds hus, som är den levande Gudens församling, sanningens pelare och grundval. 
1TI.3.16	 Och erkänt stor är gudsfruktans hemlighet:
1TI.3.16	Han som
1TI.3.16	bevisad rättfärdig genom Anden, sedd av änglarna,
1TI.3.16	predikad bland folken, trodd i världen,
1TI.3.16	upptagen i härligheten.
1TI.4.1	Men Anden säger tydligt att i de sista tiderna kommer somliga att avfalla från tron och hålla sig till villoandar och till onda andars läror. 
1TI.4.2	 De kommer att förledas av hycklare och lögnare, som är brännmärkta i sina samveten 
1TI.4.3	 och som förbjuder folk att gifta sig och befaller dem att avstå från mat som Gud har skapat för att tas emot med tacksägelse av dem som tror och känner sanningen. 
1TI.4.4	 Ty allt som Gud har skapat är gott, och inget är förkastligt när det tas emot med tacksägelse. 
1TI.4.5	 Det helgas genom Guds ord och bön. 
1TI.4.6	När du lägger fram detta för bröderna, är du en god Kristi Jesu tjänare, som får sin näring av trons och den goda lärans ord som du har följt. 
1TI.4.7	 Men det gudlösa, gamla struntpratet skall du visa ifrån dig. Öva dig i stället i gudsfruktan. 
1TI.4.8	 Ty kroppsövning är i någon mån nyttig, men gudsfruktan är på allt sätt nyttig, eftersom den har löfte om liv, både för den här tiden och den kommande - 
1TI.4.9	 det ordet är tillförlitligt och på allt sätt värt att tas emot. 
1TI.4.10	 Det är därför vi arbetar och kämpar, ty vi har satt vårt hopp till Gud, som ger liv och är Frälsaren för alla människor, först och främst för de troende.
1TI.4.11	 Detta skall du inskärpa och lära ut. 
1TI.4.12	Ingen får förakta dig för att du är ung, utan var ett föredöme för de troende i ord och gärning, i kärlek, trohet och renhet. 
1TI.4.13	 Fortsätt att föreläsa Skriften och att förmana och undervisa tills jag kommer. 
1TI.4.14	 Försumma inte nådegåvan i dig, den som du fick genom profetord, när de äldste lade händerna på dig. 
1TI.4.15	 Tänk på detta och lev i detta, så att alla kan se dina framsteg. 
1TI.4.16	 Ge akt på dig själv och på din undervisning, och håll troget ut med den. När du gör det, frälser du både dig själv och dem som lyssnar på dig. 
1TI.5.1	Gå inte hårt fram mot en äldre man. När du förmanar honom, så tala som till en far. Förmana yngre män som bröder, 
1TI.5.2	 äldre kvinnor som mödrar och yngre kvinnor som systrar, i all renhet. 
1TI.5.3	 Hedra dem som verkligen är änkor. 
1TI.5.4	 Men om en änka har barn eller barnbarn, skall dessa först och främst lära sig att visa vördnad för sin egen familj och så ge tillbaka vad de är skyldiga sina föräldrar. Det är så Gud vill ha det. 
1TI.5.5	 Den som verkligen är änka och står ensam sätter sitt hopp till Gud och håller ut i bön och åkallan natt och dag. 
1TI.5.6	 Men den som för ett utsvävande liv är levande död. 
1TI.5.7	 Och allt detta skall du inskärpa, så att ingen kan anklaga dem. 
1TI.5.8	 Men om någon inte tar hand om sina närmaste, särskilt då sin egen familj, så har han förnekat tron och är värre än den som inte tror. 
1TI.5.9	Till 'församlingsänka' skall den utses som är minst sextio år och har varit en enda mans kvinna. 
1TI.5.10	 Hon skall vara känd för att ha gjort mycket gott: uppfostrat barn, visat gästfrihet, tvättat de heligas fötter, hjälpt nödlidande och sökt varje tillfälle att göra gott. 
1TI.5.11	Yngre änkor skall du däremot avvisa. Ty när de drivs av begär och sätter sig upp mot Kristus, vill de bara gifta sig 
1TI.5.12	 och drar domen över sig, eftersom de har förnekat sin första tro. 
1TI.5.13	 På samma gång lär de sig att vara lata, när de går omkring i husen. Och inte nog med det, de lär sig också att vara skvalleraktiga och nyfikna och att prata om sådant som de borde tiga med. 
1TI.5.14	 Jag vill därför att unga änkor gifter sig, föder barn, sköter hemmet och inte ger motståndaren något tillfälle att tala illa om dem. 
1TI.5.15	 Somliga har redan vänt sig bort och följt Satan. 
1TI.5.16	 Om en troende kvinna har änkor hos sig, skall hon ta sig an dem och inte betunga församlingen, så att den kan sörja för dem som verkligen är änkor. 
1TI.5.17	Sådana äldste som sköter sin uppgift väl skall ni anse värda dubbel heder,
1TI.5.18	 Ty Skriften säger: "Du skall inte binda för munnen på oxen som tröskar" 
1TI.5.19	 Ta inte upp en anklagelse mot någon av de äldste, om det inte finns två eller tre vittnen. 
1TI.5.20	 Dem som syndar inför alla skall du tillrättavisa inför alla, så att även de andra tar varning. 
1TI.5.21	Jag uppmanar dig allvarligt inför Gud och Kristus Jesus och de utvalda änglarna att iaktta detta utan någon förutfattad mening och inte handla partiskt. 
1TI.5.22	 Ha inte för bråttom med att lägga händerna på någon och gör dig inte delaktig i andras synder. Håll dig själv ren. 
1TI.5.23	 Drick inte längre bara vatten utan använd lite vin för din mage, eftersom du är svag så ofta. 
1TI.5.24	 Vissa människors synder ligger i öppen dag och får sin dom i förväg. Andras synder kommer först senare i dagen. 
1TI.5.25	 På samma sätt ligger de goda gärningarna i öppen dag, och de som inte gör det kan ändå inte förbli gömda. 
1TI.6.1	 Alla som bär slaveriets ok skall anse sina herrar värda all respekt, så att Guds namn och läran inte smädas. 
1TI.6.2	 De som har troende herrar skall inte se ner på dem, därför att de är bröder. De bör tvärtom tjäna dem så mycket villigare, eftersom de är troende och älskade, dessa som tar emot slavarnas goda tjänst. Så skall du undervisa och förmana. 
1TI.6.3	Om någon ger en falsk undervisning och inte håller sig till vår Herre Jesu Kristi sunda ord och till den lära som hör till gudsfruktan, 
1TI.6.4	 så är han högmodig och begriper ingenting. Han har bara en sjuklig lust att diskutera och strida om ord. Sådant väcker avund, kiv, smädelser och misstankar 
1TI.6.5	 och leder till ständiga tvister mellan människor som är fördärvade i sitt sinne och har vänt sig bort från sanningen, och som menar att gudsfruktan är en god affär. 
1TI.6.6	 Ja, gudsfruktan i förening med ett förnöjt sinne är verkligen en stor vinning. 
1TI.6.7	 Vi har ju inte fört något med oss in i världen, inte heller kan vi ta med oss något härifrån. 
1TI.6.8	 Har vi mat och kläder skall vi vara nöjda med det. 
1TI.6.9	 Men de som vill bli rika, de råkar ut för frestelser och snaror och många oförnuftiga och skadliga begär, som störtar människor i fördärv och undergång. 
1TI.6.10	 Ty kärlek till pengar är en rot till allt ont. I sitt begär efter pengar har somliga kommit bort från tron och vållat sig själva mycket lidande. 
1TI.6.11	Men du gudsman, håll dig borta från sådant! Sträva efter rättfärdighet, gudsfruktan, tro, kärlek, uthållighet och ödmjukhet. 
1TI.6.12	 Kämpa trons goda kamp, sök att vinna det eviga livet som du blev kallad till och som du bekände dig till genom att inför många vittnen avlägga den goda bekännelsen. 
1TI.6.13	 Inför Gud, som ger liv åt allt, och inför Kristus Jesus som inför Pontius Pilatus avlade den goda bekännelsen, uppmanar jag dig: 
1TI.6.14	 bevara det som han har befallt rent och oförfalskat, till vår Herre Jesu Kristi ankomst, 
1TI.6.15	 som han skall låta oss få se när tiden är inne, han, den salige, ende Härskaren, konungarnas Konung och herrarnas Herre, 
1TI.6.16	 som ensam är odödlig och bor i ett ljus dit ingen kan komma, och som ingen människa har sett eller kan se. Honom tillhör ära och evig makt! Amen. 
1TI.6.17	Uppmana dem som är rika i den här världen att inte vara högmodiga eller sätta sitt hopp till något så osäkert som rikedom, utan till Gud som rikligt ger oss allt att njuta av. 
1TI.6.18	 Uppmana dem att göra gott, att vara rika på goda gärningar, att vara generösa och dela med sig 
1TI.6.19	 och samla åt sig en skatt som är en god grund för den kommande tidsåldern, så att de vinner det verkliga livet. 
1TI.6.20	Käre Timoteus, bevara det som har överlämnats åt dig, och vänd dig bort från det oandliga, tomma pratet och invändningarna som kommer från det som kallas kunskap utan att vara det. 
1TI.6.21	 Somliga har kommit bort från tron genom att bekänna sig till den kunskapen. Nåd vare med er. 
2TI.1.1	Från Paulus, genom Guds vilja Kristi Jesu apostel, sänd för att predika löftet om liv i Kristus Jesus, 
2TI.1.2	 till Timoteus, mitt älskade barn. Nåd, barmhärtighet och frid från Gud, Fadern, och Kristus Jesus, vår Herre. 
2TI.1.3	Jag tackar alltid min Gud, som jag liksom mina förfäder tjänar med rent samvete. Ständigt, natt och dag, tänker jag på dig i mina böner. 
2TI.1.4	 När jag kommer ihåg dina tårar, längtar jag efter att få se dig igen för att bli uppfylld av glädje. 
2TI.1.5	 Jag tänker på den uppriktiga tro som finns hos dig och som först fanns hos din mormor Lois och din mor Eunice och som nu, det är jag övertygad om, också finns hos dig. 
2TI.1.6	Därför påminner jag dig om att låta den Guds nådegåva flamma upp igen som finns i dig genom min handpåläggning.
2TI.1.7	 Ty den Ande som Gud har gett oss gör oss inte modlösa, utan är kraftens, kärlekens och självbehärskningens Ande. 
2TI.1.8	 Skäms alltså inte för vittnesbördet om vår Herre och inte heller för mig, hans fånge, utan bär också du ditt lidande för evangelium efter den kraft som Gud ger. 
2TI.1.9	 Han har frälst oss och kallat oss med en helig kallelse, inte på grund av det som vi har uträttat, utan i kraft av sitt beslut och sin nåd, som han har gett oss i Kristus Jesus från evighet 
2TI.1.10	 och som nu har blivit uppenbarad, när vår Frälsare Kristus Jesus trädde fram. Han har gjort slut på döden och fört liv och odödlighet fram i ljuset genom evangelium. 
2TI.1.11	 Detta har jag blivit satt till att tjäna som förkunnare, apostel och lärare. 
2TI.1.12	 Det är också därför jag får lida allt detta, men jag skäms inte, eftersom jag vet vem jag tror på, och jag är övertygad om att det står i hans makt att till den dagen bevara det som har blivit anförtrott åt mig. 
2TI.1.13	 Som mönster för en sund förkunnelse skall du ha de ord som du har hört av mig, i tro och kärlek i Kristus Jesus. 
2TI.1.14	 Bevara genom den helige Ande som bor i oss det goda som har blivit anförtrott åt dig. 
2TI.1.15	Som du vet, har alla i Asien
2TI.1.16	 Må Herren visa barmhärtighet mot Onesiforus familj, ty han gav mig ofta nytt mod och skämdes inte för mina bojor. 
2TI.1.17	 Tvärtom, när han var i Rom sökte han ivrigt efter mig och fann mig också. 
2TI.1.18	 Ja, må Herren låta honom finna barmhärtighet från Herren på den dagen. Och hur mycket han hjälpte mig i Efesus, det vet du själv mycket väl. 
2TI.2.1	Du mitt barn, hämta kraft i den nåd som finns hos Kristus Jesus. 
2TI.2.2	 Och det som du har hört av mig inför många vittnen skall du anförtro åt pålitliga människor, som i sin tur skall bli utrustade att undervisa andra. 
2TI.2.3	 Lid också du som en god Kristi Jesu soldat. 
2TI.2.4	 Ingen soldat är upptagen av bekymmer för sin försörjning. Han vill stå i hans tjänst som har värvat honom. 
2TI.2.5	 Och den som tävlar blir inte krönt med segerkransen, om han inte följer reglerna. 
2TI.2.6	 Jordbrukaren som arbetar hårt bör först och främst få del av skörden. 
2TI.2.7	 Förstå rätt vad jag säger. Herren skall ge dig insikt i allt. 
2TI.2.8	Tänk på Jesus Kristus, som är uppstånden från de döda och som har kommit av Davids släkt enligt det evangelium jag predikar. 
2TI.2.9	 I dess tjänst är det jag lider och till och med bär bojor som en förbrytare. Men Guds ord bär inte bojor. 
2TI.2.10	 Därför uthärdar jag allt för de utvaldas skull, för att de skall vinna frälsningen i Kristus Jesus och den eviga härligheten. 
2TI.2.11	 Det ordet är att lita på. Ty har vi dött med honom, skall vi också leva med honom. 
2TI.2.12	 Härdar vi ut, skall vi också regera med honom. Förnekar vi honom, skall han också förneka oss. 
2TI.2.13	 Är vi trolösa - han förblir trofast, ty han kan inte förneka sig själv. 
2TI.2.14	Påminn om detta och uppmana dem allvarligt inför Gud att inte strida om ord. Det är inte till någon nytta utan bryter bara ner åhörarna. 
2TI.2.15	 Gör allt du kan för att bestå provet inför Gud, likt en arbetare som inte behöver skämmas utan rätt delar
2TI.2.16	 Men oandligt, tomt prat skall du akta dig för. De som befattar sig med sådant kommer att göra allt större framsteg - i ogudaktighet, 
2TI.2.17	 och deras ord kommer att sprida sig som cancertumörer. Till dem hör Hymeneus och Filetus, 
2TI.2.18	 som har kommit bort från sanningen. De bryter ner tron för somliga, när de säger att uppståndelsen redan har ägt rum. 
2TI.2.19	 Guds fasta grund består och har detta sigill:
2TI.2.20	 Men i ett stort hus finns det kärl inte bara av guld och silver utan också kärl av trä och lera, några till heder, andra till vanheder. 
2TI.2.21	 Den som därför renar sig och håller sig borta från dessa
2TI.2.22	 Fly bort från ungdomens onda begär och sträva efter rättfärdighet, tro, kärlek och frid tillsammans med dem som åkallar Herren av rent hjärta. 
2TI.2.23	 Avvisa dumma och meningslösa dispyter. Du vet att de föder strider, 
2TI.2.24	 och en Herrens tjänare skall inte strida utan vara vänlig mot alla, skicklig att undervisa och tålig när han får lida. 
2TI.2.25	 Han skall i ödmjukhet tillrättavisa sina motståndare. Kanske ger Gud dem omvändelse, så att de kommer till insikt om sanningen 
2TI.2.26	 och nyktrar till och slipper loss ur djävulens snara, där de hålls fångna, så att de gör hans vilja. 
2TI.3.1	Det skall du veta att i de sista dagarna
2TI.3.2	 Människorna kommer att älska sig själva och vara penningkära, skrytsamma, stolta, hånfulla, olydiga mot sina föräldrar, otacksamma, gudlösa, 
2TI.3.3	 kärlekslösa, oförsonliga, skvalleraktiga, obehärskade, råa, fientliga mot det goda, 
2TI.3.4	 falska, egensinniga och högmodiga. De skall älska njutning i stället för Gud 
2TI.3.5	 och ha ett sken av gudsfruktan men förneka dess kraft. Håll dig borta från dem! 
2TI.3.6	Bland dem finns sådana som smyger sig in i hemmen och snärjer svaga kvinnor, som är tyngda av synder och drivs av många slags begär 
2TI.3.7	 och som ständigt undervisas men aldrig kan komma till insikt om sanningen. 
2TI.3.8	 Liksom Jannes och Jambres
2TI.3.9	 Men de kommer inte längre att ha någon framgång. Deras galenskap skall bli uppenbar för alla, liksom fallet blev med Jannes och Jambres. 
2TI.3.10	Men du har följt mig i lära och liv, i föresats och tro, i tålamod, kärlek och uthållighet, 
2TI.3.11	 under de förföljelser och lidanden som drabbade mig i Antiokia, Ikonium och Lystra. Vilka förföljelser har jag inte fått utstå, och ur alla har Herren räddat mig. 
2TI.3.12	 Så kommer också alla som vill leva gudfruktigt i Kristus Jesus att förföljas. 
2TI.3.13	 Men onda människor och bedragare skall göra framsteg - till det sämre. De bedrar och blir själva bedragna. 
2TI.3.14	Men håll fast vid det som du har lärt dig och blivit överbevisad om. Du vet av vilka du har lärt det, 
2TI.3.15	 och du känner från barndomen de heliga Skrifterna som kan göra dig vis, så att du blir frälst genom tron i Kristus Jesus. 
2TI.3.16	 Hela Skriften är utandad av Gud och nyttig till undervisning, till bestraffning, till upprättelse och till fostran i rättfärdighet, 
2TI.3.17	 för att gudsmänniskan skall bli fullt färdig, väl rustad för varje god gärning. 
2TI.4.1	Jag uppmanar dig allvarligt vid Gud och Kristus Jesus, som skall döma levande och döda, och inför hans uppenbarelse och hans rike: 
2TI.4.2	 predika ordet, träd fram i tid och otid, bestraffa, tillrättavisa och förmana, med allt tålamod och all undervisning. 
2TI.4.3	 Ty det skall komma en tid då människor inte längre skall stå ut med den sunda läran, utan efter sina egna begär skall de samla åt sig mängder av lärare, allteftersom det kliar dem i öronen. 
2TI.4.4	 De vägrar att lyssna till sanningen och vänder sig till myter.
2TI.4.5	 Men var du sund och förnuftig i allt, bär ditt lidande, utför en evangelists gärning och fullgör din tjänst. 
2TI.4.6	Själv offras jag redan som ett drickoffer, och tiden för mitt uppbrott är inne. 
2TI.4.7	 Jag har kämpat den goda kampen, jag har fullbordat loppet, jag har bevarat tron. 
2TI.4.8	 Nu ligger rättfärdighetens segerkrans i förvar åt mig. Den skall Herren, den rättfärdige domaren, ge åt mig på den dagen, och inte bara åt mig utan åt alla som älskar hans återkomst. 
2TI.4.9	Gör allt du kan för att snart komma till mig. 
2TI.4.10	 Ty av kärlek till den här världen har Demas övergett mig och rest till Tessalonika. Krescens har rest till Galatien och Titus till Dalmatien. 
2TI.4.11	 Lukas är den ende som är hos mig. Ta med dig Markus hit. Han är till hjälp i min tjänst. 
2TI.4.12	 Tykikus har jag sänt till Efesus. 
2TI.4.13	 När du kommer, så ta med dig manteln som jag lämnade kvar hos Karpus i Troas, och böckerna, framför allt pergamentskrifterna. 
2TI.4.14	Kopparsmeden Alexander har gjort mig mycket ont. Herren skall vedergälla honom efter hans gärningar. 
2TI.4.15	 Du måste också själv vara på din vakt för honom, ty han har häftigt satt sig upp mot vår förkunnelse. 
2TI.4.16	 När jag försvarade mig första gången kom ingen till min hjälp, utan alla övergav mig. Måtte inte detta tillräknas dem. 
2TI.4.17	 Men Herren hjälpte mig och gav mig kraft, för att jag skulle fullfölja förkunnelsen och alla folk få höra den. Så blev jag räddad ur lejonets gap.
2TI.4.18	 Herren skall också rädda mig från alla onda anslag och frälsa mig till sitt himmelska rike. Honom tillhör äran i evigheternas evigheter, amen. 
2TI.4.19	Hälsa till Priska, Akvila och Onesiforus familj. 
2TI.4.20	 Erastus stannade kvar i Korint, men Trofimus lämnade jag i Miletus, eftersom han var sjuk. 
2TI.4.21	 Skynda dig hit före vintern. Eubulus hälsar till dig, liksom Pudens, Linus, Klaudia och alla bröderna. 
2TI.4.22	 Herren vare med din ande. Nåd vare med er. 
TIT.1.1	Från Paulus, Guds tjänare och Jesu Kristi apostel, sänd att leda Guds utvalda till tro och till insikt om den sanning som hör till gudsfruktan 
TIT.1.2	 och som ger hopp om evigt liv. Ja, evigt liv har Gud, som inte kan ljuga, utlovat från evighet. 
TIT.1.3	 Och när tiden var inne uppenbarade han sitt ord genom den förkunnelse som har anförtrotts åt mig på Guds, vår Frälsares, befallning. 
TIT.1.4	 Jag hälsar Titus, mitt äkta barn i den gemensamma tron. Nåd och frid från Gud, Fadern, och Kristus Jesus, vår Frälsare. 
TIT.1.5	När jag lämnade dig kvar på Kreta, var det för att du skulle ordna det som ännu återstod och i varje stad insätta äldste efter mina anvisningar. 
TIT.1.6	 En sådan skall vara oförvitlig, en enda kvinnas man, och ha troende barn som inte kan beskyllas för att vara ostyriga eller uppstudsiga. 
TIT.1.7	 Församlingsledaren
TIT.1.8	 utan gästfri, godhjärtad och förståndig, pålitlig, gudfruktig och behärskad. 
TIT.1.9	 Han skall hålla sig till lärans tillförlitliga ord, så att han genom en sund undervisning kan uppmuntra andra och vederlägga motståndarna. 
TIT.1.10	 Ty särskilt bland de omskurna finns det många orosstiftare, pratmakare och bedragare. 
TIT.1.11	 Dem måste man tysta munnen på, för de vänder upp och ner på hela familjer genom att för egen vinning lära ut sådant som de inte borde. 
TIT.1.12	En av deras egna, en profet, har sagt: "Kreter ljuger alltid, är vilddjur, glupska och lata." 
TIT.1.13	 Det omdömet är sant. Tillrättavisa dem därför strängt, så att de blir sunda i tron 
TIT.1.14	 och inte befattar sig med judiska myter och med stadgar från människor som vänder sig bort från sanningen. 
TIT.1.15	 För de rena är allting rent, men för de orena, för dem som inte tror, är ingenting rent, utan hos dem är både förstånd och samvete orenade. 
TIT.1.16	 De försäkrar att de känner Gud, men med sina gärningar förnekar de honom. De är avskyvärda och olydiga, odugliga till varje god gärning. 
TIT.2.1	Men du skall tala i överensstämmelse med den sunda läran: 
TIT.2.2	 äldre män skall uppträda nyktert, värdigt och behärskat och vara sunda i tro, kärlek och tålamod. 
TIT.2.3	 Äldre kvinnor skall på samma sätt uppträda som det anstår de heliga. De skall inte sprida skvaller eller missbruka vin. De skall vara lärare i det som är gott, 
TIT.2.4	 så att de förmanar de unga kvinnorna att älska man och barn, 
TIT.2.5	 att leva anständigt och rent, att vara husliga och goda och underordna sig sina män, så att Guds ord inte smädas. 
TIT.2.6	Förmana på samma sätt de yngre männen att i allt visa gott omdöme, 
TIT.2.7	 och var själv ett föredöme i goda gärningar. Ge i din undervisning prov på oförfalskad sanning och värdighet. 
TIT.2.8	 Var sund och oklanderlig i ditt tal, så att din motståndare måste skämmas, då han inte har något ont att säga om oss. 
TIT.2.9	 Förmana slavarna att underordna sig sina herrar i allt, att helhjärtat tjäna dem och inte säga emot, 
TIT.2.10	 att inte smussla undan något utan alltid visa sann trohet, så att de i allt är en prydnad för Guds, vår Frälsares, lära. 
TIT.2.11	Ty Guds nåd har uppenbarats till frälsning för alla människor. 
TIT.2.12	 Den fostrar oss att säga nej till ogudaktighet och världsliga begär och att leva anständigt, rättfärdigt och gudfruktigt i den tid som nu är, 
TIT.2.13	 medan vi väntar på det saliga hoppet, att vår store Gud och Frälsare Jesus Kristus skall träda fram i härlighet. 
TIT.2.14	 Han har offrat sig själv för oss för att friköpa oss från all laglöshet och rena åt sig ett egendomsfolk, som är uppfyllt av iver att göra goda gärningar. 
TIT.2.15	 Så skall du tala, förmana och tillrättavisa med allt eftertryck. Låt ingen se ner på dig. 
TIT.3.1	 Påminn dem om att de skall underordna sig och lyda myndigheter och makthavare och vara beredda att göra allt som är gott, 
TIT.3.2	 att inte förolämpa någon utan hålla frid och vara tillmötesgående och visa vänlighet mot alla människor. 
TIT.3.3	 Vi var själva en gång oförnuftiga, olydiga och vilsegångna. Vi var slavar under många slags begär och lustar, vi levde i ondska och avund, vi var avskyvärda och vi hatade varandra. 
TIT.3.4	Men när Guds, vår Frälsares, godhet och kärlek till människorna uppenbarades, 
TIT.3.5	 frälste han oss, inte för rättfärdiga gärningar som vi hade gjort, utan på grund av sin barmhärtighet, genom ett bad till ny födelse och förnyelse i den helige Ande, 
TIT.3.6	 som han rikligt utgöt över oss genom Jesus Kristus, vår Frälsare. 
TIT.3.7	 Detta skedde för att vi skulle stå rättfärdiga genom hans nåd och, som vårt hopp är, bli arvingar till det eviga livet. 
TIT.3.8	 Detta är ett ord att lita på, och jag vill att du med kraft inskärper det, så att de som tror på Gud vinnlägger sig om att göra goda gärningar. Sådant är gott och nyttigt för människorna. 
TIT.3.9	 Men undvik dåraktiga dispyter och frågor om släktregister och kiv och stridigheter om lagen. Sådana är skadliga och helt meningslösa. 
TIT.3.10	 En villolärare skall du visa ifrån dig, sedan du varnat honom en första och en andra gång, 
TIT.3.11	 eftersom du vet att en sådan är på fel väg och syndar och har dömt sig själv. 
TIT.3.12	När jag nu sänder Artemas och Tykikus till dig, så skynda dig att komma till mig i Nikopolis. Jag har beslutat mig för att stanna där över vintern. 
TIT.3.13	 Juristen Zenas och Apollos skall du utrusta ordentligt, så att de inte saknar något. 
TIT.3.14	 Också de våra skall lära sig att utföra goda gärningar och fylla nödvändiga behov, så att de inte blir utan frukt. 
TIT.3.15	 Alla som är hos mig hälsar till dig. Hälsa till dem som älskar oss i tron. Nåd vare med er alla. 
PHM.1.1	Från Paulus, Kristi Jesu fånge, och från brodern Timoteus till vår älskade vän och medarbetare Filemon 
PHM.1.2	 och till vår syster Appfia, vår medkämpe Arkippus och till församlingen i ditt hus. 
PHM.1.3	 Nåd vare med er och frid från Gud, vår Fader, och Herren Jesus Kristus. 
PHM.1.4	Jag tackar alltid min Gud när jag nämner dig i mina böner, 
PHM.1.5	 eftersom jag hör om din kärlek och din tro, din tro på Herren Jesus och din kärlek till alla heliga. 
PHM.1.6	 Min bön är att din gemenskap med oss i tron skall visa sig verksam och ge en klar insikt om allt gott som vi äger tillsammans i Kristus. 
PHM.1.7	 Din kärlek har varit till stor glädje och tröst för mig, eftersom de heliga har blivit styrkta i sina hjärtan tack vare dig, min broder. 
PHM.1.8	Även om jag därför med stor frimodighet i Kristus kunde befalla dig vad du bör göra, 
PHM.1.9	 vädjar jag hellre för kärlekens skull - jag Paulus, en gammal man och nu en Kristi Jesu fånge. 
PHM.1.10	 Jag vädjar till dig för mitt barn, som jag har fött i min fångenskap, för Onesimus,
PHM.1.11	 som förr inte var till någon nytta för dig men nu är till nytta både för dig och mig. 
PHM.1.12	 Honom skickar jag nu tillbaka till dig. Det är som att sända mitt eget hjärta. 
PHM.1.13	 Egentligen ville jag behålla honom hos mig, så att han kunde vara mig till hjälp i ditt ställe, när jag nu sitter i fängelse för evangeliets skull. 
PHM.1.14	 Men utan ditt samtycke har jag inte velat göra något, för att det goda som du gör inte skall ske av tvång utan av fri vilja. 
PHM.1.15	 Kanske blev han skild från dig en tid, för att du skulle få honom tillbaka för alltid, 
PHM.1.16	 inte längre som en slav utan som något mer: en älskad broder. Det är han i högsta grad för mig, hur mycket mer då inte för dig, både som människa och som broder i Herren. 
PHM.1.17	Om du alltså anser mig vara din förtrogne vän, så ta emot honom som du skulle ta emot mig. 
PHM.1.18	 Har han gjort dig någon orätt eller är han skyldig dig något, så för upp det på min räkning - 
PHM.1.19	 jag, Paulus, skriver med egen hand: jag skall betala. Jag skulle också kunna säga: för upp det på din räkning, eftersom du är skyldig mig dig själv.
PHM.1.20	 Ja, broder, låt mig få 'nytta' av dig i Herren. Låt mitt hjärta få ro, i Kristus. 
PHM.1.21	Jag skriver till dig, övertygad om att du kommer att lyda mig. Jag vet att du skall göra ännu mer än jag ber om. 
PHM.1.22	 Ordna dessutom ett gästrum åt mig. Jag hoppas att ni genom era böner skall få mig tillbaka. 
PHM.1.23	 Epafras, min medfånge i Kristus Jesus, hälsar till dig, 
PHM.1.24	 liksom Markus, Aristarkus, Demas och Lukas, mina medarbetare. 
PHM.1.25	 Herren Jesu Kristi nåd vare med er ande. 
HEB.1.1	Sedan Gud i forna tider många gånger och på många sätt hade talat till fäderna genom profeterna, 
HEB.1.2	 har han nu i den sista tiden talat till oss genom sin Son. Honom har han insatt till att ärva allting, och genom honom har han också skapat världen. 
HEB.1.3	 Sonen utstrålar Guds härlighet och uppenbarar hans väsen och uppehåller allt genom sitt mäktiga ord. Och sedan han utfört en rening från synderna, sitter han nu på Majestätets högra sida i höjden. 
HEB.1.4	Sonen är så mycket större än änglarna som det namn han har ärvt är förmer än deras. 
HEB.1.5	 Till vilken av änglarna har Gud någonsin sagt: 
HEB.1.5	 "Du är min Son, jag har i dag fött dig"?
HEB.1.5	Eller: 
HEB.1.5	 "Jag skall vara hans Fader, och han skall vara min Son"?
HEB.1.6	Och när han låter den Förstfödde träda in i världen, säger han också: "
HEB.1.6	Alla Guds änglar skall tillbe honom.
HEB.1.6	" 
HEB.1.7	 Om änglarna säger han: "
HEB.1.7	Han gör sina änglar till vindar och sina tjänare till eldslågor.
HEB.1.7	" 
HEB.1.8	 Men om Sonen säger han: "
HEB.1.8	Gud, din tron står i evigheters evighet,
HEB.1.8	och rättens spira är ditt rikes spira.
HEB.1.9	 "Du älskar rättfärdighet och hatar orättfärdighet.
HEB.1.9	Därför, Gud, har din Gud smort dig med glädjens olja
HEB.1.9	mer än dina medbröder.
HEB.1.9	" 
HEB.1.10	 Och: "
HEB.1.10	Du, Herre, har i begynnelsen lagt jordens grund,
HEB.1.10	och himlarna är dina händers verk.
HEB.1.11	 "De skall gå under, men du förblir. De skall alla nötas ut
HEB.1.11	som en klädnad." 
HEB.1.12	 "Som en mantel skall du rulla ihop dem,
HEB.1.12	och som en klädnad skall de bytas ut.
HEB.1.12	Men du är densamme, och dina år har inget slut.
HEB.1.12	" 
HEB.1.13	 Till vilken av änglarna har han någonsin sagt: "
HEB.1.13	Sätt dig på min högra sida, tills jag har lagt dina fiender
HEB.1.13	som en fotpall under dina fötter.
