GEN.1.1	I begynnelsen skapade Gud himmel och jord.
ROM.5.10	Ty om vi var Guds fiender och blev försonade med honom genom hans sons död, då skall vi, när vi nu är försonade, så mycket säkrare bli räddade genom hans sons liv. 
ROM.5.11	Ja inte bara det, vi har vår stolthet i Gud tack vare vår herre Jesus Kristus, genom vilken vi nu har vunnit försoningen.
ROM.5.12	Genom en enda människa kom synden in i världen, och genom synden döden, och så nådde döden alla människor därför att de alla syndade. 
ROM.5.13	Redan före lagen fanns alltså synd i världen, men synd räknas inte där det inte finns någon lag. 
ROM.5.14	Ändå härskade döden från Adam till Mose också över dem som inte gjort sig skyldiga till en överträdelse som Adams. Och Adam motsvarar honom som skulle komma, 
ROM.5.15	men överträdelsen kan inte jämföras med nåden. Om alla dog genom en endas överträdelse, så har nu alla fått del av Guds överflödande nåd, nådegåvan som bestod i en enda människa, Jesus Kristus. 
ROM.5.16	Och följderna av en enda mans synd kan inte jämföras med denna gåva. Ty domen följde på vad han ensam hade gjort och blev fällande, men nåden följde på mångas överträdelser och innebar ett frikännande. 
ROM.5.17	Om en enda mans överträdelse betydde att döden fick herravälde genom denne ende, så skall nu i stället de som blir rättfärdiga genom nådens överflödande rika gåva leva och få herravälde tack vare en enda, Jesus Kristus. 
ROM.5.18	Alltså: liksom en endas överträdelse ledde till fällande dom för alla människor, så har också en endas rättfärdiga gärning lett till frikännande och liv för alla människor. 
ROM.5.19	Liksom en enda människas olydnad gjorde alla till syndare, så skall en endas lydnad göra alla rättfärdiga. 
ROM.5.20	Lagen kom in för att överträdelserna skulle bli större. Men där synden blev större, där överflödade nåden än mer, 
ROM.5.21	och på samma sätt som synden härskade och förde till döden, skall därför nåden härska genom rättfärdighet och föra till evigt liv genom Jesus Kristus, vår herre.
ROM.6.1	Vad innebär nu detta? Skall vi stanna kvar i synden för att nåden skall bli större? 
ROM.6.2	Naturligtvis inte. Vi som har dött bort från synden, hur skall vi kunna leva vidare i den? 
ROM.6.3	Vet ni då inte att alla vi som har döpts in i Kristus Jesus också har blivit döpta in i hans död? 
ROM.6.4	Genom dopet har vi alltså dött och blivit begravda med honom för att också vi skall leva i ett nytt liv, så som Kristus uppväcktes från de döda genom Faderns härlighet. 
ROM.6.5	Ty har vi blivit ett med honom genom att dö som han skall vi också bli förenade med honom genom att uppstå som han. 
ROM.6.6	Vi vet att vår gamla människa har blivit korsfäst med honom för att den syndiga kroppen skall berövas sin makt, så att vi inte längre är slavar under synden. 
ROM.6.7	Ty den som är död är frikänd från synden. 
ROM.6.8	När vi nu har dött med Kristus är vår tro att vi också skall leva med honom. 
ROM.6.9	Vi vet ju att Kristus har uppväckts från de döda och inte mer skall dö. Döden är inte längre herre över honom. 
ROM.6.10	När han dog, dog han bort från synden, en gång för alla. När han nu lever, lever han för Gud. 
ROM.6.11	Så skall också ni se på er själva: i Kristus Jesus är ni döda för synden men lever för Gud.
ROM.6.12	Synden skall alltså inte få härska i er dödliga kropp, så att ni lyder dess begär. 
ROM.6.13	Låt inte synden bruka era lemmar som redskap för orättfärdigheten, utan låt Gud bruka er, ni som ju har återvänt till livet från döden; låt honom använda era lemmar som redskap för rättfärdigheten. 
ROM.6.14	Synden skall inte vara herre över er; ni står inte under lagen utan under nåden.
ROM.6.15	Hur är det då: skall vi synda eftersom vi inte står under lagen utan under nåden? Naturligtvis inte. 
ROM.6.16	Ni vet ju att om ni gör er till slavar under någon och lyder honom, då är ni slavar under den ni lyder, antingen under synden, vilket för till döden, eller under den lydnad som för till rättfärdighet. 
ROM.6.17	Men Gud vare tack! Ni var slavar under synden men valde att av hela ert hjärta lyda den lära som ni blivit införda i. 
ROM.6.18	Och när ni då gjordes fria från synden blev ni slavar under rättfärdigheten — 
ROM.6.19	jag väljer en mänsklig bild med tanke på er mänskliga otillräcklighet. Ty liksom ni gjorde era lemmar till slavar åt orenheten och laglösheten och blev laglösa skall ni nu göra dem till slavar åt rättfärdigheten och bli heliga. 
ROM.6.20	När ni var slavar under synden stod ni fria gentemot rättfärdigheten. 
ROM.6.21	Vad gav det för frukt? Sådant som ni nu känner skam över därför att det till slut leder till döden. 
ROM.6.22	Nu däremot, när ni blivit fria från synden men är slavar under Gud, blir frukten ni skördar helighet och till slut evigt liv. 
ROM.6.23	Syndens lön är döden, men Guds gåva är evigt liv i Kristus Jesus, vår herre.
ROM.7.1	Vet ni inte, bröder — jag talar ju till sådana som känner lagen — att lagen råder över människan bara så länge hon lever? 
ROM.7.2	Den gifta kvinnan är genom lagen bunden vid sin man så länge han lever. Men om mannen dör är hon löst från lagen som band henne vid mannen. 
ROM.7.3	Om hon går till en annan medan hennes man lever kallas hon alltså äktenskapsbryterska. Men om mannen dör är hon fri från lagen och bryter inte sitt äktenskap om hon går till en annan. 
ROM.7.4	Så är det också med er, mina bröder: ni har dött bort från lagen med Kristi kropp och tillhör nu en annan, honom som blev uppväckt från de döda, och så kan vi bära frukt åt Gud. 
ROM.7.5	Så länge vi levde på människans villkor var de synder och lidelser som väcks av lagen verksamma i våra lemmar, så att vi bar frukt åt döden. 
ROM.7.6	Men nu har vi blivit fria från lagen, sedan vi dött bort från det som höll oss bundna, och kan tjäna på ett nytt sätt, med vår ande, och inte på det gamla, efter bokstaven.
ROM.7.7	Vad innebär nu detta? Att lagen är synd? Visst inte, men först genom lagen har jag lärt känna synden. Jag hade inte vetat vad begäret var, om inte lagen hade sagt: 
ROM.7.8	Men synden grep tillfället och väckte genom budordet alla slags begär inom mig. Finns ingen lag är synden död. 
ROM.7.9	Jag levde en gång, när lagen inte fanns för mig. Men när budordet kom fick synden liv, 
ROM.7.10	och jag dog. Det visade sig att det budord som skulle föra till liv förde mig till döden. 
ROM.7.11	Ty synden grep tillfället, den bedrog mig med budordet och dödade mig genom det. 
ROM.7.12	Lagen är alltså helig och budordet heligt, rättvist och gott. 
ROM.7.13	Var det då något gott som blev min död? Nej, inte alls. Det var synden. För att den skulle avslöjas som synd vållade den mig döden genom det som är gott; så skulle genom budordet synden kunna visa sin fruktansvärda syndighet.
ROM.7.14	Vi vet att lagen hör till det andliga. Men själv är jag av köttslig natur, såld till slav under synden. 
ROM.7.15	Ty jag förstår inte mitt sätt att handla. Det jag vill, det gör jag inte, men det jag avskyr, det gör jag. 
ROM.7.16	Men om jag gör det jag inte vill, då medger jag att lagen är något gott. 
ROM.7.17	Då är det inte längre jag som handlar, utan synden som bor i mig. 
ROM.7.18	Jag vet att det inte bor något gott i mig, det vill säga i min köttsliga natur. Viljan finns hos mig, men inte förmågan att göra det som är gott. 
ROM.7.19	Det goda som jag vill, det gör jag inte, men det onda som jag inte vill, det gör jag. 
ROM.7.20	Men om jag gör det jag inte vill, då är det inte längre jag som handlar, utan synden som bor i mig. 
ROM.7.21	Jag har alltså upptäckt att eftersom det onda finns hos mig så är lagen något gott för mig som vill göra det goda — 
ROM.7.22	i mitt inre bejakar jag ju Guds lag. 
ROM.7.23	Men jag ser en annan lag i mina lemmar; den ligger i strid med lagen i mitt förnuft och gör mig till fånge hos syndens lag i mina lemmar. 
ROM.7.24	Jag arma människa, vem skall befria mig från denna dödens kropp? 
ROM.7.25	Men jag tackar Gud, genom Jesus Kristus, vår herre! Lämnad åt mig själv tjänar jag alltså med mitt förnuft Guds lag och med min köttsliga natur syndens lag.
ROM.8.1	Nu blir det alltså ingen fällande dom för dem som tillhör Kristus Jesus. 
ROM.8.2	Ty den andliga lag som gäller för livet i Kristus Jesus har gjort mig fri från syndens och dödens lag. 
ROM.8.3	Det som lagen inte kunde göra, eftersom den kom till korta inför vår köttsliga natur, det gjorde Gud. Då han lät sin egen son bli lik en syndfull människa och sände honom som ett syndoffer, dömde han synden i människan. 
ROM.8.4	Därmed kunde lagens krav på rättfärdighet uppfyllas hos oss som lever efter vår ande och inte efter vår köttsliga natur. 
ROM.8.5	Ty de som lever efter köttet har dess sinnelag, men de som lever efter anden är andligt sinnade. 
ROM.8.6	Köttets sinnelag betyder död, men andens liv och frid. 
ROM.8.7	Köttets sinnelag innebär ju fiendskap med Gud; det underordnar sig inte Guds lag och kan inte heller göra det. 
ROM.8.8	De som är kvar i sin köttsliga natur kan inte behaga Gud. 
ROM.8.9	Ni däremot är inte kvar i den utan lever andligt, när nu Guds ande bor i er. Men den som inte har Kristi ande tillhör inte honom. 
ROM.8.10	Om Kristus bor i er, så är visserligen kroppen död på grund av synden, men anden har liv på grund av rättfärdigheten. 
ROM.8.11	Om anden från honom som har uppväckt Jesus från de döda bor i er, då skall han som har uppväckt Kristus från de döda göra också era dödliga kroppar levande genom att hans ande bor i er.
ROM.8.12	Vi har alltså skyldigheter, bröder, men inte mot köttet, inte att leva efter vår köttsliga natur. 
ROM.8.13	Om ni lever på det sättet kommer ni att dö, men om ni med ande dödar kroppens gärningar skall ni leva. 
ROM.8.14	Alla som leds av ande från Gud är Guds söner. 
ROM.8.15	Ni har inte fått en ande som gör er till slavar så att ni måste leva i fruktan igen; ni har fått en ande som ger söners rätt så att vi kan ropa: »Abba! Fader!« 
ROM.8.16	Anden själv vittnar tillsammans med vår ande om att vi är Guds barn. 
ROM.8.17	Men är vi barn, då är vi också arvingar, Guds arvingar och Kristi medarvingar, om vi delar hans lidande för att också få dela hans härlighet.
ROM.8.18	Jag menar att våra lidanden i denna tid ingenting betyder mot den härlighet som skall uppenbaras och bli vår. 
ROM.8.19	Ty skapelsen väntar otåligt på att Guds söner skall uppenbaras. 
ROM.8.20	Allt skapat har lagts under tomhetens välde, inte av egen vilja utan på grund av honom som vållade det, men med hopp om 
ROM.8.21	att också skapelsen skall befrias ur sitt slaveri under förgängelsen och nå den frihet som Guds barn får när de förhärligas.
ROM.8.22	Vi vet att hela skapelsen ännu ropar som i födslovåndor. 
ROM.8.23	Och till och med vi, som har fått Anden som en första gåva, också vi ropar i vår väntan på att Gud skall göra oss till söner och befria vår kropp. 
ROM.8.24	I hoppet är vi räddade — ett hopp som man ser uppfyllt är inte något hopp, vem hoppas på det han redan ser? 
ROM.8.25	Men om vi hoppas på det vi inte ser, då väntar vi uthålligt. 
ROM.8.26	På samma sätt är det när Anden stöder oss i vår svaghet. Vi vet ju inte hur vår bön egentligen bör vara, men Anden vädjar för oss med rop utan ord, 
ROM.8.27	och han som utforskar våra hjärtan vet vad Anden menar, eftersom Anden vädjar för de heliga så som Gud vill.
ROM.8.28	Vi vet att Gud på allt sätt hjälper dem som älskar honom att nå det goda, dem som han har kallat efter sin plan. 
ROM.8.29	Ty dem han i förväg har utvalt har han också bestämt till att formas efter hans sons bild, så att denne skulle vara den förstfödde bland många bröder. 
ROM.8.30	Dem han i förväg har utsett har han också kallat, och dem han har kallat har han också gjort rättfärdiga, och dem han har gjort rättfärdiga, dem har han också skänkt sin härlighet.
ROM.8.31	Vad innebär nu detta? Om Gud är för oss, vem kan då vara mot oss? 
ROM.8.32	Han som inte skonade sin egen son utan utlämnade honom för att hjälpa oss alla, varför skall han inte skänka oss allt med honom? 
ROM.8.33	Vem kan anklaga Guds utvalda? Gud frikänner, 
ROM.8.34	vem kan då fälla? Kristus är den som har dött och därtill den som har uppväckts och sitter på Guds högra sida och vädjar för oss. 
ROM.8.35	Vem kan då skilja oss från Kristi kärlek? Nöd eller ångest, förföljelse eller svält, nakenhet, fara eller svärd? 
ROM.8.36	Det står ju skrivet: 
ROM.8.37	Nej, över allt detta triumferar vi genom honom som har visat oss sin kärlek. 
ROM.8.38	Ty jag är viss om att varken död eller liv, varken änglar eller andemakter, varken något som finns eller något som kommer, 
ROM.8.39	varken krafter i höjden eller krafter i djupet eller något annat i skapelsen skall kunna skilja oss från Guds kärlek i Kristus Jesus, vår herre.
ROM.9.1	Jag talar sanning i Kristus, jag ljuger inte. Den heliga anden låter även mitt samvete bestyrka det, 
ROM.9.2	ty jag är fylld av sorg och mitt hjärta plågas ständigt. 
ROM.9.3	Jag skulle önska att jag själv fördömdes och skildes från Kristus om det kunde hjälpa mina bröder och stamfränder. 
ROM.9.4	De är ju israeliterna, som har fått söners rätt, härligheten, förbunden, lagen, gudstjänsten och löftena, 
ROM.9.5	de har fäderna, och från dem kommer Kristus som människa, han som är över allting, gud, välsignad i evighet, amen.
ROM.9.6	Det är inte så att Guds ord har visat sig felaktigt, ty Israel är inte alla som kommer från Israel, 
ROM.9.7	och inte heller är alla Abrahams efterkommande hans barn. Det heter ju: 
ROM.9.8	det vill säga: inte alla de barn som han blev upphov till är barn som Gud har gett honom; det är löftets barn som räknas som hans efterkommande. 
ROM.9.9	Ty detta ord var ett löfte: 
ROM.9.10	Likadant var det när Rebecka hade blivit havande med två barn genom en och samme man, vår fader Isak. 
ROM.9.11	Innan de var födda och hunnit göra vare sig gott eller ont — Guds beslut att välja fritt skulle stå fast 
ROM.9.12	och gärningar ingenting betyda, endast han själv, han som kallar — redan då fick hon höra orden: 
ROM.9.13	Det är också skrivet: 
ROM.9.14	Vad innebär nu detta? Kan Gud göra orätt? Naturligtvis inte. 
ROM.9.15	Han säger ju till Mose: 
ROM.9.16	Alltså kommer det inte an på människans vilja eller strävanden utan på Guds förbarmande. 
ROM.9.17	Skriften säger ju till farao: 
ROM.9.18	Så förbarmar han sig över vem han vill och förhärdar vem han vill.
ROM.9.19	Nu säger någon: Varför fortsätter han att förebrå oss? Ingen kan ju göra motstånd mot hans vilja. 
ROM.9.20	Men tror du, stackars människa, att du kan göra invändningar mot Gud? Kan det formade säga till formaren: Varför gjorde du mig sådan? 
ROM.9.21	Bestämmer inte krukmakaren över sin lera, så att han av en och samma klump kan göra både ett fint kärl och ett som inte är så fint? 
ROM.9.22	Kanske har Gud, för att visa sin vrede och göra sin makt känd, länge sparat de kärl som han har gjort för att förstöra i sin vrede? 
ROM.9.23	Och kanske ville han göra hela sin härlighet känd genom de kärl som han har bestämt till att förhärligas genom hans barmhärtighet? 
ROM.9.24	Till att vara sådana har han kallat oss, vare sig vi är judar eller hedningar. 
ROM.9.25	Så heter det också hos Hosea: 
ROM.9.27	Och Jesaja utropar om Israel: 
ROM.9.29	Likaså har Jesaja sagt: 
ROM.9.30	Vad innebär nu detta? Jo, att hedningarna, som inte strävade efter rättfärdighet, har vunnit rättfärdighet, men en rättfärdighet som bygger på tro. 
ROM.9.31	Israel däremot, som strävade efter en lag som ger rättfärdighet, kom inte fram till den lagen. 
ROM.9.32	Varför? Därför att de inte höll sig till tron utan ville hålla sig till gärningarna. De snubblade över den stötesten 
ROM.9.33	som skriften talar om: 
ROM.10.1	Bröder, mitt hjärtas önskan och min bön till Gud är att de skall bli räddade. 
ROM.10.2	Jag kan vittna om ivern i deras gudstro, men de saknar den rätta insikten. 
ROM.10.3	De vet inte vad rättfärdighet från Gud vill säga utan söker hävda sin egen, och därför har de inte underordnat sig rättfärdigheten från Gud.
ROM.10.4	Kristus är slutet på lagen, så att var och en som tror kan bli rättfärdig. 
ROM.10.5	Ty om den rättfärdighet som lagen ger skriver Mose: 
ROM.10.6	Men den rättfärdighet som tron ger säger: 
ROM.10.7	eller: 
ROM.10.8	Vad säger den då? 
ROM.10.9	Ty om du med din mun bekänner att Jesus är herre, och i ditt hjärta tror att Gud har uppväckt honom från de döda, skall du bli räddad. 
ROM.10.10	Hjärtats tro leder till rättfärdighet och munnens bekännelse till räddning. 
ROM.10.11	Skriften säger ju: 
ROM.10.12	Det är ingen skillnad på jude och grek; alla har samme herre, och han ger av sin rikedom åt alla som åkallar honom. 
ROM.10.13	Ty 
ROM.10.14	Men hur skall de kunna åkalla den som de inte har kommit till tro på? Hur skall de kunna tro på den som de inte har hört? Hur skall de kunna höra utan att någon förkunnar? 
ROM.10.15	Hur kan någon förkunna utan att vara utsänd? Det står skrivet: 
ROM.10.16	Men alla lyssnade inte till budskapet. Ty Jesaja säger: 
ROM.10.17	Så bygger tron på förkunnelsen och förkunnelsen på Kristi ord. 
ROM.10.18	Men då frågar jag: kanske har de aldrig hört den? Visst har de! 
ROM.10.19	Då frågar jag: kanske Israel inte förstod? Nej, redan Mose säger: 
ROM.10.20	Och Jesaja går så långt att han säger: 
ROM.10.21	Men om Israel säger han: 
ROM.11.1	Jag frågar då: kanske Gud har förskjutit sitt folk? Visst inte. Jag är ju själv israelit, ättling till Abraham och av Benjamins stam. 
ROM.11.2	Gud har inte förskjutit sitt folk, som han en gång har utvalt. Ni vet ju vad skriften säger i berättelsen om Elia, då han anklagar Israel inför Gud: 
ROM.11.4	Vad får han för svar från Gud? 
ROM.11.5	På samma sätt finns det i vår tid en rest som Gud har utvalt av nåd. 
ROM.11.6	Men om det var av nåd var det inte för gärningars skull — då vore nåden inte nåd. 
ROM.11.7	Det betyder att Israel inte har uppnått vad det strävar efter, bara de utvalda har uppnått det. De andra har blivit förstockade, 
ROM.11.8	som det står skrivet: 
ROM.11.9	Och David säger: 
ROM.11.11	Jag frågar då: kanske snavade de för att de skulle falla? Visst inte. Men när de föll blev det till räddning för hedningarna, för att detta skulle sporra deras egen avund. 
ROM.11.12	Om deras fall gav världen rikedom och deras nederlag gav hedningarna rikedom, vad skall då inte deras fulla styrka ge?
ROM.11.13	Men till er hedningar vill jag säga: just som apostel för hedningarna prisar jag min tjänst. 
ROM.11.14	Kanske kan jag väcka mina stamfränders avund och rädda några av dem. 
ROM.11.15	Ty om detta att de försköts gav världen försoning, vad skall då deras upptagande ge, om inte liv för de döda? 
ROM.11.16	Om det första brödet är heligt är hela baket heligt. Och om roten är helig är också grenarna heliga.
ROM.11.17	Om några av olivträdets grenar har brutits bort och du, som är en gren av en vildoliv, har ympats in i stället och får del av saven från det äkta trädets rot, 
ROM.11.18	så förhäv dig inte över de andra grenarna. Om du gör det skall du veta: det är inte du som bär roten utan roten som bär dig. 
ROM.11.19	Nu säger du kanske att grenarna bröts bort för att du skulle ympas in. 
ROM.11.20	Ja visst, de bröts bort därför att de inte trodde, men du är kvar därför att du tror. Var inte övermodig utan ta dig i akt; 
ROM.11.21	ty om Gud inte skonade de ursprungliga grenarna skall han inte heller skona dig. 
ROM.11.22	Du ser att Gud är både god och sträng: sträng mot dem som har fallit, god mot dig om du håller fast vid hans godhet; annars blir också du bortskuren. 
ROM.11.23	De andra blir däremot inympade, såvida de inte framhärdar i sin otro. Det står i Guds makt att ympa in dem igen. 
ROM.11.24	Ty om du skars ut ur den vildoliv som du av naturen hörde till och mot naturens ordning ympades in på ett odlat olivträd, hur mycket lättare kan då inte de äkta grenarna ympas in på sitt eget träd.
ROM.11.25	Bröder, för att ni inte skall förlita er på ert eget förstånd vill jag att ni skall känna till denna hemlighet. En del av israeliterna är förstockade och skall förbli det tills hedningarna i fullt antal har nått målet. 
ROM.11.26	Men då skall hela Israel bli räddat, som det står skrivet: 
ROM.11.28	Ser man till evangeliet är de Guds fiender, för er skull. Ser man till utkorelsen är de hans älskade, för fädernas skull. 
ROM.11.29	Gud tar inte tillbaka sina gåvor och sin kallelse. 
ROM.11.30	Ni var tidigare olydiga mot Gud men har nu fått förbarmande genom deras olydnad. 
ROM.11.31	Nu har de varit olydiga medan ni har fått förbarmande för att även de skall få förbarmande. 
ROM.11.32	Gud har gjort alla till olydnadens fångar för att kunna förbarma sig över alla.
ROM.11.33	Vilket djup av rikedom, vishet och kunskap hos Gud! Aldrig kan någon utforska hans beslut eller spåra hans vägar. 
ROM.11.36	Ty av honom och genom honom och till honom är allting. Hans är härligheten i evighet, amen.
ROM.12.1	Därför ber jag er, bröder, vid Guds barmhärtighet, att frambära er själva som ett levande och heligt offer som behagar Gud. Det skall vara er andliga gudstjänst. 
ROM.12.2	Anpassa er inte efter denna världen, utan låt er förvandlas genom förnyelsen av era tankar, så att ni kan avgöra vad som är Guds vilja: det som är gott, behagar honom och är fullkomligt.
ROM.12.3	I kraft av den nåd jag har fått säger jag till var och en av er: ha inte för höga tankar om er själva utan tänk som man bör tänka, med självbesinning, så att var och en rättar sig efter det mått av tro som Gud har tilldelat honom. 
ROM.12.4	Ty liksom vi har en enda kropp men många lemmar, alla med olika uppgifter, 
ROM.12.5	så utgör vi, fast många, en enda kropp i Kristus, men var för sig är vi lemmar som är till för varandra. 
ROM.12.6	Vi har olika gåvor allt efter den nåd vi har fått: profetisk gåva i förhållande till vår tro, 
ROM.12.7	tjänandets gåva hos den som tjänar, undervisningens gåva hos den som undervisar, 
ROM.12.8	tröstens gåva hos den som tröstar och förmanar, gåvan att frikostigt dela med sig, att vara nitisk som ledare och att med glatt hjärta visa barmhärtighet.
ROM.12.9	Er kärlek skall vara uppriktig. Avsky det onda, håll fast vid det goda. 
ROM.12.10	Visa varandra tillgivenhet och broderlig kärlek, överträffa varandra i ömsesidig aktning. 
ROM.12.11	Slappna inte i er iver, håll er brinnande i anden. Tjäna Herren. 
ROM.12.12	Gläd er i hoppet, var uthålliga i lidandet och ihärdiga i bönen. 
ROM.12.13	Hjälp Guds heliga med vad de behöver, vinnlägg er om gästfrihet. 
ROM.12.14	Välsigna dem som förföljer er, välsigna dem och förbanna dem inte. 
ROM.12.15	Gläd er med dem som gläder sig och gråt med dem som gråter. 
ROM.12.16	Bemöt alla lika och håll er inte för goda att umgås med dem som är ringa. Var inte självkloka. 
ROM.12.17	Löna inte ont med ont. Tänk på vad som är riktigt för alla människor. 
ROM.12.18	Håll fred med alla människor så långt det är möjligt och kommer an på er. 
ROM.12.19	Ta inte rätten i egna händer, mina kära, utan låt Guds vrede ha sin gång, ty det står skrivet: 
ROM.12.20	Men 
ROM.12.21	Låt dig inte besegras av det onda, utan besegra det onda med det goda.
ROM.13.1	Varje människa skall underordna sig all den överhet hon har över sig. Ty det finns ingen överhet som inte är av Gud, och den som finns är förordnad av honom. 
ROM.13.2	De som motsätter sig överheten gör därför motstånd mot Guds ordning, och de som gör motstånd drar straff över sig själva. 
ROM.13.3	De styrande är inget hot mot goda gärningar, men mot onda. Vill du slippa känna fruktan för överheten, gör då det goda, och den skall berömma dig; 
ROM.13.4	den står ju i Guds tjänst för att du skall kunna nå det goda. Men gör du det onda, känn då fruktan. Det är inte för inte som överheten bär sitt svärd; den står ju i Guds tjänst som hämnare, för att vreden skall drabba den som gör det onda.
ROM.13.5	Därför är det nödvändigt att underordna sig, inte bara för vredens skull utan också i insikt om vad som är riktigt. 
ROM.13.6	Det är ju därför ni betalar skatt, ty de styrande är Guds tjänare när de vakar över allt sådant. 
ROM.13.7	Ge alla vad ni är skyldiga dem, åt var och en det han skall ha: skatt, tullar, respekt, vördnad. 
ROM.13.8	Stå inte i skuld till någon, utom i er kärlek till varandra. Ty den som älskar sin medmänniska har uppfyllt lagen. 
ROM.13.9	Buden 
ROM.13.10	Kärleken vållar inte din nästa något ont. Kärleken är alltså lagen i dess fullhet.
ROM.13.11	Ni vet ju ändå vad tiden lider: det är dags för er att vakna. Ty nu är vår räddning närmare än när vi kom till tro. 
ROM.13.12	Natten går mot sitt slut och dagen är nära. Låt oss då lägga av oss mörkrets gärningar och ta på oss ljusets rustning. 
ROM.13.13	Låt oss leva värdigt, som det hör dagen till, inte med festande och drickande, inte med otukt och orgier, inte med strider och avund. 
ROM.13.14	Nej, ikläd er herren Jesus Kristus, och ha inte så mycket omsorg om det jordiska att begären väcks.
ROM.14.1	Den som är svag i tron skall ni godta utan att sätta er till doms över olika uppfattningar. 
ROM.14.2	Den enes tro tillåter honom att äta vad som helst, medan den som är svag i tron bara äter grönsaker. 
ROM.14.3	Den som vågar äta skall inte förakta den som inte gör det; den som inte vågar äta skall inte döma den som vågar, Gud har ju godtagit honom. 
ROM.14.4	Vad har du för rätt att döma den som är i en annans tjänst? Om han står eller faller angår bara hans egen herre. Men han faller inte, ty Herren är stark nog att hålla honom upprätt. 
ROM.14.5	Den ene gör skillnad på dagar; för den andre är de alla likvärdiga. Var och en skall vara fast i sin övertygelse. 
ROM.14.6	Den som alltid tänker på vad det är för dag gör det för Herren. Och den som äter gör det för Herren; han tackar ju Gud. Den som inte äter avstår med tanke på Herren, och han tackar också Gud. 
ROM.14.7	Ty ingen av oss lever för sin egen skull, och ingen dör för sin egen skull. 
ROM.14.8	Om vi lever, lever vi för Herren, och om vi dör, dör vi för Herren. Vare sig vi lever eller dör tillhör vi alltså Herren. 
ROM.14.9	Ty Kristus dog och fick liv igen för att härska över både döda och levande. 
ROM.14.10	Hur kan du då döma din broder? Eller hur kan du förakta din broder? Alla skall vi en gång stå inför Guds domstol. 
ROM.14.11	Ty det är skrivet: 
ROM.14.12	Alltså skall var och en av oss avlägga räkenskap inför Gud.
ROM.14.13	Låt oss därför inte längre döma varandra. I stället skall ni se till att ni inte kommer någon broder att snava eller falla. 
ROM.14.14	I min tro på herren Jesus vet jag fullt och fast att ingenting är orent i sig självt, men den som betraktar det som orent, för honom är det orent. 
ROM.14.15	Om du sårar din broder med vad du äter, då lever du inte längre efter kärlekens bud. Låt inte din mat bringa den i fördärvet som Kristus dog för. 
ROM.14.16	Se till att man inte talar illa om det goda som är ert. 
ROM.14.17	Ty Guds rike är inte mat och dryck utan rättfärdighet och frid och glädje i den heliga anden. 
ROM.14.18	Den som tjänar Kristus på det sättet behagar Gud och blir uppskattad av människor. 
ROM.14.19	Låt oss därför sträva efter det som gagnar friden och bygger upp gemenskapen. 
ROM.14.20	Riv inte ner Guds verk för matens skull. Allt är rent men är inte bra för den som äter och kommer på fall. 
ROM.14.21	Det är bra att avstå från kött och vin och annat som blir en stötesten för din broder. 
ROM.14.22	Låt din egen tro vara en sak mellan dig och Gud. Salig den som inte behöver döma sig själv för det val han träffar. 
ROM.14.23	Men den som äter fast han hyser betänkligheter är dömd därför att han inte handlar i tro. Allt som inte sker i tro är synd.
ROM.15.1	Vi som är starka är skyldiga att hjälpa de svaga med deras bördor och får inte tänka på oss själva. 
ROM.15.2	Vi skall var och en tänka på vår nästa, på vad som är gott och bygger upp. 
ROM.15.3	Kristus tänkte inte på sig själv, nej, det står skrivet: 
ROM.15.4	Alla profetior i skriften står där för att undervisa oss, så att vi genom vår uthållighet och den tröst skriften ger oss kan bevara vårt hopp. 
ROM.15.5	Måtte uthållighetens och tröstens Gud göra er eniga efter Kristi Jesu vilja, 
ROM.15.6	så att ni alla med en mun prisar vår herre Jesu Kristi Gud och fader.
ROM.15.7	Godta därför varandra, så som Kristus har godtagit er till Guds ära. 
ROM.15.8	Jag menar: Kristus blev de omskurnas tjänare för att visa att Gud är sannfärdig och bekräfta de löften som getts åt fäderna, 
ROM.15.9	och hedningarna har fått prisa Gud för hans barmhärtighet. Det står ju skrivet: 
ROM.15.10	Vidare heter det: 
ROM.15.11	Och en annan gång: 
ROM.15.12	Och Jesaja säger: 
ROM.15.13	Må hoppets Gud fylla er tro med all glädje och frid och ge er ett allt rikare hopp genom den heliga andens kraft.
ROM.15.14	Mina bröder, för min del har jag blivit övertygad om att ni själva är så fyllda av godhet och har så mycket av den fulla kunskapen att ni kan vägleda varandra. 
ROM.15.15	Ändå har jag skrivit till er, ibland lite väl uppriktigt, och påmint er om en del saker. Jag har gjort det därför att Gud i sin nåd 
ROM.15.16	gett mig uppdraget att gå ut till hedningarna som Kristi Jesu tempelpräst och i helig tjänst förvalta Guds evangelium. Så skall hedningarna bli ett offer som är helgat genom den heliga anden och som Gud därför tar emot.
ROM.15.17	Det är alltså tack vare Kristus Jesus som jag kan berömma mig av vad jag gör inför Gud. 
ROM.15.18	Jag vågar inte tala om annat än det som Kristus har gjort genom mig för att hedningarna skall föras till lydnad, i ord och gärning, 
ROM.15.19	genom kraften i tecken och under, genom Andens kraft. Så har jag överallt spritt evangeliet om Kristus, från Jerusalem åt alla håll, ända till Illyrien. 
ROM.15.20	Jag har alltid satt en ära i att inte förkunna evangeliet där Kristus redan är känd; jag vill inte bygga på en grund som någon annan har lagt. 
ROM.15.21	Det står ju skrivet: 
ROM.15.22	Det är därför som jag gång på gång har blivit förhindrad att komma till er. 
