MAT.1.1	Livre d' la généalogie d' Jésus‐Christ, fis Dâvi, fis Abĕrham.
MAT.16.11	Coumme est‐che qu' ous n' compĕrnaïz pouìnt que ch' n' est pas du païn que j' vous pâlais, quànd j' vous ai dit d'vous gardaïr du l'vaïn des pharisians et des saducéians?
MAT.16.12	Là‐d'ssus i comprìnrent qu' i n' leû‐s‐avait pas dit de s' gardaïr du l'vaïn qu' nou mét dans l' païn, mais d' la doctrine des pharisians et des saducéians.
MAT.16.13	Quànd Jésus vìnt ès environs d' Cêsarâie d' Philippe, il ìnterrogit ses disciplles, et leû dît: Qui' est que l's hoummes disent du Fis d' l' houmme? qui' est qu' i disent que j' sis?
MAT.16.14	I lli répounirent: L's ùns disent qu' ous êtes Jean‐Batiste, l's aûtres Elie, l's aûtĕrs Jérémie, ou quiquiùn des prophétes.
MAT.16.15	Jésus leû dît: Et vous, qui' est qu' ous dites que j' sis?
MAT.16.16	Simon Pierre pĕrnànt la parole, lli dît: Vous êtes le Christ, le Fis du Gyu vivànt.
MAT.16.17	Jésus lli répounit: Vous êtes bienhaeûraeux, Simon, fis Jean, parç que ch' n' est pas la chair ni l' sàng qui vous ont r'vêlaï chun'chìn, mais men Pére qui' est dans les ciux.
MAT.16.18	Et mé étout j' vous dis qu' ous êtes Pierre, et qu' sus chutte pierre‐ichìn j' bâtirai m'n égllise; et les portes d' l' enfer ne prévaûdront pouìnt contre elle.
MAT.16.19	Et j' vou doûrai les cllaïs du royaûme des ciux; et tout chu qu' ous lieraïz sus la terre, s'ra ossìn llaï dans les ciux; et tout chu qu' ous délieraïz sus la terre, s'ra ossìn déllaï dans les ciux.
MAT.16.20	En même temps i c'màndit à ses disciplles de n' dire à persounne qu' i fusse Jésus l' Christ.
MAT.16.21	Dès chu temps‐là Jésus c'mènchit à décllérier à ses disciplles qu' i fallait qu' il aûgisse à Jérusâlem; qu' il ŷ souffrisse bien des chôses d' la part des sénateurs, des scribes et des prìnces des prêtres; qu' il ŷ fusse mis à mort; et qu' i ressuscitisse le trésiême jour.
MAT.16.22	Et Pierre, quànd i l' aeut prìns à côtaï, s' mît à l' entĕrprendre, et i lli dît: Gyu vous préserve, Signeur! che n' s'ra pas là vote lot.
MAT.16.23	Mais Jésus se r'virànt, dît à Pierre: Hors de ma veie, satan, vous m' êtes ùn sujét d' scàndale, parç qu' ous n' avaïz pouìnt d' goût pour les chôses de Gyu, mais pour chelles dĕs hoummes.
MAT.16.24	Là‐d'ssus Jésus dît à ses disciplles: Si quiquiùn veurt venìr souventĕr mé, qu' i r'nonche à sé‐même, qu' i s' cherge de sa querouâix, et qu' i m' siéve.
MAT.16.25	Car le cien qui voudra saûvaïr sa vie, la perdera; et l' cien qui perdera sa vie pour l' amour de mé, la r'trouv'ra.
MAT.16.26	Et qui' est qu' ùn houmme s'rait d' mux d' gâgner tout l' monde, et d' perdre s'n âme? ou par quâille échànge l' houmme pourra‐t‐i racataïr s'n âme quànd i l' aira perdue?
MAT.16.27	Car le Fis d' l' houmme dét v'nìr dans la guelouére de sen Pére óve sĕs ànges; et i rèndra à châquiùn siévànt sĕs œuvres.
MAT.16.28	J' vous dis, et ch' est la véritaï, ill y' en a d' chaeux qui sont ichìn, qui n' goûteront pouìnt la mort, qui n' aient veue l' Fis d' l' houmme vnìr dans sen régne.
MAT.17.1	Six jours après Jésus prìnt ôve li Pierre, Jacques et Jean sen frére, et les m'nit à l' écart sus une haûte montâigne,
MAT.17.2	Et i fut trànsfiguraï d'vànt iaeux: sen visage s'mît à r'llére coumme le soleil, et sa robe d'vìnt bllànche coumme la neie.
MAT.17.3	En même temps i virent Moïse et Elie qui d'vîsaient ôve li.
MAT.17.4	Là‐d'ssus Pierre pĕrnànt la parole, dît à Jésus: Signeur, j' simes bien ichìn; qu' j' ŷ faichions, s' i vous pllaît, tres tentes, iune pour vous, iune pour Moïse, et iune pour Elie.
MAT.17.5	Coumme i pâlait acouore, une nuâie r'llésànte les couvrit: et i sortit d' chutte nuâie‐là une vouaix qui fît ouìr ches paroles‐ichìn: Ch'tin'chìn est men Fis bienaïmaï, en qui j' ai mis toute mĕn affection: écoutaïz‐lé.
MAT.17.6	Les disciplles, quànd i les aeurent ouies, caïrent la fache contĕr terre, et i furent saisis d' ùn grànd effré.
MAT.17.7	Mais Jésus s' appĕrchit d' aeux, les touquit, et leû dît: L'vous, et n' cragniz pouìnt.
MAT.17.8	Là‐d'ssus i l'virent leux yux, et i n' virent pus qu' Jésus seul.
MAT.17.9	Coumme i d'vallaient d' la montâigne, Jésus leû fît chu c'màndement‐ichìn, et leû dît: N' pâlaïz à persounne d' chu qu' ous v'naïz d' vée, jusqu' à tànt que l' Fis d' l' houmme sét ressuscitaï d' entĕr les morts.
MAT.17.10	Ses disciplles là‐d'ssus l' ìnterrogirent, et lli dirent: Pourqui' est‐che don qu' les scribes disent qu' i faût qu' Elie vienge prumiérement?
MAT.17.11	Mais Jésus leû répounit: Il est vrai qu' Elie dét v'nir et qu' i rétabllira toutes chôses.
MAT.17.12	Mais j' vous décllére qu' Elie est dêja v'nu, et i n' l' ont pouìnt counneue; mais i l' ont traitaï coumme i leû‐s‐a plleue. Ch' est d' même qu' i f'ront souffrìr l' Fis d' l' houmme.
MAT.17.13	Là‐d'ssus ses disciplles comprìnrent que ch' 'tait d' Jean‐Batiste qu' i leû‐s‐avait pâlaï.
MAT.17.14	Quànd i fut v'nu où l' peuplle était, ùn houmme appĕrchit d' li, qui s' houlit à genouâix à ses pids, et lli dît: Signeur, aiyiz piti d'men fis qui' est lunatique, et qui souffre hardi: car i quét souvent dans l' faeu, et souvent dans l' iaue.
MAT.17.15	J' l' ai mis d'vànt vos disciplles, et i n' ont pas peue l' guérìr.
MAT.17.16	Et Jésus répounit, et dît: O râce ìncrédule et perverse! jusqu' à quànd s'rai‐je ôve vous? jusqu' à quànd vous souffrirai‐ju? Am'naïz‐mé ichìn ch't éfànt‐là.
MAT.17.17	Et Jésus ayànt m'nichi l' démon, i sortit d' l' éfànt, qui fut guéri à l' haeure.
MAT.17.18	Là‐d'ssus les disciplles vìnrent trouvaïr Jésus en particuiller, et lli dirent: Pourqui' est‐che que j' n' avons pas peue, nous que vlo, cachier chu démon‐là?
MAT.17.19	Jésus leû répounit: Ch' est à cause de votre ìncrédulitaï. Car j' vous dis, et ch' est la véritaï, qu' s' ous avaîtes d' la foué gros coumme ùn graïn d' moutarde, vous diraîtes à chutte montâigne‐ichìn: R'mue‐té d' ichìn là; et a' s' ŷ r'muerait, et rien n'vous s'rait ìmpossiblle.
MAT.17.20	Mais chutte sorte de démons‐là n' se cache que par la periére et qu' par le june.
MAT.17.21	Coumme il étaient en Galilâie, Jésus leû dît: L' Fis d' l' houmme dét êtĕr mis entĕr les mâins d's hoummes;
MAT.17.22	Et i l' f'ront mouarìr, et i ressuscit'ra l' trésiême jour: chu qui leû fît bien d' la pâine.
MAT.17.23	Etànt v'nus à Capharnaüm, chaeux qui r'chevaient l' tribut de daeux drachmes vìnrent trouvaïr Pierre, et lli dirent: Est‐che que vote maître n' paie pas la taille?
MAT.17.24	Et i leû répounit: Oui, i la paie. Et quànd i fut v'nu dans la maîson, Jésus prìnt le d'vànt, et lli dît: Simon, qui' est qu' ous en pensaïz? D' qui' est‐che que les rouès d' la terre r'chévent les tailles et l's ìmpôts? est‐che de leux propres éfànts, ou d's étràngiers?
MAT.17.25	D's étràngiers, répounit Pierre. Jésus lli dît: L's éfànts en sont don affrànchis.
MAT.17.26+MAT.17.27	Mais à ceulle fìn que je n' les scàndalisions pouìnt, allous‐en à la maïre, et houlaïz vote ligne, et l' prumier païsson qu'ous hal'raïz d' l' iaue, pernaïz‐lé, et ouvraïz‐li la goule; vous ŷ trouv'raïz une piéche d' argent de quate drachmes, qu' ous prèndraïz, et qu' ous leû doûraïz pour mé et pour vous.
MAT.18.1	A chutte même haeure‐là les disciplles s'appĕrchirent de Jésus, et lli dirent: Qui' est qui' est l' pus grànd dans l' royaûme des ciux?
MAT.18.2	Jésus, quànd il aeut app'laï ùn p'tit éfànt, l' mît au milli d' aeux,
MAT.18.3	Et leû dît: J' vous dis, et ch' est la véritaï, qu' s' ous n' vous convertissaïz pouìnt, et s' ous n' dev'naïz pouìnt coumme de p'tits éfànts, vous n' enter'raïz pouìnt dans l' royaûme des ciux.
MAT.18.4	Tout houmme don qui s' humiliera et s' f'ra p'tit coumme ch't éfànt‐ichìn, ch'tin'na s'ra l' pus grànd dans l' royaûme des ciux;
MAT.18.5	Et tout houmme qui r'chét en men nom ùn éfànt coumme ch'tin'chìn, ch' est mé‐même qu' i r'chét.
MAT.18.6	Si quiquiùn scàndalise ùn d' ches p'tits‐ichìn qui créent en mé, i vaûdrait mux qu' nou lli pèndisse au co une des meules qu' ùn âne tourne, et qu' nou l' houlisse au fond d' la maïre.
MAT.18.7	Malheû au monde à cause des scàndales: car il est nécessaire qu'il avienge des scàndales; mais malheû a l' houmme par qui l' scàndale avient.
MAT.18.8	Si vote maïn ou vote pid vous est ùn sujét d' scàndale, copaïz‐les, et houlaïz‐les hors de vote veie: i vaût bien mux pour vous, quànd vous enter'raïz dans la vie, d' n' aver qu' ùn pid et qu' une maïn, qu' d' en aver daeux et d' être houlaï dans l' faeu éternel.
MAT.18.9	Et si vote ieil vous est ùn sujét d' scàndale, érachiz‐lé, et houlaïz‐lé hors de vote veie: i vaût bien mux pour vous, quànd vous enter'raïz dans la vie, d' n' aver qu' ùn ieil, qu' d' en aver daeux et d' être houlaï dans l' faeu d' l' enfer.
MAT.18.10	Gardous bien d' méprîsier quiquiùn d' ches p'tits‐ichìn: j' vous décllére que dans l' cieil leux ànges véent sàns cesse la fache de men Pére qui' est dans les ciux.
MAT.18.11	Car le Fis d' l' houmme est v'nu saûvaïr chu qui' est perdu.
MAT.18.12	S' ùn houmme a chent bĕrbis, et qu' une seule vienge à s' éguéraïr, qui' est qu' ous pensaïz qu' i féche là‐d'ssus? n' lâque‐t‐i pas les neunànte‐neuf aûtres sus les montâignes, pour allaïr trachier chelle qui s' est éguérâie?
MAT.18.13	Et s' il avient qu' i la trouve, j' vous dis, et ch' est la véritaï, qu' a' lli dounne pus d' jouaie qu' les neunànte‐neuf qui n' se sont pas éguérâies.
MAT.18.14	D' même vote Pére qui' est dans les ciux n' veurt pas qu' ùn seul d' ches p'tits‐ichìn sét perdu.
MAT.18.15	Si vote frére a péchi contĕr vous, allaïz lli ramèmbraïr sa faûte en particuiller, entĕr vous et li: s' i vous écoute, vous airaïz gâgni vote frére.
MAT.18.16	Mais s' i n' vous écoute pouìnt, pĕrnaïz acouore ôve vous une ou daeux persounnes, à ceulle fìn qu' tout sét confirmaï par l' aûtoritaï de daeux ou tres témoins.
MAT.18.17	S' i n' les écoute pas nitout, dites‐lé à l' égllise; et si n' écoute pas l' égllise même, qu' i sét à votre égard coumme ùn païan et ùn publlicaïn.
MAT.18.18	J' vous dis, et ch' est la véritaï, tout chu qu' ous lieraïz sus la terre, s'ra llaï étout dans l' cieil; et tout chu qu' ous délieraïz sus la terre, s'ra étout déllaï dans l' cieil.
MAT.18.19	J' vous dis acouore que si daeux d' entĕr vous s' unissent ensemblle sus la terre, quique chôse qu' che sét qu' i d'màndent, a' leû s'ra accordâie par men Pére qui' est dans les ciux.
MAT.18.20	Car en tout llu où s' trouv'ront daeux ou tres persounnes assèmbllâies en men nom, j' m' trouve au milli d' aeux.
MAT.18.21	Là‐d'ssus Pierre s' appĕrchit et lli dît: Signeur, combien d' fes pardounn'rai‐ju à men frére quànd il aira péchi contĕr mé? s'ra‐che jusqu' à sépt fes?
MAT.18.22	Jésus lli répounit: Je n' vous dis pas jusqu' à sépt fes, mais jusqu' à septànte fes sépt fes.
MAT.18.23	Vlà pour qui l' royaûme des ciux est comparaï à ùn roué, qui voulut faire rendĕr compte à ses serviteurs;
MAT.18.24	Et quànd il aeut c'mènchi à l' faire, nou lli' en pĕrsèntit iùn qui d'vait dix mìlle talents.
MAT.18.25	Mais coumme i n' avait pas l' moyen d' les lli rendre, sen maître c'màndit qu' nou l' vèndisse li, sa fâme et ses éfànts, et tout chu qu' il avait, pour satisfaire à chutte dette‐là.
MAT.18.26	Chu serviteur‐là, quànd i s' fut houlaï à ses pids, l' supillait, et lli dît: Signeur, aiyiz ùn p'tit d' patienche, et j' vous rèndrai tout.
MAT.18.27	Là‐d'ssus l' maître d' chu serviteur‐là fut touchi d' compâssion, l' lâquit allaïr, et lli r'mît sa dette.
MAT.18.28	Mais chu serviteur‐là n' aeut pas putôt sorti, qu' i trouvit ùn d' ses compagnons qui lli d'vait chent digners, et i l' prìnt à la gorge, l' étràngllait quâsi, et lli dît: Rendsmé chu qu' tu m' dès.
MAT.18.29	Et sen compagnon, quànd i s' fut houlaï à ses pids, l' supillait, et lli dît: Aiyiz ùn p'tit d' patienche, et j' vous rèndrai tout.
MAT.18.30	Mais i n' voulut pouìnt l' écoutaïr; et i s' en allit, et i l' fît mettre en prîson, pour l' ŷ gardaïr jusqu' à tànt qu' i lli rèndisse chu qu' i lli d'vait.
MAT.18.31	L's aûtes serviteurs ses compagnons quànd i virent chu qui s' pâssait, en furent hardi mârris, et i firent saver à leû maître tout chu qui s' était pâssaï.
MAT.18.32	Là‐d'ssus sen maître, quànd i l' aeut fait v'nìr, lli dît: Maûvais serviteur, j' vous avais r'mis tout chu qu' ous m' devaîtes, parç qu' ous m'en avaîtes pryaï:
MAT.18.33	N' fallait‐i don pas qu' vous étout vous aeussyiz piti d' vote compagnon, coumme j' avais ieue piti d' vous?
MAT.18.34	Et sen maître, ému d' colére, l' mît dans les mâins des sergeànts, jusqu' à tànt qu' i paiyisse tout chu qu' i lli d'vait.
MAT.18.35	Ch' est d' même que men Pére qui' est dans l' cieil vous f'ra, si châquiùn d' vous n' pardounne du fond d' sen coeur à sen frére les faûtes qu'il aira coummises contĕr de li.
MAT.19.1	Jésus, quànd il aeut fini ches discours‐là, quittit la Galilâie, et vìnt ès marches d' la Judâie au d'là du Jourdaïn,
MAT.19.2	Où une grànd route de gens l' siévit, et i guérisit leux malades au même endrét.
MAT.19.3	Les pharisians vìnrent étout pour le tèntaïr, et i lli dirent: Est‐i permis à ùn houmme d' rènvyaïr sa fâme pour quique cause qu' che sét?
MAT.19.4	I leû répounit: N' avous pouìnt llésu que l' cien qui créyit l' houmme au c'mènch'ment, les créyit mâle et fumelle, et qu' il est dit:
MAT.19.5	Pour chutte raîson‐là l' houmme quitt'ra sen pére et sa mére, et i s' attaqu'ra à sa fâme, et i n' s'ront pus les daeux qu' une seule chair?
MAT.19.6	Aïnchìn i n' s'ront pus daeux, mais une seule chair. Qu' l' houmme don n' sépare pas chu qu' Gyu a joint.
MAT.19.7	Mais pourqui' est‐che don, lli dirent‐i, qu' Moïse a ordounnaï qu' nou baille à sa fâme ùn écrit d' séparâtion, et qu' nou la rènvie?
MAT.19.8	I leû répounit: Ch' est à cause d' la duretaï d' vote coeur que Moïse vous a permis d' rènvyaïr vos fâmes: mais ch' n' était pas d' même ichìn‐d'vànt.
MAT.19.9	Ossìn j' vous asseure que tout houmme qui rènvie sa fâme, si ch' n' est pour cause d' adultére, et en marie une aûtre, coummét ùn adultére; et que l' cien qui marie chelle qu' ùn aûtre à rènvyâie, coummét étout ùn adultére.
MAT.19.10	Ses disciplles lli dirent: Si ch' est là l' lot d' ùn houmme à l' égard d' sa fâme, i n'est pas bouan de s' mariaïr.
MAT.19.11	I leû dît: Tous n' sont pas capablles d' chutte résolution‐là, mais seul'ment chaeux‐là à qui vlà qui' a étaï dounnaï d' en haût.
MAT.19.12	Car ill y' a d's eunuques qui sont naïs tout itaïs dès l' ventre de leû mére: ill y' en a que l's hoummes ont faits eunuques: et ill y' en a qui s' sont faits eunuques aeux‐mêmes pour gâgner l' royaûme des ciux. Qui peut comprendre chun'çhìn, l' compranne.
MAT.19.13	Nou lli pĕrsèntit là‐d'ssus de p'tits éfànts, à ceulle fìn qu' i misse ses mâins sus iaeux, et qui pryisse pour iaeux: et coumme ses disciplles les r'poussaient ôve d' rûdĕrs paroles,
MAT.19.14	Jésus leû dît: Laissiz là chĕs éfànts‐illo, et ne l's empêchiz pas de v'nir à mé: car le royaûme du cieil est pour chaeux qui leû r'ssembllent.
MAT.19.15	Et quànd il aeut mis ses mâins sus iaeux, i s'en allit hors de là.
MAT.19.16	Là‐d'ssus ùn janne houmme s' appĕrchit, et lli dît: Bouan maître, quaï bien faût‐i que j' féche pour aver la vie éternelle?
MAT.19.17	Jésus lli répounit: Pourqui' est qu' ous m' app'laiz bouan? I gn' y' a que Gyu seul qu' i sét bouan. S' ous voulaïz èntraïr dans la vie, gardaïz les c'mànd'ments.
MAT.19.18	Quaïs c'mànd'ments? lli dît‐i: Jésus lli dît: Vous n' tueraïz pouìnt: Vous n' coummettr'aïz pouìnt d' adul tére: Vous n' dérob'raïz pouìnt: Vous n' diraïz pouìnt d' faux témouégnage.
MAT.19.19	Hounoraïz vote pére et vote mére: et Aïmaïz vote pĕrchaïn coumme vous‐même.
MAT.19.20	Chu janne houmme‐là lli répounit: J' ai gardaï tous ches c'màndments‐là dès ma jannesse: qui' est qui m' mànque acouore?
MAT.19.21	Jésus lli dît: S' ous voulaïz êtĕr parfait, allaïz, vèndaïz chu qu' ous avaïz, et dounaïz‐lé ès paures, et vous airaïz ùn tĕrsor dans l' cieil; et pîs v'naïz, et siéviz‐mé.
MAT.19.22	Chu janne houmme‐là, quànd il aeut oui ches paroles‐ichìn, s' en allit tout triste: parç qu' il avait d' grànds biens.
MAT.19.23	Et Jésus dît à ses disciplles: J' vous dis, et ch' est la véritaï, qu' ch' est à grànd pâine qu' ùn riche entre dans l' royaûme des ciux.
MAT.19.24	J' vous dis chun'na acouore une fes: Il est pus aîsi qu' ùn chameau pâsse par le creux d' une aigulle, qu' i n' l' est qu' ùn riche entre dans l' royaûme des ciux.
MAT.19.25	Ses disciplles, quànd i ouirent ches paroles‐ichìn, s'en étounnirent hardi, et i disaient: Qui' est don qui pourra êtĕr saûvaï?
MAT.19.26	Jésus les r'gardit, et leû dît: Vlà qui' est ìmpossiblle ès hoummes; mais tout est possiblle à Gyu.
MAT.19.27	Là‐d'ssus Pierre pĕrnànt la parole, lli dît: Pour nous que vlo, vous véyiz qu' j' avons tout quittaï, et que j' vous avons siévu: qui' est don que s'ra la récompense qu' j' en r'chevrons?
MAT.19.28	Et Jésus leû dît: J' vous dis, et ch' est la véritaï, qu' pour vous qui m' avaïz siévu, quànd, au temps d' la régénérâtion, l' Fis d' l' houmme s'ra assis sus l' trône de sa guelouére, vous s'raïz ossìn assis sus douze trônes, et vous jug'raïz les douze tribus d' Israël.
MAT.19.29	Et tout houmme qui' aira quittaï pour men nom sa maîson, ou ses fréres, ou ses soeurs, ou sen pére, ou sa mére, ou sa fâme, ou ses éfànts, ou ses terres, en r'chevra l' chèntuplle, et aira pour héritage la vie éternelle.
MAT.19.30	Mais ùn grànd nombre qui' avaient étaï les prumiers, s'ront les drâins; et un grànd nombre qui' avaient étaï les drâins, s'ront les prumiers.
MAT.20.1	L' royaûme des ciux r'ssemblle à ùn pére de famille, qui sortit d' grànd matìn, à ceulle fìn de louaïr d's ouveriers pour travâiller à sa vigne:
MAT.20.2	Et étànt d' accord ôve lĕs ouveriers qu' il airaient ùn digner pour leû journâie, i l's envyit à sa vigne.
MAT.20.3	I sortit acouore sus la trésiême haeure du jeur; et coumme il en vît d' aûtres qui se t'naient sus la plléche sàns rien faire,
MAT.20.4	I leû dît: Allous‐en ossìn, vous que vlo, à ma vigne, et j' vous doûrai chu qui s'ra juste;
MAT.20.5	Et i s' y' en allirent. I sortit acouore sus la sixiême et sus la neuviême haeure du jeur, et i fît la même chôse.
MAT.20.6	Et quànd il aeut sorti sus la onziême haeure, il en trouvit d' aûtres qui' étaient là sàns rien faire, et i leû dît: Pourqui' est qu' ous restaïz là tout l' long du jeur sàns travâiller?
MAT.20.7	Ch' est, lli dirent‐i, qu' persounne ne nous a louaïs: et i leû dît: Allous‐en étout, vous que vlo, à ma vigne.
MAT.20.8	Quànd l' sér fut v'nu, l' maître d' la vigne dît au cien qui' avait l' soin d' ses affaires: App'laïz l's ouveriers, et payiz‐les, d'pîs les drâins jusqu' ès prumiers.
MAT.20.9	Chaeux don qui n' étaient v'nus à la vigne que viron la onziême haeure, quànd il aeurent appĕrchi, r'chaeurent châquiùn ùn digner.
MAT.20.10	Chaeux qui' avaient étaï louaïs les prumiers, quànd i vìnrent à leû touar, craeurent qu' nou leû doûrait pus qu' ès aûtres; mais i ne r'chaeurent nitout qu'ùn digner châquiùn:
MAT.20.11	Et quànd i l' aeurent r'chu, i marmounnaient contre l' pére de famille,
MAT.20.12	Et disaient: Ches drâins‐ichìn n'ont travâilli qu' une haeure, et vous les faites pareils à nous, qui' avons portaï l' pes du jeur et d' la chaleur.
MAT.20.13	Mais pour réponse i dît à iùn d' aeux: M'n ami, je n' vous fais pouìnt d' tort: n' ékyous pas d' accord ôve mé d'ùn digner pour vote journâie?
MAT.20.14	Pĕrnaïz chu qui vous apparkyent, et allous‐en: pour mé, j' veurs dounnaïr à chu draïn‐ichìn autànt qu' à vous.
MAT.20.15	N' m' est‐i don pas permis d' faire chu que j' veurs? et vote ieil est‐i maûvais, parç que j' sis bouan?
MAT.20.16	Aïnchìn les drâins s'ront les prumiers, et les prumiers s'ront les drâins: parç qu' ill y' en a ùn grànd nombre d' app'laïs, mais d' élus, guéres.
MAT.20.17	Ho Jésus, coumme i s' en allait à Jérusâlem, prìnt à part ses douze disciplles, et leû dît:
MAT.20.18	J' nous en allons à Jérusâlem, et l' Fis d' l' houmme s'ra mis dans les mâins des prìnces des prêtres et des scribes, qui l' condamn'ront à mort,
MAT.20.19	Et l' mettront dans les mâins des gèntis, à ceulle fìn qu' i l' abafouent, et qu' i l' fouittent et l' crucifient: et i ressuscit'ra l' trésiême jour.
MAT.20.20	Là‐d'ssus la mére d's éfànts d' Zébédée s' appĕrchit d' li ôve ses daeux fiss, et l' adorit, coumme s' a' voulait lli d'mandaïr quique chôse.
MAT.20.21	I leû dît: Qui' est qu' ous voulaïz? Ordounnaïz, c' fît‐alle, qu' mes daeux fis que v'chìn séent assis dans vote royaûme, l' ùn à vote dêtre, et l' aûtre à vote gaûche.
MAT.20.22	Mais Jésus leû répounit: Vous n' savaïz pas chu qu' ous d'màndaïz. Pouvous bére le caliche que j' dès bére? I dîrent: Je l' pouvons.
MAT.20.23	I leû répounit: Il est vrai qu' ous béraïz l' caliche que j' bérai: mais pour chu qui' est d' être assis à ma dêtre ou à ma gaûche, ch' n' est pas â mé à vous l' dounnaïr, mais che s'ra pour chaeux à qui men Pére l'a préparaï.
MAT.20.24	Les dix aûtes apôtres, quànd il aeurent oui chun'chìn, s' ìndignirent contĕr les daeux fréres.
MAT.20.25	Et Jésus, quànd i l's aeut app'laïs à li, leû dît: Vous savaïz qu' les prìnces des nâtions les maîtrisent, et qu' les grànds usent d' aûtoritaï sus iaeux.
MAT.20.26	I n' faut pas qu' ch' en sét d' même parmi vous: mais que l' cien qui voudra être l' pus grànd parmi vous, sét vote serviteur;
MAT.20.27	Et que l' cien qui voudra être l' prumier d' entĕr vous, sét votre escllave.
MAT.20.28	Coumme le Fis d' l' houmme n'est pas v'nu pour êtĕr servi, mais pour servìr, et dounnaïr sa vie pour la rédèmption d' ùn grànd nombre.
MAT.20.29	Coumme i sortaient d' Jéricho, i fut siévu d' une grànd route de peuplle:
MAT.20.30	Et daeux aveuglles qui' étaient assis l' long du ch'mìn, quànd il aeurent oui dire que Jésus pâssait, s' mirent à cryaïr, et i dirent: Signeur, Fis d' Dâvi, aiyiz piti d' nous.
MAT.20.31	Et l' peuplle les m'nichait pour les faire se taie; mais i s' mirent à cryaïr acouore pus haût, et i disaient: Signeur, Fis d' Dâvi, aiyiz piti d' nous.
MAT.20.32	Là‐d'ssus Jésus s' arrêtit, et quànd i l's aeut app'laïs, i leû dît: Qui' est qu' ous voulaïz que j' vous féche?
MAT.20.33	Signeur, lli dirent‐i, qu' nos yux séent ouverts.
MAT.20.34	Jésus don, ému d' compâssion pour aeux, leû touquit l's yux: et au même môment i r'trouvirent la veue, et l' siévirent.
MAT.21.1	Coumme i s' appĕrchaient d' Jérusâlem, et qu' i furent venus à Bethpagé auprès d' la montâigne dĕs oliviers, Jésus envyit daeux d' ses disciplles,
MAT.21.2	Et leû dît: Allaïz à chu bourg‐là qui' est d'vànt vous, et quànd vous ŷ s'raïz v'nus, vous ŷ trouv'raïz une ânesse amarrâie, et s'n ânon auprès d' elle; démarraïz‐la, et am'naïz‐m'‐la.
MAT.21.3	Si quiquiùn vous dit quique chôse, dites‐li que l' Signeur en a besoin, et ossitôt i les laiss'ra emm'naïr.
MAT.21.4	Ho tout chun'chìn s' est fait, à ceulle fìn qu' chutte parole‐ichìn du prophéte fusse accompllie:
MAT.21.5	Dites à la file de Sion: V'chìn votĕr Roué qui vient à vous paîsiblle, montaï sus une ânesse, et sus l' ânon d' chelle qui' est sous l' jouc.
MAT.21.6	Les disciplles s' en allirent don, et firent chu qu' Jésus leû‐s‐avait c'màndaï.
MAT.21.7	Et quànd il aeurent am'naï l' ânesse et l' ânon, i les couvrirent d' leux hardes, et l' firent montaïr d'ssus.
MAT.21.8	Une grànd route de gens étèndit étout ses hardes l' long du ch'mìn; l's aûtĕrs copaient des brànques d' arbres, et les houlaient par où i pâssait;
MAT.21.9	Et tous ensemblle, chaeux qui' allaient d'vànt li, coumme chaeux qu' i l' siévaient, cryaient: Hosanna, salut et guelouére au Fis d' Dâvi: béni sét l' cien qui vient au nom du Signeur: Hosanna, salut et guelouére lli séent au pus haût des ciux.
MAT.21.10	Quànd il aeut èntraï dans Jérusâlem, toute la vìlle en fut émue, et châquiùn d'màndait: Qui' est ch'tin'chìn?
MAT.21.11	Mais ches peuplles‐là qui l' accompagnaient, disaient: Ch' est Jésus l' prophéte, qui' est d' Nâzareth en Galilâie.
MAT.21.12	Jésus, quànd il aeut èntraï dans l' templle de Gyu, cachit tous chaeux qui vèndaient et acataient dans l' templle: i renversit les tablles des bànquiers, et les sitons d' chaeux qui vèndaient des tourterelles;
MAT.21.13	Et i leû dît: Il est écrit: Ma maîson s'ra app'lâie la maîson d' la periére: et vous que vlo vous en avaïz fait une caverne de voleux.
MAT.21.14	Là‐d'ssus d's aveuglles et d's épîtaïs vìnrent à li dans l' templle, et i les guérisit.
MAT.21.15	Mais les prìnces des prêtres et les scribes, quànd i virent les méreilles qu' il avait faites, et l's éfànts qui cryaient dans l' templle, et qui disaient: Hosanna, salut et guelouére au Fis d' Dâvi; il en furent ìndignis,
MAT.21.16	Et lli dirent: Oyous bien chu qui disent? Oui, leû dît Jésus. Mais n' avous jamais llésu chutte parole‐ichìn: Vous avaïz obtìnt la louànge la pus parfaite d' la bouche des p'tits éfànts, et d' chaeux qui sont à la mamelle?
MAT.21.17	Et quànd i l's aeut laissis là, i sortit d' la vìlle, et s' en allit à Béthanie, où i restit toute la gnett.
MAT.21.18	Au matìn, quànd i r'vìnt à la vìlle, il aeut faïm:
MAT.21.19	Et quànd il aeut veue ùn figuier sus l' chemìn, il en appĕrchit; mais coumme i n' ŷ trouvit qu' des fieilles, i lli dît: Qu' à jamais i n' vienge de té aûcùn frit; et au même moment l' figuier s'quit.
MAT.21.20	Quànd les disciplles virent chun'na, il en furent ravis, et i s' dirent l' ùn à l' aûtre: Coumme est‐che que chu figuier‐là s' est s'qui dans ùn móment?
