MAT.1.1	Detta är förfäderna till Jesus Kristus
HEB.12.11	All tillrättavisning känns smärtsam och obehaglig just för stunden. Men om man lär sig av tillrättavisningen leder det till att man kan följa Guds vilja och leva i frid både med honom och med människor. 
HEB.12.12	Låt därför Gud fylla er som är svaga med ny kraft. 
HEB.12.13	Se till att ni lever efter Guds vilja, så att ingen av er vacklar i sin tro och går under, utan blir stark igen.
HEB.12.14	Ja, sträva efter att leva i frid med alla människor, och lev helt för Gud, för bara den som ger sig helt åt Gud ska en dag få se Herren. 
HEB.12.15	Ta hand om varandra så att ingen går miste om Guds kärlek och förlåtelse. Låt er inte gripas av bitterhet mot Gud och mot varandra, för det skulle förstöra livet för många. 
HEB.12.16	Se till att ingen av er lever i sexuell lössläppthet, och se till att ingen kastar bort det ni har fått från Gud. Var inte som Esau, som sålde sin arvsrätt för ett enda mål mat. 
HEB.12.17	Som ni vet, ville han sedan ändå få ut sitt arv, men då var det för sent att ångra sig. Hans pappa vägrade att ge honom arvet, trots att han bönade och bad under tårar.
HEB.12.18	Gud har talat till er, men inte så som han talade till Israels folk. Ni står inte vid ett berg här på jorden, ett berg täckt av eld, svarta moln, mörker och våldsamt oväder. 
HEB.12.19	Ni har inte hört trumpetstötar och en röst som talar så att ni inte vill höra mer. Den gången bad ju Israels folk att Gud skulle sluta tala till dem, 
HEB.12.20	för de stod inte ut med att höra hans befallning: "Till och med det djur som rör vid berget måste stenas till döds."
HEB.12.21	Ja, synen av Guds helighet var så fruktansvärd att Mose själv sa: "Jag darrar av skräck."
HEB.12.22	Nej, ni har blivit inbjudna att komma till Sions berg
HEB.12.23	som är samlade till fest. Ni har blivit Guds barn och får ärva allt det goda som Gud har lovat, eftersom era namn är skrivna i himlen.
HEB.12.24	Ni har kommit till Jesus själv, han som blev medlare i ett nytt förbund mellan Gud och människor då han offrade sitt blod på korset. Och hans blod ropar inte på hämnd så som Abels blod gjorde.
HEB.12.25	Se därför till att ni inte avvisar Gud när han talar till er. Om Israels barn blev straffade när de vägrade att lyda Gud då han talade till dem här på jorden, hur mycket hårdare ska vi då inte bli straffade om vi avvisar Gud då han talar till oss från himlen. 
HEB.12.26	När Gud talade från Sinai berg fick hans röst jorden att skaka, men i Skriften
HEB.12.27	Och detta betyder att allt skapat ska utplånas och försvinna, men att det som är byggt på en evig grund ska bestå.
HEB.12.28	Vi tillhör Guds eget folk och har byggt våra liv på den eviga grund som aldrig ska försvinna. Låt oss därför vara tacksamma och tjäna Gud så som han vill. Vi bävar inför Gud och ger honom äran, 
HEB.12.29	för vår Gud är som en förtärande eld, när han straffar dem som inte håller sig till honom.
HEB.13.1	Fortsätt att älska varandra så som syskon bör göra. 
HEB.13.2	Kom ihåg att ta emot människor i era hem, för genom detta har somliga fått änglar som gäster utan att veta om det! 
HEB.13.3	Tänk på dem som sitter i fängelse, som om ni satt fängslade tillsammans med dem. Dela smärtan med dem som blir misshandlade, som om det var er egen kropp det gällde.
HEB.13.4	Se till att alla respekterar äktenskapet. Var trogen mot den du är gift med, för Gud kommer att straffa alla som lever i sexuell lössläppthet och alla som är otrogna i sina äktenskap.
HEB.13.5	Lev inte för pengar, utan nöj er med vad ni har! Gud har ju sagt: "Jag ska aldrig överge dig eller svika dig."
HEB.13.6	Därför kan vi också tryggt säga: "Herren är min hjälpare, jag behöver aldrig vara rädd. Vad kan en människa göra mig."
HEB.13.7	Tänk på era ledare, de som först undervisade er om Guds budskap. Tänk på hur de höll fast vid sin tro ända till livets slut, och ha dem som föredöme. 
HEB.13.8	Jesus Kristus är densamma igår, idag och i evighet. 
HEB.13.9	Låt er därför inte lockas av nya och främmande läror som för er vilse. Ert inre blir inte stärkt av att ni äter en viss sorts mat. Nej, inre styrka är en gåva från Gud. Regler om mat har aldrig hjälpt någon.
HEB.13.10	Vi har fått något som är bättre än reglerna i Moses lag
HEB.13.11	De bar in blodet av de slaktade djuren i det allra heligaste
HEB.13.12	På samma sätt led Jesus och dog utanför stadsporten, för att hans blod skulle befria oss från skuld och göra oss värdiga att komma inför Gud.
HEB.13.13	Så låt oss gå ut till Jesus utanför lägret och vara villiga att bli hånade tillsammans med honom. 
HEB.13.14	Den här världen är ju inte vårt hem för all framtid. Nej, vi ser fram emot att en dag för evigt få bo hos Gud.
HEB.13.15+HEB.13.16	Låt oss därför ständigt hylla Gud för det som Jesus har gjort för oss. Låt oss tacka Gud och öppet bekänna vår tro på Jesus. Glöm inte heller att göra gott mot andra och dela med er av det ni har, för allt detta gläder Gud och är de enda offer han vill ha av oss.
HEB.13.17	Lyssna till ledarna i församlingen och gör som de säger. De har fått i uppgift att ta hand om er, och ska en dag stå till svars inför Gud för hur de har skött sitt arbete. Låt dem känna att deras uppgift är en glädje, och inte en tung börda. Det vinner ni alla på.
HEB.13.18	Fortsätt att be för oss, för vi vet att vi har rena motiv och vill handla rätt i allt vad vi gör. 
HEB.13.19	Särskilt vill jag att ni ska be för att jag snart ska kunna komma till er.
HEB.13.20+HEB.13.21	Själv ber jag att Gud, han som ger frid, på allt sätt ska stötta och hjälpa er så att ni alltid kan göra hans vilja. Ja, jag ber att han genom kraften från Jesus Kristus ska hjälpa er att alltid göra det som gläder honom. Gud uppväckte vår Herre Jesus från de döda, sedan Jesus hade offrat sitt blod och instiftat ett evigt förbund mellan Gud och människor, och genom detta blev Jesus Kristus den store herden för alla sina får. Hans är äran i all evighet. Ja, det är sant!
HEB.13.22	Till sist ber jag er, kära syskon, att noga ta vara på de förmaningar som jag har skrivit här i mitt korta brev. 
HEB.13.23	Jag kan berätta för er att vår bror Timotheos har sluppit ut ur fängelset, och om han kommer hit snart, ska jag besöka er tillsammans med honom. 
HEB.13.24+HEB.13.25	Hälsa alla era ledare och alla de troende. De troende som är från Italien hälsar till er.
HEB.13.24+HEB.13.25	 Men önskan om att Guds godhet och kärlek ska följa er alla. 
JAS.1.1	Från Jakob, som är tjänare åt Gud och Herren Jesus Kristus
JAS.1.1	 Till alla de judiska troende som är skingrade runt om i olika länder. Hälsningar till er alla!
JAS.1.2	Var glada, kära syskon
JAS.1.3	Ni vet ju att om ni håller fast vid er tro på Herren Jesus mitt i alla prövningar, så lär ni er att bli uthålliga. 
JAS.1.4	Och om ni fortsätter att vara uthålliga, får ni till sist en så stark och mogen tro att ni kan möta vad som helst.
JAS.1.5	Om någon inte förstår hur han ska klara detta, måste han be till Gud, och Gud ska ge honom vishet. Gud är ju villig att ge åt alla. Han blir inte arg över att vi frågar. 
JAS.1.6	Men den som ber till Gud måste lita på att han svarar. Tvivla inte, för den som tvivlar på Gud är som en våg på havet som drivs hit och dit av vinden. 
JAS.1.7	Om du inte litar på Herren Gud, kommer han inte heller att ge dig vad du behöver. 
JAS.1.8	Den som tvivlar på Gud kan ju aldrig bestämma sig för om han ska be till honom eller inte. Han blir osäker i alla sina beslut.
JAS.1.9	Den troende som inte har någon hög ställning här i världen ska vara stolt över sin höga ställning hos Gud. 
JAS.1.10+JAS.1.11	Men den troende som är rik och har inflytande här i världen, ska vara stolt över att Gud har visat honom hur lite detta är värt. Den rike vissnar ju bort som en blomma på ängen. När solen går upp bränner den gräset, och blommorna vissnar och förlorar sin skönhet.
JAS.1.12	Lycklig är den människa som håller ut då hon prövas. Om hon håller fast vid sin tro på Herren Jesus trots alla prövningar, ska hon ju få evigt liv som segerkrans. Det har Gud lovat dem som älskar honom. 
JAS.1.13	Men om ni frestas att göra det som är ont, kom då ihåg att inte skylla på Gud. Gud frestas ju aldrig att göra det som är ont, och han skulle själv aldrig fresta någon. 
JAS.1.14	Nej, när en människa frestas att göra det som är ont, är det hennes egna onda begär som lockar och drar henne. 
JAS.1.15	Det onda begäret är som ett foster som växer inom oss, och när det är färdigutvecklat föds synden. Synden växer sedan i sin tur och föder död. 
JAS.1.16	Låt er inte luras, mina kära syskon. 
JAS.1.17	Gud ger oss bara goda gåvor. Han har skapat himlens alla ljus, men växlar själv aldrig mellan ljus och mörker. Därför ger han oss bara det som är fullständigt gott. 
JAS.1.18	Han födde oss till ett nytt liv då vi tog emot det sanna budskapet om Jesus, allt enligt hans vilja. Vi blev en första skörd av troende bland alla dem som han har skapat.
JAS.1.19	Glöm aldrig, mina kära syskon, att ni bör vara snabba till att lyssna, men sena till att tala och sena till att bli arga. 
JAS.1.20	En människa som är arg har ju svårt att följa Guds vilja. 
JAS.1.21	Gör er därför av med all omoral och all den ondska som finns hos er. Var glada och tacksamma över det budskap som Gud har sått i era hjärtan, för det har kraft att rädda er för evigt.
JAS.1.22	Kom ihåg att omsätta budskapet i praktisk handling. Om någon tror att det räcker med att känna till budskapet, tar han fullständigt miste. 
JAS.1.23	Den som känner till budskapet, men inte följer det, han liknar en man som får syn på sitt ansikte i en spegel. 
JAS.1.24	Han tar en snabb titt, men går sedan därifrån och glömmer hur han såg ut. 
JAS.1.25	Men den som speglar sig själv i frihetens lag ‑ i det budskap som gör oss fullständigt fria från synden ‑ och inte glömmer bort vad han såg, han ska bli lycklig när han omsätter budskapet i praktisk handling.
JAS.1.26	Den som påstår sig vara troende men inte kan kontrollera sin tunga och sina ord, han bedrar sig själv. Hans tro kan inte rädda honom. 
JAS.1.27	Men den som har en sann tro visar omsorg om föräldralösa barn och änkor och andra som har det svårt, och han låter sig inte påverkas av den här världens ondska. En sådan tro uppskattas av Gud, vår Far. Den har han inget att anmärka på.
JAS.2.1	Kära syskon, ni tror ju på Herren Jesus Kristus, han som delar Guds makt och härlighet, bli därför inte imponerade av människors status, utan behandla alla lika. 
JAS.2.2	Låt mig ta ett exempel: Tänk er att ni är samlade till gudstjänst, och plötsligt kommer det in två män. Den ene har vackra, dyrbara kläder och en guldring på fingret. Den andre är en fattig man i smutsiga kläder. 
JAS.2.3	Genast tar ni hand om den rika mannen och ger honom den bästa platsen i lokalen, medan någon säger till den fattige: "Du kan stå där borta", eller "Sätt dig här på golvet bredvid mig." 
JAS.2.4	Har ni inte helt fel inställning när ni på det här sättet värderar människor efter deras yttre?
JAS.2.5	Lyssna på mig, mina kära syskon! Har inte Gud inbjudit dem som är fattiga i världens ögon att få tillhöra honom och få del av ett rikt liv när de tror på Herren Jesus? De får vara Guds eget folk, precis som Gud har lovat alla dem som älskar honom. 
JAS.2.6	Varför behandlar ni då de fattiga illa? Är det inte de rika som förtrycker er och drar er inför domstol? 
JAS.2.7	Är det inte de som hånar Jesus, honom som ni tillhör?
JAS.2.8	Gud vill att ni ska följa det viktigaste budet i hela Moses lag,
JAS.2.9	Om ni därför behandlar människor olika, syndar ni mot Gud och är skyldiga till att ha brutit mot lagen. 
JAS.2.10	Enligt lagen är man antingen skyldig eller oskyldig. Den som har brutit mot ett enda bud är lika skyldig som den som har brutit mot alla. 
JAS.2.11	Den Gud som sa: "Du ska inte vara otrogen i ditt äktenskap" har ju också sagt: "Du ska inte mörda."
JAS.2.12	Varje gång ni säger eller gör något, ska ni handla som människor som en dag ska få evigt liv på grund av frihetens lag ‑ det budskap som gör oss fria från synden. 
JAS.2.13	Den som inte visar medlidande med andra, ska på domens dag inte få något medlidande av Gud. Men den som visar medlidande ska själv få medlidande den dagen.
JAS.2.14	Kära syskon, vad är det för nytta med att säga att man tror på Gud, om man inte omsätter sin tro i praktisk handling? Kan en sådan tro rädda någon? 
JAS.2.15	Låt mig ta ett exempel: Om ni har fattiga medlemmar i församlingen som varken har mat eller kläder, 
JAS.2.16	räcker det då med att säga till dem: "Gud ska ta hand om er. Klä er varmt och ät ordentligt?" Kan era ord hjälpa dessa människor? Måste ni inte också ge dem vad de behöver?
JAS.2.17	Så är det alltså med er tro. Om den inte omsätts i praktisk handling är den död, och bara en massa tomma ord.
JAS.2.18	Nu kanske någon invänder: "Tro är en sak, och goda gärningar en annan. De har inget med varandra att göra." Men då svarar jag: "Hur kan du bevisa att du tror, om du inte omsätter din tro i praktisk handling? Det är ju handlingarna som visar vilken tro man har." 
JAS.2.19	Inbillar du dig att det räcker med att tro att det bara finns en enda Gud? Det vet ju till och med de onda andarna och darrar av skräck inför honom. 
JAS.2.20	Nej, var inte så oförståndig. Du måste inse att din tro är meningslös ifall du inte omsätter den i praktisk handling.
JAS.2.21	Tänk på vår förfader Abraham, som var villig att offra sin son Isak på altaret.
JAS.2.22	Abrahams tro fick honom alltså att handla enligt Guds vilja. Han bevisade sin tro genom att omsätta den i praktisk handling. 
JAS.2.23	Genom detta uppfylldes det som står i Skriften
JAS.2.24	Ni ser alltså att människor blir skuldfria inför Gud på grund av sina handlingar. Det räcker inte med att bara tro.
JAS.2.25	Rachav, den prostituerade kvinnan i Jeriko, är ett annat exempel på detta. Hon tog emot de israelitiska budbärarna i sitt hus och släppte ut dem en annan väg, och på grund av denna handling blev hon accepterad av Gud. 
JAS.2.26	En tro som inte omsätts i praktisk handling är alltså död och tom, precis som en kropp är död om det inte finns någon livsande i den.
JAS.3.1	Kära syskon, inte alla av er ska undervisa i församlingen, för Gud granskar dessa människors ord extra noga. 
JAS.3.2	Alla gör vi fel på olika sätt, men det som är allra svårast är att kontrollera sin egen tunga och sina ord. Den som lyckas med det är en felfri människa, som också har kontroll över sina handlingar. 
JAS.3.3	Låt mig ge er två bilder: Genom att lägga ett betsel i munnen på en häst, kan vi få den att vända och gå dit vi vill. 
JAS.3.4	Och med ett litet roder kan styrmannen få ett stort fartyg att åka precis dit han vill, även om vindarna är starka. 
JAS.3.5	En annan bild är, att en liten gnista kan sätta eld på en hel skog. 
JAS.3.6	På samma sätt är det med tungan. Denna lilla del av vår kropp är som en gnista från helvetet självt. Den brinner av den här världens ondska, och kan förvandla våra liv till ett flammande eldhav som ödelägger hela vår tillvaro.
JAS.3.7	Människor har också i alla tider lyckats tämja och kontrollera alla slags djur, både sådana som flyger, sådana som lever på land och sådana som lever i vatten. 
JAS.3.8	Men sin egen tunga kan ingen människa tämja. Den lever sitt eget liv, full av ondska och dödligt gift. 
JAS.3.9	Ena stunden använder vi den för att hylla vår Gud och Far, och i nästa stund använder vi den till att förbanna människorna, som Gud har skapat till att vara lika honom.
JAS.3.10	Ur samma mun kommer både lovsång och förbannelser. Kära syskon, ni förstår ju själva att detta inte är rätt! 
JAS.3.11+JAS.3.12	Samma källa kan väl inte ge både sötvatten och saltvatten? Det är ju lika omöjligt som att oliver skulle växa på fikonträd eller fikon på vinrankor.
JAS.3.13	Om någon bland er påstår sig ha fått andlig insikt och vishet från Gud, då måste han gå före med gott exempel och visa detta i praktisk handling utan att framhäva sig själv. 
JAS.3.14	Men om någon är fylld med avundsjuka och själviskhet, då avslöjar han att allt detta prat om andlig insikt bara är lögn och tomt skryt. 
JAS.3.15	En sådan vishet kommer inte från Gud, utan är jordisk och mänsklig och inspirerad av djävulen. 
JAS.3.16	Avundsjuka och själviska ambitioner leder ju till oordning och all slags ondska.
JAS.3.17	Nej, den vishet som kommer från Gud inspirerar oss till att göra det som är rätt i Guds ögon. Den orsakar inte konflikter, utan gör oss vänliga och hänsynsfulla mot varandra. Den hjälper oss att visa medlidande, så att vi kan göra gott mot andra. Den lär oss att behandla alla lika och att vara öppna och ärliga. 
JAS.3.18	Om vi medverkar till att lösa konflikter, sår vi frid bland våra medmänniskor, och resultatet blir att de följer Guds vilja.
JAS.4.1	Vad är det som orsakar gräl och strider ibland er? Är det inte de själviska begär som vill ta makten över er kropp och ert handlande? 
JAS.4.2	Ni vill ha sådant som andra har, men ni får ingenting. Ni är avundsjuka på varandra och förstör varandras liv, för att få det som ni själva vill ha. Ja, ni grälar och strider men blir ändå inte tillfredsställda, eftersom ni inte ber Gud att fylla era behov. 
JAS.4.3	Och när ni ber, får ni ändå inte det ni ber om, eftersom ni har fel motiv. Ni är bara ute efter att tillfredsställa era egna begär.
JAS.4.4	Varför överger ni Gud? Förstår ni inte att om ni älskar den här världen blir ni Guds fiender? Ni kan inte vara vän med Gud om ert mål är att njuta av den här världen. 
JAS.4.5	Tror ni inte att Gud talar sanning när det står i Skriften
JAS.4.6	Men Gud vill i sin godhet hjälpa oss att stå emot dessa själviska begär. Därför heter det i Skriften: "Gud står emot dem som är stolta, men han är god mot dem som erkänner sitt behov av honom."
JAS.4.7	Erkänn alltså ert behov av Gud. Stå emot djävulen, så ska han fly ifrån er. 
JAS.4.8	Håll er nära Gud, så ska han hålla sig nära er. Be Gud om förlåtelse för era synder. Tvivla inte mer, utan tro på Gud av hela hjärtat. 
JAS.4.9	Gråt över det onda ni har gjort. Visa en verklig ånger. Sluta skratta och låt tårarna strömma. Låt er ytliga glädje vändas i sorg. 
JAS.4.10	Ja, erkänn ert behov av Herren Gud, så ska han upphöja er.
JAS.4.11	Tala inte illa om varandra, kära syskon, för den som talar illa om andra och dömer dem, han talar illa om Moses lag
JAS.4.12	Det finns bara en som har rätt att döma, och det är Gud, han som gav oss lagen och ensam har makt att rädda eller förinta oss. Men du som är människa, vilken rätt har du att döma andra?
JAS.4.13	Och nu en varning till er som säger: "Idag eller imorgon ska vi åka till den eller den staden, stanna där ett år och göra goda affärer." 
JAS.4.14	Hur kan ni veta vad som ska hända imorgon, eller hur ert liv ska bli? Människan är ju som morgondimman ‑ ena stunden syns hon, och nästa stund är hon borta.
JAS.4.15	Ni borde istället säga: "Om Herren Gud vill, får vi leva och göra det eller det." 
JAS.4.16	Men nu skryter ni med era egna planer, och en sådan självsäkerhet är ond.
JAS.4.17	Kom ihåg att ni syndar mot Gud, om ni vet hur man bör handla men inte gör det.
JAS.5.1	Jag vill också varna människor som är rika: Gråt och jämra er över den olycka som ska drabba er. 
JAS.5.2	Er rikedom ska förlora sitt värde och era fina kläder ska förvandlas till trasor. 
JAS.5.3	Ja, ert guld och silver ska förstöras som av rost, och bli ett tecken på vad som ska drabba er själva. Ni ska brännas upp som av eld, eftersom ni samlade på er rikedomar under den här världens sista tid. 
JAS.5.4	Ni lät människor arbeta för er, så att ni kunde bli rika, men ni gav dem ingen lön. Och nu har deras rop på rättvisa nått Herren Gud, han som har all makt.
JAS.5.5	Ni har levt i lyx och överflöd här på jorden. Ni är färdiga för Guds straff, precis som djur som har ätit sig feta inför slakten.
JAS.5.6	Ni har dömt och dödat oskyldiga människor, som inte ens gjorde motstånd mot er.
JAS.5.7	Kära syskon, vänta tåligt på att Herren Jesus ska komma tillbaka. Var som jordbrukaren som tåligt väntar på höstregn och vårregn, eftersom han vet att marken sedan kommer att bära en rik skörd. 
JAS.5.8	Ja, visa tålamod och håll fast vid er tro, för Herren Jesus kommer snart tillbaka.
JAS.5.9	Klaga inte på varandra, kära syskon, så att inte Gud en dag anklagar er. Herren Jesus, den store Domaren är snart här.
JAS.5.10	Tänk på alla profeterna, som framförde budskap från Herren Gud.
JAS.5.11	Tänk också på Job och den uthållighet han visade. Lyckliga är de som på samma sätt som han håller fast vid sin tro när de får lida. Gud lät ju också Jobs liv sluta lyckligt, eftersom Gud är full av kärlek och medlidande.
JAS.5.12	Framför allt, kära syskon, ska ni inte förstärka era löften genom att svära några eder. Ni ska inte svära vare sig vid himlen eller vid jorden eller vid något annat, för allt detta tillhör Gud. Säg bara ett enkelt ja eller nej, så att ni inte bryter ett löfte ni har svurit inför Gud och blir straffade av honom.
JAS.5.13	Om någon av er får lida, ska han be Gud om hjälp. Och om någon är glad, ska han sjunga glädjesånger till Gud. 
JAS.5.14	Om någon är sjuk, ska han kalla på församlingens ledare, och de ska be för honom och smörja honom med olja, så att kraften från Herren Jesus kan bota den sjuke.
JAS.5.15	Om församlingens ledare då litar på att Herren svarar på deras bön, ska Herren rädda den sjuke och göra honom frisk. Och om den sjuke har syndat ska han bli förlåten.
JAS.5.16	Bekänn därför era synder för varandra och be för varandra, så att ni kan bli botade.
JAS.5.17	Tänk på Elia. Han var en människa precis som vi. Men när han ivrigt bad till Gud att det inte skulle regna i Israels land, då regnade det inte på tre och ett halvt år. 
JAS.5.18	När han sedan bad att det skulle regna igen, då kom regnet, och allt började växa som förut.
JAS.5.19+JAS.5.20	Kära syskon, om någon av er har kommit bort från det sanna budskapet om Jesus, så försök att hjälpa den personen tillbaka igen. Ni ska veta att den som lyckas föra någon tillbaka till Jesus, han räddar den personen från en evig död, och gör så att alla hans synder blir förlåtna. 
1PE.1.1	Från Petrus, som är sändebud
1PE.1.1	 Till er som tillhör Gud och är främlingar i den här världen, och som bor utspridda i provinserna Pontos, Galatien, Kappadokien, Asien och Bithynien. 
1PE.1.2	Ni tackade ja till Guds, vår Fars, inbjudan att få tillhöra honom, och har nu fått förlåtelse för era synder, eftersom Jesus dog för att ta vårt straff precis så som Gud för länge sedan hade planerat. Och genom kraften i Guds Ande kan ni nu lyda Jesus Kristus och leva helt för honom. 
1PE.1.2	 Jag ber att Gud ska visa er godhet, och att ni mer och mer ska fyllas av hans frid.
1PE.1.3	Låt oss hylla Gud, han som är Far till vår Herre Jesus Kristus. I sin oändliga godhet lät han oss födas en gång till. Han födde oss till ett nytt andligt liv
1PE.1.4	om att en dag få ärva allt det goda som väntar hos Gud. Ja, vi ska få det eviga livet, som aldrig kan förstöras eller förlora sin härlighet. 
1PE.1.5	Denna eviga räddning, som Gud ska avslöja vid tidens slut, ligger redan och väntar på er. Och eftersom ni litar på honom, ska han genom sin kraft bevara er, så att ni verkligen får del av den.
1PE.1.6	Var därför glada och jubla över er räddning, även om ni nu för en kort tid måste gå igenom olika slags prövningar. 
1PE.1.7	Genom dessa prövningar förädlas er tro, så att bara det som är äkta blir kvar, på samma sätt som guld förädlas genom att man hettar upp det över eld. Denna äkta tro är oändligt mycket mer värd än guldet, som till slut bara ska försvinna. Men när Jesus Kristus kommer tillbaka ska ni få del av hans härlighet och bli hyllade och ärade på grund av er tro.
1PE.1.8	Ni älskar Jesus trots att ni inte kan se honom. Ja, trots att ni ännu inte har sett honom, tror ni på honom och jublar. Ni fylls av en härlig och obeskrivlig glädje, 
1PE.1.9	eftersom ni vet att Gud snart ska belöna er tro och rädda er för evigt.
1PE.1.10	Det var denna räddning profeterna
1PE.1.11	Kristus Ande inom dem förutsa att Kristus först måste lida, och att han sedan skulle återvända till härligheten hos Gud. Och de undrade när detta skulle hända, och hur det skulle gå till. 
1PE.1.12	Gud visade dem att budskapet inte gällde deras egen tid, utan att det gällde er som skulle leva långt senare. Och nu har detta budskap om räddning nått er. Guds heliga Ande, som Gud sände, har ju gett människor kraft att komma till er med det glada budskapet om Jesus. Och det budskapet är så fantastiskt att till och med änglarna längtar efter att få veta mer om det.
1PE.1.13	Håll därför huvudet kallt och var beredda. Se till att hålla fast vid hoppet om att Jesus Kristus i sin godhet räddar er för evigt då han kommer tillbaka.
1PE.1.14	Lyd Gud, eftersom ni är hans barn. Låt er inte längre drivas av de onda begär som styrde er innan ni kände Jesus. 
1PE.1.15	Lev helt för Gud och håll er rena från all synd, eftersom han som inbjöd er att tillhöra honom är ren och helig. 
1PE.1.16	Han har ju själv sagt i Skriften
1PE.1.17	Kom ihåg att han som ni kallar Far när ni ber, en dag ska döma alla människor. Och han gör ingen skillnad på människor, utan alla ska dömas efter vad de har gjort. Visa därför respekt för Gud och lyd honom under den korta tid ni lever här på jorden.
1PE.1.18	Ni vet själva hur mycket det kostade Gud att köpa er fria från det meningslösa liv både ni och era förfäder levde. Lösensumman bestod ju inte av silver eller guld, som bara är materiella värden som snart ska försvinna. 
1PE.1.19	Nej, ni köptes fria genom Jesus Kristus dyrbara blod. Kristus, som aldrig hade syndat, var Guds felfria lamm som offrades för att ta straffet för era synder. 
1PE.1.20	Han var utsedd av Gud för den här uppgiften redan innan världen skapades. Men det var först nu vid tidens slut som han kom till jorden för att rädda er. 
1PE.1.21	Tack vare Kristus har ni nu börjat tro på Gud. Gud uppväckte ju Kristus från de döda och lät honom sedan återvända till härligheten hos Gud, och därför tror ni på Gud och har ett säkert hopp om att han ska infria sina löften.
1PE.1.22	Ni har fått förlåtelse för era synder genom att tro på det sanna budskapet om Jesus, och kan nu visa varandra en uppriktig kärlek. Se därför till att ni älskar varandra av hela hjärtat. 
1PE.1.23	Ni har ju blivit födda en gång till, inte genom en mänsklig födelse, utan genom en övernaturlig, då Gud sådde sitt eviga och livgivande budskap i era hjärtan. 
1PE.1.24	Det står ju i Skriften
1PE.1.25	Men Herrens budskap består i evighet."
1PE.2.1	Ni har tagit emot Guds eviga budskap. Gör er därför av med all ondska och falskhet. Sluta upp med att låtsas var goda, och lägg av med att vara avundsjuka och tala illa om varandra. 
1PE.2.2+1PE.2.3	"Ni har ju fått smaka Herrens godhet."
1PE.2.4	Ni har kommit till den levande Jesus Kristus, till den sten som inte dög åt människor, men som är utvald och värdefull i Guds ögon. 
1PE.2.5	Därför är ni nu själva levande byggnadsstenar, som Gud kan använda för att bygga sin församling ‑ sitt andliga tempel. Ni har blivit präster som tillhör Gud, och genom Guds Ande kan ni tjäna honom. Denna tjänst blir ett offer som han tar emot med glädje på grund av det som Jesus Kristus har gjort. 
1PE.2.6	Gud säger ju i Skriften: "Lyssna! Jag lägger i Jerusalem
1PE.2.7	Ja, Kristus är värdefull för er som tror på honom, men för dem som inte tror har "den sten som inte dög åt byggnadsarbetarna blivit själva hörnstenen, 
1PE.2.8	en sten som man stöter emot, en sten som man snavar över. "
1PE.2.9	Men ni som tror på budskapet har "inbjudits av Gud till att vara hans folk och till att vara präster som tjänar honom."
1PE.2.10	Ni som förut inte var ett folk, får nu vara Guds eget folk. Han har visat medlidande med er som han förut inte ville visa något medlidande.
1PE.2.11	Kära vänner, ni lever ju som främlingar i den här världen. Därför vill jag uppmana er att inte ge efter för de själviska begär som vill ta makten över er och skada er. 
1PE.2.12	Tänk på hur ni uppträder bland dem som inte tror. Låt dem få se att ni gör det som är gott. Då ska de människor som förut anklagade er, hylla Gud den dag han besöker dem.
1PE.2.13+1PE.2.14	Eftersom ni tillhör Herren Jesus, ska ni underordna er den regering och de myndigheter som finns i landet. Regeringen har ju utsett ordningsmakten till att straffa dem som gör det onda och belöna dem som gör det goda.
1PE.2.15	Gud vill att ni genom att göra det som är gott ska tysta dem som kommer med dumma anklagelser mot er. 
1PE.2.16	Jesus Kristus har köpt er fria från synden, men utnyttja inte friheten till att göra det som är ont. Kom ihåg att ni har fått er frihet för att kunna tjäna Gud. 
1PE.2.17	Behandla alla människor med respekt. Älska era troende syskon
1PE.2.18	Ni som är slavar måste sätta era ägare före er själva. Lyd och respektera dem, inte bara om de är vänliga och behandlar er väl, utan också om de är hårda och orättvisa. 
1PE.2.19	I Guds ögon gör ni något stort om ni är villiga att lida orättvist, för att kunna lyda honom. 
1PE.2.20	Om ni handlar fel och måste stå ut med att bli slagna och straffade, vad är det att vara stolta över? Men om ni handlar rätt och är villiga att lida för det, då är det något stort i Guds ögon.
1PE.2.21	Den som har tackat ja till Guds inbjudan att få tillhöra honom måste vara villig att lida. Kristus själv fick ju lida för er skull och har gett er ett exempel att följa. 
1PE.2.22	Kristus syndade aldrig, och han talade alltid sanning. 
1PE.2.23	När han blev hånad, svarade han inte med att håna tillbaka, och när han fick lida, hotade han inte sina fiender. Nej, han lämnade straffet åt Gud, han som en dag ska döma alla rättvist. 
1PE.2.24	Han bar våra synder i sin egen kropp när han dog på korset, och genom detta är vi befriade från syndens makt och kan följa Guds vilja. Ja, genom hans sår har också ni blivit helade. 
1PE.2.25	Ni var som vilsna får som hade sprungit bort från Gud, men nu har ni vänt tillbaka till er herde och beskyddare.
1PE.3.1	Ni gifta kvinnor måste sätta er man före er själva. Det gäller även de kvinnor som är gifta med män som inte tror på budskapet om Jesus. 
1PE.3.2	För om mannen ser att ni alltid handlar osjälviskt och lever ett rent liv helt för Gud, så kan ni få honom att börja tro utan att behöva säga ett enda ord. 
1PE.3.3	Sträva inte efter att dra uppmärksamheten till ert yttre, genom dyrbara smycken, vackra kläder och konstfulla frisyrer. 
