MAT.1.1	Yesu Krisita doho nala rɛ nyɛ. Ʋ naabaa rɛ gyɩ yaa Deviti, Deviti mɛ naabaa yaa Abɩraham.
GAL.3.17	Wɩɩ hʋ ŋ aa basɩ memii rɛ nyɛ: Wɩɩsɩ gyɩ aa wee nyʋwa hʋ a tɩya Abɩraham, ʋ bɩsɩ kɔɔsɩbanaa abee mɔlɩya abee fi hal tɩyaŋ nɛ ʋ gyɩ kpa mɩrɩsɩ hʋ tɩya Moosi. Ɛɛ wɩya mɩrɩsɩ hʋ Wɩɩsɩ aa tɩŋ hal kpa tɩya Moosi bɩ sɩ wuwo kpʋ nyʋwa hʋ Wɩɩsɩ aa laasɩya we ta. 
GAL.3.18	Wɩɩ hʋ Wɩɩsɩ aa wee nyʋwa anɩɩ ʋ sɩ yaa tɩya Abɩraham, ʋ bɩ lɩɩ mɩrɩsɩ hʋ tɩŋɩɩ tɩyaŋ. Dɩ wɩɩ hʋ fa lɩɩ mɩrɩsɩ hʋ tɩŋɩɩ tɩyaŋ, ɛɛ kɛ ʋ bɩl bɩ lɩɩ ʋ nyʋwa hʋ ʋ aa wee tɩya Abɩraham tɩyaŋ. Amɛ wɩya hʋ ʋ aa yaa tɩya Abɩraham, ʋ yaa ba rɛ ʋ bɔnyɛ tɩyaŋ akuu ʋ aa wee nyʋwa tɩya ʋ wɩya.
GAL.3.19	Ba nyɛ tɩyaŋ, mɩrɩsɩ hʋ Wɩɩsɩ aa kpaa tɩya Moosi tɔnɔ rɛ yaŋ yaa bee? Wɩɩsɩ gyɩ kpaa mɩrɩsɩ no pɛ nyʋwa ʋ aa wee hʋ tɩyaŋ nɛ dɩ ʋ leŋ nala gyɩŋ wɩya hʋ aa yaa wɩbɔmɔ. Mɩrɩsɩ hʋ gyɩ maga ba we doŋ nɛ a mʋ pele saŋa hʋ Abɩraham doho nal hʋ aa sɩ ko. Abɩraham doho nal no rɛ yaa Yesu Krisita, laataal hʋ wɩya Wɩɩsɩ aa wee nyʋwa hʋ. Malɩkasɩ rɛ gyɩ kaŋ mɩrɩsɩ hʋ ko tuu tɩya Moosi, nal hʋ gyɩ aa yaa sɩtɩnɩɩna Wɩɩsɩ bee nala hʋ paga, ʋ mɛ laa tɩya nala hʋ. 
GAL.3.20	Dɩ nala balɩya rɛ aa kyɛ dɩ ba we nyʋwa a yaa wɩɩ, see dɩ sɩtɩnɩɩna we ba paga. Amɛ saŋa hʋ Wɩɩsɩ gyɩ aa wee nyʋwa hʋ tɩya Abɩraham sɩtɩnɩɩna gyɩ tuwo ba paga tɩyaŋ, beewɩya Wɩɩsɩ dʋŋ nɛ gyɩ wee nyʋwa hʋ a tɩya Abɩraham tɩɩ bee ʋ nyuu.
GAL.3.21	Nyɛ yaŋ daga nɩɩ mɩrɩsɩ hʋ bee nyʋwa hʋ Wɩɩsɩ aa wee tɩya Abɩraham aa kparɩgɩ dɔmɔŋ nɛ koo? Aayɩ, ba mʋra rɛ! Dɩ Wɩɩsɩ fa tɩya ma mɩrɩsɩ hʋ nala aa sɩ tɩŋa a wuwo kaŋ mɩɩbol lɛ, ɛɛ daga nɩɩ haŋ mɩrɩsɩ hʋ fa aa wuwo ba leŋ dɩ nala hʋ aa tɩŋ ba yaa tɩpʋlʋŋ tɩmma mɛ rɛ Wɩɩsɩ sɩya tɩyaŋ. 
GAL.3.22	Amɛ ba saba Wɩɩsɩ teŋ tɩyaŋ nɛ abaa dɩ dʋnɩya nala buloŋ yaa wɩbɔmɔ yosi rɛ. Ɛɛwɩya, á laadii dʋŋ tɩyaŋ nɛ Wɩɩsɩ sɩ tɩŋa a kpa bɔnyɛ kɩŋ hʋ wɩya ʋ aa wee nyʋwa hʋ a tɩya nala hʋ aa laa Yesu Krisita wɩya di.
GAL.3.23	Ka dɩ á na ko gyɩma anɩɩ dɩ ámaa rɛ laa Yesu Krisita di ɛɛ rɛ á sɩ kaŋ mɩɩbol, á fa yaa mɩrɩsɩ hʋ yosi rɛ ba vʋwa biŋ a mʋ pele saŋa hʋ Wɩɩsɩ fa aa leŋ á gyɩŋ ŋmanɩɩ hʋ á aa sɩ tɩŋa a laa Yesu Krisita wɩya di. 
GAL.3.24	Ɛɛwɩya, mɩrɩsɩ hʋ rɛ fa aa pɔ ma, a ko pele saŋa hʋ Krisita aa ko, á laa ʋ di a yaa tɩpʋlʋŋ tɩmma Wɩɩsɩ sɩya tɩyaŋ. 
GAL.3.25	Nyɛ kɛ á aa sɩ wuwo laa Krisita wɩya di nyɛ, mɩrɩsɩ hʋ bɩl bɩ kaŋ dee á nyuu tɩyaŋ. 
GAL.3.26	Ɛɛwɩya, nyɛ kɛ ma buloŋ yaa Wɩɩsɩ biisi tɩɩ rɛ akuu ma aa laa Yesu Krisita di wɩya. 
GAL.3.27	Beewɩya ma nala hʋ buloŋ ba aa foo ma wɩɩkyʋwalnɩɩ Krisita feŋ tɩyaŋ, ma bee Krisita yaa kɩdɩgɩ rɛ. Ɛɛ daga nɩɩ ma laa Krisita gyogo tɩɩ rɛ. 
GAL.3.28	Akuu á bee Krisita aa yaa kɩdɩgɩ wɩya, á buloŋ mɛ yaa kɩdɩgɩ rɛ. Dɩ ma yaa Gyuuma koo dɩ ma bɩ yaa Gyuuma, dɩ ma yaa yosi koo ma bɩ yaa yosi, dɩ ma yaa haana koo baala, ma buloŋ yaa kɩdɩgɩ rɛ Yesu Krisita nyubaanɩŋ. 
GAL.3.29	Dɩ ma bee Krisita rɛ yaa kɩdɩgɩ, ɛɛ daga nɩɩ ma yaa Abɩraham doho nala rɛ. Ɛɛ wɩya ma buloŋ nɛ sɩ na wɩɩ hʋ Wɩɩsɩ aa wee nyʋwa anɩɩ ʋ sɩ yaa a tɩya Abɩraham.
GAL.4.1	Wɩɩ hʋ ŋ aa basɩ rɛ nyɛ: Dɩ biye rɛ dii ʋ kuwo kyaŋ saŋa hʋ ʋ ha aa yaa biibiye, ʋ ha aa kɩɩ gɛɛ anɩɩ yoŋ abee ʋ aa paalɩ tɩŋ kɩna hʋ buloŋ mɛ. 
GAL.4.2	Beewɩya ʋ ha aa yaa biibiye wɩya, nala rɛ sɩ deŋ ʋ bee kɩna hʋ buloŋ, dɩ ʋ ko waa mʋ pele saŋa hʋ ʋ kuwo aa daga anɩɩ ba kpa kyaŋ hʋ we ʋ nosi tɩyaŋ. 
GAL.4.3	Ɛɛ tɩɩ rɛ á mɛ fa kɩɩ. Saŋa hʋ á ha fa aa bɩ laa Yesu Krisita wɩya di, dʋnɩya wɩkanɩya fa kaŋ ma bɩrɩmɩ yosi rɛ. 
GAL.4.4	Amɛ saŋa hʋ Wɩɩsɩ aa bine aa ko pele, Wɩɩsɩ tɩŋ ʋ tɩɩ Biye rɛ ʋ ko dʋnɩya, haaŋ lʋla ʋ anɩɩ ba aa lʋl nihuwobiŋ buloŋ gɛɛ. Saŋa hʋ ba aa lʋla ʋ dɩ nala aa tɩŋ Gyuuma mɩrɩsɩ hʋ rɛ. 
GAL.4.5	Wɩɩsɩ yaa gɛɛ rɛ dɩ ʋ laa á nala hʋ buloŋ fa aa tɩŋ Gyuuma mɩrɩsɩ hʋ ta, dɩ á buloŋ wuwo ko yaa Wɩɩsɩ biisi tɩɩ. 
GAL.4.6	Á aa yaa Wɩɩsɩ biisi wɩya rɛ tɩŋ ʋ kpa Wiyesi Welii hʋ aa we Biye hʋ tɩyaŋ a we á tɩsɩ tɩyaŋ. Wiyesi Welii no aa we á tɩsɩ tɩyaŋ nɛ leŋ á aa wuwo yɩrɩ Wɩɩsɩ baa “á Kuwo.” 
GAL.4.7	Ɛɛwɩya, ma kɩdɩgɩ buloŋ bɩl bɩ yaa yoŋ. Ma yaa Wɩɩsɩ biisi tɩɩ rɛ. Ma yaŋ aa yaa ʋ biisi tɩɩ wɩya, ma sɩ na kɩna hʋ buloŋ ʋ aa sɩ kpa tɩya ʋ biisi.
GAL.4.8	Faafaa hʋ ma fa aa bɩ gyɩŋ Wɩɩsɩ, ma fa aa tɩŋ vʋga hal lɛ ba kaŋ ma bɩrɩmɩ yosi. Vʋga mɛ yaŋ bɩ yaa Wɩɩsɩ. 
GAL.4.9	Amɛ lagɩlagɩ no ma aa gyɩŋ Wɩɩsɩ nyɛ, koo leŋ dɩ ŋ baa Wɩɩsɩ aa gyɩŋ ma nyɛ, bee rɛ tɩŋ ma kɩ kyɛ dɩ ma bɩla hal, a bɩl mʋ kɩ tɩŋ dʋnɩya wɩkanɩya, haŋ sikii wɩya hʋ aa bɩ dɔbɔ wɩɩ buloŋ tɩyaŋ. Ma aa kyɛ dɩ ba bɩl kaŋ ma bɩrɩmɩ ba yosi rɛ koo? 
GAL.4.10	Bee rɛ tɩŋ ma bɩl kɩ di kyɛweliye bee peŋweliye bee bɩŋweliye bee saŋɩweliye hʋ Gyuuma mɩrɩsɩ hʋ aa daga? 
GAL.4.11	Ma leŋ ŋ tɩya kyogi rɛ kɩŋkaŋ, beewɩya ʋ kɩɩ gɛɛ nɩɩ lɔl hʋ buloŋ ŋ aa lɔlɔ ma tɩyaŋ yaa waasʋ rɛ.
GAL.4.12	Ŋ naabalɩya, abee ŋ aa yaa gyuu buloŋ ka ŋ kpaa ŋ tɩɩ nɩɩ ŋ yaa ma kɩdɩgɩ rɛ. Ŋ bɩl bee tɩŋ Gyuuma mɩrɩsɩ. Ɛɛwɩya ŋ aa sʋla ma, ma kɩ kyesi ŋ. Ma gyɩ bɩ yaa wɩɩ buloŋ kyogi ŋ. 
GAL.4.13	Ma tɩɩ gyɩma anɩɩ ŋ wɩɩla rɛ gyɩ tɩŋ ŋ gyɩ wuwo na ŋmanɩɩ a basɩ Wɩɩsɩ wɩweliye hʋ tɩya ma buŋbuŋ hʋ tɩyaŋ. 
GAL.4.14	Abee ŋ wɩɩla hʋ gyɩ aa leŋ tʋwara gyʋʋ ma kɩŋkaŋ buloŋ mɛ, ka ma gyɩ bɩ vɩya ŋ ta, koo a kana ŋ kʋwasɩ. Amɛ ma gyɩ kana ŋ weliŋ nɛ anɩɩ ŋ aa yaa malɩka aa lɩɩ wɩɩsɩbee ko, koo anɩɩ ŋ aa yaa Yesu Krisita tɩɩ. 
GAL.4.15	Saŋa hʋ ma tenni gyɩ fɩyɛla rɛ weliŋ. Lee rɛ haŋ teŋfɩyɛlʋʋ hʋ buloŋ mʋ? Ŋ sɩ wuwo baa dɩ mamaa rɛ gyɩ fa wuwo, ma gyɩ fa sɩ yaa wɩɩ kɛ buloŋ ŋ aa kyɛɛ tɩya ŋ nɛ, haalɩ dɩ ʋ rɛ maga dɩ ma kuwoni ma sibinaalɩya mɛ gba tɩya ŋ. 
GAL.4.16	Lagɩlagɩ no, ŋ bɩrɩmɩ ma dɔŋ nɛ akuu ŋ aa basɩ wɩtɩɩ hʋ tɩya ma koo? 
GAL.4.17	Amɛ haŋ nala hʋ aa bee daga ma wɩtɩɩ hʋ kɛ, ba aa fugo kɩ yaa gɛɛ nɩɩ ba kyɩla ma wɩya rɛ, amɛ wɩɩ hʋ aa we ba hakɩllɩ tɩyaŋ bɩ yaa. Ba hakɩla buloŋ nɛ yaa dɩ ba leŋ ŋ beel-ma kyogi dɔmɔŋ, ka dɩ ma kyɩla ba dʋŋ wɩya. 
GAL.4.18	Ʋ yaa wɩwelii rɛ dɩ nala kyɩla dɔmɔŋ wɩya saŋa buloŋ abee hakɩlwelii rɛ. Dɩ mɩyaŋ nɛ we ma lee koo dɩ ŋ tuwo ma lee, amɛ ʋ maga dɩ á kyɩl dɔmɔŋ wɩya bee hakɩlweliye rɛ. 
GAL.4.19	Ŋ biikyooliye, ŋ bɩla aa kyɛ ma gyɩma rɛ anɩɩ ma wɩya aa wɩɩ ŋ nɛ weliŋ, anɩɩ haaŋ halʋllɩ-luwol aa kɩ wɩɩ ʋ gɛɛ. Ŋ teŋ sɩ kɩ wɩɩ ma tɩyaŋ nyɛ a kaŋ mʋ pele saŋa hʋ ma aa sɩ kɩɩ Krisita ma wɩɩ buloŋ tɩyaŋ. 
GAL.4.20	Ŋ kyɛrɩ rɛ fa yaa dɩ ŋ fa we ma lee lagɩlagɩ no, a fa gyɩŋ gɛɛ ŋ aa sɩ basɩ wɩya tɩya ma, beewɩya ŋ hakɩla buloŋ nɛ vʋgɩma ma wɩya.
GAL.4.21	Ma nala hʋ aa kyɛ dɩ ma ha kɩ tɩŋ Gyuuma mɩrɩsɩ hʋ, ma leŋ dɩ ŋ pɩyɛsɩ ma wɩɩ. Ma kɔnɩ gyɩŋ wɩya hʋ mɩrɩsɩ aa daga memii rɛ? 
GAL.4.22	Wɩɩsɩ teŋ tɩyaŋ ba basa anɩɩ Abɩraham fa lʋl boyoŋbiisi balɩya rɛ. Kɩdɩgɩ fa yaa ʋ haaŋ tɩɩ biye rɛ, kɩdɩgɩ mɛ fa yaa ʋ yoŋhaaŋ biye. 
GAL.4.23	Abɩraham yoŋhaaŋ hʋ aa lʋl ʋ biye hʋ, ʋ lʋla ʋ anɩɩ ba aa lʋl nihuwobiŋ buloŋ gɛɛ rɛ. Amɛ biye hʋ Abɩraham haaŋ tɩɩ hʋ aa lʋla hʋ kɛ, Wɩɩsɩ rɛ wee nyʋwa ba lʋla ʋ. 
GAL.4.24	Á sɩ wuwo kpa wɩɩ no nɩɩ ʋ yaa namaga rɛ. Haana no balɩya rɛ yaa nyʋʋsɩ balɩya hʋ Wɩɩsɩ gyɩ aa wee. Haga rɛ yaa nyʋwa hʋ Wɩɩsɩ gyɩ aa wee dogimo hʋ ba aa yɩrɩ Saana tɩyaŋ gɛɛ. Ʋ biisi rɛ yaa nala hʋ Moosi mɩrɩsɩ gyɩ aa kaŋ bɩrɩmɩ yosi. 
GAL.4.25	Haga rɛ yaa Saana dogimo hʋ aa wee Areebɩya paalʋʋ tɩyaŋ. Ʋ kɩɩ gyɩnaŋ tɔɔ hʋ ba aa yɩrɩ Gyerusalɛm nɛ, ʋ bee tɩyaŋ nala buloŋ yaa mɩrɩsɩ hʋ yosi. 
GAL.4.26	Amɛ Gyerusalɛm hʋ aa we wɩɩsɩbee tɩyaŋ kɛ tɩŋ ʋ tɩɩ rɛ. Ʋ rɛ yaa á nɩɩna. 
GAL.4.27	Beewɩya Wɩɩsɩ teŋ tɩyaŋ ba saba rɛ a baa,
GAL.4.27	“Hapɩrɩ, leŋ dɩ ɩ teŋ fɩyɛlɩ.
GAL.4.27	Ɩ nal hʋ lʋla ha aa bɩ wɩɩ na, kyiyesi abee teŋfɩyɛlʋʋ,
GAL.4.27	beewɩya havɩyatalɩɩ bala sɩ mɩɩgɩ ko
GAL.4.27	dɩ ʋ kaŋ balɩya te haaŋ hʋ bala aa bɩ maakyiye vɩya ʋ ta.”
GAL.4.28	Ŋ naabalɩya, ɛɛ hʋ Wɩɩsɩ aa wee nyʋwa ba lʋl Azɩkɩ, ɛɛ tɩɩ rɛ Wɩɩsɩ we nyʋwa a leŋ á mɛ ko yaa ʋ biisi. 
GAL.4.29	Abɩraham biisi hʋ balɩya tɩyaŋ, kɩŋ hʋ ba aa lʋla anɩɩ nihuwobiŋ kɩdɩgɩ buloŋ hʋ, ʋ gyɩ dɔgɩsɩ biye hʋ ba aa lʋla Wɩɩsɩ Wiyesi Welii hʋ dee tɩyaŋ nɛ. Ɛɛ tɩɩ rɛ ba kɩ dɔgɩsɩ ma mɛ gyɩnaŋ. 
GAL.4.30	Ɛɛ rɛ ba basɩ Wɩɩsɩ teŋ tɩyaŋ? Ba baa, “Kile yoŋ hʋ bee ʋ biye ta dɩ ba lɩɩ ɩ dɩya tɩyaŋ, beewɩya yoŋ biye bee haaŋ tɩɩ biye bɩ sɩ wuwo pɛ kyaŋ.” 
GAL.4.31	Ɛɛwɩya, ŋ naabalɩya, á bɩ yaa yoŋ hʋ biisi. Á yaa haaŋ tɩɩ hʋ biisi rɛ.
GAL.5.1	Krisita laa ma ta rɛ dɩ á tɩŋ á tɩɩ. Ɛɛ wɩya ma sɩŋ wɩya hʋ ma aa laa di tɩyaŋ kpaŋkpaŋ dɩ nal buloŋ ta bɩl kaŋ ma bɩrɩmɩ yosi. 
GAL.5.2	Ma gyegili nɩɩ daha. Mɩyaŋ Pɔɔl lɛ basɩ wɩɩ no kɩ tɩya ma. Dɩ mamaa rɛ ko leŋ dɩ ba keri ma pene anɩɩ Gyuuma aa daga gɛɛ, ɛɛ kɛ wɩɩ hʋ Krisita aa yaa tɩya ma yaa waasʋ rɛ ma lee. 
GAL.5.3	Ma leŋ dɩ ŋ bɩl basɩ tɩya ma, dɩ nal buloŋ nɛ laa nyʋwa dɩ ba keri ʋ peŋ, ʋ yaa fɩlɩɩ rɛ dɩ tɩɩna kɩ tɩŋ mɩrɩsɩ hʋ Moosi fa aa bine buloŋ nɛnɛ. 
GAL.5.4	Ma nala hʋ aa tɩŋ mɩrɩsɩ hʋ Moosi aa bine, a kɩ lʋga dɩ ma tɩŋ gɛɛ tɩyaŋ a kaŋ tɩpʋlʋŋ Wɩɩsɩ sɩya tɩyaŋ, ma tɔrɩ ma tɩɩ lɩɩ Krisita hal lɛ, a tɔrɩ ma tɩɩ mɛ lɩɩ Wɩɩsɩ bɔnyɛ hʋ tɩyaŋ. 
GAL.5.5	Amɛ á kɛ, á bayɩyɛla rɛ yaa dɩ Wɩɩsɩ tɩŋ ʋ Wiyesi Welii hʋ dee tɩyaŋ a leŋ dɩ á kaŋ tɩpʋlʋŋ ʋ sɩya tɩyaŋ akuu á aa laa Krisita di wɩya. 
GAL.5.6	Dɩ á bee Krisita rɛ yaa kɩdɩgɩ, dɩ á keri á pene koo dɩ á bɩ kere á pene, ʋ bɩ dɔbɔ wɩɩ buloŋ tɩyaŋ. Wɩɩ hʋ aa yaa sɩfɩyaŋ wɩɩ Wɩɩsɩ lee rɛ yaa dɩ á kpa gɛɛ á aa kyo dɔmɔŋ a daga anɩɩ á laa ʋ di rɛ. 
GAL.5.7	Ma fa aa yaa weliŋ nɛ. Kɩbee rɛ yaŋ mʋrɩ ma dɩ ma kpa wɩtɩɩ hʋ tɩŋɩɩ ta? Ŋmaŋbee rɛ ʋ tɩŋa a mʋrɩ ma nyɛ? 
GAL.5.8	Ŋ bɩ liise anɩɩ Wɩɩsɩ rɛ mʋrɩ ma, beewɩya ʋ rɛ yɩrɩ ma dɩ ma ko tɩŋ wɩtɩɩ hʋ. 
GAL.5.9	Ma gyɩma nɩɩ sɩbʋl mʋhʋ tɩɩ rɛ ba aa kpa we paanʋʋ muŋ yʋga tɩyaŋ, aŋka ʋ sii pʋwarɩ. 
GAL.5.10	Ŋ laa di rɛ anɩɩ á beel-ma buloŋ aa yaa kɩdɩgɩ Krisita tɩyaŋ wɩya, ma bɩ sɩ tɩŋ ŋmaŋdɩma. Nal hʋ buloŋ aa kaŋ ma hakɩllɩ kɩ vʋgɩmɩ nyɛ, ʋ kyo dɩ ʋ yaa haŋ nal hʋ buloŋ mɛ, Wɩɩsɩ sɩ dɔgɩsɩ ʋ. 
GAL.5.11	Ŋ naabalɩya, dɩ mɩyaŋ nɛ ha aa basɩ anɩɩ ʋ maga dɩ ma keri ma pene rɛ ka dɩ Wɩɩsɩ na laa ma ta, bee rɛ tɩŋ ba ha kɩ dɔgɩsɩ ŋ? Dɩ mɩyaŋ nɛ fa baa dɩ nal buloŋ maga dɩ ʋ keri ʋ peŋ nɛ, ɛɛ kɛ ŋ fa bɩ sɩ kɩ na tʋwara akuu ŋ aa basɩ Yesu aa sʋba daagarɩɩ hʋ nyuu tɩyaŋ wɩya. 
GAL.5.12	Nala hʋ buloŋ aa dɔŋ ma baa dɩ ma keri ma pene hʋ, ŋ fa kyo dɩ ba farɩ ba tɩɩ pɛ rɛ.
GAL.5.13	Amɛ ma kɛ, ŋ naabalɩya, Wɩɩsɩ yɩrɩ ma rɛ dɩ ma tɩŋ ma tɩɩ. Amɛ ma ta kuu ma aa tɩŋ ma tɩɩ wɩya, a kpa gɛɛ yaa gyo-gye wɩɩ a kɩ yaa ma dʋŋʋ wɩyaabɔmɔ. Amɛ ma kɩ kyiyeli dɔmɔŋ abee kyori. 
GAL.5.14	Ma kɩ yaa nyɛ, beewɩya dɩ ɩ rɛ aa tɩŋ mɩra hʋ abaa, “Kyo ɩ dɔŋtɩɩna anɩɩ ɩ aa kyo ɩ tɩɩ gɛɛ,” ɩ tɩŋ mɩrɩsɩ hʋ Moosi fa aa bine buloŋ su rɛ. 
GAL.5.15	Amɛ dɩ ma wɩyaalɩya rɛ kɩɩ ɔhɔ kɩna dɩ ma gʋla kaŋ dɔmɔŋ kɩ kyaŋ, ma pɔ ma tɩɩ weliŋ, dɩ gɛɛ daa ma sɩ kpʋ dɔmɔŋ teŋ.
GAL.5.16	Wɩɩ hʋ ŋ aa kyɛ dɩ ŋ basɩ tɩya ma rɛ nyɛ: Ma kɩ tɩŋ Wɩɩsɩ Wiyesi Welii hʋ nyʋwa, ɛɛ rɛ sɩ leŋ dɩ ma ta kɩ yaa ma tɩɩ teŋbii wɩkyɛɛlɩya, 
GAL.5.17	beewɩya á tɩɩ teŋbii wɩkyɛɛlɩya bee Wɩɩsɩ Wiyesi Welii hʋ wɩkyɛɛlɩya bee tɩŋ dɔmɔŋ. Á tɩɩ teŋbii wɩkyɛɛlɩya bee Wɩɩsɩ Wiyesi Welii hʋ wɩkyɛɛlɩya yaa dɔmɔ rɛ. Ɛɛ daga anɩɩ á bɩ sɩ wuwo kɩ yaa á tɩɩ wɩkyɛɛlɩya. 
GAL.5.18	Amɛ dɩ ámaa rɛ aa tɩŋ Wɩɩsɩ Wiyesi Welii hʋ nyʋwa, Gyuuma fa aa tɩŋ mɩrɩsɩ hʋ bɩl bɩ kaŋ dee á nyuu tɩyaŋ. 
GAL.5.19	Nal buloŋ gyɩŋ ɛɛ hʋ nihuwobiŋ tɩɩ teŋbii wɩkyɛɛlɩya aa kɩya rɛ. Dɩ nala rɛ aa tɩŋ ba teŋbii wɩkyɛɛlɩya tɩyaŋ, wɩbɔmɔ no iriŋ nɛ ba aa kɩ yaa: Ba aa kɩ sɔnnɩ rɛ, a kɩ yaa bisiŋ wɩya abee wɩlaama. 
GAL.5.20	Ba aa kɩ marɩ vʋga rɛ, a kɩ di hɩrɩ, a haasɩ nala, a kɩ kaa kaasɩ. Ba aa kaŋ hadɔrɩ rɛ, a kaŋ baaŋtosini, a kaŋ kyotoro, a bee kaŋ nyʋʋdɩgɩ, a kɩ lɩɩ dɔmɔŋ hala. 
GAL.5.21	Ba tɩsɩ aa kɩ hɔllɩ nala rɛ, ba nyʋwa sɩŋ kɩ bugo. Dɩ ba ko kaŋ laŋŋʋʋ buloŋ, ba aa nyʋwa sɩŋ bugo kɩ yaa wɩlaama rɛ. Ba aa kɩ yaa wɩya no buloŋ nɛ aha bee wɩbɔmɔ no iriŋ buloŋ. Ŋ laa sɩya kʋrɩsɩ ma dɩgɩna rɛ wɩya no wɩya, aŋ bɩl kɩ kʋrɩsɩ ma dɩgɩna anɩɩ nala hʋ aa yaa wɩya no iriŋ bɩ sɩ gyʋʋ Wɩɩsɩbee koro hʋ tɩyaŋ. 
GAL.5.22	Amɛ dɩ Wɩɩsɩ Wiyesi Welii hʋ ko we nala tɩsɩ tɩyaŋ, ʋ aa leŋ ba kyo dɔmɔŋ nɛ, a kaŋ teŋfɩyɛlʋʋ, a hɔŋ bee laaŋfɩya, a kaŋ kenyiri, a kaŋ bɔnyɛ, a kɩ yaa wɩweliye, a yaa nala aa kaŋ wɩtɩɩ, 
GAL.5.23	a kaŋ sɩfɩyala, a gyɩŋ ba tɩɩ kanɩɩ. Mɩra buloŋ tuwo a daga anɩɩ nala ta kɩ yaa wɩya no iriŋ. 
GAL.5.24	Ɛɛwɩya, nala hʋ aa laa Yesu Krisita wɩya di, ba kpʋʋ ba tɩɩ teŋbii wɩkyɛɛlɩya ta rɛ. Ba bɩl bee yaa wɩya hʋ ba tɩɩ aa kyɛ. 
GAL.5.25	Wɩɩsɩ Wiyesi Welii hʋ aa leŋ á kaŋ mɩɩbol wɩya, ʋ maga dɩ á kɩ tɩŋa ʋ nyʋwa rɛ. 
GAL.5.26	Ma ta leŋ dɩ á kɩ daga á tɩɩ, a ta leŋ dɩ á leŋ dɩ á dɔŋtɩŋsɩ baaŋ kɩ sii, a ta leŋ dɩ á tɩsɩ kɩ hɔllɩ dɔmɔŋ.
GAL.6.1	Ŋ naabalɩya, dɩ ma kɩdɩgɩ rɛ ko yaa wɩbɔŋ, ma nala hʋ aa tɩŋ Wɩɩsɩ Wiyesi Welii hʋ nyʋwa, ʋ maga dɩ ma kpa sɩfɩyala rɛ a daga ʋ gɛɛ hʋ ʋ aa sɩ tɩŋa a mɩɩgɩ lɩɩ wɩbɔŋ hʋ tɩyaŋ. Amɛ dɩ ma ko kɩ kyagɩlɩ ʋ, ma gyɩŋ tɩya ma tɩɩ weliŋ, dɩ Sɩtaanɩ ta wuwo mʋrɩ ma mɛ, dɩ ma yaa wɩbɔŋ. 
GAL.6.2	Ma laa dɔmɔŋ kyʋgɩsɩ kɩ kyʋŋ. Dɩ mamaa rɛ aa yaa gɛɛ, Krisita mɩra rɛ ma kɩ tɩŋa gɛɛ. 
GAL.6.3	Dɩ nal lɛ aa kpa ʋ tɩɩ anɩɩ ʋ yaa nal kɩdɩgɩ rɛ, aŋ kɔnɩ bɩ yaa nal buloŋ, ʋ tɩɩ rɛ ʋ kɩ mʋrɩ. 
GAL.6.4	Ma leŋ dɩ nal buloŋ sʋnnɩ ʋ tɩɩ wɩyaalɩya na dɩ ba kpaa ŋmanɩɩ rɛ koo ba bɩ kpaa ŋmanɩɩ. Dɩ ʋ wɩyaalɩya ko kpa ŋmanɩɩ, ʋ sɩ wuwo kpa ʋ tɩɩ wɩyaalɩya a bigisi ʋ tɩɩ, ka dɩ ʋ ta kpaa ʋ tɩɩ mʋ magɩsɩ nal buloŋ, 
GAL.6.5	beewɩya nal buloŋ maga dɩ ʋ kyʋŋ ʋ tɩɩ kyʋga rɛ.
GAL.6.6	Nal hʋ ba aa dagɩ Wɩɩsɩ wɩya, ʋ leŋ dɩ wɩweliye hʋ buloŋ ʋ aa na kɩ daagɩ nal hʋ aa daga ʋ mɛ.
GAL.6.7	Ma ta kɩ mʋrɩ ma tɩɩ. Nal kɩdɩgɩ buloŋ bɩ sɩ wuwo gʋrɩ Wɩɩsɩ. Kɩŋ hʋ ɩ aa doho, ʋ tɩɩ rɛ ɩ sɩ kʋma. 
GAL.6.8	Dɩ nal buloŋ nɛ aa tɩŋ ʋ teŋbii wɩkyɛɛlɩya tɩyaŋ, ʋ wɩyaalɩya tuno ʋ aa sɩ na rɛ yaa sʋʋ. Amɛ dɩ nal lɛ aa tɩŋ Wɩɩsɩ Wiyesi Welii hʋ nyʋwa, Wɩɩsɩ sɩ tɩŋ Wiyesi Welii tɩyaŋ a kpa mɩɩbol hʋ aa bɩ kaŋ tenii a tuŋ ʋ tɩɩna. 
GAL.6.9	Ɛɛwɩya, ma ta leŋ dɩ á lɔgʋ lɩɩ wɩweliye yayɩ. Dɩ ámaa bɩ leŋ á lɔgʋ lɩɩ wɩweliye yayɩ, dɩ saŋa hʋ aa maga rɛ ko pele, Wɩɩsɩ sɩ tuŋ ma. 
GAL.6.10	Ɛɛwɩya, dɩ ámaa rɛ ko na ŋmanɩɩ buloŋ, ma leŋ dɩ á yaa wɩweliye kɩ tɩya nal buloŋ, amarɩkpatɩya á bee nala hʋ buloŋ aa laa Wɩɩsɩ wɩya di a yaa nɩmmabalɩya.
GAL.6.11	Ma bɩ naa ŋ kɩsabɩya aa yʋga yʋga gɛɛ. Ŋ tɩɩ rɛ aa sabɩ wɩkateŋse no. 
