MAT.1.1	Nde nguinu scua nii ta nten 'in Jesucristo, sñe' ta nten 'in Davi, cui' sñe' ta nten 'in Abraham. 
2CO.7.11	Una cua' ñii si'yana nguia nan um 'in Ndiose si'ya cha' xi'in can', tsala ña'an tsu'hue m'ni na lo'o um: Tsacua se'en ngulaa um 'in um, lo' cua co' se'en msin' ti' um, lo' cua se'en ytsen um, lyee lca tiquee um lo'on, lo' ngunan um ña'an nu quinu tsu'hue cha' can', a cunta m'ni cuiya' um cha' can' lo'o cha' nu ñi. Nchgaa cha' can' ngulo'o um 'in um si'yana a sca cha' nducui ncha'an 'in um. 
2CO.7.12	Siya' ngua'an tñan quityi can' 'in um, una si'i si'ya cha' 'in nu m'ni ti'i can' uta nu ncua ti'i 'in can', cui' ca nu si'yana tloo Ndiose ca chcan' loo tsala ña'an ntsu'hui yuhue ti' hua 'in um. 
2CO.7.13	Si'ya cha' re tsatlyu jui cha' tnu tiquee 'in na lo'o um, una nde lyee lati tsu'hue ntsu'hui tiquee hua tsatlyu lo'o yu Tito, si'ya cha' tnu tiquee nu mdaa um 'in yu. 
2CO.7.14	Cha' ta ntsu'hui xaa mdaan loo um lo'o yu Tito, una a nguinun lo'o cha' jyi'o, si'yana tsaña'an nu nchcui' hua cha' nu ñi lo'o um nchgaa xaa, cui' cuaña'an mdo'o ñi cha' nu ycui' hua lo'o yu cha' nu 'in um. 
2CO.7.15	Una lyee 'a lca tiquee yu xa ndiya yu'hui ti' yu 'in um tsaña'an m'ni um cunta cha' nu ycui' yu, lo' ncuan xu'hue um 'in yu lo'o suun ña'an si'ya ytsen nu ntsu'hui ni' cusya 'in um. 
2CO.7.16	Tsu'hue ntsu'hui tiqueen, lo' ñi sca cha' a ngui'ni tucua tin' lo'o um.
2CO.8.1	Lo' xca cha' 'un jun ta'a na, nchca ti' hua si'yana ca cuiya' ti' um tsala ña'an tlyu cha' tsu'hue 'in Ndiose nu ncua chcan' loo se'en ndiyo' ti'in jun ta'a na, scasca quichen se'en lyi'ya loo Macedonia. 
2CO.8.2	Siya' tnu cha' mdijin jun, lo' ndyijyin cuiya' ti'i ña'an chendyu 'in jun, una ticui' cuaña'an lyee tsu'hue ntsu'hui tiquee jun, msu'hua jun juesa mda yaa' jun lo'o lcuan si'ya cha' tsu'hue nu mdo'o tiquee jun. 
2CO.8.3	Nan' ndaan suun si'yana mdaa jun lcuan can' tsaña'an nu ncua 'in jun, una nducua lati mdaa jun loo nu tsu'hue ntsu'hui tiquee jun, 
2CO.8.4	lo' nde mjñan jun cha' tsu'hue 'in hua cha' tca lo'o jun ta yaa' jun lo'o lcuan can', si'ya jun ta'a na nu 'ni cha' 'in. 
2CO.8.5	Si'i tsaña'an nu nguñan ti ti' hua, cui' ca nu si'yana culo nducua la mdyaa jun cusya 'in jun 'in Ñi X'nan na, xacan' mda yaa' jun 'in hua ña'an nu Ndiose m'ni ca'an cusya 'in jun. 
2CO.8.6	Si'ya cha' re mdaa hua cha' tnu tiquee 'in yu Tito si'yana cu'ni tyii yu tñan nu mdyisnan yu, lo' tsa quiñan xo' yu lcuan nu taa um lo'o cha' tsu'hue nu tyi'o tiquee um. 
2CO.8.7	Lo' si'yana a sca cha' ndiya lyijyi 'in um lo'o tso' 'in Ndiose, ñi lo'o cha' nu ndiya qui'an ti' um, ta lo'o cha' nu nchcui' um uta cha' tiyaa nu ntsu'hui 'in um, a cunta nsu'hua loo um scasca tñan ngui'ni um, cui' cuaña'an lyee lca tiquee um lo'o hua, can' cha' nga'an cha' su'hua um juesa lo'o cha' 'in lcuan re. 
2CO.8.8	Si'i si'yana nchca tin' xicu'nin 'in um, cui' ca nu taan cha' tnu tiquee 'in um si'yana lo'o um tyi'o cha' tsu'hue tiquee um tsaña'an ngui'ni xca tucui. 
2CO.8.9	Si'yana cua' yu'hui lyoo um cha' tsu'hue 'in Ñi X'nan na Jesucristo, lo' si'ya cha' tsu'hue mdo'o tiquee ñi lo'o um, m'ni lyo' ñi 'in ñi siya' lca ñi sca nu cuilyiya', se'en nu ca cuilyiya' um lo'o ña'an nu m'ni ñi. 
2CO.8.10	Taan sca cha' tiyaa 'in um nu cu'ni tsu'hue lo'o um, si'yana ti' yjan mdijin mdo'o cha' tsu'hue tiquee um lo' mdyisnan mxo' um lcuan can', 
2CO.8.11	can' cha' taa um juesa cu'ni um cha' can'. Tsaña'an tsu'hue ntsu'hui tiquee um mducua suun um cha' can', cuaña'an tsu'hue ntsu'hui tiquee um culo scua um 'in na cua' ña'aan tca 'in um. 
2CO.8.12	Si'yana cha' ndyi'o tiquee na taa na sca lcuan, cuan xu'hue ñi 'in na cua' ña'aan tca 'in na, lo' si'i lo'o juesa. 
2CO.8.13	A nchcuin' cha' re ta si'yana nde quinu na 'in xca tucui, lo' tsato'o 'un tsa lyijyi na 'in um, 
2CO.8.14	cui' ca nu si'yana scasca um ta yaa' ta'a um. Cua' ñii ndyijyi ña'an ta yaa' um 'in nu 'ni cha' 'in, cui' cuaña'an xa nu 'ni cha' 'in um tca ta yaa' can' 'in um, xacan' chcua ta'a cha' 'in um scasca um, 
2CO.8.15	si'yana ndeña'an nchcui' quityi 'in Ndiose: —Yu nu qui'an na mxo', a nguinu na 'in yu, lo' yu nu chin' na mxo', a ya lyijyi na 'in yu—. 
2CO.8.16	Una cua' xu'hue 'in Ndiose si'yana tsaña'an lca tiqueen lo'o um, ticui' cuaña'an lca tiquee yu Tito. 
2CO.8.17	Cha' ñi si'yana m'ni cunta yu cha' nu ycui' hua lo'o yu, una lo'o yu cua' ntsu'hui tiquee yu cha' re, can' cha' msu'hua yu juesa mdiyaa yu se'en ndi'in um, 
2CO.8.18	lo' ngua'an tñan hua 'in sca ta'a nguiaa yu, sca yu nu tsu'hue nchcui' cha' tsu'hue 'in Cristo, yu nu ndyu'hui cuiya' ti' scasca laa 'in. 
2CO.8.19	Si'i tsacan' ti cha', cui' ca nu scasca laa ngulo ton 'in yu nu ta'a tsa lo'o hua lcuan nu cua' nguia nxo' hua, ña'an ca si'yana scuen cuaan la cha' 'in Ñi X'nan na, lo' ca chcan' loo cha' tsu'hue ndyi'o tiquee um. 
2CO.8.20	A nchca ti' hua caja nu su'hua qui'ya 'in hua si'yana qui'an lcuan ntsu'hui hua cunta, 
2CO.8.21	can' cha' —lo'o cha' tiyaa nan hua ña'an nu cu'ni hua cha' re tloo Ñi X'nan na lo'o tloo nten chendyu—. 
2CO.8.22	A cunta ngua'an tñan hua xca nu ca ta'a tsaa jun can', sca yu ta'a na nu cua' yu'hui lyoo tsu'hue hua 'in, sca yu ndon 'a ti' lo'o nchgaa loo cha', cua' ñii nde lyee lati mdo'o tiquee yu lo'o cha' re, si'yana jlyo ti' yu ñi ndi'in cha' 'in um. 
2CO.8.23	Tsaña'an nguiaa cha' 'in yu Tito, sca cha' ti 'in hua lo'o yu ngui'ni hua tñan lja um, lo' jun ta'a nguiaa yu, nguiaa jun lo'o cunta 'in scasca laa, ña'an ca si'yana scuen cuaan jun cha' 'in Cristo. 
2CO.8.24	Can' cha' tsu'hue ntsu'hui tiquee um cu'ni cunta um 'in jun, lo' ca cuiya' ti' nchgaa la ña'an laa si'yana ntsu'hui cha' tsu'hue 'in um scasca um, tsaña'an nu ndaa hua loo um.
2CO.9.1	Tsaña'an nu ntsu'hui cha' taa na sca lcuan 'in jun ta'a na, a 'ni cha' ti' ca'an tñan lan quityi 'in um si'ya cha' re, 
2CO.9.2	si'yana cua' jlyo tin' tsala ña'an ndyi'o cha' tsu'hue tiquee um, lo' tsu'hue ntsu'hui tiqueen ndaan suun cha' re lo'o jun ta'a na ndi'in se'en lyi'ya loo Macedonia, si'yana jun ndi'in se'en lca Acaya cua' mdi'in tyaa jun cha' re ti' yjan mdijin, lo' la' nchgaa ti jun jui cha' tnu tiquee 'in jun si'ya cha' nu mdi'in tyaa um. 
2CO.9.3	Can' cha' msu'huan 'in jun ta'a na tsaa jun se'en ndi'in um, lo' si'i cua cha' ti mdaan loo um lo'o cha' nu cua' mdi'in tyaa um, cui' ca nu si'yana cua' ndon tiyaa um lo'o cha' can', 
2CO.9.4	ña'an tu' tsaa hua lo'o tucua snan yu Macedonia se'en ndi'in um, lo' quija lyoo um a ndon tiyaa um, tsato'o quinu hua lo'o cha' jyi'o tsaña'an nducua tloo hua 'in um, loo nu a chcui' hua si'yana 'un lyee la tyi'o cha' jyi'o 'in um. 
2CO.9.5	Can' cha' mxitucua loon 'in tucua snan jun ta'a na nu tsaa se'en ndi'in um, si'yana su'hua ta um cha' 'in lcuan can' tsaña'an cha' nu cua' mdi'in tyaa um, cua' lca na xa tsa'an se'en ndi'in um, tsaña'an cha' nu mdo'o tiquee um lo' si'i lo'o juesa mxicu'ni hua 'in um. 
2CO.9.6	Chcuin' sca cha': Nu ntya chin' ti na, ticui' cuaña'an chin' ti na xo' can', lo' nu ntya qui'an na, cui' cuaña'an qui'an na xo' can'. 
2CO.9.7	Can' cha' cunda scaa na taa na sca lcuan cua' ña'aan ndyi'o ti tiquee na, a ca ti'i nga'an 'in na, lo' ñi si'i lo'o juesa, si'yana —Ndiose ndyu'hui cuiya' ti' ñi 'in nu ndaa sca lcuan tsu'hue ntsu'hui tiquee—. 
2CO.9.8	Tla cha' 'in Ndiose nu cu'ni ñi cha' ca qui'an la cha' tsu'hue 'in um, cuaña'an nchgaa xaa a sca na tsa lyijyi 'in um, cui' ca nu nde quinu na 'in um lo' tsa quiñan cu'ni um nchgaa loo tñan tsu'hue. 
2CO.9.9	Si'yana ndeña'an nchcui' quityi 'in Ndiose: —Qui'an cha' tsu'hue mdaa ñi 'in nu ti'i ña'an chendyu 'in, lo' tsala xaa quinu scua cha' tsu'hue can' 'in ñi—. 
2CO.9.10	Ñi nu ndaa nchgaa loo na nu ntya nten, lo' ndaa ñi jaslya nu nchcu ne', taa la ñi na nu cunajo'o 'in um, cu'ni ñi cha' cuton nchgaa loo cha' tsu'hue 'in um, lo' cu'ni ñi cha' si'yana nde lyee la ca chcan' loo nchgaa loo cha' tsu'hue nu ngui'ni um, 
2CO.9.11	ña'an ca si'yana ca cuilyiya' um lo'o nchgaa loo cha', cuaña'an nde lyee la tyi'o cha' tsu'hue tiquee um lo'o nchgaa tucui, lo' si'ya cha' can' caja ña'an tyaa hua xu'hue 'in Ndiose. 
2CO.9.12	Si'yana tsaña'an nu nda yaa' um 'in jun ta'a na, si'i tsaloo ti si'yana 'ni cha' 'in jun, cui' ca nu si'yana nde lyee la tyaa jun xu'hue 'in Ndiose. 
2CO.9.13	Si'ya cha' tsu'hue nu m'ni um, caja nu cu'ni tnu 'in Ndiose si'yana nducua um tñan tsaña'an nguiaa cha' tsu'hue 'in Cristo nu ndiya qui'an ti' um, si'yana qui'an cha' tsu'hue mdo'o tiquee um lo'o jun tsatlyu lo'o nchgaa la tucui. 
2CO.9.14	A cunta xa nchcui' lyi'o jun 'in Ndiose si'ya cha' 'in um, lyee lca tiquee jun lo'o um si'ya cha' tsu'hue nu tlyu mdaa Ndiose 'in um. 
2CO.9.15	Cua' xu'hue 'in Ndiose si'ya cha' tsu'hue nu mdaa ñi 'in na, lo' ñi a jlyo ti' na ña'an ti' chcui' na si'ya cha' re.
2CO.10.1	Lo' si'yana suun ña'an nguiaa cha' 'in Cristo, cuti cha' 'in ñi, can' cha' nan' yu Pablo jñan cha' tsu'hue 'in um, si'yana a xtyi tin' chcuin' tla cha' lo'o um, una xa nu cua' nchcan tijyo' tla cha' chcuin', 
2CO.10.2	can' cha' jñan cha' tsu'hue 'in um si'yana xa tsa'an se'en ndi'in um, a nchca tin' chcuin' tla cha' lo'o um, una ntsu'hui tiqueen chcuin' tla cha' lo'o tsalca nu nchcui' si'yana nda'an hua ña'an nu nchca ti' hua. 
2CO.10.3	Siya' ndi'in hua loo chendyu re, una a tca xuun hua ña'an nu nchca ti' hua, 
2CO.10.4	si'yana na nu nchcua yaa' hua, a ljyaan na lo'o cha' cuiya' 'in nten chendyu, cui' ca nu lca na sca cha' cuiya' nu tlyu 'in Ndiose nu cujlyo 'in nchgaa cha' nu tla cha' 'in nu lca ta'a cusuun hua. 
2CO.10.5	A cunta cujlyo can' 'in nchgaa loo cha' tiyaa lo'o cha' siye' nu nchcui ndijin, nu a nchcua ta'a lo'o cha' tiyaa 'in Ndiose, lo' xicu'ni na nchgaa loo cha' tiyaa si'yana ca ja'an na 'in Cristo, 
2CO.10.6	cua' ndon tiyaa hua cu'ni cuiya' hua 'in nchgaa nu a ja'an 'in ñi, cui' xa nu qui'ya um cha' tiyaa lo' tyisnan ca ja'an um 'in ñi. 
2CO.10.7	'Un lyee 'a nchcua quiloo um cha' nu nducua loo ti. Cha' ntsu'hui nu ndyi'ya cunta si'yana cua' nguiaa tso' 'in Cristo, cui' cuaña'an cu'ni can' cunta si'yana lo'o huare' nguiaa hua tso' 'in Cristo tsaña'an nu lca can'. 
2CO.10.8	Nducui tin' chcuin' tsaña'an cha' cuiya' nu cua' jui 'in hua, siya' nducua la cha' nchcuin', una a xijyi'o tin' si'yana Ñi X'nan na mdaa ñi cha' cuiya' culo um lo'o cha' nu ndiya qui'an ti' um lo' si'i nu nde cujlyo na 'in um, 
2CO.10.9	a nchca tin' xicutsen 'in um lo'o nchgaa quityi nu cua' ngua'an tñan can'. 
2CO.10.10	Cha' ñi si'yana ndeña'an ntsu'hui nu nchcui' cha' 'ñan: Ti'in 'a cha' nchcui' yu lo' tla cha' ndi'in tyaa yu loo quityi 'in yu, una xa ndi'in yu lo'o na jo'o ti ndi'in cha' 'in yu, lo' xa nchcui' yu ñi a nsu'hua loo ne' 'in yu. 
2CO.10.11	Nu nchcui' cuaña'an qui'ya can' cha' tiyaa si'yana scaña'an ti nguiaa cha' 'in hua, siya' nchca hua tijyo' uta ndi'in hua lo'o um. Tsaña'an cha' nu nchcui' hua loo quityi can' cuaña'an nguiaa cha' 'in hua. 
2CO.10.12	Si'yana a xtyi ti' hua cu'ni su'hua hua 'in hua, uta ca sca cha' ti 'in hua lo'o nchgaa nu ndaa loo ticuii', nu ndi'in tyaa cuiya' ña'an ntsu'hui cha' cu'ni scasca la ta'a, lo' ngui'ni su'hua 'in ticuii', si'yana a ntsu'hui cha' tiyaa 'in. 
2CO.10.13	Una huare' a ndaa hua loo hua ndyijyin cuiya', cui' ca nu tsaña'an cuiya' nu cua' mdaa Ndiose 'in hua, se'en nu tca tiyaa hua la se'en ndi'in um. 
2CO.10.14	Si'i na ndijin lyoo hua cha' cuiya' nu ntsu'hui 'in hua lo'o um, cui' ca nu culo nducua la hua mdiya lo'o hua cha' tsu'hue 'in Cristo se'en ndi'in um. 
2CO.10.15	A xtyi ti' hua cu'ni siye' hua ndyijyin cuiya' lo'o tñan ngui'ni xca tucui, cui' ca nu nducua tloo hua, cua' ña'aan nguia nguilo um lo'o cha' nu ndiya qui'an ti' um, xeen la se'en cu'ni hua tñan lja um, cui' tsaña'an cuiya' nu cua' mdaa ñi 'in hua, 
2CO.10.16	ña'an ca si'yana tsa ycui' hua cha' tsu'hue 'in Cristo nde loo la se'en ndi'in um, lo' a sten yu'hui hua loo xñan xca tucui si'yana a nchca ti' hua cu'ni siye' hua lo'o tñan nu cua' lca. 
2CO.10.17	Una, —cha' nde'en tucui nchca ti' um taa um loo, tyaa um loo 'in Ñi X'nan na—, 
2CO.10.18	si'yana a sca ntsu'hui lyoo nu nscuen cuaan 'in ticuii', cha' si'i Ndiose scuen cuaan 'in can'.
2CO.11.1	Tsu'hue ca cha' cua na taa loo um lo'o tsa chin' cha' tinto nu chcuin' lo'o um, lo' cu'ni um cha' tsu'hue taa loo um 'ñan. 
2CO.11.2	Si'yana tsaña'an nu lca tiqueen lo'o um ljyaan na tso' 'in Ndiose, si'yana cua' m'nin cuiyan' cha' si'yana ca cuilyi'o um 'in Cristo, lo' scati ñi ntsu'hui cha' chcuan ñi cunta 'in um tsaña'an nchca ti' sca ngüi' tsa suhue ti nu a sca cha' nducui ncha'an 'in. 
2CO.11.3	Una msu'huan cha' tiqueen lo'o um cha' caja nu cuñilyi'o 'in um tsaña'an nu nguñilyi'o laxa'an 'in Eva lo'o cha' mañan 'in, lo' tsato'o chcua tijyo' cha' tiyaa 'in um lo' a tyi'o ñi cha' 'in um tsaña'an nu cua' mdyisnan um lo'o Cristo. 
2CO.11.4	Nda'an scasca nu nchcui' cha' 'in Jesús, una si'i Jesús nu nda'an ycui' hua cha' 'in. Nchca ti' can' si'yana cuan xu'hue um xca espíritu nu si'i Espíritu nu cua' ntsu'hui ni' cusya 'in um, uta cuan xu'hue um xca loo cha' nu a nchcua ta'a lo'o cha tsu'hue nu cua' ya qui'an ti' um. Siya' cuaña'an una cuti nducuan xu'hue um 'in can', 
2CO.11.5	ñi a ñan tin' cha' ta tlyu la tucui lca can' que 'ñan nan', cui' nu nxque' ti' si'yana lca sca nu mdo'o hui ca 'in Ndiose. 
2CO.11.6	Una siya' cua' ña'an ti nchcuin', una si'i cuaña'an cha' tiyaa 'ñan, nchgaa xaa ndlo'o xñan hua 'in hua lo'o nchgaa loo cha'. 
2CO.11.7	¿Ta qui'ya m'nin si'yana m'ni lyon' 'ñan, lo' xu'hue ti ycuin' cha' tsu'hue 'in Ndiose lo'o um, si'yana scuen cuaan cha' 'in um? 
2CO.11.8	Cui' ca nu scasca laa mda yaa' 'ñan lo'o tñi, se'en nu cu'nin cunta 'in um. 
2CO.11.9	Xa mdi'in lo'o um scasca cha' m'nin 'ñan, una ñi sca tucui lo' a msu'huan cha' nduhue ti' tiquee lo'o cha' can', cui' ca nu jun nu mdo'o se'en lyi'ya loo Macedonia mda yaa' 'ñan, si'yana ñi sca cha' nduhue ti' lo' a ncua tin' taan 'in um, cui' cuaña'an cua' ñii. 
2CO.11.10	Si'ya cha' nu ñi 'in Cristo nu ndon lo'on, sca chcui se'en lyi'ya loo Acaya, lo' a ndyijyi ña'an nu a xcua cueen cha' 'ñan tsaña'an lca tiqueen lo'o um. 
2CO.11.11	¿Ñi cha' ta? ¿Ta na a lca tiqueen lo'o um? Ndiose jlyo ti' ñi tsaña'an lca cusya 'ñan lo'o um. 
2CO.11.12	Una tsaña'an nu ngui'nin, tsa quiñan cu'nin cha' can', si'yana a caja ña'an chcui' scasca nu nda'an lo'o cha' siye', ta ljuin can' si'yana su'hua ña'an nguiaa cha' 'in hua lo'o. 
2CO.11.13	Una lca can' sca nu cuiñi, nchcui' si'yana Ndiose lca nu ngua'an tñan 'in lo' ngui'ni tñan 'in ñi, a cunta ngui'ni chaa 'in si'yana lca sca nu mdo'o hui ca 'in Cristo. 
2CO.11.14	Si'i cha' cuhue ti' na lca cha' re, si'yana ticuii' Laxa'an ngui'ni chaa 'in si'yana lca sca angujle 'in Ndiose, 
2CO.11.15	can' cha' a tsaa ña'an ndi'in cha' re, si'yana lo'o nguso 'in can' ngui'ni chaa 'in ña'an nchca ti' sca nu ñi ndi'in cha' 'in, una tiyaa xaa chcuan can' cunta cua' ña'aan tñan m'ni.
2CO.11.16	Xiya' chcuin' lo'o um: A quiñan ti' um si'yana lcan sca yu tinto, una cha' ñan ti' um cuaña'an, cuan xu'hue um 'ñan siya' lcan sca yu tinto, si'yana lo'on nan' nchca tin' scuen cuaan chin' 'ñan. 
2CO.11.17	Cha' nu chcuin' re, a chcuin' 'in na lo'o cunta 'in Ñi X'nan na, cui' ca nu chcuin' 'in na lo'o cha' tinto 'ñan, si'yana nchca tin' scuen cuaan 'ñan. 
2CO.11.18	Cha' cuaña'an nscuen cuaan ña'an tucui ti 'in, lo'on nan' tca cu'nin cuaña'an, 
2CO.11.19	tsala ña'an nda loo um 'in sca yu tinto, siya' lca um sca nu tiyaa la. 
2CO.11.20	Nda loo um siya' caja nu xñi su'hua yaa' 'in um, uta caja nu lyaa na nu ndi'in 'in um, uta cui' se'en nducua tloo ne' 'in um, lo' ta ngui'ni siye' ne' tloo um, uta ycuan' ne' tu'hua um. 
2CO.11.21	Una sca cha' jyi'o lca na 'ñan si'yana jo'o yaa cha' 'in hua lo'o um. Cha' ntsu'hui nu xtyi ti' scuen cuaan 'in ticuii' (lo' cua' ñii nchcuin' lo'o um si'ya cha' tinto 'ñan), una lo'on nan' xtyi tin' scuen cuaan 'ñan. 
2CO.11.22	Cha' lca can' ne' hebreo, lo'on nan' lcan ne' hebreo. Uta lca can' ne' Israel, lo'on nan' lcan ne' Israel. Cha' lca can' ta nten 'in Abraham, ¿ta si'i ticui' ta nten can' lcan nan'? 
2CO.11.23	Cha' ngui'ni can' tñan 'in Cristo (lo' nchcuin' lo'o um tsaña'an nchcui' sca yu tinto), una tso' nu 'ñan lyee la lcan nguso 'in Cristo, si'yana qui'an la tñan nu cua' m'nin, lo' qui'an la ya' mjyi'in ne' 'ñan, a cunta tyun la juesa msu'hua ne' 'ñan na'an chcuan, cui' cuaña'an tyun ya' ncua cha' cajan. 
2CO.11.24	Ne' judio mjyi'in ne' 'ñan tsa cla tyi ntsu'hui caa ya', lo' ca'yu juesa mjyi'in ne' 'ñan tsa cuaña'an. 
2CO.11.25	A cunta snan juesa jui nu mjyi'in 'ñan lo'o yca, lo' siya' mjyi'in ne' 'ñan lo'o quee, snan ya' ngutyin' yu'hui yca na'an se'en ntsu'huin, lo' sca tsaan lo' sca tla mducuin loo tyi'a tujo'o. 
2CO.11.26	Qui'an 'a ya' yu'hui lyijyin tucueen, cuaña'an chen nchcui 'ñan lo'o chco tlyu, lo'o yu cunan, lo'o ta'a quichen tyin, lo'o ne' gentil, a cunta chen nchcui 'ñan se'en mda'an quichen tnu, se'en ngutyi, uta loo tyi'a tujo'o, chen nchcui 'ñan lo'o yu nu nchcui' si'yana lca ta'a na. 
2CO.11.27	Cui' cuaña'an lyee 'a cua' m'nin tñan, lyee 'a mtsa slan, mdijin yte' tin' lo' mdijin ytyi tin', tyun juesa a jui na nu cun, a cunta mdan loon lo'o tlya' lo' a jui te' con'. 
2CO.11.28	A cunta xca cha' nu ti'i nga'an 'ñan cunda scaa tsaan, lo' ntsu'hui cha' nduhue ti' tiqueen si'ya cha' 'in jun ta'a na nu ndiyo' ti'in sca chcui se'en. 
2CO.11.29	Cha' ntsu'hui nu na'an ti', ¿ta si'i lo'on nan' ndii tin' cha' can'? Cha' nde'en nu mxityu 'in xca tucui loo qui'ya, ¿ta si'i lo'on nan' ti'i ntsu'hui tiqueen xacan'? 
2CO.11.30	Cha' mdiyaa ña'an cu'nin siyen', cu'nin siyen' si'ya cha' na'an ti' 'ñan. 
2CO.11.31	Ndiose, Sti Ñi X'nan na Jesucristo, jlyo ti' ñi si'yana si'i cha' cuiñi nchcuin' lo'o um, ñi nu nga'an cha' cu'ni tnu na 'in tsala xaa. 
2CO.11.32	Quichen Damasco, yu bsya ndi'in cunta 'in ree Aretas ngulo yu tñan si'yana chu'hui ne' cuan tuna'an tu'hua quichen si'yana xñi ne' 'ñan, 
2CO.11.33	una jui nu mdyi'ya 'ñan nde chon' lo'o tu'hua quee can' ni' sca xcuhui se'en nducua sca tuna'an lyo' ti, lo' mdo'o laan tuyaa' ne' can'.
2CO.12.1	Cha' ñi si'yana a ndyi'o tñan cu'nin siyen', una tsa quiñan chcuin' lo'o um cha' nu na'an xñiin tsaña'an nu ngulo'o Ñi X'nan na 'ñan. 
2CO.12.2	Nan' ndyu'hui lyoon 'in sca yu qui'yu nu cua' ya qui'an ti' 'in Cristo, cua' nguiaa tilcua yjan xa jui nu ya lo'o 'in yu se'en nu cua' nchca snan ni' cuaan, (una a jlyo tin' cha' ta ycui' ca yu yaa yu uta na cusya ti 'in yu, scati Ndiose jlyo ti' ñi), 
2CO.12.3	nan' ndyu'hui lyoon 'in yu, (una a jlyo tin' cha' ta ycui' ca yu yaa yu uta na cusya ti 'in yu, scati Ndiose jlyo ti' ñi), 
2CO.12.4	jui nu ya lo'o 'in yu la ni' cuaan se'en lca paraíso, can' ngune 'in yu ycui' sca nu ycui' chacui' cha' nu a ndyijyi ña'an chcui' na, lo' ñi a ntsu'hui cha' cuiya' chcui' na cha' can'. 
2CO.12.5	Xtyi tin' scuen cuaan cha' 'in yu, una cunta nu 'ñan a xtyi tin' scuen cuaan 'ñan, cui' ca nu chcuin' lo'o um tsaña'an nu na'an tin'. 
2CO.12.6	Cha' tyisnan scuen cuaan 'ñan, a caja nu chcui' si'yana lcan sca nu tinto si'yana chcuin' can cha' nu ñi, una a nchca tin' caja nu xque' ti' si'yana cuaan la ndi'in cha' 'ñan lo'o ña'an nu ngui'nin, uta lo'o ña'an nu nchcuin'. 
2CO.12.7	Lo' si'yana a scuen cuaan 'ñan ndyijyin cuiya' si'ya cha' tnu nu na'an xñiin can', Ndiose mdaa cha' cuiya' tyi'o tucua sca ti'i 'ñan lo'o cunta 'in Laxa'an, si'yana a cu'nin siyen' lyee la. 
2CO.12.8	Si'ya ti'i can' snan juesa cua' mjñan 'in Ñi X'nan na si'yana culo tso' ñi cha' can'. 
2CO.12.9	Una ndeña'an juin ñi 'ñan: Qui'ya tucui ti tsaña'an cha' tsu'hue nu cua' mdaan 'in, si'yana xa na'an ti' nde lyee la nchca chcan' loo cha' cuiya' 'ñan. Can' cha' tsu'hue lati cu'nin siyen' si'ya cha' nu na'an tin', ña'an ca si'yana tyon lo'on cha' cuiya' 'in Cristo. 
2CO.12.10	Si'ya Cristo, can' cha' tsu'hue ntsu'hui tiqueen xa na'an tin', uta xa ndaja ne' 'ñan, ta xa ndiya lyijyi na 'ñan, uta nxitijin ne' 'ñan nu ti'i, ta xa lyee ndijin scasca cha', si'yana xa na'an tin' lyee la ndaa ñi juesa 'ñan. 
2CO.12.11	Nan' lcan sca nu tinto tsaña'an nu m'nin siyen' tloo um, tyicana 'un mxicu'ni um 'ñan lo'o cha' re. Lo' siya' a tucui lcan una nga'an cha' su'hua loo um 'ñan, si'yana ñi sca cha' lo' a nguinun ca'an chon' tsaña'an nguiaa cha' 'in yu nu nxque' ti' si'yana lca nu mdo'o hui ca 'in Ndiose. 
2CO.12.12	Lja mdi'in hua lo'o um m'ni hua scasca cha' nu tnu tsaña'an n'ni sca nu cua' mdo'o hui ca 'in Ndiose, ncua chcan' loo cha' nu tnu lo'o cha' nu cuhue ti' na, a cunta mda loo hua scasca nu ti'i. 
2CO.12.13	Xacan' jan ñi, ¿ta ñan ti' um si'yana chin' la cha' 'in um que nchgaa la ña'an ta jun ta'a na, cui' si'yana a ncua tin' su'huan sca cha' nduhue ti' tiquee um lo'o cha' nu 'ni 'ñan? ¡Una cu'ni um cha' tlyu ti' 'ñan lo'o cha' can'!
2CO.12.14	Ña'an jan ñi, nde nu cua' nchca snan ya' tsa'an se'en ndi'in um, una a nchca tin' chu'hui yuhue ti' um 'ñan, si'yana a nducua tloon na nu ndi'in 'in um, cui' ca nu si'ya um can' cha' tsa'an, si'yana si'i nu suhue ti ntsu'hui yuhue ti' 'in nten cula 'in, cui' ca nu nten cula 'in can' ntsu'hui yuhue ti' 'in. 
2CO.12.15	Lo'o nu chcui lca tiqueen culyijyin nchgaa na nu ndi'in 'ñan, lo' si'i tsacan' ti, cui' ca nu lo'o cusya 'ñan tyaan si'ya um, lo' siya' lyee la lca tiqueen lo'o um, una 'un jo'o 'a nsu'hua loo um 'ñan. 
2CO.12.16	Una la ndi'in cha' re si'yana ñi siya' lo' a msu'huan cha' nduhue ti' tiquee um, una ntsu'hui nu nchcui' si'yana lcan sca nu tiyaa, lo' yato'o nguñilyi'on 'in um. 
2CO.12.17	¿Ta xque' ti' um si'yana sca mañan ti m'nin lo'o um xa ngua'an tñan tucua snan yu nu yaa se'en ndi'in um? 
