MAT.1.1	ibrAhImaH santAnO dAyUd tasya santAnO yIzukhrISTastasya pUrvvapuruSavaMzazrENI|
PHP.1.29	yatO yEna yuSmAbhiH khrISTE kEvalavizvAsaH kriyatE tannahi kintu tasya kRtE klEzO'pi sahyatE tAdRzO varaH khrISTasyAnurOdhAd yuSmAbhiH prApi,
PHP.1.30	tasmAt mama yAdRzaM yuddhaM yuSmAbhiradarzi sAmprataM zrUyatE ca tAdRzaM yuddhaM yuSmAkam api bhavati|
PHP.2.1	khrISTAd yadi kimapi sAntvanaM kazcit prEmajAtO harSaH kinjcid AtmanaH samabhAgitvaM kAcid anukampA kRpA vA jAyatE tarhi yUyaM mamAhlAdaM pUrayanta
PHP.2.2	EkabhAvA EkaprEmANa Ekamanasa EkacESTAzca bhavata|
PHP.2.3	virOdhAd darpAd vA kimapi mA kuruta kintu namratayA svEbhyO'parAn viziSTAn manyadhvaM|
PHP.2.4	kEvalam AtmahitAya na cESTamAnAH parahitAyApi cESTadhvaM|
PHP.2.5	khrISTasya yIzO ryAdRzaH svabhAvO yuSmAkam api tAdRzO bhavatu|
PHP.2.6	sa IzvararUpI san svakIyAm IzvaratulyatAM zlAghAspadaM nAmanyata,
PHP.2.7	kintu svaM zUnyaM kRtvA dAsarUpI babhUva narAkRtiM lEbhE ca|
PHP.2.8	itthaM naramUrttim Azritya namratAM svIkRtya mRtyOrarthataH kruzIyamRtyOrEva bhOgAyAjnjAgrAhI babhUva|
PHP.2.9	tatkAraNAd IzvarO'pi taM sarvvOnnataM cakAra yacca nAma sarvvESAM nAmnAM zrESThaM tadEva tasmai dadau,
PHP.2.10	tatastasmai yIzunAmnE svargamartyapAtAlasthitaiH sarvvai rjAnupAtaH karttavyaH,
PHP.2.11	tAtasthEzvarasya mahimnE ca yIzukhrISTaH prabhuriti jihvAbhiH svIkarttavyaM|
PHP.2.12	atO hE priyatamAH, yuSmAbhi ryadvat sarvvadA kriyatE tadvat kEvalE mamOpasthitikAlE tannahi kintvidAnIm anupasthitE'pi mayi bahutarayatnEnAjnjAM gRhItvA bhayakampAbhyAM svasvaparitrANaM sAdhyatAM|
PHP.2.13	yata Izvara Eva svakIyAnurOdhAd yuSmanmadhyE manaskAmanAM karmmasiddhinjca vidadhAti|
PHP.2.14	yUyaM kalahavivAdarvijatam AcAraM kurvvantO'nindanIyA akuTilA
PHP.2.15	Izvarasya niSkalagkAzca santAnAiva vakrabhAvAnAM kuTilAcAriNAnjca lOkAnAM madhyE tiSThata,
PHP.2.16	yatastESAM madhyE yUyaM jIvanavAkyaM dhArayantO jagatO dIpakA iva dIpyadhvE| yuSmAbhistathA kRtE mama yatnaH parizramO vA na niSphalO jAta ityahaM khrISTasya dinE zlAghAM karttuM zakSyAmi|
PHP.2.17	yuSmAkaM vizvAsArthakAya balidAnAya sEvanAya ca yadyapyahaM nivEditavyO bhavEyaM tathApi tEnAnandAmi sarvvESAM yuSmAkam AnandasyAMzI bhavAmi ca|
PHP.2.18	tadvad yUyamapyAnandata madIyAnandasyAMzinO bhavata ca|
PHP.2.19	yuSmAkam avasthAm avagatyAhamapi yat sAntvanAM prApnuyAM tadarthaM tImathiyaM tvarayA yuSmatsamIpaM prESayiSyAmIti prabhau pratyAzAM kurvvE|
PHP.2.20	yaH satyarUpENa yuSmAkaM hitaM cintayati tAdRza EkabhAvastasmAdanyaH kO'pi mama sannidhau nAsti|
PHP.2.21	yatO'parE sarvvE yIzOH khrISTasya viSayAn na cintayanta AtmaviSayAn cintayanti|
PHP.2.22	kintu tasya parIkSitatvaM yuSmAbhi rjnjAyatE yataH putrO yAdRk pituH sahakArI bhavati tathaiva susaMvAdasya paricaryyAyAM sa mama sahakArI jAtaH|
PHP.2.23	ataEva mama bhAvidazAM jnjAtvA tatkSaNAt tamEva prESayituM pratyAzAM kurvvE
PHP.2.24	svayam ahamapi tUrNaM yuSmatsamIpaM gamiSyAmItyAzAM prabhunA kurvvE|
PHP.2.25	aparaM ya ipAphradItO mama bhrAtA karmmayuddhAbhyAM mama sahAyazca yuSmAkaM dUtO madIyOpakArAya pratinidhizcAsti yuSmatsamIpE tasya prESaNam Avazyakam amanyE|
PHP.2.26	yataH sa yuSmAn sarvvAn akAgkSata yuSmAbhistasya rOgasya vArttAzrAvIti buddhvA paryyazOcacca|
PHP.2.27	sa pIPayA mRtakalpO'bhavaditi satyaM kintvIzvarastaM dayitavAn mama ca duHkhAt paraM punarduHkhaM yanna bhavEt tadarthaM kEvalaM taM na dayitvA mAmapi dayitavAn|
PHP.2.28	ataEva yUyaM taM vilOkya yat punarAnandEta mamApi duHkhasya hrAsO yad bhavEt tadartham ahaM tvarayA tam aprESayaM|
PHP.2.29	atO yUyaM prabhOH kRtE sampUrNEnAnandEna taM gRhlIta tAdRzAn lOkAMzcAdaraNIyAn manyadhvaM|
PHP.2.30	yatO mama sEvanE yuSmAkaM truTiM pUrayituM sa prANAn paNIkRtya khrISTasya kAryyArthaM mRtaprAyE'bhavat|
PHP.3.1	hE bhrAtaraH, zESE vadAmi yUyaM prabhAvAnandata| punaH punarEkasya vacO lEkhanaM mama klEzadaM nahi yuSmadarthanjca bhramanAzakaM bhavati|
PHP.3.2	yUyaM kukkurEbhyaH sAvadhAnA bhavata duSkarmmakAribhyaH sAvadhAnA bhavata chinnamUlEbhyO lOkEbhyazca sAvadhAnA bhavata|
PHP.3.3	vayamEva chinnatvacO lOkA yatO vayam AtmanEzvaraM sEvAmahE khrISTEna yIzunA zlAghAmahE zarIrENa ca pragalbhatAM na kurvvAmahE|
PHP.3.4	kintu zarIrE mama pragalbhatAyAH kAraNaM vidyatE, kazcid yadi zarIrENa pragalbhatAM cikIrSati tarhi tasmAd api mama pragalbhatAyA gurutaraM kAraNaM vidyatE|
PHP.3.5	yatO'ham aSTamadivasE tvakchEdaprApta isrAyElvaMzIyO binyAmInagOSThIya ibrikulajAta ibriyO vyavasthAcaraNE phirUzI
PHP.3.6	dharmmOtsAhakAraNAt samitErupadravakArI vyavasthAtO labhyE puNyE cAnindanIyaH|
PHP.3.7	kintu mama yadyat labhyam AsIt tat sarvvam ahaM khrISTasyAnurOdhAt kSatim amanyE|
PHP.3.8	kinjcAdhunApyahaM matprabhOH khrISTasya yIzO rjnjAnasyOtkRSTatAM buddhvA tat sarvvaM kSatiM manyE|
PHP.3.9	yatO hEtOrahaM yat khrISTaM labhEya vyavasthAtO jAtaM svakIyapuNyanjca na dhArayan kintu khrISTE vizvasanAt labhyaM yat puNyam IzvarENa vizvAsaM dRSTvA dIyatE tadEva dhArayan yat khrISTE vidyEya tadarthaM tasyAnurOdhAt sarvvESAM kSatiM svIkRtya tAni sarvvANyavakarAniva manyE|
PHP.3.10	yatO hEtOrahaM khrISTaM tasya punarutthitE rguNaM tasya duHkhAnAM bhAgitvanjca jnjAtvA tasya mRtyOrAkRtinjca gRhItvA
PHP.3.11	yEna kEnacit prakArENa mRtAnAM punarutthitiM prAptuM yatE|
PHP.3.12	mayA tat sarvvam adhunA prApi siddhatA vAlambhi tannahi kintu yadartham ahaM khrISTEna dhAritastad dhArayituM dhAvAmi|
PHP.3.13	hE bhrAtaraH, mayA tad dhAritam iti na manyatE kintvEtadaikamAtraM vadAmi yAni pazcAt sthitAni tAni vismRtyAham agrasthitAnyuddizya
PHP.3.14	pUrNayatnEna lakSyaM prati dhAvan khrISTayIzunOrddhvAt mAm Ahvayata IzvarAt jEtRpaNaM prAptuM cESTE|
PHP.3.15	asmAkaM madhyE yE siddhAstaiH sarvvaistadEva bhAvyatAM, yadi ca kanjcana viSayam adhi yuSmAkam aparO bhAvO bhavati tarhIzvarastamapi yuSmAkaM prati prakAzayiSyati|
PHP.3.16	kintu vayaM yadyad avagatA AsmastatrAsmAbhirEkO vidhirAcaritavya EkabhAvai rbhavitavyanjca|
PHP.3.17	hE bhrAtaraH, yUyaM mamAnugAminO bhavata vayanjca yAdRgAcaraNasya nidarzanasvarUpA bhavAmastAdRgAcAriNO lOkAn AlOkayadhvaM|
PHP.3.18	yatO'nEkE vipathE caranti tE ca khrISTasya kruzasya zatrava iti purA mayA punaH punaH kathitam adhunApi rudatA mayA kathyatE|
PHP.3.19	tESAM zESadazA sarvvanAza udarazcEzvarO lajjA ca zlAghA pRthivyAnjca lagnaM manaH|
PHP.3.20	kintvasmAkaM janapadaH svargE vidyatE tasmAccAgamiSyantaM trAtAraM prabhuM yIzukhrISTaM vayaM pratIkSAmahE|
PHP.3.21	sa ca yayA zaktyA sarvvANyEva svasya vazIkarttuM pArayati tayAsmAkam adhamaM zarIraM rUpAntarIkRtya svakIyatEjOmayazarIrasya samAkAraM kariSyati|
PHP.4.1	hE madIyAnandamukuTasvarUpAH priyatamA abhISTatamA bhrAtaraH, hE mama snEhapAtrAH, yUyam itthaM pabhau sthirAstiSThata|
PHP.4.2	hE ivadiyE hE suntukhi yuvAM prabhau EkabhAvE bhavatam Etad ahaM prArthayE|
PHP.4.3	hE mama satya sahakArin tvAmapi vinIya vadAmi EtayOrupakArastvayA kriyatAM yatastE klIminAdibhiH sahakAribhiH sArddhaM susaMvAdapracAraNAya mama sAhAyyArthaM parizramam akurvvatAM tESAM sarvvESAM nAmAni ca jIvanapustakE likhitAni vidyantE|
PHP.4.4	yUyaM prabhau sarvvadAnandata| puna rvadAmi yUyam Anandata|
PHP.4.5	yuSmAkaM vinItatvaM sarvvamAnavai rjnjAyatAM, prabhuH sannidhau vidyatE|
PHP.4.6	yUyaM kimapi na cintayata kintu dhanyavAdayuktAbhyAM prArthanAyAnjcAbhyAM sarvvaviSayE svaprArthanIyam IzvarAya nivEdayata|
PHP.4.7	tathA kRta IzvarIyA yA zAntiH sarvvAM buddhim atizEtE sA yuSmAkaM cittAni manAMsi ca khrISTE yIzau rakSiSyati|
PHP.4.8	hE bhrAtaraH, zESE vadAmi yadyat satyam AdaraNIyaM nyAyyaM sAdhu priyaM sukhyAtam anyENa yEna kEnacit prakArENa vA guNayuktaM prazaMsanIyaM vA bhavati tatraiva manAMsi nidhadhvaM|
PHP.4.9	yUyaM mAM dRSTvA zrutvA ca yadyat zikSitavantO gRhItavantazca tadEvAcarata tasmAt zAntidAyaka IzvarO yuSmAbhiH sArddhaM sthAsyati|
PHP.4.10	mamOpakArAya yuSmAkaM yA cintA pUrvvam AsIt kintu karmmadvAraM na prApnOt idAnIM sA punaraphalat ityasmin prabhau mama paramAhlAdO'jAyata|
PHP.4.11	ahaM yad dainyakAraNAd idaM vadAmi tannahi yatO mama yA kAcid avasthA bhavEt tasyAM santOSTum azikSayaM|
PHP.4.12	daridratAM bhOktuM zaknOmi dhanAPhyatAm api bhOktuM zaknOmi sarvvathA sarvvaviSayESu vinItO'haM pracuratAM kSudhAnjca dhanaM dainyanjcAvagatO'smi|
PHP.4.13	mama zaktidAyakEna khrISTEna sarvvamEva mayA zakyaM bhavati|
PHP.4.14	kintu yuSmAbhi rdainyanivAraNAya mAm upakRtya satkarmmAkAri|
PHP.4.15	hE philipIyalOkAH, susaMvAdasyOdayakAlE yadAhaM mAkidaniyAdEzAt pratiSThE tadA kEvalAn yuSmAn vinAparayA kayApi samityA saha dAnAdAnayO rmama kO'pi sambandhO nAsId iti yUyamapi jAnItha|
PHP.4.16	yatO yuSmAbhi rmama prayOjanAya thiSalanIkInagaramapi mAM prati punaH punardAnaM prESitaM|
PHP.4.17	ahaM yad dAnaM mRgayE tannahi kintu yuSmAkaM lAbhavarddhakaM phalaM mRgayE|
PHP.4.18	kintu mama kasyApyabhAvO nAsti sarvvaM pracuram AstE yata Izvarasya grAhyaM tuSTijanakaM sugandhinaivEdyasvarUpaM yuSmAkaM dAnaM ipAphraditAd gRhItvAhaM paritRptO'smi|
PHP.4.19	mamEzvarO'pi khrISTEna yIzunA svakIyavibhavanidhitaH prayOjanIyaM sarvvaviSayaM pUrNarUpaM yuSmabhyaM dEyAt|
PHP.4.20	asmAkaM piturIzvarasya dhanyavAdO'nantakAlaM yAvad bhavatu| AmEn|
PHP.4.21	yUyaM yIzukhrISTasyaikaikaM pavitrajanaM namaskuruta| mama saggibhrAtarO yUSmAn namaskurvvatE|
PHP.4.22	sarvvE pavitralOkA vizESataH kaisarasya parijanA yuSmAn namaskurvvatE|
PHP.4.23	asmAkaM prabhO ryIzukhrISTasya prasAdaH sarvvAn yuSmAn prati bhUyAt| AmEn|
COL.1.1	IzvarasyEcchayA yIzukhrISTasya prEritaH paulastImathiyO bhrAtA ca kalasInagarasthAn pavitrAn vizvastAn khrISTAzritabhrAtRn prati patraM likhataH|
COL.1.2	asmAkaM tAta IzvaraH prabhu ryIzukhrISTazca yuSmAn prati prasAdaM zAntinjca kriyAstAM|
COL.1.3	khrISTE yIzau yuSmAkaM vizvAsasya sarvvAn pavitralOkAn prati prEmnazca vArttAM zrutvA
COL.1.4	vayaM sadA yuSmadarthaM prArthanAM kurvvantaH svargE nihitAyA yuSmAkaM bhAvisampadaH kAraNAt svakIyaprabhO ryIzukhrISTasya tAtam IzvaraM dhanyaM vadAmaH|
COL.1.5	yUyaM tasyA bhAvisampadO vArttAM yayA susaMvAdarUpiNyA satyavANyA jnjApitAH
COL.1.6	sA yadvat kRsnaM jagad abhigacchati tadvad yuSmAn apyabhyagamat, yUyanjca yad dinam ArabhyEzvarasyAnugrahasya vArttAM zrutvA satyarUpENa jnjAtavantastadArabhya yuSmAkaM madhyE'pi phalati varddhatE ca|
COL.1.7	asmAkaM priyaH sahadAsO yuSmAkaM kRtE ca khrISTasya vizvastaparicArakO ya ipaphrAstad vAkyaM
COL.1.8	yuSmAn AdiSTavAn sa EvAsmAn AtmanA janitaM yuSmAkaM prEma jnjApitavAn|
COL.1.9	vayaM yad dinam Arabhya tAM vArttAM zrutavantastadArabhya nirantaraM yuSmAkaM kRtE prArthanAM kurmmaH phalatO yUyaM yat pUrNAbhyAm AtmikajnjAnavuddhibhyAm IzvarasyAbhitamaM sampUrNarUpENAvagacchEta,
COL.1.10	prabhO ryOgyaM sarvvathA santOSajanakanjcAcAraM kuryyAtArthata IzvarajnjAnE varddhamAnAH sarvvasatkarmmarUpaM phalaM phalEta,
COL.1.11	yathA cEzvarasya mahimayuktayA zaktyA sAnandEna pUrNAM sahiSNutAM titikSAnjcAcarituM zakSyatha tAdRzEna pUrNabalEna yad balavantO bhavEta,
COL.1.12	yazca pitA tEjOvAsinAM pavitralOkAnAm adhikArasyAMzitvAyAsmAn yOgyAn kRtavAn taM yad dhanyaM vadEta varam EnaM yAcAmahE|
COL.1.13	yataH sO'smAn timirasya karttRtvAd uddhRtya svakIyasya priyaputrasya rAjyE sthApitavAn|
COL.1.14	tasmAt putrAd vayaM paritrANam arthataH pApamOcanaM prAptavantaH|
COL.1.15	sa cAdRzyasyEzvarasya pratimUrtiH kRtsnAyAH sRSTErAdikarttA ca|
COL.1.16	yataH sarvvamEva tEna sasRjE siMhAsanarAjatvaparAkramAdIni svargamarttyasthitAni dRzyAdRzyAni vastUni sarvvANi tEnaiva tasmai ca sasRjirE|
COL.1.17	sa sarvvESAm AdiH sarvvESAM sthitikArakazca|
COL.1.18	sa Eva samitirUpAyAstanO rmUrddhA kinjca sarvvaviSayE sa yad agriyO bhavEt tadarthaM sa Eva mRtAnAM madhyAt prathamata utthitO'grazca|
COL.1.19	yata Izvarasya kRtsnaM pUrNatvaM tamEvAvAsayituM
COL.1.20	kruzE pAtitEna tasya raktEna sandhiM vidhAya tEnaiva svargamarttyasthitAni sarvvANi svEna saha sandhApayitunjcEzvarENAbhilESE|
COL.1.21	pUrvvaM dUrasthA duSkriyAratamanaskatvAt tasya ripavazcAsta yE yUyaM tAn yuSmAn api sa idAnIM tasya mAMsalazarIrE maraNEna svEna saha sandhApitavAn|
COL.1.22	yataH sa svasammukhE pavitrAn niSkalagkAn anindanIyAMzca yuSmAn sthApayitum icchati|
COL.1.23	kintvEtadarthaM yuSmAbhi rbaddhamUlaiH susthiraizca bhavitavyam, AkAzamaNPalasyAdhaHsthitAnAM sarvvalOkAnAM madhyE ca ghuSyamANO yaH susaMvAdO yuSmAbhirazrAvi tajjAtAyAM pratyAzAyAM yuSmAbhiracalai rbhavitavyaM|
COL.1.24	tasya susaMvAdasyaikaH paricArakO yO'haM paulaH sO'ham idAnIm AnandEna yuSmadarthaM duHkhAni sahE khrISTasya klEzabhOgasya yOMzO'pUrNastamEva tasya tanOH samitEH kRtE svazarIrE pUrayAmi ca|
COL.1.25	yata Izvarasya mantraNayA yuSmadartham IzvarIyavAkyasya pracArasya bhArO mayi samapitastasmAd ahaM tasyAH samitEH paricArakO'bhavaM|
COL.1.26	tat nigUPhaM vAkyaM pUrvvayugESu pUrvvapuruSEbhyaH pracchannam AsIt kintvidAnIM tasya pavitralOkAnAM sannidhau tEna prAkAzyata|
COL.1.27	yatO bhinnajAtIyAnAM madhyE tat nigUPhavAkyaM kIdRggauravanidhisambalitaM tat pavitralOkAn jnjApayitum IzvarO'bhyalaSat| yuSmanmadhyavarttI khrISTa Eva sa nidhi rgairavAzAbhUmizca|
COL.1.28	tasmAd vayaM tamEva ghOSayantO yad EkaikaM mAnavaM siddhIbhUtaM khrISTE sthApayEma tadarthamEkaikaM mAnavaM prabOdhayAmaH pUrNajnjAnEna caikaikaM mAnavaM upadizAmaH|
COL.1.29	EtadarthaM tasya yA zaktiH prabalarUpENa mama madhyE prakAzatE tayAhaM yatamAnaH zrAbhyAmi|
COL.2.1	yuSmAkaM lAyadikEyAsthabhrAtRNAnjca kRtE yAvantO bhrAtarazca mama zArIrikamukhaM na dRSTavantastESAM kRtE mama kiyAn yatnO bhavati tad yuSmAn jnjApayitum icchAmi|
COL.2.2	phalataH pUrNabuddhirUpadhanabhOgAya prEmnA saMyuktAnAM tESAM manAMsi yat piturIzvarasya khrISTasya ca nigUPhavAkyasya jnjAnArthaM sAntvanAM prApnuyurityarthamahaM yatE|
COL.2.3	yatO vidyAjnjAnayOH sarvvE nidhayaH khrISTE guptAH santi|
COL.2.4	kO'pi yuSmAn vinayavAkyEna yanna vanjcayEt tadartham EtAni mayA kathyantE|
COL.2.5	yuSmatsannidhau mama zarIrE'varttamAnE'pi mamAtmA varttatE tEna yuSmAkaM surItiM khrISTavizvAsE sthiratvanjca dRSTvAham AnandAmi|
COL.2.6	atO yUyaM prabhuM yIzukhrISTaM yAdRg gRhItavantastAdRk tam anucarata|
COL.2.7	tasmin baddhamUlAH sthApitAzca bhavata yA ca zikSA yuSmAbhi rlabdhA tadanusArAd vizvAsE susthirAH santastEnaiva nityaM dhanyavAdaM kuruta|
COL.2.8	sAvadhAnA bhavata mAnuSikazikSAta ihalOkasya varNamAlAtazcOtpannA khrISTasya vipakSA yA darzanavidyA mithyApratAraNA ca tayA kO'pi yuSmAkaM kSatiM na janayatu|
COL.2.9	yata Izvarasya kRtsnA pUrNatA mUrttimatI khrISTE vasati|
COL.2.10	yUyanjca tEna pUrNA bhavatha yataH sa sarvvESAM rAjatvakarttRtvapadAnAM mUrddhAsti,
COL.2.11	tEna ca yUyam ahastakRtatvakchEdEnArthatO yEna zArIrapApAnAM vigrasatyajyatE tEna khrISTasya tvakchEdEna chinnatvacO jAtA
COL.2.12	majjanE ca tEna sArddhaM zmazAnaM prAptAH puna rmRtAnAM madhyAt tasyOtthApayiturIzvarasya zaktEH phalaM yO vizvAsastadvArA tasminnEva majjanE tEna sArddham utthApitA abhavata|
COL.2.13	sa ca yuSmAn aparAdhaiH zArIrikAtvakchEdEna ca mRtAn dRSTvA tEna sArddhaM jIvitavAn yuSmAkaM sarvvAn aparAdhAn kSamitavAn,
COL.2.14	yacca daNPAjnjArUpaM RNapatram asmAkaM viruddham AsIt tat pramArjjitavAn zalAkAbhiH kruzE baddhvA dUrIkRtavAMzca|
COL.2.15	kinjca tEna rAjatvakarttRtvapadAni nistEjAMsi kRtvA parAjitAn ripUniva pragalbhatayA sarvvESAM dRSTigOcarE hrEpitavAn|
COL.2.16	atO hEtOH khAdyAkhAdyE pEyApEyE utsavaH pratipad vizrAmavArazcaitESu sarvvESu yuSmAkaM nyAyAdhipatirUpaM kamapi mA gRhlIta|
COL.2.17	yata EtAni chAyAsvarUpANi kintu satyA mUrttiH khrISTaH|
COL.2.18	aparanjca namratA svargadUtAnAM sEvA caitAdRzam iSTakarmmAcaran yaH kazcit parOkSaviSayAn pravizati svakIyazArIrikabhAvEna ca mudhA garvvitaH san
COL.2.19	sandhibhiH zirAbhizcOpakRtaM saMyuktanjca kRtsnaM zarIraM yasmAt mUrddhata IzvarIyavRddhiM prApnOti taM mUrddhAnaM na dhArayati tEna mAnavEna yuSmattaH phalApaharaNaM nAnujAnIta|
COL.2.20	yadi yUyaM khrISTEna sArddhaM saMsArasya varNamAlAyai mRtA abhavata tarhi yaiै rdravyai rbhOgEna kSayaM gantavyaM
COL.2.21	tAni mA spRza mA bhuMkSva mA gRhANEti mAnavairAdiSTAn zikSitAMzca vidhIn
COL.2.22	AcarantO yUyaM kutaH saMsArE jIvanta iva bhavatha?
COL.2.23	tE vidhayaH svEcchAbhaktyA namratayA zarIraklEzanEna ca jnjAnavidhivat prakAzantE tathApi tE'gaNyAH zArIrikabhAvavarddhakAzca santi|
COL.3.1	yadi yUyaM khrISTEna sArddham utthApitA abhavata tarhi yasmin sthAnE khrISTa Izvarasya dakSiNapArzvE upaviSTa AstE tasyOrddhvasthAnasya viSayAn cESTadhvaM|
COL.3.2	pArthivaviSayESu na yatamAnA UrddhvasthaviSayESu yatadhvaM|
COL.3.3	yatO yUyaM mRtavantO yuSmAkaM jIvitanjca khrISTEna sArddham IzvarE guptam asti|
COL.3.4	asmAkaM jIvanasvarUpaH khrISTO yadA prakAziSyatE tadA tEna sArddhaM yUyamapi vibhavEna prakAziSyadhvE|
COL.3.5	atO vEzyAgamanam azucikriyA rAgaH kutsitAbhilASO dEvapUjAtulyO lObhazcaitAni rpAिthavapuruSasyAggAni yuSmAbhi rnihanyantAM|
COL.3.6	yata EtEbhyaH karmmabhya AjnjAlagghinO lOkAn pratIzvarasya krOdhO varttatE|
COL.3.7	pUrvvaM yadA yUyaM tAnyupAjIvata tadA yUyamapi tAnyEvAcarata;
COL.3.8	kintvidAnIM krOdhO rOSO jihiMsiSA durmukhatA vadananirgatakadAlapazcaitAni sarvvANi dUrIkurudhvaM|
COL.3.9	yUyaM parasparaM mRSAkathAM na vadata yatO yUyaM svakarmmasahitaM purAtanapuruSaM tyaktavantaH
COL.3.10	svasraSTuH pratimUrtyA tattvajnjAnAya nUtanIkRtaM navInapuruSaM parihitavantazca|
COL.3.11	tEna ca yihUdibhinnajAtIyayOzchinnatvagacchinnatvacO rmlEcchaskuthIyayO rdAsamuktayOzca kO'pi vizESO nAsti kintu sarvvESu sarvvaH khrISTa EvAstE|
COL.3.12	ataEva yUyam Izvarasya manObhilaSitAH pavitrAH priyAzca lOkA iva snEhayuktAm anukampAM hitaiSitAM namratAM titikSAM sahiSNutAnjca paridhaddhvaM|
COL.3.13	yUyam EkaikasyAcaraNaM sahadhvaM yEna ca yasya kimapyaparAdhyatE tasya taM dOSaM sa kSamatAM, khrISTO yuSmAkaM dOSAn yadvad kSamitavAn yUyamapi tadvat kurudhvaM|
COL.3.14	vizESataH siddhijanakEna prEmabandhanEna baddhA bhavata|
COL.3.15	yasyAH prAptayE yUyam Ekasmin zarIrE samAhUtA abhavata sEzvarIyA zAnti ryuSmAkaM manAMsyadhitiSThatu yUyanjca kRtajnjA bhavata|
COL.3.16	khrISTasya vAkyaM sarvvavidhajnjAnAya sampUrNarUpENa yuSmadantarE nivamatu, yUyanjca gItai rgAnaiH pAramArthikasagkIrttanaizca parasparam Adizata prabOdhayata ca, anugRhItatvAt prabhum uddizya svamanObhi rgAyata ca|
COL.3.17	vAcA karmmaNA vA yad yat kuruta tat sarvvaM prabhO ryIzO rnAmnA kuruta tEna pitaram IzvaraM dhanyaM vadata ca|
COL.3.18	hE yOSitaH, yUyaM svAminAM vazyA bhavata yatastadEva prabhavE rOcatE|
COL.3.19	hE svAminaH, yUyaM bhAryyAsu prIyadhvaM tAH prati paruSAlApaM mA kurudhvaM|
COL.3.20	hE bAlAH, yUyaM sarvvaviSayE pitrOrAjnjAgrAhiNO bhavata yatastadEva prabhOH santOSajanakaM|
COL.3.21	hE pitaraH, yuSmAkaM santAnA yat kAtarA na bhavEyustadarthaM tAn prati mA rOSayata|
COL.3.22	hE dAsAH, yUyaM sarvvaviSaya aihikaprabhUnAm AjnjAgrAhiNO bhavata dRSTigOcarIyasEvayA mAnavEbhyO rOcituM mA yatadhvaM kintu saralAntaHkaraNaiH prabhO rbhAीtyA kAryyaM kurudhvaM|
COL.3.23	yacca kurudhvE tat mAnuSamanuddizya prabhum uddizya praphullamanasA kurudhvaM,
COL.3.24	yatO vayaM prabhutaH svargAdhikArarUpaM phalaM lapsyAmaha iti yUyaM jAnItha yasmAd yUyaM prabhOH khrISTasya dAsA bhavatha|
COL.3.25	kintu yaH kazcid anucitaM karmma karOti sa tasyAnucitakarmmaNaH phalaM lapsyatE tatra kO'pi pakSapAtO na bhaviSyati|
COL.4.1	aparanjca hE adhipatayaH, yUyaM dAsAn prati nyAyyaM yathArthanjcAcaraNaM kurudhvaM yuSmAkamapyEkO'dhipatiH svargE vidyata iti jAnIta|
COL.4.2	yUyaM prArthanAyAM nityaM pravarttadhvaM dhanyavAdaM kurvvantastatra prabuddhAstiSThata ca|
COL.4.3	prArthanAkAlE mamApi kRtE prArthanAM kurudhvaM,
COL.4.4	phalataH khrISTasya yannigUPhavAkyakAraNAd ahaM baddhO'bhavaM tatprakAzAyEzvarO yat madarthaM vAgdvAraM kuryyAt, ahanjca yathOcitaM tat prakAzayituM zaknuyAm Etat prArthayadhvaM|
COL.4.5	yUyaM samayaM bahumUlyaM jnjAtvA bahiHsthAn lOkAn prati jnjAnAcAraM kurudhvaM|
COL.4.6	yuSmAkam AlApaH sarvvadAnugrahasUcakO lavaNEna susvAduzca bhavatu yasmai yaduttaraM dAtavyaM tad yuSmAbhiravagamyatAM|
COL.4.7	mama yA dazAkti tAM tukhikanAmA prabhau priyO mama bhrAtA vizvasanIyaH paricArakaH sahadAsazca yuSmAn jnjApayiSyati|
COL.4.8	sa yad yuSmAkaM dazAM jAnIyAt yuSmAkaM manAMsi sAntvayEcca tadarthamEvAhaM
COL.4.9	tam OnISimanAmAnanjca yuSmaddEzIyaM vizvastaM priyanjca bhrAtaraM prESitavAn tau yuSmAn atratyAM sarvvavArttAM jnjApayiSyataH|
COL.4.10	AriSTArkhanAmA mama sahabandI barNabbA bhAginEyO mArkO yuSTanAmnA vikhyAtO yIzuzcaitE chinnatvacO bhrAtarO yuSmAn namaskAraM jnjApayanti, tESAM madhyE mArkamadhi yUyaM pUrvvam AjnjApitAH sa yadi yuSmatsamIpam upatiSThEt tarhi yuSmAbhi rgRhyatAM|
COL.4.11	kEvalamEta IzvararAjyE mama sAntvanAjanakAH sahakAriNO'bhavan|
COL.4.12	khrISTasya dAsO yO yuSmaddEzIya ipaphrAH sa yuSmAn namaskAraM jnjApayati yUyanjcEzvarasya sarvvasmin manO'bhilASE yat siddhAH pUrNAzca bhavEta tadarthaM sa nityaM prArthanayA yuSmAkaM kRtE yatatE|
COL.4.13	yuSmAkaM lAyadikEyAsthitAnAM hiyarApalisthitAnAnjca bhrAtRNAM hitAya sO'tIva cESTata ityasmin ahaM tasya sAkSI bhavAmi|
COL.4.14	lUkanAmA priyazcikitsakO dImAzca yuSmabhyaM namaskurvvAtE|
COL.4.15	yUyaM lAyadikEyAsthAn bhrAtRn numphAM tadgRhasthitAM samitinjca mama namaskAraM jnjApayata|
