GEN.1.1	Are nakuexinxion beꞌe kain, Ndo Dio binchechjian ngajni ko nunthe. 
REV.9.3	Ko ngain nchin mee bachrjexin anto tsjé kuxuali, ko kjuaganga ba ngataon nunthe. Ko kain kuxuali mee bayée ba juachaxin tsjaaya ba inchin kunthanchia jii ngain nunthe. 
REV.9.4	Ko bituꞌen ba ixin xruꞌin sinchekao ba kain ka jii ngataꞌa nunthe, kain thi yua, kain nthaa, jeꞌo sincheniꞌi ba kain chujni chundaꞌa sellue Ndo Dio ngain nthathjen. 
REV.9.5	Aro bayeꞌa ba juachaxin nasuenxon ba chujni, ko jeꞌo naꞌo kunithjao sinchegatho ba tangi kain chujni ko tsiin na̱ inchin thiin neꞌe ni kunthanchia. 
REV.9.6	Ngain nchaꞌon teꞌa chujni sinao na̱ seꞌen na, aro chroꞌa seꞌen na̱. Ko maski anto sinao na̱ seꞌen na̱, aro thi ndadeꞌen ni tsunkjínxin ngain na̱.
REV.9.7	Ko kuxuali te ba inchin kunxin tjajiꞌin na̱ ixin dikao na̱ ba thi theto na̱; ko ngain jaa ba jitaꞌa xraa naa corona dikunchjianxin oro ko ngakon ba jii xraa ngakon chujni. 
REV.9.8	Ko xrathusin ba te inchin xrajaa nchrii, ko neno ba te xraa neno kuleón. 
REV.9.9	Ko nguii nthauꞌe ba xraa jitsaa ba chia, ko neneꞌe ba bakiꞌin ni xraa are jidatheka thii tsjé carreta thingajin kunxin are dikao na̱ ba ixin theto na̱. 
REV.9.10	Ko nthanee ba beꞌe xraa nthanee kunthanchia. Ko nthanee ba tsjayaxin ba naꞌo kunithjao ngain chujni. 
REV.9.11	Kain kuxuali mee jeꞌo bagithikaon ba thi ángel thetuꞌan thi xraa tsaaga anto niꞌnga. Ko ángel jiꞌi diꞌin ngain ngigua hebreo Abadón, ko ngain ngigua griego diꞌin Apolión, ko kayui ruchro: Thi Nchexanthe kain thi jii.
REV.9.12	Thi saꞌo tangi kuꞌen, ujuexin, aro xra ditjaan iyoo thi anto tangi.
REV.9.13	Thi ángel inkjaunxin banua trompetee, ko kuian naa tha bachrjexin ngayee thi noo ntheꞌe altar dikunchjianxin oro, ko jii ngathexin kon Ndo Dio. 
REV.9.14	Ko tha mee ndachro ngain thi ángel inkjaunxin jiyaa trompeta:
REV.9.14	—Tunxindangeꞌe thi noo ángel techria ngaka río jié diꞌin Eufrates.
REV.9.15	Ko xindangeꞌe kanui ángel teꞌi, ko techueꞌon hora, nchaꞌon, kunithjao ko nano ixin tsjaaya ngain naa thi ninxin dichjeeya kain chujni. 
REV.9.16	Ko jaꞌan kuian kejaꞌin tsjexin xi soldadue kanui ángel teꞌi, ko kain xa tetaꞌa xa kunxin, ko mee 200 millon tsjexin xa.
REV.9.17	Ko jañaa jaꞌan bikon kain kunxin yaa, ko xi tetaꞌa ba. Ngain pechue xa jitaꞌa chia nii naꞌo: Jatse inchin xruꞌi, ko azul inchin xro diꞌin zafiro, ko sine inchin azufre. Ko kain kunxin mee techunda jaa ba inchin jaa kuleón, ko ngain ruꞌa ba tjaxin ba xruꞌi, nchin ko azufre. 
REV.9.18	Ko naa thi ninxin dichjeeya kain chujni ngain nunthe binthegeꞌen na̱ ixin thi xruꞌi, nchin ko azufre kjuaxin ruꞌa ba. 
REV.9.19	Ixin juachaxin chunda ba tjayaxin ba, beꞌe ngain ruꞌa ba ko ngain nthanee ba. Ko nthanee ba beꞌe xraa kunchee ko kai yaa kjuayaxin ba ngain chujni.
REV.9.20	Aro thi chujni xeꞌe, thi ni benꞌa ixin kain thi tangi kuꞌen, maski bikon na̱ mee, jeꞌe na̱ kuinthueꞌa na̱ thi jianꞌa bancheꞌe na̱, ixin xrabanchesayeꞌe na̱ espíritu jianꞌa, xrabanchesayeꞌe na̱ diuchjan dikunchjianxin oro, plata, bronce, xro ko nthaa. Ko kain diuchjan mee chroꞌa bagikon, bakinꞌa ko chroꞌa bakji. 
REV.9.21	Ko kai kuinthueꞌa na̱ thi baguen na̱ chujni ko thi bagithikaunxin na̱ juathuso, xra bagejuakaꞌo na̱ nchrii jeꞌa chriꞌi na̱ ko xii jeꞌa xixiꞌi na̱ ko xra bakee na̱.
REV.10.1	Kuthimejan jaꞌan bikon inaa ángel chunda tsjé juachaxin ko jixinkajinxin ngajni ngakjan thjui. Ko ngataꞌa jaa jitaꞌa kunchecha. Ko ngakon ángel mee jitungiixin xraa nchaꞌon, ko nthatsao te xraa yoo xruꞌi yeye jitjama. 
REV.10.2	Ko ángel mee jiyaa naa xroon nchiin jixrangee, ko bakeꞌe ruthejian ngatauꞌen ndachaon, ko ruthekjon ngataꞌa nunthe. 
REV.10.3	Kuthimejan ángel mee kuyao suji inchin are suji tujieꞌe naa kuleón, ko are jeꞌe kuyao, kuiꞌin ni bathe yaato nthiꞌa. 
REV.10.4	Ko are juexin bathe thi yaato nthiꞌa, jaꞌan rukexian rukji̱n na kain, are kuian naa tha juixin ngajni ko ndachjejin na:
REV.10.4	—Thenchjiꞌan kain jiꞌi ko ndachroꞌa thi kuiꞌin ngain thi yaato nthi̱ꞌa̱ bathe, ko kji̱nꞌa.
REV.10.5	Kuthimejan thi ángel bikon tajingathjen ngatauꞌen ndachaon ko ngataꞌa nunthe, tsiin rajian ngajni, 
REV.10.6	ko nichja kunixin juachaxiin thi jichon kainxin nchaꞌon, thi binchechjian ngajni, nunthe, ko kain thi jii ngangi nda ko ngain nunthe, ko ángel mee ndachro:
REV.10.6	—¡Uxethja nchaꞌon! 
REV.10.7	Are tsii thi nchaꞌon, are thi yatuxin ángel tsexiꞌin sanua trompetee, sikuꞌen thi ndachro Ndo Dio ixin runcheꞌe ndo, aro xruꞌin kensen bakinxin. Ko sikuꞌen kain thi undachro ndo ngain ni bagayée juajnee ndo.
REV.10.8	Ko thi tha kuian juixin ngajni, kjan nichjaꞌna inaa ko ndachro:
REV.10.8	—Thji ko ta thi xroon nchiin jixrangee ko jiyaa ángel jingathjen ngatauꞌen ndachaon ko ngataꞌa nunthe.
REV.10.9	Kuthimejan kjui ngain ángel mee, ixin banchiaa xroon nchiin ko jeꞌe ndachjejin na:
REV.10.9	—Dayeꞌe xroon ko jinthe xron, ko tsutsja ngaxiꞌin tsee, aro ngain ruꞌa tsunuꞌa jni xraa tsjen.
REV.10.10	Kuthejan tse xron ngain raa ángel ko juine xron; ko ngain ruꞌa na kunijna inchin tsjen, aro kuthejan ndakuntsja ngaxiꞌin tseꞌe na. 
REV.10.11	Kuthimejan ndachjejin na:
REV.10.11	—Rugunda rukjan runichja ixin thi sincheꞌe Ndo Dio ngain tsjé rajna, ngain tsjé ngigueꞌe na̱, ngain tsjé nunthe ko ngain ni rey.
REV.11.1	Kuthimejan jaꞌan bayáa naa ntha xiji jii inchin naa nthaa xrathechuaxin ko bitunna:
REV.11.1	—Dingathjen ko dathechuꞌa ningue Ndo Dio ko altar, ko thekin kejaꞌin chujni nchesayexin ndo nthi̱ꞌa̱. 
REV.11.2	Aro dathechuaꞌa patio jii no ndujaxin ngain niꞌngo ixin nthi̱ꞌa̱ ubayee chujni dithikaonꞌa Ndo Dio, ko chujni teꞌi chrjuinꞌa sincheꞌe na̱ nguii yoo kan ko yoo kunithjao ngain rajna binchenchaon ndo. 
REV.11.3	Ko jaꞌan ruruaꞌan yoo chujnina ko sengaa na̱ luntho dengaa ni ta juachjaon ko runichja na̱ ixin jaꞌan 1,260 nchaꞌon.
REV.11.4	Ko yui chujni teꞌi inchin yoo ntha olivo, ko yoo candelero te ngathexin kon Ndo Dio, ndo thetuꞌan nunthe. 
REV.11.5	Ko ja̱ chrujan chujni rinao sincheniꞌi ni teꞌi, ruꞌa ni teꞌi tsjaxin na̱ xruꞌi ixin tsjaaga chujni runingakuꞌen ni teꞌi. Ko jañaa seꞌen kexeꞌo chujni sinao sincheniꞌi na̱. 
REV.11.6	Kayui ni teꞌi chunda na̱ juachaxin tsejee na̱ ngajni ixin iruchjeꞌa chrin kainxin nchaꞌon are jeꞌe na̱ rundachro na̱ ngain Ndo Dio. Kai nchao sinchekjan na̱ jinda inchin jni, ko sinchegatho na̱ tangi kain chujni jii ngain nunthe kunixin kexeꞌo chin. Ko kayui ni teꞌi nchao sincheꞌe na̱ jiꞌi are jeꞌe na̱ sinao na̱. 
REV.11.7	Ko are kayui ni teꞌi tsjeꞌe na̱ xree na̱, thi kuxiigo sachrjexin thi xraa tsaaga anto niꞌnga tsetukaꞌo na̱ ko tsixinꞌa na̱ ngain ba, ko tsjaaya ba ko nasuenxon ba kayui ni teꞌi. 
REV.11.8	Ko nthauꞌe na̱ setsinga nthao ngaa nthiee thi rajna jié ko renthe, thi benxin Nchaa ná ngain ntha cruz, thi rajna kai nchekininxin na̱ xraa rajna Sodoma ko nunthe Egipto. 
REV.11.9	Ko nguii nii nchaꞌon ko rioꞌo, chujni kain rajna, chujni jejee tetsjeꞌe te nguii nunthe, chujni nichja jejee ngigua ko chujni kain nunthe sikon na̱ nthauꞌe kayui ni teꞌi, ko tsanchrjandaꞌa na̱ ixin ruxrabaa na̱. 
REV.11.10	Kain chujni ngataꞌa nunthe ruchee na̱ ixin ndaseꞌen kayui ni teꞌi, ko tsexiꞌin na̱ sinchethuen choo na̱ thi techunda na̱ ixin kayui ni teꞌi anto tangi banchegato na̱ chujni. 
REV.11.11	Ko are juexin batho thi nii nchaꞌon ko rioꞌo, Ndo Dio binchexechon kayui ni teꞌi ko binthengathjen na̱ ko kain chujni bikon jiꞌi anto binthexraon na̱. 
REV.11.12	Kuthimejan kayui ni teꞌi kuiꞌin na̱ naa tha anto suji juixin ngajni ko ndachro:
REV.11.12	—Tani ra nthiꞌi nui.
REV.11.12	Ko kayui ni teꞌi sakuajiin na̱ ngajni ngakjan naa thjui, ko tatetsjeꞌe kain chujni baningakuꞌen na̱. 
REV.11.13	Ko suji kuingibeꞌo nunthe, ko naa thi thexin dichjeeya rajna ndaxanthe, ko 7,000 chujni beꞌen ixin kuingi nunthe. Ko ni xra xeꞌe anto binthexraon na̱ ko binchesayeꞌe na̱ Ndo Dio, ndo thjen ngajni.
REV.11.14	Ko ujuexin thi yuxin anto tangi kuꞌen, aro tuin tsii thi ninxin tangi tsuꞌen.
REV.11.15	Thi yatuxin ángel banua trompetee, ko suji kuiꞌin ni tsjé tha juixin ngajni ko ndachro:
REV.11.15	Kain juachaxin chunda kain ni thetuꞌan nguii nunthe ubayee Ndo Dio ko Cristo,
REV.11.15	ko jeꞌe tsetuꞌan kainxin nchaꞌon.
REV.11.16	Kuthimejan thi kan ko noo ni joon tatetaꞌa na̱ ntha xintauen na̱ nthi̱ꞌa̱ ngathexin kon Ndo Dio, kain na̱ binthethuxin na̱ ko bisetaꞌa na̱ nunthe ko binchesayeꞌe na̱ ndo. 
REV.11.17	Ko ndachro na̱:
REV.11.17	Thexruxiꞌan ra Suixin,
REV.11.17	Ndo Diuna ná, thi chunda kainxin juachaxin.
REV.11.17	Suixin thi thjen jai, thi beꞌe are saꞌo, ko rukjan tsii inaa,
REV.11.17	ixin Suixin bakjaago thi jié juachaxian
REV.11.17	ko ubikexiꞌin biketuꞌan.
REV.11.18	Chujni kain nunthe ndabintheguñao na̱,
REV.11.18	aro ujuii nchaꞌon ixin Suixin sincheꞌe jie̱,
REV.11.18	ko thi nchaꞌon sincheꞌe jie̱ ngain chujni undabeꞌen,
REV.11.18	ko ruchjeꞌe thi chrjuin ni ncheꞌe xraa, ni bikao juajnaa,
REV.11.18	ni banthasayaꞌa Suixin, ko ni ncheꞌe thi diketuꞌan,
REV.11.18	maski yeye na̱ o nchinnchin na̱;
REV.11.18	ko Suixin sinchetjaan kain chujni nchexanthe nunthe.
REV.11.19	Kuthimejan xiree ningue Ndo Dio, niꞌngo jii nthi̱ꞌa̱ ngajni, ko bikon ni thi jingaa thi jitaxin thi kjuauthexin ndo saꞌo, thi kuetuꞌan Ndo Dio. Kuthimejan kuexiꞌin anto bathe ko kuiꞌin ni tsjé tha ko anto kungiixin ko kuingi nunthe ko suji bania thuni.
REV.12.1	Kuthimejan ngajni bikon ni naa thi naꞌa dikunxin ni ko anto jié: Mee naa nchrii jisiama nchra nchaꞌon inchin naa luntho, ko chringiꞌi ruthee nchra jii kunithjao ko ngataꞌa jaa nchra jitaꞌa naa corona chunda theyoo kunutse. 
REV.12.2	Nchrii jiꞌi jiyaa nchra chjan, ko jituyao nchra ixin thiin nchra ixin sinchekunkjiꞌi nchra chjan. 
REV.12.3	Kuthimejan nthi̱ꞌa̱ ngajni bikon ni inaa thi naꞌa dikunxin ni: Mee naa kulantha jié ko jatse ko chunda yaato jaa ba, the ntheꞌe ba ko nanaa corona ngain kain jaa ba. 
REV.12.4	Ko nthanee ba kuingajinxin ba naa thi ninxin dichjeeya kain kunutse nthi̱ꞌa̱ ngajni, ko kjua ba kain kunutse ngataꞌa nunthe. Ko kulantha tabechunthe ba thi nchrii sinchekunkjiꞌi chjan ixin rujine ba xeꞌen nchra are rukunkjiꞌi xan. 
REV.12.5	Ko nchrii mee binchekunkjiꞌi nchra naa xan xii, ko xan jiꞌi tsetuꞌen xan kain nunthe kunixin jié juachaxin kunixin naa ntha kutho dikunchjianxin chia. Aro bachrjeꞌe nchra xeꞌen nchra ixin kjui xan ngain Ndo Dio ko ngain thi jitaꞌa ndo. 
REV.12.6	Ko thi nchrii sakuinga ngagaꞌa jna thi xruꞌin jii. Nthi̱ꞌa̱ Ndo Dio bincheꞌe ndo ixin ruchjee na̱ nchra thi rune nchra nii nano ko rioꞌo.
REV.12.7	Kuthimejan arcángel Miguel ko kain angeel bintheketo ngain kulantha. Ko kulantha ko kain espiritue kai kjui bintheketo. 
REV.12.8	Aro kulantha kunixin kain espiritue ba binthekixinꞌa, ko ibeꞌa juachaxin rugeꞌe jeꞌe ba ko espíritu ncheꞌe xree ba nthi̱ꞌa̱ ngajni. 
REV.12.9	Ko jañaa xinkajinxin ngajni thi kulantha anto jié, thi kunchee anto see jii diꞌin Satanás, thi ncheyeꞌe chujni nguii nunthe. Jeꞌe kulantha mee ko kain espiritue xinkajinxin ngajni.
REV.12.10	Kuthimejan jaꞌan suji kuian naa tha juixin ngajni ko ndachro:
REV.12.10	—Ndo Dio ubinchekjan chujni inaa chujni narua ke xruꞌin nchaꞌon tsjexin, ko juachaxiin Ndo Dio ko thi thetuꞌan Cristo ujuii ngataꞌa nunthe ixin ngajni xinkajinxin nchiijin, thi nchaꞌon ko thie bakjangiꞌi ni bagithikaon Cristo, nthi̱ꞌa̱ ngathexin kon Ndo Diua ná. 
REV.12.11	Ko ni bithikaon ukjua na̱ cha ixin jnii Jesucristo, thi Kulekue Ndo Dio, ko ixin juajnee ndo, thi juajna ndache na̱ icha chujni ko jeꞌe na̱ xraonꞌa na̱ beꞌen na̱. 
REV.12.12	¡Mexinxin chaꞌa jaꞌa ngajni ko kain ra xro te ra nthi̱ꞌa̱! ¡Aro nuxaꞌa ra jaꞌa ra xro te ra ngain nunthe ko ngain ndachaon! Ixin nchiijin uxinkajin ngayaꞌa ra ko anto jituñao ixin unuꞌe ixin itsjéꞌa nchaꞌon dithueꞌe.
REV.12.13	Ko are thi kulantha jié mee kunuꞌe ixin xinkajin ngain nunthe kuexiꞌin ruee ba thi nchrii binchekunkjiꞌi xan xichjan. 
REV.12.14	Aro bayée nchra yoo nenechaan kudatse anto jié, ko nchao rukjaganga nchra ngain thi jna xruꞌin jii, ko nthi̱ꞌa̱ rugayee nchra thi rujine nchra nii nano ko rioꞌo. 
REV.12.15	Aro kulantha jié mee kjuaxin ba jinda ruꞌa ba ixin kunchjian naa río ixin rugetsiangi ko sarugikao thi nchrii mee. 
REV.12.16	Aro nunthe kjuengijna thi nchrii, ko xiree ruꞌa nunthe ko nthi̱ꞌa̱ sabidoꞌo río binchechjian kulantha jié. 
REV.12.17	Mexinxin anto guñao kulantha jié ngain thi nchrii ko sakjui ba biketukaꞌo ba icha chujnii nchra, thi chujni xra xeꞌe, ni dithikaon thi thetuꞌan Ndo Dio ko kain nchaꞌon chunthia ná juajnee Jesucristo.
REV.13.1	Jaꞌan baringathjen ngandeꞌe ndachaon, ko bikon bachrjengixin nda naa kuxiigo jié jichunda yaato jaa ba ko the ntheꞌe ba. Ko nanaa ntheꞌe ba techunda naa corona ko ngain nanaa jaa ba jitaxin thi chrjuinꞌa nichja ixin Ndo Dio. 
REV.13.2	Thi kuxiigo jianꞌa bikon, jii ba inchin naa kutigre, ko ruthee ba inchin ruthee ku-oso, ko ruꞌa ba inchin ruꞌa kuleón. Ko thi kulantha jié bajon juachaxiin ba, ntha xintauen ba ko kain thi thetuꞌan ba ngain kuxiigo bachrjengixin ndachaon. 
REV.13.3	Naa jaa kuxiigo jié mee anto dikuniꞌi ko xraa undarugeꞌen ba, aro ndakuxrueꞌen. Ko chujni nguii nunthe anto kuiseꞌen na̱ ko anto bithikaon na̱ ngain kuxiigo mee. 
REV.13.4	Ko chujni binchesayeꞌe kulantha jié ixin bajon ba juachaxin ngain thi kuxiigo jié, ko kai binchesayeꞌe na̱ kuxiigo mee, ko ndachro na̱:
REV.13.4	—¡Xruꞌin kensen chunda juachaxin inchin kuxiigo jié jiꞌi, ko xruꞌin kensen tsixiꞌin tsetukaꞌo ba!
REV.13.5	Kai bayée kuxiigo jié mee juachaxin tsaꞌin ñao ba ko runichja ba jianꞌa ixin Ndo Dio. Ko bayée ba juachaxin sincheꞌe ba thi sinao ba nguii nii nano ko rioꞌo. 
REV.13.6	Ko kuxiigo jié mee kuexiꞌin nichja ba jianꞌa ixin Ndo Dio, ixin ningue ndo ko ixin kain thi jii nthi̱ꞌa̱ ngajni. 
REV.13.7	Kai bayée ba juachaxin kuetukaꞌo ba chujnii Ndo Dio, ko sacha ba. Ko kai bayée ba juachaxin ngain chujni jejee tetsjeꞌe te nguii nunthe, kain rajna, kain ngigua ko kain nunthe. 
REV.13.8	Kain chujni nguii nunthe sinchesayeꞌe kuxiigo jié mee, ni jitaxinꞌa ngain xroon jitaxin kain ni chunthia ngain Ndo Dio. Ko Kulekue ndo, thi xrajon beꞌen ixin chujni, jeꞌe mee thi chunda xroon jiꞌi icha saꞌo ke are kainxin kuexiꞌin beꞌe.
REV.13.9	Jaꞌa ra xro thiꞌin ra, thinxin ra jian. 
REV.13.10	Thi chujni jikininxin siaxiꞌin, sikao na̱ ixin siaxiꞌin, ko thi chujni jikininxin seꞌen kunixin chiataade jañaa seꞌen na̱. Mexinxin chujnii Ndo Dio rugunda anto tsixiꞌin na̱ kain, ko jian ruchunthia na̱ ndo.
REV.13.11	Kuthimejan, jaꞌan bikon inaa kuxiigo jié juixin ba ngadoꞌo nunthe. Ko bechunda ba yoo ntheꞌe ba inchin ntheꞌe kuleko, aro nichja ba inchin kulantha jié. 
REV.13.12	Ko bayée ba xrajeꞌo juachaxin bechunda thi kuxiigo jié bachrjengixin ndachaon ko nthi̱ꞌa̱ beꞌe ngain ba, ko baketuꞌan ba ixin chujni nguii nunthe runchesayeꞌe na̱ thi kuxiigo bachrjengixin ndachaon, thi kuxiigo anto dikuniꞌi naa jaa, aro kuxrueꞌen. 
REV.13.13	Kai bincheꞌe ba thi naꞌa dikunxin ni ko banchexingajinxin ba xruꞌi ngajni ko kain chujni bagikon jiꞌi. 
REV.13.14	Ko kuxiigo bachrjeduxin nunthe bincheꞌe ba thi naꞌa dikunxin ni kunixin juachaxiin kuxiigo jié bachrjengixin ndachaon ixin jañaa bincheyeꞌe ba chujni jii ngain nunthe ixin runchechjian na̱ kunixin xro o chia thi kuxiigo anto kuniꞌi naa jaa ba kunixin chia taade, aro benꞌa ba. 
REV.13.15	Ko kai bayée ba juachaxin binchegechon thi kuxiigo kunchjianxin xro o chia, ko jañaa nchao nichja ba ko kuetuꞌan ba ixin rugeꞌen kain chujni banchesayaꞌa ngain ba. 
REV.13.16	Kai kuetuꞌan ba ixin kain chujni yeye ko ni nchinnchin, ni chunda tumi ko ni nua, ni dikuchji ngain naa xi najni ko ni dikuchjiꞌa, kuetuꞌan ba rugeꞌe naa xruꞌe ngain rajian o no nthathjen kain na̱. 
REV.13.17	Ko xruꞌin chujni nchao tseꞌna o sinchekji ja̱ chundaꞌa xruꞌe mee o jitaxinꞌa kuxiigo mee ngain na̱ o thi número ruchro thi diꞌin ba. 
REV.13.18	Nthiꞌi rugunda anto jian juaxraxaon ruchunda ni. Ja̱ chrujan chujni thinxin jiꞌi, ncho thjee keꞌe ruchro thi número ruchro thi diꞌin kuxiigo jiꞌi, ixin jiꞌi numerue naa chujni ko número mee 666.
REV.14.1	Kuthimejan jaꞌan tsjaa ko bikon thi Kulekue Ndo Dio tajingathjen ngataꞌa jna diꞌin Sión. Ko ngain jeꞌe jii thi 144 mil chujni, ni digetaxin nganito nthathjen na̱ inchin diꞌin Kulekue Ndo Dio ko jeꞌe ndo. 
REV.14.2	Kuthimejan jaꞌan kuian naa tha suji juixin ngajni, xraa naa nda tsaaga jié ko suji jidaxruen nda, o xraa are suji dathe. Ko tha kuiꞌin ni inchin are tsjé chujni tedinga arpa. 
REV.14.3	Ko tetsje na̱ naa soon naruaxin nthi̱ꞌa̱ ngathexin ntha xintauen Ndo Dio ko ngathexin kon kanui thi bakingi ko jichon, ko ngathexin thi kan ko noo ni joon te nthi̱ꞌa̱. Ko xruꞌin ni nchao kuangi soon mee, jeꞌo ni 144 mil kuangi son, ni kjuengijna Ndo Dio, ni bachrjegexin ngayee kain chujni jii ngain nunthe. 
REV.14.4	Kain chujni jiꞌi xruꞌin nchrii bejuakaꞌo na̱, mexinxin thjua na̱, ko ni teꞌi dithikaon na̱ ko ruee na̱ thi Kulekue Ndo Dio. Jeꞌe na̱ kjan inaa chujni narua ko bachrjegexin na̱ kain chujni jii ngataꞌa nunthe, ko jeꞌe na̱ inchin naa thi chrjuin xrajon ngain Ndo Dio ko ngain thi Kulekue ndo. 
REV.14.5	Ko xruꞌin thi nduaꞌa nichja ruꞌa na̱ ko xruꞌin jianꞌa bincheꞌe na̱.
REV.14.6	Kuthimejan jaꞌan bikon inaa ángel jitjaganga ngusine ngajni ko bechunda thi jian juajnee Ndo Dio, thi juajna xruꞌin nchaꞌon sitjaan. Ko ángel tsjaago juajna ngain chujni te ngataꞌa nunthe, ni kain rajna, chujni jejee tetsjeꞌe te nguii nunthe, chujni kain ngigua ko chujni kain rajna. 
REV.14.7	Ko ángel mee suji bandachro:
REV.14.7	—Xraguꞌen ra Ndo Dio ko nchesayeꞌe ra ndo ixin ubithja hora sincheꞌe ndo jie̱ kain chujni. Nchesayeꞌe ra thi binchechjian ngajni, nunthe, ndachaon ko kain thi chrinxin jinda.
REV.14.8	Kuthimejan ruee inaa ángel, ko ndachro:
REV.14.8	—Undaxanthe thi rajna jié biꞌin Babilonia ixin jeꞌe thi banchekuan chujni kainxin nunthe kunixin vino jeꞌe banchechjian, yaa ruchro ixin kjuaago ngain chujni ixin banchesayeꞌe na̱ diuchjan dikunchjianxin xro ko nthaa.
REV.14.9	Kuthimejan ruee thi ninxin ángel ko suji jindachro:
REV.14.9	—Ja̱ chrujan chujni sinchesayeꞌe kuxiigo jié bachrjengixin ndachaon ko thi kunchjian inchin jeꞌe ba, ko sithuexin na̱ senganito na̱ xruꞌe kuetuꞌan ba beꞌe nganito nthathjen chujni o nganito raa na̱, 
REV.14.10	chujni mee sathuꞌe na̱ tangi ko sayée na̱ suji jie̱ thixin ngain Ndo Dio ixin anto jiduñao ndo. Mexinxin anto tangi sathuꞌe na̱ kunixin xruꞌi ko azufre ngathexin kon kain angeel Ndo Dio ko Kulekue ndo. 
REV.14.11	Ko nchin tsjinxin xruꞌi nchegatho na̱ tangi, tsajiin nchin kainxin nchaꞌon ko xruꞌin nchaꞌon sinchejugaꞌa na̱ ixin ruche na̱ nchaꞌon ko thie. Xrajeꞌo tsuꞌen kain chujni nchesayeꞌe thi kuxiigo jié bachrjengixin ndachaon ko thi dikunchjian inchin jeꞌe ba ko ni bayée xruꞌe jitaxin inchin diꞌin ba. 
REV.14.12	Ko ngain nchaꞌon teꞌi chujnii Ndo Dio rugunda tsixiꞌin na̱ kain thi tangi ko sithikaon na̱ thi thetuꞌan ndo ko tsinthueꞌa na̱ thi chunthia na̱ ngain Jesús.
REV.14.13	Kuthimejan jaꞌan kuian tha juixin ngajni ko ndachjejin na:
REV.14.13	—Kji̱n: “Ndo Dio sinchenchaon nthiꞌi pandaꞌa kain chujni seꞌen ko dithikaon na̱ Nchaa ná.”
REV.14.13	Ko Espíritu ndachro:
REV.14.13	—Jaan, ixin jañaa sinchejugaꞌa na̱ ixin suji xra bincheꞌe na̱, ko Ndo Dio sinchegayee na̱ thi chrjuin ixin thi jian bincheꞌe na̱.
REV.14.14	Kuthimejan tsjaa ko bikon naa thjui rua ko ngataꞌa thjui mee tajitaꞌa naa thi xii, xraa thi Xii juixin ngajni. Ko jitaꞌa jaa naa corona dikunchjianxin oro ko ngaa raa jiyaa naa juso anto yao. 
REV.14.15	Ko niꞌngo bachrjexin inaa ángel, ko suji ndachro ngain thi jitaꞌa thjui:
REV.14.15	—Nchegunda jusua ko taade ko datsiin thi uguan ixin ujuexin cha thi guan ngataꞌa nunthe.
REV.14.16	Ko thi jitaꞌa thjui mee binchegato jusue ngataꞌa nunthe ko batse kain thi guan.
REV.14.17	Kuthimejan inaa ángel bachrjexin niꞌngo jii ngajni, ko kai jidikao naa juso anto yao. 
REV.14.18	Ko ngain altar bachrjexin inaa ángel, thi bechunda juachaxin ngain xruꞌi, ko baye̱e thi ángel jichunda thi juso anto yao ko ndachro:
REV.14.18	—Nchegunda jusua ko thjejo tho uva jii ngataꞌa nunthe ixin ujuexin chje tho.
REV.14.19	Ko ángel mee binchegato jusue ngataꞌa nunthe ko batse tho uva jii ngataꞌa nunthe. Ko kuenga tho ngain naa thue jié, thi ngachjethexin tho, ko jiꞌi ruchro thi anto jiduñao Ndo Dio. 
REV.14.20	Ko tho uva teꞌi ngandeꞌe rajna ngachjethexin tho, ko ngaa thue ngachjethexin tho bachrjexin jni, ko jni jiꞌi kjuiꞌin jni ko biji jni thi jii frenue kunxin ko 300 kilómetro kuinga jni.
REV.15.1	Ko jaꞌan bikon ngajni inaa thi xra naꞌa bagikunxin: Ko mee yaato ángel kunixin thi yaato tangi tsuꞌen, ko thi yaato tangi teꞌi tsjexinxin thi anto jiduñao Ndo Dio.
REV.15.2	Kai bikon xraa naa ndachaon dikunchjianxin juxon xruxrao ko jithekjan xruꞌi. Ko nthi̱ꞌa̱ ngatauꞌen ndachaon tatengathjen chujni kunixin arpa bajon Ndo Dio, ni kuixiꞌin kjuacha ngain kuxiigo jié ko ngain kuxiigo dikunchjian inchin jeꞌe ba, ko bithuexinꞌa na̱ bayée na̱ xruꞌe bajon kuxiigo mee ko thi número ruchro inchin diꞌin ba. 
REV.15.3	Ko tetsje na̱ suen Moisés, thi nchexree Ndo Dio, ko kai suen thi Kulekue Ndo Dio, ko ndachro son:
REV.15.3	Anto chrjuin ko jié kain thi Suixin bincheꞌe,
REV.15.3	Suixin, Ndo Dio, thi chunda kain juachaxin.
REV.15.3	Jian ko ndua kain nthiaa Suixin,
REV.15.3	ko Suixin Rey ngain kain chujni nguii nunthe.
REV.15.4	¿Kensen ruxraguanꞌa Suixin, Nchana ná?
REV.15.4	¿O kensen rujinaoꞌa runthasayaꞌa Suixin?
REV.15.4	¡Jeꞌo Suixin anto jian!
REV.15.4	Ko chujni kain nunthe tsii na̱ ko sinthasayaꞌa na̱,
REV.15.4	ixin bikon na̱ thi jian bincheꞌe Suixin.
REV.15.5	Kuthejan tsjaa ko bikon nthi̱ꞌa̱ ngajni xiree niꞌngo, thi jichjian thi jingaa thi thetuꞌan Ndo Dio. 
