GEN.1.1	EN el 
ACT.17.6	Mas no hallándolos, trajeron á Jasón y á algunos 
ACT.17.7	A los cuales Jasón ha recibido; y todos estos hacen contra los decretos de César, diciendo que hay otro rey, Jesús.
ACT.17.8	Y alborotaron al pueblo y á los gobernadores de la ciudad, oyendo estas cosas.
ACT.17.9	Mas recibida satisfacción de Jasón y de los demás, los soltaron.
ACT.17.10	Entonces los hermanos, luego de noche, 
ACT.17.11	Y fueron estós más nobles que los que 
ACT.17.12	Así que creyeron muchos de ellos; y mujeres Griegas 
ACT.17.13	Mas como entendieron los Judíos de Tesalónica que también en Berea era anunciada la palabra de Dios por Pablo, fueron, y también allí tumultuaron al pueblo.
ACT.17.14	Empero luego 
ACT.17.15	Y los que habían 
ACT.17.16	Y esperándolos Pablo en Atenas, su espíritu se deshacía en él viendo la ciudad dada á idolatría.
ACT.17.17	Así que, 
ACT.17.18	Y algunos filósofos de los Epicúreos y de los Estóicos, disputaban con él; y unos decían: ¿Qué quiere decir este palabrero? Y otros: Parece que es predicador de nuevos dioses: porque les predicaba á Jesús y la 
ACT.17.19	Y tomándole, le trajeron al Areópago, diciendo: ¿Podremos saber qué sea esta nueva doctrina que dices?
ACT.17.20	Porque pones en nuestros oídos unas nuevas cosas: queremos pues saber qué quiere ser esto.
ACT.17.21	(Entonces todos los Atenienses y los huéspedes extranjeros, en ninguna otra cosa entendían, sino ó en decir ó en oir alguna cosa nueva.)
ACT.17.22	Estando pues Pablo en medio del Areópago, dijo: Varones Atenienses, en todo os veo como más superticiosos;
ACT.17.23	Porque pasando y mirando vuestros santuarios, hallé también un altar en el cual estaba esta inscripción: AL DIOS NO CONOCIDO. Aquél pues, que vosotros honráis sin conocerle, á éste os anuncio yo.
ACT.17.25	Ni es honrado con manos de hombres, 
ACT.17.26	Y de una sangre ha hecho todo el linaje de los hombres, para que habitasen sobre toda la faz de la tierra; y 
ACT.17.27	Para que buscasen á Dios, si en alguna manera, palpando, le hallen; aunque 
ACT.17.28	Porque 
ACT.17.29	Siendo pues linaje de Dios, no hemos de estimar la Divinidad ser semejante á oro, ó á plata, ó á piedra, escultura de artificio ó de imaginación de hombres.
ACT.17.30	Empero 
ACT.17.31	Por cuanto ha establecido un día, en el cual 
ACT.17.32	Y así como oyeron de la resurrección de los muertos, unos se burlaban, y otros decían: 
ACT.17.33	Y así Pablo se salió de en medio de ellos.
ACT.17.34	Mas algunos creyeron, juntándose con él; entre los cuales también fué Dionisio el 
ACT.18.1	PASADAS estas cosas, Pablo partió de Atenas, y vino á 
ACT.18.2	Y hallando á un Judío llamado 
ACT.18.3	Y porque era de su oficio, posó con ellos, 
ACT.18.4	Y disputaba 
ACT.18.5	Y 
ACT.18.6	Mas contradiciendo y blasfemando ellos, les dijo, 
ACT.18.7	Y partiendo de allí, entró en casa de uno llamado Justo, 
ACT.18.8	Y 
ACT.18.9	Entonces 
ACT.18.10	Porque yo estoy contigo, 
ACT.18.11	Y se detuvo 
ACT.18.12	Y siendo Galión 
ACT.18.13	Diciendo: Que éste persuade á los hombres á honrar á Dios contra 
ACT.18.14	Y comenzando Pablo á abrir la boca, Galión dijo á los Judíos: 
ACT.18.15	Mas si son cuestiones de palabras, y de nombres, y de vuestra ley, vedlo vosotros; porque yo no quiero ser juez de estas cosas.
ACT.18.16	Y los echó del tribunal.
ACT.18.17	Entonces todos los Griegos tomando á 
ACT.18.18	Mas Pablo habiéndose detenido aún 
ACT.18.19	Y llegó á Efeso, y los dejó allí: y él entrando en la sinagoga, disputó con los Judíos,
ACT.18.20	Los cuales le rogaban que se quedase con ellos por más tiempo; mas no accedió.
ACT.18.21	Sino que se despidió de ellos, diciendo: 
ACT.18.22	Y habiendo arribado á 
ACT.18.23	Y habiendo estado 
ACT.18.24	Llegó entonces á Efeso un Judío, llamado 
ACT.18.25	Este era instruído en el camino del Señor; y ferviente de espíritu, hablaba y enseñaba diligentemente las cosas que son del Señor, 
ACT.18.26	Y comenzó á hablar confiadamente en la sinagoga: al cual como oyeron Priscila y 
ACT.18.27	Y queriendo él pasar á 
ACT.18.28	Porque con gran vehemencia convencía públicamente á los 
ACT.19.1	Y ACONTECIÓ que entre tanto que 
ACT.19.2	Díjoles: ¿Habéis recibido el Espíritu Santo después que creísteis? Y ellos le dijeron: Antes ni aun hemos oído 
ACT.19.3	Entonces dijo: ¿En qué pues sois bautizados? Y ellos dijeron: 
ACT.19.4	Y dijo Pablo: 
ACT.19.5	Oído que hubieron esto, fueron bautizados 
ACT.19.6	Y habiéndoles impuesto 
ACT.19.7	Y eran en todos como unos doce hombres.
ACT.19.8	Y entrando él dentro 
ACT.19.9	Mas endureciéndose algunos y no creyendo, maldiciendo 
ACT.19.10	Y 
ACT.19.11	Y hacía Dios singulares maravillas por manos de Pablo:
ACT.19.12	De tal manera que aun se llevaban sobre los enfermos los sudarios y los pañuelos 
ACT.19.13	Y 
ACT.19.14	Y había siete hijos de un 
ACT.19.15	Y respondiendo el espíritu malo, dijo: A Jesús conozco y sé 
ACT.19.16	Y el hombre en quien estaba el espíritu malo, saltando en ellos, y enseñoreándose de ellos, pudo más que ellos, de tal manera que huyeron de aquella casa desnudos y heridos.
ACT.19.17	Y esto fué notorio á todos, así Judíos como Griegos, los que habitaban en Efeso: y 
ACT.19.18	Y muchos de los que habían creído, venían, confesando y dando cuenta de sus hechos.
ACT.19.19	Asimismo muchos de los que habían practicado vanas artes, trajeron los libros, y los quemaron delante de todos; y echada la cuenta del precio de ellos, hallaron 
ACT.19.20	Así crecía poderosamente 
ACT.19.21	Y acabadas estas cosas, se propuso 
ACT.19.22	Y enviando á Macedonia á dos de los que le ayudaban, 
ACT.19.23	Entonces hubo un alboroto no pequeño acerca 
ACT.19.24	Porque un platero llamado Demetrio, el cual hacía de plata templecillos de Diana, daba á los artífices 
ACT.19.25	A los cuales, reunidos con los oficiales de semejante oficio, dijo: Varones, sabéis que de este oficio tenemos ganancia;
ACT.19.26	Y veis y oís que este Pablo, no solamente en Efeso, sino á muchas gentes de casi toda el Asia, ha apartado con persuasión, diciendo, que 
ACT.19.27	Y no solamente hay peligro de que este negocio se nos vuelva en reproche, sino también que el templo de la gran diosa Diana sea estimado en nada, y comience á ser destruída su majestad, la cual honra toda el Asia y el mundo.
ACT.19.28	Oídas estas cosas, llenáronse de ira, y dieron alarido diciendo: ¡Grande 
ACT.19.29	Y la ciudad se llenó de confusión; y unánimes se arrojaron al teatro, arrebatando á 
ACT.19.30	Y queriendo Pablo salir al pueblo, los discípulos no le dejaron.
ACT.19.31	También algunos de los principales de Asia, que eran sus amigos, enviaron á él rogando que no se presentase en el teatro.
ACT.19.32	Y otros gritaban otra cosa; porque la concurrencia estaba confusa, y los más no sabían por qué se habían juntado.
ACT.19.33	Y sacaron de entre la multitud á Alejandro, empujándole los Judíos. 
ACT.19.34	Mas como conocieron que era Judío, fué hecha un voz de todos, que gritaron casi por dos horas: ¡Grande 
ACT.19.35	Entonces el escribano, apaciguado que hubo la gente, dijo: Varones Efesios ¿y quién hay de los hombres que no sepa que la ciudad de los Efesios es honradora de la gran diosa Diana, y de la 
ACT.19.37	Pues habéis traído á estos hombres, sin ser sacrílegos ni blasfemadores de vuestra diosa.
ACT.19.38	Que si Demetrio y los oficiales que están con él tienen negocio con alguno, audiencias se hacen, y 
ACT.19.39	Y si demandáis alguna otra cosa, en legítima asamblea se pueda decidir.
ACT.19.40	Porque peligro hay de que seamos argüidos de sedición por hoy, no habiendo ninguna causa por la cual podamos dar razón de este concurso. Y habiendo dicho esto, despidió la concurrencia.
ACT.20.1	Y DESPUÉS que cesó el alboroto, llamando Pablo á los discípulos habiéndoles exhortado y abrazado, se despidió, y 
ACT.20.2	Y andado que hubo aquellas partes, y exhortádoles con abundancia de palabra, vino á Grecia.
ACT.20.3	Y después de haber estado allí tres meses, y habiendo de navegar á 
ACT.20.4	Y le acompañaron hasta Asia Sopater 
ACT.20.5	Estos yendo delante, nos esperaron en 
ACT.20.6	Y nosotros, pasados 
ACT.20.7	Y 
ACT.20.8	Y había muchas lámparas en el aposento alto donde estaban juntos.
ACT.20.9	Y un mancebo llamado Eutichô que estaba sentado en la ventana, tomado de un sueño profundo, como Pablo disputaba largamente, postrado del sueño cayó del tercer piso abajo, y fué alzado muerto.
ACT.20.10	Entonces descendió Pablo, y 
ACT.20.11	Después subiendo, y 
ACT.20.12	Y llevaron al mozo vivo, y fueron consolados no poco.
ACT.20.13	Y nosotros subiendo en el navío, navegamos á Assón, para recibir de allí á Pablo; pues así había determinado que debía él ir por tierra.
ACT.20.14	Y como se juntó con nosotros en Assón, tomándole vinimos á Mitilene.
ACT.20.15	Y navegamos de allí, al día siguiente llegamos delante de Chîo, y al otro día tomamos puerto en Samo: y habiendo reposado en Trogilio, al día siguiente llegamos á Mileto.
ACT.20.16	Porque Pablo se había propuesto pasar adelante de Efeso, por no deternerse en Asia: 
ACT.20.17	Y enviando desde Mileto á Efeso, hizo llamar á 
ACT.20.18	Y cuando vinieron á él, les dijo: Vosotros sabéis cómo, desde el primer día que entré en Asia, he estado con vosotros por todo el tiempo,
ACT.20.19	Sirviendo al Señor con toda humildad, y con muchas lágrimas, y tentaciones que me han venido 
ACT.20.20	Cómo nada que fuese útil he rehuído de anunciaros y enseñaros, públicamente y por las casas,
ACT.20.21	Testificando á los Judíos y á los Gentiles arrepentimiento para con Dios, y la fe en nuestro Señor Jesucristo.
ACT.20.22	Y ahora, he aquí, ligado yo en espíritu, voy á Jerusalem, sin saber lo que allá me ha de acontecer:
ACT.20.23	Mas que 
ACT.20.24	Mas 
ACT.20.25	Y ahora, he aquí, yo sé que ninguno de todos vosotros, por quien he pasado predicando el reino de Dios, verá más mi rostro.
ACT.20.26	Por tanto, yo os protesto el día de hoy, que yo soy 
ACT.20.27	Porque no he rehuído de anunciaros todo el consejo de Dios.
ACT.20.28	Por tanto 
ACT.20.29	Porque yo sé que después de mi partida 
ACT.20.30	Y 
ACT.20.31	Por tanto, velad, acordándoos 
ACT.20.32	Y ahora, hermanos, os encomiendo á Dios, y 
ACT.20.33	La plata, 
ACT.20.34	Antes vosotros sabéis que para lo que me ha sido necesario, y 
ACT.20.35	En todo os he enseñado 
ACT.20.36	Y como hubo dicho estas cosas, se puso de rodillas, y oró con todos ellos.
ACT.20.37	Entonces hubo un gran lloro de todos: y echándose en el cuello de Pablo, le besaban,
ACT.20.38	Doliéndose en gran manera por la palabra 
ACT.21.1	Y HABIENDO partido de ellos, navegamos y vinimos camino derecho á Coos, y al día siguiente á Rhodas, y de allí á Pátara.
ACT.21.2	Y hallando un barco que pasaba á Fenicia, nos embarcamos, y partimos.
ACT.21.3	Y como avistamos á Cipro, dejándola á mano izquierda, navegamos á 
ACT.21.4	Y nos quedamos allí siete días, hallados los discípulos, los cuales decían á Pablo 
ACT.21.5	Y cumplidos aquellos días, salimos 
ACT.21.6	Y abrazándonos los unos á los otros, subimos al barco, y ellos se volvieron á sus casas.
ACT.21.7	Y nosotros, cumplida la navegación, vinimos de Tiro á Tolemaida; y habiendo saludado á los hermanos, nos quedamos con ellos un día.
ACT.21.8	Y otro día, partidos Pablo y los que con él estábamos, vinimos á 
ACT.21.9	Y éste tenía cuatro hijas, doncellas, 
ACT.21.10	Y parando nosotros allí por muchos días, descendió de Judea un profeta, llamado 
ACT.21.11	Y venido á nosotros, tomó el 
ACT.21.12	Lo cual como oímos, le rogamos nosotros y los de aquel lugar, que no subiese á Jerusalem.
ACT.21.13	Entonces Pablo respondió: 
ACT.21.14	Y como no le pudimos persuadir, desistimos, diciendo: Hágase la voluntad del Señor.
ACT.21.15	Y después de estos días, apercibidos, subimos á Jerusalem.
ACT.21.16	Y vinieron también con nosotros de Cesarea algunos de los discípulos, trayendo consigo á un Mnasón, Cyprio, discípulo antiguo, con el cual posásemos.
ACT.21.17	Y cuando llegamos á Jerusalem, los hermanos nos recibieron de buena voluntad.
ACT.21.18	Y al día siguiente Pablo entró con nosotros á 
ACT.21.19	A los cuales, como los hubo saludado, 
ACT.21.20	Y ellos como lo oyeron, 
ACT.21.21	Mas fueron informados acerca de ti, que enseñas á apartarse de Moisés á todos los Judíos que están entre los Gentiles, diciéndoles que no han de circuncidar á los hijos, ni andar según 
ACT.21.22	¿Qué hay pues? La multitud se reunirá de cierto: porque oirán que has venido.
ACT.21.23	Haz pues esto que te decimos: Hay entre nosotros cuatro hombres que tienen voto sobre sí:
ACT.21.24	Tomando á éstos contigo, 
ACT.21.25	Empero cuanto á los que de los Gentiles han creído, nosotros hemos escrito haberse acordado que no guarden nada de esto; 
ACT.21.26	Entonces Pablo tomó consigo aquellos hombres, y al día siguiente, habiéndose purificado con ellos, 
ACT.21.27	Y cuando estaban para acabarse 
ACT.21.28	Dando voces: Varones Israelitas, ayudad: Este es el hombre que por todas partes enseña á todos contra el pueblo, y 
ACT.21.29	Porque antes habían visto con él en la ciudad á 
ACT.21.30	Así que, toda la ciudad se alborotó, y agolpóse el pueblo; y 
ACT.21.31	Y procurando ellos matarle, fué dado aviso al tribuno de la compañía, que toda la ciudad de Jerusalem estaba alborotada;
ACT.21.32	El cual 
ACT.21.33	Entonces llegando el tribuno, le prendió, y 
ACT.21.34	Y entre la multitud, unos gritaban una cosa, y otros otra: y como no podía entender nada de cierto á causa del alboroto, le mandó llevar á 
ACT.21.35	Y como llegó á las gradas, aconteció que fué llevado de los soldados á causa de la violencia del pueblo;
ACT.21.36	Porque multitud de pueblo venía detrás, gritando: 
ACT.21.37	Y como comenzaron á meter á Pablo en la fortaleza, dice al tribuno: ¿Me será lícito hablarte algo? Y él dijo: ¿Sabes griego?
ACT.21.38	¿No eres tú 
ACT.21.39	Entonces dijo Pablo: Yo de cierto soy hombre Judío, ciudadano 
ACT.21.40	Y como él se lo permitió, Pablo, estando en pie en las gradas, hizo señal con la mano al pueblo. Y hecho grande silencio, habló 
ACT.22.1	VARONES 
ACT.22.2	(Y como oyeron que les hablaba 
ACT.22.3	Yo de cierto soy 
ACT.22.4	Que 
ACT.22.5	Como también el príncipe de los sacerdotes me es testigo, y todos los ancianos; 
ACT.22.6	Mas 
ACT.22.7	Y caí en el suelo, y oí una voz que me decía: Saulo, Saulo, ¿por qué me persigues?
ACT.22.8	Yo entonces respondí: ¿Quién eres, Señor? Y me dijo: Yo soy Jesús de Nazaret, á quién tú persigues.
ACT.22.9	Y los que estaban conmigo vieron á la verdad la luz, y se espantaron; 
ACT.22.10	Y dije: ¿Qué haré, Señor? Y el Señor me dijo: Levántate, y ve á Damasco, y allí te será dicho todo lo que te está señalado hacer.
ACT.22.11	Y como yo no viese por causa de la claridad de la luz, llevado de la mano por los que estaban conmigo, vine á Damasco.
ACT.22.12	Entonces 
ACT.22.14	Y él dijo: 
ACT.22.15	Porque has de ser testigo suyo á todos los hombres, de 
ACT.22.16	Ahora pues, ¿por qué te detienes? Levántate, y 
ACT.22.17	Y me aconteció, 
ACT.22.18	Y le vi que me decía: Date prisa, y sal prestamente fuera de Jerusalem; porque no recibirán tu testimonio de mí.
ACT.22.19	Y yo dije: Señor, ellos saben que yo encerraba en cárcel, y hería por las sinagogas á los que creían en ti;
ACT.22.20	Y cuando se derramaba la sangre de Esteban tu testigo, yo también estaba presente, y 
ACT.22.21	Y me dijo: Ve, 
ACT.22.22	Y le oyeron hasta esta palabra: entonces alzaron la voz, diciendo: 
ACT.22.23	Y dando ellos voces, y arrojando sus ropas y echando polvo al aire,
ACT.22.24	Mandó el tribuno que le llevasen á 
ACT.22.25	Y como le ataron con correas, Pablo dijo al centurión que estaba presente: 
ACT.22.26	Y como el centurión oyó 
ACT.22.27	Y viniendo el tribuno, le dijo: Dime, ¿eres tú Romano? Y él dijo: Sí.
ACT.22.28	Y respondió el tribuno: Yo con grande suma alcancé esta ciudadanía. Entonces Pablo dijo: Pero yo lo soy de nacimiento.
ACT.22.29	Así que, luego se apartaron de él los que le habían de atormentar: y aun el tribuno también 
ACT.22.30	Y al día siguiente, queriendo saber de cierto la causa por qué era acusado de los Judíos, le soltó de las prisiones, y 
ACT.23.1	ENTONCES Pablo, poniendo los ojos en 
ACT.23.2	El príncipe de los sacerdotes, 
ACT.23.3	Entonces Pablo le dijo: Herirte ha Dios, 
ACT.23.4	Y 
ACT.23.5	Y Pablo dijo: No sabía, hermanos, que era el sumo sacerdote; pues escrito está: 
ACT.23.6	Entonces Pablo, sabiendo que la una parte era de 
ACT.23.7	Y como hubo dicho esto, fué hecha disensión entre los Fariseos y los Saduceos; y la multitud fué dividida.
ACT.23.8	Porque los Saduceos 
ACT.23.9	Y levantóse un gran clamor: y levantándose los escribas de la parte de los Fariseos, contendían diciendo: Ningún mal hallamos en este hombre; que si espíritu le ha hablado, ó ángel, 
ACT.23.10	Y habiendo grande disensión, el tribuno, teniendo temor de que Pablo fuese despedazado de ellos, mandó venir soldados, y arrebatarle de en medio de ellos, y llevarle á la fortaleza.
ACT.23.11	Y la noche siguiente, presentándosele el Señor, le dijo: Confía, Pablo; que como has testificado de mí en Jerusalem, así es menester testifiques también 
ACT.23.12	Y venido el día, algunos de los Judíos se juntaron, é hicieron voto bajo de maldición, diciendo que ni comerían ni beberían hasta que hubiesen muerto á Pablo.
ACT.23.13	Y eran más de cuarenta los que habían hecho esta conjuración;
ACT.23.14	Los cuales se fueron á los príncipes de los sacerdotes y á los ancianos, y dijeron: Nosotros hemos hecho voto debajo de maldición, que no hemos de gustar nada hasta que hayamos muerto á Pablo.
ACT.23.15	Ahora pues, vosotros, con el concilio, requerid al tribuno que le saque mañana á vosotros como que queréis entender de él alguna cosa más cierta; y nosotros, antes que él llegue, estaremos aparejados para matarle.
ACT.23.16	Entonces un hijo de la hermana de Pablo, oyendo las asechanzas, fué, y entró en la fortaleza, y dió aviso á Pablo.
ACT.23.17	Y Pablo, llamando á uno de los centuriones, dice: Lleva á este mancebo al tribuno, porque tiene cierto aviso que darle.
ACT.23.18	El entonces tomándole, le llevó al tribuno, y dijo: El preso Pablo, llamándome, me rogó que trajese á ti este mancebo, que tiene algo que hablarte.
ACT.23.19	Y el tribuno, tomándole de la mano y retirándose aparte, le preguntó: ¿Qué es lo que tienes que decirme?
ACT.23.20	Y él dijo: Los Judíos han concertado rogarte que mañana saques á Pablo al 
ACT.23.21	Mas tú no los creas; porque más de cuarenta hombres de ellos le acechan, los cuales han hecho voto 
ACT.23.22	Entonces el tribuno despidió al mancebo, mandándole que á nadie dijese que le había dado aviso de esto.
ACT.23.23	Y llamados dos centuriones, mandó que apercibiesen para la hora tercia de la noche doscientos soldados, que fuesen hasta 
ACT.23.24	Y que aparejasen cabalgaduras en que poniendo á Pablo, le llevasen en salvo á Félix 
ACT.23.25	Y escribió una carta en estos términos:
ACT.23.26	Claudio Lisias al excelentísimo gobernador Félix: 
ACT.23.27	A este hombre, aprehendido de los Judíos, y que iban ellos á matar, libré yo acudiendo 
ACT.23.28	Y queriendo saber la causa por qué le acusaban, le llevé al concilio de ellos:
ACT.23.29	Y hallé que le acusaban 
ACT.23.30	Mas 
ACT.23.31	Y los soldados, tomando á Pablo como les era mandado, lleváronle de noche á Antipatris.
ACT.23.32	Y al día siguiente, dejando á los de á caballo que fuesen con él, se volvieron á la fortaleza.
ACT.23.33	Y como llegaron á Cesarea, y dieron la carta al gobernador, presentaron también á Pablo delante de él.
ACT.23.34	Y el gobernador, leída la carta, preguntó de qué 
ACT.23.35	Te oiré, dijo, cuando vinieren tus acusadores. Y mandó que le guardasen en el pretorio de Herodes.
ACT.24.1	Y CINCO días después descendió el sumo sacerdote 
ACT.24.2	Y citado que fué, Tértulo comenzó á acusar, diciendo: Como por causa tuya vivamos en grande paz, y muchas cosas sean bien gobernadas en el pueblo por tu prudencia,
ACT.24.3	Siempre y en todo lugar lo recibimos con todo hacimiento de gracias, oh excelentísimo Félix.
ACT.24.4	Empero por no molestarte más largamente, ruégote que nos oigas brevemente conforme á tu equidad.
ACT.24.5	Porque hemos hallado 
ACT.24.6	El cual 
ACT.24.7	Mas interviniendo 
ACT.24.8	Mandando á sus acusadores que viniesen á ti; del cual tú mismo juzgando, podrás entender todas estas cosas de que le acusamos.
ACT.24.9	Y contendían también los Judíos, diciendo ser así estas cosas.
ACT.24.10	Entonces Pablo, haciéndole el gobernador señal que hablase, respondió: Porque sé que muchos años ha eres gobernador de esta nación, con buen ánimo satisfaré por mí.
ACT.24.11	Porque tú puedes entender que 
ACT.24.12	Y ni me hallaron en el 
ACT.24.13	Ni te pueden probar las cosas de que ahora me acusan.
ACT.24.14	Esto empero te confieso, que conforme á aquel Camino que llaman herejía, así sirvo al Dios de mis padres, creyendo todas las cosas que en la ley y en los profetas están escritas;
ACT.24.15	Teniendo esperanza en Dios que ha de haber 
ACT.24.16	Y por esto, 
ACT.24.17	Mas pasados 
ACT.24.18	Cuando me hallaron 
ACT.24.19	Los cuales debieron comparecer delante de ti, y 
ACT.24.20	O digan estos mismos si hallaron en mí alguna cosa mal hecha, 
ACT.24.21	Si no sea que, estando entre ellos 
ACT.24.22	Entonces Félix, oídas estas cosas, estando bien informado de 
ACT.24.23	Y mandó al centurión que Pablo fuese guardado, y aliviado 
ACT.24.24	Y algunos días después, viniendo Félix con Drusila, su mujer, la cual era Judía, llamó á Pablo, y oyó de él la fe que es en Jesucristo.
ACT.24.25	Y disertando él de la justicia, y de la continencia, y del juicio venidero, espantado Félix, respondió: Ahora vete, mas 
ACT.24.26	Esperando también con esto, que de parte de Pablo le serían dados 
ACT.24.27	Mas al cabo de dos años recibió Félix por sucesor á Porcio Festo: y queriendo Félix 
ACT.25.1	FESTO pues, entrado en la 
ACT.25.2	Y 
ACT.25.3	Pidiendo gracia contra él, que le hiciese traer á Jerusalem, 
ACT.25.4	Mas Festo respondió, que Pablo estaba guardado en Cesarea, y que él mismo partiría presto.
ACT.25.5	Los que de vosotros pueden, dijo, desciendan juntamente; y si hay algún crimen en este varón, acúsenle.
ACT.25.6	Y deteniéndose entre ellos no más de ocho ó diez días, venido á Cesarea, el siguiente día se sentó en el tribunal, y mandó que Pablo fuese traído.
ACT.25.7	El cual venido, le rodearon los Judíos 
ACT.25.8	Alegando él por su parte: 
ACT.25.9	Mas Festo, 
ACT.25.10	Y Pablo dijo: Ante el tribunal de César estoy, donde conviene que sea juzgado. A los Judíos no he hecho injuria ninguna, como tú sabes muy bien.
ACT.25.11	Porque si alguna injuria, ó cosa alguna digna de muerte he hecho, no rehuso morir; mas si nada hay de las cosas de que éstos me acusan, nadie puede darme á ellos. 
ACT.25.12	Entonces Festo, habiendo hablado con el consejo, respondió: ¿A César has apelado? á César irás.
ACT.25.13	Y pasados algunos días, el rey Agripa y Bernice vinieron á Cesarea á saludar á Festo.
ACT.25.14	Y como estuvieron allí muchos días, Festo declaró la causa de Pablo al rey, diciendo: 
ACT.25.16	A los cuales respondí: no ser costumbre de los Romanos dar alguno á la muerte antes que 
ACT.25.17	Así que, habiendo venido 
ACT.25.18	Y estando presentes los acusadores, ningún cargo produjeron de los que yo sospechaba:
ACT.25.19	Solamente 
ACT.25.20	Y yo, dudando en cuestión semejante, dije, si quería ir á Jerusalem, y allá ser juzgado de estas cosas.
ACT.25.21	Mas apelando Pablo á ser guardado al conocimiento de Augusto, mandé que le guardasen hasta que le enviara á César.
ACT.25.22	Entonces Agripa dijo á Festo: Yo también quisiera oir á 
ACT.25.23	Y al otro día, viniendo Agripa y Bernice con mucho aparato, y entrando en la audiencia con los tribunos y principales hombres de la ciudad, por mandato de Festo, fué traído Pablo.
ACT.25.24	Entonces Festo dijo: Rey Agripa, y todos los varones que estáis aquí juntos con nosotros: veis á éste, por el cual toda la multitud de los Judíos me ha demandado en Jerusalem y aquí, dando voces que 
ACT.25.25	Mas yo, hallando que 
ACT.25.26	Del cual no tengo cosa cierta que escriba al señor; por lo que le he sacado á vosotros, y mayormente á tí, oh rey Agripa, para que hecha información, tenga yo qué escribir.
ACT.25.27	Porque fuera de razón me parece enviar un preso, y no informar de las causas.
ACT.26.1	ENTONCES Agripa dijo á Pablo: Se te permite hablar por ti mismo. Pablo entonces, extendiendo la mano, comenzó á responder por sí, 
ACT.26.2	Acerca de todas las cosas de que soy acusado por los Judíos, oh rey Agripa, me tengo por dichoso de que haya hoy de defenderme delante de ti;
ACT.26.3	Mayormente sabiendo tú todas las 
ACT.26.4	Mi vida pues desde la mocedad, la cual desde el principio fué en mi nación, en Jerusalem, todos los Judíos la saben:
ACT.26.5	Los cuales tienen ya conocido que yo desde el principio, si quieren testificarlo, conforme á 
ACT.26.6	Y ahora, 
ACT.26.7	A la cual 
ACT.26.8	¡Qué! ¿Júzgase cosa increíble entre vosotros que Dios resucite los muertos?
ACT.26.9	Yo 
ACT.26.10	Lo cual 
ACT.26.11	Y muchas veces, castigándolos por todas las sinagogas, los forcé á blasfemar; y 
ACT.26.12	En lo cual 
ACT.26.13	En mitad del día, oh rey, vi en el camino una luz del cielo, que sobrepujaba el resplandor del sol, la cual me rodeó y á los que iban conmigo.
ACT.26.14	Y habiendo caído todos nosotros en tierra, oí una voz que me hablaba, y decía en lengua hebraica: Saulo, Saulo, ¿por qué me persigues? Dura cosa te es dar coces contra los aguijones.
ACT.26.15	Yo entonces dije: ¿Quién eres, Señor? Y el Señor dijo: Yo soy Jesús, á quien tú persigues.
ACT.26.16	Mas levántate, y ponte sobre tus pies; porque para esto te he aparecido, para ponerte por ministro y testigo de las cosas que has visto, y de aquellas en que apareceré á ti:
ACT.26.17	Librándote del pueblo y de los Gentiles, 
ACT.26.18	Para que 
ACT.26.19	Por lo cual, oh rey Agripa, no fuí rebelde á la visión celestial:
ACT.26.20	Antes 
ACT.26.21	Por causa de esto los Judíos, tomándome en el templo, tentaron matarme.
ACT.26.22	Mas ayudado del auxilio de Dios, persevero hasta el día de hoy, dando testimonio á pequeños y á grandes, no diciendo nada fuera de las cosas 
ACT.26.23	Que Cristo 
ACT.26.24	Y diciendo él estas cosas en su defensa, Festo á gran voz dijo: 
ACT.26.25	Mas él dijo: No estoy loco, excelentísimo Festo, sino que hablo palabras de verdad y de templanza.
ACT.26.26	Pues el rey sabe estas cosas, delante del cual también hablo confiadamente. Pues no pienso que ignora nada de esto; pues no ha sido esto hecho en 
ACT.26.27	¿Crees, rey Agripa, á los profetas? Yo sé que crees.
ACT.26.28	Entonces Agripa dijo á Pablo: Por poco me persuades á ser 
ACT.26.29	Y Pablo dijo: ¡Pluguiese á Dios que por poco ó por mucho, no solamente tú, mas también todos los que hoy me oyen, fueseis hechos tales cual yo soy, excepto 
ACT.26.30	Y como hubo dicho estas cosas, se levantó el rey, y el presidente, y 
ACT.26.31	Y como se retiraron aparte, hablaban los unos á los otros, diciendo: 
ACT.26.32	Y Agripa dijo á Festo: 
ACT.27.1	MAS como fué determinado que habíamos de navegar para Italia, entregaron á Pablo y algunos otros presos á un centurión, llamado Julio, de la compañía Augusta.
ACT.27.2	Así que, embarcándonos en una nave Adrumentina, partimos, estando con nosotros 
ACT.27.3	Y otro día llegamos á Sidón; y Julio, tratando á Pablo con humanidad, 
ACT.27.4	Y haciéndonos á la vela desde allí, navegamos bajo de Cipro, porque los vientos eran contrarios.
ACT.27.5	Y habiendo pasado la mar de Cilicia y Pamphylia, arribamos á Mira, ciudad de Licia.
ACT.27.6	Y hallando allí el centurión 
ACT.27.7	Y navegando muchos días despacio, y habiendo apenas llegado delante de Gnido, no dejándonos el viento, navegamos bajo de Creta, junto á Salmón.
ACT.27.8	Y costeándola difícilmente, llegamos á un lugar que llaman Buenos Puertos, cerca del cual estaba la ciudad de Lasea.
ACT.27.9	Y pasado mucho tiempo, y siendo ya peligrosa la navegación, porque ya era pasado 
ACT.27.10	Diciéndoles: Varones, veo que con trabajo y mucho daño, no sólo de la cargazón y de la nave, mas aun de nuestras personas, habrá de ser la navegación.
