MAT.1.1	Isua Krista akhuk Ama hi David a sapa, Abraham a sapa. 
2TI.4.15	Nang um hava mi ata anreng ro asik chu aman koini na chong anadui sabak.
2TI.4.16	Ruirilna na kan ding mansa lai han ka ranga tute honga suak om mak ana mak zit u, hava ha amani ranga antel no rase. 
2TI.4.17	Tenchu Puma ka kola anding hanuk ei na manrat, koi lehan chong aril sin ei anthona rang hanuk Jentail mi ngai doran hava ha ei rangai u na rang, hatuka koi hi akoibaknei bai ata kei zok. 
2TI.4.18	Puman koi hi sin asiat ata na mazok inti hanuk a vanrama na makhal inti. Umor umor taituana anlal rase! Amen.
2TI.4.19	Prisikilla le Akuila hanuk Onesiphor a inkua ha raisan chong na mantung pe ro. 
2TI.4.20	Erasta chu Korinth a na om hanuk Trophima chu ei na sika ama ha Miletana ka hong mak. 
2TI.4.21	Nudin man ahongna val ro. Eubula, Pudena, Lina, Klodia ngaiin chibai ana hong tho u.
2TI.4.22	Puman nang le koi na ompui rase lungkhamna chu na bil u na om rase.
TIT.1.1	Paul Pathian suak, Isua Krista kuitir akoma, koi hi Pathian mi ngai iamna asan rang le Pathian abiak dikna tianga annai ranga ei na thang, 
TIT.1.2	hava ha taituan damna azina. Pathian milak tho ngai lui, hiva damna hi ramual ansiang man ata achongtin, 
TIT.1.3	ahun taka achonga a manlanga, hava ha ka kom ei na be, hatuka hava ha Pathian sandampu chongpek anga kei ril.
TIT.1.4	Tita iamna na ka naipasal kom kei maziak ha lokon nei don ha. 
TIT.1.4	Pa Pathian le Krista Isua koini na sandampun lungkhamna le phukdaina na pe rase.
TIT.1.5	Kreta keina makna asik ngai chu rui tang lan sua lui ngai azek vang rang le hatuka khopui kipa kuibing ulian aphuntir rang ani na. 
TIT.1.6	Upa rang chu dem kai lui, nungak khat adon, anai ngai dora Pathian chong aiam hanuk aliak anbona rahai ansak tianga dem kai lui, dan don lui anga asia anlo lui ei ni rang anang. 
TIT.1.7	Asik chu kuibing upa chu Pathian kuibing avongpu ei ni sika masial abui ei ni rang. Atakasi len, zu nek, anrum, poisa andit ei ni nok rang. 
TIT.1.8	Mi pham thei, asan dit, aninga anrung thei, malung adik anthiang le azek mi ei ni rang. 
TIT.1.9	A chong ril ha ei sur rang, iamrua ei ni rang, Pathian dan le anpon. Hivan tin keng mi ei mathor thei rang anchuna dika hatuka adui ngai masial manmu thei inti.
TIT.1.10	Asik chu mi tampa a om Juda ata ahong anthul, asia le mi huang u na hatuka omze bui le. 
TIT.1.11	achong ril ngai akhar anang, asik chu inkosung a manpon aril nok rua aril u na anzakpui a om khopa manna rang aput u chachak. 
TIT.1.12+TIT.1.13	Hava han Kreta mi len a deari u, adik arila hintin hin aril, “Kreta mi ngai milak athei u, mi siat, dok anruak.” Hava sik taka han ana sabaka ango ro, ei iam u na ei det theina rang, 
TIT.1.14	hatuka Juda tho dan aser khukha sur u lai ni, hatuka miring chongpek dikna apei ngai kom ata asuak tiang malung pe u no rase. 
TIT.1.15	Aloma anthiang kiar ke anthiang ngai rang chu, ten asiat le iamlui ngai ranga chu anthiang ngal om mak, asik chu a malung u le a mandon u asiat. 
TIT.1.16	Pathian na riat ati u, tenchu a om danin zi u mak, hava ngai ha antir rua, hetel lui asa tho ranga ansuk u lui.
TIT.2.1	Tenchu chongiam adikin ei pom ke nei manchu rang. 
TIT.2.2	Patar ngai chu om adaia lalchi tho ruana, anrung theia, iamna dika lungkhamna duk adoroi ranga manchu ro. 
TIT.2.3	Havantin ang han nutar ngai ha a omdan u na Pathian lalchi dona ei om thei u na ranga, mi siat aril mo ole achalaka zun du ni no rase, om asa anchu thei mi ei ni thei u na ranga manchu ro. 
TIT.2.4	Nupang alan nui ngai anchuna ranga a ruathar le anai ngai andit ranga, 
TIT.2.5	atheia anrung thei, anthiang insunga nu sa a ruathar koma anpek thei tuten Pathian koma chong ahong asiata ei ril u nokna rang.
TIT.2.6	Hantitin han pasal ngai um anrung thei ranga ril ro. 
TIT.2.7	Lampui tina min ei na en rua ranga na om mansa ro. Nei manchu ruia na malung pe ro, anreng ro. 
TIT.2.8	Chong asa mang ro siata ei anril nokna rang, asiat aril rua ei man u noka, na raldui u ngai ei anzak u na rang.
TIT.2.9	Suak ngai apuma he ei tel rang ei annuai zot rang. Ei masang ret nok rang, 
TIT.2.10	ei maruk nok rang. Aiam rua ei ni le asa ei ni babang rang, Pathian koini sandampu rui anchuna anpaka ei om theina rang.
TIT.2.11	Asik chu Pathianin alungkhamna ei manlang mi dora ranga sandamna. 
TIT.2.12	Ha lungkhamna han ei na manchu chu Pathian poisak luia om, ramual tho dan apeia anrung theina, asa andit, ramual anthana leng, 
TIT.2.13	borsang nikhua nei asa nei maruang hin koini na Pathian lianna le sandampu Isua Krista ei anlang rang. 
TIT.2.14	Koini na rang anpek, asiat tin ata ei na mazoka mi anthianga ei na sina ama rang rong le asa tho zot ngai. 
TIT.2.15	Hiva ngai hi manchu tan la na racham tak mang ro na hen ngai ngai kom na mathora na ngo le, annuaia na mu u no rase.
TIT.3.1	Na mi ngai aril atai, ulian ngai kom anpe u rase ahe tel u rase lampui kipa asa tho ranga ansin u rase ril ro. 
TIT.3.2	Tuten siat ril u no rase, tenchu phuk daia angoia, umora omdan asana mi dora kom manlang rase. 
TIT.3.3	Koini hi voikhat chu nei mo, mi he nei tel nok nei dik nok. Zotna le ahui suak nei ni, milaka nei anmang, taksi nei don; mi nei mumak anga min ei na mumak. 
TIT.3.4	Tenchu Pathian sandampu lungkham le ei na ditna ahong anlanga, 
TIT.3.5	ana mazok. Tenchu koinin sin asa nei tho sika nimak tenchu ama atheia lungkham han koini ana mazok, Ratha Anthiang le anzirtharna ana peka hatuka damna thar le ana rasuka. 
TIT.3.6	Pathianin atampa Ratha Anthiang koini tak chunga aleia Isua Krista koini sandampu lehan, 
TIT.3.7	asik chu a lungkham lehan Pathian le nei anngoi theina ranga hatuka nei iam, taituandamna nei lua theina rang. 
TIT.3.8	Hiva chong aiamrua ani na. Hiva rui hi abinga aril rang ka zot, asik chu Pathian aiam ngaiin ahun aluna ei pek thei u na rang om asa thona hava ngai ha mitin rang amang rua le asa ani. 
TIT.3.9	Tenchu ankhalna dik lui, na khuk na zama aril lup Dan ruia, ansual ankhal bang u ro. Hava ngai ha mangrua bui, man nei lui ke. 
TIT.3.10	Ansenna asin ngai voi anni rakok ro hava suale tel lai no ro masuak ro. 
TIT.3.11	Hava ang mi ngai chu mi siat a pap un asiat atina a manlang.
TIT.3.12	Artema mo, Tukika mo na kom ka hong tir le Nikapolia ahongna enro, asik chu havan nudin amang ranga kan sin. 
TIT.3.13	Zena dan ariatpu le Apollo khual se u na ranga achan san ro, enro ei nang u dora don u rase. 
TIT.3.14	Na mi ngai asa thona hun amang anchu nang, anang ngai ei anzon u theina rang; om papei u no rase.
TIT.3.15	Ka bila om ngai doran kut anan surpui u. Iamnana, na lom ngai kom nei amokna mantung ro.
TIT.3.15	Pathian lungkhamna na bil u na om rase.
PHM.1.1	Paul Krista Isua sika ankhum le na parual Timothi akoma.
PHM.1.1	Na mal le na sinthopui Philimon arang, 
PHM.1.2	hatuka na ina kuibing ankhom ngai le na sarnu Aphia hatuka na lom sipai Arkipa koma: 
PHM.1.3	Pathian koini na Pa le Puma Isua Krista lungkham le phukdaina na pe u rase.
PHM.1.4	Ka parual Philimon, bor ka zong kip pei, nang ka na riat Pathian kom raisanna ka mantung. 
PHM.1.5	Pathian mi ngai nei aditna le iamna nei don Puma Isua tak chunga. 
PHM.1.6	Ka borzong chu kuibing anga nei anchunna han anthuka anriatna aborsangtin na dam sunga nei don Krista le anlopa. 
PHM.1.7	Na lungkham han ka parual madit, raisanna lian sabak ana mantung hatuka ka ak a mathui! Pathian mi ngai malung rai na mansan.
PHM.1.8	Hiva sika hin kei anngam Kristana na parual anga, nang tho ro keina ti imo atho rang ha. 
PHM.1.9	Tenchu keina dit sika ke keina mathem hiva kei tho koi Paul Krista Isua palai atuna ama sika lungina ankhum. 
PHM.1.10	Hasik han Onesima a rathula keina mathem, Kristana ka nai; lungina ka om lai han rathana a pa kei ni. 
PHM.1.11	Voikhat chu na rang a mangrua nilui atun chu nang le ka rang a mangrua ani zei.
PHM.1.12	Na kom atun ka hong manhong ret hatuka abila ka malung um ahong. 
PHM.1.13	Hivan lungina kan khum lai ka bila ka don zot thangahui sika, nang nei omna na ei na san theina ranga. 
PHM.1.14	Hanum ni rase anasan ranga therkhaka na ti sa ret makung, ten nang nei zotna le atho ni tan la. Hasik han ite tho no ning na zot nok ten.
PHM.1.15	Onesima ha ei ankhai tot ni inti na kom ata tenchu nei manchian na ranga ke. 
PHM.1.16	Atun chu suakamin duai nilai mak tenchu suakamin neka ansang; ama hi Kristana na parual madit, koi kei madit ei ni! Nang na rang chu itukmo andit rua ei ni sa rang Pumana.
PHM.1.17	Hasik han na lom anga nana betok ten lei pham ret ro koi nei na pham rang anga. 
PHM.1.18	Ei masial a oma ei antang a om ten koi kei thuan ranga ni rase. 
PHM.1.19	Hivan ka kut le maziak ka ti: Koi, Paulin, na thuan ka ti, ka kom nang antanga nei anriat ana ril chu ni makung. 
PHM.1.20	Hasik han parual lungkhama hiva hi na tho pe ro, Puma sika; Kristana parual anga ka rai na man san ro!
PHM.1.21	Ka iam nget hiva kei maziaka hin lei tho na ti, ka riat hava neka tho na ti. 
PHM.1.22	Hava bibila, ka rang tadan lei manliang ro, asik chu Pathianin na borzong amasang ranga ka iam nangni na koma ana pek ret ranga.
PHM.1.23	Epaphra ka bila ankhum Krista Isua sika aman chibai ana tho u, 
PHM.1.24	hanuk ka sin thopui Mark, Aristarka Dema le Luk ngaiin chibai ana tho u. 
PHM.1.25	Puma Isua Krista lungkhamna nangni kom om rase.
HEB.1.1	Machin chu Pathianin na chipui ngai ei chong pui ha deari ngai amanga, lampui atei ateia, zetama, 
HEB.1.2	tenchu hiva nikhua hek tiang chu a Naipasal le ana chong pui. Ama lehan Pathianin chung thuai ei sin, ahek tik alompeia alua ranga Pathianin ama ei athang. 
HEB.1.3	Pathian lianna ra-ang aman ei el hatuka Pathian nina aman ei phua zek, achong ranak le chung thuai ei zon. Miring pap andualna aman suale vanrama Pathian chang tiang ansut thotheina ansangkhit le.
HEB.1.4	Naipasal ha vanpalai ngai neka aliana ei sin, araming Pathianin ei pek anga amani ranga alian. 
HEB.1.5	Asik chu Pathianin a vanpalai ngai kom: 
HEB.1.5	“Nang hi Ka Naipasal na ni;
HEB.1.5	Avian hin keina nei ani zei,” ati na.
HEB.1.5	Hanuk chu ati reta:
HEB.1.5	“Koi hi ama a Pa chang ka ti.
HEB.1.5	Ama chu ka ranga Naipasal chang inti,” ati na.
HEB.1.6	Tenchu Pathianin a Naipasal mansa atir rang tiang ramuala, aman ei ti: 
HEB.1.6	“Pathian vanpalai ngai doran amok rase.”
HEB.1.7	Tenchu vanpalai ngai arui chu Pathianin ei ti, 
HEB.1.7	“Pathianin a vanpalai ngai thinthi a manchang,
HEB.1.7	hatuka asuak ngai moidon a manchang.”
HEB.1.8	Ten Naipasal rui chu, Pathianin ei ti: 
HEB.1.8	“Nang na ram, O Pathian, taituan tenpei om inti!
HEB.1.8	Na mi ngai tak chunga dikna le rui nei ril.
HEB.1.9	Adik nei adit adik nok nei mumak
HEB.1.9	Hasik han Pathian na Pathianin ei na thang
HEB.1.9	hatuka lalchi mana raisanna
HEB.1.9	na lom atei ngai neka atama ei na pek.”
HEB.1.10	Hivam ati: 
HEB.1.10	“Puma, nangin, aphuta phil nei sin
HEB.1.10	hatuka na kut le anvan nei sin.
HEB.1.11	Lanpei unti, tenchu nang chu om na ti;
HEB.1.11	Puan anga lakhel inti.
HEB.1.12	Puan anga lathep na ti,
HEB.1.12	hatuka puan anga lanthul unti.
HEB.1.12	Ten nang chu amun bang na ni
HEB.1.12	nei damna hek ngai mak.”
HEB.1.13	Pathianin a vanpalai ngai kom, 
HEB.1.13	“Hin ka chang tiang ansut ro
HEB.1.13	na raldui ngai na kepha thuaia
HEB.1.13	ka siak maseng la ti ngai mak.”
HEB.1.14	Hanle vanpalai ngai hi imo? Amani hi ratha Pathian abiak ngai sandam aman rang ngai asan ranga ei tir.
HEB.2.1	Hasik han adet sabaka asur nei nang adik nei riat ha, ei na choi lai nokna rang. 
HEB.2.2	Na chipui ngai chongbe vanpalaiin ei manriat u ha adik, zi luia tel lui ngai chu aduk ei tong u rang atong u. 
HEB.2.3	Hidora sandamna alian tel luia na omin hontinmo zok ma ni? Puma apum lenin hiva sandamna rui tang eia hai, hatuka ariat ngaiin chu koini kom adika amanlang u. 
HEB.2.4	Hava bibila Pathianin boidong sin le ala manchel sa amani bila hatuka Ratha Anthiang sinthotheina asem ama ei zot anga.
HEB.2.5	Ramual athar alua ranga Pathianin vanpalai ngai sin mak ha ramuala nei ril hi. 
HEB.2.6	Haneka Pathian chongin hovan lek mo hintin hin ati: 
HEB.2.6	“O Pathian miring hi imo ei ni
HEB.2.6	achan nei mandon;
HEB.2.6	miring papei nangin nei tel?
HEB.2.7	Nangin vanpalai ngai ranga alakte nei mannuai;
HEB.2.7	anpakna le anlianna le nei athuama
HEB.2.8	Na kut suak ngai dora arung ranga nei sin.”
HEB.2.8	Hintin hin ati, Pathianin “alompeia alua ranga,” asin, hiva hin aloma atina anthiang vang. Atun miringin aloma ei lua la mumak me. 
HEB.2.9	Tenchu Isua han amu sot rei lui vanpalai ngai neka annuai beta asin, asik chu Pathian lungkhama mitin ranga ei thi rang. Atun chu anlianna le lalchi akhuna nei mu asik chu thina ei tiar sika. 
HEB.2.10	Hava ha ansuk, Pathian, asin le alompeia ahoi, duk atiara Isua ha ei mansua, nai atampa ei lianna alua pui ranga. Asik chu Isua hake sandamna tiang aruai.
HEB.2.11	Miring a pap ata ei manthiang. Hatuka amale anthiang ngai doran Pa munkhat ei don. Hasik han Isuan ka in komi atia apai ei anzak nok. 
HEB.2.12	Pathian kom ei ti: 
HEB.2.12	“Imo nei tho ka mi ngai ril ka ti.
HEB.2.12	Ei anchun u nana na manpak ka ti.”
HEB.2.13	Hivam ala ti, “Kei iamna Pathian chunga betok ka ti.” Hatuka hiva hi ala ti, “Pathianin ei na pek nai ngai le ka om.” 
HEB.2.14	Asik chu ha nai ngai, ei pai ngai ha, thisen le taksa ani u na, Isua apum len ha amani anga ahong ani hatuka miring om anga ahonga om.Hiva hi ei tho thina le asia ei masiat theina rang thina chunga thotheina anei ha, 
HEB.2.15	hintin hin adamsung suak ankhit ngai ei mazok asik chu thina ei achi u sika. 
HEB.2.16	Asik hiva hin anthianga vanpalai ngai ni mak ei san ten Abaraham achi ngai hake. 
HEB.2.17	Hava tina chu ami ngai anga ei ni anang lampui tina, iamrua le lungkham adon Chaizung Ansang Pathian sinthona, mi ngai pap ei andual theina rang. 
HEB.2.18	Atun chu themnana achul ngai asan thei, asik chu ama len ha themnana achul hanuk atiar.
HEB.3.1	Ka lom Kristian Pathianin ei pai ngai! Isua hi mandon u ta, nei iam nei ril havana Chaizung Ansang ani ranga Pathianin ei hong tir. 
HEB.3.2	Pathian ranga iamrua ei ni asin atho ranga athanga, Mosi Pathian ina iamrua ei ni anga. 
HEB.3.3	In nek ten in asinpu lalchi man ual. Havantin anga han Isua ha Mosi neka lalchi lian aman rua ani. 
HEB.3.4	In dora mi khatin ei sin chu aniten Pathian ke alompeia asin. 
HEB.3.5	Mosi ha Pathian ina a iamrua suak ei ni nangkana Pathianin ei ti rang ngai ei ril. 
HEB.3.6	Tenchu Isua ha iamrua Pathian in arung Pathian Naipasal anga. Koini hi ama in na ngama nei sabei ha na iam ten.
HEB.3.7	Hasik han Ratha Anthiangin ei ti anga: 
HEB.3.8	na malung mankhir u no ro na chipui u ngai anga Pathian aduia asel u na ha, philchara a om u lai han ama amansin u na. 
HEB.3.9	Hava han ana mansin u ana en u Pathianin ati, kum sommanli pei imo kei tho anamu u nam. 
HEB.3.10	Hatuka ka takasina hava mi ngai rang ka ti: ‘Iamrua noka a om u chachak ka chongpek atel ranga zot u mak.’ 
HEB.3.11	Ka takasina chong ka tin; ‘Ha ram pongansana ranga kei pek rang ha suak u no ni!’ ”
HEB.3.12	Ka lom ngai, anreng u ro malung annim adon ving om u ta ni iam luia Pathian adam akom ata anhoi u ta ni. 
HEB.3.13	Hanek ten, tute papin ei na huang u nokna rang le malung ankhira nei om u nokna rang, nei ansan ansiat nget u rang anikhua, Pathian chongin koini rang “Anikhua” ati kar pei. 
HEB.3.14	Asik chu Krista le lom kiar ke na ni ahek tenpei aphuta nei iam na surtit ten.
HEB.3.15	Hiva hike Pathian chongin ei ti: 
HEB.3.15	“Avian Pathian chong na riat u ten,
HEB.3.15	na malung mansel u no ro, na
HEB.3.15	chipui ngai anga Pathian adui u lai han.”
HEB.3.16	Tumo hava ngai ha Pathian he riata ama adui ngai? Mosin Aigupta ata ei masuak ngai ha ni mak mo. 
HEB.3.17	Tu tak chungamo Pathian kum sommanli atak ei si? Pap atho ngai, Philchar rama aruak anzam hale. 
HEB.3.18	Pathianin chong atin lai han, “Pongansana rang ram kei pek u lut uno ni ei ti ha tu rang mo?” Asel ngai rang. 
HEB.3.19	Hatuka nei mu ram ha lut thei u mak, asik chu iam u mak.
HEB.4.1	Atun, Pathian chongtin ha pongansana ei ti ha ana do. Tho rung u rei hano, tute ha chongtin Pongansana ha aman nok ranga om u ta ni. 
HEB.4.2	Thangahui na riat zei amani anga Pathian chong ariat u nam ite asa ei tho pe om mak, asik chu arangai u le iamna le pom u mak. 
HEB.4.3	Hasik han koini aiam ngai chu ha pongansana Pathian chongtin ha na lut lai tak. Ei ti anga, “Ka tak asina khomak kan sam. ‘Pongansana ram kei pek rang ha lut u no ni!’ ” Hiva hi ei ti asin tho ramual ansin mana ei sua aninam. 
HEB.4.4	Pathian chong anziaka hovan lek mo chu anril ha ni sari nikhua ruia: “Ni sari nikhua asintho ata Pathian pongansa.” 
HEB.4.5	Hiva rui den hi anril ret: “Pongansana ram ha kei pek u rang han lut u no ni.” 
HEB.4.6	Thangahui ariat mansa ngai han pom u mak ha pongansana ha, asik chu iam u mak. Atei a om apom ranga ei phal. 
HEB.4.7	Kum asotpa suale Davida na “Avian” atina ni itukmo chu aphun ret: 
HEB.4.7	“Avian Pathian he na riat u ten,
HEB.4.7	na malung mankhir u no ro.”
HEB.4.8	Josua han mi ngai pongansa pui sela chu ha Pathian chongtin ha, Pathianin nikhua atei ret ha ti lai no ni. 
HEB.4.9	Hanum ni rase Pathian mi ngai rang pongansana ala om Pathian ni sari nikhua. 
HEB.4.10	Hava pongansana man ngai chu ha Pathian chongtin asin tho u ata pongansa unti Pathian um pong ei ansa anga. 
HEB.4.11	Hasik han tho, nei tho thei khita tho u rei ha pongansana aman ranga, tute nei chul nokna rang amani anga asik chu ei iam u nok sika.
HEB.4.12	Pathian chong chu adam le sin atho. Khendai benni don neka angei. Nuk le ratha ei antongna tenpei a at thei, ei anzomna le rathin ei hongna tenpei. Nei zot le malung mandon tenpei azek. 
HEB.4.13	Pathian kom ite anthup thei om mak; ansin ama matona ite anthup om mak, milak, a mita anthup thei mak. Hatuka ama akom ke aloma nei tho ngai nei la dar rang.
HEB.4.14	Hanoten tho, nei iam rui nei ril ha adeta sur u rei. Asik chu Chaizung Ansang na don Pathian matona ase, Isua Pathian Sapa. 
HEB.4.15	Koini na Chaizung Ansang hi nei ting nokna, na lungkham, na muthei lui ni mak. Koini anga lampui tina themna na achul ke, tenchu asia tho mak. 
HEB.4.16	Tho anngam urei hatuka Pathian rengsutmun pan u rei lungkham ei omna ha. Hava han andualna le lungkhamna man inti koini ana san ranga na nang tik.
HEB.5.1	Chaizung ulian dora chu a mi ngai kara ei athanga ei phun Pathian abiak ranga amani rathul asia dar rang le dali dar rang. 
HEB.5.2	Ama han ite re lui ngai le masial adon ngai chu a madual chachak. 
HEB.5.3	Hatuka amalen ha rat lui ei ni sika mi masial sika rong ni maka dali ei dar tenchu ama rang um adara. 
HEB.5.4	Tuten atheia anphun ngai mak chaizung ulian lalchi man ranga, Pathian kuina ronga ke miring hi chaizung ei chang, Aron anga han. 
HEB.5.5	Havantin anga han Krista aninga chaizung ulian lalchi ruaina ei lak ni mak. Tenchu Pathian keng ati: 
HEB.5.5	“Nang hi ka Naipasal na ni;
HEB.5.5	avian na Pa kei hong ni.”
HEB.5.6	Aman, mun ateiam ati, 
HEB.5.6	“Umora rang chaizung ni na ti,
HEB.5.6	Chaizung tho dan Melkizedek anga.”
HEB.5.7	Ramuala a om lai Isua anringa borazong mit rathi le Pathian kom achap. Athi ata anzok thei, ei annuaia ei anphal sika Pathianin a rangai. 
HEB.5.8	Pathian Sapa aninam aduk tiar ata hetel anchu. 
HEB.5.9	A hong ansua vang tik chu, hetel ngai ranga umor damna nar ahong ani, 
HEB.5.10	hatuka Pathianin chaizung ulian atina apuang, Melkizedek a chaizung riti anga.
HEB.5.11	Hiva rui aril rua atampa na don tenchu nangni kom aril antak, asik chu relen thei u mak che. 
HEB.5.12	Minchu thei rang khop pei hun nei don u, hanum ni rase anchu nei nang tit u, Pathian chong mansana. Bu rum ne luia dut a buang na la nang u. 
HEB.5.13	Dut abuang ala nang bang chu naipang ke, asia mo asa mo ite riatna don lui. 
HEB.5.14	Bun rum chu ulian rang ke riatna ata asia asa azen thei.
HEB.6.1	Tho hano, maton lam pan u rei, puitinga anchuna tiang ha mansana, Kristian rui na nuk tiang amaka. Abul ata aphut ret rang ni lai mak. 
HEB.6.2	Baptisma rui, kut apha, athi ngai anthuiretna, taituan ruirilna hiva ruia anchuna ngai. 
HEB.6.3	Maton tiang pan u rei! Hiva hi nei tho rang, Pathianin aphal ten.
HEB.6.4	Sa mak asik chu hontinmo ei iamna apei ngai ansira nei hong makhir ret rang? Voikhat chu Pathian ra-anga om ani u na; vanram pek atem u zeia hatuka Ratha Anthiang pek achang ngai um aman u zeia. 
HEB.6.5	Athona ata ariat u na Pathian chong hi asa, hasik han hun ahong rang rui ariat u. 
HEB.6.6	Hasik han ei iam u na ata ankhai u! Ansira ahong aruai ret ha salai mak. Asik chu Miring Sapa ha Krosa ei tar ret u ei ni mipui matona nei manzak ret ei ni.
HEB.6.7	Rua honga ti man phil chu Pathian borsang keng hava ei chul chokna chu, havana among ngai chu athopa rang anang ei ni. 
HEB.6.8	Tenchu chiak le raling among ten amangna abui, Pathian khomak atung ranga anchi om moi le masiat inti. 
HEB.6.9	Ten hintin hin, na chongam ka lom ngai, nangni sika anngamna na nei. Na riat borsang asa ual na don u na sandamna ata ha. 
HEB.6.10	Pathian ruiril dik lui ni ngai mak. Na sintho ngai mangil no ni, hanuk ama chunga lungkham nei mu ha Kristian atei ngai nei san u le nei la san bang u. 
HEB.6.11	Koini nei zot chu na lom u na nei zot u na ha ahek tenpei ni rase han keng nei sabei u ngai ataka ei hong ni rang. 
HEB.6.12	Nei andok u rang hi zot mak me, tenchu aiama aphuk asot ngai anga ni u ro nei zot, hatuka Pathian chongtin man u na ti.
HEB.6.13	Pathianin Abraham akom chong ei tin han, achongtin ha atho ranga khomak ei ansam. Ama neka alian ei bui lai sika ama a raming ha amang khomak ansam han. 
HEB.6.14	Aman ei ti chu, “Koiin chong keina tin ani zei bor na pe ka ti na khuk atampa na pe ka ti.” 
HEB.6.15	Abraham aphuk a manchuala, hatuka Pathian chongtin aman. 
HEB.6.16	Khomak nan sam le na neka mi ansang a raming na manga, hatuka ha khomak han aloma ankhalna dora a manrual. 
HEB.6.17	Havantin han Pathianin ama achongtin alua ngai koma aderdin anthul ngai lui anlang rang ei zot sika khomak ansama ei hong mandet riam ani. 
HEB.6.18	Neinun anni a om hava ngai ha anthul thei mak hatuka hava ngai ruia Pathian milak tho ngai mak. Hasik han koini havana zokna aman ngai chu amana adeta asur tit ranga ana ti ha sabei rua na matona ei siak ha. 
HEB.6.19	Hiva sabei rua na don nei damna na ei kaina. Azokna le ani ngetna ani, hava ha vanram biakina a puan anzar akhela maicham sung rila ase. 
HEB.6.20	Koini na rathul Isua ha havan ase zei na mana hatuka hava han chaizung ulian achang umor taituana rang, Melkizedek chaizung tho anga. 
HEB.7.1	Hiva Melkizedek hi Salem reng hatuka Pathian ansangkhit a chaizung. Anduina ata Abraham ahonga kira ha reng manli ei mandok han, Melkizedek le antonga borsang apek. 
HEB.7.2	Abrahamin ei lak dor ata soma angkhat apek. Melkizedek a raming a omzia mansa chu “Dikna reng.” Hatuka Salem reng ei ni sika, “Phukdaina Reng” ham ani. 
HEB.7.3	Melkizedek apa rui riatna om mak a nu um om mak akhuk rui um om mak; ei thina ei anzirna rui om mak. Ama hi Pathian Sapa ang; umor taituan chaizung ei ni.
HEB.7.4	Enta itukmo ama ha ei lian. Abraham koini na chipui alian, anduinana ei man ata soma angkhat ei pek. 
HEB.7.5	Hatuka hava Levi khuka ngaiin chaizung ngai han Danin Israel mi koma soma angkhat ansuang ranga chong anpek ei ni u, hava ha ami ngai kom ata Abraham a khuk ngal ani u nam. 
HEB.7.6	Melkizedek ha Levi khuk ata ni mak tenchu Abraham akoma soma angkhat alaka bor apek, ha Pathian chongtin aman ha. 
HEB.7.7	Aiam nokna om maka bor apek ha ansang, bor amanpu nek ten. 
HEB.7.8	Chaizung ruia chu soma angkhat ha miring athi theiin arasuanga, tenchu Melkizedek ranga chu soma angkhat ha adamin arasuang Pathian chongin ei ti anga. 
HEB.7.9	Hasik han na ti aniten Abrahamin soma angkhat apek han Levi (akhuk ngaiin arasuang) hanin um apek. 
HEB.7.10	Levi lanzir mak, na ti aniten a om achipui Abraham a taksana, Melkizedek le antong han.
HEB.7.11	Levi chaizung tho dana riti ha Israel mi ngai kom ei anpek. Atun chu Levi chaizung sin ha ansua nisela chaizung atatei nang lai no ni, Melkizedek chaizung anga Aron ang ni luia. 
HEB.7.12	Chaizung anthul ten dan um athul anang. 
HEB.7.13	Hivana min arui ei rilpu hi nam atei viak ke a nam mi ata tute chaizung achang la om mak. 
HEB.7.14	Koini na Puma chu anriat sadim ama ha Juda khuk ata anzir; hatuka Mosin ril mak nam rui ha chaizung rui aril lai han.
HEB.7.15	Arui ha anthiang sa; Melkizedek anga chaizung atei ahong anlang reta. 
HEB.7.16	Ama ha chaizung ansin, miring ritina ni mak tenchu damna ranak le ei hekna om maka. 
HEB.7.17	Asik chu Pathian chongin ati, “Nang hi umora chaizung ni na ti Melkizedek chaizung tho dan anga.” 
HEB.7.18	Riti marua ha, a kola ansiak, asik chu rat mak amangrua om mak. 
HEB.7.19	Asik chu Mosi Danin ite mansua thei mak. Atun chu sabei rua asa ual anpek zeia hava le Pathian nei dep thei.
HEB.7.20	Havale anlopa Pathian khomak ansam um a om. Atei ngai chaizung achang han chu khomak ansam om mak. 
HEB.7.21	Tenchu Isua chaizung achang khomak ansamna le Pathianin ati lai han: 
HEB.7.21	“Pathian chong atina
HEB.7.21	hava ha la ret no ning:
HEB.7.21	‘Nang hi umor chaizung ni na ti.’ ”
HEB.7.22	Hiva ei antei hin Isua hi anngamna chongtin asa asin.
HEB.7.23	Ei antei sana chu chaizung atei atam ala om asik chu athi u asin tho tit thei u mak. 
HEB.7.24	Tenchu Isua chu umora ranga adama, hatuka asin tho mi tei ret kom anlon mak. 
HEB.7.25	Hasik han ama chu atun le umora ranga athothei, amana Pathian koma a hong ngai chu anzok ranga, asik chu ama chu umora ranga adam Pathian koma amani ranga anthem rang.
HEB.7.26	Hiva sika hin, Isua chu Chaizung Ansang nei nang anan man. Ama chu anthiang! Masial don mak akom pap om mak; papi ngai ata abinga ankhai hatuka anvan chunga a om. 
HEB.7.27	Atei chaizung ulian ngai anga ni mak, ama pap sika dali dar nang mak mansana, tenchu mi salui ngai rang. Aman voikhat dali adar loko ranga ama ha andar lai han. 
