MAT.1.1	Yeisu Keliso ana laoma bwaite besiele, Yeisu Keliso iya Deibida tubuna, Deibida iya Abelamo tubuna. 
HEB.4.6	Yo waloyameline bwaitete imiyamiya manla mena yakato tupwalao waloyameline kanna kani talobai yo takaiyawasi. Na siya Isileli walone sibenalan na waloyameline kanna nige silolobai, kaiwena walone sisikotanan. 
HEB.4.7	Bwaite kaiwena Yaubada sauga yabo ipei yakato ana tomoyao kaiyawasi silobai. Bolime sibaibaiwa simwawasiko Yosuwa mulina mena Yaubada iedeedede Deibida gamwana mena iba, “Kabona, tem kainagu kwabenalan tabu wagagamwa-panapanawa kisi yagu walo kwasikotanan.” Na walone bwaite ‘Kabona’ iyakenayagila yakato sauga yabo ipei na tem ana tomoyao sikaiyawasi. 
HEB.4.8	Tem Yosuwa yo tomo Isileli simiya-daumwali Kenani koina yo kaiyawasi silobai nige sowasowana Yaubada iedeededeyoi Deibida gamwana mena sauga yabo kaiwena. Na iyamo Deibida gamwana mena iwalowenyoi. Kabo sowasowana takawa-yawasosi yakato Yosuwa yo tomo Isileli nige kaiyawasi yabo silolobai.
HEB.4.9	Kabo waloyameline iyaele imiyamiya yakato ana tomoyao kani kaiyawasi silobai besiele Yaubada ikaiyawasi kaliyate sebenna koina. 
HEB.4.10	Tem analiyao kaiyawasi silobai Yaubada ana waloyameli koina siya kani sikaiyawasi ali paisowa koina, besiele Yaubada ikaiyawasi ana paisowane koina.
HEB.4.11	Koinaele tatonan kaiwe na Yaubada ana walo tabenalan mesabana kaiyawasine yo waloyameline bwaine kanna talobai. Nige inanamwanamwa tem Isileli ali gamwa-panapanawa ule mena tamuliya kisi ala meli ibelu. 
HEB.4.12	Kaiwena Yaubada ana walo imiyayai meyawasina yo me ana kaiwe ipaipaisowa. Ana walo imatagesosi kabo kaleya kelepana ana matage. Koinaele sowasowana katela yo yaluyaluwala kalo-yawasosila mena isakona yo tawae nuwatu wadawadamna tanuwanuwatui katela mena iyakenayagila. 
HEB.4.13	Kabo ginauli meuloina Yaubada iyamayale nige yabo imimiya-wadam koina. Kaiwena ginauli meuloina igitagitai. Kabo ginauli wadawadamli meuloili siyaele manna mena mayamayaleli. Yo kita meuloila kani tatolo Yeisu manna mena na tawalo-masalagila koina tem ana walo tabenalan o nigele. Imwawasi kani iyatalayagila.
HEB.4.14	Na Yeisu iya nige tomo bwagabwaga, iya tomo lalakina, Yaubada Natu yawasosina. Iya yawasosi topwaoli lalakina kaiwena isae bulibuli yo itolo Yaubada manna mena yo iedeedede kaiwela. Kabo ilonamwayagila tem ala meli takabi-kalatan, meline tawalowalo-masalan tomo kolili. 
HEB.4.15	Walo yawasosi, Yeisu ikataiyako ala kaiwe nige ilalalaki. Saugana imiyamiya yanuwa yaulina mena woya meuloili ilobaili. Bwaite kaiwena ala topwaoli ikatekamkamna-yagila. Woya meuloili talobaili besiele iya ilobailiko, na iya nige ibebeku woyane kolili. 
HEB.4.16	Koinaele ala lau Yaubada koina tabu me ala nuwa-labulabui yo tabu me ala matausi. Kaiwena iya imiyasio ana kaba miya koina mulolo yo katekamkamna yaina, tem woya talobai kani ikatekamkamna-yagila yo isaguila.
HEB.5.1	Topwaoli lalakili meuloili Yaubada igitesipwaili tomo luwali mena yo ipeili sitolo tomo kaiweli yo ginauli meuloili silaolaoma koina siyaduyadudulaili. Kabo siya simiyamiya na tem pwaoli siginaulili tomo ali pwanoli kaiweli, yo ginauli tupwaliyao siwolena Yaubada koina tomo kaiweli. 
HEB.5.2	Yo topwaoliyaone sikatai yakato siboma nige ali kaiwe yo sauga tupwana sibeku woya koina kaiwena kwapi mumugana sikataiyako. Mwa koinaele sowasowana mumuga bigabigana mena siya toyauyaule yo tolosuwala siyadudulaili. 
HEB.5.3	Bwaite kaiwena sibomayoi ali pwanoli kaiweli sipwaoli baguna kabo muli mena tomo ali pwanoli kaiweli sipwaoli. 
HEB.5.4	Topwaoli lalakili esali silalaki kaiwena ali paisowa ginauli lalakina. Yo nige sowana yabo ibomayoi itubali paisowane kaiwena, Yaubadamo sowasowana iyogan yo ipei paisowane koina, besiele baguna iginauli Eloni koina. 
HEB.5.5	Besiele Keliso nige ibomayoi itutubali mesabana iyamala topwaoli lalakina na tem esana ilalaki. Na Yaubada iwalo koina, iba, “Kowa Natugu, kabona yaemala Tamam.”
HEB.5.6	Yo yaboyoi Same 110 iwalo besiele iba, “Kowa kani kuyamala topwaoli besiele Melekisedeki yo kumiyayai tabe.” Bwaite iyakenayagila yakato Yaubada Yeisu ipei na iyamala topwaoli lalakina, nige ibomayoi itutubali paisowane kaiwena.
HEB.5.7	Tauna kona Yeisu yanuwa yaulina mena imiyamiya. Kikiunamo iboita kabo me ana valam Getesemani koina ikawanoi Yaubada koina. Kaiwena ikatai yakato Yaubadamo sowasowana ileboi ana boita koina. Yaubada Yeisu ana kawanoi ibenalan kaiwena me ana nuwalobi yo me ana yakasisi. Kabo ikabiyakaiwe na ilosanasanai ana boita kaiwena. 
HEB.5.8	Yeisu iya Yaubada Natuna na iyamo kamkamna kana lotonan koina obiga mumugana ikatai. 
HEB.5.9	Yaubada ikatububunan mwa kaiwena Yeisu iyamala lebo kana kamwasa yaina. Kabo analiyao kainana sibenalan kani lebo yo yawasi miyamiya yaina silobai. 
HEB.5.10	Kaiwena iya Yaubada ipei topwaoli lalakina yawasosi besiele Melekisedeki na tem itolo tomo kaiweli yo tabe Yaubada kaiwena.
HEB.5.11	Yeisu ana paisowa pwaoli kana edeedede ilalaki. Nige sowana meuloina yakabiyamayale kolimiu kaiwena komiu ami katai iyoviya. 
HEB.5.12	Sauga beyabeyana koina kwanuwabui mwa yabatoko bwaite sauga sowasowamiu kwaemala toyakayakatai Keliso kaiwena, na nigele. Komiu iyaelemo besiele tomeli waluwaluli Yaubada ana walo kaiwena. Kaiwena yakayakatai malamalaena besiele kan bigabigana. Sowasowamiu wakan. Na yakayakatai polopolowena besiele kan kolokololona, nige sowasowamiu wakan. Na gubesi, nuwanuwamiu tem tomo yaboyoi ilaoma na yakayakatai malamalaenane iwalowenyoi kolimiu? 
HEB.5.13	Tomo yaiya tem kan bigabigana ikankan iya besiele melumelu. Nige sowasowana ana nuwatu ikaiwe mumuga dudulaina koina kaiwena nige ana katai ipapagan. 
HEB.5.14	Kan kolokololona tomo lalakili ali dedei. Kaiwena sauga meuloina ali meli yo ali katai sikinkin kabo ali nuwatu simatuwa yo sikatai yo sikilala toisabo kamwasa namwanamwana na toisabo naenaena.
HEB.6.1+HEB.6.2	Saugana tomo yabo inuwabui iyamala tomeli yabo, kan bigabigana taolena bwaite besiele. Tomeli waluwaluli tayakataili yakato ilonamwayagila tem mumugana naenaena tasikotanan yawasosi yo tanuwabui na Yaubada tameliyan kaiwena mumuga naenaena bwaitete iwoyaila kaba losuwala yo kaba boita. Tabe tayakataili babitaiso kaiwena yo walo-mulolo kana kilakilala kaiwena saugana nimala tapeili tomeliwo kulukululi mena, yo toboita ali toloyoi kaiwena yo tabe yatala mwawamwawasina kaiwena. Tayakayakataili bwaite besiele kaiwena bwaite yakayakatai tonuwabui waluwaluli kaiweli. Yakayakatai malamalaeline bwaimwa iya kan bigabigana. Nige sowana yakayakatai malamalaeline bolime yo bolime kolili tayakayakatai, na bwaite sauga talogabaen yo talau kan kolokololona ana dedei koina. Kaiwena nuwanuwala lalakina tem Yaubada ala katai ietulan mesabana ala meli ikaiwe na taemala tomeliwo matumatuwali. Kabo ilonamwayagila yakayakatai tabenali-namwanamwai na tem tamwasali kana katai koina. 
HEB.6.3	Koinaele tem Yaubada ana nuwatu yakayakatai malamalaeli talogabaegili yo tamwasali yakayakatai kolokololona koina na tapaisowai besiele.
HEB.6.4+HEB.6.5+HEB.6.6	Wagitai. Siya ekalesiya tolosuwala siyauyaulesosi kaiwena baguna simeli yo bulibuli kana yaliyaya silotonan, Yaluyaluwa Tabuna sikalaiyako, yo Yaubada ana walo kana namwanamwa silotonan, yo tabe Yaubada ana paisowa kaba nuwapwanopwano naga siyawatagili sauga ilalaoma koina tupwali sigitailiko. Simeli kabo muli mena Yeisu sisikotanan. Gubesi, sowasowana takalailima na sinuwabui? Nigele, nige sowana. Kaiwena ali sikote kana koleya besiele Yaubada Natuna siyakelose yoi yo siyamwalimwaline yoi mayale mena. Ali pileyoima kana kamwasa sisibayanaeyako, nige sowana takabi-yanuwabui-yoili.
HEB.6.7	Kwanuwanuwatu kaba gite bwaite tano yabo kaiwena iya sauga meuloina galewa italutalu koina. Tem ginauli namwanamwali meuloili sikin tanone koina Yaubada tanone kani iwalo-muloloi, kaiwena uwena kanna koina tanone tanuwagana ikabi-yaliyayayan. 
HEB.6.8	Na tem kawasi naenaeli yo samasamali sikin tanone koina Yaubada kani tanone ikawa-naenae-yani yo kani sigabu iwedoli.
HEB.6.9	Yagu eliyamwao namwanamwali, bwagana tem bwaite besiele kayanuwapeimiu, kakatai komiu besiele tano namwanamwana kaiwena me ami sanapu yo nuwanuwamiu lalakina tem Yaubada ana walo kwabenalan mwa koina yawasi miyamiya yaina kana mulolo kwalobaiyako. Yaubada kani ileboimiu yo kwamiya namwanamwa. 
HEB.6.10	Ana loina meuloina sidudulai, nige sowasowana ilopwano. Mumugamiu ikatai yo saugana ana tomoyao kwamulolo kolili yo kwasagusaguili igitagitaimiu. Nige sowana ami paisowane namwanamwali kwapaipaisowailine inuwa-gabaegili kaiwena mulolone kwapaipaisowailine iya esana mena. 
HEB.6.11	Nuwanuwamai lalakina komiu kaigeda kaigeda tem Yaubada koina kwameli yo me ami katekamkamna kanasiga ana kaba mwawasi koina, mesabana ginauline namwanamwana kwanuwanuwatuine yo kwasanasanai ilaoma iyamala yawasosi. 
HEB.6.12	Nige nuwanuwamai kwaemala todagela-kololo. Inamwanamwa tem besiele tokalakisiye mumugana wakalai kolimiu. Kaiwena siya me ali meli yo me ali kalakisiye Yaubada ana waloyameli sisanasanai kanasiga silobai.
HEB.6.13+HEB.6.14+HEB.6.15+HEB.6.16	Kita tomo mumugala besiele bwaite. Tem tomo tupwaliyao sibomamo sigamwapakiki kani yabo luwali mena ikawalulu tomo yabo lalakina saesaena esana mena. Kabo tomone saesaena esana ikatai yo togamwapakikine ana walo ikawa-yawasosiyan. Kabo togamwapakikine ana kawalulu koina ali gamwapakiki iyamwanou, ali edeedede imwawasi. Na saugana Yaubada ana waloyameli iginauli Abelamo koina iboma esana mena ikawalulu kaiwena nige yabo esana saesaena besiele imiyamiya. Iba, “Yawasosi yau kani yawalo-muloloiwo. Yaboyoi tubumwao kani sidebalala yo sibaibaiwasosi.” Abelamo waloyameli bwaite imeliyan yo sauga meuloina inuwatu-kalatan yo me ana kalakisiye isanasanai kanasiga waloyameline kanna ilobai, natuli Aisake sikabiyan.
HEB.6.17	Na Yaubada ginauli labui iginaulili. Baguna iwaloyameli yo muli mena waloyameline ikawaluluwan kaiwena nuwanuwana lalakina ana tomoyao sikatai nige sowasowana ana nuwatu ibui. 
HEB.6.18	Mwa koina kita tayabubu Yeisu koina takobwau, takatai yakato ginauli labui simiyamiya ala meli ana kaba kaiwe kaiwena. Ginauline labuine kaiweli nige sowana imwakota yo ana nuwatu ibui. Nigele. Ginauli bagubagunana Yaubada ana waloyameli. Yo ginauli labuina bwaite, ibomamo esana ikawaluluwan na tem ana waloyameline ikawa-yawasosiyan. Ginauline labuine sikabi-yakaiwela na mesabana ala meli takabi-kalatan yo tawae namwanamwana tanuwanuwatuine me ala kalakisiye tasanasanai naga talobai. 
HEB.6.19+HEB.6.20	Yo ginauline namwanamwanane tasanasanai ikabi-kalatagila Yaubada koina besiele waga kana lo ikabikalatan saugana sipan tayali koina kisi wagane iyaluwan. Imomosi-kalatan na wagane imiyamiya. Besiele ginauli namwanamwanane ilokalatagila, Yeisu iya ala kaba lo yo tabe ginauline namwanamwanane kana kamwasa. Kaiwena ana boita koina ibaguna-yagila yo ilusae bulibuli mena, besiele topwaoli lalakili Nume Tabu kana biliutusi yakayakasisi-molosina koina silusae. Na Yeisu pwaoli kana kamwasa iyemwawasi kaiwena ilodudulai yo ilau Yaubada koina bulibuli mena, kaiwena iya ilaomako iyamala topwaoli lalakina miyamiya yaina besiele Melekisedeki na itolo kaiwela Yaubada manna mena ala toedeedede.
HEB.7.1	Melekisedekine iya yanuwa Salem kana kin yo Yaubada Tomiyasaesosi ana topwaoli. Sauga yabo koina Abelamo yo kin tupwaliyao sikaleya mwa Abelamo iunuili yo saugana ipileyoima kamwasa mena sielobelobe Melekisedeki mekanakava kabo Melekisedeki Abelamo iwalo-muloloi. 
HEB.7.2	Abelamo itolo yo gogo meuloina tawae kaleya koina ikalai iyakasa gwau sanaulu kabo gwau kaigeda iwolena Melekisedeki koina. Na Melekisedeki esana kana bui kin todudulaisosi yo Salem yanuwa iloinayan yo igitekalatan. Salem kana bui yanuwa nuwa-daumwali mwa koina iya kin tonamwanamwasosi. 
HEB.7.3	Yo ginauli yaboyoi, tem tayasili Yaubada ana walo nige walo yabo talolobai Melekisedeki sinana yo tamana yo ana susu o nuwana kana mumuga ana kaba laoma. Yo ana sauga kabi yo ana boita nige takakatai kaiwena nige walo yabo kaiweli silelele Buki Tabu mena. Kabo sowasowana tawalo, “Melekisedeki iya topwaoli miyamiya yaina.” Koinaele iya kaba gite namwanamwana Yaubada Natuna kaiwena. Kaiwena Keliso iya ilaoma iyamala topwaoli lalakina miyamiya yaina na itolo kaiwela Yaubada manna mena ala toedeedede.
HEB.7.4	Na Abelamo iya tomo lalakina kaiwena iya tomeli bagubagunana Yaubada koina yo Isileli siya kali mumuga yaina yawasosi. Kabo wagitai. Abelamo kaleya gogona meuloina iyakasa yo gwau kaigeda iwolena Melekisedeki koina. Na mulolo mumuganane koina takatai yakato Melekisedeki esana ilalakisosi kabo Abelamo. 
HEB.7.5	Na tanuwanuwatu loinane saugana Yaubada iwolena Isileli kolili Mosese ana sauga mena. Walo yawasosi Libai tubunao siya siyamala topwaoli, mekalikavao boda Isileli, siya ali susuyao. Kaiwena meuloili silaomaya Abelamo koina. Na loinane Libai bodana kaiweli iwalo bwaite besiele iba, “Saugana boda Isileli ali gogo siyakasa, naen (9) gwau simiyamiya kolili na gwau kaigeda kani siwolena Yaubada koina, bwaine gwaune kani ilau Libai kolili.” 
HEB.7.6+HEB.7.7	Na bwagana Melekisedeki nige ilalaomaya Libai kolili, nige ali boda yabo, Abelamo gogone meuloina ikalai kaleya koina iyakasa yo gwau kaigeda, kana soi, iwolena koina mwa Melekisedeki Abelamo iwalo-muloloi. Wagitai. Takatai yakato towalo-mulolone esana ilalaki kabo iya walo-mulolone tokalainane. Walo yawasosi Abelamo iya tomo lalakina kaiwena Yaubada ana waloyameli iwalowegili koina, na iyamo Melekisedeki esana Abelamo esana ilalaki-gabaen. 
HEB.7.8	Yo ginauli yaboyoi. Libai ana bodao siya tomo bwagabwagamo. Saugana tem kali soi sitanoi na tem siboita yo sipeili salai mena kabo miyalaeli yabo Libai ana susu koina sipei iyamiyalae. Na Melekisedeki, kana soi ikalai Abelamo koina, iya meyawasina. Kaiwena Buki Tabu nige walo yabo iwawalowen ana boita kaiwena. 
HEB.7.9+HEB.7.10	Abelamo iboitako kabo bolime sibaibaiwa mulina mena Libai ana bodao situbuma kwasinena koina kaiwena siya Abelamo kali mumuga. Koinaele sowasowana tawalo yakato Libai ana bodao, siya gwau kaigeda tokalakalaine, kali soi mena gwau kaigeda siwolena Melekisedeki koina saugana Abelamo gogone ikalaili kaleya koina yo iwolena Melekisedeki. Koinaele Melekisedeki Libai ana bodao ilalaki-gabaegili.
HEB.7.11	Baguna, Mosese Libai ana bodao ipeili pwaoli paisowana sigitekalatan. Tem Buki Tabu beyabeyana tayasili, tagitai Isileli ali loina meuloina sitotolo Libai topwaoli ali paisowa koina, yakato ali paisowa koina tomo Isileli nuwatu-pwaiki silobai Yaubada manna mena. Na nigele. Nuwatu-pwaiki yawasosi nige silolobai, kaiwena Buki Tabu iwalo yakato topwaoli waluwaluna besiele Melekisedeki, iya nige besiele Eloni, kani naga iyawatagilima. 
HEB.7.12+HEB.7.13+HEB.7.14	Kita takatai yakato Yeisu ilaomaya Yuda ana susu koina. Na Mosese nige iwawalo yakato Yuda ana boda pwaoli paisowana sipaisowai. Kabo tem Buki Tabu tayasili talobai nige yabo Yuda ana susu koina pwaoli paisowana ipapaisowai. Yeisu nige ilalaoma Libai ana susu koina na iyamo Yaubada iwalo yakato Yeisu pwaoli paisowana iginauli miyamiya yaina. Iwalo sowasowana boda uloi pwaoline paisowana siginauli mwa kaiwena Yaubada loina beyabeyanane ikele-gabaen na waluwaluna ipei. 
HEB.7.15	Walo yawasosi, topwaoli uloina besiele Melekisedeki iyawatagilimako. Tem besiele, kabo loina uloina tabe iyawatagilima. 
HEB.7.16	Mosese ana loina iwalo yakato tem tomo yabo iya Libai ana susu sowasowana pwaoli paisowana ipaisowai. Na Yeisu, iya iyamala topwaoli yabo kaiwena ana kaiwe koina meyawasina imiyayai. 
HEB.7.17	Bwaite besiele Yaubada ana walo iba, “Kowa kani kuyamala topwaoli besiele Melekisedeki, yo kanasiga, nige ana kaba mwawasi.”
HEB.7.18+HEB.7.19	Pwaoli mumugana beyabeyana ana kaiwe ibelu kaiwena nige sowasowana tomo Isileli nuwatu-pwaiki yawasosi silobai Yaubada manna mena. Bwaite kaiwena Yaubada iyamiyalae na waluwaluna ipei. Kamwasa waluwalunane iya Yeisu, iya sowasowana isaguila yo ilawagila talau Yaubada salina mena. Mwa kaiwena iya ala kaba meli yo ginauline namwanamwanane tasanasanai. 
HEB.7.20	Yo kwanuwatu-kalatan bwaite. Yaubada ana waloyameli iwalowen Yeisu koina kabo iboma esana ikawaluluwan yakato waloyameline ikawa-yawasosiyan na mesabana ipei iyamala topwaoli. Na Libai yo ana bodao kaiweli, nigele. Yaubada nige besiele igiginauli. 
HEB.7.21	Mwa saugana Yeisu iyamala topwaoli yabo, Yaubada iwaloyameli koina iba, “Yau Yeoba yagu waloyameli yakawaluluwan, nige sowana yagu nuwatu yabui, kani kowamo kuyamala topwaoli miyamiya yaina.” 
HEB.7.22	Walo bwaite kaiwena mwa takatai namwanamwai yakato kamwasa waluwaluna, bwaimwa Yeisu, kamwasa beyabeyana inamwanamwa-gabaen.
HEB.7.23	Baguna, topwaoli sibaibaiwa. Kaiwena sauga meuloina tem yabo iboita kabo miyalaena sipei na tem ana paisowa iyemwawasi. Besiele ilaulau. 
HEB.7.24	Na Yeisu ipaipaisowa sauga meuloina, nige ana paisowa kana toyamiyalae. 
HEB.7.25	Koinaele sowasowana meuloili silaoma Yaubada ana kamwasa waluwaluna koina na lebo yawasosi silobai. Kaiwena Yeisu iya meyawasina miyamiya yaina yo sauga meuloina iedeedede kaiwela Yaubada manna mena. 
HEB.7.26	Topwaoli besiele Yeisu iyamo sowasowana isaguila. Kaiwena mumugana dudulaina yo inamwanamwa. Nige ana pwanoli ipapagan, iya tabu yo saugana imiyamiya yanuwa yaulina mena ana miyamiya nige besiele tolopwanoli ali miyamiya. Kabo Yaubada Yeisu esana ikeleisin isaesosi bulibuli mena. 
HEB.7.27	Iya nige besiele topwaoli lalakili tupwaliyao. Kaiwena kaliyate kaigeda kaigeda pwaoli sigabugabu na mesabana tem Yaubada siboma ali pwanoli inuwatu-pwaikili kabo muli mena tomo meuloili ali pwanoli kaiweli. Na Yeisu, nige ana nae yabo na yakato ipwaoli kaiwena. Yo pwaoli mekaigedamo ipaisowai na mesabana Yaubada tomo meuloili ali pwanoli inuwatu-pwaikili. Iboma italamwan, kwasinena ididi sauga kaigedamo, nige pwaoli yaboyoi ipapaisowai.
HEB.7.28	Mosese ana loina topwaoli lalakili ipeili ali paisowa koina, siya sauga meuloina woya koina sibekubeku yo tabe siboita. Na Yaubada natuna Yeisu ipei iyamala topwaoli. Mumugana meuloina tamana iwalowen Yeisu ipaisowa-yadudulai, koinaele sowasowana Yaubada ana paisowa ipaisowai miyamiya yaina. Yo Yaubada ana peine ikabiyakaiwe saugana ikawaluluwan iboma esana mena, bwaimwana iyawatagili Mosese ana loina mulina mena.
HEB.8.1	Walone meuloina tawalowalowenne bwaite kana bui besiele. Kabona ala topwaoli lalakina imiyamiya kaiwela. Iyaele bulibuli mena yo imiyasio Yaubada Tomiyasaesosi ulaulana mena. Yo iya ilaomako Yaubada salina mena iloiloina. 
HEB.8.2	Yo iya ipaipaisowa dedei yakayakasisi-molosina koina bwaimwana Yaubada ana Nume Tabu yawasosi bulibuli mena. Bwaine dedeine nige tomo siyayatolo na Yaubada iya iboma iyatolo. 
HEB.8.3	Topwaoli lalakili meuloili tomo sipeili ali topwaoli na tem pwaoli siginauli tomo ali pwanoli kaiweli yo pwaoli tupwaliyao tabe. Yo bwaine besiele Yeisu ala topwaoli lalakina. Nige sowasowana menimana ilau Yaubada koina na me ana pwaoli ilau.
HEB.8.4	Tem Yeisu imiyamiya yanuwa yaulina mena kani nige sowasowana Libai ali paisowa ipaisowai. Nigele. Kaiwena topwaoli siyaele simiyamiya yo pwaoli paisowana sipaipaisowai besiele Mosese ana loina. 
HEB.8.5	Wagitai. Paisowane bwaimwana topwaoline siginaginauline besiele makamakayau kaba gitemo na yawasosina imiyamiya bulibuli mena. Kabo sowasowana tawalo yakato ali Nume Tabu nige yawasosina. Bwaite kaiwena Yaubada Mosese iyanuwapei saugana palai kaba elobelobe numena sikakabi iwaloba, “Wagitekalatan tawae yayakenayagiwo koya mena kaba gitene wakabi-panaisan besiele kana koleya.” 
HEB.8.6	Na pwaoli paisowana Yaubada iwolena Yeisu koina ilalakisosi kabo muli mena pwaoli paisowana topwaoli sipaipaisowai. Mwa koina kamwasa waluwaluna kamwasa beyabeyana inamwanamwa-gabaen kaiwena Yeisu iya ala tosabilau itotolo Yaubada yo tomo luwaluwalili mena. Ginauliline Yaubada iwaloyameli ana tomoyao kolili kamwasa waluwaluna koina sinamwanamwasosi. 
HEB.8.7	Tem kamwasa beyabeyanane inamwanamwa yo nige wenoweno koina, Yaubada nige sowasowana iyamiyalaei kamwasa waluwaluna koina. Na iyamo wenoweno ilalaki beyabeyanane koina kabo ikele-gabaen. 
HEB.8.8	Kaiwena Yaubada igitai sauga meuloina ana tomoyao mumugali sinae kabo Yelemaiya gamwana mena iba, “Sauga ilalaoma koina, kani kamwasa waluwaluna yaginauli boda Isileli yo boda Yuda kolili. 
HEB.8.9	Baguna tubumiyao yayoganli Itipita koina yalawagilima kabo kamwasa yaginauli kolili na tem tayaboda kaigeda. Siyauyaule yo sigamwa-panapanawa, kamwasane nige siyayakasisiyan koinaele yamiya-dagedagela-yagili. Na bwaite kamwasa waluwalunane kani yaginauli nige besiele kamwasa beyabeyanane. 
HEB.8.10	Kamwasa waluwalunane kani yapei bwaite besiele. Kani yagu loina yapei kulukululi mena ali kaba nuwanuwatu. Tabe kani yaleleli kateli mena. Kani yau yalaoma ali Yaubada yo siya yagu tomoyao. 
HEB.8.11	Kabo nige sauga yaboyoi kani tomo yabo ana tomiya-salina mena iyakayakatai Yaubada ana katai kaiwena. Kaiwena sauganane koina kani tomo meuloili sikataiyau, iyatubu tomo kikiuna koina kanasiga tomo lalakina koina. 
HEB.8.12	Tabe kani ali yauyaule yanuwatu-pwaikili yo ali pwanoli yanuwa-gabaegili.”
HEB.8.13	Wagitai. Saugana Yaubada iedeedede kamwasa ‘waluwaluna’ kaiwena, kabo nuwala imayale yakato kamwasa beyabeyanane ibeyabeyako kikiunamo imwawasi.
HEB.9.1	Saugana Yaubada kamwasa beyabeyana iginauli loina tupwaliyao iwolegili kolili ali tapwalolo mumugana kaiwena. Tabe iwalo Mosese koina palai kaba elobelobe numena ikatububu. 
HEB.9.2+HEB.9.3	Palaine siyatolo kabo siyakasa kaleko tabatabana lalakina koina, palaine kalona mena biliutusi labui. Yabo kalo mena esana sipei dedei yakasisi. Bwaine koina mayale kaba peina yo teibeli simiyamiya. Bwaine teibeline pwalawa yakayakasisina sigwauili. Biliutusine labuina esana sipei ‘dedei yakayakasisi-molosina.’ 
HEB.9.4	Biliutusi labuinane kalona mena mayau kaba peina siginauli gole koina imiyamiya. Pwatana mena inisensi, bwalaina namwanamwana koina sigabugabu. Yo tabe besiele biliutusine kalona mena waloyameli kana dedewaga sisuma gole koina imiyamiya. Na dedewagane kalona mena ginauline bwaite simiyamiya, gaeba kikiuna, Eloni ana sige yo tabe veku tabatabali labui. Gaebane siginauli gole koina yo mana sitauli kalona mena. Eloni ana sigene pwatana mena pwalawesi ibwasili. Tabe veku tabatabali labuine pwatali mena loina sanaulu sileleli. Siya meuloili simiyamiya dedewaga kalona mena. 
HEB.9.5	Dedewagane pwatana mena anelose labui, siginaulili gole koina, siyatololi. Ginauline labuine Yaubada ana wasawasa kana kilakilala yakato iyakenayagili iya mekanakavao. Dedewaga kana kopwaiki esana sipei ‘pwanoli kana nuwatu-pwaiki kaba miyana.’ Na nige sowasowana ginauline taedeedede yoi kaiweli bwaite sauga.
HEB.9.6	Ginauline meuloili sikatububunagili kabo sowasowana topwaoli ali paisowa siyatubu. Kaliyate kaigeda kaigeda biliutusine bagubagunana bwaimwana esana sipei dedei yakasisi silusae koina na ali paisowa sipaipaisowai. 
HEB.9.7	Yo topwaoli lalakinamo iboma biliutusi labuinane, esana sipei ‘dedei yakayakasisi-molosina,’ ilusalusae koina, bolime kaigeda kalona mena mekaigedamo ilusae. Yo nige sowasowana menimana ilusae. Tem yakayakan kwasinena ikalai sowasowana ilusae, ana lusaene koina iboma ana pwaoli ipaisowai ana pwanoli kaiwena. Kabo muli mena pwaoli yaboyoi ipaisowai tomo kaiweli, bwaite pwaoline tomo bolime kaigeda kalona mena ali pwanoli siginaulili kaiwena. Pwanoli tupwali Isileli siginaulili bolimene kalona mena nige sikakataili. 
HEB.9.8	Mumugane sipaipaisowailine palaine kalona mena kaiwena Yaluyaluwa Tabuna iyanuwatuila bwaite besiele. Saugana palaine imiyamiya yanuwa yaulina mena kita nige sowasowala dedei yakayakasisi-molosina koina talusae, kaiwena Mosese ana loina ikausila. Nige kamwasa yabo imiyamiya na talau Yaubada salina mena, kamwasane naga isosoke. 
HEB.9.9	Kabo palaine bwaine kilakilala kaba gite bwaite saugane kaiwena. Tomo siya loina beyabeyana simulimuliya yo pwaoli sipaipaisowailine yakayakan kolili, yo pwaoli tupwaliyao sipaisowai, paisowane bwaine nige sowasowana ikabiyakapwali yo ali pwanoli ideuli-gabaegili. 
HEB.9.10	Kamwasa beyabeyana kana loina iwalo yakato kan tupwali sowasowali sikan yo waila tupwali sowasowali sinuma. Yo tabe tupwali loina simiyamiya gogo kali deudeuli kaiwena. Bwagana Yaubada loinane iwolena Isileli kolili nige sowasowali sikabi-yakapwala yo ala pwanoli sideuli-gabaegili. Kaiwena Yaubada kamwasane ipei sauga kubwakubwanamo kaiwena kanasiga kamwasa waluwaluna ikalaiyama iya miyamiya yaina, kabo loina beyabeyanane imwawasi sinuwa-gabaen.
HEB.9.11+HEB.9.12	Na kabona kamwasa waluwaluna imayale, kaiwena Yeisu iya ala topwaoli lalakina yawasosi ilaomako yo ana paisowa namwanamwana ipaisowai. Yeisu ana paisowa nige besiele Libai ana bodao ali paisowa, nige iyayamaisala gouti yo bulumakau kwasineli koina na iyamaisala iboma kwasinena koina yo ilivasila. Walo yawasosi, paisowa bwaite paisowa namwanamwana kaiwena kita livasi miyamiya yaina talobai. Ilivasila kabo muli mena ilusae palai kaba elobelobe numena bulibuli mena mekaigedamo. Na palaine bwaine ginauli dudulaina yo palai beyabeyanane bwaine Isileli siyatolo inamwanamwa-gabaen. Kaiwena palaine dudulaina tomo nige sikakabi yo nige imiyamiya yanuwa yaulina mena, iyaele bulibuli mena. 
