GEN.1.1	En avong mulamu, 
2CO.1.17	Ka asa koa naling kati viles ka narvatei mun ven kami. ?Ka mukave, mikilea mivandesin selusien keil onak? Nalonge keke mimundemi namul namumon hatkatien keil onak musil rendemien keil onen meatin keil ten out netan enges. Mimundemi keke navi meatin taluvosien tai koa mul viteni, “anatin numon koanek,” ka katau, naviteni suk navit, “vuo, nirmumontei mun.” 
2CO.1.18	!Vuo, narvitei meatin taluvosien! Suval koa Ahi mum vasi hatkatien keil onen ka sakras valuvos, selusien keil onomai emun rovitei luvosien. En selusien onomai, navong meviteni, “anatin mehoumon koanek,” meherviteni suk mehehit, “vuo, mehermumontei mun.” 
2CO.1.19	Anatin, mermultei mevaliluvos, veni Iesu Kristo, Natin Ahi koa Saelas, Timoti ka inau metselus usili min kami, kei roluvostei. Vuo, lises, navong Iesu vit, “Anatin, numon koanek,” kei mumoni varei. 
2CO.1.20	Anatin, mermultei mevaliluvos, veni Ahi roliluvostei. Hatkatien vasi keil onen, Iesu mum vasi keil umai avi anatin. Ven koanek, navong rovis, romul rovit, “Anatin” en isen Iesu Kristo keke rovahati lat isen Ahi vahi hetetamen imok. 
2CO.1.21	Ka Ahi varei sakin komai ka kami mun romulomal keih en demkatien orer navong rokapil ral min Kristo. Ka Ahi varei ling seh en ir keke rovahi onen. 
2CO.1.22	Kei mutis isen en moulien orer ka san Ninin Votut onen min ir vato en tiner. Ahi mumoni mukonek vatie lati keke hesan vasi tounah koa kei vat kati vasani min ir. 
2CO.1.23	Sakini narvatei masao eris en kami en out Korin veni, vahit mahat, masel kat ris kami mun vakeih ka mivalonge vatisa ris. Ahi kilea keke selusien onak vi anatin. 
2CO.1.24	Komai emai rovattei mevahi houlu en kami keke mevameng kat kami en tounah keil lisenges, veni mimul mimulomal keih en demkatien onami tuai. Komai emai vati mok mevoum vituai vatal min kami vasakin kami mivahilelau en sien.
2CO.2.1	Sakini namumon rendemien onak keke nirvattei ris emau keke miherlongtei ris hetisa ven selkatien keil onak. 
2CO.2.2	?Veni munak numon kami mihelonge hetisa, isei mun heto keke voumonau masi nau? Meatin tovuol veni nasakin kami milonge tisa houlu. 
2CO.2.3	Sakini namutis leta tai min kami keke mikilea mivahiles ran sakien keil onami koa romaltei. Hesakini, navong nihat nisao ris en kami, nirlongtei hetisa ven sakien tisa keil onami. Vuo, ek vati mok keke kami mihesakinau nilonge hetahos. Nakur anatin keke kami vasi mihoum vasi asa koa naviteni keke sien onak hemai hehi sien onami. 
2CO.2.4	Navong namutis leta enek min kami keke masel kat kami, tinok mah, nalonge tisa, ka simetok motmot. Ka narmutistei vasakin kami mivalonge vatisa. Vuo, namutisi vasakin kami mivailea keke envatien onak en kami marite mok. 
2CO.2.5	Ek vati maselus usil meatin keisom koa mum tisa. Asa koa kei mumoni romumontei inau nges malonge vatisa, ka, en usite tai, kei mumon kami vasi milonge tisa. 
2CO.2.6	Mahien koa kami houlu misani min meatin enek vinvin tuai. 
2CO.2.7	Sakini, kosa, hetahos keke mihoumon methos hetal mini ka mihehati lat rendemien onen. Hesakini, longtisaen onen herkav koe vasitei kei. 
2CO.2.8	Sakini, napeah kami keke mihoumoni heilea ris keke envatien onami mul ien. 
2CO.2.9	Navong namutis leta min kami mulamu, namumoni keke masak visi mahotini keke mivi anatin minau ka mikilea mivalong kat nau en tounah vasi. Ka anatin keke milong kat asa koa naviteni. 
2CO.2.10	Ka kosa, ek vat kami mihoumon methos hetal mini. Ka navong kami mihoumon methos hetal min meatin tai, inau mun numon methos hetal mini. Ka munak vi anatin keke kei mumon tounah tisa va kat inau, en meten Iesu Kristo, namumon methos ral mini vakataun viluen onami. 
2CO.2.11	Rehoumoni hemukonek veni rokilea revi rendemien vasi keil onen 
2CO.2.12	Navong nasan leta onak min kami evus, namual nuva en taon ten out Troas keke mahiten more longlongien usil Iesu Kristo eni. Ka nalesi keke Asuv sehen voiteh en out enek keke moumon umen onen. 
2CO.2.13	Ka navong narvotintei tuak Taetas en out enek koa nasila vat ven kami, namundemko houlu. Sakini nasentulai min meatin keil ekonek, ka nuva ris en sise onak maha en provins ten out Masedonia keke malekati. 
2CO.2.14	Ka avaseini namundemko mukok, namasmas Ahi houlu mok. Namasmasi veni kei sakin Iesu Kristo vavae lin vativieh keil onen, ka lisenges kei mul mulamun komai en meten meatin keil. Ka en out vasi koa mulamun komai eni, more longlongien koa sakin meatin keil availea en Ahi mul ka vasi out. 
2CO.2.15	Tei en meatin keil, Ahi mul mutut keil, ka teisav en keil amul avupuol. Ka navong mevitehiten more longlongien usil Kristo min meatin keil, Ahi si veni suval si kei navong mus vite ten sanien votut tai. 
2CO.2.16	Navong koakeil Ahi mul mutut keil amusi, vi vite ten moulien min keil. Ka navong koakeil amul avupuol amusi, vi vite ten matien. 
2CO.2.16	?Isei varei vinvin vakur vati umen koanek? !Meatin tovuol! 
2CO.2.17	Ka komai mersuvaltei meatin keil houlu koa amul avis meatin keil keke avahul more longlongien onen Ahi ran keil suval vi titi tounah tai. !Vuo! Veni Ahi sila komai mevaha vasuval eiloheh keil onen keke mevahitehiten more longlongien usil Iesu Kristo. Ka melei kati keke sakien onomai musil rendemien koa vi anatin ka muto suval koa Ahi en vati, veni mekilea keke meten Ahi mul en komai.
2CO.3.1	Navong namutis selusien enek min kami usil umen onomai, eiloheh keil, narmumontei keke mahati lat isomai eris en metomi. ?Vuo mukave? ?Kami emi vati mivakur leta ten hitkileaen ran hetetamen tai keke mikilea mivaling desien onami en komai? ?Vuo kami mihetis leta ten hitkileaen en usite onomai keke meatin sav keil akilea avaling desien one en komai? !Vuo! 
2CO.3.2	Veni kami varei mivi leta koa mul vit kilea keke mevi anatin. Ven envatien onomai en kami, isomi mul en tinomai keke meatin vasi keil akilea avahuli ka avalei kilea eni. 
2CO.3.3	Anatin, demkatien onami koa vi anatin suval leta koa Kristo varei mutisi vahit kilea en komai. Ka romutistei eni vatal min pen tai. Vuo, mutis eni ral min Ninin onen Ahi koa moul. Ka romutistei en ahat suval koa Mosis mutis eni. Vuo, mutis kati en tinomi varei. 
2CO.3.4	Komai mekilea mevahiteni vamukonek veni memundesini keke Ahi rie lat komai en Iesu Kristo keke mevoumon umen koanek. 
2CO.3.5	Mervitentei keke komai enges mevinvin mevoumon tounah vuo mevasakin heite ten umen onomai vakistal. Komai mekilea keke tounah koa memul memumoni ka heite teni, keilu vasi luka ven Ahi enges. 
2CO.3.6	Anatin, kei enges sakin komai mevinvin mevahi meatin keil onen keke mevaselus en usite ten 
2CO.3.7	Mulamu, navong Ahi san mengkatien keil koa rei lati en ahat min 
2CO.3.8	kei hesakin hatkatien takeih hau koa Ninin Votut mul mum ral mini keke hemai hetal min hetetamenien ka muohien koa hemariso mok. 
2CO.3.9	Veni mengkatien keil koa Ahi sani min meatin keil koa sakin keil alei kilea armaltei en meten ka mal akur mahien veni, kei sani ral min mari muohien. Ka munak san mengkatien keil enek ral min mari muohien, hatkatien takeih hau koa sakin meatin keil amal en meten mul mai ral min muohien koa mariso mok. 
2CO.3.10	Anatin, asa koa mai ral min muohien onen Ahi mulamu, rolesi keke vuol rani, veni muohien ten asa koa kei sani katau suk mariso mok muli. 
2CO.3.11	Asa koa Ahi sani mulamu ral min muohien koa vuol rani, kei ling lati keke vasan hatkatien takeih hau ten lisenges. Sakini, rokilea keke muohien teni mariso mok ka hel lisenges.
2CO.3.12	Sakini, veni desien onomai en hatkatien takeih hau onen Ahi mariso, memarir en umen vasi keil onomai. 
2CO.3.13	Mermumontei vasuval Mosis koa ling kaliko mul kav koe veinan vasakin me-Isrel keil avarlei kileatei keke Ahi mul ling lat muohien teni keke vaha vavuol. 
2CO.3.14	Anatin, Ahi sakin rendemien onen me-Isrel keil koteh keke arkileatei aneite teni. Ka en avong kosa emun, navong me-Isrel keil alonge keke meatin tai mul vuli selusien ten hatkatien takeih matu, rendemien one koteh veah. Suval kaliko tai mul koe rendemien one keke arlong kileatei anatinien ten hatkatien takeih hau. Ka navong umai akapil ral min Iesu Kristo, Ahi mul sehen rendemien one suval koa kulat kaliko koa mul koe rendemien one. 
2CO.3.15	Anatin, rokol avong kosa, navong avuli mengkatien onen Mosis, suval koa kaliko enek mul veah kav koe rendemien onen me-Isrel keil. 
2CO.3.16	Ka navong tine viles ka umai ven Asuv, Ahi kulat kaliko enek ran rendemien one. 
2CO.3.17	Ka Asuv enek vi Ninin Votut, ka navong Ninin onen Ahi Asuv mul en tiner, romaluv ran mengkatien keil koa ring koe ir ran Ahi. 
2CO.3.18	Sakini, ir vasi koa roling desien orer en Asuv, asa koa kav koe rendemien orer, Ahi kulati tuai. Sakini, rolei kilea en hetetamenien ka muohien onen Asuv, ka mul viles ir va vio … moulien orer mul kur suvalien onen suval kilas tai mul kur suvalien ten tounah. Ka vi Ninin onen Asuv koa mul mumon tounah keil enek en moulien orer.
2CO.4.1	Ka vi Ahi varei koa san umen koanik min komai keke mevahit luvati usil hatkatien takeih hau onen. Sakini, veni Ahi san umen enek min komai musil more envatien onen keke mesan more longlongien onen, rendemien onomai sakras vamot ka meherlokoveintei umen enek. 
2CO.4.2	Komai mesesein sakien tisa keil koa meatin keil asak visi avoum suaini veni amemou eni. Ka meling rendemien onomai keke meherluvostei meatin sav vuo mehervilestei selusien onen Ahi nateisav. En meten Ahi, mevitehiten tounah koa vi anatin en sakien koa meatin sav keil ilesi hemal eni. 
2CO.4.3	Ka munak koakeil amul en sise ten matien arkilea revitei aneite ten more longlongien koa mevitehiteni, arkileatei veni rendemien one koteh suval kaliko tai mul kav koe keil veah. 
2CO.4.4	Keil arkurtei anatin eni ven Temat, koa meatin keil ten out netan amusili suval ahi one, mul sakin rendemien one koteh suval mete var. Sakini, asakras avalei kilea titinien ten muohien ten more longlongien usil Iesu Kristo koa suval Ahi etin en usite vasi keil. 
2CO.4.5	Sakini, navong meva keke mevaselus min meatin keil, mervitehitentei usil komai, ka mevitehiten keke Iesu Kristo vi Asuv ka memum mini suval mevi slev onami. 
2CO.4.6	Navong Ahi mumon out netan kei vit, 
2CO.4.7	Anatin, hetetamenien ka muohien ten hatkatien hau enek koa moreite mok, Ahi lingi mul ritin en tinomai neim. Koanek suval koa meatin tai mul ling suain tounah koa mormoreite val en veite koa amumoni en tanhilhili enges koa rokeihtei. En sakien koanek, meatin vasi keil ilei kilea keke mari keihoen teni kistal ka ven Ahi, rokistaltei ran komai. 
2CO.4.8	Avong houlu, komai mekur mahien en usite vasi keil, ka mermundem sesaitei. Avaseini memundemko, ka desien onomai rovuoltei. 
2CO.4.9	Meatin houlu asak visi avapurun komai, ka Ahi rolokoveintei komai. Avaseini amu tan en komai, ka armu vasitei komai. 
2CO.4.10	Ka en sise ten avong keil takeih enek, avemai mul kapil ral min Iesu en mahien ka matien koa kei kuri en aven. En sise enek, meatin keil akilea avalei kilea moulien onen Iesu vaka en moulien onomai. 
2CO.4.11	Veni navong memul memoul veah, meatin sav keil amul asan matien min komai veni memusil kat Iesu. En sise enek, meatin keil akilea avalei kilea moulien onen Iesu vaka en avemai koa memerau enges. 
2CO.4.12	Ka avaseini komai memul mevisu en matien lises keke mevakur more longlongien vaha min kami, kami mimul mikur moulien ten lisenges.
2CO.4.13	Tus Votut viteni vit, 
2CO.4.14	Ka memul veah meselus veni mekilea keke Ahi koa rali lat Asuv Iesu ran matien, kei varei hetali lat komai emun veni mekapil vituai ral min Iesu. Anatin, kei hetali lat komai hetal min kami mun reheha rehelomal en meten. 
2CO.4.15	Anatin, mahien ka avong keil takeih koa mevisu eni, mekuri keke mekilea mevahitehiten more longlongien veni mekilea koanek mul kataun kami ka mul kataun meatin sav keil emun avalong kilea usil more envatien onen Ahi. Ka navong along kilea eni, keil akilea avamasmas Ahi veni, ka avahati lat isen ven hetetamenien onen. 
2CO.4.16	Sakini, komai mermaentei rendemien onomai vamot. Avaseini avemai hae mul makutkut, ka en avong vasi, demkatien koa mul en tinomai neim mul mai keih imok. 
2CO.4.17	Veni komai meles mahien keil koa memul mekuri suval vi titi tounah ten avong havivis. Ka navong memul mevisu en keil, mehekur mormore tounah koa hetetamen imok koa sakras vavus en out nesa. 
2CO.4.18	Veni navong komai meles tounah keil ten out netan en metomai, merlingtei demkatien onomai eni, veni mekilea amul ten avong havivis. !Vuo! Komai melele va en tounah keil en out nesa koa meten meatin keil sakras valesi, ka meling demkatien onomai eni veni keil amul lises ka lisenges. 
2CO.5.1	Tahos rehermundem ramattei usil aver, veni rokilea keke aver suval eim tavolin koa roro ien en out netan ekek ten avong havivis. Ka navong vuol, reheha reheto en teim koa Ahi varei mumoni. Teim tai koa mal rovato ien lisenges en out nesa. 
2CO.5.2	Ka navong roro veah en eim tavolin ekek, romahise ka er vati mok keke rovakur aver hau koa hehi teim orer en out nesa. 
2CO.5.3	Ka navong rumat, ninin orer herkaka hontei veni aver hau orer heav koe ris ninin orer tuai. 
2CO.5.4	Navong roro veah en eim tavolin ekek, ir romahise veni mahien koa rokuri meas. Ka navong romahise, rovitei veni er vati rovamat keke rovalokovein eim tavolin ekek. Vuo, er vati mok keke aver ten out netan hehiles varei hemai hehi aver koa hehi heite hau koa kilea vamoul lises. 
2CO.5.5	Ka Ahi varei sak mesein ir keke rovakur aver hau enek. Ka kei san Ninin onen mai moul en ir suval metai vatie lati vi anatin keke houmon asa koa kei vat kati. 
2CO.5.6	Sakini, rendemien orer keih, avaseini keke navong roro semau en eim tavolin ekek, rorrotei veah en out koa Asuv Iesu mul ien. 
2CO.5.7	Veni navong roro semau en out netan, romusil Iesu ral min demkatien, rormusiltei veni rokilea rovalesi en meter. 
2CO.5.8	Anatin, rendemien orer keih, veni rosi ir munak rehemat ka rehelokovein aver ekok, veni rokilea keke reheto hetal min Asuv Iesu en teim orer ke va. 
2CO.5.9	Ka avaseini munak roro ekok vuo ke va, rosak visi keih rovasan sien mini en tounah vasi koa romumoni. 
2CO.5.10	Veni, ir vasi rehelomal en meten Iesu Kristo en kot onen en avong koa helei rahit usite onen meatin vasi keil. Ka ir vasi rehekur asa koa mal musil tounah vasi keil koa romumoni en aver, asa koa tahos vuo asa koa tisa. 
2CO.5.11	Sakini, veni mehouhou min Asuv ka mekilea keke meatin keil ilomal en meten, memul mesak visi mevapeah mesav keil keke avaling desien one en Kristo. Ahi kilea revi keke memumon tounah vasi ral min rendemien koa mal, ka ek vati mok keke kami mun miheilea eni. 
2CO.5.12	Komai mersak vistei mevahati lat komai eris min kami. Ka mesak visi mevahit kilea en umen keil onomai keke mivasi kami ven komai. Hesakini, kami mikilea mivasa kes selusien en usite onomai min koakeil aselus houlu usil aven meatin hae, ka armundemtei usil asa koa mul en tin meatin neim. 
2CO.5.13	Munak memumon tounah suval mevi varu, memumoni veni memusil kat Ahi. Ka munak memumon tounah ral min rendemien koa tahos, memumoni vakataun kami. 
2CO.5.14	Ka tounah vasi koa memul memumoni, memumoni veni envatien onen Kristo vi houlu en moulien onomai. Veni mekur anatin keke meatin tai emat vinat meatin vasi keil en out netan. Ka ven koanek, suval koa ir vasi mun romat. Ka suval teiai tai sakras emun voumon etai tisaen, ir rehermumontei mun tisaen keil. 
2CO.5.15	Anatin, kei mat ven ir vasi vasakin ir koa rokur moulien hau, rormoultei mun vousil rendemien orer enges. !Vuo! Ir rehemoul vousil kat rendemien onen Kristo koa mat ka moul eris ran matien ven ir. 
2CO.5.16	Sakini, komai merlei rahittei mun usite onen etai meatin musil rendemien keil onen meatin enges. Anatin keke mulamu, melei rahit usite onen Kristo musil rendemien onen meatin keil ten out netan. Ka mermundemtei mun usili vamukonek. 
2CO.5.17	Navong meatin tai kapil ral min Iesu Kristo, kei mai vi heite hau. Moulien matu onen vuol, ka kei kur moulien hau tai. 
2CO.5.18	Vi Ahi koa mul viles ir mukok. Mulamu, rovi vativieh keil ral mini, ka ven asa koa Iesu Kristo mumoni en usite orer, Ahi sakin ir roro en tomat ral mini. Ka evus, kei san umen min komai keke mevaha mevahit meseini min meatin keil keke keil emun akilea avato en tomat vatal mini. 
2CO.5.19	Anatin, asa koa Iesu Kristo mumoni mumon sise keke Ahi kilea vato en tomat vatal min meatin vasi keil. Ahi rovulitei mun tisaen keil one vaha kat usite one. Ka kosa, more longlongien usil sise ten tomat enek, Ahi sani min komai keke mevahitehiteni min meatin vasi keil. 
2CO.5.20	Sakini, komai memul meva min meatin keil vasi en usite onen Iesu Kristo, ka Ahi varei mul selus min keil ka en komai. Sakini, en isen Iesu Kristo, komai mepeah kami keke mihervitei mun vativieh hetal min Ahi, ka miheto en tomat hetal mini. 
2CO.5.21	Iesu Kristo, 
2CO.6.1	Sakini, veni memum vituai ral min Ahi varei, mepeah kami koa mikur more envatien onen Ahi tuai keke mihendemvu ven more envatien enek. 
2CO.6.2	Mihelong asa koa Ahi viteni navong vit,
2CO.6.2	!Anatin, kosa vi avong mal keke Ahi vamai vakataun kami! !Kosa vi avong koa kei houtut kami!
2CO.6.3	En umen ka moulien vasi onomai, mesak visi keke mevoumon tounah vasi vamal en meten meatin sav keil keke mersakin etai meatin val vasavoi en demkatien onen. 
2CO.6.4	En tounah vasi koa memumoni, mesak visi mevatie lati keke mevi meatin keil toumien onen Ahi. Avaseini meatin sav keil amul asak vis demkatien onomai, asan mahien min komai, ka amumoni keih en komai, mekuri ral min rendemien koa taveah. 
2CO.6.5	Amuas komai, aling komai en eim takeih, ka aso koe komai. Umen takeih muas komai, amai kat komai, ka vongien houlu, mermatiltei. 
2CO.6.6	Merie lati keke mevi anatin en Ahi ka en sakien keil koa mutolas, ka en ileilien koa Ahi sani min komai, ka ka en tounah koa mekuri en rendemien koa taveah. Memumoni tahos min meatin sav keil ka memumon tounah ral min envatien koa vi anatin. Ka memum ral min tounah koa 
2CO.6.7	Selusien onomai vi anatin ka memum ral min keihoen onen Ahi. Suval meatin tavaeen keil, sakien onomai koa mal mai suval naef tavaeen koa mevae en usite onen Ahi ka mai suval eikokoe koa mering koe more longlongien eni. 
2CO.6.8	Mevikit umen koa Ahi sani min komai, avaseini meatin keil avouhou min komai vuo arvouhoutei, avati lat isomai vuo avitan eni. Avaseini meselus en anatinien, amumoni min komai suval mevi meatin taluvosien keil. 
2CO.6.9	Avaseini meatin houlu akilea en komai, amumoni min komai suval koa areingeingen komai. Avong houlu amutah purun komai ka asak visi avou vini komai, ka milesi, memoul veah memules. 
2CO.6.10	Avaseini melonge tisa veni tounah houlu, sien mul en komai lisenges. Avaseini mani onomai tovuol, mesakin meatin sav keil avilelau en tounah keil onen Ahi. Anatin, avaseini keke tounah onomai en out netan tovuol, tounah vasi onen Ahi vi onomai. 
2CO.6.11	Tuak keil en out Korin, mevit vasin rendemien onomai, ka mirling suain etai tounah ran kami. Envatien onomai mul en kami houlu ka memul mesehen tinomai ven kami. 
2CO.6.12	Munak tounah tai mul koa mul ring koe viluen orer, rokatei ven komai, ka en kami koa mikoteh en tinomi ven komai. 
2CO.6.13	Namul naselus min kami suval mivi titak keil kati. Ka napeah kami keke mihesehen tinomi ven komai keke mihesa kes envatien onomai. 
2CO.6.14	Minapiltei natal koakeil arkurtei anatin en Ahi. Veni koakeil amusil sise koa mal asakras avousil sise tas vatal min koakeil amusil sise koa kalkali. ?Mukave, meneai ka mankoli lukilea luvato out vatas? 
2CO.6.15	?Mukave, Iesu Kristo ka Temat lukilea luvakur rendemien vatas? !Lusakras! En vati sakien enek, meatin tai koa kur anatin en Kristo sakras vapil vituai en tounah vatal min meatin koa rokurtei anatin eni. 
2CO.6.16	En sakien koa arvatei netan min nana onen ahi sav en Eim Votut onen Ahi, ir rosakras rovaha netan vituai vatal min koakeil uva netan min nana keil. Veni ir rovi Eim Votut onen Ahi koa moul. Koanek suval asa koa Ahi viteni navong vit,
2CO.6.17	Sakini, Ahi Asuv viteni mun vit,
2CO.7.1	Tuak ka ahinkuli keil, veni ir rokur hatkatien keil enek ka ven Ahi, rehekas motein moulien orer ran tounah koa kilea vasakin aver ka ninin orer vahilehilu eni. Anatin, rehetie lati mok keke moulien orer vi votut veni romul rovouhou min Ahi.
2CO.7.2	Komai mevis kami keke mihesehen tinomi ven komai, veni komai mermumon etai tounah vatisa vaha kat kami, merpurun etai meatin, ka mersak vistei mevaluvos etai meatin keke mevalah lat tounah onen. 
2CO.7.3	Anatin keke tei en kami amul apurun isomai mukok ka narvitentei selusien enek vasakin kami mivamemou eni. !Vuo! Veni, suval naviteni tuai, envatien onomai mul en kami mok. Ka avaseini munak rehemoul vuo rehemat, envatien onomai hel en kami lises. 
2CO.7.4	Inau namundesin kami ka navasi kami. Avaseini mevisu en avong keil takeih houlu en hen mesav keil, navong namundem usil kami, koanek mul vati lat rendemien onak ka sakinau navilelau en sien.
2CO.7.5	Suval koa naviteni mulamu, navong metrokol provins ten out Masedonia, metsakras metvaseh. Tounah houlu mai muas komaitel: metlehkao ral min meatin keil koa amusel ral min komaitel, ka metlehkao emun ral min rendemien onomaitel veni metmundemko houlu ven kami. 
2CO.7.6	Ka Ahi koa mul vati lat koakeil rendemien one mot, kei vati lat rendemien onomaitel navong metles Taetas emai ven komaitel. 
2CO.7.7	Ka roviteis amaien onen koa vati lat rendemien onomaitel. Kei kur longlongien keke kami mivati lat rendemien onen veni emi vati mok mivales inau, milonge tisa ven asa koa mimumoni, ka rendemien onami keih keke mivalomal en usite onak en meten koakeil aselus kutut kat nau. Navong nakur longlongien enek, nalonge tahos vis tahos imok.
2CO.7.8	Navong nalonge keke kami milonge tisa navong mikur leta koa namutisi min kami, inau mun nalonge tisa ten avong havivis. Ka kosa, narlongtei mun vatisa veni. 
2CO.7.9	Anatin, kosa nasi nau houlu, ka rovitei veni nasakin kami milonge tisa. Nasi nau keke longtisaen onami sakin kami miviles ran sakien tisa keil onami. Anatin, longtisaen enek koa metsani min kami, Ahi sakini mai vi kataunien min kami. 
2CO.7.10	Veni longtisaen koa ka ven Ahi mul sakin meatin tai vahiles ran tisaen keil onen. Navong Ahi lesi keke meatin viles ran tisaen onen, mul mutut moulien onen. Sakini, vati longtisaen enek, meatin sakras valonge vatisa eni. Ka longtisaen tamun mul koa vi ten out netan enges. Vati longtisaen enek rosakintei meatin tai vahiles ran tisaen keil onen. Vati longtisaen enek mul sakin meatin val en sise ten matien ka vaka ran Ahi lisenges. 
2CO.7.11	Miheles vis asa koa Ahi mumoni en moulien onami ral min longtisaen keil onami. Koanek sakin kami emi vati mok mivasak revi isomi ven asa koa mimumoni. Anatin, navong mikur leta onak, mimusil eni ka emi von eni. Milonge tisa houlu ka emi vati mok mivoumon asa koa mal, ka, hatte tas, misan mahien min koakeil amum romaltei. En usite vasi keil, kami mirie lati keke, en usite koa namutisi vat ven kami, motien onami tovuol. 
2CO.7.12	Navong namutis leta koanek min kami, narmutistei vasakin kami mivasan mahien min kei koa mum tisa, vuo keke mivakataun kei koa meatin mum tisa eni. Vuo. Namutisi keke, en meten Ahi, kami mihehotini keke envatien onami en komaitel vi anatin mukave. 
2CO.7.13	Longlongien enek vati lat rendemien onomaitel houlu.
2CO.7.13	Ka sien onomaitel houlu mok navong metles sien onen Taetas. Veni navong kei kur longlongien usil kami mulamu, rendemien onen langlango houlu. Ka navong les kami, sakien onami sakin rendemien onen mai ris tahos. 
2CO.7.14	Navong nasila Taetas vat min kami, navasi nau houlu ven kami mini navit mimusil kat Ahi en moulien onami. Ka nasi nau keke mirmumontei selusien onak vamai vahi luvosien enges vasakinau mamemou eni. Veni en vati sakien koa selusien vasi keil koa metsani min kami vi anatin, Taetas lesi keke tounah vasi mun koa navasi kami eni mini vi anatin. 
2CO.7.15	Ka envatien onen Taetas en kami mai keih imok. Veni kei mul mundem kati mukave kami vasi milong kat selusien keil onak, ka mukave mikur revi kei ral min metauen ka maleleien veni mai en isen Ahi. 
2CO.7.16	Sakini, inau nasi nau houlu veni nakilea revi mok keke demkatien onami vi anatin.
2CO.8.1	Tuomai keil ka ahinemai keil, emai vati keke kami mivailea en heite ten more envatien onen Ahi koa mai kistal en moulien onen Kristin keil ten sios keil ten out Masedonia. 
2CO.8.2	Avaseini keke meatin sav keil amumoni keih min keil ven demkatien one, avilelau en sien. Ka avaseini keke tounah one tovuol, asan mani houlu vakataun mesav keil. 
2CO.8.3	Nakilea mahiteni min kami keke mani koa keil asani ral min tinahos musil asa koa akilea avasani, vuo marite mok muli. 
2CO.8.4	Keil apeah ir keih imok keke mehemaen keil isan he avakataun meatin keil onen Ahi en out Serusalem. 
2CO.8.5	Asa koa keil asani mulin asa koa komai memundem usili. Ka marite mok en koanek, mulamu, keil asan keil sase enges min Ahi Asuv, ka evus, asan keil min komai keke mevalamun keil avousil rendemien onen Ahi. 
2CO.8.6	Sakini mevis Taetas, koa mum rohtoh en umen enek ral min kami, keke vahat ven kami eris voum vasin more umen ten tinahos enek valah ruain mani vasi keil koa mivat kati keke mivasani. 
2CO.8.7	Kami mirie lati tuai keke tounah vasi mimumoni tahos vis tahos imok. Kami houlu mikur sanien ten demkatien, kami houlu mikur sanien koa misan more selusien onen Ahi, ka kami houlu mikur sanien ten ileilien. Mirie lati mun keke emi vati mok mivakataun mesav keil, ka envatien onami ven komai mariso mok. Sakini, emai vati keke mihesan kami emun en umen koanik keke mivasak mesein sanien tai vakataun koakeil en out Sudea eni. 
2CO.8.8	Narmultei mameng kat kami keke mivasan kataunien. Vuo. Ka namul nasak visi mahotini keke anatinien ten envatien onami suval asa koa namul nalesi en moulien onen Kristin sav keil. 
2CO.8.9	Kami mikilea more envatien koa Iesu Kristo, Asuv orer, rie lati min ir. Avaseini keke tounah onen houlu en out nesa, kei mita en out netan ka mai vi meatin koa tounah onen tovuol, ka mumoni mukok vakataun kami. Anatin, kei mita, tounah onen tovuol, vasakin kami mivahilelau en tounah vasi onen Ahi. 
2CO.8.10	Sakini, vi rendemien onak enges keke vatahos imok kami mivoum vasi asa kami mimum rohtoh eni en sua koa eva. Anatin, hetahos imok mihoumoni, ka mihoumoni hetal min tinahos. 
2CO.8.11	Sakini, mihoum vasi umen enek housil asa koa mikilea mivasani. En sakien enek, mihetie lati keke sien koa mul en kami navong mimum vasi eni hesuval sien koa mikuri navong mimumon hatkatien teni. 
2CO.8.12	Munak mihesan kataunien hetal min sien, hemal en meten Ahi. Kei en vati keke sanien onami housil asa koa mikilea mivasani, romundemtei keke mihesan tounah vali asa koa mikilea mivoumoni. 
2CO.8.13	Narmundemtei keke sanien onami hekataun meatin sav keil avahilelau en tounah, ka houmoni hekeih ramat en kami. Vuo. Ka hetahos imok mihevinvin hetal min keil. 
2CO.8.14	Anatin, kosa kami mivilelau en tounah. Sakini, mal keke mihekataun koakeil tounah one tovuol. Ka hesakini, navong keil ihilelau en tounah, vahesa ilea avakataun kami eris. Hemukonek, kami vasi mihekuri hevinvin. 
2CO.8.15	Hesuval koa Tus Votut mul viteni vit,
2CO.8.16	Ka komai memasmas Ahi veni kei sakin Taetas si kei houlu ven kami suval sien koa komai mun mekuri ven kami. 
2CO.8.17	Veni navong mevis Taetas vahat vakataun kami, kei si mok, veni musil asa koa kei mun en vati voumoni. 
2CO.8.18	Ral min Taetas, memul mesila tunali tai koa avouhou mini marite mok en sios vasi keil. Amul avouhou mini ven more selusien koa mul vit usil more longlongien onen Ahi. 
2CO.8.19	Ka tamun en koanek, sios keil arie lat Taetas vousil komai navong meheha keke mevasan sanien ten kataunien enek. Sanien enek hetie lati keke Kristin keil koa arvitei Siu e vati mok avakataun tue keil koa avi Siu. Umen ten envatien koanek hehati lat isen Asuv hemai hehi hetetamen imok.
2CO.8.20	Komai memul mesila Taetas keilu lumual vituai keke meatin tovuol vailea vasel kutut kat komai usil sise koa memul melah mari sanien enek ka sise keke mehetiti vasi. 
2CO.8.21	Veni emai vati mok mevoumon asa koa mal en meten Ahi Asuv ka en meten meatin sav keil emun. 
