GEN.1.2	E a terra era sem forma e vazia; e 
NAM.1.15	Eis sobre os montes os pés do que traz boas novas, do que anuncia a paz! Celebra as tuas festas, ó Judá, cumpre os teus votos, porque o ímpio não tornará mais a passar por ti: ele é inteiramente exterminado.
NAM.2.2	Porque o Senhor trará outra vez a excelência de Jacob, como a excelência de Israel; porque os que despejam os despejaram, e corromperam os seus sarmentos. 
NAM.2.3	Os escudos dos seus valentes estarão vermelhos, os homens valorosos escarlates, os carros como fogo de tochas no dia da sua preparação, e as lanças se sacudirão terrivelmente. 
NAM.2.4	Os carros se enfurecerão nas praças, chocar-se-ão pelas ruas: o seu parecer 
NAM.2.5	Este se lembrará das suas riquezas: eles, 
NAM.2.6	As portas do rio se abrirão, e o palácio se derreterá. 
NAM.2.7	E Huzab está descoberta; será levada cativa, e as suas servas a acompanharão, gemendo como pombas, batendo nos seus peitos. 
NAM.2.8	Nínive, desde que existe, tem sido como um tanque de águas; elas, porém, fogem 
NAM.2.9	Saqueai a prata, saqueai o ouro, porque não tem termo o provimento, abastança há de todo o género de móveis apetecíveis. 
NAM.2.10	Vazia e esgotada e devastada ficará: e derrete-se o coração, e tremem os joelhos, e em todos os lombos há dor; e os rostos de todos eles empalidecem. 
NAM.2.11	Onde está 
NAM.2.12	O leão arrebatava o que bastava para os seus cachorros, e estrangulava a presa para as suas leoas, e enchia de presas as suas cavernas, e os seus covis de rapina. 
NAM.2.13	Eis que eu estou contra ti, diz o Senhor dos Exércitos, e queimarei no fumo os teus carros, e a espada devorará os teus leõezinhos, e arrancarei da terra a tua presa, e não se ouvirá mais a voz dos teus embaixadores.
NAM.3.2	Estrépito de açoite 
NAM.3.3	O cavaleiro levanta a espada flamejante, e a lança relampagueante, e 
NAM.3.4	Por causa da multidão dos pecados da mui graciosa meretriz, da mestra das feitiçarias, que vendeu os povos com os seus deleites, e as gerações com as suas feitiçarias. 
NAM.3.5	Eis que eu estou contra ti, diz o Senhor dos Exércitos, e te descobrirei na tua face, e às nações mostrarei a tua nudez, e aos reinos a tua vergonha. 
NAM.3.6	E lançarei sobre ti coisas abomináveis, e te envergonharei, e pôr-te-ei como espetáculo. 
NAM.3.7	E há de ser que todos os que te virem fugirão de ti, e dirão: Nínive está destruída; quem terá compaixão dela? de onde buscarei consoladores para ti? 
NAM.3.8	És tu melhor do que Nóamon, que está situada entre os rios, cercada de águas, tendo por esplanada o mar, e ainda o mar por muralha? 
NAM.3.9	Etiópia e Egito 
NAM.3.10	Todavia, ela foi levada, foi para o cativeiro: também os seus filhos foram despedaçados no topo de todas as ruas, e sobre os seus nobres lançaram sortes, e todos os seus grandes foram presos com grilhões. 
NAM.3.11	Tu, também, serás embriagada, e te esconderás; também buscarás força por causa do inimigo. 
NAM.3.12	Todas as tuas fortalezas serão 
NAM.3.13	Eis que o teu povo, no meio de ti, será 
NAM.3.14	Tira águas para o cerco, fortifica as tuas fortalezas, entra no lodo, e pisa o barro, repara o forno para os ladrilhos. 
NAM.3.15	O fogo ali te consumirá, a espada te exterminará; consumir-te-á como a locusta; multiplica-te como a locusta, multiplica-te como os gafanhotos. 
NAM.3.16	Multiplicaste os teus negociantes, mais do que as estrelas do céu; a locusta se espalhará, e voará. 
NAM.3.17	Os teus coroados 
NAM.3.18	Os teus pastores dormitarão, ó rei da Assíria; os teus ilustres deitar-se-ão, o teu povo se derramará pelos montes, sem que haja quem possa ajuntá-los. 
NAM.3.19	Não 
HAB.1.1	O PESO que viu o profeta Habacuc. 
HAB.1.2	Até quando, Senhor, clamarei eu, e tu não me escutarás? gritarei: Violência! e não salvarás? 
HAB.1.3	Por que razão me fazes ver a iniquidade, e ver a vexação? porque a destruição e a violência estão diante de mim; há, também, quem suscite a contenda e o litígio. 
HAB.1.4	Por esta causa, a lei se afrouxa, e a sentença nunca sai; porque o ímpio cerca o justo, e sai o juízo pervertido. 
HAB.1.5	Vede entre as nações, e olhai, e maravilhai-vos, e admirai-vos: porque realizo nos vossos dias uma obra, que vós não crereis, quando vos for contada. 
HAB.1.6	Porque, eis que suscito os caldeus, nação amarga e apressada, que marcha sobre a largura da terra, para possuir moradas não suas. 
HAB.1.7	Horrível e terrível é; dela mesma sairá o seu juízo e a sua grandeza. 
HAB.1.8	Os seus cavalos são mais ligeiros do que os leopardos e mais perspicazes do que os lobos à tarde; os seus cavaleiros espalham-se por toda a parte; sim, os seus cavaleiros virão de longe, voarão como águias que se apressam à comida. 
HAB.1.9	Eles todos virão, com violência: os seus rostos buscarão o oriente, e eles congregarão os cativos, como areia. 
HAB.1.10	E escarnecerão dos reis, e dos príncipes farão zombaria: eles se rirão de todas as fortalezas, porque, amontoando terra, as tomarão. 
HAB.1.11	Então passará 
HAB.1.12	Não 
HAB.1.13	Tu és tão puro de olhos que não podes ver o mal, e a vexação não podes contemplar: por que, pois, olhas para os que procedem aleivosamente, e te calas quando o ímpio devora aquele que 
HAB.1.14	E farias os homens como os peixes do mar, como os répteis, que não têm quem os governe? 
HAB.1.15	Ele a todos levanta com o anzol, apanha-os com a sua rede, e os ajunta na sua rede varredoura: por isso, ele se alegra e se regozija. 
HAB.1.16	Por isso, sacrifica à sua rede, e queima incenso à sua draga; porque com elas se engordou a sua porção, e se engrossou a sua comida. 
HAB.1.17	Porventura por isso esvaziará a sua rede, e não deixaria de matar os povos continuamente?
HAB.2.2	Então o Senhor me respondeu, e disse: Escreve a visão, e torna-a bem legível sobre tábuas, para que a possa ler o que correndo passa. 
HAB.2.3	Porque a visão é ainda para o tempo determinado, e até ao fim falará, e não mentirá: se tardar, espera-o, porque certamente virá, não tardará. 
HAB.2.4	Eis que a sua alma se incha, não é reta nele; mas o justo, pela sua fé viverá. 
HAB.2.5	Tanto mais que, por ser dado ao vinho, é desleal; um homem soberbo, que não se contém, que alarga, como o sepulcro, o seu desejo, e, como a morte, que não se farta, ajunta a si todas as nações, e congrega a si todos os povos. 
HAB.2.6	Não levantarão, 
HAB.2.7	Não se levantarão de repente os que te hão de morder? e não despertarão os que te hão de abalar? e não lhes servirás tu de despojo? 
HAB.2.8	Visto como despojaste a muitas nações, todos os mais povos te despojarão a ti, por causa do sangue dos homens, e da violência para com a terra, a cidade, e todos os que habitam nela. 
HAB.2.9	Ai daquele que ajunta em sua casa bens mal adquiridos, para pôr o seu ninho no alto, a fim de se livrar da mão do mal! 
HAB.2.10	Vergonha maquinaste para a tua casa; destruindo tu a muitos povos, pecaste contra a tua alma. 
HAB.2.11	Porque a pedra clamará da parede, e a trave lhe responderá do madeiramento. 
HAB.2.12	Ai daquele que edifica a cidade com sangue, e que funda a cidade com iniquidade! 
HAB.2.13	Eis que não 
HAB.2.14	Porque a terra se encherá do conhecimento da glória do Senhor, como as águas cobrem o mar. 
HAB.2.15	Ai daquele que dá de beber ao seu companheiro! tu, que 
HAB.2.16	Serás farto de ignomínia, em lugar de honra: bebe tu, também, e sê como um incircunciso: o cálix da mão direita do Senhor se voltará sobre ti, e vómito ignominioso cairá sobre a tua glória. 
HAB.2.17	Porque a violência cometida contra o Líbano te cobrirá, e a destruição dos animais ferozes os assombrará, por causa do sangue dos homens, e da violência para com a terra, a cidade e todos os seus moradores. 
HAB.2.18	Que aproveitará a imagem de escultura, que esculpiu o seu artífice? a imagem de fundição, que ensina a mentira, para que o artífice confie na obra, fazendo ídolos mudos? 
HAB.2.19	Ai daquele que diz ao pau: Acorda! 
HAB.2.20	Mas o Senhor está no seu santo templo: cale-se diante dele toda a terra.
HAB.3.1	ORAÇÃO do profeta Habacuc sobre Shigionoth. 
HAB.3.2	Ouvi, Senhor, a tua palavra, 
HAB.3.3	Deus veio de Teman, e o Santo do monte de Paran (Selah). A sua glória cobriu os céus, e a terra encheu-se do seu louvor. 
HAB.3.4	E o seu resplandor era como a luz, raios brilhantes 
HAB.3.5	Adiante dele ia a peste, e raios de fogo sob os seus pés. 
HAB.3.6	Parou, e mediu a terra: olhou, e separou as nações; e os montes perpétuos foram esmiuçados, os outeiros eternos se encurvaram: o andar eterno 
HAB.3.7	Vi as tendas de Cusan em aflição: as cortinas da terra de Midian tremiam. 
HAB.3.8	Acaso é contra os rios, Senhor, que estás irado? contra os ribeiros foi a tua ira, ou contra o mar foi o teu furor, para que andasses montado sobre os teus cavalos, sobre os teus carros de salvação? 
HAB.3.9	Descoberto se fez o teu arco: os juramentos feitos às tribos foram uma palavra segura (Selah). Tu fendeste a terra com rios. 
HAB.3.10	Os montes te viram, e tremeram: a inundação das águas passou; deu o abismo a sua voz, levantou as suas mãos 
HAB.3.11	O sol e a lua pararam nas suas moradas: andaram à luz das tuas frechas, ao resplandor do relâmpago da tua lança. 
HAB.3.12	Com indignação marchaste pela terra, com ira trilhaste as nações. 
HAB.3.13	Tu saíste para salvamento do teu povo, para salvamento do teu ungido: tu feriste a cabeça da casa do ímpio, descobrindo os fundamentos até ao pescoço (Selah). 
HAB.3.14	Tu abriste com os seus próprios cajados a cabeça dos seus guerreiros; eles me acometeram tempestuosos para me espalharem: alegravam-se, como se 
HAB.3.15	Tu, 
HAB.3.16	Ouvindo-o eu, o meu ventre se comoveu; à sua voz tremeram os meus lábios; entrou a podridão nos meus ossos, e estremeci dentro de mim; descanse eu no dia da angústia, quando ele vier contra o povo 
HAB.3.17	Porquanto, ainda que a figueira não floresça, nem haja fruto na vide; o produto da oliveira minta, e os campos não produzam mantimento; as ovelhas da malhada sejam arrebatadas, e nos currais não haja vacas. 
HAB.3.18	Todavia, eu me alegrarei no Senhor: exultarei no Deus da minha salvação. 
HAB.3.19	, o Senhor, 
ZEP.1.1	PALAVRA do Senhor, vinda a Sofonias, filho de Cushi, filho de Gedalia, filho de Amaria, filho de Hizequia, nos dias de Josia, filho de Amon, rei de Judá. 
ZEP.1.2	Inteiramente consumirei tudo sobre a face da terra, diz o Senhor. 
ZEP.1.3	Arrebatarei os homens e os animais, consumirei as aves do céu, e os peixes do mar, e os tropeços com os ímpios; e exterminarei os homens de cima da terra, disse o Senhor. 
ZEP.1.4	E estenderei a minha mão contra Judá, e contra todos os habitantes de Jerusalém, e exterminarei, deste lugar, o resto de Baal, 
ZEP.1.5	E os que sobre os telhados se curvam ao exército do céu; 
ZEP.1.6	E os que deixam de andar em seguimento do Senhor, e os que não buscam ao Senhor, nem perguntam por ele. 
ZEP.1.7	Cala-te diante do Senhor 
ZEP.1.8	E acontecerá que, no dia do sacrifício do Senhor, hei de castigar os príncipes, e os filhos do rei, e todos os que se vestem de vestidura estranha. 
ZEP.1.9	Castigarei, também, naquele dia, todos aqueles que saltam sobre o umbral, que enchem de violência e engano a casa dos seus senhores. 
ZEP.1.10	E naquele dia, diz o Senhor, far-se-á ouvir uma voz de clamor, desde a porta do peixe, e um uivo, desde a segunda parte, e grande quebranto, desde os outeiros. 
ZEP.1.11	Uivai, vós, moradores de Mactesh, porque todo o povo de Canaan está arruinado, todos os carregados de dinheiro são destruídos. 
ZEP.1.12	E há de ser que, naquele tempo, esquadrinharei a Jerusalém com lanternas, e castigarei os homens que estão assentados sobre as suas fezes, que dizem no seu coração: O Senhor não faz bem, nem faz mal. 
ZEP.1.13	Por isso, será saqueada a sua fazenda, e assoladas as suas casas: e edificarão casas, mas não habitarão nelas, e plantarão vinhas, mas não lhes beberão o vinho. 
ZEP.1.14	O grande dia do Senhor está perto, está perto, e se apressa muito a voz do dia do Senhor: amargamente clamará, ali, o homem poderoso. 
ZEP.1.15	Aquele dia é um dia de indignação, dia de angústia e de ânsia, dia de alvoroço e de desolação, dia de trevas e de escuridão, dia de nuvens e de densas trevas, 
ZEP.1.16	Dia de trombeta e de alarido, contra as cidades fortes e contra as torres altas. 
ZEP.1.17	E angustiarei os homens, e eles andarão como cegos, porque pecaram contra o Senhor; e o seu sangue se derramará como pó, e a sua carne como esterco. 
ZEP.1.18	Nem a sua prata nem o seu ouro os poderá livrar, no dia do furor do Senhor, mas pelo fogo do seu zelo toda esta terra será consumida, porque certamente fará, de todos os moradores da terra, uma destruição total e apressada.
ZEP.2.2	Antes que saia o decreto, e o dia passe como a pragana; antes que venha sobre vós a ira do Senhor; sim, antes que venha sobre vós o dia da ira do Senhor. 
ZEP.2.3	Buscai ao Senhor, vós, todos os mansos da terra, que pondes por obra o seu juízo: buscai a justiça, buscai a mansidão; porventura sereis escondidos, no dia da ira do Senhor. 
ZEP.2.4	Porque Gaza será desamparada, e Ascalon assolada: Asdod ao meio-dia será expelida, e Ecron desarreigada. 
ZEP.2.5	Ai dos habitantes da borda do mar, do povo dos quereteus! a palavra do Senhor será contra vós, ó Canaan, terra dos filisteus, e eu vos farei destruir, até que não haja morador. 
ZEP.2.6	E a borda do mar será de pastagens, com cabanas para os pastores, e currais para os rebanhos. 
ZEP.2.7	E será a costa para o resto da casa de Judá, para que nela apascentem: à tarde se assentarão nas casas de Ascalon, porque o Senhor, seu Deus, os visitará, e reconduzirá os seus cativos. 
ZEP.2.8	Eu ouvi o escárnio de Moab, e as injuriosas palavras dos filhos de Amon, com que escarneceram do meu povo, e se engrandeceram contra o seu termo. 
ZEP.2.9	Portanto, tão certo como eu vivo, diz o Senhor dos Exércitos, o Deus de Israel, Moab será como Sodoma, e os filhos de Amon como Gomorra, campo de ortigas e poços de sal, e assolação perpétua; o resto do meu povo os saqueará, e o restante do meu povo os possuirá. 
ZEP.2.10	Isto terão em recompensa da sua soberba, porque escarneceram, e se engrandeceram contra o povo do Senhor dos Exércitos. 
ZEP.2.11	O Senhor será terrível para eles, porque aniquilará todos os deuses da terra; e todos virão adorá-lo, cada um desde o seu lugar: todas as ilhas das nações. 
ZEP.2.12	Também vós, ó etíopes, sereis mortos com a minha espada. 
ZEP.2.13	Estenderá, também, a sua mão contra o norte, e destruirá a Assíria; e fará de Nínive uma assolação, terra seca como o deserto. 
ZEP.2.14	E no meio dela repousarão os rebanhos, todos os animais dos povos; e alojar-se-ão nos seus capitéis, tanto o pelicano como o ouriço: a voz do 
ZEP.2.15	Esta 
ZEP.3.1	AI da rebelde e manchada, da cidade opressora! 
ZEP.3.2	Não ouviu a voz, não aceitou o castigo: não confiou no Senhor; nem se aproximou do seu Deus. 
ZEP.3.3	Os seus príncipes são leões rugidores, no meio dela; os seus juízes são lobos da tarde, 
ZEP.3.4	Os seus profetas 
ZEP.3.5	O Senhor é justo, no meio dela; ele não comete iniquidade: cada manhã traz o seu juízo à luz; nunca falta; mas o perverso não conhece a vergonha. 
ZEP.3.6	Exterminei as nações, as suas torres estão assoladas: fiz desertas as suas praças, a ponto de não ficar quem passe por elas: as suas cidades foram destruídas, até não ficar ninguém, até não haver quem as habite. 
ZEP.3.7	Eu dizia: Certamente temerás, e aceitarás a correção; e assim a sua morada não seria destruída, conforme o que havia determinado; mas eles se levantaram de madrugada, corromperam todas as suas obras. 
ZEP.3.8	Portanto, esperai-me a mim, diz o Senhor, no dia em que eu me levantar para o despojo; porque o meu juízo 
ZEP.3.9	Porque, então, darei lábios puros aos povos, para que todos invoquem o nome do Senhor, para que o sirvam com um mesmo espírito. 
ZEP.3.10	De além dos rios da Etiópia, os meus zelosos adoradores, a filha da minha dispersa, me trarão sacrifício. 
ZEP.3.11	Naquele dia, não te envergonharás de nenhuma das tuas obras, com que te rebelaste contra mim; porque, então, tirarei do meio de ti os que exultam na sua soberba, e tu nunca mais te ensoberbecerás no meu monte santo. 
ZEP.3.12	Mas deixarei no meio de ti um povo humilde e pobre; e eles confiarão no nome do Senhor. 
ZEP.3.13	O remanescente de Israel não cometerá iniquidade, nem proferirá mentira, e na sua boca não se achará língua enganosa; porque serão apascentados, e deitar-se-ão, e não haverá quem 
ZEP.3.14	Canta alegremente, ó filha de Sião; rejubila, ó Israel; regozija-te, e exulta de todo o coração, ó filha de Jerusalém. 
ZEP.3.15	O Senhor afastou os teus juízos, exterminou o teu inimigo; o Senhor, o rei de Israel, está no meio de ti, tu não verás mais mal algum. 
ZEP.3.16	Naquele dia se dirá a Jerusalém: Não temas, ó Sião, não se enfraqueçam as tuas mãos. 
ZEP.3.17	O Senhor, teu Deus, 
ZEP.3.18	Os que em ti se entristeceram, por causa da reunião solene, eu os congregarei; esses para os quais o peso foi uma afronta. 
ZEP.3.19	Eis que, naquele tempo, procederei contra todos os que te afligem, e salvarei a que coxeia, e recolherei a que foi expulsa; e lhes darei um louvor e um nome, em toda a terra em que foram envergonhados. 
ZEP.3.20	Naquele tempo, vos trarei, naquele tempo, vos recolherei: certamente vos darei um nome e um louvor, entre todos os povos da terra, quando reconduzir os vossos cativos diante dos vossos olhos, diz o Senhor.
HAG.1.2	Assim fala o Senhor dos Exércitos, dizendo: Este povo diz: Não veio ainda o tempo, o tempo em que a casa do Senhor deve ser edificada. 
HAG.1.3	Veio, pois, a palavra do Senhor, pelo ministério do profeta Ageu, dizendo: 
HAG.1.4	É para vós tempo de habitardes nas vossas casas estucadas, e esta casa há de ficar deserta? 
HAG.1.5	Ora, pois, assim diz o Senhor dos Exércitos: Aplicai os vossos corações aos vossos caminhos. 
HAG.1.6	Semeais muito, e recolheis pouco; comeis, mas não vos fartais; bebeis, mas não vos saciais; vestis-vos, mas ninguém se aquece: e o que recebe salário, recebe salário num saco furado. 
HAG.1.7	Assim diz o Senhor dos Exércitos: Aplicai os vossos corações aos vossos caminhos. 
HAG.1.8	Subi ao monte, e trazei madeira, e edificai a casa, e dela me agradarei; e eu serei glorificado, diz o Senhor. 
HAG.1.9	Olhastes para muito, mas eis que alcançastes pouco; e esse pouco, quando o trouxestes para casa, eu lhe assoprei. Por que causa? disse o Senhor dos Exércitos; por causa da minha casa, que está deserta, e cada um de vós corre à sua própria casa. 
HAG.1.10	Por isso, retêm os céus o seu orvalho, e a terra retém os seus frutos. 
HAG.1.11	E fiz vir a seca sobre a terra, e sobre os montes, e sobre o trigo, e sobre o mosto, e sobre o azeite, e sobre o que a terra produz; como também sobre os homens, e sobre os animais, e sobre todo o trabalho das mãos. 
HAG.1.12	Então ouviu Zorobabel, filho de Sealtiel, e Josué, filho de Josadac, sumo sacerdote, e todo o resto do povo, a voz do Senhor, seu Deus, e as palavras do profeta Ageu, como o Senhor, seu Deus, o tinha enviado; e temeu o povo diante do Senhor. 
HAG.1.13	Então Ageu, o embaixador do Senhor, falou ao povo, conforme a mensagem do Senhor, dizendo: Eu 
HAG.1.14	E o Senhor levantou o espírito de Zorobabel, filho de Sealtiel, príncipe de Judá, e o espírito de Josué, filho de Josadac, sumo sacerdote, e o espírito do resto de todo o povo; e vieram, e trabalharam na casa do Senhor dos Exércitos, seu Deus. 
HAG.1.15	Ao vigésimo quarto dia do sexto 
HAG.2.1	NO sétimo 
HAG.2.2	Fala agora a Zorobabel, filho de Sealtiel, príncipe de Judá, e a Josué, filho de Josadac, sumo sacerdote, e ao resto do povo, dizendo: 
HAG.2.3	Quem 
HAG.2.4	Ora, pois, esforça-te, Zorobabel, diz o Senhor, e esforça-te, Josué, filho de Josadac, sumo sacerdote, e esforçai-vos, todo o povo da terra, diz o Senhor, e trabalhai; porque eu 
HAG.2.5	Segundo a palavra que concertei convosco, quando saístes do Egito e o meu Espírito habitava no meio de vós: não temais. 
HAG.2.6	Porque, assim diz o Senhor dos Exércitos: Ainda uma vez, daqui a pouco, e farei tremer os céus, e a terra, e o mar, e a terra seca; 
HAG.2.7	E farei tremer todas as nações, e virá o Desejado de todas as nações, e encherei esta casa de glória, diz o Senhor dos Exércitos. 
HAG.2.8	Minha 
HAG.2.9	A glória desta última casa será maior do que a da primeira, diz o Senhor dos Exércitos, e neste lugar darei a paz, diz o Senhor dos Exércitos.
HAG.2.10	Ao vigésimo quarto dia do 
HAG.2.11	Assim diz o Senhor dos Exércitos: Pergunta agora aos sacerdotes, acerca da lei, dizendo: 
HAG.2.12	Se alguém leva carne santa na aba do seu vestido, e com a sua aba tocar no pão, ou no guisado, ou no vinho, ou no azeite, ou em qualquer outro mantimento, ficará este santificado? E os sacerdotes, respondendo, diziam: Não. 
HAG.2.13	E disse Ageu: Se alguém, que se tinha tornado impuro pelo contacto com um corpo morto, tocar nalguma destas coisas, ficará isso imundo? E os sacerdotes, respondendo, diziam: Ficará imundo. 
HAG.2.14	Então respondeu Ageu, e disse: Assim é este povo, e assim é esta nação, diante do meu rosto, disse o Senhor; e assim 
HAG.2.15	Agora, pois, aplicai o vosso coração a isto, desde este dia em diante, antes de pordes pedra sobre pedra no templo do Senhor. 
HAG.2.16	Depois daquele tempo, veio alguém a um monte de vinte 
HAG.2.17	Feri-vos com queimadura, e com ferrugem, e com saraiva, em toda a obra das vossas mãos: e não houve entre vós quem voltasse para mim, diz o Senhor. 
HAG.2.18	Ponde, pois, eu vos rogo, desde este dia em diante, desde o vigésimo quarto dia do 
HAG.2.19	Há ainda semente no celeiro? nem a videira, nem a figueira, nem a romeira, nem a oliveira, tem dado os seus frutos; mas, desde este dia, vos abençoarei.
HAG.2.20	E veio a palavra do Senhor, segunda vez, a Ageu, aos vinte e quatro do mês, dizendo: 
HAG.2.21	Fala a Zorobabel, príncipe de Judá, dizendo: Farei tremer os céus e a terra: 
HAG.2.22	E derrubarei o trono dos reinos, e destruirei a força dos reinos das nações; e destruirei o carro e os que nele se assentam; e os cavalos e os que andam montados neles cairão, cada um pela espada do seu irmão. 
HAG.2.23	Naquele dia, diz o Senhor dos Exércitos, te tomarei, ó Zorobabel, filho de Sealtiel, servo meu, diz o Senhor, e te farei como um anel de selar; porque te escolhi, diz o Senhor dos Exércitos.
ZEC.1.2	O Senhor tem estado em extremo desgostoso com os vossos pais. 
ZEC.1.3	Portanto, dize-lhes: Assim diz o Senhor dos Exércitos: Tornai para mim, diz o Senhor dos Exércitos, e eu tornarei para vós, diz o Senhor dos Exércitos. 
ZEC.1.4	E não sejais como os vossos pais, aos quais clamavam os primeiros profetas, dizendo: Assim diz o Senhor dos Exércitos: Convertei-vos agora dos vossos maus caminhos, e das vossas más obras; mas não ouviram, nem me escutaram, diz o Senhor. 
ZEC.1.5	Vossos pais, onde estão eles? e os profetas, viverão eles para sempre? 
ZEC.1.6	Contudo, as minhas palavras e os meus estatutos, que eu mandei pelos profetas, meus servos, não alcançaram a vossos pais? E eles tornaram e disseram: Assim como o Senhor dos Exércitos fez tenção de nos tratar, segundo os nossos caminhos, e segundo as nossas obras, assim ele nos tratou.
ZEC.1.7	Aos vinte e quatro dias do mês undécimo (que é o mês de Sebat), no segundo ano de Dario, veio a palavra do Senhor ao profeta Zacarias, filho de Baraquias, filho de Ido, dizendo: 
ZEC.1.8	Olhei de noite, e vi um homem montado num cavalo vermelho, e parava entre as murtas, que estavam na profundeza, e atrás dele estavam cavalos vermelhos, morenos e brancos. 
ZEC.1.9	E eu disse: Senhor meu, quem 
ZEC.1.10	Então respondeu o homem que estava entre as murtas, e disse: Estes 
ZEC.1.11	E eles responderam ao anjo do Senhor, que estava entre as murtas, e disseram: Nós 
ZEC.1.12	Então o anjo do Senhor respondeu, e disse: Ó Senhor dos Exércitos, até quando não terás compaixão de Jerusalém, e das cidades de Judá, contra as quais estiveste irado estes setenta anos? 
ZEC.1.13	E respondeu o Senhor ao anjo, que falava comigo, palavras boas, palavras consoladoras. 
ZEC.1.14	E o anjo que falava comigo me disse: Clama, dizendo: Assim diz o Senhor dos Exércitos: Com grande zelo estou zelando por Jerusalém e por Sião. 
ZEC.1.15	E 
ZEC.1.16	Portanto, o Senhor diz assim: Voltei-me para Jerusalém com misericórdia; a minha casa nela será edificada, diz o Senhor dos Exércitos, e o cordel será estendido sobre Jerusalém. 
ZEC.1.17	Clama outra vez, dizendo: Assim diz o Senhor dos Exércitos: As minhas cidades ainda aumentarão e prosperarão; porque o Senhor ainda consolará a Sião, e ainda escolherá a Jerusalém.
ZEC.1.18	E levantei os meus olhos, e olhei, e vi quatro chifres. 
ZEC.1.19	E eu disse ao anjo que falava comigo: Que é isto? E ele me disse: Estes 
ZEC.1.20	E o Senhor me mostrou quatro ferreiros. 
ZEC.1.21	Então eu disse: Que vêm estes fazer? E ele falou, dizendo: Estes 
ZEC.2.2	E eu disse: Para onde vais tu? E ele me disse: Medir Jerusalém, para ver qual 
ZEC.2.3	E eis que saiu o anjo que falava comigo, e outro anjo lhe saiu ao encontro, 
ZEC.2.4	E lhe disse: Corre, fala a este mancebo, dizendo: Jerusalém será habitada, como as aldeias sem muros, por causa da multidão nela, dos homens e dos animais. 
ZEC.2.5	E eu, diz o Senhor, serei para ela um muro de fogo em redor, e eu mesmo serei, no meio dela, a sua glória. 
ZEC.2.6	Olá, oh! fugi agora da terra do norte, diz o Senhor, porque vos espalhei como os quatro ventos do céu, diz o Senhor. 
ZEC.2.7	Oh! Sião! livra-te tu, que habitas 
ZEC.2.8	Porque, assim diz o Senhor dos Exércitos: Depois da glória, ele me enviou às nações que vos despojaram; porque, aquele que tocar em vós toca na menina do seu olho. 
ZEC.2.9	Porque, eis aí levantarei a minha mão sobre eles, e eles virão a ser a presa daqueles que os serviram: assim sabereis vós que o Senhor dos Exércitos me enviou. 
ZEC.2.10	Exulta e alegra-te, ó filha de Sião, porque eis que venho, e habitarei no meio de ti, diz o Senhor. 
ZEC.2.11	E, naquele dia, muitas nações se ajuntarão ao Senhor, e serão o meu povo, e habitarei no meio de ti, e saberás que o Senhor dos Exércitos me enviou a ti. 
ZEC.2.12	Então o Senhor possuirá a Judá como sua porção na terra santa, e ainda escolherá a Jerusalém. 
ZEC.2.13	Cale-se, toda a carne, diante do Senhor, porque ele despertou na sua santa morada.
ZEC.3.2	Mas o Senhor disse a Satanás: O Senhor te reprenda, ó Satanás; sim, o Senhor, que escolheu Jerusalém, te repreenda; não é este um tição tirado do fogo? 
ZEC.3.3	Ora Josué, vestido de vestidos sujos, estava diante do anjo. 
ZEC.3.4	Então, falando, ordenou aos que estavam diante dele, dizendo: Tirai-lhe estes vestidos sujos. E a ele lhe disse: Eis que tenho feito com que passe de ti a tua iniquidade, e te vestirei de vestidos novos. 
ZEC.3.5	E disse eu: Ponham-lhe uma mitra limpa sobre a sua cabeça. E puseram uma mitra limpa sobre a sua cabeça, e o vestiram de vestidos: e o anjo do Senhor estava ali. 
ZEC.3.6	E o anjo do Senhor protestou a Josué, dizendo: 
ZEC.3.7	Assim diz o Senhor dos Exércitos: Se andares nos meus caminhos, e se observares as minhas ordenanças, também tu julgarás a minha casa, e também guardarás os meus átrios, e te darei lugar entre os que estão aqui. 
ZEC.3.8	Ouve, pois, Josué, sumo sacerdote, tu e os teus companheiros que se assentam diante de ti, porque 
ZEC.3.9	Porque eis aqui a pedra que pus diante de Josué; sobre esta pedra única estão sete olhos: eis que eu esculpirei a sua escultura, diz o Senhor dos Exércitos, e tirarei a iniquidade desta terra num dia. 
ZEC.3.10	Naquele dia, diz o Senhor dos Exércitos, cada um de vós convidará o seu companheiro para debaixo da videira e para debaixo da figueira.
ZEC.4.2	E me disse: Que vês? E eu disse: Olho, e eis um castiçal todo de ouro e um vaso de azeite no cimo, com as suas sete lâmpadas; e cada lâmpada posta no cimo tinha sete canudos. 
ZEC.4.3	E, por cima dele, duas oliveiras, uma à direita do vaso de azeite, e outra à sua esquerda. 
ZEC.4.4	Respondi e falei, ao anjo que falava comigo, dizendo: Senhor meu, que 
ZEC.4.5	Então respondeu o anjo que falava comigo, e me disse: Não sabes tu o que isto é? E eu disse: Não, Senhor meu. 
ZEC.4.6	E respondeu e me falou, dizendo: Esta 
ZEC.4.7	Quem 
ZEC.4.8	E a palavra do Senhor veio de novo a mim, dizendo: 
ZEC.4.9	As mãos de Zorobabel têm fundado esta casa, também as suas mãos a acabarão, para que saibais que o Senhor dos Exércitos me enviou a vós. 
ZEC.4.10	Porque, quem despreza o dia das coisas pequenas? pois esses se alegrarão, vendo o prumo na mão de Zorobabel: os sete olhos do Senhor, que discorrem por toda a terra. 
