MAT.1.1	Jézi Kwi sé désandan Wa David épi désandan Abrahanm. Mi non jennenwasyonʼy:
HEB.11.15	Yo pa té ka katjilé asou plas-la yo té kité dèyè-a. Si yo té fè sa, yo té kay ni chans-lan pou witounen. 
HEB.11.16	Mé pito yo fè sa, dézi tjè yo sété dèyè yon pli bon plas, plas-la ki an syèl-la menm. Kon sa Bondyé pa té hont pou di i sé Bondyé yo, paski i ja pwépawé yon vil ba yo.
HEB.11.17+HEB.11.18	Sété paski Abrahanm té ni lafwa an Bondyé ki fè i té ofè gasonʼy Ayzak, èk i té pawé pou tjwéʼy kon an sakwifis lè Bondyé té ka gadé si Abrahanm té ni lafwa an li pou vwé. Bondyé té diʼy, “Sé an Ayzak mwen kay fèʼw ni tout sé désandan-an mwen pwonmèt-la,” mé magwé Bondyé té di sa, Abrahanm té pawé pou ofè sèl gasonʼy-lan kon an sakwifis toujou. 
HEB.11.19	Abrahanm té katjilé ki Bondyé té ni asé pouvwa pou fè Ayzak wésisité, menm si i té mò. Èk adan an syans, nou sa di Abrahanm viwé wisivwè Ayzak hòd lanmò pou vwé.
HEB.11.20	Sété paski Ayzak té ni lafwa an Bondyé ki fè i té benni Jakòb èk Isò, sé gasonʼy-lan. I pwonmèt yo an pil bennédiksyon pou tan ki kay vini.
HEB.11.21	Sété paski Jakòb té ni lafwa an Bondyé ki fè i té benni chak an sé gason Jozèf-la avan i té mò. I té apiyé asou tèt batonʼy èk i adowé Bondyé.
HEB.11.22	Sété paski Jozèf té ni lafwa an Bondyé ki fè i té di ki sé jan Izwayèl-la kay kité Éjip. I di sa lè i té pawé pou mò, èk i di yo ki sa pou fè épi zoʼy.
HEB.11.23	Sété paski manman èk papa Moziz té ni lafwa an Bondyé ki fè yo té séwéʼy twa mwa apwé i té fèt. Yo wè i sété yon bèl ti manmay èk yo pa té pè pou dézobéyi lwa wa-a.
HEB.11.24	Sété paski Moziz té ni lafwa an Bondyé ki fè lè i té vini gwan, i té wifizé pou moun kwiyéʼy gason ti fi Féro-a, wa Éjip-la. 
HEB.11.25	I té simyé soufè èk sé moun Bondyé-a pito pouʼy té ni an an ti tak bon tan an péché. 
HEB.11.26	I té katjilé sa té kay pli bon lè moun fèʼy hont pou lapéti Mèsaya-a pasé pouʼy ni tout sé wichès-la ki an Éjip-la, paski i té kité lidéʼy asou sa Bondyé té pwonmèt pou ba li an tan ki kay vini. 
HEB.11.27	Sété paski Moziz té ni lafwa an Bondyé ki fè i té kité Éjip san i té pè waj wa-a. Sé akonmsi i té wè Bondyé-a pyèsonn pa ka wè-a, èk i wifizé pou déviwé Éjip. 
HEB.11.28	Sété paski i té ni lafwa an Bondyé ki fè i té fè sé moun-an fété Fèt Délivwans-lan, èk i konmandé yo pou wouzé lapòt yo èk san, pou Nanj Lanmò-a pa té tjwé chak pli gwan gason sé jan Izwayèl-la.
HEB.11.29	Sété paski sé jan Izwayèl-la té ni lafwa an Bondyé ki fè yo té pasé an lanmè-a yo ka kwiyé Lanmè Wouj-la menm kon asou tè sèk. Lè sé sòlda Éjip-la té ka éséyé fè menm bagay-la, lanmè-a kouvè yo èk yo néyé.
HEB.11.30	Sété paski sé jan Izwayèl-la té ni lafwa an Bondyé ki fè gwo bawad oliwon vil Jèriko-a tonbé lè yo maché oliwonʼy pou sèt jou.
HEB.11.31	Sété paski Rahab, fanm vyé lavi-a, té ni lafwa an Bondyé ki fè i pa té mò ansanm èk sé moun-an ki té dézobéyi Bondyé-a, paski i té byen wisivwè sé jan Izwayèl-la ki té alé an sigwé pou gadé tè-a.
HEB.11.32	Ki sa zòt vlé mwen di ankò? Mwen pa ni tan pou mwen di zòt konsèné Gidiyonn, Barak, Sanmsin, Jèfta, David, Sanmyèl èk sé pwòfèt-la. 
HEB.11.33	Sété paski nonm kon yo té ni lafwa an Bondyé ki fè yo goumen kont gwo péyi èk yo genyen, fè sa ki té dwèt, wisivwè sa Bondyé té pwonmèt, fèmé djòl lyon, 
HEB.11.34	étenn gwo difé, chapé anba moun ki té vlé tjwé yo èk sab-la, menm si yo té fèb yo vini fò, yo té fò an ladjè èk yo bat sé sòlda sé étwanjé-a. 
HEB.11.35	Paski yo té ni lafwa an Bondyé, adan madanm wisivwè fanmi yo ki té mò viwé wésisité.
HEB.11.35	Lézòt mò anba méchansté paski yo wifizé abandonnen lafwa yo pou yo té sa jwenn libèté, paski yo sav yo té kay wésisité pou an pli bon lavi. 
HEB.11.36	Yo té pwan adan sèvi widitjil èk yo té bat yo. Yo té mété lézòt an chenn èk yo mété yo an pwizon. 
HEB.11.37	Yo té tjwé adan èk wòch, yo té siyé lézòt an dé. Yo té tjwé lézòt èk sab-la. Adan té ka alé toupatou abiyé an lapo mouton èk kabwit, yo té pòv, moun té ka pèsikité yo èk maltwété yo. 
HEB.11.38	Latè-a pa té menm vo sé moun sala. Yo té ka mouté désann kon étwanjé an sé gwan savann sèk-la épi an sé mòn-an. Yo té ka viv an twou kayè èk twou an tè-a.
HEB.11.39	Magwé Bondyé menm té plè èk sé moun sala pou lapéti lafwa yo, yo pa wisivwè sa Bondyé té pwonmèt-la, 
HEB.11.40	paski Bondyé té ni an pli bon plan pou nou. Planʼy sété pou fè yo vini pawfé kon yo té sipozé vini, mé sèl mannyè sa té sa fèt sé ansanm èk nou.
HEB.12.1	Kon sa, kon nou la an mitan tout gwan popilas moun sala ki té moutwé ki yo té ni lafwa an Bondyé-a, ében annou fè fòs kò nou pou nou kouwi kous-la ki douvan nou-an. Annou jété tout bagay ki ka tjenbé nou dèyè, ansanm èk sé péché-a ki vlé mawé pyé nou-an. 
HEB.12.2	Annou kité zyé nou fiksé asou Jézi Kwi, paski sé an li lafwa nou sòti èk sé li ki ka fè lafwa nou vini pawfé kon i sipozé yé. Magwé i té ni pou mò asou kwa-a, i pa tiwé lafwaʼy an Papaʼy Bondyé. I pa pwan honté-a i té soufè asou kwa-a pou anyen, paski i té sav apwé i fini soufè, Bondyé té kay ba li tjè kontan. Èk atjwèlman i asid asou lanmen dwèt Bondyé an syèl. 
HEB.12.3	Wi, katjilé tout sé bagay-la i soufè-a. Mové moun té hayiʼy an pil, mé i aksèpté sa. Kon sa pa kité kòʼw vini dékouwajé pouʼw pèdi lafwa an Bondyé. 
HEB.12.4	Paski an batay-la zòt ka goumen kont péché-a, yo pʼòkò wivé tjwé zòt pou lapéti lafwa zòt. 
HEB.12.5	Ès zòt obliyé sa lévanjil-la té di pou ankouwajé zòt kon ich Bondyé? I di:
HEB.12.5	“Gason mwen, sé pou zòt kouté lè Senyè-a ka kowijé zòt,
HEB.12.5	èk pa dékouwajé lè i ka pini zòt.
HEB.12.6	Paski Senyè-a ka kowijé moun-an i enmen-an,
HEB.12.6	èk i ka pini sé moun-an i aksèpté kon ich li-a.”
HEB.12.7	Sé pou zòt aksèpté soufwans-lan zòt ka soufè-a menm kon lè an papa ka kowijé gasonʼy. Soufwans-lan ou ka soufè-a ka moutwé ki Bondyé ka twétéʼw menm kon an gason. Ès la ni yon gason papaʼy pa ka kowijéʼy? 
HEB.12.8	Si Bondyé pa kowijé zòt menm kon an gason, sa vlé di zòt pa gason léjitim li, zòt sé bata. 
HEB.12.9	Chonjé sa papa nou an latè-a té ka fè nou. Yo té ka kowijé nou, mé nou té ka wèspèkté yo. Kon sa nou ni pou abésé kò nou bay Bondyé Papa nou an syèl plis toujou pou nou sa viv pou vwé. 
HEB.12.10	Papa nou an latè-a té ka kowijé nou pou an ti tak tan adan an mannyè yo wè ki bon, mé Bondyé ka fèʼy pou bonté nou menm, pou nou sa vini menm kon li. 
HEB.12.11	Lè Bondyé ka kowijé nou, sa ka fè nou lapenn, i sé pa an bagay pou fè nou kontan. Mé apwé i kowijé èk pini nou, nou ka wè sa sété an bon bagay pou nou. Nou ka ni lapé an tjè nou paski nou ka viv yon lavi ki dwèt.
HEB.12.12	Kon sa viwé pwan kouway an lanmen zòt ankò paski yo ja ka vini fèb, èk viwé pwan fòs an jounou zòt ankò paski yo ja ka twanblé! 
HEB.12.13	Kontiné maché asou bon chimen-an pou pyèsonn ki fèb an lafwaʼy pa tonbé, mé pouʼy vini fò an lafwaʼy.
HEB.12.14	Fè kon zòt pé pou viv an lapé èk tout moun, èk pou viv an lavi ki san fòt, paski pyèsonn pa kay wè Senyè-a si i pa viv kon sa. 
HEB.12.15	Pa kité pyèsonn tounen do anlè lagwas Bondyé. Sé pa pou zòt pyès vini kon an pyé bwa anmè ki ka pousé wasin èk bay twaka. I ka pwézonnen lavi tout moun. 
HEB.12.16	Sé pa pou zòt pyès ka viv vyé lavi ében pèd wèspé pou Bondyé kon Isò, ki té vann dwaʼy kon pwèmyé gason-an pou yon pla manjé. 
HEB.12.17	Kon zòt sav, apwé i fè sa, i té vlé jwenn bennédiksyon papaʼy, mé sa té enposib paski i pa té sa jwenn pyès mannyè pou chanjé sa i té ja fè-a, magwé i té mandé bennédiksyon sala èk dlo an zyéʼy.
HEB.12.18	Zòt ja vini an koté ki nèf. Sé pa adan an plas kon mòn-an koté sé jan Izwayèl-la té yé-a, mòn-an yo té sa touché-a. Yo wè akonmsi mòn-an té pwi difé èk la té ni nwèsè èk lafimen, èk la té ni an gwo van. 
HEB.12.19	Yo té tann gwo son twonpèt, èk vwa Bondyé. Lè sé moun-an tann vwa-a, yo di, “Souplé, pa kité vwa sala palé ban nou ankò,” 
HEB.12.20	paski yo pa té sa aksèpté konmandman-an Bondyé té bay-la. Bondyé té di, “Si menm an zannimo touché mòn-an sèlman, sé pou yo tjwéʼy èk wòch.” 
HEB.12.21	Sé bagay-la sé moun-an té wè-a té tèlman téwib, Moziz menm di, “Mwen ka twanblé afòs mwen pè!”
HEB.12.22	Mé okontwè, zòt ja wivé bò Mòn Zayonn, bò vil Bondyé vivan-an, sa vlé di Jérouzalèm-lan ki an syèl-la, ki ni tout sé mil nanj-lan. 
HEB.12.23	Zòt ja vini koté tout sé pwèmyé gason Bondyé-a asanblé èk tjè kontan, menm sé moun-an ki ni non yo ékwi an syèl-la. Zòt ja vini koté Bondyé, ki jij tout lézòm, èk koté sé bon moun-an Bondyé té fè vini pawfé kon yo té sipozé vini-an, sé moun-an ki an syèl-la. 
HEB.12.24	Zòt ja vini koté Jézi, ki wanjé agwéman nèf-la. Sanʼy ki koulé pwonmèt nou pli bon bagay pasé san Ébèl.
HEB.12.25	Kon sa, pwan pokosyon èk pa wifizé kouté lè Bondyé ka palé. Si sé jan Izwayèl-la pa té chapé lè yo té wifizé kouté moun-an ki té bay konmisyon Bondyé asou latè-a, nou menm pa bizwen kwè nou kay chapé si nou pa kouté moun-an ki ka palé an syèl-la! 
HEB.12.26	Vwaʼy té soukwé latè-a an tan lontan, mé atjwèlman i fè an pwonmèt, i di, “Yon kou ankò, sé pa latè-a yonn mwen kay soukwé, mwen kay soukwé jis syèl-la tou.” 
HEB.12.27	Lè i di “yon kou ankò,” sa ka moutwé aklè ki tout bagay Bondyé té fè kay soukwé, yo kay dispawèt. Kon sa sé bagay-la ki pa sa soukwé-a yonn ki kay wèsté.
HEB.12.28	Kon sa annou wimèsyé Bondyé paski nou ja wisivwè dwa pou kondwi épiʼy, èk sa pa kay janmen chanjé. Annou wimèsyéʼy èk adowéʼy adan an mannyè ki ka plèʼy. Annou wèspèktéʼy èk lapè, 
HEB.12.29	paski Bondyé nou-an sé menm kon an difé ki ka détwi tout sa ki an chimenʼy.
HEB.13.1	Sé pou zòt kontiné enmen yonn a lòt kon fwè ki kwè an Jézi Kwi. 
HEB.13.2	Chonjé pou wisivwè étwanjé lakay zòt, paski la ni moun ki ja wisivwè nanj san yo sav. 
HEB.13.3	Chonjé sé sa ki an pwizon-an, menm kon si ou menm té an pwizon èk yo. Chonjé sé sa ki ka soufè-a, menm kon si ou té ka soufè èk yo.
HEB.13.4	Sé pou tout moun onnowé mawiyaj, èk sé pa pou madanm èk misyé fè adiltè. Paski Bondyé kay jijé moun ki ka kouwi vyé lavi èk fè adiltè.
HEB.13.5	Pwan pokosyon pou pa enmen lajan twòp. Sé pou zòt kontanté èk sa zòt ni. Bondyé di, “Mwen pa kay janmen kité zòt, mwen pa kay janmen tounen do mwen anlè zòt.” 
HEB.13.6	Kon sa nou sa di èvèk konfyans:
HEB.13.6	“Sé Senyè-a ki ka édé mwen,
HEB.13.6	mwen pa kay pè.
HEB.13.6	Ki sa pyèsonn sa fè mwen?”
HEB.13.7	Chonjé sé moun-an ki té ka kondwi zòt-la, sé moun-an ki té ka di zòt konmisyon Bondyé-a. Katjilé mannyè yo té viv èk mò. Sé pou zòt ni menm kalité lafwa-a yo té ni-an. 
HEB.13.8	Menm kalité moun-an Jézi Kwi té yé avan-an sé menm moun-an i yé jòdi-a èk pou tout tan. 
HEB.13.9	Kon sa pa kité tout kalité diféwan pawòl moun ka enstwi fè zòt kité bon chimen-an. I bon pou zòt kité lagwas Bondyé bay zòt kouway an tjè zòt. Mé lè moun ka obéyi sé lwa-a ki ka di ki kalité manjé pou yo manjé, sa pa ka édé yo pyès.
HEB.13.10	Sé pwèt Jwif-la ka ofè sakwifis yo an plas-la koté yo ka adowé Bondyé-a. Mé nou ni an lòt kalité sakwifis asou lotèl nou, èk sé pwèt sala pa ni pyès dwa pou pwan pa an sakwifis nou-an. 
HEB.13.11	Pli ho chèf pwèt-la té ka mennen san sé zannimo-a adan Chanm-lan Ki Pli Sen-an pou ofè kon an sakwifis pou péché, mé yo té ka bwilé kò sé zannimo-a dèwò kanp-lan. 
HEB.13.12	Kon sa Jézi Kwi soufè dèwò bayè vil-la tou, èk sanʼy koulé pouʼy té sa lavé péché sé moun li-an. 
HEB.13.13	Kon sa annou alé jwenn li an dèwò kanp-lan pou nou sa soufè menm honté-a i soufè-a. 
HEB.13.14	Paski nou pa ni pyès vil asou latè-a ki la pou tout tan. Nou ka gadé pou vil-la ki ni pou vini-an. 
HEB.13.15	Kon sa annou toujou onnowé Bondyé pou lapéti sa Jézi fè ban nou, sa sé menm kon an sakwifis pou li. Nou ka ofè sakwifis sala bay Bondyé lè nou ka onnowéʼy èk lè nou ka di sé li ki Senyè nou. 
HEB.13.16	Pa obliyé pouʼw fè bonté èk édé yonn a lòt, paski sé sakwifis kon sa ki ka plè Bondyé.
HEB.13.17	Obéyi sé moun-an ki ka kondwi zòt-la èk swiv sa yo ka di. Yo ka gadé apwé lam zòt tout lè, paski yo sav yo ni pou di Bondyé ki mannyè yo fè twavay yo. Si zòt obéyi yo, yo kay fè twavay yo èk tjè kontan, mé si zòt pa obéyi yo, yo kay fèʼy èk lapenn, èk sa pa kay bon pou zòt pyès.
HEB.13.18	Kontiné pwédyé ban nou. Nou asiwé nou ni an konsyans ki pa koupab, paski nou vlé fè bon an tout bagay. 
HEB.13.19	Mwen ka mandé zòt èk tout tjè mwen pou pwédyé bay Bondyé pouʼy voyé mwen viwé jwenn zòt touswit.
HEB.13.20+HEB.13.21	Bondyé ja wésisité Jézi, Senyè nou, ki Gwan Gadyenn mouton-an. Sé li ki té mò pou siyé agwéman nèf-la èk sanʼy, agwéman-an ki pou tout tan-an. Atjwèlman mwen ka mandé Bondyé, ki ka bay lapé-a, pou baʼw tout bagay ki bon pouʼw sa fè tout sa i vléʼw fè. Mwen ka mandéʼy pouʼy sa twavay an nou pou fè nou fè sa ki ka plèʼy, paski Jézi Kwi mò kon yon sakwifis pou lapéti péché nou. Annou lévé non Jézi Kwi pou tout tan èk pou tout tan! Amèn.
HEB.13.22	Fwé èk sè, mwen ka mandé zòt èk tout tjè mwen pou sa kouté èk pasyans konmisyon ankouwajman sala, paski lèt sala mwen ékwi zòt-la pa djè lonng. 
HEB.13.23	Mwen vlé zòt sav yo ja ladjé fwè nou Timòfi sòti an pwizon. Si i vini asé vit, mwen kay mennenʼy épi mwen lè mwen kay vini wè zòt.
HEB.13.24	Di tout sé moun-an ki ka kondwi zòt-la bonjou ansanm èk sé moun Bondyé-a. Sé fwè Itali-a ka voyé bonjou bay zòt tou.
HEB.13.25	Mwen ka pwédyé pou Bondyé voyé lagwas li anlè zòt tout.
JAS.1.1	Sé mwen Jémz, sèvant Bondyé èk Senyè Jézi Kwi ki ka ékwi lèt sala. Mwen ka voyé bonjou bay douz bwanch fanmi Izwayèl-la ki simen toupatou an latè-a.
JAS.1.2	Fwè èk sè mwen, sé pouʼw ni tjè kontan lè ou ka jwenn tout kalité twaka, 
JAS.1.3	paski ou konnèt byen lè ou pasé tout sé twaka sala èk ou kontiné kwè an Jézi Kwi, sa kay fèʼw doubout fò èk pasyans an népòt twaka ki kay vini anlèʼw. 
JAS.1.4	Sé pa pouʼw kité pasyans-lan ou ni-an janmen vini fèb, mé sé pouʼw kité pasyans kontiné twavay andidanʼw pouʼw sa vini moun ki san fòt, byen doubout, san mantjé anyen. 
JAS.1.5	Si pyès an zòt pa ka konpwann sé bagay sala, sé pouʼy mandé Bondyé lasajès, èk Bondyé kay ba liʼy paski Bondyé enmen bay tout moun san miziwé. 
JAS.1.6	Mé sé pouʼw mandéʼy èk lafwa. Sé pa pouʼw mété an lidéʼw Bondyé pa kay wéponn ou. Moun-an ki ni dé lidé-a menm kon an lanm lanmè van-an ka mennen alé koté i vlé. 
JAS.1.7+JAS.1.8	An moun kon sa ki pa sav sa i vlé èk ki toujou ka chanjé lidéʼy pa bizwen kwè i kay wisivwè anyen an lanmen Bondyé.
JAS.1.9	An fwè ki maléwé ni pou ni tjè kontan lè Bondyé météʼy adan an pozisyon ki ho. 
JAS.1.10	Mé an fwè ki wich ni pou kontan tou lè Bondyé mennenʼy désann ba. Sé moun wich-la kay dispawèt menm kon sé flè-a ki an savann-an.
JAS.1.11	Sòlèy-la ka lévé èk tout chalèʼy. I ka sèk zèb-la, flèʼy ka tonbé èk tout bèltéʼy ka fini. Sé menm mannyè-a nonm wich-la kay tonbé paditan i ka chaché mannyè pou fè plis lajan.
JAS.1.12	Pa dé bon i bon pou moun-an ki doubout fò an twaka-a, paski lè i pasé sé twaka sala èk i kontiné kwè an Jézi, i kay wisivwè kouwonn-an ki ka wépwézanté lavi étonnèl-la, kouwonn-an Bondyé pwonmèt pou sé moun-an ki enmenʼy-lan. 
JAS.1.13	Lè tantasyon vini asou an moun, sé pa pouʼy di sé Bondyé ki ka tantéʼy. Anyen pa sa tanté Bondyé pou fè bagay ki pa bon, èk Bondyé pa ka tanté pyèsonn. 
JAS.1.14	Tantasyon ka vini anlè an moun lè i kité sé vyé dézi-a ki andidan tjèʼy-la tjenbéʼy èk mennenʼy alé fè bagay ki pa bon. 
JAS.1.15	Lè an moun obéyi sé vyé dézi-a, sé lè sala i péché. Lè moun sala kontiné péché, sé lanmò ki ka vini apwé.
JAS.1.16	Fwè èk sè mwen, mwen enmen zòt an pil. Pa kwennen kò zòt. 
JAS.1.17	Sé Bondyé ki ka bay tout bon kado èk tout bon bagay ki pa ni défo. Sé kado sala ka désann sòti an lanmen Bondyé Papa nou ki fè tout klèté ki an syèl-la. I pa ka janmen chanjé, ni i pa ka tounen doʼy asou nou èk kité nou an nwèsè. 
JAS.1.18	Bondyé menm té désidé pou ban nou pawòl lavéwité-a pou fè nou vini ich li. I té désidé pou nou té sa ni pwèmyé plas an tout bagay i fè.
JAS.1.19	Fwè èk sè mwen, mwen enmen zòt an pil. Mi sa ou ni pou toujou chonjé: Sé pou zòt toujou pawé pou kouté, èk pa pwésé palé, èk pa pwésé faché. 
JAS.1.20	An moun ki faché pa sa fè sa ki ka plè Bondyé, 
JAS.1.21	kon sa jété tout vyé labitid èk movèzté ki andidanʼw. Abésé kòʼw bay Bondyé èk aksèpté pawòl-la i planté an tjèʼw-la paski pawòl sala ni pouvwa pou sovéʼw.
JAS.1.22	Sé pouʼw fè sa pawòl Bondyé di. Sé pa pouʼw kouté tousèl. Si ou fè sa, sé kwennen ou ka kwennen kòʼw. 
JAS.1.23	Si sé kouté ou ka kouté pawòl Bondyé tousèl épi ou pa ka fè sa i di-a, ou sé menm kon an nonm ki gadé fidjiʼy adan an miwè. 
JAS.1.24	I gadé kòʼy byen èk i pati. Menm kon i tounen doʼy, la menm i obliyé ki mannyè fidjiʼy yé. 
JAS.1.25	Bon Nouvèl-la sé lwa Bondyé ki pa ni défo-a èk sé li ki ka fè moun lib. Si an moun byen gadé konmisyon Bon Nouvèl-la èk i kontiné obéyiʼy èk i pa obliyéʼy mé i fè sa i di-a, Bondyé kay benni moun sala an tout sa i ka fè.
JAS.1.26	Si an moun kwè i ka sèvi Bondyé an tout bagay mé i pa ka véyé sa i ka di èk lanng li, i ka kwennen kòʼy èk sèvis li pou Bondyé pa vo anyen. 
JAS.1.27	Mi mannyè pouʼw vini dwèt èk nèt an zyé Bondyé, Papa-a: Édé manmay ki pa ni manman èk papa èk sé madanm-lan mawi yo ja mò-a lè yo ka soufè. Èk pa fè sé mové bagay-la ki ka fèt an latè-a.
JAS.2.1	Fwè èk sè mwen, kon moun ki kwè an Senyè Jézi Kwi, Senyè nou-an nou ka onnowé-a, sé pa pouʼw ni pwéféwans pou pyèsonn. 
JAS.2.2	Sipozé dé nonm antwé an kay-la koté zòt asanblé-a, yonn wich èk byen abiyé, èk i ni an bag lò an dwèt li, mé lòt-la mal èk i ni an had déchiwé anlèʼy. 
JAS.2.3	Èk ou wèspèkté nonm-lan ki byen abiyé-a plis èk ou diʼy, “Asid asou bèl chèz sala,” mé ou di maléwé-a, “Alé doubout la kon sa, ében asid bò pyé mwen atè-a.” 
JAS.2.4	Ès sé pa divizyon ou ka mété lè ou ka twété moun mannyè sala? Sa ka moutwé ou ni vyé lidé lè ou ni pwéféwans pou moun an mannyè sala.
JAS.2.5	Fwè èk sè mwen, mwen enmen zòt an pil. Kouté mwen byen! Bondyé ja chwazi sé maléwé-a ki an latè-a pou yo sa vini wich an lafwa-a yo ni an Bondyé-a, èk pou yo sa wisivwè plas yo anpami sé moun-an Bondyé ka kondwi-a, plas-la i pwonmèt pou sé moun-an ki enmenʼy-lan. 
JAS.2.6	Mé ou pa ni pyès wèspé pou sé maléwé-a. Sé menm sé moun wich sala ki ka pwan lavantay asouʼw èk yo ka mennenʼw lodyans. 
JAS.2.7	Ès sé pa yo ki ka ensilté bon non Jézi-a paski zòt sé sa li?
JAS.2.8	Ou ka fè an bon bagay si ou obéyi lwa Bondyé ki pa ni pyès fòt-la ki ékwi an lévanjil-la. I di, “Enmen tout moun menm kon ou enmen kòʼw.” 
JAS.2.9	Mé si ou ni pwéféwans pou adan moun, ou fè péché èk lwa-a kay kondannéʼw paski ou kasé lwa-a. 
JAS.2.10	Si yon moun kasé yonn an sé konmandman Bondyé-a, i koupab pou tout lézòt-la, 
JAS.2.11	paski menm lwa-a ki di, “Pa fè adiltè,” sé li menm ki di, “Pa tjwé.” Kon sa menm si ou pa fè adiltè mé ou tjwé an moun, ou koupab menm mannyè-a paski ou kasé lwa-a.
JAS.2.12	Ou kay jwenn jijmanʼw anba lwa-a ki ka fè moun lib-la. Kon sa sé pouʼw chonjé sa an tout sa ou ka di èk an tout sa ou ka fè. 
JAS.2.13	Bondyé pa kay ni konpasyon asou sé moun-an ki pa té ni konpasyon-an, mé moun-an ki ni konpasyon-an pa kay pè jijman Bondyé.
JAS.2.14	Fwè èk sè mwen, ki sa i ka vo an moun si i di i ni lafwa an Bondyé, mé i pa ka fè anyen pou moutwé sa? Kalité lafwa sala pa sa sovéʼy. 
JAS.2.15	Si an fwè ében an sésé bizwen had pouʼy mété anlèʼy, èk i pa ni asé pouʼy manjé, 
JAS.2.16	ki sa i kay fè ba li si ou diʼy, “Alé, Bondyé kay benniʼw, abiyé byen pouʼw chofé kòʼw, èk manjé byen?” Sa pa kay fè anyen ba li si ou pa ba li sé bagay-la i bizwen-an. 
JAS.2.17	Menm mannyè-a, si an moun pa ka fè anyen pou moutwé i kwè an Bondyé, lafwa-a i ni-an mò.
JAS.2.18	I ni moun ki di, “Yon moun ka ni lafwa èk an lòt moun ka fè bon bagay.” Mé mwen kay di yo, “Moutwé mwen ki mannyè ou ka fè kwè an Bondyé èk pouʼw pa fè bon bagay. Sé bon bagay-la mwen ka fè-a kay moutwé mwen ni lafwa an Bondyé pou vwé.” 
JAS.2.19	Mwen sav ou kwè la ni an sèl Bondyé. Sa bon, mé jis sé vyé lèspwi-a ki kwè sa tou, èk yo ka twanblé afòs yo pè.
JAS.2.20	Zòt kouyon wi! Mwen kay moutwéʼw aklè sa pa ka vo anyen si an moun di i ni lafwa an Bondyé èk a menm lè-a i pa ka fè bon bagay.
JAS.2.21	Pa obliyé mannyè Abrahanm gwan gwanpapa lontan nou, té vini dwèt douvan Bondyé. Sété pou lapéti sa i té fè-a. I té ofè gasonʼy, Ayzak, anlè lotèl-la kon an sakwifis bay Bondyé. 
JAS.2.22	Ès ou pa wè mannyè lafwaʼy an Bondyé èk bagay-la i fè-a twavay ansanm? Pou lapéti sa i fè-a, lafwaʼy an Bondyé pa té mantjé anyen ankò. 
JAS.2.23	Sé pou wézon sala, sa lévanjil-la té di konsènéʼy-la té vin fèt vwé. I di, “Abrahanm té kwè sa Bondyé té pwonmèt-la, èk paski i té kontiné kwè, Bondyé aksèptéʼy kon on nonm ki dwèt douvanʼy,” èk yo kwiyéʼy kanmawad Bondyé. 
JAS.2.24	Kon zòt ka wè, sé pa sèlman lè an moun ni lafwa an Bondyé, Bondyé ka aksèptéʼy, mé sé lè i ka fè bon bagay èk lafwa-a i ni-an.
JAS.2.25	Sété menm mannyè-a èk Rahab, fanm vyé lavi-a. Bondyé té aksèptéʼy kon an madanm ki dwèt douvanʼy, pou lapéti sa i fè-a. I té wisivwè sé nonm Izwayèl-la ki té alé gadé tè-a an sigwé, èk i té séwé yo épi i fè yo pasé adan an lòt chimen pou déviwé lakay yo.
JAS.2.26	Kò an moun ka mò lè lèspwi-a kitéʼy. Sé menm mannyè-a lafwa-a ou ni-an ka mò si ou di ou ni lafwa an Bondyé mé ou pa ka fè bon bagay.
JAS.3.1	Fwè èk sè mwen, sé pa an chay an zòt ki sipozé vini titja. Kon ou sav, Bondyé kay jijé nou ki titja pli wèd pasé lézòt moun. 
JAS.3.2	Nou tout ka fè an pil fòt. Mé si an moun pa janmen fè an lèwè adan anyen i ka di, moun sala sé an moun ki san fòt épi i sa kondwi kòʼy byen.
JAS.3.3	Nou ka mété bwid an djòl chouval pou nou fè yo obéyi nou. Èk nou ka sèvi bwid sala pou fè yo alé koté nou vlé. 
JAS.3.4	Ében gadé an gwo batiman. Gwo kon i gwo, sé gwo van ki ni pou pouséʼy, mé kaptenn-an ka kondwiʼy èk an ti gouvènay
JAS.3.5	Sé menm mannyè-a èk lanng-lan: Piti kon i piti, i ka di tèlman gwo bagay i sa fè.
JAS.3.5	Gadé mannyè an ti zon difé ka bwilé an gwo lafowé. 
JAS.3.6	Lanng-lan sé menm kon an difé. Sé andidanʼy tout movèzté ka wèsté, paski sé yon manm an kò nou i yé, i ka pwézonnen tout kò-a nèt. I ka mété tout lavi nou an difé jis tan i détwi nou nèt. Sé lanfè menm ki mété difé sala an lanng-lan. 
JAS.3.7	Nonm sa fè tout kalité bèt vini dous — bèt sovay èk jibyé, bèt ki ka maché asou bouden yo, èk pwéson ki lanmè. Nonm ja wivé fè yo tout vini dous. 
JAS.3.8	Mé pyèsonn pa janmen fè lanng-lan vini dous. I sé an bagay ki mové. Pyès moun pa sa fèʼy obéyi. I ka tjwé an moun menm kon pwézon an sèpan. 
JAS.3.9	Nou ka sèvi lanng-lan pou wimèsyé Papa Bondyé, Senyè nou, èk nou ka sèvi menm lanng-lan pou malpalé lézòm Bondyé ja fè menm kon kòʼy. 
JAS.3.10	Nou ka wimèsyé èk nou ka malpalé èk menm bouch-la. Fwè èk sè mwen, sé bagay sala pa sipozé fèt. 
