MAT.1.1	Srakàda atehuŋ ma ke kú Yeso Kristò edɛ Ŋwa àfα Devì á yá ma Ŋwa Abràha huŋ.
JAS.5.12	Bú akpè á ma lɛ, nɛ yi huŋ nɛ zhyɛnyɔ̀ ŋɛ, è ma lɛ, nɛ tété fα Mbɔchù mà baba ebɔ nɛ yi yatɔ̀te búzo huŋ mu. Nɛ tété yi fα, yi bé akpachù àmɔmu zhyɔ, àmɔmu mamiwa lɛ, yi cho bú kɔ mu. Zàwa nɛ mɔ lɛ, ɛ̂ ebɔ à ma ke zà lɛ, ɛ̂ huŋ wo yehè ebɔ à ma ke zà lɛ, yehè huŋ, mama Mbɔchù ŋa wò vèzri.
JAS.5.13	Nguzo ma chɔ nɛ e yi vèzri? Ma ngru alɔhuŋ vè lɛ, e sofye Mbɔchù. Nguzo ma chɔ nɛ e yi nɛ? Ma ngru alɔhuŋ vè lɛ, e nya jwɔ́, e kpyadè Mbɔchù. 
JAS.5.14	Nguzo ma chɔ nɛ e yi kpé? Ma ngru alɔhuŋ, bé washyé wa gbòko wa á fenyite hɛ, bo ya sofye Mbɔchù, bo gbè ge wo ezɔprα zre Mpwèmya yi. 
JAS.5.15	Ngè sofye Mbɔchù á ma wo fenyi huŋ, ke mbya ngru e yi kpé huŋ ke ngà. Mpwèmya ke mbya ge, e makɛ é kpidri ge yi. Be è lè tɔte zrɔbye abebe zɔ, Mbɔchù ke vèwáŋa ge.
JAS.5.16	Be è ma àmɔ huŋ, yakwè ŋa nɛ drinɛ zrɔbye abebe nɛ, nɛ sofye Mbɔchù ke drinɛ é ke mbya nɛ ke ngà. Sofye Mbɔchù ngru, yi zrɔbye ge setetemɔ ju Mbɔchù huŋ, ma wo ngre akwαkwα é bú e yi tɔ huŋ. 
JAS.5.17	Èlajà yá ma lè cho nguzo lèyɛwa be nyi yi. È yá sofye Mbɔchù wo pushyɛ ge mbri lɛ, chù tá mu, ngè chù yá tátê mà baba mu ke zhi sra wo mbrì. 
JAS.5.18	Ngèhuŋ, è yá sofye ndà Mbɔchù, chù yá tá, byezhi chàndàwa, yi gbɛ.
JAS.5.19	Nɛ zhyɛnyɔ̀ ŋɛ á fenyite hɛ, be è lè ma lɛ, nguzo yate pyɔ endɛndɛ yi, nguzo lè mbu ya wo gè ekokro yi, 
JAS.5.20	ma sebɛwa nɛ lɛ, ngru á tre ke mbu ya wo ngru zrɔbye abebe ekokro huŋ, pofye yi ngru zrɔbye abebe alɔhuŋ, mama e fu. Ngèhuŋ, è mbya yi lɛ, Mbɔchù vokɛ ngɔ̀ngɔ̀ zrɔbye abebe ge.
1PE.1.1	Ŋ mì Pità á ma ngru, yi Yeso Kristò chɛpwɛ̀ ya huŋ, e yi jwα srakàda atehuŋ. Ŋ yi jwα ge ke wa enke Mbɔchù e ngafɔte, á ma wa eshyɔ̀ á kpapute ŋɛ pɔ́ Pɔnto yi wo pɔ́ Gàlashyà yi wo pɔ́ kàpàdoshyà wo pɔ́ Eshyà yi wo pɔ́ Bitinyà yi. 
1PE.1.2	Mbɔchù á ma So huŋ, yá yi nɛ mbri, è lɛ̀ ngafɔ nɛ. Vomwɛ ge mbya yi nɛ ke ma wɛwa lɛ, nɛ ke zó Yeso Kristò. È ke mbya lè lɛ, srα Yeso á yá pegbè tóàkpa huŋ, ke vɔ́cha nɛ. Ŋ yi sofye Mbɔchù lɛ, Mbɔchù màŋa nɛ engɛ ge, è ŋa nɛ atɔtɔ ge gbαwa.
1PE.1.3	Nyi kpyadè nɛ Mbɔchù á ma So Mpwèmya nyi Yeso Kristò huŋ. È yá ma ke vè èsrɛ ge á kàpɛte huŋ, á yá mbya nyi ke ma wo gbαgbα epokwre é ngàninju éfi Yeso Kristò yi. Atehuŋ, yi mbya nyi ke pɔ pushyɛ be wa á shi, yi tembate é fenyi ke bú Mbɔchù yá yate huŋ. 
1PE.1.4	Ngèhuŋ, nyi yi kevète ju ke fye bye á yî be gé chè mu wo á yî be gé be mu wo á yî be gé kpɔ̀kwè mu, yi Mbɔchù teŋate nɛ ŋɛ akpachù huŋ. 
1PE.1.5	Mbɔchù, yi tekɛfye nɛ wo ngre ge kokro fenyi nɛ yi. È ke ma àmɔ tètè be nɛ ke bɛ engàmɔ, yi wa mbri ke vè ge wɛwa chi enchibá huŋ.
1PE.1.6	Ma nɛ wo enɛte ke bye Mbɔchù teŋate nɛ akpachù huŋ, mami be è yibe e mabàwa mbrɔŋɛ wo nɛ ke yi se èsrɛ ke ŋwa ebɔ, ke ngɔ̀ngɔ̀ pé hɛ vévé, yi nɛ yi vèzri huŋ. 
1PE.1.7	Bye atehɛ mbri ke kàju àmɔ wo nɛ ke màŋa lɛ, fenyi nɛ é Kristò yi kwαkɛte. È ma àmɔ ke mami gôl, yi bo yibe bo tɔnyimbe huŋ, bo yi mbɔ̀vè ge wo pyo yɔ̀. Ngèhuŋ, fenyi nɛ á ma chò kàpɛ yi gôl huŋ, bo ke vè lɛ, bo mbɔ̀vè lè ge ke vè lɛ̀, è kwαkɛte lɛ̀. Ngèhuŋ, Mbɔchù ke kpyadè nɛ, è ŋa nɛ ezozo ebɔ Yeso Kristò ke yasè yandà huŋ. 
1PE.1.8	Mami be nɛ yi vètê ge mbrɔŋɛ mu huŋ, nɛ nɛte wo gè. Mami be nɛ yi vètê ge mbrɔŋɛ mu huŋ, nɛ fenyite wo gè. Ngèhuŋ, ma nɛ wo enɛte gbαwa pyɔ ngru yakô mu huŋ. 
1PE.1.9	Ke nɛ fenyite wo Kristò huŋ, ngè Mbɔchù pofye yi nɛ.
1PE.1.10	Aŋɔ̀ adùkpɛte ke engàmɔ atehuŋ, wa pwὰpwὰ Mbɔchù yá kevècha sɔbe, bo bipɔcha, ngè bo yá yadù ke asɔsɔ atehuŋ, yi Mbɔchù ke tɔ wo nɛ huŋ. 
1PE.1.11	Bo yayi tre ke vɔ́vècha ke ebɔ alɔhuŋ, è yibe e ma huŋ wo pyɔ è yibe e ya huŋ. Atehuŋ, yá ma ebɔ Vomwɛ Kristò á ma é bo huŋ, yá yate huŋ, ngè è yayi yadùte ke pyɔ Kristò ke vèbàlè zri huŋ, wo cho bye esαfomɔ á ma ke kàjushì huŋ. 
1PE.1.12	Mbɔchù yá màŋa wa pwὰpwὰ atehɛ lɛ, chwɔ bo yi tɔ huŋ, matê ke mbè bo mu bɛhuŋ, è ma ke mbè nɛ. Bo yayi ya ke bye nɛ pɔ mbrɔŋɛ kokro wa Yeso chɛpwɛ̀ ya á yá ya, yi yaŋa nɛ Chwɛzri Asɔsɔ wo ngre Vomwɛ Achacha, yi Mbɔchù pwɛ̀ ya akpachù huŋ. Ngé bye atehɛ, yi mami nchèndé yá nɛte ke pɔcha.
1PE.1.13	Tebwαte nɛ sepɔ nɛ ke bú nɛ ke tɔ huŋ, nɛ tété pwɛ̀te kasɛ drinɛ mɔ mu, nɛ tembate é fenyi, ke pyɔ Mbɔchù ke màŋa nɛ engɛ ge ebɔ Yeso ke yasè yandà huŋ. 
1PE.1.14	Be zhyɛ enke Mbɔchù e yi zó ge huŋ, nɛ tété pwɛ̀te drinɛ ke tɔ bye vekpɔ nɛ kate nɛ ke tɔ, ebɔ nɛ yá yitê Mbɔchù mu huŋ. 
1PE.1.15	Be ngru á bé nɛ huŋ, ma wɛwa huŋ, ngè nɛ ma wɛwa é bye yi mbri nɛ yi tɔ hɛ. 
1PE.1.16	È ma Srakàda Mbɔchù lɛ, “Ma nɛ wɛwa ke Ŋ̀ ma wɛwa.”
1PE.1.17	Ebɔ nɛ yi sofye Mbɔchù huŋ, nɛ yi bé ge lɛ, Sonyi. Ebɔ Mbɔchù yi kpà wa mbri huŋ, è yi màŋatê lɛ, è tefɔ̀te wo nguzo mu bɛhuŋ, bú ngru yi tɔ huŋ, ke màŋa pyɔ Mbɔchù ke kpà ge huŋ. Ngèhuŋ, chi nɛ á mbate ke shi ŋɛ myaŋɛ huŋ, ma shi nɛ ke yi ŋa ge ezozo. 
1PE.1.18	Yiwa nɛ lɛ, Mbɔchù yá fòpwɛ̀ nɛ é abebe, yi shyé shyé nɛ yá tɔmàŋate nɛ huŋ. È yá fòpwɛ̀tê nɛ wo bye á yibe gé chè be gôl wo Silvà hɛ mu. 
1PE.1.19	Mbɔchù yá fɔfyeju nɛ wo akwαkwα tú srα Kristò á yá pegbè tóàkpa huŋ. Kristò ma be Ŋwasɛ e yi kpetê mu wo a matê wo esro búzo kpɔ ge mu huŋ. 
1PE.1.20	Mbɔchù yá ngambu ge bɛ è lɛ̀ mbya myaŋɛ. Ngè mbrɔŋɛ huŋ, è mbya yi lɛ, nɛ yi ge chi enchibá atehɛ. 
1PE.1.21	È ma kokro ge, yi nɛ fenyi wo Mbɔchù á yá mbyangàninju wo gè éfi, è ŋa ge ezozo huŋ. Be è ma àmɔ huŋ, ma nɛ wo fenyi, nɛ te sepɔ nɛ mbri é Mbɔchù yi. 
1PE.1.22	Nɛ ma wɛwa, ke nɛ yi tɔ bye á ma endɛndɛ hɛ, nɛ nɛte wo zhyɛnyɔ̀ nɛ sɔbe sɔbe, ngè Ŋ yi zà lɛ, nɛ nɛte wo wa enzɔ wo pushyɛ nɛ mbri. 
1PE.1.23	Bo mbàndà yi nɛ pokwre kokro chyα Mbɔchù á ma gbαgbα huŋ wo á tebàte huŋ. Ngèhuŋ, nɛ ma zhyɛ ngru e yi fupɔ̂ mu huŋ, matê zhyɛ ngru e yi fu hɛ mu. 
1PE.1.24	Bo jwαte srakàda Mbɔchù lɛ,
1PE.1.24	“Wa mbri ma be byα,
1PE.1.24	yi asɔsɔ ge mɔ mbri ma be mɛ́byα huŋ.
1PE.1.24	Byα mbri yi kòfu, mɛ́byα yi vyokwè,
1PE.1.25	bɛhuŋ, chyα Mpwèmya tebàte ke ebɔ mbri.”
1PE.1.25	Ngè, atehuŋ ma Chwɛzri Asɔsɔ, yi bo yá kúŋa nɛ.
1PE.2.1	Vè nɛ lɛ, nɛ tekpálɔ bye abebe mbri. Ngè, nɛ tété yi chúzɛchu mu wo lɛ, nɛ tété yi kwrɛyi mu wo lɛ, nɛ tété yi gbα njìjwó mu wo lɛ, nɛ tété yi ché wa mu. 
1PE.2.2	Nɛ ma be zhyɛ bo mbà pokwre, yi mbɔ myé, yi Vomwɛ yi ŋa huŋ, yi tɔ huŋ. È ma àmɔ lɛ, be nɛ yi má ge huŋ, nɛ ke kpèko, ngè Mbɔchù ke pofye nɛ. 
1PE.2.3	È ma srakàda Mbɔchù lɛ, “Nɛ vɔ́vècha yi wo bɔnɛ pyɔ Mpwèmya ma wo àsɔ pushyɛ huŋ.”
1PE.2.4	Ya bɛ nɛ Mpwèmya á ma mpɛ á ma wo gbαgbα, yi wa ŋɔtɔ̀te huŋ bɛhuŋ, Mbɔchù ngambute yi, ngè è ma chò wo gè huŋ. 
1PE.2.5	Ma ya lè nɛ kpɛ be mpɛ e yi vèbye huŋ lɛ, bo ke fɔ nɛ ke pɔ tα Mbɔchù á ma wɛwa huŋ. Ngè nú huŋ, nɛ ke yi tɔ chwɔ be wa e tá Mbɔchù á ma wɛwa hɛ, ke yi bèchɛ̀ŋa Mbɔchù ekɔŋa kokro Yeso Kristò yi, á ma ekɔŋa, yi Mbɔchù fenyite huŋ. 
1PE.2.6	È ma Srakàda Mbɔchù yi lɛ,
1PE.2.6	“Bapɔ nɛ, Ŋ̀ ngambu yi chò mpɛ,
1PE.2.6	Ŋ̀ ke pɔ ge be mpɛ nchè yi ŋɛ jɛ̀ wa Zayɔ̀ yi,
1PE.2.6	ngè mànya a lè fenyi wo gè,
1PE.2.6	bo ke mbya mbupɔ̂ ge bye ewɛ́ mu.”
1PE.2.7	Mpɛ atehuŋ ma chò gbαwa wo nɛ wa á fenyite hɛ bɛhuŋ, wo wa á fenyitê mu huŋ,
1PE.2.7	“Mpɛ, yi mpɔtα ŋɔtɔ̀te lɛ, è matê búzo mu huŋ,
1PE.2.7	yasè ma yi mpɛ á ma chò.”
1PE.2.8	È ma Srakàda Mbɔchù yi lɛ,
1PE.2.8	“Ngè mpɛ, e ke mbya wa ke kpa huŋ,
1PE.2.8	wo mpɛ ásɛ́kɛnatemɔ e ke mbya wa ke kù huŋ ate.”
1PE.2.8	Bo yi kpa ke bo fenyitê wo chyα Mbɔchù mu. Atehuŋ ma bú Mbɔchù yá sepɔtegbα ke bo.
1PE.2.9	Bɛhuŋ, nɛ ma ekre wa, yi Mbɔchù ngafɔte hɛ, nɛ ma lè wa e tá Mbɔchù e yi tɔŋa àfαku chwɔ, nɛ ma lè wa kwɛ̀ á ma wɛwa huŋ. Nɛ ma wa enke Mbɔchù, è yá ngafɔte ke yaŋa wa ke bye esαfomɔ, yi Mbɔchù tɔ hɛ. È yá béfɔju nɛ nyihùŋ nkùfi yi ke ya ŋɛ chacha, e yi ŋa huŋ, wo á sɔbete huŋ. 
1PE.2.10	È yá ma ebɔ zo huŋ, nɛ yá matê wa enke Mbɔchù mu bɛ, mbrɔŋɛ huŋ, nɛ ma wa ge. È yá ma ebɔ zo huŋ, Mbɔchù yayi vètê èsrɛ wo nɛ mu, ngè mbrɔŋɛ huŋ, Mbɔchù yi vè èsrɛ wo nɛ.
1PE.2.11	Zhyé ŋɛ Ŋ nɛte gbαwa hɛ, ma yi nɛ lɛ, nɛ ma wa eshyɔ̀ wo wa á pu yate ŋɛ myaŋɛ. Ŋ yi dàŋa nɛ mwɛ lɛ, nɛ pwɛ̀te ke yi tɔ bye abebe, yi vekpɔ nɛ kate nɛ ke yi tɔ hɛ. Ngé bye alɔhɛ e yi nwa nɔ nyihùŋ pushyɛ nɛ yi. 
1PE.2.12	Pyɔ nɛ yi shi chɔ wa á fenyitê mu, le ma sɔbe lɛ, ebɔ bo lè yi yrùpɔ nɛ wo bye lɛ, nɛ ma wa e yi tɔ bye abebe mɔ huŋ, bo ke vèkpɛ lɛ, bye nɛ yi tɔ hɛ ma sɔbe, ngè bo ke kpyadè Mbɔchù chú è ke ya ke kpà wa huŋ.
1PE.2.13	Ke zri nɛ ma wa enke Mpwèmya huŋ, zó nɛ wa bo pɔte mbè hɛ lɛ, bo kpà nɛ huŋ. Nɛ zó lè àfαku, á ma àfα é àfé enzɔ hɛ. 
1PE.2.14	Nɛ zó lè gɔvanɔ̀, yi bo pɔte mbè ke ŋa vèzri wo wa e yi tɔ abebe hɛ, wo ke kpyadè wa e yi tɔ asɔsɔ hɛ. 
1PE.2.15	È ma sepɔ Mbɔchù lɛ, be nɛ ke yi tɔ asɔsɔ wo wa huŋ, nɛ ke kukɛ mwα wa á yitê búzo mu hɛ. 
1PE.2.16	Shi nɛ be wa á shite wo se bo hɛ. Bɛhuŋ, tété mbu nɛ shi, yi nɛ shite wo se nɛ huŋ, ke yi tɔ abebe mu. Shi nɛ be wa e yi tɔŋa Mbɔchù chwɔ, yi shi huŋ. 
1PE.2.17	Ŋa nɛ ezozo wo wa mbri. Ma nɛ wo enɛte ke zhyɛnyɔ̀ nɛ, yi nɛ gbòkote é fenyi hɛ, nɛ ma wo esemɔ wo Mbɔchù ke bú è yibe e tɔ wo nɛ huŋ, nɛ ŋa àfαku ezozo.
1PE.2.18	Nɛ wa chwɔ, nɛ vè lɛ, nɛ ŋa mɛsé nɛ ezozo á kwate huŋ mbri mbri. Nɛ ke ŋatê ezozo wo mɛsé e yi tɔ asɔsɔ hɛ, wo e yi fɔ nɛ be wa ge hɛ mu bɛhuŋ, ŋa lè nɛ ezozo wo mɛsé e yi tɔ ezrifra wo nɛ hɛ. 
1PE.2.19	Mbɔchù ke ŋa nɛ atɔtɔ ke bú atehuŋ, be nɛ lè yi kpɛkɛkpɔ nyihùŋ vèzri ke bú nɛ tɔtê mu huŋ, Mbɔchù ke ma wo enɛte ke nɛ. 
1PE.2.20	È ke ma mbè gɛ nú be nɛ lè yi kpɛkɛkpɔ ŋɛ bo yi gbaŋa nɛ ke eŋàdà, nɛ tɔte huŋ? Bɛhuŋ, be nɛ lè yi kpɛkɛkpɔ nyihùŋ vèzri ke nɛ tɔte bye asɔte hɛ, Mbɔchù ke ŋa nɛ atɔtɔ ge. 
1PE.2.21	È yá ma ke cho vèzri atehuŋ, yi Mbɔchù yá bé nɛ ke ma wa ge. Kristò yá vè lè zri kpɛ shyé nɛ lɛ, nɛ ke yi kpɛkɛkpɔ be nɛ yi vèzri huŋ. 
1PE.2.22	È yá tɔtê búzo abebe mu. Zɛchu yá jupɔ̂ mwɛ ge yi mu. 
1PE.2.23	Bo yá kwα ge wo shyé, è cheyasètê bo mu. Bo yá ŋa ge vèzri bɛhuŋ, è yá putretê ke poŋa mu. Bɛhuŋ, è yá pɔtepya pushyɛ ge wo Mbɔchù e yi kpà setete kpɛ mɔ huŋ. 
1PE.2.24	Kristò abɔge yá chαfye abebe nyi nyihùŋ kpɔ ge yi, be è ya ma tóàkpa huŋ lɛ, nyi yî be nyi tɔndà abebe mu. È ma kpya á ma kpɔ ge huŋ, yi bo mbyangà nɛ yi. 
1PE.2.25	Nɛ yá ma be sɛ á yate pé mɔ huŋ bɛ mbrɔŋɛ huŋ, nɛ yasè ya bɛ yi Mvɔ́kɛ sɛ, á ma ngru e yi tekɛfye nɛ huŋ.
1PE.3.1	Vwè wa, nɛ vè lɛ, nɛ ŋa nwa nɛ ezozo lɛ, nguzo chɔ bo lè fenyitê wo chyα Mbɔchù mu, pyɔ nɛ yi shi huŋ, ke mbya bo ke ma wa á fenyite, yi nɛ yaŋatê bo búzo mu. 
1PE.3.2	Bo ke vè pyɔ nɛ yi tɔ bye mbri, á ma pyɔ á ma wɛwa huŋ, wo pyɔ nɛ yi zó Mbɔchù wo pushyɛ nɛ mbri. 
1PE.3.3	Ma pyɔ nɛ bwαte huŋ, tété ma wo bye á ma mya hɛ mu. E tété ma pyɔ nɛ gbate zré huŋ, wo pyɔ nɛ yi vó bye bo mbyate wo gôl á ma àfɛ̀, àmɔmu be nɛ yi vó àse á kwαte tú hɛ mu. 
1PE.3.4	Ma bwαbwα nɛ ma bú á ju pushyɛ nɛ. Ngè bwαbwα alɔhuŋ, ke tápyapɔ̂ mu, ke è ju wo vomwɛ á ma fɛ̀fɛ̀ huŋ, wo á ma sêwa huŋ. Ngè cho bwαbwα atehuŋ, yi Mbɔchù mbute lɛ, á mabà chò huŋ. 
1PE.3.5	Ngè pyɔ atehuŋ, yi wavo á ma wɛwa á yá mayo hɛ, yá pɔte sepɔ bo é Mbɔchù yi. Wavo atehɛ yá mbya dribo ke ma abwαbwα mɔ, pyɔ bo yayi ŋa ezozo wo nwa bo huŋ. 
1PE.3.6	Sàra yá ma lè àmɔ. È yá ŋa Abràha ezozo, ngè e yá bé ge lɛ, “Masà ŋɛ.” Nɛ ma mbrɔŋɛ zhyɛ ge, be nɛ lè yi tɔ bye ásetetemɔ hɛ, yi nɛ yi setê búzo mu huŋ. 
1PE.3.7	Nwa wavo, nɛ vè lɛ, nɛ shi wo vwè nɛ pyɔ nɛ pɔchate lɛ, bo ma wa á byαte kàpɛ yi nɛ huŋ. Tɔ nɛ wo bo wo ezozo, ke nɛ ke bɛ gbαgbα epokwre, yi Mbɔchù ke ŋa nɛ mbri huŋ. Tɔ nɛ àmɔ lɛ, búzo ke tekɛtê sofye nɛ mu.
1PE.3.8	Ke gbαju huŋ, ma nɛ yi mbri vè lɛ, nɛ ma wo sepɔ nzo, nɛ ma wo se èsrɛ ke bú e yi kàju wo ngru enzo huŋ, nɛ ma wo enɛte wo drinɛ be zhyɛnyɔ̀ á fenyite hɛ, ngè nɛ ma wo pushyɛ asɔsɔ ke ngru enzo wo ke mbushya wo drinɛ zhyɔ wo ngru enzo huŋ. 
1PE.3.9	Be wa lè yi tɔ abebe wo nɛ, nɛ tété tɔ lè abebe wo bo mu, àmɔmu huŋ, be wa lè yi ché nɛ, nɛ tété ché lè bo mu. Ebɔ wa yi tɔ àmɔ wo nɛ huŋ, nɛ sofye Mbɔchù lɛ, e ŋa bo atɔtɔ, ke è ma bú Mbɔchù yá yate lɛ, è ke ŋa nɛ ebɔ è yá bé nɛ huŋ. 
1PE.3.10	È ma srakàda Mbɔchù lɛ,
1PE.3.10	“Mànya mànya á lè nɛte ke pɔ sɔpɔ,
1PE.3.10	wo á lè nɛte ke vè chi asɔsɔ,
1PE.3.10	ngru alɔhuŋ vè lɛ, e tété ya chyα abebe mu,
1PE.3.10	e kukɛ mwɛ ge, ke yi chútê zɛchu mu.
1PE.3.11	Ma ngru alɔhuŋ, yasè é abebe ge e yi tɔ huŋ, e tɔ bú asɔte huŋ.
1PE.3.11	E vè lɛ, e tre wo pushyɛ ge mbri ke shi wo atɔtɔ wo wa enzɔ.
1PE.3.12	Mpwèmya, yi vɔ́kɛ wa zrɔbye bo setetemɔ hɛ,
1PE.3.12	ngè e yi bapɔ wo sofye bo,
1PE.3.12	bɛhuŋ, Mpwèmya pite wa e yi tɔ abebe hɛ shyɛ.”
1PE.3.13	Nya á yibe e tɔ nɛ abebe be nɛ lè pɔte pushyɛ ke yi tɔ bú ásetetemɔ mɔ huŋ? 
1PE.3.14	Bɛhuŋ, mami be nɛ lè yi vèzri ke nɛ yi tɔ bú ásetetemɔ mɔ huŋ, Mbɔchù ke ŋa nɛ atɔtɔ. Tété se nɛ ebɔ bo yi tɔzú nɛ huŋ mu, ngè nɛ tété nɛ̀ drinɛ shyɛ mu. 
1PE.3.15	Bɛhuŋ, nɛ zó Kristò nyihùŋ pushyɛ nɛ, ngè nɛ ŋa ge ezozo be Mpwèmya yi. Tebwαte nɛ drinɛ ebɔ mbri ke yasèŋa mànya mànya á bipɔ nɛ drubú nɛ ma wo sepɔ tembate é fenyi ke gè huŋ. Bɛhuŋ, tɔ nɛ àmɔ fɛ̀fɛ̀ wo ezozo. 
1PE.3.16	Nɛ te pushyɛ nɛ wɛwa lɛ, ebɔ wa yi ché nɛ ke bú nɛ yi tɔ huŋ, wo ebɔ wa yi ya abebe ke bú nɛ yi tɔ ásetetemɔ be wa á chikɛte é Kristò huŋ, ewɛ́ ke mbu bo wo bú bo yi ya huŋ. 
1PE.3.17	È ke ma bú asɔsɔ lɛ, nɛ vèzri ke tɔ asɔsɔ, be è lè ma sepɔ enke Mbɔchù, kàpɛju ke vèzri ke nɛ yi tɔ abebe huŋ. 
1PE.3.18	È ma àmɔ, ke Kristò yá fu fɔnzo ke abebe wa mbri. Ngru e yi tɔ asɔsɔ huŋ, yá fu shyé wa e yi tɔ abebe hɛ lɛ, è ke fɔ ya wo nyi wo Mbɔchù.
1PE.3.19	Ngè Vomwɛ Mbɔchù yá mbya ge ke dɔ kúŋa vomwɛ á mate tαfi hɛ. 
1PE.3.20	Vomwɛ atehɛ ma vomwɛ wa á yá ma lèzhyɛwa á yá zótê Mbɔchù ebɔ Mbɔchù yá kpɛkɛ pushyɛ, yi tembate be Nuwà yayi twa kro akpè ge huŋ mu. È yá mamɔ wa enyenyɛ kwa, yi Mbɔchù yá pofye bo, mama bo vafu nyihùŋ zɔ̀ akpè huŋ. 
1PE.3.21	Zɔ̀ atehuŋ, ma esro e yi màŋa vɔ́ zɔ̀ Mbɔchù, e yi pofye lè nɛ mbrɔŋɛ huŋ. Vɔ́ zɔ̀ Mbɔchù atehuŋ matê ke vɔ́ fɔju zé á ma kpɔ nɛ huŋ mu bɛhuŋ, è ma bú nɛ yá yate wo Mbɔchù wo sepɔ á ma wɛwa huŋ. E yi pofye nɛ kokro pyɔ Yeso Kristò yá ngàninju éfi huŋ. 
1PE.3.22	Mbrɔŋɛ huŋ, Kristò dɔgbαyi akpachù yi, ngè è mate buyru Mbɔchù yi, ke yi kpà nchèndé mbri wo vomwɛ mbri e yi kpà ŋɛ vo wo myaŋɛ huŋ.
1PE.4.1	Be Yeso Kristò yá vèzri, è fu tóàkpa huŋ, ngè nɛ ke ma wo cho sepɔ è yá ma huŋ, ke mami nya a lè vèzri ke Kristò mɔ huŋ, á màŋa lɛ, ngru alɔhuŋ ke yi tɔndê abebe mu. 
1PE.4.2	Ngèhuŋ, chà mbrɔŋɛ dɔ ju, nɛ mbu ebɔ nɛ á mbate myaŋɛ huŋ, ke yi tɔ bye Mbɔchù kate hɛ, matê bú vekpɔ nɛ kate huŋ mu. 
1PE.4.3	Nɛ yayi gbα ebɔ nɛ ebɔ enkàpro ke yi tɔ bye wa á yitê Mbɔchù mu hɛ yi tɔ hɛ. Bye nɛ yayi tɔ hɛ ma, zrɔbye zró, dɛnjìjwó ke wavo àmɔmu wanwa, vapyɛ, yi tɔkasɛ zrɔbye ŋɛ bre vɛ́ yi, wo pyɔ akúkú nɛ yi zó mbɔchɔ ekpo hɛ. 
1PE.4.4	È ma àmɔ, ke zhyé nɛ, yi nɛ yá mayo hɛ, yi sαfotemɔ mbrɔŋɛ ebɔ bo yi vè lɛ, nɛ yi gbòkotendê wo bo ke yi tɔ akúkú bye abebe, yi bo yi tɔ hɛ mu, ngè bo yi kwα nɛ wo shyé. 
1PE.4.5	Bɛhuŋ, bo ke yaŋa Mbɔchù á tebwαte ke kpà wa e yi vèbye hɛ wo wa á fugbα hɛ, ke bú bo yayi tɔ huŋ. 
1PE.4.6	Atehuŋ ma drubú Kristò yá kúŋa wa á fugbα hɛ Chwɛzri Asɔsɔ lɛ, mami be bo yá ma ke fu be wa mbri huŋ lɛ, kokro vomwɛ huŋ, bo ke shi be Mbɔchù yi shi huŋ.
1PE.4.7	Bàkɛte bye mbri magbαyi juju. Ngèhuŋ, ma sepɔ nɛ ma wɛwa, nɛ pwɛ̀te kasɛtê drinɛ mɔ mu lɛ, nɛ yibe nɛ sofye Mbɔchù sɔbe. 
1PE.4.8	Bú á ma chò kàpɛ bye mbri huŋ, ma lɛ, nɛ nɛ wo wa enzɔ hɛ wo pushyɛ nɛ mbri, ke enɛte yi vokɛ ngɔ̀ngɔ̀ zrɔbye abebe. 
1PE.4.9	Fye nɛ wa eshyɔ̀ sɔbe sɔbe, yi nɛ yi kpàtê sα mu. 
1PE.4.10	Mànya, mànya, yi Mbɔchù ŋate ge ekɔŋa huŋ, e mbu ekɔŋa alɔhuŋ ke tɔŋa wazɔ chwɔ. 
1PE.4.11	Mànya mànya á lè yi kú chyα Mbɔchù, e kú chyα Mbɔchù, á lɛ, yi Mbɔchù á kàju e gè ke yi kú. Mànya mànya á lè yi tɔŋa wazɔ chwɔ, e tɔ ge wo ngre Mbɔchù ŋate ge huŋ. È ma àmɔ lɛ, é bye yi mbri nyi yi tɔ hɛ, nyi ke kpyadè Mbɔchù kokro Yeso Kristò yi. È ma Mbɔchù á ma wo ngre mbri wo ezozo ebɔ mbri wo ebɔ mbri huŋ. Ma e ma àmɔ.
1PE.4.12	Zhyé ŋɛ Ŋ nɛbà hɛ, tété fote nɛ mɔ wo akwαkwα echipɔmɔ e yi bɛ nɛ huŋ, àlɛ, yi búzo nɛ yá vèpɔ̂ mu, e yi kàju wo nɛ. 
1PE.4.13	Bɛhuŋ, ma nɛ wo enɛte ke echipɔmɔ atehuŋ, e yi mbya nɛ ke yi vèzri, be Kristò yá vè huŋ lɛ, nɛ ke ma wo enɛte kpèbe ebɔ è ke yandà nyihùŋ ezozo ge huŋ. 
1PE.4.14	Be bo lè yi ché nɛ ke nɛ ma wa á fenyite wo Kristò mɔ huŋ, Mbɔchù ke ŋa nɛ atɔtɔ. Vomwɛ Achacha á ma Vomwɛ Mbɔchù huŋ, ke ma é nɛ yi. 
1PE.4.15	Be nɛ lè yi vèzri, e tété ma ke nɛ ma mgbαwa, àmɔmu wa eví, àmɔmu wa e yi ka echɛzri, àmɔmu wa e yi pɔ mwα é bye wa yi mu. 
