MAT.1.1	Cartea genealogiei lui Iisus Hristos, fiul lui David, fiul lui Avraam:
1PE.1.13	De aceea, pregătiţi-vă, fiţi treji, puneţi-vă pe deplin încrederea în harul care vă va fi adus la arătarea din nou a lui Iisus Hristos. 
1PE.1.14	Ca nişte copii ascultători, nu vă potriviţi poftelor de mai înainte, pe care le aveaţi pe când eraţi în neştiinţă, 
1PE.1.15	ci, după cum Cel ce v-a chemat este sfânt, să fiţi şi voi sfinţi, în toată purtarea voastră, 
1PE.1.16	fiindcă este scris: 
1PE.1.17	Şi dacă-L numiţi „Tată” pe Acela care, fără părtinire, judecă pe fiecare după fapta lui, purtaţi-vă cu teamă de Dumnezeu în timpul peregrinării voastre, 
1PE.1.18	ştiind că nu cu lucruri pieritoare, cu argint sau cu aur, aţi fost răscumpăraţi din vieţuirea voastră deşartă, moştenită de la părinţi, 
1PE.1.19	ci cu sângele scump al lui Hristos, ca al unui 
1PE.1.20	care a fost cunoscut înainte de întemeierea lumii, dar a fost arătat în timpurile mai de pe urmă pentru voi, 
1PE.1.21	cei ce prin El credeţi în Dumnezeu, care L-a înviat din morţi şi I-a dat slavă ca să vă puneţi credinţa şi nădejdea voastră în Dumnezeu.
1PE.1.22	Întrucât v-aţi curăţit sufletele prin ascultarea de adevăr pentru o dragoste frăţească sinceră, iubiţi-vă stăruitor unii pe alţii, cu o inimă curată, 
1PE.1.23	fiindcă aţi fost născuţi din nou, nu dintr-o sămânţă pieritoare, ci nepieritoare, prin cuvântul cel viu şi nepieritor al lui Dumnezeu, 
1PE.1.24	fiindcă:
1PE.1.25	Şi acesta este cuvântul care v-a fost vestit, evanghelia.
1PE.2.1	Dând la o parte, aşadar, orice răutate şi orice înşelăciune, ipocrizie, invidie şi bârfă, 
1PE.2.2	ca nişte nou-născuţi să doriţi laptele duhovnicesc cel adevărat, pentru ca, prin el să creşteţi spre mântuire, 
1PE.2.3	dacă 
1PE.2.4	Apropiaţi-vă de El, Piatra cea Vie, neluată în seamă de oameni, dar aleasă şi preţioasă înaintea lui Dumnezeu, 
1PE.2.5	şi ca nişte pietre vii zidiţi-vă pe voi înşivă ca o casă duhovnicească, spre a fi o preoţie sfântă, care aduce jertfe duhovniceşti, bine primite de Dumnezeu, prin Iisus Hristos, 
1PE.2.6	fiindcă Scriptura zice:
1PE.2.7	Aşadar, pentru voi, care credeţi, ea este cinstea voastră. Dar pentru cei ce nu cred:
1PE.2.8	şi este
1PE.2.8	De ea se împiedică toţi cei ce nu se încred în cuvântul lui Dumnezeu şi la aceasta au fost sortiţi.
1PE.2.9	Voi însă sunteţi „o seminţie aleasă, o preoţie împărătească, un neam sfânt, un popor adunat de Dumnezeu” ca să vestiţi faptele măreţe ale Celui ce v-a chemat din întuneric la lumina Sa minunată.
1PE.2.11	Preaiubiţilor, ca pe nişte străini şi peregrini în lume, vă îndemn să vă feriţi de poftele trupeşti, care se luptă cu sufletul. 
1PE.2.12	Să aveţi o purtare frumoasă în mijlocul păgânilor, pentru ca, văzând faptele voastre bune, chiar atunci când vă blamează ca pe nişte răufăcători, să dea slavă lui Dumnezeu în ziua când vor fi cercetaţi.
1PE.2.13	Supuneţi-vă oricărei orânduiri omeneşti, de dragul Domnului: atât împăratului ca suveran, 
1PE.2.14	cât şi guvernatorilor, ca trimişi ai Lui să-I pedepsească pe răufăcători şi să-I laude pe cei ce fac binele, 
1PE.2.15	întrucât aşa este voia lui Dumnezeu, ca, făcând binele, să reducem la tăcere prostia oamenilor ignoranţi. 
1PE.2.16	Ca nişte oameni liberi, dar care nu faceţi din libertate un paravan pentru rele, ci, ca nişte robi ai lui Dumnezeu, 
1PE.2.17	respectaţi-i pe toţi oamenii, iubiţi frăţia credincioşilor, temeţi-vă de Dumnezeu şi daţi cinste împăratului.
1PE.2.18	Slugilor, supuneţi-vă stăpânilor voştri cu tot respectul, nu numai celor buni şi cumsecade, chiar şi celor duri, 
1PE.2.19	fiindcă este un har dacă cineva rabdă suferinţe, pătimind pe nedrept, din cauza credinţei în Dumnezeu. 
1PE.2.20	De fapt, ce laudă este dacă răbdaţi când sunteţi bătuţi pentru că aţi făcut rău? Dar dacă răbdaţi, pătimind pentru că aţi făcut binele, este un har de la Dumnezeu. 
1PE.2.21	Căci la aceasta aţi fost chemaţi, fiindcă şi Hristos a pătimit pentru voi, lăsându-vă un exemplu ca să călcaţi pe urmele Lui.
1PE.2.23	batjocorit fiind, nu întorcea batjocura, pătimind, nu ameninţa, ci lăsa totul în seama Celui ce judecă drept. 
1PE.2.24	El Însuşi a purtat păcatele noastre în trupul Lui, pe lemn, pentru ca noi, fiind morţi faţă de păcate, să trăim pentru dreptate. 
1PE.2.25	fiindcă eraţi 
1PE.3.1	La fel şi voi, femeilor, fiţi supuse bărbaţilor voştri, încât, chiar dacă unii nu vor să asculte cuvântul lui Dumnezeu, să poată fi câştigaţi fără cuvânt, prin comportarea soţiilor lor, 
1PE.3.2	văzând purtarea voastră respectuoasă şi curată. 
1PE.3.3	Frumuseţea voastră să nu fie cea exterioară: împletituri complicate ale părului, zorzoane de aur sau purtarea de veşminte luxoase, 
1PE.3.4	ci să fie cea dinlăuntru – inima, în frumuseţea nepieritoare a unui duh blând şi liniştit, care este de mare preţ înaintea lui Dumnezeu. 
1PE.3.5	Astfel se împodobeau altădată femeile sfinte, care îşi puneau nădejdea în Dumnezeu, fiind supuse bărbaţilor lor, 
1PE.3.6	aşa cum Sara asculta de Avraam, numindu-l „domnul meu”. Făcând binele şi netemându-vă de nimic, aţi devenit fiicele ei.
1PE.3.7	Tot aşa şi voi, bărbaţilor, purtaţi-vă cu înţelegere faţă de soţiile voastre, ca şi cu un vas mai fragil, şi cinstiţi-le ca unele care moştenesc împreună cu voi harul vieţii, ca să nu fie împiedicate rugăciunile voastre.
1PE.3.8	Aşadar, fiţi toţi cu acelaşi gând, cu aceleaşi simţiri, iubitori de fraţi, buni la suflet şi smeriţi, 
1PE.3.9	nerăsplătind răul cu rău, nici batjocura cu batjocură, ci, dimpotrivă, binecuvântând, întrucât la aceasta aţi fost chemaţi, ca să moşteniţi binecuvântarea. 
1PE.3.10	Aşadar,
1PE.3.13	Şi cine să vă facă rău, dacă sunteţi plini de zel pentru bine? 
1PE.3.14	Şi chiar dacă aţi suferi pentru dreptate, ferice de voi! Nu vă temeţi de ameninţarea lor şi nu vă tulburaţi, 
1PE.3.15	ci sfinţiţi-L în inimile voastre pe Hristos ca Domn, fiind întotdeauna gata să răspundeţi în apărarea credinţei voastre, oricui vă cere socoteală despre nădejdea voastră, 
1PE.3.16	însă cu blândeţe şi cu respect, având conştiinţa curată, ca tocmai în ceea ce sunteţi vorbiţi de rău, să fie ruşinaţi cei care defăimează buna voastră purtare în Hristos, 
1PE.3.17	fiindcă este mai bine să pătimiţi făcând binele, dacă aşa este voia lui Dumnezeu, decât făcând răul. 
1PE.3.18	Căci şi Hristos a pătimit o singură dată pentru păcate, El, Cel Drept pentru cei nedrepţi, ca să vă aducă la Dumnezeu, fiind omorât în trup, dar fiind înviat în Duhul, 
1PE.3.19	în care, mergând, a vestit şi acelor duhuri întemniţate, 
1PE.3.20	care n-au ascultat pe vremuri, când răbdarea lui Dumnezeu era în aşteptare, în zilele lui Noe, când se construia acea arcă
1PE.3.21	Aceasta prefigurează botezul care vă salvează şi pe voi acum. Nu este o spălare a murdăriei trupeşti, ci răspunsul unei conştiinţe curate, faţă de Dumnezeu, prin învierea lui Iisus Hristos, 
1PE.3.22	care este la dreapta lui Dumnezeu, de când s-a înălţat la cer, fiindu-I supuşi îngerii, stăpânirile şi puterile.
1PE.4.1	Aşadar, deoarece Hristos a pătimit în trup, înarmaţi-vă şi voi cu aceeaşi gândire, fiindcă oricine a pătimit în trup, a terminat cu păcatul, 
1PE.4.2	ca să nu mai petreacă timpul care-i rămâne de trăit în trup după poftele oamenilor, ci după voia lui Dumnezeu. 
1PE.4.3	Ajunge că în trecut aţi făcut voia păgânilor, trăind în destrăbălări, în pofte, în beţii, în chefuri, în petreceri şi în slujiri idolatre interzise de Lege! 
1PE.4.4	De aceea se miră că nu mai daţi năvală împreună cu ei în acelaşi potop al depravării şi vă defăimează, 
1PE.4.5	însă vor da socoteală Celui care este gata să judece viii şi morţii. 
1PE.4.6	Căci pentru aceasta a fost vestită evanghelia chiar şi morţilor, pentru că, deşi au fost judecaţi ca oameni în trup, să primească viaţa de la Dumnezeu, prin Duhul Sfânt.
1PE.4.7	Sfârşitul lumii s-a apropiat. Aşadar, fiţi cu mintea întreagă şi treji ca să vă puteţi ruga. 
1PE.4.8	Mai întâi de toate să aveţi o dragoste fierbinte unii pentru alţii, fiindcă iubirea acoperă o mulţime de păcate. 
1PE.4.9	Fiţi ospitalieri unii cu alţii, fără să murmuraţi, 
1PE.4.10	slujiţi unii altora, fiecare după darul pe care l-a primit, ca nişte buni administratori ai harului de multe feluri al lui Dumnezeu. 
1PE.4.11	Dacă vorbeşte cineva, cuvintele lui să fie ca ale lui Dumnezeu; dacă slujeşte cineva, slujirea lui să fie ca din puterea pe care o dă Dumnezeu, ca în toate să fie slăvit Dumnezeu, prin Iisus Hristos, a căruia să fie slava şi stăpânirea în vecii vecilor. Amin!
1PE.4.12	Preaiubiţilor, nu vă miraţi de încercarea de foc prin care treceţi, ca şi cum vi s-ar întâmpla ceva neobişnuit, 
1PE.4.13	ci, bucuraţi-vă că sunteţi părtaşi la patimile lui Hristos, pentru ca şi la arătarea slavei Lui să vă bucuraţi, săltând de fericire. 
1PE.4.14	Dacă sunteţi batjocoriţi pentru Numele lui Hristos, ferice de voi, fiindcă Duhul slavei şi al lui Dumnezeu se odihneşte peste voi.
1PE.4.15	Nimeni dintre voi să nu sufere ca ucigaş, hoţ, răufăcător sau ca unul care se amestecă în treburile altora, 
1PE.4.16	dar dacă suferă cineva pentru că este creştin, să nu se ruşineze, ci să dea slavă lui Dumnezeu pentru acest nume, 
1PE.4.17	fiindcă este timpul ca judecata să înceapă de la casa lui Dumnezeu; şi dacă începe cu noi, atunci care va fi sfârşitul celor ce nu ascultă de evanghelia lui Dumnezeu? 
1PE.4.18	Şi dacă
1PE.4.19	Prin urmare, cei ce suferă după voia lui Dumnezeu să-şi încredinţeze sufletele credinciosului Creator, făcând binele.
1PE.5.1	Pe prezbiterii voştri îi rog eu, prezbiter ca şi ei, martor al patimilor lui Hristos şi părtaş al slavei care va fi descoperită: 
1PE.5.2	păstoriţi turma lui Dumnezeu care este în grija voastră nu din obligaţie, ci de bună voie, după voia lui Dumnezeu; nu pentru un câştig necinstit, ci din toată inima; 
1PE.5.3	nu ca şi cum aţi stăpâni peste cei ce v-au fost rânduiţi prin sorţi, ci făcându-vă exemple pentru turmă. 
1PE.5.4	Iar când se va arăta mai marele păstorilor veţi primi cununa cea nepieritoarea a slavei.
1PE.5.5	La fel şi voi, tinerilor, supuneţi-vă prezbiterilor, şi toţi, unii faţă de alţii să vă îmbrăcaţi cu smerenie fiindcă:
1PE.5.6	Smeriţi-vă, dar, sub mâna tare a lui Dumnezeu, pentru ca, la timpul cuvenit, El să vă înalţe. 
1PE.5.7	Lăsaţi în seama Lui toată grija voastră, fiindcă El are grijă de noi. 
1PE.5.8	Fiţi treji la minte, vegheaţi! Vrăjmaşul vostru, Diavolul, dă târcoale ca un leu care răcneşte, căutând pe cine să înghită. 
1PE.5.9	Împotriviţi-vă lui, tari în credinţă, ştiind că fraţii voştri din toată lumea trec prin aceleaşi suferinţe. 
1PE.5.10	Şi Dumnezeul oricărui har, care v-a chemat la veşnica Lui slavă în Hristos Iisus, după ce veţi fi pătimit puţin timp vă va pregăti întru totul, vă va întări şi vă va face destoinici şi neclintiţi. 
1PE.5.11	A Lui să fie stăpânirea în veci! Amin!
1PE.5.12	V-am scris pe scurt, prin Silvan, pe care îl socotesc un frate credincios, încurajându-vă şi mărturisind că acesta este adevăratul har al lui Dumnezeu în care să staţi. 
1PE.5.13	Biserica de aici, din Babilon
1PE.5.14	Îmbrăţişaţi-vă unii pe alţii cu sărutarea iubirii creştine. Pace vouă, tuturor care sunteţi în Hristos!
2PE.1.1	Simon Petru, rob şi apostol al lui Iisus Hristos, către cei care au primit o credinţă la fel de preţioasă ca a noastră, prin dreptatea Dumnezeului şi Mântuitorului nostru Iisus Hristos. 
2PE.1.2	Har vouă şi pacea să vă sporească prin cunoaşterea lui Dumnezeu şi a lui Iisus Hristos, Domnul nostru!
2PE.1.3	Puterea Lui dumnezeiască ne-a dat toate cele necesare vieţii şi evlaviei, prin cunoaşterea Aceluia care ne-a chemat la
2PE.1.4	Prin acestea ne-au fost dăruite făgăduinţele Lui, nespus de mari şi scumpe, ca prin ele să deveniţi părtaşi firii dumnezeieşti, scăpând de degradarea care este în lume din cauza poftei. 
2PE.1.5	Pentru aceste motive, daţi-vă toată silinţa şi adăugaţi la credinţa voastră virtutea, la virtute cunoaşterea, 
2PE.1.6	la cunoaştere stăpânirea de sine, la stăpânirea de sine răbdarea, la răbdare evlavia, 
2PE.1.7	la evlavie dragostea frăţească, la dragostea frăţească iubirea. 
2PE.1.8	Într-adevăr, dacă aveţi din belşug aceste lucruri, ele nu vă lasă să fiţi leneşi sau neroditori în cunoaşterea Domnului nostru Iisus Hristos. 
2PE.1.9	Însă acela căruia îi lipsesc acestea este ca un orb sau un miop care bâjbâie fiindcă a uitat că a fost curăţit de vechile lui păcate. 
2PE.1.10	De aceea, cu atât mai mult, fraţilor, străduiţi-vă să vă întăriţi chemarea şi alegerea, fiindcă dacă veţi împlini cele amintite, nu veţi greşi niciodată 
2PE.1.11	şi astfel vi se va oferi din belşug intrarea în Împărăţia veşnică a Domnului nostru Iisus Hristos. 
2PE.1.12	De aceea, voi fi mereu gata să vă aduc aminte de lucrurile acestea, cu toate că le ştiţi şi sunteţi statornici în adevărul pe care-l aveţi acum, 
2PE.1.13	dar cred că este drept să vă aduc aminte cât timp sunt în viaţă,
2PE.1.14	fiindcă ştiu că în curând voi fi luat din viaţa aceasta,
2PE.1.15	însă mă voi strădui ca şi după plecarea mea să vă puteţi aminti mereu aceste lucruri.
2PE.1.16	Noi v-am făcut cunoscute puterea şi venirea Domnului nostru Iisus Hristos, nu luându-ne după poveşti bine ticluite, ci pentru că am fost martori oculari ai măreţiei Lui, 
2PE.1.17	căci El a primit cinste şi slavă de la Dumnezeu Tatăl, când un glas I-a vorbit din măreţia slavei: „Acesta este Fiul Meu cel iubit, în care îmi găsesc bucuria!”
2PE.1.18	Noi înşine am auzit acest glas venit din cer, când eram cu El pe acel munte sfânt. 
2PE.1.19	Şi astfel, cuvântul profetic este şi mai demn de crezare, iar voi bine faceţi că-l priviţi ca pe o făclie care luminează într-un loc întunecos, până se va lumina de ziuă şi va răsări luceafărul în inimile voastre. 
2PE.1.20	Înţelegeţi înainte de toate că nici o profeţie din Scriptură nu este lăsată la propria interpretare a cuiva, 
2PE.1.21	fiindcă nici o profeţie n-a venit vreodată prin voia omului, ci oamenii au vorbit de la Dumnezeu conduşi de Duhul Sfânt.
2PE.2.1	În popor au fost însă şi profeţi falşi, după cum vor fi şi printre voi învăţători falşi care vor strecura erezii aducătoare de pieire, tăgăduindu-L chiar pe Stăpânul care i-a răscumpărat şi atrăgându-şi o nimicire grabnică. 
2PE.2.2	Mulţi îi vor urma în destrăbălările lor şi, din cauza acestor oameni, calea adevărului va fi defăimată. 
2PE.2.3	În lăcomia lor vor profita de voi prin cuvinte bine ticluite – ei, a căror sentinţă, de mult hotărâtă, nu va întârzia, şi a căror nimicire nu doarme.
2PE.2.4	Dacă nu i-a cruţat Dumnezeu nici pe îngerii care au păcătuit, ci i-a aruncat în Adânc
2PE.2.5	dacă n-a cruţat El lumea veche, ci a ocrotit doar opt persoane, pe Noe vestitorul dreptăţii şi alţi şapte, şi a adus potopul peste o lume de nelegiuiţi, 
2PE.2.6	dacă a condamnat la pieire cetăţile Sodoma şi Gomora, prefăcându-le în cenuşă, pentru a da un exemplu celor care pe viitor aveau să fie nelegiuiţi, 
2PE.2.7	şi l-a izbăvit pe dreptul Lot, care suferea din cauza purtării destrăbălate a acelor nelegiuiţi 
2PE.2.8	– fiindcă dreptul acesta, care locuia în mijlocul lor, îşi chinuia zi de zi sufletul său drept, văzând şi auzind fărădelegile lor – 
2PE.2.9	atunci într-adevăr Domnul ştie să-i scape din încercare pe cei evlavioşi şi să-i păstreze pentru ziua Judecăţii pe cei nedrepţi, ca să fie pedepsiţi, 
2PE.2.10	mai ales pe cei care umblă după plăcerile trupeşti în poftă necurată şi dispreţuiesc stăpânirea.
2PE.2.10	Îndrăzneţi, aroganţi, ei nu se tem să defăimeze slăvitele stăpâniri,
2PE.2.11	în timp ce îngerii, care sunt superiori în forţă şi putere, nu aduc împotriva lor o judecată defăimătoare de la Domnul
2PE.2.12	Dar aceştia, defăimând ce nu cunosc, vor şi pieri în stricăciunea lor, ca nişte animale necuvântătoare, sortite din fire să fie prinse şi omorâte, 
2PE.2.13	– culegând rău pentru rău, răsplata nedreptăţii – deoarece îşi găsesc plăcerea în a se destrăbăla în plină zi, fiind nişte lepre şi lichele
2PE.2.14	cu ochii scăpărând după desfrânare şi nesătui de păcat, ademenind sufletele nestatornice. Ei au inima deprinsă cu lăcomia, sunt fii ai blestemului, 
2PE.2.15	care au părăsit calea dreaptă şi s-au rătăcit, luând-o pe calea lui Balaam, fiul lui Bosor, care a iubit răsplata nedreptăţii 
2PE.2.16	şi a fost mustrat pentru călcarea de lege, când animalul necuvântător i-a vorbit cu glas omenesc, punând capăt nebuniei profetului. 
2PE.2.17	Aceştia sunt izvoare seci, neguri mânate de furtună, cărora le-a fost păstrată bezna adâncă. 
2PE.2.18	Rostind vorbe trufaşe şi deşarte, ei, în poftele trupului lor, îi ademenesc la destrăbălări pe cei care abia au scăpat de cei ce trăiesc în rătăcire. 
2PE.2.19	Le promit libertatea în timp ce ei înşişi sunt sclavii stricăciunii – fiindcă ceea ce te biruieşte, aceea te şi stăpâneşte. 
2PE.2.20	Dar dacă, după ce au scăpat de spurcăciunile lumii, prin cunoaşterea Domnului şi Mântuitorului nostru Iisus Hristos, se încurcă iar în ele şi sunt învinşi, atunci starea lor de pe urmă ajunge mai rea decât cea dintâi. 
2PE.2.21	Ar fi fost mai bine pentru ei să nu fi cunoscut calea dreptăţii, decât, după ce au cunoscut-o, să se întoarcă de la porunca sfântă care le-a fost încredinţată. 
2PE.2.22	Lor li se potriveşte, cu adevărat, proverbul:
2PE.2.22	„Câinele se întoarce la vărsătura lui” şi „scroafa scăldată se întoarce la noroiul mocirlei ei”.
2PE.3.1	Preaiubiţilor, aceasta este a doua epistolă pe care v-o scriu. În amândouă am dorit ca, apelând la memoria voastră, să vă trezesc gândirea limpede 
2PE.3.2	şi să vă amintesc cuvintele spuse mai dinainte de sfinţii profeţi şi porunca Domnului şi Mântuitorului dată prin apostolii voştri. 
2PE.3.3	Să ştiţi, mai întâi, că în zilele din urmă vor veni batjocoritori care vor trăi după poftele lor 
2PE.3.4	şi care vor zice în derâdere: „Unde e făgăduinţa venirii Lui? Pentru că, de când au adormit strămoşii, toate au rămas aşa cum erau la începutul Creaţiei!” 
2PE.3.5	Ei uită însă, cu bună ştiinţă, că prin cuvântul lui Dumnezeu au fost făcute cerurile şi un pământ a fost întemeiat din apă şi prin apă, 
2PE.3.6	şi că lumea de atunci a pierit tot prin apă, înghiţită de potop. 
2PE.3.7	Iar cerurile şi pământul de acum sunt puse deoparte prin acelaşi cuvânt şi păstrate pentru focul din ziua judecăţii şi a nimicirii celor netemători de Dumnezeu. 
2PE.3.8	Dar nu uitaţi un lucru, preaiubiţilor: înaintea Domnului o zi este ca o mie de ani şi o mie de ani ca o zi. 
2PE.3.9	Domnul nu întârzie să-şi ţină făgăduinţa, deşi unii cred că întârzie, ci are îndelungă răbdare spre binele vostru, nedorind ca cineva să piară, ci toţi să ajungă la pocăinţă. 
2PE.3.10	Ziua Domnului însă va veni ca un hoţ, când cerurile vor dispărea într-un vuiet puternic, stihiile arzând în foc se vor distruge şi pământul cu toate cele de pe el nu va mai fi. 
2PE.3.11	Astfel, dacă toate acestea vor fi distruse ce fel de oameni trebuie să fiţi voi, cu viaţă sfântă şi cu evlavie, 
2PE.3.12	aşteptând şi grăbind venirea zilei lui Dumnezeu, în care cerul se va mistui în foc şi stihiile, arzând, se vor topi! 
2PE.3.13	Dar noi, după făgăduinţa lui, aşteptăm un cer nou şi un pământ nou, în care va locui dreptatea. 
2PE.3.14	De aceea, preaiubiţilor, aşteptând aceste lucruri, străduiţi-vă să fiţi găsiţi de El în pace, fără pată şi fără vină. 
2PE.3.15	Iar îndelunga răbdare a Domnului nostru consideraţi-o mântuire, după cum v-a scris şi iubitul nostru frate Pavel, potrivit cu înţelepciunea care i-a fost dată, 
2PE.3.16	când vorbeşte despre acestea în toate epistolele lui. În ele sunt unele lucruri mai greu de înţeles, pe care cei neştiutori şi nestatornici le răstălmăcesc, ca şi pe celelalte Scripturi, spre propria lor pierzare.
2PE.3.17	Aşadar, preaiubiţilor, ştiind mai dinainte toate acestea, păziţi-vă, ca să nu fiţi târâţi şi voi în rătăcirea acestor nelegiuiţi şi să vă pierdeţi statornicia, 
2PE.3.18	ci creşteţi în harul şi cunoştinţa Domnului şi Mântuitorului nostru Iisus Hristos. A lui să fie slava şi acum şi în ziua veşniciei! Amin.
1JN.1.1	Ceea ce era de la început, ce am auzit, ce am văzut cu ochii noştri şi am atins cu mâinile noastre despre Cuvântul vieţii 
1JN.1.2	– fiindcă Viaţa s-a arătat şi noi am văzut-o – despre aceasta dăm mărturie şi vă vestim viaţa veşnică ce era la Tatăl şi ni s-a arătat. 
1JN.1.3	Ceea ce am văzut şi am auzit vă vestim şi vouă, ca şi voi să fiţi uniţi cu noi. Iar comuniunea noastră este cu Tatăl şi cu Fiul Său, Iisus Hristos. 
1JN.1.4	Acestea vi le scriem ca bucuria noastră să fie deplină.
1JN.1.5	Şi aceasta este vestea pe care am auzit-o de la El şi v-o vestim: Dumnezeu este lumină şi în El nu este deloc întuneric. 
1JN.1.6	Dacă spunem că suntem în comuniune cu El, dar umblăm în întuneric, minţim şi nu împlinim adevărul. 
1JN.1.7	Dar dacă umblăm în lumină, după cum El este în lumină, suntem în comuniune unii cu alţii şi sângele lui Iisus, Fiul Lui, ne curăţă de orice păcat. 
1JN.1.8	Dacă spunem că nu avem păcat, ne înşelăm şi adevărul nu este în noi. 
1JN.1.9	Dacă ne mărturisim păcatele, El este credincios şi drept ca să ne ierte păcatele şi să ne cureţe de orice vină. 
1JN.1.10	Însă dacă spunem că nu am păcătuit, Îl facem mincinos şi cuvântul Lui nu este în noi.
1JN.2.1	Copiii mei, vă scriu acestea ca să nu păcătuiţi. Dar dacă cineva ar păcătui, avem un apărător
1JN.2.2	El este jertfa de ispăşire pentru păcatele noastre, dar nu numai pentru ale noastre, ci şi pentru cele ale întregii lumi. 
1JN.2.3	Şi din aceasta ştim că Îl cunoaştem: dacă păzim poruncile Lui. 
1JN.2.4	Cel care spune „Îl cunosc” şi nu ţine poruncile Lui, este mincinos şi adevărul nu este în el. 
1JN.2.5	Însă cel care îi păzeşte cuvântul, în el cu adevărat iubirea Lui Dumnezeu este desăvârşită: prin aceasta cunoaştem că suntem în El. 
1JN.2.6	Cel care spune că rămâne în El este dator să umble aşa cum a umblat El.
1JN.2.7	Preaiubiţilor, nu vă scriu o poruncă nouă, ci porunca veche, pe care o aveţi de la început. Porunca cea veche este cuvântul pe care l-aţi auzit. 
1JN.2.8	Dar vă scriu iarăşi porunca cea nouă – ceea ce este adevărat în El şi în voi – că întunericul trece, iar lumina cea adevărată străluceşte deja. 
1JN.2.9	Cel care spune că este în lumină, dar îl urăşte pe fratele său, este încă în întuneric. 
1JN.2.10	Cel ce îl iubeşte pe fratele său rămâne în lumină şi în el nu este nici un prilej de poticnire. 
1JN.2.11	Cel ce îl urăşte pe fratele său este în întuneric, umblă în întuneric şi nu ştie unde merge, pentru că întunericul i-a orbit ochii.
1JN.2.12	Vă scriu vouă, copiilor,
1JN.2.12	fiindcă v-au fost iertate păcatele datorită Numelui Său.
1JN.2.13	Vă scriu vouă, părinţilor,
1JN.2.13	fiindcă L-aţi cunoscut pe Cel ce este de la început.
1JN.2.13	Vă scriu vouă, tinerilor,
1JN.2.13	fiindcă l-aţi învins pe cel Rău.
1JN.2.14	V-am scris vouă, copii,
1JN.2.14	fiindcă L-aţi cunoscut pe Tatăl.
1JN.2.14	V-am scris vouă, părinţilor,
1JN.2.14	fiindcă L-aţi cunoscut pe Cel ce este de la început.
1JN.2.14	V-am scris vouă, tinerilor,
1JN.2.14	fiindcă sunteţi puternici
1JN.2.14	şi cuvântul lui Dumnezeu rămâne în voi
1JN.2.14	şi l-aţi învins pe cel Rău.
1JN.2.15	Să nu iubiţi lumea, nici cele ce sunt în lume. Dacă cineva iubeşte lumea, iubirea Tatălui nu este în el. 
1JN.2.16	Căci tot ceea ce este în lume, pofta trupului şi pofta ochilor şi trufia vieţii, nu este de la Tatăl, ci este din lume. 
1JN.2.17	Iar lumea trece, la fel şi pofta ei; dar cel ce face voia Lui Dumnezeu rămâne în veac.
1JN.2.18	Copii, este ceasul din urmă şi, după cum aţi auzit, vine Antihrist; iar acum au venit mulţi antihrişti. Prin aceasta cunoaştem că este ceasul din urmă. 
1JN.2.19	Dintre noi au ieşit, dar nu erau dintre ai noştri. Pentru că dacă erau dintre ai noştri ar fi rămas cu noi, dar trebuia să se arate că nu toţi sunt de-ai noştri. 
1JN.2.20	Voi aveţi ungere de la Cel Sfânt şi toţi cunoaşteţi aceasta. 
1JN.2.21	Nu v-am scris fiindcă n-aţi cunoaşte adevărul, ci pentru că-l cunoaşteţi şi pentru că nici o minciună nu vine din adevăr. 
1JN.2.22	Cine este mincinosul, dacă nu cel care neagă că Iisus este Hristosul? Acesta este Antihristul, cel care Îi neagă pe Tatăl şi pe Fiul. 
1JN.2.23	Cine-L neagă pe Fiul, nu-L are nici pe Tatăl. Cel care-L mărturiseşte pe Fiul, Îl are şi pe Tatăl. 
1JN.2.24	Cât despre voi, să rămână în voi ceea ce aţi auzit de la început. Şi dacă rămâne în voi ceea ce aţi auzit de la început şi voi veţi rămâne în Fiul şi în Tatăl. 
1JN.2.25	Şi aceasta este făgăduinţa pe care El ne-a făcut-o: viaţa veşnică.
1JN.2.26	V-am scris acestea despre cei care vă înşeală. 
1JN.2.27	Cât despre voi, ungerea pe care aţi primit-o de la El rămâne în voi şi nu aveţi nevoie să vă înveţe cineva; ci aşa cum ungerea Lui vă învaţă toate – şi ea este adevărată, nu falsă – aşa cum v-a învăţat, rămâneţi în El.
1JN.2.28	Şi acum, copiii mei, rămâneţi în El, ca atunci când se va arăta să avem îndrăzneală şi să nu fim făcuţi de ruşine înaintea Lui când va veni. 
1JN.2.29	Dacă ştiţi că El este drept, ştiţi că oricine înfăptuieşte dreptatea este născut din El.
1JN.3.1	Vedeţi cât de mult ne-a iubit Tatăl, încât să fim numiţi copii ai Lui Dumnezeu. Şi suntem! Dar lumea nu ne cunoaşte, pentru că nu L-a cunoscut nici pe El. 
1JN.3.2	Preaiubiţilor, acum suntem copii ai lui Dumnezeu, dar ce vom fi nu s-a arătat încă. Ştim că atunci când se va arăta vom fi asemenea Lui, fiindcă Îl vom vedea aşa cum este. 
1JN.3.3	Şi oricine are această nădejde în El devine curat, aşa cum El este curat.
1JN.3.4	Oricine săvârşeşte păcat, săvârşeşte nelegiuire, căci păcatul este nelegiuire. 
1JN.3.5	Ştiţi că El s-a arătat ca să ridice păcatele. Şi în El nu este păcat. 
1JN.3.6	Oricine rămâne în El nu păcătuieşte. Oricine păcătuieşte nu L-a văzut şi nici nu L-a cunoscut. 
