MAT.1.1	A daŋgonŋâ daŋgonŋâ muyagem gane Yesu Kristo, zâk Abaram sot Dawidi, zekât kiun muyageip. 
HEB.11.40	Topŋâ itâgât. Anutu zâk neŋgâren kut ŋâi zâizâiŋ pâmbapkât nâŋgi zeip. Zorat nen buŋan ândiândi âlip ândibigât mân nâŋgâziŋgip.
HEB.12.1	A sâŋgiŋâ kâmut patâ yatâ zorâŋ haamnâŋgom niŋgit tegât kut ŋâi yâmbât sot bâliŋaŋgât tâkŋâ kâpinâŋgomap, zo mânâŋgât birânat. Oi mâtâp tirâpnâŋgowe, zorik âkonŋâ buŋ sârârâk kârâm âim kikerân takânat. 
HEB.12.2	Oi Yesu, nâŋgâm pâlâtâŋgât mariŋâ sot bon muyamuyage, zâkkâren sen kwap ândinat. Zâk sâtâre muyagibapkât sâsâŋâ, zorat nâŋgâm poru nagân sâknam nâŋgâm moip. Oi zorat aŋun kwâkŋan zari nâŋgi yenŋâ oip. Yatâ opŋâ Anutu, imbaŋâ mariŋâ, zâkkât âsan bongen zarip, ândiap. 
HEB.12.3	Bâliŋ mâme zen kâsa okŋaŋgâm mem ŋâi ŋâi okŋaŋgâne nâŋgâm tâtâlim kâtigeip. Zen ko umziŋ loribegât zâkkât nâŋgâmŋâ âkonŋâ buŋ kâtigibi.
HEB.12.4	Zen bâliŋandâ lotŋan kwatziŋgâbâ sâi kâtigem um sâkziŋ kubikaŋgâm kinkin, zo yatâ op ândiwe. Ka bâliŋandâ kâtigem tâmbetzâŋgobat sâi ko dap upi?
HEB.12.5	Anutuŋâ narâpŋâ zâŋgonsâm itâ sâip. Den zo nelâmzâŋguap? Den zo itâ sâip,
HEB.12.5	“Nannâ, Kembuŋâ kubikgigi nâŋgâna mân gigiŋâ upap. Kubikgigi umgâ mân loribap. 
HEB.12.6	Anutu zâk a umŋâ gâsuziŋgâm zeŋgât narâpnâ sâmap, zen zâŋgom kubikziŋgâmap.”
HEB.12.7	Zorat op ko Kembuŋâ kubikziŋgâbam sâi mân keŋgât upi. Anutu zâk ziŋgiri nan bârarâp utne yatâ otziŋgâmap. Zeŋgâren ibârâpziŋandâ yatik narâpziŋ kubikziŋgâme. 
HEB.12.8	Anutuŋâ zen kubikziŋgâmap. Mân kubikziŋgi sâi ko laŋân gâbâ âsagiwe sâbem. 
HEB.12.9	Oi ŋâi sâbâ. Hânân ibârâpniŋ zen nâŋgom kubikniŋgâne dinziŋâ lum hurat kwatziŋgâmen. Oi sumbem mariŋâ, um dâpniŋaŋgât Ibâ, zâk yatik hurat kwâkŋaŋgâm ândeindâ dâp upap. Yatâ op ândim, ândim kwâtâtinat. 
HEB.12.10	Hânân ibârâpniŋ ziŋ narâk pâŋkânok âkŋâleziŋâ dâp nâŋgom kubikniŋgâme. Sumbem Ibâniŋandâ ko âlip op ândinatkât kubikniŋgâmap. Zikŋâ hâlâlu ândiândiyân târokwatnatkât opmap. 
HEB.12.11	Kubikkubik muyagibap dâp, zo nâŋgindâ umâlip mân oi sâknam nâŋgâmen. Oi bet ko kubikkubigân ândim kâtigimen, neŋgâren bonŋâ muyagemap. Kubikkubikkât bonŋâ zo târârak ândiândiŋ sot um lumbeŋâ.
HEB.12.12	Zorat zen bitziŋâ lolot sot pabutziŋ bâliŋâ zo kubikŋâ kâtigibi. 
HEB.12.13	Oi kinziŋ lâŋbigât mâtâp zo kubikŋâ zeŋgâren pabutziŋ bâliŋâ zo âlip oi lâŋ âlip upi.
HEB.12.14	Zen a aksik patâ zen sot lumbe ândiândiŋaŋgât nep tuubi. Oi um hâlâlu op ândibigât kâtigibi. Um sumun sot ândim Kembu igikŋâ, zo mân ziap. 
HEB.12.15	Zeŋgâren gâbâ ŋâiŋâ Anutugât tânzâŋgozâŋgoŋ, zo walâbapkât galem oraŋgâm ândibi. Oi osetziŋan um kâlak dengât kârâpŋandâ ziŋgesebapkât galem oraŋgâm ândibi. 
HEB.12.16	Oi zeŋgâren gâbâ ŋâiŋâ Esaugât mâtâbân lâŋ lâŋ ândiândiŋ sot a hurat mân kwâkwat mân upap. Esau zâk nalem kânok zorarâk op kândom âsaâsagiŋaŋgât bet sâwât zo birip. 
HEB.12.17	Zen zâkkât nâŋgâme. Zâk bet mâsop mimbâ sâi aŋgân kârip. Kut ŋâi oip, zorat isem umbâlâ op um melâŋmelâŋŋaŋgât mâtâp mân muyageip.
HEB.12.18	Narâk ziren zen bakŋâ ŋâi gâsum mâsâsuatme. Kârâpŋoot, zoren mân âiwe. Oi ŋâtâtikŋâ, sasa sot pibâ zorat umŋan mân bagiwe. 
HEB.12.19	Oi lâmun diŋâ patâ sot den kwamit patâ zo mân nâŋgâwe. Mârum ko sâkurâpziŋâ mirâ kamân kâtikŋan ândim den zo hiriŋsâbapkât ninâu sâwe. 
HEB.12.20	Den itâ muyageip, zorat nâŋgâne imbaŋâ oip, “A mo zuu ŋâiŋâ bakŋâ zo lâŋi kâtŋâ kune mumbap.” 
HEB.12.21	Kut ŋâi zo sânâm kwâtkwâtŋoot muyagei Moseŋâ sâip, “Nâ keŋgât op sânâmnâ sâmbuap.”
HEB.12.22	Mârum yatâ âsageip. Narâk zi ko zen bakŋâ yatâ zoren buŋâ. Zen Sioŋ bakŋâ, Anutu ândiândiŋ, zâkkât kamân patin sumbemân, Yerusalem kamân uŋakŋan ga giwe. Oi sumbem a doŋbep, a mân sâlâpzâŋgozâŋgoŋ sot sâtâre mindumindu patâ. 
HEB.12.23	Anutugât narâpŋâ kutziŋ sumbemân kulemgoi ziap, zen mâte otziŋgâwe. Oi a aksik patâ neŋgât den sâm kwâkâkwâkâŋ a patâ, Anutu sot a hâlâlu minziŋgip, zeŋgât um dâpziŋâ, zeŋgâren târokwarâwe. 
HEB.12.24	Oi Yesu târotâro uŋakŋaŋgât nakŋâ, zâkkâren gamŋâ gilâm saŋgonsaŋgon mâte urâwen. Gilâm zorâŋ Abegât gilâmŋâ tosa sâm muyageip, zo yatâ buŋâ. Yesugât gilâm zorâŋâ saŋgoniŋgâbapkât geip.
HEB.12.25	Zen den dâzâŋgobap, zo zâk kândâtkubegât galem oraŋgâm ândibi. Mârumŋan hânân ge Sinai bâkŋan gâbâ sâkurâpziŋâ den dâzâŋgoi birâne hâuŋâ muyageziŋgip. Zi sumbemân ândim den dâtnâŋgomap, zâk kândâtkom dap yatâ hâuŋâ buŋ ândinat? 
HEB.12.26	Anutuŋâ Sinai bâkŋan den sâi diŋandâ hân mâŋgeip. Oi zi ko du âsagibapkât sâm kâtigeip. Anutuŋâ itâ sâip,
HEB.12.26	“Nâ narâk ŋâin dum hân mâŋgimŋâ sumbem ârândâŋ mâŋgibat.”
HEB.12.27	Dum mâŋgibat sâip, zo ko kut ŋâi ŋâi muyageip, zo mâŋgei buŋ upapkât nâŋgâm sâip. Buŋ oi zinziŋ kâtik zo muyagem yen zimbi.
HEB.12.28	Nen Anutugât um topŋan ândinatkât siŋgi kwatniŋgip, zo zinziŋ kâtikŋâ. Zo minat, zorat Anutu sâtâre okŋaŋgânat. Oi pindiŋsâm hurat kwâkŋaŋgâm keŋgât op mâpâsinat. 
HEB.12.29	Wangât, Anutuniŋâ, zâk kârâp patâ yatâ, zorat op ko. Kârâpŋâ kut ŋâi ŋâi bâliŋâ sem naŋgâbap, zorat san.
HEB.13.1	Buku oraŋgâm ândime, zo zen mân birâne gibap. 
HEB.13.2	A hân ŋâin gâbâ gane ziŋgit mân nâŋgânâŋgâ mân upi. Mârumŋan a ganetâ buku otziŋgânâ sâm topziŋ mân nâŋgâm sumbem a buku otziŋgâwe.
HEB.13.3	Bukurâpziŋ tâk namin zâmbarâwe, zeŋgât nâŋgâm, nâŋgâne ârândâŋ ândien yatâ upap. Oi zen sâk sot ândiegât bukurâpziŋ a ziŋ zâŋgone sâknam kwâkŋan ândime, zeŋgât nâŋgâm ândibi.
HEB.13.4	Ap ambin ândiândiŋ, zorat nâŋgâne bon oi mân mem bâliŋ kwapi. Oi itâ nâŋgâm ândibi. Laŋ ândim târotâro mânâŋgât ândime, zen Anutuŋâ hâuŋâ ziŋgâbap.
HEB.13.5	Umziŋandâ kât sikumgât âkŋâle mân upap. Oi kut ŋâi ŋâi tatgigap, zorat mân sâm mem ândiban. Kembu zâk itâ sâip, “Nâ mân birâgibat. Oi gek mân nâŋgânâŋgâ mân upat.” 
HEB.13.6	Zorat nen um bâbâlaŋâk itâ sânat,
HEB.13.6	“Kembu zâk betnan memap. Zorat a ziŋ kâsa otnim yatâ mo yatâ otninâ sâne mân keŋgât upat.”
HEB.13.7	A sâtŋâ gakâziŋ Anutugât den dâzâŋgom ândiwe, zeŋgât nâŋgâm ândibi. Zen mâtâp âlip lâŋ ândim muwe. Mâtâp zorik ekŋâ moliziŋgâm Kembugâren nâŋgâm pâlâtâŋ kwâkŋaŋgâm ândinat.
HEB.13.8	Yesu Kristo, zâk ândeipŋâ ândiap, zo yatik ândim zâimâmbap, kâtikŋâ. 
HEB.13.9	A ziŋ den uŋakŋâ top top dâzâŋgone zorâŋâ umziŋ mân gulipkubap. Umziŋan Anutugâren gâbâ tânzâŋgozâŋgoŋandâ tângui kâtigem kiri âlip upap. Kut ŋâi ŋâi niniŋandâ mân mem tâŋgubap. Aŋâ mâtâp zo lâŋgâwe, zen bonŋâ mân muyagiwe. 
HEB.13.10	Neŋgâren Kembugât siŋgi nalem pâpanŋâ taap. Zo hâmbâ silep galem upme, ziŋ nimbigât mân sâsâŋâ. 
HEB.13.11	Zen nâŋgâme. Zuu kom gaamŋâ gilâmziŋ tirik namâ galem a patâŋâ bâliŋaŋgât tosagât namin mem zari bonŋâ kamân kândâtŋan mem gei kârâbân ume. 
HEB.13.12	Zo yatik Yesu zâk gilâmŋandâ a um hâlâlu miniŋgâbapkât kamân kândâtŋan kune moip. 
HEB.13.13	Zorat nen yatik kamân kândâtŋan zâkkâren giarindâ zâkkât op yatik bâliŋ otniŋgâbi. 
HEB.13.14	Itâ nâŋgâm utnat. “Kamân zinziŋ kâtikŋâ ziren mân taap. Nen kamân kâtikŋan, zinziŋ kâtik zimbap, zorat nâŋgâm mambât ândien.” 
HEB.13.15	Zorat nen Yesu sot pâlâtâŋ opŋâ târotâroniŋaŋgât opŋâ Anutu mâpâseindâ zorâŋ tâbaniŋ upap. Zâk hurat kwâkŋaŋgâm ândim lâuniŋandâ sâm sâtâre okŋaŋgânat. Kutŋâ sâm bâbâlâŋ kwâkŋaŋgânat.
HEB.13.16	Orot mâme âlipŋâ utnam gulip mân upi. Anutu zâk zorat nâŋgi zâkkât siŋgi kut ŋâi ŋâi pame, zo yatâ utne bonŋâ upap.
HEB.13.17	A sâtŋâ gakârâpziŋ, zeŋgât sâtziŋ lubi. Zen um dâpziŋ galem upmeŋâ nepziŋaŋgât topŋâ Anutu mâteŋan sâm muyagibi. Zorat nepziŋ umâlibân tuune dâp upap. Umbâlâyân tuune zeŋgâren kut ŋâi âlipŋâ mân upap.
HEB.13.18	Zen neŋgât op ninâu sâm ândibi. Nen umniŋan tosa kârum ândimen. Kut ŋâi ŋâi utnam oindâ târârâk upapkât otniŋgâmap. 
HEB.13.19	Ninâuŋâ betnan mine Kembuŋâ melâŋnigi zeŋgâren kek gâbatkât dâzâŋguan.
HEB.13.20	Lumbeŋaŋgât mariŋâ, Anutu, zâk râma galem a patâ Kembuniŋ Yesu târotâro zinziŋ kâtik zorat gilâmgât mumuŋan gâbâ mâŋgei zarip. 
HEB.13.21	Anutu zâk imbaŋâ sot kâwali ziŋgâmŋâ mem bâbâlaŋ kwatziŋgi diŋâ lum nepŋâ tuum kwâtâtibi. Oi zikŋak nâŋgi dâp opmap, zo Yesu Kristogât opŋâ zeŋgâren muyagibap. Zâkkâren sâm âlip kâtikŋâ zem zâimâmbap, zo perâkŋak.
HEB.13.22	Bukurâp, den kârep ŋâi mân kulemgum ziŋgan. Oi zen den girem zo nâŋgâne mân bâliŋâ upapkât sâm ziŋgan. 
HEB.13.23	Oi nâ dâzâŋgua nâŋgânek. Bukuniŋâ Timoteo, zâk tâk namin gâbâ olaŋâwe. Oi zâk kek gâbap oi ko zâk sot gârat.
HEB.13.24	A sâtŋâ gakârâpziŋ sot Kembugât siŋgi a ambân aksik nâŋgâziŋgan. Italia hânân ândie, zen yatik nâŋgâziŋge.
HEB.13.25	Kembugâren gâbâ tânzâŋgozâŋgoŋâ aksik zeŋgâren zimbap.
HEB.13.25	Zo yatik.
JAS.1.1	Nâ Yakobo, Anutu sot Kembu Yesu Kristo, zekât kore aŋâ. Kembugât a kâmut gakârâp siŋsururuŋ op âi ândie, zen sâm sâtâre otziŋgâm ekap zi kulemguan.
JAS.1.2	Bukurâpnâ, zeŋgâren mâsimâsikâ top top muyagei nâŋgâne sâtâreŋoot upap. 
JAS.1.3	Zen itâ nâŋgâbi. Zen mâsimâsikâyân ândine zeŋgâren kâtigigiŋ, zo muyagibap. 
JAS.1.4	Oi kâtigigiŋ, zo zeŋgâren bonŋâ muyagem kâtigibap. Oi muyagei zen umgât sikum Anutugât den mân kârum tosaziŋ buŋ op hâlâlu ândibi.
JAS.1.5	Zeŋgâren gâbâ ŋâiŋâ nâŋgânâŋgâ kârum Anutugâren ninâu sâi pindâbap. Anutu zâk a sâm bâliŋ den zo mân dâtnâŋgom um bâbâlaŋŋaŋgârâk nâŋgânâŋgâ âlipŋâ niŋgâmap. 
JAS.1.6	Zorat a um zagât opŋâ buŋâ, Kembu nâŋgâm pâlâtâŋ kwâkŋaŋgâm ninâu sâbi. Ka a um zagât upap, zo pibâ gâi saru âbâŋgum âim gâmap, zo yatâ upap. 
JAS.1.7+JAS.1.8	A yatâ zo Kembugâren ninâugât hâuŋâ mimbatkât sâi mân pindâbap. Um zagât op gulip ândimap, yatâ zorâŋ mân pindâbap.
JAS.1.9	A ziŋ a kanpitâ zâkkât nâŋgâne gigiŋâ opmap. Ka Anutuŋâ a zo a bonŋâ kwânâŋgi sâtâre patâ upap. 
JAS.1.10	Oi yatigâk a ziŋ a sikumŋoot zâkkât nâŋgâne zâizâiŋ opmap. Ka Anutuŋâ a yatâ zo zâkkât sikumŋoot zorat nâŋgi gigiŋâ opmap. Pâliŋpâliŋ neule bâloŋâ kek âmbârâŋgâm gemap, zo yatik a sot sikumŋâ kek buŋ opmap. 
JAS.1.11	Mirâsiŋ takâmŋâ hibuk bâloŋâ egi âkâm gem neuleŋâ buŋ opmap. Zo yatik sikum a nepziŋâ tânâmŋan birâm neule yatâ op buŋ upi.
JAS.1.12	Ŋâi zâk mâsimâsikâyân kâtigibap, zâkkât nâŋga sâtâreŋoot uap. Zâk kâtigem umŋâ oi ândei Kembuŋâ sâŋgânŋâ pindi ândiândi kâtik ândibap. Zo umziŋâ zâkkâren kinzap, zeŋgât siŋgi sâip.
JAS.1.13	A ŋâi, zâk bâliŋaŋgât mâsimâsikâgât itâ mân sâbap, “Anutuŋâ bâliŋaŋgât mâsikânigap.” Bâliŋaŋgât mâsimâsikâ, zo Anutugâren mân ziap. Zâkŋâ a ŋâi bâliŋaŋgât mân mâsikâbap. 
JAS.1.14	Mâsimâsikâ zo itâ muyagemap. Ŋâi zâk zikŋak âkŋâleŋandâ diimap. 
JAS.1.15	Oi âkŋâleŋâ kâmbo kwap katep mimbap, kutŋâ bâliŋâ. Bâliŋandâ lâmbatŋâ sâk sot um ârândâŋ mumuŋ op simgât siŋgi upabot.
JAS.1.16	Bukurâpnâ, um gulip upegât gasâziŋ kârâm ândibi. Bâliŋâ, zo hânân gâbâ âsagemap. Âlipŋâ, zo sumbemân gâbâ âsagemap. 
JAS.1.17	Kut ŋâi ŋâi âlipŋâ top top, zo uren gâbâ âsakŋâ Ibâ kânok, zâkkâren gâbâ gemap. Zâkkâren, kâin yatâ, kwâtepmâtep mân ziap. 
JAS.1.18	Anutuŋâ nâŋgâm sâlâpkuipkât den bonŋandâ nan bârarâp muyageniŋgip. Oi zâkkât arâp zeŋgât teŋgâyân kândom op kinatkât yatâ otniŋgip.
JAS.1.19	Bukurâpnâ, zen nâŋgânek. Aŋâ den nâŋgânatkât bâbâlaŋ utnat. Den sâsâŋ sot kuk den sâsâŋ, zorat yâmbârinat. 
JAS.1.20	A kuk orotŋâ, zo Anutugât târârak mâtâp zo wâlap. 
JAS.1.21	Zorat zen um sumun sot gâŋgoŋâ zo birâm mulunân ândim siŋgi âlip den umziŋan pâip, zo buku op mem ândibi. Zorâŋâ um dâpziŋ kubikpapkât imbaŋâ zemŋâŋgap.
JAS.1.22	Zen den kindapŋak mân nâŋgâbi. Buŋâ. Nâŋgâm lubi. Ŋâi zâk kindapŋak nâŋgâbap zo ko umŋâ kâitkum simgât siŋgi upap. 
JAS.1.23	Ŋâi zâk den nâŋgâm mân lubap, zâk aŋâ si sâŋgânziŋ niniŋgurân ikme, zo yatâ upap. 
JAS.1.24	Zen si sâŋgânziŋ ekŋâ birâm âim tobatziŋ nelâmzâŋgomap. 
JAS.1.25	Ŋâi zâk Kembugât gurumin den bonŋâ nâŋgâm lum kâtigem ândibapŋâ bonŋâ ek âkŋâlem op ândibap.
JAS.1.26	Ŋâi zâk siŋgi âlibân ândiman sâm lâu sâput mân galemgumap, zo ko umŋâ kâitkumap. A yatâ zorâŋ siŋgi âlibân ândiândiŋ zo yenŋâ upap. 
JAS.1.27	Malâ mandu umbâlâ op ândine ziŋgit on galem otziŋgâbi. Oi hânân bâliŋâ ziap, zo umziŋ sumunkombapkât kândâtkubi. Zen yatâ op ândinetâ Anutuŋâ ziŋgiri âlip oi itâ sâbap, “Siŋgi âlip mem ândie.”
JAS.2.1	Bukurâp, zen âsakŋâ mariŋâ, Kembuniŋ Yesu Kristo, zâkkâren nâŋgâm pâlâtâŋ kwâkŋaŋgâmeŋâ a zâizâiŋ gigiŋâ kut ŋâi ŋâi hâtubâtu mân otziŋgâbi. 
JAS.2.2	Nâ itâgât san. Yesugât a kâmut minduminduziŋan a ŋâi, lomba a, kamân ŋâin gokŋâ zâk hâmbâ neuleŋoot sâŋgân zâizâiŋ gâi a ŋâi, lomba a, kamân ŋâin gokŋâ hâmbâŋâ alâkŋâ pam kândâtŋan gâbap. 
JAS.2.3	Oi zen a hâmbâ neuleŋoot zo ekŋâ itâ sâm dukubi, “Gâ zi ga. Tâtat âlipŋâ mâteyân zi ge tat.” Yatâ sâm a kanpitâ itâ dukubi, “Gâ ândi kin mo kiaŋ ginŋan ge tat.” 
JAS.2.4	Zen a zeŋgât holiziŋâ mân nâŋgâm yatâ upme. Zen zo yatâ osetziŋan hâtubâtu otziŋgâme. Yatâ op Kembugât mâtâp gulipkume.
JAS.2.5	Bukurâpnâ, den sa nâŋgânek. Anutuŋâ a dap yatâ zo gâsum sâlâpzâŋgoip? Hânân a kanpitâ ândime, zen nâŋgâm pâlâtâŋân umgât gom sambe opŋâ Anutu um topŋan ândibigât gâsum sâlâpzâŋgoip. Zo a umziŋandâ zâkkâren kinmap, zeŋgât siŋgi sâip. 
JAS.2.6	Oi zen ko a kanpitâ sinziŋ ginŋandâ ziŋgitme. A ikâ ziŋ denân zâmbanme? A sikumziŋ patâ zorâŋ kâsa otziŋgâm denân zâmbanme. 
JAS.2.7	Oi a sikumziŋoot ziŋ Yesugât kutsiŋgi âlip kwâkniŋan zarip, zo sâm bâliŋ kwapme.
JAS.2.8	Gikaŋgât opmat, yatik bukugaŋgât upan. Den kâtik kombâŋâ zo yatâ Kembugât ekabân kulemgune ziap. Zo lune perâkŋak âlip upap. 
JAS.2.9	Ka a sât hâtubâtu otziŋgâbi zo ko bâliŋ utne gurumin den zorâŋâ topziŋ sâm muyagibap. 
JAS.2.10	Ŋâi zâk gurumin den nâmbutŋâ lumŋâ ŋâi birâbap, zo den ku a upap. 
JAS.2.11	Zorat sâbâ. A ŋâigât ambân, zâk sot mân ândiban sâip, zâkŋagâk gâ kâmbam mân kumban sâip. Oi gâ a ŋâigât ambân sot mân ândimŋâ a kâmbam kumban zo ko gâ den ku a upan. 
JAS.2.12+JAS.2.13	A ŋâi um lâklâk buŋ otziŋgâmap, zâk gâtâm Anutuŋâ yatigâk um lâklâk buŋ okŋaŋgâbap. Ka a um lâklâk op buku otziŋgâbap, zâkkât topŋâ Anutuŋâ sâm muyagei Kembugât mâteŋan keŋgât buŋ kinbap. Zorat gurumin den zorâŋ topniŋ sâm muyagibap. Zo nâŋgâm kwâtâtemŋâ um lâklâk op târârak op ândibi.
JAS.2.14	Bukurâpnâ, a ŋâi nâ nâŋgâm pâlâtâŋ sot ândian sâbap, oi buku mân otziŋgâbap, zâk nâŋgâm pâlâtâŋŋâ zo dap op tâmbet agoagoŋan gâbâ mâkâbap? 
JAS.2.15+JAS.2.16	A mo ambân ŋâiŋâ hâmbâ, sâk pâke mo nalem kârum ândei kâmut zeŋgâren gâbâ ŋâiŋâ mân bekŋan memŋâ itâ dukubap. “Gâ âlip âi ândiban. Gâ pateŋ opatkât sâkkâ kâpiban. Gâ nalem nem âkon upan.” Ŋâi zâk lâuŋandik yatâ sâm dap op bekŋan mimbap? 
JAS.2.17	Zorat a ŋâi nâŋgâm pâlâtâŋ sot ândian sâm buku mân otziŋgâbap, zâkkât nâŋgâm pâlâtâŋ zo mumuŋâ sânat.
JAS.2.18	Mo a ŋâiŋâ itâ sâbap? Gâ nâŋgâm pâlâtâŋ zemgigap. Nâ ko buku orotŋâ zemnigap. Nâŋgâm pâlâtâŋgâ buku orotŋâ buŋâ, zo tirâpnona ikpâ. Oi nâ buku orotŋaŋgât nep tuum nâŋgâm pâlâtâŋnaŋgât bonŋâ tirâpgobat. 
JAS.2.19	Anutu kânok ândiap, den zo nâŋgâm kwâtâtemat. Gâ zo yatâ nâŋgâm kwâtâtem sumbemgât siŋgi uan sâmat. Ka zitâ sâ nâŋgâ. Wâke ziŋâ zo yatâ nâŋgâm Anutugât keŋgât op sânâmziŋ sâmbumap. 
JAS.2.20	Gâ a um kwamen, nâŋgâm pâlâtâŋ sot buku orot buŋâ. Nâŋgâm pâlâtâŋgâ zo yenŋâ.
JAS.2.21	Nâŋgâm pâlâtâŋ bonŋâ zorat sa nâŋgâ. Sâkunniŋâ Abaram, zâkkât nanŋâ Kembugât siŋgi sâm kumbat sâi Anutuŋâ nâŋgi tosaŋâ buŋ oip. Zo orot mâmeŋaŋgât yatâ oip. 
JAS.2.22	Oi itâ nâŋgâ. Abaramgât nâŋgâm pâlâtâŋ zo orot mâmeŋandâ bekŋan meip. Oi nâŋgâm pâlâtâŋâ târokwâi patâ oip. 
JAS.2.23	Oi zorat Abaramgât den kulem ŋâi itâ ziap,
JAS.2.23	“Abaram zâk Anutugât diŋâ nâŋgi bon oipkât Anutuŋâ zâkkât nâŋgi târârak oip.”
JAS.2.23	Oi zorat Abaramgât itâ sâwe, “Zâk Anutugât buku kânok.” 
JAS.2.24	Iknek. Anutu zâk a ŋâi nâŋgâm pâlâtâŋŋaŋgârâk egi tosaŋâ buŋ mân upap. Egi buku orotŋaŋgât nep mâpot tuugi tosaŋâ buŋ upap.
JAS.2.25	Oi yatik narâk ŋâin Anutuŋâ Kanaan hân zo Isirae zeŋgât siŋgi sâi laŋ mâman ambân Rahaba, zâkŋâ Anutugât den nâŋgi bon oi Isirae a zagât hân ek mânâŋgârâwet, zet zâkkâren gâitâ buku otzikâm tik mâtâp zâpari âiwet. Rahaba zâk buku orotŋaŋgât nep tuugipkât Anutuŋâ nâŋgi tosaŋâ buŋ oip. 
JAS.2.26	Zorat itâ ziap. Sâk zâk kaapumŋâ buŋ op mumuŋâ muyagemap, zo yatigâk buku orotŋâ buŋ oi nâŋgâm pâlâtâŋâ zo mumuŋâ opmap.
JAS.3.1+JAS.3.2	Bukurâpnâ, nen aksik patâ sâm tâpâkumen, zorat zeŋgâren gâbâ doŋbepŋâ um bâbâlaŋ kwâkâziŋgâziŋgâŋ nep tuunat mân sâbi. Nâŋgânek. Den sâm kwâkâkwâkâŋ narâkŋan Kembuŋâ kwâkâziŋgâziŋgâŋ a nen den bâliŋâ sâm ândimen, zorat hâuŋâ yâmbâtŋâ niŋgâbap. Nen aksik patâ âsâbâŋ sâm tâpâkumen. A ŋâiŋâ den bâliŋ mân sâbap, zâkkât a âlip, târârak sâsâŋ. Yatâ zorâŋ um sâkŋaŋgât âlip upapkât nep tuubap. 
JAS.3.3	Bâu patâ biosi zen dinniŋâ lubigât lâuziŋan tâk kâtik pamen. Zo pam kwâkŋan tap mem purikgurik tuugindâ âime. 
JAS.3.4	Waŋgâgât yatik nâŋgâme. Zen patâ oi pibâ kâtikŋandâ kom alei âime. Oi mâbugwâbure tuutuuŋâ mâiktârâ zo mem mâburine mâtâp âiâiŋ dâp âimap. 
JAS.3.5	Oi a nâmbâlam zo yatik mâiktârâ, zo kut ŋâi ŋâi yâmbâtŋâ op zâimap.
JAS.3.5	Nâŋge. Kârâp zâk mâiktârâ. Yatâ zorâŋ hibugân pâindâ sem naŋgâmap. 
JAS.3.6	Nâmbâlamziŋ zo kârâp yatâ. Zâkŋâ sâk toren walâziŋgâm bâliŋaŋgât mam op nep tuumapŋâ um sâkniŋ sumunkomap. Oi ândiândiniŋâ oi semap. Zikŋâ ko sim kârâbân gâbâ kârâp sâugi semap. 
JAS.3.7	Zuu top top saruin sot hânân sot nii, mulum, zo aŋâ mem sândukŋan kwatziŋgâmen. 
JAS.3.8	Nâmbâlam ko a ŋâiŋâ dap op mem sândukŋan kwâpap? Zâk âkonŋâ buŋâ, purikgurik op bâliŋâ memap. Mulum kâtik, kwaru yatâ. 
JAS.3.9	Nâmbâlamniŋandâ Kembu Ibâniŋ sâm âlip kwapmen. Oi nâmbâlamniŋandik a Anutugât holi tobat sâm bâliŋ kwatziŋgâmen. Lâu zobik den âlip sot bâliŋâ gemap.
JAS.3.10	Bukurâpnâ, yatâ zorâŋ mân dâp uap.
JAS.3.11	Dabân yatâ too sinŋan zobigâk naamŋâ sot kâlakŋâ mâpot gem gâbabot?
JAS.3.12	Bukurâp, koserân dap yatâ koliŋ muyagibap? Mo samân dap yatâ zâlâli muyagibap? Mo saruŋâ samŋâ upap?
JAS.3.13	Zeŋgâren gâbâ nâŋgânâŋgâ a mo nâŋgâm upme, zo ândie? Zâk lumbeŋâ ândim orot mâme âlip muyagem ândei nâŋgânâŋgâŋaŋgât topŋâ muyagei a ikpi. 
JAS.3.14	Oi zeŋgât umziŋan um kâlak sot um zâizâiŋ zei sâkziŋ mem zâim den bon nâŋgen sâne sarâ upap. 
JAS.3.15	Nâŋgânâŋgâ mâtâp zo ubâ gâip mân sâsâŋ. Buŋâ. Nâŋgânâŋgâ zo hânân gokŋâ. Ayân gok. Sataŋgâren gok. 
JAS.3.16	Kâsa kâsa, um kâlak sot zâizâiŋ zimbap, zo yatik kâsâp sot sumunŋâ zo zem zâibap.
JAS.3.17	Nâŋgânâŋgâ uren gokŋâ, zorâŋâ ko mâtâp âlip itâ muyagemap. Um salek, lumbeŋâ, sât lulu, buku orot sot siŋgi âlipkât bonŋâ nâmbutŋâ. Um zagât mo sarâ ândiândiŋ buŋâ. 
JAS.3.18	Lumbeŋaŋgât nep tuume, zen arikŋâ kâmitne târârakŋaŋgât bonŋâ muyageziŋgâmap.
JAS.4.1	Zeŋgâren kâsa sot kâmbam zemap, zo top wangât? Sâkkât âkŋâle zemap, zorâŋ kâmbamgât nep tuumap. 
JAS.4.2	Zen um sâkkât âkŋâle op kut ŋâi mân mime. Kâmbam kom kâsa op kut ŋâi mân mime. Zen ninâu buŋ ândime, zorat. 
JAS.4.3	Oi zen kut ŋâigât ninâu sâm âim ma ko mân mime, zo ko umziŋan den bâliŋâ zei ninâu sâme. Zen itâ nâŋgâme, “Kut ŋâi zo muyageniŋgi kâtigem um sâkniŋaŋgât âkŋâle zorat bonŋâ muyaginat.”
