GEN.1.1	Diyà te puunà midlimbag te Megbevayà is langit wey is kelibutan. 
PSA.106.19	Hein diyà te Horeb is menge Israilihanen mibaal zan te vulawan he vaka ne mid-azap dan haazà.
PSA.106.20	Inliwè dan dà is mekeǥeǥehem he Megbevayè dan te ledawan te tudu he vaka he ebpenabtab dà te sagbet.
PSA.106.21+PSA.106.22	Midlipatan dan is Megbevayà he midlibri kandan wey mibaal te mekeǥeǥehem wey egkein-inuwan he menge vaal ziyà te Ehipto he tanà te menge kevuwazan ni Ham, wey sikan is baal zin diyà te Zaǥat he Meriǥà.
PSA.106.23	Edezeetan en pezem te Megbevayà is menge etew zin ke wazà mebpeteliwazà si Moises is suluǥuen din he midhangyù he eǥena zin is pauk din ne kenè din leusa te edezaat sikandan.
PSA.106.24	Ne wazè pa sikandan medseled duen te meupiya he tanà su wazè dan medtuu te saad te Megbevayà.
PSA.106.25	Mibegulbul sikandan diyà te menge tulda zan,
PSA.106.25	ne wazè dan mebpezumazuma te 
PSA.106.26	Umbe, nenangdù is Megbevayà he ebpenhimetayan din sikandan dutun te sibsivayan,
PSA.106.27	ne ibpeyapat din is menge kevuwazan dan diyà te zuma he menge nasyun,
PSA.106.27	ne zutun sikandan ebpematey.
PSA.106.28	Ne mibpevayàbayà sikandan te ed-ezapen he si Baal ziyà te Buvungan te Peor,
PSA.106.28	ne migkaan sikandan te impemuhat diyà te menge minatey.
PSA.106.29	Midhimu zan is igkepauk te 
PSA.106.29	umbe nehitavù diyà te kandan is bangkit.
PSA.106.30	Piru mibpeteliwazà si Finehas,
PSA.106.30	umbe neengked haazà is bangkit.
PSA.106.31	Mid-isip si Finehas he metazeng dutun te mibeelan din,
PSA.106.31	ne edtentenuzan heini te menge etew taman te taman.
PSA.106.32	Ne hein diyè daan is menge Israilihanen te serebseb te Meriba, midhimu zan gihapun is igkepauk te 
PSA.106.32	ne utew ingkesemuki ni Moises is menge vaal zan.
PSA.106.33	Tenged te midhimu zan is ibmezaat te isip ni Moises, ne nekekaǥi sikandin te menge lalag he kenè din pezem ereg he egkeǥiyen.
PSA.106.34	Wazà penhimetayi te menge Israilihanen is menge etew ziyà te Canaan he iyan pezem insuǥù kandan te 
PSA.106.35	Nekidsevaha pa ganì sikandan te menge tig-Canaan,
PSA.106.35	ne mid-iring dan te vetasan kayi he menge etew.
PSA.106.36	Mid-azap dan is menge ed-ezapen kayi he menge etew, ne iyan haazà nekeveǥey kandan te kezeetan.
PSA.106.37	Impemuhat dan is menge anak dan diyà te menge mezaat he mulin-ulin
PSA.106.38	he menge ed-ezapen te menge tig-Canaan.
PSA.106.38	Ne tenged dutun te kebpenhimetayi zan te menge anak dan he wazè pa hanew,
PSA.106.38	midremerikan dan is tanà he Canaan,
PSA.106.39	wey ragkes en daan is keugelingen dan.
PSA.106.39	Ne heeyan is baal zan, iyan paaǥi te kedluivi zan te Megbevayà,
PSA.106.39	iring dan te vahi he midselselaan din is esawa zin.
PSA.106.40	Umbe, nepeukan te 
PSA.106.40	ne ingkeremerik din sikandan.
PSA.106.41	Imbeǥey zin sikandan diyà te menge nasyun he menge kuntada zan,
PSA.106.41	ne nezizalem sikandan te keǥehem dan.
PSA.106.42	Midaagdaag sikandan wey mid-uripen te menge kuntada zan.
PSA.106.43	Kemezakel en sikandan libriya te Megbevayà,
PSA.106.43	piru mibpedayun sikandan te kedsupak kandin,
PSA.106.43	umbe midezeetan sikandan tenged te salè dan.
PSA.106.44	Piru ebpemineǥen gihapun sikandan te Megbevayà ke ebpengumew zan,
PSA.106.44	ne edtevangan din gihapun sikandan te menge kelised dan.
PSA.106.45	Midtentenuzan te Megbevayà is kebpekid-uyun din kandan,
PSA.106.45	ne tenged te utew zin kebmahala kandan, nahalin is isip din ne kenè din en sikandan edsilutan.
PSA.106.46	Ne mibpengelinteuwan din he mehizuwi sikandan te menge mibihag kandan.
PSA.106.47	Libriya key, 
PSA.106.47	ne kuwaa key puun te zuma he menge nasyun.
PSA.106.47	Ne umana key tiǥuma ziyà te tanè dey,
PSA.106.47	su para mekepeselamat key wey mekezalig key te kegkewaǥas nu.
PSA.106.48	Edeliǥen is 
PSA.106.48	Is langun he menge etew edtavak te, “Amen!”
PSA.106.48	Deliǥa is 
PSA.107.1	Peselemati is 
PSA.107.1	wazà pidtemanan te ǥaǥew zin.
PSA.107.2	Keǥiya niw heeyan, sikiyu is midlibri zin te kezeetan he ebeelan te menge kuntada niw.
PSA.107.3	Su midtigum kew zin puun te menge tanà diyà te edsilaan, edsenlepan, dizaya, wey zivavà.
PSA.107.4	Duen menge etew he nengetazintazin diyà te sibsivayan;
PSA.107.4	kenè dan egketuredu is beyeey pehendiyà te inged he egkehimu he egkeubpaan dan.
PSA.107.5	Nevitil wey nemezahan sikandan,
PSA.107.5	ne egkeǥezam dan he hapit en sikandan ebpatey.
PSA.107.6	Ne zutun te kedlised dan, mibpetavang sikandan te 
PSA.107.6	ne midlibri zin sikandan.
PSA.107.7	Impenurù din kandan is dalan he ebpekediritsu zuen te inged he zuen duen menge meǥinged.
PSA.107.8	Ereg sikandan he ebpeselamat te 
PSA.107.9	Su ibpemeinum din is egkengemezahan wey ibpekaan din is egkengevitil.
PSA.107.10	Duen menge etew he mibpirisu he kinedinahan,
PSA.107.10	ne ebpimpinuu sikandan diyà te utew merusirem he pirisuwan.
PSA.107.11	Nepirisu sikandan su midsupak dan is menge suǥù te Utew Lavew he Megbevayà,
PSA.107.11	wey wazè dan beǥayi te keveǥat is menge sambag din.
PSA.107.12	Umbe, midlisedlised din sikandan te meveǥat he menge terebahu.
PSA.107.12	Nengepiley sikandan ne wazà midtavang kandan.
PSA.107.13	Ne zutun te kedlised dan, mid-umew zan is 
PSA.107.13	ne midlibri zin sikandan.
PSA.107.14	Mibpemidtew zin is ingkedina kandan,
PSA.107.14	ne in-awè din sikandan dutun te utew merusirem he menge pirisuwan.
PSA.107.15	Ereg sikandan he ebpeselamat te 
PSA.107.16	Su mibpenggevè din is menge ǥemawan he brunsi,
PSA.107.16	wey mibpemadtì din is menge rihas he putew.
PSA.107.17	Duen menge tulebung he nekebmereǥen tenged te menge kedrapas dan wey kelelalung.
PSA.107.18	Wazè dan en gana te langun he keenen ne hapit en sikandan ebpematey.
PSA.107.19	Ne zutun te kelised dan, mid-umew zan is 
PSA.107.19	ne midlibri zin sikandan.
PSA.107.20	Migkaǥi zà sikandin ne nengeulian sikandan.
PSA.107.20	Midlibri zin sikandan te kemetayen.
PSA.107.21	Ereg sikandan he ebpeselamat te 
PSA.107.22	Ereg sikandan he ebpemuhat para te kebpeselamat diyà te Megbevayà;
PSA.107.22	ne pinaaǥi te kegkanta tenged te kegkelipey ne tudtula zan is menge vaal zin.
PSA.107.23	Duen menge etew he mid-untud te menge varku,
PSA.107.23	su pinaaǥi te kebiyahi ziyà te zaǥat is igkekuwaa zan te igkeuyag dan.
PSA.107.24	Neehè dan is egkein-inuwan he menge vaal te 
PSA.107.25	Su pinaaǥi te suǥù din, mibpengeramag te mevendes ne midekelà is menge vaǥel.
PSA.107.26	Tenged dutun ebpehendiyà te zivavew wey ebpehendiyà te zizalem haazà is untuzè dan.
PSA.107.26	Naawà is kevurut dan tenged dutun he hitavù.
PSA.107.27	Henduen be sikandan te egkengelangut,
PSA.107.27	su ebpemekeziregdireg sikandan ne wazè dan en metueni ke hengkey is ebeelan dan.
PSA.107.28	Dutun te kedlised dan, mid-umew zan is 
PSA.107.28	ne midtevangan din sikandan.
PSA.107.29	Impeengked din sikan is mevendes he keramag ne mibmelinew is daǥat.
PSA.107.30	Nelipey sikandan hein mibmelinew en is daǥat,
PSA.107.30	ne impeturedu kandan te Megbevayà is dungguan he iyan mibpenganduy zan.
PSA.107.31	Ereg sikandan he ebpeselamat te 
PSA.107.32	Ereg dan he ibpehivantug is Megbevayà diyà te kedtiǥum dan
PSA.107.32	wey edeliǥen dan daan sikandin diyà te kedtiǥum te ebpemendumala kandan.
PSA.107.33	Midhimu te 
PSA.107.33	wey midhimu zin he memaza he tanà is menge serebseb.
PSA.107.34	Midhimu zin he wazà pulus duen te meupiya he tanà,
PSA.107.34	su ǥeina te menge lalung is nen-ubpà duen.
PSA.107.35	Midhimu zin he zuen menge wahig diyà te disirtu,
PSA.107.35	wey midhimu zin he menge serebseb is memaza he menge tanà.
PSA.107.36	Impeubpè din dutun is ebpemitilen
PSA.107.36	ne mibangun dan dutun is inged he ed-ubpaan dan.
PSA.107.37	Mid-ezek dan diyà te bevesukè dan wey nememula zan te paras,
PSA.107.37	ne zekelà is menge abut dan.
PSA.107.38	Midtuvazan sikandan te Megbevayà, ne mibmezakel zan.
PSA.107.38	Minsan is menge uyaǥen dan ne wazè din mehimuwa he medeisey.
PSA.107.39	Ne tenged te kedèdaaǥa, kebpesekiti, wey kebpeentusa kandan,
PSA.107.39	mideisey zan ne nepeel-elezan dan.
PSA.107.40	Mibpendezeisey te Megbevayà is menge midaagdaag kandan pinaaǥi te kedtezina zin kandan diyà te disirtu he wazà duen menge zalan.
PSA.107.41	Piru midtevangan din mulà is menge egkaayuayu te menge elentusen dan,
PSA.107.41	ne mibpengelinteuwan din he mevuwad is menge pemilya zan iring te menge uyaǥen.
PSA.107.42	Naahà heini te menge metazeng ne nelipey sikandan,
PSA.107.42	iyan, is langun he menge lalung ne wazè dan egkekaǥi.
PSA.107.43	Is menge uluwanen ereg he ebpurung ed-isip-isip mehitenged kayi;
PSA.107.43	ereg he ed-isipen dan is dekelà he ǥaǥew te 
PSA.108.1	He Megbevayà, utew zekelà is kedsarig ku kenikew.
PSA.108.1	Egkentahan ku sikew te menge kedalig kayi te tivuuk he ǥehinawa ku.
PSA.108.2	Egkeriwaswas pa ne egimerat e en,
PSA.108.2	su wey ku maandam en is menge instrumintu ku he zuen dan menge kuwirdas para meǥamit ku te kedalig kenikew.
PSA.108.3	Egkentahan ku sikew ziyà te teliwazà te menge etew he meǥinged diyà te senge nenasyun.
PSA.108.4	Su kenà egkesukud is gaǥew nu wey kebmetinumanen nu.
PSA.108.5	He Megbevayà, ipeehè nu is kegkemekeǥeǥehem nu ziyà te langit wey kayi te tivuuk he kelibutan.
PSA.108.6	Libriya key pinaaǥi te ǥehem nu.
PSA.108.6	Tevaka nu is ked-ampù ku su para melibri key is menge minahal nu.
PSA.108.7	He Megbevayà, migkaǥi ka ziyà te valey nu te,
PSA.108.7	“Ebpekezaag a; ebehinen ku is Shekem wey is Suǥud he Sucot, ne ibpemeǥey ku heini te menge etew ku.
PSA.108.8	Kediey is Gilead wey is Manase.
PSA.108.8	Is Efraim iyan pengalang ku te menge etew ku
PSA.108.8	ne is Juda iyan ibpezumala ku kandan.
PSA.108.9	Is Moab suluǥuen ku, ne ǥaked ku is Edom.
PSA.108.9	Igkulahì ku is kegkezeeǥa ku te Filistia.”
PSA.108.10	He Megbevayà, hentei is ed-uwit kedì diyà te Edom wey ziyà te inged kayi he neliǥuy te verengbeng?
PSA.108.11	Kenè be iyan ka, is Megbevayà he mid-iniyug kenami ne wazè en meduma te menge sundaru zey?
PSA.108.12	Tevangi key te ked-asdang te menge kuntada zey,
PSA.108.12	su kenà ebpulus is tavang te etew.
PSA.108.13	Ebpekezaag key pinaaǥi te tavang nu, He Megbevayà,
PSA.108.13	su edaaǥen nu is menge kuntada zey.
PSA.109.1	He Megbevayà, he edeliǥen ku, tevaka nu is ked-umew ku kenikew.
PSA.109.2	Su idsumbung a te lalung wey limbungan he menge etew.
PSA.109.2	Tarù is lalag dan mehitenged kedì.
PSA.109.3	Layun mezaat is menge lalag dan he ebpekesuǥat kedì minsan wazà hinungdan.
PSA.109.4	Minsan ebpekid-emiǥu a kandan, ne edtebeken e zan;
PSA.109.4	piru in-ampù ku ǥihapun sikandan.
PSA.109.5	Mibelesan e zan te mezaat te meupiya he mibeelan ku kandan,
PSA.109.5	wey mibelesan e zan te pauk te kebpekid-emiǥu ku kandan.
PSA.109.6	Ke sikandan te, “Ebpen-ehè kiw te lalung he etew he egkuntra wey edsumbung kandin diyà te hukmanan.
PSA.109.7	Berakat he led-ani sikandin te salà emun timpu en te kedhukumi kandin.
PSA.109.7	Berakat he isipa he salà is ked-ampù din!
PSA.109.8	Berakat he kenà mebmeluǥayad is untung din ne ikeveǥey en te zuma is buluhaten din.
PSA.109.9	Berakat he mebpatey en sikandin su para meilu is menge anak din wey para mevalu is esawa zin.
PSA.109.10	Berakat he mekeriǥuriǥu is menge anak din te kebpekilimus,
PSA.109.10	wey verakat he segseǥa sikandan puun te egkeregdas en he ubpeey zan.
PSA.109.11	Berakat he eǥawa te neutangan din is langun he menge azen din,
PSA.109.11	wey verakat he kuwaa te menge lumelengyawà is hineǥuan din.
PSA.109.12	Ne emun ebpatey en sikandin ne verakat he wazà mehizu kandin wey te egkeilu he menge anak din.
PSA.109.13	Berakat he mebpematey is menge kevuwazan din,
PSA.109.13	su para melipati en sikandan te ebpekesunud he lapis te kevuwazan.
PSA.109.14+PSA.109.15	Berakat he kenà peseyluwa wey kenà lipati te 
PSA.109.14+PSA.109.15	berakat he ituǥut te 
PSA.109.16	Su wazè din hizu;
PSA.109.16	midlisedlised din wey mibpenhimetayan din is menge egkaayuayu, menge pubri, wey sikan is utew dezekelà is seeng dan.
PSA.109.17	Igkelipey zin is kebpenrawak te zuma; berakat he ziyà mehitavu te kandin is rawak din.
PSA.109.17	Kenè din ebpenubtuvazan is duma; berakat he wazà daan mebpenuvadtuvad kandin.
PSA.109.18	Neleyaman din en is kebpenrawak te zuma;
PSA.109.18	iring en heini te visti he imbivisti zin.
PSA.109.18	Berakat he medlikù diyà te kandin is rawak din meiring te wahig he edreheb diyà te lawa zin
PSA.109.18	wey meiring te lana he edsenep diyà te menge tulan din.
PSA.109.19	Berakat he kenè en heini maawà diyà te kandin, iring te visti he imbivisti zin wey te vakes he layun diyà te hawak din.”
PSA.109.21	Piru tevangi a mulà, Nengazen he MEGBEVAYÀ,
PSA.109.21	para ikeveǥey kenikew is dengeg.
PSA.109.21	Libriya a tenged te keupiya nu wey gaǥew nu.
PSA.109.22	Su egkaayuayu a wey pubri a, ne utew mibmesakit is gehinawa ku.
PSA.109.23	Egkenaneynaney en egkaawà is untung ku iring te lambung he egkahanew emun mezukilem.
PSA.109.23	Wey iring a zaan te terapan he mibpeyupas.
PSA.109.24	Wazè en desen te menge vuel ku tenged te kedtulung ku kebpuasa.
PSA.109.24	Utew ad migasà.
PSA.109.25	Utew ad edsusudia te menge kuntada ku.
PSA.109.25	Ebpemenggemenggemen dan emun egkeehè e zan.
PSA.109.26	Tevangi a, 
PSA.109.26	libriya a tenged te ǥaǥew nu.
PSA.109.27	Ipetueni nu te menge kuntada ku he iyan ka, is 
PSA.109.28	Midrewakan e zan, piru edtuvazan a mulà kenikew.
PSA.109.28	Egkepeel-elezan is menge kuntada ku emun edsurungen e zan,
PSA.109.28	ne egkelipey a mulà is suluǥuen nu.
PSA.109.29	Berakat he mepurung mepeel-elezi heini is menge etew he mibutangbutang kedì; meiring te visti he ebpeketambun te lawa zan is keelezan dan.
PSA.109.30	Ebpeselematan ku is 
PSA.109.30	edeliǥen ku sikandin diyà te etuvangan te mahabet he menge etew.
PSA.109.31	Su edlevanan din is menge etew he pubri,
PSA.109.31	su para melibri sikandan te edhukum kandan te kemetayen.
PSA.110.1	Migkaǥi is 
PSA.110.1	“Pinuu ka kayi te egkekewanan ku,
PSA.110.1	taman te igkepezizalem ku ziyà te menge paa nu is menge kuntada nu.”
PSA.110.2	Mahal he Hadì,
PSA.110.2	ebpuun te Zion ibpemeluag te 
PSA.110.2	ne edhedian nu is menge kuntada nu.
PSA.110.3	Dutun te andew te kedtebeka nu te menge kuntada nu, andam is menge etew nu te ked-uǥup kenikew.
PSA.110.3	Is menge vetan-en he menge etew nu edhendiyà te kenikew zutun te segradu he menge vuvungan he henduen be sikandan te menge zehemug emun meselem.
PSA.110.4	Nenangdù is 
PSA.110.5	Is 
PSA.110.5	edèdeetan din is menge hadì emun ibpeehè din en is pauk din.
PSA.110.6	Edsilutan din is menge nasyun ne mahabet is ebpenhimetayan din.
PSA.110.6	Edèdeetan din is ebpemendumala seled te tivuuk he kelibutan.
PSA.110.7	Sikew, Mahal he Hadì, ed-inum ka ziyà te wahig he edtudà he ziyà te kilid te zalan,
PSA.110.7	umbe edlikù is desen nu ne ebpekezaag ka.
PSA.111.1	Deliǥa is 
PSA.111.2	Mekeǥeǥehem is menge vaal te 
PSA.111.2	egngunngunuen heini is langun te menge egkesuat kayi.
PSA.111.3	Mekeǥeǥehem wey zekelà is dengeg te menge vaal te Megbevayà,
PSA.111.3	ne is kegkemetazeng din ebpedayun te wazà pidtemanan.
PSA.111.4	Ne ibpetentenuzan din kenitew is egkein-inuwan he menge vaal zin.
PSA.111.4	Meupiya sikandin wey hihizuwen;
PSA.111.5	ebeǥayan din te keenen is edtahud kandin,
PSA.111.5	ne layun din edtentenuzi is kebpekid-uyun din.
PSA.111.6	Impeehè din te menge etew zin ke sengemenu is kegkemekeǥeǥehem te menge vaal zin,
PSA.111.6	pinaaǥi te kebeǥaya zin diyà te kandan te menge tanà te menge etew te zuma he menge nasyun.
PSA.111.7	Egketuusan is ketazeng din wey kebmetinumanen din diyà te langun he menge vaal zin,
PSA.111.7	ne egkeseriǥan is langun he menge suǥù din.
PSA.111.8	Ne heini is menge suǥù din ebpedayun te wazà pidtemanan,
PSA.111.8	ne nezumahan te kebmetinumanen wey ketazeng is kebeǥaya zin kayi.
PSA.111.9	Midlibri zin is menge etew zin,
PSA.111.9	ne midhimu zin is kebpekid-uyun kandan te wazà pidtemanan.
PSA.111.9	Waǥas sikandin wey egkein-inuwan.
PSA.111.10	Emun egkesuat is etew he mebmetau, kinahanglan he edtahud sikandin te 
PSA.111.10	Is langun he edtuman te menge suǥù din ne zuen dan hustu he kedsavut.
PSA.111.10	Ereg sikandin he edeliǥen te wazà pidtemanan.
PSA.112.1	Deliǥa is 
PSA.112.1	Utew zeyzey is etew he edtahud te 
PSA.112.1	wey igkelipey zin is kedtuman te menge suǥù din.
PSA.112.2	Ebmeuswaǥen is menge anak din,
PSA.112.2	su is kevuwazan te menge etew he edtinazeng edtuvazan te Megbevayà.
PSA.112.3	Edsepian is pemilya zin,
PSA.112.3	ne kenà egkelipatan is keupiya zin taman te taman.
PSA.112.4	Minsan merusirem duen gihapun kerayag para te menge etew he hustu is paaǥi zan te kebpengungubpaan, kelelaǥan, hihizuwen, wey metazeng.
PSA.112.5	Edtuvazan is etew he kelelaǥan, wey ibpesambey zin is duma, wey kenè din ibpeiseg is kegketiǥayun din pinaaǥi te limbung.
PSA.112.6	Kenà duwazuwa he ebmelig-en is kebpekesavuk din te minsan keenu.
PSA.112.6	Ne kenà sikandin egkelipatan te wazà pidtemanan.
PSA.112.7	Kenà sikandin egkahandek te mezaat he menge tudtul,
PSA.112.7	su melig-en is kedsarig din te 
PSA.112.8	Kenà sikandin egkeǥiyaǥiya wey egkahandek,
PSA.112.8	su netuenan din he ziyà te huziyan he timpu egkeehè din is kegkezaaǥa te menge kuntada zin.
PSA.112.9	Kelelaǥan sikandin diyà te menge pubri;
PSA.112.9	is keupiya zin egketenuzan taman te taman
PSA.112.9	ne ebeǥayan sikandin te Megbevayà te zengeg pinaaǥi te ked-umani te Megbevayà te egkehimu zin.
PSA.112.10	Egkaahà heini te menge lalung ne egkekeǥetket is menge ngipen dan te kegkepauk dan,
PSA.112.10	ne henduen be sikandan te egkereney tenged te kegkeeled dan.
PSA.112.10	Kenà edlampus is menge pelanu zan.
PSA.113.1	Deliǥa is 
PSA.113.1	Sikiyu is menge etew te 
PSA.113.2	Berakat he zeliǥa sikandin guntaan wey taman te taman.
PSA.113.3	Ebpuun te edsilaan pehendiyà te edsenlepan is langun he menge etew edalig te 
PSA.113.4	Edhedian te 
PSA.113.4	ne kenà egkerepengan is kegkemekeǥeǥehem din.
PSA.113.5	Wazà iring te 
PSA.113.6	Edungul sikandin te ked-ahà te langit wey kelibutan.
PSA.113.7	Inggaun din te kelised is menge egkaayuayu wey menge pubri.
PSA.113.8	Ebeǥayan din daan sikandan te zengeg duma te dezekelà is dengeg duen te menge etew zin.
PSA.113.9	Edlipayen din is bahi he kenà ebpekaanak diyà te ubpeey zin pinaaǥi te kebeǥayi zin kandin te menge anak.
PSA.113.9	Deliǥa is 
PSA.114.1	Is menge Israilihanen he menge kevuwazan ni Jacob, mid-ubpè dan dengan diyà te Ehipto, he selakew is kineǥiyan te menge etew zutun.
PSA.114.2	Ne hein migawas dan en diyà te Ehipto, ne midhimu te Megbevayà is Juda he segradu he lugar zin,
PSA.114.2	ne midumala zin is Israel.
PSA.114.3	Is Daǥat he Meriǥà mibpelaǥuy te kegkaahaa zin kandin.
PSA.114.3	Ne is Wahig he Jordan mid-endud.
PSA.114.4	Neyunggat is menge vuntud wey menge vuvungan he henduen be te ebpemenlinglingketew he menge kambing wey menge kerehidu.
PSA.114.5	Maan is mibpelaǥuy is Daǥat he Meriǥà wey mid-engked te kedtudà is Wahig he Jordan?
PSA.114.6	Maan is neyunggat is menge vuntud wey is menge vuvungan he henduen be te ebpemenlinglingketew he menge kambing wey menge kerehidu?
PSA.114.7	Egkeyunggat daan minsan is tivuuk he kelibutan diyà te etuvangan te Nengazen he Megbevayà ni Jacob;
PSA.114.8	ne midhimu zin he peneng wey serebseb he edtudà sikan is lintikan he vatu.
PSA.115.1	Kenè key iyan ereg he ebeǥayan te zengeg, 
PSA.115.1	tenged te kebmahala nu kenami wey te kebmetinumanen nu.
PSA.115.2	Maan is mid-insultuwan key te zuma he menge nasyun pinaaǥi te kegkaǥi te, “Hendei en is Megbevayè niw?”
PSA.115.3	Diyà te langit is Megbevayè dey ne ebeelan din ke hengkey is egkesuatan din.
PSA.115.4	Piru is kandan he menge megbevayà menge pelata zà wey vulawan he mibeelan te etew.
PSA.115.5	Duen dan menge vèbà, piru kenè dan ebpekekaǥi;
PSA.115.5	duen dan menge mata, piru kenè dan ebpekaahà.
PSA.115.6	Duen dan menge telinga, piru kenè dan ebpekezineg;
PSA.115.6	duen dan menge izung, piru kenè dan ebpekahazek.
PSA.115.7	Duen dan menge velad, piru kenè dan ebpekeǥawed;
PSA.115.7	duen dan menge paa, piru kenè dan ebpekehipanew,
PSA.115.7	ne minsan is laǥeng ne kenè ta egkezineg diyà te kandan.
PSA.115.8	Is mibaal kayi te kenà tutuu he menge megbevayà wey sikan is midsarig kandan, ne egkeiring daan kandan te wazè dan pulus.
PSA.115.9+PSA.115.10	Sikiyu is menge etew te Israel, ragkes en is menge kevuwazan ni Aaron, sarig kew te 
PSA.115.9+PSA.115.10	Iyan sikandin edtavang wey ebpengalang keniyu.
PSA.115.11	Sikiyu is langun he edtahud te 
PSA.115.11	Iyan sikandin edtavang wey ebpengalang keniyu.
PSA.115.12	Edtentenuzan kiw te 
PSA.115.12	Edtuvazan din is menge etew te Israel ragkes en is menge kevuwazan ni Aaron.
PSA.115.13	Edtuvazan din is langun he edtahud kandin dekelà se zeisey is pid-etawan dan.
PSA.115.14	Berakat he ipemezakel kew te 
PSA.115.15	Berakat he tuvazi kew te 
PSA.115.16	Gaked dà te 
PSA.115.17	Kenà iyan edalig te 
PSA.115.17	su kenè en sikandan ebpekekaǥi,
PSA.115.18	kekenà, iyan kiw is menge uuyag pa edalig kandin guntaan wey taman te taman.
PSA.115.18	Deliǥa is 
PSA.116.1	Mibmahal ku is 
PSA.116.1	su ebpemineǥen din wey edtevaken din is kebuyù ku te tavang diyà te kandin.
PSA.116.2	Ne ǥeina te ebpemineǥen e zin, ne kenà a ed-engked he ebpengumew kandin mintras uuyag e pa.
PSA.116.3	Nahandek a su neǥezam ku he henduen be te hapit ad ebpatey;
PSA.116.3	is kemetayen henduen be te pisì he nekevedbed kediey.
PSA.116.3	Nesemukan a wey neipeng a,
PSA.116.4	umbe mid-umew ku is 
PSA.116.5	Is 
PSA.116.6	Egkelesaǥan din is iring te kedsarig te vatà is kedsarig dan kandin.
PSA.116.6	Hein wazè ku en egkehimu, midlibri e zin.
PSA.116.7	Ereg a he kenà egkeǥiyaǥiya, su utew a ebpurungi te 
PSA.116.8	su midlibri e zin te kemetayen, kegkeseeng, wey kezeetan.
PSA.116.9	Umbe, ed-uvey a ziyà te 
PSA.116.10	Edtuu a ǥihapun kenikew minsan ke ebpekekaǥi a te, “Utew subra is menge elentusen ku.”
PSA.116.11	Tenged te kegkehandek ku migkaǥi a te, “Wazà iyan etew he egkeseriǥan.”
PSA.116.12	Hengkey is igkevales ku te 
PSA.116.13	Edsimbahan ku is 
PSA.116.14	Edtumanen ku is menge saad ku he nepirmahan te langun he menge etew zin.
PSA.116.15	Egkesekitan is 
PSA.116.16	Impelingkawas a kenikew hein nevihag a.
PSA.116.17	Ed-ezapen ku sikew
PSA.116.17	ne edhalad a para te kebpeselamat kenikew.
PSA.116.18	Edtumanen ku is menge saad ku ziyà te kenikew he nepirmahan te langun he menge etew nu
PSA.116.19	ziyà te lama te valey nu ziyà te Jerusalem.
PSA.116.19	Deliǥa is 
PSA.117.1	Sikiyu is langun he menge nasyun, deliǥa niw is 
PSA.117.1	Sikiyu is langun he menge etew, beǥayi niw sikandin te zengeg!
PSA.117.2	Su utew kiw mibmahal te 
PSA.117.2	ne wazà pidtemanan te kebmetinumanen din.
PSA.117.2	Deliǥa is 
PSA.118.1	Peselemati is 
PSA.118.1	Wazà pidtemanan te ǥaǥew zin.
PSA.118.2	Megkaǥi is menge etew te Israel te,
PSA.118.2	“Wazà pidtemanan te ǥaǥew zin.”
PSA.118.3	Megkaǥi is menge kevuwazan ni Aaron te,
PSA.118.3	“Wazà pidtemanan te ǥaǥew zin.”
PSA.118.4	Megkaǥi is menge edtahud te 
PSA.118.4	“Wazà pidtemanan te ǥaǥew zin.”
PSA.118.5	Dutun te timpu te kelised ku, mid-umew ku is 
PSA.118.5	ne midtavak e zin pinaaǥi te kedlibriya zin kediey.
PSA.118.6	Duma ku is 
PSA.118.6	Wazà kezeetan he egkehimu te etew kayi te kediey.
PSA.118.7	Duma ku is 
PSA.118.7	Iyan sikandin edtavang kedì,
PSA.118.7	ne egkeehè ku is kegkezaaǥa ku te menge kuntada ku.
PSA.118.8	Meupiya pa is kedangep diyà te 
PSA.118.9	Meupiya pa is kedangep diyà te 
PSA.118.10	Midliǥuyan a te menge etew he ebpuun diyà te mahabet he menge nasyun he menge kuntada ku,
PSA.118.10	piru nezaag ku sikandan pinaaǥi te ǥehem te 
PSA.118.11	Tutuu he midliǥuyan e zan,
PSA.118.11	piru nezaag ku sikandan pinaaǥi te ǥehem te 
PSA.118.12	Henduen dan te petiyukan is midsurung kedì,
PSA.118.12	piru neiring dà sikandan te nevinsulan he reǥami he segugunè dà neevuki.
PSA.118.12	Nezaag ku sikandan pinaaǥi te ǥehem te 
PSA.118.13	Mibpurungan e zan etekiya ne hapit e zan en egkezaag,
PSA.118.13	piru midtevangan a te 
PSA.118.14	Iyan is 
PSA.118.14	iyan sikandin migkanta ku.
PSA.118.14	Iyan sikandin menluluwas ku.
PSA.118.15+PSA.118.16	Pemineǥa is ked-ugyab te menge etew te Megbevayà diyà te menge kampu zan tenged te kezeeǥan dan:
PSA.118.15+PSA.118.16	“Heini he kezeeǥan mibeelan te 
PSA.118.15+PSA.118.16	Is gehem te 
PSA.118.17	Kenè e pa ebpatey, kekenà, ebpedayun e pa he uuyag,
PSA.118.17	su wey ku ikeseysey is mibpemeelan te 
PSA.118.18	Minsan utew zekelà is silut te 
PSA.118.19	Puwasi a te menge ǥemawan te valey te 
PSA.118.19	su edseled a te kebpeselamat te 
PSA.118.20	Iyan heini menge ǥemawan te 
PSA.118.21	Ebpeselamat a kenikew, 
PSA.118.21	Ne iyan ka midluwas kediey.
