MAT.1.1	Dammbe Iisaa 
REV.1.17	Nde njii-moo-mi ndee, caamu-mi yeeso makko mbaa-mi no maayɗo nii. O fawi junngo makko ɲaamo e am, o wii:
REV.1.17	—Pati hul! Miin woni arano, miin woni cakito, 
REV.1.18	miin woni guurɗo oo. Mi maayiino, kaa miɗo nii wuuri faa abada. Miin jogii baawɗe dow maayde e baawɗe dow laakaraa. 
REV.1.19	Ndennoo, winndu ko njiyataa koo, ɗum woni ko waɗata jooni koo e ko waroyta caggal mum koo. 
REV.1.20	Annii sirri koode jeɗɗi ɗe njiyataa e junngo am ɲaamo ɗee, kaɲum e moottilaaji kaŋŋe jeɗɗi: koode jeɗɗi ɗee yo malaa'ika'en deente goonɗinɓe jeɗɗi ɗee, moottilaaji kaŋŋe jeɗɗi ɗii yo deente goonɗinɓe jeɗɗi ɗee.
REV.2.1	—Winndu faade e malaa'ika deental goonɗinɓe wonɓe Efeesu, mbiyaa:
REV.2.1	«Annii haalaaji jogiiɗo koode jeɗɗi e junngo mum ɲaamo, jahoowo hakkunde moottilaaji kaŋŋe jeɗɗi:
REV.2.2	Miɗo anndi golleeji maa e muɲal maa ley tampere. Miɗo anndi a hokkataa bonɓe ɓee laawol, a ittii koro innditirteeɓe nelaaɓe ɓee a tawii ɓe fenooɓe. 
REV.2.3	A jom muɲal, a torraama saabe innde am, ɗum e taweede yonki maa ɲawaali. 
REV.2.4	Kaa miɗo felire ɗum ɗoo: a yoppii jilli maa ɗi njogino-ɗaa arannde ɗii. 
REV.2.5	Ndennoo miccita no ngorruno-ɗaa gila a saamaali. Tuubu, ngolliraa no ngollirno-ɗaa arannde nii! So wanaa ɗum, so a tuubaali, mi waran e maa mi itta moottila maa e nokku mum.
REV.2.6	Kaa miɗo yarrani maa ɗum ɗoo: aɗa waɲi golleeji jokkuɓe Nikola no mbaɲir-mi ɗi nii. 
REV.2.7	Jogiiɗo noppi fuu, yo nanu ko 
REV.2.8	—Winndu faade e malaa'ika deental goonɗinɓe wonɓe Simirna, mbiyaa:
REV.2.8	«Annii haalaaji biyeteeɗo arano e cakito, maaynooɗo so wuurti oo:
REV.2.9	Miɗo anndi torra maa e baasal maa, tawee nee a arsukunte. Miɗo anndi bonnooɓe innde wiyooɓe e ko'e mum'en ɓe 
REV.2.10	Pati hul torra ɓadiiɗo hewtude ma. Tayka, yoga mon Ibiliisa wedoto ɗum ley kasu faa tewta seytaade on. On torrete balɗe sappo. Yo a laato koolniiɗo faa maayde tawe hen, mi hokke teddeengal gondungal e nguurndam nduumiiɗam. 
REV.2.11	Jogiiɗo noppi fuu, yo nanu ko 
REV.2.12	—Winndu faade e malaa'ika deental goonɗinɓe wonɓe Pergame, mbiyaa:
REV.2.12	«Annii haalaaji jogiiɗo kaafaawi ki banngeeji mum ɗiɗi fuu mbeli:
REV.2.13	Miɗo anndi nokku ɗo koɗu-ɗaa, ɗo 
REV.2.14	Kaa won pelooje seeɗa ɗe njogani-maa-mi: aɗa muɲana yimɓe wonɓe hakkunde mon nannduɓe e Balaama. Kanko janngini Balaka seytaade 
REV.2.15	Nii, jokkuɓe yimɓe Nikola ngorri hakkunde mon, jannde maɓɓe e golleeji maɓɓe fuu potu. 
REV.2.16	Ndennoo tuubu, so wanaa ɗum, mi waran e maa jooni, mi haɓira e maɓɓe kaafaawi ngonki e hunduko am kii. 
REV.2.17	Jogiiɗo noppi fuu, yo nanu ko 
REV.2.18	—Winndu faade e malaa'ika deental goonɗinɓe wonɓe Tiyatira, mbiyaa:
REV.2.18	«Annii haalaaji 
REV.2.19	Miɗo anndi golleeji maa e jilli maa e goonɗinal maa e ballal ngal ngaɗan-ɗaa woɓɓe, kaɲum e muɲal maa. Miɗo anndi golleeji maa cakitiiɗi ɗii ɓuri aranndeeji ɗii heewde. 
REV.2.20	Kaa miɗo felire ɗum ɗoo: aɗa muɲana Yesabel, oo debbo biyoowo hoore mum annabaajo. Omo hoomta maccuɓe am omo janngina ɗum'en fijirde e ɲaamde tewuuji cakkanaaɗi tooruuji. 
REV.2.21	Mi hokkii mo wakkati no mo tuubira, kaa o jaɓaali tuubude iwde e fijirde makko ndee. 
REV.2.22	Saabe majjum mi wedoto mo dow leeso naawalla. Fijidooɓe e makko ɓee duu, so tuubaali iwde e laawol makko ngol, torrete torraaji mawɗi, 
REV.2.23	mi halkan ɓiɓɓe makko duu. Deente goonɗinɓe ɗee fuu anndan miin woni ittoowo koro hakkillaaji e ɓerɗe, kasen duu mi yoɓan gooto e mon fuu hakke golle mum. 
REV.2.24	Kaa onon Tiyatirankooɓe heddiiɓe ɓe njokkaali ngol laawol ɓee, ɓe ngolliraali ko yoga inndirta ‹ sirriiji 
REV.2.25	so wanaa yo on tiiɗu e ko njogi-ɗon koo faa nde ngar-mi fuu. 
REV.2.26+REV.2.27+REV.2.28	Jaaliiɓe – ɗum woni waɗooɓe sago am faa timmoode ɓee – mi hokkan ɗum'en baawɗe ɗe keɓu-mi e 
REV.2.29	Jogiiɗo noppi fuu, yo nanu ko 
REV.3.1	—Winndu faade e malaa'ika deental goonɗinɓe wonɓe Sardes, mbiyaa:
REV.3.1	«Annii haalaaji jogiiɗo ruuhuuji Laamɗo jeɗɗi e koode jeɗɗi:
REV.3.1	Miɗo anndi golleeji maa, aɗa wiyee a guurɗo, tawee nee a maayɗo. 
REV.3.2	Jeerta cemmbinɗinaa seeɗa mo njogi-ɗaa oo gila waataali, sabi mi tawaali fay gooto e golleeji maa ana hiɓɓi yeeso Laamɗo am. 
REV.3.3	Ndennoo, miccita no keɓir-ɗaa e no nanir-ɗaa 
REV.3.4	Kaa noo, aɗa jogii ɗo Sardes ɗoo yimɓe ɓe tuunninaali kaddule mum'en. Ɓe ɓoornotoo kaddule daneeje ɓe njaada e am, sabi eɓe kaandi hen. 
REV.3.5	Hono non, jaaliiɗo fuu ɓoornortoo kaddule daneeje. Abada mi tosataa innde mum e dewtere nguurndam ndee. Mi seedoto omo jeydaa e am yeeso 
REV.3.6	Jogiiɗo noppi fuu, yo nanu ko 
REV.3.7	—Winndu faade e malaa'ika deental goonɗinɓe wonɓe Filadelfi, mbiyaa:
REV.3.7	«Annii haalaaji ceniiɗo goongirante, mo cokitirgal Daawuuda kaananke oo woni e junngo mum. So o udditii fay gooto uddataa, so o uddii fay gooto udditataa.
REV.3.8	Miɗo anndi golleeji maa. Tayka, mi udditii damal yeeso maa ngal fay gooto waawaa uddude. Aan e famɗude semmbe fuu, a haybii konngol am, a yankiraali innde am. 
REV.3.9	Haya, mi neldete jeyaaɓe e deental rewooɓe 
REV.3.10	Ko njamir-maa-mi muɲaa koo, a muɲii sanne. Saabe ɗum, mi reenete e wakkati nde ɓillaare warata horde aduna faa itta koro yimɓe fuu. 
REV.3.11	Mi ɓadike warde. Tiiɗu e ko njogi-ɗaa koo pati fay gooto teeta deesewal maa jaalogal. 
REV.3.12	Jaaliiɗo fuu, mi waɗan ɗum nuygal ley suudu Laamɗo am seniindu, o yaltataa e mayru abada. Mi winndan e mum innde Laamɗo am e innde ngalluure Laamɗo am, ɗum woni 
REV.3.13	Jogiiɗo noppi fuu, yo nanu ko 
REV.3.14	—Winndu faade e malaa'ika deental goonɗinɓe wonɓe Lawdikiya, mbiyaa:
REV.3.14	«Annii haalaaji biyeteeɗo Aamiina oo, seedee koolniiɗo goongirante, layli tagoore ndee fuu:
REV.3.15	Miɗo anndi golleeji maa, a wulaa a ɓuuɓaa. Yo a laato gulɗo naa ɓuuɓuɗo! 
REV.3.16	Nde wonnoo aɗa forri a wulaa a ɓuuɓaa, mi tuttete iwde e hunduko am. 
REV.3.17	Aɗa wiya: ‹ Mi galo, mi mooɓtii jawle, mi hasindinaa e fay huunde. › Tawee nee, a anndaa a ɲaaɗɗo hoore a jurminiiɗo a baasuɗo a bumɗo a kolɗo! 
REV.3.18	Miɗo waaje: soodu e am kaŋŋe laɓɓiniraaɗo yiite, yalla aɗa heɓa jawdi, coodaa e am kaddule daneeje ɓoorno-ɗaa, yalla aɗa suura hersa terɗe maa ɓole ɗee, coodaa e am nebam ngujaa gite maa yalla jiile maa ana laaɓa. 
REV.3.19	Miin, miɗo fela miɗo ne'a yimɓe ɓe njiɗu-mi. Ndennoo, darana ko moƴƴi, tuubaa! 
REV.3.20	Hettina, miɗo nii darii e damal miɗo salmina. Neɗɗo fuu nanɗo daande am so udditi, mi naatan galle mum, mi ɲaamda e mum. 
REV.3.21	Jaaliiɗo fuu, mi hokkan ɗum jooddaade e am dow bimmbeere am laamu, no miin duu njaalorii-mi so njooddii-mi e 
REV.3.22	Jogiiɗo noppi fuu, yo nanu ko 
REV.4.1	Caggal ɗum, njii-mi damal ana udditii dow kammu. Daande nde nanunoo-mi arannde wa'unde no buututal nii ana haalda e am, ana wiya:
REV.4.1	—Ŋabbu ngaraa ɗoo, faa mi holle ko haani laataade caggal ɗum ɗoo.
REV.4.2	Ɗon e ɗon, keew-mi 
REV.4.3	Jooɗiiɗo oo, mbaadi mum ana jalbira no haayre yaspa, ana wojjitira no haayre sardis, ciiɓo-ciiɓongal ana filii bimmbeere ndee ana jalbira no haayre emerooda nii. 
REV.4.4	Bimmbeere ndee, bimmbeeje laamu noogay e nay ana pilii nde, mawɓe noogayon e nayon ana njooɗii dow majje, ana ɓoornii kaddule daneeje, tenngaaɗe caɲiraaɗe kaŋŋe ana e ko'e maɓɓe. 
REV.4.5	Maje e sawtuuji e gidaali ana njalta e bimmbeere laamu ndee, cunkume jeɗɗi kuɓɓooje ana yeeso mayre ɗoo, ɗeen ngoni ruuhuuji Laamɗo jeɗɗi ɗii. 
REV.4.6	Ko wa'i hono weendu laaɓundu tal nanndundu e timtorgal ana fooccii yeeso mayre.
REV.4.6	Kuɗɗe nay guurɗe jogiiɗe gite keewɗe yeeso e caggal fuu, ana hakkunde mayre e sera mayre. 
REV.4.7	Huunde wuurnde aranndeere ndee ana wa'i no rawaandu ladde nii, ɗiɗoɓere ndee ana wa'i no ngaari nii, tatoɓere ndee, yeeso mum ana wa'i no yeeso neɗɗo nii, nayoɓere ndee ana wa'i hono no ciilal diwoowal nii. 
REV.4.8	Wootere e kuɗɗe nay guurɗe ɗee fuu ana jogii biifoole jeegom, wooto fuu ana jogii gite keewɗe ley e dow fuu. Jemma e ɲalooma fuu ɗe celataa e yimde, eɗe mbiya:
REV.4.8	«Ceniiɗo, Ceniiɗo, Ceniiɗo
REV.4.8	yo Joomiraaɗo Laamɗo Jom Baawɗe,
REV.4.8	goodunooɗo, gooduɗo, garoowo oo!»
REV.4.9	Kuɗɗe nay guurɗe ɗee ana njimana jooɗiiɗo dow bimmbeere laamu, guurɗo faa abada oo, jime teddungal e darja e jettooje. 
REV.4.10	Nde ɓe ngaɗata ɗum fuu, mawɓe noogayon e nayon ɓee kippoto e leydi yeeso jooɗiiɗo e bimmbeere oo, cujidana guurɗo faa abada oo, njoƴƴina tenngaaɗe mum'en yeeso bimmbeere ndee, mbiya:
REV.4.11	«Joomiraaɗo amen, Laamɗo amen,
REV.4.11	aan haandi e heɓude darja e teddungal e baawɗe,
REV.4.11	sabi aan tagi kulle ɗee fuu
REV.4.11	e muuyɗe maa ɗe laatorii, ɗe tagiraa.»
REV.5.1	Caggal ɗum, njii-mi e junngo ɲaamo jooɗiiɗo dow bimmbeere laamu ndee oo dewtere nde dow mum e ley mum winndaa, uddiraande peɗooɗe jeɗɗi maanduɗe. 
REV.5.2	Non njii-mi 
REV.5.2	—Homo haandi e fettude peɗooɗe ɗee uddita dewtere ndee?
REV.5.3	Fay gooto walaa dow kammu walaa dow leydi walaa ley leydi kaanɗo udditidde dewtere ndee naa ƴeewde ley mayre. 
REV.5.4	Ngullu-mi gullaali cattuɗi, sabi heɓaaka kaanɗo udditidde dewtere ndee naa ƴeewde ko woni e mayre. 
REV.5.5	Non gooto e mawɓe ɓee wii kam:
REV.5.5	—Pati woy! Rawaandu ladde haliindu jeyaandu e suudu baaba Yahuuda nduu, iwndu e Daawuuda nduu, jaalike. Endu waawi fettude peɗooɗe jeɗɗi ɗee, ndu uddita dewtere ndee.
REV.5.6	Nden njii-mi Njawdiri ana darii hakkunde bimmbeere ndee, kuɗɗe nay guurɗe ɗee e mawɓe ɓee ana pilii ndi. Endi nanndi e kirsanoondi. Endi jogii luwe jeɗɗi e gite jeɗɗi, ɗum woni ruuhuuji Laamɗo jeɗɗi neleteeɗi e aduna oo fuu ɗii. 
REV.5.7	Ndi yehi nanngoyde dewtere ndee e ɲaamo jooɗiiɗo dow bimmbeere ndee oo. 
REV.5.8	Ko ndi nanngi dewtere ndee koo, kuɗɗe nay guurɗe ɗee e mawɓe noogayon e nayon ɓee cujidi yeeso mayri. Gooto e maɓɓe fuu ana jogii hoddu e urdude kaŋŋeere heewnde uurdi, ɗum woni 
REV.5.9	Hedde eɓe njima jimol kesol eɓe mbiya e maggol:
REV.5.9	«Aan haani ɓamde dewtere ndee
REV.5.9	pettaa peɗooɗe mayre,
REV.5.9	sabi a hirsanooma,
REV.5.9	a soottitanike Laamɗo yimɓe
REV.5.9	e suudu baaba fuu e ɗemngal fuu e jaaleɲol fuu e leɲol fuu,
REV.5.9	ƴiiƴam maa coottitori-ɗaa ɓe,
REV.5.9	yalla eɓe tawdee e Laamɗo.
REV.5.10	A waɗii ɓe kaanankooɓe e 
REV.5.10	ɓe laamoo aduna oo.»
REV.5.11	E ley holleede am, nan-mi daaɗe malaa'ika'en heewɓe, ujunaaji ujunaaji. Eɓe pilii bimmbeere ndee e kuɗɗe guurɗe ɗee e mawɓe ɓee, 
REV.5.12	eɓe njima eɓe toowna daaɗe maɓɓe:
REV.5.12	«Njawdiri kirsanoondi ndii
REV.5.12	ana haandi e heɓude baawɗe e jawdi
REV.5.12	e hakkilantaaku e semmbe
REV.5.12	e teddungal e darja e jettooje!»
REV.5.13	Non nan-mi huunde fuu ko tagaa ko woni dow kammu e ko woni dow leydi e ko woni ley leydi e ko woni dow geeci e ko woni e mum'en fuu, ana wiya:
REV.5.13	«Jettooje e teddungal e darja e baawɗe
REV.5.13	ngoodanii jooɗiiɗo dow bimmbeere ndee oo
REV.5.13	e Njawdiri ndii faa abada!»
REV.5.14	Kuɗɗe nay guurɗe ɗee njaabii:
REV.5.14	—Aamiina!
REV.5.14	Mawɓe ɓee duu, kippii e leydi cujidani ɓe.
REV.6.1	Oon wakkati, ƴeew-mi non njii-mi Njawdiri ndii fettii wootere e peɗooɗe jeɗɗi ɗee. Nan-mi wootere e kuɗɗe nay guurɗe ɗee ana iidina daande mum no gidaango nii, ana wiya:
REV.6.1	—War gaa!
REV.6.2	Ƴeew-mi, njii-mi puccu daneejo. Baɗɗiiɗo mo oo ana jogii laaɲal, o hokkaa tenngaade laamu, o yaari no jaalotooɗo nii o jaaloto duu.
REV.6.3	Nde Njawdiri ndii fettunoo feɗoode ɗiɗoɓere ndee, nan-mi huunde ɗiɗoɓere ndee ana wiya:
REV.6.3	—War gaa!
REV.6.4	Non puccu goɗɗo boɗeejo yalti. Baɗɗiiɗo mo oo hokkaa kaafaawi mawki, o hokkaa baawɗe yalla omo itta jam e aduna oo, faa yimɓe mbarondira.
REV.6.5	Nde Njawdiri ndii fettunoo feɗoode tatoɓere ndee, nan-mi huunde wuurnde tatoɓere ndee ana wiya:
REV.6.5	—War gaa!
REV.6.5	Njii-mi puccu ɓaleejo. Baɗɗiiɗo mo oo ana jogii peesorgal e junngo mum. 
REV.6.6	Nan-mi ko wa'i no daande neɗɗo iwii hakkunde kuɗɗe nay guurɗe ɗee, ana wiya:
REV.6.6	—Munnabi alkama naa munnabiije tati gawri waarata e njoɓdi golle ɲalooma. Kaa pati mursee nebam ɗam e 
REV.6.7	Nde Njawdiri ndii fettunoo feɗoode nayoɓere ndee, nan-mi daande huunde wuurnde nayoɓere ndee, ana wiya:
REV.6.7	—War gaa!
REV.6.8	Ƴeew-mi, njii-mi puccu oolo. Baɗɗiiɗo mo oo ana wiyee Maayde, laakaraa ana jokki e makko. Ɓe ndokkaa baawɗe dow nayoɓere aduna oo faa ɓe mbarda yimɓe kaafaawi e yolbere e albalaawuuji e daabaaji ladde.
REV.6.9	Nde Njawdiri ndii fettunoo feɗoode joyoɓere ndee, njii-mi to ley 
REV.6.10	Ɓe eewnii faa toowi, ɓe mbii:
REV.6.10	—Joomiraaɗo ceniiɗo goongirante, faa mande ndoomu-ɗaa sarde yimɓe wonɓe e aduna oo ɓee faa njoɓto-ɗaa ƴiiƴam amen ɗam?
REV.6.11	Gooto e maɓɓe fuu hokkaa saaya ndaneewa, ɓe mbiyaa ɓe powta seeɗa tafon, faa adadu sakiraaɓe maɓɓe, gollidiiɓe maɓɓe fodanaaɓe wareede no maɓɓe nii ɓee, kiɓɓa.
REV.6.12	Nden njii-mi Njawdiri ndii fettii feɗoode jeegoɓere ndee. Non leydi dimmbii dimmbagol manngol, naange ngee ɓawliri no kaasa ɓaleewa nii, lewru nduu fuu wojjiri no ƴiiƴam nii, 
REV.6.13	koode kammu ɗee caami e leydi no ɓiɓɓe ibbe kecce caamirta so henndu mawndu wibbii. 
REV.6.14	Kammu oo iwi, taggiraa no daago taggirtee nii, kaaƴe e duuɗe fuu ɗoofaa iwde e nokkuuje mum'en. 
REV.6.15	Nden kaanankooɓe aduna e yimɓe tedduɓe e hooreeɓe sordaasi'en e arsukunte'en e jom'en semmbe e rimɓe e riimayɓe fuu cuuɗii e loowi kaaƴe, kaɲum e hakkunde kaaƴe. 
REV.6.16	Hedde eɓe mbiya loowi kaaƴe ɗii e kaaƴe ɗee:
REV.6.16	—Caamee e amen! Cuuɗon min e gite jooɗiiɗo dow bimmbeere laamu ndee oo, kaɲum e tikkere Njawdiri ndii! 
REV.6.17	Sabi ɲalooma mawɗo tikkere maɓɓe ndee yottiima, homo waawi daɗude?
REV.7.1	Caggal ɗum, njii-mi 
REV.7.2	Njii-mi kasen malaa'ika goɗɗo iwruɗo funnaange ana jogii gaɗirgal maande Laamɗo guurɗo oo ngal. O eewnii daande toownde faade e malaa'ika'en nayon hokkaaɓe baawɗe torrude leydi e geeci. 
REV.7.3	O wii ɓe:
REV.7.3	—Pati mbonnee leydi ndii e geeci oo e leɗɗe ɗee tafon, faa nde keɓu-ɗen waɗude maandeeji e tiiɗe maccuɓe Laamɗo meeɗen ɓee.
REV.7.4	Non nan-mi adadu waɗaaɓe maande e dow tiiɗe mum'en ɓee: eɓe mbaara e ujunaaji teemedere e ujunaaji capanɗe nayon e ujunaaji nayon (144 000) iwɓe e cuuɗi 
REV.7.5	iwɓe e Yahuuda yo ujunaaji sappo e ɗiɗon (12 000),
REV.7.5	iwɓe e Ruuben, ujunaaji sappo e ɗiɗon (12 000),
REV.7.5	iwɓe e Gada, ujunaaji sappo e ɗiɗon (12 000),
REV.7.6	iwɓe e Asiira, ujunaaji sappo e ɗiɗon (12 000),
REV.7.6	iwɓe e Naftali, ujunaaji sappo e ɗiɗon (12 000),
REV.7.6	iwɓe e Manaasa, ujunaaji sappo e ɗiɗon (12 000),
REV.7.7	iwɓe e Simeyon, ujunaaji sappo e ɗiɗon (12 000),
REV.7.7	iwɓe e Lewi, ujunaaji sappo e ɗiɗon (12 000),
REV.7.7	iwɓe e Isakar, ujunaaji sappo e ɗiɗon (12 000),
REV.7.8	iwɓe e Jebulon, ujunaaji sappo e ɗiɗon (12 000),
REV.7.8	iwɓe e Yuusufu, ujunaaji sappo e ɗiɗon (12 000),
REV.7.8	iwɓe e Beɲamin duu, ujunaaji sappo e ɗiɗon (12 000),
REV.7.8	cuuɗi baaba ɗii fuu ngaɗanaama maande.
REV.7.9	Caggal ɗum, ƴeew-mi, njii-mi jamaa keewɗo mo limataako iwɗo e yimɓe leɲol fuu e suudu baaba fuu e jaaleɲol fuu e ɗemngal fuu ana darii yeeso bimmbeere laamu ndee e Njawdiri ndii. Eɓe ɓoornii saayaaji daneeji, caɓe tamarooje ana e juuɗe maɓɓe. 
REV.7.10	Eɓe ilina, eɓe mbiya:
REV.7.10	—Kisindam ɗam to Laamɗo men jooɗiiɗo dow bimmbeere laamu ndee iwrata, kaɲum e Njawdiri ndii.
REV.7.12	ana mbiya:
REV.7.12	«Aamiina!
REV.7.12	Jettooje e darja e hakkilantaaku e jaarooje
REV.7.12	e teddungal e baawɗe e semmbe,
REV.7.12	fuu ngoodanii Laamɗo meeɗen faa abada!»
REV.7.13	Non gooto e mawɓe ɓee lamndii kam:
REV.7.13	—Hoɓe ngoni ɓee yimɓe ɓoorniiɓe saayaaji daneeji? Hoto ɓe iwi?
REV.7.14	Mbii-moo-mi:
REV.7.14	—Moobbo, aan woni annduɗo.
REV.7.14	O jaɓɓitii o wii kam:
REV.7.14	—Kamɓe ngoni iwɓe e torra mawɗo tawi eɓe ndeenii. Ɓe loonnii saayaaji maɓɓe, ɓe ndawninirii ɗum'en ƴiiƴam Njawdiri ndii.
REV.7.15	Ɗum saabii so ɓe keddoto yeeso bimmbeere laamu Laamɗo ndee, ɓe ndewa mo jemma e ɲalooma ley suudu makko seniindu nduu, kasen duu, jooɗiiɗo e bimmbeere laamu ndee oo huuran e maɓɓe hukkum mum. 
REV.7.16	Ɓe njolbataa, ɓe ɗomɗataa, naange tappataa ɓe, fay nguleefi ngooti yottataako ɓe. 
REV.7.17	Sabi Njawdiri ngonndi e hakkunde bimmbeere laamu ndii duran ɓe, juurna ɓe e cewle ndiyam ndokkoojam nguurndam. Laamɗo soccan gonɗi gite maɓɓe fuu.
REV.8.1	Nde Njawdiri ndii fettunoo feɗoode jeɗɗoɓere ndee, kammu oo deƴƴinii teen ko waarata e feccere leer. 
REV.8.2	Non njii-mi 
REV.8.3	Malaa'ika goɗɗo jogiiɗo urdude kaŋŋeere daroyii bannge 
REV.8.4	Cuurki uurdi ndii ŋabbidi e duwaawuuji seniiɓe ɓee iwde e junngo malaa'ika dariiɗo yeeso Laamɗo oo. 
REV.8.5	Malaa'ika oo ɓami urdude ndee, hebbini nde yiite e ley ittirde sadaka ndee, wedii nde e leydi. Non gidaali e dillereeji ngaɗi, maje maji, kasen leydi dimmbii.
REV.8.6	Caggal ɗum, 
REV.8.7	Malaa'ika arano oo fuufi buututal mum, non malumaluuje e yiite jillondiraange e ƴiiƴam mbedaa e leydi ndii. Feccere tatoɓere leydi ndii sumi, feccere tatoɓere leɗɗe ɗee sumi, kasen duu huɗo hecco koo fuu sumi.
REV.8.8	Malaa'ika ɗiɗaɓo oo fuufi buututal mum, non ko wa'i no waamnde haayre huɓɓoore nii wedaa e ley geeci. Tatoɓere geeci oo laatii ƴiiƴam, 
REV.8.9	tatoɓere kuɗɗe guurɗe gonɗe e geeci ɗee mbaati, tatoɓere laanaaji ndiyam ɗii kalkii.
REV.8.10	Malaa'ika tataɓo oo fuufi buututal mum, non koodal manngal kuɓɓiroowal no cunkumal nii iwi dow kammu oo, saami e tatoɓere maaje kaɲum e cewle ndiyam. 
REV.8.11	Ngal koodal «Kaaɗeefi» wiyetee. Ngal haaɗinii tatoɓere ndiyameeji ɗii kati, yimɓe heewɓe maayi saabe ɗiin ndiyameeji kaaɗuɗi.
REV.8.12	Malaa'ika nayaɓo oo fuufi buututal mum, non tatoɓere naange e tatoɓere lewru e tatoɓere koode piyaa, faa gootel hen fuu tatoɓere mum niɓɓa, jemma e ɲalooma fuu mbaasa tatoɓere fooyre mum'en.
REV.8.13	Caggal ɗum, njii-mi ciilal ana diwa dow mbeeyu, nan-mi engal eewnoo e daande toownde engal wiya:
REV.8.13	—Yoo yoy! Yoo yoy! Bone woodanii yimɓe aduna nde malaa'ika'en taton heddiiɓe ɓee puufii buutute mum'en!
REV.9.1	Malaa'ika joyaɓo oo fuufi buututal mum, non njii-mi hoodere iwii dow kammu saamii e leydi. Nde hokkaa cokitirgal ɓunndu ndu luggeefi mum walaa ɗo haaɗi nduu. 
REV.9.2	Nde sotti ɓunndu nduu, non cuurki yalti e mayru no wuriya mawɗo nii, ki niɓɓini naange e mbeeyu fuu. 
REV.9.3	Buureeti njalti e cuurki kii caakii e leydi, ndokkaa baawɗe torrude no jahe nii. 
REV.9.4	Ɗi njamiraa pati ɗi mbonna wanaa huɗo wanaa leɗɗe wanaa huunde fuu ko fuɗata e leydi, ɗi torra yimɓe ɓe maande Laamɗo walaa e tiiɗe mum'en ɓee tan. 
REV.9.5	Ɗi ndokkaa torrude ɓee yimɓe faa naawa lebbi joy, kaa ɗi ndokkaaka warde ɓe. Torra majji ana wa'i hono naawalla nde yaare fiɗii neɗɗo nii. 
REV.9.6	Ley ɗiin lebbi, yimɓe muuyan maayde keɓataa, yimɓe pooɗanto maayde, nde doga ɗum'en.
REV.9.7	Ɗiin buureeti ana nanndi e pucci lanndinaniiɗi wolde. Ko wa'i no tenngaaɗe caɲiraaɗe kaŋŋe nii ana e ko'e majji, yeesooji majji ana mba'i no yeesooji yimɓe nii. 
REV.9.8	Eɗi njogii leeɓi mbaaɗi no cukuli rewɓe nii, ɲiiƴe majji ana mba'i no ɲiiƴe dawaaɗi ladde nii. 
REV.9.9	Ko wa'i no ganndeeje jamɗe nii ana e becce majji, soyfa biifoole majji ana wa'i hono no wotorooji keewɗi kaɓɓaaɗi e pucci doganooji wolde nii. 
REV.9.10	Eɗi njogii lace jogiiɗe kure no jahe nii, eɗi njogii yamiroore torrirde yimɓe lace majji ɗee hakke lebbi joy. 
REV.9.11	Kaananke majji yo malaa'ika kawjotooɗo ɓunndu ndu luggeefi mum walaa ɗo haaɗi oo. Innde makko e ibaraninkoore Abaddon, e ley yunaninkoore Apolliyon, ɗum woni kalkoowo.
REV.9.12	Bone arano oo ɓettike. Tayka, boneeji ɗiɗi ana ngara caggal makko kasen.
REV.9.14	ana wiya malaa'ika jeegaɓo jogiiɗo buututal oo:
REV.9.14	—Yoppitin malaa'ika'en nayon haɓɓaaɓe to maayo manngo wiyeteengo Efarata.
REV.9.15	Laamɗo fodii yoppitingol malaa'ika'en nayon ɓee ndee hitaande e nduu lewru e oo ɲalooma e oo wakkati jaati faa ɓe lanndinoo warde tatoɓere yimɓe. 
REV.9.16	Mi nanii adadu konunkooɓe waɗɗiiɓe pucci: ɓe ujunaaji noogay cili ujunaaji sappo. 
REV.9.17	Annii no njiiru-mi pucci ɗii e waɗɗiiɓe ɓee e ley holleede am: eɓe ɓoornii kaddule jamɗe boɗeeje nannduɗe e yiite, kaɲum e bula-bulaaje e oole nannduɗe e sitti. Ko'e pucci ɗii ana wa'i no ko'e dawaaɗi ladde nii, yiite e cuurki e sitti ana njalta e kunduɗe majji. 
REV.9.18	Ɗii balaawuuji tati, ɗum woni yiite ngee e cuurki kii e sitti oo, njalti e kunduɗe pucci ɗii so mbari tatoɓere yimɓe. 
REV.9.19	Sabi semmbe pucci ɗii ana e kunduɗe mum'en, ana fay e lace majji duu. Lace majji ɗee ana nanndi e ɓoggi leydi, eɗe njogii ko'e, ɗeen ko'e ɗi ngaaɲirta yimɓe.
REV.9.20	Heddiiɓe ana nguuri caggal ɗiin balaawuuji ɓee ana keddii tuubaali e kulle ɗe ngolliri juuɗe mum'en ɗee, ɓe njoppaali sujidande 
REV.9.21	Ɓe tuubaali iwde e war-hoore e mboŋobaaku e fijirde e nguyka.
REV.10.1	Caggal ɗum, njii-mi 
REV.10.2	Omo jogii e junngo makko dewtel udditiingel. O darni koyngal makko ɲaamal dow geeci, o darni nanal dow njoorndi, 
REV.10.3	o eewnii daande toownde no rawaandu ladde uggirta nii. Nde o eewnii ndee, gidaali jeɗɗi njaabii. 
REV.10.4	Nde gidaali jeɗɗi ɗii tilinoo haalde ndee, kosu-mi winndude, non nan-mi daande iwrii kam dow kammu, ana wiya kam:
REV.10.4	—Pati winndu ko gidaali jeɗɗi ɗii mbii koo, yo laato kumpa!
