MAT.1.1	Satu dit matuntunan dat ginnapuwan Jesu Kristu un kaganakan didit Ali David un ganak didit Abraham.
REV.7.10	Ot ipappakuy da un kanan dan, “Si Apudyus taku un mantutupak sin trono kan sadin Ubbun di Kannelu dan managu utdan tagu.” 
REV.7.11	Utdiyon summikad dat losana aanghel un liniwos da dit trono, sadadit lalallakay kan sadadit opata matatagu un paloswa. Nanlakkob da un losan un nandayaw kan Apudyus. 
REV.7.12	Kanan da un, “Amen! Kalobbongana un madayaw kan mabigbig din kinangatun Apudyus si inggaingga. Siya’d kalaingan, siya’d lumbonga manyamanan kan dayawon ta siya’d awad si pannakabalin si inggaingga. Amen!”
REV.7.13	Utdi, nan-imus kan sakon dit osa utdadit lalallakay un kanana’n, “Singngadan datu’n tagu un nambadut si napoḻkas? Nanligligwatan da?”
REV.7.14	Ot imbagak kan siya un, “Naid tigammuk, Apu! Sika’d makatigammu.” Utdi kanana kan sakon un, “Siyadatu dadin tagu un nakailasat sit amoda ligat. Sinaksakan da dadit badut da utdit daḻan didit Ubbun di Kannelu ot nambalin da si napoḻkas. 
REV.7.15	Siya’d gapuna un awad da un sumisikad sidin atubang din tronon Apudyus ot inaḻgaw kan linabi un manselbi da kan siya utdin timplu na. Ot sadin mantutupak sidin trono na, makaigaw kan dida ot ayyuwanana dida. 
REV.7.16	Ot taḻona maid mabitilan onnu mauwawan daon kan adida payon mainitan onnu mapallangan. 
REV.7.17	Onta sadin Ubbun di Kannelu un iinggaw sidin gaggawan din kawadan din trono, siya’d mangayyuwan kan dida kan ipuyut na dida utdit ob-ob didit danuma mangitod si mataguwan si inggaingga. Ot aminon Apudyus punasan dit luwa da.”
REV.8.1	Utdit loktaon dit Ubbun di Kannelu dit maikapitu un peket dit naḻukuta dokumentu, naida pulus damidamit sidin langit si kagogwa’n olas. 
REV.8.2	Utdi, nailak dat pitu’n anghel un sumisikad sidit atubang Apudyus ot naitdan da si sin-ossa un tangguyub.
REV.8.3	Utdi inggaw payyan dummatonga osa’n anghel un man-aaggom si buḻawana duyug un iiggaan di insensu. Ummoy summikad sidit atubang dit dadattunan kan Apudyus. Ot naitdan si adu un insensu daḻapnu idoga na un idatun sidit luwaḻun dat losana tagun Apudyus sit dadattunan un inggaw sidit atubang dit trono. 
REV.8.4	Ot sadit asuk dit masgoba insensu un naidoga’t dit luwaḻun dat tagun Apudyus, nampangatu un nanligwat sidit duyuga aaggoman didit anghel un sumisikad sidit atubang Apudyus. 
REV.8.5	Utdi, innaḻan dit anghel dit duyuga iiggaan di insensu ot pinnu na si baḻa un nanligwat sidit dadattunan asina inwassot situn pita. Utdiyon inggaw da ud kidkiddusuḻ, amoda damit, sumil-isil-ita kilat kan nanlunig.
REV.8.6	Utdiyon, nansagana dat pitu’n anghel un manap-uy sidat tangguyub da.
REV.8.7	Utdit sap-uyan dit ummuna’n anghel dit tangguyub na, ummudan si duḻaḻu kan apuy un nakamosan si daḻa. Nasgob dit ingkatlun ditun pita, ingkatlun dadin losana kaykayu kan losan dat bollat un nasgob.
REV.8.8	Utdi, sinap-uyan dit maikagwa’n anghel dit tangguyub na ot inggaw kama’t dakoḻana bateled un umapuapuya naiwassot sidin baybay. 
REV.8.9	Ot nambalina daḻa dit ingkatlun didit danum sidin baybay. Natoy dat ingkatlun dadit losana inggaw sidin baybay ot nayam-an dat ingkatlun dat losana bapul.
REV.8.10	Utdi, sinap-uyan dit maikatlu’n anghel dit tangguyub na ot inggaw naotdaga dakoḻana bituwona nanligwat langit un umapuapuy un kama’t gipu ot naotdag sidat ingkatlun dadit losana suḻung kan ob-ob. 
REV.8.11	Sadi un bituwon mangngadan si Napait. Ot pinaitana dit ingkatlun dadit losana danum ot adu dat tagu un natoy un nanginum sidit danum gaputa nambalina napait.
REV.8.12	Utdi, sinap-uyan dit maikapata anghel dit tangguyub na ot nakna dit ingkatlun didin init, sat ingkatlun din buḻan kan sat ingkatlun dat losana bituwon. Siya’d gapuna un naid paddan dit ingkatlun didit aḻ-aḻgaw kan ingkatlun pay didit labi.
REV.8.13	Utdit ummilaak uman, inggaw dingngoḻ ku un kullangaw un mantattauda ipappakuy na un, “Gakkikinit! Gakkikinit! Gakkikinita taḻon din mambanagan dan losana tagu’n inggaw sidin pita nu gumingaon dan tangguyub dan maudi’n tuḻu un anghel.”
REV.9.1	Utdiyon, sinap-uyan dit maikalima un anghel dit tangguyub na ot inggaw nailaka osa’n bituwon un naotdag situn pita un nanligwat langit. Naitod sidiya bituwon dit tulbok dit onob dit bitu un maid kigad dit kaadaḻom na. 
REV.9.2	Binukatana dit sooban dit bitu ot inggaw lummoswa’n panosa asuk un kama’t asuk di dakoḻana sogob. Kinumḻop din init kan tattaḻun gapu’t di un asuk. 
REV.9.3	Utdiyon, inggaw da ud lummoswa utdit asuk un dudun ot sinum-op da uttun pita. Naitdan dadiya dudun si pannakabalina tumilud un kama’t dan pannakabalin dan ammabuy. 
REV.9.4	Naibilin kan dida un adida manyam-an si bollat onnu uduma muḻa onnu kayu uttun pita. Sad paligaton da ullawa dat tagu’n naid malkan Apudyus sidat kiday da. 
REV.9.5	Adida napalubusan dadit dudun un kumatoy sidat tagu nu adi paligaton da dida si lima’n buḻan ot kama’t din sigab di matilud si ammabuy din kasigab din mampapaligat da. 
REV.9.6	Utdadiya timpu, inapon dat tagu dit matoyan da yoong adida mainapan, taḻona piyaon da un matoy yoong ibtikan katoy dida.
REV.9.7	Kama’t kabayu un nakasagana un umoy makagubat dit ilan dadit dudun. Inggaw kama’t baḻangata buḻawan sit uḻu da. Ot sadat muging da kama’t muging di tagu. 
REV.9.8	Sadat buuk da kama’t buuk di babai kan sadat ngipon da kama’t ngipon di layon. 
REV.9.9	Awad takupaḻ dit baḻukung da un kama’t boḻyang. Kama’t kilukilub di adu’n kalesa un butbutbuton di kabayu un manggadugadusa umoy makagubat dit kayabkab dit payak da. 
REV.9.10	Awad ipus da un kama’t ipus di ammabuy un natiludan. Sadit ipus da dit inggawan dit pannakabalin da un mamaligat sidat tagu si unog di lima’n buḻan. 
REV.9.11	Awad pay ali da ut mangiyapu kan dida un siya dit nadadaga anghel un mamabantay sidit bitu un naid kigad dit kaadaḻom na. Abaddon dit ngadan na utdin bagbaga un Hebreo kan Apolion pay sin bagbaga un Griego.
REV.9.12	Nagangputon dit umuna un gakkikinit un pasamak yoong awad payyan duwa un daan dumatong.
REV.9.13	Utdi uman, sinap-uyan dit maikanoma anghel dit tangguyub na ot inggaw dingngoḻ ku un ginga’n nanligwat sidit opata sulin dit buḻawana dadattunan sidit atubang Apudyus. 
REV.9.14	Kinnanan dit ginga utdit maikanoma anghel un awad si tangguyub un, “Ibussag nu dadit opata anghel un naisilu utdin dakoḻana wangwang Eufrates.”
REV.9.15	Utdi, naibussag dadit opata anghel un naidaddaana kumatoy sidiya olas, aḻ-aḻgaw, buḻan kan tawon sidat ingkatlun dat tagu’n inggaw situn pita. 
REV.9.16	Nagngoḻ ku dit bilang dat suldadu da un nangabayu ot duwa’n gasuta milyun da. 
REV.9.17	Kama’t tu dit ilan dat nangabayu kan dat kabayu da utdit naipaila kan sakon. Sadit takupaḻ dit baḻukung da, tuḻu dit kolol na. Awad kama’t apuy, kama’t batu un mangadan safiro kan kama’t asufre. Ot sadat uḻun dat kabayu, kama’t uḻun di layon kan lumoswa’t dit sangi da dit gumilgilaba apuy, asuk kan asufre. 
REV.9.18	Sadadiya tuḻu un ga-oogyata lumoswaloswa utdit sangin dat kabayu dat namatoy sidat ingkatlun dat tagu’t tun pita. 
REV.9.19	Ta sat pannakabalin dat kabayu inggaw sidit sangi kan ipus da. Nauḻuwan dat ipus da un kama’t uḻun di uḻog ot siya’d nampaligat da utdat tagu.
REV.9.20	Sadat uduma tagu un adi natoy sidatuwa ga-oogyata ligat, adida’n taḻon nambabawiyan dat kokkoon da ta adida linipsutan dat kingwa da un sinan-apudyus. Adida linipsutana mandaydayaw sidat dimunyu kan sidat sinan-apudyus un kingwa da si buḻawan, pilak, bayong, batu kan kayu un adin pulus makaila, makagngoḻ onnu makakiyang. 
REV.9.21	Ot adida pay inggongda un kumatoy, mansalsalumangka, manog-on sidat bokona asawa da kan man-aka-akaw.
REV.10.1	Maabus man di, nakailaak si sabali’n mannakabalina anghel un dumobadoba’n nanligwat langit. Kama’t nabugus si bunot kan inggaw bungḻun sit labaw dit uḻu na. Kama pay si kasiling di init dit pasngit na kan kama da si tukuda umapuapuy dadit iki na. 
REV.10.2	Inggaw bang-oga nabikyada dokumentu un aaggomana. Sadit diwanana iki na indabbok na utdin baybay ot sadit tigid un iki na indabbok na uttun pita. 
REV.10.3	Nampakuy ot kama’t ngolod di layon dit ginga na. Utdit nampakuyon nasungbatan si namimpitu’n kiduḻ. 
REV.10.4	Utdit magangput dat kiduḻ, ikanglit ku okyanon dat dingngoḻ ku yoong inggaw ginga’n nanligwat langit un kanana’n, “Adim ikanglit dan imbagan dan pitu’n kiduḻ. Ilimod nu dida.”
REV.10.5	Utdi, sadit nailaka anghel un sumisikad sidin baybay kan situn pita ingngatu na dit diwanana ima na utdin langit asina 
REV.10.6	nansapata utdit ngadan Apudyus un matatagu si inggaingga un namaloswa utdin langit, pita, baybay kan sadan losana inggaw kan dida. Kanan dit anghel un, “Maidon ud maitantanan dan mapasamak. 
REV.10.7	Ta nu pagingaon dit maikapitu’n anghel dit tangguyub naon masapula matungpaḻon dit nalimod un panggop Apudyus un impatigammu na utdadit propetana.”
REV.10.8	Utdiyon, nagngoḻ ku uman dit ginga’n nanligwat langita kanana kan sakon un, “Umoy ka ot umoy ka aḻan din nabikyada dokumentu un aaggoman din anghel un sumisikad sidin baybay kan sinat pita.”
REV.10.9	Ot ummoyak sidit anghel ot kindaw ku un itdona kan sakon dit bang-oga dokumentu. Ot kinnanana un, “Aḻam ot kanom. Namais sinat sangim un kama’t dilu yoong nu inggaw sinat buwang nuwon napait.”
REV.10.10	Utdi, inaḻak dit bang-oga dokumentu utdit iman dit anghel ot kinan ku. Tuttuwa’n namais un kama’t dilu yoong sidit maḻumtun kuwon, pinasigab na dit buwang ku.
REV.10.11	Ot inggaw nangibaga kan sakon un kanana’n, “Masapula umoy ka ibaga obos dan paimbagan Apudyus un mapasamak sidan nadumaduma’n ili, nadumaduma’n tagu un nadumaduma si bagbaga kan padana pay sidan aali.”
REV.11.1	Utdiyon, inggaw naitod kan sakon un osa’n iingos un kama si suḻkud. Ot naibaga kan sakon un, “Umoy ka ingoson din timplun Apudyus kan sadit dadattunan kan bilangom dat tagu’n mandaydayaw sidi. 
REV.11.2	Yoong adim isaliingos din nanginlasin un bagong din timplu. Bay-am di ta siya’d naitod sidan bokona tagun Apudyus un dida’d mangidabbodabbok sidin nasantuwana ili’d Jerusalem si unog di opatapuḻu’t duwa’n buḻan.
REV.11.3	Ot utdiya timpu, ibaun ku dat duwa’n kustiguk un mambadut si ganggoti ta umoy da ipatigammu si unog di sinlibu’t duwa’n gasut ya onoma puḻu’n aḻ-aḻgaw dat impatigammuk kan dida’n mapasamak.”
REV.11.4	Sadat duwa’n kustigu, dida dat duwa’n kayu un olibo kan duwa’n iiggaan di silawa inggaw sit atubang Apudyus un Apun di losan situn pita. 
REV.11.5	Ot nu awad mangwa si laweng kan dida, lumoswa ud apuy sidat sangi da ot maamin masgob dat kabusuḻ da. Siyadi’d kamaan mangkakatoy di mamadas un mangwa si laweng kan dida. 
REV.11.6	Awad pannakabalin da un mangiyonob sin langit daḻapnu adina umudan sidin timpu un mangipatigammuwan da utdit Ugud Apudyus. Kabooḻan da pay un mambalinon si daḻa dan losana danum kan kabooḻan da pay un mangtod si manligatan di tagu ulay mamimpiga sigun sit piyaon da.
REV.11.7	Nu magangput dat duwa’n kustigu dit mangipatigammuwan da utdat Ugud Apudyus, lumoswa dit ga-oogyata kakkayap un manligwat sit bitu un maid kigad dit kaadaḻom na ot tiliwona dida. Mangabak dit ga-oogyata kakkayap ot patoyona dida. 
REV.11.8	Maiwaḻang dat ladag da utdin kaḻkaḻsan din dakoḻana ili un siya’d nailansaan dit Apu da un si Jesus sit kulus. Ngadnon da diya ili si Sodoma onnu Egipto ta siya’d kaiyaligana. 
REV.11.9	Tuḻu ya kagogwa’n aḻgawa iillan dat nadumaduma’n tagu dat ladag da. Sadatuwa tagu manligwat da si nadumaduma’n tribu, nadumaduma’n bagbaga kan nadumaduma’n ili’t tun lubung. Ot adin datuwa tagu piyaona mailbon da. 
REV.11.10	Ot sadat tagu’t tun pita mantattaḻok da gapu’t dit natoyan datuwa duwa’n propeta. Manlaḻagsak kan manpipinnakdaw da gaputa natoyon dat kanan da un nangidatong si adu’n ligat di tagu uttun pita.
REV.11.11	Yoong maikabas man dit tuḻu ya kagogwa’n aḻgaw, pinaungaḻ Apudyus dida ot summikad da. Ot amod dit kimut dadit nakaila kan dida.
REV.11.12	Utdiyon, nakagngoḻ dat duwa’n kustigu si natobaga ginga un nanligwat langit un kanana kan dida’n, “Ngumatu kayu’t tu.” Ot nailabaw da utdit bunota ngummatu’d langit un iillan dat kabusuḻ da. 
REV.11.13	Utdi payona olas, nanlunig si nabilobilog ot nayam-an dit ingkapuḻun dit dakoḻana ili kan pitu’n libu dadit natoy un tagu. Amod dit kimut dat losana nabun-ana tagu ot nandaydayaw da kan Apudyus ud langit.
REV.11.14	Nagangputon dit maikagwa un ga-oogyata pasamak. Yoong ilan yu! Dandaniyona mapasamak dit maikatlu.
REV.11.15	Utdi, sinap-uyan dit maikapitu un anghel dit tangguyub na ot inggaw adu’n ginga’n nadangsoḻ un nanligwat langit ot kanan da un, “Si Apudyus kan sadit dinutukana un Kristu, didaon dat mangiyapu uttun lubung si inggaingga.” 
REV.11.16	Utdiyon, sadat duwampuḻu’t opata lalallakay un mantutupak sidat trono da utdit atubang Apudyus nanlukgub da un nandayaw kan Apudyus 
REV.11.17	un kanan dan,
REV.11.17	“Apudyus un mannakabalin sidan losan, Apudyus ka utdit kan Apudyus ka inggana’t tun satun. Manyaman kami ta us-usalom nat pannakabalin nu ot inlugimon un mangiyapu. 
REV.11.18	Amod din suḻag dan adi manuttuwa kan sika yoong dinumtongon tun timpu un mangipail-am sit suḻag nu kan sat mangukumam sidan losana natoy. Timpuna payon un gun-gunaam dat manselselbi kan sika, sadat propetam kan losan dat tagum un mandaydayaw kan sika, nangatu man onnu nadoba. Timpuna payona manyam-anam sidan kataguntagu un nangwa’t nadadag situn pita.”
REV.11.19	Utdi, nabukatan dit timplun Apudyus sin langit ot naila utdit daḻom na dit kabkabbon un naiggaan dit naikanglita tulag Apudyus sidat tagu. Ot summil-isil-it dit kilat, inggaw da ud damdamit, nangkidkiddusuḻ kan nanlunig si nabilog asi ummudan si amoamoda duḻaḻu.
REV.12.1	Utdiyon, inggaw taḻona nakaskasdaawa mangilasinan un naila utdin langit. Ininggaw osa’n babai un nabadutan sin init ot naipatay dat iki na kan buḻan kan nabaḻangatan si simpuḻu’t duwa un bituwon. 
REV.12.2	Makaab-abengan ot mangkukkulis sit sigab dit manlologaw na.
REV.12.3	Utdi, inggaw uman sabali un taḻona nakaskasdaawa mangilasinan un naipaila utdin langit. Inggaw dakoḻana naduḻaw un dragon! Pitu dat uḻu na, simpuḻu dat sakgud na kan inggaw baḻangat sidit kada-osa’t dat uḻu na. 
REV.12.4	Inwasiwas na dit ipus na un nanapḻut sit ingkatlun dan bituwon asina indawat situn pita. Utdiyon, ummoy summikad sidit atubang didit babai un makaab-abengan daḻapnu lumkusona dit abit nu maiyabeng.
REV.12.5	Utdi, inyabeng dit babai dit abita laḻaki yoong kakḻata nagamḻut dit abit un naiyoy kan Apudyus un awad sit trono na. Ta satuwa abit dit naikoddonga mangiyapu utdan kataguntagu uttun pita. Nailot dit man-iiyapu na un kama nu awad aaggomana un landuk. 
REV.12.6	Ot sadit babai, nambutik sidit igawa maid tagtaguwan un insaganan Apudyus un inggawana daḻapnu maayyuwanan sidi si sinlibu ya duwa’n gasut kan onomapuḻu’n aḻgaw.
REV.12.7	Utdi, ginumtak dit gubat sidin langit. Si Miguel kan sadat buḻun na un aanghel nakagubat da utdit dragon kan sadat aanghel na pay. 
REV.12.8	Yoong naabak dit dragon kan sadat aanghel na ot naidon igaw da utdin langit. 
REV.12.9	Naidawat dit dragon situn pita. Siya dit uḻog sidit ummuna’n aḻ-aḻgaw un nangadanan si Diablo onnu Satanas. Siya’d mamakpakaḻmun sidan losana tagu’t tun pita. Naidawat situn pita pati utdat aanghel na.
REV.12.10	Utdiyon, inggaw dingngoḻ ku un nadangsoḻa ginga un nanligwat sidin langit un kanana’n, “Dummatongon dit timpu’n managuwan Apudyus sidan tagu na kan mangipail-ana utdin pannakabalin na un mangiyapu. Ot si Kristu un dinutukana ipaila na payon din kalintogana’n mangiyapu. Ta si Satanas un siya’d mamabpabasuḻ sidan susunud taku’n manuttuwa si kaaḻgaw-aḻgaw kan kalabinlabi kan Apudyus, naabakon ot naaddagon sin langit. 
REV.12.11	Inabak dat susunuda manuttuwa maipagapu’t dit daḻan dit Ubbun di Kannelu un nan-ayus sit natoyana kan gaputa impatigammu da dit katuttuwaan ulay nu siya’d gapun di matoyan da. 
REV.12.12	Siya’d gapuna un manlagsak kayu’n losana awad sinat langit. Yoong kaasi kayu pay un awad situn pita kan baybay ta dummoba kan dikayu si Satanas un amod dit ungot na gaputa tigammu na un akita lawaon dit nabun-an un timpuna’n mangwa si piyaona.”
REV.12.13	Utdit matigammuwan dit dragon un naidawat situn pita, dinogdog na dit babai’n nangiyabeng sit abenga laḻaki. 
REV.12.14	Yoong naitdan dit babai si duwa un payak di dakoḻana kullangaw daḻapnu makataud un umoy sit igawa maid tagtagguwan un naisagana un inggawana si unog di tuḻu’n dagun si kagogwa ta maayyuwanan sidi kan mailisi utdit uḻog un siya mit laing dit dragon.
REV.12.15	Sadit dragon, nangibug-is si adu’n danuma kama’t dakoḻana wangwang daḻapnu maiyanud dit babai. 
REV.12.16	Yoong tinuḻungan dit pita dit babai ta nanggongwak man, sinusup na dit danum un inbug-is dit dragon. 
REV.12.17	Utdiyon amod dit ungot dit dragon sidit babai ot inummoy na ginubat dadit uduma ganak dit babai un siya dat manuttuwa utdat bilin Apudyus kan mangipatpatigammu utdat maipanggop kan Jesu Kristu. 
REV.12.18	Ot ummoy summikad dit dragon sit igid dit baybay.
REV.13.1	Utdiyon, inggaw nailak un ga-oogyata kakkayap un lumosloswa utdin baybay. Pitu dit uḻu na kan simpuḻu dit sakgud na. Awad baḻangat sit kada-osa’t dat sakgud na kan awad naikanglita ngadan sit kada-osa’t dat uḻu na un makainsultu kan Apudyus. 
REV.13.2	Ot sadiya gakkimuta kakkayap un nailak, kama’t tanana kusa un ngadnon da si leopardo dit ila na. Sadat iki na kama’t ikin di kakkayap un ngadnon da si oso kan sadat sangi na kama’t sangin di layon. Intod dit dragon kan siya dit pannakabalin kan saad na un mangiyapu kan sat amoda kalintogana. 
REV.13.3	Maila un naḻaw-anana nasugat dit osa’t dat uḻu na un mabalin un ingkatoy na okyan yoong nampilat. Nasdaaw dat losana tagu uttun pita ot inunud da dit ga-oogyata kakkayap. 
REV.13.4	Nandaydayaw da un losan sidit dragon ta intod na utdit ga-oogyata kakkayap dit kalintogana un mangiyapu. Ot dinaydayaw da pay dit ga-oogyata kakkayap un kanan dan, “Maid maipadaan tun ga-oogyata kakkayap. Maid osa’t makabalin un makalaban kan siya.”
REV.13.5	Ot sadi un ga-oogyata kakkayap napalubusan un tumangsit kan manginsultu kan Apudyus. Napalubusana mangipaila’t dit kalintogana un mangiyapu si opatapuḻu’t duwa’n buḻan. 
REV.13.6	Utdiyon, inlugina un man-insultu kan Apudyus, nan-ibaga’t dan maisuganggang sit ngadan kan igaw Apudyus kan losan dadit inggaw sidin langit. 
REV.13.7	Napalubusan pay un mangubat sidan tagun Apudyus ot abakona dida. Naitdan pay si kalintogan un mangitulay sidat losana tagu’n nanligwat sidat nadumaduma’n tribu un nadumaduma dit bagbaga kan ili da uttun lubung. 
REV.13.8	Ot mandaydayaw kan siya dat losana tagu’t tun pita malaksig sidadit nailista utdit iblu’n nailistaan dat ngadan da dit matagu’t inggaingga. Adina payyan napaloswa tun lubung nailistaon dit ngadan da utdit iblun didit Kannelu un napatoy.
REV.13.9	Dikayu’n awad si inga’n makagngoḻ, dumngoḻ kayu. 
REV.13.10	Nu singngadan nat mapili un madopap ta maibaḻud, gattoka madopap ot maibaḻud. Nu singngadan nat mapili un mapatoy si ispada, gattoka mapatoy si ispada. Siya’d gapuna un masapula sadan tagun Apudyus anusan da un iyattom dan ligata lak-amon da kan itultuluy da din pammati da.
REV.13.11	Utdi, inggaw uman nailaka ga-oogyata kakkayap un lummoswa uttun pita. Inggaw duwa’n sakgud na un kama’t sakgud di kannelu yoong kama’t dragon dit mambabagbaga na. 
REV.13.12	Losan dat kalintogan dit ummuna un ga-oogyata kakkayap awad kan siya. Ot pinadayaw na utdat losana tagu’t tun pita dit ummuna un ga-oogyata kakkayap un nampilaton si sugat un ingkatoy na okyan. 
REV.13.13	Satuwa maikagwa un ga-oogyata kakkayap amod dat impaila na un nakaskasdaaw. Pinan-otdag na uttun pita ud apuy un manligwat langit un iillan di tagu. 
REV.13.14	Ot napakaḻmunan dat losana tagu’t tun pita maipagapu’t dat nakaskasdaawa naipalubusa koona utdit atubang didit ummuna’n ga-oogyata kakkayap. Ot nampakwa utdat tagu si sinan-kakkayapa padapadan dit ummuna’n ga-oogyata kakkayap un nabakag si ispada utdit yoong natagu payyan. 
REV.13.15	Ot napalubusan pay dit maikagwa un ga-oogyata kakkayap un mampaangos sidit kingwan di tagu un sinan-kakkayap daḻapnu makaginga kad mabalin na un papatoy dat losana tagu un adi mandaydayaw kan siya. 
REV.13.16	Pinapilit pay dit maikagwa’n ga-oogyata kakkayap dat losana tagu un mamalkaan dat diwanana ima da onnu sadit kiday da, nadoba man onnu nangatu’n tagu, baknang kan kapus, baba-unon kan bokona baba-unon. 
REV.13.17	Ta piyaona’n maid tagu’t makagatang onnu makalaku nu maid malka na utdit ngadan dit ummuna’n ga-oogyata kakkayap onnu utdit bilang un mangipaila utdit ngadan na.
REV.13.18	Siyatu’d gapuna un masapul din kinasilib. Singngadan na mana nasilib tigammuwona din kaipooyan din bilang dit ga-oogyata kakkayap gaputa sadi un bilang ipatigammu na din ngadan di osa’n tagu. Sadi un bilang, onoma gasut ya onomapuḻu’t onom.
REV.14.1	Utdi, nailak dit Ubbun di Kannelu un sumisikad sidin bateled Zion. Buḻun na dadit singgasut ya opatapuḻu’t opata libu’n tagu un nakanglitan si kiday sidit ngadan dit Ubbun di Kannelu kan ngadan dit Ama na. 
REV.14.2	Nakagngoḻak si ginga un nanligwat langit un kama si angangagan di lumuyluy-uda danum kan kama pay si nadangsoḻa kiduḻ. Kama si gingan di aduadu’n arpa un matuktukal. 
REV.14.3	Ot sadat kagwa’n gasut ya opatapuḻu’t opata libu un tagu, gasikadan da un nakasangu utdit tronon dat opata matatagu’n paloswa kan sadat lalallakay. Mangkankanta da si bagu un kanta un naid makatigammu nu adi dida ullawa. Dida dat sinubbut dit Ubbun di Kannelu utdat losana tagu’t tun pita. 
REV.14.4	Siya datu dat tagu un taḻona adida pinaisawan dit long-ag da maipanggop si babai kad nadaḻus da. Maitungtung-ud da utdin Ubbun di Kannelu utdan losana umoyana. Dida dat nasubbut sidat losana tagu ot maidatun da kan Apudyus kan sidit Ubbun di Kannelu un padan dit umuna un maani un maidatun kan Apudyus. 
REV.14.5	Maida taḻon nantuliyan da ta taḻona nadaḻus da.
REV.14.6	Utdiyon, nakailaak si sabali’n anghel un mantattaud sidin ngatu. Awad kan siya dit Nabaḻu’n Damag un mannanayun un ipatigammu na utdan losana tagu un nadumaduma dit tribu da, bagbaga da kan ili da uttun lubung. 
REV.14.7	Ot imbaga na si nadangsoḻa ginga un, “Dayawon yu si Apudyus kan bigbigon yu din kinangatu na ta dummatongon tun timpu un mangukumana. Mandaydayaw kayu kan siya un nangwa’t tun langit kan pita, baybay kan sadan losana ob-ob di danum.”
REV.14.8	Inggaw maikagwa’n anghel un naitung-ud sit ummuna ot kinnanana’n, “Nayam-anon! Nayam-anona losan din mandinadinamaga ili’d Babilonia! Ta pinainumana dat tagu’t tun lubung sit basin di gaggaissawa koko-ona.”
REV.14.9	Ot naitung-ud payyan dit maikatlu’n anghel ot impakuy na un, “Losan dat mandaydayaw sidit ummuna’n ga-oogyata kakkayap kan sadit nakwa un kapadpada na kan namalkaan dit muging onnu ima da utdit bilang na, 
REV.14.10	inumon da dit basin di dusan Apudyus un innigga na un naid kaḻut na utdin tasan di suḻag na.
REV.14.11	Ot sat asuk dit apuy un mamaligat kan dida taḻona maid mangkigadana. Inaḻgaw kan linabi un naid illong dit manligatan dadit mandaydayaw sidit ummuna’n ga-oogyata kakkayap kan sadit kapadpada na kan singngadan na mana namalkaan sidit bilang dit ngadan na.”
REV.14.12	Ot siyatu’d gapuna un masapul din anus un man-iyattom sidan ligat un lak-amon dan tagun Apudyus un manungtungpal sidan bilin na kan mantultuluya manuttuwa kan Jesus.
REV.14.13	Utdiyon, nangngoḻak uman si ginga un nanligwat langit, kanana kan sakon un, “Ikanglit nu tu: Manipud sinsatun nagasat dan tagu’n mantultuluya manuttuwa kan Apu Jesu Kristu inggana’t matoyan da.”
REV.14.13	“Tuttuwa’n nagasat da,” kinnanan pay dit Ispiritun Apudyus, “ta man-illong da utdan ligligat da ot magun-gunaan da utdat kingkingwa da,” kinnanana.
REV.14.14	Maabus man di, nakailaak si pukawa bunot! Ininggaw mantutupak un kama’t tagu un nambaḻangat si buḻawan kan man-aaggom si natadom un gagapas.
REV.14.15	Utdi inggaw payyan osa’n anghel un lummaksun sit timplu ot impakuy na utdit mantutupak sit bunot un, “Aḻamon nat gagapas nu ot man-ani ka. Ta timpun di aanniyanon ta naḻnaḻ-um daon.”
REV.14.16	Ot sadit tagu’n mantutupak sidit bunot inyani na dit gagapas na ot naamina naapit dat maapit situn pita.
REV.14.17	Inggaw payyan sabali’n anghel un lummoswa utdit timplu ud langit. Nan-aaggom pay si natadom un gagapas.
REV.14.18	Utdi, inggaw payyan osa’n anghel un lummoswa’t dit dadattunan un siya’d awad si kalintogan un mangaandog sit apuy sidi. Pinakuyana dit buḻun na un nan-aggom si natadoma gagapas un kanana’n, “Usalom nat gagapas nu ot pusitom dan bungan di ubas sin pita ta naḻ-um daon.”
REV.14.19	Utdi, inpaḻaspas dit anghel dit gagapas na un namusit sidat losana bungan dit ubas situn pita asina ingkob-aḻ dat bunga utdit dakoḻana poposposan un siya’d maiyaligan dit suḻag Apudyus. 
REV.14.20	Ot napospos dadit napusit sidit dakoḻana poposposan sit lasin didit ili ot sadit daḻa un nan-ayus manipud sit poposposan umoya osa’n metro ya kagogwa
REV.15.1	Utdiyon, inggaw uman nailaka taḻona napotog kan nakaskasdaawa mangilasinan sidin langit. Inggaw da ud pitu’n anghel un nangdon da si pitu’n kalasin di sugung un mamaligat Apudyus sidat tagu’t tun lubung. Siya datu dat anungusa idusa na utdat tagu uttun pita.
REV.15.2	Inggaw nailaka baybay un kama’t samling un nakaḻutan si apuy. Nailak pay dat tagu’n nangabak sit ga-oogyata kakkayap, dida dat adi nandayaw sit nakwa un kapadpada na kan adi nampamalka utdit bilang un mangipatigammu utdit ngadan dit kakkayap. Sumisikad dadiya tagu utdit igid dit baybay un man-aaggom da si arpa un intod Apudyus kan dida. 
REV.15.3	Kankantaon da dit kantan Moses un osa’n baba-unon Apudyus kan sat kantan dit Ubbun di Kannelu. Kanan dan dit mangkanta un,
REV.15.3	“Taḻona napotog kan nakaskasdaaw dan losana kingkingwam, O, Apudyus un mannakabalin sidan losan. Kustukustu kan nalintog dan kokkoom. Sika ud Ali si inggaingga. 
