MAT.1.1	Salbacü Jesus Abrahampïtawan Davidpa milayninpïmi śhamun. Paypa awquilluncuna caycunam cala:
EPH.1.9	Jinaman'a pacalä munaynintam Jesusta caćhamuśhanwan sumä cushicuywan lisiycachimälanchic. 
EPH.1.10	Caymi munaynin: Lluy pasanancuna pasäluptin cay pachäćhu janay pachäćhu lluy cäcunäta Salbacü Jesusllanchicpa maquillanman ćhulaycuymi.
EPH.1.11	Manalä imapis captin, munayninmannuy tincüninmannuy lulaycü quiquin Tayta Diosmi: “Ya'allapä capäcun'a” nil aclaycälimäla. 
EPH.1.12	Ñatac cay cal'a Jesusman ya'acuna wamä chalapacücunaca sumä cayninta altuman julaycälinäpämi. 
EPH.1.13	Canan amcunactapis cay rasun allin willacuy salbaycücäta uyalipäcuśhayquipam Jesusninchicman ćhulaycälishulanqui. Cayman chalapaculcaptiquim limalicuśhan Chuya Ispiritunta uycuśhuśhayquiwan payllapäña caśhayquita unanchaycälishulanqui. 
EPH.1.14	Cay Ispiritun ya'anchicćhu caśhancäwanmi tacyalpachimanchic paypa lluy cäcunäta Tayta Dios salbaycuptin tücäninchicta ćhasquiycunapä. ¡Chayurá sumä cayninpi alawäśha cachun!
EPH.1.15+EPH.1.16	Chaymi amcunapis Jesusninchicman maynu sumä chalapaculcäśhayquita, jinaman chalapacücunäta cuyapäcuśhayquita yaćhaśhá pachapi, imaypis jinallam amcunapi sulpayta ucú. 
EPH.1.17	Chaymi imaypis Jesusninchicpa maynu sumä-sumä Dios Taytanta mañacuyá; yaćhayta tantiayta uycälishuptiqui imanuy caśhantapis sumäta yaćhaycälinayquipä. 
EPH.1.18	Chaynütac imapä ayaśha capäcuśhayquitapis tantiayniquita quićhaycul tantiaycälichishunayquipämi; jinaman nunancunapä maynu tücäninchiccuna llüllay-llüllay caśhantapis yaćhaycunayquipämi; 
EPH.1.19	chaynütac maynu maynu sumä munayninta chalapacünincunaman ćhulaycuśhanta tantiaycälinayquipäpis. 
EPH.1.20+EPH.1.21	Chay quiquin munayninwanmari Jesusta wañuycäpi śhalcalcachimul allïninmanlä taycaycachila lluy ima munayniyüpäpis mandacücunapäpis, puydïcunapäpis, cay pachäćhu janay pachäćhu lluy lluypa altunninmanlä caynu munayniyülla cananpis imaycamapis cananpä. 
EPH.1.22	Jinaman'a Tayta Dios paypa maquillanmanmi lluy imacunactapis ćhulaycula. Chaynütacmi llapa chalapacünincunap umanpä ćhulaycula. 
EPH.1.23	Cay chalapacünincuna quiquin Jesuspa aychanmi cayan, lluy imactapis cabalalpücäpa cabalalpüśha cayal.
EPH.2.1+EPH.2.2	Amcuna punta cawsayniquićhu juchayquiwan mana allin lulayniquiwan wiñaypä wañüśham cawsapäculanqui cay pachäpa munayninta atichishtin. Aśhta waywacunaćhu mana allin ispiritucunap puydïninpa munayninmannümi cawsapäculanqui canpis chay mana uyalicü nunacunäta canan jicutachïcäta atichishtin. 
EPH.2.3	Chaynümari lluypis unay cawsalanchic, aychanchicpa munayllanćhu umanchicman ćhämuśhallanta lulaśhtin. Juccunanüpis caynümi milayninchicpi śhamulanchic Diospa piñacuyninćhu cananchicpä. 
EPH.2.4+EPH.2.5	Chaynu juchanchicwan wañüśha cayaptinchicpis sumä llaquipayniyu Tayta Diosmi cuyayninćhu Jesusninchicwan cawsayta uycallämanchic. Llaquipayllanpam dinbaldilla salbaycuśha canchic. 
EPH.2.6+EPH.2.7	Wañuycäpi paywan cuscacta śhalcalcachilñatacmi janay pachäćhülä paywan cuscactatac taycaycachimanchic chay llaquipaynin sumä-sumä caycuśhanta wiñay cawsaycäćhu licaycachimänanchicpä. 
EPH.2.8+EPH.2.9	Ñatac llaquipayllanpam chalapacuśhallanchicpa salbaycuśha canchic. Caynu salbaśha cayanchic manam imallactapis lulaycuśhanchicpachu, sinu'a Tayta Dios dinbaldilla uycamanchic ima allincällacta lulaycuśhanchicpi mana mayanpis alawacunanpämi. 
EPH.2.10	Aśhwanpa Tayta Diospa allin lulaśhanca ya'anchicmari cayanchic. Jinaman'a unaypïñatacmi unanchaycamälanchic Jesusninchicpa ya'anchicpis allincällactaña lulaycunapä.
EPH.2.11+EPH.2.12	Amcuna milayniquipi mana-Israel caśhta cäcuna yalpapäcuy Jesuspi unay japächäśha capäcuśhayquita. Yalpapäcuytac Diospa malcanpi juc-lädućhu capäcuśhayquita - chay umri cayninćhu nunacunallap maquinwan “siñalachicüśha” nishan malcäpi, chay “mana siñalachicuśha” nipäcuśhuśhayqui malcäpi. Yalpapäcuytac Tayta Diospa limalicuśhancunawan limanacuśhancuna amcunap mana caśhanta, chaynütac cay pachäćhu mana Diosniyu nï chalapacuyniyu cawsapäcuśhayquitapis. 
EPH.2.13	Ñatac chaynu unay japächäśha cayalcaptiquipis canan'a Jesusninchic yawar jićhaśhanwanmi ayllunmanña ćhuläśha capäcunqui.
EPH.2.14	Canan Jesusmi pulanchictapis jawcacta cawsaycachimanchic. Chay ćhïninacuywan laquinacuśhanchiccäta pampaman muyulcachilmi, ishcay malcacunapi jucllay malcallaman muyuycachimanchic. 
EPH.2.15	Chay Moisespa camachicuynincunacta lluy mandamäśhanchiccunactawanmari wañuyninwan pampaman muyuycachila, chay ishcaynin ćhïninacü caśhtacunäta amistalcachil quiquinćhu juc muśhü malcallacta śhalcachinanpä. 
EPH.2.16	Chay curuśhcäćhümi wañula ćhïninacuycäta camacaycul ishcaynin caśhtacunäta allinpa tincuycachimänanchicpä, juc malcallamanña muyuycachimänanchicpä, Tayta Dioswan allinpa licaycachimänanchicpäpis. 
EPH.2.17	Cay jawca cawsay allin willacuytam Jesus apaycamula am unay japächäśha mana-Israel caśhtacunapäwan Israelcunapäpis. 
EPH.2.18	Chayurá paypam Israel mana-Israel caśhtapis Chuya Ispiritunpa yanapayninwan Tayta Diosninchicman aśhuycuchwan.
EPH.2.19	Chaymi manaña yan'al pulicüchu nï juc-lädućhu alapacüśhañachu capäcunquipis. Sinu'a Tayta Diospa malcanćhu nunancunap malca-masinñam, paypa ayllunñam cayalcanqui. 
EPH.2.20	Amcuna sumä simintäśha wasi pilaśhanümi cayalcanqui. Chay simintu puydï yaćhapacünincunawan willacünincunam. Quiquin Jesusñatacmi wasïta sumä chalaläca. 
EPH.2.21	Payćhümi llapan wasica cäninćhü-cama llapallan pilacacuyan, aśhta sumä chuya wasinuy ishpiycälinancama. 
EPH.2.22	Amcunapis paywan jucllaña cayalcalmi chay Tayta Diospa Chuya Ispiritun yaćhaśhan chuya wasiña ishpiycälisha cayalcanqui.
EPH.3.1	Cay-laycumari canan ya'a Pablo carsilćhu wićhalayá Jesuspa allin willacuyninta am mana-Israelcunäman willaycälishacpïta. 
EPH.3.2	Uyalipäculanquiñam Tayta Diospa llaquipayninta amcunaman apaycamunäpä nimäśhanta. 
EPH.3.3	Cay pacaläcäta Diosninchic yaćhaycachimäśhanpïmari janayćhu uchucllacta isquirbiycälilac. 
EPH.3.4	Cay cartacamuśhäta licaycälil'a tantiapäcunquim Salbacü Jesuspa cay pacacuyninta maynu allicta lisishätapis. 
EPH.3.5	Cayta manam mayantapis unay lisiycachilachu. Cananmi ichá Chuya Ispiritunpa puydï caćhancunactawan willacünincunacta camalaycachin. 
EPH.3.6	Caymi chay pacacuynin: Cay allin willacuypam juc caśhtacunäpis Israelcunap tücäninta ćhasquï-masin capäcun'a; juc nunanüllamari caycälin'a; jinamanmi Diosninchic Jesusninchicpa lluy limalicuśhancunätapis ćhasquipäcun'a.
EPH.3.7	Tayta Diosmi ya'acta llaquipaycul cay allin willacuyninta jinantin pachäman willaycunäpä jatun munayninwan ćhulaycamäla. 
EPH.3.8	Masqui lluy chalapacücunäpi mana cäpa licaśhannin cayaptïpis Tayta Diosmi llaquipayninćhu cay Salbacü Jesuspi sumänin allin willacuyninta mana-Israelcunäman willaycunäpälä aclaycamäla. 
EPH.3.9	Lluy imactapis lulä Tayta Dios una-unaypi pacacuyninta imanuypa camalaycachinanta camalaycachinäpämi aclaycamäla. 
EPH.3.10	Chaynüpamari sumä-sumä yaćhayniyu caśhanta chalapacünincunawan tantiachin'a janay pachäćhu munayniyücunätapis. 
EPH.3.11	Lluy caycuna cumplicacunanpämi una unaypi camachishancäta Salbacü Jesusninchicwan cabalalpun. 
EPH.3.12	Cananmi ichá Jesuspa cayninchicwan chalapacuyninchicwan mana manchalillalña cunfiacuywan Tayta Diosninchicman aśhuycuchwan. 
EPH.3.13	Chaymi amcuna-laycu sasachacuycunacta pasaśhäpi ama jucmanyapäcuychu, aśhwanpa tantiapäcuy allinniquipä caśhanta.
EPH.3.14+EPH.3.15+EPH.3.16	Cay-laycumari un'ulacuycul janay pachäćhu cay pachäćhu cäcunäta juc ayllullaman ćhulaycämäśhanchic Taytanchicta mañacú caycunapä: Pay sumä jatun cayninman tincüta Chuya Ispiritunwan śhun'uyquiman munayninta ćhulaycul, callpanchaycälishunayquipä; 
EPH.3.17+EPH.3.18	chaynütac Jesusninchic masïsu śhun'uyquićhu tacyaycachishunayquipä; chaynu sumä sapichacüśha cuyacuyćhu tacyaycälil llapa chalapacü-masiquicunawan Jesusninchicpa cuyacuynin maynu-maynu altumanpis, lulimanpis mana camacaycü sïlup camacaynincamapis caśhanta tantiaycälinayquipäpis. 
EPH.3.19	Jinaman'a cay mana lisiyta atipäśhanchic sumä-sumä cuyacuyninta lisiycälinayquipä; chaynütac Tayta Dioswan mana camacaycü juntay-juntayta quiquinta lisiycälichishunayquipäpis.
EPH.3.20	¡Canan caynu mañacuśhanchicpïpis tantiaśhanchicpïpis sumä mas mastalä ya'anchicćhu munayninwan lulaycüca altuman juluycuśha cachun! 
EPH.3.21	¡Jesusninchicpa lluy chalapacücunäćhu imaypis imaycamapis wiña-wiñaypä pay altuman juluycuśha cachun! Chaynu cachun.
EPH.4.1	Chayurá canan Jesusninchic-laycu cayćhu wićhaläcämi niycälic, maynu imapä ayaśha capäcuśhayquinu-ari sumäpa cawsaycäliy. 
EPH.4.2	Mana nunatucullal, allin śhun'uyülla, lluywanpis cuyanacuywan awantanacaycäliy-ari. 
EPH.4.3	Ñatac Chuya Ispiritup yanapayninwan juc nunanülla, jawca cawsaycäćhu caycälinayquipä impiñaculcay. 
EPH.4.4	Caynu caycälinayqui juc aychallapi lluypis cayaptinchicmi, jucllaylla Ispiritupis cayaptinmi, chaynütac Tayta Dios juc limalicuyllaman alcayllaman ayamaptinchicmi. 
EPH.4.5	Jucllayllatacmi Duyñunchicpis, jucllamantacmi chalapacunchicpis, jucllapatacmi bawtisacunchicpis. 
EPH.4.6	Juc Tayta Diosllapïmi lluypis canchic; payllap munayninćhütacmi lluypis cayanchic. Payllatacmi lluywanpis lluyćhüpis cayan.
EPH.4.7+EPH.4.8	Ñatac quiquin Jesus munaśhanmannümi lluytapis uycamälanchic imaymana lulaycunactawan yaćhaycunacta Diospa shiminćhu nishanmannuy: “Lluy llallishancunäta puśhaculcul janay pachäta cutiyninwanmi nunacunäman ima lulaynincunactapis aypućhacula”
EPH.4.9	(Tantiapäcuy: Janay pachäman cutiypi limayaptin'a tantiachimanchic janaypïta cay pachap luli sapincama ji'alpamuśhantam. 
EPH.4.10	Cay quiquin ji'alpamücätacmi janay pachäpa mas altunninmanlä ishpila lluy jinantinćhu cananpä.) 
EPH.4.11	Pay quiquinmi ćhulaycun waquincunactá puydï yaćhapacünincunapä, waquincunactá pudirninnu willacünincunapä, waquincunactá allin willacuyninta willacunanpä, waquincunactá chalapacünincunacta michinanpä caminaycunanpämi. 
EPH.4.12+EPH.4.13	Caycunacta lluy uycula nunancuna aychan-yupay cäcunäta sirbiycälinanpämi. Chaynüpam ishpiycachimanchic juc nunanülla Diospa Chulin Jesusman chalapacunanchiccama lisiycunanchiccama. Chaynu wiñayculćha pu'ulpuśhun quiquin Jesusninchic caśhanmannuy.
EPH.4.14	Chayćha lamarcäćhu yacüta waywaca wicman cayman apaycaćhaśhan-yupay uchuc nunacunänüllañachu imaymana yaćhachicuycunawan nïtac imaymanap iwïsha mishqui aticuna-yupay cänincunawanpis aysachicuyäśhunchu. 
EPH.4.15	Aśhwanpa ya'anchicmi ichá cuyacuywan allincäta willaycul umanchic cä Jesusninchicćhu walan-walan lluy imaćhüpis wiñaycuśhun. 
EPH.4.16	Paypamari jinantin aychaca sumä cällanćhu caycunchic. Chaynu tuqui tincüllanman cawsayculmi llapa aychanpis lulayninta-cama lulayalcal allin cuyacuyćhu wiñayanchic.
EPH.4.17	Chayurá Jesuspa pudirnin caynïwan caytam anyaycälic: Diosninchicta mana lisï nunacunaca uman chalaśhanćhu pulïcunänuy amaña cawsapäcuychu. 
EPH.4.18	Chaycuna śhun'un lumiyäśha tantiayninpis tutapäśha cayaptinmi Tayta Dios allin cawsay unancätapis mana tantiapäcunchu. 
EPH.4.19	Chaymi paycuna cäranćhu mana yawarniyu, imaymana mana allin lulaycunällamanña alacaculcul, imawanpis manaña śhaycaycälil, uman chalaśhallantaña lulayta jicutayalcanpis.
EPH.4.20+EPH.4.21	Ñatac amcuná Jesuspi rasunpa allincäta ćhasquiyal'a caycunactachu manamá yaćhapäculanqui. 
EPH.4.22	Sinu'a chay ismüśha mawca punta bïdayqui pasaypi imaymana mana allin lulaycunäpi ingañacuycunapi japächaculcänayquipämari. 
EPH.4.23+EPH.4.24	Aśhwanpam muśhü śhun'uyu tantiayniyu Tayta Dios camaśhan tuqui allin muśhü cawsayta ćhulaculcanqui rasuncämannuy cawsapäcunayquipä.
EPH.4.25	Chaymi casquicuycunacta caćhaycul rasuncällacta imaypis nuna-masiquiwan limaycäliy, juc caśhtalla, juc aychalla caśhanchic-laycu.
EPH.4.26	Mayanpis piñacälälil'a ama aysachicuyalcaychu juchamanlá. Amatac inti ji'alpunancama piñacuyniqui dürayächunchu. 
EPH.4.27	Chay piñacuyniquiwan'a achatütam inquitayanqui.
EPH.4.28	Ñatac suwacücunäpis amañatac mastá lulachunñachu. Aśhwanpa südayninta jitachun pishipacücunäta imallawanpis yanapaycunanpä. 
EPH.4.29	Amatac imaypis juyu limaycuna shimiquipi yaluchunchu. Aśhwanpa allincälla yaluycuchun uyalïcunäta imallaćhüpis yanapaycuptin tacyaycunanpä. 
EPH.4.30	Chaynu mana allin cawsayniquiwan amatac Chuya Ispiritucta llaquichipäcuychu. Yalpapäcuy: paywanmi amcuna unanchäśha cayalcanqui juluśhuśhayquita chay śhamü muyunćhu cabalalpuśhunayquipä.
EPH.4.31	Chayurá amcunapi wicapapäcuy: rabyacuycunäta, piñanacuycunäta, palanacuycunäta, jamuyänacuycunäta, lluy mana allinpa apanacuycunätapis. 
EPH.4.32	Aśhwanpa llaquipanacuycü-cama caycäliy. Maynümi Tayta Dios Jesuswan pampachaycälishulanqui, chaynu-ari quiquiqui-pula nanachinacälälilpis pampachanacaycäliy.
EPH.5.1	Ñatac Tayta Diospa cuyay chulinña cayalcal'a laśhćhunman-ari jaluycuśhun. 
EPH.5.2	Maynümi Jesus cuyamayninchicwan juchanchic-laycu Diospa śhun'unpa mishqui ufrinda-yupay wañuycäman ćhulacula, chaynümi sumäpa cuyacuywan cawsaycunanchic. 
EPH.5.3	Ñatac mansibacuycuna nï ima mana allin anlacunapis nï imapi ambisyacuycunapis amcunaćhu canmanñachu limalcälinallayquipäpis. Caycuna manañamari tincunchu Diospa nunancunawan'a. 
EPH.5.4	Manañatacmi juyu limaycuna, upa limaycuna, nï mana bälï jucman liyä limaycunapis canmanñachu. Aśhwanpa shimiquipi Taytanchicta sulpayta uycuylla yalaycamuchun.
EPH.5.5	Sumäta uyalipäcuy: Tayta Diospäwan Jesuspa gubirnunman manam yaycapäcun'achu mayanllan mansibädupis, anla lulaycunallaćhu cäcunapis, nï imapi lägacücunapis. Cay lägacuyninmari taytachancuna. 
EPH.5.6	Ama-ari chay mana pasä limäcunawan'a ingañachicuyalcaychu. Rasunpa caynu luläcunätá Diospa piñacuyninmi sumä-sumä alcayan. 
EPH.5.7	Chaymi paycunap lulä-masin nï uchuyllapis caycälinayquichu. 
EPH.5.8	Chaynu unay tutapa yanawyayäcäćhu cawsapäcunayquipïtam ichá canan Jesuspa acchinña cawsayniquićhu acchiyan. Chayurá acchïchu cawsapäcuśhayquitari sumäpa camalaycachipäcuy. 
EPH.5.9	Chay acchim cawsayninchicćhu allincällacta, tincüllanman cäcäta, rasuncällacta camalaycachimun. 
EPH.5.10	Chayurá Tayta Diospa śhun'unpänuy imacuna caśhantapis yaćhaycälinayquim. 
EPH.5.11	Ñatac manam imallactapis uculcänayquichu chay tutawyayäcäpa mana allin yan'al lulaynincunacta atichiypïtá. Aśhwanpa chay lulaynincunacta acchïwan camalaycachipäcuy. 
EPH.5.12	Chay pacallap mana allin lulaynincunacta limalcunapäpis pin'aypämi cayan. 
EPH.5.13	Acchïman lluy imactapis ćhulaycuśham ichá imanuy caśhanpis lluy camalacun. 
EPH.5.14	Chaymi ninchicpis:
EPH.5.14	“Am puñücuna tutawyayäcäpi licaćhaculcay, wañüśhacuna yanawyayäcäpi śhalcapäcuy. Jesusninchicmi acchïniqui cayan”
EPH.5.15	Chayurá imanuy cawsapäcuśhayquitapis allicta tantiacaycäliy. Amatac mana umayünuy'a cawsapäcuychu, sinu'a sumä fisyu-sapa nunanuy cawsapäcuy. 
EPH.5.16	Muyuncunäta ama usuchipäcuychu; mana allin timpucunaćhüñam cayanchic. 
EPH.5.17	Chayurá ama-ari tullu uma cayalcaychu. Aśhwanpa Tayta Diospa munayninta lulaycälinayquipä callpanchaculcay. 
EPH.5.18	Amatac bïnucunawan shincacuyalcaychu bïdayquita apachicunallayquipä. Aśhwanpa Chuya Ispiritup munayllanwan apachiculcay. 
EPH.5.19+EPH.5.20	Chayćha amcunaćhu caycun'a imaymana taquicunalla, imnucunalla, śhun'unchicpi yalamü taquicunapis. Chaynu-ari śhun'uyquićhu Taytanchicpa taquicuna caycuchun lluy imaćhüpis imapïpis Jesusninchicpa Tayta Diosninchicta sulpäta ucuśhtin.
EPH.5.21	Jesusninchicta manchaculcal'a quiquiqui-pulacunapis manchacuywan sujitanaculcay. 
EPH.5.22	Jesusninchicman-yupay-ari walmicuna wayapayquita cäsuculcay. 
EPH.5.23	Pay'a walminpa umanmari cayan chay aychan-yupay chalapacünincunacta salbaycuśhancäpa uman Jesusninchicnuy. 
EPH.5.24	Maynümi chalapacünincuna Jesusta cäsuculcan, chaynümi walmicunäpis ima aycaćhüpis wayapanta cäsuculcänan.
EPH.5.25	Ñatac maynümi Jesus chalapacünincunacta cuyayninwan wañuycäcama ćhaycula chaynu-ari wayapacuna walmiquita cuyapäcuy. 
EPH.5.26+EPH.5.27	Paymi yacuwannu Taytanpa shiminwan chalapacünincunacta pa'aycula mana juchayu, mana anlayu, mana shipüśha, nï imanaycuśhallapis sumä-sumä chuya cäninman-camallacta quiquinman puśhaycunanpä. 
EPH.5.28	Maynümi wayapaca aychanta ama-pacha nin, chaynümi walminta cuyapäcunan. Walminta cuyäcá quiquintamá cuyacun. 
EPH.5.29+EPH.5.30	Manamá mayanpis quiquinpa aychanta ćhïnicunchu. Aśhwanpam licaycul alcansaycun. Chaynümi Jesus quiquinpa aychan cä chalapacünincunawan lulaycamanchic. 
EPH.5.31	Chaymari niyanpis: “Wayapaca taytanta mamanta caćhaycul walmillanwanña jucllachanacun'a juc aychalla cananpä”
EPH.5.32	Cay rasunpa sasa tantiay captinpis tincuchin Jesuspa aychan chalapacücunaca caśhanchictam. 
EPH.5.33	Amcunapäpis niyalcäśhunquitacmi: wayapaca quiquinpa aychantanümi walminta cuyanan. Walmipis wayapanta rispïtuwanmi licanan.
EPH.6.1	Chulicuna, Tayta Diospa chulin cayalcalñá taytayquicunacta cäsuculcänayquim. Caymari Jesusninchicpa tincüninman. 
EPH.6.2+EPH.6.3	Ñatac camachicuycunapi caymi limalicuyniyu: “Taytayquita mamayquita allinpa licapäcuy achca wata cushisha cawsayniyu imaćhüpis allin capäcunayquipä”
EPH.6.4	Am taytacunäpis amatac chuliquicunacta piñayalcächiychu. Aśhwanpa Jesusninchicpa allin cällanman caminaycul limapaycul ishpiycälichiy.
EPH.6.5	Uyway nunacunäpis cay pachäćhu cä duyñuyquita cäsuculcay. Jesusninchicpänu-ari manchacuywan rispïtuwan llapan śhun'uyquiwan lulayniquita lulaycuy. 
EPH.6.6	Ama-ari licapäśhullaptiqui'a allinpa licachicuyllayquiwan'a lulayaychu, aśhwanpa Jesuspa nunannuy llapan callpayquiwan Tayta Diospa śhun'unpänuy bïbulla lulaycuy. 
EPH.6.7	Lulayniquicunacta sumä gänaśhwan Jesusninchicpänuy lulaycäliy, ama nunacunallapänüchu. 
EPH.6.8	Yalpapäcuy-ari uyway, mana uyway nunactapis allin lulaśhanchicmannu Jesusninchic uycamänanchicta.
EPH.6.9	Ñatac am duyñucunapis amaña aminasayaychu, aśhwanpa uywayniquita allinpa licapäcuy. Yalpapäcuy-ari, uywayniquicunapapis amcunapapis Duyñuyqui janay pachächu caśhanta. Pay'a lluytapis manam juc-jucpächu licamanchic.
EPH.6.10	Chalapacü-masïcuna, canan camacalpunäpä nishayqui: sumä munayniyu cä Jesusninchicwan jucllaña cayniquiwan-ari masïsu caycäliy. 
EPH.6.11	Ñatac difindicunanchicpä Tayta Dios lluy umäśhanchiccunäwan müdacuśhun, supaycäpa mala-mäñancunaćhu masïsu śhaycuycunapä. 
EPH.6.12	Caynu pilyayanchic manam aychayu tulluyu nunawanchu, sinu'a cay yanawyayä pachäćhu sumä munayniyücunäwanmi, puydïnincunawanmi, maquinchu cachïcunawanmi, ñatac altućhu cä mana allin ispiritucunawanpis. 
EPH.6.13	Chaymi Tayta Dios lluy difindicunanchicpä umäśhanchiccunäta sumäpa uywaśhun imapis ćhämuptin mana uchucllactapis aśhutyalcul masïsu śhaycuycunapä. Caynu lluy camacäluptinmi masïsu jinalla śhäcuyäśhunlä.
EPH.6.14	Chayurá sumä rasuncäwan-ari waćhacuwan-yupaypis sumäta watacuśhun. Chaynütac Diosninchicpa allinninwan-ari ćhulacuśhun cachacup atajacü chalicunwannüpis. 
EPH.6.15	Jinaman Jesusninchicpa allin jawca cawsay willacuyninwan sapatuwan-yupay ćhulacuśhun mana lluchcallal masïsucta tacyaycachimänanchicpä. 
EPH.6.16	Imaypis atajachicü-yupay chalapacuyninchicwan caycuśhun supaycäpa śhanśhay-śhanśhay lansancunacta lluy chaśhnunanchicpä. 
EPH.6.17	Chaynütac salbaśhaña caśhanchicta umanchicman ćhulacuśhun cascunuy atajamänanchicpä. Jinaman Diosninchicpa chay shimin Chuya Ispiritup ispädan cäcätari maquinchicwan aptishun. 
EPH.6.18	Ñatac mayćhüpis imaypis lluy chalapacü-masinchiccunapïpis Chuya Ispiritup munayninćhu Taytanchicta mañacuyninchiccunaćhu jicutaycuśhun lichcat-lichcat mana jucmanyällal. 
EPH.6.19	Chaynütac ya'apïpis Taytanchicta mañaculcay, pacaläśha allin willacuyninta shimïman ćhulaycamuptin sumä callpawan willaycunäpä. 
EPH.6.20	Cay-laycumari pudirnin caśhäpi ćhänäśha-yupay canan cayá. Chayurá Taytanchicta mañaculcay mana manchalillal callpawan willacunäcäta willaycunäpä.
EPH.6.21	Ñatac sumä cuyaśhá cunfiacuna lulawshï-masinchic chalapacü-masinchic Tiquicom ya'apïta lluy willaycälishunqui. 
EPH.6.22	Caypämari caćhayämú, ya'acunaćhu imacuna pasaśhantapis yaćhaycul callpanchaculcänayquipä.
EPH.6.23	Cuyaśhá chalapacü-masïcuna, Tayta Diosninchicwan Jesusninchic jawca cawsayta, cuyacuyta, chalapacuyćhu tacyaycuyta uycälishunqui. 
EPH.6.24	Mana camacaycü cuyacuywan Jesusninchicta cuyäcunätá llaquipayllanćhu caycälichishunqui. Chaynu cachun.
PHP.1.1	Jesuspa nunan ya'a Pablowan, Timoteom limaycälimuc Filipos malcaćhu lluy chalapacücunäta, mastá caminaycücunätawan yanapänincunäta. 
PHP.1.2	Quiquin Tayta Diosninchicwan Duyñunchic Jesuspa llaquipayninpïta jawca cawsay amcunaćhu caycuchun.
PHP.1.3	Ñatac amcunapi imaypis yalpalmi Diosllanchicta sulpäta ucú. 
PHP.1.4	Chaynütacmi cushishalla amcunapi imaypis Diosta mañacú, 
PHP.1.5	chalapaculcäśhayqui muyunpi canancama allin willacuyćhu willacuywan yanapaycälimäśhayquipi. 
PHP.1.6	Chaymi chalapacuyá, Jesusninchic amcunaćhu chay allincäta allaycuśhannülla cutimuyninćhu lluy cabalalpunanta. 
PHP.1.7	Caynu amcunapi pinsanäpä cäsu canmi: masqui carsilcäćhu wićhalayaptïpis, ütac nunacunäta limapaśhtin, tantiachishtin cayaptïpis, ya'awan cuscatacmi Diospa llaquipayninćhüpis cayculanchic. Chaymi imaypis śhun'üchu cayalcanqui. 
PHP.1.8	Jesusninchicpa cuyacuyninwan licaycälinacpi maynu sumä-sumä munaśhäta Diosninchic tuquictam yaćhan. 
PHP.1.9	Ñatac Diostam mañacuyá quiquiqui-pula masta-masta cuyanaculcänayquipäpis, jinaman paypi sumä yaćhaycälinayquipäpis, tantiaycälinayquipäpis, 
PHP.1.10	jinal mayannin allin ütac mana allin caśhantapis sumäta tantiaycälinayquipä. Chayćha Jesusninchic cutimuyninpä mana juchayu allin śhun'uyüña caycälinqui 
PHP.1.11	paypa allin lulaynincunallawan sumä wayuyniyü-camalä. Jinaptinćha Diosninchic sumä alawaycuśha, altuman juluycuśha can'a.
PHP.1.12	Chalapacü-masïcuna, lluy pasamäśhancunaca allin willacuy masta milananpä caśhanta yaćhaycäliy. 
PHP.1.13	Cayćhu llapallanmi, aśhta cuartilćhu cachacucunäpis Jesusninchic-laycu wićhaläśhäta yaćhapäcun. 
PHP.1.14	Caynu prïsu caśhäwanmi lluy-yupay chalapacü-masinchiccunapis Jesusninchicćhu caśhanpa masta callpanchacuyalcan mana pin'acullal nï manchalillal allin willacuyta lluy willaculcänanpä.
PHP.1.15	Rasunpa waquinnincuna inbidicuyninwan ćhïnicuyninwanmi Jesusninchicpi willaculcan. Juccunam ichá allin śhun'unwan. 
PHP.1.16+PHP.1.17	Chay quiquillanpa munayninwan willaculcan “Chay wićhaläśhancäćhu masta ñacachinapä” nil ćhïnimayninwanmi. Juccunäñatacmi ichá Jesusninchicpa cuyacuyninpi allin willacuy-laycu cachacu-yupay sumäpa śhaycuśhäta yaćhapäcul willaculcan. 
PHP.1.18	Ñatac ¿imam ucaman? Ćhïnicuyninwan ütac allin śhun'uwan willaculpis Jesusninchicpïmi willacuyalcan. Jinaśhanmi sumä cushichiman.
PHP.1.18	Mastalämi cushisha cayäpis, 
PHP.1.19	mañaculcäśhayquiwan Jesusninchicpa Ispiritunpa yanapayninwan wićhaläśhäpïta allin yalunäta yaćhayal'a. 
PHP.1.20	Chaynütac manam pin'acüchu lulanäta imaypis mana ipanchanäta śhun'üćhu tantiacuyal'a. Aśhwanpam balurní can'a Jesusninchicta altuman juluycunäpä, cananpis imaypis masqui cawsalpis ütac wañulpis. 
PHP.1.21	Cay cawsaynïćhu muspaynïpis Jesusllamanñamá; masqui wañulpis gänäñamá. 
PHP.1.22	Cay pachäćhu cawsalpis allinpälämi llapanpäpis caśhä. Chayurá sumä sasam mayanninta aclaycunapäpis. 
PHP.1.23	Ishcaynin śhun'üćhu cayaptinmi mana atipächu. Chaymi aybistá cay pachäta caćhayculña Jesusninchicwan cawsaytaña muná; cayćha mas allin ya'apa canman. 
PHP.1.24	Ñatac amcuna-laycu cawsanälämi. 
PHP.1.25	Cay śhun'üćhu mas caśhanpam amcunawan cawsaśhälä chalapacuyniquita, cushicuyniquita callpanchaycälinacpä. 
PHP.1.26	Chayurá amcunawan yapa caycuptinchic ya'a Jesusninchicwan cawsaśhä-laycućh Taytanchicta altuman julaycälinqui.
