GEN.1.1	Nang pasimula, nilikha ng Dios ang langit at ang lupa. 
JAS.3.6	Ang dila ay tulad ng apoy. Napakaraming kasamaan ang nagmumula sa ating dila at ito ay nagpaparumi sa buong pagkatao natin. Katulad ito ng apoy na nanggagaling sa impyerno, at sumisira sa buong buhay natin. 
JAS.3.7	Lahat ng uri ng hayop na lumalakad, lumilipad, gumagapang o nakatira sa tubig ay napapaamo ng tao. 
JAS.3.8	Pero walang taong nakakagawa nito sa dila. Wala itong tigil sa kasamaan at puno ng lasong nakamamatay. 
JAS.3.9	Sa pamamagitan ng dila, pinupuri natin ang 
JAS.3.10	Mula sa iisang bibig nanggagaling ang pagpupuri at pagsumpa. Mga kapatid, hindi dapat ganyan. 
JAS.3.11	Maaari bang lumabas sa iisang bukal ang matabang na tubig at ang maalat na tubig? Hindi! 
JAS.3.12	Mga kapatid, hindi rin maaaring mamunga ng olibo ang puno ng igos o ng igos ang ubas. Hindi rin maaaring makakuha ng tubig-tabang sa tubig-alat.
JAS.3.13	Sino sa inyo ang marunong at nakakaunawa? Ipakita niya na talagang marunong siya sa pamamagitan ng mabuting pamumuhay na may pagpapakumbaba. 
JAS.3.14	Kung pagkainggit at pagkamakasarili naman ang umiiral sa inyong puso, huwag ninyong ipagyabang 
JAS.3.15	Ang ganitong karunungan ay hindi nagmumula sa Dios kundi sa mundo. Mula ito sa diyablo at hindi sa Banal na Espiritu. 
JAS.3.16	Sapagkat kung saan umiiral ang pagkainggit at pagkamakasarili, naroon din ang kaguluhan at lahat ng uri ng kasamaan. 
JAS.3.17	Ngunit ang taong may karunungang mula sa Dios, una sa lahat ay may malinis na pamumuhay. Maibigin siya sa kapayapaan, mahinahon, masunurin, puno ng awa at kabutihan, walang pinapaboran, at hindi nagkukunwari. 
JAS.3.18	Ang taong maibigin sa kapayapaan at nagpapalaganap nito ay nagdudulot ng maayos na relasyon sa iba.
JAS.4.1	Ano ba ang pinagmumulan ng mga pag-aaway at alitan ninyo? Hindi baʼt ang masasamang kagustuhan na naglalaban-laban sa puso nʼyo? 
JAS.4.2	May mga ninanais kayo pero hindi nʼyo makamtan, kaya handa kayong pumatay dahil dito. May mga gusto kayong makuha at kapag hindi ito nangyari, nag-aaway-away kayo. Hindi nʼyo nakakamtan ang mga ninanais nʼyo dahil hindi kayo humihingi sa Dios. 
JAS.4.3	At kung humihingi naman kayo, wala kayong natatanggap dahil humihingi kayo nang may masamang motibo para mapagbigyan ang sarili nʼyong kasiyahan. 
JAS.4.4	Kayong mga hindi tapat sa Dios, hindi nʼyo ba alam na kaaway ng Dios ang umiibig sa mundo? Kaya ang sinumang nagnanais makipagkaibigan sa mundo ay ginagawa niyang kaaway ng Dios ang sarili niya. 
JAS.4.5	Huwag ninyong isipin na walang kabuluhan ang sinasabi ng Kasulatan, “Ayaw ng Espiritung pinatira sa atin na may kaagaw sa pag-ibig niya.”
JAS.4.6	Ngunit sapat ang biyayang ibinigay ng Dios. Kaya nga sinasabi sa Kasulatan, “Kinakalaban ng Dios ang mga mapagmataas, pero kinakaawaan niya ang mapagpakumbaba.”
JAS.4.7	Kaya magpasakop kayo sa Dios. Labanan nʼyo ang diyablo at lalayo ito sa inyo. 
JAS.4.8	Lumapit kayo sa Dios at lalapit din siya sa inyo. Kayong mga makasalanan, mamuhay kayo nang malinis. At kayong mga nagdadalawang-isip, linisin nʼyo ang inyong puso. 
JAS.4.9	Maging malungkot kayo at maghinagpis 
JAS.4.10	Magpakumbaba kayo sa harapan ng Panginoon, at itataas niya kayo.
JAS.4.11	Mga kapatid, huwag ninyong siraan ang isaʼt isa. Ang naninira o humahatol sa kapatid niya ay nagsasalita laban sa Kautusan at humahatol sa Kautusan. At kung ikaw ang humahatol sa Kautusan, hindi ka na tagatupad nito kundi isa nang hukom. 
JAS.4.12	Ngunit ang Dios lang ang nagbigay ng Kautusan at siya lamang ang hukom. Tanging siya ang may kakayahang magligtas at magparusa.
JAS.4.13	Makinig kayo sa akin, kayong nagsasabi, “Ngayon o bukas, pupunta kami sa isang bayan. Mamamalagi kami roon ng isang taon, magnenegosyo, at kikita ng malaki.” 
JAS.4.14	Sa katunayan, hindi nʼyo alam kung ano ang mangyayari sa inyo bukas. Sapagkat ang buhay ay parang hamog na lilitaw nang sandali at mawawala pagkatapos. 
JAS.4.15	Kaya nga, ito ang dapat ninyong sabihin: “Kung loloobin ng Panginoon at mabubuhay pa tayo, ganito o kaya ganoon ang gagawin natin.” 
JAS.4.16	Ngunit sa ngayon, nagmamalaki at nagmamayabang kayo. Ang ganyang pagyayabang ay masama.
JAS.4.17	Kung alam ng isang tao ang mabuti na dapat niyang gawin, pero hindi naman ginagawa, nagkakasala siya.
JAS.5.1	Kayong mayayaman, makinig kayo! Umiyak kayoʼt maghinagpis dahil sa mga kahirapang darating sa inyo. 
JAS.5.2	Nabubulok na ang mga kayamanan nʼyo at sinisira na ng insekto ang mga damit ninyo. 
JAS.5.3	Itinatago nʼyo lang ang mga pera nʼyo at hindi naman napapakinabangan. Sa mga huling araw, hahatulan kayo sa impyerno dahil sa pera ninyong hindi naman ginamit sa kabutihan. Sayang lang ang mga itinago nʼyo dahil malapit na ang katapusan ng mundo. 
JAS.5.4	Pakinggan ninyo ang reklamo ng mga manggagawa laban sa inyo. Pinagtrabaho ninyo sila sa inyong bukirin pero hindi ninyo binigyan ng sahod. Nakarating na sa Panginoong Makapangyarihan ang mga hinaing nila. 
JAS.5.5	Namuhay kayo nang marangya at maluho sa mundong ito. Para nʼyo na ring pinataba ang sarili nʼyo para sa araw ng pagkatay. 
JAS.5.6	Hinatulan ninyoʼt ipinapatay ang mga taong walang kasalanan kahit hindi sila lumalaban sa inyo.
JAS.5.7	Mga kapatid, maging matiyaga kayo hanggang sa pagdating ng Panginoon. Pagmasdan ninyo ang magsasaka: matiyaga niyang hinihintay ang unang pag-ulan. At pagkatapos niyang magtanim, matiyaga rin siyang naghihintay sa susunod na ulan at anihan. 
JAS.5.8	Dapat din kayong magtiyaga. Tibayan ninyo ang inyong loob dahil nalalapit na ang pagdating ng Panginoon.
JAS.5.9	Huwag kayong magsisihan, mga kapatid, para hindi kayo hatulan ng Dios. Malapit nang dumating ang Hukom. 
JAS.5.10	Tularan nʼyo ang pagtitiyaga at pagtitiis ng mga propeta na mga tagapagsalita ng Panginoon. 
JAS.5.11	Hindi baʼt itinuturing nating mapalad ang mga taong nagtitiis? Alam nʼyo ang tungkol sa pagtitiis ni Job, at alam naman ninyo kung paano siya tinulungan ng Panginoon sa bandang huli. Sadyang mabuti at maawain ang Panginoon.
JAS.5.12	Higit sa lahat, mga kapatid, huwag kayong manunumpa sa mga pangako ninyo. Huwag ninyong sabihin, “Saksi ko ang langit,” o “Saksi ko ang lupa,” o ano pa man. Sabihin nʼyo lang na “Oo” kung oo, at “Hindi” kung hindi, para hindi kayo hatulan ng Dios.
JAS.5.13	Mayroon bang dumaranas ng paghihirap sa inyo? Dapat siyang manalangin 
JAS.5.14	Mayroon bang may sakit sa inyo? Dapat niyang ipatawag ang mga namumuno sa iglesya para ipanalangin siya at pahiran ng langis sa pangalan ng Panginoon. 
JAS.5.15	Ang panalanging may pananampalataya ay nakapagpapagaling ng may sakit. Ibabangon siya ng Panginoon at patatawarin kung nagkasala siya. 
JAS.5.16	Kaya nga, ipagtapat ninyo sa isaʼt isa ang mga kasalanan nʼyo at ipanalangin ang isaʼt isa para gumaling kayo. Malaki ang nagagawa ng panalangin ng taong matuwid, 
JAS.5.17	katulad ni 
JAS.5.18	At nang nanalangin siya para umulan, bumuhos ang ulan, at namunga ang mga pananim.
JAS.5.19	Mga kapatid, kung nalilihis sa katotohanan ang isa sa inyo at may nakapagpabalik sa kanya sa tamang landas, 
JAS.5.20	dapat ninyong malaman na ang nagpabalik sa isang makasalanan mula sa kanyang masamang pamumuhay ay nagliligtas ng kaluluwa ng taong iyon sa kamatayan, at magdudulot ng kapatawaran ng maraming kasalanan.
1PE.1.2	Pinili na kayo ng Dios Ama noon pa para maging mga anak niya sa pamamagitan ng 
1PE.1.2	Sumainyo nawa ang higit pang biyaya at kapayapaan.
1PE.1.3+1PE.1.4	Purihin natin ang Dios at Ama ng ating Panginoong Jesu-Cristo! Dahil sa dakila niyang awa sa atin, ipinanganak tayong muli sa pamamagitan ng muling pagkabuhay ni Jesu-Cristo. Ito ang nagbibigay sa atin ng malaking pag-asa na may nakahandang mana ang Dios para sa atin. Ang manang itoʼy nasa langit, walang kapintasan, hindi nasisira, at hindi kumukupas. 
1PE.1.5	At sa pamamagitan ng pananampalataya nʼyo, iniingatan kayo ng kapangyarihan ng Dios habang naghihintay kayo ng kaligtasang nakalaang ihayag sa huling panahon.
1PE.1.6	Dahil dito, dapat kayong magalak sa kabila ng ibaʼt ibang pagsubok, dahil ang mga pagsubok na itoʼy panandalian lang, at dapat ninyong maranasan, 
1PE.1.7	para masubukan kung talagang tunay ang pananampalataya ninyo. Katulad ng ginto, sinusubok ito sa apoy para malaman kung tunay o hindi. Pero mas mahalaga ang pananampalataya natin kaysa sa ginto na nawawala. Kaya kapag napatunayang tunay ang pananampalataya nʼyo, papupurihan kayoʼt pararangalan pagdating ni Jesu-Cristo. 
1PE.1.8	Kahit hindi nʼyo siya nakita ay mahal nʼyo siya, at kahit hindi nʼyo pa siya nakikita hanggang ngayon, sumasampalataya 
1PE.1.9	dahil tinatanggap nʼyo ang bunga ng pananampalataya nʼyo, na walang iba kundi ang inyong kaligtasan. 
1PE.1.10	Ang kaligtasang itoʼy pinagsikapang saliksikin ng mga propeta noon. Sila ang nagpahayag tungkol sa kaloob na ito ng Dios sa atin. 
1PE.1.11	Ipinahayag na sa kanila ng Espiritu ni Cristo na nasa kanila, na maghihirap siya bago parangalan. Kaya patuloy sa pagsasaliksik ang mga propeta noon kung kailan at kung papaano ito mangyayari. 
1PE.1.12	Ipinahayag din sa kanila na ang mga bagay na ipinaalam nila ay hindi para sa ikabubuti nila kundi para sa atin.
1PE.1.13	Kaya lagi kayong maging handa na gawin ang kalooban ng Dios. Magpakatatag kayo at lubos na umasa na matatanggap nʼyo ang mga pagpapalang ibibigay sa inyo kapag dumating na si Jesu-Cristo. 
1PE.1.14	Bilang masunuring mga anak ng Dios, huwag kayong padadala sa masasamang hilig ninyo noong hindi pa kayo nakakakilala sa Dios. 
1PE.1.15	Banal ang Dios na tumawag sa inyo, kaya dapat magpakabanal din kayo sa lahat ng ginagawa ninyo. 
1PE.1.16	Sapagkat sinasabi 
1PE.1.17	Walang pinapaboran ang Dios. Hinahatulan niya ang mga tao ayon sa gawa ng bawat isa. Kaya kung tinatawag nʼyo siyang Ama kapag nananalangin kayo sa kanya, igalang nʼyo siya habang naninirahan pa kayo sa mundong ito. 
1PE.1.18	Alam naman ninyo kung ano ang ipinangtubos sa inyo mula sa walang kabuluhang pamumuhay na minana nʼyo sa mga ninuno ninyo. Ang ipinangtubos sa inyoʼy hindi ang mga bagay na nawawala katulad ng ginto o pilak, 
1PE.1.19	kundi ang mahalagang dugo ni Cristo. Katulad siya ng isang tupa na walang dungis o kapintasan na inihandog sa Dios. 
1PE.1.20	Bago pa likhain ang mundo, pinili na ng Dios si Cristo 
1PE.1.21	Sa pamamagitan niya, sumasampalataya kayo sa Dios na muling bumuhay at nagparangal sa kanya. Kaya ang pananalig nʼyo ay sa Dios, at umaasa kayo sa kanya 
1PE.1.22	At dahil sumusunod na kayo sa katotohanan, malinis na kayo sa mga kasalanan ninyo, at ngayon ay nagkaroon na kayo ng tapat na pagmamahal sa mga kapatid nʼyo 
1PE.1.23	dahil ipinanganak na kayong muli. At ang kapanganakang itoʼy hindi sa pamamagitan ng mga magulang ninyong namamatay, kundi sa pamamagitan ng buhay at walang hanggang salita ng Dios. 
1PE.1.24	“Ang lahat ng tao ay parang damo,
1PE.1.24	ang kanilang katanyagan ay parang bulaklak nito.
1PE.1.24	Ang damo ay nalalanta at ang bulaklak nito ay nalalaglag,
1PE.1.25	ngunit ang salita ng Panginoon ay nananatili magpakailanman.”
1PE.1.25	At ang salitang ito ay ang Magandang Balitang ipinangaral sa inyo.
1PE.2.1	Dahil ipinanganak na kayong muli, talikuran nʼyo na ang lahat ng uri ng kasamaan: pandaraya, pagkukunwari, pagkainggit, at lahat ng paninirang-puri. 
1PE.2.2	Gaya ng sanggol na bagong panganak, manabik kayo sa dalisay na gatas na espiritwal, upang lumago kayo hanggang makamtan nʼyo ang 
1PE.2.3	ngayong naranasan na ninyo ang kabutihan ng Panginoon. 
1PE.2.4	Siya ang batong buhay na itinakwil ng mga tao pero pinili ng Dios at mahalaga sa paningin niya. At habang lumalapit kayo sa kanya, 
1PE.2.5	kayo na tulad din ng batong buhay ay itinatayo ng Dios bilang isang gusaling espiritwal. At bilang mga banal na paring pinili ng Dios, nag-aalay kayo sa kanya ng mga espiritwal na handog na kalugod-lugod sa kanya dahil ginagawa nʼyo ito sa pamamagitan ni Jesu-Cristo. 
1PE.2.6	Sapagkat sinasabi 
1PE.2.6	“May pinili akong maghahari sa Zion.
1PE.2.6	Tulad niyaʼy mahalagang bato na ginawa kong pundasyon.
1PE.2.6	Ang sumasampalataya sa kanya ay hindi mapapahiya.”
1PE.2.7	Kaya kayong sumasampalataya ay pararangalan ng Dios. Ngunit sa taong hindi sumasampalataya ay naganap ang sinasabi sa Kasulatan,
1PE.2.7	“Ang batong itinakwil ng mga tagapagtayo ay siyang naging batong pundasyon.”
1PE.2.8	“Ang batong ito ay naging katitisuran sa mga tao, at nakakapagpadapa sa kanila.”
1PE.2.8	Natitisod sila dahil ayaw nilang sundin ang salita ng Dios; ganoon ang nakatalaga para sa kanila. 
1PE.2.9	Ngunit kayoʼy mga taong pinili, mga maharlikang pari, at mga mamamayan ng Dios. Pinili kayo ng Dios na maging kanya upang ipahayag ninyo ang kahanga-hanga niyang mga gawa. Siya ang tumawag sa inyo mula sa kadiliman tungo sa kahanga-hanga niyang kaliwanagan. 
1PE.2.10	Datiʼy hindi kayo mga taong sakop ng Dios, pero ngayon, mga sakop na niya kayo. Noon, hindi kayo kinaawaan ng Dios, pero ngayon, kinaawaan na niya kayo.
1PE.2.11	Mga minamahal, mga dayuhan kayong nakikitira lang sa mundong ito. Kaya nakikiusap ako sa inyong talikuran na ninyo ang masasamang pagnanasa ng inyong katawan na nakikipaglaban sa inyong espiritu. 
1PE.2.12	Sa lahat ng oras, ipakita nʼyo sa mga taong hindi kumikilala sa Dios ang matuwid ninyong pamumuhay. Kahit pinararatangan nila kayo ngayon ng masama, sa bandang huli ay makikita nila ang mga kabutihang ginagawa nʼyo at luluwalhatiin nila ang Dios sa araw ng pagdating niya.
1PE.2.13	Alang-alang sa Panginoon, magpasakop kayo sa lahat ng tagapamahala ng bayan, maging sa emperador na may pinakamataas na kapangyarihan 
1PE.2.14	o sa mga gobernador na sinugo ng Dios para magparusa sa mga gumagawa ng masama at magparangal sa mga gumagawa ng mabuti. 
1PE.2.15	Sapagkat ito ang kalooban ng Dios, na sa pamamagitan ng mabubuti ninyong gawa ay walang masabi ang mga hangal na walang alam sa katotohanan. 
1PE.2.16	Malaya nga kayo, pero hindi ito nangangahulugang malaya na kayong gumawa ng masama, kundi mamuhay kayo bilang mga alipin ng Dios. 
1PE.2.17	Igalang nʼyo ang lahat ng tao at mahalin nʼyo ang mga kapatid ninyo 
1PE.2.18	Mga alipin, sundin ninyo nang may takot sa Dios ang mga amo ninyo, hindi lang ang mababait kundi pati ang malulupit. 
1PE.2.19	Sapagkat pagpapalain kayo ng Dios kung tinitiis ninyo ang mga pagpapahirap kahit wala kayong kasalanan dahil sa nais ninyong sundin ang kalooban niya. 
1PE.2.20	Pero kung parusahan kayo dahil sa ginagawa ninyong masama, wala ring kabuluhan kahit tiisin ninyo ito. Ngunit kung pinaparusahan kayo kahit mabuti ang ginagawa ninyo, at tinitiis ninyo ito, kalulugdan kayo ng Dios. 
1PE.2.21	Ang mga pagdurusa ni Cristo para sa atin ang halimbawang dapat nating tularan. Ito ang dahilan kung bakit tayo tinawag, para tularan natin ang buhay ni Cristo. 
1PE.2.22	Hindi siya nagkasala o nagsinungaling man. 
1PE.2.23	Ininsulto siya pero hindi siya gumanti ng insulto. Pinahirapan siya pero hindi siya nagbanta. Ipinagkatiwala niya ang lahat sa Dios na humahatol nang makatarungan. 
1PE.2.24	Si Cristo ang umako sa mga kasalanan natin nang ipako siya sa krus, para iwanan na natin ang buhay na makasalanan at mamuhay nang matuwid. Dahil sa mga sugat niya, gumaling tayo. 
1PE.2.25	Para tayong mga tupang naligaw noon, pero nakabalik na tayo ngayon sa 
1PE.3.1	Kayong mga babae, magpasakop kayo sa asawa ninyo, upang kung ang asawa ninyoʼy hindi pa naniniwala sa salita ng Dios, maaaring madala nʼyo sila sa Panginoon sa pamamagitan ng mabuti ninyong pag-uugali kahit na hindi kayo magsalita. 
1PE.3.2	Sapagkat nakikita nilang may takot kayo sa Dios at malinis ang pamumuhay ninyo. 
1PE.3.3	Kung gusto ninyong maging maganda, huwag sa panlabas lang tulad ng pag-aayos nʼyo ng buhok na nilalagyan ng mamahaling alahas, at pagsusuot ng mamahaling damit. 
1PE.3.4	Sa halip, pagandahin ninyo ang inyong kalooban, ang mabuting pag-uugali na hindi nagbabago. Maging mahinhin kayo at maging mabait. Ito ang mahalaga sa paningin ng Dios. 
1PE.3.5	At ito ang ginagawa ng mga babaeng banal noong unang panahon. Nagpapaganda sila sa pamamagitan ng pagpapasakop nila sa kanilang asawa. 
1PE.3.6	Katulad ni Sara, sinunod niya si Abraham at tinawag pa niyang “panginoon.” Mga anak na kayo ni Sara, kaya dapat matuwid ang ginagawa nʼyo, at huwag kayong matakot sa kahit anuman.
1PE.3.7	Kayo namang mga lalaki, pakisamahan ninyong mabuti ang inyong asawa, dahil ito ang nararapat bilang isang Cristiano. Igalang nʼyo sila bilang mga babaeng mas mahina kaysa sa inyo, dahil binigyan din sila ng Dios ng buhay 
1PE.3.8	Ngayon, narito ang ilan ko pang bilin sa inyong lahat: Dapat magkaisa kayo sa isip at damdamin, at magdamayan. Magmahalan kayo bilang magkakapatid. Maging maunawain at mapagpakumbaba kayo sa isaʼt isa. 
1PE.3.9	Huwag ninyong gantihan ng masama ang gumagawa sa inyo ng masama, at huwag din ninyong gantihan ng pang-iinsulto ang mga nang-iinsulto sa inyo. Ang dapat ninyong gawin ay manalangin na kaawaan sila ng Dios, dahil pinili kayo ng Dios na gawin ito, at para kaawaan din niya kayo. 
1PE.3.10	Sapagkat 
1PE.3.10	“Ang sinumang nagnanais ng maligaya at masaganang pamumuhay ay hindi dapat magsalita ng masama at kasinungalingan.
1PE.3.11	Dapat lumayo siya sa masama at gawin ang mabuti.
1PE.3.11	Pagsikapan niyang kamtin ang kapayapaan.
1PE.3.12	Sapagkat iniingatan ng Panginoon ang matuwid, at sinasagot niya ang mga panalangin nila,
1PE.3.12	ngunit galit siya sa mga gumagawa ng masama.”
1PE.3.13	Sino ang gagawa ng masama sa inyo kung laging mabuti ang ginagawa nʼyo? 
1PE.3.14	Pero kung usigin kayo dahil sa kabutihang ginagawa nʼyo, mapalad kayo. Huwag kayong matakot o mag-alala sa ano mang gawin nila sa inyo. 
1PE.3.15	Alalahanin nʼyo na si Cristo ang dapat ninyong parangalan at sundin. Dapat lagi kayong handang magpaliwanag sa sinumang magtatanong sa inyo tungkol sa pag-asa ninyo. 
1PE.3.16	At maging mahinahon at magalang kayo sa inyong pagsagot. Tiyakin ninyong laging malinis ang inyong konsensya, para mapahiya ang mga taong minamasama ang mabubuti ninyong gawa bilang mga tagasunod ni Cristo. 
1PE.3.17	Mas mabuti pang magtiis kayo ng hirap dahil sa paggawa ng mabuti, kung ito talaga ang kalooban ng Dios, kaysa sa magtiis kayo ng hirap dahil sa paggawa ng masama. 
1PE.3.18	Sapagkat si Cristo ngaʼy pinatay 
1PE.3.19+1PE.3.20	At sa kalagayan niyang espiritwal, nangaral siya kahit sa mga espiritu ng mga taong nakabilanggo, na hindi sumunod sa Dios noong panahon ni Noe. Sa panahong iyon, matiyagang hinintay ng Dios 
1PE.3.21	Ang tubig na itoʼy larawan ng bautismong nagliligtas sa atin sa pamamagitan ng muling pagkabuhay ni Jesu-Cristo. Hindi ito paghuhugas ng dumi sa katawan, kundi pangako natin sa Dios na hindi na tayo gagawa ng anumang bagay na alam nating labag sa kalooban niya. 
1PE.3.22	Si Jesu-Cristo ay nasa langit na ngayon, sa kanan ng Dios,
1PE.4.1	Dahil naghirap si Cristo sa katawang-tao niya, dapat ay handa rin kayong maghirap. Sapagkat hindi na gumagawa ng kasalanan ang taong nagtitiis ng hirap. 
1PE.4.2	Hindi na siya sumusunod sa masasama niyang ugali kundi sumusunod na siya sa kalooban ng Dios. 
1PE.4.3	Kaya huwag na ninyong gawin ang mga ginagawa nʼyo noon, ang mga bagay na gustong gawin ng mga taong hindi kumikilala sa Dios. Puno ng kahalayan ang buhay nʼyo noon at sinunod nʼyo ang nasa ng inyong laman. Palagi kayong nagtitipon-tipon para mag-inuman at gumagawa ng mga bagay na kahiya-hiya. At sa pagsamba ninyo sa inyong mga dios-diosan, kung anu-ano pang masasamang bagay ang ginagawa ninyo. 
1PE.4.4	Pero nagtataka ngayon sa inyo ang mga taong hindi kumikilala sa Dios kung bakit hindi na kayo nakikisama sa magulo at maluho nilang pamumuhay. Kaya nagsasalita sila ng masama sa inyo. 
1PE.4.5	Ngunit mananagot sila sa Dios sa ginagawa nila, dahil hahatulan ng Dios ang lahat ng tao, buhay man o patay. 
1PE.4.6	Ito ang dahilan kung bakit ipinangaral ang Magandang Balita sa mga taong patay na. Nang sa ganoon, kahit patay na sila sa laman, at mahatulan tulad ng lahat ng tao, mabubuhay pa rin sila sa espiritu gaya ng Dios.
1PE.4.7	Malapit na ang katapusan ng mundo. Kaya pigilan ninyo ang sarili nʼyo para hindi kayo makagawa ng masama at nang walang maging hadlang sa mga panalangin ninyo. 
1PE.4.8	Higit sa lahat, magmahalan kayo nang tapat. Sapagkat kung mahal mo ang kapwa mo, mapapatawad mo siya kahit gaano pa karami ang nagawa niyang kasalanan. 
1PE.4.9	Tanggapin ninyo sa inyong tahanan ang isaʼt isa nang maluwag sa puso. 
1PE.4.10	Binigyan ng Dios ang bawat isa sa atin ng kaloob. Gamitin natin ito para sa ikabubuti ng lahat bilang mabubuting katiwala ng ibaʼt ibang kaloob ng Dios. 
1PE.4.11	Ang binigyan ng kaloob sa pangangaral ay dapat mangaral ng salita ng Dios. At ang binigyan ng kaloob para maglingkod ay dapat maglingkod ayon sa kakayahang ibinigay sa kanya ng Dios, upang mapapurihan ang Dios sa lahat ng ginagawa natin sa pamamagitan ni Jesu-Cristo. Makapangyarihan siya at karapat-dapat purihin magpakailanman! Amen.
1PE.4.12	Mga minamahal, huwag kayong magtaka sa mabibigat na pagsubok na nararanasan ninyo. Kapag sinusubok ang inyong pananampalataya, huwag ninyong isipin kung ano na ang mangyayari sa inyo. 
1PE.4.13	Sa halip, magalak kayo dahil nakikibahagi kayo sa mga hirap ni Cristo. At magiging lubos ang kagalakan nʼyo kapag naipakita na niya ang kapangyarihan niya sa lahat. 
1PE.4.14	Kaya kung iniinsulto kayo dahil mga tagasunod kayo ni Cristo, mapalad kayo dahil nasa inyo ang makapangyarihang Espiritu, ang Espiritu ng Dios. 
1PE.4.15	Kung pinarusahan man kayo, sanaʼy hindi dahil nakapatay kayo ng tao, o nagnakaw, o nakagawa ng masama, o kayaʼy nakialam sa ginagawa ng iba. 
1PE.4.16	Ngunit kung pinarusahan kayo dahil Cristiano kayo, huwag kayong mahiya; sa halip ay magpasalamat kayo sa Dios dahil tinatawag kayo sa pangalang ito. 
1PE.4.17	Dumating na ang panahong magsisimula na ang Dios sa paghatol sa mga anak niya. At kung itoʼy magsisimula sa atin na mga anak niya, ano kaya ang sasapitin ng mga hindi sumusunod sa Magandang Balita ng Dios? 
1PE.4.18	“Kung ang mga matuwid ay halos hindi maligtas, ano pa kaya ang mangyayari sa mga makasalanan at hindi kumikilala sa Dios?”
1PE.4.19	Kaya kayong nagtitiis ngayon, dahil ito ang kalooban ng Dios para sa inyo, ay magpatuloy sa paggawa ng mabuti. Ipagkatiwala ninyo ang sarili nʼyo sa Dios na lumikha sa inyo, dahil hinding-hindi niya kayo pababayaan.
1PE.5.1	Sa mga namumuno sa iglesya, may nais akong ipakiusap sa inyo bilang isa ring namumuno sa iglesya at nakasaksi sa mga paghihirap ni Cristo, at makakabahagi rin sa kaluwalhatian niya sa kanyang pagdating. 
1PE.5.2	Alagaan ninyong mabuti ang mga mananampalatayang
1PE.5.3	Huwag kayong maghahari-harian sa mga mananampalatayang ipinagkatiwala sa inyo upang alagaan, kundi maging halimbawa kayo sa kanila. 
1PE.5.4	At pagdating ni 
1PE.5.5	At kayo namang mga kabataan, magpasakop kayo sa matatanda. At kayong lahat 
1PE.5.6	Kaya magpasakop kayo sa kapangyarihan ng Dios, dahil darating ang araw na pararangalan niya kayo. 
1PE.5.7	Ipagkatiwala nʼyo sa kanya ang lahat ng kabalisahan nʼyo, dahil nagmamalasakit siya sa inyo. 
1PE.5.8	Humanda kayo at mag-ingat, dahil ang kaaway ninyong si Satanas ay umaali-aligid na parang leong umaatungal at naghahanap ng malalapa. 
1PE.5.9	Patatagin ninyo ang inyong pananampalataya sa Dios at labanan ninyo si Satanas. Alalahanin ninyong hindi lang kayo ang naghihirap kundi pati ang mga kapatid nʼyo 
1PE.5.10	Maikling panahon lang ang paghihirap ninyo. Pagkatapos nito, tutulungan kayo ng Dios para maging ganap ang buhay ninyo. At siya rin ang magpapatatag at magpapalakas sa inyo, dahil siya ang pinagmumulan ng lahat ng pagpapala. Pinili niya kayo upang makabahagi rin sa walang hanggang kaluwalhatian niya sa pamamagitan ng pakikipag-isa ninyo kay Cristo. 
1PE.5.11	Purihin siya sa kapangyarihan niyang walang hanggan! Amen.
1PE.5.12	Isinulat ko sa inyo ang maikling sulat na ito sa tulong ni Silvanus. Kapatid natin siya kay Cristo at talagang mapagkakatiwalaan. Napalakas ko sana ang inyong loob sa pamamagitan ng sulat na ito at napatunayan ko ang kabutihan sa atin ng Dios. Manatili kayo sa kabutihan niya.
1PE.5.13	Kinukumusta kayo ng mga mananampalataya sa Babilonia. Katulad nʼyo, mga pinili rin sila ng Dios 
1PE.5.14	Magbatian kayo bilang magkakapatid kay Cristo.
1PE.5.14	Sa inyong lahat na nakay Cristo, sumainyo nawa ang kapayapaan.
2PE.1.2	Sumainyo nawa ang higit pang biyaya at kapayapaan dahil sa pagkakakilala ninyo sa ating Dios at Panginoong Jesu-Cristo.
2PE.1.3	Ang kapangyarihan ng Dios ang nagbigay sa atin ng lahat ng kailangan natin para mamuhay nang may kabanalan. Itoʼy sa pamamagitan ng pagkakakilala natin sa kanya na tumawag sa atin. Tinawag niya tayo sa pamamagitan ng kapangyarihan niya at kabutihan. 
2PE.1.4	At sa pamamagitan din nito, ipinagkaloob niya sa atin ang mahahalaga at dakila niyang mga pangako. Ginawa niya ito para makabahagi tayo sa kabanalan ng Dios at matakasan ang mapanirang pagnanasa na umiiral sa mundong ito. 
2PE.1.5	Dahil dito, pagsikapan ninyong maidagdag sa pananampalataya nʼyo ang kabutihang-asal; sa kabutihang-asal, ang kaalaman; 
2PE.1.6	sa kaalaman, ang pagpipigil sa sarili; sa pagpipigil sa sarili, ang pagtitiis; sa pagtitiis, ang kabanalan; 
2PE.1.7	sa kabanalan, ang pag-ibig sa mga kapatid 
2PE.1.8	Sapagkat kung ang mga katangiang ito ay nasa inyo at lumalago, nagiging makabuluhan at kapaki-pakinabang ang pagkakakilala nʼyo sa ating Panginoong Jesu-Cristo. 
2PE.1.9	Ngunit ang mga nagkukulang sa mga katangiang ito ay mga bulag 
