GEN.1.1	Puꞌun-puꞌun it langit baw banwa, giyuna it Ampuꞌang Diyus. 
2CO.4.16	Aypaꞌ ka ega naga magpanlaꞌnus i tuꞌlang namen, ka maski aldaw-aldaw pasigi nga maggurang baw magrupuk i bilug namen, aldaw-aldaw pasigi naga nga pagbegayan kami it Ampuꞌang Diyus nga magmakulaꞌsi in pasar it pamayaꞌ namen baw baꞌgung pangaꞌgenan nga begay it Espiritu Santo. 
2CO.4.17	Sabap, kadakulat kakuriꞌan ngaytu nga paglabayen namen kayti, ega naga yan maneꞌteꞌ baw maꞌaat ta nga dekeyeꞌ lamang in panawun it pikiran tami i tumbas ya kat pagdadarapaꞌen, nga subraꞌ nga piyakaꞌega babasta-bastaen nga kabantugan nga ega talagay kaꞌawaꞌan. 
2CO.4.18	Aypaꞌ ka ega iyan i ipagpadaꞌeg kat nakem namen, mga bagay situt banwa nga magkaltegan it mata, in daꞌga mga bagay duꞌut langit nga ega paꞌ magkaltegan. Ka mga bagay situt banwa, ega magpaneꞌteꞌ, temed mga bagay duꞌut langit, magpaneꞌteꞌ yan it manupusan.
2CO.5.1	Subung nagaytut bilug ta, ka magkaꞌrutan ta nga maski natay na i pandenaꞌ ngaytung bilug nga bilang pagtataꞌidan ta situt banwa, mabut i aldaw nga begayan tat panlangit nga bilug, nga ega nay kamataynen seked it kaꞌnu-kaꞌnu, nga ega taw i nagbuwat in daꞌga Ampuꞌang Diyus. 
2CO.5.2	Baw yay matuud, talagang magkakuriꞌan tami mintras situ pat pagtataꞌidan tami ngaytu nga bilug. Aypaꞌ ka pagꞌeꞌlaten ta na nga banar nga magantiyan it mataꞌidan ngaytu duꞌut langit, 
2CO.5.3	isaꞌun in subuk makapapakay nat aten i itu ngaytu, daꞌna maꞌaat nga subuk maglelbas i kiyarurwa tami ka egay bilug ya. 
2CO.5.4	Ta kayti it situ tami pat banwa subuk daꞌta magkabaraꞌan sabap it mga kalubayan baw kakurangan it pandenaꞌ ngaytung bilug ta. Egaytu maat pagpaꞌbutun tami i kamataynen isaꞌun awaꞌan ta it bilug ta ngaytu, in daꞌga iyan i pagpaꞌbutun tami nga banar, nga magantiyan i bilug ta kayti it ega basta-bastang bilug nga panlangit. Ta sikayan, kaꞌgenan tami ngaytung may kaskedan, magantiyan na it kaꞌgenan nga egay kaskedan. 
2CO.5.5	Ka talagang kita, ipiyasiguru it Ampuꞌang Diyus nga mga taawan ya isaꞌun makatanggap tami it itu ngaytu nga kagayenan. Kanya naga ngaytu nga Ampuꞌang Diyus i garing kaytu. Kamatuudan, piyapasaruman ya kita it Espiritu Santo, nga yay pauꞌna ya.
2CO.5.6	Aypaꞌ, kami ngaytu, egay kalubayan it nakem namen maski unu nga kakuriꞌan i mabut. Pagpaꞌbutun nameng banar i kagayenan duꞌut langit ka magkaꞌrutan namen nga mintras situ kami pat banwa daꞌkami kasagpun it banwa it Ampuꞌan nga duꞌut langit. 
2CO.5.7	Talagang pagsisiguruun namen nga maꞌaten i kagayenan ngaytu kat pagdadarapaꞌen. Yay ipagpadaꞌeg namen kat nakem namen, maski ega paꞌ magkaltegan it mata namen. 
2CO.5.8	Aypaꞌ maski kamataynen i mabut makseg nagay nakem namen nga tananan i pandenaꞌ ngaytung bilug isaꞌun kasagpun namen nay Ampuꞌan nga duꞌut langit. Baw iyan gasiꞌ i subraꞌ namen nga masagyaan. 
2CO.5.9	Aypaꞌ ka iyan talagay pagpaꞌresan namen, masagyaan ya kami nga pirmi mintras situ kami pat banwa, baw in duꞌun kami nat langit. 
2CO.5.10	Sabap, yay matuud, mabut i aldaw nga kada esat aten, talagang ipaꞌadap it ki Cristo nga Manigꞌukuman, isaꞌun matanggap tami i tumbas nga uyun kat in unuy binwat ta, magayen u maraꞌe-raꞌet, situt banwa ngaytu.
2CO.5.11	Ta, paribasay magkaꞌrutan namen nga kaiꞌlaman talaga i pangukuman ngaytut Ampuꞌan, pagpaꞌresan namen nga kabigen i mga katataawan nga pasakep it kanya. Magkaꞌrutan talaga it Ampuꞌang Diyus nga egay maraꞌe-raꞌet nga antap it nakem namen kat pangadal namen ngaytu, baw pagꞌiꞌinawaren ku nga natantuwan gasiꞌ tu it nakem mi. 
2CO.5.12	Sana ega naga pikiren mi nga pagꞌampangen namen i atkaytu ka magpatuꞌgud kami siꞌ it imyu, in daꞌga isaꞌun mabgayan kamu it kataldengan nga ipanindeg mi it amen baw ikatubag mi it mga taw nga magpanibabaꞌ it amen asan. Iyan nga mga taw, iyan lamang i pagdayawun nira kat taw, mga kat liꞌwan nga magkaltegan. Sana iyan i dayawun nira, magayen nga kat nakem baw adat it taw. 
2CO.5.13	Ka in kat pabetang it beken asan subuk engel-engel kami, ega kat ulu namen yan sabap kat ikabantug it Ampuꞌang Diyus i pagsirbi namen. Baw in tarunus i pikir namen, simpri kat ikagayen mi naga yan. 
2CO.5.14	Talagang kat muꞌsang pagbuwaten namen, yay magdadaꞌeg kat nakem namen, iyan nga kadakulat raras ni Cristo it aten. Ka in sangbat nga taw, natay nga biyatuꞌan yay muꞌsang taw
2CO.5.15	Ta, natay kanya nga biyatuꞌan yay muꞌsang taw isaꞌun, kita nga subuk iba ya it inggen it paꞌuliꞌ
2CO.5.16	Aypaꞌ kayti, ega na ipagpabetang namen nga magayen u ega i maski siyu in sabap lamang it mga kat liꞌwan nga bagay nga magkaltegan. Sabagay tagnaꞌ atkayan naga i pabetang ku it ki Cristo. Temed kayti, talagang ega na atkayan. 
2CO.5.17	Ta, atkayan naga, in siyu-siyu nga talagang maglalagpit na it ki Cristo, mabaꞌgu i muꞌsang-muꞌsa ya. Kaꞌalimbawaan ya, giyuna it sumaꞌup, aypaꞌ ega na i tagnaꞌ ngayti nga karaꞌe-raꞌetan kat pangaꞌgenan ya ka nabaꞌgu na. 
2CO.5.18	Ampuꞌang Diyus tu talaga i garing it muꞌsa ngaytu, ka sabap it kamataynen ni Cristo ipiyabetang ya na kita nga mga iba-iba ya na, ega na kakuntraꞌ. Bawnga riyumraan ya kami nga mga manigpaꞌuliꞌ it taw duꞌut kanya, isaꞌun sira gasiꞌ i ipabetang nga mga iba-iba it Ampuꞌang Diyus. 
2CO.5.19	Ipagpanulduꞌ namen nga, kat kamataynen ni Cristo inabriyan it Ampuꞌang Diyus i dalan it ipagkagayen it taw duꞌut kanya. Ka sabap it kamataynen ngaytu ni Cristo, mapakay na nga ipabetang it Ampuꞌang Diyus i taw nga ega nay kakasalaꞌan nira. Baw ipiyakarguꞌ ya it amen i pangadal it kamatuudan sabap it ituꞌun ngaytu. 
2CO.5.20	Aypaꞌ kami ngaytu, mga taraꞌgen ni Cristo, nga subung baꞌ it Ampuꞌang Diyus na i magpakiꞌupakat it mga katataawan nga kami i pagsarigan ya nga manigpanuturan it ampang ya. Talagang maseked-seked i ipagpakiꞌupakat namen it mga taw nga pasakep sirat Ampuꞌang Diyus isaꞌun magkagayen na sira duꞌut kanya. 
2CO.5.21	Ka, maski egay kakasalaꞌan ni Cristo, ipiyabetang kanya it Ampuꞌang Diyus nga makasalaꞌan sabap it aten nga mga taw, isaꞌun mapakay nga ipabetang ya kita nga mataldeng kat panleteg ya sabap it kamataynen ni Cristo ngayti.
2CO.6.1	Ta, it kami, mga manigbuwat na kat buwaten ngaytu it Ampuꞌang Diyus, maseked-seked gasiꞌ nga ipagpakiꞌupakat namen it imyu, kamu nga timnanggap na it ildaw it Ampuꞌang Diyus. Ega sana desang kalabtaꞌen mi i ildaw ya ngaytu, ka in atkayan limiꞌwan nga egay kapulusan. 
2CO.6.2	Ka dedemdemen mi i inaat it Ampuꞌang Diyus duꞌun it isiyurat ngaytit tagnaꞌ nga magꞌaat,
2CO.6.2	“Kat timpu nga ipiyabetang ku nga tamaꞌ, siyambungan ku na i panalangin mi.
2CO.6.2	Tiyubag ku kamu kat aldaw nga ipiyagtirminu ku nga aldaw it panribri.”
2CO.6.2	Aypaꞌ mandangep kamung matuud duꞌun it kanya ka kayti nay tamaꞌ ngayang timpu nga paꞌaaten ya. Kayti na ngaytu i aldaw nga ipagpanribri yat mga taw.
2CO.6.3	Talagang pagꞌinturun namen nga egay mabwat namen nga subuk kakekleban it maski siyu, isaꞌun ega masudi-sudi i pangadal namen it Magayeng Baritaꞌ. 
2CO.6.4	In daꞌga pagsiguruun namen nga iyan adat lamang nga bagay it mga manigsirbi it Ampuꞌang Diyus i magkamuyaan situt amen kat maski unu nga pagbuwaten baw paglabayen namen. Nga magkamuyaan tu kat kadakulaꞌ it paneꞌteꞌ namen, kat mga kakuriꞌan, mga kagipitan, baw mga ega basta-bastang karigaan, 
2CO.6.5	kat mga nalabayan namen nga rinipdasan, pinirisu, baw liniputan it reetat taw nga daꞌna magꞌulibas nga iseg, baw kat buwat namen nga subrang makuriꞌ nga uyut i eꞌlek baw getem. 
2CO.6.6	Makilalaan gasiꞌ nga, kami, matuud nga manigsirbi it Ampuꞌang Diyus kat magayeng pangaꞌgenan namen, kat pagkilala namen it Ampuꞌang Diyus baw kasepsep namen it kamatuudan nga garing duꞌut kanya, baw kat adat namen nga mapiyalulus baw maꞌildaw kat masigkataw namen. Makilalaan gasiꞌ kat keseg it tabang it Espiritu Santo it amen, kat kamatuudang raras namen it muꞌsa, 
2CO.6.7	kat pangadal namen it kamatuudan, baw kat guna it Ampuꞌang Diyus kat pangaꞌgenan namen. Iyan kataldengan namen kat panleteg it Ampuꞌang Diyus, yay bilang ipaglaban namen nga basiꞌ baw iyan na gasiꞌ i ipagsagang namen kat mga kalaban namen. 
2CO.6.8	Talagang nalabayan namen na i pagdayawun baw pagpamuwat-buwatan it panranggaꞌ it amen, paglibaken baw pagtuꞌgudun, pagꞌaaten kami na nga maꞌambut, lamang kamatuudan i pagsugiden namen. 
2CO.6.9	Ipagpabetang kami nat beken nga egay kakapulusan nga mga taw, temed pagkilalaen kaming banar it Ampuꞌang Diyus. Magpanaytay kami manat sang naay nga buꞌuk, temed maski atkayan, egen kami naga seked kayti. Maski na maat pagtaldengen kami it Ampuꞌang Diyus, kat ikagayen namen naga. Ega naga pagꞌimatayen ya. 
2CO.6.10	Talagang kasesmekan na nga buwat, takaꞌ daꞌga magꞌuꞌunay i kasagyaan namen? Subuk makuriꞌ kami na nga makuriꞌ temed dakel i magkapamanggad namen it kamanggadan nga egay kaꞌawaꞌan. Situt banwa egay sadili nameng kusas takaꞌ ipiyasiguru nat amen i muꞌsang kagayenan nga duꞌut langit.
2CO.6.11	Mga taga Corinto, kat kadakulaꞌ talagat raras namen it imyu, muꞌsa nga kat seled namen, ipagpalbaw namen na. 
2CO.6.12	Talagang pagmaꞌalen namen kamu nga banar temed imyu, maramig i pagmaꞌal mit amen. 
2CO.6.13	Ipagpabetang ku na kamu nga mga anak ku na. Sana, it daꞌku naytu magꞌaliꞌ-aliꞌ it imyu, belsan mi naga aku it pagmaꞌal mi nga ega awam nga pagmaꞌal.
2CO.6.14	Mga kasulsugan, daꞌga baꞌ in duwang karamu-ramuwan i iꞌaradu mu it esa-esay singkaw, ega magkabaraꞌan in sangbat i kabayuꞌ, sangbat i bakaꞌ? Atkayan naga, mga magpamayaꞌ it ki Cristo, ega magkabaraꞌan in pakikumbiꞌlid sira it iyan ega magpamayaꞌ. Ka unu, magbayaꞌ i kataldengan baw karaꞌe-raꞌetan u atnaga i kaꞌyagan baw kadleman? 
2CO.6.15	Unu, mapakay nga magꞌuyun si Cristo baw si Belial
2CO.6.16	Unuytu, egay piyagbelagan it papagsambaang balay it Ampuꞌang Diyus baw papagsambaang balay it pagbete-beteꞌen nga diyus? Talagang dakulay piyagbelagan ya. Ka kita ngaytu i bilang balay it Ampuꞌang Diyus nga talagang egen it egay kaskedan, ka daꞌga baꞌ kanya naga i nagꞌaat,
2CO.6.16	“Manaꞌidan aku duꞌut kanira baw mangaꞌgenan aku nga maꞌiba-iba nira nga pirmi.
2CO.6.16	Aku na i Ampuꞌang Diyus nga sirbiyan nira, baw sira, buwaten ku na nga taawan ku.”
2CO.6.17	Maat siꞌ it Ampuꞌang Diyus,
2CO.6.17	“Aypaꞌ ka paꞌalaid kamu nat karaꞌe-raꞌetan it mga taw ngayti. Pablagan mi na sira.
2CO.6.17	Talagang ayaw kamut paꞌuyu-uyut it mga pagbuwaten nirang maraꞌway kat panleteg ku. Iyan, yan i ikatanggap ku it imyu.
2CO.6.18	Mabut i aldaw nga, aku, Amaꞌ mi na, baw kamu, babay, lalaki, ipabetang ku nayan nga mga anak ku.”
2CO.6.18	Yanay inaat it Ampuꞌang Diyus nga landaw nga guna.
2CO.7.1	Ta kayti, mga pagmaꞌalen ku, it ipiyagsanggup it aten i mga itu ngaytung bagay, kaꞌilangan nga limpiyuꞌun i bilug baw nakem ta kat muꞌsang kasalaꞌan, ka pagraꞌwayen it Ampuꞌang Diyus i mga kasalaꞌan it taw. Sana, paꞌresan tami nga mangaꞌgenan nga paggalangen it may iꞌlam i Ampuꞌang Diyus seked it mataldeng na it kaꞌustuꞌang kataldeng i pangaꞌgenan tami.
2CO.7.2	Subung nat inaat ku, mga kasulsugan, sana pasagyaen mi siꞌ i nakem mi sabap it amen. Ka daꞌga baꞌ egay namuyaan mi it yanaytuy kaꞌlay nga may binwatan namen it maraꞌe-raꞌet, egay ipiyakursud namen kat kasalaꞌan, u liyuku namen? 
2CO.7.3	Ega maat pagꞌampangen ku i atkaytu nga pagbetanganan kamu it ukuman. Ka subung nat inaat ku, maꞌal namen na nga maꞌal kamu. Matay, maꞌgen, sang tamiyan talaga. 
2CO.7.4	Talagang pagsisiguruun ku nay kagayen it pamayaꞌ mi. Pagdaya-dayawun ku duꞌut beken, baw yay ikinseg it nakem ku. Yay matuud, maski dakulay magkalabayan kung kakuriꞌan, talagang subrang-subraꞌ i kasagyaan kat nakem ku.
2CO.7.5	Ka, iyan duꞌun kami it Macedonia, daꞌkami naga pagpapaꞌnaen it kakuriꞌan. Ka paꞌari-ari banta-bantaen naga, baw pirming pagregnan namen kamu nga barang mangindiꞌ kamu it pamayaꞌ mi. 
2CO.7.6	Temed maski siyu it aten nga magkakuriꞌan, ega naga talaga pagpabaya-bayaꞌan it Ampuꞌang Diyus. Kamatuudan, piyasagya ya kami ka miyabut mana si Tito ngayti nga pagregnan namen. 
2CO.7.7	Baw ega lamang pagꞌabut ngayti ni Tito i nakapasagya it amen, in daꞌga pati ipiyagbaritaꞌ yat amen nga in magꞌuꞌunu simnagya i nakem ya sabap it imyu. Ka itiyuturan ya nga magpaꞌbut kamu nga magpaꞌbut it aken. Itiyuturan ya gasiꞌ nga magkasmekan mi nga banar i mga binwat mi nga ega magayen nga tiyaldeng ku, baw in magꞌuꞌunu pagpanindegan mi aku kat mga magtibabaꞌ it aken asan. Aypaꞌ pagkabaritaꞌ ku, simnagya akung banar.
2CO.7.8	Ka maski na maat nakabgay it imyu it kasmek i surat ku ngayan nga ipiyataban ku asat imyu, kayti ega pagsinguliꞌen ku i mga isiyurat ku nga mga sugi-sugid. Sabagay sininguliꞌ ku naga i surat ku ngayan, iyan naꞌrutan ku nga nakabgay it imyu it kasmek it maski ega naꞌlay. 
2CO.7.9	Takaꞌ kayti, masagya nay nakem ku. Ega maat pagsagyaan kuy nasmek kamu, in daꞌga iyan i pagsagyaan ku nga, kasmek mi ngayan, iyan i timnaban it imyu nga sininguliꞌan baw inindiꞌan mi i mga kasalaꞌan mi. Kasmek mi ngayan, uyun kat kaꞌirgan it Ampuꞌang Diyus. Aypaꞌ maꞌunu maranggaꞌ i pamayaꞌ mi it surat ku ngayti, isan yan dakulay liyapusan ya. 
2CO.7.10	Sabap iyan kasmek nga uyun kat kaꞌirgan it Ampuꞌang Diyus, magtaban it taw it magsinguliꞌ baw magpangindiꞌ it kasalaꞌan nira, nga liꞌwan ya, karibriyan nga ega alang-alang. Temed iyan kasmek nga begay it banwa ngaytu, ipagdesen lamang it ulu aypaꞌ, liꞌwan ya, kamatayneng panriga nga egay kaskedan. 
2CO.7.11	Ka letganan mi lamang in unuy liyapusan kat kaꞌgenan mi it kasmek mi ngayan nga uyun kat kaꞌirgan it Ampuꞌang Diyus. Daꞌga nagmapaꞌres kamu nga banar nga maꞌukumanan i ega ngayan magayeng binwat asan it imyu nga siyangpit ku kat surat ku, isaꞌun makilalaan nga ega na pagbaliwalaꞌen mi in daꞌga pagraꞌwayen mi na. Talagang riyaꞌway mi i sadili mi, baw iniꞌlaman mi i barang kaꞌuyut kamu gasiꞌ it rigaen. Inawar mi nga banar nga sagyaan ku siꞌ kamu aypaꞌ siyarunga mi it magayen i mga aꞌayusun asan, baw biyetanganan mi it ukuman i iyan dapat nga ukumanan. Talagang ipiyatantu mi na nga ega nay turubagen mi kat kasalaꞌan nga binwat it taw ngayan asan. 
2CO.7.12	Aypaꞌ natanyag na in unuka talaga piyatabanan ku kamu it surat katꞌesa. Ega maat isiyurat ku sabap lamang it kanya ngayti nga nagkasalaꞌan, u iti, nabwatan ya it kasalaꞌan, in daꞌga isaꞌun matantuwan mi kat panleteg it Ampuꞌang Diyus nga dakulaꞌ naga i paggalang baw pagdemdem mi it amen. 
2CO.7.13	Aypaꞌ ka ituy minggay it amen it dakulaꞌ nga kasagyaan.
2CO.7.13	Baw subraꞌ nga dimnakulaꞌ i kasagyaan namen sabap it kasagyaan ni Tito, ka iyan asan kanyat imyu, talagang piyasagya mi i nakem ya. 
2CO.7.14	Iyan ega paꞌ nakagaring sini si Tito, talagang pagdaya-dayawun ku kamu duꞌut kanya. Ta kayti, ega naga saꞌan desang magkaꞌeyaꞌan aku it mga inaat ku ngayan ka tiyuman mi na i muꞌsa. Aypaꞌ in magꞌuꞌunu purus matuud i muꞌsa nga pagsugiden namen it imyu, natanyag na nga matuud gasiꞌ i ipagtuturan ku ngaytit ki Tito nga pagdayaw kut imyu. 
2CO.7.15	Kayti, subraꞌ na nga pagmaꞌalen kamu ni Tito, ka magkademdeman ya nga piyagnegan mit magayen baw siyunud mit may dakulang iꞌlam i muꞌsa nga ipiyagsasar yat imyu. 
2CO.7.16	Aypaꞌ masagyang-masagya aku na ka nasiguru ku na nga iyan nay magdadaꞌeg kat nakem mi, kubwat it tamaꞌ nga pagbuwaten.
2CO.8.1	Kayti, mga sulsug ku kat pamayaꞌ, ireg ku na nga ibaritaꞌ it imyu i kagayen it binwat it mga gurupu it mga magpamayaꞌ nga duꞌun it Macedonia, kat keseg it ildaw it Ampuꞌang Diyus it kanira. 
2CO.8.2	Ka maski pagsukdanan nga banar i pamayaꞌ nira it ega lulugud-lugudun nga kakuriꞌan, temed palan, subrang kadakulaꞌ it kasagyaan nira, baw subraꞌ na nga kakuriꞌ nira, yay timnaban it kanira kat ega basta-bastang kaꞌatag duꞌut beken. 
2CO.8.3	Talagang ipagpamatuud ku ngaytu nga ega lamang ipiyagbegay nira i kumpur magkakayaan nira, in daꞌga piyasubraꞌan nira paꞌ. Baw egaytu riyeges sira, talagang sadili niraytu nga ireg. 
2CO.8.4	Kamatuudan, maseked-seked nga inupakat nira kami nga begayan sirat rugar nga makatabang it mga sulsug nira kat pamayaꞌ nga kat kagipitan.
2CO.8.5	Baw subraꞌ paꞌ kat pagꞌiꞌinawaren namen i binwat nira, ka ega lamang nagbegay it atkayang kadakulat pirak in daꞌga, uyun kat kaꞌirgan it Ampuꞌang Diyus, matuud na nga ipiyasiguru nira daꞌan i sadili nira, uꞌnay duꞌun it Ampuꞌan, bawnga situt amen gasiꞌ.
2CO.8.6	Ta, it atkayti i binwat it taga Macedonia ngayti, inupakat namen na si Tito nga paꞌuliꞌ kanya asat imyu, nga tumabang it imyu isaꞌun makapatabus mi na i kubgay mi it ildaw. Ka daꞌga baꞌ kanya naga i timnabang it imyu katꞌesa nga papuꞌun it riminut it tabang nga maat ibgay mi? 
2CO.8.7	Talagang pagdaya-dayawun kamu na nga mga taw. Pagdaya-dayawun kamu na kat pamayaꞌ mi, kat kasepsep baw kat paꞌyag mi it ampang it Ampuꞌang Diyus, kat paꞌres, baw iyan nga pagmaꞌal mi it amen. Sana paꞌresan mi naga nga pagdaya-dayawun kamu gasiꞌ kat pagbegay ngaytut kaꞌildawan. 
2CO.8.8	Ega maat pagꞌurdinan ku kamu. Ipagsugid ku lamang it imyu in magꞌuꞌunu-unu i panabang it beken nga mga sulsug mi kat pamayaꞌ isaꞌun, in buwaten mi gasit imyu, sikayan masiguru in sang unu na talaga i kamatuudan it imyu nga kararas. 
2CO.8.9	Ka daꞌga baꞌ magkaꞌrutan mi na in sang unu talaga i kadakulaꞌ it kaꞌildaw it Ampuꞌan tami nga si Jesu-Cristo, nga maski ega babasta-bastaen i kabantugan baw kataꞌasan ya duꞌut langit, nagpabalyu nga subuk timawaꞌ nga miskin isaꞌun, kat pagkamiskin ya ngayti, magmanggaden kamu it kagayenan nga duꞌun it langit.
2CO.8.10	Ta kayti, itu i maꞌaat ku nga, kat aken lamang, kat ikagayen mi nga buwaten. Tabusun mi na i napapuꞌnan mi na ngayan katꞌesang taꞌun. Ka kamu talagay uꞌna-uꞌna nga ega lamang nagpapuꞌun in daꞌga uꞌna-uꞌna gasiꞌ nga minireg it atkaytung pagbuwaten. 
2CO.8.11	Aypaꞌ, yay magayen, tabusun mi na. Iyan paꞌres mi it pagpapuꞌun mi, sana manupusan. Temed iyan ibgay mi, simpri uyun kat in unuy kaya mi nga kabgay. 
2CO.8.12	Sabap, basta magbegay ta it masagyang-masagyay nakem it kumpur kaya ta nga ibgay, pagsagyaan na it Ampuꞌang Diyus. Ega maat pagtulusun ya paꞌ nga megay it ega na kaya ta.
2CO.8.13	Egaytu maat ireg ku nga mayaꞌnganan i beken baw mabeꞌgatan kamu nay imyu. 
2CO.8.14	Temed ireg ku nga sugiden, it may bastanti mi kayti, magayen talaga, tabangen mi i mga may kakurangan. Ka in beteꞌ kamu siꞌ i may kakurangan, baw sira siꞌ i bastanti, simpri sira siꞌ yan i tumabang it imyu. Ta daꞌga, in atkayan, surubung kamu nga muꞌsa nga ega pagkurangen? 
2CO.8.15	Subung tut inaat ngayan duꞌun it isiyurat nga ampang it Ampuꞌang Diyus nga magꞌaat,
2CO.8.15	“Iyan minsiꞌ it dakulaꞌ, ega naga simnubraꞌ, baw iyan minsiꞌ it dekeyeꞌ, ega naga gasiꞌ kimnurang.”
2CO.8.16	Talagang magpasalamat aku duꞌun it Ampuꞌang Diyus sabap binggayan ya si Tito it kutabang nga banar it imyu, subung naga it aken nga kutabang. 
2CO.8.17	Ka ega lamang desang siyanggupan yat masagya i pakiꞌupakat kut kanya in daꞌga eꞌres talaga i kupaꞌasan yat imyu, beken it kaꞌirgan ya naga gasiꞌ nga paꞌasan. 
2CO.8.18	Ipiyabayaꞌ ku gasiꞌ it kanya i esang sulsug kat pamayaꞌ nga kilalang-kilala it muꞌsang mga magpamayaꞌ sabap it panindeg ya it Magayen nga Baritaꞌ. 
2CO.8.19	Ega lamang iyanꞌen, piniliꞌ kanya it mga gurupu it magpamayaꞌ nga, kanya, kaꞌibaan namen kat buwaten namen ngaytu nga magpanduꞌlung it tabang duꞌut mga kat kagipitan. Pagsirbi namen ngaytung ituꞌun, kat ikabantug it Ampuꞌan baw magpakilala nga kutabang kami nga kutabang it mga makukuriꞌ. 
2CO.8.20	Talagang pagꞌinturun namen nga banar nga egay mapatikdan it maski siyu nga masalaꞌan nira it pamaalaꞌ namen it yaytung kadakulat bagay, ipiyamagbegay ngaytu. 
2CO.8.21	Pagpaꞌresan namen talaga nga mabwat namen tu it maꞌayus, nga ega lamang desang kat panleteg it Ampuꞌan, in daꞌga pati kat mga taw gasiꞌ.
2CO.8.22	May ipiyabayaꞌ namen gasiꞌ nga esa pang sulsug kat pamayaꞌ. Namuyaan namen nga, kanya ngaytu, mapaꞌres kat buwaten it Ampuꞌan. Ta kayti, subraꞌ kanya nga magꞌireg paꞌasan it imyu it nasiguru ya nang banar nga kutabang kamu. 
2CO.8.23	Ki Tito ngaytu, kanya i kaꞌiba-iba ku baw katabang kat buwaten ku ngaytu nga magsirbi it imyu. Ta, pasar gasiꞌ it mga sulsug tami ngaytu nga mga kaꞌibaan ya, piniliꞌ tu sira it mga gurupu it magpamayaꞌ sini nga bilang ganti nira, baw kat ikabantug ni Cristo i pangaꞌgenan nira. 
2CO.8.24	Aypaꞌ ipatantu mit kanira i matuud nga kararas mi, isaꞌun mamuyaan it muꞌsang mga magpamayaꞌ nga daꞌkami nagkamaliꞌ it pagdaya-dayawun namen ngaytu kamu.
2CO.9.1	Ta, in pasar it tabang ngaytu nga itabang it mga sulsug tami kat pamayaꞌ, ega na kaꞌilangan nga isurat ku paꞌ nga sulagen ku kamu. 
2CO.9.2	Sabap magkaꞌrutan ku na nga siguradu nga kutabang kamu. Talagang pagdaya-dayawun ku kamu sini it Macedonia. Pagꞌaaten ku nga, kamu nga taga Acaya
2CO.9.3	Aypaꞌ ka piyauꞌna ku na asan i mga sulsug tami ngaytu isaꞌun daꞌku maꞌeyaꞌan it pagdaya-dayawun ku ngaytu kamu, baw isaꞌun maꞌitsu na nga lagi i mga itabang mi, nga subung nat inaat ku. 
2CO.9.4	Ka barang desa aku nga maꞌeyaꞌan, ega na aaten ku nga pati kamu, in beteꞌ may mga taga Macedonia ngayni nga mayaꞌ it aken baw mamuyaan nira nga ega paꞌ itsu kamu. 
2CO.9.5	Aypaꞌ ka inupakat ku i mga sulsug tami ngaytu nga muꞌna na sira asan, isaꞌun maꞌitsu mi nga lagi i tabang ngayan nga isiyanggup mi. Ta daꞌga, in atkayan, limiꞌwan nga masasagya kamu i magbegay, ega desang magkaregesan i nakem ka maꞌimet?
2CO.9.6	Kabilangan it pagbegay it tabang, subuk ipagtugdaꞌ, nga in dekeyeꞌ, simpri dekeyeꞌ naga i mapatbasan. Takaꞌ in dakulaꞌ simpri, mapatbasan, dakulaꞌ naga. 
2CO.9.7	Iyan i magayen, in magbegay tat tabang, megay i kada esa it kat sadili ya nga napikir, mayaꞌngan i nakem, baw ega desang magkaregesan lamang. Sabap iyan talagay kaꞌirgan it Ampuꞌang Diyus, begay-matag. 
2CO.9.8	Ka talagang magkabwat it Ampuꞌang Diyus nga pabastantiyan kamu nga pirmi it muꞌsang bagay, nga ega lamang tamaꞌ nga pirmi kat muꞌsang pagkaꞌilanganen mi, in daꞌga bastanti kamu gasiꞌ it magamit mi it muꞌsang pagbuwaten nga magayen. 
2CO.9.9	Ka subung nat inaat ngayan it isiyurat nga ampang it Ampuꞌang Diyus ngayang magꞌaat,
2CO.9.9	“Masagya kanya nga magbegay it tabang ya duꞌun it mga makukuriꞌ.
2CO.9.9	Talagang seked it kaꞌnu-kaꞌnu ega malipatan i magayen ngaytu nga pagbuwaten ya.”
2CO.9.10	Ka in magꞌuꞌunu magbegay i Ampuꞌang Diyus it biꞌni nga ipagluwak, baw pagpaksegen ya isaꞌun magbaraꞌ nga magkakaꞌen, atkayan naga pabastantiyan ya kita it ipagkabgay ta duꞌut beken nga may kaꞌilangan. Baw subung it paksegen it Ampuꞌang Diyus i subuk ipagluwak ta ngaytu nga ipagtabang it beken, isaꞌun dakulay paglapusan it kaꞌildaw ta ngaytu it masigkataw ta. 
2CO.9.11	Aypaꞌ pagsisiguruun ku nga, sabap it tabang ngaytu nga ibgay mi, pabastantiyan kamuy imyu it Ampuꞌang Diyus it muꞌsa nga mga bagay, isaꞌun subraꞌ nga dakel i matabangan mi. Baw limiꞌwan gasiꞌ nga dakel i pasalamat duꞌun it Ampuꞌang Diyus sabap it tabang mi nga tabanen namen duꞌut kanira. 
2CO.9.12	Ka itu, tabang mi ngaytu it mga sulsug tami kat pamayaꞌ, ega lamang tu desang makatabang it kanira kat mga kakurangan nira, in daꞌga magbaraꞌ tu gasiꞌ nga dakulang ikabantug it Ampuꞌang Diyus. 
