GEN.1.1	Wattunna napahandu' Puang Allataala umpadadi langi' anna lino, 
1CO.12.19	Maka' hapanna la sahhupa mandi pangkakka', iya taia hi tia isanga bätä. 
1CO.12.20	Sapo' abana inna buda pangkakka', sapo' anggam mesa bätä kale.
1CO.12.21	Dadi tä' la mala naua mata: “Tä'ko kupahalluam, lima!” Battu haka ulu la muuai: “Tä'ko kupahalluam, bitti'!” 
1CO.12.22	Sapo' susi hia inde, indo pangkakka'na bätä to si disangai handam malamma, ia hia handam pahallu. 
1CO.12.23	Anna indo pangkakka' lako bätäta to disangai tä' keangga', ia leko' di si dipa'kasallei. Anna indo pangkakka' lako bätäta to disangai tä' dipohäe diita, ia leko' dipohebai mapia. 
1CO.12.24	Anna indo pangkakka' lako bätäta dipohäena diita, tä'um pahallu dipapia liu. Ingganna pangkakka' illaam bätäta puha naäto' Puang Allataala anna mala indo pangkakka' to tangkaam keangga' dikasahaam puha ia anna la pangkakka' to si diangga'. 
1CO.12.25	Napateem Puang Allataala anna mala tä' deem pa'sapa'-sapa' illaam inde bätäta, sapo' ingganna pangkakka'na la sipenabaam mesa sola mesa. 
1CO.12.26	Maka' hapanna deem mesa pangkakka' illaam bätäta mapi'di', la nasi'dingam asam duka' solana. Susi toi duka' ke deenni mesa dipa'kasallei, la pada-pada duka' tilalla' solana.
1CO.12.27	Susim too duka' kakalebuammua' sihhapam bätäna Kristus, anna si mesa-mesakoa' sihhapam pangkakka'na. 
1CO.12.28	Anna illaam inde kakalebuanta to matappa' ma'kale Puang Allataala umpopa'tadongkongam si mesa-mesa hupatau: uhuna naposuho, kaduanna naponabi, katallunna napadadi tuangguhu. Deem duka' to dimana' la umpalako tanda memängä-mängä, deem to dimana' la umpabono' to masaki, deem la mampamoloi, deem la mendadi pekutu'na hupatau anna mala mesa pa'palakoam, anna deem toi dimana' ma'tula' umpake ma'hupa-hupa basa memängä-mängä pa'palosainna Penaba Maseho. 
1CO.12.29	Tä' mendadi suho asam, tä' mendadi nabi asam anna tä' toi mendadi tuangguhu asam. Tä' dimana' asam kuasa la umpogau' tanda memängä-mängä, 
1CO.12.30	battu haka la umpabono' to masaki, battu haka dimana' ma'tula' umpake ma'hupa-hupa basa memängä-mängä pa'palosainna Penaba Maseho, battu haka dimana' kamanähängam la umpomasiä' kalembasanna basa ia too. 
1CO.12.31	Iam too kasuhunganna anna la umpeä si'da-si'danna' lalanna anna malakoa' nahampoi indo sanaka-naka kapaissangam handam keguna lako jumaa'.
1CO.12.31	Moi anna susi, inde la sitahhu'na tula'ku deempi la kutulasangkoa' la handam mapia la umpogau'a'.
1CO.13.1	Moi la maaka susi kamanähängangku umpake ma'hupa-hupa basana hupatau battu basana malaika', sapo' tä' dä' ungkamasei padangku, iya indo tula'ku sihhapam moninna balle' lo'bä, tä' deem gunana. 
1CO.13.2	Moi la dimana'ä' kapaissangam la untula' kada napa'palosaam Puang Allataala anna kulosa indo kada ditambinna to tä' nalambam pikkihanna hupatau, anna tä' toi deem kuhä'dä' ingganna indo la malanna dipengngissanni, anna ungkatappa'i si'da-si'da tooä' Puang Allataala lambi' malaä' ussua buntu mentieli' lako ongeam senga', sapo' tä' dä' ungkamasei padangku, mannassa anna tä'i deem gunana ingganna ia too. 
1CO.13.3	Moi la kubeem asam to mase-mase ingganna aka-akangku anna la umbehopä' kaleku ditunu mampu' dio olona Puang Allataala tanda kamanuhusangku, sapo' tä' dä' ungkamasei padangku, ia asanna ia too tä' deem gunana lako kaleku.
1CO.13.4	Iya aka hi indo diuaam pa'kamase? Indo diuaam pa'kamase: la sa'baha', mapia penaba, tä' bassa' umpakende' kakembuhuam illaam penaba, tä' ussanga-sanga kale, tä' malangka' penaba, 
1CO.13.5	tä' umpalako indo pa'palakoam tää'na la sihatam dipogau', tä' angga kale dipikki', tä' madomi' keaha', anna tä' umpaillaam penaba kasalaanna sola. 
1CO.13.6	To ma'kamase tä' untilalla'i kakadakeam, sapo' anggam kamaloloam. 
1CO.13.7	To ma'kamase tontä manontom, tontä ungkatappa'i padanna, tontä mahannu, anna sa'baha' liu umpendudum ingganna-ingganna sia.
1CO.13.8	Indo kapaissangam la untula' kada napa'palosaam Puang Allataala, pissam wattu la pa'de. Susi toi kapaissangam ma'tula' umpake ma'hupa-hupa basa memängä-mängä pa'palosainna Penaba Maseho, pissam wattu la pa'de. Teem toi indo kapaissangam ma'tula' ponno kamanähängam, pissam wattu la pa'de. Sapo' pa'kamase ia la tontä liu sule lako salako-lakona. 
1CO.13.9	Aka tentomai tä'pi tepu indo kamanähängam namanasangkia' Puang Allataala. Susi toi indo kapaissangam la untula' kada napa'palosaam Puang Allataala, tä'pi duka' tepu. 
1CO.13.10	Sapo' maka' lambi'um wattunna la napatepu Puang Allataala ingganna-ingganna sia, iya ingganna indo kapaissangam tä'pi tepu la napa'dei aka tä'um pahallu. 
1CO.13.11	Umba susi wattunna anna bahinni'pä', ma'tula' änä'-änä'ä', ma'gau' änä'-änä'ä', anna ma'pikki' änä'-änä' tooä'. Sapo' tappana kasalleä', iya kutampeam asammi pole' gau'ku indo anna änä'-änä'pä'. 
1CO.13.12	Susim too duka' tentomai tä'pi taissam manappa ingganna-ingganna sia, aka sihhapam taita tama dahammim buta. Sapo' pissam wattu la taissam asammi pole' aka la sitingngajongki' indo tungka ianna. Tentomai tä'pi kuissam asam ingganna-ingganna sia, sapo' pissam wattu la kuissam asammi pole' umba susi Puang Allataala nakalesoä' mengkalao dio pala' bitti'ku sule längäm lamba' beluä'ku.
1CO.13.13	Dadi tentomai tallu kaha-kaha pahallu la tontä liu tapogau': matappa', mahannu, anna ma'kamase. Sapo' ma'kamase handam pahallu dipogau' inde tallu kaha-kaha.
1CO.14.1	La pahallua' umpeä si'da-si'da lalanna anna malakoa' ungkamasei padammu hupatau. La umpemulu toia' indo kapaissangam namanasangkoa' Penaba Maseho, la'bi-la'binna kapaissangam untula' kada napa'palosaam Puang Allataala. 
1CO.14.2	Aka indo to dimana' ma'tula' umpake ma'hupa-hupa basa memängä-mängä pa'palosainna Penaba Maseho, tau ia too tä' ma'tula' lako hupatau, sapo' ma'tula' längäm Puang Allataala. Mannassa ma'tula' längäm, aka indo tula'na tä' ia nalambam pikkihanna hupatau. Pengkähängannam too Penaba Maseho illaam kalena nasuhum untula' kada tää'na mala napähäm hupatau. 
1CO.14.3	Sapo' menna-menna untula' kada napa'palosaam Puang Allataala, abana padanna ia hupatau napa'tula'i. Anna indo tula'na umpomatoho, umpatigaha', anna umpakahanga padanna. 
1CO.14.4	Lako to ma'tula' umpake ma'hupa-hupa basa memängä-mängä pa'palosainna Penaba Maseho, tau ia too anggam kalena napakatoto'. Sapo' indo ia to untula' kada napa'palosaam Puang Allataala, tau ia too umpakatoto' ia kakalebuanna to matappa'.
1CO.14.5	Tä' deem pada samapia ke mala asangkoa' ma'tula' umpake ma'hupa-hupa basa memängä-mängä pa'palosainna Penaba Maseho. Sapo' handam mapia ke malakoa' untula' kada napa'palosaam Puang Allataala. Aka keguna puha ia indo to untula' kada napa'palosaam Puang Allataala anna la indo to ma'tula' umpake ma'hupa-hupa basa memängä-mängä, sulibanna ke malai napomasiä' kalembasanna indo basa ia too anna mala umpakatoto' ingganna issinna jumaa'.
1CO.14.6	O inggannakoa' solasubungku, maka' hapanna la matinnä' anna ma'tula'ä' illaam alla'-alla'mua' umpake ma'hupa-hupa basa memängä-mängä napalosaiannä' Penaba Maseho, setonganna tä' deem gunana ia too moi podo la sai'di'um ke tä'i muissanna' kalembasanna. Sapo' maka' indo la kupaissannikoa' tula' napalosaiä' Puang Allataala, battu haka umpomakalesoä' kaha-kaha tää'napia' muissam diona Puang Allataala, battu haka umpalanda'ä' tula'na Puang Allataala, battu haka ma'pa'guhuä', ia hi tia la kegunaa' tama kalemu.
1CO.14.7	Mala diala pehapangam dio mai pangkakka' tää'na menaba, susinna sulim anna katapi. Indo sulim anna katapi ke tä'i diponi manappa tä' deem gunana aka tä' diissam dipebattuam moninna. 
1CO.14.8	Mala polepi duka' diala pehapangam diona sangkakala. Indo sangkakala ke tä'i diponi manappa, mannassa anna tä'i la naissam taja sohodadu lao ma'bundu'. 
1CO.14.9	Iya susingkoa' too duka': aka maka' ma'tula'koa' umpake basa tää'na mala naissam tau, iya mannassa anna la tä'i napähäm kalembasanna. Katampasanna la susi bäbäkoa' to umpa'tula'i loa. 
1CO.14.10	Illaam inde lino abana tä' deem pada sabuda basa, anna si mesa-mesa basa tä' punala deem la tä' ma'kalembasam. 
1CO.14.11	Sapo' maka' tä' kuissam kalembasanna tula'na mesa tau, tau ia too sihhapam to sule. Susi siam duka', la nasangaiä' to sule indo tau ke tä'i naissam tula'ku. 
1CO.14.12	Susi siangkoa' too duka'. Aka maelo' sugali'koa' muampuam kapaissangam pa'mana'na Penaba Maseho, sapo' peäia' lalanna anna mala umpalako indo sanaka-naka kapaissangam handam la kegunanna illaam umpakatoto' ingganna issinna jumaa'.
1CO.14.13	Iam too kasuhunganna anna ingganna to dimana' la ma'tula' umpake ma'hupa-hupa basa memängä-mängä pa'palosainna Penaba Maseho la pahallu ma'sambajam längäm Puang Allataala, anna mala nabeem kapaissangam la umpomasiä' kalembasanna kada ia too lako padanna. 
1CO.14.14	Aka maka' ma'sambajannä' umpake indo ma'hupa-hupa basa memängä-mängä, setonganna anggam penabangku ma'sambajam, sapo' tä' ia naissam pikkihangku. 
1CO.14.15	Dadi, akam la kupogau'? La ma'sambajannä' illaam penabangku umpake indo basa memängä-mängä anna la ma'sambajam tooä' duka' umpake basa la diissanna kalembasanna. Anna la menaniä' illaam penabangku anna menani tooä' duka' umpake basa la diissanna kalembasanna. 
1CO.14.16	Aka maka' hapanna la umpakende'ko pa'kuhhusam sumanga' längäm Puang Allataala anna la umpakeko indo basa memängä-mängä, anna deenni tau senga' uhhingngii sapo' tä' naissam kalembasanna, mannassa anna tä'i la mala naua: “Kuua duka',” aka tä' naissam kalembasanna indo tula'mu. 
1CO.14.17	Moinna anna tä' deem pada samapia indo pa'kuhhusam sumanga'mu längäm Puang Allataala, sapo' tä' di mala umpakatoto' penabanna padammu, aka tä' ia naissam kalembasanna.
1CO.14.18	Ma'kuhhu' sumanga'ä' längäm Puang Allataala, aka la'bi puha kao indo kapaissangam ma'tula' umpake ma'hupa-hupa basa memängä-mängä pa'palosainna Penaba Maseho anna la ikoa'. 
1CO.14.19	Sapo' maka' mahassam menomba jumaa', aham tia lima mandi battana kada kutula' ke malai diissam kalembasanna, nasuhum mendadi pepatuduam lako padangku anna la sapulo sa'bu battana kada umpake basa memängä-mängä ke tä' di la diissam kalembasanna.
1CO.14.20	O inggannakoa' solasubungku! Illaam ia too daa umpa'pikki' susia' änä'-änä'. Anggam diona kakadakeam la pahallukoa' sihhapam änä'-änä' sumusu, tä'pi naissam umpogau' kakadakeam. Sulibanna ia too la pahallukoa' ma'pikki' umba susi sihondoinna pikkihanna tomatua. 
1CO.14.21	Illaam Battakada Debata deem tisuha' naua:
1CO.14.21	“Basana to sule la kupake umpa'kadai umma'ku,
1CO.14.21	pudu'na tau senga' la kupa'passubunni tula'ku lako pakketauangku;
1CO.14.21	Moi anna susi, sapo' tä' la naaku napehingngiiä'.” 
1CO.14.22	Dadi, susim too duka' indo kapaissangam umpake ma'hupa-hupa basa memängä-mängä namanasam Penaba Maseho lako to matappa', ia too umpa'patandaam kakuasaanna Puang Allataala lako taianna to matappa', tä' ia lako to matappa'. Sapo' indo ia kapaissangam untula' kada napa'palosaam Puang Allataala mendadi tanda lako to matappa', taia lako to tä' matappa'. 
1CO.14.23	Iya maka' hapanna ma'mesakoa' issinna jumaa' anna sangngim ma'tula'koa' umpake basa memängä-mängä, sapo' deem to tä'pi muissam manappa Battakada Debata sule battu haka taianna to matappa' napehingngiikoa', tä' mala tala naua: “Tatta' inde mai tau.” 
1CO.14.24	Sapo' maka' sangngim untula'koa' kada napa'palosaam Puang Allataala anna sulei mesa tau taia to matappa' battu haka to tä'pi muissam manappa Battakada Debata anna nahingngi asanni tula'mua', iya la tappa naissam anna naakui illaam penabanna naua: “Abana mesaä' to madosa. Ingganna indo tula'na, kao asam nahua.” 
1CO.14.25	Lambi' ingganna tibuninna illaam penabanna sihhapam dikaleäi asam, nasuhum ma'balinguntu' menomba dio olona Puang Allataala anna nauai: “Abana tappa' si'da tohho Puang Allataala illaam alla'-alla'mua'!”
1CO.14.26	Dadi illaam inde tula'ku susi inde pungngu' tannunna: Illaam wattunna ma'mesakoa' la menomba, la pahallu si mesa-mesa tau deem napogau': deem to la menani, deem to la ma'patudu, deem to la untula' kada napalosaiam Puang Allataala, deem to la ma'tula' umpake basa memängä-mängä pa'palosainna Penaba Maseho, anna deem toi la untula' kalembasanna indo basa memängä-mängä ia too. Sapo' ingganna ia too pahallu la dipakeguna illaam umpakatoto' penabanna issinna jumaa'. 
1CO.14.27	Maka' deem tau la ma'tula' umpake basa memängä-mängä, handam budannam ke duai battu haka tallu tau sibala'-bala'. Sapo' la pahallu deem tau umpomasiä'i kalembasanna kada ia too. 
1CO.14.28	Sapo' maka' tä' deem tau la muissanni umpomasiä'i kalembasanna lako issinna jumaa' kada ia too, iya dotam mengkamma' indo to muissanni untula' basa memängä-mängä wattunna ma'hempungkoa' menomba. Tä' mala la natula' kada ia too sapo' mala illaam mandi penabanna ma'tula' längäm Puang Allataala.
1CO.14.29	Indo tau to si untula' kada napa'palosaam Puang Allataala, handam budannam ke duai battu haka tallu tau sibala'-bala', anna senga'na la napenabaam ia indo tula'na. 
1CO.14.30	Sapo' maka' deem illaam alla'-alla'na indo to muokko' napalosai duka' Puang Allataala maelo' la ma'tula', mapia ke mengkamma' salapi ia indo to mahassam ma'tula' anna mala ma'tula' ia duka' indo solana. 
1CO.14.31	Maka' umpateenna', iya la mala asangkoa' too sibala'-bala' umpalanda' indo kada napalosaiangkoa' Puang Allataala, nasuhum mala asangkoa' pole' untahima pepa'guhuam anna la dipakatoto'a' penabammu. 
1CO.14.32	Indo to dimana' kapaissangam untula' kada napa'palosaam Puang Allataala tä' mala tala nabela muoppo' penabanna muampai wattu la dibeem ma'tula'. 
1CO.14.33	Aka Puang Allataala abana Debata to umpohäe ke tiäto'i ingganna aka-aka. Tä' napohäe kela tä'i tiäto'.
1CO.14.33	Umba susi si napogau'um lako jumaa' senga', 
1CO.14.34	ingganna baine pahallu la mengkamma' wattunna ma'mesakoa' menomba. Tä' ia la mala ma'tula' illaam kapenombaam anna la ahu' dilumbäi, umba susi inna puha tisuha' illaam Pepaondonganna Musa. 
1CO.14.35	Maka' deem la maelo' napengngissanni, la ungkutanai muanena dio banuanna. Aka diposihi' kela bainei ma'tula' illaam kapenombaam.
1CO.14.36	O ussangaa' umbai' ikoa' naongei buttu indo Battakadanna Puang Allataala! Ussangaa' umbai' angganna' iko untahima Battakada Debata ia too! 
1CO.14.37	Maka' deem tau illaam alla'-alla'mua' nasi'dim naua: “Mesaä' to dimana' si untula' kada napa'palosaam Puang Allataala,” battu haka naua: “Namana'ä' Penaba Maseho kapaissangam senga',” iya tau ia too tä' mala tala naakui naua: “Inde issinna suha'na Paulus taia tula' kalena bäbä sapo' pahentana Debata napalanda'.” 
1CO.14.38	Sapo' maka' deem tau untumpu pala'i inde tula'ku, pa'talinga lenda'i mammia' tula'na.
1CO.14.39	Dadi inggannakoa' solasubungku, la umpeä si'da-si'daa' lalanna anna mala nahampoikoa' indo kapaissangam la untula' kada napa'palosaam Puang Allataala. Anna tä' la ullabai ke deenni tau maelo' ma'tula' umpake ma'hupa-hupa basa memängä-mängä pa'palosainna Penaba Maseho. 
1CO.14.40	Sapo' ia asanna ia too pahallu la dipalako umba susi la sipäto'na anna la tiäto'na.
1CO.15.1	O inggannakoa' solasubungku, maelo'ä' la umpakilala polekoa' diona indo Kaheba Katilallasam to puha kupakahebaiangkoa' lessu'. Wattu eta too untahimanna' indo Kaheba Katilallasam anna sule lako temo tontä liu mendadi pennumpuammua'. 
1CO.15.2	Maka' mala siakoa' mentobe manda' anna mengnganti matoto' illaam indo Kaheba Katilallasam to puha kutulasangkoa', mannassa anna la iai umpasalama'koa', assala'na mengkalao illaanna' unä' penabammu tä' dio bäbäa' pudu'mu.
1CO.15.3	Indo kaheba kutulasangkoa', ia siam too indo to puha kutahima. Anna indem ia handam too'na la dipengngissanni: Kristus puha umpebeem kalena dipatei anna mala nasolongkia' dio mai dosata, umba susi inna puha dipayolo lambam illaam Battakada Debata. 
1CO.15.4	Puhai dipatei, dipatamam lokko', sapo' illaanni allo katallunna dipatibangommi sule dio mai alla'na to mate, umba susi inna puha dipayolo lambam illaam Battakada Debata. 
1CO.15.5	Puhai dipatibangom sule, iya umpa'paitaammi kalena lako Petrus mane lakoi indo suho senga'na. 
1CO.15.6	Puhai ia too, umpa'paitaam oom kalena lako pentuhu'na la'bi lima hatu' tau budanna illaam mesa ongeam. Tau ia too budapi tubo sule lako temo, anggam sanaka-naka puham mate. 
1CO.15.7	Mane umpa'paitaanni duka' kalena lako Yakobus anna mane umpa'paitaam oo kalena lako ingganna suhona. 
1CO.15.8	Katampasanna umpa'paitaam kalena lako kaleku. Kao-kao tä' susi indo suho senga', aka indo anna mendadi suhoä' sihhapannä' kao änä'-änä' to subum taiam wattunna kasubunganna. 
1CO.15.9	Aka kao handam madiongam padakam suhona Kristus. Tä' kao sihatannä' la diuaam suho, aka puhaä' undahha umma'na Puang Allataala. 
1CO.15.10	Sapo' pa'kamasena Puang Allataala tama kaleku nasuhum malaä' susi inde tentomai. Anna tä' labu' bäbä indo pa'kamasena tama kaleku, aka mengkähä kahha' puha hä' kao anna la ingganna solaku suho. Sapo' taia kamatohoam kaleku nasuhum mala kupateem, sapo' pa'kamasena Puang Allataala muundu' liuä'. 
1CO.15.11	Dadi, ia mammo anna ia indo to puha umpatudukoa' indo Kaheba Katilallasam, battu la kao hi, battu la solaku hi, tontä bäbäm aka sahhupa hia indo Kaheba Katilallasam kipaissanniangkoa' anna iam too ungkatappa'ia'.
1CO.15.12	Indo lessu' kitulasangkoa' kiua: “Puham dipatibangom sule Kristus dio mai alla'na to mate,” iya akanna deem ohi solamua' muuai: “Tä' la dipatibangom sule to mate?” 
1CO.15.13	Indo kela tappa' tä' la dipatibangom sule to mate, iya tä' di tia duka' isanga dipatibangom sule Kristus dio mai alla'na to mate. 
1CO.15.14	Maka' hapanna la tappa' diua tä' tibangom sule Kristus dio mai alla'na to mate, iya tä' di tia isanga deem gunana kitulasangkoa' indo Kaheba Katilallasam, anna tä' toi deem gunana matappa'koa'. 
1CO.15.15	Mane deenni, kaägä'-ägä' dakam too kami' duka' isanga indo kitulasangkoa' diona Puang Allataala. Aka balikoa' kipatudu kiua puha napatibangom sule Puang Allataala Kristus dio mai alla'na to mate. Aka maka' tappa' si'da diua tä' la dipatibangom sule to mate, iam tia isanga tä' duka' napatibangom sule Puang Allataala Kristus. 
1CO.15.16	Aka maka' tä' la dipatibangom sule to mate, iya tä' duka' la dipatibangom sule Kristus dio mai alla'na to mate. 
1CO.15.17	Hapanna tä' la dipatibangom sule Kristus dio mai alla'na to mate, iya tä' tia isanga deem gunana indo kamatappasammua' anna la tontä liupokoa' nalumbäi kakuasaanna dosa. 
1CO.15.18	Maka' la susi, iya la tilaka hi tia isanga ingganna pentuhu'na Kristus to matem. 
1CO.15.19	Maka' hapanna anggam la puha illaam lino indo kapahhannuanta lako Kristus, iam tia isanga ingganna pa'padadinna Puang Allataala kitanna' handam memase-mase.
1CO.15.20	Sapo' mannassa anna puhai tibangom sule Kristus dio mai alla'na to mate. Iam too umpomannassai lako ingganna to mate indo pentuhu'na Kristus la dipatibangom duka' sule dio mai alla'na to mate. 
1CO.15.21	Aka umba susi pa'pogau' kadakena mesa tau isanga Adam napolalam mate hupatau, susim too duka' pa'pogau'na mesa tau isanga Puang Yesus napolalam mala tibangom sule hupatau dio mai alla'na to mate. 
1CO.15.22	Umba susi ingganna hupatau mate kahana kasilombunganna Adam, susim too duka' hupatau dipatibangom sule kahana kasilombunganna Kristus. 
1CO.15.23	Sapo' si mesa-mesa tau la dipatibangom sule situhu' wattunna: uhuna Kristus yolo mendadi pebate lalanna ingganna to ungkatappa'i. Sulei too ma'penduanna, iya umpatibangommi sule ingganna pentuhu'na. 
1CO.15.24	Puhai too, sulem allo ma'katampasanna. Wattu eta too Kristus la umpempa'deam asam ingganna to ma'pahenta, tomahaja, anna ingganna to kuasa senga'. Mane umbehoi kapahentaanna Kristus lako Puang Allataala Ambeta. 
1CO.15.25	Aka la tontä liupi ma'pahenta Kristus sule lako wattunna la napopa'bukku Puang Allataala ingganna balinna dio olona Kristus lambi' nahondoi dokko. 
1CO.15.26	Pada indo balinna Kristus, kamateammi handam katampasam la napempa'deam. 
1CO.15.27	Aka puha tisuha' illaam Battakada Debata naua: “Puang Allataala la umpopa'bukku ingganna-ingganna sia dio olona lambi' nahondoi dokko.” Moi anna susi, sapo' mannassa anna tä' Ia la dipopa'bukku Puang Allataala dio olona Kristus aka Ia siam indo to umpopa'bukku ingganna-ingganna sia dio olona Kristus. 
1CO.15.28	Puhai too dipopa'bukku ingganna-ingganna sia dio olona Kristus, iya Ia opi umpopengkadio kalena dio olona Ambena To puha umpopa'bukku ingganna-ingganna sia dio olona. Nasuhum Puang Allataala opi la ungkuasai ingganna-ingganna sia.
1CO.15.29	Maka' tä' la dipatibangom sule to mate, iya aka hi anna deenni tau si ditedo' umbala' indo to puham mate? Aka gunana napogau' kaha-kaha ia too kela tä' siam la dipatibangom sule? 
1CO.15.30	Tä' deem naondai balingki nadahhakam allo-allo. Sapo' maka' hapanna tä' la dipatibangom sule to mate, iya akam gunana ahu'kam untingngolo indo pandahhaam ia too? 
1CO.15.31	Si'da-si'danna inggannakoa' solasubungku tä' kuua bäbä, allo-alloä' muoloi pandahhaam to la mala umbaba kamateam. Ia anna ma'tula' susiä', aka yabomä' pangka-pangka bulabam muita kamatappasammua' lako Kristus Yesus Debatanta. 
1CO.15.32	Indo kela pikki' hupataui, iya aka la kauntungangku mengkähä susi illaam inde kota Efesus sihhapannä' sidallo' olo'-olo' to peande? Aka indo kela tä'i tibangom sule to mate, iya aha leko'um tia ke tatuhu'ia' indo deem tula' naua: “Maikoa' tapomasannam-sannam kaleta mangngande anna mangngihu', aka tontänna' mateta makale'.” Anna abana deem tau ma'pikki' susi ia too.
1CO.15.33	Daa umma'dinna' nababa bulim tau susi ia too. Aka indo pa'pogausam kadakena la ungkadakei indo kamapiaam puha titanam illaam kalemua'. 
1CO.15.34	Pengkilalai manappaia' indo la sihatanna dipogau', anna tä'ungkoa' la umpogau' liu dosa. Aka deem liupia' illaam alla'-alla'mu to tä' muissam menna setonganna diuaam Puang Allataala. Ia anna ma'tula' susiä' aka kuua anna malakoa' masihi'!
1CO.15.35	Sapo' madomi' deem mekutana naua: “La maakam ia susi to mate la mala tibangom sule? La maaka susi hupanna indo bätä puntinna ke tibangommi sule?” 
1CO.15.36	Tä' deem pada satomaho to ma'pikki' susi! Aka tanangam dio bela' tä' tia mala tubo ke tä'i ditanam yolo lise'na dokko litä' sihhapam to mate dilamum. 
1CO.15.37	Anna indo to ditanam dio bela', la gandum daka la tanangam senga' daka, taia hi tia indo tanangam ia too ditanam, sapo' lise'na hi tia ditanam anna mane tubo dio mai indo tanangam. 
1CO.15.38	Puhai too ditanam, iya Puang Allataala la umbeenni hupa situhu' pa'elo'na. Sahhupa oi too lise' ditanam, iya tubo oom ia duka' situhu' hupanna nabeem Puang Allataala. 
1CO.15.39	Anna mane diona menabanna illaam inde lino, sahhupa oi too, senga' oom ia duka' tampana. Hupatau senga' ia duka' tampana, olo'-olo' senga' oom ia duka', dassi senga' oom ia duka', anna bau senga' ia duka' tampana. 
1CO.15.40	Anna maka' tapetua' duka' ingganna issinna langi' anna issinna inde lino, issinna langi' senga' oom ia duka' kamapiaanna, anna issinna lino senga' oom ia duka' kamapiaanna. 
1CO.15.41	Susi siam duka' kamapiaanna mata allo sisala kamapiaanna bulam. Susi toi duka' bintä, senga' oom ia duka' kamapiaanna. Anna indo duka' bintä, tungga' senga' kamapiaanna.
1CO.15.42	La susim too duka' katibangonganna sule to mate. Aka bätä puntinna hupatau inde lino la bosi ke dilamunni. Sapo' la tä'um susi indo bätä puntinta ke dipatibangommakia' sule aka tä'um ia pole' la mala bosi. 
1CO.15.43	Wattunna dilamum inde bätä puntinta abana kadake anna malu'bä', sapo' maka' dipatibangommi sule, iya la mapindämmi pole' anna la matohhä. 
1CO.15.44	Indo bätä punti to dilamum, bätä punti inde lino. Sapo' maka' dipatibangommi sule, iya la mengkubalimmi mendadi bätä punti buttu yabo mai suhuga. Aka umba susi deem bätä puntinna hupatau sihatanna dipake illaam inde lino, susim too duka' la deem bätä puntinna hupatau sihatanna dipake illaam suhuga. 
1CO.15.45	Umba susi puha tisuha' illaam Battakada Debata naua: “Indo pamula tau diuaam Adam dipenabai nasuhum tubo.” Sapo' Kristus to diuaam Adam ma'katampasanna, mebeem ia penaba mepatubo sule lako salako-lakona. 
1CO.15.46	Taia indo bätä punti buttu illaam mai suhuga yolo mebeem Puang Allataala. Aka uhuna mebeem indo bätä punti la sihatanna dipake illaam inde lino. Dako'pi mane mebeenni indo bätä punti buttu yabo mai suhuga. 
1CO.15.47	Indo Adam uhuna, litä' ditampa, sapo' indo ia Adam kaduanna battu diua Kristus buttu yabo ia mai suhuga. 
1CO.15.48	Inde hupatau tentomai susi liu Adam, litä' ditampa. Sapo' hupatau to la tama suhuga la susi liu bätä puntinna indo to buttu yabo mai suhuga. 
1CO.15.49	Umba susi bätä puntinta tentomai susi bätä puntinna Adam litä' ditampa, la susim too duka' bätä puntinta dako', la susi bätä puntinna Kristus to buttu yabo mai suhuga.
1CO.15.50	Kalembasanna inde tula'ku inggannakoa' solasubungku kuua: inde bätä puntinta to dipapia dio mai bale anna haha tä' la mala tama kapahentaanna Puang Allataala yabo suhuga. Battu diua inde bätä puntinta to la mala bosi, abana inna tä' mala sola indo to la da'da' liu sule lako salako-lakona.
1CO.15.51	Pehingngiia' anna umpaillaam penabaia' inde kada ditambinna Puang Allataala: Tä'kia' la mate asam yolo, mane sulei Puang Yesus ma'penduanna. Sapo' la dipopengkubalim asangkia', susi to tubo teem to mate. 
1CO.15.52	Kaha-kaha ia too tä' tau la bali mekkappi'de anna dadi bäbäm ke monim sangkakalana Puang Allataala ma'katampasanna. Wattunna moni indo sangkakala, ingganna to mate la tibangom asam sule ma'bätä punti bakahu la da'da' liu sule lako salako-lakona, anna kitaa'-kita to tubopi la dipopengkubalingkia' duka'. 
1CO.15.53	Aka inde bätä puntinta to la mate anna to la bosi, la dibala'i bätä punti tala deem mate anna tala deem bosi. 
1CO.15.54	Maka' puham dibala'i inde bätä puntinta to la mate anna la bosi, la dibala'i bätä punti tala mate anna tala bosi, iya etapi too mane ganna'i indo puha tisuha' illaam Battakada Debata naua: “Kende'um kapataloam aka dipa'deim kamateam.” 
1CO.15.55	“O kamateam, umbangka kapataloammu?
1CO.15.55	O kamateam, umbangka ipomu?” 
1CO.15.56	Indo diuaam ipona kamateam, dosana hupatau. Anna Pepaondonganna Musa naongei kuasanna dosa, aka maka' ditekka indo pahenta, iya mebaba lako kamateam. 
1CO.15.57	Sapo' sihatam anna sipäto' umpakende'kia' pa'kuhhusam sumanga' längäm olona Puang Allataala, aka nabeengkia' kapataloam untaloi dosa anna kamateam umpolalam Debatanta Yesus Kristus!
1CO.15.58	O inggannakoa' solasubungku to kupakamaja, iam too kasuhunganna anna la tontä liungkoa' mentobe manda' anna mengnganti matoto' illaam kamatappasam. La pahallukoa' ma'kadua-dua liu umpalako pengkähänganna Debata, aka muissanna' muua lupu' hesomu lako Debata tä' la labu' bäbä.
