MAT.1.1	耶穌基督——
1TI.6.12	做了美好的告白。
1TI.6.13	我在那賜生命給萬物的神面前，並在那曾經向
1TI.6.14	要毫無玷汙、無可指責地遵守這命令，直到我們主耶穌基督的顯現。
1TI.6.15	在所定的時候
1TI.6.15	他就是那當受稱頌的、獨一的全能者，
1TI.6.15	萬王之王、萬主之主，
1TI.6.16	就是那獨一不朽的、
1TI.6.16	住在人所不能靠近的光裡，
1TI.6.16	沒有人見過、也沒有人能看見的那一位。
1TI.6.16	願尊貴和永恆的權能都歸於他！
1TI.6.16	阿們。
1TI.6.17	對那些今世富有的人，你當吩咐他們不可高傲自大，也不可把盼望寄託在靠不住的財富上，而要寄託在神
1TI.6.18	你要吩咐他們常行美善，在美好行為上富足，慷慨施捨，樂意分享；
1TI.6.19	為著那將要來臨的，給自己積存美好的基礎，使他們抓住那真正的
1TI.6.20	哦，
1TI.6.21	有些人自稱有這些「知識」，就在信仰上偏離了。
1TI.6.21	願恩典與你們
2TI.1.1	照著神的旨意，按著在基督耶穌裡的生命應許，做基督耶穌使徒的
2TI.1.2	致親愛的兒子
2TI.1.2	願恩典、憐憫、平安從父神和我們的主基督耶穌臨到你！
2TI.1.3	我在日夜的祈禱中時常想到你，我感謝神，就是我像先祖那樣以清白的良心所事奉的那一位。
2TI.1.4	每當想起你的淚水，我就切切地想去見你，好讓我的喜樂得以滿足。
2TI.1.5	我想起你裡面那不虛假的信仰，這信仰先是在你外祖母
2TI.1.6	因這理由，我提醒你：要把神的恩賜再如火挑旺起來；這恩賜是藉著我的按手，在你裡面的。
2TI.1.7	實際上，神所賜給我們的，不是膽怯的靈，而是大能、慈愛、自制的靈。
2TI.1.8	所以你不要以有關我們主的見證為恥，也不要以我——這主的囚犯為恥，而要藉著神的大能，為福音與我
2TI.1.9	神拯救了我們，以神聖的呼喚召了我們，
2TI.1.9	不是照著我們的行為，而是照著他自己的心意和恩典；
2TI.1.9	這恩典是在亙古以前，在基督耶穌裡賜給我們的，
2TI.1.10	而現在，藉著我們的救主基督耶穌的顯現，已經表明出來；
2TI.1.10	基督一方面廢除了死亡，另一方面藉著福音彰顯了生命和不朽。
2TI.1.11	為了這福音，我受指派做傳道者、使徒和
2TI.1.12	因這理由，我也正在經受這些苦；然而我並不以為恥，因為我知道我信的是誰，也深信他能保守我所受的託付
2TI.1.13	你要藉著在基督耶穌裡的信和愛，把你從我所聽到的健全話語，做為規範好好持守。
2TI.1.14	你要藉著住在我們裡面的聖靈，保守那所受的美好託付。
2TI.1.15	你知道，所有在
2TI.1.16	願主施憐憫給
2TI.1.17	相反，他一到
2TI.1.18	願主使他在那日子得到主的憐憫！至於他在
2TI.2.1	所以我的兒子啊，你要藉著在基督耶穌裡的恩典得以剛強。
2TI.2.2	你要把那些在許多見證人面前
2TI.2.3	做為基督耶穌
2TI.2.4	凡是當兵的，沒有一個會讓日常事務糾纏自己，這是為要使那招兵的人喜悅。
2TI.2.5	同樣，如果有人要參加競賽，除非按著規矩去競賽，否則就不能得冠冕。
2TI.2.6	勞苦做工的農夫，應該先享受果實。
2TI.2.7	你要思考我所說的話，主會在一切事上賜給你悟性。
2TI.2.8	你當記住那從死人中復活的耶穌基督，照著我的福音，他出自
2TI.2.9	我為這福音受苦，甚至像罪犯一樣被捆綁；然而神的話語
2TI.2.10	所以，我為了那些蒙揀選的人忍受一切，好讓他們也能得到那在基督耶穌裡的救恩和永恆的榮耀。
2TI.2.11	以下的話是信實的：
2TI.2.11	我們如果與基督一同死了，就將與他一同活著；
2TI.2.12	我們如果忍耐，就將與他一同做王；
2TI.2.12	我們如果不認他，他也將不認我們。
2TI.2.13	我們如果不信實，他仍然是信實的，
2TI.2.13	因為他不能否定自己。
2TI.2.14	你要提醒他們這些事，在神
2TI.2.15	你要努力地向神顯明自己是經過考驗的，是無愧的工人，能正確分解真理的話語。
2TI.2.16	至於那些不敬神的空談，你們要避免，因為說這些話的人
2TI.2.17	他們的話像毒瘤那樣將會擴散。這些人中間有
2TI.2.18	他們偏離了那有關真理的事，稱復活為已經過去的事，結果推翻了一些人的信仰。
2TI.2.19	不過神堅固的根基始終確立，上面有這樣的印記：
2TI.2.19	「主認識那些屬於自己的人」
2TI.2.19	「所有稱呼主
2TI.2.20	在大戶人家，不僅有金器、銀器，也有木器、瓦器；雖然有的為了貴重的用處
2TI.2.21	所以，如果有人潔淨自己脫離卑賤的事，他就會成為貴重的器皿，被分別為聖，對主人有用，而且是為著一切美善的工作所預備好的。
2TI.2.22	所以你要逃避年輕人的欲望；要與那些以潔淨的心求告主的人一同追求公義、信仰、愛心、和平；
2TI.2.23	要拒絕愚拙無知的辯論，因為你知道這些只會引起爭鬥，
2TI.2.24	而主的奴僕不應該爭鬥；相反，要溫和地對待所有的人，善於教導，忍受惡待，
2TI.2.25	溫柔地管教那些反對的人；或許神會賜給這些人悔改的心，到真理的知識當中。
2TI.2.26	這樣，那些被魔鬼擄去、隨從魔鬼意思的人，就能醒悟過來，脫離魔鬼的網羅。
2TI.3.1	你應當知道這一點：在末後的日子裡，將有艱難的時候來到；
2TI.3.2	因為人們將會愛自己、愛錢財，又自誇、又驕傲，褻瀆神、悖逆父母、忘恩負義、毫不聖潔、
2TI.3.3	沒有親情、不肯和解、惡意控告、不能自制、殘忍凶暴、不愛良善、
2TI.3.4	背叛出賣、任意妄為、自以為是，愛享樂過於愛神，
2TI.3.5	有敬神的外表，卻否定敬神的實質
2TI.3.6	他們當中有些人溜進別人家裡，虜獲無知的婦女。這些婦女被罪孽壓制，被各種欲望牽引，
2TI.3.7	雖然一直學習，卻始終不能達到到真理的知識當中。
2TI.3.8	和
2TI.3.9	然而，他們不能再進一步了，因為他們的無知會在眾人面前顯露出來，就像那兩個人一樣。
2TI.3.10	至於你，你跟從了我的教導、品行、心意、信仰、寬容、愛心、忍耐，
2TI.3.11	以及我在
2TI.3.12	其實，所有想要在基督耶穌裡過敬神生活的，也都會受到逼迫；
2TI.3.13	而惡人和迷惑人的會越來越壞，他們迷惑人，自己也被迷惑。
2TI.3.14	至於你，你當持守所學到、所確信的，因為你知道是從哪些人學的；
2TI.3.15	並且你從年幼就知道了聖經，這聖經能使你有智慧，藉著在基督耶穌裡的信仰，以至於救恩。
2TI.3.16	聖經都是神所默示的，對於教導、責備、規正、在義中的訓練都是有益處的，
2TI.3.17	要使屬神的人完備，為一切美善的工作，裝備齊全。
2TI.4.1	我在神、基督耶穌
2TI.4.2	你要傳福音
2TI.4.3	因為時候將到，人們容忍不了健全的教義，反要順著自己的欲望，為自己的耳朵能被呵癢得舒服，去召聚許多教師。
2TI.4.4	他們將掩耳不聽真理，卻轉向編造的故事。
2TI.4.5	至於你，要在一切事上謹慎，忍受苦難，做傳福音者的工作，完成你的服事。
2TI.4.6	事實上，我已經在被澆奠了；我離開世界
2TI.4.7	那美好的仗，我已經打過了；該跑的路程，我已經跑盡了
2TI.4.8	此後，有那公義的冠冕為我存留，就是主——公義的審判者要在那一天回報給我的；不僅給我，也要給所有愛慕他顯現的人。
2TI.4.9	你要盡快到我這裡來，
2TI.4.10	因為
2TI.4.11	只有
2TI.4.12	我派
2TI.4.13	你來的時候，要把我在
2TI.4.14	銅匠
2TI.4.15	你也要提防他，因為他極力抵擋我們的話。
2TI.4.16	我第一次為自己辯護的時候，沒有一個人來支持我，大家都離棄了我；願這事不算在他們身上。
2TI.4.17	但是主站在我身邊，使我剛強，為要藉著我使傳道得以完成，讓所有外邦人都能聽見；我也從獅子口裡被救了出來。
2TI.4.18	主將會救我脫離一切凶惡之事，並且救我進入他屬天的國度。願榮耀歸於他，直到永永遠遠！阿們。
2TI.4.19	請問候
2TI.4.20	在
2TI.4.21	你要在冬天以前盡快趕來。
2TI.4.22	願主
TIT.1.1	我
TIT.1.2	這是基於那永恆生命的盼望，而這盼望是那不撒謊的神在亙古以前所應許的。
TIT.1.3	神在所定的時候
TIT.1.4	致共同信仰上的真兒子
TIT.1.4	願恩典、
TIT.1.5	我曾把你留在
TIT.1.6	如果有人是無可指責的；只
TIT.1.7	因為，身為神的管家，做監督的必須無可指責、不任性、不暴躁、不酗酒、不好鬥、不貪圖不正當的利益；
TIT.1.8	反而樂意款待客旅、喜愛良善、清醒自制、公正、聖潔、節制，
TIT.1.9	堅守那合乎教導的信實話語；這是為了要他不但能用健全的教義勸勉人，而且能使那些反對的人知罪。
TIT.1.10	因為實在有許多不服從的、講虛妄話的、欺騙人的，尤其是那些屬於割禮派的人
TIT.1.11	必須堵住這些人的口。他們為了不正當的利益，教導不該教導的事，把許多人的整個家庭都破壞了。
TIT.1.12	人中有一位，是他們自己的先知，曾經說過：「
TIT.1.13	這見證是真實的。因這理由，你要嚴厲地責備他們，好使他們在信仰上健全，
TIT.1.14	不去聽從
TIT.1.15	對潔淨的人，一切都是潔淨的；對汙穢和不信的人，沒有一樣是潔淨的，就是他們的理性和良心也都被汙穢了。
TIT.1.16	他們聲稱認識神，卻在行為上否認他。他們是可憎惡的、悖逆的，在任何美善的工作上都經不起考驗。
TIT.2.1	至於你，你所講的要與健全的教義相宜：
TIT.2.2	年長的男人要節制、莊重、自律，在信仰、愛心和忍耐上要健全；
TIT.2.3	同樣，年長的婦女在舉止行為上要合乎聖潔、不惡意控告、不成為酒的奴隸，要教導美好的事；
TIT.2.4	這樣，她們可以訓導年輕的婦女愛丈夫、愛兒女、
TIT.2.5	自律、貞潔、善理家務、良善、服從自己的丈夫，免得神的話語
TIT.2.6	同樣，你要鼓勵年輕的男人清醒自制；
TIT.2.7	你自己要在一切事上做出美好工作的榜樣；教導的時候要正直
TIT.2.8	要用無可指責的健全話語，使反對的人在我們
TIT.2.9	奴僕要在一切事上服從自己的主人、討主人喜悅，不可頂嘴、
TIT.2.10	不可私拿東西，反要顯出所有美好的忠信，好在一切事上為神我們救主的教導增添光彩。
TIT.2.11	事實上，神拯救萬民的恩典已經顯明出來了。
TIT.2.12	這恩典管教我們，使我們拒絕不敬神的事和地上的欲望，在今世能過自制、公義、敬神的生活，
TIT.2.13	期待那蒙福的盼望，以及我們那偉大的神、救主耶穌基督
TIT.2.14	他為我們獻上自己，是為了救贖我們脫離一切罪惡
TIT.2.15	你要講說這些，充分地使用權威來勸勉、責備；不要讓任何人輕看你。
TIT.3.1	你提醒他們要服從統治者和掌權者，要順從，並要為一切美善的工作做好準備；
TIT.3.2	不要毀謗人、不要爭吵；要謙和，在一切事上對所有的人都要顯出溫柔。
TIT.3.3	其實，我們從前也是無知、悖逆、被迷惑的，做各種欲望和享樂的奴僕，活在惡毒和嫉妒中，是可憎惡的，又彼此相恨。
TIT.3.4	但是，當神我們救主的仁慈和他對人的愛顯明的時候，
TIT.3.5	他拯救了我們；
TIT.3.5	這不是本於我們所做的義行，
TIT.3.5	而是照著他的憐憫，
TIT.3.5	藉著重生的洗滌和聖靈的更新。
TIT.3.6	神藉著我們的救主耶穌基督，
TIT.3.6	將聖靈豐豐富富地傾注在我們身上，
TIT.3.7	使我們藉著他的恩典被稱為義，
TIT.3.7	可以照著永恆生命的盼望成為繼承人。
TIT.3.8	這話是信實的。我希望你強調這些事，好讓那些信了神的人專心投入美好的工作；這些事對人是好事，是有益處的。
TIT.3.9	至於愚拙的辯論、家譜、紛爭和律法上的爭執，你都要避免；因為這些都是無用的，是虛妄的。
TIT.3.10	對那製造分裂的人，在第一次、第二次的警戒以後，就要棄絕他，
TIT.3.11	因為你知道，這樣的人已經背道，一直犯罪，定了自己的罪。
TIT.3.12	我派
TIT.3.13	你要盡快送
TIT.3.14	我們自己的人，為了緊要的需用也應該學會投入美好的工作，免得成為不結果子的人。
TIT.3.15	所有與我在一起的人都問候你。請問候那些在信仰上愛我們的人。願恩典與你們大家同在！
PHM.1.1	基督耶穌的囚犯
PHM.1.1	致我們親愛的弟兄和同工
PHM.1.2	還有姐妹
PHM.1.3	願恩典與平安從神我們的父和主耶穌基督臨到你們！
PHM.1.4	我在禱告中提到你的時候，總是感謝我的神，
PHM.1.5	因為我聽說了你對主耶穌和所有聖徒所懷的愛心和信仰。
PHM.1.6	藉著認識在我們
PHM.1.7	實際上，我由於你的愛得了極大的喜樂
PHM.1.8	所以，雖然我在基督裡大有膽量，可以吩咐你去做
PHM.1.9	但為了愛的緣故，我寧願懇求你。我
PHM.1.10	為我在捆鎖中所生的孩子
PHM.1.11	他從前對你沒有益處，但如今對你、對我都有益處了。
PHM.1.12	我把他本人送回你那裡，就是說，把我的情感送回你那裡。
PHM.1.13	我本來想把他留在自己身邊，好讓他在我為福音被捆鎖的期間，能替你服事我。
PHM.1.14	但是沒有你的同意，我就不願意做什麼，好讓你的美善之事不是出於勉強，而是出於自願。
PHM.1.15	其實，他暫時離開你，或許正是為了使你可以永遠得著他——
PHM.1.16	不再像一個奴僕，而是高於奴僕，是一位蒙愛的弟兄。他對我尤其是這樣，更何況對你呢！無論是在肉體上或在主裡面都是這樣。
PHM.1.17	因此，你如果把我當做同伴，就請接納他，像接納我一樣。
PHM.1.18	如果他虧負過你什麼，或現在欠了你什麼，請把它算在我的帳上。
PHM.1.19	我
PHM.1.20	是的，弟兄！願我在主裡從你得到喜樂
PHM.1.21	我深信你會順從，就寫了信給你，因為我知道你所做的甚至會超過我所求的。
PHM.1.22	同時還請你為我預備住處，因為我希望藉著你們的禱告，能回到你們那裡去。
PHM.1.23	在基督耶穌裡與我一起坐牢的
PHM.1.24	我的同工
PHM.1.25	願我們主耶穌基督的恩典與你們的靈同在！
HEB.1.1	過去，神在不同的時代，用不同的方式，藉著先知們對祖先說話，
HEB.1.2	但在末後的這些日子裡
HEB.1.3	他是神榮耀的光輝，是神本體的真像，以自己大能的話語托住萬有。他成就了潔淨罪孽的事
HEB.1.4	他遠比天使更美好，就像他所繼承的名比天使的名更尊貴。
HEB.1.5	從前神到底對哪一位天使說過「你是我的兒子，我今天生了你」
HEB.1.6	不過當神再次帶領長子
HEB.1.7	關於天使，他確實說：
HEB.1.7	「神使他的天使為風，
HEB.1.7	使他的僕役為烈火。」
HEB.1.8	但是關於兒子，他卻說：
HEB.1.8	「神哪，你的寶座是永永遠遠的；
HEB.1.8	你國度的權杖是正義的權杖。
HEB.1.9	你愛公義，恨罪惡
HEB.1.9	為此，神——你的神用喜樂的油來膏立你，
HEB.1.9	而不膏立你的同伴。」
HEB.1.10	他又說：
HEB.1.10	「主啊，你在起初立定了大地的根基，
HEB.1.10	諸天也是你手所造的。
HEB.1.11	天地
HEB.1.11	天地都要像衣服那樣漸漸破舊。
HEB.1.12	你將要把天地像外衣那樣捲起來，
HEB.1.12	天地也要像衣服那樣
HEB.1.12	你卻永不改變，
HEB.1.12	你的歲月沒有窮盡。」
HEB.1.13	從前神到底對哪一位天使說過
HEB.1.13	：「你坐在我的右邊，
HEB.1.13	等我把你的敵人放在你的腳下做腳凳」
HEB.1.14	難道所有的天使不都是服事的靈、奉差派服事那些將要繼承救恩的人嗎？
HEB.2.1	因此，我們必須更加留心所聽過的事，免得隨流漂去。
HEB.2.2	要知道，那藉著天使所說的話既然是確定的，連一切過犯和悖逆都受到了應得的報應，
HEB.2.3	那麼，如果我們忽視了如此偉大的救恩，又怎麼能逃脫報應呢？這救恩起初由主傳講，後來由那些聽見的人向我們證實。
HEB.2.4	神又照著自己的旨意，用神蹟、奇事和各種大能，以及聖靈的各種恩賜，與他們一同見證。
HEB.2.5	事實上，我們所說的那「將要來的世界」，神並沒有使它服從天使，
HEB.2.6	但是有人在經上
HEB.2.6	「人算什麼，你竟然顧念他？
HEB.2.6	人之子算什麼，你竟然照顧他？
HEB.2.7	你使他暫時比天使低微
HEB.2.7	你賜他榮耀和尊貴為冠冕；
HEB.2.8	你使萬有都服從在他的腳下。」
HEB.2.8	既然神使萬有都服從他，就沒有留下一樣不服從他；但如今，我們還沒有看見萬有都服從他。
HEB.2.9	不過我們看見的是：那暫時比天使低微的耶穌，因著死亡的痛苦被賜予榮耀和尊貴為冠冕，好使他藉著神的恩典，替所有的人嘗了死的滋味。
HEB.2.10	萬有因他而有、萬有藉他而成的那一位，既然要帶領許多兒女歸於榮耀，就藉著苦難使他們救恩的元首
HEB.2.11	因為那使人分別為聖的，和那些被分別為聖的，都是出於同一位。因這理由，他稱他們為弟兄，並不以為恥。
HEB.2.12	他說：
HEB.2.12	「我要向我的弟兄們宣揚你的名，
HEB.2.12	我要在會眾面前歌頌你。」
HEB.2.13	他又說：「我要依靠他。」
HEB.2.14	所以，孩子們既然同屬血肉之體，他也照樣同有一樣的血肉之體，為要藉著死亡來廢除那掌握死亡權勢的——就是魔鬼，
HEB.2.15	並且釋放那些因怕死而終生被束縛為奴役的人。
HEB.2.16	顯然，他並不是要救拔天使，而是救拔
HEB.2.17	故此，他必須在各方面都像他的弟兄們那樣，為要在屬神的事上成為憐憫人的、忠心
HEB.2.18	既然他自己在被試探的時候受了苦，他就能幫助那些受試探的人。
HEB.3.1	故此，蒙了屬天召喚的同伴們，聖潔的弟兄們！你們應該思想我們信仰
HEB.3.2	他對委任他的那一位是忠心的，正如
HEB.3.3	事實上，這個人被看為比
HEB.3.4	因為每一座房屋都是由人建造的，而建造萬有的就是神。
HEB.3.5	是做為僕人，對神的全家忠心，為將被述說的事做見證；
HEB.3.6	但基督是做為兒子，忠心管理神的家。如果我們持守所確信的和所誇耀的盼望，
HEB.3.7	因此，就像聖靈所說的：
HEB.3.7	「今天，你們如果聽見他的聲音，
HEB.3.8	就不可硬著你們的心，
HEB.3.8	如同在那悖逆的時候，也像在那曠野試探的日子。
HEB.3.9	在那裡，你們的祖先考驗我、試探我，
HEB.3.9	並且看了我的作為四十年之久。
HEB.3.10	所以，我向那世代發怒，說：
HEB.3.10	『他們的心總是被迷惑，
HEB.3.10	他們不認識我的道路』，
HEB.3.11	所以，我在自己的震怒中起誓說：
HEB.3.11	『他們絕不能進入我的安息。』」
HEB.3.12	弟兄們，你們要當心，免得你們中間有人存著不信的邪惡之心，以致離開永生的神。
HEB.3.13	只要日子還被稱為「今天」，你們就要天天互相鼓勵，免得你們當中有人被罪迷惑，心裡剛硬。
HEB.3.14	因為我們如果把那起初的確信，堅定地持守到底，我們就成為基督的同伴了。
HEB.3.15	經上說：
HEB.3.15	「今天，你們如果聽見他的聲音，
HEB.3.15	就不可硬著你們的心，如同在那悖逆的時候。」
HEB.3.16	到底是誰聽見卻悖逆了呢？難道不是被
HEB.3.17	神又向誰發怒了四十年之久呢？難道不是那些犯了罪、屍首倒在曠野的人嗎？
HEB.3.18	他又向誰起誓說，他們絕不能進入他的安息呢？難道不是向那些不肯信從的人嗎？
HEB.3.19	這樣我們就看出來：他們不能進入，是因不信的緣故。
HEB.4.1	所以，既然那進入神
HEB.4.2	實際上，我們也是得以聽到福音的，就像他們那樣；但是他們所聽的話語對他們沒有益處，因為他們沒有因著信，與所聽的相配合。
HEB.4.3	其實，我們這些相信的才能進入那安息，正如神所說：
HEB.4.3	「所以我在自己的震怒中起誓：
HEB.4.3	『他們絕不能進入我的安息。』」
HEB.4.3	事實上，神的工作從創世以來，就已經完成了。
HEB.4.4	原來關於第七日，他在經上某處這樣說：
HEB.4.4	「神在第七日，
HEB.4.4	歇了他所有的工作。」
HEB.4.5	在這裡他又說：「他們絕不能進入我的安息。」
HEB.4.6	所以，既然這安息為了一些進入它的人被保留下來，可是由於那些原先得以聽到福音的人，因著不信從而沒有進去，
HEB.4.7	神就再次設定了一個日子——「今天」，就是在很久以後藉著
HEB.4.7	「今天，你們如果聽見他的聲音，
HEB.4.7	就不可硬著你們的心。」
HEB.4.8	如果
HEB.4.9	這樣，就有一個「安息日的安息」為了神的子民被保留下來。
HEB.4.10	原來，那進了神
HEB.4.11	所以，我們要努力進入那安息，免得有人照著那同樣不信從的樣式跌落了。
HEB.4.12	神的話語
HEB.4.13	並且被造之物在神面前，沒有一樣不是顯明的；萬有在他眼前，都是赤裸敞開的；我們都要向他交代。
HEB.4.14	所以，我們既然有一位已經越過了諸天的、尊貴的大祭司——神的兒子耶穌，我們就要持守信仰
HEB.4.15	因為我們的大祭司不是不能同情我們的種種軟弱，而是在各方面照著與我們相同的樣式受過試探，只是沒有犯罪。
HEB.4.16	因此，讓我們坦然無懼地來到恩典的寶座前，為要得著憐憫，尋見恩典，做為及時的幫助。
HEB.5.1	每一個從人間選出來的大祭司，都是受委任替人辦理屬神的事，要為罪孽獻上禮物和祭物。
HEB.5.2	他能體諒那些不明白而被迷惑的人，因為他自己也被軟弱所困。
HEB.5.3	因此，他怎樣替子民為罪獻祭，也必須照樣替自己為罪獻祭。
HEB.5.4	沒有任何人能為自己取得這尊榮，除非蒙神召喚，就像
HEB.5.5	同樣，也不是基督榮耀了自己成為大祭司，而是曾經對他說「你是我的兒子，我今天生了你」
HEB.5.6	正如在另外一處也說：「你是照著
HEB.5.7	基督在他肉身的日子裡，曾經用強烈的呼號和淚水，向能救他脫離死亡的那一位獻上了祈禱和懇求，就因著他的虔誠蒙了垂聽。
HEB.5.8	他雖然是兒子，還是從他所受的苦難中，學了順從。
HEB.5.9	他既然得以完全，就為所有順從他的人成了永恆救恩的本源，
HEB.5.10	並且被神稱為「照著
HEB.5.11	關於這事
HEB.5.12	其實從時間來說，你們早就應該做教師了，卻還需要有人把神話語的基本原則重新教導你們；你們成了那需要吃奶、而不能吃乾糧的人。
HEB.5.13	要知道，凡是吃奶的人，都對稱義的道理不熟悉，因為他是個小孩子；
HEB.5.14	不過乾糧是給成熟之人
HEB.6.1	所以，讓我們從基督話語的基本原則出發
HEB.6.2	各樣的洗淨禮、按手禮、死人復活、永遠的懲罰等教導上。
HEB.6.3	神如果准許，我們就這麼做。
HEB.6.4	原來，如果有人蒙過一次光照、嘗過屬天恩賜的滋味、曾經與聖靈有份、
HEB.6.5	嘗過神美善的話語和將要來臨之世代的權能，
HEB.6.6	卻背棄了真理，就不可能再次更新以至於悔改了。因為他們親自把神的兒子再次釘上十字架，公然羞辱他。
HEB.6.7	要知道，當一塊田地吸收了常常降在它上面的雨水，並且為種地的人長出有用菜蔬時，它就享受從神而來的祝福；
HEB.6.8	但如果它長出荊棘和蒺藜，就沒有用處了，很快就要被詛咒，它的結局就是被焚燒。
HEB.6.9	各位蒙愛的人哪，我們即使這樣說，還是深信那關於你們的更好之事，並且是有關救恩的，
HEB.6.10	因為神不是不公正的，以致忘記你們的工作和你們為他的名所顯出的愛，就是你們先前和如今服事聖徒時所顯出的愛
HEB.6.11	我們渴望你們每個人都顯出同樣的殷勤，使你們對所盼望的有完全的確信，一直到底；
HEB.6.12	這樣，你們就不會變得懈怠，反而會效法那些藉著信仰和耐心去繼承各樣應許的人。
HEB.6.13	神向
HEB.6.14	說：
HEB.6.14	「我必定大大賜福給你，
HEB.6.14	多多地增加你的子孫
HEB.6.15	這樣，
HEB.6.16	人本來指著比自己
HEB.6.17	為此，神想要對那些繼承應許的人格外表明他的計劃是不能更改的，就用所起的誓來保證。
HEB.6.18	藉著這兩件不能更改的事——在這些事上，神不可能說謊——使我們這些逃往避難所、抓住那擺在前面盼望的人，可以得到極大的鼓勵。
HEB.6.19	我們所擁有的這盼望，像靈魂
HEB.6.20	耶穌已經為我們做先鋒進入了那裡，照著
HEB.7.1	原來這
HEB.7.1	之王，至高神的祭司，
HEB.7.1	在
HEB.7.2	就從所得來的一切中，把十分之一獻給
HEB.7.2	「
HEB.7.2	然後又是「
HEB.7.3	他沒有父親，沒有母親，沒有族譜，
HEB.7.3	沒有年歲的開始，也沒有生命的終結，
HEB.7.3	與神的兒子相似，持久做祭司，直到永遠。
HEB.7.4	你們當想一想，這個人多麼偉大！連先祖
HEB.7.5	雖然
HEB.7.6	可是，不出於
HEB.7.7	原來，位分小的從位分大的接受祝福，是毫無爭議的事。
HEB.7.8	在這裡，收取十分之一的人們固然都會死去；但在那裡，他卻被見證說是永生的。
HEB.7.9	甚至從某種意義上可以說：連那收取十分之一的
HEB.7.10	因為
HEB.7.11	既然如此，如果藉著
HEB.7.12	祭司職份被更換，律法也必須有所更換。
HEB.7.13	其實這些話所論到的那一位是屬於別的支派，這支派中從來沒有人在祭壇供過職；
HEB.7.14	就是說，我們的主明顯是從
HEB.7.15	如果照著
HEB.7.16	他成為祭司，不是照著有關肉體條例的法則，而是照著那不能毀滅的生命大能，
HEB.7.17	因為他被見證說：
HEB.7.17	「你是照著
HEB.7.18	原來，一方面，先前的條例因著本身的軟弱和無用，就被廢棄了，
HEB.7.19	因為律法沒有使任何事物完全；另一方面，一個更美好的盼望卻被帶來了；藉著這個盼望，我們可以親近神。
HEB.7.20	再者，所發生的事並不是沒有神的
HEB.7.21	可是耶穌
HEB.7.21	「主起了誓，不會後悔：
HEB.7.21	『你是
HEB.7.22	既然如此，耶穌也就成了更美好之約的保證人。
HEB.7.23	那些以前成為祭司的固然人數眾多，因為死亡阻止了他們繼續留任，
HEB.7.24	但由於耶穌永遠長存，就擁有永恆不變的祭司職份；
HEB.7.25	故此，他也能徹底
HEB.7.26	這樣一位聖潔、沒有邪惡、毫無玷汙、與罪人分開、高過諸天的大祭司，對我們實在是合宜的。
HEB.7.27	他不需要像其他大祭司那樣天天獻祭：先為自己的罪孽，然後為子民；因為當他把自己獻上的時候，就一次性地把這事完成了。
HEB.7.28	律法委任的大祭司都有軟弱，但在律法以後，誓言保證的話語所委任的兒子，卻永遠完全。
HEB.8.1	以上所說的要點是：我們有這樣的一位大祭司，已經坐在諸天之上至尊者的寶座右邊，
HEB.8.2	他是聖所和真會幕的服事者。這會幕是主所搭建的，不是人所搭建的。
HEB.8.3	每一位大祭司受委任，都是為了獻上禮物和祭物；故此，這一位也必須有所獻上。
HEB.8.4	既然如此，如果他在地上，就不會做祭司，因為地上已經有照著律法獻祭物的祭司
HEB.8.5	那些祭司所事奉的，是天上事物的模型和影子，就如
HEB.8.6	但如今，耶穌得了更尊貴的服事工作，就像他也是更美好之約的中保那樣；這約建立在各樣更美好的應許之上。
HEB.8.7	原來，如果那第一個約
HEB.8.8	因為神
HEB.8.8	「看哪，時候就要到了！
HEB.8.8	主說，我要與
HEB.8.8	和
HEB.8.9	這約
HEB.8.9	在領他們出
HEB.8.9	與他們所立的約。
HEB.8.9	因為他們沒有持守我的約，
HEB.8.9	我就不理他們——這是主說的。
HEB.8.10	主又說，在那些日子以後，
HEB.8.10	我要與
HEB.8.10	我要把我的法則放在他們的意念中，
HEB.8.10	刻在他們的心上；
HEB.8.10	我將要做他們的神，
HEB.8.10	他們將要做我的子民。
HEB.8.11	他們絕不需要教導各自的同胞
HEB.8.11	『你要認識主』——
HEB.8.11	因為他們所有的人，
HEB.8.11	從卑微的到尊貴的，
HEB.8.11	都將認識我；
HEB.8.12	又因為我要寬恕他們的不義，
HEB.8.12	絕不再想起他們的罪孽
HEB.8.13	當神
HEB.9.1	這樣，第一個約
HEB.9.2	因為有預備好的會幕：第一間裡有燈臺、桌子和陳設餅，這叫做聖所；
HEB.9.3	會幕第二層幔子後面，叫做至聖所，
HEB.9.4	裡面有金香壇和四周包金的約櫃；櫃裡有盛著嗎哪的金罐、
HEB.9.5	約櫃上方有榮耀的
HEB.9.6	既然這些東西都這樣預備好了，祭司們就常常進入第一間會幕行事奉禮。
HEB.9.7	至於第二間會幕，只有大祭司一年進去一次，沒有不帶著血的；這血是為自己和子民無意中犯的罪所獻上的。
HEB.9.8	聖靈指明這一點：只要第一間會幕還存在，進入至聖所的道路就還沒有顯明出來。
HEB.9.9	這會幕是現今時代的一個象徵，在這裡所獻上的禮物和祭物，並不能使事奉者的良心得以完全，
HEB.9.10	因為這些只是關於飲食和各種洗淨禮，是屬肉體的規定，一直實施到更新的時候為止。
HEB.9.11	不過基督已經來到，做了那些已經發生的
HEB.9.12	他也沒有藉著山羊和牛犢的血，而是藉著他自己的血，一次性地進入聖所，成就了永恆的救贖。
