GEN.1.1	Mebineŋ tububihila Bepaŋdi kunum eŋ kwet yehitubumintaguk. 
2CO.11.21	Indi aindihidi unduŋ hinek deti tihamunim, woŋ adi nadikwihita tiŋa yolat.
2CO.11.21	Nebek niŋ adi nemek wondok be wondok nadiŋa ne’walaŋ wou yotilowek kaŋ nu maaŋ unduŋ tibene nadiŋa kedem tibit. Mede woŋ adi kauleŋ u agaŋ nadikabeleeŋ yolat.
2CO.11.22	Agaŋ ale ibo nadiut. Nehitok Judame yoiŋ, nu maaŋ Judame iŋgoŋ. Nehitok Isilae me yoiŋ, nu maaŋ Isilae me iŋgoŋ. Nehitok Abalaham’walaŋ yalakiŋiye yoiŋ, nu maaŋ Abalaham’walaŋ yalaki. 
2CO.11.23	Nehitok Kilisto’walaŋ kwanai-me yoiŋ, ale nu mede kauleŋ yobit. Nu yadi Kilisto’walaŋ kwanai-me loloŋnit hinek. Nu kwanaidok folofigita nadilat u uŋgoniŋ hinek, eŋ yot fafaŋeniŋ gineŋ folat u uŋgoniŋ hinek, eŋ kwadi hekilat u uŋgoniŋ hinek, eŋ kumuŋdegoŋ tilat u uŋgoniŋ hinek. 
2CO.11.24	Judahi adi nai 5 tawa bilibetnitdi kunakunat 39 nehiwihitnadigiŋ. 
2CO.11.25	Nai lufomkulitniŋ tahidi nukiŋ, niŋ adi kawadedi nulukumuŋgiŋ,
2CO.11.26	Tiŋa ipaŋ behep, kweboboe hamnit loŋafoŋat tulugut, ime gabuŋhinit gineŋ meŋeŋa folofigita nadigut, kubome lekiŋgoŋhik gineŋ hatiŋa folofigita nadigut, manemaneye Judahi’walaŋ lekiŋgoŋhik gineŋ hatiŋa folofigita nadigut, Judahi’walaŋ feknit mokit heki’walaŋ lekiŋgoŋhik gineŋ hatiŋa folofigita nadigut. Yokwet wapum gineŋ hatiŋa folofigita nadigut, kwet fiileŋ hatiŋa folofigita nadigut, Imeŋgwaŋ wapum gineŋ wooŋ folofigita nadigut, nadisukiliti gineŋ menot yalayalaŋ tiiŋ heki’walaŋ lekiŋgoŋhik gineŋ hatiŋa folofigita nadigut. 
2CO.11.27	Unduŋ hogohogok tiŋa malabumuŋgoŋ eŋ bulaniŋgoŋ hatitalabugut, tiŋa timiŋ damo kaipmuŋ hatihati, nanaŋe imedok map, gwi sububa gineŋ hehele bulabulap, mut eŋ dahidahi kokomehidok baniŋ tihatilat.
2CO.11.28	Tiŋa u hogok moŋ. Helemahelemaŋ kayoŋbopdi nanagitdok mede nai buŋa naniŋgigine tubune ikula mu tiŋa aditok nadibedi tiŋa yokwet indigoŋ tuwot yawooŋ yabu-ulidokolat. 
2CO.11.29	Meeniŋ nadisukilitinit niŋdi gweheyeune nu maaŋ gweheye tilat, eŋ meeniŋ niŋ gweheyeeŋ kadakaniŋ tubune nu bulaniŋgoŋ nadilat.
2CO.11.30	Unduŋ doktiŋa nu maŋgoŋ kedem tilat doktiŋa sigitiŋalo mede yobit? Nu yadi na’walaŋ gweheyebilakenene hogok yohautawene tuwot tibek. 
2CO.11.31	Wapum Jesu’walaŋ Beu Bepaŋ, adi’walaŋkade niutumba helemahelemaŋ hatak adi mede biyagoŋ yolat u nadilak. 
2CO.11.32	Damasko yokwetneŋ hatiluwene mapme Aletas’walaŋ kiyapdi nohoneeŋ nehi-ibiŋa yot fafaŋeniŋ gineŋ napmedok yokwet wapum diniŋ talik yeme kadokooŋ fok yakuk. 
2CO.11.33	Kaŋ notneyedi bondibondi gineŋ fooŋ ilene tawadi bondibondi folokeneŋ dobutom gineŋ nehikapmaune fakaŋkade fooŋ momooŋ ugut.
2CO.12.1	Nu na’walaŋ wotnene yotiloŋdok talik kedem hatak. Iŋgoŋ unduŋ tibene wondi folooŋ maŋgoŋ tubumintawaak. Ale fit, nu wapumdi nadinadine tubutombune lihine gineŋ dabugoŋ nemek hebiniŋ kagut wendiniŋ yobit. 
2CO.12.2	Nu Kilisto’walaŋ me niŋ nadimilat, adi Bepaŋdi bulap-eŋ nagilune kunum timeŋ hatak i kalakapmeeŋ looŋ niŋ hatak u maaŋ kalakapmeeŋ looŋ noli hatakneŋ loguk. Unduŋ tiŋa hatibune gulet 14 agaŋ ulak. U folooŋ gitnem bunit be folooŋ gitnem mokit tuguk, u mu nadilat. Bepaŋdi hogok nadilak. 
2CO.12.3+2CO.12.4	Bepaŋdi me u bulap-eŋ nagila kunum kwet momooŋ
2CO.12.5	Nu me u wou kedem nintiloit, eŋ na wotnene adi tuwot mu yotiloit
2CO.12.6	Nu mede biyagoŋ hogok yenilatneŋ, doktiŋa na wotnene yotiloloŋdok nadi kaŋ me kaulehidi yoiŋ wendok tuwolit adi mu yobit. Nu na wotnene yotiloloŋdok adi moŋ nadilat. Tiyaugene meeniŋdi na’niŋ titiŋne u hogok takaliŋa nadinambune loloŋnit tibaatneŋ. Adi yadi toboniŋ titiŋ dediŋ tilat, eŋ mede dediŋ yohautalat uŋak kanadiŋa nutok adi didimeŋgoŋ nadinamaneeŋ.
2CO.12.7	Nu Bepaŋdi nemek momohi momohi nanimbune yabugut, iŋgoŋ adi wondok nadiwene loloŋ hinek titiŋdok mu nadinamulak. Unduŋ doktiŋa negoŋ foloone foloŋ nemek dendemdi folofigita namuŋa nehitubu-gweheye tilak, nemek nehitubu-kadaka tilak woŋ adi Sadaŋ’walaŋ kwanai-meŋiŋ. Nu nadifo tiŋa na wotnene mu yotiloit yoŋa adi buŋa nehitifolak. 
2CO.12.8	Nemek u binabek yoŋa nai lufomkulitniŋ gigine hinek tiŋa Wapum ninadigut. 
2CO.12.9	Kaŋ adi indiŋ naniŋguk. “Siloŋ tobogoŋnedi dukut tuwot hinek hatak, eŋ saŋiniŋnedi me gweheyehi’walaŋkade saŋiniŋnit hinek mintalak.” Wapumdi unduŋ yoguk, doktiŋa nu kobuk nai indinde me gweheyeŋ hatilat wendok nadifo hinek tilat. Unduŋ tibene Kilisto’walaŋ saŋiniŋŋiŋdi kedem nukut halek. 
2CO.12.10	Unduŋ doktiŋa nu Kilisto’walaŋ kwanai gineŋ fafaŋe mu tibene meeniŋdi nanintifo tiŋa malabumuŋ namiiŋ eŋ nunut tiiŋ, unduŋ tubune malabumuŋ gineŋ hatiŋila fiit welene gineŋ adi nadifo nadiŋila hatilat. Nu gweheye tiŋa saŋiniŋ lohilat, nai uŋaniŋgoŋ hinek saŋiniŋ belat.
2CO.12.11	Mede i yolat adi mu yoyodok iŋgoŋ hidegoŋ weleyouyout tinambune yolat. Hidi titiŋne momooŋ uŋak yobihitdok iŋgoŋ hide unduŋ mu tigiŋ, wendoktiŋa nu na yohautalat. Biyagoŋ, nu kabe fofoŋnit aindiniŋ, iŋgoŋ nu aposelhiye loloŋhinit’walaŋ hebehik foloŋ fofoŋnit mu hatilat. 
2CO.12.12	Nu hidi’walaŋ lekiŋgoŋhik gineŋ hatigutneŋ nemek fee tugut wendi nu Aposel hinek unduŋ yobihikiŋ. Nu fafaŋe tiŋa yali malabumuŋ fee hekigut, kaŋ tali unduŋ foloŋ kunumneniŋ kudi fee eŋ kwanai saŋiniŋhinit noli hidi’walaŋ lekiŋgoŋhik gineŋ mintagiŋ. Wendi nu Bepaŋ’walaŋ kwanai tugut unduŋ yobihikiŋ. 
2CO.12.13	Nu hiditok titiŋ dediniŋgoŋ tihamulugut undugoŋ hinek kayoŋbop noli maaŋ undugoŋ tiyemilat. Titiŋ kubugoŋ niŋ hidi’walaŋ uŋoŋ mu tugut adi indiŋ, nu nanaŋe be nemek noli nabudokodok gineŋ uŋoŋ malabumuŋ nemu hamgut. Be uŋandiŋ fai neeŋbe tugut bek? Fai nobu tibit kaŋ yomne binamneŋ.
2CO.12.14	Agaŋ yoŋ adi hidi’walaŋkade bene nai lufomkulitniŋ tibaak wendok tiulidoko tilat, ale nai uŋaniŋ maaŋ undugoŋ malabumuŋ mu hambaat. I nadineŋ, nu kotigoŋ hidi’walaŋ nemek nolidok mu hanimbaat. Mokoŋ. Nu adi hide hanagitdok nadilat. Hide-ku agaŋ nadiiŋ, wapmihi adi mehim-behiye yehitubu-lodadok nanaŋe kaliŋ mu tiiŋ. Mokoŋ. Toboniŋ maŋbaŋdi adigili wapmihi yehitubu-lodadok nemenemek tiulidokoiŋ. 
2CO.12.15	Kaŋ nu adi hidi hehitubu-lodadok, nemenemekne eŋ hatihatine hogohogok u hamdok nadifo tilat. Nu welenedi habukahile hinek tilat, kaŋ hidi wendok-kube tiŋa welehikdi nabukahile hinek mu tiiŋ. 
2CO.12.16	Kaŋ hidi’walahi nolidi nu’walaŋ titiŋnedok adi indiŋ yoiŋ, “Biyagoŋ, adi nemenemeknik miŋgilaŋgoŋ adi nemu beguk. Iŋgoŋ me yenihohoket tiŋa kabup talik gineŋ adi uŋgoŋ binek beguk.” 
2CO.12.17	Ale hidibo yobut, nu me heki hidi’walaŋkade yapmeŋila yenimbene wooŋ hidi’walaŋ bomboŋhik neeŋbe kubonegiŋ? 
2CO.12.18	Nu Taitus hidi’walaŋkade uuŋdok niŋgigineeŋ kayoŋbop gineniŋ me noliŋiŋ niŋ nimbene noŋgoŋ ugumuk. Kaŋ Taitusdi wooŋ nemekhik neeŋbe kuboneguk? Moŋ. Indi adi nadinadi kubugoŋ be talik kubugoŋ keleŋ hatiyamut.
2CO.12.19	Nu indiŋ nadilat. Hidi mede hogohogok i kunali indi’walaŋ medenik youkumun u hidi dauhik foloŋ tubudidimedok youkam unduŋ binek nadiiŋ. Iŋgoŋ oŋ, unduŋ mokoŋ. Indi yadi Kilisto’walaŋ me unduŋ hatiŋila Bepaŋ dawineŋ mede i youkam. Notneye hinek, indi yadi nadisukilitihik tubukilitihamdok mede i youkam. 
2CO.12.20	Maŋgande, nu hidi’walaŋ titiŋhik namandap kakaŋdok nadisuŋa baat, u tigene namandap niŋ kawaatneŋ, doktiŋa nadibedi-kabe adi wendok hogok tilat. Tiŋa undugoŋ hidi maaŋ nu’walaŋ titiŋ namandap dediniŋgoŋ kakaŋdok yoŋa nadineeŋ undiniŋ mu nabuneeneŋ ala. Tigene hidi’walaŋ lekiŋgoŋhik gineŋ kiyokiyo tiŋa me noli yabukwihitafit eŋ kikakwihita, yotifo eŋ yopekit, agaŋ nehitok nadiune loune tubugiyonda kwanai titiŋ, nemek hogohi undihidi lekiŋgoŋhik gineŋ halune buŋa kawaatneŋ doktiŋa nadibedi tilat. 
2CO.12.21	Tigene nu hidi’walaŋkade baatneŋ uŋaniŋ Bepaŋnedi hidi namandahik foloŋ kotigoŋ nehitubu-meka tibaakneŋ. Tiŋa titiŋ kadakahi eŋ siloda kadakahi tiŋa kefifile, metam feedi koom titiŋ undihi tigiŋ heki, adi wele tubutakale mu tiŋa titiŋ u undugoŋ hati tubune buŋa yabaat adi bulaniŋgoŋ nadiŋa kobulabulaye tiyembaat.
2CO.13.1	Yoŋ adi hidi’walaŋkade kotigoŋ weene nai lufomkulitniŋ tibaak. Usuwawene me lufom be lufomkulitniŋdi me niŋ’walaŋ yomŋiŋ diniŋ mebi yobihilune yoneem. 
2CO.13.2	Me yomhinit eŋ noli hidi maaŋ uŋoŋ weene nai lufom tugukneŋ munte mede haniŋgut uŋakoŋ kwatnaŋgoŋ hatiŋila koti yolat. Kougoŋ uŋoŋ wooŋ meeniŋ koom kadakaniŋ tigiŋ be noli kobugoŋ neeŋ nobu tiyaneŋ hidikuyoŋ, bihabaat mu yoŋa nadiyaneŋ. 
2CO.13.3	Nu’walaŋ walane gineŋ mede kameune yolat, Kilisto adi’walaŋ saŋiniŋ mintaune kakaŋdok yoiŋ doktiŋa uŋaniŋ mintaune kaneeŋ. Kilisto adi hidi’walaŋkade kwanai tigwehegweheye mu tilak. Fafaŋe hinek tiŋa tilak. 
2CO.13.4	Koom adigili gweheyeune koloŋdabek foloŋ ukiŋ, iŋgoŋ oŋ, adi Bepaŋ’walaŋ saŋiniŋnit pilakuk hatilak. Indi maaŋ adi takaliŋa gweheyeyam, ala indi maaŋ Bepaŋ’walaŋ saŋiniŋ gineŋ hatihati folooŋ kahileeŋ hehitubu-didimeneem.
2CO.13.5	Hidi nadisukilitihinit hatiiŋ be moŋ, wondiniŋ mebi kanadi tiyaneeŋ. Be Jesu Kilistodi welehik maaneŋ hatilak wondiniŋ folooŋ lohi be tiiŋ? Unduŋ nobu tiyaneŋ kaŋ wadi hidi titiŋhikdi nadisukilitihinit namandap u sigihikdi hogok tiiŋ unduŋ hanindok. 
2CO.13.6	Indi yadi siginikdi nadisukilitihinit namandap mu hatiyam. Biyagoŋ hinek, indi nadisukilitihinit hatiyam, unduŋ hinek nibudakaledok nadilat. 
2CO.13.7	Bepaŋdi habudokoune kadakaniŋ mu taneeŋ yoŋa hati-ninadiyam. Hidi nibune utumba tibek be moŋ, wondok adi mu yoyam. Adi toboniŋ hidi titiŋ didimehi u yabukahileune Bepaŋ namanda foloŋ folooŋnit titiŋdok wondok adigili yoyam. 
2CO.13.8	Indi aindihidi mede biyagoŋ u mik deti timinim? Adi tobo not timiŋdok hogok. 
2CO.13.9	Unduŋ doktiŋa indi saŋiniŋniŋit mokit hatiyane hidi saŋiniŋhinit hatibune indi wendok adi nadine utumba tibek. Tiŋa hidi titiŋhik tubudidimeŋ kayoŋbop fafaŋehi hinek mintadok yoŋa helemahelemaŋ Bepaŋ ninadiyam. 
2CO.13.10	Wapum adi kwanaiŋiŋ kadokodok yoŋa nehitubu-dakaleguk, tiŋa kwanaiŋiŋ tubufafaŋe titiŋdok adigili saŋiniŋ namguk. Eŋ kwanaiŋiŋ tubukadaka titiŋdok adi moŋ. Unduŋ doktiŋa kweetniŋ hatiŋila mede i youhamulat. Maŋgoŋde, nu buŋa hidi habaat nai uŋaniŋ adi kotigoŋ hidi’walaŋ titiŋhik tubudidimedok mede fafaŋeniŋ mu hanimbaat.
2CO.13.11	Notneye, nu mede agaŋ yodapmaaŋ indiŋ yolat: Hidi kayoŋbop fafaŋehi hinek mintadok adi gigine taneeŋ. Hidi nu’walaŋ medene nadiyaneeŋ, tiŋa hidi hogohogok welekubugoŋ tiŋa welekulema gineŋ hatiyaneeŋ. Kaŋ Bepaŋ weleŋdi habukahile tilak eŋ welesiloŋ tihamulak adi hidut hatiluwaak. 
2CO.13.12	Bepaŋ’walaŋ metamdi titiŋ keleŋ tiyam u keleeŋ metam hogohogok hidi wanakaŋ nohiyedut kohokukut tineŋ. Bepaŋ’walaŋ metam hogohogokdi hiditok youtumba mede kamehamiiŋ.
2CO.13.13	Wapum Jesu Kilisto’walaŋ siloŋ tobogoŋ eŋ Bepaŋ’walaŋ welesiloŋ eŋ Uŋgoniŋ Munabuli’walaŋ welekubugoŋdi hidigut haliwooŋ halaak.
GAL.1.1	Nu aposel Pol, nu me niŋdi mu naniŋkukiŋ, eŋ me niŋdi kwanai-mede mu naniŋgiŋ. Adi Jesu Kilisto eŋ Betnik Bepaŋ Jesu kumuŋ gineniŋ tubukaikagukdi kwanai-mede nanimbu tilat. 
GAL.1.2	Na eŋ notneye noli nukut hatiiŋ indi Galesiya kwetneŋ kayoŋbop hatiiŋ hiditok pepa i kamehamam.
GAL.1.3	Bepaŋ Betnik eŋ Wapumnik Jesu Kilisto adi’walaaniŋ siloŋ tobogoŋ, eŋ kulemadi hidut haliwooŋ halaak. 
GAL.1.4	Jesu adi Betnik Bepaŋ’walaŋ nadihebet tuguk u takaliguk. Tiŋa kwetfoloŋ hatihati hogoli i hatiyamneniŋ nihikibidalene kadakaniŋnikdok kibikoŋ u negoŋ kumuŋguk. 
GAL.1.5	Unduŋ doktiŋa helemahelemaŋ adi’walaŋ wougigit nintilone haliwooŋ halaak. U Biyagoŋ.
GAL.1.6	Hidi yadi Kilisto’walaŋ siloŋ tobogoŋŋiŋdi hanihehimaneguk, iŋgoŋ hidi adut yagigi mu hatigiŋ, hidi adi pilap bikabuŋa mede talii niŋ’walaŋ gineŋ magi kametnadi tiiŋ, nu wondoktiŋa boho hinek tilat. 
GAL.1.7	Iŋgoŋ oŋ, mede momooŋ gitipmuŋgoŋ noli daŋ hatak? U moŋ hinek. Wadi hogok-ku meeniŋ nolidi wele tubufit tihamuŋa Kilisto’walaŋ Mede Momooŋ u tubufit tihamiiŋ, u hogok-ku tilak oŋ.
GAL.1.8	Unduŋ doktiŋa indibe, be kunum gineniŋ aŋelo niŋdi Mede Momooŋ haniŋit u tubufila niŋ nobu hanimbaak adi yadi hamdok gigit tibaak. 
GAL.1.9	Mede u youlat uŋakoŋ kotigoŋ youtat. Nebek niŋdi Mede Momooŋ hanihehitubu-didimeŋit u tubufila niŋ hanimbaak adi yadi hamdok gigit tibaak.
GAL.1.10	Kaŋ dediŋ, mede i yolat uyadi meeniŋdi nabune utumbadok be Bepaŋdi nabune utumbadok yolat? Nu meeniŋdi nadinambune utumbadok nadiŋa kwanainewe tugut binek, dediŋ tiŋa Kilisto’walaŋ tipilapilaye-me hatilit?
GAL.1.11	Notneye, nu mede indiŋ hanimbe nadineŋ. Mede Momooŋ haniŋgut uyadi meeniŋdi’walaaniŋ moŋ. 
GAL.1.12	Tiŋa undugoŋ, meeniŋdi nanindidime mu tigiŋ, uyadi Jesu Kilisto negoŋ nanimbihila nanindidimeguk.
GAL.1.13	Nu koomkwaha Judame heki’walaŋ baŋamneŋ hatiŋila nemek tugut, u hidi agaŋ nadiiŋ. Nu Bepaŋ’walaŋ Kayoŋbopŋiye widihi yehikele tiŋa kisaŋ yehitubu-kadakagut. 
GAL.1.14	Uyadi indiŋ yoŋa tulugut. Judahi’walaŋ titiŋ hogohogok u mu bikabune fowaak yoŋa fafaŋe hinek tugut. Tiŋa mekuyahi notneye’walaŋ titiŋ u nu’walaŋdi yalakapmeŋ hinek tuguk.
GAL.1.15	Kaŋ Bepaŋ adi koom maŋ weleneŋ hatuwene nabukahileeŋ kulema eŋ siloŋŋiŋ doktiŋa naninehimantigukdi nabune tuwot tubune 
GAL.1.16	Mihiŋiŋ’walaŋ Mede Momooŋ u meeniŋ Judahi’walaŋ feknit mokit’walaŋkade yohautadok ne’walaŋ mebiŋiŋ nanimbihila nanindidimeguk. Unduŋ tinambune nu kwetfoloŋ meeniŋ noli yeninadi mu tugut. 
GAL.1.17	Tiŋa undugoŋ, Jelusalemde looŋ aposel tububihila hatigiŋ adi mu yabugut. Moŋ, nu yadi Alabiya kwetneŋ wooŋ hatigene kotigoŋ udaneeŋ Damasko yokwetneŋ bugut.
GAL.1.18	Hatibene gulet 3 dapmaune Pita
GAL.1.19	Uŋaniŋ aposel noli mu yabugut, Wapum kwayaŋ Jems hogok kagut. 
GAL.1.20	Mede i youtat adi Bepaŋ’walaŋ namanda foloŋ biyagoŋ yoŋa youtat. 
GAL.1.21	Unduŋ tiŋa Siliya eŋ Silisiya kwetneŋ wooŋ hatigut. 
GAL.1.22	Eŋ Judiya kwetneŋ Kilisto’walaŋ kayoŋbop hatigiŋ adi yadi mu nabugiŋ. 
GAL.1.23	Adi yadi nu’walaŋ mede kahat indiŋ hogok nadigiŋ. “Nindihi nihikele tinimiŋa Mede Momooŋ tubuliwe titiŋdok yogukdi meeniŋ Mede Momooŋ uŋakoŋ hinek hati yenihautalak.” 
GAL.1.24	Unduŋ yoŋa nutok tiŋa Bepaŋ niutumbagiŋ.
GAL.2.1	Hatigene gulet 14 dapmaune Banabas gut Jelusalemde kotigoŋ logumut. Nai uŋaniŋ Taitus maaŋ nagila wanakaŋ logumun. 
GAL.2.2	Ala woŋ adi hogok mu tugut. Wapumdi mede nanimbihila walane tubulodaune logut. Looŋ meeniŋ Judahi’walaŋ feknit mokit u Bepaŋ’walaŋ Mede Momooŋ yenihautalat wondiniŋ mede kahat tiyemgut. Uyadi me talitimeŋ wapuhi nehi hogok yehibopneeŋ yeniŋgut. Maŋgoŋde, adi nadiune tuwot mu tubune kwanai tifit tugut unduŋ tibaakneŋ yoŋa kahat wanakaŋ tiyemdapmagut. 
GAL.2.3	Unduŋ tibene nadiŋa kedem yogiŋ.
GAL.2.3	Eŋ me notne Taitus adi Gilikniŋ, iŋgoŋ Judahi’walaŋ fek timindok mu yogiŋ. 
GAL.2.4	Malabumuŋ indiŋ hakuk doktiŋa. Me noli Jesu nadisukiliti hinek mu timiŋgiŋ heki adi indi’walaŋ kayoŋbopnik gineŋ uŋgoŋ fooŋ hatigiŋ. Hatiŋila Jesudi Yodoko Mede diniŋ folok gineniŋ nihifiyali titiŋ momohi nimguk, u hati tane kabup kanadi tigiŋ. Me heki uyadi ninigilune Yodoko Mede diniŋ tipilapilaye kwanai kotigoŋ titiŋdok nadiŋa unduŋ tigiŋ. 
GAL.2.5	Biyagoŋ kuyoŋ, adigoŋ nihitiŋafofoŋdok yobune indi Jesu’walaŋ Mede Momooŋdi hidi’walaŋkade giyoŋgiyone tibaakneŋ yoŋa mu nadikulema-yemiŋgumun.
GAL.2.6	Kaŋ me talitimeŋ heki wohiyehinit adi kwanai tilat wendok mede gitipmuŋ nemu tomboyoutnamgiŋ. (Nu yadi adi wohiyehinit wondok nadibedi mu tilat. Bepaŋ adi metam indi’walaŋ welenik kanadi tilak.) 
GAL.2.7	Kaŋ biyagoŋ, me talitimeŋ hekidi indiŋ nadigiŋ. Bepaŋdi Pita meeniŋ fekhinit lekiŋgoŋhik foloŋ Jesu’walaŋ Mede Momooŋ yohautadok kwanai-mede niŋguk, undugoŋ nu maaŋ meeniŋ fekhinit mokit’walaŋ lekiŋgoŋhik foloŋ yohautadok kwanai-mede naniŋguk. 
GAL.2.8	Tiŋa Pita tubulodaune kwanai tubune folooŋnit tuguk undugoŋ nu maaŋ nehitubu-lodaune kwanai tibene folooŋnit tuguk. 
GAL.2.9	Kaŋ Wapumdi kwanai diniŋ saŋiniŋ siloŋ tinimguk u kadakaleeŋ Jems, Pita eŋ Jon, Jesu’walaŋ kayoŋbopdi talitimeŋ wapuhi yeniyagiŋ, adi Banabas indi menot tinimiŋa kohokukut tinimgiŋ. Unduŋ tiŋa indi meeniŋ fekhinit mokit adi’walaŋkade kwanai tadene, nehi adi meeniŋ fekhinit’walaŋkade kwanai titiŋdok yogiŋ. 
GAL.2.10	Unduŋ tiŋa mehimehiye fiyewakahi yehitubu-lodadok hogok niniŋgiŋ. Biyagoŋ kuyoŋ, nu wendogoŋ tiŋa mede kwanai fafaŋe tiŋa tilat.
GAL.2.11	Hatigene Pitadi Antiyok yopmaŋ buŋa nemek hogoli tubune kawene tuwot mu tubune mede daulebelebe niŋgut. 
GAL.2.12	Adi yadi timeŋ feknit mokitdi Imeyout tigiŋ adut ila nanaŋe naguk. Kaŋ Jems’walaŋ noliŋiye adi busuwaune yabuŋa Judahi’walaŋ fek titiŋdok gigine tigiŋ aditok muntaaŋ fekhinit mokitdi Imeyout tigiŋ biyabuŋa wooŋ molomgoŋ hatiguk. 
GAL.2.13	Yalayalaŋ unduŋ tiŋila wooŋgaliŋ buŋagaliŋ tubune Judame nolidi maaŋ undugoŋ tigiŋ. Kaŋ Banabasdi yabuŋa undugoŋ tiŋa talik fai uguk.
GAL.2.14	Unduŋ tiŋa Jesu’walaŋ Mede Momooŋ diniŋ talii didimeniŋgoŋ mu takaliune yabuŋa meeniŋ noli namandahik foloŋgoŋ Pita indiŋ niŋgut. “Du yadi Judamedigoŋ Judame indi’walaŋ titiŋ gineŋ moŋ, meeniŋ fekhinit mokit adi tiiŋ unduŋ tihatilaŋ, undiniŋdi maŋgande fekhinit mokitdi Judame indi’walaŋ titiŋ u titiŋdok hati yolaŋ? 
GAL.2.15	Indi yadi meeniŋ fekhinit mokit hogok hatifit tiiŋ undihi mu mintagumun, Judame mintagumun. 
GAL.2.16	Iŋgoŋ oŋ, indiŋ nadiyam. Meeniŋdi Yodoko Mede takaliŋa tuwot mu walandadok. Kaŋ Kilisto adi Yodoko Mede tiloloŋ doktiŋa moŋ, adi nadisukilitinik doktiŋa nihitubu-walandadok nadiŋa, indi maaŋ Jesu nadisukilitimiyam. Yodoko Mede doktiŋa walandadok tuwot mu tilak.”
GAL.2.17	Kaŋ Kilisto’walaŋkade wooŋ galiŋa walandadok yoyamdi kadakaniŋ nobu tiŋa dediŋ yodok? U Kilistodi kadakaniŋ titiŋdok niniŋgiginelak be? Moŋ, unduŋ mu hatak. 
GAL.2.18	Nu nemek hogohi kotigoŋ mu behatidok yogut iŋgoŋ kotigoŋ moŋgola behatiŋa yalaŋ-me tibit. 
GAL.2.19	Nu Yodoko Mede gineŋ kumuŋgut woŋ adi Yodoko Mede doktiŋa kumuŋgut. Kaŋ nai indidegoŋ adi Bepaŋ doktiŋa hatilat. 
GAL.2.20	Nu yadi agaŋ Kilisto gut koloŋdabek foloŋ nukiŋ. Kaŋ i hatilat adi na’walaŋ moŋ, adi Kilistodi walane maaneŋ hatilak. Foloone gitnem dut hatihati uyadi hatilat ala Bepaŋ mihiŋiŋ nadisukilitimiŋa aditok hogok hatimilat. Biyagoŋ kuyoŋ, adigoŋ welesiloŋ tinamuŋa hatihatiŋiŋdi nutok kibikoŋ kameguk. 
GAL.2.21	Nu Bepaŋ’walaŋ siloŋ tobogoŋ u mu lahutat. Yodoko Mede tagimneeŋ walandadok talik binek hatuwek adigili Kilisto adi kumuŋfit tuguk yoyanim.
GAL.3.1	O Galesiyahi metam kaulehi! Hidi nediyeŋ wele tubufit tihamguk? Jesu Kilisto koloŋdabek foloŋ ukiŋ adi’walaŋ folonamandap hanindidimewe dauhik folooŋ hinekdi kagiŋ. 
GAL.3.2	Yoŋ adi nemek kubugoŋdok haninadiwit. Munabuli moŋgokiŋ u dediŋ tiŋa moŋgokiŋ? Yodoko Mede be takaliŋa moŋgokiŋ, be Mede Momooŋ nadiŋa nadisukilitiŋa moŋgokiŋ? 
GAL.3.3	Maŋgoŋde nadikaule tihatiiŋ? Munabuli diniŋ talik tububihila kelegiŋ ala me’walaŋ saŋiniŋ moŋgolaŋa Munabuli’walaŋkade deti wooŋ gali fafaŋeneeŋ? 
GAL.3.4	Folofigita wapum nadigiŋ uyadi hogok mintahamfit be tuguk? Biyagoŋ, folooŋnit mokit nobu tuguk kaŋ. 
GAL.3.5	Munabuli hamuŋa yagithik tubukedebakedeba tihamulak eŋ Bepaŋ’walaŋ kudi noli tihamulak, adi Yodoko Mede takalidok be nadisukiliti tiŋa Mede Momooŋ nadiiŋ wendoktiŋa tilak?
GAL.3.6	Abalaham adi undugoŋ timiŋit. Adi yadi Bepaŋ nadisukilitimimbune me didimeniŋ niŋguk. 
GAL.3.7	Unduŋ doktiŋa indiŋ nadineŋ. Nadisukilitihinit adi Abalaham’walaŋ yalakiŋiye folooŋ. 
GAL.3.8	Meeniŋ fekhinit mokit adi Bepaŋ nadisukilitimimbune yomhik dapmaune yehitubu-didimewaak, biyagoŋ kuyoŋ, unduŋ degoŋ tiŋa koomkwaha nadisuŋa Abalaham’walaŋ gigitmede indiŋ yobune Youkudip Mede gineŋ youkiŋ. “Meeniŋ Judahi’walaŋ feknit mokit adi du’walaŋ kahaŋ moŋgodapmaneeŋ.” 
GAL.3.9	Biyagoŋ hinek, unduŋ doktiŋa Abalahamdi nadisukiliti talik yaliguk uŋakoŋ yaliŋa takalineeŋdi adi’walaŋ kahaŋ kahileneeŋ.
GAL.3.10	Eŋ Yodoko Mede diniŋ kwanaidi daŋiniŋ hayembune hatineeŋ adi yadi hakinit tineeŋ. Indiŋku youkiŋ hatak oŋ. “Yodoko Mede youhebet tigiŋ ukabe nemu lahutdok. Nebek niŋdi lahulaak adi yadi hakinit tibaak.” 
