MAT.1.1	Ecitabo co bwiburwa bwa Yesu Kristo, Omwana wa Daudi, Omwana wa Iburaimu.
1JN.2.29	Araba mumenyere ati, Omwene ni murenge:resi, mbe omumenya ati, omu:nu wo:ne unu kakora oburenge:resi, e:buywe no Mwene.
1JN.3.1	Murore okwenda kunene kutyo kuri kunu Rata acendere ati, eswe citogwe aba:na ba Nyamuanga. Ka nikwo kutyo ciri. Kweikora i:si ni:rema okucimenya, okuba ita:mumenyere Omwene. 
1JN.3.2	Abendwa, ciri ba:na ba Nyamuanga woryanu, amwi cicari kubu:risibwa kutyo ciriba. Nawe cimenyere ati, Omwene ariba abu:risibwa, eswe ecisusana rwo Mwene, okuba cirimurora kutyo ari. 
1JN.3.3	Mbe no mu:nu wo:ne unu kamwiikanya kutyo, ke:esya rwa kutyo Omwene ni mweru.
1JN.3.4	Omu:nu wo:ne mu kakora ebibi:bi niwe karema okuragirirwa okuba ebibi:bi nikwo okurema kuragirira. 
1JN.3.5	Ka mumenyere ati, Omwene a:bu:risibwe korereki aso:syeo ebibi:bi na mu Mwene citarimo cibi:bi. 
1JN.3.6	Omu:nu wo:ne unu amurimo atakukoraga bibi:bi. Omu:nu wo:ne mu kakoraga ebibi:bi, acariga kumurora, amwi kumumenya. 
1JN.3.7	Aba:na ba:ni abato:to, mu:nu wo:ne asiga kubayabya. Unu kakoraga oburenge:resi niwe omurenge:resi, rwa kutyo Omwene ni murenge:resi. 
1JN.3.8	Unu kakoraga ebibi:bi ni wa Syetani, okuba Syetani kakoraga ebibi:bi kuso:kerera ku bwambiro. Kwakorere Omwana wa Nyamuanga nabu:risi-bwa, korereki asimagisye emirimu ja Syetani. 
1JN.3.9	Omu:nu wo:ne mu e:buywe na Nyamuanga atakukoraga bibi:bi, okuba imbibo yae imurimo. Amwi atakutura kukoraga ebibi:bi, okuba e:buywe na Nyamuanga. 
1JN.3.10	Mu musango gunu aba:na ba Nyamuanga ababu:risibwa na ba:na ba Syetani ati, omu:nu wo:ne unu atakukoraga burenge:resi oyo atari wa Nyamuanga, nakabee ari unu atakwenda mwana wa:bo.
1JN.3.11	Okuba omusango gunu mwonguywe kuso:ka ku bwambiro ni gunu ati, cendanega. 
1JN.3.12	Citaba rwa Kaini unu ariga:ri owo mubi:bi, ne:ta omwana wa:bo. ?Na cinu cakorere namwita niki? Okuba ebikorwa byae byariga bibi:bi nebyo mwana wa:bo byariga bya burenge:resi. 
1JN.3.13	Ba:na ba:su, i:si ikabasoka mutarugu:raga. 
1JN.3.14	Eswe cimenyere ati, caso:kere mu kufwa nicingira mu buanga, okuba ecenda aba:na ba:su. Unu atana kwenda e:kae mu kufwa. 
1JN.3.15	Omu:nu wo:ne unu kasoka omwana wa:bo ni mwiti. Ka mumenyere ati, omwiti wo:ne atana buanga bwa kajanende mu mwene. 
1JN.3.16	Cimenyere okwenda kutyo kuri, okuba Omwene ategereyo obuanga bwae kubweswe. Neswe one kuci:ire okutegayo obuanga bweswe kurwa ba:na ba:su. 
1JN.3.17	Nawe unu wo:ne ari ne bi:nu bya mu:si, akarora omwana wa:bo akenere, narema okumufwira ecigongo, ?mbe okwenda kwa Nyamuanga okumwikaramo kutiki? 
1JN.3.18	Aba:na ba:ni abato:to, cisigega kwendana mu misango amwi mu kwaika, nawe cendanega mu bikorwa na mu cimari. 
1JN.3.19	Ciramenyaga ati ciri ba cimari, nicifuŋamya emitima jeswe imbere yae mu musango gunu ati, 
1JN.3.20	Okuba emitima jeswe jikaci:tira ogweswe, Nyamuanga ni mukuru kukira emitima jeswe, amenyere misango jo:ne. 
1JN.3.21	Abendwa, emitima jeswe jikarema okuci:tira ogweswe, eciba no buba:si imbere ya Nyamuanga. 
1JN.3.22	No Mwene kaciyana cinu co:ne ecisabwa, okuba ecigwata ebiragiro byae na ka ecikora binu bikondere mu me:so gae. 
1JN.3.23	Ne ciragiro cae nico cinu ati, ci:kirisye risi:na ryo Mwana wae, niwe Yesu Kristo, na ka cendanega, rwa kutyo aciragiriye. 
1JN.3.24	Na unu kagwata ebiragiro byae kamwikaramo, no Mwene ke:kara mu mwene. Nikwo kutyo ecimenya ati, e:kae mwiswe, kurwo Mwoyo unu aciyae.
1JN.4.1	Abendwa, mute:kirisyaga buri mwoyo gwone, nawe musakega emyoyo, araba jaso:kere ku Nyamuanga. Okuba abaragi ba:fu abo rurimi be:mukire mu ca:ro. 
1JN.4.2	Omutura okumenya Omwoyo gwa Nyamuanga kurwo musango gunu ati, omwoyo gwone gunu ogutogora ati, Yesu Kristo e:jiye mu mubiri, nigwo guso:kere ku Nyamuanga. 
1JN.4.3	No mwoyo gwone gunu gutakutogora Yesu kutyo, gutaso:kere ku Nyamuanga. Ogwo nigwo omwoyo gwo muremo-wa-Kristo, gunu mwonguywe ati, ogu:ja, na ka wori gwabeeo mu:si. 
1JN.4.4	Emwe muri ba Nyamuanga, aba:na ba:ni abato:to. Ka murabaigire abo, okuba Unu ari mwimwe kakira obukuru unu ari mu:si. 
1JN.4.5	Abo ni ba mu ca:ro. Kwabakora niba:ika eja mu ca:ro, na abe ca:ro nibabongwa. 
1JN.4.6	Eswe ciri ba Nyamuanga. Unu amenyere Nyamuanga kacungwa eswe. Unu atari wa Nyamuanga atakucungwa. Nikwo kutyo ecitura okumenya omwoyo gwe cimari no mwoyo gwo kuyaba.
1JN.4.7	Abendwa, cendanega, okuba okwenda ni kwa Nyamuanga, na mu:nu wo:ne unu kenda oyo e:buywe na Nyamuanga, na ka:menyere Nyamuanga. 
1JN.4.8	Unu atakwenda atamenyere Nyamuanga, okuba Nyamuanga niwe okwenda. 
1JN.4.9	Okwenda kwa Nyamuanga kwabu:risibwe kwiswe ati, Omwana wae unu e:buywe umwi era, Nyamuanga amutumire mu ca:ro, korereki eswe cibe baanga kubwae. 
1JN.4.10	Okwenda kuri ati, tari ati eswe cendere Nyamuanga, nawe Omwene niwe acendere, natuma Omwana wae abe co:go kurwe bibi:bi byeswe. 
1JN.4.11	Abendwa, araba Nyamuanga acendere kutiyo, neswe kuci:ire okwendanaga. 
1JN.4.12	Atario unu ararorere Nyamuanga anu cikabe:reega. Cikaba cendene, mbe Nyamuanga ke:kara mwiswe, no kwenda kwae okuku:mira mwiswe.
1JN.4.13	Cimenyere ati cimwikaemo, no Mwene e:kae mwiswe ati, okuba acigabiye Omwoyo gwae. 
1JN.4.14	Neswe carorere nica:ika ati, Rata atumire Omwana abe mukisya we ca:ro. 
1JN.4.15	Unu katogora ati, Yesu ni Mwana wa Nyamuanga, Nyamuanga amwikaemo, no mwene e:kae mu Nyamuanga. 
1JN.4.16	Eswe cimenyere na ka ce:kirisisye okwenda kunu Nyamuanga acendere. Nyamuanga niwe okwenda. Unu ke:kara mu kwenda, oyo ke:kara mu Nyamuanga, na Nyamuanga ke:kara mu mwene.
1JN.4.17	Nikwo kutyo okwenda kwaku:misibwe mwiswe, korereki cibe no buba:si ku rusiku rwo kuramurwa. Okuba rwa kutyo ari, neswe nikwo kutyo ciri mu ca:ro cinu. 
1JN.4.18	Okwenda kutarimo bu:ba, nawe okwenda okuku:miye okuirisya obu:ba, okuba obu:ba burimo intambara. No:yo ko:baya acari kukumira mu kwenda.
1JN.4.19	Eswe ecenda okuba ambire okucenda eswe. 
1JN.4.20	Omu:nu aka:ika ati, Nendere Nyamuanga, ke:nu nasoka omwana wa:bo, oyo ni wa rurimi. Okuba unu atakwenda mwana wa:bo unu karora, atakutura kwenda Nyamuanga unu acariga kurora. 
1JN.4.21	Na ka ciri ne ciragiro cinu caso:kere ku Mwene ati, unu kenda Nyamuanga endega no mwana wa:bo one.
1JN.5.1	Mu:nu wo:ne unu ke:kirisya ati, Yesu niwe Kristo, oyo e:buywe na Nyamuanga. Na unu kenda Unu e:buye, kenda na unu e:buywe nage. 
1JN.5.2	Cikenda Nyamuanga no kugwata ebiragiro byae, nikwo ecimenya ati, ecenda aba:na ba Nyamuanga. 
1JN.5.3	Okuba okwenda kwa Nyamuanga ni kunu ati, cigwatega ebiragiro byae. Ne biragiro byae bitasitoere. 
1JN.5.4	Okuba rinu co:ne ce:buywe na Nyamuanga eciiga i:si. No kuiga kunu kwaigire i:si nikwo okwikirisya kweswe. 
1JN.5.5	?Mbe unu kaiga i:si niga, tari unu ke:kirisya ati, Yesu ni Mwana wa Nyamuanga?
1JN.5.6	Oyo niwe e:jire na manji na manyinga, niwe Yesu Kristo. Ate:jire na manji era, nawe e:jire na manji na manyinga. 
1JN.5.7	No Mwoyo niwe ke:mako ejo, okuba Omwoyo niwe ecimari. 
1JN.5.8	Okuba banu abe:mako ni basatu aba, Omwoyo, na manji, na manyinga. Na basatu abo abaroma gumwi. 
1JN.5.9	Mbe cike:kirisya okwimako kwa ba:nu, okwimako kwa Nyamuanga nikwo kunu ati, kamwimako Omwana wae. 
1JN.5.10	Unu ke:kirisya Omwana wa Nyamuanga ari no kwimako mu mwene. Unu atakwikirisya Nyamuanga katoga Nyamuanga ati, ni wa rurimi, okuba atakwikirisya emisango jinu Nyamuanga amwimireko Omwana wae. 
1JN.5.11	Na gunu e:mireko ni gunu ati, Nyamuanga aciyae obuanga bwa kajanende, no buanga bunu buri mu Mwana wae. 
1JN.5.12	Unu ari no Mwana ari no buanga. Unu atari no Mwana wa Nyamuanga atana buanga.
1JN.5.13	Nabandikira emisango ejo korereki mumenye ati, muri no buanga bwa kajanende, emwe banu mwekirisisye risi:na ryo Mwana wa Nyamuanga. 
1JN.5.14	Neswe ciri no buba:si bunu ku Mwene ati, cikasabwa ci:nu co:ne rwa kutyo kenda kacungwa. 
1JN.5.15	Cikamenya ati kacungwa, mbe cinu co:ne ecisabwa, cimenyere ati, ciri nabyo binu camusabirwe. 
1JN.5.16	Omu:nu wo:ne akarora omwana wa:bo nakora ecibi:bi cinu citari co kufwa, asabwega, na Nyamuanga ariyana obuanga banu abakora ecibi:bi cinu citari co kufwa. Ciriwo ecibi:bi co kufwa. Nitakwaika ati acisabirwe. 
1JN.5.17	Cinu citari co burenge:resi ni cibi:bi. Nawe ciriwo ecibi:bi cinu citari co kufwa.
1JN.5.18	Cimenyere ati, mu:nu wo:ne unu e:buywe na Nyamuanga atakukoraga bibi:bi, nawe Oyo e:buywe na Nyamuanga kamurinda, no mubi:bi atakumukuniako. 
1JN.5.19	Cimenyere ati Ciri ba Nyamuanga, ne ca:ro co:ne ci:kae mu mubi:bi. 
1JN.5.20	Na ka cimenyere ati, Omwana wa Nyamuanga e:jire, naciyana obwenge korereki cimenye Unu ari we cimari. Neswe ciri mu:yo ari we cimari, niwe Omwana wae Yesu Kristo. Oyo niwe Nyamuanga we cimari no buanga bwa kajanende. 
1JN.5.21	Aba:na ba:ni abato:to mwirindega ku bisusano.
2JN.1.1	Anye omukaruka enandikira omugasi omusorwa na ba:na bae, banu enenda mu cimari. Amwi nitari anye era, nawe na bo:ne banu bamenyere eje cimari, 
2JN.1.2	kurwo kumasya kunu kuri mwiswe, na ka kurabaga neswe kajanende. 
2JN.1.3	Obwira ne cigongo no murembe, binu ebiso:ka ku Nyamuanga Rata na ku Yesu Kristo, niwe Omwana wa Rata, birabaga neswe mu kumasya na mu kwenda.
2JN.1.4	Enikonderwa muno okuba nasangire abandi ku ba:na bao nibaribatira mu bye cimari, rwa kutyo Rata aciragiriye. 
2JN.1.5	Na woryanu, omugasi awe we cibaro nitakwandikira ciragiro ciya:ya nawe enikuremberesya ebui cariga cinaco kuso:ka ku bwambiro ati, cendanega. 
2JN.1.6	No kwenda nikwo kunu ati, ciribatega mu biragiro byae. Eco nico eciragiro, rwa kutyo mwonguywe kuso:ka ku bwambiro, korereki muciribatiregamo. 
2JN.1.7	Okuba ababebeya ba:fu be:mukire mu:si, banu batakwikirisya ati, Yesu Kristo ejire mu mubiri. Oyo niwe omubebeya no muremo-wa-Kristo. 
2JN.1.8	Mwikengega, mwasiga kubusya emirimu jinu mwakorere, nawe mubone omuye:ro gunu gukobere.
2JN.1.9	Omu:nu wo:ne unu kasagirira, narema okuguma mu kwiigisya kwa Kristo, atari na Nyamuanga. Unu kaguma mu kwiigisya okwo, oyo ari na Rata no Mwana one. 
2JN.1.10	Omu:nu wo:ne akaba:jako, unu atakurema kwiigisya okwo, mbe mutamukumaga mu nyumba, amwi mutamuke:syaga, 
2JN.1.11	okuba unu kamuke:sya kasangira mu bikorwa byae bibi:bi. 
2JN.1.12	Nakabee ndi ne misango myafu ejo kubandikira, nawe nitakwenda kujandika ku rupapura no bwino. Nawe eniikanya okukinga kwimwe, ca:ikane nicirore:rana korereki okukonderwa kwemwe kuku:mire. 
2JN.1.13	Aba:na bo muyara we:ja:nyu omusorwa abakuke:sya.
3JN.1.1	Anye omukaruka enandikira Gayo, niwe omwendwa unu nimwendere mu cimari. 
3JN.1.2	Awe omwendwa, enisabwa ati, ubega na ribando mu misango jo:ne, na ka ubega no buanga bwo mubiri, rwo mwoyo gwao kutyo guri muanga. 
3JN.1.3	Okuba nakondeywe muno aba:su wejire ba:ja, niba:ika ebyo kumasya kwao, rwa kutyo awe ouribatira mu kumasya. 
3JN.1.4	Nitakukondererwa musango gundi kukira gunu ati, enungwa ati, aba:na ba:ni abaribatira mu kumasya.
3JN.1.5	Mbe omwendwa, emirimu jao jo:ne jinu oukorera aba:na ba:su na bagenyi, oukoraga mu kwiikanyibwa. 
3JN.1.6	Abo abakwimako ebyo kwenda kwao imbere ya ikanisa. Awe ukabaeregesya rwa kutyo kukwiire imbere ya Nyamuanga, oukora kisi. 
3JN.1.7	Okuba bagendere kurwa Risi:na ryae, batagwatire ci:nu ku ba:maanga. 
3JN.1.8	Mbe kuci:ire eswe okukumaga be:ja:bo abo, korereki cikorerega aamwi mu je cimari.
3JN.1.9	Nandikiye ikanisa. Nawe Diotirefe, unu kenda okuba mukuru webwe, atakwikirisya jeswe. 
3JN.1.10	Kwondikora ariba naja nimbe:cukya ebikorwa byae binu kakora, rwa kutyo kaciroma misango mibi:bi. Ka jitari ijo era, nawe omwene one atakukuma ba:na ba:su, ka na banu abenda okubakuma, kabaganya nabairisya mu kanisa.
3JN.1.11	Mbe omwendwa, utaru:baga ejo bubi:bi, nawe ejo bwana. Unu kakora ebyo bwana ni wa Nyamuanga. Unu kakora ebibi:bi acariga kurora Nyamuanga. 
3JN.1.12	Bo:ne abamwimako Demetirio, ne je cimari one eje:resya kutyo. Ka neswe one ecimwimako, na:we umenyere ati okwimako kweswe ni kwa cimari. 
3JN.1.13	Nariga ne misango myafu ejo kukwandikira, nawe nitakwenda kwandikira bwino na karamu. 
3JN.1.14	Nawe eniikanya okukurora bwangu, niwo ciryaikana nicirore:rana. 
3JN.1.15	Ubega no murembe. Abasa:ni beswe abakuke:sya. Ke:sya abasa:ni beswe rwa amasi:na gebwe kutyo gari.
JUD.1.1	Anye Yuda, unu ndi mugaya wa Yesu Kristo no mwana wa:bo Yakobo, enandikira banu babirikiywe, abendwa mu Nyamuanga Rata, na banu abarindwa kurwa Yesu Kristo. 
JUD.1.2	Ecigongo no murembe no kwenda byongesibwe kwimwe.
JUD.1.3	Mbe abendwa bani, anu nariga nini:komesya okubandikira ejo mweruro gweswe bo:ne, nindora ati, ni busibusi nibandikire no kubakomeresya ati murwanirirega muno okwikirisya kunu abe:ru bayabirwe rumwi era. 
JUD.1.4	Okuba bario aba:nu banu bengiye bwitebe, banu batu:riywe intambara inu kuso:ka kara, ni banu bataku:baya Nyamuanga, banu abacu:sya ecigongo ca Nyamuanga kuba rukubo, nibarema Omukuru umwi enyere, niwe Ratabugenyi Yesu Kristo.
JUD.1.5	Nakabee muramenyere ejo jo:ne, nawe enenda okube:cukya ati, Ratabugenyi wejire amara okubaonya aba:nu mu:si ya Misiri, e:jire e:ya nasimagisya banu bate:kirisisye. 
JUD.1.6	Na bamaraika one banu baremere okukabukira obukuru bwebwe bwa kara, nawe nibasiga obwikaro bwebwe, nibo karindisya emwaro mu cisu:te mu nyoro jinyatawao kukinga ku ntambara ya ku rusiku orukuru. 
JUD.1.7	Rwa Sodoma na Gomora ne misi jinu jariga jisijene, jinu jaru:baga oburomesi, rwabo kutyo abakora, nibaru:baga ejindi-jindi jo mubiri jinu jitari jo busimuka. Emisi ejo jateyweo okuba co kurorerako nijinya:sibwa intambara yo muriro gwa kajanende.
JUD.1.8	Nyaburiko na baro:ti banu, abajabiasya omubiri, nibagaya obukuru, nibafuma abe cibaro. 
JUD.1.9	Nawe Mikaeli, niwe maraika omukuru, e:jire ayomba na Syetani, nabambasyanya nage kurwe citundu ca Musa, ataya:rire kumure:tako ntambara amwi kumufuma, nawe na:ika ati, Ratabugenyi akugonye. 
JUD.1.10	Nawe aba:nu banu nibo abafuma binu batamenyere, nibe:nyamura mu binu bamenyere mu busimuka, rwa jintyanyi jinu jitana bwenge. 
JUD.1.11	Jiribabona abo! Okuba abaribatira mu njira ya Kaini, nibabirimira mu kuyaba kwa Balaamu korereki babone amabona, nibasimagira mu bwikoti bwa Kora. 
JUD.1.12	Abo, wora barya nemwe, ababa byaji mu marya gemwe ago kwendana. Ni bare:fi banu abe:ri:sya abene:ra, ku:baya uri. Ni me:re ganu gatarimo manji, nigayembwa no muyaga. Ni mati ganu agaunguruka ganu gatana matwasyo, ganu garafu:ye kabiri, ganu gasinduywe cimwi. 
JUD.1.13	Abo ni matuma ga mu nyanja ganu agasa:ruma, nigafukumba rifiro rya maswaro gebwe. Abo ni njota jinu ejiyenga-yenga jinu jibi:kiywe ecisu:te cinu ci:rabuye kajanende.
JUD.1.14	Enoka, unu ariga:ri wa kata:nu na kabiri kuso:ka ku Adamu, niwe ababwiriye abo oburagi ati, Rora, Ratabugenyi ka:ja na be:ru bae bisira na bisira. 
JUD.1.15	Ka:ja okuramura ba:nu bo:ne, no kube:tira ogwebwe banu bataku:baya Nyamuanga, kurwe bikorwa byebwe ebyo burangirangi, binu bakorere mu burangirangi, na kurwe misango emikome:e jinu bamwaikagako abe bibi:bi banu bataku:baya Nyamuanga. 
JUD.1.16	Abo nibo abe:toŋanira nibatukuma, ni banu abaribata rwo kurigira kwebwe kutyo kuri. Ne minwa jebwe ejisagirira okwaika emisango jo kwiku:ya nibayana aba:nu ecibaro korereki babonemo amibona.
JUD.1.17	Nawe emwe, abendwa, mwicukega jinu ja:ikirwe kara na jintumwa ja Ratabugenyi Yesu Kristo, 
JUD.1.18	kutyo bababwiriye ati, mu siku ja ku bute:ro baribao abagayi banu bariribatira mu kurigira kwebwe kwo burangirangi. 
JUD.1.19	Abo nibo abare:ta okwiyaura, ni bo mubiri, banu hatari na Mwoyo. 
JUD.1.20	Nawe emwe abendwa, mwiyu-mbake mu kwikirisya kwemwe okweru muno, nimu-sabwa mu Mwoyo Mweru. 
JUD.1.21	Mwirindega mu kwenda kwa Nyamuanga, nimurindirira ecigongo ca Ratabugenyi Yesu Kristo kukinga mu buanga bwa kajanende. 
JUD.1.22	Mubafwire abandi ecigongo banu abe:tima:ta, 
JUD.1.23	na bandi mubaonyega, nimubasabura mu muriro. Na bandi mubafwire cigongo mu bu:ba, nimutamanganwa ne cifwaro cinu cajabiasibwe no mubiri.
JUD.1.24	Nawe ku Oyo katura okubarinda obute:ku:jura, no kube:meregusyu mutariko esoro imbere ya rikusyo ryae mu kusandaba, 
JUD.1.25	ku Nyamuanga umwi era, niwe Omukisya weswe, rikusyo ribega ku Mwene kubwa Ratabugenyi Yesu Kristo, no bukuru, na managa, no buinga, kuso:ka kari:ja na kari:ja, na ka wori na kukinga kajanende ko:ne. Amina.
REV.1.1	Kunu nikwo okuswerura kwa Yesu Kristo kunu Nyamuanga amuyae, korereki e:resyega abagaya bae jinu ni busibusi jibeo bwangu, natuma maraika wae korereki amweresye omukosi wae Yoana. 
REV.1.2	Yoana niwe unu agwimireko omusango gwa Nyamuanga no kwimako kwa Yesu Kristo, ne:mako jo:ne jinu arorere. 
REV.1.3	Unu kasoma ari na ribando, aamwi na banu abongwa emisango jo buragi bunu, na banu abagwata jinu jandikirwemo. Okuba omwanya guri yei.
REV.1.4	Anye Yoana enandikira jikanisa eta:nu ne:biri jinu jiri mu Asia. Mubega ne cigongo no murembe binu ebiso:ka ku Unu ariwo, na Unu ariga:rio, ka Unu aribao, na ku Myoyo eta:nu ne:biri jinu jiri imbere ye citebe ca iŋoma. 
REV.1.5	Nibyo ebiso:ka ku Yesu Kristo omwimako omwiikanyibwa, niwe owo bubere okuso:ka mu bafu:ye, na unu atungire abakama ba mu:si. Niwe Unu acendere eswe, nacisurumura mu bibi:bi byeswe kurwa manyinga gae, 
REV.1.6	nacikora kuba bukama na bagabisi ku Nyamuanga Esemwene. Oyo abega na rikusyo na managa kajanende na kajanende. Amina. 
REV.1.7	Rora, ka:ja na me:re. Ame:so go:ne garimurora, na banu ba:musomere barimurora. Na jiŋanda jo:ne ja mu ca:ro jiririra jimamu kubwae. Yee, Amina.
REV.1.8	Nanye Alufa na Omega. Nanye obwambiro no bute:ro. Nikwo kutyo ka:ika Ratabugenyi. Nyamuanga unu ariwo, na unu ariga:rio, na unu aribao, niwe unu katura byone.
REV.1.9	Anye Yoana, unu ndi mwana wanyu, na unu nisangiye nemwe mu Yesu, mu kunya:sibwa na mu bukama na mu kwigumirisya, nariga kwisinga rinu eritogwa Patimo kurwo musango gwa Nyamuanga na kurwo kumwimako Yesu. 
REV.1.10	Nimba mu Mwoyo ku rusiku rwa Ratabugenyi, ninungwa oburaka bunene inyuma yani, rwo bwa iŋombi, 
REV.1.11	nibwaika ati, Jinu ourora ujandike mu citabo, ujitume ku kanisa eta:nu ne:biri jinu jiri Efeso, na Simurina, na Perigamo, na Tuatira, na Saridi, na Filadefia, na Laodikia.
REV.1.12	Nini:kebukira nirore oburaka bunu bwariga mbwaika nanye. Wejire ne:kebukira nindora jitara eta:nu ne:biri eja jijaabu. 
REV.1.13	Na agati ya jitara nindora unu kasusana no Mwana wo mu:nu, ariga afwae cifwaro ŋwaa ku bigere, na ka afwae orukoba rwa ijaabu mu cifuba. 
REV.1.14	No mutwe gwae na ji:fwiri jae jariga je:rere rwa magafu, rwa mabui ga iŋuba. Na me:so gae gariga rwa jimbesi jo muriro. 
REV.1.15	Ne bigere byae nibisusana rwe cu:ma ecitukurasi cinu ciku:bire muno, rwa cinu ecise:ka:na mu ruija. No buraka bwae bwariga rwe ciru:mo ca manji ama:fu. 
REV.1.16	Ariga:ri na jinjota eta:nu ne:biri mu kuboko kwae okwe buryo, ne cinyambutu ca mo:gi agabiri niciso:ka mu kanwa kae. No busu bwae bwariga rwa risu:ba kutyo erise:ka:na mu managa garyo.
REV.1.17	Wejire namurora, ningwa mu maguru gae rwo mufu:ye. Nanterako okuboko kwae okwe buryo, na:ika ati, Siga ku:baya, nanye owo kwamba no wa ku bute:ro. 
REV.1.18	Nanye unu ndi Muanga. Nariga nafu:ye, ka rora ndi muanga kajanende na kajanende, na ka ndina ji:funguro jo kufwa ne je bwire. 
REV.1.19	Mbe, yandika jinu warorere, na jinu jiriwo, na jinu jiribao ejo ariba jawa. 
REV.1.20	Imbisike ya jinjota eta:nu ne:biri jinu warora mu kuboko kwani okwe buryo, no bwa jitara eta:nu ne:biri eja jijaabu ni inu ati, jinjota eta:nu ne:biri nibo bamaraika ba jikanisa eta:nu ne:biri. Na jitara eta:nu ne:biri nijo jikanisa eta:nu ne:biri.
REV.2.1	Yandikira intumwa ya ikanisa ya Efeso ati, Unu kagwata jinjota eta:nu ne:biri mu kuboko kwae okwe buryo, unu karibatira agati ya jitara eta:nu ne:biri eja jijaabu, niwe ka:ika ati, 
REV.2.2	Anye nimenyere ebikorwa byao, no kukome:ra kwao, no kwigumirisya kwao, na rwa kutyo utakutura kwigumirisisya ababi:bi, nawe wabasakire banu abe:toga jintumwa ke:nu hatari nibo, nubarora ati ababeya. 
REV.2.3	Ka we:gumirisyaga niwi:kome:sya kurwa risi:na ryani, amwi utaigirwe. 
REV.2.4	Nawe ndi no musango kwawe ati, wasigire okwenda kwao okwo kwamba. 
REV.2.5	Mbe icuka enu waguye, ute, ukorega ebikorwa byo kwamba. Araba utakukora kutyo eniku:jako, ninso:syao itara yao awayo, ariba utatee. 
REV.2.6	Nawe uri no musango gunu ati, utamangenwe ne bikorwa bya Banikolaiti, binu anye one nitamangenwe nabyo. 
REV.2.7	Unu ari no kutwi, nongwe jinu Omwoyo kabwira jikanisa. Unu kaiga ndimuyana okurya kwiti ryo buanga, rinu riri mu Paradiso ya Nyamuanga.
REV.2.8	Yandikira intumwa ya ikanisa ya Simurina ati, Owo kwamba no wa ku bute:ro, Unu ariga afu:ye, nasuba okuba muanga, niwe ka:ika ati, 
REV.2.9	Nimenyere okunya:sibwa kwao no butaka bwao, nawe uri muni:bi. Nimenyere no kufuma kwa banu abe:toga Bayaudi, ke:nu hatari nibo, nawe ni ba rikofyanyisyo rya Syetani. 
REV.2.10	Uto:bayaga okunya:sibwa kunu oujo:bona. Mbe, Syetani kajo:kwesa abandi mwimwe mu mabubusi, korereki musakwe. Murinya:sibwa siku ikumi. Ubega mwiikanyibwa kukinga kufwa, anye ndikuyana orutenga rwo buanga. 
REV.2.11	Unu ari no kutwi, nongwe jinu Omwoyo kabwira jikanisa. Unu kaiga atarirumwa kufwa kwa kabiri na katyari.
REV.2.12	Yandikira intumwa ya ikanisa ya Perigamo ati, Unu ari ne cinyambutu ca mo:gi agabiri ka:ika ati, 
REV.2.13	Nimenyere anu wikae niwo ciri ecitebe ca iŋoma eca Syetani. Na ka ugwatire muno risi:na ryani, amwi utaremere kwikirisya anye, nakabee mu siku ja Antipa omwiikanyibwa wani unu anyimireko, unu e:tiywe mwimwe anu Syetani e:kae. 
REV.2.14	Nawe ndi ne misango mito:to kwawe, okuba uriyo na banu abagwata okwi-igisya kwa Balaamu, unu e:igisisye Balaki okutao eci:ku:juro imbere ya ba:na ba Isiraeli, barye binu byaso:sibwe co:go ku bisusano no kukora oburomesi. 
REV.2.15	Na:we one nikwo kutyo uri na banu abagwata okwiigisya kwa Banikolaiti. 
REV.2.16	Mbe nute. Ukarema okuta, eniku:jako bwangu, nindwana nabo ne cinyambutu ca mu kanwa ka:ni. 
REV.2.17	Unu ari no kutwi, nongwe jinu Omwoyo kabwira jikanisa. Unu kaiga ndimuyana emanu inu ibisire, ka ndimuyana ribui:ryeru, na kwibui eryo ryandikirweko risi:na riya:ya, rinu mu:nu wo:ne atakumenya tari unu kayabwa.
REV.2.18	Yandikira intumwa ya ikanisa ya Tuatira ati, Omwana wa Nyamuanga, unu ari na me:so ganu gari rwa jimbesi jo muriro, ne bigere byae bisusene rwe cu:ma ecitukurasi cinu ciku:bire memo. 
REV.2.19	Nimenyere ebikorwa byao, no kwenda kwao, no kwikirisya kwao, no kufurubenda kwao, no kwigumirisya kwao. Ne bikorwa byao ebya ku bute:ro ni byafu kukira ebyo kwamba. 
REV.2.20	Nawe ndi no musango kwawe, okuba utakuganya omugasi uriya Yejebeli unu ke:toga muragi, ne:igisya nayabya abagaya bani ati, baromerega no kurya binu byaso:sibwe co:go ku bisusano. 
REV.2.21	Namuyae omwanya gwo kuta, nawe atakwenda kuta mu buromerwa bwae. 
REV.2.22	Rora, enimwesa ku buriri, nimbe:sa banu baromeranaga nage mu kunya:sibwa kwafu, bakarema okuta mu bikorwa byae. 
REV.2.23	Ka na ba:na bae ndibe:ta no rufu, ndijei jikanisa jo:ne nijimenya ati, nanye unu enitatirisya obwiganirisya no mutima, ka ndiyana buri mu:nu mwimwe rwe bikorwa byae kutyo biri. 
REV.2.24	Nawe enibabwira, emwe abandi abende Tuatira, bo:ne banu mutana kwiigisya okwo, ka banu mutamenyere ebyo bwina bya Syetani rwa kutyo aba:ika. Emwe nitakubatu:rako mugugu gundi. 
REV.2.25	Nawe cinu munaco mucigumyega kukinga anu ndi:jira. 
